date,VRTX,VRTX_EPS,PE Ratio
1991-12-09,6.88,-0.09,-76.44444444444444
1991-12-10,6.94,-0.09,-77.11111111111111
1991-12-11,7.0,-0.09,-77.77777777777779
1991-12-12,6.88,-0.09,-76.44444444444444
1991-12-13,6.75,-0.09,-75.0
1991-12-16,6.69,-0.09,-74.33333333333334
1991-12-17,6.81,-0.09,-75.66666666666667
1991-12-18,7.0,-0.09,-77.77777777777779
1991-12-19,7.0,-0.09,-77.77777777777779
1991-12-20,6.75,-0.09,-75.0
1991-12-23,6.56,-0.09,-72.88888888888889
1991-12-24,6.75,-0.09,-75.0
1991-12-26,6.75,-0.09,-75.0
1991-12-27,7.5,-0.09,-83.33333333333334
1991-12-30,7.5,-0.09,-83.33333333333334
1991-12-31,7.38,-0.09,-82.0
1992-01-02,7.5,-0.09,-83.33333333333334
1992-01-03,8.13,-0.09,-90.33333333333334
1992-01-06,8.63,-0.09,-95.8888888888889
1992-01-07,8.38,-0.09,-93.11111111111113
1992-01-08,8.0,-0.09,-88.88888888888889
1992-01-09,8.13,-0.09,-90.33333333333334
1992-01-10,8.25,-0.09,-91.66666666666667
1992-01-13,8.25,-0.09,-91.66666666666667
1992-01-14,8.0,-0.09,-88.88888888888889
1992-01-15,8.13,-0.09,-90.33333333333334
1992-01-16,7.75,-0.09,-86.11111111111111
1992-01-17,7.75,-0.09,-86.11111111111111
1992-01-20,7.25,-0.09,-80.55555555555556
1992-01-21,7.38,-0.09,-82.0
1992-01-22,7.38,-0.09,-82.0
1992-01-23,7.38,-0.09,-82.0
1992-01-24,7.0,-0.09,-77.77777777777779
1992-01-27,7.38,-0.09,-82.0
1992-01-28,7.13,-0.09,-79.22222222222223
1992-01-29,6.63,-0.09,-73.66666666666667
1992-01-30,6.5,-0.09,-72.22222222222223
1992-01-31,6.75,-0.09,-75.0
1992-02-03,6.75,-0.09,-75.0
1992-02-04,6.63,-0.09,-73.66666666666667
1992-02-05,6.75,-0.09,-75.0
1992-02-06,6.63,-0.09,-73.66666666666667
1992-02-07,6.75,-0.09,-75.0
1992-02-10,6.63,-0.09,-73.66666666666667
1992-02-11,6.38,-0.09,-70.88888888888889
1992-02-12,6.38,-0.09,-70.88888888888889
1992-02-13,6.25,-0.09,-69.44444444444444
1992-02-14,6.5,-0.09,-72.22222222222223
1992-02-18,6.5,-0.09,-72.22222222222223
1992-02-19,5.88,-0.09,-65.33333333333333
1992-02-20,6.25,-0.09,-69.44444444444444
1992-02-21,6.25,-0.09,-69.44444444444444
1992-02-24,6.13,-0.09,-68.11111111111111
1992-02-25,6.13,-0.09,-68.11111111111111
1992-02-26,6.13,-0.09,-68.11111111111111
1992-02-27,6.25,-0.09,-69.44444444444444
1992-02-28,6.0,-0.09,-66.66666666666667
1992-03-02,6.0,-0.09,-66.66666666666667
1992-03-03,6.0,-0.09,-66.66666666666667
1992-03-04,6.13,-0.09,-68.11111111111111
1992-03-05,5.88,-0.09,-65.33333333333333
1992-03-06,6.0,-0.09,-66.66666666666667
1992-03-09,5.75,-0.09,-63.88888888888889
1992-03-10,5.75,-0.09,-63.88888888888889
1992-03-11,6.13,-0.09,-68.11111111111111
1992-03-12,5.88,-0.09,-65.33333333333333
1992-03-13,6.5,-0.09,-72.22222222222223
1992-03-16,6.56,-0.09,-72.88888888888889
1992-03-17,6.0,-0.09,-66.66666666666667
1992-03-18,6.38,-0.09,-70.88888888888889
1992-03-19,6.0,-0.09,-66.66666666666667
1992-03-20,6.13,-0.09,-68.11111111111111
1992-03-23,6.0,-0.09,-66.66666666666667
1992-03-24,5.75,-0.09,-63.88888888888889
1992-03-25,5.75,-0.09,-63.88888888888889
1992-03-26,5.38,-0.09,-59.77777777777778
1992-03-27,5.38,-0.09,-59.77777777777778
1992-03-30,5.88,-0.09,-65.33333333333333
1992-03-31,5.88,-0.09,-65.33333333333333
1992-04-01,5.5,-0.09,-61.111111111111114
1992-04-02,5.75,-0.09,-63.88888888888889
1992-04-03,5.38,-0.09,-59.77777777777778
1992-04-06,5.88,-0.09,-65.33333333333333
1992-04-07,5.63,-0.09,-62.55555555555556
1992-04-08,5.63,-0.09,-62.55555555555556
1992-04-09,5.5,-0.09,-61.111111111111114
1992-04-10,5.63,-0.09,-62.55555555555556
1992-04-13,5.81,-0.09,-64.55555555555556
1992-04-14,5.63,-0.09,-62.55555555555556
1992-04-15,6.0,-0.09,-66.66666666666667
1992-04-16,6.0,-0.09,-66.66666666666667
1992-04-20,5.75,-0.09,-63.88888888888889
1992-04-21,6.0,-0.09,-66.66666666666667
1992-04-22,5.75,-0.09,-63.88888888888889
1992-04-23,5.88,-0.09,-65.33333333333333
1992-04-24,5.75,-0.09,-63.88888888888889
1992-04-27,6.0,-0.09,-66.66666666666667
1992-04-28,5.63,-0.09,-62.55555555555556
1992-04-29,5.63,-0.09,-62.55555555555556
1992-04-30,5.88,-0.09,-65.33333333333333
1992-05-01,5.81,-0.09,-64.55555555555556
1992-05-04,5.63,-0.09,-62.55555555555556
1992-05-05,5.88,-0.09,-65.33333333333333
1992-05-06,5.81,-0.09,-64.55555555555556
1992-05-07,5.69,-0.09,-63.22222222222223
1992-05-08,5.69,-0.09,-63.22222222222223
1992-05-11,5.88,-0.09,-65.33333333333333
1992-05-12,5.63,-0.09,-62.55555555555556
1992-05-13,5.5,-0.09,-61.111111111111114
1992-05-14,5.5,-0.09,-61.111111111111114
1992-05-15,5.13,-0.09,-57.0
1992-05-18,5.25,-0.09,-58.333333333333336
1992-05-19,5.0,-0.09,-55.55555555555556
1992-05-20,5.25,-0.09,-58.333333333333336
1992-05-21,5.25,-0.09,-58.333333333333336
1992-05-22,5.25,-0.09,-58.333333333333336
1992-05-26,5.0,-0.09,-55.55555555555556
1992-05-27,5.06,-0.09,-56.22222222222222
1992-05-28,5.0,-0.09,-55.55555555555556
1992-05-29,4.88,-0.09,-54.22222222222222
1992-06-01,5.13,-0.09,-57.0
1992-06-02,4.75,-0.09,-52.77777777777778
1992-06-03,4.94,-0.09,-54.88888888888889
1992-06-04,5.0,-0.09,-55.55555555555556
1992-06-05,5.0,-0.09,-55.55555555555556
1992-06-08,4.88,-0.09,-54.22222222222222
1992-06-09,4.5,-0.09,-50.0
1992-06-10,4.5,-0.09,-50.0
1992-06-11,4.25,-0.09,-47.22222222222222
1992-06-12,4.25,-0.09,-47.22222222222222
1992-06-15,3.75,-0.09,-41.66666666666667
1992-06-16,3.56,-0.09,-39.55555555555556
1992-06-17,3.56,-0.09,-39.55555555555556
1992-06-18,3.38,-0.09,-37.55555555555556
1992-06-19,3.38,-0.09,-37.55555555555556
1992-06-22,3.56,-0.09,-39.55555555555556
1992-06-23,3.5,-0.09,-38.88888888888889
1992-06-24,3.56,-0.09,-39.55555555555556
1992-06-25,3.56,-0.09,-39.55555555555556
1992-06-26,3.5,-0.09,-38.88888888888889
1992-06-29,3.63,-0.09,-40.333333333333336
1992-06-30,3.75,-0.09,-41.66666666666667
1992-07-01,3.75,-0.09,-41.66666666666667
1992-07-02,3.5,-0.09,-38.88888888888889
1992-07-06,3.75,-0.09,-41.66666666666667
1992-07-07,3.38,-0.09,-37.55555555555556
1992-07-08,3.63,-0.09,-40.333333333333336
1992-07-09,3.63,-0.09,-40.333333333333336
1992-07-10,3.69,-0.09,-41.0
1992-07-13,3.56,-0.09,-39.55555555555556
1992-07-14,3.75,-0.09,-41.66666666666667
1992-07-15,3.63,-0.09,-40.333333333333336
1992-07-16,3.69,-0.09,-41.0
1992-07-17,3.75,-0.09,-41.66666666666667
1992-07-20,3.69,-0.09,-41.0
1992-07-21,3.88,-0.09,-43.111111111111114
1992-07-22,3.75,-0.09,-41.66666666666667
1992-07-23,4.38,-0.09,-48.666666666666664
1992-07-24,4.38,-0.09,-48.666666666666664
1992-07-27,4.13,-0.09,-45.88888888888889
1992-07-28,4.25,-0.09,-47.22222222222222
1992-07-29,4.25,-0.09,-47.22222222222222
1992-07-30,4.0,-0.09,-44.44444444444444
1992-07-31,4.25,-0.09,-47.22222222222222
1992-08-03,4.25,-0.09,-47.22222222222222
1992-08-04,4.13,-0.09,-45.88888888888889
1992-08-05,4.38,-0.09,-48.666666666666664
1992-08-06,4.13,-0.09,-45.88888888888889
1992-08-07,4.5,-0.09,-50.0
1992-08-10,4.25,-0.09,-47.22222222222222
1992-08-11,4.25,-0.09,-47.22222222222222
1992-08-12,4.56,-0.09,-50.666666666666664
1992-08-13,5.0,-0.09,-55.55555555555556
1992-08-14,5.13,-0.09,-57.0
1992-08-17,5.06,-0.09,-56.22222222222222
1992-08-18,4.88,-0.09,-54.22222222222222
1992-08-19,4.88,-0.09,-54.22222222222222
1992-08-20,4.88,-0.09,-54.22222222222222
1992-08-21,4.5,-0.09,-50.0
1992-08-24,4.5,-0.09,-50.0
1992-08-25,4.63,-0.09,-51.44444444444444
1992-08-26,4.63,-0.09,-51.44444444444444
1992-08-27,4.56,-0.09,-50.666666666666664
1992-08-28,4.5,-0.09,-50.0
1992-08-31,4.75,-0.09,-52.77777777777778
1992-09-01,5.06,-0.09,-56.22222222222222
1992-09-02,4.94,-0.09,-54.88888888888889
1992-09-03,5.13,-0.09,-57.0
1992-09-04,5.0,-0.09,-55.55555555555556
1992-09-08,5.38,-0.09,-59.77777777777778
1992-09-09,5.5,-0.09,-61.111111111111114
1992-09-10,5.5,-0.09,-61.111111111111114
1992-09-11,5.38,-0.09,-59.77777777777778
1992-09-14,5.5,-0.09,-61.111111111111114
1992-09-15,5.5,-0.09,-61.111111111111114
1992-09-16,5.38,-0.09,-59.77777777777778
1992-09-17,5.13,-0.09,-57.0
1992-09-18,5.13,-0.09,-57.0
1992-09-21,5.38,-0.09,-59.77777777777778
1992-09-22,5.0,-0.09,-55.55555555555556
1992-09-23,5.0,-0.09,-55.55555555555556
1992-09-24,5.0,-0.09,-55.55555555555556
1992-09-25,5.13,-0.09,-57.0
1992-09-28,5.19,-0.09,-57.66666666666667
1992-09-29,5.25,-0.09,-58.333333333333336
1992-09-30,5.31,-0.09,-59.0
1992-10-01,5.0,-0.09,-55.55555555555556
1992-10-02,5.0,-0.09,-55.55555555555556
1992-10-05,4.81,-0.09,-53.44444444444444
1992-10-06,4.88,-0.09,-54.22222222222222
1992-10-07,4.88,-0.09,-54.22222222222222
1992-10-08,4.81,-0.09,-53.44444444444444
1992-10-09,4.63,-0.09,-51.44444444444444
1992-10-12,4.75,-0.09,-52.77777777777778
1992-10-13,4.88,-0.09,-54.22222222222222
1992-10-14,4.88,-0.09,-54.22222222222222
1992-10-15,4.75,-0.09,-52.77777777777778
1992-10-16,4.63,-0.09,-51.44444444444444
1992-10-19,5.0,-0.09,-55.55555555555556
1992-10-20,5.0,-0.09,-55.55555555555556
1992-10-21,5.0,-0.09,-55.55555555555556
1992-10-22,4.63,-0.09,-51.44444444444444
1992-10-23,5.0,-0.09,-55.55555555555556
1992-10-26,4.88,-0.09,-54.22222222222222
1992-10-27,4.88,-0.09,-54.22222222222222
1992-10-28,4.63,-0.09,-51.44444444444444
1992-10-29,4.63,-0.09,-51.44444444444444
1992-10-30,4.5,-0.09,-50.0
1992-11-02,4.75,-0.09,-52.77777777777778
1992-11-03,4.75,-0.09,-52.77777777777778
1992-11-04,5.0,-0.09,-55.55555555555556
1992-11-05,5.0,-0.09,-55.55555555555556
1992-11-06,4.88,-0.09,-54.22222222222222
1992-11-09,5.63,-0.09,-62.55555555555556
1992-11-10,5.5,-0.09,-61.111111111111114
1992-11-11,5.63,-0.09,-62.55555555555556
1992-11-12,5.75,-0.09,-63.88888888888889
1992-11-13,6.0,-0.09,-66.66666666666667
1992-11-16,6.38,-0.09,-70.88888888888889
1992-11-17,6.25,-0.09,-69.44444444444444
1992-11-18,6.25,-0.09,-69.44444444444444
1992-11-19,5.88,-0.09,-65.33333333333333
1992-11-20,5.69,-0.09,-63.22222222222223
1992-11-23,5.63,-0.09,-62.55555555555556
1992-11-24,5.38,-0.09,-59.77777777777778
1992-11-25,5.5,-0.09,-61.111111111111114
1992-11-27,5.5,-0.09,-61.111111111111114
1992-11-30,5.63,-0.09,-62.55555555555556
1992-12-01,5.5,-0.09,-61.111111111111114
1992-12-02,5.56,-0.09,-61.77777777777778
1992-12-03,5.88,-0.09,-65.33333333333333
1992-12-04,5.5,-0.09,-61.111111111111114
1992-12-07,5.63,-0.09,-62.55555555555556
1992-12-08,5.88,-0.09,-65.33333333333333
1992-12-09,5.63,-0.09,-62.55555555555556
1992-12-10,5.63,-0.09,-62.55555555555556
1992-12-11,5.75,-0.09,-63.88888888888889
1992-12-14,5.63,-0.09,-62.55555555555556
1992-12-15,5.63,-0.09,-62.55555555555556
1992-12-16,5.63,-0.09,-62.55555555555556
1992-12-17,5.63,-0.09,-62.55555555555556
1992-12-18,5.75,-0.09,-63.88888888888889
1992-12-21,5.5,-0.09,-61.111111111111114
1992-12-22,5.5,-0.09,-61.111111111111114
1992-12-23,5.38,-0.09,-59.77777777777778
1992-12-24,5.38,-0.09,-59.77777777777778
1992-12-28,5.25,-0.09,-58.333333333333336
1992-12-29,5.13,-0.09,-57.0
1992-12-30,4.88,-0.09,-54.22222222222222
1992-12-31,4.88,-0.09,-54.22222222222222
1993-01-04,5.13,-0.09,-57.0
1993-01-05,5.0,-0.09,-55.55555555555556
1993-01-06,5.0,-0.09,-55.55555555555556
1993-01-07,5.25,-0.09,-58.333333333333336
1993-01-08,5.0,-0.09,-55.55555555555556
1993-01-11,5.38,-0.09,-59.77777777777778
1993-01-12,5.38,-0.09,-59.77777777777778
1993-01-13,5.0,-0.09,-55.55555555555556
1993-01-14,5.0,-0.09,-55.55555555555556
1993-01-15,5.0,-0.09,-55.55555555555556
1993-01-18,5.0,-0.09,-55.55555555555556
1993-01-19,5.0,-0.09,-55.55555555555556
1993-01-20,5.0,-0.09,-55.55555555555556
1993-01-21,5.13,-0.09,-57.0
1993-01-22,5.0,-0.09,-55.55555555555556
1993-01-25,5.0,-0.09,-55.55555555555556
1993-01-26,4.88,-0.09,-54.22222222222222
1993-01-27,4.88,-0.09,-54.22222222222222
1993-01-28,4.88,-0.09,-54.22222222222222
1993-01-29,5.0,-0.09,-55.55555555555556
1993-02-01,5.0,-0.09,-55.55555555555556
1993-02-02,4.88,-0.09,-54.22222222222222
1993-02-03,4.94,-0.09,-54.88888888888889
1993-02-04,4.94,-0.09,-54.88888888888889
1993-02-05,4.94,-0.09,-54.88888888888889
1993-02-08,4.75,-0.09,-52.77777777777778
1993-02-09,4.63,-0.09,-51.44444444444444
1993-02-10,4.63,-0.09,-51.44444444444444
1993-02-11,4.38,-0.09,-48.666666666666664
1993-02-12,4.38,-0.09,-48.666666666666664
1993-02-16,4.25,-0.09,-47.22222222222222
1993-02-17,4.0,-0.09,-44.44444444444444
1993-02-18,4.0,-0.09,-44.44444444444444
1993-02-19,4.25,-0.09,-47.22222222222222
1993-02-22,4.0,-0.09,-44.44444444444444
1993-02-23,3.5,-0.09,-38.88888888888889
1993-02-24,3.5,-0.09,-38.88888888888889
1993-02-25,3.38,-0.09,-37.55555555555556
1993-02-26,3.75,-0.09,-41.66666666666667
1993-03-01,4.0,-0.09,-44.44444444444444
1993-03-02,3.88,-0.09,-43.111111111111114
1993-03-03,4.13,-0.09,-45.88888888888889
1993-03-04,4.25,-0.09,-47.22222222222222
1993-03-05,4.38,-0.09,-48.666666666666664
1993-03-08,4.13,-0.09,-45.88888888888889
1993-03-09,3.88,-0.09,-43.111111111111114
1993-03-10,4.0,-0.09,-44.44444444444444
1993-03-11,3.75,-0.09,-41.66666666666667
1993-03-12,3.88,-0.09,-43.111111111111114
1993-03-15,4.0,-0.09,-44.44444444444444
1993-03-16,4.0,-0.09,-44.44444444444444
1993-03-17,4.0,-0.09,-44.44444444444444
1993-03-18,4.06,-0.09,-45.11111111111111
1993-03-19,3.88,-0.09,-43.111111111111114
1993-03-22,3.88,-0.09,-43.111111111111114
1993-03-23,3.75,-0.09,-41.66666666666667
1993-03-24,3.88,-0.09,-43.111111111111114
1993-03-25,4.13,-0.09,-45.88888888888889
1993-03-26,4.13,-0.09,-45.88888888888889
1993-03-29,3.88,-0.09,-43.111111111111114
1993-03-30,3.81,-0.09,-42.333333333333336
1993-03-31,4.0,-0.09,-44.44444444444444
1993-04-01,3.75,-0.09,-41.66666666666667
1993-04-02,3.75,-0.09,-41.66666666666667
1993-04-05,3.75,-0.09,-41.66666666666667
1993-04-06,3.75,-0.09,-41.66666666666667
1993-04-07,3.75,-0.09,-41.66666666666667
1993-04-08,3.88,-0.09,-43.111111111111114
1993-04-12,3.88,-0.09,-43.111111111111114
1993-04-13,4.06,-0.09,-45.11111111111111
1993-04-14,3.88,-0.09,-43.111111111111114
1993-04-15,4.0,-0.09,-44.44444444444444
1993-04-16,3.88,-0.09,-43.111111111111114
1993-04-19,4.0,-0.09,-44.44444444444444
1993-04-20,4.0,-0.09,-44.44444444444444
1993-04-21,4.06,-0.09,-45.11111111111111
1993-04-22,4.13,-0.09,-45.88888888888889
1993-04-23,3.94,-0.09,-43.77777777777778
1993-04-26,3.94,-0.09,-43.77777777777778
1993-04-27,3.88,-0.09,-43.111111111111114
1993-04-28,4.06,-0.09,-45.11111111111111
1993-04-29,4.13,-0.09,-45.88888888888889
1993-04-30,4.13,-0.09,-45.88888888888889
1993-05-03,3.88,-0.09,-43.111111111111114
1993-05-04,4.25,-0.09,-47.22222222222222
1993-05-05,4.06,-0.09,-45.11111111111111
1993-05-06,4.0,-0.09,-44.44444444444444
1993-05-07,4.5,-0.09,-50.0
1993-05-10,4.88,-0.09,-54.22222222222222
1993-05-11,4.88,-0.09,-54.22222222222222
1993-05-12,4.63,-0.09,-51.44444444444444
1993-05-13,5.0,-0.09,-55.55555555555556
1993-05-14,4.88,-0.09,-54.22222222222222
1993-05-17,4.94,-0.09,-54.88888888888889
1993-05-18,5.0,-0.09,-55.55555555555556
1993-05-19,5.13,-0.09,-57.0
1993-05-20,5.63,-0.09,-62.55555555555556
1993-05-21,6.25,-0.09,-69.44444444444444
1993-05-24,5.63,-0.09,-62.55555555555556
1993-05-25,5.25,-0.09,-58.333333333333336
1993-05-26,5.38,-0.09,-59.77777777777778
1993-05-27,5.38,-0.09,-59.77777777777778
1993-05-28,5.75,-0.09,-63.88888888888889
1993-06-01,6.13,-0.09,-68.11111111111111
1993-06-02,5.88,-0.09,-65.33333333333333
1993-06-03,5.88,-0.09,-65.33333333333333
1993-06-04,6.0,-0.09,-66.66666666666667
1993-06-07,6.13,-0.09,-68.11111111111111
1993-06-08,5.5,-0.09,-61.111111111111114
1993-06-09,5.63,-0.09,-62.55555555555556
1993-06-10,5.88,-0.09,-65.33333333333333
1993-06-11,5.63,-0.09,-62.55555555555556
1993-06-14,5.63,-0.09,-62.55555555555556
1993-06-15,5.5,-0.09,-61.111111111111114
1993-06-16,5.5,-0.09,-61.111111111111114
1993-06-17,5.25,-0.09,-58.333333333333336
1993-06-18,5.13,-0.09,-57.0
1993-06-21,5.13,-0.09,-57.0
1993-06-22,5.38,-0.09,-59.77777777777778
1993-06-23,5.13,-0.09,-57.0
1993-06-24,4.88,-0.09,-54.22222222222222
1993-06-25,4.88,-0.09,-54.22222222222222
1993-06-28,5.0,-0.09,-55.55555555555556
1993-06-29,4.88,-0.09,-54.22222222222222
1993-06-30,4.75,-0.09,-52.77777777777778
1993-07-01,4.75,-0.09,-52.77777777777778
1993-07-02,4.75,-0.09,-52.77777777777778
1993-07-06,5.0,-0.09,-55.55555555555556
1993-07-07,5.0,-0.09,-55.55555555555556
1993-07-08,5.25,-0.09,-58.333333333333336
1993-07-09,5.0,-0.09,-55.55555555555556
1993-07-12,5.25,-0.09,-58.333333333333336
1993-07-13,5.38,-0.09,-59.77777777777778
1993-07-14,5.44,-0.09,-60.44444444444445
1993-07-15,5.5,-0.09,-61.111111111111114
1993-07-16,5.38,-0.09,-59.77777777777778
1993-07-19,5.0,-0.09,-55.55555555555556
1993-07-20,5.38,-0.09,-59.77777777777778
1993-07-21,5.13,-0.09,-57.0
1993-07-22,4.75,-0.09,-52.77777777777778
1993-07-23,4.63,-0.09,-51.44444444444444
1993-07-26,4.38,-0.09,-48.666666666666664
1993-07-27,4.5,-0.09,-50.0
1993-07-28,4.44,-0.09,-49.33333333333334
1993-07-29,4.88,-0.09,-54.22222222222222
1993-07-30,4.88,-0.09,-54.22222222222222
1993-08-02,4.94,-0.09,-54.88888888888889
1993-08-03,5.38,-0.09,-59.77777777777778
1993-08-04,5.13,-0.09,-57.0
1993-08-05,5.25,-0.09,-58.333333333333336
1993-08-06,5.0,-0.09,-55.55555555555556
1993-08-09,4.88,-0.09,-54.22222222222222
1993-08-10,5.13,-0.09,-57.0
1993-08-11,4.88,-0.09,-54.22222222222222
1993-08-12,4.75,-0.09,-52.77777777777778
1993-08-13,5.0,-0.09,-55.55555555555556
1993-08-16,5.0,-0.09,-55.55555555555556
1993-08-17,4.75,-0.09,-52.77777777777778
1993-08-18,5.13,-0.09,-57.0
1993-08-19,4.94,-0.09,-54.88888888888889
1993-08-20,4.88,-0.09,-54.22222222222222
1993-08-23,5.13,-0.09,-57.0
1993-08-24,5.13,-0.09,-57.0
1993-08-25,5.25,-0.09,-58.333333333333336
1993-08-26,5.0,-0.09,-55.55555555555556
1993-08-27,5.0,-0.09,-55.55555555555556
1993-08-30,5.0,-0.09,-55.55555555555556
1993-08-31,5.0,-0.09,-55.55555555555556
1993-09-01,4.88,-0.09,-54.22222222222222
1993-09-02,4.88,-0.09,-54.22222222222222
1993-09-03,4.88,-0.09,-54.22222222222222
1993-09-07,5.0,-0.09,-55.55555555555556
1993-09-08,5.06,-0.09,-56.22222222222222
1993-09-09,5.0,-0.09,-55.55555555555556
1993-09-10,5.0,-0.09,-55.55555555555556
1993-09-13,5.0,-0.09,-55.55555555555556
1993-09-14,5.31,-0.09,-59.0
1993-09-15,5.38,-0.09,-59.77777777777778
1993-09-16,5.38,-0.09,-59.77777777777778
1993-09-17,5.38,-0.09,-59.77777777777778
1993-09-20,5.5,-0.09,-61.111111111111114
1993-09-21,5.56,-0.09,-61.77777777777778
1993-09-22,5.5,-0.09,-61.111111111111114
1993-09-23,5.75,-0.09,-63.88888888888889
1993-09-24,5.56,-0.09,-61.77777777777778
1993-09-27,5.5,-0.09,-61.111111111111114
1993-09-28,5.63,-0.09,-62.55555555555556
1993-09-29,6.5,-0.09,-72.22222222222223
1993-09-30,6.38,-0.09,-70.88888888888889
1993-10-01,6.25,-0.09,-69.44444444444444
1993-10-04,6.38,-0.09,-70.88888888888889
1993-10-05,6.25,-0.09,-69.44444444444444
1993-10-06,6.38,-0.09,-70.88888888888889
1993-10-07,6.38,-0.09,-70.88888888888889
1993-10-08,6.5,-0.09,-72.22222222222223
1993-10-11,6.88,-0.09,-76.44444444444444
1993-10-12,7.63,-0.09,-84.77777777777779
1993-10-13,7.69,-0.09,-85.44444444444446
1993-10-14,9.38,-0.09,-104.22222222222223
1993-10-15,9.0,-0.09,-100.0
1993-10-18,8.5,-0.09,-94.44444444444444
1993-10-19,8.0,-0.09,-88.88888888888889
