date,AMP,AMP_EPS,PE Ratio
2006-02-14,43.94,0.76,57.815789473684205
2006-02-15,43.27,0.76,56.934210526315795
2006-02-16,43.43,0.76,57.14473684210526
2006-02-17,44.02,0.76,57.92105263157895
2006-02-21,43.92,0.76,57.78947368421053
2006-02-22,45.46,0.76,59.81578947368421
2006-02-23,46.42,0.76,61.078947368421055
2006-02-24,46.26,0.76,60.868421052631575
2006-02-27,46.8,0.76,61.57894736842105
2006-02-28,45.48,0.76,59.84210526315789
2006-03-01,45.89,0.76,60.38157894736842
2006-03-02,44.57,0.76,58.64473684210526
2006-03-03,44.0,0.76,57.89473684210526
2006-03-06,42.77,0.76,56.276315789473685
2006-03-07,43.65,0.76,57.43421052631579
2006-03-08,43.34,0.77,56.28571428571429
2006-03-09,43.33,0.77,56.272727272727266
2006-03-10,43.3,0.77,56.23376623376623
2006-03-13,43.8,0.77,56.88311688311688
2006-03-14,45.03,0.77,58.48051948051948
2006-03-15,45.39,0.77,58.94805194805195
2006-03-16,46.05,0.77,59.8051948051948
2006-03-17,45.9,0.77,59.61038961038961
2006-03-20,45.35,0.77,58.896103896103895
2006-03-21,43.92,0.77,57.03896103896104
2006-03-22,44.25,0.77,57.467532467532465
2006-03-23,44.05,0.77,57.2077922077922
2006-03-24,44.25,0.77,57.467532467532465
2006-03-27,44.46,0.77,57.74025974025974
2006-03-28,43.13,0.77,56.01298701298702
2006-03-29,42.91,0.77,55.72727272727272
2006-03-30,44.8,0.77,58.18181818181818
2006-03-31,45.06,0.77,58.519480519480524
2006-04-03,44.66,0.77,57.99999999999999
2006-04-04,45.0,0.77,58.44155844155844
2006-04-05,45.1,0.77,58.57142857142857
2006-04-06,44.93,0.77,58.35064935064935
2006-04-07,44.2,0.77,57.40259740259741
2006-04-10,45.38,0.77,58.935064935064936
2006-04-11,45.3,0.77,58.831168831168824
2006-04-12,45.55,0.77,59.15584415584415
2006-04-13,45.48,0.77,59.06493506493506
2006-04-17,45.33,0.77,58.870129870129865
2006-04-18,46.8,0.77,60.77922077922077
2006-04-19,47.65,0.77,61.88311688311688
2006-04-20,47.25,0.77,61.36363636363636
2006-04-21,47.12,0.77,61.19480519480519
2006-04-24,46.91,0.77,60.92207792207792
2006-04-25,47.22,0.77,61.32467532467532
2006-04-26,48.75,0.77,63.31168831168831
2006-04-27,50.0,0.77,64.93506493506493
2006-04-28,49.04,0.77,63.688311688311686
2006-05-01,48.74,0.77,63.2987012987013
2006-05-02,48.1,0.77,62.467532467532465
2006-05-03,48.13,0.77,62.506493506493506
2006-05-04,48.3,0.77,62.72727272727272
2006-05-05,48.55,0.77,63.051948051948045
2006-05-08,49.13,0.57,86.19298245614036
2006-05-09,49.58,0.57,86.98245614035088
2006-05-10,49.19,0.57,86.2982456140351
2006-05-11,48.35,0.57,84.82456140350878
2006-05-12,47.5,0.57,83.33333333333334
2006-05-15,47.9,0.57,84.03508771929825
2006-05-16,47.35,0.57,83.07017543859651
2006-05-17,45.43,0.57,79.70175438596492
2006-05-18,44.95,0.57,78.85964912280703
2006-05-19,44.85,0.57,78.6842105263158
2006-05-22,43.96,0.57,77.12280701754386
2006-05-23,44.18,0.57,77.50877192982456
2006-05-24,43.97,0.57,77.14035087719299
2006-05-25,44.42,0.57,77.92982456140352
2006-05-26,44.48,0.57,78.03508771929825
2006-05-30,44.53,0.57,78.12280701754386
2006-05-31,45.77,0.57,80.2982456140351
2006-06-01,46.64,0.57,81.82456140350878
2006-06-02,46.48,0.57,81.54385964912281
2006-06-05,45.22,0.57,79.33333333333334
2006-06-06,45.21,0.57,79.31578947368422
2006-06-07,45.35,0.57,79.56140350877195
2006-06-08,45.17,0.57,79.24561403508773
2006-06-09,44.58,0.57,78.21052631578948
2006-06-12,43.62,0.57,76.52631578947368
2006-06-13,41.36,0.57,72.56140350877193
2006-06-14,41.68,0.57,73.12280701754386
2006-06-15,41.95,0.57,73.59649122807019
2006-06-16,42.0,0.57,73.6842105263158
2006-06-19,42.2,0.57,74.03508771929826
2006-06-20,42.13,0.57,73.9122807017544
2006-06-21,42.33,0.57,74.26315789473685
2006-06-22,42.0,0.57,73.6842105263158
2006-06-23,41.94,0.57,73.57894736842105
2006-06-26,42.66,0.57,74.84210526315789
2006-06-27,41.86,0.57,73.43859649122807
2006-06-28,42.25,0.57,74.12280701754386
2006-06-29,44.23,0.57,77.59649122807018
2006-06-30,44.67,0.57,78.36842105263159
2006-07-03,45.22,0.57,79.33333333333334
2006-07-05,43.32,0.57,76.0
2006-07-06,43.9,0.57,77.01754385964912
2006-07-07,42.67,0.57,74.85964912280703
2006-07-10,42.73,0.57,74.96491228070175
2006-07-11,42.57,0.57,74.6842105263158
2006-07-12,41.79,0.57,73.31578947368422
2006-07-13,41.53,0.57,72.85964912280703
2006-07-14,41.29,0.57,72.43859649122807
2006-07-17,41.43,0.57,72.6842105263158
2006-07-18,41.74,0.57,73.2280701754386
2006-07-19,43.45,0.57,76.2280701754386
2006-07-20,42.48,0.57,74.52631578947368
2006-07-21,41.46,0.57,72.73684210526316
2006-07-24,42.21,0.57,74.05263157894737
2006-07-25,42.78,0.57,75.05263157894737
2006-07-26,44.33,0.57,77.77192982456141
2006-07-27,43.76,0.57,76.77192982456141
2006-07-28,44.54,0.57,78.14035087719299
2006-07-31,44.6,0.57,78.24561403508773
2006-08-01,44.65,0.57,78.33333333333334
2006-08-02,46.0,0.57,80.70175438596492
2006-08-03,45.69,0.57,80.15789473684211
2006-08-04,44.91,0.57,78.78947368421052
2006-08-07,44.45,0.57,77.98245614035089
2006-08-08,44.08,0.57,77.33333333333334
2006-08-09,44.49,0.57,78.05263157894738
2006-08-10,44.65,0.57,78.33333333333334
2006-08-11,44.43,0.57,77.94736842105264
2006-08-14,43.99,0.57,77.17543859649123
2006-08-15,44.9,0.57,78.77192982456141
2006-08-16,45.42,0.57,79.6842105263158
2006-08-17,45.12,0.57,79.15789473684211
2006-08-18,45.07,0.57,79.0701754385965
2006-08-21,45.65,0.57,80.08771929824562
2006-08-22,45.79,0.57,80.33333333333334
2006-08-23,45.63,0.57,80.05263157894738
2006-08-24,45.36,0.57,79.57894736842105
2006-08-25,44.95,0.57,78.85964912280703
2006-08-28,45.48,0.57,79.78947368421053
2006-08-29,45.15,0.57,79.21052631578948
2006-08-30,45.24,0.57,79.36842105263159
2006-08-31,45.73,0.57,80.2280701754386
2006-09-01,45.4,0.57,79.64912280701755
2006-09-05,46.17,0.57,81.00000000000001
2006-09-06,44.6,0.57,78.24561403508773
2006-09-07,44.36,0.57,77.82456140350878
2006-09-08,44.48,0.57,78.03508771929825
2006-09-11,44.0,0.57,77.19298245614036
2006-09-12,45.25,0.57,79.38596491228071
2006-09-13,45.53,0.57,79.87719298245615
2006-09-14,45.9,0.57,80.52631578947368
2006-09-15,46.8,0.57,82.10526315789474
2006-09-18,46.97,0.57,82.40350877192984
2006-09-19,47.09,0.57,82.61403508771932
2006-09-20,46.76,0.57,82.03508771929825
2006-09-21,46.63,0.57,81.80701754385966
2006-09-22,46.21,0.57,81.0701754385965
2006-09-25,46.41,0.57,81.42105263157895
2006-09-26,46.89,0.57,82.26315789473685
2006-09-27,46.67,0.57,81.87719298245615
2006-09-28,46.64,0.57,81.82456140350878
2006-09-29,46.9,0.57,82.28070175438597
2006-10-02,47.44,0.57,83.2280701754386
2006-10-03,47.77,0.57,83.80701754385966
2006-10-04,48.84,0.57,85.68421052631581
2006-10-05,48.8,0.57,85.6140350877193
2006-10-06,48.84,0.57,85.68421052631581
2006-10-09,48.57,0.57,85.21052631578948
2006-10-10,48.46,0.57,85.01754385964914
2006-10-11,48.19,0.57,84.54385964912281
2006-10-12,48.7,0.57,85.43859649122808
2006-10-13,48.73,0.57,85.49122807017544
2006-10-16,49.29,0.57,86.47368421052632
2006-10-17,49.4,0.57,86.66666666666667
2006-10-18,49.57,0.57,86.96491228070177
2006-10-19,49.3,0.57,86.49122807017544
2006-10-20,49.95,0.57,87.63157894736844
2006-10-23,49.54,0.57,86.9122807017544
2006-10-24,49.6,0.57,87.01754385964914
2006-10-25,50.89,0.57,89.28070175438597
2006-10-26,50.95,0.57,89.38596491228071
2006-10-27,51.0,0.57,89.47368421052633
2006-10-30,51.95,0.57,91.140350877193
2006-10-31,51.5,0.57,90.35087719298247
2006-11-01,50.56,0.57,88.70175438596492
2006-11-02,50.2,0.57,88.07017543859651
2006-11-03,50.24,0.57,88.14035087719299
2006-11-06,52.15,0.69,75.57971014492755
2006-11-07,52.32,0.69,75.82608695652175
2006-11-08,52.25,0.69,75.72463768115942
2006-11-09,51.17,0.69,74.15942028985508
2006-11-10,51.2,0.69,74.20289855072465
2006-11-13,51.65,0.69,74.85507246376812
2006-11-14,52.88,0.69,76.6376811594203
2006-11-15,52.94,0.69,76.72463768115942
2006-11-16,53.62,0.69,77.71014492753623
2006-11-17,53.41,0.69,77.40579710144928
2006-11-20,54.17,0.69,78.50724637681161
2006-11-21,53.92,0.69,78.14492753623189
2006-11-22,53.94,0.69,78.17391304347827
2006-11-24,53.37,0.69,77.34782608695653
2006-11-27,52.06,0.69,75.44927536231884
2006-11-28,52.67,0.69,76.33333333333334
2006-11-29,53.01,0.69,76.82608695652175
2006-11-30,54.1,0.69,78.40579710144928
2006-12-01,53.67,0.69,77.78260869565219
2006-12-04,54.59,0.69,79.11594202898551
2006-12-05,55.0,0.69,79.71014492753623
2006-12-06,54.6,0.69,79.1304347826087
2006-12-07,54.85,0.69,79.49275362318842
2006-12-08,55.3,0.69,80.14492753623189
2006-12-11,54.94,0.69,79.62318840579711
2006-12-12,54.97,0.69,79.66666666666667
2006-12-13,54.77,0.69,79.3768115942029
2006-12-14,54.77,0.69,79.3768115942029
2006-12-15,54.75,0.69,79.34782608695653
2006-12-18,55.1,0.69,79.85507246376812
2006-12-19,55.01,0.69,79.72463768115942
2006-12-20,54.91,0.69,79.57971014492753
2006-12-21,54.71,0.69,79.28985507246378
2006-12-22,54.65,0.69,79.20289855072464
2006-12-26,54.83,0.69,79.46376811594203
2006-12-27,54.82,0.69,79.44927536231884
2006-12-28,54.75,0.69,79.34782608695653
2006-12-29,54.5,0.69,78.98550724637681
2007-01-03,55.22,0.69,80.02898550724638
2007-01-04,55.58,0.69,80.55072463768116
2007-01-05,55.5,0.69,80.43478260869566
2007-01-08,56.19,0.69,81.43478260869566
2007-01-09,56.53,0.69,81.92753623188406
2007-01-10,56.76,0.69,82.26086956521739
2007-01-11,57.81,0.69,83.78260869565219
2007-01-12,57.98,0.69,84.02898550724638
2007-01-16,58.07,0.69,84.15942028985508
2007-01-17,58.04,0.69,84.11594202898551
2007-01-18,57.65,0.69,83.55072463768117
2007-01-19,57.6,0.69,83.47826086956523
2007-01-22,56.91,0.69,82.47826086956522
2007-01-23,57.6,0.69,83.47826086956523
2007-01-24,58.86,0.69,85.30434782608697
2007-01-25,57.45,0.69,83.2608695652174
2007-01-26,58.48,0.69,84.7536231884058
2007-01-29,57.53,0.69,83.3768115942029
2007-01-30,58.73,0.69,85.11594202898551
2007-01-31,58.96,0.69,85.44927536231884
2007-02-01,59.04,0.69,85.56521739130436
2007-02-02,59.76,0.69,86.60869565217392
2007-02-05,59.99,0.69,86.94202898550725
2007-02-06,61.21,0.69,88.71014492753623
2007-02-07,61.37,0.69,88.94202898550725
2007-02-08,61.33,0.69,88.8840579710145
2007-02-09,60.1,0.69,87.10144927536233
2007-02-12,60.25,0.69,87.31884057971016
2007-02-13,61.12,0.69,88.57971014492755
2007-02-14,62.56,0.69,90.66666666666667
2007-02-15,62.24,0.69,90.20289855072465
2007-02-16,62.36,0.69,90.3768115942029
2007-02-20,62.9,0.69,91.15942028985508
2007-02-21,62.74,0.69,90.92753623188406
2007-02-22,62.92,0.69,91.18840579710145
2007-02-23,62.63,0.69,90.768115942029
2007-02-26,61.34,0.69,88.89855072463769
2007-02-27,58.13,0.69,84.24637681159422
2007-02-28,58.45,0.69,84.71014492753625
2007-03-01,58.1,0.69,84.20289855072464
2007-03-02,57.16,0.69,82.84057971014492
2007-03-05,55.89,0.69,81.0
2007-03-06,57.9,0.69,83.91304347826087
2007-03-07,57.43,0.69,83.23188405797102
2007-03-08,58.23,0.69,84.3913043478261
2007-03-09,58.39,0.69,84.62318840579711
2007-03-12,58.26,0.69,84.43478260869566
2007-03-13,54.54,0.69,79.04347826086958
2007-03-14,55.06,0.69,79.79710144927537
2007-03-15,55.51,0.69,80.44927536231884
2007-03-16,55.15,0.69,79.92753623188406
2007-03-19,57.52,0.69,83.36231884057972
2007-03-20,57.66,0.69,83.56521739130434
2007-03-21,59.26,0.69,85.8840579710145
2007-03-22,58.41,0.69,84.65217391304348
2007-03-23,58.41,0.69,84.65217391304348
2007-03-26,57.53,0.69,83.3768115942029
2007-03-27,57.52,0.69,83.36231884057972
2007-03-28,56.63,0.69,82.07246376811595
2007-03-29,57.3,0.69,83.04347826086956
2007-03-30,57.14,0.69,82.81159420289856
2007-04-02,58.09,0.69,84.18840579710147
2007-04-03,58.0,0.69,84.05797101449276
2007-04-04,59.29,0.69,85.92753623188406
2007-04-05,59.54,0.69,86.28985507246378
2007-04-09,59.92,0.69,86.84057971014494
2007-04-10,59.84,0.69,86.72463768115944
2007-04-11,59.58,0.69,86.34782608695653
2007-04-12,59.32,0.69,85.97101449275362
2007-04-13,59.8,0.69,86.66666666666667
2007-04-16,60.48,0.69,87.65217391304348
2007-04-17,59.63,0.69,86.42028985507247
2007-04-18,60.48,0.69,87.65217391304348
2007-04-19,59.75,0.69,86.59420289855073
2007-04-20,60.89,0.69,88.24637681159422
2007-04-23,60.57,0.69,87.78260869565219
2007-04-24,59.85,0.69,86.73913043478262
2007-04-25,61.2,0.69,88.69565217391306
2007-04-26,61.29,0.69,88.82608695652175
2007-04-27,60.52,0.69,87.71014492753625
2007-04-30,59.47,0.69,86.18840579710145
2007-05-01,59.67,0.69,86.47826086956523
2007-05-02,60.33,0.69,87.43478260869566
2007-05-03,60.57,0.69,87.78260869565219
2007-05-04,61.33,0.69,88.8840579710145
2007-05-07,61.26,0.69,88.78260869565217
2007-05-08,60.75,0.69,88.04347826086958
2007-05-09,60.93,0.68,89.60294117647058
2007-05-10,59.75,0.68,87.86764705882352
2007-05-11,61.02,0.68,89.73529411764706
2007-05-14,60.29,0.68,88.66176470588235
2007-05-15,61.06,0.68,89.79411764705883
2007-05-16,61.63,0.68,90.63235294117646
2007-05-17,61.37,0.68,90.24999999999999
2007-05-18,61.44,0.68,90.35294117647058
2007-05-21,62.18,0.68,91.44117647058823
2007-05-22,61.7,0.68,90.73529411764706
2007-05-23,61.53,0.68,90.48529411764706
2007-05-24,61.05,0.68,89.77941176470587
2007-05-25,61.45,0.68,90.36764705882352
2007-05-29,61.82,0.68,90.91176470588235
2007-05-30,61.75,0.68,90.80882352941175
2007-05-31,62.85,0.68,92.42647058823529
2007-06-01,63.3,0.68,93.08823529411764
2007-06-04,64.8,0.68,95.29411764705881
2007-06-05,64.05,0.68,94.19117647058822
2007-06-06,63.71,0.68,93.69117647058823
2007-06-07,63.43,0.68,93.27941176470587
2007-06-08,63.46,0.68,93.3235294117647
2007-06-11,63.92,0.68,94.0
2007-06-12,62.76,0.68,92.29411764705881
2007-06-13,64.73,0.68,95.19117647058823
2007-06-14,64.98,0.68,95.55882352941177
2007-06-15,66.07,0.68,97.16176470588233
2007-06-18,66.29,0.68,97.48529411764706
2007-06-19,66.95,0.68,98.45588235294117
2007-06-20,65.38,0.68,96.14705882352939
2007-06-21,66.47,0.68,97.74999999999999
2007-06-22,64.4,0.68,94.70588235294117
2007-06-25,63.8,0.68,93.8235294117647
2007-06-26,63.46,0.68,93.3235294117647
2007-06-27,64.2,0.68,94.41176470588235
2007-06-28,64.49,0.68,94.83823529411764
2007-06-29,63.57,0.68,93.48529411764706
2007-07-02,65.13,0.68,95.77941176470587
2007-07-03,65.73,0.68,96.66176470588235
2007-07-05,65.23,0.68,95.92647058823529
2007-07-06,65.67,0.68,96.5735294117647
2007-07-09,65.37,0.68,96.13235294117646
2007-07-10,63.3,0.68,93.08823529411764
2007-07-11,64.2,0.68,94.41176470588235
2007-07-12,66.0,0.68,97.05882352941175
2007-07-13,66.08,0.68,97.17647058823529
2007-07-16,65.49,0.68,96.30882352941175
2007-07-17,66.35,0.68,97.5735294117647
2007-07-18,65.46,0.68,96.26470588235293
2007-07-19,66.35,0.68,97.5735294117647
2007-07-20,63.2,0.68,92.94117647058823
2007-07-23,63.98,0.68,94.08823529411764
2007-07-24,61.82,0.68,90.91176470588235
2007-07-25,61.36,0.68,90.23529411764706
2007-07-26,60.28,0.68,88.6470588235294
2007-07-27,57.76,0.68,84.94117647058823
2007-07-30,60.73,0.68,89.30882352941175
2007-07-31,60.27,0.68,88.63235294117646
2007-08-01,58.77,0.68,86.42647058823529
2007-08-02,58.5,0.68,86.02941176470587
2007-08-03,55.01,0.68,80.8970588235294
2007-08-06,57.62,0.81,71.1358024691358
2007-08-07,58.71,0.81,72.48148148148148
2007-08-08,60.46,0.81,74.64197530864197
2007-08-09,57.43,0.81,70.90123456790123
2007-08-10,58.66,0.81,72.41975308641975
2007-08-13,57.55,0.81,71.04938271604938
2007-08-14,55.2,0.81,68.14814814814815
2007-08-15,54.88,0.81,67.75308641975309
2007-08-16,55.44,0.81,68.44444444444444
2007-08-17,58.44,0.81,72.14814814814814
2007-08-20,58.2,0.81,71.85185185185185
2007-08-21,58.78,0.81,72.5679012345679
2007-08-22,61.54,0.81,75.9753086419753
2007-08-23,60.94,0.81,75.23456790123456
2007-08-24,61.93,0.81,76.45679012345678
2007-08-27,61.3,0.81,75.679012345679
2007-08-28,58.81,0.81,72.60493827160494
2007-08-29,61.08,0.81,75.4074074074074
2007-08-30,60.08,0.81,74.17283950617283
2007-08-31,61.01,0.81,75.32098765432099
2007-09-04,61.78,0.81,76.27160493827161
2007-09-05,60.32,0.81,74.46913580246913
2007-09-06,60.9,0.81,75.18518518518518
2007-09-07,58.89,0.81,72.7037037037037
2007-09-10,57.72,0.81,71.25925925925925
2007-09-11,59.01,0.81,72.85185185185185
2007-09-12,59.21,0.81,73.09876543209876
2007-09-13,59.53,0.81,73.49382716049382
2007-09-14,58.96,0.81,72.79012345679011
2007-09-17,59.02,0.81,72.8641975308642
2007-09-18,61.27,0.81,75.64197530864197
2007-09-19,61.81,0.81,76.30864197530865
2007-09-20,61.33,0.81,75.71604938271604
2007-09-21,61.23,0.81,75.59259259259258
2007-09-24,61.54,0.81,75.9753086419753
2007-09-25,60.75,0.81,75.0
2007-09-26,61.57,0.81,76.01234567901234
2007-09-27,62.95,0.81,77.71604938271605
2007-09-28,63.11,0.81,77.91358024691357
2007-10-01,64.11,0.81,79.14814814814814
2007-10-02,64.43,0.81,79.54320987654322
2007-10-03,64.0,0.81,79.01234567901234
2007-10-04,65.03,0.81,80.28395061728395
2007-10-05,65.97,0.81,81.44444444444444
2007-10-08,65.49,0.81,80.85185185185183
2007-10-09,66.9,0.81,82.5925925925926
2007-10-10,66.14,0.81,81.65432098765432
2007-10-11,64.82,0.81,80.02469135802468
2007-10-12,66.23,0.81,81.76543209876543
2007-10-15,64.82,0.81,80.02469135802468
2007-10-16,65.15,0.81,80.4320987654321
2007-10-17,63.53,0.81,78.4320987654321
2007-10-18,64.5,0.81,79.62962962962962
2007-10-19,60.91,0.81,75.19753086419752
2007-10-22,63.17,0.81,77.98765432098764
2007-10-23,65.41,0.81,80.75308641975307
2007-10-24,65.8,0.81,81.23456790123456
2007-10-25,63.28,0.81,78.12345679012346
2007-10-26,63.8,0.81,78.76543209876543
2007-10-29,62.56,0.81,77.23456790123457
2007-10-30,61.91,0.81,76.43209876543209
2007-10-31,62.98,0.81,77.75308641975307
2007-11-01,60.54,0.81,74.74074074074073
2007-11-02,60.41,0.81,74.58024691358024
2007-11-05,57.95,0.81,71.5432098765432
2007-11-06,59.89,0.81,73.93827160493827
2007-11-07,56.28,0.83,67.80722891566265
2007-11-08,58.17,0.83,70.0843373493976
2007-11-09,57.63,0.83,69.43373493975905
2007-11-12,58.4,0.83,70.36144578313254
2007-11-13,61.69,0.83,74.32530120481928
2007-11-14,62.23,0.83,74.97590361445783
2007-11-15,59.67,0.83,71.89156626506025
2007-11-16,58.5,0.83,70.48192771084338
2007-11-19,55.66,0.83,67.06024096385542
2007-11-20,56.12,0.83,67.6144578313253
2007-11-21,55.73,0.83,67.144578313253
2007-11-23,57.98,0.83,69.855421686747
2007-11-26,54.21,0.83,65.3132530120482
2007-11-27,56.04,0.83,67.51807228915663
2007-11-28,59.09,0.83,71.19277108433735
2007-11-29,57.56,0.83,69.34939759036145
2007-11-30,58.69,0.83,70.71084337349397
2007-12-03,58.04,0.83,69.92771084337349
2007-12-04,56.11,0.83,67.60240963855422
2007-12-05,58.81,0.83,70.855421686747
2007-12-06,60.63,0.83,73.04819277108435
2007-12-07,59.34,0.83,71.49397590361447
2007-12-10,60.39,0.83,72.75903614457832
2007-12-11,56.56,0.83,68.14457831325302
2007-12-12,57.07,0.83,68.75903614457832
2007-12-13,56.49,0.83,68.06024096385542
2007-12-14,54.43,0.83,65.57831325301206
2007-12-17,54.56,0.83,65.73493975903615
2007-12-18,54.2,0.83,65.30120481927712
2007-12-19,54.1,0.83,65.18072289156628
2007-12-20,54.72,0.83,65.92771084337349
2007-12-21,56.07,0.83,67.55421686746989
2007-12-24,57.44,0.83,69.20481927710843
2007-12-26,56.37,0.83,67.91566265060241
2007-12-27,55.51,0.83,66.87951807228916
2007-12-28,54.71,0.83,65.91566265060241
2007-12-31,55.11,0.83,66.39759036144578
2008-01-02,55.5,0.83,66.86746987951807
2008-01-03,54.92,0.83,66.16867469879519
2008-01-04,53.65,0.83,64.63855421686748
2008-01-07,53.54,0.83,64.50602409638554
2008-01-08,51.69,0.83,62.27710843373494
2008-01-09,51.35,0.83,61.867469879518076
2008-01-10,53.99,0.83,65.04819277108435
2008-01-11,53.58,0.83,64.55421686746988
2008-01-14,56.08,0.83,67.56626506024097
2008-01-15,53.42,0.83,64.36144578313254
2008-01-16,52.43,0.83,63.168674698795186
2008-01-17,49.35,0.83,59.45783132530121
2008-01-18,49.44,0.83,59.566265060240966
2008-01-22,48.75,0.83,58.734939759036145
2008-01-23,49.98,0.83,60.21686746987952
2008-01-24,50.23,0.83,60.51807228915663
2008-01-25,49.61,0.83,59.7710843373494
2008-01-28,51.46,0.83,62.00000000000001
2008-01-29,52.86,0.83,63.68674698795181
2008-01-30,53.37,0.83,64.3012048192771
2008-01-31,55.31,0.83,66.63855421686748
2008-02-01,57.12,0.83,68.81927710843374
2008-02-04,55.26,0.83,66.57831325301206
2008-02-05,52.2,0.83,62.89156626506025
2008-02-06,51.49,0.83,62.036144578313255
2008-02-07,52.35,0.83,63.07228915662651
2008-02-08,51.69,0.83,62.27710843373494
2008-02-11,50.72,0.83,61.10843373493976
2008-02-12,52.77,0.83,63.578313253012055
2008-02-13,52.7,0.83,63.49397590361446
