date,AON,AON_EPS,PE Ratio
1990-02-14,11.15,0.28,39.82142857142857
1990-02-15,11.22,0.28,40.07142857142857
1990-02-16,11.22,0.28,40.07142857142857
1990-02-20,11.15,0.28,39.82142857142857
1990-02-21,10.96,0.28,39.14285714285714
1990-02-22,11.0,0.28,39.285714285714285
1990-02-23,10.93,0.28,39.03571428571428
1990-02-26,10.93,0.28,39.03571428571428
1990-02-27,11.04,0.28,39.42857142857142
1990-02-28,11.07,0.28,39.535714285714285
1990-03-01,11.04,0.28,39.42857142857142
1990-03-02,11.11,0.28,39.67857142857142
1990-03-05,11.0,0.28,39.285714285714285
1990-03-06,11.0,0.28,39.285714285714285
1990-03-07,10.96,0.28,39.14285714285714
1990-03-08,11.04,0.28,39.42857142857142
1990-03-09,10.89,0.28,38.89285714285714
1990-03-12,10.78,0.28,38.49999999999999
1990-03-13,10.85,0.28,38.74999999999999
1990-03-14,10.89,0.28,38.89285714285714
1990-03-15,10.85,0.28,38.74999999999999
1990-03-16,10.89,0.28,38.89285714285714
1990-03-19,10.81,0.28,38.607142857142854
1990-03-20,10.81,0.28,38.607142857142854
1990-03-21,10.63,0.28,37.964285714285715
1990-03-22,10.48,0.28,37.42857142857142
1990-03-23,10.44,0.28,37.28571428571428
1990-03-26,10.56,0.28,37.714285714285715
1990-03-27,10.89,0.28,38.89285714285714
1990-03-28,11.15,0.28,39.82142857142857
1990-03-29,11.04,0.28,39.42857142857142
1990-03-30,11.11,0.28,39.67857142857142
1990-04-02,11.0,0.28,39.285714285714285
1990-04-03,11.22,0.28,40.07142857142857
1990-04-04,11.26,0.28,40.21428571428571
1990-04-05,11.11,0.28,39.67857142857142
1990-04-06,10.89,0.28,38.89285714285714
1990-04-09,10.96,0.28,39.14285714285714
1990-04-10,11.0,0.28,39.285714285714285
1990-04-11,10.96,0.28,39.14285714285714
1990-04-12,11.07,0.28,39.535714285714285
1990-04-16,11.26,0.28,40.21428571428571
1990-04-17,11.26,0.28,40.21428571428571
1990-04-18,11.11,0.28,39.67857142857142
1990-04-19,10.81,0.28,38.607142857142854
1990-04-20,10.48,0.28,37.42857142857142
1990-04-23,10.15,0.28,36.25
1990-04-24,10.22,0.28,36.5
1990-04-25,10.33,0.28,36.89285714285714
1990-04-26,10.3,0.28,36.785714285714285
1990-04-27,10.19,0.28,36.39285714285714
1990-04-30,10.33,0.28,36.89285714285714
1990-05-01,10.52,0.28,37.57142857142857
1990-05-02,10.41,0.28,37.17857142857142
1990-05-03,10.56,0.28,37.714285714285715
1990-05-04,10.67,0.28,38.107142857142854
1990-05-07,10.85,0.28,38.74999999999999
1990-05-08,10.93,0.28,39.03571428571428
1990-05-09,11.07,0.28,39.535714285714285
1990-05-10,11.15,0.28,39.82142857142857
1990-05-11,11.3,0.28,40.357142857142854
1990-05-14,11.33,0.28,40.46428571428571
1990-05-15,11.26,0.28,40.21428571428571
1990-05-16,11.26,0.28,40.21428571428571
1990-05-17,11.26,0.28,40.21428571428571
1990-05-18,11.3,0.28,40.357142857142854
1990-05-21,11.44,0.28,40.857142857142854
1990-05-22,11.52,0.28,41.14285714285714
1990-05-23,11.56,0.28,41.285714285714285
1990-05-24,11.59,0.28,41.39285714285714
1990-05-25,11.56,0.28,41.285714285714285
1990-05-29,11.56,0.28,41.285714285714285
1990-05-30,11.67,0.28,41.67857142857142
1990-05-31,11.63,0.28,41.535714285714285
1990-06-01,11.7,0.28,41.78571428571428
1990-06-04,11.81,0.28,42.17857142857142
1990-06-05,11.85,0.28,42.32142857142857
1990-06-06,11.93,0.28,42.607142857142854
1990-06-07,12.04,0.28,42.99999999999999
1990-06-08,12.07,0.28,43.107142857142854
1990-06-11,12.19,0.28,43.53571428571428
1990-06-12,12.07,0.28,43.107142857142854
1990-06-13,12.07,0.28,43.107142857142854
1990-06-14,12.15,0.28,43.39285714285714
1990-06-15,12.15,0.28,43.39285714285714
1990-06-18,12.07,0.28,43.107142857142854
1990-06-19,11.81,0.28,42.17857142857142
1990-06-20,11.74,0.28,41.92857142857142
1990-06-21,11.78,0.28,42.07142857142856
1990-06-22,11.85,0.28,42.32142857142857
1990-06-25,11.74,0.28,41.92857142857142
1990-06-26,11.48,0.28,41.0
1990-06-27,11.3,0.28,40.357142857142854
1990-06-28,11.15,0.28,39.82142857142857
1990-06-29,11.11,0.28,39.67857142857142
1990-07-02,11.26,0.28,40.21428571428571
1990-07-03,11.41,0.28,40.75
1990-07-05,11.48,0.28,41.0
1990-07-06,11.81,0.28,42.17857142857142
1990-07-09,11.74,0.28,41.92857142857142
1990-07-10,11.63,0.28,41.535714285714285
1990-07-11,11.44,0.28,40.857142857142854
1990-07-12,11.48,0.28,41.0
1990-07-13,11.52,0.28,41.14285714285714
1990-07-16,11.22,0.28,40.07142857142857
1990-07-17,11.22,0.28,40.07142857142857
1990-07-18,11.07,0.28,39.535714285714285
1990-07-19,10.89,0.28,38.89285714285714
1990-07-20,10.81,0.28,38.607142857142854
1990-07-23,10.67,0.28,38.107142857142854
1990-07-24,10.74,0.28,38.357142857142854
1990-07-25,10.7,0.28,38.21428571428571
1990-07-26,10.67,0.28,38.107142857142854
1990-07-27,10.89,0.28,38.89285714285714
1990-07-30,10.85,0.28,38.74999999999999
1990-07-31,10.85,0.28,38.74999999999999
1990-08-01,10.37,0.28,37.03571428571428
1990-08-02,10.33,0.28,36.89285714285714
1990-08-03,10.44,0.28,37.28571428571428
1990-08-06,10.07,0.28,35.964285714285715
1990-08-07,10.07,0.28,35.964285714285715
1990-08-08,9.89,0.28,35.32142857142857
1990-08-09,9.7,0.28,34.64285714285714
1990-08-10,9.52,0.28,33.99999999999999
1990-08-13,9.7,0.28,34.64285714285714
1990-08-14,9.89,0.28,35.32142857142857
1990-08-15,9.93,0.28,35.46428571428571
1990-08-16,9.78,0.28,34.92857142857142
1990-08-17,9.52,0.28,33.99999999999999
1990-08-20,9.59,0.28,34.24999999999999
1990-08-21,9.56,0.28,34.14285714285714
1990-08-22,9.7,0.28,34.64285714285714
1990-08-23,9.63,0.28,34.392857142857146
1990-08-24,9.52,0.28,33.99999999999999
1990-08-27,9.93,0.28,35.46428571428571
1990-08-28,9.96,0.28,35.57142857142857
1990-08-29,10.19,0.28,36.39285714285714
1990-08-30,10.3,0.28,36.785714285714285
1990-08-31,10.37,0.28,37.03571428571428
1990-09-04,10.37,0.28,37.03571428571428
1990-09-05,10.41,0.28,37.17857142857142
1990-09-06,10.33,0.28,36.89285714285714
1990-09-07,10.41,0.28,37.17857142857142
1990-09-10,10.41,0.28,37.17857142857142
1990-09-11,10.22,0.28,36.5
1990-09-12,9.78,0.28,34.92857142857142
1990-09-13,9.44,0.28,33.71428571428571
1990-09-14,9.67,0.28,34.535714285714285
1990-09-17,9.48,0.28,33.857142857142854
1990-09-18,9.56,0.28,34.14285714285714
1990-09-19,9.59,0.28,34.24999999999999
1990-09-20,9.33,0.28,33.32142857142857
1990-09-21,9.3,0.28,33.214285714285715
1990-09-24,8.78,0.28,31.35714285714285
1990-09-25,9.3,0.28,33.214285714285715
1990-09-26,8.74,0.28,31.21428571428571
1990-09-27,8.89,0.28,31.75
1990-09-28,9.11,0.28,32.53571428571428
1990-10-01,9.26,0.28,33.07142857142857
1990-10-02,9.3,0.28,33.214285714285715
1990-10-03,9.26,0.28,33.07142857142857
1990-10-04,9.04,0.28,32.28571428571428
1990-10-05,8.85,0.28,31.607142857142854
1990-10-08,8.59,0.28,30.678571428571423
1990-10-09,8.0,0.28,28.57142857142857
1990-10-10,8.07,0.28,28.82142857142857
1990-10-11,8.15,0.28,29.107142857142854
1990-10-12,8.3,0.28,29.642857142857142
1990-10-15,8.41,0.28,30.035714285714285
1990-10-16,8.3,0.28,29.642857142857142
1990-10-17,8.41,0.28,30.035714285714285
1990-10-18,8.59,0.28,30.678571428571423
1990-10-19,8.7,0.28,31.071428571428566
1990-10-22,8.93,0.28,31.89285714285714
1990-10-23,9.11,0.28,32.53571428571428
1990-10-24,9.15,0.28,32.67857142857142
1990-10-25,8.96,0.28,32.0
1990-10-26,9.22,0.28,32.92857142857143
1990-10-29,9.11,0.28,32.53571428571428
1990-10-30,9.15,0.28,32.67857142857142
1990-10-31,9.33,0.28,33.32142857142857
1990-11-01,8.96,0.28,32.0
1990-11-02,9.07,0.28,32.39285714285714
1990-11-05,9.19,0.28,32.82142857142857
1990-11-06,9.26,0.28,33.07142857142857
1990-11-07,9.0,0.28,32.14285714285714
1990-11-08,9.04,0.28,32.28571428571428
1990-11-09,9.11,0.28,32.53571428571428
1990-11-12,9.52,0.28,33.99999999999999
1990-11-13,9.41,0.28,33.607142857142854
1990-11-14,9.22,0.28,32.92857142857143
1990-11-15,9.3,0.28,33.214285714285715
1990-11-16,9.52,0.28,33.99999999999999
1990-11-19,9.3,0.28,33.214285714285715
1990-11-20,9.78,0.28,34.92857142857142
1990-11-21,9.67,0.28,34.535714285714285
1990-11-23,9.96,0.28,35.57142857142857
1990-11-26,10.0,0.28,35.71428571428571
1990-11-27,10.26,0.28,36.64285714285714
1990-11-28,10.52,0.28,37.57142857142857
1990-11-29,10.15,0.28,36.25
1990-11-30,10.22,0.28,36.5
1990-12-03,10.44,0.28,37.28571428571428
1990-12-04,10.37,0.28,37.03571428571428
1990-12-05,10.33,0.28,36.89285714285714
1990-12-06,10.44,0.28,37.28571428571428
1990-12-07,10.44,0.28,37.28571428571428
1990-12-10,10.44,0.28,37.28571428571428
1990-12-11,10.44,0.28,37.28571428571428
1990-12-12,10.48,0.28,37.42857142857142
1990-12-13,10.11,0.28,36.107142857142854
1990-12-14,10.07,0.28,35.964285714285715
1990-12-17,10.07,0.28,35.964285714285715
1990-12-18,10.11,0.28,36.107142857142854
1990-12-19,10.37,0.28,37.03571428571428
1990-12-20,10.44,0.28,37.28571428571428
1990-12-21,10.33,0.28,36.89285714285714
1990-12-24,10.15,0.28,36.25
1990-12-26,10.15,0.28,36.25
1990-12-27,10.26,0.28,36.64285714285714
1990-12-28,10.26,0.28,36.64285714285714
1990-12-31,10.3,0.28,36.785714285714285
1991-01-02,10.26,0.28,36.64285714285714
1991-01-03,10.37,0.28,37.03571428571428
1991-01-04,10.26,0.28,36.64285714285714
1991-01-07,10.26,0.28,36.64285714285714
1991-01-08,10.22,0.28,36.5
1991-01-09,10.26,0.28,36.64285714285714
1991-01-10,10.22,0.28,36.5
1991-01-11,10.19,0.28,36.39285714285714
1991-01-14,10.11,0.28,36.107142857142854
1991-01-15,10.0,0.28,35.71428571428571
1991-01-16,9.96,0.28,35.57142857142857
1991-01-17,10.22,0.28,36.5
1991-01-18,9.44,0.28,33.71428571428571
1991-01-21,9.19,0.28,32.82142857142857
1991-01-22,8.89,0.28,31.75
1991-01-23,9.04,0.28,32.28571428571428
1991-01-24,9.3,0.28,33.214285714285715
1991-01-25,9.52,0.28,33.99999999999999
1991-01-28,9.56,0.28,34.14285714285714
1991-01-29,9.48,0.28,33.857142857142854
1991-01-30,9.7,0.28,34.64285714285714
1991-01-31,9.7,0.28,34.64285714285714
1991-02-01,9.52,0.28,33.99999999999999
1991-02-04,9.81,0.28,35.035714285714285
1991-02-05,10.07,0.28,35.964285714285715
1991-02-06,10.37,0.28,37.03571428571428
1991-02-07,10.37,0.28,37.03571428571428
1991-02-08,10.22,0.28,36.5
1991-02-11,10.22,0.28,36.5
1991-02-12,10.26,0.28,36.64285714285714
1991-02-13,10.67,0.28,38.107142857142854
1991-02-14,11.07,0.28,39.535714285714285
1991-02-15,10.89,0.28,38.89285714285714
1991-02-19,10.52,0.28,37.57142857142857
1991-02-20,10.22,0.28,36.5
1991-02-21,10.33,0.28,36.89285714285714
1991-02-22,10.33,0.28,36.89285714285714
1991-02-25,10.15,0.28,36.25
1991-02-26,10.07,0.28,35.964285714285715
1991-02-27,10.44,0.28,37.28571428571428
1991-02-28,10.3,0.28,36.785714285714285
1991-03-01,10.22,0.28,36.5
1991-03-04,10.41,0.28,37.17857142857142
1991-03-05,10.81,0.28,38.607142857142854
1991-03-06,10.96,0.28,39.14285714285714
1991-03-07,10.96,0.28,39.14285714285714
1991-03-08,11.0,0.28,39.285714285714285
1991-03-11,11.0,0.28,39.285714285714285
1991-03-12,10.93,0.28,39.03571428571428
1991-03-13,10.93,0.28,39.03571428571428
1991-03-14,10.81,0.28,38.607142857142854
1991-03-15,10.48,0.28,37.42857142857142
1991-03-18,10.52,0.28,37.57142857142857
1991-03-19,10.56,0.28,37.714285714285715
1991-03-20,10.56,0.28,37.714285714285715
1991-03-21,10.63,0.28,37.964285714285715
1991-03-22,10.56,0.28,37.714285714285715
1991-03-25,10.74,0.28,38.357142857142854
1991-03-26,10.74,0.28,38.357142857142854
1991-03-27,10.85,0.28,38.74999999999999
1991-03-28,10.93,0.28,39.03571428571428
1991-04-01,11.11,0.28,39.67857142857142
1991-04-02,11.11,0.28,39.67857142857142
1991-04-03,11.26,0.28,40.21428571428571
1991-04-04,11.15,0.28,39.82142857142857
1991-04-05,11.26,0.28,40.21428571428571
1991-04-08,11.33,0.28,40.46428571428571
1991-04-09,11.26,0.28,40.21428571428571
1991-04-10,11.26,0.28,40.21428571428571
1991-04-11,11.37,0.28,40.60714285714285
1991-04-12,11.33,0.28,40.46428571428571
1991-04-15,11.41,0.28,40.75
1991-04-16,11.48,0.28,41.0
1991-04-17,11.48,0.28,41.0
1991-04-18,11.59,0.28,41.39285714285714
1991-04-19,11.56,0.28,41.285714285714285
1991-04-22,11.44,0.28,40.857142857142854
1991-04-23,11.33,0.28,40.46428571428571
1991-04-24,11.44,0.28,40.857142857142854
1991-04-25,11.41,0.28,40.75
1991-04-26,11.33,0.28,40.46428571428571
1991-04-29,11.19,0.28,39.96428571428571
1991-04-30,10.93,0.28,39.03571428571428
1991-05-01,10.93,0.28,39.03571428571428
1991-05-02,11.22,0.28,40.07142857142857
1991-05-03,11.15,0.28,39.82142857142857
1991-05-06,11.22,0.28,40.07142857142857
1991-05-07,11.37,0.28,40.60714285714285
1991-05-08,11.56,0.28,41.285714285714285
1991-05-09,11.56,0.28,41.285714285714285
1991-05-10,11.56,0.28,41.285714285714285
1991-05-13,11.59,0.28,41.39285714285714
1991-05-14,11.48,0.28,41.0
1991-05-15,11.19,0.28,39.96428571428571
1991-05-16,11.19,0.28,39.96428571428571
1991-05-17,11.22,0.28,40.07142857142857
1991-05-20,11.3,0.28,40.357142857142854
1991-05-21,11.44,0.28,40.857142857142854
1991-05-22,11.33,0.28,40.46428571428571
1991-05-23,11.3,0.28,40.357142857142854
1991-05-24,11.44,0.28,40.857142857142854
1991-05-28,11.85,0.28,42.32142857142857
1991-05-29,11.85,0.28,42.32142857142857
1991-05-30,12.0,0.28,42.857142857142854
1991-05-31,12.11,0.28,43.24999999999999
1991-06-03,12.11,0.28,43.24999999999999
1991-06-04,12.22,0.28,43.64285714285714
1991-06-05,12.22,0.28,43.64285714285714
1991-06-06,12.15,0.28,43.39285714285714
1991-06-07,11.93,0.28,42.607142857142854
1991-06-10,11.67,0.28,41.67857142857142
1991-06-11,11.56,0.28,41.285714285714285
1991-06-12,11.52,0.28,41.14285714285714
1991-06-13,11.48,0.28,41.0
1991-06-14,11.44,0.28,40.857142857142854
1991-06-17,11.33,0.28,40.46428571428571
1991-06-18,11.41,0.28,40.75
1991-06-19,11.37,0.28,40.60714285714285
1991-06-20,11.33,0.28,40.46428571428571
1991-06-21,11.19,0.28,39.96428571428571
1991-06-24,11.15,0.28,39.82142857142857
1991-06-25,11.11,0.28,39.67857142857142
1991-06-26,11.07,0.28,39.535714285714285
1991-06-27,11.11,0.28,39.67857142857142
1991-06-28,11.19,0.28,39.96428571428571
1991-07-01,11.37,0.28,40.60714285714285
1991-07-02,11.44,0.28,40.857142857142854
1991-07-03,11.41,0.28,40.75
1991-07-05,11.41,0.28,40.75
1991-07-08,11.48,0.28,41.0
1991-07-09,11.41,0.28,40.75
1991-07-10,11.44,0.28,40.857142857142854
1991-07-11,11.41,0.28,40.75
1991-07-12,11.59,0.28,41.39285714285714
1991-07-15,11.85,0.28,42.32142857142857
1991-07-16,11.74,0.28,41.92857142857142
1991-07-17,11.67,0.28,41.67857142857142
1991-07-18,11.7,0.28,41.78571428571428
1991-07-19,11.81,0.28,42.17857142857142
1991-07-22,11.89,0.28,42.464285714285715
1991-07-23,11.93,0.28,42.607142857142854
1991-07-24,11.52,0.28,41.14285714285714
1991-07-25,11.41,0.28,40.75
1991-07-26,11.3,0.28,40.357142857142854
1991-07-29,11.19,0.28,39.96428571428571
1991-07-30,11.52,0.28,41.14285714285714
1991-07-31,11.3,0.28,40.357142857142854
1991-08-01,11.37,0.28,40.60714285714285
1991-08-02,11.44,0.28,40.857142857142854
1991-08-05,11.33,0.28,40.46428571428571
1991-08-06,11.37,0.28,40.60714285714285
1991-08-07,11.19,0.28,39.96428571428571
1991-08-08,11.07,0.28,39.535714285714285
1991-08-09,11.11,0.28,39.67857142857142
1991-08-12,11.26,0.28,40.21428571428571
1991-08-13,11.37,0.28,40.60714285714285
1991-08-14,11.41,0.28,40.75
1991-08-15,11.44,0.28,40.857142857142854
1991-08-16,11.48,0.28,41.0
1991-08-19,11.22,0.28,40.07142857142857
1991-08-20,11.22,0.28,40.07142857142857
1991-08-21,11.3,0.28,40.357142857142854
1991-08-22,11.37,0.28,40.60714285714285
1991-08-23,11.33,0.28,40.46428571428571
1991-08-26,11.33,0.28,40.46428571428571
1991-08-27,11.3,0.28,40.357142857142854
1991-08-28,11.15,0.28,39.82142857142857
1991-08-29,11.11,0.28,39.67857142857142
1991-08-30,11.22,0.28,40.07142857142857
1991-09-03,11.22,0.28,40.07142857142857
1991-09-04,11.0,0.28,39.285714285714285
1991-09-05,10.85,0.28,38.74999999999999
1991-09-06,10.81,0.28,38.607142857142854
1991-09-09,10.67,0.28,38.107142857142854
1991-09-10,10.67,0.28,38.107142857142854
1991-09-11,10.59,0.28,37.82142857142857
1991-09-12,10.74,0.28,38.357142857142854
1991-09-13,10.52,0.28,37.57142857142857
1991-09-16,10.44,0.28,37.28571428571428
1991-09-17,10.63,0.28,37.964285714285715
1991-09-18,10.59,0.28,37.82142857142857
1991-09-19,10.89,0.28,38.89285714285714
1991-09-20,10.96,0.28,39.14285714285714
1991-09-23,10.81,0.28,38.607142857142854
1991-09-24,10.85,0.28,38.74999999999999
1991-09-25,10.89,0.28,38.89285714285714
1991-09-26,10.85,0.28,38.74999999999999
1991-09-27,10.89,0.28,38.89285714285714
1991-09-30,10.96,0.28,39.14285714285714
1991-10-01,11.11,0.28,39.67857142857142
1991-10-02,10.93,0.28,39.03571428571428
1991-10-03,10.96,0.28,39.14285714285714
1991-10-04,10.93,0.28,39.03571428571428
1991-10-07,10.74,0.28,38.357142857142854
1991-10-08,10.74,0.28,38.357142857142854
1991-10-09,10.48,0.28,37.42857142857142
1991-10-10,10.52,0.28,37.57142857142857
1991-10-11,10.52,0.28,37.57142857142857
1991-10-14,10.63,0.28,37.964285714285715
1991-10-15,11.0,0.28,39.285714285714285
1991-10-16,11.07,0.28,39.535714285714285
1991-10-17,11.0,0.28,39.285714285714285
1991-10-18,10.81,0.28,38.607142857142854
1991-10-21,10.78,0.28,38.49999999999999
1991-10-22,10.67,0.28,38.107142857142854
1991-10-23,10.63,0.28,37.964285714285715
1991-10-24,10.85,0.28,38.74999999999999
1991-10-25,10.85,0.28,38.74999999999999
1991-10-28,11.04,0.28,39.42857142857142
1991-10-29,11.15,0.28,39.82142857142857
1991-10-30,11.11,0.28,39.67857142857142
1991-10-31,11.15,0.28,39.82142857142857
1991-11-01,11.52,0.28,41.14285714285714
1991-11-04,11.33,0.28,40.46428571428571
1991-11-05,11.19,0.28,39.96428571428571
1991-11-06,11.3,0.28,40.357142857142854
1991-11-07,11.37,0.28,40.60714285714285
1991-11-08,11.44,0.28,40.857142857142854
1991-11-11,11.44,0.28,40.857142857142854
1991-11-12,11.44,0.28,40.857142857142854
1991-11-13,11.59,0.28,41.39285714285714
1991-11-14,11.41,0.28,40.75
1991-11-15,11.33,0.28,40.46428571428571
1991-11-18,11.19,0.28,39.96428571428571
1991-11-19,10.89,0.28,38.89285714285714
1991-11-20,10.74,0.28,38.357142857142854
1991-11-21,10.7,0.28,38.21428571428571
1991-11-22,10.67,0.28,38.107142857142854
1991-11-25,10.67,0.28,38.107142857142854
1991-11-26,10.56,0.28,37.714285714285715
1991-11-27,10.81,0.28,38.607142857142854
1991-11-29,10.93,0.28,39.03571428571428
1991-12-02,10.81,0.28,38.607142857142854
1991-12-03,10.89,0.28,38.89285714285714
1991-12-04,11.19,0.28,39.96428571428571
1991-12-05,11.19,0.28,39.96428571428571
1991-12-06,11.37,0.28,40.60714285714285
1991-12-09,11.63,0.28,41.535714285714285
1991-12-10,11.59,0.28,41.39285714285714
1991-12-11,11.52,0.28,41.14285714285714
1991-12-12,11.52,0.28,41.14285714285714
1991-12-13,11.44,0.28,40.857142857142854
1991-12-16,11.48,0.28,41.0
1991-12-17,11.44,0.28,40.857142857142854
1991-12-18,11.41,0.28,40.75
1991-12-19,11.3,0.28,40.357142857142854
1991-12-20,11.15,0.28,39.82142857142857
1991-12-23,11.33,0.28,40.46428571428571
1991-12-24,11.19,0.28,39.96428571428571
1991-12-26,11.26,0.28,40.21428571428571
1991-12-27,11.41,0.28,40.75
1991-12-30,11.74,0.28,41.92857142857142
1991-12-31,11.74,0.28,41.92857142857142
1992-01-02,11.74,0.28,41.92857142857142
1992-01-03,11.67,0.28,41.67857142857142
1992-01-06,11.85,0.28,42.32142857142857
1992-01-07,11.81,0.28,42.17857142857142
1992-01-08,11.89,0.28,42.464285714285715
1992-01-09,12.37,0.28,44.17857142857142
1992-01-10,12.26,0.28,43.78571428571428
1992-01-13,12.56,0.28,44.857142857142854
1992-01-14,12.59,0.28,44.96428571428571
1992-01-15,12.74,0.28,45.49999999999999
1992-01-16,12.7,0.28,45.35714285714285
1992-01-17,12.63,0.28,45.107142857142854
1992-01-20,12.52,0.28,44.71428571428571
1992-01-21,12.52,0.28,44.71428571428571
1992-01-22,12.44,0.28,44.42857142857142
1992-01-23,12.52,0.28,44.71428571428571
1992-01-24,12.48,0.28,44.57142857142857
1992-01-27,12.56,0.28,44.857142857142854
1992-01-28,12.67,0.28,45.24999999999999
1992-01-29,12.59,0.28,44.96428571428571
1992-01-30,12.48,0.28,44.57142857142857
1992-01-31,12.41,0.28,44.32142857142857
1992-02-03,12.52,0.28,44.71428571428571
1992-02-04,12.59,0.28,44.96428571428571
1992-02-05,12.59,0.28,44.96428571428571
1992-02-06,12.44,0.28,44.42857142857142
1992-02-07,12.33,0.28,44.035714285714285
1992-02-10,12.56,0.28,44.857142857142854
1992-02-11,12.78,0.28,45.64285714285714
1992-02-12,12.85,0.28,45.89285714285714
1992-02-13,12.7,0.28,45.35714285714285
1992-02-14,12.74,0.28,45.49999999999999
1992-02-18,13.04,0.28,46.57142857142856
1992-02-19,13.19,0.28,47.107142857142854
1992-02-20,13.26,0.28,47.357142857142854
1992-02-21,13.04,0.28,46.57142857142856
1992-02-24,12.89,0.28,46.035714285714285
