date,AMD,AMD_EPS,PE Ratio
1980-06-05,3.02,0.06,50.333333333333336
1980-06-06,3.0,0.06,50.0
1980-06-09,2.86,0.06,47.666666666666664
1980-06-10,2.97,0.06,49.50000000000001
1980-06-11,3.05,0.06,50.833333333333336
1980-06-12,3.09,0.06,51.5
1980-06-13,3.09,0.06,51.5
1980-06-16,3.03,0.06,50.5
1980-06-17,3.06,0.06,51.0
1980-06-18,3.02,0.06,50.333333333333336
1980-06-19,2.97,0.06,49.50000000000001
1980-06-20,2.93,0.06,48.833333333333336
1980-06-23,2.94,0.06,49.0
1980-06-24,2.94,0.06,49.0
1980-06-25,3.07,0.06,51.166666666666664
1980-06-26,3.02,0.06,50.333333333333336
1980-06-27,3.04,0.06,50.66666666666667
1980-06-30,3.04,0.06,50.66666666666667
1980-07-01,3.07,0.06,51.166666666666664
1980-07-02,3.18,0.06,53.00000000000001
1980-07-03,3.34,0.06,55.666666666666664
1980-07-07,3.46,0.06,57.66666666666667
1980-07-08,3.39,0.06,56.50000000000001
1980-07-09,3.44,0.06,57.333333333333336
1980-07-10,3.5,0.06,58.333333333333336
1980-07-11,3.61,0.06,60.166666666666664
1980-07-14,3.73,0.06,62.16666666666667
1980-07-15,3.71,0.06,61.833333333333336
1980-07-16,3.61,0.06,60.166666666666664
1980-07-17,3.65,0.06,60.833333333333336
1980-07-18,3.61,0.06,60.166666666666664
1980-07-21,3.57,0.06,59.5
1980-07-22,3.57,0.06,59.5
1980-07-23,3.56,0.06,59.333333333333336
1980-07-24,3.58,0.06,59.66666666666667
1980-07-25,3.51,0.06,58.5
1980-07-28,3.52,0.06,58.66666666666667
1980-07-29,3.74,0.06,62.333333333333336
1980-07-30,4.03,0.06,67.16666666666667
1980-07-31,4.14,0.06,69.0
1980-08-01,4.26,0.06,71.0
1980-08-04,4.31,0.06,71.83333333333333
1980-08-05,4.36,0.06,72.66666666666667
1980-08-06,4.24,0.06,70.66666666666667
1980-08-07,4.22,0.06,70.33333333333333
1980-08-08,4.27,0.06,71.16666666666666
1980-08-11,4.42,0.06,73.66666666666667
1980-08-12,4.35,0.06,72.5
1980-08-13,4.27,0.06,71.16666666666666
1980-08-14,4.39,0.06,73.16666666666666
1980-08-15,4.33,0.06,72.16666666666667
1980-08-18,4.1,0.06,68.33333333333333
1980-08-19,3.95,0.06,65.83333333333334
1980-08-20,4.17,0.06,69.5
1980-08-21,4.42,0.06,73.66666666666667
1980-08-22,4.56,0.06,76.0
1980-08-25,4.52,0.06,75.33333333333333
1980-08-26,4.64,0.06,77.33333333333333
1980-08-27,4.48,0.06,74.66666666666667
1980-08-28,4.38,0.06,73.0
1980-08-29,4.27,0.06,71.16666666666666
1980-09-02,4.24,0.06,70.66666666666667
1980-09-03,4.44,0.06,74.00000000000001
1980-09-04,4.48,0.06,74.66666666666667
1980-09-05,4.53,0.06,75.5
1980-09-08,4.3,0.06,71.66666666666667
1980-09-09,4.35,0.06,72.5
1980-09-10,4.42,0.06,73.66666666666667
1980-09-11,4.5,0.06,75.0
1980-09-12,4.4,0.06,73.33333333333334
1980-09-15,4.31,0.06,71.83333333333333
1980-09-16,4.5,0.06,75.0
1980-09-17,4.68,0.06,78.0
1980-09-18,4.74,0.06,79.0
1980-09-19,5.03,0.06,83.83333333333334
1980-09-22,5.25,0.06,87.5
1980-09-23,5.43,0.06,90.5
1980-09-24,5.71,0.06,95.16666666666667
1980-09-25,5.57,0.06,92.83333333333334
1980-09-26,5.11,0.06,85.16666666666667
1980-09-29,4.83,0.06,80.5
1980-09-30,5.18,0.06,86.33333333333333
1980-10-01,5.04,0.06,84.0
1980-10-02,4.97,0.06,82.83333333333333
1980-10-03,5.18,0.06,86.33333333333333
1980-10-06,5.38,0.06,89.66666666666667
1980-10-07,5.44,0.06,90.66666666666667
1980-10-08,5.44,0.06,90.66666666666667
1980-10-09,5.53,0.06,92.16666666666667
1980-10-10,5.17,0.06,86.16666666666667
1980-10-13,5.38,0.06,89.66666666666667
1980-10-14,5.29,0.06,88.16666666666667
1980-10-15,5.27,0.06,87.83333333333333
1980-10-16,5.19,0.06,86.50000000000001
1980-10-17,5.09,0.06,84.83333333333333
1980-10-20,5.1,0.06,85.0
1980-10-21,5.11,0.06,85.16666666666667
1980-10-22,5.19,0.06,86.50000000000001
1980-10-23,5.05,0.06,84.16666666666667
1980-10-24,5.25,0.06,87.5
1980-10-27,4.92,0.06,82.0
1980-10-28,5.0,0.06,83.33333333333334
1980-10-29,5.04,0.06,84.0
1980-10-30,4.52,0.06,75.33333333333333
1980-10-31,4.79,0.06,79.83333333333334
1980-11-03,4.83,0.06,80.5
1980-11-05,5.42,0.06,90.33333333333333
1980-11-06,5.17,0.06,86.16666666666667
1980-11-07,5.15,0.06,85.83333333333334
1980-11-10,5.35,0.06,89.16666666666666
1980-11-11,5.52,0.06,92.0
1980-11-12,5.67,0.06,94.5
1980-11-13,6.04,0.06,100.66666666666667
1980-11-14,6.33,0.06,105.5
1980-11-17,6.58,0.06,109.66666666666667
1980-11-18,6.83,0.06,113.83333333333334
1980-11-19,7.08,0.06,118.0
1980-11-20,7.33,0.06,122.16666666666667
1980-11-21,6.79,0.06,113.16666666666667
1980-11-24,7.0,0.06,116.66666666666667
1980-11-25,6.85,0.06,114.16666666666667
1980-11-26,6.92,0.06,115.33333333333334
1980-11-28,6.96,0.06,116.0
1980-12-01,6.94,0.06,115.66666666666667
1980-12-02,6.69,0.06,111.50000000000001
1980-12-03,6.54,0.06,109.0
1980-12-04,6.67,0.06,111.16666666666667
1980-12-05,6.25,0.06,104.16666666666667
1980-12-08,5.83,0.06,97.16666666666667
1980-12-09,6.17,0.06,102.83333333333334
1980-12-10,5.6,0.06,93.33333333333333
1980-12-11,5.73,0.06,95.50000000000001
1980-12-12,5.85,0.06,97.5
1980-12-15,5.92,0.06,98.66666666666667
1980-12-16,5.58,0.06,93.0
1980-12-17,5.33,0.06,88.83333333333334
1980-12-18,5.27,0.06,87.83333333333333
1980-12-19,4.96,0.06,82.66666666666667
1980-12-22,5.04,0.06,84.0
1980-12-23,5.35,0.06,89.16666666666666
1980-12-24,5.65,0.06,94.16666666666667
1980-12-26,5.69,0.06,94.83333333333334
1980-12-29,5.48,0.06,91.33333333333334
1980-12-30,5.69,0.06,94.83333333333334
1980-12-31,5.75,0.06,95.83333333333334
1981-01-02,5.88,0.06,98.0
1981-01-05,5.44,0.06,90.66666666666667
1981-01-06,5.31,0.06,88.5
1981-01-07,5.19,0.06,86.50000000000001
1981-01-08,4.94,0.06,82.33333333333334
1981-01-09,4.54,0.06,75.66666666666667
1981-01-12,4.67,0.06,77.83333333333333
1981-01-13,4.58,0.06,76.33333333333334
1981-01-14,4.63,0.06,77.16666666666667
1981-01-15,4.69,0.06,78.16666666666667
1981-01-16,4.73,0.06,78.83333333333334
1981-01-19,4.81,0.06,80.16666666666666
1981-01-20,4.56,0.06,76.0
1981-01-21,4.6,0.06,76.66666666666666
1981-01-22,4.56,0.06,76.0
1981-01-23,4.38,0.06,73.0
1981-01-26,4.08,0.06,68.0
1981-01-27,4.15,0.06,69.16666666666667
1981-01-28,4.13,0.06,68.83333333333333
1981-01-29,4.13,0.06,68.83333333333333
1981-01-30,3.94,0.06,65.66666666666667
1981-02-02,3.48,0.06,58.0
1981-02-03,4.0,0.06,66.66666666666667
1981-02-04,4.04,0.06,67.33333333333334
1981-02-05,4.15,0.06,69.16666666666667
1981-02-06,4.29,0.06,71.5
1981-02-09,4.1,0.06,68.33333333333333
1981-02-10,3.98,0.06,66.33333333333333
1981-02-11,3.92,0.06,65.33333333333333
1981-02-12,3.81,0.06,63.5
1981-02-13,3.77,0.06,62.833333333333336
1981-02-17,3.88,0.06,64.66666666666667
1981-02-18,3.9,0.06,65.0
1981-02-19,3.79,0.06,63.16666666666667
1981-02-20,3.71,0.06,61.833333333333336
1981-02-23,3.85,0.06,64.16666666666667
1981-02-24,3.92,0.06,65.33333333333333
1981-02-25,3.75,0.06,62.5
1981-02-26,3.67,0.06,61.166666666666664
1981-02-27,3.88,0.06,64.66666666666667
1981-03-02,4.08,0.06,68.0
1981-03-03,4.0,0.06,66.66666666666667
1981-03-04,3.96,0.06,66.0
1981-03-05,3.75,0.06,62.5
1981-03-06,3.83,0.06,63.833333333333336
1981-03-09,3.85,0.06,64.16666666666667
1981-03-10,3.81,0.06,63.5
1981-03-11,3.79,0.06,63.16666666666667
1981-03-12,4.08,0.06,68.0
1981-03-13,3.96,0.06,66.0
1981-03-16,4.23,0.06,70.50000000000001
1981-03-17,4.19,0.06,69.83333333333334
1981-03-18,4.17,0.06,69.5
1981-03-19,4.1,0.06,68.33333333333333
1981-03-20,4.17,0.06,69.5
1981-03-23,4.33,0.06,72.16666666666667
1981-03-24,4.4,0.06,73.33333333333334
1981-03-25,4.52,0.06,75.33333333333333
1981-03-26,4.46,0.06,74.33333333333333
1981-03-27,4.29,0.06,71.5
1981-03-30,4.23,0.06,70.50000000000001
1981-03-31,4.35,0.06,72.5
1981-04-01,4.25,0.06,70.83333333333334
1981-04-02,4.13,0.06,68.83333333333333
1981-04-03,4.06,0.06,67.66666666666666
1981-04-06,4.08,0.06,68.0
1981-04-07,4.15,0.06,69.16666666666667
1981-04-08,4.23,0.06,70.50000000000001
1981-04-09,4.33,0.06,72.16666666666667
1981-04-10,4.42,0.06,73.66666666666667
1981-04-13,4.6,0.06,76.66666666666666
1981-04-14,4.56,0.06,76.0
1981-04-15,4.65,0.06,77.50000000000001
1981-04-16,4.79,0.06,79.83333333333334
1981-04-20,5.15,0.06,85.83333333333334
1981-04-21,4.77,0.06,79.5
1981-04-22,4.88,0.06,81.33333333333333
1981-04-23,4.96,0.06,82.66666666666667
1981-04-24,4.94,0.06,82.33333333333334
1981-04-27,4.79,0.06,79.83333333333334
1981-04-28,4.67,0.06,77.83333333333333
1981-04-29,4.58,0.06,76.33333333333334
1981-04-30,4.56,0.06,76.0
1981-05-01,4.44,0.06,74.00000000000001
1981-05-04,4.31,0.06,71.83333333333333
1981-05-05,4.31,0.06,71.83333333333333
1981-05-06,4.46,0.06,74.33333333333333
1981-05-07,4.54,0.06,75.66666666666667
1981-05-08,4.56,0.06,76.0
1981-05-11,4.46,0.06,74.33333333333333
1981-05-12,4.73,0.06,78.83333333333334
1981-05-13,4.54,0.06,75.66666666666667
1981-05-14,4.48,0.06,74.66666666666667
1981-05-15,4.54,0.06,75.66666666666667
1981-05-18,4.63,0.06,77.16666666666667
1981-05-19,4.56,0.06,76.0
1981-05-20,4.52,0.06,75.33333333333333
1981-05-21,4.54,0.06,75.66666666666667
1981-05-22,4.46,0.06,74.33333333333333
1981-05-26,4.58,0.06,76.33333333333334
1981-05-27,4.56,0.06,76.0
1981-05-28,4.83,0.06,80.5
1981-05-29,4.75,0.06,79.16666666666667
1981-06-01,4.67,0.06,77.83333333333333
1981-06-02,4.42,0.06,73.66666666666667
1981-06-03,4.29,0.06,71.5
1981-06-04,4.25,0.06,70.83333333333334
1981-06-05,4.38,0.06,73.0
1981-06-08,4.35,0.06,72.5
1981-06-09,4.23,0.06,70.50000000000001
1981-06-10,4.31,0.06,71.83333333333333
1981-06-11,4.46,0.06,74.33333333333333
1981-06-12,4.46,0.06,74.33333333333333
1981-06-15,4.44,0.06,74.00000000000001
1981-06-16,4.02,0.06,67.0
1981-06-17,4.25,0.06,70.83333333333334
1981-06-18,4.06,0.06,67.66666666666666
1981-06-19,4.06,0.06,67.66666666666666
1981-06-22,3.83,0.06,63.833333333333336
1981-06-23,3.9,0.06,65.0
1981-06-24,3.85,0.06,64.16666666666667
1981-06-25,3.9,0.06,65.0
1981-06-26,4.13,0.06,68.83333333333333
1981-06-29,4.04,0.06,67.33333333333334
1981-06-30,3.92,0.06,65.33333333333333
1981-07-01,3.83,0.06,63.833333333333336
1981-07-02,3.58,0.06,59.66666666666667
1981-07-06,3.71,0.06,61.833333333333336
1981-07-07,3.71,0.06,61.833333333333336
1981-07-08,3.54,0.06,59.0
1981-07-09,3.69,0.06,61.5
1981-07-10,3.54,0.06,59.0
1981-07-13,3.6,0.06,60.00000000000001
1981-07-14,3.5,0.06,58.333333333333336
1981-07-15,3.6,0.06,60.00000000000001
1981-07-16,3.63,0.06,60.5
1981-07-17,3.65,0.06,60.833333333333336
1981-07-20,3.6,0.06,60.00000000000001
1981-07-21,3.58,0.06,59.66666666666667
1981-07-22,3.6,0.06,60.00000000000001
1981-07-23,3.63,0.06,60.5
1981-07-24,3.6,0.06,60.00000000000001
1981-07-27,3.54,0.06,59.0
1981-07-28,3.42,0.06,57.0
1981-07-29,3.46,0.06,57.66666666666667
1981-07-30,3.44,0.06,57.333333333333336
1981-07-31,3.33,0.06,55.5
1981-08-03,3.27,0.06,54.5
1981-08-04,3.25,0.06,54.16666666666667
1981-08-05,3.38,0.06,56.333333333333336
1981-08-06,3.27,0.06,54.5
1981-08-07,3.23,0.06,53.833333333333336
1981-08-10,3.21,0.06,53.5
1981-08-11,3.33,0.06,55.5
1981-08-12,3.25,0.06,54.16666666666667
1981-08-13,3.38,0.06,56.333333333333336
1981-08-14,3.48,0.06,58.0
1981-08-17,3.48,0.06,58.0
1981-08-18,3.52,0.06,58.66666666666667
1981-08-19,3.48,0.06,58.0
1981-08-20,3.42,0.06,57.0
1981-08-21,3.29,0.06,54.833333333333336
1981-08-24,3.15,0.06,52.5
1981-08-25,3.21,0.06,53.5
1981-08-26,3.19,0.06,53.166666666666664
1981-08-27,3.1,0.06,51.66666666666667
1981-08-28,3.15,0.06,52.5
1981-08-31,3.06,0.06,51.0
1981-09-01,3.06,0.06,51.0
1981-09-02,3.15,0.06,52.5
1981-09-03,2.96,0.06,49.333333333333336
1981-09-04,2.98,0.06,49.66666666666667
1981-09-08,2.9,0.06,48.333333333333336
1981-09-09,2.9,0.06,48.333333333333336
1981-09-10,3.1,0.06,51.66666666666667
1981-09-11,3.15,0.06,52.5
1981-09-14,3.04,0.06,50.66666666666667
1981-09-15,3.0,0.06,50.0
1981-09-16,2.83,0.06,47.16666666666667
1981-09-17,2.69,0.06,44.833333333333336
1981-09-18,2.75,0.06,45.833333333333336
1981-09-21,2.73,0.06,45.5
1981-09-22,2.6,0.06,43.333333333333336
1981-09-23,2.5,0.06,41.66666666666667
1981-09-24,2.58,0.06,43.0
1981-09-25,2.46,0.06,41.0
1981-09-28,2.79,0.06,46.5
1981-09-29,2.67,0.06,44.5
1981-09-30,2.71,0.06,45.166666666666664
1981-10-01,2.77,0.06,46.16666666666667
1981-10-02,2.98,0.06,49.66666666666667
1981-10-05,3.0,0.06,50.0
1981-10-06,2.9,0.06,48.333333333333336
1981-10-07,2.88,0.06,48.0
1981-10-08,2.9,0.06,48.333333333333336
1981-10-09,2.94,0.06,49.0
1981-10-12,3.02,0.06,50.333333333333336
1981-10-13,3.27,0.06,54.5
1981-10-14,3.1,0.06,51.66666666666667
1981-10-15,3.19,0.06,53.166666666666664
1981-10-16,3.13,0.06,52.166666666666664
1981-10-19,3.15,0.06,52.5
1981-10-20,3.17,0.06,52.833333333333336
1981-10-21,3.29,0.06,54.833333333333336
1981-10-22,3.13,0.06,52.166666666666664
1981-10-23,2.98,0.06,49.66666666666667
1981-10-26,3.02,0.06,50.333333333333336
1981-10-27,3.06,0.06,51.0
1981-10-28,3.29,0.06,54.833333333333336
1981-10-29,3.21,0.06,53.5
1981-10-30,3.29,0.06,54.833333333333336
1981-11-02,3.4,0.06,56.666666666666664
1981-11-03,3.44,0.06,57.333333333333336
1981-11-04,3.44,0.06,57.333333333333336
1981-11-05,3.33,0.06,55.5
1981-11-06,3.23,0.06,53.833333333333336
1981-11-09,3.23,0.06,53.833333333333336
1981-11-10,3.13,0.06,52.166666666666664
1981-11-11,3.1,0.06,51.66666666666667
1981-11-12,3.13,0.06,52.166666666666664
1981-11-13,2.88,0.06,48.0
1981-11-16,2.88,0.06,48.0
1981-11-17,2.85,0.06,47.5
1981-11-18,2.83,0.06,47.16666666666667
1981-11-19,2.83,0.06,47.16666666666667
1981-11-20,2.9,0.06,48.333333333333336
1981-11-23,2.85,0.06,47.5
1981-11-24,2.98,0.06,49.66666666666667
1981-11-25,2.9,0.06,48.333333333333336
1981-11-27,2.73,0.06,45.5
1981-11-30,2.83,0.06,47.16666666666667
1981-12-01,2.96,0.06,49.333333333333336
1981-12-02,3.08,0.06,51.333333333333336
1981-12-03,3.06,0.06,51.0
1981-12-04,3.04,0.06,50.66666666666667
1981-12-07,3.0,0.06,50.0
1981-12-08,2.9,0.06,48.333333333333336
1981-12-09,2.9,0.06,48.333333333333336
1981-12-10,2.96,0.06,49.333333333333336
1981-12-11,2.98,0.06,49.66666666666667
1981-12-14,2.88,0.06,48.0
1981-12-15,2.94,0.06,49.0
1981-12-16,2.9,0.06,48.333333333333336
1981-12-17,2.96,0.06,49.333333333333336
1981-12-18,3.0,0.06,50.0
1981-12-21,3.0,0.06,50.0
1981-12-22,2.98,0.06,49.66666666666667
1981-12-23,3.02,0.06,50.333333333333336
1981-12-24,3.02,0.06,50.333333333333336
1981-12-28,3.0,0.06,50.0
1981-12-29,2.98,0.06,49.66666666666667
1981-12-30,2.94,0.06,49.0
1981-12-31,2.94,0.06,49.0
1982-01-04,2.98,0.06,49.66666666666667
1982-01-05,2.9,0.06,48.333333333333336
1982-01-06,2.81,0.06,46.833333333333336
1982-01-07,2.77,0.06,46.16666666666667
1982-01-08,2.77,0.06,46.16666666666667
1982-01-11,2.71,0.06,45.166666666666664
1982-01-12,2.71,0.06,45.166666666666664
1982-01-13,2.65,0.06,44.166666666666664
1982-01-14,2.58,0.06,43.0
1982-01-15,2.67,0.06,44.5
1982-01-18,2.83,0.06,47.16666666666667
1982-01-19,2.77,0.06,46.16666666666667
1982-01-20,2.81,0.06,46.833333333333336
1982-01-21,2.83,0.06,47.16666666666667
1982-01-22,2.88,0.06,48.0
1982-01-25,2.9,0.06,48.333333333333336
1982-01-26,3.04,0.06,50.66666666666667
1982-01-27,3.1,0.06,51.66666666666667
1982-01-28,3.19,0.06,53.166666666666664
1982-01-29,3.27,0.06,54.5
1982-02-01,3.19,0.06,53.166666666666664
1982-02-02,3.27,0.06,54.5
1982-02-03,3.1,0.06,51.66666666666667
1982-02-04,2.98,0.06,49.66666666666667
1982-02-05,3.15,0.06,52.5
1982-02-08,3.0,0.06,50.0
1982-02-09,2.96,0.06,49.333333333333336
1982-02-10,2.92,0.06,48.666666666666664
1982-02-11,2.92,0.06,48.666666666666664
1982-02-12,2.92,0.06,48.666666666666664
1982-02-16,3.04,0.06,50.66666666666667
1982-02-17,3.0,0.06,50.0
1982-02-18,3.0,0.06,50.0
1982-02-19,2.96,0.06,49.333333333333336
1982-02-22,2.83,0.06,47.16666666666667
1982-02-23,2.96,0.06,49.333333333333336
1982-02-24,2.98,0.06,49.66666666666667
1982-02-25,3.13,0.06,52.166666666666664
1982-02-26,3.13,0.06,52.166666666666664
1982-03-01,3.27,0.06,54.5
1982-03-02,3.27,0.06,54.5
1982-03-03,3.13,0.06,52.166666666666664
1982-03-04,3.27,0.06,54.5
1982-03-05,3.25,0.06,54.16666666666667
1982-03-08,3.15,0.06,52.5
1982-03-09,3.04,0.06,50.66666666666667
1982-03-10,3.1,0.06,51.66666666666667
1982-03-11,3.19,0.06,53.166666666666664
1982-03-12,3.15,0.06,52.5
1982-03-15,3.31,0.06,55.16666666666667
1982-03-16,3.33,0.06,55.5
1982-03-17,3.38,0.06,56.333333333333336
1982-03-18,3.67,0.06,61.166666666666664
1982-03-19,3.79,0.06,63.16666666666667
1982-03-22,3.88,0.06,64.66666666666667
1982-03-23,3.71,0.06,61.833333333333336
1982-03-24,3.67,0.06,61.166666666666664
1982-03-25,3.71,0.06,61.833333333333336
1982-03-26,3.67,0.06,61.166666666666664
1982-03-29,3.73,0.06,62.16666666666667
1982-03-30,3.73,0.06,62.16666666666667
1982-03-31,3.75,0.06,62.5
1982-04-01,3.79,0.06,63.16666666666667
1982-04-02,3.92,0.06,65.33333333333333
1982-04-05,3.9,0.06,65.0
1982-04-06,3.85,0.06,64.16666666666667
1982-04-07,3.9,0.06,65.0
1982-04-08,4.0,0.06,66.66666666666667
1982-04-12,4.06,0.06,67.66666666666666
1982-04-13,4.1,0.06,68.33333333333333
1982-04-14,3.96,0.06,66.0
1982-04-15,4.08,0.06,68.0
1982-04-16,4.06,0.06,67.66666666666666
1982-04-19,4.04,0.06,67.33333333333334
1982-04-20,3.85,0.06,64.16666666666667
1982-04-21,3.9,0.06,65.0
1982-04-22,4.0,0.06,66.66666666666667
1982-04-23,4.1,0.06,68.33333333333333
1982-04-26,4.06,0.06,67.66666666666666
1982-04-27,3.94,0.06,65.66666666666667
1982-04-28,4.1,0.06,68.33333333333333
1982-04-29,4.15,0.06,69.16666666666667
1982-04-30,4.17,0.06,69.5
1982-05-03,4.27,0.06,71.16666666666666
1982-05-04,4.27,0.06,71.16666666666666
1982-05-05,4.23,0.06,70.50000000000001
1982-05-06,4.21,0.06,70.16666666666667
1982-05-07,4.25,0.06,70.83333333333334
1982-05-10,4.25,0.06,70.83333333333334
1982-05-11,4.35,0.06,72.5
1982-05-12,4.25,0.06,70.83333333333334
1982-05-13,4.35,0.06,72.5
1982-05-14,4.5,0.06,75.0
1982-05-17,4.33,0.06,72.16666666666667
1982-05-18,4.17,0.06,69.5
1982-05-19,4.13,0.06,68.83333333333333
1982-05-20,4.04,0.06,67.33333333333334
1982-05-21,4.08,0.06,68.0
1982-05-24,4.1,0.06,68.33333333333333
1982-05-25,4.04,0.06,67.33333333333334
1982-05-26,3.85,0.06,64.16666666666667
1982-05-27,3.9,0.06,65.0
1982-05-28,3.92,0.06,65.33333333333333
1982-06-01,3.96,0.06,66.0
1982-06-02,4.0,0.06,66.66666666666667
1982-06-03,4.02,0.06,67.0
1982-06-04,3.77,0.06,62.833333333333336
1982-06-07,3.81,0.06,63.5
1982-06-08,3.83,0.06,63.833333333333336
1982-06-09,3.73,0.06,62.16666666666667
1982-06-10,3.81,0.06,63.5
1982-06-11,4.02,0.06,67.0
1982-06-14,3.96,0.06,66.0
1982-06-15,3.79,0.06,63.16666666666667
1982-06-16,3.85,0.06,64.16666666666667
1982-06-17,3.81,0.06,63.5
1982-06-18,3.73,0.06,62.16666666666667
1982-06-21,3.75,0.06,62.5
1982-06-22,3.96,0.06,66.0
1982-06-23,4.17,0.06,69.5
1982-06-24,3.9,0.06,65.0
1982-06-25,3.9,0.06,65.0
1982-06-28,4.0,0.06,66.66666666666667
1982-06-29,4.04,0.06,67.33333333333334
1982-06-30,4.04,0.06,67.33333333333334
1982-07-01,3.94,0.06,65.66666666666667
1982-07-02,3.9,0.06,65.0
1982-07-06,3.9,0.06,65.0
1982-07-07,3.92,0.06,65.33333333333333
1982-07-08,3.85,0.06,64.16666666666667
1982-07-09,3.92,0.06,65.33333333333333
1982-07-12,3.96,0.06,66.0
1982-07-13,4.21,0.06,70.16666666666667
1982-07-14,4.38,0.06,73.0
1982-07-15,4.29,0.06,71.5
1982-07-16,4.38,0.06,73.0
1982-07-19,4.33,0.06,72.16666666666667
1982-07-20,4.5,0.06,75.0
1982-07-21,4.46,0.06,74.33333333333333
1982-07-22,4.5,0.06,75.0
1982-07-23,4.52,0.06,75.33333333333333
1982-07-26,4.46,0.06,74.33333333333333
1982-07-27,4.42,0.06,73.66666666666667
1982-07-28,4.46,0.06,74.33333333333333
1982-07-29,4.54,0.06,75.66666666666667
1982-07-30,4.21,0.06,70.16666666666667
1982-08-02,4.27,0.06,71.16666666666666
1982-08-03,4.33,0.06,72.16666666666667
1982-08-04,4.19,0.06,69.83333333333334
1982-08-05,3.94,0.06,65.66666666666667
1982-08-06,3.88,0.06,64.66666666666667
1982-08-09,3.83,0.06,63.833333333333336
1982-08-10,3.73,0.06,62.16666666666667
1982-08-11,3.71,0.06,61.833333333333336
1982-08-12,3.54,0.06,59.0
1982-08-13,3.5,0.06,58.333333333333336
1982-08-16,3.52,0.06,58.66666666666667
1982-08-17,4.0,0.06,66.66666666666667
1982-08-18,3.77,0.06,62.833333333333336
1982-08-19,3.79,0.06,63.16666666666667
1982-08-20,4.0,0.06,66.66666666666667
1982-08-23,4.27,0.06,71.16666666666666
1982-08-24,4.38,0.06,73.0
1982-08-25,4.54,0.06,75.66666666666667
1982-08-26,4.83,0.06,80.5
1982-08-27,4.75,0.06,79.16666666666667
1982-08-30,5.08,0.06,84.66666666666667
1982-08-31,5.04,0.06,84.0
1982-09-01,4.79,0.06,79.83333333333334
1982-09-02,5.06,0.06,84.33333333333333
1982-09-03,5.19,0.06,86.50000000000001
1982-09-07,5.04,0.06,84.0
1982-09-08,5.06,0.06,84.33333333333333
1982-09-09,4.79,0.06,79.83333333333334
1982-09-10,4.88,0.06,81.33333333333333
1982-09-13,4.9,0.06,81.66666666666667
1982-09-14,5.04,0.06,84.0
1982-09-15,4.98,0.06,83.00000000000001
1982-09-16,4.9,0.06,81.66666666666667
1982-09-17,4.65,0.06,77.50000000000001
1982-09-20,4.65,0.06,77.50000000000001
1982-09-21,4.9,0.06,81.66666666666667
1982-09-22,4.92,0.06,82.0
1982-09-23,5.0,0.06,83.33333333333334
1982-09-24,4.75,0.06,79.16666666666667
1982-09-27,4.65,0.06,77.50000000000001
