date,UHS,UHS_EPS,PE Ratio
1981-10-01,0.84,0.05,16.799999999999997
1981-10-02,0.88,0.05,17.599999999999998
1981-10-05,0.95,0.05,18.999999999999996
1981-10-06,0.99,0.05,19.799999999999997
1981-10-07,0.99,0.05,19.799999999999997
1981-10-08,1.05,0.05,21.0
1981-10-09,1.06,0.05,21.2
1981-10-12,1.06,0.05,21.2
1981-10-13,1.06,0.05,21.2
1981-10-14,1.05,0.05,21.0
1981-10-15,1.05,0.05,21.0
1981-10-16,1.05,0.05,21.0
1981-10-19,1.05,0.05,21.0
1981-10-20,1.05,0.05,21.0
1981-10-21,1.13,0.05,22.599999999999998
1981-10-22,1.15,0.05,22.999999999999996
1981-10-23,1.14,0.05,22.799999999999997
1981-10-26,1.14,0.05,22.799999999999997
1981-10-27,1.2,0.05,23.999999999999996
1981-10-28,1.27,0.05,25.4
1981-10-29,1.27,0.05,25.4
1981-10-30,1.33,0.05,26.6
1981-11-02,1.36,0.05,27.2
1981-11-03,1.36,0.05,27.2
1981-11-04,1.35,0.05,27.0
1981-11-05,1.31,0.05,26.2
1981-11-06,1.3,0.05,26.0
1981-11-09,1.3,0.05,26.0
1981-11-10,1.27,0.05,25.4
1981-11-11,1.25,0.05,25.0
1981-11-12,1.25,0.05,25.0
1981-11-13,1.24,0.05,24.799999999999997
1981-11-16,1.23,0.05,24.599999999999998
1981-11-17,1.23,0.05,24.599999999999998
1981-11-18,1.24,0.05,24.799999999999997
1981-11-19,1.23,0.05,24.599999999999998
1981-11-20,1.23,0.05,24.599999999999998
1981-11-23,1.26,0.05,25.2
1981-11-24,1.27,0.05,25.4
1981-11-25,1.27,0.05,25.4
1981-11-27,1.26,0.05,25.2
1981-11-30,1.28,0.05,25.599999999999998
1981-12-01,1.38,0.05,27.599999999999998
1981-12-02,1.52,0.05,30.4
1981-12-03,1.53,0.05,30.599999999999998
1981-12-04,1.52,0.05,30.4
1981-12-07,1.48,0.05,29.599999999999998
1981-12-08,1.34,0.05,26.8
1981-12-09,1.34,0.05,26.8
1981-12-10,1.35,0.05,27.0
1981-12-11,1.35,0.05,27.0
1981-12-14,1.3,0.05,26.0
1981-12-15,1.23,0.05,24.599999999999998
1981-12-16,1.24,0.05,24.799999999999997
1981-12-17,1.31,0.05,26.2
1981-12-18,1.31,0.05,26.2
1981-12-21,1.31,0.05,26.2
1981-12-22,1.31,0.05,26.2
1981-12-23,1.28,0.05,25.599999999999998
1981-12-24,1.28,0.05,25.599999999999998
1981-12-28,1.27,0.05,25.4
1981-12-29,1.25,0.05,25.0
1981-12-30,1.24,0.05,24.799999999999997
1981-12-31,1.24,0.05,24.799999999999997
1982-01-04,1.25,0.05,25.0
1982-01-05,1.25,0.05,25.0
1982-01-06,1.25,0.05,25.0
1982-01-07,1.25,0.05,25.0
1982-01-08,1.24,0.05,24.799999999999997
1982-01-11,1.17,0.05,23.4
1982-01-12,1.13,0.05,22.599999999999998
1982-01-13,1.13,0.05,22.599999999999998
1982-01-14,1.13,0.05,22.599999999999998
1982-01-15,1.14,0.05,22.799999999999997
1982-01-18,1.14,0.05,22.799999999999997
1982-01-19,1.14,0.05,22.799999999999997
1982-01-20,1.14,0.05,22.799999999999997
1982-01-21,1.17,0.05,23.4
1982-01-22,1.17,0.05,23.4
1982-01-25,1.16,0.05,23.199999999999996
1982-01-26,1.16,0.05,23.199999999999996
1982-01-27,1.16,0.05,23.199999999999996
1982-01-28,1.16,0.05,23.199999999999996
1982-01-29,1.18,0.05,23.599999999999998
1982-02-01,1.18,0.05,23.599999999999998
1982-02-02,1.2,0.05,23.999999999999996
1982-02-03,1.2,0.05,23.999999999999996
1982-02-04,1.2,0.05,23.999999999999996
1982-02-05,1.21,0.05,24.2
1982-02-08,1.2,0.05,23.999999999999996
1982-02-09,1.16,0.05,23.199999999999996
1982-02-10,1.16,0.05,23.199999999999996
1982-02-11,1.16,0.05,23.199999999999996
1982-02-12,1.16,0.05,23.199999999999996
1982-02-16,1.16,0.05,23.199999999999996
1982-02-17,1.16,0.05,23.199999999999996
1982-02-18,1.14,0.05,22.799999999999997
1982-02-19,1.13,0.05,22.599999999999998
1982-02-22,1.14,0.05,22.799999999999997
1982-02-23,1.14,0.05,22.799999999999997
1982-02-24,1.16,0.05,23.199999999999996
1982-02-25,1.18,0.05,23.599999999999998
1982-02-26,1.18,0.05,23.599999999999998
1982-03-01,1.18,0.05,23.599999999999998
1982-03-02,1.2,0.05,23.999999999999996
1982-03-03,1.2,0.05,23.999999999999996
1982-03-04,1.2,0.05,23.999999999999996
1982-03-05,1.19,0.05,23.799999999999997
1982-03-08,1.18,0.05,23.599999999999998
1982-03-09,1.16,0.05,23.199999999999996
1982-03-10,1.17,0.05,23.4
1982-03-11,1.17,0.05,23.4
1982-03-12,1.17,0.05,23.4
1982-03-15,1.17,0.05,23.4
1982-03-16,1.17,0.05,23.4
1982-03-17,1.17,0.05,23.4
1982-03-18,1.17,0.05,23.4
1982-03-19,1.17,0.05,23.4
1982-03-22,1.18,0.05,23.599999999999998
1982-03-23,1.19,0.05,23.799999999999997
1982-03-24,1.19,0.05,23.799999999999997
1982-03-25,1.2,0.05,23.999999999999996
1982-03-26,1.2,0.05,23.999999999999996
1982-03-29,1.2,0.05,23.999999999999996
1982-03-30,1.2,0.05,23.999999999999996
1982-03-31,1.2,0.05,23.999999999999996
1982-04-01,1.2,0.05,23.999999999999996
1982-04-02,1.2,0.05,23.999999999999996
1982-04-05,1.2,0.05,23.999999999999996
1982-04-06,1.2,0.05,23.999999999999996
1982-04-07,1.22,0.05,24.4
1982-04-08,1.22,0.05,24.4
1982-04-12,1.22,0.05,24.4
1982-04-13,1.23,0.05,24.599999999999998
1982-04-14,1.23,0.05,24.599999999999998
1982-04-15,1.35,0.05,27.0
1982-04-16,1.4,0.05,27.999999999999996
1982-04-19,1.41,0.05,28.199999999999996
1982-04-20,1.41,0.05,28.199999999999996
1982-04-21,1.41,0.05,28.199999999999996
1982-04-22,1.44,0.05,28.799999999999997
1982-04-23,1.48,0.05,29.599999999999998
1982-04-26,1.51,0.05,30.2
1982-04-27,1.49,0.05,29.799999999999997
1982-04-28,1.49,0.05,29.799999999999997
1982-04-29,1.49,0.05,29.799999999999997
1982-04-30,1.49,0.05,29.799999999999997
1982-05-03,1.49,0.05,29.799999999999997
1982-05-04,1.49,0.05,29.799999999999997
1982-05-05,1.49,0.05,29.799999999999997
1982-05-06,1.49,0.05,29.799999999999997
1982-05-07,1.49,0.05,29.799999999999997
1982-05-10,1.5,0.05,30.0
1982-05-11,1.62,0.05,32.4
1982-05-12,1.59,0.05,31.8
1982-05-13,1.5,0.05,30.0
1982-05-14,1.5,0.05,30.0
1982-05-17,1.5,0.05,30.0
1982-05-18,1.48,0.05,29.599999999999998
1982-05-19,1.48,0.05,29.599999999999998
1982-05-20,1.48,0.05,29.599999999999998
1982-05-21,1.45,0.05,28.999999999999996
1982-05-24,1.41,0.05,28.199999999999996
1982-05-25,1.37,0.05,27.400000000000002
1982-05-26,1.34,0.05,26.8
1982-05-27,1.32,0.05,26.4
1982-05-28,1.32,0.05,26.4
1982-06-01,1.31,0.05,26.2
1982-06-02,1.3,0.05,26.0
1982-06-03,1.3,0.05,26.0
1982-06-04,1.3,0.05,26.0
1982-06-07,1.23,0.05,24.599999999999998
1982-06-08,1.19,0.05,23.799999999999997
1982-06-09,1.13,0.05,22.599999999999998
1982-06-10,1.13,0.05,22.599999999999998
1982-06-11,1.16,0.05,23.199999999999996
1982-06-14,1.16,0.05,23.199999999999996
1982-06-15,1.16,0.05,23.199999999999996
1982-06-16,1.16,0.05,23.199999999999996
1982-06-17,1.17,0.05,23.4
1982-06-18,1.17,0.05,23.4
1982-06-21,1.18,0.05,23.599999999999998
1982-06-22,1.19,0.05,23.799999999999997
1982-06-23,1.21,0.05,24.2
1982-06-24,1.22,0.05,24.4
1982-06-25,1.22,0.05,24.4
1982-06-28,1.22,0.05,24.4
1982-06-29,1.23,0.05,24.599999999999998
1982-06-30,1.23,0.05,24.599999999999998
1982-07-01,1.2,0.05,23.999999999999996
1982-07-02,1.2,0.05,23.999999999999996
1982-07-06,1.17,0.05,23.4
1982-07-07,1.17,0.05,23.4
1982-07-08,1.15,0.05,22.999999999999996
1982-07-09,1.15,0.05,22.999999999999996
1982-07-12,1.13,0.05,22.599999999999998
1982-07-13,1.13,0.05,22.599999999999998
1982-07-14,1.13,0.05,22.599999999999998
1982-07-15,1.13,0.05,22.599999999999998
1982-07-16,1.18,0.05,23.599999999999998
1982-07-19,1.19,0.05,23.799999999999997
1982-07-20,1.19,0.05,23.799999999999997
1982-07-21,1.19,0.05,23.799999999999997
1982-07-22,1.18,0.05,23.599999999999998
1982-07-23,1.19,0.05,23.799999999999997
1982-07-26,1.23,0.05,24.599999999999998
1982-07-27,1.24,0.05,24.799999999999997
1982-07-28,1.29,0.05,25.8
1982-07-29,1.26,0.05,25.2
1982-07-30,1.26,0.05,25.2
1982-08-02,1.25,0.05,25.0
1982-08-03,1.22,0.05,24.4
1982-08-04,1.17,0.05,23.4
1982-08-05,1.15,0.05,22.999999999999996
1982-08-06,1.09,0.05,21.8
1982-08-09,1.06,0.05,21.2
1982-08-10,1.07,0.05,21.4
1982-08-11,1.12,0.05,22.400000000000002
1982-08-12,1.2,0.05,23.999999999999996
1982-08-13,1.19,0.05,23.799999999999997
1982-08-16,1.2,0.05,23.999999999999996
1982-08-17,1.22,0.05,24.4
1982-08-18,1.23,0.05,24.599999999999998
1982-08-19,1.22,0.05,24.4
1982-08-20,1.22,0.05,24.4
1982-08-23,1.26,0.05,25.2
1982-08-24,1.31,0.05,26.2
1982-08-25,1.44,0.05,28.799999999999997
1982-08-26,1.45,0.05,28.999999999999996
1982-08-27,1.41,0.05,28.199999999999996
1982-08-30,1.46,0.05,29.2
1982-08-31,1.52,0.05,30.4
1982-09-01,1.51,0.05,30.2
1982-09-02,1.51,0.05,30.2
1982-09-03,1.52,0.05,30.4
1982-09-07,1.51,0.05,30.2
1982-09-08,1.47,0.05,29.4
1982-09-09,1.45,0.05,28.999999999999996
1982-09-10,1.45,0.05,28.999999999999996
1982-09-13,1.45,0.05,28.999999999999996
1982-09-14,1.54,0.05,30.8
1982-09-15,1.56,0.05,31.2
1982-09-16,1.59,0.05,31.8
1982-09-17,1.58,0.05,31.6
1982-09-20,1.58,0.05,31.6
1982-09-21,1.58,0.05,31.6
1982-09-22,1.58,0.05,31.6
1982-09-23,1.56,0.05,31.2
1982-09-24,1.56,0.05,31.2
1982-09-27,1.56,0.05,31.2
1982-09-28,1.56,0.05,31.2
1982-09-29,1.55,0.05,31.0
1982-09-30,1.54,0.05,30.8
1982-10-01,1.52,0.05,30.4
1982-10-04,1.52,0.05,30.4
1982-10-05,1.52,0.05,30.4
1982-10-06,1.55,0.05,31.0
1982-10-07,1.64,0.05,32.8
1982-10-08,1.7,0.05,34.0
1982-10-11,1.83,0.05,36.6
1982-10-12,1.77,0.05,35.4
1982-10-13,1.8,0.05,36.0
1982-10-14,1.83,0.05,36.6
1982-10-15,1.84,0.05,36.8
1982-10-18,1.97,0.05,39.4
1982-10-19,1.83,0.05,36.6
1982-10-20,1.91,0.05,38.199999999999996
1982-10-21,1.91,0.05,38.199999999999996
1982-10-22,1.88,0.05,37.599999999999994
1982-10-25,1.81,0.05,36.199999999999996
1982-10-26,1.7,0.05,34.0
1982-10-27,1.8,0.05,36.0
1982-10-28,1.8,0.05,36.0
1982-10-29,1.8,0.05,36.0
1982-11-01,1.8,0.05,36.0
1982-11-02,1.87,0.05,37.4
1982-11-03,2.03,0.05,40.599999999999994
1982-11-04,1.98,0.05,39.599999999999994
1982-11-05,2.03,0.05,40.599999999999994
1982-11-08,2.01,0.05,40.199999999999996
1982-11-09,2.03,0.05,40.599999999999994
1982-11-10,2.09,0.05,41.8
1982-11-11,2.18,0.05,43.6
1982-11-12,2.22,0.05,44.4
1982-11-15,2.03,0.05,40.599999999999994
1982-11-16,1.88,0.05,37.599999999999994
1982-11-17,1.94,0.05,38.8
1982-11-18,2.0,0.05,40.0
1982-11-19,1.98,0.05,39.599999999999994
1982-11-22,1.88,0.05,37.599999999999994
1982-11-23,1.86,0.05,37.2
1982-11-24,1.9,0.05,37.99999999999999
1982-11-26,1.92,0.05,38.4
1982-11-29,1.94,0.05,38.8
1982-11-30,1.98,0.05,39.599999999999994
1982-12-01,2.13,0.05,42.599999999999994
1982-12-02,2.13,0.05,42.599999999999994
1982-12-03,2.13,0.05,42.599999999999994
1982-12-06,2.13,0.05,42.599999999999994
1982-12-07,2.04,0.05,40.8
1982-12-08,1.92,0.05,38.4
1982-12-09,1.86,0.05,37.2
1982-12-10,1.94,0.05,38.8
1982-12-13,1.95,0.05,39.0
1982-12-14,1.98,0.05,39.599999999999994
1982-12-15,1.92,0.05,38.4
1982-12-16,1.97,0.05,39.4
1982-12-17,2.0,0.05,40.0
1982-12-20,2.02,0.05,40.4
1982-12-21,2.02,0.05,40.4
1982-12-22,2.06,0.05,41.199999999999996
1982-12-23,2.19,0.05,43.8
1982-12-27,2.19,0.05,43.8
1982-12-28,2.19,0.05,43.8
1982-12-29,2.19,0.05,43.8
1982-12-30,2.19,0.05,43.8
1982-12-31,2.2,0.05,44.0
1983-01-03,2.13,0.05,42.599999999999994
1983-01-04,2.14,0.05,42.8
1983-01-05,2.13,0.05,42.599999999999994
1983-01-06,2.16,0.05,43.2
1983-01-07,2.16,0.05,43.2
1983-01-10,2.14,0.05,42.8
1983-01-11,2.06,0.05,41.199999999999996
1983-01-12,2.06,0.05,41.199999999999996
1983-01-13,2.05,0.05,40.99999999999999
1983-01-14,2.05,0.05,40.99999999999999
1983-01-17,2.11,0.05,42.199999999999996
1983-01-18,2.14,0.05,42.8
1983-01-19,2.0,0.05,40.0
1983-01-20,2.03,0.05,40.599999999999994
1983-01-21,2.03,0.05,40.599999999999994
1983-01-24,2.03,0.05,40.599999999999994
1983-01-25,2.05,0.05,40.99999999999999
1983-01-26,2.08,0.05,41.6
1983-01-27,2.09,0.05,41.8
1983-01-28,2.2,0.05,44.0
1983-01-31,2.28,0.05,45.599999999999994
1983-02-01,2.34,0.05,46.8
1983-02-02,2.28,0.05,45.599999999999994
1983-02-03,2.39,0.05,47.8
1983-02-04,2.48,0.05,49.599999999999994
1983-02-07,2.55,0.05,50.99999999999999
1983-02-08,2.5,0.05,50.0
1983-02-09,2.48,0.05,49.599999999999994
1983-02-10,2.5,0.05,50.0
1983-02-11,2.56,0.05,51.199999999999996
1983-02-14,2.73,0.05,54.599999999999994
1983-02-15,2.72,0.05,54.4
1983-02-16,2.69,0.05,53.8
1983-02-17,2.67,0.05,53.4
1983-02-18,2.64,0.05,52.8
1983-02-22,2.55,0.05,50.99999999999999
1983-02-23,2.59,0.05,51.8
1983-02-24,2.61,0.05,52.199999999999996
1983-02-25,2.58,0.05,51.6
1983-02-28,2.52,0.05,50.4
1983-03-01,2.52,0.05,50.4
1983-03-02,2.52,0.05,50.4
1983-03-03,2.55,0.05,50.99999999999999
1983-03-04,2.55,0.05,50.99999999999999
1983-03-07,2.61,0.05,52.199999999999996
1983-03-08,2.59,0.05,51.8
1983-03-09,2.64,0.05,52.8
1983-03-10,2.67,0.05,53.4
1983-03-11,2.69,0.05,53.8
1983-03-14,2.7,0.05,54.0
1983-03-15,2.77,0.05,55.4
1983-03-16,2.75,0.05,55.0
1983-03-17,2.73,0.05,54.599999999999994
1983-03-18,2.73,0.05,54.599999999999994
1983-03-21,2.67,0.05,53.4
1983-03-22,2.72,0.05,54.4
1983-03-23,2.72,0.05,54.4
1983-03-24,2.72,0.05,54.4
1983-03-25,2.78,0.05,55.599999999999994
1983-03-28,2.8,0.05,55.99999999999999
1983-03-29,2.77,0.05,55.4
1983-03-30,2.75,0.05,55.0
1983-03-31,2.67,0.05,53.4
1983-04-04,2.61,0.05,52.199999999999996
1983-04-05,2.59,0.05,51.8
1983-04-06,2.69,0.05,53.8
1983-04-07,2.81,0.05,56.199999999999996
1983-04-08,2.84,0.05,56.8
1983-04-11,2.81,0.05,56.199999999999996
1983-04-12,2.86,0.05,57.199999999999996
1983-04-13,2.89,0.05,57.8
1983-04-14,2.9,0.05,57.99999999999999
1983-04-15,3.23,0.05,64.6
1983-04-18,3.27,0.05,65.39999999999999
1983-04-19,3.2,0.05,64.0
1983-04-20,3.17,0.05,63.4
1983-04-21,3.19,0.05,63.8
1983-04-22,3.22,0.05,64.4
1983-04-25,3.16,0.05,63.2
1983-04-26,3.19,0.05,63.8
1983-04-27,3.16,0.05,63.2
1983-04-28,3.19,0.05,63.8
1983-04-29,3.19,0.05,63.8
1983-05-02,3.11,0.05,62.199999999999996
1983-05-03,3.13,0.05,62.599999999999994
1983-05-04,3.14,0.05,62.8
1983-05-05,3.11,0.05,62.199999999999996
1983-05-06,3.11,0.05,62.199999999999996
1983-05-09,3.11,0.05,62.199999999999996
1983-05-10,3.11,0.05,62.199999999999996
1983-05-11,3.13,0.05,62.599999999999994
1983-05-12,3.09,0.05,61.8
1983-05-13,3.06,0.05,61.199999999999996
1983-05-16,3.05,0.05,60.99999999999999
1983-05-17,3.03,0.05,60.599999999999994
1983-05-18,3.03,0.05,60.599999999999994
1983-05-19,3.03,0.05,60.599999999999994
1983-05-20,3.02,0.05,60.4
1983-05-23,2.98,0.05,59.599999999999994
1983-05-24,3.0,0.05,60.0
1983-05-25,3.03,0.05,60.599999999999994
1983-05-26,3.05,0.05,60.99999999999999
1983-05-27,3.05,0.05,60.99999999999999
1983-05-31,3.14,0.05,62.8
1983-06-01,3.11,0.05,62.199999999999996
1983-06-02,3.14,0.05,62.8
1983-06-03,3.22,0.05,64.4
1983-06-06,3.28,0.05,65.6
1983-06-07,3.34,0.05,66.8
1983-06-08,3.39,0.05,67.8
1983-06-09,3.41,0.05,68.2
1983-06-10,3.41,0.05,68.2
1983-06-13,3.4,0.05,68.0
1983-06-14,3.41,0.05,68.2
1983-06-15,3.44,0.05,68.8
1983-06-16,3.64,0.05,72.8
1983-06-17,3.64,0.05,72.8
1983-06-20,3.61,0.05,72.19999999999999
1983-06-21,3.58,0.05,71.6
1983-06-22,3.58,0.05,71.6
1983-06-23,3.58,0.05,71.6
1983-06-24,3.53,0.05,70.6
1983-06-27,3.44,0.05,68.8
1983-06-28,3.41,0.05,68.2
1983-06-29,3.38,0.05,67.6
1983-06-30,3.41,0.05,68.2
1983-07-01,3.44,0.05,68.8
1983-07-05,3.47,0.05,69.4
1983-07-06,3.5,0.05,70.0
1983-07-07,3.5,0.05,70.0
1983-07-08,3.5,0.05,70.0
1983-07-11,3.5,0.05,70.0
1983-07-12,3.44,0.05,68.8
1983-07-13,3.38,0.05,67.6
1983-07-14,3.38,0.05,67.6
1983-07-15,3.41,0.05,68.2
1983-07-18,3.31,0.05,66.2
1983-07-19,3.16,0.05,63.2
1983-07-20,3.31,0.05,66.2
1983-07-21,3.38,0.05,67.6
1983-07-22,3.41,0.05,68.2
1983-07-25,3.34,0.05,66.8
1983-07-26,3.22,0.05,64.4
1983-07-27,3.09,0.05,61.8
1983-07-28,3.13,0.05,62.599999999999994
1983-07-29,3.03,0.05,60.599999999999994
1983-08-01,3.0,0.05,60.0
1983-08-02,3.03,0.05,60.599999999999994
1983-08-03,2.22,0.05,44.4
1983-08-04,2.34,0.05,46.8
1983-08-05,2.25,0.05,45.0
1983-08-08,2.16,0.05,43.2
1983-08-09,2.22,0.05,44.4
1983-08-10,2.31,0.05,46.199999999999996
1983-08-11,2.34,0.05,46.8
1983-08-12,2.44,0.05,48.8
1983-08-15,2.47,0.05,49.4
1983-08-16,2.41,0.05,48.2
1983-08-17,2.41,0.05,48.2
1983-08-18,2.34,0.05,46.8
1983-08-19,2.38,0.05,47.599999999999994
1983-08-22,2.31,0.05,46.199999999999996
1983-08-23,2.19,0.05,43.8
1983-08-24,2.09,0.05,41.8
1983-08-25,2.0,0.05,40.0
1983-08-26,2.03,0.05,40.599999999999994
1983-08-29,1.88,0.05,37.599999999999994
1983-08-30,2.02,0.05,40.4
1983-08-31,1.97,0.05,39.4
1983-09-01,2.02,0.05,40.4
1983-09-02,2.0,0.05,40.0
1983-09-06,2.03,0.05,40.599999999999994
1983-09-07,2.0,0.05,40.0
1983-09-08,2.16,0.05,43.2
1983-09-09,2.19,0.05,43.8
1983-09-12,2.22,0.05,44.4
1983-09-13,2.34,0.05,46.8
1983-09-14,2.22,0.05,44.4
1983-09-15,2.22,0.05,44.4
1983-09-16,2.28,0.05,45.599999999999994
1983-09-19,2.25,0.05,45.0
1983-09-20,2.19,0.05,43.8
1983-09-21,2.19,0.05,43.8
1983-09-22,2.16,0.05,43.2
1983-09-23,2.25,0.05,45.0
1983-09-26,2.19,0.05,43.8
1983-09-27,2.16,0.05,43.2
1983-09-28,2.16,0.05,43.2
1983-09-29,2.09,0.05,41.8
1983-09-30,1.94,0.05,38.8
1983-10-03,1.78,0.05,35.6
1983-10-04,1.75,0.05,35.0
1983-10-05,1.72,0.05,34.4
1983-10-06,1.66,0.05,33.199999999999996
1983-10-07,1.72,0.05,34.4
1983-10-10,1.88,0.05,37.599999999999994
1983-10-11,1.89,0.05,37.8
1983-10-12,1.88,0.05,37.599999999999994
1983-10-13,1.81,0.05,36.199999999999996
1983-10-14,1.75,0.05,35.0
1983-10-17,1.69,0.05,33.8
1983-10-18,1.5,0.05,30.0
1983-10-19,1.56,0.05,31.2
1983-10-20,1.56,0.05,31.2
1983-10-21,1.56,0.05,31.2
1983-10-24,1.53,0.05,30.599999999999998
1983-10-25,1.59,0.05,31.8
1983-10-26,1.66,0.05,33.199999999999996
1983-10-27,1.69,0.05,33.8
1983-10-28,1.63,0.05,32.599999999999994
1983-10-31,1.61,0.05,32.2
1983-11-01,1.56,0.05,31.2
1983-11-02,1.53,0.05,30.599999999999998
1983-11-03,1.53,0.05,30.599999999999998
1983-11-04,1.53,0.05,30.599999999999998
1983-11-07,1.47,0.05,29.4
1983-11-08,1.44,0.05,28.799999999999997
1983-11-09,1.5,0.05,30.0
1983-11-10,1.56,0.05,31.2
1983-11-11,1.69,0.05,33.8
1983-11-14,1.66,0.05,33.199999999999996
1983-11-15,1.66,0.05,33.199999999999996
1983-11-16,1.69,0.05,33.8
1983-11-17,1.66,0.05,33.199999999999996
1983-11-18,1.72,0.05,34.4
1983-11-21,1.72,0.05,34.4
1983-11-22,1.63,0.05,32.599999999999994
1983-11-23,1.63,0.05,32.599999999999994
1983-11-25,1.63,0.05,32.599999999999994
1983-11-28,1.59,0.05,31.8
1983-11-29,1.59,0.05,31.8
1983-11-30,1.63,0.05,32.599999999999994
1983-12-01,1.63,0.05,32.599999999999994
1983-12-02,1.66,0.05,33.199999999999996
1983-12-05,1.63,0.05,32.599999999999994
1983-12-06,1.63,0.05,32.599999999999994
1983-12-07,1.63,0.05,32.599999999999994
1983-12-08,1.63,0.05,32.599999999999994
1983-12-09,1.63,0.05,32.599999999999994
1983-12-12,1.56,0.05,31.2
1983-12-13,1.44,0.05,28.799999999999997
1983-12-14,1.47,0.05,29.4
1983-12-15,1.5,0.05,30.0
1983-12-16,1.47,0.05,29.4
1983-12-19,1.41,0.05,28.199999999999996
1983-12-20,1.41,0.05,28.199999999999996
1983-12-21,1.41,0.05,28.199999999999996
1983-12-22,1.44,0.05,28.799999999999997
1983-12-23,1.41,0.05,28.199999999999996
1983-12-27,1.38,0.05,27.599999999999998
1983-12-28,1.38,0.05,27.599999999999998
1983-12-29,1.34,0.05,26.8
1983-12-30,1.44,0.05,28.799999999999997
1984-01-03,1.44,0.05,28.799999999999997
1984-01-04,1.5,0.05,30.0
1984-01-05,1.59,0.05,31.8
1984-01-06,1.63,0.05,32.599999999999994
1984-01-09,1.66,0.05,33.199999999999996
1984-01-10,1.63,0.05,32.599999999999994
1984-01-11,1.59,0.05,31.8
1984-01-12,1.59,0.05,31.8
1984-01-13,1.56,0.05,31.2
1984-01-16,1.53,0.05,30.599999999999998
1984-01-17,1.56,0.05,31.2
1984-01-18,1.56,0.05,31.2
1984-01-19,1.56,0.05,31.2
1984-01-20,1.59,0.05,31.8
1984-01-23,1.56,0.05,31.2
1984-01-24,1.47,0.05,29.4
1984-01-25,1.47,0.05,29.4
1984-01-26,1.41,0.05,28.199999999999996
1984-01-27,1.41,0.05,28.199999999999996
1984-01-30,1.41,0.05,28.199999999999996
1984-01-31,1.34,0.05,26.8
1984-02-01,1.34,0.05,26.8
1984-02-02,1.31,0.05,26.2
1984-02-03,1.38,0.05,27.599999999999998
1984-02-06,1.34,0.05,26.8
1984-02-07,1.31,0.05,26.2
1984-02-08,1.28,0.05,25.599999999999998
1984-02-09,1.31,0.05,26.2
1984-02-10,1.31,0.05,26.2
1984-02-13,1.28,0.05,25.599999999999998
1984-02-14,1.28,0.05,25.599999999999998
1984-02-15,1.34,0.05,26.8
1984-02-16,1.31,0.05,26.2
1984-02-17,1.34,0.05,26.8
1984-02-21,1.28,0.05,25.599999999999998
1984-02-22,1.25,0.05,25.0
1984-02-23,1.28,0.05,25.599999999999998
1984-02-24,1.31,0.05,26.2
1984-02-27,1.31,0.05,26.2
1984-02-28,1.33,0.05,26.6
1984-02-29,1.31,0.05,26.2
1984-03-01,1.28,0.05,25.599999999999998
