date,NOV,NOV_EPS,PE Ratio
1997-06-11,11.3,0.09,125.55555555555557
1997-06-12,11.27,0.09,125.22222222222223
1997-06-13,11.3,0.09,125.55555555555557
1997-06-16,11.86,0.09,131.77777777777777
1997-06-17,12.4,0.09,137.7777777777778
1997-06-18,12.31,0.09,136.7777777777778
1997-06-19,12.06,0.09,134.0
1997-06-20,12.0,0.09,133.33333333333334
1997-06-23,11.86,0.09,131.77777777777777
1997-06-24,11.86,0.09,131.77777777777777
1997-06-25,11.89,0.09,132.11111111111111
1997-06-26,12.06,0.09,134.0
1997-06-27,12.57,0.09,139.66666666666669
1997-06-30,12.96,0.09,144.00000000000003
1997-07-01,12.89,0.09,143.22222222222223
1997-07-02,12.86,0.09,142.88888888888889
1997-07-03,12.71,0.09,141.22222222222223
1997-07-07,12.54,0.09,139.33333333333334
1997-07-08,12.51,0.09,139.0
1997-07-09,12.14,0.09,134.8888888888889
1997-07-10,12.09,0.09,134.33333333333334
1997-07-11,11.95,0.09,132.77777777777777
1997-07-14,11.38,0.09,126.44444444444446
1997-07-15,11.48,0.09,127.55555555555557
1997-07-16,11.47,0.09,127.44444444444446
1997-07-17,12.29,0.09,136.55555555555554
1997-07-18,12.44,0.09,138.22222222222223
1997-07-21,12.37,0.09,137.44444444444443
1997-07-22,12.51,0.09,139.0
1997-07-23,12.64,0.09,140.44444444444446
1997-07-24,13.37,0.09,148.55555555555554
1997-07-25,13.91,0.09,154.55555555555557
1997-07-28,13.77,0.09,153.0
1997-07-29,13.81,0.09,153.44444444444446
1997-07-30,14.02,0.09,155.77777777777777
1997-07-31,13.99,0.09,155.44444444444446
1997-08-01,13.77,0.09,153.0
1997-08-04,13.61,0.09,151.22222222222223
1997-08-05,13.51,0.09,150.11111111111111
1997-08-06,13.53,0.09,150.33333333333334
1997-08-07,13.58,0.09,150.88888888888889
1997-08-08,13.4,0.09,148.88888888888889
1997-08-11,13.29,0.09,147.66666666666666
1997-08-12,13.58,0.09,150.88888888888889
1997-08-13,13.79,0.09,153.22222222222223
1997-08-14,13.77,0.08,172.125
1997-08-15,13.82,0.08,172.75
1997-08-18,13.75,0.08,171.875
1997-08-19,14.09,0.08,176.125
1997-08-20,14.06,0.08,175.75
1997-08-21,13.69,0.08,171.125
1997-08-22,13.4,0.08,167.5
1997-08-25,12.86,0.08,160.75
1997-08-26,12.79,0.08,159.875
1997-08-27,13.13,0.08,164.125
1997-08-28,13.95,0.08,174.375
1997-08-29,13.88,0.08,173.5
1997-09-02,14.31,0.08,178.875
1997-09-03,14.57,0.08,182.125
1997-09-04,14.54,0.08,181.74999999999997
1997-09-05,14.64,0.08,183.0
1997-09-08,14.3,0.08,178.75
1997-09-09,13.67,0.08,170.875
1997-09-10,13.67,0.08,170.875
1997-09-11,13.53,0.08,169.125
1997-09-12,13.92,0.08,174.0
1997-09-15,13.61,0.08,170.125
1997-09-16,14.55,0.08,181.875
1997-09-17,14.99,0.08,187.375
1997-09-18,15.1,0.08,188.75
1997-09-19,15.13,0.08,189.125
1997-09-22,15.55,0.08,194.375
1997-09-23,15.19,0.08,189.875
1997-09-24,14.75,0.08,184.375
1997-09-25,14.86,0.08,185.75
1997-09-26,15.54,0.08,194.24999999999997
1997-09-29,16.01,0.08,200.12500000000003
1997-09-30,16.86,0.08,210.75
1997-10-01,17.44,0.08,218.0
1997-10-02,17.72,0.08,221.49999999999997
1997-10-03,17.75,0.08,221.875
1997-10-06,18.16,0.08,227.0
1997-10-07,18.23,0.08,227.875
1997-10-08,18.05,0.08,225.625
1997-10-09,18.27,0.08,228.375
1997-10-10,18.99,0.08,237.37499999999997
1997-10-13,18.63,0.08,232.87499999999997
1997-10-14,17.87,0.08,223.375
1997-10-15,16.88,0.08,210.99999999999997
1997-10-16,16.51,0.08,206.37500000000003
1997-10-17,16.34,0.08,204.25
1997-10-20,17.51,0.08,218.87500000000003
1997-10-21,18.08,0.08,225.99999999999997
1997-10-22,17.81,0.08,222.62499999999997
1997-10-23,17.51,0.08,218.87500000000003
1997-10-24,17.72,0.08,221.49999999999997
1997-10-27,16.46,0.08,205.75
1997-10-28,17.53,0.08,219.125
1997-10-29,17.15,0.08,214.37499999999997
1997-10-30,17.09,0.08,213.625
1997-10-31,17.26,0.08,215.75000000000003
1997-11-03,17.53,0.08,219.125
1997-11-04,18.19,0.08,227.375
1997-11-05,19.11,0.08,238.875
1997-11-06,19.13,0.08,239.12499999999997
1997-11-07,18.77,0.15,125.13333333333334
1997-11-10,18.81,0.15,125.39999999999999
1997-11-11,18.22,0.15,121.46666666666667
1997-11-12,17.25,0.15,115.0
1997-11-13,16.41,0.15,109.4
1997-11-14,16.34,0.15,108.93333333333334
1997-11-17,16.77,0.15,111.8
1997-11-18,15.5,0.15,103.33333333333334
1997-11-19,13.53,0.15,90.2
1997-11-20,14.6,0.15,97.33333333333333
1997-11-21,14.4,0.15,96.0
1997-11-24,13.47,0.15,89.80000000000001
1997-11-25,13.69,0.15,91.26666666666667
1997-11-26,14.23,0.15,94.86666666666667
1997-11-28,14.29,0.15,95.26666666666667
1997-12-01,14.2,0.15,94.66666666666667
1997-12-02,14.51,0.15,96.73333333333333
1997-12-03,16.06,0.15,107.06666666666666
1997-12-04,15.75,0.15,105.0
1997-12-05,15.95,0.15,106.33333333333333
1997-12-08,16.17,0.15,107.80000000000001
1997-12-09,15.64,0.15,104.26666666666668
1997-12-10,15.53,0.15,103.53333333333333
1997-12-11,14.26,0.15,95.06666666666666
1997-12-12,13.89,0.15,92.60000000000001
1997-12-15,13.3,0.15,88.66666666666667
1997-12-16,14.68,0.15,97.86666666666667
1997-12-17,14.88,0.15,99.2
1997-12-18,14.2,0.15,94.66666666666667
1997-12-19,14.46,0.15,96.4
1997-12-22,13.98,0.15,93.2
1997-12-23,13.44,0.15,89.6
1997-12-24,13.53,0.15,90.2
1997-12-26,13.61,0.15,90.73333333333333
1997-12-29,14.03,0.15,93.53333333333333
1997-12-30,15.02,0.15,100.13333333333334
1997-12-31,15.41,0.15,102.73333333333333
1998-01-02,15.22,0.15,101.46666666666667
1998-01-05,14.88,0.15,99.2
1998-01-06,13.64,0.15,90.93333333333334
1998-01-07,14.85,0.15,99.0
1998-01-08,13.98,0.15,93.2
1998-01-09,13.47,0.15,89.80000000000001
1998-01-12,12.34,0.15,82.26666666666667
1998-01-13,12.17,0.15,81.13333333333334
1998-01-14,12.17,0.15,81.13333333333334
1998-01-15,12.03,0.15,80.2
1998-01-16,12.62,0.15,84.13333333333333
1998-01-20,13.27,0.15,88.46666666666667
1998-01-21,13.07,0.15,87.13333333333334
1998-01-22,11.19,0.15,74.6
1998-01-23,10.76,0.15,71.73333333333333
1998-01-26,11.27,0.15,75.13333333333334
1998-01-27,11.61,0.15,77.4
1998-01-28,11.69,0.15,77.93333333333334
1998-01-29,12.54,0.15,83.6
1998-01-30,11.95,0.15,79.66666666666667
1998-02-02,12.26,0.15,81.73333333333333
1998-02-03,12.71,0.15,84.73333333333335
1998-02-04,13.38,0.15,89.2
1998-02-05,14.15,0.15,94.33333333333334
1998-02-06,14.43,0.15,96.2
1998-02-09,14.15,0.15,94.33333333333334
1998-02-10,13.64,0.15,90.93333333333334
1998-02-11,13.3,0.15,88.66666666666667
1998-02-12,12.79,0.15,85.26666666666667
1998-02-13,13.27,0.15,88.46666666666667
1998-02-17,12.51,0.15,83.4
1998-02-18,12.74,0.15,84.93333333333334
1998-02-19,12.99,0.15,86.60000000000001
1998-02-20,12.79,0.15,85.26666666666667
1998-02-23,11.81,0.15,78.73333333333333
1998-02-24,11.86,0.15,79.06666666666666
1998-02-25,11.83,0.15,78.86666666666667
1998-02-26,12.17,0.15,81.13333333333334
1998-02-27,12.62,0.15,84.13333333333333
1998-03-02,12.91,0.15,86.06666666666668
1998-03-03,14.0,0.15,93.33333333333334
1998-03-04,14.17,0.15,94.46666666666667
1998-03-05,14.12,0.15,94.13333333333333
1998-03-06,13.72,0.15,91.46666666666667
1998-03-09,12.99,0.15,86.60000000000001
1998-03-10,13.24,0.15,88.26666666666667
1998-03-11,13.69,0.15,91.26666666666667
1998-03-12,13.64,0.15,90.93333333333334
1998-03-13,13.22,0.15,88.13333333333334
1998-03-16,13.02,0.15,86.8
1998-03-17,12.17,0.15,81.13333333333334
1998-03-18,12.37,0.15,82.46666666666667
1998-03-19,12.37,0.15,82.46666666666667
1998-03-20,13.1,0.15,87.33333333333333
1998-03-23,14.26,0.15,95.06666666666666
1998-03-24,14.15,0.15,94.33333333333334
1998-03-25,14.2,0.15,94.66666666666667
1998-03-26,15.33,0.15,102.2
1998-03-27,15.13,0.15,100.86666666666667
1998-03-30,14.79,0.15,98.6
1998-03-31,14.85,0.15,99.0
1998-04-01,15.5,0.15,103.33333333333334
1998-04-02,15.47,0.15,103.13333333333334
1998-04-03,15.3,0.15,102.00000000000001
1998-04-06,15.13,0.15,100.86666666666667
1998-04-07,15.13,0.15,100.86666666666667
1998-04-08,15.33,0.15,102.2
1998-04-09,15.78,0.15,105.2
1998-04-13,15.98,0.15,106.53333333333335
1998-04-14,16.65,0.15,111.0
1998-04-15,17.56,0.15,117.06666666666666
1998-04-16,17.08,0.15,113.86666666666666
1998-04-17,17.7,0.15,118.0
1998-04-20,17.67,0.15,117.80000000000001
1998-04-21,17.87,0.15,119.13333333333334
1998-04-22,17.67,0.15,117.80000000000001
1998-04-23,17.39,0.15,115.93333333333334
1998-04-24,16.82,0.15,112.13333333333334
1998-04-27,16.23,0.15,108.2
1998-04-28,16.79,0.15,111.93333333333334
1998-04-29,17.19,0.15,114.60000000000001
1998-04-30,17.1,0.15,114.00000000000001
1998-05-01,17.64,0.15,117.60000000000001
1998-05-04,16.99,0.15,113.26666666666667
1998-05-05,17.58,0.15,117.19999999999999
1998-05-06,17.41,0.15,116.06666666666668
1998-05-07,16.94,0.15,112.93333333333335
1998-05-08,17.7,0.15,118.0
1998-05-11,17.36,0.15,115.73333333333333
1998-05-12,17.72,0.19,93.26315789473684
1998-05-13,17.78,0.19,93.57894736842105
1998-05-14,17.61,0.19,92.68421052631578
1998-05-15,17.92,0.19,94.31578947368422
1998-05-18,16.79,0.19,88.36842105263158
1998-05-19,16.03,0.19,84.36842105263159
1998-05-20,15.22,0.19,80.10526315789474
1998-05-21,15.27,0.19,80.36842105263158
1998-05-22,15.55,0.19,81.8421052631579
1998-05-26,15.22,0.19,80.10526315789474
1998-05-27,15.16,0.19,79.78947368421052
1998-05-28,15.84,0.19,83.36842105263158
1998-05-29,15.75,0.19,82.89473684210526
1998-06-01,15.67,0.19,82.47368421052632
1998-06-02,15.75,0.19,82.89473684210526
1998-06-03,15.67,0.19,82.47368421052632
1998-06-04,16.2,0.19,85.26315789473684
1998-06-05,16.48,0.19,86.73684210526316
1998-06-08,15.72,0.19,82.73684210526316
1998-06-09,15.64,0.19,82.31578947368422
1998-06-10,14.77,0.19,77.73684210526315
1998-06-11,13.53,0.19,71.21052631578947
1998-06-12,14.06,0.19,74.0
1998-06-15,12.96,0.19,68.21052631578948
1998-06-16,12.31,0.19,64.78947368421053
1998-06-17,12.57,0.19,66.15789473684211
1998-06-18,11.92,0.19,62.73684210526316
1998-06-19,11.69,0.19,61.52631578947368
1998-06-22,12.4,0.19,65.26315789473685
1998-06-23,13.1,0.19,68.94736842105263
1998-06-24,12.74,0.19,67.05263157894737
1998-06-25,12.17,0.19,64.05263157894737
1998-06-26,11.72,0.19,61.684210526315795
1998-06-29,12.17,0.19,64.05263157894737
1998-06-30,12.09,0.19,63.63157894736842
1998-07-01,12.74,0.19,67.05263157894737
1998-07-02,13.13,0.19,69.10526315789474
1998-07-06,12.68,0.19,66.73684210526315
1998-07-07,11.92,0.19,62.73684210526316
1998-07-08,12.26,0.19,64.52631578947368
1998-07-09,11.72,0.19,61.684210526315795
1998-07-10,11.83,0.19,62.26315789473684
1998-07-13,11.24,0.19,59.1578947368421
1998-07-14,11.61,0.19,61.10526315789473
1998-07-15,11.95,0.19,62.89473684210526
1998-07-16,11.55,0.19,60.78947368421053
1998-07-17,11.69,0.19,61.52631578947368
1998-07-20,11.16,0.19,58.73684210526316
1998-07-21,11.1,0.19,58.421052631578945
1998-07-22,10.99,0.19,57.8421052631579
1998-07-23,10.34,0.19,54.421052631578945
1998-07-24,9.92,0.19,52.21052631578947
1998-07-27,10.23,0.19,53.8421052631579
1998-07-28,10.17,0.19,53.526315789473685
1998-07-29,9.55,0.19,50.26315789473684
1998-07-30,9.98,0.19,52.526315789473685
1998-07-31,9.5,0.19,50.0
1998-08-03,9.33,0.19,49.10526315789474
1998-08-04,8.96,0.19,47.15789473684211
1998-08-05,8.14,0.19,42.8421052631579
1998-08-06,8.09,0.19,42.578947368421055
1998-08-07,9.27,0.19,48.78947368421052
1998-08-10,8.37,0.19,44.05263157894736
1998-08-11,7.78,0.19,40.94736842105263
1998-08-12,7.44,0.19,39.15789473684211
1998-08-13,6.71,0.19,35.31578947368421
1998-08-14,6.37,0.21,30.333333333333336
1998-08-17,5.8,0.21,27.61904761904762
1998-08-18,5.24,0.21,24.952380952380953
1998-08-19,5.44,0.21,25.90476190476191
1998-08-20,5.55,0.21,26.428571428571427
1998-08-21,5.33,0.21,25.380952380952383
1998-08-24,4.96,0.21,23.61904761904762
1998-08-25,4.4,0.21,20.952380952380956
1998-08-26,4.34,0.21,20.666666666666668
1998-08-27,4.06,0.21,19.333333333333332
1998-08-28,3.92,0.21,18.666666666666668
1998-08-31,3.49,0.21,16.61904761904762
1998-09-01,3.89,0.21,18.523809523809526
1998-09-02,4.09,0.21,19.476190476190474
1998-09-03,4.23,0.21,20.142857142857146
1998-09-04,4.68,0.21,22.285714285714285
1998-09-08,4.54,0.21,21.61904761904762
1998-09-09,4.62,0.21,22.0
1998-09-10,5.24,0.21,24.952380952380953
1998-09-11,5.33,0.21,25.380952380952383
1998-09-14,5.52,0.21,26.285714285714285
1998-09-15,5.64,0.21,26.857142857142858
1998-09-16,5.86,0.21,27.90476190476191
1998-09-17,5.64,0.21,26.857142857142858
1998-09-18,5.64,0.21,26.857142857142858
1998-09-21,5.38,0.21,25.61904761904762
1998-09-22,5.13,0.21,24.42857142857143
1998-09-23,5.52,0.21,26.285714285714285
1998-09-24,5.35,0.21,25.476190476190474
1998-09-25,4.99,0.21,23.761904761904763
1998-09-28,5.07,0.21,24.142857142857146
1998-09-29,5.66,0.21,26.952380952380953
1998-09-30,5.58,0.21,26.571428571428573
1998-10-01,5.47,0.21,26.047619047619047
1998-10-02,5.41,0.21,25.761904761904763
1998-10-05,5.1,0.21,24.285714285714285
1998-10-06,5.13,0.21,24.42857142857143
1998-10-07,4.87,0.21,23.190476190476193
1998-10-08,4.31,0.21,20.523809523809522
1998-10-09,4.56,0.21,21.71428571428571
1998-10-12,4.59,0.21,21.857142857142858
1998-10-13,4.34,0.21,20.666666666666668
1998-10-14,4.34,0.21,20.666666666666668
1998-10-15,4.4,0.21,20.952380952380956
1998-10-16,4.73,0.21,22.523809523809526
1998-10-19,4.76,0.21,22.666666666666668
1998-10-20,5.02,0.21,23.904761904761905
1998-10-21,6.14,0.21,29.238095238095237
1998-10-22,6.88,0.21,32.76190476190476
1998-10-23,6.76,0.21,32.19047619047619
1998-10-26,7.44,0.21,35.42857142857143
1998-10-27,6.99,0.21,33.285714285714285
1998-10-28,7.07,0.21,33.66666666666667
1998-10-29,7.04,0.21,33.523809523809526
1998-10-30,7.16,0.21,34.095238095238095
1998-11-02,7.97,0.21,37.952380952380956
1998-11-03,7.66,0.21,36.47619047619048
1998-11-04,7.92,0.21,37.714285714285715
1998-11-05,7.66,0.21,36.47619047619048
1998-11-06,7.83,0.21,37.285714285714285
1998-11-09,7.19,0.21,34.23809523809524
1998-11-10,6.42,0.21,30.571428571428573
1998-11-11,6.2,0.21,29.523809523809526
1998-11-12,6.42,0.21,30.571428571428573
1998-11-13,6.26,0.21,29.80952380952381
1998-11-16,5.75,0.17,33.8235294117647
1998-11-17,5.86,0.17,34.470588235294116
1998-11-18,5.44,0.17,32.0
1998-11-19,5.49,0.17,32.29411764705882
1998-11-20,5.58,0.17,32.8235294117647
1998-11-23,5.35,0.17,31.470588235294112
1998-11-24,4.93,0.17,28.999999999999996
1998-11-25,5.13,0.17,30.17647058823529
1998-11-27,4.93,0.17,28.999999999999996
1998-11-30,4.45,0.17,26.176470588235293
1998-12-01,4.34,0.17,25.52941176470588
1998-12-02,3.97,0.17,23.352941176470587
1998-12-03,4.0,0.17,23.52941176470588
1998-12-04,4.31,0.17,25.352941176470583
1998-12-07,4.76,0.17,27.999999999999996
1998-12-08,4.73,0.17,27.823529411764707
1998-12-09,4.73,0.17,27.823529411764707
1998-12-10,4.62,0.17,27.176470588235293
1998-12-11,4.51,0.17,26.52941176470588
1998-12-14,4.87,0.17,28.64705882352941
1998-12-15,4.56,0.17,26.823529411764703
1998-12-16,4.9,0.17,28.823529411764707
1998-12-17,4.85,0.17,28.529411764705877
1998-12-18,4.62,0.17,27.176470588235293
1998-12-21,4.51,0.17,26.52941176470588
1998-12-22,4.59,0.17,26.999999999999996
1998-12-23,4.73,0.17,27.823529411764707
1998-12-24,4.68,0.17,27.52941176470588
1998-12-28,4.65,0.17,27.352941176470587
1998-12-29,4.62,0.17,27.176470588235293
1998-12-30,4.59,0.17,26.999999999999996
1998-12-31,5.04,0.17,29.64705882352941
1999-01-04,5.27,0.17,30.999999999999996
1999-01-05,4.93,0.17,28.999999999999996
1999-01-06,5.35,0.17,31.470588235294112
1999-01-07,5.52,0.17,32.470588235294116
1999-01-08,5.66,0.17,33.29411764705882
1999-01-11,6.14,0.17,36.11764705882352
1999-01-12,5.61,0.17,33.0
1999-01-13,5.13,0.17,30.17647058823529
1999-01-14,5.16,0.17,30.352941176470587
1999-01-15,5.16,0.17,30.352941176470587
1999-01-19,5.35,0.17,31.470588235294112
1999-01-20,5.49,0.17,32.29411764705882
1999-01-21,5.27,0.17,30.999999999999996
1999-01-22,5.21,0.17,30.64705882352941
1999-01-25,4.96,0.17,29.176470588235293
1999-01-26,4.73,0.17,27.823529411764707
1999-01-27,4.54,0.17,26.705882352941174
1999-01-28,4.54,0.17,26.705882352941174
1999-01-29,4.4,0.17,25.88235294117647
1999-02-01,4.48,0.17,26.35294117647059
1999-02-02,4.56,0.17,26.823529411764703
1999-02-03,4.73,0.17,27.823529411764707
1999-02-04,4.68,0.17,27.52941176470588
1999-02-05,4.62,0.17,27.176470588235293
1999-02-08,4.73,0.17,27.823529411764707
1999-02-09,4.56,0.17,26.823529411764703
1999-02-10,4.62,0.17,27.176470588235293
1999-02-11,4.54,0.17,26.705882352941174
1999-02-12,4.45,0.17,26.176470588235293
1999-02-16,4.23,0.17,24.88235294117647
1999-02-17,3.94,0.17,23.176470588235293
1999-02-18,4.03,0.17,23.705882352941178
1999-02-19,3.97,0.17,23.352941176470587
1999-02-22,4.06,0.17,23.882352941176467
1999-02-23,3.97,0.17,23.352941176470587
1999-02-24,3.94,0.17,23.176470588235293
1999-02-25,4.0,0.17,23.52941176470588
1999-02-26,4.0,0.17,23.52941176470588
1999-03-01,4.0,0.17,23.52941176470588
1999-03-02,4.03,0.17,23.705882352941178
1999-03-03,4.23,0.17,24.88235294117647
1999-03-04,4.45,0.17,26.176470588235293
1999-03-05,4.45,0.17,26.176470588235293
1999-03-08,4.45,0.17,26.176470588235293
1999-03-09,4.2,0.17,24.705882352941178
1999-03-10,4.76,0.17,27.999999999999996
1999-03-11,4.85,0.17,28.529411764705877
1999-03-12,5.07,0.17,29.823529411764707
1999-03-15,4.85,0.17,28.529411764705877
1999-03-16,4.65,0.17,27.352941176470587
1999-03-17,5.07,0.17,29.823529411764707
1999-03-18,5.16,0.17,30.352941176470587
1999-03-19,5.04,0.17,29.64705882352941
1999-03-22,5.02,0.17,29.529411764705877
1999-03-23,4.85,0.17,28.529411764705877
1999-03-24,4.85,0.17,28.529411764705877
1999-03-25,4.96,0.17,29.176470588235293
1999-03-26,5.07,0.17,29.823529411764707
1999-03-29,5.78,0.17,34.0
1999-03-30,5.58,0.17,32.8235294117647
1999-03-31,5.21,0.17,30.64705882352941
1999-04-01,5.04,0.17,29.64705882352941
1999-04-05,5.04,0.17,29.64705882352941
1999-04-06,4.96,0.17,29.176470588235293
1999-04-07,4.62,0.17,27.176470588235293
1999-04-08,4.73,0.17,27.823529411764707
1999-04-09,5.18,0.17,30.470588235294112
1999-04-12,5.02,0.17,29.529411764705877
1999-04-13,5.13,0.17,30.17647058823529
1999-04-14,4.96,0.17,29.176470588235293
1999-04-15,5.3,0.17,31.17647058823529
1999-04-16,5.72,0.17,33.647058823529406
1999-04-19,5.92,0.17,34.8235294117647
1999-04-20,5.92,0.17,34.8235294117647
1999-04-21,6.23,0.17,36.64705882352941
1999-04-22,6.11,0.17,35.94117647058823
1999-04-23,5.69,0.17,33.470588235294116
1999-04-26,5.47,0.17,32.17647058823529
