date,EXPE,EXPE_EPS,PE Ratio
2008-04-22,49.4,1.0,49.4
2008-04-23,49.56,1.0,49.56
2008-04-24,49.96,1.0,49.96
2008-04-25,50.14,1.0,50.14
2008-04-28,49.94,1.0,49.94
2008-04-29,50.08,1.0,50.08
2008-04-30,50.52,1.0,50.52
2008-05-01,50.26,1.0,50.26
2008-05-02,50.34,0.18,279.6666666666667
2008-05-05,48.84,0.18,271.33333333333337
2008-05-06,49.66,0.18,275.88888888888886
2008-05-07,48.12,0.18,267.3333333333333
2008-05-08,48.82,0.18,271.22222222222223
2008-05-09,48.06,0.18,267.0
2008-05-12,49.22,0.18,273.44444444444446
2008-05-13,48.42,0.18,269.0
2008-05-14,48.5,0.18,269.44444444444446
2008-05-15,49.38,0.18,274.33333333333337
2008-05-16,48.7,0.18,270.5555555555556
2008-05-19,47.22,0.18,262.3333333333333
2008-05-20,46.1,0.18,256.11111111111114
2008-05-21,44.52,0.18,247.33333333333337
2008-05-22,44.82,0.18,249.0
2008-05-23,43.32,0.18,240.66666666666669
2008-05-27,43.48,0.18,241.55555555555554
2008-05-28,45.5,0.18,252.7777777777778
2008-05-29,48.1,0.18,267.22222222222223
2008-05-30,48.5,0.18,269.44444444444446
2008-06-02,47.28,0.18,262.6666666666667
2008-06-03,46.62,0.18,259.0
2008-06-04,47.02,0.18,261.22222222222223
2008-06-05,46.98,0.18,261.0
2008-06-06,44.76,0.18,248.66666666666666
2008-06-09,44.58,0.18,247.66666666666666
2008-06-10,44.14,0.18,245.22222222222223
2008-06-11,42.0,0.18,233.33333333333334
2008-06-12,42.02,0.18,233.44444444444446
2008-06-13,42.88,0.18,238.22222222222226
2008-06-16,42.96,0.18,238.66666666666669
2008-06-17,42.36,0.18,235.33333333333334
2008-06-18,41.34,0.18,229.66666666666669
2008-06-19,40.7,0.18,226.11111111111114
2008-06-20,39.6,0.18,220.00000000000003
2008-06-23,39.38,0.18,218.7777777777778
2008-06-24,38.86,0.18,215.88888888888889
2008-06-25,39.96,0.18,222.0
2008-06-26,38.34,0.18,213.00000000000003
2008-06-27,38.32,0.18,212.88888888888889
2008-06-30,36.76,0.18,204.22222222222223
2008-07-01,36.44,0.18,202.44444444444443
2008-07-02,34.92,0.18,194.00000000000003
2008-07-03,34.98,0.18,194.33333333333331
2008-07-07,34.68,0.18,192.66666666666669
2008-07-08,35.62,0.18,197.88888888888889
2008-07-09,35.62,0.18,197.88888888888889
2008-07-10,35.2,0.18,195.55555555555557
2008-07-11,35.9,0.18,199.44444444444446
2008-07-14,36.3,0.18,201.66666666666666
2008-07-15,36.82,0.18,204.55555555555557
2008-07-16,39.56,0.18,219.7777777777778
2008-07-17,40.22,0.18,223.44444444444446
2008-07-18,38.38,0.18,213.22222222222226
2008-07-21,37.08,0.18,206.0
2008-07-22,36.6,0.18,203.33333333333334
2008-07-23,37.52,0.18,208.44444444444446
2008-07-24,36.02,0.18,200.11111111111114
2008-07-25,35.92,0.18,199.55555555555557
2008-07-28,34.76,0.18,193.11111111111111
2008-07-29,36.94,0.18,205.22222222222223
2008-07-30,38.06,0.18,211.44444444444446
2008-07-31,39.14,0.52,75.26923076923077
2008-08-01,38.42,0.52,73.88461538461539
2008-08-04,37.72,0.52,72.53846153846153
2008-08-05,39.04,0.52,75.07692307692307
2008-08-06,37.22,0.52,71.57692307692307
2008-08-07,36.6,0.52,70.38461538461539
2008-08-08,36.18,0.52,69.57692307692308
2008-08-11,37.6,0.52,72.3076923076923
2008-08-12,38.54,0.52,74.11538461538461
2008-08-13,37.72,0.52,72.53846153846153
2008-08-14,38.34,0.52,73.73076923076924
2008-08-15,38.9,0.52,74.8076923076923
2008-08-18,38.42,0.52,73.88461538461539
2008-08-19,37.82,0.52,72.73076923076923
2008-08-20,36.9,0.52,70.96153846153845
2008-08-21,37.46,0.52,72.03846153846153
2008-08-22,38.68,0.52,74.38461538461539
2008-08-25,36.76,0.52,70.69230769230768
2008-08-26,34.94,0.52,67.19230769230768
2008-08-27,35.46,0.52,68.1923076923077
2008-08-28,36.74,0.52,70.65384615384616
2008-08-29,35.32,0.52,67.92307692307692
2008-09-02,35.3,0.52,67.88461538461537
2008-09-03,34.92,0.52,67.15384615384616
2008-09-04,35.64,0.52,68.53846153846153
2008-09-05,35.28,0.52,67.84615384615384
2008-09-08,35.68,0.52,68.61538461538461
2008-09-09,34.2,0.52,65.76923076923077
2008-09-10,34.24,0.52,65.84615384615385
2008-09-11,34.06,0.52,65.5
2008-09-12,34.04,0.52,65.46153846153845
2008-09-15,31.42,0.52,60.42307692307693
2008-09-16,32.1,0.52,61.73076923076923
2008-09-17,30.2,0.52,58.07692307692307
2008-09-18,31.66,0.52,60.88461538461538
2008-09-19,33.5,0.52,64.42307692307692
2008-09-22,31.16,0.52,59.92307692307692
2008-09-23,30.62,0.52,58.88461538461539
2008-09-24,31.38,0.52,60.34615384615384
2008-09-25,32.34,0.52,62.19230769230769
2008-09-26,31.92,0.52,61.38461538461539
2008-09-29,27.42,0.52,52.73076923076923
2008-09-30,30.22,0.52,58.11538461538461
2008-10-01,29.9,0.52,57.49999999999999
2008-10-02,28.08,0.52,53.99999999999999
2008-10-03,27.22,0.52,52.34615384615384
2008-10-06,27.42,0.52,52.73076923076923
2008-10-07,25.48,0.52,49.0
2008-10-08,25.92,0.52,49.84615384615385
2008-10-09,24.36,0.52,46.84615384615385
2008-10-10,23.62,0.52,45.42307692307693
2008-10-13,25.18,0.52,48.42307692307692
2008-10-14,23.28,0.52,44.76923076923077
2008-10-15,21.44,0.52,41.23076923076923
2008-10-16,23.68,0.52,45.53846153846153
2008-10-17,23.2,0.52,44.61538461538461
2008-10-20,24.34,0.52,46.80769230769231
2008-10-21,22.86,0.52,43.96153846153846
2008-10-22,21.86,0.52,42.03846153846153
2008-10-23,21.2,0.52,40.76923076923077
2008-10-24,20.14,0.52,38.73076923076923
2008-10-27,19.98,0.52,38.42307692307692
2008-10-28,22.84,0.52,43.92307692307692
2008-10-29,24.0,0.52,46.15384615384615
2008-10-30,20.3,0.85,23.88235294117647
2008-10-31,19.02,0.85,22.376470588235293
2008-11-03,18.9,0.85,22.235294117647058
2008-11-04,18.94,0.85,22.282352941176473
2008-11-05,17.02,0.85,20.023529411764706
2008-11-06,16.1,0.85,18.94117647058824
2008-11-07,17.24,0.85,20.28235294117647
2008-11-10,16.58,0.85,19.505882352941175
2008-11-11,16.5,0.85,19.411764705882355
2008-11-12,15.24,0.85,17.929411764705883
2008-11-13,16.44,0.85,19.341176470588238
2008-11-14,15.6,0.85,18.352941176470587
2008-11-17,14.68,0.85,17.270588235294117
2008-11-18,14.12,0.85,16.61176470588235
2008-11-19,13.44,0.85,15.811764705882354
2008-11-20,12.1,0.85,14.235294117647058
2008-11-21,13.06,0.85,15.364705882352942
2008-11-24,14.56,0.85,17.129411764705882
2008-11-25,14.24,0.85,16.75294117647059
2008-11-26,16.46,0.85,19.364705882352943
2008-11-28,16.8,0.85,19.764705882352942
2008-12-01,15.7,0.85,18.470588235294116
2008-12-02,15.04,0.85,17.694117647058825
2008-12-03,15.4,0.85,18.11764705882353
2008-12-04,14.86,0.85,17.48235294117647
2008-12-05,15.8,0.85,18.58823529411765
2008-12-08,17.06,0.85,20.070588235294117
2008-12-09,16.26,0.85,19.129411764705885
2008-12-10,16.3,0.85,19.176470588235297
2008-12-11,15.24,0.85,17.929411764705883
2008-12-12,15.9,0.85,18.705882352941178
2008-12-15,15.04,0.85,17.694117647058825
2008-12-16,16.5,0.85,19.411764705882355
2008-12-17,17.02,0.85,20.023529411764706
2008-12-18,16.64,0.85,19.576470588235296
2008-12-19,16.3,0.85,19.176470588235297
2008-12-22,15.42,0.85,18.141176470588235
2008-12-23,15.32,0.85,18.023529411764706
2008-12-24,15.58,0.85,18.32941176470588
2008-12-26,15.4,0.85,18.11764705882353
2008-12-29,15.0,0.85,17.647058823529413
2008-12-30,15.6,0.85,18.352941176470587
2008-12-31,16.48,0.85,19.38823529411765
2009-01-02,17.58,0.85,20.682352941176468
2009-01-05,18.4,0.85,21.64705882352941
2009-01-06,19.08,0.85,22.44705882352941
2009-01-07,17.94,0.85,21.10588235294118
2009-01-08,19.02,0.85,22.376470588235293
2009-01-09,18.3,0.85,21.529411764705884
2009-01-12,17.28,0.85,20.329411764705885
2009-01-13,17.98,0.85,21.152941176470588
2009-01-14,17.4,0.85,20.470588235294116
2009-01-15,18.28,0.85,21.50588235294118
2009-01-16,18.28,0.85,21.50588235294118
2009-01-20,16.28,0.85,19.15294117647059
2009-01-21,16.92,0.85,19.90588235294118
2009-01-22,16.32,0.85,19.2
2009-01-23,16.54,0.85,19.458823529411763
2009-01-26,16.56,0.85,19.48235294117647
2009-01-27,17.16,0.85,20.188235294117646
2009-01-28,18.6,0.85,21.882352941176475
2009-01-29,18.06,0.85,21.24705882352941
2009-01-30,17.86,0.85,21.011764705882353
2009-02-02,17.82,0.85,20.96470588235294
2009-02-03,18.3,0.85,21.529411764705884
2009-02-04,18.54,0.85,21.811764705882354
2009-02-05,19.06,0.85,22.423529411764704
2009-02-06,19.92,0.85,23.43529411764706
2009-02-09,19.58,0.85,23.03529411764706
2009-02-10,18.3,0.85,21.529411764705884
2009-02-11,18.38,0.85,21.623529411764704
2009-02-12,18.2,0.85,21.41176470588235
2009-02-13,18.34,0.85,21.576470588235296
2009-02-17,16.7,0.85,19.647058823529413
2009-02-18,17.06,0.85,20.070588235294117
2009-02-19,15.8,-8.8,-1.7954545454545454
2009-02-20,15.48,-8.8,-1.759090909090909
2009-02-23,15.7,-8.8,-1.784090909090909
2009-02-24,16.5,-8.8,-1.8749999999999998
2009-02-25,16.5,-8.8,-1.8749999999999998
2009-02-26,16.06,-8.8,-1.8249999999999997
2009-02-27,15.94,-8.8,-1.811363636363636
2009-03-02,14.72,-8.8,-1.6727272727272726
2009-03-03,14.26,-8.8,-1.6204545454545454
2009-03-04,13.84,-8.8,-1.5727272727272725
2009-03-05,13.28,-8.8,-1.5090909090909088
2009-03-06,12.94,-8.8,-1.4704545454545452
2009-03-09,12.78,-8.8,-1.4522727272727272
2009-03-10,14.1,-8.8,-1.602272727272727
2009-03-11,14.16,-8.8,-1.609090909090909
2009-03-12,14.18,-8.8,-1.611363636363636
2009-03-13,14.76,-8.8,-1.677272727272727
2009-03-16,14.66,-8.8,-1.6659090909090908
2009-03-17,15.98,-8.8,-1.815909090909091
2009-03-18,16.32,-8.8,-1.8545454545454545
2009-03-19,15.3,-8.8,-1.7386363636363635
2009-03-20,15.74,-8.8,-1.7886363636363636
2009-03-23,17.22,-8.8,-1.9568181818181816
2009-03-24,17.46,-8.8,-1.9840909090909091
2009-03-25,18.46,-8.8,-2.0977272727272727
2009-03-26,19.3,-8.8,-2.193181818181818
2009-03-27,18.28,-8.8,-2.077272727272727
2009-03-30,17.82,-8.8,-2.025
2009-03-31,18.16,-8.8,-2.0636363636363635
2009-04-01,18.72,-8.8,-2.127272727272727
2009-04-02,20.1,-8.8,-2.284090909090909
2009-04-03,20.52,-8.8,-2.3318181818181816
2009-04-06,20.74,-8.8,-2.3568181818181815
2009-04-07,19.24,-8.8,-2.186363636363636
2009-04-08,19.04,-8.8,-2.1636363636363636
2009-04-09,20.84,-8.8,-2.368181818181818
2009-04-13,21.14,-8.8,-2.4022727272727273
2009-04-14,20.92,-8.8,-2.3772727272727274
2009-04-15,20.88,-8.8,-2.3727272727272726
2009-04-16,22.66,-8.8,-2.5749999999999997
2009-04-17,23.62,-8.8,-2.684090909090909
2009-04-20,21.6,-8.8,-2.4545454545454546
2009-04-21,23.18,-8.8,-2.634090909090909
2009-04-22,23.4,-8.8,-2.6590909090909087
2009-04-23,22.46,-8.8,-2.5522727272727272
2009-04-24,22.48,-8.8,-2.5545454545454542
2009-04-27,21.06,-8.8,-2.3931818181818176
2009-04-28,20.6,-8.8,-2.340909090909091
2009-04-29,21.18,-8.8,-2.4068181818181817
2009-04-30,27.22,0.14,194.4285714285714
2009-05-01,29.58,0.14,211.28571428571425
2009-05-04,31.0,0.14,221.42857142857142
2009-05-05,31.6,0.14,225.7142857142857
2009-05-06,30.86,0.14,220.42857142857142
2009-05-07,29.98,0.14,214.14285714285714
2009-05-08,30.64,0.14,218.85714285714283
2009-05-11,30.32,0.14,216.57142857142856
2009-05-12,29.78,0.14,212.7142857142857
2009-05-13,26.96,0.14,192.57142857142856
2009-05-14,28.02,0.14,200.1428571428571
2009-05-15,27.7,0.14,197.85714285714283
2009-05-18,28.92,0.14,206.57142857142856
2009-05-19,30.1,0.14,215.0
2009-05-20,30.54,0.14,218.1428571428571
2009-05-21,29.38,0.14,209.85714285714283
2009-05-22,29.92,0.14,213.7142857142857
2009-05-26,31.9,0.14,227.85714285714283
2009-05-27,31.14,0.14,222.42857142857142
2009-05-28,31.78,0.14,227.0
2009-05-29,34.62,0.14,247.28571428571425
2009-06-01,34.76,0.14,248.28571428571425
2009-06-02,34.3,0.14,244.99999999999994
2009-06-03,33.14,0.14,236.7142857142857
2009-06-04,33.12,0.14,236.57142857142853
2009-06-05,33.36,0.14,238.28571428571425
2009-06-08,32.12,0.14,229.4285714285714
2009-06-09,33.46,0.14,238.99999999999997
2009-06-10,33.0,0.14,235.7142857142857
2009-06-11,33.82,0.14,241.57142857142856
2009-06-12,33.66,0.14,240.4285714285714
2009-06-15,33.0,0.14,235.7142857142857
2009-06-16,32.06,0.14,229.0
2009-06-17,30.88,0.14,220.57142857142856
2009-06-18,31.74,0.14,226.7142857142857
2009-06-19,33.12,0.14,236.57142857142853
2009-06-22,30.94,0.14,221.0
2009-06-23,30.12,0.14,215.14285714285714
2009-06-24,30.42,0.14,217.28571428571428
2009-06-25,31.58,0.14,225.57142857142853
2009-06-26,31.84,0.14,227.42857142857142
2009-06-29,31.84,0.14,227.42857142857142
2009-06-30,30.22,0.14,215.85714285714283
2009-07-01,31.1,0.14,222.14285714285714
2009-07-02,30.0,0.14,214.28571428571428
2009-07-06,28.86,0.14,206.1428571428571
2009-07-07,27.6,0.14,197.14285714285714
2009-07-08,27.48,0.14,196.28571428571428
2009-07-09,28.8,0.14,205.7142857142857
2009-07-10,29.14,0.14,208.14285714285714
2009-07-13,30.52,0.14,217.99999999999997
2009-07-14,31.64,0.14,225.99999999999997
2009-07-15,33.06,0.14,236.14285714285714
2009-07-16,33.5,0.14,239.28571428571425
2009-07-17,33.3,0.14,237.8571428571428
2009-07-20,34.5,0.14,246.42857142857142
2009-07-21,35.48,0.14,253.4285714285714
2009-07-22,35.4,0.14,252.85714285714283
2009-07-23,36.72,0.14,262.2857142857143
2009-07-24,36.9,0.14,263.57142857142856
2009-07-27,36.52,0.14,260.85714285714283
2009-07-28,37.68,0.14,269.1428571428571
2009-07-29,36.68,0.14,262.0
2009-07-30,40.96,0.28,146.28571428571428
2009-07-31,41.42,0.28,147.92857142857142
2009-08-03,42.54,0.28,151.92857142857142
2009-08-04,42.98,0.28,153.49999999999997
2009-08-05,43.98,0.28,157.07142857142856
2009-08-06,43.96,0.28,157.0
2009-08-07,45.04,0.28,160.85714285714283
2009-08-10,45.54,0.28,162.6428571428571
2009-08-11,45.24,0.28,161.57142857142856
2009-08-12,45.94,0.28,164.07142857142856
2009-08-13,45.54,0.28,162.6428571428571
2009-08-14,44.24,0.28,158.0
2009-08-17,42.62,0.28,152.2142857142857
2009-08-18,43.04,0.28,153.7142857142857
2009-08-19,43.76,0.28,156.28571428571428
2009-08-20,45.2,0.28,161.42857142857142
2009-08-21,45.8,0.28,163.57142857142856
2009-08-24,44.6,0.28,159.28571428571428
2009-08-25,45.7,0.28,163.21428571428572
2009-08-26,45.72,0.28,163.28571428571428
2009-08-27,45.54,0.28,162.6428571428571
2009-08-28,46.58,0.28,166.35714285714283
2009-08-31,46.1,0.28,164.64285714285714
2009-09-01,44.32,0.28,158.28571428571428
2009-09-02,43.86,0.28,156.64285714285714
2009-09-03,44.3,0.28,158.2142857142857
2009-09-04,45.92,0.28,164.0
2009-09-08,45.76,0.28,163.42857142857142
2009-09-09,47.06,0.28,168.07142857142856
2009-09-10,46.36,0.28,165.57142857142856
2009-09-11,46.12,0.28,164.7142857142857
2009-09-14,46.54,0.28,166.2142857142857
2009-09-15,47.42,0.28,169.35714285714286
2009-09-16,49.2,0.28,175.7142857142857
2009-09-17,48.56,0.28,173.42857142857142
2009-09-18,48.96,0.28,174.85714285714283
2009-09-21,48.28,0.28,172.42857142857142
2009-09-22,49.84,0.28,178.0
2009-09-23,49.8,0.28,177.85714285714283
2009-09-24,48.04,0.28,171.57142857142856
2009-09-25,46.94,0.28,167.6428571428571
2009-09-28,48.12,0.28,171.85714285714283
2009-09-29,47.74,0.28,170.5
2009-09-30,47.9,0.28,171.07142857142856
2009-10-01,46.6,0.28,166.42857142857142
2009-10-02,45.2,0.28,161.42857142857142
2009-10-05,46.02,0.28,164.35714285714286
2009-10-06,48.2,0.28,172.14285714285714
2009-10-07,48.34,0.28,172.64285714285714
2009-10-08,48.12,0.28,171.85714285714283
2009-10-09,48.32,0.28,172.57142857142856
2009-10-12,48.98,0.28,174.9285714285714
2009-10-13,50.04,0.28,178.7142857142857
2009-10-14,51.48,0.28,183.85714285714283
2009-10-15,51.92,0.28,185.42857142857142
2009-10-16,49.62,0.28,177.2142857142857
2009-10-19,51.0,0.28,182.14285714285714
2009-10-20,51.14,0.28,182.64285714285714
2009-10-21,51.68,0.28,184.57142857142856
2009-10-22,51.76,0.28,184.85714285714283
2009-10-23,52.72,0.28,188.28571428571428
2009-10-26,53.04,0.28,189.42857142857142
2009-10-27,50.48,0.28,180.28571428571425
2009-10-28,48.68,0.28,173.85714285714283
2009-10-29,48.6,0.69,70.43478260869566
2009-10-30,45.34,0.69,65.71014492753625
2009-11-02,46.14,0.69,66.86956521739131
2009-11-03,45.98,0.69,66.6376811594203
2009-11-04,44.86,0.69,65.01449275362319
2009-11-05,47.26,0.69,68.4927536231884
2009-11-06,46.96,0.69,68.05797101449276
2009-11-09,48.06,0.69,69.65217391304348
2009-11-10,48.84,0.69,70.78260869565219
2009-11-11,48.18,0.69,69.82608695652175
2009-11-12,47.14,0.69,68.31884057971016
2009-11-13,47.36,0.69,68.6376811594203
2009-11-16,47.84,0.69,69.33333333333334
2009-11-17,49.92,0.69,72.34782608695653
2009-11-18,50.8,0.69,73.62318840579711
2009-11-19,49.18,0.69,71.27536231884058
2009-11-20,49.9,0.69,72.31884057971016
2009-11-23,51.5,0.69,74.6376811594203
2009-11-24,51.14,0.69,74.11594202898551
2009-11-25,52.22,0.69,75.68115942028986
2009-11-27,50.42,0.69,73.07246376811595
2009-11-30,50.96,0.69,73.85507246376812
2009-12-01,51.54,0.69,74.69565217391305
2009-12-02,51.54,0.69,74.69565217391305
2009-12-03,52.0,0.69,75.36231884057972
2009-12-04,51.7,0.69,74.92753623188406
2009-12-07,50.34,0.69,72.95652173913045
2009-12-08,50.2,0.69,72.75362318840581
2009-12-09,50.6,0.69,73.33333333333334
2009-12-10,51.34,0.69,74.40579710144928
2009-12-11,51.32,0.69,74.3768115942029
2009-12-14,51.66,0.69,74.86956521739131
2009-12-15,50.94,0.69,73.82608695652173
2009-12-16,51.72,0.69,74.95652173913044
2009-12-17,50.28,0.69,72.86956521739131
2009-12-18,50.48,0.69,73.15942028985508
2009-12-21,52.28,0.69,75.768115942029
2009-12-22,53.06,0.69,76.89855072463769
2009-12-23,54.18,0.69,78.52173913043478
2009-12-24,54.0,0.69,78.26086956521739
2009-12-28,54.16,0.69,78.4927536231884
2009-12-29,53.12,0.69,76.98550724637681
2009-12-30,52.92,0.69,76.69565217391305
2009-12-31,51.46,0.69,74.57971014492755
2010-01-04,51.64,0.69,74.84057971014494
2010-01-05,51.86,0.69,75.15942028985508
2010-01-06,49.2,0.69,71.30434782608697
2010-01-07,48.94,0.69,70.92753623188406
2010-01-08,48.48,0.69,70.26086956521739
2010-01-11,48.06,0.69,69.65217391304348
2010-01-12,46.56,0.69,67.47826086956523
2010-01-13,47.14,0.69,68.31884057971016
2010-01-14,46.12,0.69,66.84057971014492
2010-01-15,45.46,0.69,65.8840579710145
2010-01-19,45.5,0.69,65.94202898550725
2010-01-20,44.44,0.69,64.40579710144928
2010-01-21,44.46,0.69,64.43478260869566
2010-01-22,43.54,0.69,63.10144927536232
2010-01-25,43.46,0.69,62.98550724637682
2010-01-26,44.34,0.69,64.2608695652174
2010-01-27,44.24,0.69,64.11594202898551
2010-01-28,43.36,0.69,62.84057971014493
2010-01-29,42.82,0.69,62.05797101449276
2010-02-01,44.2,0.69,64.05797101449276
2010-02-02,44.14,0.69,63.97101449275363
2010-02-03,44.22,0.69,64.08695652173914
2010-02-04,42.8,0.69,62.028985507246375
2010-02-05,42.52,0.69,61.62318840579711
2010-02-08,42.84,0.69,62.08695652173914
2010-02-09,43.76,0.69,63.42028985507247
2010-02-10,44.48,0.69,64.46376811594203
2010-02-11,42.54,1.04,40.90384615384615
2010-02-12,42.7,1.04,41.05769230769231
2010-02-16,44.36,1.04,42.65384615384615
2010-02-17,43.76,1.04,42.07692307692307
2010-02-18,45.7,1.04,43.94230769230769
2010-02-19,45.18,1.04,43.44230769230769
2010-02-22,44.76,1.04,43.03846153846153
2010-02-23,44.84,1.04,43.11538461538462
2010-02-24,45.26,1.04,43.51923076923077
2010-02-25,44.8,1.04,43.07692307692307
2010-02-26,44.48,1.04,42.76923076923077
2010-03-01,46.26,1.04,44.480769230769226
2010-03-02,46.22,1.04,44.442307692307686
2010-03-03,45.74,1.04,43.98076923076923
2010-03-04,46.14,1.04,44.36538461538461
2010-03-05,46.46,1.04,44.67307692307692
2010-03-08,46.26,1.04,44.480769230769226
2010-03-09,45.9,1.04,44.13461538461538
2010-03-10,46.02,1.04,44.25
2010-03-11,45.8,1.04,44.03846153846153
2010-03-12,44.62,1.04,42.90384615384615
2010-03-15,45.26,1.04,43.51923076923077
2010-03-16,45.52,1.04,43.769230769230774
2010-03-17,45.8,1.04,44.03846153846153
2010-03-18,45.4,1.04,43.65384615384615
2010-03-19,45.38,1.04,43.63461538461539
2010-03-22,46.9,1.04,45.09615384615385
2010-03-23,45.82,1.04,44.05769230769231
2010-03-24,45.6,1.04,43.84615384615385
2010-03-25,45.76,1.04,44.0
2010-03-26,45.88,1.04,44.11538461538461
2010-03-29,48.7,1.04,46.82692307692308
2010-03-30,48.72,1.04,46.84615384615385
2010-03-31,49.9,1.04,47.980769230769226
2010-04-01,48.86,1.04,46.980769230769226
2010-04-05,50.08,1.04,48.15384615384615
2010-04-06,50.58,1.04,48.63461538461538
2010-04-07,49.88,1.04,47.96153846153846
2010-04-08,49.46,1.04,47.55769230769231
2010-04-09,49.14,1.04,47.25
2010-04-12,50.36,1.04,48.42307692307692
2010-04-13,50.1,1.04,48.17307692307692
2010-04-14,50.96,1.04,49.0
2010-04-15,50.76,1.04,48.80769230769231
2010-04-16,49.7,1.04,47.78846153846154
2010-04-19,49.42,1.04,47.51923076923077
2010-04-20,50.12,1.04,48.192307692307686
2010-04-21,49.26,1.04,47.36538461538461
2010-04-22,49.06,1.04,47.17307692307693
2010-04-23,48.36,1.04,46.5
2010-04-26,49.26,1.04,47.36538461538461
2010-04-27,47.36,1.04,45.53846153846153
2010-04-28,47.0,1.04,45.19230769230769
2010-04-29,49.02,1.04,47.13461538461539
2010-04-30,47.22,0.21,224.85714285714286
2010-05-03,48.32,0.21,230.0952380952381
2010-05-04,46.92,0.21,223.42857142857144
2010-05-05,47.1,0.21,224.2857142857143
2010-05-06,46.12,0.21,219.61904761904762
2010-05-07,44.0,0.21,209.52380952380952
2010-05-10,47.3,0.21,225.23809523809524
2010-05-11,46.36,0.21,220.76190476190476
2010-05-12,47.16,0.21,224.57142857142856
2010-05-13,47.0,0.21,223.80952380952382
2010-05-14,45.6,0.21,217.14285714285717
2010-05-17,46.22,0.21,220.0952380952381
2010-05-18,45.4,0.21,216.1904761904762
2010-05-19,45.28,0.21,215.61904761904762
2010-05-20,43.34,0.21,206.3809523809524
2010-05-21,43.56,0.21,207.42857142857144
2010-05-24,43.06,0.21,205.04761904761907
2010-05-25,43.22,0.21,205.80952380952382
2010-05-26,43.28,0.21,206.0952380952381
2010-05-27,44.08,0.21,209.9047619047619
2010-05-28,43.12,0.21,205.33333333333334
2010-06-01,42.0,0.21,200.0
2010-06-02,42.7,0.21,203.33333333333334
2010-06-03,42.66,0.21,203.14285714285714
2010-06-04,40.36,0.21,192.1904761904762
2010-06-07,39.76,0.21,189.33333333333334
2010-06-08,39.44,0.21,187.8095238095238
2010-06-09,39.6,0.21,188.57142857142858
2010-06-10,41.1,0.21,195.71428571428572
2010-06-11,41.1,0.21,195.71428571428572
2010-06-14,41.6,0.21,198.0952380952381
2010-06-15,43.0,0.21,204.76190476190476
2010-06-16,43.26,0.21,206.0
2010-06-17,41.76,0.21,198.85714285714286
2010-06-18,41.94,0.21,199.71428571428572
2010-06-21,40.88,0.21,194.66666666666669
2010-06-22,40.86,0.21,194.57142857142858
2010-06-23,40.42,0.21,192.47619047619048
2010-06-24,38.76,0.21,184.57142857142856
2010-06-25,39.12,0.21,186.28571428571428
2010-06-28,39.4,0.21,187.61904761904762
2010-06-29,37.86,0.21,180.28571428571428
2010-06-30,37.56,0.21,178.85714285714286
2010-07-01,37.96,0.21,180.76190476190476
2010-07-02,36.66,0.21,174.57142857142856
2010-07-06,37.02,0.21,176.2857142857143
2010-07-07,38.32,0.21,182.47619047619048
2010-07-08,37.96,0.21,180.76190476190476
2010-07-09,37.76,0.21,179.8095238095238
2010-07-12,37.64,0.21,179.23809523809524
2010-07-13,39.4,0.21,187.61904761904762
2010-07-14,40.52,0.21,192.95238095238096
2010-07-15,41.3,0.21,196.66666666666666
2010-07-16,40.08,0.21,190.85714285714286
2010-07-19,40.68,0.21,193.71428571428572
2010-07-20,41.52,0.21,197.71428571428572
2010-07-21,41.22,0.21,196.28571428571428
2010-07-22,42.38,0.21,201.80952380952382
2010-07-23,43.92,0.21,209.14285714285717
2010-07-26,43.2,0.21,205.71428571428572
2010-07-27,43.22,0.21,205.80952380952382
2010-07-28,42.6,0.21,202.85714285714286
2010-07-29,42.14,0.21,200.66666666666669
2010-07-30,45.36,-2.84,-15.971830985915494
2010-08-02,45.54,-2.84,-16.035211267605636
2010-08-03,45.72,-2.84,-16.098591549295776
2010-08-04,48.64,-2.84,-17.126760563380284
2010-08-05,48.54,-2.84,-17.091549295774648
2010-08-06,49.22,-2.84,-17.33098591549296
2010-08-09,49.06,-2.84,-17.274647887323944
2010-08-10,49.36,-2.84,-17.380281690140844
2010-08-11,47.14,-2.84,-16.598591549295776
2010-08-12,47.54,-2.84,-16.73943661971831
2010-08-13,47.36,-2.84,-16.676056338028168
2010-08-16,47.64,-2.84,-16.774647887323944
2010-08-17,48.64,-2.84,-17.126760563380284
2010-08-18,47.48,-2.84,-16.718309859154928
2010-08-19,47.0,-2.84,-16.549295774647888
2010-08-20,47.28,-2.84,-16.647887323943664
2010-08-23,47.08,-2.84,-16.577464788732396
2010-08-24,45.22,-2.84,-15.922535211267606
2010-08-25,46.04,-2.84,-16.211267605633804
2010-08-26,46.14,-2.84,-16.246478873239436
2010-08-27,46.82,-2.84,-16.485915492957748
2010-08-30,45.48,-2.84,-16.014084507042252
2010-08-31,45.72,-2.84,-16.098591549295776
2010-09-01,48.98,-2.84,-17.246478873239436
2010-09-02,50.76,-2.84,-17.87323943661972
2010-09-03,50.82,-2.84,-17.8943661971831
2010-09-07,49.28,-2.84,-17.35211267605634
2010-09-08,50.38,-2.84,-17.73943661971831
2010-09-09,51.08,-2.84,-17.985915492957748
2010-09-10,51.72,-2.84,-18.211267605633804
2010-09-13,53.0,-2.84,-18.661971830985916
2010-09-14,53.68,-2.84,-18.901408450704228
