date,MET,MET_EPS,PE Ratio
,,-0.17,
2000-04-05,13.81,-0.17,-81.23529411764706
2000-04-06,13.87,-0.17,-81.58823529411764
2000-04-07,13.65,-0.17,-80.29411764705883
2000-04-10,13.76,-0.17,-80.94117647058823
2000-04-11,13.48,-0.17,-79.29411764705883
2000-04-12,14.43,-0.17,-84.88235294117646
2000-04-13,15.15,-0.17,-89.11764705882352
2000-04-14,14.15,-0.17,-83.23529411764706
2000-04-17,14.37,-0.17,-84.52941176470587
2000-04-18,14.37,-0.17,-84.52941176470587
2000-04-19,14.26,-0.17,-83.88235294117646
2000-04-20,13.76,-0.17,-80.94117647058823
2000-04-24,14.2,-0.17,-83.52941176470587
2000-04-25,14.26,-0.17,-83.88235294117646
2000-04-26,14.32,-0.17,-84.23529411764706
2000-04-27,14.2,-0.17,-83.52941176470587
2000-04-28,14.76,-0.17,-86.8235294117647
2000-05-01,16.04,-0.17,-94.35294117647058
2000-05-02,15.88,-0.17,-93.41176470588235
2000-05-03,15.6,-0.17,-91.76470588235293
2000-05-04,15.6,-0.17,-91.76470588235293
2000-05-05,15.65,-0.17,-92.05882352941175
2000-05-08,16.04,-0.17,-94.35294117647058
2000-05-09,15.26,-0.17,-89.76470588235293
2000-05-10,15.65,-0.17,-92.05882352941175
2000-05-11,16.04,-0.17,-94.35294117647058
2000-05-12,16.43,-0.17,-96.6470588235294
2000-05-15,16.88,-0.17,-99.29411764705881
2000-05-16,16.99,-0.17,-99.94117647058822
2000-05-17,16.99,-0.17,-99.94117647058822
2000-05-18,16.86,-0.17,-99.17647058823529
2000-05-19,16.21,-0.17,-95.35294117647058
2000-05-22,16.27,-0.17,-95.70588235294117
2000-05-23,16.82,-0.17,-98.94117647058823
2000-05-24,17.27,-0.17,-101.58823529411764
2000-05-25,17.1,-0.17,-100.58823529411765
2000-05-26,17.6,-0.17,-103.52941176470588
2000-05-30,17.71,-0.17,-104.17647058823529
2000-05-31,18.27,-0.17,-107.4705882352941
2000-06-01,17.83,-0.17,-104.88235294117645
2000-06-02,18.72,-0.17,-110.11764705882352
2000-06-05,18.33,-0.17,-107.82352941176468
2000-06-06,18.22,-0.17,-107.17647058823528
2000-06-07,18.44,-0.17,-108.47058823529412
2000-06-08,18.22,-0.17,-107.17647058823528
2000-06-09,18.72,-0.17,-110.11764705882352
2000-06-12,18.22,-0.17,-107.17647058823528
2000-06-13,18.55,-0.17,-109.11764705882352
2000-06-14,17.83,-0.17,-104.88235294117645
2000-06-15,17.83,-0.17,-104.88235294117645
2000-06-16,17.88,-0.17,-105.17647058823528
2000-06-19,17.83,-0.17,-104.88235294117645
2000-06-20,16.77,-0.17,-98.6470588235294
2000-06-21,16.49,-0.17,-96.99999999999999
2000-06-22,17.1,-0.17,-100.58823529411765
2000-06-23,17.21,-0.17,-101.23529411764706
2000-06-26,17.1,-0.17,-100.58823529411765
2000-06-27,17.71,-0.17,-104.17647058823529
2000-06-28,17.49,-0.17,-102.88235294117645
2000-06-29,19.0,-0.17,-111.76470588235293
2000-06-30,18.69,-0.17,-109.94117647058823
2000-07-03,19.05,-0.17,-112.05882352941175
2000-07-05,18.83,-0.17,-110.76470588235293
2000-07-06,19.5,-0.17,-114.70588235294117
2000-07-07,19.5,-0.17,-114.70588235294117
2000-07-10,19.11,-0.17,-112.41176470588235
2000-07-11,18.55,-0.17,-109.11764705882352
2000-07-12,18.22,-0.17,-107.17647058823528
2000-07-13,17.66,-0.17,-103.88235294117646
2000-07-14,18.61,-0.17,-109.4705882352941
2000-07-17,18.1,-0.17,-106.47058823529412
2000-07-18,18.16,-0.17,-106.8235294117647
2000-07-19,18.22,-0.17,-107.17647058823528
2000-07-20,18.33,-0.17,-107.82352941176468
2000-07-21,18.49,-0.17,-108.76470588235293
2000-07-24,18.27,-0.17,-107.4705882352941
2000-07-25,18.72,-0.17,-110.11764705882352
2000-07-26,18.55,-0.17,-109.11764705882352
2000-07-27,18.22,-0.17,-107.17647058823528
2000-07-28,18.1,-0.17,-106.47058823529412
2000-07-31,18.72,-0.17,-110.11764705882352
2000-08-01,18.83,-0.17,-110.76470588235293
2000-08-02,18.61,-0.17,-109.4705882352941
2000-08-03,17.94,-0.17,-105.52941176470588
2000-08-04,18.1,-0.17,-106.47058823529412
2000-08-07,19.94,-0.17,-117.29411764705883
2000-08-08,20.78,-0.17,-122.23529411764706
2000-08-09,20.28,-0.17,-119.29411764705883
2000-08-10,20.5,-0.17,-120.58823529411764
2000-08-11,21.39,-0.17,-125.8235294117647
2000-08-14,20.5,-0.17,-120.58823529411764
2000-08-15,21.22,-0.17,-124.8235294117647
2000-08-16,20.94,-0.17,-123.17647058823529
2000-08-17,21.33,-0.17,-125.4705882352941
2000-08-18,21.33,-0.17,-125.4705882352941
2000-08-21,20.94,-0.17,-123.17647058823529
2000-08-22,21.39,-0.17,-125.8235294117647
2000-08-23,22.23,-0.17,-130.76470588235293
2000-08-24,21.61,-0.17,-127.11764705882352
2000-08-25,21.06,-0.17,-123.88235294117645
2000-08-28,20.94,-0.17,-123.17647058823529
2000-08-29,21.39,-0.17,-125.8235294117647
2000-08-30,22.11,-0.17,-130.05882352941174
2000-08-31,21.67,-0.17,-127.47058823529412
2000-09-01,22.17,-0.17,-130.41176470588235
2000-09-05,21.61,-0.17,-127.11764705882352
2000-09-06,21.84,-0.17,-128.47058823529412
2000-09-07,21.95,-0.17,-129.1176470588235
2000-09-08,22.34,-0.17,-131.41176470588235
2000-09-11,22.11,-0.17,-130.05882352941174
2000-09-12,21.95,-0.17,-129.1176470588235
2000-09-13,22.73,-0.17,-133.70588235294116
2000-09-14,22.28,-0.17,-131.05882352941177
2000-09-15,21.89,-0.17,-128.76470588235293
2000-09-18,21.61,-0.17,-127.11764705882352
2000-09-19,22.0,-0.17,-129.41176470588235
2000-09-20,21.61,-0.17,-127.11764705882352
2000-09-21,21.45,-0.17,-126.17647058823528
2000-09-22,22.06,-0.17,-129.76470588235293
2000-09-25,21.89,-0.17,-128.76470588235293
2000-09-26,22.56,-0.17,-132.70588235294116
2000-09-27,23.51,-0.17,-138.2941176470588
2000-09-28,24.23,-0.17,-142.52941176470588
2000-09-29,23.4,-0.17,-137.6470588235294
2000-10-02,23.51,-0.17,-138.2941176470588
2000-10-03,22.73,-0.17,-133.70588235294116
2000-10-04,22.17,-0.17,-130.41176470588235
2000-10-05,23.34,-0.17,-137.2941176470588
2000-10-06,23.34,-0.17,-137.2941176470588
2000-10-09,23.17,-0.17,-136.2941176470588
2000-10-10,22.84,-0.17,-134.35294117647058
2000-10-11,22.5,-0.17,-132.35294117647058
2000-10-12,21.56,-0.17,-126.8235294117647
2000-10-13,22.28,-0.17,-131.05882352941177
2000-10-16,22.62,-0.17,-133.05882352941177
2000-10-17,22.95,-0.17,-135.0
2000-10-18,22.95,-0.17,-135.0
2000-10-19,22.17,-0.17,-130.41176470588235
2000-10-20,21.5,-0.17,-126.4705882352941
2000-10-23,21.17,-0.17,-124.52941176470588
2000-10-24,21.84,-0.17,-128.47058823529412
2000-10-25,22.06,-0.17,-129.76470588235293
2000-10-26,21.61,-0.17,-127.11764705882352
2000-10-27,22.11,-0.17,-130.05882352941174
2000-10-30,23.73,-0.17,-139.58823529411765
2000-10-31,24.62,-0.17,-144.8235294117647
2000-11-01,25.4,-0.17,-149.41176470588235
2000-11-02,24.62,-0.17,-144.8235294117647
2000-11-03,23.51,-0.17,-138.2941176470588
2000-11-06,23.23,-0.17,-136.6470588235294
2000-11-07,24.18,-0.17,-142.23529411764704
2000-11-08,24.84,-0.17,-146.1176470588235
2000-11-09,26.46,-0.17,-155.6470588235294
2000-11-10,26.63,-0.17,-156.6470588235294
2000-11-13,25.4,-0.17,-149.41176470588235
2000-11-14,25.12,-0.17,-147.76470588235293
2000-11-15,26.63,-0.17,-156.6470588235294
2000-11-16,27.35,-0.17,-160.88235294117646
2000-11-17,26.68,-0.17,-156.94117647058823
2000-11-20,25.9,-0.17,-152.35294117647058
2000-11-21,25.07,-0.17,-147.47058823529412
2000-11-22,23.9,-0.17,-140.58823529411762
2000-11-24,24.9,-0.17,-146.4705882352941
2000-11-27,25.46,-0.17,-149.76470588235293
2000-11-28,25.01,-0.17,-147.11764705882354
2000-11-29,24.84,-0.17,-146.1176470588235
2000-11-30,26.4,-0.17,-155.2941176470588
2000-12-01,26.57,-0.17,-156.2941176470588
2000-12-04,28.35,-0.17,-166.76470588235293
2000-12-05,28.63,-0.17,-168.41176470588235
2000-12-06,29.58,-0.17,-173.99999999999997
2000-12-07,30.64,-0.17,-180.23529411764704
2000-12-08,32.53,-0.17,-191.35294117647058
2000-12-11,31.42,-0.17,-184.8235294117647
2000-12-12,31.03,-0.17,-182.52941176470588
2000-12-13,30.02,-0.17,-176.58823529411762
2000-12-14,30.3,-0.17,-178.23529411764704
2000-12-15,31.19,-0.17,-183.47058823529412
2000-12-18,31.31,-0.17,-184.17647058823528
2000-12-19,30.19,-0.17,-177.58823529411765
2000-12-20,29.8,-0.17,-175.2941176470588
2000-12-21,29.3,-0.17,-172.35294117647058
2000-12-22,30.25,-0.17,-177.94117647058823
2000-12-26,30.19,-0.17,-177.58823529411765
2000-12-27,30.53,-0.17,-179.58823529411765
2000-12-28,31.31,-0.17,-184.17647058823528
2000-12-29,31.19,-0.17,-183.47058823529412
2001-01-02,30.3,-0.17,-178.23529411764704
2001-01-03,31.08,-0.17,-182.8235294117647
2001-01-04,29.08,-0.17,-171.05882352941174
2001-01-05,28.13,-0.17,-165.4705882352941
2001-01-08,29.3,-0.17,-172.35294117647058
2001-01-09,30.19,-0.17,-177.58823529411765
2001-01-10,29.69,-0.17,-174.64705882352942
2001-01-11,28.97,-0.17,-170.41176470588235
2001-01-12,27.63,-0.17,-162.52941176470586
2001-01-16,27.57,-0.17,-162.17647058823528
2001-01-17,27.8,-0.17,-163.52941176470588
2001-01-18,28.13,-0.17,-165.4705882352941
2001-01-19,27.68,-0.17,-162.8235294117647
2001-01-22,29.24,-0.17,-171.99999999999997
2001-01-23,29.36,-0.17,-172.70588235294116
2001-01-24,30.02,-0.17,-176.58823529411762
2001-01-25,29.69,-0.17,-174.64705882352942
2001-01-26,29.3,-0.17,-172.35294117647058
2001-01-29,29.56,-0.17,-173.88235294117646
2001-01-30,29.85,-0.17,-175.58823529411765
2001-01-31,29.25,-0.17,-172.05882352941174
2001-02-01,29.86,-0.17,-175.6470588235294
2001-02-02,29.77,-0.17,-175.1176470588235
2001-02-05,30.08,-0.17,-176.9411764705882
2001-02-06,29.14,-0.17,-171.41176470588235
2001-02-07,29.92,-0.17,-176.0
2001-02-08,28.97,-0.17,-170.41176470588235
2001-02-09,28.92,-0.17,-170.11764705882354
2001-02-12,29.51,-0.17,-173.58823529411765
2001-02-13,28.81,-0.17,-169.4705882352941
2001-02-14,28.97,-0.17,-170.41176470588235
2001-02-15,28.07,-0.17,-165.1176470588235
2001-02-16,28.65,-0.17,-168.52941176470586
2001-02-20,27.99,-0.17,-164.6470588235294
2001-02-21,27.58,-0.17,-162.23529411764704
2001-02-22,26.88,-0.17,-158.1176470588235
2001-02-23,27.04,-0.17,-159.05882352941174
2001-02-26,27.65,-0.17,-162.6470588235294
2001-02-27,27.57,-0.17,-162.17647058823528
2001-02-28,27.5,-0.17,-161.76470588235293
2001-03-01,27.63,-0.17,-162.52941176470586
2001-03-02,28.37,-0.17,-166.88235294117646
2001-03-05,28.48,-0.17,-167.52941176470588
2001-03-06,28.17,-0.17,-165.7058823529412
2001-03-07,28.4,-0.17,-167.05882352941174
2001-03-08,28.67,-0.17,-168.64705882352942
2001-03-09,28.9,-0.17,-169.99999999999997
2001-03-12,27.5,-0.17,-161.76470588235293
2001-03-13,28.24,-0.17,-166.1176470588235
2001-03-14,25.62,-0.17,-150.70588235294116
2001-03-15,25.85,-0.17,-152.05882352941177
2001-03-16,25.31,-0.17,-148.88235294117646
2001-03-19,24.76,-0.17,-145.64705882352942
2001-03-20,24.24,-0.17,-142.58823529411762
2001-03-21,24.67,-0.17,-145.11764705882354
2001-03-22,23.22,-0.17,-136.58823529411762
2001-03-23,24.51,-0.17,-144.1764705882353
2001-03-26,24.69,-0.17,-145.23529411764704
2001-03-27,24.83,-0.17,-146.05882352941174
2001-03-28,25.0,-0.17,-147.05882352941177
2001-03-29,25.33,-0.17,-148.99999999999997
2001-03-30,26.78,-0.17,-157.52941176470588
2001-04-02,27.01,-0.17,-158.88235294117646
2001-04-03,26.18,-0.17,-154.0
2001-04-04,25.99,-0.17,-152.88235294117646
2001-04-05,26.74,-0.17,-157.2941176470588
2001-04-06,26.44,-0.17,-155.52941176470588
2001-04-09,26.69,-0.17,-157.0
2001-04-10,26.69,-0.17,-157.0
2001-04-11,25.94,-0.17,-152.58823529411765
2001-04-12,26.6,-0.17,-156.47058823529412
2001-04-16,26.96,-0.17,-158.58823529411765
2001-04-17,26.86,-0.17,-157.99999999999997
2001-04-18,26.74,-0.17,-157.2941176470588
2001-04-19,26.42,-0.17,-155.41176470588235
2001-04-20,25.89,-0.17,-152.2941176470588
2001-04-23,25.77,-0.17,-151.58823529411762
2001-04-24,25.4,-0.17,-149.41176470588235
2001-04-25,25.49,-0.17,-149.9411764705882
2001-04-26,25.75,-0.17,-151.47058823529412
2001-04-27,25.92,-0.17,-152.47058823529412
2001-04-30,25.85,-0.17,-152.05882352941177
2001-05-01,26.29,-0.17,-154.6470588235294
2001-05-02,25.88,-0.17,-152.23529411764704
2001-05-03,25.8,-0.17,-151.76470588235293
2001-05-04,26.38,-0.17,-155.17647058823528
2001-05-07,26.05,-0.17,-153.23529411764704
2001-05-08,25.49,-0.17,-149.9411764705882
2001-05-09,25.76,-0.17,-151.52941176470588
2001-05-10,25.7,-0.17,-151.17647058823528
2001-05-11,25.81,-0.17,-151.8235294117647
2001-05-14,26.2,-0.17,-154.1176470588235
2001-05-15,26.78,-0.17,-157.52941176470588
2001-05-16,27.54,-0.17,-161.99999999999997
2001-05-17,27.85,-0.17,-163.8235294117647
2001-05-18,27.86,-0.17,-163.88235294117646
2001-05-21,27.63,-0.17,-162.52941176470586
2001-05-22,27.1,-0.17,-159.41176470588235
2001-05-23,27.5,-0.17,-161.76470588235293
2001-05-24,27.81,-0.17,-163.58823529411762
2001-05-25,27.98,-0.17,-164.58823529411762
2001-05-29,28.05,-0.17,-165.0
2001-05-30,28.01,-0.17,-164.76470588235293
2001-05-31,28.39,-0.17,-167.0
2001-06-01,28.36,-0.17,-166.8235294117647
2001-06-04,28.56,-0.17,-167.99999999999997
2001-06-05,28.86,-0.17,-169.76470588235293
2001-06-06,28.49,-0.17,-167.58823529411762
2001-06-07,28.11,-0.17,-165.35294117647058
2001-06-08,28.06,-0.17,-165.05882352941174
2001-06-11,27.77,-0.17,-163.35294117647058
2001-06-12,27.43,-0.17,-161.35294117647058
2001-06-13,27.4,-0.17,-161.17647058823528
2001-06-14,26.69,-0.17,-157.0
2001-06-15,26.65,-0.17,-156.76470588235293
2001-06-18,26.83,-0.17,-157.8235294117647
2001-06-19,27.05,-0.17,-159.11764705882354
2001-06-20,27.63,-0.17,-162.52941176470586
2001-06-21,27.81,-0.17,-163.58823529411762
2001-06-22,27.23,-0.17,-160.17647058823528
2001-06-25,27.17,-0.17,-159.8235294117647
2001-06-26,27.33,-0.17,-160.76470588235293
2001-06-27,27.32,-0.17,-160.70588235294116
2001-06-28,27.14,-0.17,-159.6470588235294
2001-06-29,27.61,-0.17,-162.41176470588235
2001-07-02,28.12,-0.17,-165.41176470588235
2001-07-03,28.16,-0.17,-165.6470588235294
2001-07-05,28.41,-0.17,-167.1176470588235
2001-07-06,27.62,-0.17,-162.47058823529412
2001-07-09,27.83,-0.17,-163.70588235294116
2001-07-10,27.65,-0.17,-162.6470588235294
2001-07-11,27.09,-0.17,-159.35294117647058
2001-07-12,27.76,-0.17,-163.2941176470588
2001-07-13,27.85,-0.17,-163.8235294117647
2001-07-16,28.12,-0.17,-165.41176470588235
2001-07-17,27.9,-0.17,-164.1176470588235
2001-07-18,27.58,-0.17,-162.23529411764704
2001-07-19,27.41,-0.17,-161.23529411764704
2001-07-20,26.78,-0.17,-157.52941176470588
2001-07-23,26.47,-0.17,-155.70588235294116
2001-07-24,25.85,-0.17,-152.05882352941177
2001-07-25,26.08,-0.17,-153.41176470588232
2001-07-26,25.67,-0.17,-151.0
2001-07-27,25.78,-0.17,-151.64705882352942
2001-07-30,25.71,-0.17,-151.23529411764704
2001-07-31,26.43,-0.17,-155.47058823529412
2001-08-01,26.32,-0.17,-154.8235294117647
2001-08-02,26.25,-0.17,-154.41176470588235
2001-08-03,26.05,-0.17,-153.23529411764704
2001-08-06,26.13,-0.17,-153.70588235294116
2001-08-07,25.89,-0.17,-152.2941176470588
2001-08-08,25.41,-0.17,-149.47058823529412
2001-08-09,25.51,-0.17,-150.05882352941177
2001-08-10,25.49,-0.17,-149.9411764705882
2001-08-13,25.9,-0.17,-152.35294117647058
2001-08-14,26.25,-0.17,-154.41176470588235
2001-08-15,26.07,-0.17,-153.35294117647058
2001-08-16,26.27,-0.17,-154.52941176470586
2001-08-17,25.94,-0.17,-152.58823529411765
2001-08-20,26.16,-0.17,-153.88235294117646
2001-08-21,26.18,-0.17,-154.0
2001-08-22,26.2,-0.17,-154.1176470588235
2001-08-23,26.83,-0.17,-157.8235294117647
2001-08-24,27.09,-0.17,-159.35294117647058
2001-08-27,26.78,-0.17,-157.52941176470588
2001-08-28,26.91,-0.17,-158.2941176470588
2001-08-29,27.0,-0.17,-158.8235294117647
2001-08-30,27.34,-0.17,-160.8235294117647
2001-08-31,27.18,-0.17,-159.88235294117646
2001-09-04,26.78,-0.17,-157.52941176470588
2001-09-05,26.47,-0.17,-155.70588235294116
2001-09-06,25.96,-0.17,-152.70588235294116
2001-09-07,25.22,-0.17,-148.35294117647058
2001-09-10,25.67,-0.17,-151.0
2001-09-17,23.98,-0.17,-141.05882352941177
2001-09-18,23.89,-0.17,-140.52941176470588
2001-09-19,23.79,-0.17,-139.94117647058823
2001-09-20,23.56,-0.17,-138.58823529411762
2001-09-21,22.46,-0.17,-132.11764705882354
2001-09-24,23.56,-0.17,-138.58823529411762
2001-09-25,24.06,-0.17,-141.52941176470586
2001-09-26,24.06,-0.17,-141.52941176470586
2001-09-27,25.03,-0.17,-147.23529411764704
2001-09-28,26.47,-0.17,-155.70588235294116
2001-10-01,25.85,-0.17,-152.05882352941177
2001-10-02,25.85,-0.17,-152.05882352941177
2001-10-03,25.68,-0.17,-151.05882352941174
2001-10-04,25.56,-0.17,-150.35294117647058
2001-10-05,25.64,-0.17,-150.8235294117647
2001-10-08,24.13,-0.17,-141.94117647058823
2001-10-09,24.06,-0.17,-141.52941176470586
2001-10-10,24.05,-0.17,-141.47058823529412
