date,IQV,IQV_EPS,PE Ratio
2013-10-21,43.98,0.43,102.27906976744185
2013-10-22,44.11,0.43,102.5813953488372
2013-10-23,43.81,0.43,101.88372093023257
2013-10-24,44.55,0.43,103.60465116279069
2013-10-25,44.31,0.43,103.04651162790698
2013-10-28,43.9,0.43,102.09302325581395
2013-10-29,43.77,0.43,101.79069767441861
2013-10-30,43.38,0.43,100.88372093023257
2013-10-31,41.99,0.53,79.22641509433963
2013-11-01,43.43,0.53,81.94339622641509
2013-11-04,44.2,0.53,83.39622641509435
2013-11-05,44.09,0.53,83.18867924528303
2013-11-06,44.0,0.53,83.0188679245283
2013-11-07,44.05,0.53,83.11320754716981
2013-11-08,44.09,0.53,83.18867924528303
2013-11-11,43.98,0.53,82.98113207547169
2013-11-12,44.14,0.53,83.28301886792453
2013-11-13,44.37,0.53,83.71698113207546
2013-11-14,43.97,0.53,82.96226415094338
2013-11-15,43.98,0.53,82.98113207547169
2013-11-18,43.31,0.53,81.71698113207547
2013-11-19,42.86,0.53,80.86792452830188
2013-11-20,42.88,0.53,80.90566037735849
2013-11-21,43.25,0.53,81.60377358490565
2013-11-22,43.11,0.53,81.33962264150942
2013-11-25,42.7,0.53,80.56603773584906
2013-11-26,43.0,0.53,81.13207547169812
2013-11-27,42.99,0.53,81.11320754716981
2013-11-29,43.19,0.53,81.49056603773585
2013-12-02,42.79,0.53,80.73584905660377
2013-12-03,42.35,0.53,79.90566037735849
2013-12-04,41.94,0.53,79.1320754716981
2013-12-05,41.87,0.53,78.99999999999999
2013-12-06,42.03,0.53,79.30188679245283
2013-12-09,42.74,0.53,80.64150943396227
2013-12-10,43.73,0.53,82.50943396226414
2013-12-11,43.77,0.53,82.58490566037736
2013-12-12,45.07,0.53,85.0377358490566
2013-12-13,44.97,0.53,84.84905660377358
2013-12-16,45.15,0.53,85.18867924528301
2013-12-17,45.22,0.53,85.32075471698113
2013-12-18,45.68,0.53,86.18867924528301
2013-12-19,45.16,0.53,85.2075471698113
2013-12-20,45.42,0.53,85.69811320754717
2013-12-23,46.2,0.53,87.16981132075472
2013-12-24,46.4,0.53,87.54716981132074
2013-12-26,46.48,0.53,87.69811320754717
2013-12-27,46.4,0.53,87.54716981132074
2013-12-30,46.45,0.53,87.64150943396227
2013-12-31,46.34,0.53,87.43396226415095
2014-01-02,45.8,0.53,86.41509433962263
2014-01-03,46.29,0.53,87.33962264150942
2014-01-06,46.03,0.53,86.84905660377358
2014-01-07,46.79,0.53,88.28301886792453
2014-01-08,47.42,0.53,89.47169811320755
2014-01-09,47.84,0.53,90.26415094339623
2014-01-10,48.61,0.53,91.71698113207546
2014-01-13,49.16,0.53,92.75471698113206
2014-01-14,49.0,0.53,92.45283018867924
2014-01-15,49.5,0.53,93.39622641509433
2014-01-16,49.78,0.53,93.9245283018868
2014-01-17,48.98,0.53,92.41509433962263
2014-01-21,48.15,0.53,90.84905660377358
2014-01-22,48.01,0.53,90.58490566037734
2014-01-23,47.74,0.53,90.0754716981132
2014-01-24,46.21,0.53,87.18867924528301
2014-01-27,46.54,0.53,87.81132075471697
2014-01-28,47.3,0.53,89.24528301886791
2014-01-29,46.43,0.53,87.60377358490565
2014-01-30,47.7,0.53,90.0
2014-01-31,47.63,0.53,89.86792452830188
2014-02-03,46.43,0.53,87.60377358490565
2014-02-04,46.61,0.53,87.94339622641509
2014-02-05,48.37,0.53,91.26415094339622
2014-02-06,49.0,0.53,92.45283018867924
2014-02-07,48.23,0.53,90.99999999999999
2014-02-10,48.61,0.53,91.71698113207546
2014-02-11,49.15,0.53,92.73584905660377
2014-02-12,49.44,0.53,93.28301886792453
2014-02-13,52.2,0.58,90.00000000000001
2014-02-14,53.15,0.58,91.63793103448276
2014-02-18,53.77,0.58,92.70689655172416
2014-02-19,54.94,0.58,94.72413793103449
2014-02-20,54.54,0.58,94.0344827586207
2014-02-21,53.93,0.58,92.98275862068967
2014-02-24,53.63,0.58,92.46551724137932
2014-02-25,53.26,0.58,91.82758620689656
2014-02-26,53.62,0.58,92.44827586206897
2014-02-27,53.5,0.58,92.24137931034484
2014-02-28,54.15,0.58,93.36206896551724
2014-03-03,52.87,0.58,91.15517241379311
2014-03-04,54.06,0.58,93.20689655172414
2014-03-05,54.12,0.58,93.3103448275862
2014-03-06,54.48,0.58,93.93103448275862
2014-03-07,54.11,0.58,93.29310344827587
2014-03-10,54.3,0.58,93.62068965517241
2014-03-11,52.81,0.58,91.05172413793105
2014-03-12,52.82,0.58,91.06896551724138
2014-03-13,51.24,0.58,88.3448275862069
2014-03-14,52.17,0.58,89.94827586206897
2014-03-17,52.45,0.58,90.43103448275863
2014-03-18,52.96,0.58,91.31034482758622
2014-03-19,52.72,0.58,90.89655172413794
2014-03-20,52.92,0.58,91.24137931034484
2014-03-21,51.02,0.58,87.96551724137932
2014-03-24,50.44,0.58,86.96551724137932
2014-03-25,49.8,0.58,85.86206896551724
2014-03-26,50.01,0.58,86.22413793103449
2014-03-27,50.06,0.58,86.31034482758622
2014-03-28,49.97,0.58,86.15517241379311
2014-03-31,50.77,0.58,87.5344827586207
2014-04-01,51.11,0.58,88.12068965517241
2014-04-02,51.07,0.58,88.05172413793105
2014-04-03,50.94,0.58,87.82758620689656
2014-04-04,50.11,0.58,86.39655172413794
2014-04-07,49.71,0.58,85.70689655172414
2014-04-08,51.05,0.58,88.01724137931035
2014-04-09,51.34,0.58,88.51724137931036
2014-04-10,51.4,0.58,88.62068965517241
2014-04-11,50.28,0.58,86.68965517241381
2014-04-14,50.55,0.58,87.15517241379311
2014-04-15,50.67,0.58,87.36206896551725
2014-04-16,50.6,0.58,87.24137931034484
2014-04-17,50.22,0.58,86.58620689655173
2014-04-21,50.68,0.58,87.37931034482759
2014-04-22,49.95,0.58,86.12068965517243
2014-04-23,49.47,0.58,85.29310344827587
2014-04-24,49.94,0.58,86.10344827586206
2014-04-25,49.39,0.58,85.15517241379311
2014-04-28,47.52,0.58,81.93103448275863
2014-04-29,47.58,0.58,82.0344827586207
2014-04-30,47.13,0.58,81.25862068965519
2014-05-01,48.76,0.68,71.70588235294117
2014-05-02,47.32,0.68,69.58823529411764
2014-05-05,46.99,0.68,69.10294117647058
2014-05-06,46.75,0.68,68.75
2014-05-07,47.35,0.68,69.63235294117646
2014-05-08,46.99,0.68,69.10294117647058
2014-05-09,47.54,0.68,69.91176470588235
2014-05-12,47.87,0.68,70.3970588235294
2014-05-13,47.5,0.68,69.85294117647058
2014-05-14,47.76,0.68,70.23529411764704
2014-05-15,49.22,0.68,72.38235294117646
2014-05-16,49.6,0.68,72.94117647058823
2014-05-19,49.81,0.68,73.25
2014-05-20,50.4,0.68,74.11764705882352
2014-05-21,50.64,0.68,74.47058823529412
2014-05-22,50.89,0.68,74.83823529411764
2014-05-23,51.24,0.68,75.35294117647058
2014-05-27,51.26,0.68,75.38235294117646
2014-05-28,50.87,0.68,74.80882352941175
2014-05-29,50.87,0.68,74.80882352941175
2014-05-30,50.98,0.68,74.9705882352941
2014-06-02,51.1,0.68,75.1470588235294
2014-06-03,51.44,0.68,75.6470588235294
2014-06-04,52.63,0.68,77.3970588235294
2014-06-05,52.81,0.68,77.66176470588235
2014-06-06,52.99,0.68,77.92647058823529
2014-06-09,52.98,0.68,77.91176470588235
2014-06-10,52.67,0.68,77.45588235294117
2014-06-11,52.34,0.68,76.97058823529412
2014-06-12,52.14,0.68,76.67647058823529
2014-06-13,51.61,0.68,75.8970588235294
2014-06-16,51.05,0.68,75.0735294117647
2014-06-17,51.25,0.68,75.36764705882352
2014-06-18,51.25,0.68,75.36764705882352
2014-06-19,52.93,0.68,77.83823529411764
2014-06-20,53.33,0.68,78.42647058823529
2014-06-23,52.95,0.68,77.86764705882352
2014-06-24,52.88,0.68,77.76470588235294
2014-06-25,52.69,0.68,77.48529411764704
2014-06-26,52.28,0.68,76.88235294117646
2014-06-27,51.92,0.68,76.35294117647058
2014-06-30,53.29,0.68,78.36764705882352
2014-07-01,53.56,0.68,78.76470588235294
2014-07-02,54.42,0.68,80.02941176470588
2014-07-03,54.96,0.68,80.8235294117647
2014-07-07,55.3,0.68,81.3235294117647
2014-07-08,54.92,0.68,80.76470588235294
2014-07-09,55.05,0.68,80.95588235294116
2014-07-10,55.55,0.68,81.69117647058823
2014-07-11,55.39,0.68,81.45588235294117
2014-07-14,55.02,0.68,80.91176470588235
2014-07-15,55.1,0.68,81.02941176470588
2014-07-16,54.9,0.68,80.73529411764706
2014-07-17,54.48,0.68,80.11764705882352
2014-07-18,55.21,0.68,81.19117647058823
2014-07-21,55.27,0.68,81.27941176470588
2014-07-22,54.97,0.68,80.83823529411764
2014-07-23,55.0,0.68,80.88235294117646
2014-07-24,54.84,0.68,80.6470588235294
2014-07-25,54.99,0.68,80.86764705882352
2014-07-28,54.8,0.68,80.58823529411764
2014-07-29,55.94,0.68,82.26470588235293
2014-07-30,56.82,0.68,83.55882352941175
2014-07-31,54.93,0.65,84.50769230769231
2014-08-01,55.04,0.65,84.67692307692307
2014-08-04,55.41,0.65,85.24615384615383
2014-08-05,55.53,0.65,85.43076923076923
2014-08-06,55.06,0.65,84.70769230769231
2014-08-07,55.76,0.65,85.78461538461538
2014-08-08,55.85,0.65,85.92307692307692
2014-08-11,55.94,0.65,86.06153846153846
2014-08-12,56.1,0.65,86.3076923076923
2014-08-13,56.39,0.65,86.75384615384615
2014-08-14,57.17,0.65,87.95384615384616
2014-08-15,57.02,0.65,87.72307692307693
2014-08-18,57.08,0.65,87.81538461538462
2014-08-19,56.13,0.65,86.35384615384615
2014-08-20,56.05,0.65,86.23076923076923
2014-08-21,56.34,0.65,86.67692307692307
2014-08-22,55.74,0.65,85.75384615384615
2014-08-25,55.49,0.65,85.36923076923077
2014-08-26,55.85,0.65,85.92307692307692
2014-08-27,56.76,0.65,87.32307692307691
2014-08-28,56.36,0.65,86.7076923076923
2014-08-29,56.12,0.65,86.33846153846153
2014-09-02,55.88,0.65,85.96923076923078
2014-09-03,55.98,0.65,86.12307692307691
2014-09-04,56.27,0.65,86.56923076923077
2014-09-05,55.69,0.65,85.67692307692307
2014-09-08,55.96,0.65,86.09230769230768
2014-09-09,55.54,0.65,85.44615384615385
2014-09-10,56.5,0.65,86.92307692307692
2014-09-11,58.67,0.65,90.26153846153846
2014-09-12,57.57,0.65,88.56923076923077
2014-09-15,57.25,0.65,88.07692307692308
2014-09-16,57.16,0.65,87.93846153846152
2014-09-17,56.22,0.65,86.49230769230769
2014-09-18,57.0,0.65,87.6923076923077
2014-09-19,57.32,0.65,88.18461538461538
2014-09-22,56.29,0.65,86.6
2014-09-23,55.76,0.65,85.78461538461538
2014-09-24,56.98,0.65,87.66153846153846
2014-09-25,55.83,0.65,85.89230769230768
2014-09-26,56.92,0.65,87.56923076923077
2014-09-29,57.2,0.65,88.0
2014-09-30,55.78,0.65,85.81538461538462
2014-10-01,54.56,0.65,83.93846153846154
2014-10-02,54.57,0.65,83.95384615384616
2014-10-03,56.19,0.65,86.44615384615383
2014-10-06,55.38,0.65,85.2
2014-10-07,54.6,0.65,84.0
2014-10-08,55.3,0.65,85.07692307692307
2014-10-09,54.64,0.65,84.06153846153846
2014-10-10,53.2,0.65,81.84615384615385
2014-10-13,52.6,0.65,80.92307692307692
2014-10-14,52.91,0.65,81.39999999999999
2014-10-15,52.54,0.65,80.83076923076922
2014-10-16,54.11,0.65,83.24615384615385
2014-10-17,55.3,0.65,85.07692307692307
2014-10-20,54.78,0.65,84.27692307692307
2014-10-21,56.5,0.65,86.92307692307692
2014-10-22,56.55,0.65,86.99999999999999
2014-10-23,56.99,0.65,87.67692307692307
2014-10-24,57.56,0.65,88.55384615384615
2014-10-27,57.53,0.65,88.50769230769231
2014-10-28,57.74,0.65,88.83076923076923
2014-10-29,57.99,0.65,89.21538461538462
2014-10-30,56.3,0.72,78.19444444444444
2014-10-31,58.54,0.72,81.30555555555556
2014-11-03,59.65,0.72,82.84722222222223
2014-11-04,58.85,0.72,81.73611111111111
2014-11-05,57.06,0.72,79.25
2014-11-06,57.95,0.72,80.48611111111111
2014-11-07,57.21,0.72,79.45833333333334
2014-11-10,57.22,0.72,79.47222222222223
2014-11-11,56.81,0.72,78.90277777777779
2014-11-12,56.41,0.72,78.34722222222221
2014-11-13,56.39,0.72,78.31944444444444
2014-11-14,55.83,0.72,77.54166666666667
2014-11-17,56.43,0.72,78.375
2014-11-18,57.33,0.72,79.625
2014-11-19,57.72,0.72,80.16666666666667
2014-11-20,57.75,0.72,80.20833333333334
2014-11-21,57.86,0.72,80.36111111111111
2014-11-24,57.59,0.72,79.98611111111111
2014-11-25,57.75,0.72,80.20833333333334
2014-11-26,57.96,0.72,80.5
2014-11-28,57.82,0.72,80.30555555555556
2014-12-01,56.75,0.72,78.81944444444444
2014-12-02,57.54,0.72,79.91666666666667
2014-12-03,58.25,0.72,80.90277777777779
2014-12-04,57.4,0.72,79.72222222222223
2014-12-05,57.37,0.72,79.68055555555556
2014-12-08,57.0,0.72,79.16666666666667
2014-12-09,57.79,0.72,80.26388888888889
2014-12-10,57.21,0.72,79.45833333333334
2014-12-11,57.48,0.72,79.83333333333333
2014-12-12,57.37,0.72,79.68055555555556
2014-12-15,57.05,0.72,79.23611111111111
2014-12-16,57.17,0.72,79.40277777777779
2014-12-17,57.54,0.72,79.91666666666667
2014-12-18,59.38,0.72,82.47222222222223
2014-12-19,60.39,0.72,83.875
2014-12-22,60.09,0.72,83.45833333333334
2014-12-23,59.47,0.72,82.59722222222223
2014-12-24,59.48,0.72,82.61111111111111
2014-12-26,60.66,0.72,84.25
2014-12-29,59.95,0.72,83.2638888888889
2014-12-30,59.69,0.72,82.90277777777777
2014-12-31,58.87,0.72,81.76388888888889
2015-01-02,59.11,0.72,82.09722222222223
2015-01-05,58.41,0.72,81.125
2015-01-06,57.07,0.72,79.26388888888889
2015-01-07,57.77,0.72,80.23611111111111
2015-01-08,59.2,0.72,82.22222222222223
2015-01-09,58.82,0.72,81.69444444444444
2015-01-12,59.06,0.72,82.02777777777779
2015-01-13,59.49,0.72,82.625
2015-01-14,59.1,0.72,82.08333333333334
2015-01-15,59.04,0.72,82.0
2015-01-16,59.58,0.72,82.75
2015-01-20,59.95,0.72,83.2638888888889
2015-01-21,59.78,0.72,83.02777777777779
2015-01-22,60.54,0.72,84.08333333333333
2015-01-23,60.97,0.72,84.68055555555556
2015-01-26,61.96,0.72,86.05555555555556
2015-01-27,61.9,0.72,85.97222222222223
2015-01-28,61.66,0.72,85.63888888888889
2015-01-29,61.76,0.72,85.77777777777777
2015-01-30,60.5,0.72,84.02777777777779
2015-02-02,60.56,0.72,84.11111111111111
2015-02-03,60.27,0.72,83.70833333333334
2015-02-04,60.75,0.72,84.375
2015-02-05,61.21,0.72,85.0138888888889
2015-02-06,60.46,0.72,83.97222222222223
2015-02-09,59.24,0.72,82.27777777777779
2015-02-10,60.11,0.72,83.48611111111111
2015-02-11,60.68,0.72,84.27777777777779
2015-02-12,63.25,0.72,87.84722222222223
2015-02-13,63.31,0.72,87.93055555555556
2015-02-17,64.01,0.72,88.90277777777779
2015-02-18,64.61,0.72,89.73611111111111
2015-02-19,64.52,0.72,89.61111111111111
2015-02-20,65.15,0.72,90.48611111111113
2015-02-23,64.99,0.72,90.26388888888889
2015-02-24,64.49,0.72,89.56944444444444
2015-02-25,65.03,0.72,90.31944444444444
2015-02-26,64.95,0.72,90.20833333333334
2015-02-27,64.98,0.72,90.25000000000001
2015-03-02,65.54,0.72,91.02777777777779
2015-03-03,65.54,0.72,91.02777777777779
2015-03-04,64.93,0.72,90.18055555555557
2015-03-05,65.7,0.72,91.25000000000001
2015-03-06,65.3,0.72,90.69444444444444
2015-03-09,65.34,0.72,90.75000000000001
2015-03-10,64.44,0.72,89.5
2015-03-11,64.98,0.72,90.25000000000001
2015-03-12,65.34,0.72,90.75000000000001
2015-03-13,66.05,0.72,91.73611111111111
2015-03-16,66.57,0.72,92.45833333333333
2015-03-17,66.8,0.72,92.77777777777777
2015-03-18,66.75,0.72,92.70833333333334
2015-03-19,66.87,0.72,92.87500000000001
2015-03-20,67.25,0.72,93.40277777777779
2015-03-23,67.97,0.72,94.40277777777779
2015-03-24,67.45,0.72,93.68055555555556
2015-03-25,66.31,0.72,92.09722222222223
2015-03-26,66.29,0.72,92.06944444444446
2015-03-27,67.26,0.72,93.41666666666667
2015-03-30,68.0,0.72,94.44444444444444
2015-03-31,66.97,0.72,93.01388888888889
2015-04-01,67.87,0.72,94.2638888888889
2015-04-02,66.39,0.72,92.20833333333334
2015-04-06,66.46,0.72,92.30555555555556
2015-04-07,66.2,0.72,91.94444444444446
2015-04-08,67.17,0.72,93.29166666666667
2015-04-09,67.41,0.72,93.625
2015-04-10,67.63,0.72,93.93055555555556
2015-04-13,67.87,0.72,94.2638888888889
2015-04-14,67.21,0.72,93.34722222222221
2015-04-15,67.16,0.72,93.27777777777777
2015-04-16,67.48,0.72,93.72222222222223
2015-04-17,66.69,0.72,92.625
2015-04-20,66.49,0.72,92.34722222222221
2015-04-21,66.7,0.72,92.6388888888889
2015-04-22,66.45,0.72,92.29166666666667
2015-04-23,67.69,0.72,94.01388888888889
2015-04-24,69.09,0.72,95.95833333333334
2015-04-27,68.9,0.72,95.69444444444446
2015-04-28,69.31,0.72,96.2638888888889
2015-04-29,68.47,0.71,96.43661971830986
2015-04-30,65.88,0.71,92.78873239436619
2015-05-01,67.3,0.71,94.78873239436619
2015-05-04,66.23,0.71,93.28169014084509
2015-05-05,64.59,0.71,90.9718309859155
2015-05-06,64.9,0.71,91.40845070422536
2015-05-07,64.86,0.71,91.35211267605634
2015-05-08,64.85,0.71,91.33802816901408
2015-05-11,64.36,0.71,90.64788732394366
2015-05-12,64.47,0.71,90.80281690140845
2015-05-13,65.48,0.71,92.22535211267606
2015-05-14,65.67,0.71,92.49295774647888
2015-05-15,67.14,0.71,94.56338028169014
2015-05-18,67.53,0.71,95.11267605633803
2015-05-19,68.37,0.71,96.29577464788734
2015-05-20,68.81,0.71,96.91549295774648
2015-05-21,68.71,0.71,96.77464788732394
2015-05-22,69.7,0.71,98.16901408450705
2015-05-26,69.27,0.71,97.56338028169014
2015-05-27,70.52,0.71,99.32394366197182
2015-05-28,70.59,0.71,99.42253521126761
2015-05-29,69.71,0.71,98.1830985915493
2015-06-01,70.04,0.71,98.64788732394368
2015-06-02,69.68,0.71,98.14084507042254
2015-06-03,69.64,0.71,98.08450704225352
2015-06-04,69.67,0.71,98.12676056338029
2015-06-05,69.71,0.71,98.1830985915493
2015-06-08,69.45,0.71,97.81690140845072
2015-06-09,69.43,0.71,97.7887323943662
2015-06-10,69.42,0.71,97.77464788732395
2015-06-11,69.86,0.71,98.3943661971831
2015-06-12,70.03,0.71,98.63380281690141
2015-06-15,69.69,0.71,98.15492957746478
2015-06-16,70.58,0.71,99.40845070422536
2015-06-17,70.78,0.71,99.69014084507043
2015-06-18,71.11,0.71,100.1549295774648
2015-06-19,71.85,0.71,101.19718309859155
2015-06-22,72.72,0.71,102.42253521126761
2015-06-23,73.51,0.71,103.53521126760565
2015-06-24,72.9,0.71,102.67605633802818
2015-06-25,73.49,0.71,103.50704225352112
2015-06-26,73.25,0.71,103.16901408450705
2015-06-29,72.08,0.71,101.52112676056338
2015-06-30,72.61,0.71,102.26760563380282
2015-07-01,72.97,0.71,102.77464788732395
2015-07-02,72.8,0.71,102.53521126760563
2015-07-06,72.62,0.71,102.28169014084509
2015-07-07,72.86,0.71,102.61971830985915
2015-07-08,71.67,0.71,100.94366197183099
2015-07-09,72.16,0.71,101.63380281690141
2015-07-10,74.17,0.71,104.46478873239437
2015-07-13,75.24,0.71,105.97183098591549
2015-07-14,76.07,0.71,107.14084507042253
2015-07-15,75.93,0.71,106.943661971831
2015-07-16,76.72,0.71,108.05633802816902
2015-07-17,76.86,0.71,108.25352112676057
2015-07-20,76.41,0.71,107.61971830985915
2015-07-21,75.29,0.71,106.04225352112678
2015-07-22,76.23,0.71,107.3661971830986
2015-07-23,75.64,0.71,106.53521126760565
2015-07-24,74.94,0.71,105.54929577464789
2015-07-27,74.58,0.71,105.04225352112677
2015-07-28,76.75,0.71,108.09859154929578
2015-07-29,79.1,0.75,105.46666666666665
2015-07-30,78.75,0.75,105.0
2015-07-31,76.72,0.75,102.29333333333334
2015-08-03,77.11,0.75,102.81333333333333
2015-08-04,77.49,0.75,103.32
2015-08-05,77.32,0.75,103.09333333333332
2015-08-06,76.0,0.75,101.33333333333333
2015-08-07,75.29,0.75,100.38666666666667
2015-08-10,76.14,0.75,101.52
2015-08-11,75.38,0.75,100.50666666666666
2015-08-12,75.04,0.75,100.05333333333334
2015-08-13,75.0,0.75,100.0
2015-08-14,75.08,0.75,100.10666666666667
2015-08-17,76.17,0.75,101.56
2015-08-18,76.03,0.75,101.37333333333333
2015-08-19,75.69,0.75,100.92
2015-08-20,74.04,0.75,98.72000000000001
2015-08-21,72.94,0.75,97.25333333333333
2015-08-24,70.24,0.75,93.65333333333332
2015-08-25,71.01,0.75,94.68
2015-08-26,73.32,0.75,97.75999999999999
2015-08-27,74.2,0.75,98.93333333333334
2015-08-28,75.24,0.75,100.32
2015-08-31,74.51,0.75,99.34666666666668
2015-09-01,71.9,0.75,95.86666666666667
2015-09-02,73.84,0.75,98.45333333333333
2015-09-03,74.34,0.75,99.12
2015-09-04,72.78,0.75,97.04
2015-09-08,74.35,0.75,99.13333333333333
2015-09-09,73.99,0.75,98.65333333333332
2015-09-10,74.42,0.75,99.22666666666667
2015-09-11,75.89,0.75,101.18666666666667
2015-09-14,75.61,0.75,100.81333333333333
2015-09-15,76.94,0.75,102.58666666666666
2015-09-16,77.44,0.75,103.25333333333333
2015-09-17,78.44,0.75,104.58666666666666
2015-09-18,77.57,0.75,103.42666666666666
2015-09-21,76.65,0.75,102.2
2015-09-22,75.57,0.75,100.75999999999999
2015-09-23,76.01,0.75,101.34666666666668
2015-09-24,75.2,0.75,100.26666666666667
2015-09-25,73.36,0.75,97.81333333333333
2015-09-28,69.06,0.75,92.08
2015-09-29,68.86,0.75,91.81333333333333
2015-09-30,69.57,0.75,92.75999999999999
2015-10-01,69.61,0.75,92.81333333333333
2015-10-02,71.33,0.75,95.10666666666667
2015-10-05,70.67,0.75,94.22666666666667
2015-10-06,66.37,0.75,88.49333333333334
2015-10-07,67.77,0.75,90.36
2015-10-08,67.98,0.75,90.64
2015-10-09,69.83,0.75,93.10666666666667
2015-10-12,70.09,0.75,93.45333333333333
2015-10-13,69.88,0.75,93.17333333333333
