date,TMUS,TMUS_EPS,PE Ratio
2007-06-22,67.66,0.11,615.090909090909
2007-06-25,70.0,0.11,636.3636363636364
2007-06-26,69.52,0.11,632.0
2007-06-27,69.7,0.11,633.6363636363636
2007-06-28,67.3,0.11,611.8181818181818
2007-06-29,66.08,0.11,600.7272727272727
2007-07-02,66.06,0.11,600.5454545454546
2007-07-03,68.68,0.11,624.3636363636364
2007-07-05,68.38,0.11,621.6363636363636
2007-07-06,70.34,0.11,639.4545454545455
2007-07-09,70.36,0.11,639.6363636363636
2007-07-10,71.22,0.11,647.4545454545455
2007-07-11,72.34,0.11,657.6363636363636
2007-07-12,74.32,0.11,675.6363636363636
2007-07-13,74.42,0.11,676.5454545454545
2007-07-16,76.72,0.11,697.4545454545455
2007-07-17,80.66,0.11,733.2727272727273
2007-07-18,78.64,0.11,714.9090909090909
2007-07-19,79.1,0.11,719.090909090909
2007-07-20,78.74,0.11,715.8181818181818
2007-07-23,78.02,0.11,709.2727272727273
2007-07-24,75.5,0.11,686.3636363636364
2007-07-25,71.28,0.11,648.0
2007-07-26,70.9,0.11,644.5454545454546
2007-07-27,70.4,0.11,640.0
2007-07-30,74.58,0.11,678.0
2007-07-31,73.24,0.11,665.8181818181818
2007-08-01,73.7,0.11,670.0
2007-08-02,78.04,0.11,709.4545454545455
2007-08-03,62.32,0.11,566.5454545454545
2007-08-06,61.18,0.11,556.1818181818181
2007-08-07,64.0,0.11,581.8181818181819
2007-08-08,63.52,0.11,577.4545454545455
2007-08-09,55.98,0.11,508.9090909090909
2007-08-10,55.0,0.29,189.6551724137931
2007-08-13,57.66,0.29,198.82758620689654
2007-08-14,55.48,0.29,191.31034482758622
2007-08-15,51.58,0.29,177.86206896551724
2007-08-16,48.3,0.29,166.55172413793105
2007-08-17,52.36,0.29,180.55172413793105
2007-08-20,51.4,0.29,177.24137931034483
2007-08-21,51.18,0.29,176.48275862068968
2007-08-22,51.08,0.29,176.13793103448276
2007-08-23,51.06,0.29,176.0689655172414
2007-08-24,56.7,0.29,195.51724137931038
2007-08-27,61.34,0.29,211.51724137931038
2007-08-28,59.86,0.29,206.41379310344828
2007-08-29,56.6,0.29,195.17241379310346
2007-08-30,53.86,0.29,185.7241379310345
2007-08-31,54.58,0.29,188.20689655172416
2007-09-04,57.3,0.29,197.58620689655172
2007-09-05,57.78,0.29,199.24137931034485
2007-09-06,56.18,0.29,193.7241379310345
2007-09-07,54.44,0.29,187.72413793103448
2007-09-10,53.5,0.29,184.48275862068968
2007-09-11,53.3,0.29,183.79310344827587
2007-09-12,52.04,0.29,179.44827586206898
2007-09-13,49.58,0.29,170.9655172413793
2007-09-14,50.2,0.29,173.1034482758621
2007-09-17,50.38,0.29,173.7241379310345
2007-09-18,50.92,0.29,175.58620689655174
2007-09-19,51.3,0.29,176.89655172413794
2007-09-20,52.88,0.29,182.34482758620692
2007-09-21,53.0,0.29,182.75862068965517
2007-09-24,53.42,0.29,184.20689655172416
2007-09-25,54.36,0.29,187.44827586206898
2007-09-26,53.98,0.29,186.13793103448276
2007-09-27,55.06,0.29,189.86206896551727
2007-09-28,54.56,0.29,188.1379310344828
2007-10-01,54.48,0.29,187.86206896551724
2007-10-02,55.7,0.29,192.0689655172414
2007-10-03,55.34,0.29,190.82758620689657
2007-10-04,55.2,0.29,190.34482758620692
2007-10-05,49.58,0.29,170.9655172413793
2007-10-08,48.4,0.29,166.89655172413794
2007-10-09,50.42,0.29,173.86206896551727
2007-10-10,49.62,0.29,171.10344827586206
2007-10-11,49.86,0.29,171.93103448275863
2007-10-12,49.7,0.29,171.37931034482762
2007-10-15,48.04,0.29,165.6551724137931
2007-10-16,45.6,0.29,157.24137931034485
2007-10-17,45.0,0.29,155.17241379310346
2007-10-18,44.2,0.29,152.41379310344828
2007-10-19,43.84,0.29,151.17241379310346
2007-10-22,41.2,0.29,142.0689655172414
2007-10-23,39.28,0.29,135.44827586206898
2007-10-24,39.26,0.29,135.3793103448276
2007-10-25,39.72,0.29,136.9655172413793
2007-10-26,42.8,0.29,147.58620689655172
2007-10-29,43.68,0.29,150.6206896551724
2007-10-30,43.2,0.29,148.96551724137933
2007-10-31,45.0,0.29,155.17241379310346
2007-11-01,40.28,0.29,138.89655172413794
2007-11-02,43.72,0.29,150.75862068965517
2007-11-05,43.28,0.29,149.24137931034485
2007-11-06,44.04,0.29,151.86206896551724
2007-11-07,42.96,0.29,148.13793103448276
2007-11-08,41.6,0.29,143.44827586206898
2007-11-09,32.2,0.29,111.03448275862071
2007-11-12,31.22,0.29,107.65517241379311
2007-11-13,32.9,0.29,113.44827586206897
2007-11-14,36.26,0.44,82.4090909090909
2007-11-15,36.72,0.44,83.45454545454545
2007-11-16,37.3,0.44,84.77272727272727
2007-11-19,35.2,0.44,80.0
2007-11-20,32.0,0.44,72.72727272727273
2007-11-21,30.48,0.44,69.27272727272727
2007-11-23,31.1,0.44,70.68181818181819
2007-11-26,30.88,0.44,70.18181818181817
2007-11-27,30.2,0.44,68.63636363636364
2007-11-28,32.46,0.44,73.77272727272728
2007-11-29,33.24,0.44,75.54545454545455
2007-11-30,34.2,0.44,77.72727272727273
2007-12-03,32.34,0.44,73.50000000000001
2007-12-04,34.02,0.44,77.31818181818183
2007-12-05,34.62,0.44,78.68181818181817
2007-12-06,33.6,0.44,76.36363636363636
2007-12-07,35.22,0.44,80.04545454545455
2007-12-10,35.3,0.44,80.22727272727272
2007-12-11,34.46,0.44,78.31818181818181
2007-12-12,34.1,0.44,77.5
2007-12-13,34.34,0.44,78.04545454545455
2007-12-14,36.04,0.44,81.9090909090909
2007-12-17,35.66,0.44,81.04545454545453
2007-12-18,34.86,0.44,79.22727272727272
2007-12-19,36.64,0.44,83.27272727272728
2007-12-20,40.28,0.44,91.54545454545455
2007-12-21,41.02,0.44,93.22727272727273
2007-12-24,40.08,0.44,91.0909090909091
2007-12-26,40.08,0.44,91.0909090909091
2007-12-27,39.42,0.44,89.5909090909091
2007-12-28,39.0,0.44,88.63636363636364
2007-12-31,38.9,0.44,88.4090909090909
2008-01-02,37.3,0.44,84.77272727272727
2008-01-03,37.0,0.44,84.0909090909091
2008-01-04,34.52,0.44,78.45454545454547
2008-01-07,32.94,0.44,74.86363636363636
2008-01-08,35.06,0.44,79.68181818181819
2008-01-09,34.66,0.44,78.77272727272727
2008-01-10,35.12,0.44,79.81818181818181
2008-01-11,34.44,0.44,78.27272727272727
2008-01-14,36.02,0.44,81.86363636363637
2008-01-15,36.4,0.44,82.72727272727272
2008-01-16,36.76,0.44,83.54545454545455
2008-01-17,36.44,0.44,82.81818181818181
2008-01-18,34.66,0.44,78.77272727272727
2008-01-22,33.14,0.44,75.31818181818181
2008-01-23,32.74,0.44,74.4090909090909
2008-01-24,33.0,0.44,75.0
2008-01-25,33.5,0.44,76.13636363636364
2008-01-28,33.08,0.44,75.18181818181817
2008-01-29,33.12,0.44,75.27272727272727
2008-01-30,34.18,0.44,77.68181818181819
2008-01-31,36.36,0.44,82.63636363636364
2008-02-01,37.02,0.44,84.13636363636364
2008-02-04,37.44,0.44,85.09090909090908
2008-02-05,35.12,0.44,79.81818181818181
2008-02-06,34.14,0.44,77.5909090909091
2008-02-07,34.16,0.44,77.63636363636363
2008-02-08,33.44,0.44,76.0
2008-02-11,32.64,0.44,74.18181818181819
2008-02-12,33.12,0.44,75.27272727272727
2008-02-13,33.16,0.44,75.36363636363636
2008-02-14,31.2,0.44,70.9090909090909
2008-02-15,32.22,0.44,73.22727272727272
2008-02-19,31.08,0.44,70.63636363636363
2008-02-20,30.68,0.44,69.72727272727272
2008-02-21,30.44,0.44,69.18181818181819
2008-02-22,29.66,0.44,67.4090909090909
2008-02-25,29.98,0.44,68.13636363636364
2008-02-26,30.4,0.44,69.0909090909091
2008-02-27,30.0,0.44,68.18181818181819
2008-02-28,31.8,0.44,72.27272727272728
2008-02-29,31.9,0.29,110.0
2008-03-03,30.88,0.29,106.48275862068967
2008-03-04,31.2,0.29,107.58620689655173
2008-03-05,33.3,0.29,114.82758620689656
2008-03-06,32.42,0.29,111.79310344827587
2008-03-07,32.4,0.29,111.72413793103449
2008-03-10,31.4,0.29,108.27586206896552
2008-03-11,32.7,0.29,112.75862068965519
2008-03-12,32.06,0.29,110.55172413793105
2008-03-13,31.54,0.29,108.75862068965517
2008-03-14,30.4,0.29,104.82758620689656
2008-03-17,29.0,0.29,100.0
2008-03-18,30.28,0.29,104.41379310344828
2008-03-19,30.0,0.29,103.44827586206897
2008-03-20,31.2,0.29,107.58620689655173
2008-03-24,32.32,0.29,111.44827586206897
2008-03-25,35.52,0.29,122.48275862068968
2008-03-26,34.7,0.29,119.65517241379312
2008-03-27,34.08,0.29,117.51724137931035
2008-03-28,33.3,0.29,114.82758620689656
2008-03-31,34.0,0.29,117.24137931034484
2008-04-01,34.68,0.29,119.58620689655173
2008-04-02,36.24,0.29,124.96551724137933
2008-04-03,38.3,0.29,132.06896551724137
2008-04-04,37.2,0.29,128.27586206896552
2008-04-07,37.78,0.29,130.27586206896552
2008-04-08,40.0,0.29,137.93103448275863
2008-04-09,38.8,0.29,133.79310344827587
2008-04-10,37.82,0.29,130.41379310344828
2008-04-11,36.72,0.29,126.62068965517241
2008-04-14,37.26,0.29,128.48275862068965
2008-04-15,37.9,0.29,130.6896551724138
2008-04-16,38.28,0.29,132.0
2008-04-17,38.0,0.29,131.0344827586207
2008-04-18,38.94,0.29,134.27586206896552
2008-04-21,38.96,0.29,134.34482758620692
2008-04-22,38.96,0.29,134.34482758620692
2008-04-23,39.3,0.29,135.51724137931035
2008-04-24,39.54,0.29,136.3448275862069
2008-04-25,39.96,0.29,137.79310344827587
2008-04-28,39.86,0.29,137.44827586206898
2008-04-29,40.0,0.29,137.93103448275863
2008-04-30,39.28,0.29,135.44827586206898
2008-05-01,39.8,0.29,137.24137931034483
2008-05-02,39.88,0.29,137.51724137931038
2008-05-05,40.04,0.29,138.0689655172414
2008-05-06,38.28,0.29,132.0
2008-05-07,37.72,0.29,130.0689655172414
2008-05-08,38.0,0.29,131.0344827586207
2008-05-09,39.24,0.11,356.72727272727275
2008-05-12,39.4,0.11,358.1818181818182
2008-05-13,39.9,0.11,362.7272727272727
2008-05-14,40.0,0.11,363.6363636363636
2008-05-15,42.2,0.11,383.6363636363637
2008-05-16,43.46,0.11,395.0909090909091
2008-05-19,43.66,0.11,396.9090909090909
2008-05-20,43.14,0.11,392.1818181818182
2008-05-21,42.0,0.11,381.8181818181818
2008-05-22,41.88,0.11,380.72727272727275
2008-05-23,42.78,0.11,388.90909090909093
2008-05-27,42.3,0.11,384.5454545454545
2008-05-28,42.3,0.11,384.5454545454545
2008-05-29,42.06,0.11,382.3636363636364
2008-05-30,42.48,0.11,386.18181818181813
2008-06-02,41.0,0.11,372.72727272727275
2008-06-03,40.88,0.11,371.6363636363637
2008-06-04,41.56,0.11,377.8181818181818
2008-06-05,42.58,0.11,387.09090909090907
2008-06-06,41.36,0.11,376.0
2008-06-09,40.36,0.11,366.9090909090909
2008-06-10,40.0,0.11,363.6363636363636
2008-06-11,38.38,0.11,348.90909090909093
2008-06-12,39.6,0.11,360.0
2008-06-13,38.76,0.11,352.3636363636363
2008-06-16,40.18,0.11,365.27272727272725
2008-06-17,40.62,0.11,369.27272727272725
2008-06-18,41.28,0.11,375.2727272727273
2008-06-19,39.76,0.11,361.45454545454544
2008-06-20,37.76,0.11,343.27272727272725
2008-06-23,38.48,0.11,349.8181818181818
2008-06-24,37.12,0.11,337.45454545454544
2008-06-25,35.76,0.11,325.09090909090907
2008-06-26,34.16,0.11,310.5454545454545
2008-06-27,34.52,0.11,313.81818181818187
2008-06-30,35.42,0.11,322.0
2008-07-01,35.08,0.11,318.9090909090909
2008-07-02,34.36,0.11,312.3636363636364
2008-07-03,30.22,0.11,274.7272727272727
2008-07-07,30.38,0.11,276.1818181818182
2008-07-08,31.86,0.11,289.6363636363636
2008-07-09,31.18,0.11,283.45454545454544
2008-07-10,31.48,0.11,286.1818181818182
2008-07-11,30.9,0.11,280.9090909090909
2008-07-14,31.52,0.11,286.54545454545456
2008-07-15,31.24,0.11,284.0
2008-07-16,30.98,0.11,281.6363636363636
2008-07-17,31.74,0.11,288.5454545454545
2008-07-18,30.4,0.11,276.3636363636364
2008-07-21,31.44,0.11,285.8181818181818
2008-07-22,31.26,0.11,284.1818181818182
2008-07-23,31.74,0.11,288.5454545454545
2008-07-24,31.34,0.11,284.9090909090909
2008-07-25,31.96,0.11,290.54545454545456
2008-07-28,31.02,0.11,282.0
2008-07-29,32.48,0.11,295.27272727272725
2008-07-30,33.72,0.11,306.54545454545456
2008-07-31,33.26,0.11,302.3636363636363
2008-08-01,33.26,0.11,302.3636363636363
2008-08-04,33.62,0.11,305.6363636363636
2008-08-05,34.9,0.11,317.27272727272725
2008-08-06,35.4,0.11,321.8181818181818
2008-08-07,34.8,0.11,316.3636363636363
2008-08-08,34.5,0.26,132.69230769230768
2008-08-11,35.84,0.26,137.84615384615387
2008-08-12,35.0,0.26,134.6153846153846
2008-08-13,34.54,0.26,132.84615384615384
2008-08-14,34.48,0.26,132.61538461538458
2008-08-15,34.98,0.26,134.53846153846152
2008-08-18,35.1,0.26,135.0
2008-08-19,32.8,0.26,126.15384615384613
2008-08-20,33.42,0.26,128.53846153846155
2008-08-21,34.8,0.26,133.84615384615384
2008-08-22,34.7,0.26,133.46153846153848
2008-08-25,33.24,0.26,127.84615384615385
2008-08-26,33.42,0.26,128.53846153846155
2008-08-27,33.92,0.26,130.46153846153845
2008-08-28,34.74,0.26,133.6153846153846
2008-08-29,33.74,0.26,129.76923076923077
2008-09-02,35.44,0.26,136.3076923076923
2008-09-03,35.12,0.26,135.07692307692307
2008-09-04,34.58,0.26,133.0
2008-09-05,33.5,0.26,128.84615384615384
2008-09-08,34.34,0.26,132.0769230769231
2008-09-09,34.6,0.26,133.07692307692307
2008-09-10,34.86,0.26,134.07692307692307
2008-09-11,34.66,0.26,133.3076923076923
2008-09-12,35.78,0.26,137.6153846153846
2008-09-15,33.02,0.26,127.00000000000001
2008-09-16,33.16,0.26,127.53846153846152
2008-09-17,30.74,0.26,118.23076923076923
2008-09-18,32.38,0.26,124.53846153846155
2008-09-19,33.86,0.26,130.23076923076923
2008-09-22,31.18,0.26,119.92307692307692
2008-09-23,30.12,0.26,115.84615384615384
2008-09-24,29.82,0.26,114.6923076923077
2008-09-25,29.4,0.26,113.07692307692307
2008-09-26,27.8,0.26,106.92307692307692
2008-09-29,25.96,0.26,99.84615384615384
2008-09-30,27.98,0.26,107.61538461538461
2008-10-01,30.5,0.26,117.3076923076923
2008-10-02,28.56,0.26,109.84615384615384
2008-10-03,29.24,0.26,112.46153846153845
2008-10-06,30.72,0.26,118.15384615384615
2008-10-07,31.96,0.26,122.92307692307692
2008-10-08,30.38,0.26,116.84615384615384
2008-10-09,26.98,0.26,103.76923076923077
2008-10-10,26.06,0.26,100.23076923076923
2008-10-13,28.16,0.26,108.3076923076923
2008-10-14,28.5,0.26,109.61538461538461
2008-10-15,26.08,0.26,100.30769230769229
2008-10-16,26.62,0.26,102.38461538461539
2008-10-17,27.16,0.26,104.46153846153845
2008-10-20,29.92,0.26,115.07692307692308
2008-10-21,28.52,0.26,109.6923076923077
2008-10-22,27.92,0.26,107.38461538461539
2008-10-23,26.68,0.26,102.61538461538461
2008-10-24,25.46,0.26,97.92307692307692
2008-10-27,25.74,0.26,98.99999999999999
2008-10-28,27.56,0.26,105.99999999999999
2008-10-29,27.74,0.26,106.69230769230768
2008-10-30,28.58,0.26,109.92307692307692
2008-10-31,27.48,0.26,105.6923076923077
2008-11-03,28.08,0.26,107.99999999999999
2008-11-04,29.28,0.26,112.61538461538461
2008-11-05,28.04,0.26,107.84615384615384
2008-11-06,27.12,0.26,104.3076923076923
2008-11-07,27.0,0.26,103.84615384615384
2008-11-10,26.02,0.39,66.71794871794872
2008-11-11,25.54,0.39,65.48717948717949
2008-11-12,22.04,0.39,56.51282051282051
2008-11-13,23.18,0.39,59.43589743589743
2008-11-14,23.54,0.39,60.35897435897436
2008-11-17,23.16,0.39,59.38461538461538
2008-11-18,24.0,0.39,61.53846153846153
2008-11-19,22.96,0.39,58.87179487179487
2008-11-20,21.42,0.39,54.92307692307693
2008-11-21,22.2,0.39,56.92307692307692
2008-11-24,24.12,0.39,61.84615384615385
2008-11-25,24.24,0.39,62.153846153846146
2008-11-26,27.94,0.39,71.64102564102564
2008-11-28,29.28,0.39,75.07692307692308
2008-12-01,27.24,0.39,69.84615384615384
2008-12-02,27.66,0.39,70.92307692307692
2008-12-03,29.64,0.39,76.0
2008-12-04,29.12,0.39,74.66666666666667
2008-12-05,30.78,0.39,78.92307692307692
2008-12-08,31.5,0.39,80.76923076923076
2008-12-09,30.26,0.39,77.58974358974359
2008-12-10,30.58,0.39,78.41025641025641
2008-12-11,30.06,0.39,77.07692307692307
2008-12-12,29.66,0.39,76.05128205128204
2008-12-15,29.18,0.39,74.82051282051282
2008-12-16,31.32,0.39,80.3076923076923
2008-12-17,31.52,0.39,80.82051282051282
2008-12-18,31.44,0.39,80.61538461538461
2008-12-19,31.36,0.39,80.41025641025641
2008-12-22,29.62,0.39,75.94871794871794
2008-12-23,29.26,0.39,75.02564102564102
2008-12-24,28.48,0.39,73.02564102564102
2008-12-26,28.66,0.39,73.48717948717949
2008-12-29,28.62,0.39,73.38461538461539
2008-12-30,28.48,0.39,73.02564102564102
2008-12-31,29.7,0.39,76.15384615384615
2009-01-02,29.72,0.39,76.2051282051282
2009-01-05,31.08,0.39,79.69230769230768
2009-01-06,33.92,0.39,86.97435897435898
2009-01-07,35.12,0.39,90.05128205128204
2009-01-08,35.5,0.39,91.02564102564102
2009-01-09,34.5,0.39,88.46153846153845
2009-01-12,32.02,0.39,82.1025641025641
2009-01-13,32.38,0.39,83.02564102564104
2009-01-14,31.94,0.39,81.8974358974359
2009-01-15,27.74,0.39,71.12820512820512
2009-01-16,27.08,0.39,69.43589743589743
2009-01-20,25.24,0.39,64.71794871794872
2009-01-21,26.84,0.39,68.82051282051282
2009-01-22,26.84,0.39,68.82051282051282
2009-01-23,25.56,0.39,65.53846153846153
2009-01-26,26.58,0.39,68.15384615384615
2009-01-27,26.94,0.39,69.07692307692308
2009-01-28,28.16,0.39,72.2051282051282
2009-01-29,27.56,0.39,70.66666666666666
2009-01-30,27.18,0.39,69.6923076923077
2009-02-02,27.82,0.39,71.33333333333333
2009-02-03,28.5,0.39,73.07692307692308
2009-02-04,29.1,0.39,74.61538461538461
2009-02-05,29.96,0.39,76.82051282051282
2009-02-06,29.86,0.39,76.56410256410255
2009-02-09,30.8,0.39,78.97435897435898
2009-02-10,28.82,0.39,73.8974358974359
2009-02-11,28.48,0.39,73.02564102564102
2009-02-12,28.62,0.39,73.38461538461539
2009-02-13,29.3,0.39,75.12820512820512
2009-02-17,27.66,0.39,70.92307692307692
2009-02-18,26.56,0.39,68.1025641025641
2009-02-19,25.1,0.39,64.35897435897436
2009-02-20,25.0,0.39,64.1025641025641
2009-02-23,24.14,0.39,61.8974358974359
2009-02-24,25.14,0.39,64.46153846153847
2009-02-25,25.32,0.39,64.92307692307692
2009-02-26,26.72,0.39,68.51282051282051
2009-02-27,29.0,0.39,74.35897435897435
2009-03-02,26.96,0.18,149.7777777777778
2009-03-03,26.64,0.18,148.0
2009-03-04,28.86,0.18,160.33333333333334
2009-03-05,28.32,0.18,157.33333333333334
2009-03-06,28.72,0.18,159.55555555555554
2009-03-09,29.12,0.18,161.7777777777778
2009-03-10,30.44,0.18,169.11111111111111
2009-03-11,31.3,0.18,173.88888888888889
2009-03-12,31.84,0.18,176.88888888888889
2009-03-13,33.7,0.18,187.22222222222226
2009-03-16,32.32,0.18,179.55555555555557
2009-03-17,33.76,0.18,187.55555555555554
2009-03-18,34.44,0.18,191.33333333333331
2009-03-19,34.56,0.18,192.00000000000003
2009-03-20,33.26,0.18,184.77777777777777
2009-03-23,35.22,0.18,195.66666666666666
2009-03-24,34.6,0.18,192.22222222222223
2009-03-25,34.98,0.18,194.33333333333331
2009-03-26,35.98,0.18,199.88888888888889
2009-03-27,35.04,0.18,194.66666666666666
2009-03-30,34.04,0.18,189.11111111111111
2009-03-31,34.16,0.18,189.77777777777777
2009-04-01,35.44,0.18,196.88888888888889
2009-04-02,37.5,0.18,208.33333333333334
2009-04-03,36.66,0.18,203.66666666666666
2009-04-06,35.9,0.18,199.44444444444446
2009-04-07,33.82,0.18,187.88888888888889
2009-04-08,33.68,0.18,187.11111111111111
2009-04-09,34.44,0.18,191.33333333333331
2009-04-13,34.16,0.18,189.77777777777777
2009-04-14,33.6,0.18,186.66666666666669
2009-04-15,33.44,0.18,185.77777777777777
2009-04-16,34.32,0.18,190.66666666666669
2009-04-17,33.16,0.18,184.2222222222222
2009-04-20,31.86,0.18,177.0
2009-04-21,32.46,0.18,180.33333333333334
2009-04-22,32.42,0.18,180.11111111111111
2009-04-23,32.18,0.18,178.77777777777777
2009-04-24,32.2,0.18,178.8888888888889
2009-04-27,32.86,0.18,182.55555555555557
2009-04-28,32.04,0.18,178.0
2009-04-29,33.08,0.18,183.77777777777777
2009-04-30,34.18,0.18,189.88888888888889
2009-05-01,34.1,0.18,189.44444444444446
2009-05-04,36.0,0.18,200.0
2009-05-05,35.44,0.18,196.88888888888889
2009-05-06,36.88,0.18,204.8888888888889
2009-05-07,33.9,0.18,188.33333333333334
2009-05-08,34.74,0.18,193.00000000000003
2009-05-11,34.92,0.12,291.0
2009-05-12,34.26,0.12,285.5
2009-05-13,33.26,0.12,277.1666666666667
2009-05-14,33.48,0.12,279.0
2009-05-15,33.46,0.12,278.83333333333337
2009-05-18,35.04,0.12,292.0
2009-05-19,35.3,0.12,294.16666666666663
2009-05-20,34.5,0.12,287.5
2009-05-21,33.48,0.12,279.0
2009-05-22,33.44,0.12,278.6666666666667
2009-05-26,33.9,0.12,282.5
2009-05-27,34.0,0.12,283.33333333333337
2009-05-28,34.3,0.12,285.8333333333333
2009-05-29,34.26,0.12,285.5
2009-06-01,34.44,0.12,287.0
2009-06-02,32.9,0.12,274.1666666666667
2009-06-03,30.76,0.12,256.33333333333337
2009-06-04,30.08,0.12,250.66666666666666
2009-06-05,28.32,0.12,236.0
2009-06-08,28.72,0.12,239.33333333333334
2009-06-09,30.04,0.12,250.33333333333334
2009-06-10,29.32,0.12,244.33333333333334
2009-06-11,28.8,0.12,240.00000000000003
2009-06-12,29.62,0.12,246.83333333333334
2009-06-15,29.06,0.12,242.16666666666666
2009-06-16,27.94,0.12,232.83333333333334
2009-06-17,27.94,0.12,232.83333333333334
2009-06-18,27.6,0.12,230.00000000000003
2009-06-19,27.72,0.12,231.0
2009-06-22,27.24,0.12,227.0
2009-06-23,28.66,0.12,238.83333333333334
2009-06-24,29.26,0.12,243.83333333333334
2009-06-25,29.32,0.12,244.33333333333334
2009-06-26,29.34,0.12,244.5
2009-06-29,28.52,0.12,237.66666666666669
2009-06-30,26.62,0.12,221.83333333333334
2009-07-01,25.26,0.12,210.50000000000003
2009-07-02,24.36,0.12,203.0
2009-07-06,23.54,0.12,196.16666666666666
2009-07-07,24.34,0.12,202.83333333333334
2009-07-08,25.18,0.12,209.83333333333334
2009-07-09,25.42,0.12,211.83333333333334
2009-07-10,25.1,0.12,209.16666666666669
2009-07-13,25.12,0.12,209.33333333333334
2009-07-14,26.02,0.12,216.83333333333334
2009-07-15,26.14,0.12,217.83333333333334
2009-07-16,25.78,0.12,214.83333333333334
2009-07-17,25.42,0.12,211.83333333333334
2009-07-20,25.46,0.12,212.16666666666669
2009-07-21,25.26,0.12,210.50000000000003
2009-07-22,25.22,0.12,210.16666666666666
2009-07-23,24.98,0.12,208.16666666666669
2009-07-24,25.74,0.12,214.5
2009-07-27,25.9,0.12,215.83333333333334
2009-07-28,26.54,0.12,221.16666666666666
2009-07-29,25.88,0.12,215.66666666666666
2009-07-30,23.38,0.12,194.83333333333334
2009-07-31,23.7,0.12,197.5
2009-08-03,24.82,0.12,206.83333333333334
2009-08-04,25.32,0.12,211.0
2009-08-05,25.38,0.12,211.5
2009-08-06,17.98,0.12,149.83333333333334
2009-08-07,17.48,0.2,87.39999999999999
2009-08-10,18.08,0.2,90.39999999999999
2009-08-11,18.12,0.2,90.6
2009-08-12,18.06,0.2,90.29999999999998
2009-08-13,17.7,0.2,88.49999999999999
2009-08-14,17.52,0.2,87.6
2009-08-17,17.0,0.2,85.0
2009-08-18,16.52,0.2,82.6
2009-08-19,15.88,0.2,79.4
2009-08-20,16.22,0.2,81.1
2009-08-21,16.02,0.2,80.1
2009-08-24,16.0,0.2,80.0
2009-08-25,16.0,0.2,80.0
2009-08-26,16.0,0.2,80.0
2009-08-27,16.74,0.2,83.69999999999999
2009-08-28,16.4,0.2,81.99999999999999
2009-08-31,15.92,0.2,79.6
2009-09-01,15.44,0.2,77.19999999999999
2009-09-02,15.82,0.2,79.1
2009-09-03,15.98,0.2,79.89999999999999
2009-09-04,16.34,0.2,81.69999999999999
2009-09-08,16.5,0.2,82.5
2009-09-09,16.5,0.2,82.5
2009-09-10,17.76,0.2,88.8
2009-09-11,19.24,0.2,96.19999999999999
2009-09-14,18.76,0.2,93.8
2009-09-15,19.18,0.2,95.89999999999999
2009-09-16,19.92,0.2,99.60000000000001
2009-09-17,19.48,0.2,97.39999999999999
2009-09-18,20.28,0.2,101.4
2009-09-21,20.08,0.2,100.39999999999999
2009-09-22,20.08,0.2,100.39999999999999
2009-09-23,20.0,0.2,100.0
2009-09-24,19.24,0.2,96.19999999999999
2009-09-25,19.8,0.2,99.0
2009-09-28,19.46,0.2,97.3
