date,RMD,RMD_EPS,PE Ratio
1995-09-21,1.13,0.0,inf
1995-09-22,1.13,0.0,inf
1995-09-25,1.11,0.0,inf
1995-09-26,1.11,0.0,inf
1995-09-27,1.06,0.0,inf
1995-09-28,1.07,0.0,inf
1995-09-29,1.11,0.0,inf
1995-10-02,1.11,0.0,inf
1995-10-03,1.06,0.0,inf
1995-10-04,1.03,0.0,inf
1995-10-05,0.98,0.0,inf
1995-10-06,0.97,0.0,inf
1995-10-09,0.97,0.0,inf
1995-10-10,0.91,0.0,inf
1995-10-11,0.9,0.0,inf
1995-10-12,0.9,0.0,inf
1995-10-13,0.86,0.0,inf
1995-10-16,0.86,0.0,inf
1995-10-17,0.86,0.0,inf
1995-10-18,0.88,0.0,inf
1995-10-19,0.91,0.0,inf
1995-10-20,0.91,0.0,inf
1995-10-23,0.94,0.0,inf
1995-10-24,1.0,0.0,inf
1995-10-25,1.02,0.0,inf
1995-10-26,1.0,0.0,inf
1995-10-27,0.97,0.0,inf
1995-10-30,0.95,0.0,inf
1995-10-31,0.94,0.0,inf
1995-11-01,1.0,0.0,inf
1995-11-02,0.94,0.0,inf
1995-11-03,0.97,0.0,inf
1995-11-06,1.0,0.0,inf
1995-11-07,1.0,0.0,inf
1995-11-08,1.0,0.0,inf
1995-11-09,0.94,0.0,inf
1995-11-10,1.0,0.0,inf
1995-11-13,0.94,0.0,inf
1995-11-14,0.94,0.0,inf
1995-11-15,0.94,0.0,inf
1995-11-16,1.0,0.0,inf
1995-11-17,1.0,0.0,inf
1995-11-20,0.92,0.0,inf
1995-11-21,0.83,0.0,inf
1995-11-22,0.86,0.0,inf
1995-11-24,0.91,0.0,inf
1995-11-27,0.84,0.0,inf
1995-11-28,0.84,0.0,inf
1995-11-29,0.89,0.0,inf
1995-11-30,0.89,0.0,inf
1995-12-01,0.84,0.0,inf
1995-12-04,0.84,0.0,inf
1995-12-05,0.88,0.0,inf
1995-12-06,0.81,0.0,inf
1995-12-07,0.81,0.0,inf
1995-12-08,0.81,0.0,inf
1995-12-11,0.83,0.0,inf
1995-12-12,0.84,0.0,inf
1995-12-13,0.8,0.0,inf
1995-12-14,0.78,0.0,inf
1995-12-15,0.76,0.0,inf
1995-12-18,0.66,0.0,inf
1995-12-19,0.66,0.0,inf
1995-12-20,0.72,0.0,inf
1995-12-21,0.8,0.0,inf
1995-12-22,0.8,0.0,inf
1995-12-26,0.73,0.0,inf
1995-12-27,0.8,0.0,inf
1995-12-28,0.8,0.0,inf
1995-12-29,0.81,0.0,inf
1996-01-02,0.75,0.0,inf
1996-01-03,0.77,0.0,inf
1996-01-04,0.81,0.0,inf
1996-01-05,0.75,0.0,inf
1996-01-08,0.81,0.0,inf
1996-01-09,0.88,0.0,inf
1996-01-10,0.86,0.0,inf
1996-01-11,0.88,0.0,inf
1996-01-12,0.84,0.0,inf
1996-01-15,0.86,0.0,inf
1996-01-16,0.81,0.0,inf
1996-01-17,0.84,0.0,inf
1996-01-18,0.88,0.0,inf
1996-01-19,0.81,0.0,inf
1996-01-22,0.88,0.0,inf
1996-01-23,0.88,0.0,inf
1996-01-24,0.88,0.0,inf
1996-01-25,0.81,0.0,inf
1996-01-26,0.82,0.0,inf
1996-01-29,0.88,0.0,inf
1996-01-30,0.83,0.0,inf
1996-01-31,0.83,0.0,inf
1996-02-01,0.88,0.0,inf
1996-02-02,0.83,0.0,inf
1996-02-05,0.88,0.0,inf
1996-02-06,0.88,0.0,inf
1996-02-07,0.83,0.0,inf
1996-02-08,0.83,0.0,inf
1996-02-09,0.83,0.0,inf
1996-02-12,0.78,0.0,inf
1996-02-13,0.78,0.0,inf
1996-02-14,0.75,0.0,inf
1996-02-15,0.74,0.0,inf
1996-02-16,0.74,0.0,inf
1996-02-20,0.7,0.0,inf
1996-02-21,0.7,0.0,inf
1996-02-22,0.66,0.0,inf
1996-02-23,0.67,0.0,inf
1996-02-26,0.67,0.0,inf
1996-02-27,0.67,0.0,inf
1996-02-28,0.7,0.0,inf
1996-02-29,0.67,0.0,inf
1996-03-01,0.66,0.0,inf
1996-03-04,0.73,0.0,inf
1996-03-05,0.74,0.0,inf
1996-03-06,0.75,0.0,inf
1996-03-07,0.74,0.0,inf
1996-03-08,0.74,0.0,inf
1996-03-11,0.75,0.0,inf
1996-03-12,0.75,0.0,inf
1996-03-13,0.75,0.0,inf
1996-03-14,0.72,0.0,inf
1996-03-15,0.73,0.0,inf
1996-03-18,0.7,0.0,inf
1996-03-19,0.75,0.0,inf
1996-03-20,0.75,0.0,inf
1996-03-21,0.86,0.0,inf
1996-03-22,0.89,0.0,inf
1996-03-25,0.83,0.0,inf
1996-03-26,0.85,0.0,inf
1996-03-27,0.88,0.0,inf
1996-03-28,0.88,0.0,inf
1996-03-29,0.83,0.0,inf
1996-04-01,0.88,0.0,inf
1996-04-02,0.83,0.0,inf
1996-04-03,0.88,0.0,inf
1996-04-04,0.83,0.0,inf
1996-04-08,0.88,0.0,inf
1996-04-09,0.83,0.0,inf
1996-04-10,0.88,0.0,inf
1996-04-11,0.89,0.0,inf
1996-04-12,0.91,0.0,inf
1996-04-15,0.86,0.0,inf
1996-04-16,0.88,0.0,inf
1996-04-17,0.88,0.0,inf
1996-04-18,0.86,0.0,inf
1996-04-19,0.84,0.0,inf
1996-04-22,0.84,0.0,inf
1996-04-23,0.91,0.0,inf
1996-04-24,0.91,0.0,inf
1996-04-25,0.84,0.0,inf
1996-04-26,0.78,0.0,inf
1996-04-29,0.86,0.0,inf
1996-04-30,0.78,0.0,inf
1996-05-01,0.78,0.0,inf
1996-05-02,0.78,0.0,inf
1996-05-03,0.83,0.0,inf
1996-05-06,0.8,0.0,inf
1996-05-07,0.78,0.0,inf
1996-05-08,0.84,0.0,inf
1996-05-09,0.84,0.0,inf
1996-05-10,0.84,0.0,inf
1996-05-13,0.94,0.0,inf
1996-05-14,0.94,0.0,inf
1996-05-15,1.0,0.0,inf
1996-05-16,1.0,0.0,inf
1996-05-17,1.11,0.0,inf
1996-05-20,1.07,0.0,inf
1996-05-21,1.04,0.0,inf
1996-05-22,1.08,0.0,inf
1996-05-23,1.08,0.0,inf
1996-05-24,1.03,0.0,inf
1996-05-28,1.06,0.0,inf
1996-05-29,1.02,0.0,inf
1996-05-30,1.08,0.0,inf
1996-05-31,1.08,0.0,inf
1996-06-03,1.08,0.0,inf
1996-06-04,1.02,0.0,inf
1996-06-05,1.03,0.0,inf
1996-06-06,1.06,0.0,inf
1996-06-07,0.95,0.0,inf
1996-06-10,0.95,0.0,inf
1996-06-11,0.91,0.0,inf
1996-06-12,1.0,0.0,inf
1996-06-13,1.02,0.0,inf
1996-06-14,1.02,0.0,inf
1996-06-17,1.06,0.0,inf
1996-06-18,1.02,0.0,inf
1996-06-19,1.02,0.0,inf
1996-06-20,1.0,0.0,inf
1996-06-21,1.05,0.0,inf
1996-06-24,1.05,0.0,inf
1996-06-25,1.0,0.0,inf
1996-06-26,1.0,0.0,inf
1996-06-27,1.0,0.0,inf
1996-06-28,0.97,0.0,inf
1996-07-01,1.02,0.0,inf
1996-07-02,1.03,0.0,inf
1996-07-03,0.98,0.0,inf
1996-07-05,1.05,0.0,inf
1996-07-08,1.05,0.0,inf
1996-07-09,1.02,0.0,inf
1996-07-10,1.04,0.0,inf
1996-07-11,1.06,0.0,inf
1996-07-12,1.06,0.0,inf
1996-07-15,1.06,0.0,inf
1996-07-16,1.0,0.0,inf
1996-07-17,1.0,0.0,inf
1996-07-18,1.06,0.0,inf
1996-07-19,1.06,0.0,inf
1996-07-22,1.05,0.0,inf
1996-07-23,0.97,0.0,inf
1996-07-24,0.97,0.0,inf
1996-07-25,0.97,0.0,inf
1996-07-26,0.94,0.0,inf
1996-07-29,0.98,0.0,inf
1996-07-30,0.95,0.0,inf
1996-07-31,1.0,0.0,inf
1996-08-01,1.0,0.0,inf
1996-08-02,1.0,0.0,inf
1996-08-05,1.0,0.0,inf
1996-08-06,0.97,0.0,inf
1996-08-07,0.98,0.0,inf
1996-08-08,0.91,0.0,inf
1996-08-09,1.02,0.0,inf
1996-08-12,1.03,0.0,inf
1996-08-13,1.06,0.0,inf
1996-08-14,1.08,0.0,inf
1996-08-15,1.13,0.0,inf
1996-08-16,1.22,0.0,inf
1996-08-19,1.27,0.0,inf
1996-08-20,1.3,0.0,inf
1996-08-21,1.23,0.0,inf
1996-08-22,1.25,0.0,inf
1996-08-23,1.19,0.0,inf
1996-08-26,1.23,0.0,inf
1996-08-27,1.19,0.0,inf
1996-08-28,1.23,0.0,inf
1996-08-29,1.23,0.0,inf
1996-08-30,1.2,0.0,inf
1996-09-03,1.23,0.0,inf
1996-09-04,1.2,0.0,inf
1996-09-05,1.22,0.0,inf
1996-09-06,1.27,0.0,inf
1996-09-09,1.3,0.0,inf
1996-09-10,1.23,0.0,inf
1996-09-11,1.23,0.0,inf
1996-09-12,1.23,0.0,inf
1996-09-13,1.23,0.0,inf
1996-09-16,1.3,0.0,inf
1996-09-17,1.23,0.0,inf
1996-09-18,1.25,0.0,inf
1996-09-19,1.3,0.0,inf
1996-09-20,1.23,0.0,inf
1996-09-23,1.23,0.0,inf
1996-09-24,1.23,0.0,inf
1996-09-25,1.23,0.0,inf
1996-09-26,1.23,0.0,inf
1996-09-27,1.23,0.0,inf
1996-09-30,1.23,0.0,inf
1996-10-01,1.28,0.0,inf
1996-10-02,1.23,0.0,inf
1996-10-03,1.22,0.0,inf
1996-10-04,1.27,0.0,inf
1996-10-07,1.22,0.0,inf
1996-10-08,1.22,0.0,inf
1996-10-09,1.2,0.0,inf
1996-10-10,1.2,0.0,inf
1996-10-11,1.2,0.0,inf
1996-10-14,1.25,0.0,inf
1996-10-15,1.2,0.0,inf
1996-10-16,1.2,0.0,inf
1996-10-17,1.14,0.0,inf
1996-10-18,1.09,0.0,inf
1996-10-21,1.05,0.0,inf
1996-10-22,1.05,0.0,inf
1996-10-23,1.11,0.0,inf
1996-10-24,1.08,0.0,inf
1996-10-25,1.08,0.0,inf
1996-10-28,1.06,0.0,inf
1996-10-29,1.05,0.0,inf
1996-10-30,1.0,0.0,inf
1996-10-31,1.05,0.0,inf
1996-11-01,1.05,0.0,inf
1996-11-04,1.06,0.0,inf
1996-11-05,1.02,0.0,inf
1996-11-06,1.09,0.0,inf
1996-11-07,1.08,0.0,inf
1996-11-08,1.14,0.0,inf
1996-11-11,1.19,0.0,inf
1996-11-12,1.08,0.0,inf
1996-11-13,1.13,0.0,inf
1996-11-14,1.06,0.0,inf
1996-11-15,1.05,0.0,inf
1996-11-18,1.11,0.0,inf
1996-11-19,1.13,0.0,inf
1996-11-20,1.19,0.0,inf
1996-11-21,1.11,0.0,inf
1996-11-22,1.16,0.0,inf
1996-11-25,1.17,0.0,inf
1996-11-26,1.11,0.0,inf
1996-11-27,1.16,0.0,inf
1996-11-29,1.17,0.0,inf
1996-12-02,1.17,0.0,inf
1996-12-03,1.17,0.0,inf
1996-12-04,1.2,0.0,inf
1996-12-05,1.2,0.0,inf
1996-12-06,1.17,0.0,inf
1996-12-09,1.17,0.0,inf
1996-12-10,1.23,0.0,inf
1996-12-11,1.19,0.0,inf
1996-12-12,1.17,0.0,inf
1996-12-13,1.23,0.0,inf
1996-12-16,1.17,0.0,inf
1996-12-17,1.23,0.0,inf
1996-12-18,1.31,0.0,inf
1996-12-19,1.31,0.0,inf
1996-12-20,1.38,0.0,inf
1996-12-23,1.38,0.0,inf
1996-12-24,1.44,0.0,inf
1996-12-26,1.38,0.0,inf
1996-12-27,1.38,0.0,inf
1996-12-30,1.38,0.0,inf
1996-12-31,1.38,0.0,inf
1997-01-02,1.34,0.0,inf
1997-01-03,1.34,0.0,inf
1997-01-06,1.27,0.0,inf
1997-01-07,1.3,0.0,inf
1997-01-08,1.3,0.0,inf
1997-01-09,1.3,0.0,inf
1997-01-10,1.38,0.0,inf
1997-01-13,1.36,0.0,inf
1997-01-14,1.44,0.0,inf
1997-01-15,1.41,0.0,inf
1997-01-16,1.45,0.0,inf
1997-01-17,1.39,0.0,inf
1997-01-20,1.38,0.0,inf
1997-01-21,1.39,0.0,inf
1997-01-22,1.39,0.0,inf
1997-01-23,1.41,0.0,inf
1997-01-24,1.36,0.0,inf
1997-01-27,1.36,0.0,inf
1997-01-28,1.36,0.0,inf
1997-01-29,1.41,0.0,inf
1997-01-30,1.41,0.0,inf
1997-01-31,1.37,0.0,inf
1997-02-03,1.41,0.0,inf
1997-02-04,1.41,0.0,inf
1997-02-05,1.48,0.0,inf
1997-02-06,1.52,0.0,inf
1997-02-07,1.5,0.0,inf
1997-02-10,1.5,0.0,inf
1997-02-11,1.45,0.0,inf
1997-02-12,1.47,0.0,inf
1997-02-13,1.47,0.0,inf
1997-02-14,1.41,0.0,inf
1997-02-18,1.44,0.0,inf
1997-02-19,1.41,0.0,inf
1997-02-20,1.4,0.0,inf
1997-02-21,1.34,0.0,inf
1997-02-24,1.34,0.0,inf
1997-02-25,1.33,0.0,inf
1997-02-26,1.3,0.0,inf
1997-02-27,1.22,0.0,inf
1997-02-28,1.22,0.0,inf
1997-03-03,1.23,0.0,inf
1997-03-04,1.28,0.0,inf
1997-03-05,1.26,0.0,inf
1997-03-06,1.25,0.0,inf
1997-03-07,1.25,0.0,inf
1997-03-10,1.23,0.0,inf
1997-03-11,1.23,0.0,inf
1997-03-12,1.23,0.0,inf
1997-03-13,1.23,0.0,inf
1997-03-14,1.27,0.0,inf
1997-03-17,1.19,0.0,inf
1997-03-18,1.16,0.0,inf
1997-03-19,1.11,0.0,inf
1997-03-20,1.13,0.0,inf
1997-03-21,1.09,0.0,inf
1997-03-24,1.09,0.0,inf
1997-03-25,1.13,0.0,inf
1997-03-26,1.09,0.0,inf
1997-03-27,1.14,0.0,inf
1997-03-31,1.09,0.0,inf
1997-04-01,1.06,0.0,inf
1997-04-02,1.11,0.0,inf
1997-04-03,1.06,0.0,inf
1997-04-04,1.09,0.0,inf
1997-04-07,1.14,0.0,inf
1997-04-08,1.12,0.0,inf
1997-04-09,1.09,0.0,inf
1997-04-10,1.16,0.0,inf
1997-04-11,1.16,0.0,inf
1997-04-14,1.13,0.0,inf
1997-04-15,1.11,0.0,inf
1997-04-16,1.11,0.0,inf
1997-04-17,1.17,0.0,inf
1997-04-18,1.11,0.0,inf
1997-04-21,1.14,0.0,inf
1997-04-22,1.11,0.0,inf
1997-04-23,1.08,0.0,inf
1997-04-24,1.08,0.0,inf
1997-04-25,1.09,0.0,inf
1997-04-28,1.13,0.0,inf
1997-04-29,1.13,0.0,inf
1997-04-30,1.09,0.0,inf
1997-05-01,1.09,0.0,inf
1997-05-02,1.13,0.0,inf
1997-05-05,1.25,0.0,inf
1997-05-06,1.27,0.0,inf
1997-05-07,1.27,0.0,inf
1997-05-08,1.27,0.0,inf
1997-05-09,1.31,0.0,inf
1997-05-12,1.3,0.0,inf
1997-05-13,1.27,0.0,inf
1997-05-14,1.3,0.0,inf
1997-05-15,1.25,0.0,inf
1997-05-16,1.27,0.0,inf
1997-05-19,1.3,0.0,inf
1997-05-20,1.29,0.0,inf
1997-05-21,1.25,0.0,inf
1997-05-22,1.3,0.0,inf
1997-05-23,1.25,0.0,inf
1997-05-27,1.3,0.0,inf
1997-05-28,1.31,0.0,inf
1997-05-29,1.3,0.0,inf
1997-05-30,1.31,0.0,inf
1997-06-02,1.27,0.0,inf
1997-06-03,1.38,0.0,inf
1997-06-04,1.47,0.0,inf
1997-06-05,1.47,0.0,inf
1997-06-06,1.44,0.0,inf
1997-06-09,1.42,0.0,inf
1997-06-10,1.47,0.0,inf
1997-06-11,1.48,0.0,inf
1997-06-12,1.48,0.0,inf
1997-06-13,1.44,0.0,inf
1997-06-16,1.45,0.0,inf
1997-06-17,1.48,0.0,inf
1997-06-18,1.45,0.0,inf
1997-06-19,1.48,0.0,inf
1997-06-20,1.45,0.0,inf
1997-06-23,1.48,0.0,inf
1997-06-24,1.49,0.0,inf
1997-06-25,1.49,0.0,inf
1997-06-26,1.52,0.0,inf
1997-06-27,1.45,0.0,inf
1997-06-30,1.52,0.0,inf
1997-07-01,1.47,0.0,inf
1997-07-02,1.47,0.0,inf
1997-07-03,1.47,0.0,inf
1997-07-07,1.47,0.0,inf
1997-07-08,1.51,0.0,inf
1997-07-09,1.5,0.0,inf
1997-07-10,1.47,0.0,inf
1997-07-11,1.47,0.0,inf
1997-07-14,1.5,0.0,inf
1997-07-15,1.5,0.0,inf
1997-07-16,1.47,0.0,inf
1997-07-17,1.49,0.0,inf
1997-07-18,1.47,0.0,inf
1997-07-21,1.56,0.0,inf
1997-07-22,1.56,0.0,inf
1997-07-23,1.56,0.0,inf
1997-07-24,1.56,0.0,inf
1997-07-25,1.52,0.0,inf
1997-07-28,1.5,0.0,inf
1997-07-29,1.56,0.0,inf
1997-07-30,1.5,0.0,inf
1997-07-31,1.5,0.0,inf
1997-08-01,1.5,0.0,inf
1997-08-04,1.5,0.0,inf
1997-08-05,1.5,0.0,inf
1997-08-06,1.5,0.0,inf
1997-08-07,1.56,0.0,inf
1997-08-08,1.69,0.0,inf
1997-08-11,1.64,0.0,inf
1997-08-12,1.66,0.0,inf
1997-08-13,1.58,0.0,inf
1997-08-14,1.59,0.0,inf
1997-08-15,1.56,0.0,inf
1997-08-18,1.55,0.0,inf
1997-08-19,1.53,0.0,inf
1997-08-20,1.59,0.0,inf
1997-08-21,1.55,0.0,inf
1997-08-22,1.53,0.0,inf
1997-08-25,1.53,0.0,inf
1997-08-26,1.53,0.0,inf
1997-08-27,1.53,0.0,inf
1997-08-28,1.53,0.0,inf
1997-08-29,1.53,0.0,inf
1997-09-02,1.58,0.0,inf
1997-09-03,1.56,0.0,inf
1997-09-04,1.59,0.0,inf
1997-09-05,1.53,0.0,inf
1997-09-08,1.56,0.0,inf
1997-09-09,1.56,0.0,inf
1997-09-10,1.61,0.0,inf
1997-09-11,1.61,0.0,inf
1997-09-12,1.61,0.0,inf
1997-09-15,1.61,0.0,inf
1997-09-16,1.61,0.0,inf
1997-09-17,1.61,0.0,inf
1997-09-18,1.61,0.0,inf
1997-09-19,1.58,0.0,inf
1997-09-22,1.56,0.0,inf
1997-09-23,1.59,0.0,inf
1997-09-24,1.59,0.0,inf
1997-09-25,1.58,0.0,inf
1997-09-26,1.58,0.0,inf
1997-09-29,1.61,0.0,inf
1997-09-30,1.63,0.0,inf
1997-10-01,1.59,0.0,inf
1997-10-02,1.59,0.0,inf
1997-10-03,1.61,0.0,inf
1997-10-06,1.59,0.0,inf
1997-10-07,1.63,0.0,inf
1997-10-08,1.59,0.0,inf
1997-10-09,1.59,0.0,inf
1997-10-10,1.59,0.0,inf
1997-10-13,1.63,0.0,inf
1997-10-14,1.63,0.0,inf
1997-10-15,1.61,0.0,inf
1997-10-16,1.63,0.0,inf
1997-10-17,1.59,0.0,inf
1997-10-20,1.59,0.0,inf
1997-10-21,1.63,0.0,inf
1997-10-22,1.63,0.0,inf
1997-10-23,1.63,0.0,inf
1997-10-24,1.63,0.0,inf
1997-10-27,1.67,0.0,inf
1997-10-28,1.64,0.0,inf
1997-10-29,1.72,0.0,inf
1997-10-30,1.7,0.0,inf
1997-10-31,1.75,0.0,inf
1997-11-03,1.72,0.0,inf
1997-11-04,1.73,0.0,inf
1997-11-05,1.77,0.0,inf
1997-11-06,1.75,0.0,inf
1997-11-07,1.76,0.0,inf
1997-11-10,1.8,0.0,inf
1997-11-11,1.82,0.0,inf
1997-11-12,1.8,0.0,inf
1997-11-13,1.92,0.0,inf
1997-11-14,1.91,0.0,inf
1997-11-17,1.91,0.0,inf
1997-11-18,1.9,0.0,inf
1997-11-19,1.94,0.0,inf
1997-11-20,1.89,0.0,inf
1997-11-21,1.89,0.0,inf
1997-11-24,1.9,0.0,inf
1997-11-25,1.88,0.0,inf
1997-11-26,1.88,0.0,inf
1997-11-28,1.88,0.0,inf
1997-12-01,1.89,0.0,inf
1997-12-02,1.89,0.0,inf
1997-12-03,1.88,0.0,inf
1997-12-04,1.88,0.0,inf
1997-12-05,1.81,0.0,inf
1997-12-08,1.78,0.0,inf
1997-12-09,1.83,0.0,inf
1997-12-10,1.78,0.0,inf
1997-12-11,1.78,0.0,inf
1997-12-12,1.8,0.0,inf
1997-12-15,1.78,0.0,inf
1997-12-16,1.78,0.0,inf
1997-12-17,1.81,0.0,inf
1997-12-18,1.78,0.0,inf
1997-12-19,1.77,0.0,inf
1997-12-22,1.75,0.0,inf
1997-12-23,1.75,0.0,inf
1997-12-24,1.76,0.0,inf
1997-12-26,1.78,0.0,inf
1997-12-29,1.76,0.0,inf
1997-12-30,1.75,0.0,inf
1997-12-31,1.76,0.0,inf
1998-01-02,1.75,0.0,inf
1998-01-05,1.75,0.0,inf
1998-01-06,1.75,0.0,inf
1998-01-07,1.75,0.0,inf
1998-01-08,1.77,0.0,inf
1998-01-09,1.75,0.0,inf
1998-01-12,1.78,0.0,inf
1998-01-13,1.78,0.0,inf
1998-01-14,1.78,0.0,inf
1998-01-15,1.78,0.0,inf
1998-01-16,1.8,0.0,inf
1998-01-20,1.84,0.0,inf
1998-01-21,1.83,0.0,inf
1998-01-22,1.83,0.0,inf
1998-01-23,1.88,0.0,inf
1998-01-26,1.84,0.0,inf
1998-01-27,1.84,0.0,inf
1998-01-28,1.98,0.0,inf
1998-01-29,1.99,0.0,inf
1998-01-30,2.02,0.0,inf
1998-02-02,2.08,0.0,inf
1998-02-03,2.0,0.0,inf
1998-02-04,2.03,0.0,inf
1998-02-05,2.08,0.0,inf
1998-02-06,2.09,0.0,inf
1998-02-09,2.13,0.0,inf
1998-02-10,2.06,0.0,inf
1998-02-11,2.06,0.0,inf
1998-02-12,2.11,0.0,inf
1998-02-13,2.12,0.0,inf
1998-02-17,2.13,0.0,inf
1998-02-18,2.13,0.0,inf
1998-02-19,2.13,0.0,inf
1998-02-20,2.08,0.0,inf
1998-02-23,2.06,0.0,inf
1998-02-24,2.06,0.0,inf
1998-02-25,2.07,0.0,inf
1998-02-26,2.09,0.0,inf
1998-02-27,2.13,0.0,inf
1998-03-02,2.09,0.0,inf
1998-03-03,2.11,0.0,inf
1998-03-04,2.11,0.0,inf
1998-03-05,2.06,0.0,inf
1998-03-06,2.07,0.0,inf
1998-03-09,2.02,0.0,inf
1998-03-10,2.03,0.0,inf
1998-03-11,2.03,0.0,inf
1998-03-12,2.06,0.0,inf
1998-03-13,2.05,0.0,inf
1998-03-16,2.06,0.0,inf
1998-03-17,2.06,0.0,inf
1998-03-18,2.02,0.0,inf
1998-03-19,2.06,0.0,inf
1998-03-20,2.03,0.0,inf
1998-03-23,2.02,0.0,inf
1998-03-24,2.0,0.0,inf
1998-03-25,1.91,0.0,inf
1998-03-26,1.95,0.0,inf
1998-03-27,2.19,0.0,inf
1998-03-30,2.19,0.0,inf
1998-03-31,2.22,0.0,inf
1998-04-01,2.22,0.0,inf
1998-04-02,2.33,0.0,inf
1998-04-03,2.34,0.0,inf
1998-04-06,2.37,0.0,inf
1998-04-07,2.36,0.0,inf
1998-04-08,2.37,0.0,inf
1998-04-09,2.36,0.0,inf
1998-04-13,2.36,0.0,inf
1998-04-14,2.36,0.0,inf
1998-04-15,2.36,0.0,inf
1998-04-16,2.41,0.0,inf
1998-04-17,2.43,0.0,inf
1998-04-20,2.41,0.0,inf
1998-04-21,2.44,0.0,inf
1998-04-22,2.44,0.0,inf
1998-04-23,2.45,0.0,inf
1998-04-24,2.47,0.0,inf
1998-04-27,2.48,0.0,inf
1998-04-28,2.5,0.0,inf
1998-04-29,2.49,0.0,inf
1998-04-30,2.47,0.0,inf
1998-05-01,2.45,0.0,inf
1998-05-04,2.47,0.0,inf
1998-05-05,2.47,0.0,inf
1998-05-06,2.47,0.0,inf
1998-05-07,2.47,0.0,inf
1998-05-08,2.45,0.0,inf
1998-05-11,2.5,0.0,inf
1998-05-12,2.48,0.0,inf
1998-05-13,2.48,0.0,inf
1998-05-14,2.54,0.0,inf
1998-05-15,2.54,0.0,inf
1998-05-18,2.53,0.0,inf
1998-05-19,2.46,0.0,inf
1998-05-20,2.45,0.0,inf
1998-05-21,2.39,0.0,inf
1998-05-22,2.37,0.0,inf
1998-05-26,2.31,0.0,inf
1998-05-27,2.28,0.0,inf
1998-05-28,2.22,0.0,inf
1998-05-29,2.22,0.0,inf
1998-06-01,2.22,0.0,inf
1998-06-02,2.27,0.0,inf
1998-06-03,2.26,0.0,inf
1998-06-04,2.2,0.0,inf
1998-06-05,2.25,0.0,inf
1998-06-08,2.26,0.0,inf
1998-06-09,2.26,0.0,inf
1998-06-10,2.28,0.0,inf
1998-06-11,2.28,0.0,inf
1998-06-12,2.28,0.0,inf
1998-06-15,2.28,0.0,inf
1998-06-16,2.33,0.0,inf
1998-06-17,2.41,0.0,inf
1998-06-18,2.45,0.0,inf
1998-06-19,2.44,0.0,inf
1998-06-22,2.5,0.0,inf
1998-06-23,2.58,0.0,inf
1998-06-24,2.67,0.0,inf
1998-06-25,2.7,0.0,inf
