date,RL,RL_EPS,PE Ratio
,,0.12,
1997-06-12,31.5,0.12,262.5
1997-06-13,32.38,0.12,269.83333333333337
1997-06-16,30.88,0.12,257.3333333333333
1997-06-17,29.75,0.12,247.91666666666669
1997-06-18,28.38,0.12,236.5
1997-06-19,29.38,0.12,244.83333333333334
1997-06-20,29.5,0.12,245.83333333333334
1997-06-23,28.25,0.12,235.41666666666669
1997-06-24,28.88,0.12,240.66666666666666
1997-06-25,28.69,0.12,239.08333333333334
1997-06-26,28.25,0.12,235.41666666666669
1997-06-27,27.25,0.12,227.08333333333334
1997-06-30,27.38,0.12,228.16666666666666
1997-07-01,26.94,0.12,224.50000000000003
1997-07-02,27.81,0.12,231.75
1997-07-03,28.06,0.12,233.83333333333334
1997-07-07,27.13,0.12,226.08333333333334
1997-07-08,27.69,0.12,230.75000000000003
1997-07-09,26.63,0.12,221.91666666666666
1997-07-10,25.5,0.12,212.5
1997-07-11,25.94,0.12,216.16666666666669
1997-07-14,25.69,0.12,214.08333333333334
1997-07-15,25.44,0.12,212.00000000000003
1997-07-16,23.81,0.12,198.41666666666666
1997-07-17,26.06,0.12,217.16666666666666
1997-07-18,25.88,0.12,215.66666666666666
1997-07-21,25.31,0.12,210.91666666666666
1997-07-22,25.63,0.12,213.58333333333334
1997-07-23,25.0,0.12,208.33333333333334
1997-07-24,24.63,0.12,205.25
1997-07-25,24.63,0.12,205.25
1997-07-28,25.25,0.12,210.41666666666669
1997-07-29,26.69,0.12,222.41666666666669
1997-07-30,27.75,0.12,231.25
1997-07-31,26.81,0.12,223.41666666666666
1997-08-01,26.63,0.12,221.91666666666666
1997-08-04,27.63,0.12,230.25
1997-08-05,27.06,0.12,225.5
1997-08-06,26.5,0.12,220.83333333333334
1997-08-07,25.75,0.12,214.58333333333334
1997-08-08,25.25,0.12,210.41666666666669
1997-08-11,24.75,0.12,206.25
1997-08-12,24.31,0.21,115.76190476190476
1997-08-13,24.38,0.21,116.09523809523809
1997-08-14,24.0,0.21,114.28571428571429
1997-08-15,23.06,0.21,109.80952380952381
1997-08-18,23.5,0.21,111.90476190476191
1997-08-19,24.25,0.21,115.47619047619048
1997-08-20,25.63,0.21,122.04761904761905
1997-08-21,24.75,0.21,117.85714285714286
1997-08-22,24.5,0.21,116.66666666666667
1997-08-25,24.31,0.21,115.76190476190476
1997-08-26,24.69,0.21,117.57142857142858
1997-08-27,24.5,0.21,116.66666666666667
1997-08-28,25.31,0.21,120.52380952380952
1997-08-29,26.25,0.21,125.0
1997-09-02,26.25,0.21,125.0
1997-09-03,26.06,0.21,124.09523809523809
1997-09-04,25.75,0.21,122.61904761904762
1997-09-05,25.88,0.21,123.23809523809524
1997-09-08,25.38,0.21,120.85714285714286
1997-09-09,24.88,0.21,118.47619047619048
1997-09-10,24.25,0.21,115.47619047619048
1997-09-11,24.25,0.21,115.47619047619048
1997-09-12,24.44,0.21,116.3809523809524
1997-09-15,25.19,0.21,119.95238095238096
1997-09-16,25.5,0.21,121.42857142857143
1997-09-17,26.44,0.21,125.90476190476191
1997-09-18,26.06,0.21,124.09523809523809
1997-09-19,26.63,0.21,126.80952380952381
1997-09-22,27.63,0.21,131.57142857142858
1997-09-23,27.31,0.21,130.04761904761904
1997-09-24,26.13,0.21,124.42857142857143
1997-09-25,25.31,0.21,120.52380952380952
1997-09-26,26.13,0.21,124.42857142857143
1997-09-29,26.25,0.21,125.0
1997-09-30,26.19,0.21,124.71428571428572
1997-10-01,27.0,0.21,128.57142857142858
1997-10-02,26.63,0.21,126.80952380952381
1997-10-03,26.5,0.21,126.19047619047619
1997-10-06,26.63,0.21,126.80952380952381
1997-10-07,26.19,0.21,124.71428571428572
1997-10-08,25.44,0.21,121.14285714285715
1997-10-09,26.0,0.21,123.80952380952381
1997-10-10,26.0,0.21,123.80952380952381
1997-10-13,26.25,0.21,125.0
1997-10-14,26.06,0.21,124.09523809523809
1997-10-15,25.69,0.21,122.33333333333334
1997-10-16,25.13,0.21,119.66666666666667
1997-10-17,24.81,0.21,118.14285714285714
1997-10-20,24.69,0.21,117.57142857142858
1997-10-21,25.44,0.21,121.14285714285715
1997-10-22,25.94,0.21,123.52380952380953
1997-10-23,26.13,0.21,124.42857142857143
1997-10-24,26.88,0.21,128.0
1997-10-27,24.5,0.21,116.66666666666667
1997-10-28,25.5,0.21,121.42857142857143
1997-10-29,25.25,0.21,120.23809523809524
1997-10-30,25.13,0.21,119.66666666666667
1997-10-31,26.0,0.21,123.80952380952381
1997-11-03,27.25,0.21,129.76190476190476
1997-11-04,28.0,0.21,133.33333333333334
1997-11-05,28.19,0.21,134.23809523809524
1997-11-06,27.56,0.21,131.23809523809524
1997-11-07,26.81,0.21,127.66666666666667
1997-11-10,26.38,0.63,41.87301587301587
1997-11-11,25.88,0.63,41.079365079365076
1997-11-12,25.5,0.63,40.476190476190474
1997-11-13,27.13,0.63,43.06349206349206
1997-11-14,27.56,0.63,43.74603174603175
1997-11-17,27.5,0.63,43.65079365079365
1997-11-18,27.63,0.63,43.857142857142854
1997-11-19,28.38,0.63,45.047619047619044
1997-11-20,28.75,0.63,45.63492063492063
1997-11-21,28.31,0.63,44.93650793650794
1997-11-24,27.38,0.63,43.460317460317455
1997-11-25,27.38,0.63,43.460317460317455
1997-11-26,27.25,0.63,43.25396825396825
1997-11-28,27.0,0.63,42.857142857142854
1997-12-01,28.0,0.63,44.44444444444444
1997-12-02,27.56,0.63,43.74603174603175
1997-12-03,27.13,0.63,43.06349206349206
1997-12-04,27.25,0.63,43.25396825396825
1997-12-05,27.56,0.63,43.74603174603175
1997-12-08,28.25,0.63,44.84126984126984
1997-12-09,27.5,0.63,43.65079365079365
1997-12-10,27.19,0.63,43.15873015873016
1997-12-11,26.19,0.63,41.57142857142858
1997-12-12,26.0,0.63,41.26984126984127
1997-12-15,26.5,0.63,42.06349206349206
1997-12-16,25.06,0.63,39.77777777777778
1997-12-17,24.88,0.63,39.49206349206349
1997-12-18,24.5,0.63,38.888888888888886
1997-12-19,24.0,0.63,38.095238095238095
1997-12-22,23.44,0.63,37.20634920634921
1997-12-23,22.31,0.63,35.41269841269841
1997-12-24,22.81,0.63,36.2063492063492
1997-12-26,22.63,0.63,35.92063492063492
1997-12-29,21.94,0.63,34.82539682539683
1997-12-30,23.19,0.63,36.80952380952381
1997-12-31,24.25,0.63,38.492063492063494
1998-01-02,24.0,0.63,38.095238095238095
1998-01-05,24.63,0.63,39.095238095238095
1998-01-06,24.38,0.63,38.698412698412696
1998-01-07,24.13,0.63,38.3015873015873
1998-01-08,24.13,0.63,38.3015873015873
1998-01-09,23.44,0.63,37.20634920634921
1998-01-12,23.0,0.63,36.507936507936506
1998-01-13,23.25,0.63,36.904761904761905
1998-01-14,24.75,0.63,39.285714285714285
1998-01-15,24.63,0.63,39.095238095238095
1998-01-16,25.06,0.63,39.77777777777778
1998-01-20,25.88,0.63,41.079365079365076
1998-01-21,26.25,0.63,41.666666666666664
1998-01-22,26.13,0.63,41.476190476190474
1998-01-23,25.13,0.63,39.888888888888886
1998-01-26,25.81,0.63,40.96825396825397
1998-01-27,25.38,0.63,40.285714285714285
1998-01-28,25.19,0.63,39.98412698412699
1998-01-29,25.38,0.63,40.285714285714285
1998-01-30,25.75,0.63,40.87301587301587
1998-02-02,27.63,0.63,43.857142857142854
1998-02-03,26.81,0.63,42.55555555555555
1998-02-04,27.06,0.63,42.95238095238095
1998-02-05,26.88,0.63,42.666666666666664
1998-02-06,26.88,0.63,42.666666666666664
1998-02-09,27.13,0.34,79.79411764705881
1998-02-10,27.06,0.34,79.58823529411764
1998-02-11,27.13,0.34,79.79411764705881
1998-02-12,27.81,0.34,81.79411764705881
1998-02-13,27.5,0.34,80.88235294117646
1998-02-17,27.38,0.34,80.52941176470587
1998-02-18,27.0,0.34,79.41176470588235
1998-02-19,27.63,0.34,81.26470588235293
1998-02-20,28.44,0.34,83.6470588235294
1998-02-23,28.0,0.34,82.35294117647058
1998-02-24,28.13,0.34,82.73529411764704
1998-02-25,28.44,0.34,83.6470588235294
1998-02-26,28.56,0.34,83.99999999999999
1998-02-27,28.25,0.34,83.08823529411764
1998-03-02,28.0,0.34,82.35294117647058
1998-03-03,27.88,0.34,81.99999999999999
1998-03-04,28.0,0.34,82.35294117647058
1998-03-05,27.75,0.34,81.61764705882352
1998-03-06,28.0,0.34,82.35294117647058
1998-03-09,28.31,0.34,83.26470588235293
1998-03-10,29.44,0.34,86.58823529411764
1998-03-11,29.13,0.34,85.67647058823529
1998-03-12,29.88,0.34,87.88235294117646
1998-03-13,29.63,0.34,87.1470588235294
1998-03-16,30.44,0.34,89.52941176470588
1998-03-17,29.38,0.34,86.41176470588235
1998-03-18,29.25,0.34,86.02941176470587
1998-03-19,30.25,0.34,88.97058823529412
1998-03-20,29.88,0.34,87.88235294117646
1998-03-23,30.19,0.34,88.79411764705883
1998-03-24,30.81,0.34,90.61764705882352
1998-03-25,30.25,0.34,88.97058823529412
1998-03-26,30.19,0.34,88.79411764705883
1998-03-27,29.88,0.34,87.88235294117646
1998-03-30,29.94,0.34,88.05882352941177
1998-03-31,30.06,0.34,88.41176470588235
1998-04-01,29.94,0.34,88.05882352941177
1998-04-02,29.38,0.34,86.41176470588235
1998-04-03,29.5,0.34,86.76470588235294
1998-04-06,29.69,0.34,87.32352941176471
1998-04-07,29.5,0.34,86.76470588235294
1998-04-08,29.25,0.34,86.02941176470587
1998-04-09,29.13,0.34,85.67647058823529
1998-04-13,29.13,0.34,85.67647058823529
1998-04-14,28.5,0.34,83.8235294117647
1998-04-15,27.94,0.34,82.17647058823529
1998-04-16,27.94,0.34,82.17647058823529
1998-04-17,27.94,0.34,82.17647058823529
1998-04-20,27.81,0.34,81.79411764705881
1998-04-21,28.0,0.34,82.35294117647058
1998-04-22,28.81,0.34,84.73529411764704
1998-04-23,28.5,0.34,83.8235294117647
1998-04-24,28.06,0.34,82.52941176470587
1998-04-27,27.56,0.34,81.05882352941175
1998-04-28,27.88,0.34,81.99999999999999
1998-04-29,27.5,0.34,80.88235294117646
1998-04-30,28.13,0.34,82.73529411764704
1998-05-01,27.75,0.34,81.61764705882352
1998-05-04,27.81,0.34,81.79411764705881
1998-05-05,27.5,0.34,80.88235294117646
1998-05-06,27.5,0.34,80.88235294117646
1998-05-07,28.5,0.34,83.8235294117647
1998-05-08,29.5,0.34,86.76470588235294
1998-05-11,29.88,0.34,87.88235294117646
1998-05-12,30.0,0.34,88.23529411764706
1998-05-13,29.44,0.34,86.58823529411764
1998-05-14,29.13,0.34,85.67647058823529
1998-05-15,29.75,0.34,87.5
1998-05-18,30.94,0.34,91.0
1998-05-19,30.88,0.34,90.8235294117647
1998-05-20,31.0,0.34,91.17647058823529
1998-05-21,30.75,0.34,90.44117647058823
1998-05-22,30.63,0.34,90.08823529411764
1998-05-26,29.88,0.34,87.88235294117646
1998-05-27,29.75,0.34,87.5
1998-05-28,30.19,0.34,88.79411764705883
1998-05-29,30.5,0.34,89.70588235294117
1998-06-01,29.75,0.34,87.5
1998-06-02,29.13,0.34,85.67647058823529
1998-06-03,28.75,0.34,84.55882352941175
1998-06-04,28.5,0.34,83.8235294117647
1998-06-05,28.31,0.34,83.26470588235293
1998-06-08,28.44,0.34,83.6470588235294
1998-06-09,29.25,0.34,86.02941176470587
1998-06-10,28.5,0.34,83.8235294117647
1998-06-11,28.25,0.34,83.08823529411764
1998-06-12,28.5,0.34,83.8235294117647
1998-06-15,27.5,0.34,80.88235294117646
1998-06-16,27.31,0.34,80.3235294117647
1998-06-17,27.56,0.34,81.05882352941175
1998-06-18,26.94,0.34,79.23529411764706
1998-06-19,27.38,0.34,80.52941176470587
1998-06-22,27.25,0.34,80.1470588235294
1998-06-23,28.06,0.34,82.52941176470587
1998-06-24,29.19,0.34,85.85294117647058
1998-06-25,28.25,0.34,83.08823529411764
1998-06-26,28.88,0.34,84.94117647058823
1998-06-29,28.38,0.34,83.4705882352941
1998-06-30,28.0,0.34,82.35294117647058
1998-07-01,27.75,0.34,81.61764705882352
1998-07-02,27.38,0.34,80.52941176470587
1998-07-06,26.38,0.34,77.58823529411764
1998-07-07,27.75,0.34,81.61764705882352
1998-07-08,28.63,0.34,84.20588235294117
1998-07-09,28.31,0.34,83.26470588235293
1998-07-10,28.0,0.34,82.35294117647058
1998-07-13,27.63,0.34,81.26470588235293
1998-07-14,28.94,0.34,85.11764705882352
1998-07-15,29.69,0.34,87.32352941176471
1998-07-16,29.06,0.34,85.4705882352941
1998-07-17,29.0,0.34,85.29411764705881
1998-07-20,28.94,0.34,85.11764705882352
1998-07-21,29.31,0.34,86.20588235294116
1998-07-22,28.25,0.34,83.08823529411764
1998-07-23,27.0,0.34,79.41176470588235
1998-07-24,27.06,0.34,79.58823529411764
1998-07-27,26.75,0.34,78.67647058823529
1998-07-28,26.69,0.34,78.5
1998-07-29,26.25,0.34,77.20588235294117
1998-07-30,28.0,0.34,82.35294117647058
1998-07-31,27.13,0.34,79.79411764705881
1998-08-03,27.25,0.34,80.1470588235294
1998-08-04,26.31,0.34,77.38235294117646
1998-08-05,26.75,0.34,78.67647058823529
1998-08-06,26.56,0.34,78.11764705882352
1998-08-07,27.44,0.34,80.70588235294117
1998-08-10,26.63,0.34,78.3235294117647
1998-08-11,27.0,0.23,117.39130434782608
1998-08-12,27.5,0.23,119.56521739130434
1998-08-13,26.94,0.23,117.1304347826087
1998-08-14,27.0,0.23,117.39130434782608
1998-08-17,26.06,0.23,113.30434782608694
1998-08-18,26.38,0.23,114.69565217391303
1998-08-19,25.81,0.23,112.21739130434781
1998-08-20,25.44,0.23,110.6086956521739
1998-08-21,24.94,0.23,108.43478260869566
1998-08-24,24.5,0.23,106.52173913043478
1998-08-25,25.0,0.23,108.69565217391303
1998-08-26,24.63,0.23,107.08695652173913
1998-08-27,23.31,0.23,101.34782608695652
1998-08-28,22.81,0.23,99.17391304347825
1998-08-31,21.94,0.23,95.3913043478261
1998-09-01,22.88,0.23,99.4782608695652
1998-09-02,23.19,0.23,100.82608695652173
1998-09-03,21.38,0.23,92.95652173913042
1998-09-04,20.5,0.23,89.13043478260869
1998-09-08,20.94,0.23,91.04347826086956
1998-09-09,21.0,0.23,91.30434782608695
1998-09-10,20.13,0.23,87.52173913043478
1998-09-11,21.19,0.23,92.1304347826087
1998-09-14,23.38,0.23,101.65217391304347
1998-09-15,23.25,0.23,101.08695652173913
1998-09-16,23.0,0.23,100.0
1998-09-17,21.81,0.23,94.82608695652173
1998-09-18,22.75,0.23,98.91304347826086
1998-09-21,21.88,0.23,95.13043478260869
1998-09-22,20.5,0.23,89.13043478260869
1998-09-23,20.63,0.23,89.69565217391303
1998-09-24,20.81,0.23,90.4782608695652
1998-09-25,20.75,0.23,90.21739130434783
1998-09-28,20.81,0.23,90.4782608695652
1998-09-29,20.75,0.23,90.21739130434783
1998-09-30,19.94,0.23,86.69565217391305
1998-10-01,19.25,0.23,83.69565217391305
1998-10-02,20.75,0.23,90.21739130434783
1998-10-05,19.69,0.23,85.60869565217392
1998-10-06,19.63,0.23,85.34782608695652
1998-10-07,18.88,0.23,82.08695652173913
1998-10-08,17.5,0.23,76.08695652173913
1998-10-09,19.0,0.23,82.6086956521739
1998-10-12,20.56,0.23,89.39130434782608
1998-10-13,21.44,0.23,93.21739130434783
1998-10-14,21.38,0.23,92.95652173913042
1998-10-15,23.25,0.23,101.08695652173913
1998-10-16,24.0,0.23,104.34782608695652
1998-10-19,23.81,0.23,103.52173913043477
1998-10-20,22.69,0.23,98.65217391304348
1998-10-21,22.56,0.23,98.08695652173913
1998-10-22,22.19,0.23,96.47826086956522
1998-10-23,21.38,0.23,92.95652173913042
1998-10-26,21.5,0.23,93.47826086956522
1998-10-27,22.13,0.23,96.21739130434781
1998-10-28,22.0,0.23,95.65217391304347
1998-10-29,21.5,0.23,93.47826086956522
1998-10-30,20.81,0.23,90.4782608695652
1998-11-02,23.75,0.23,103.26086956521739
1998-11-03,22.0,0.23,95.65217391304347
1998-11-04,23.88,0.23,103.82608695652173
1998-11-05,20.13,0.23,87.52173913043478
1998-11-06,19.88,0.23,86.43478260869564
1998-11-09,19.5,0.23,84.78260869565217
