date,NLSN,NLSN_EPS,PE Ratio
2011-07-18,30.53,-0.55,-55.50909090909091
2011-07-19,30.84,-0.55,-56.07272727272727
2011-07-20,30.22,-0.55,-54.94545454545454
2011-07-21,30.51,-0.55,-55.47272727272727
2011-07-22,30.94,-0.55,-56.25454545454545
2011-07-25,30.38,-0.55,-55.23636363636363
2011-07-26,30.29,-0.55,-55.07272727272726
2011-07-27,30.39,-0.55,-55.25454545454545
2011-07-28,30.39,-0.33,-92.0909090909091
2011-07-29,29.96,-0.33,-90.78787878787878
2011-08-01,29.89,-0.33,-90.57575757575758
2011-08-02,29.0,-0.33,-87.87878787878788
2011-08-03,29.11,-0.33,-88.2121212121212
2011-08-04,28.12,-0.33,-85.21212121212122
2011-08-05,27.65,-0.33,-83.78787878787878
2011-08-08,26.12,-0.33,-79.15151515151516
2011-08-09,27.05,-0.33,-81.96969696969697
2011-08-10,26.47,-0.33,-80.2121212121212
2011-08-11,27.43,-0.33,-83.12121212121211
2011-08-12,27.05,-0.33,-81.96969696969697
2011-08-15,27.88,-0.33,-84.48484848484848
2011-08-16,27.87,-0.33,-84.45454545454545
2011-08-17,28.51,-0.33,-86.39393939393939
2011-08-18,27.41,-0.33,-83.06060606060606
2011-08-19,26.56,-0.33,-80.48484848484847
2011-08-22,27.68,-0.33,-83.87878787878788
2011-08-23,27.44,-0.33,-83.15151515151516
2011-08-24,27.75,-0.33,-84.0909090909091
2011-08-25,27.52,-0.33,-83.39393939393939
2011-08-26,28.29,-0.33,-85.72727272727272
2011-08-29,29.55,-0.33,-89.54545454545455
2011-08-30,29.43,-0.33,-89.18181818181817
2011-08-31,29.66,-0.33,-89.87878787878788
2011-09-01,29.39,-0.33,-89.06060606060606
2011-09-02,29.51,-0.33,-89.42424242424242
2011-09-06,28.83,-0.33,-87.36363636363636
2011-09-07,29.07,-0.33,-88.0909090909091
2011-09-08,29.13,-0.33,-88.27272727272727
2011-09-09,28.33,-0.33,-85.84848484848484
2011-09-12,27.8,-0.33,-84.24242424242424
2011-09-13,27.61,-0.33,-83.66666666666666
2011-09-14,27.06,-0.33,-81.99999999999999
2011-09-15,27.72,-0.33,-83.99999999999999
2011-09-16,28.28,-0.33,-85.6969696969697
2011-09-19,28.26,-0.33,-85.63636363636364
2011-09-20,27.67,-0.33,-83.84848484848484
2011-09-21,28.59,-0.33,-86.63636363636363
2011-09-22,26.12,-0.33,-79.15151515151516
2011-09-23,26.62,-0.33,-80.66666666666667
2011-09-26,26.76,-0.33,-81.0909090909091
2011-09-27,27.4,-0.33,-83.03030303030302
2011-09-28,27.35,-0.33,-82.87878787878788
2011-09-29,26.75,-0.33,-81.06060606060606
2011-09-30,26.08,-0.33,-79.03030303030302
2011-10-03,25.05,-0.33,-75.9090909090909
2011-10-04,25.12,-0.33,-76.12121212121212
2011-10-05,26.53,-0.33,-80.39393939393939
2011-10-06,27.38,-0.33,-82.96969696969697
2011-10-07,27.29,-0.33,-82.69696969696969
2011-10-10,27.5,-0.33,-83.33333333333333
2011-10-11,27.08,-0.33,-82.06060606060605
2011-10-12,27.7,-0.33,-83.93939393939394
2011-10-13,27.95,-0.33,-84.69696969696969
2011-10-14,28.22,-0.33,-85.5151515151515
2011-10-17,28.04,-0.33,-84.96969696969697
2011-10-18,28.3,-0.33,-85.75757575757575
2011-10-19,28.18,-0.33,-85.39393939393939
2011-10-20,28.81,-0.33,-87.3030303030303
2011-10-21,28.98,-0.33,-87.81818181818181
2011-10-24,28.78,-0.33,-87.21212121212122
2011-10-25,28.18,-0.33,-85.39393939393939
2011-10-26,27.39,-0.33,-83.0
2011-10-27,29.88,0.3,99.6
2011-10-28,29.45,0.3,98.16666666666667
2011-10-31,29.35,0.3,97.83333333333334
2011-11-01,28.74,0.3,95.8
2011-11-02,28.7,0.3,95.66666666666667
2011-11-03,28.93,0.3,96.43333333333334
2011-11-04,29.47,0.3,98.23333333333333
2011-11-07,30.05,0.3,100.16666666666667
2011-11-08,30.25,0.3,100.83333333333334
2011-11-09,29.48,0.3,98.26666666666667
2011-11-10,30.01,0.3,100.03333333333335
2011-11-11,30.31,0.3,101.03333333333333
2011-11-14,30.93,0.3,103.10000000000001
2011-11-15,30.99,0.3,103.3
2011-11-16,30.09,0.3,100.3
2011-11-17,28.88,0.3,96.26666666666667
2011-11-18,28.56,0.3,95.2
2011-11-21,28.68,0.3,95.60000000000001
2011-11-22,29.22,0.3,97.4
2011-11-23,28.46,0.3,94.86666666666667
2011-11-25,28.51,0.3,95.03333333333335
2011-11-28,29.02,0.3,96.73333333333333
2011-11-29,28.65,0.3,95.5
2011-11-30,29.05,0.3,96.83333333333334
2011-12-01,29.37,0.3,97.9
2011-12-02,29.86,0.3,99.53333333333333
2011-12-05,29.7,0.3,99.0
2011-12-06,28.88,0.3,96.26666666666667
2011-12-07,28.85,0.3,96.16666666666667
2011-12-08,28.1,0.3,93.66666666666667
2011-12-09,28.71,0.3,95.7
2011-12-12,28.72,0.3,95.73333333333333
2011-12-13,28.5,0.3,95.0
2011-12-14,27.89,0.3,92.96666666666667
2011-12-15,27.86,0.3,92.86666666666667
2011-12-16,27.8,0.3,92.66666666666667
2011-12-19,28.35,0.3,94.50000000000001
2011-12-20,29.47,0.3,98.23333333333333
2011-12-21,29.78,0.3,99.26666666666668
2011-12-22,29.82,0.3,99.4
2011-12-23,29.87,0.3,99.56666666666668
2011-12-27,29.74,0.3,99.13333333333333
2011-12-28,29.54,0.3,98.46666666666667
2011-12-29,29.65,0.3,98.83333333333333
2011-12-30,29.69,0.3,98.96666666666667
2012-01-03,29.93,0.3,99.76666666666667
2012-01-04,29.29,0.3,97.63333333333334
2012-01-05,29.35,0.3,97.83333333333334
2012-01-06,29.32,0.3,97.73333333333333
2012-01-09,29.24,0.3,97.46666666666667
2012-01-10,29.6,0.3,98.66666666666667
2012-01-11,29.58,0.3,98.6
2012-01-12,29.26,0.3,97.53333333333335
2012-01-13,28.5,0.3,95.0
2012-01-17,29.33,0.3,97.76666666666667
2012-01-18,29.36,0.3,97.86666666666667
2012-01-19,28.7,0.3,95.66666666666667
2012-01-20,28.09,0.3,93.63333333333334
2012-01-23,28.98,0.3,96.60000000000001
2012-01-24,28.67,0.3,95.56666666666668
2012-01-25,28.62,0.3,95.4
2012-01-26,29.06,0.3,96.86666666666666
2012-01-27,29.18,0.3,97.26666666666667
2012-01-30,29.01,0.3,96.7
2012-01-31,28.98,0.3,96.60000000000001
2012-02-01,28.98,0.3,96.60000000000001
2012-02-02,28.74,0.3,95.8
2012-02-03,30.22,0.3,100.73333333333333
2012-02-06,28.85,0.3,96.16666666666667
2012-02-07,28.09,0.3,93.63333333333334
2012-02-08,28.48,0.3,94.93333333333334
2012-02-09,28.39,0.3,94.63333333333334
2012-02-10,28.47,0.3,94.9
2012-02-13,27.44,0.3,91.46666666666667
2012-02-14,27.31,0.3,91.03333333333333
2012-02-15,27.82,0.3,92.73333333333333
2012-02-16,28.44,0.3,94.80000000000001
2012-02-17,28.28,0.3,94.26666666666668
2012-02-21,28.02,0.3,93.4
2012-02-22,27.83,0.27,103.07407407407406
2012-02-23,27.94,0.27,103.48148148148148
2012-02-24,27.9,0.27,103.33333333333331
2012-02-27,28.81,0.27,106.7037037037037
2012-02-28,29.28,0.27,108.44444444444444
2012-02-29,29.49,0.27,109.22222222222221
2012-03-01,29.54,0.27,109.40740740740739
2012-03-02,29.5,0.27,109.25925925925925
2012-03-05,29.52,0.27,109.33333333333333
2012-03-06,29.19,0.27,108.11111111111111
2012-03-07,29.19,0.27,108.11111111111111
2012-03-08,29.65,0.27,109.8148148148148
2012-03-09,29.49,0.27,109.22222222222221
2012-03-12,29.53,0.27,109.37037037037037
2012-03-13,29.78,0.27,110.29629629629629
2012-03-14,29.81,0.27,110.40740740740739
2012-03-15,30.15,0.27,111.66666666666666
2012-03-16,30.4,0.27,112.59259259259258
2012-03-19,30.27,0.27,112.1111111111111
2012-03-20,30.63,0.27,113.44444444444443
2012-03-21,30.5,0.27,112.96296296296296
2012-03-22,30.1,0.27,111.48148148148148
2012-03-23,30.43,0.27,112.7037037037037
2012-03-26,30.42,0.27,112.66666666666667
2012-03-27,30.3,0.27,112.22222222222221
2012-03-28,29.82,0.27,110.44444444444444
2012-03-29,29.55,0.27,109.44444444444444
2012-03-30,30.14,0.27,111.62962962962962
2012-04-02,30.17,0.27,111.74074074074073
2012-04-03,30.29,0.27,112.18518518518518
2012-04-04,30.0,0.27,111.1111111111111
2012-04-05,29.76,0.27,110.22222222222221
2012-04-09,29.63,0.27,109.74074074074073
2012-04-10,29.18,0.27,108.07407407407406
2012-04-11,29.18,0.27,108.07407407407406
2012-04-12,29.43,0.27,108.99999999999999
2012-04-13,29.19,0.27,108.11111111111111
2012-04-16,28.96,0.27,107.25925925925925
2012-04-17,29.13,0.27,107.88888888888887
2012-04-18,28.91,0.27,107.07407407407406
2012-04-19,28.71,0.27,106.33333333333333
2012-04-20,29.24,0.27,108.29629629629628
2012-04-23,28.92,0.27,107.11111111111111
2012-04-24,29.27,0.27,108.4074074074074
2012-04-25,29.17,0.07,416.7142857142857
2012-04-26,29.57,0.07,422.4285714285714
2012-04-27,29.37,0.07,419.57142857142856
2012-04-30,29.22,0.07,417.4285714285714
2012-05-01,29.12,0.07,416.0
2012-05-02,29.13,0.07,416.1428571428571
2012-05-03,29.26,0.07,418.0
2012-05-04,29.6,0.07,422.85714285714283
2012-05-07,29.07,0.07,415.2857142857143
2012-05-08,29.22,0.07,417.4285714285714
2012-05-09,28.94,0.07,413.4285714285714
2012-05-10,28.68,0.07,409.71428571428567
2012-05-11,28.57,0.07,408.1428571428571
2012-05-14,28.04,0.07,400.5714285714285
2012-05-15,28.06,0.07,400.8571428571428
2012-05-16,28.18,0.07,402.57142857142856
2012-05-17,27.18,0.07,388.2857142857142
2012-05-18,27.5,0.07,392.85714285714283
2012-05-21,27.77,0.07,396.71428571428567
2012-05-22,27.82,0.07,397.4285714285714
2012-05-23,27.36,0.07,390.85714285714283
2012-05-24,27.69,0.07,395.57142857142856
2012-05-25,27.74,0.07,396.2857142857142
2012-05-29,28.09,0.07,401.2857142857142
2012-05-30,27.67,0.07,395.2857142857143
2012-05-31,27.74,0.07,396.2857142857142
2012-06-01,27.35,0.07,390.7142857142857
2012-06-04,27.35,0.07,390.7142857142857
2012-06-05,27.32,0.07,390.2857142857143
2012-06-06,27.52,0.07,393.1428571428571
2012-06-07,27.34,0.07,390.57142857142856
2012-06-08,27.01,0.07,385.85714285714283
2012-06-11,27.43,0.07,391.85714285714283
2012-06-12,27.78,0.07,396.85714285714283
2012-06-13,27.37,0.07,391.0
2012-06-14,27.37,0.07,391.0
2012-06-15,26.81,0.07,382.99999999999994
2012-06-18,26.98,0.07,385.4285714285714
2012-06-19,27.59,0.07,394.1428571428571
2012-06-20,27.77,0.07,396.71428571428567
2012-06-21,27.49,0.07,392.71428571428567
2012-06-22,26.96,0.07,385.1428571428571
2012-06-25,26.48,0.07,378.2857142857143
2012-06-26,25.91,0.07,370.1428571428571
2012-06-27,25.96,0.07,370.85714285714283
2012-06-28,25.63,0.07,366.1428571428571
2012-06-29,26.22,0.07,374.5714285714285
2012-07-02,26.45,0.07,377.85714285714283
2012-07-03,26.57,0.07,379.57142857142856
2012-07-05,26.56,0.07,379.4285714285714
2012-07-06,26.64,0.07,380.57142857142856
2012-07-09,26.77,0.07,382.4285714285714
2012-07-10,26.35,0.07,376.4285714285714
2012-07-11,26.26,0.07,375.1428571428571
2012-07-12,26.09,0.07,372.71428571428567
2012-07-13,26.32,0.07,375.99999999999994
2012-07-16,26.17,0.07,373.85714285714283
2012-07-17,26.05,0.07,372.1428571428571
2012-07-18,25.97,0.07,370.99999999999994
2012-07-19,25.99,0.07,371.2857142857142
2012-07-20,25.76,0.07,368.0
2012-07-23,25.66,0.07,366.57142857142856
2012-07-24,25.03,0.07,357.57142857142856
2012-07-25,27.53,0.28,98.32142857142857
2012-07-26,27.98,0.28,99.92857142857142
2012-07-27,28.05,0.28,100.17857142857142
2012-07-30,28.37,0.28,101.32142857142857
2012-07-31,28.5,0.28,101.78571428571428
2012-08-01,28.53,0.28,101.89285714285714
2012-08-02,28.88,0.28,103.14285714285712
2012-08-03,29.19,0.28,104.25
2012-08-06,29.02,0.28,103.64285714285712
2012-08-07,28.71,0.28,102.53571428571428
2012-08-08,28.63,0.28,102.24999999999999
2012-08-09,29.01,0.28,103.60714285714285
2012-08-10,28.98,0.28,103.49999999999999
2012-08-13,28.85,0.28,103.03571428571428
2012-08-14,28.47,0.28,101.67857142857142
2012-08-15,28.6,0.28,102.14285714285714
2012-08-16,28.77,0.28,102.74999999999999
2012-08-17,28.78,0.28,102.78571428571428
2012-08-20,28.67,0.28,102.39285714285714
2012-08-21,28.48,0.28,101.71428571428571
2012-08-22,28.38,0.28,101.35714285714285
2012-08-23,28.01,0.28,100.03571428571428
2012-08-24,28.26,0.28,100.92857142857143
2012-08-27,28.31,0.28,101.10714285714285
2012-08-28,28.19,0.28,100.67857142857143
2012-08-29,28.07,0.28,100.24999999999999
2012-08-30,28.15,0.28,100.53571428571428
2012-08-31,28.04,0.28,100.14285714285712
2012-09-04,28.41,0.28,101.46428571428571
2012-09-05,28.58,0.28,102.07142857142856
2012-09-06,28.62,0.28,102.21428571428571
2012-09-07,28.5,0.28,101.78571428571428
2012-09-10,28.33,0.28,101.17857142857142
2012-09-11,28.43,0.28,101.53571428571428
2012-09-12,29.6,0.28,105.71428571428571
2012-09-13,29.51,0.28,105.39285714285714
2012-09-14,29.5,0.28,105.35714285714285
2012-09-17,29.72,0.28,106.14285714285712
2012-09-18,30.01,0.28,107.17857142857143
2012-09-19,30.17,0.28,107.75
2012-09-20,30.24,0.28,107.99999999999999
2012-09-21,30.47,0.28,108.82142857142856
2012-09-24,29.98,0.28,107.07142857142857
2012-09-25,29.53,0.28,105.46428571428571
2012-09-26,29.43,0.28,105.10714285714285
2012-09-27,29.73,0.28,106.17857142857142
2012-09-28,29.98,0.28,107.07142857142857
2012-10-01,29.73,0.28,106.17857142857142
2012-10-02,30.22,0.28,107.92857142857142
2012-10-03,30.32,0.28,108.28571428571428
2012-10-04,30.45,0.28,108.74999999999999
2012-10-05,30.79,0.28,109.9642857142857
2012-10-08,30.62,0.28,109.35714285714285
2012-10-09,30.27,0.28,108.10714285714285
2012-10-10,30.44,0.28,108.71428571428571
2012-10-11,30.67,0.28,109.53571428571428
2012-10-12,30.77,0.28,109.89285714285712
2012-10-15,30.95,0.28,110.53571428571428
2012-10-16,31.6,0.28,112.85714285714285
2012-10-17,31.8,0.28,113.57142857142857
2012-10-18,31.3,0.28,111.78571428571428
2012-10-19,31.45,0.28,112.32142857142856
2012-10-22,29.65,0.3,98.83333333333333
2012-10-23,29.02,0.3,96.73333333333333
2012-10-24,28.35,0.3,94.50000000000001
2012-10-25,28.47,0.3,94.9
2012-10-26,28.92,0.3,96.4
2012-10-31,28.92,0.3,96.4
2012-11-01,29.58,0.3,98.6
2012-11-02,29.77,0.3,99.23333333333333
2012-11-05,29.44,0.3,98.13333333333334
2012-11-06,29.61,0.3,98.7
2012-11-07,29.36,0.3,97.86666666666667
2012-11-08,29.03,0.3,96.76666666666668
2012-11-09,28.79,0.3,95.96666666666667
2012-11-12,28.91,0.3,96.36666666666667
2012-11-13,28.58,0.3,95.26666666666667
2012-11-14,28.17,0.3,93.9
2012-11-15,27.66,0.3,92.2
2012-11-16,27.64,0.3,92.13333333333334
2012-11-19,27.68,0.3,92.26666666666667
2012-11-20,27.56,0.3,91.86666666666666
2012-11-21,28.05,0.3,93.5
2012-11-23,28.26,0.3,94.2
2012-11-26,28.26,0.3,94.2
2012-11-27,28.06,0.3,93.53333333333333
2012-11-28,28.17,0.3,93.9
2012-11-29,28.48,0.3,94.93333333333334
2012-11-30,28.32,0.3,94.4
2012-12-03,28.26,0.3,94.2
2012-12-04,28.48,0.3,94.93333333333334
2012-12-05,28.48,0.3,94.93333333333334
2012-12-06,28.9,0.3,96.33333333333333
2012-12-07,29.24,0.3,97.46666666666667
2012-12-10,29.25,0.3,97.5
2012-12-11,29.41,0.3,98.03333333333333
2012-12-12,29.28,0.3,97.60000000000001
2012-12-13,29.4,0.3,98.0
2012-12-14,29.65,0.3,98.83333333333333
2012-12-17,29.62,0.3,98.73333333333333
2012-12-18,30.92,0.3,103.06666666666668
2012-12-19,30.54,0.3,101.8
2012-12-20,30.8,0.3,102.66666666666667
2012-12-21,30.59,0.3,101.96666666666667
2012-12-24,30.4,0.3,101.33333333333333
2012-12-26,30.36,0.3,101.2
2012-12-27,30.31,0.3,101.03333333333333
2012-12-28,30.26,0.3,100.86666666666667
2012-12-31,30.59,0.3,101.96666666666667
2013-01-02,30.99,0.3,103.3
2013-01-03,30.84,0.3,102.8
2013-01-04,31.19,0.3,103.96666666666667
2013-01-07,31.55,0.3,105.16666666666667
2013-01-08,31.19,0.3,103.96666666666667
2013-01-09,31.02,0.3,103.4
2013-01-10,30.9,0.3,103.0
2013-01-11,31.16,0.3,103.86666666666667
2013-01-14,31.14,0.3,103.80000000000001
2013-01-15,31.32,0.3,104.4
2013-01-16,31.1,0.3,103.66666666666667
2013-01-17,31.28,0.3,104.26666666666668
2013-01-18,31.63,0.3,105.43333333333334
2013-01-22,31.5,0.3,105.0
2013-01-23,31.7,0.3,105.66666666666667
2013-01-24,32.18,0.3,107.26666666666667
2013-01-25,32.14,0.3,107.13333333333334
2013-01-28,32.54,0.3,108.46666666666667
2013-01-29,32.51,0.3,108.36666666666666
2013-01-30,32.54,0.3,108.46666666666667
2013-01-31,32.51,0.3,108.36666666666666
2013-02-01,32.54,0.3,108.46666666666667
2013-02-04,31.97,0.3,106.56666666666666
2013-02-05,32.31,0.3,107.70000000000002
2013-02-06,32.3,0.3,107.66666666666666
2013-02-07,32.71,0.3,109.03333333333335
2013-02-08,32.81,0.3,109.36666666666667
2013-02-11,32.67,0.3,108.9
2013-02-12,33.26,0.3,110.86666666666666
2013-02-13,33.72,0.3,112.4
2013-02-14,32.55,0.3,108.5
2013-02-15,32.4,0.3,108.0
2013-02-19,32.69,0.3,108.96666666666667
2013-02-20,32.25,0.3,107.5
2013-02-21,31.87,0.3,106.23333333333333
2013-02-22,32.26,0.1,322.59999999999997
2013-02-25,32.43,0.1,324.29999999999995
2013-02-26,32.97,0.1,329.7
2013-02-27,33.77,0.1,337.7
2013-02-28,33.69,0.1,336.9
2013-03-01,34.05,0.1,340.49999999999994
2013-03-04,33.91,0.1,339.09999999999997
2013-03-05,34.18,0.1,341.79999999999995
2013-03-06,34.61,0.1,346.09999999999997
2013-03-07,34.3,0.1,342.99999999999994
2013-03-08,34.89,0.1,348.9
2013-03-11,34.83,0.1,348.29999999999995
2013-03-12,34.69,0.1,346.9
2013-03-13,34.73,0.1,347.29999999999995
2013-03-14,34.63,0.1,346.3
2013-03-15,34.66,0.1,346.59999999999997
2013-03-18,34.6,0.1,346.0
2013-03-19,34.49,0.1,344.9
2013-03-20,34.66,0.1,346.59999999999997
2013-03-21,34.45,0.1,344.5
2013-03-22,34.63,0.1,346.3
2013-03-25,34.57,0.1,345.7
2013-03-26,34.97,0.1,349.7
2013-03-27,35.16,0.1,351.59999999999997
2013-03-28,35.82,0.1,358.2
2013-04-01,35.38,0.1,353.8
2013-04-02,35.35,0.1,353.5
2013-04-03,35.03,0.1,350.3
2013-04-04,34.95,0.1,349.5
2013-04-05,34.61,0.1,346.09999999999997
2013-04-08,34.85,0.1,348.5
2013-04-09,34.91,0.1,349.09999999999997
2013-04-10,35.5,0.1,355.0
2013-04-11,35.84,0.1,358.40000000000003
2013-04-12,35.49,0.1,354.9
2013-04-15,34.68,0.1,346.79999999999995
2013-04-16,35.07,0.1,350.7
2013-04-17,34.95,0.1,349.5
2013-04-18,34.72,0.1,347.2
2013-04-19,34.95,0.1,349.5
2013-04-22,34.43,0.1,344.29999999999995
2013-04-23,34.42,0.1,344.2
2013-04-24,34.37,0.1,343.69999999999993
2013-04-25,34.63,0.09,384.7777777777778
2013-04-26,34.74,0.09,386.00000000000006
2013-04-29,34.23,0.09,380.3333333333333
2013-04-30,34.62,0.09,384.66666666666663
2013-05-01,35.32,0.09,392.44444444444446
2013-05-02,35.33,0.09,392.55555555555554
2013-05-03,35.64,0.09,396.0
2013-05-06,36.02,0.09,400.2222222222223
2013-05-07,36.27,0.09,403.00000000000006
2013-05-08,36.54,0.09,406.0
2013-05-09,36.8,0.09,408.88888888888886
2013-05-10,36.91,0.09,410.1111111111111
2013-05-13,35.01,0.09,389.0
2013-05-14,34.65,0.09,385.0
2013-05-15,34.99,0.09,388.7777777777778
2013-05-16,35.0,0.09,388.8888888888889
2013-05-17,35.28,0.09,392.0
2013-05-20,35.43,0.09,393.6666666666667
2013-05-21,34.86,0.09,387.3333333333333
2013-05-22,34.55,0.09,383.88888888888886
2013-05-23,34.48,0.09,383.1111111111111
2013-05-24,35.01,0.09,389.0
2013-05-28,34.93,0.09,388.11111111111114
2013-05-29,33.9,0.09,376.6666666666667
2013-05-30,33.89,0.09,376.5555555555556
2013-05-31,33.91,0.09,376.77777777777777
2013-06-03,34.01,0.09,377.88888888888886
2013-06-04,33.65,0.09,373.8888888888889
2013-06-05,33.41,0.09,371.2222222222222
2013-06-06,33.62,0.09,373.55555555555554
2013-06-07,34.25,0.09,380.55555555555554
2013-06-10,33.98,0.09,377.55555555555554
2013-06-11,33.93,0.09,377.0
2013-06-12,33.92,0.09,376.8888888888889
2013-06-13,34.34,0.09,381.5555555555556
2013-06-14,34.33,0.09,381.44444444444446
2013-06-17,34.6,0.09,384.44444444444446
2013-06-18,35.08,0.09,389.77777777777777
2013-06-19,35.05,0.09,389.4444444444444
2013-06-20,34.44,0.09,382.66666666666663
2013-06-21,34.01,0.09,377.88888888888886
2013-06-24,33.92,0.09,376.8888888888889
2013-06-25,33.81,0.09,375.6666666666667
2013-06-26,33.79,0.09,375.44444444444446
2013-06-27,34.1,0.09,378.8888888888889
2013-06-28,33.59,0.09,373.2222222222223
2013-07-01,33.28,0.09,369.7777777777778
2013-07-02,33.97,0.09,377.44444444444446
2013-07-03,33.94,0.09,377.1111111111111
2013-07-05,34.7,0.09,385.5555555555556
2013-07-08,35.1,0.09,390.00000000000006
2013-07-09,34.23,0.09,380.3333333333333
2013-07-10,33.53,0.09,372.5555555555556
2013-07-11,34.26,0.09,380.6666666666667
2013-07-12,34.47,0.09,383.0
2013-07-15,34.44,0.09,382.66666666666663
2013-07-16,33.84,0.09,376.00000000000006
2013-07-17,32.97,0.09,366.3333333333333
2013-07-18,33.42,0.09,371.33333333333337
2013-07-19,33.2,0.09,368.8888888888889
2013-07-22,33.4,0.09,371.1111111111111
2013-07-23,33.3,0.09,370.0
2013-07-24,33.31,0.09,370.11111111111114
2013-07-25,33.25,0.09,369.44444444444446
2013-07-26,33.23,0.09,369.22222222222223
2013-07-29,33.35,0.09,370.5555555555556
2013-07-30,33.56,1.14,29.438596491228076
2013-07-31,33.42,1.14,29.315789473684216
2013-08-01,33.58,1.14,29.456140350877195
2013-08-02,33.74,1.14,29.596491228070178
2013-08-05,33.81,1.14,29.65789473684211
2013-08-06,33.69,1.14,29.55263157894737
2013-08-07,33.16,1.14,29.087719298245613
2013-08-08,32.85,1.14,28.815789473684216
2013-08-09,33.09,1.14,29.02631578947369
