date,EVRG,EVRG_EPS,PE Ratio
1986-08-05,30.5,1.0,30.5
1986-08-06,30.13,1.0,30.13
1986-08-07,30.44,1.0,30.44
1986-08-08,30.5,1.0,30.5
1986-08-11,31.19,1.0,31.19
1986-08-12,31.25,1.0,31.25
1986-08-13,32.0,1.0,32.0
1986-08-14,32.19,1.0,32.19
1986-08-15,32.19,1.0,32.19
1986-08-18,32.25,1.0,32.25
1986-08-19,32.19,1.0,32.19
1986-08-20,32.38,1.0,32.38
1986-08-21,31.88,1.0,31.88
1986-08-22,31.5,1.0,31.5
1986-08-25,31.31,1.0,31.31
1986-08-26,30.75,1.0,30.75
1986-08-27,30.75,1.0,30.75
1986-08-28,30.56,1.0,30.56
1986-08-29,30.31,1.0,30.31
1986-09-02,30.88,1.0,30.88
1986-09-03,30.44,1.0,30.44
1986-09-04,30.38,1.0,30.38
1986-09-05,29.38,1.0,29.38
1986-09-08,28.63,1.0,28.63
1986-09-09,28.38,1.0,28.38
1986-09-10,27.25,1.0,27.25
1986-09-11,26.5,1.0,26.5
1986-09-12,26.75,1.0,26.75
1986-09-15,26.5,1.0,26.5
1986-09-16,27.13,1.0,27.13
1986-09-17,27.38,1.0,27.38
1986-09-18,27.25,1.0,27.25
1986-09-19,27.0,1.0,27.0
1986-09-22,27.38,1.0,27.38
1986-09-23,27.5,1.0,27.5
1986-09-24,27.5,1.0,27.5
1986-09-25,27.0,1.0,27.0
1986-09-26,26.88,1.0,26.88
1986-09-29,26.38,1.0,26.38
1986-09-30,26.56,1.0,26.56
1986-10-01,27.19,1.0,27.19
1986-10-02,27.69,1.0,27.69
1986-10-03,27.81,1.0,27.81
1986-10-06,27.88,1.0,27.88
1986-10-07,28.13,1.0,28.13
1986-10-08,28.0,1.0,28.0
1986-10-09,28.13,1.0,28.13
1986-10-10,28.13,1.0,28.13
1986-10-13,27.94,1.0,27.94
1986-10-14,27.94,1.0,27.94
1986-10-15,27.88,1.0,27.88
1986-10-16,27.94,1.0,27.94
1986-10-17,27.88,1.0,27.88
1986-10-20,27.69,1.0,27.69
1986-10-21,27.81,1.0,27.81
1986-10-22,27.75,1.0,27.75
1986-10-23,27.88,1.0,27.88
1986-10-24,27.69,1.0,27.69
1986-10-27,27.75,1.0,27.75
1986-10-28,27.81,1.0,27.81
1986-10-29,28.19,1.0,28.19
1986-10-30,28.75,1.0,28.75
1986-10-31,28.88,1.0,28.88
1986-11-03,29.75,1.0,29.75
1986-11-04,29.69,1.0,29.69
1986-11-05,29.94,1.0,29.94
1986-11-06,29.75,1.0,29.75
1986-11-07,29.88,1.0,29.88
1986-11-10,29.94,1.0,29.94
1986-11-11,29.63,1.0,29.63
1986-11-12,29.94,1.0,29.94
1986-11-13,29.81,1.0,29.81
1986-11-14,29.69,1.0,29.69
1986-11-17,29.38,1.0,29.38
1986-11-18,28.5,1.0,28.5
1986-11-19,28.63,1.0,28.63
1986-11-20,29.19,1.0,29.19
1986-11-21,29.13,1.0,29.13
1986-11-24,29.13,1.0,29.13
1986-11-25,28.94,1.0,28.94
1986-11-26,28.75,1.0,28.75
1986-11-28,28.81,1.0,28.81
1986-12-01,28.19,1.0,28.19
1986-12-02,28.25,1.0,28.25
1986-12-03,28.25,1.0,28.25
1986-12-04,28.5,1.0,28.5
1986-12-05,28.5,1.0,28.5
1986-12-08,28.63,1.0,28.63
1986-12-09,28.69,1.0,28.69
1986-12-10,28.69,1.0,28.69
1986-12-11,28.63,1.0,28.63
1986-12-12,28.63,1.0,28.63
1986-12-15,28.5,1.0,28.5
1986-12-16,28.69,1.0,28.69
1986-12-17,28.69,1.0,28.69
1986-12-18,28.25,1.0,28.25
1986-12-19,28.13,1.0,28.13
1986-12-22,28.19,1.0,28.19
1986-12-23,28.06,1.0,28.06
1986-12-24,28.06,1.0,28.06
1986-12-26,27.94,1.0,27.94
1986-12-29,27.5,1.0,27.5
1986-12-30,27.13,1.0,27.13
1986-12-31,27.19,1.0,27.19
1987-01-02,27.69,1.0,27.69
1987-01-05,28.5,1.0,28.5
1987-01-06,29.0,1.0,29.0
1987-01-07,29.31,1.0,29.31
1987-01-08,29.56,1.0,29.56
1987-01-09,29.38,1.0,29.38
1987-01-12,29.5,1.0,29.5
1987-01-13,29.63,1.0,29.63
1987-01-14,29.56,1.0,29.56
1987-01-15,29.56,1.0,29.56
1987-01-16,29.31,1.0,29.31
1987-01-19,29.31,1.0,29.31
1987-01-20,29.19,1.0,29.19
1987-01-21,29.44,1.0,29.44
1987-01-22,30.25,1.0,30.25
1987-01-23,30.0,1.0,30.0
1987-01-26,30.06,1.0,30.06
1987-01-27,30.31,1.0,30.31
1987-01-28,30.38,1.0,30.38
1987-01-29,30.25,1.0,30.25
1987-01-30,29.38,1.0,29.38
1987-02-02,29.31,1.0,29.31
1987-02-03,29.63,1.0,29.63
1987-02-04,29.88,1.0,29.88
1987-02-05,29.88,1.0,29.88
1987-02-06,29.5,1.0,29.5
1987-02-09,29.38,1.0,29.38
1987-02-10,29.38,1.0,29.38
1987-02-11,29.19,1.0,29.19
1987-02-12,29.13,1.0,29.13
1987-02-13,29.0,1.0,29.0
1987-02-17,28.5,1.0,28.5
1987-02-18,28.5,1.0,28.5
1987-02-19,28.31,1.0,28.31
1987-02-20,28.25,1.0,28.25
1987-02-23,28.0,1.0,28.0
1987-02-24,27.56,1.0,27.56
1987-02-25,27.81,1.0,27.81
1987-02-26,27.75,1.0,27.75
1987-02-27,27.88,1.0,27.88
1987-03-02,27.56,1.0,27.56
1987-03-03,27.38,1.0,27.38
1987-03-04,27.19,1.0,27.19
1987-03-05,27.31,1.0,27.31
1987-03-06,27.44,1.0,27.44
1987-03-09,27.25,1.0,27.25
1987-03-10,26.75,1.0,26.75
1987-03-11,26.94,1.0,26.94
1987-03-12,27.06,1.0,27.06
1987-03-13,26.94,1.0,26.94
1987-03-16,26.63,1.0,26.63
1987-03-17,26.69,1.0,26.69
1987-03-18,26.56,1.0,26.56
1987-03-19,26.38,1.0,26.38
1987-03-20,26.63,1.0,26.63
1987-03-23,26.88,1.0,26.88
1987-03-24,27.0,1.0,27.0
1987-03-25,27.25,1.0,27.25
1987-03-26,27.5,1.0,27.5
1987-03-27,27.25,1.0,27.25
1987-03-30,26.5,1.0,26.5
1987-03-31,26.56,1.0,26.56
1987-04-01,26.31,1.0,26.31
1987-04-02,26.44,1.0,26.44
1987-04-03,26.31,1.0,26.31
1987-04-06,25.69,1.0,25.69
1987-04-07,25.88,1.0,25.88
1987-04-08,25.69,1.0,25.69
1987-04-09,25.25,1.0,25.25
1987-04-10,24.06,1.0,24.06
1987-04-13,24.06,1.0,24.06
1987-04-14,23.75,1.0,23.75
1987-04-15,24.38,1.0,24.38
1987-04-16,25.13,1.0,25.13
1987-04-20,25.25,1.0,25.25
1987-04-21,25.44,1.0,25.44
1987-04-22,25.38,1.0,25.38
1987-04-23,25.5,1.0,25.5
1987-04-24,25.0,1.0,25.0
1987-04-27,25.44,1.0,25.44
1987-04-28,26.0,1.0,26.0
1987-04-29,25.88,1.0,25.88
1987-04-30,25.88,1.0,25.88
1987-05-01,25.94,1.0,25.94
1987-05-04,25.88,1.0,25.88
1987-05-05,26.0,1.0,26.0
1987-05-06,26.0,1.0,26.0
1987-05-07,26.25,1.0,26.25
1987-05-08,26.44,1.0,26.44
1987-05-11,26.0,1.0,26.0
1987-05-12,25.94,1.0,25.94
1987-05-13,25.75,1.0,25.75
1987-05-14,25.63,1.0,25.63
1987-05-15,25.44,1.0,25.44
1987-05-18,25.13,1.0,25.13
1987-05-19,24.5,1.0,24.5
1987-05-20,24.44,1.0,24.44
1987-05-21,24.44,1.0,24.44
1987-05-22,25.38,1.0,25.38
1987-05-26,25.63,1.0,25.63
1987-05-27,26.13,1.0,26.13
1987-05-28,25.88,1.0,25.88
1987-05-29,26.0,1.0,26.0
1987-06-01,25.25,1.0,25.25
1987-06-02,25.25,1.0,25.25
1987-06-03,24.5,1.0,24.5
1987-06-04,24.88,1.0,24.88
1987-06-05,25.38,1.0,25.38
1987-06-08,25.5,1.0,25.5
1987-06-09,25.25,1.0,25.25
1987-06-10,25.63,1.0,25.63
1987-06-11,25.88,1.0,25.88
1987-06-12,25.88,1.0,25.88
1987-06-15,26.0,1.0,26.0
1987-06-16,25.88,1.0,25.88
1987-06-17,25.75,1.0,25.75
1987-06-18,25.75,1.0,25.75
1987-06-19,26.38,1.0,26.38
1987-06-22,26.13,1.0,26.13
1987-06-23,26.0,1.0,26.0
1987-06-24,25.75,1.0,25.75
1987-06-25,26.13,1.0,26.13
1987-06-26,25.88,1.0,25.88
1987-06-29,25.63,1.0,25.63
1987-06-30,25.63,1.0,25.63
1987-07-01,25.38,1.0,25.38
1987-07-02,25.88,1.0,25.88
1987-07-06,25.5,1.0,25.5
1987-07-07,25.25,1.0,25.25
1987-07-08,25.25,1.0,25.25
1987-07-09,25.25,1.0,25.25
1987-07-10,24.88,1.0,24.88
1987-07-13,25.0,1.0,25.0
1987-07-14,25.13,1.0,25.13
1987-07-15,25.13,1.0,25.13
1987-07-16,24.88,1.0,24.88
1987-07-17,24.88,1.0,24.88
1987-07-20,24.75,1.0,24.75
1987-07-21,24.5,1.0,24.5
1987-07-22,24.13,1.0,24.13
1987-07-23,24.13,1.0,24.13
1987-07-24,24.25,1.0,24.25
1987-07-27,24.5,1.0,24.5
1987-07-28,24.38,1.0,24.38
1987-07-29,24.25,1.0,24.25
1987-07-30,24.63,1.0,24.63
1987-07-31,24.75,1.0,24.75
1987-08-03,24.25,1.0,24.25
1987-08-04,24.63,1.0,24.63
1987-08-05,25.13,1.0,25.13
1987-08-06,25.75,1.0,25.75
1987-08-07,25.75,1.0,25.75
1987-08-10,25.75,1.0,25.75
1987-08-11,26.0,1.0,26.0
1987-08-12,26.13,1.0,26.13
1987-08-13,26.38,1.0,26.38
1987-08-14,27.0,1.0,27.0
1987-08-17,27.25,1.0,27.25
1987-08-18,26.75,1.0,26.75
1987-08-19,26.63,1.0,26.63
1987-08-20,26.63,1.0,26.63
1987-08-21,26.13,1.0,26.13
1987-08-24,26.0,1.0,26.0
1987-08-25,26.25,1.0,26.25
1987-08-26,25.88,1.0,25.88
1987-08-27,25.88,1.0,25.88
1987-08-28,26.0,1.0,26.0
1987-08-31,26.0,1.0,26.0
1987-09-01,24.75,1.0,24.75
1987-09-02,24.5,1.0,24.5
1987-09-03,25.0,1.0,25.0
1987-09-04,24.5,1.0,24.5
1987-09-08,24.5,1.0,24.5
1987-09-09,24.63,1.0,24.63
1987-09-10,24.88,1.0,24.88
1987-09-11,24.63,1.0,24.63
1987-09-14,24.63,1.0,24.63
1987-09-15,24.38,1.0,24.38
1987-09-16,24.5,1.0,24.5
1987-09-17,24.25,1.0,24.25
1987-09-18,24.88,1.0,24.88
1987-09-21,24.75,1.0,24.75
1987-09-22,25.13,1.0,25.13
1987-09-23,27.5,1.0,27.5
1987-09-24,24.5,1.0,24.5
1987-09-25,24.25,1.0,24.25
1987-09-28,24.5,1.0,24.5
1987-09-29,24.88,1.0,24.88
1987-09-30,24.75,1.0,24.75
1987-10-01,24.88,1.0,24.88
1987-10-02,25.13,1.0,25.13
1987-10-05,25.38,1.0,25.38
1987-10-06,25.25,1.0,25.25
1987-10-07,25.63,1.0,25.63
1987-10-08,25.63,1.0,25.63
1987-10-09,25.38,1.0,25.38
1987-10-12,24.88,1.0,24.88
1987-10-13,25.5,1.0,25.5
1987-10-14,25.38,1.0,25.38
1987-10-15,25.25,1.0,25.25
1987-10-16,24.38,1.0,24.38
1987-10-19,20.38,1.0,20.38
1987-10-20,22.0,1.0,22.0
1987-10-21,23.25,1.0,23.25
1987-10-22,23.25,1.0,23.25
1987-10-23,24.75,1.0,24.75
1987-10-26,23.88,1.0,23.88
1987-10-27,23.5,1.0,23.5
1987-10-28,24.0,1.0,24.0
1987-10-29,23.63,1.0,23.63
1987-10-30,23.88,1.0,23.88
1987-11-02,23.5,1.0,23.5
1987-11-03,23.25,1.0,23.25
1987-11-04,23.88,1.0,23.88
1987-11-05,24.5,1.0,24.5
1987-11-06,24.75,1.0,24.75
1987-11-09,24.5,1.0,24.5
1987-11-10,24.25,1.0,24.25
1987-11-11,24.0,1.0,24.0
1987-11-12,24.13,1.0,24.13
1987-11-13,24.0,1.0,24.0
1987-11-16,24.38,1.0,24.38
1987-11-17,24.13,1.0,24.13
1987-11-18,24.63,1.0,24.63
1987-11-19,24.13,1.0,24.13
1987-11-20,24.5,1.0,24.5
1987-11-23,24.5,1.0,24.5
1987-11-24,24.13,1.0,24.13
1987-11-25,24.38,1.0,24.38
1987-11-27,24.13,1.0,24.13
1987-11-30,23.0,1.0,23.0
1987-12-01,23.13,1.0,23.13
1987-12-02,23.0,1.0,23.0
1987-12-03,22.88,1.0,22.88
1987-12-04,23.0,1.0,23.0
1987-12-07,22.5,1.0,22.5
1987-12-08,22.63,1.0,22.63
1987-12-09,22.88,1.0,22.88
1987-12-10,22.75,1.0,22.75
1987-12-11,22.63,1.0,22.63
1987-12-14,22.5,1.0,22.5
1987-12-15,22.75,1.0,22.75
1987-12-16,22.88,1.0,22.88
1987-12-17,23.0,1.0,23.0
1987-12-18,23.88,1.0,23.88
1987-12-21,23.0,1.0,23.0
1987-12-22,22.5,1.0,22.5
1987-12-23,22.75,1.0,22.75
1987-12-24,22.88,1.0,22.88
1987-12-28,22.88,1.0,22.88
1987-12-29,22.75,1.0,22.75
1987-12-30,22.63,1.0,22.63
1987-12-31,22.63,1.0,22.63
1988-01-04,23.75,1.0,23.75
1988-01-05,23.75,1.0,23.75
1988-01-06,23.75,1.0,23.75
1988-01-07,24.13,1.0,24.13
1988-01-08,23.5,1.0,23.5
1988-01-11,23.5,1.0,23.5
1988-01-12,23.38,1.0,23.38
1988-01-13,23.88,1.0,23.88
1988-01-14,23.5,1.0,23.5
1988-01-15,23.5,1.0,23.5
1988-01-18,24.0,1.0,24.0
1988-01-19,23.75,1.0,23.75
1988-01-20,24.38,1.0,24.38
1988-01-21,24.38,1.0,24.38
1988-01-22,25.38,1.0,25.38
1988-01-25,25.5,1.0,25.5
1988-01-26,25.63,1.0,25.63
1988-01-27,25.75,1.0,25.75
1988-01-28,26.13,1.0,26.13
1988-01-29,26.25,1.0,26.25
1988-02-01,26.25,1.0,26.25
1988-02-02,26.38,1.0,26.38
1988-02-03,26.25,1.0,26.25
1988-02-04,25.75,1.0,25.75
1988-02-05,26.25,1.0,26.25
1988-02-08,26.13,1.0,26.13
1988-02-09,26.13,1.0,26.13
1988-02-10,26.25,1.0,26.25
1988-02-11,26.38,1.0,26.38
1988-02-12,26.25,1.0,26.25
1988-02-16,26.13,1.0,26.13
1988-02-17,26.13,1.0,26.13
1988-02-18,26.38,1.0,26.38
1988-02-19,26.38,1.0,26.38
1988-02-22,26.5,1.0,26.5
1988-02-23,26.25,1.0,26.25
1988-02-24,26.0,1.0,26.0
1988-02-25,25.5,1.0,25.5
1988-02-26,25.25,1.0,25.25
1988-02-29,25.13,1.0,25.13
1988-03-01,24.88,1.0,24.88
1988-03-02,24.88,1.0,24.88
1988-03-03,25.0,1.0,25.0
1988-03-04,24.75,1.0,24.75
1988-03-07,24.38,1.0,24.38
1988-03-08,24.5,1.0,24.5
1988-03-09,24.5,1.0,24.5
1988-03-10,24.13,1.0,24.13
1988-03-11,24.13,1.0,24.13
1988-03-14,23.88,1.0,23.88
1988-03-15,24.25,1.0,24.25
1988-03-16,24.38,1.0,24.38
1988-03-17,24.63,1.0,24.63
1988-03-18,24.63,1.0,24.63
1988-03-21,23.88,1.0,23.88
1988-03-22,24.25,1.0,24.25
1988-03-23,24.25,1.0,24.25
1988-03-24,24.0,1.0,24.0
1988-03-25,24.13,1.0,24.13
1988-03-28,24.0,1.0,24.0
1988-03-29,23.88,1.0,23.88
1988-03-30,23.75,1.0,23.75
1988-03-31,23.63,1.0,23.63
1988-04-04,23.25,1.0,23.25
1988-04-05,23.88,1.0,23.88
1988-04-06,24.13,1.0,24.13
1988-04-07,24.5,1.0,24.5
1988-04-08,24.88,1.0,24.88
1988-04-11,25.0,1.0,25.0
1988-04-12,24.75,1.0,24.75
1988-04-13,24.75,1.0,24.75
1988-04-14,24.13,1.0,24.13
1988-04-15,24.0,1.0,24.0
1988-04-18,23.88,1.0,23.88
1988-04-19,23.63,1.0,23.63
1988-04-20,23.5,1.0,23.5
1988-04-21,23.63,1.0,23.63
1988-04-22,23.38,1.0,23.38
1988-04-25,23.88,1.0,23.88
1988-04-26,23.63,1.0,23.63
1988-04-27,23.88,1.0,23.88
1988-04-28,23.88,1.0,23.88
1988-04-29,24.13,1.0,24.13
1988-05-02,24.0,1.0,24.0
1988-05-03,23.63,1.0,23.63
1988-05-04,24.13,1.0,24.13
1988-05-05,24.13,1.0,24.13
1988-05-06,24.0,1.0,24.0
1988-05-09,23.88,1.0,23.88
1988-05-10,24.13,1.0,24.13
1988-05-11,24.0,1.0,24.0
1988-05-12,24.0,1.0,24.0
1988-05-13,24.5,1.0,24.5
1988-05-16,24.5,1.0,24.5
1988-05-17,24.13,1.0,24.13
1988-05-18,24.0,1.0,24.0
1988-05-19,23.88,1.0,23.88
1988-05-20,24.0,1.0,24.0
1988-05-23,24.0,1.0,24.0
1988-05-24,24.0,1.0,24.0
1988-05-25,23.75,1.0,23.75
1988-05-26,24.0,1.0,24.0
1988-05-27,23.88,1.0,23.88
1988-05-31,24.38,1.0,24.38
1988-06-01,25.0,1.0,25.0
1988-06-02,24.63,1.0,24.63
1988-06-03,24.63,1.0,24.63
1988-06-06,24.75,1.0,24.75
1988-06-07,24.63,1.0,24.63
1988-06-08,24.5,1.0,24.5
1988-06-09,24.63,1.0,24.63
1988-06-10,24.63,1.0,24.63
1988-06-13,24.25,1.0,24.25
1988-06-14,24.25,1.0,24.25
1988-06-15,24.25,1.0,24.25
1988-06-16,24.38,1.0,24.38
1988-06-17,24.38,1.0,24.38
1988-06-20,24.38,1.0,24.38
1988-06-21,24.38,1.0,24.38
1988-06-22,24.88,1.0,24.88
1988-06-23,24.5,1.0,24.5
1988-06-24,24.5,1.0,24.5
1988-06-27,24.5,1.0,24.5
1988-06-28,24.5,1.0,24.5
1988-06-29,24.38,1.0,24.38
1988-06-30,24.38,1.0,24.38
1988-07-01,25.0,1.0,25.0
1988-07-05,25.0,1.0,25.0
1988-07-06,24.63,1.0,24.63
1988-07-07,24.63,1.0,24.63
1988-07-08,24.5,1.0,24.5
1988-07-11,24.38,1.0,24.38
1988-07-12,24.63,1.0,24.63
1988-07-13,24.75,1.0,24.75
1988-07-14,24.75,1.0,24.75
1988-07-15,24.63,1.0,24.63
1988-07-18,24.5,1.0,24.5
1988-07-19,24.5,1.0,24.5
1988-07-20,24.5,1.0,24.5
1988-07-21,24.13,1.0,24.13
1988-07-22,23.88,1.0,23.88
1988-07-25,24.0,1.0,24.0
1988-07-26,24.13,1.0,24.13
1988-07-27,23.88,1.0,23.88
1988-07-28,24.0,1.0,24.0
1988-07-29,23.88,1.0,23.88
1988-08-01,24.13,1.0,24.13
1988-08-02,24.25,1.0,24.25
1988-08-03,24.38,1.0,24.38
1988-08-04,24.13,1.0,24.13
1988-08-05,24.13,1.0,24.13
1988-08-08,24.13,1.0,24.13
1988-08-09,23.88,1.0,23.88
1988-08-10,23.75,1.0,23.75
1988-08-11,24.13,1.0,24.13
1988-08-12,24.38,1.0,24.38
1988-08-15,23.75,1.0,23.75
1988-08-16,23.75,1.0,23.75
1988-08-17,23.75,1.0,23.75
1988-08-18,23.75,1.0,23.75
1988-08-19,23.63,1.0,23.63
1988-08-22,23.5,1.0,23.5
1988-08-23,24.0,1.0,24.0
1988-08-24,24.0,1.0,24.0
1988-08-25,24.0,1.0,24.0
1988-08-26,24.0,1.0,24.0
1988-08-29,23.75,1.0,23.75
1988-08-30,23.5,1.0,23.5
1988-08-31,23.5,1.0,23.5
1988-09-01,23.0,1.0,23.0
1988-09-02,23.38,1.0,23.38
1988-09-06,23.38,1.0,23.38
1988-09-07,23.5,1.0,23.5
1988-09-08,23.63,1.0,23.63
1988-09-09,23.63,1.0,23.63
1988-09-12,23.63,1.0,23.63
1988-09-13,23.5,1.0,23.5
1988-09-14,23.75,1.0,23.75
1988-09-15,23.5,1.0,23.5
1988-09-16,23.38,1.0,23.38
1988-09-19,23.38,1.0,23.38
1988-09-20,23.5,1.0,23.5
1988-09-21,23.38,1.0,23.38
1988-09-22,23.5,1.0,23.5
1988-09-23,23.38,1.0,23.38
1988-09-26,23.38,1.0,23.38
1988-09-27,23.25,1.0,23.25
1988-09-28,23.38,1.0,23.38
1988-09-29,23.63,1.0,23.63
1988-09-30,23.88,1.0,23.88
1988-10-03,24.0,1.0,24.0
1988-10-04,23.75,1.0,23.75
1988-10-05,23.88,1.0,23.88
1988-10-06,23.75,1.0,23.75
1988-10-07,23.88,1.0,23.88
1988-10-10,24.13,1.0,24.13
1988-10-11,24.13,1.0,24.13
1988-10-12,23.88,1.0,23.88
1988-10-13,23.63,1.0,23.63
1988-10-14,23.5,1.0,23.5
1988-10-17,23.63,1.0,23.63
1988-10-18,23.75,1.0,23.75
1988-10-19,23.88,1.0,23.88
1988-10-20,23.75,1.0,23.75
1988-10-21,23.75,1.0,23.75
1988-10-24,23.88,1.0,23.88
1988-10-25,23.88,1.0,23.88
1988-10-26,23.75,1.0,23.75
1988-10-27,23.88,1.0,23.88
1988-10-28,23.88,1.0,23.88
1988-10-31,23.88,1.0,23.88
1988-11-01,23.88,1.0,23.88
1988-11-02,23.88,1.0,23.88
1988-11-03,24.13,1.0,24.13
1988-11-04,24.0,1.0,24.0
1988-11-07,23.88,1.0,23.88
1988-11-08,23.88,1.0,23.88
1988-11-09,23.63,1.0,23.63
1988-11-10,23.5,1.0,23.5
1988-11-11,23.25,1.0,23.25
1988-11-14,23.38,1.0,23.38
1988-11-15,23.5,1.0,23.5
1988-11-16,23.38,1.0,23.38
1988-11-17,23.5,1.0,23.5
1988-11-18,23.5,1.0,23.5
1988-11-21,23.38,1.0,23.38
1988-11-22,23.5,1.0,23.5
1988-11-23,23.5,1.0,23.5
1988-11-25,23.38,1.0,23.38
1988-11-28,23.38,1.0,23.38
1988-11-29,23.0,1.0,23.0
1988-11-30,22.88,1.0,22.88
1988-12-01,23.38,1.0,23.38
1988-12-02,23.25,1.0,23.25
1988-12-05,23.0,1.0,23.0
1988-12-06,23.0,1.0,23.0
1988-12-07,23.25,1.0,23.25
1988-12-08,23.0,1.0,23.0
1988-12-09,23.0,1.0,23.0
1988-12-12,23.0,1.0,23.0
1988-12-13,23.38,1.0,23.38
1988-12-14,23.25,1.0,23.25
1988-12-15,23.5,1.0,23.5
1988-12-16,23.5,1.0,23.5
1988-12-19,23.38,1.0,23.38
1988-12-20,23.25,1.0,23.25
1988-12-21,23.25,1.0,23.25
1988-12-22,22.88,1.0,22.88
1988-12-23,22.75,1.0,22.75
1988-12-27,22.63,1.0,22.63
1988-12-28,22.63,1.0,22.63
1988-12-29,22.88,1.0,22.88
1988-12-30,22.88,1.0,22.88
1989-01-03,23.0,1.0,23.0
1989-01-04,23.0,1.0,23.0
1989-01-05,23.25,1.0,23.25
1989-01-06,23.25,1.0,23.25
1989-01-09,23.63,1.0,23.63
1989-01-10,23.75,1.0,23.75
1989-01-11,23.5,1.0,23.5
1989-01-12,23.5,1.0,23.5
1989-01-13,23.38,1.0,23.38
1989-01-16,23.5,1.0,23.5
1989-01-17,23.5,1.0,23.5
1989-01-18,23.38,1.0,23.38
1989-01-19,23.63,1.0,23.63
1989-01-20,23.25,1.0,23.25
1989-01-23,23.5,1.0,23.5
1989-01-24,23.63,1.0,23.63
1989-01-25,23.25,1.0,23.25
1989-01-26,23.13,1.0,23.13
1989-01-27,23.13,1.0,23.13
1989-01-30,23.0,1.0,23.0
1989-01-31,22.63,1.0,22.63
1989-02-01,22.88,1.0,22.88
1989-02-02,22.75,1.0,22.75
1989-02-03,23.13,1.0,23.13
1989-02-06,23.13,1.0,23.13
1989-02-07,23.13,1.0,23.13
1989-02-08,23.13,1.0,23.13
1989-02-09,23.0,1.0,23.0
1989-02-10,22.75,1.0,22.75
1989-02-13,22.75,1.0,22.75
1989-02-14,22.5,1.0,22.5
1989-02-15,22.63,1.0,22.63
1989-02-16,22.5,1.0,22.5
1989-02-17,22.63,1.0,22.63
1989-02-21,22.63,1.0,22.63
1989-02-22,22.5,1.0,22.5
1989-02-23,22.63,1.0,22.63
1989-02-24,22.5,1.0,22.5
1989-02-27,22.5,1.0,22.5
1989-02-28,22.0,1.0,22.0
1989-03-01,22.38,1.0,22.38
1989-03-02,22.38,1.0,22.38
1989-03-03,22.38,1.0,22.38
1989-03-06,22.38,1.0,22.38
1989-03-07,22.38,1.0,22.38
1989-03-08,22.38,1.0,22.38
1989-03-09,22.38,1.0,22.38
1989-03-10,22.38,1.0,22.38
1989-03-13,22.38,1.0,22.38
1989-03-14,22.5,1.0,22.5
1989-03-15,22.63,1.0,22.63
1989-03-16,22.5,1.0,22.5
1989-03-17,22.13,1.0,22.13
1989-03-20,21.75,1.0,21.75
1989-03-21,21.75,1.0,21.75
1989-03-22,21.88,1.0,21.88
1989-03-23,21.75,1.0,21.75
1989-03-27,21.75,1.0,21.75
1989-03-28,21.75,1.0,21.75
1989-03-29,21.75,1.0,21.75
1989-03-30,21.75,1.0,21.75
1989-03-31,22.0,1.0,22.0
1989-04-03,22.0,1.0,22.0
1989-04-04,22.25,1.0,22.25
1989-04-05,22.25,1.0,22.25
1989-04-06,21.88,1.0,21.88
1989-04-07,22.38,1.0,22.38
1989-04-10,22.5,1.0,22.5
1989-04-11,22.75,1.0,22.75
1989-04-12,22.5,1.0,22.5
1989-04-13,22.63,1.0,22.63
1989-04-14,22.5,1.0,22.5
1989-04-17,22.5,1.0,22.5
1989-04-18,22.5,1.0,22.5
1989-04-19,22.5,1.0,22.5
1989-04-20,22.38,1.0,22.38
1989-04-21,22.0,1.0,22.0
1989-04-24,22.13,1.0,22.13
1989-04-25,22.25,1.0,22.25
1989-04-26,22.25,1.0,22.25
1989-04-27,22.25,1.0,22.25
1989-04-28,22.5,1.0,22.5
1989-05-01,22.63,1.0,22.63
1989-05-02,22.5,1.0,22.5
1989-05-03,22.75,1.0,22.75
1989-05-04,22.75,1.0,22.75
1989-05-05,22.63,1.0,22.63
1989-05-08,22.5,1.0,22.5
1989-05-09,22.5,1.0,22.5
1989-05-10,22.5,1.0,22.5
1989-05-11,22.5,1.0,22.5
1989-05-12,22.75,1.0,22.75
1989-05-15,22.75,1.0,22.75
1989-05-16,22.88,1.0,22.88
1989-05-17,23.13,1.0,23.13
1989-05-18,23.25,1.0,23.25
1989-05-19,23.5,1.0,23.5
1989-05-22,23.5,1.0,23.5
1989-05-23,23.63,1.0,23.63
1989-05-24,23.63,1.0,23.63
1989-05-25,23.63,1.0,23.63
1989-05-26,24.0,1.0,24.0
1989-05-30,23.63,1.0,23.63
1989-05-31,23.5,1.0,23.5
1989-06-01,23.5,1.0,23.5
1989-06-02,23.88,1.0,23.88
1989-06-05,23.75,1.0,23.75
1989-06-06,23.5,1.0,23.5
1989-06-07,23.75,1.0,23.75
1989-06-08,23.75,1.0,23.75
1989-06-09,23.5,1.0,23.5
1989-06-12,23.5,1.0,23.5
1989-06-13,23.63,1.0,23.63
1989-06-14,23.75,1.0,23.75
1989-06-15,23.5,1.0,23.5
1989-06-16,23.63,1.0,23.63
1989-06-19,23.5,1.0,23.5
1989-06-20,23.5,1.0,23.5
1989-06-21,23.5,1.0,23.5
1989-06-22,23.63,1.0,23.63
1989-06-23,23.5,1.0,23.5
1989-06-26,23.63,1.0,23.63
1989-06-27,23.63,1.0,23.63
1989-06-28,23.25,1.0,23.25
1989-06-29,23.13,1.0,23.13
