date,COTY,COTY_EPS,PE Ratio
2016-01-22,22.9,0.35,65.42857142857143
2016-01-25,22.45,0.35,64.14285714285714
2016-01-26,23.16,0.35,66.17142857142858
2016-01-27,23.22,0.35,66.34285714285714
2016-01-28,23.45,0.35,67.0
2016-01-29,24.61,0.35,70.31428571428572
2016-02-01,24.31,0.35,69.45714285714286
2016-02-02,24.71,0.35,70.60000000000001
2016-02-03,24.61,0.35,70.31428571428572
2016-02-04,28.36,0.26,109.07692307692307
2016-02-05,28.05,0.26,107.88461538461539
2016-02-08,26.69,0.26,102.65384615384616
2016-02-09,27.41,0.26,105.42307692307692
2016-02-10,27.03,0.26,103.96153846153847
2016-02-11,26.75,0.26,102.88461538461539
2016-02-12,26.48,0.26,101.84615384615384
2016-02-16,27.0,0.26,103.84615384615384
2016-02-17,28.97,0.26,111.42307692307692
2016-02-18,28.89,0.26,111.11538461538461
2016-02-19,28.84,0.26,110.92307692307692
2016-02-22,28.81,0.26,110.80769230769229
2016-02-23,28.73,0.26,110.5
2016-02-24,29.41,0.26,113.11538461538461
2016-02-25,29.47,0.26,113.34615384615384
2016-02-26,28.91,0.26,111.1923076923077
2016-02-29,28.48,0.26,109.53846153846153
2016-03-01,28.44,0.26,109.38461538461539
2016-03-02,28.92,0.26,111.23076923076924
2016-03-03,28.11,0.26,108.11538461538461
2016-03-04,27.62,0.26,106.23076923076923
2016-03-07,27.44,0.26,105.53846153846153
2016-03-08,27.64,0.26,106.3076923076923
2016-03-09,27.34,0.26,105.15384615384615
2016-03-10,27.6,0.26,106.15384615384616
2016-03-11,27.52,0.26,105.84615384615384
2016-03-14,27.2,0.26,104.61538461538461
2016-03-15,26.99,0.26,103.80769230769229
2016-03-16,26.94,0.26,103.61538461538461
2016-03-17,27.19,0.26,104.57692307692308
2016-03-18,27.95,0.26,107.5
2016-03-21,27.01,0.26,103.88461538461539
2016-03-22,26.71,0.26,102.73076923076923
2016-03-23,26.47,0.26,101.8076923076923
2016-03-24,26.69,0.26,102.65384615384616
2016-03-28,27.13,0.26,104.34615384615384
2016-03-29,27.48,0.26,105.6923076923077
2016-03-30,27.66,0.26,106.38461538461539
2016-03-31,27.83,0.26,107.03846153846153
2016-04-01,29.0,0.26,111.53846153846153
2016-04-04,28.79,0.26,110.73076923076923
2016-04-05,28.39,0.26,109.1923076923077
2016-04-06,29.03,0.26,111.65384615384616
2016-04-07,28.91,0.26,111.1923076923077
2016-04-08,28.95,0.26,111.34615384615384
2016-04-11,28.49,0.26,109.57692307692307
2016-04-12,29.18,0.26,112.23076923076923
2016-04-13,29.81,0.26,114.65384615384615
2016-04-14,29.58,0.26,113.76923076923076
2016-04-15,30.59,0.26,117.65384615384615
2016-04-18,30.37,0.26,116.8076923076923
2016-04-19,30.0,0.26,115.38461538461539
2016-04-20,29.96,0.26,115.23076923076923
2016-04-21,29.7,0.26,114.23076923076923
2016-04-22,29.51,0.26,113.5
2016-04-25,29.8,0.26,114.61538461538461
2016-04-26,29.63,0.26,113.96153846153845
2016-04-27,29.98,0.26,115.3076923076923
2016-04-28,30.03,0.26,115.5
2016-04-29,30.4,0.26,116.92307692307692
2016-05-02,31.06,0.26,119.46153846153845
2016-05-03,28.35,-0.07,-405.0
2016-05-04,27.28,-0.07,-389.71428571428567
2016-05-05,26.99,-0.07,-385.5714285714285
2016-05-06,26.86,-0.07,-383.71428571428567
2016-05-09,26.6,-0.07,-380.0
2016-05-10,26.95,-0.07,-384.99999999999994
2016-05-11,26.2,-0.07,-374.2857142857142
2016-05-12,25.87,-0.07,-369.57142857142856
2016-05-13,25.5,-0.07,-364.2857142857143
2016-05-16,25.49,-0.07,-364.1428571428571
2016-05-17,26.0,-0.07,-371.4285714285714
2016-05-18,25.29,-0.07,-361.2857142857142
2016-05-19,25.13,-0.07,-358.99999999999994
2016-05-20,25.21,-0.07,-360.1428571428571
2016-05-23,25.78,-0.07,-368.2857142857143
2016-05-24,26.06,-0.07,-372.2857142857142
2016-05-25,25.75,-0.07,-367.85714285714283
2016-05-26,26.1,-0.07,-372.85714285714283
2016-05-27,26.26,-0.07,-375.1428571428571
2016-05-31,26.34,-0.07,-376.2857142857142
2016-06-01,26.59,-0.07,-379.85714285714283
2016-06-02,26.83,-0.07,-383.2857142857142
2016-06-03,26.27,-0.07,-375.2857142857142
2016-06-06,26.84,-0.07,-383.4285714285714
2016-06-07,26.36,-0.07,-376.57142857142856
2016-06-08,26.31,-0.07,-375.8571428571428
2016-06-09,26.72,-0.07,-381.71428571428567
2016-06-10,26.89,-0.07,-384.1428571428571
2016-06-13,26.36,-0.07,-376.57142857142856
2016-06-14,26.51,-0.07,-378.7142857142857
2016-06-15,26.4,-0.07,-377.1428571428571
2016-06-16,26.25,-0.07,-374.99999999999994
2016-06-17,26.25,-0.07,-374.99999999999994
2016-06-20,26.33,-0.07,-376.1428571428571
2016-06-21,26.37,-0.07,-376.71428571428567
2016-06-22,26.51,-0.07,-378.7142857142857
2016-06-23,26.73,-0.07,-381.85714285714283
2016-06-24,25.36,-0.07,-362.2857142857142
2016-06-27,25.34,-0.07,-361.99999999999994
2016-06-28,25.35,-0.07,-362.1428571428571
2016-06-29,25.71,-0.07,-367.2857142857143
2016-06-30,25.99,-0.07,-371.2857142857142
2016-07-01,26.22,-0.07,-374.5714285714285
2016-07-05,26.18,-0.07,-373.99999999999994
2016-07-06,26.2,-0.07,-374.2857142857142
2016-07-07,26.44,-0.07,-377.7142857142857
2016-07-08,27.14,-0.07,-387.71428571428567
2016-07-11,27.09,-0.07,-386.99999999999994
2016-07-12,27.22,-0.07,-388.8571428571428
2016-07-13,27.27,-0.07,-389.57142857142856
2016-07-14,27.41,-0.07,-391.57142857142856
2016-07-15,27.6,-0.07,-394.2857142857143
2016-07-18,27.7,-0.07,-395.71428571428567
2016-07-19,27.3,-0.07,-390.0
2016-07-20,27.13,-0.07,-387.5714285714285
2016-07-21,26.62,-0.07,-380.2857142857143
2016-07-22,26.6,-0.07,-380.0
2016-07-25,26.7,-0.07,-381.4285714285714
2016-07-26,27.06,-0.07,-386.5714285714285
2016-07-27,26.76,-0.07,-382.2857142857143
2016-07-28,26.6,-0.07,-380.0
2016-07-29,26.87,-0.07,-383.85714285714283
2016-08-01,26.91,-0.07,-384.4285714285714
2016-08-02,26.86,-0.07,-383.71428571428567
2016-08-03,27.09,-0.07,-386.99999999999994
2016-08-04,27.19,-0.07,-388.4285714285714
2016-08-05,27.64,-0.07,-394.85714285714283
2016-08-08,28.01,-0.07,-400.1428571428571
2016-08-09,27.65,-0.07,-394.99999999999994
2016-08-10,27.99,-0.07,-399.8571428571428
2016-08-11,28.95,-0.07,-413.5714285714285
2016-08-12,28.97,-0.07,-413.8571428571428
2016-08-15,29.75,-0.07,-424.99999999999994
2016-08-16,28.28,-0.07,-404.0
2016-08-17,27.71,-0.07,-395.85714285714283
2016-08-18,28.58,-0.09,-317.55555555555554
2016-08-19,28.67,-0.09,-318.5555555555556
2016-08-22,28.91,-0.09,-321.22222222222223
2016-08-23,28.24,-0.09,-313.77777777777777
2016-08-24,27.81,-0.09,-309.0
2016-08-25,27.64,-0.09,-307.11111111111114
2016-08-26,27.53,-0.09,-305.8888888888889
2016-08-29,27.45,-0.09,-305.0
2016-08-30,27.27,-0.09,-303.0
2016-08-31,26.95,-0.09,-299.44444444444446
2016-09-01,25.71,-0.09,-285.6666666666667
2016-09-02,26.43,-0.09,-293.6666666666667
2016-09-06,25.88,-0.09,-287.55555555555554
2016-09-07,25.1,-0.09,-278.8888888888889
2016-09-08,24.78,-0.09,-275.33333333333337
2016-09-09,24.25,-0.09,-269.44444444444446
2016-09-12,24.55,-0.09,-272.77777777777777
2016-09-13,24.14,-0.09,-268.22222222222223
2016-09-14,24.09,-0.09,-267.6666666666667
2016-09-15,24.33,-0.09,-270.3333333333333
2016-09-16,24.48,-0.09,-272.0
2016-09-19,24.02,-0.09,-266.8888888888889
2016-09-20,24.09,-0.09,-267.6666666666667
2016-09-21,23.85,-0.09,-265.0
2016-09-22,23.73,-0.09,-263.6666666666667
2016-09-23,23.39,-0.09,-259.8888888888889
2016-09-26,23.57,-0.09,-261.8888888888889
2016-09-27,23.45,-0.09,-260.55555555555554
2016-09-28,23.82,-0.09,-264.6666666666667
2016-09-29,23.08,-0.09,-256.44444444444446
2016-09-30,23.5,-0.09,-261.11111111111114
2016-10-03,23.79,-0.09,-264.3333333333333
2016-10-04,23.98,-0.09,-266.44444444444446
2016-10-05,25.1,-0.09,-278.8888888888889
2016-10-06,24.76,-0.09,-275.11111111111114
2016-10-07,23.61,-0.09,-262.3333333333333
2016-10-10,22.91,-0.09,-254.55555555555557
2016-10-11,22.96,-0.09,-255.11111111111114
2016-10-12,23.37,-0.09,-259.6666666666667
2016-10-13,23.48,-0.09,-260.8888888888889
2016-10-14,23.34,-0.09,-259.3333333333333
2016-10-17,23.39,-0.09,-259.8888888888889
2016-10-18,23.43,-0.09,-260.3333333333333
2016-10-19,23.55,-0.09,-261.6666666666667
2016-10-20,23.38,-0.09,-259.77777777777777
2016-10-21,23.0,-0.09,-255.55555555555557
2016-10-24,22.76,-0.09,-252.8888888888889
2016-10-25,23.11,-0.09,-256.77777777777777
2016-10-26,22.93,-0.09,-254.77777777777777
2016-10-27,22.72,-0.09,-252.44444444444443
2016-10-28,22.9,-0.09,-254.44444444444443
2016-10-31,22.99,-0.09,-255.44444444444443
2016-11-01,22.43,-0.09,-249.22222222222223
2016-11-02,22.25,-0.09,-247.22222222222223
2016-11-03,22.35,-0.09,-248.33333333333337
2016-11-04,21.89,-0.09,-243.22222222222223
2016-11-07,22.21,-0.09,-246.7777777777778
2016-11-08,21.89,-0.09,-243.22222222222223
2016-11-09,19.65,0.0,inf
2016-11-10,18.55,0.0,inf
2016-11-11,18.66,0.0,inf
2016-11-14,18.24,0.0,inf
2016-11-15,18.26,0.0,inf
2016-11-16,18.35,0.0,inf
2016-11-17,18.6,0.0,inf
2016-11-18,18.75,0.0,inf
2016-11-21,19.45,0.0,inf
2016-11-22,19.71,0.0,inf
2016-11-23,19.82,0.0,inf
2016-11-25,19.88,0.0,inf
2016-11-28,19.75,0.0,inf
2016-11-29,19.55,0.0,inf
2016-11-30,18.71,0.0,inf
2016-12-01,18.08,0.0,inf
2016-12-02,18.09,0.0,inf
2016-12-05,18.53,0.0,inf
2016-12-06,18.78,0.0,inf
2016-12-07,18.78,0.0,inf
2016-12-08,19.07,0.0,inf
2016-12-09,19.16,0.0,inf
2016-12-12,18.59,0.0,inf
2016-12-13,18.86,0.0,inf
2016-12-14,18.62,0.0,inf
2016-12-15,18.35,0.0,inf
2016-12-16,18.69,0.0,inf
2016-12-19,18.76,0.0,inf
2016-12-20,18.67,0.0,inf
2016-12-21,18.76,0.0,inf
2016-12-22,18.73,0.0,inf
2016-12-23,18.67,0.0,inf
2016-12-27,18.76,0.0,inf
2016-12-28,18.49,0.0,inf
2016-12-29,18.41,0.0,inf
2016-12-30,18.31,0.0,inf
2017-01-03,18.67,0.0,inf
2017-01-04,19.0,0.0,inf
2017-01-05,18.91,0.0,inf
2017-01-06,19.08,0.0,inf
2017-01-09,18.85,0.0,inf
2017-01-10,18.96,0.0,inf
2017-01-11,18.58,0.0,inf
2017-01-12,18.54,0.0,inf
2017-01-13,18.72,0.0,inf
2017-01-17,19.1,0.0,inf
2017-01-18,18.93,0.0,inf
2017-01-19,18.6,0.0,inf
2017-01-20,19.02,0.0,inf
2017-01-23,18.76,0.0,inf
2017-01-24,19.0,0.0,inf
2017-01-25,19.53,0.0,inf
2017-01-26,19.57,0.0,inf
2017-01-27,19.5,0.0,inf
2017-01-30,18.85,0.0,inf
2017-01-31,19.2,0.0,inf
2017-02-01,18.94,0.0,inf
2017-02-02,19.33,0.0,inf
2017-02-03,19.4,0.0,inf
2017-02-06,19.28,0.0,inf
2017-02-07,19.52,0.0,inf
2017-02-08,20.04,0.0,inf
2017-02-09,18.32,0.09,203.55555555555557
2017-02-10,18.28,0.09,203.11111111111114
2017-02-13,18.37,0.09,204.11111111111114
2017-02-14,19.27,0.09,214.11111111111111
2017-02-15,19.77,0.09,219.66666666666666
2017-02-16,18.69,0.09,207.66666666666669
2017-02-17,18.89,0.09,209.8888888888889
2017-02-21,19.16,0.09,212.88888888888889
2017-02-22,18.84,0.09,209.33333333333334
2017-02-23,18.82,0.09,209.11111111111111
2017-02-24,18.66,0.09,207.33333333333334
2017-02-27,18.75,0.09,208.33333333333334
2017-02-28,18.78,0.09,208.66666666666669
2017-03-01,19.37,0.09,215.22222222222223
2017-03-02,18.71,0.09,207.8888888888889
2017-03-03,18.74,0.09,208.2222222222222
2017-03-06,18.93,0.09,210.33333333333334
2017-03-07,18.8,0.09,208.8888888888889
2017-03-08,18.74,0.09,208.2222222222222
2017-03-09,18.69,0.09,207.66666666666669
2017-03-10,19.1,0.09,212.22222222222226
2017-03-13,19.2,0.09,213.33333333333334
2017-03-14,18.93,0.09,210.33333333333334
2017-03-15,19.14,0.09,212.66666666666669
2017-03-16,19.31,0.09,214.55555555555554
2017-03-17,19.43,0.09,215.88888888888889
2017-03-20,19.15,0.09,212.77777777777777
2017-03-21,18.53,0.09,205.8888888888889
2017-03-22,18.38,0.09,204.22222222222223
2017-03-23,18.39,0.09,204.33333333333334
2017-03-24,18.47,0.09,205.22222222222223
2017-03-27,18.26,0.09,202.8888888888889
2017-03-28,18.57,0.09,206.33333333333334
2017-03-29,18.58,0.09,206.44444444444443
2017-03-30,18.22,0.09,202.44444444444443
2017-03-31,18.13,0.09,201.44444444444443
2017-04-03,17.74,0.09,197.11111111111111
2017-04-04,17.18,0.09,190.88888888888889
2017-04-05,17.16,0.09,190.66666666666669
2017-04-06,17.29,0.09,192.11111111111111
2017-04-07,17.05,0.09,189.44444444444446
2017-04-10,17.21,0.09,191.22222222222223
2017-04-11,17.38,0.09,193.11111111111111
2017-04-12,17.6,0.09,195.55555555555557
2017-04-13,17.89,0.09,198.7777777777778
2017-04-17,18.15,0.09,201.66666666666666
2017-04-18,18.41,0.09,204.55555555555557
2017-04-19,17.99,0.09,199.88888888888889
2017-04-20,17.9,0.09,198.88888888888889
2017-04-21,17.6,0.09,195.55555555555557
2017-04-24,17.83,0.09,198.1111111111111
2017-04-25,18.22,0.09,202.44444444444443
2017-04-26,18.12,0.09,201.33333333333334
2017-04-27,18.01,0.09,200.11111111111114
2017-04-28,17.85,0.09,198.33333333333334
2017-05-01,18.12,0.09,201.33333333333334
2017-05-02,18.06,0.09,200.66666666666666
2017-05-03,18.11,0.09,201.22222222222223
2017-05-04,18.33,0.09,203.66666666666666
2017-05-05,18.07,0.09,200.7777777777778
2017-05-08,18.02,0.09,200.22222222222223
2017-05-09,17.83,0.09,198.1111111111111
2017-05-10,19.95,-0.28,-71.24999999999999
2017-05-11,19.6,-0.28,-70.0
2017-05-12,19.58,-0.28,-69.92857142857142
2017-05-15,19.17,-0.28,-68.46428571428571
2017-05-16,18.87,-0.28,-67.39285714285714
2017-05-17,18.66,-0.28,-66.64285714285714
2017-05-18,18.63,-0.28,-66.53571428571428
2017-05-19,18.75,-0.28,-66.96428571428571
2017-05-22,18.81,-0.28,-67.17857142857142
2017-05-23,18.98,-0.28,-67.78571428571428
2017-05-24,18.9,-0.28,-67.49999999999999
2017-05-25,18.73,-0.28,-66.89285714285714
2017-05-26,19.06,-0.28,-68.07142857142856
2017-05-30,18.87,-0.28,-67.39285714285714
2017-05-31,18.94,-0.28,-67.64285714285714
2017-06-01,19.32,-0.28,-69.0
2017-06-02,19.09,-0.28,-68.17857142857142
2017-06-05,19.01,-0.28,-67.89285714285714
2017-06-06,19.08,-0.28,-68.14285714285712
2017-06-07,18.83,-0.28,-67.24999999999999
2017-06-08,18.49,-0.28,-66.03571428571428
2017-06-09,18.74,-0.28,-66.92857142857142
2017-06-12,19.3,-0.28,-68.92857142857143
2017-06-13,19.34,-0.28,-69.07142857142857
2017-06-14,19.21,-0.28,-68.60714285714285
2017-06-15,19.0,-0.28,-67.85714285714285
2017-06-16,19.05,-0.28,-68.03571428571428
2017-06-19,19.31,-0.28,-68.96428571428571
2017-06-20,19.06,-0.28,-68.07142857142856
2017-06-21,18.98,-0.28,-67.78571428571428
2017-06-22,19.08,-0.28,-68.14285714285712
2017-06-23,19.14,-0.28,-68.35714285714285
2017-06-26,19.2,-0.28,-68.57142857142857
2017-06-27,18.82,-0.28,-67.21428571428571
2017-06-28,18.81,-0.28,-67.17857142857142
2017-06-29,18.9,-0.28,-67.49999999999999
2017-06-30,18.76,-0.28,-67.0
2017-07-03,19.14,-0.28,-68.35714285714285
2017-07-05,18.86,-0.28,-67.35714285714285
2017-07-06,18.79,-0.28,-67.10714285714285
2017-07-07,18.79,-0.28,-67.10714285714285
2017-07-10,18.43,-0.28,-65.82142857142857
2017-07-11,18.22,-0.28,-65.07142857142856
2017-07-12,18.15,-0.28,-64.82142857142856
2017-07-13,18.26,-0.28,-65.21428571428571
2017-07-14,18.38,-0.28,-65.64285714285714
2017-07-17,18.44,-0.28,-65.85714285714286
2017-07-18,18.5,-0.28,-66.07142857142857
2017-07-19,18.7,-0.28,-66.78571428571428
2017-07-20,18.89,-0.28,-67.46428571428571
2017-07-21,18.92,-0.28,-67.57142857142857
2017-07-24,19.18,-0.28,-68.49999999999999
2017-07-25,19.53,-0.28,-69.75
2017-07-26,19.81,-0.28,-70.74999999999999
2017-07-27,20.34,-0.28,-72.64285714285714
2017-07-28,20.54,-0.28,-73.35714285714285
2017-07-31,20.48,-0.28,-73.14285714285714
2017-08-01,20.23,-0.28,-72.25
2017-08-02,20.18,-0.28,-72.07142857142857
2017-08-03,19.93,-0.28,-71.17857142857142
2017-08-04,19.71,-0.28,-70.39285714285714
2017-08-07,20.04,-0.28,-71.57142857142856
2017-08-08,19.9,-0.28,-71.07142857142856
2017-08-09,19.86,-0.28,-70.92857142857142
2017-08-10,19.46,-0.28,-69.5
2017-08-11,19.48,-0.28,-69.57142857142857
2017-08-14,19.7,-0.28,-70.35714285714285
2017-08-15,19.56,-0.28,-69.85714285714285
2017-08-16,19.67,-0.28,-70.25
2017-08-17,19.16,-0.28,-68.42857142857142
2017-08-18,19.23,-0.28,-68.67857142857143
2017-08-21,19.55,-0.28,-69.82142857142857
2017-08-22,17.71,-0.28,-63.25
2017-08-23,16.74,-0.47,-35.61702127659574
2017-08-24,16.24,-0.47,-34.5531914893617
2017-08-25,16.4,-0.47,-34.8936170212766
2017-08-28,16.09,-0.47,-34.23404255319149
2017-08-29,16.51,-0.47,-35.12765957446809
2017-08-30,16.53,-0.47,-35.17021276595745
2017-08-31,16.58,-0.47,-35.27659574468085
2017-09-01,16.55,-0.47,-35.21276595744681
2017-09-05,16.37,-0.47,-34.829787234042556
2017-09-06,16.49,-0.47,-35.08510638297872
2017-09-07,16.35,-0.47,-34.787234042553195
2017-09-08,16.47,-0.47,-35.04255319148936
2017-09-11,16.72,-0.47,-35.57446808510638
2017-09-12,17.06,-0.47,-36.297872340425535
2017-09-13,17.17,-0.47,-36.53191489361703
2017-09-14,17.16,-0.47,-36.51063829787234
2017-09-15,16.86,-0.47,-35.87234042553192
2017-09-18,16.93,-0.47,-36.02127659574468
2017-09-19,16.62,-0.47,-35.361702127659576
2017-09-20,16.65,-0.47,-35.42553191489362
2017-09-21,16.0,-0.47,-34.04255319148936
2017-09-22,16.15,-0.47,-34.361702127659576
2017-09-25,16.24,-0.47,-34.5531914893617
2017-09-26,16.28,-0.47,-34.63829787234043
2017-09-27,16.31,-0.47,-34.702127659574465
2017-09-28,16.15,-0.47,-34.361702127659576
2017-09-29,16.53,-0.47,-35.17021276595745
2017-10-02,16.65,-0.47,-35.42553191489362
2017-10-03,16.72,-0.47,-35.57446808510638
2017-10-04,16.64,-0.47,-35.40425531914894
2017-10-05,16.9,-0.47,-35.95744680851064
2017-10-06,16.88,-0.47,-35.91489361702128
2017-10-09,16.75,-0.47,-35.63829787234043
2017-10-10,16.81,-0.47,-35.76595744680851
2017-10-11,16.85,-0.47,-35.851063829787236
2017-10-12,16.76,-0.47,-35.65957446808511
2017-10-13,17.06,-0.47,-36.297872340425535
2017-10-16,16.83,-0.47,-35.80851063829787
2017-10-17,16.0,-0.47,-34.04255319148936
2017-10-18,15.76,-0.47,-33.53191489361702
2017-10-19,15.83,-0.47,-33.68085106382979
2017-10-20,15.85,-0.47,-33.72340425531915
2017-10-23,15.45,-0.47,-32.87234042553192
2017-10-24,15.35,-0.47,-32.659574468085104
2017-10-25,15.25,-0.47,-32.4468085106383
2017-10-26,15.24,-0.47,-32.42553191489362
2017-10-27,14.91,-0.47,-31.72340425531915
2017-10-30,14.97,-0.47,-31.851063829787236
2017-10-31,15.4,-0.47,-32.765957446808514
2017-11-01,15.31,-0.47,-32.57446808510639
2017-11-02,14.46,-0.47,-30.765957446808514
2017-11-03,14.36,-0.47,-30.5531914893617
2017-11-06,14.52,-0.47,-30.893617021276597
2017-11-07,14.45,-0.47,-30.74468085106383
2017-11-08,14.76,-0.47,-31.404255319148938
2017-11-09,16.8,-0.03,-560.0
2017-11-10,16.31,-0.03,-543.6666666666666
2017-11-13,16.75,-0.03,-558.3333333333334
2017-11-14,16.95,-0.03,-565.0
2017-11-15,16.82,-0.03,-560.6666666666667
2017-11-16,16.85,-0.03,-561.6666666666667
2017-11-17,17.05,-0.03,-568.3333333333334
2017-11-20,17.1,-0.03,-570.0000000000001
2017-11-21,16.87,-0.03,-562.3333333333334
2017-11-22,16.98,-0.03,-566.0
2017-11-24,17.0,-0.03,-566.6666666666667
2017-11-27,17.0,-0.03,-566.6666666666667
2017-11-28,17.2,-0.03,-573.3333333333334
2017-11-29,17.09,-0.03,-569.6666666666666
2017-11-30,17.23,-0.03,-574.3333333333334
2017-12-01,17.05,-0.03,-568.3333333333334
2017-12-04,17.56,-0.03,-585.3333333333333
2017-12-05,17.64,-0.03,-588.0
2017-12-06,17.63,-0.03,-587.6666666666666
2017-12-07,17.6,-0.03,-586.6666666666667
2017-12-08,17.78,-0.03,-592.6666666666667
2017-12-11,17.91,-0.03,-597.0
2017-12-12,18.62,-0.03,-620.6666666666667
2017-12-13,19.42,-0.03,-647.3333333333334
2017-12-14,19.54,-0.03,-651.3333333333334
2017-12-15,19.78,-0.03,-659.3333333333334
2017-12-18,19.7,-0.03,-656.6666666666666
2017-12-19,19.38,-0.03,-646.0
2017-12-20,19.45,-0.03,-648.3333333333334
2017-12-21,19.75,-0.03,-658.3333333333334
2017-12-22,19.93,-0.03,-664.3333333333334
2017-12-26,20.15,-0.03,-671.6666666666666
2017-12-27,19.85,-0.03,-661.6666666666667
2017-12-28,20.07,-0.03,-669.0
2017-12-29,19.89,-0.03,-663.0
2018-01-02,19.88,-0.03,-662.6666666666666
2018-01-03,19.77,-0.03,-659.0
2018-01-04,20.08,-0.03,-669.3333333333333
2018-01-05,20.4,-0.03,-680.0
2018-01-08,20.32,-0.03,-677.3333333333334
2018-01-09,20.59,-0.03,-686.3333333333334
2018-01-10,20.52,-0.03,-684.0
2018-01-11,20.52,-0.03,-684.0
2018-01-12,20.78,-0.03,-692.6666666666667
2018-01-16,20.4,-0.03,-680.0
2018-01-17,20.7,-0.03,-690.0
2018-01-18,20.01,-0.03,-667.0000000000001
2018-01-19,20.53,-0.03,-684.3333333333334
2018-01-22,20.89,-0.03,-696.3333333333334
2018-01-23,20.77,-0.03,-692.3333333333334
2018-01-24,20.38,-0.03,-679.3333333333334
2018-01-25,20.25,-0.03,-675.0
2018-01-26,20.22,-0.03,-674.0
2018-01-29,19.7,-0.03,-656.6666666666666
2018-01-30,19.69,-0.03,-656.3333333333334
2018-01-31,19.61,-0.03,-653.6666666666666
2018-02-01,18.86,-0.03,-628.6666666666666
2018-02-02,18.05,-0.03,-601.6666666666667
2018-02-05,17.28,-0.03,-576.0000000000001
2018-02-06,17.43,-0.03,-581.0
2018-02-07,17.48,-0.03,-582.6666666666667
2018-02-08,19.96,0.15,133.0666666666667
2018-02-09,19.86,0.15,132.4
2018-02-12,20.42,0.15,136.13333333333335
2018-02-13,20.56,0.15,137.06666666666666
2018-02-14,21.25,0.15,141.66666666666669
2018-02-15,21.53,0.15,143.53333333333336
2018-02-16,21.45,0.15,143.0
2018-02-20,21.19,0.15,141.26666666666668
2018-02-21,20.8,0.15,138.66666666666669
2018-02-22,20.66,0.15,137.73333333333335
2018-02-23,20.76,0.15,138.4
2018-02-26,20.64,0.15,137.60000000000002
2018-02-27,19.85,0.15,132.33333333333334
2018-02-28,19.32,0.15,128.8
2018-03-01,19.04,0.15,126.93333333333334
2018-03-02,19.45,0.15,129.66666666666666
2018-03-05,19.34,0.15,128.93333333333334
2018-03-06,19.25,0.15,128.33333333333334
2018-03-07,19.21,0.15,128.0666666666667
2018-03-08,19.32,0.15,128.8
2018-03-09,19.4,0.15,129.33333333333334
2018-03-12,19.19,0.15,127.93333333333335
2018-03-13,19.2,0.15,128.0
2018-03-14,18.97,0.15,126.46666666666667
2018-03-15,18.57,0.15,123.80000000000001
2018-03-16,18.82,0.15,125.46666666666667
2018-03-19,18.58,0.15,123.86666666666666
2018-03-20,18.37,0.15,122.46666666666668
2018-03-21,18.36,0.15,122.4
2018-03-22,18.2,0.15,121.33333333333333
2018-03-23,18.07,0.15,120.46666666666667
2018-03-26,18.46,0.15,123.06666666666668
2018-03-27,18.29,0.15,121.93333333333334
2018-03-28,18.25,0.15,121.66666666666667
2018-03-29,18.3,0.15,122.00000000000001
2018-04-02,17.68,0.15,117.86666666666667
2018-04-03,18.24,0.15,121.6
2018-04-04,18.29,0.15,121.93333333333334
2018-04-05,18.45,0.15,123.0
2018-04-06,18.29,0.15,121.93333333333334
2018-04-09,18.33,0.15,122.19999999999999
2018-04-10,18.13,0.15,120.86666666666666
2018-04-11,18.27,0.15,121.8
2018-04-12,18.0,0.15,120.0
2018-04-13,17.66,0.15,117.73333333333333
2018-04-16,17.72,0.15,118.13333333333333
2018-04-17,17.83,0.15,118.86666666666666
2018-04-18,17.68,0.15,117.86666666666667
2018-04-19,17.17,0.15,114.46666666666668
2018-04-20,16.76,0.15,111.73333333333335
2018-04-23,16.67,0.15,111.13333333333335
2018-04-24,16.52,0.15,110.13333333333334
2018-04-25,16.76,0.15,111.73333333333335
2018-04-26,16.91,0.15,112.73333333333333
2018-04-27,17.02,0.15,113.46666666666667
2018-04-30,17.35,0.15,115.66666666666669
2018-05-01,16.9,0.15,112.66666666666666
2018-05-02,16.2,0.15,108.0
2018-05-03,15.94,0.15,106.26666666666667
2018-05-04,16.07,0.15,107.13333333333334
2018-05-07,16.24,0.15,108.26666666666667
2018-05-08,15.9,0.15,106.0
2018-05-09,15.01,-0.1,-150.1
2018-05-10,14.5,-0.1,-145.0
2018-05-11,14.3,-0.1,-143.0
2018-05-14,14.15,-0.1,-141.5
2018-05-15,14.07,-0.1,-140.7
2018-05-16,14.51,-0.1,-145.1
2018-05-17,14.18,-0.1,-141.79999999999998
2018-05-18,14.0,-0.1,-140.0
2018-05-21,13.98,-0.1,-139.79999999999998
2018-05-22,13.85,-0.1,-138.5
2018-05-23,13.88,-0.1,-138.8
2018-05-24,13.65,-0.1,-136.5
2018-05-25,13.67,-0.1,-136.7
2018-05-29,13.45,-0.1,-134.49999999999997
2018-05-30,13.59,-0.1,-135.89999999999998
2018-05-31,13.25,-0.1,-132.5
2018-06-01,13.11,-0.1,-131.1
2018-06-04,13.41,-0.1,-134.1
2018-06-05,13.2,-0.1,-131.99999999999997
2018-06-06,13.23,-0.1,-132.29999999999998
2018-06-07,13.41,-0.1,-134.1
2018-06-08,13.89,-0.1,-138.9
2018-06-11,14.1,-0.1,-141.0
2018-06-12,14.23,-0.1,-142.29999999999998
2018-06-13,14.0,-0.1,-140.0
