date,COTY,COTY_EPS,PE Ratio
2013-10-30,15.75,,
2013-10-31,15.38,,
2013-11-01,15.51,,
2013-11-04,15.41,,
2013-11-05,15.28,,
2013-11-06,15.4,,
2013-11-07,15.11,,
2013-11-08,14.99,0.24,62.458333333333336
2013-11-11,15.22,0.24,63.41666666666667
2013-11-12,15.26,0.24,63.583333333333336
2013-11-13,15.44,0.24,64.33333333333333
2013-11-14,15.63,0.24,65.125
2013-11-15,15.73,0.24,65.54166666666667
2013-11-18,15.49,0.24,64.54166666666667
2013-11-19,15.54,0.24,64.75
2013-11-20,15.41,0.24,64.20833333333334
2013-11-21,15.9,0.24,66.25
2013-11-22,16.09,0.24,67.04166666666667
2013-11-25,16.19,0.24,67.45833333333334
2013-11-26,16.19,0.24,67.45833333333334
2013-11-27,16.52,0.24,68.83333333333333
2013-11-29,16.42,0.24,68.41666666666667
2013-12-02,16.12,0.24,67.16666666666667
2013-12-03,16.2,0.24,67.5
2013-12-04,16.06,0.24,66.91666666666666
2013-12-05,16.05,0.24,66.875
2013-12-06,15.57,0.24,64.875
2013-12-09,15.69,0.24,65.375
2013-12-10,15.53,0.24,64.70833333333333
2013-12-11,15.55,0.24,64.79166666666667
2013-12-12,15.63,0.24,65.125
2013-12-13,15.25,0.24,63.54166666666667
2013-12-16,15.17,0.24,63.208333333333336
2013-12-17,15.06,0.24,62.75000000000001
2013-12-18,15.09,0.24,62.875
2013-12-19,15.18,0.24,63.25
2013-12-20,15.11,0.24,62.958333333333336
2013-12-23,15.06,0.24,62.75000000000001
2013-12-24,15.02,0.24,62.583333333333336
2013-12-26,14.99,0.24,62.458333333333336
2013-12-27,15.49,0.24,64.54166666666667
2013-12-30,15.41,0.24,64.20833333333334
2013-12-31,15.25,0.24,63.54166666666667
2014-01-02,15.57,0.24,64.875
2014-01-03,15.58,0.24,64.91666666666667
2014-01-06,15.2,0.24,63.333333333333336
2014-01-07,15.19,0.24,63.291666666666664
2014-01-08,15.1,0.24,62.916666666666664
2014-01-09,15.16,0.24,63.16666666666667
2014-01-10,15.16,0.24,63.16666666666667
2014-01-13,15.03,0.24,62.625
2014-01-14,15.14,0.24,63.083333333333336
2014-01-15,15.3,0.24,63.75000000000001
2014-01-16,15.43,0.24,64.29166666666667
2014-01-17,14.71,0.24,61.29166666666667
2014-01-21,14.41,0.24,60.04166666666667
2014-01-22,14.42,0.24,60.083333333333336
2014-01-23,14.47,0.24,60.29166666666667
2014-01-24,13.91,0.24,57.958333333333336
2014-01-27,13.58,0.24,56.583333333333336
2014-01-28,13.89,0.24,57.87500000000001
2014-01-29,13.41,0.24,55.875
2014-01-30,13.5,0.24,56.25
2014-01-31,13.49,0.24,56.208333333333336
2014-02-03,13.29,0.24,55.375
2014-02-04,13.42,0.24,55.91666666666667
2014-02-05,13.36,0.24,55.666666666666664
2014-02-06,13.51,0.24,56.29166666666667
2014-02-07,13.25,0.24,55.208333333333336
2014-02-10,13.25,0.24,55.208333333333336
2014-02-11,13.25,0.24,55.208333333333336
2014-02-12,13.42,0.24,55.91666666666667
2014-02-13,13.72,0.24,57.16666666666667
2014-02-14,14.74,0.22,67.0
2014-02-18,14.19,0.22,64.5
2014-02-19,14.11,0.22,64.13636363636364
2014-02-20,14.55,0.22,66.13636363636364
2014-02-21,14.47,0.22,65.77272727272728
2014-02-24,14.69,0.22,66.77272727272727
2014-02-25,14.83,0.22,67.4090909090909
2014-02-26,14.8,0.22,67.27272727272728
2014-02-27,14.71,0.22,66.86363636363637
2014-02-28,14.85,0.22,67.5
2014-03-03,14.91,0.22,67.77272727272727
2014-03-04,15.07,0.22,68.5
2014-03-05,15.01,0.22,68.22727272727272
2014-03-06,15.08,0.22,68.54545454545455
2014-03-07,15.62,0.22,71.0
2014-03-10,15.85,0.22,72.04545454545455
2014-03-11,15.21,0.22,69.13636363636364
2014-03-12,15.45,0.22,70.22727272727272
2014-03-13,15.23,0.22,69.22727272727273
2014-03-14,14.92,0.22,67.81818181818181
2014-03-17,15.16,0.22,68.9090909090909
2014-03-18,15.21,0.22,69.13636363636364
2014-03-19,15.06,0.22,68.45454545454545
2014-03-20,15.04,0.22,68.36363636363636
2014-03-21,15.17,0.22,68.95454545454545
2014-03-24,15.09,0.22,68.5909090909091
2014-03-25,15.03,0.22,68.31818181818181
2014-03-26,14.9,0.22,67.72727272727273
2014-03-27,14.93,0.22,67.86363636363636
2014-03-28,14.99,0.22,68.13636363636364
2014-03-31,14.98,0.22,68.0909090909091
2014-04-01,15.0,0.22,68.18181818181819
2014-04-02,15.0,0.22,68.18181818181819
2014-04-03,15.11,0.22,68.68181818181817
2014-04-04,15.21,0.22,69.13636363636364
2014-04-07,15.19,0.22,69.04545454545455
2014-04-08,15.27,0.22,69.4090909090909
2014-04-09,15.32,0.22,69.63636363636364
2014-04-10,15.53,0.22,70.5909090909091
2014-04-11,15.38,0.22,69.9090909090909
2014-04-14,15.59,0.22,70.86363636363636
2014-04-15,15.61,0.22,70.95454545454545
2014-04-16,15.75,0.22,71.5909090909091
2014-04-17,15.75,0.22,71.5909090909091
2014-04-21,15.66,0.22,71.18181818181819
2014-04-22,15.65,0.22,71.13636363636364
2014-04-23,15.76,0.22,71.63636363636364
2014-04-24,15.63,0.22,71.04545454545455
2014-04-25,15.63,0.22,71.04545454545455
2014-04-28,15.92,0.22,72.36363636363636
2014-04-29,15.89,0.22,72.22727272727273
2014-04-30,16.05,0.22,72.95454545454545
2014-05-01,16.04,0.22,72.9090909090909
2014-05-02,16.36,0.22,74.36363636363636
2014-05-05,16.15,0.22,73.4090909090909
2014-05-06,15.83,0.22,71.95454545454545
2014-05-07,15.88,0.22,72.18181818181819
2014-05-08,15.75,0.22,71.5909090909091
2014-05-09,15.71,0.22,71.4090909090909
2014-05-12,15.84,0.22,72.0
2014-05-13,15.44,0.22,70.18181818181817
2014-05-14,15.77,-0.66,-23.89393939393939
2014-05-15,15.97,-0.66,-24.196969696969695
2014-05-16,16.08,-0.66,-24.36363636363636
2014-05-19,16.2,-0.66,-24.545454545454543
2014-05-20,16.2,-0.66,-24.545454545454543
2014-05-21,16.17,-0.66,-24.5
2014-05-22,16.43,-0.66,-24.89393939393939
2014-05-23,16.38,-0.66,-24.818181818181817
2014-05-27,16.58,-0.66,-25.121212121212118
2014-05-28,16.54,-0.66,-25.06060606060606
2014-05-29,16.51,-0.66,-25.015151515151516
2014-05-30,16.68,-0.66,-25.27272727272727
2014-06-02,16.61,-0.66,-25.166666666666664
2014-06-03,16.91,-0.66,-25.62121212121212
2014-06-04,16.92,-0.66,-25.636363636363637
2014-06-05,16.89,-0.66,-25.59090909090909
2014-06-06,17.85,-0.66,-27.045454545454547
2014-06-09,17.8,-0.66,-26.96969696969697
2014-06-10,17.44,-0.66,-26.424242424242426
2014-06-11,17.22,-0.66,-26.090909090909086
2014-06-12,17.11,-0.66,-25.924242424242422
2014-06-13,17.11,-0.66,-25.924242424242422
2014-06-16,16.97,-0.66,-25.712121212121207
2014-06-17,17.06,-0.66,-25.848484848484844
2014-06-18,17.12,-0.66,-25.93939393939394
2014-06-19,17.37,-0.66,-26.31818181818182
2014-06-20,16.93,-0.66,-25.65151515151515
2014-06-23,16.96,-0.66,-25.696969696969695
2014-06-24,16.75,-0.66,-25.37878787878788
2014-06-25,16.81,-0.66,-25.469696969696965
2014-06-26,16.82,-0.66,-25.484848484848484
2014-06-27,16.84,-0.66,-25.515151515151512
2014-06-30,17.13,-0.66,-25.954545454545453
2014-07-01,17.49,-0.66,-26.499999999999996
2014-07-02,17.8,-0.66,-26.96969696969697
2014-07-03,18.15,-0.66,-27.499999999999996
2014-07-07,18.0,-0.66,-27.27272727272727
2014-07-08,17.96,-0.66,-27.21212121212121
2014-07-09,17.92,-0.66,-27.151515151515152
2014-07-10,17.82,-0.66,-27.0
2014-07-11,17.49,-0.66,-26.499999999999996
2014-07-14,17.19,-0.66,-26.045454545454547
2014-07-15,17.52,-0.66,-26.545454545454543
2014-07-16,17.39,-0.66,-26.348484848484848
2014-07-17,17.31,-0.66,-26.227272727272723
2014-07-18,17.32,-0.66,-26.242424242424242
2014-07-21,17.18,-0.66,-26.030303030303028
2014-07-22,17.31,-0.66,-26.227272727272723
2014-07-23,17.28,-0.66,-26.181818181818183
2014-07-24,17.11,-0.66,-25.924242424242422
2014-07-25,17.13,-0.66,-25.954545454545453
2014-07-28,17.0,-0.66,-25.757575757575758
2014-07-29,17.0,-0.66,-25.757575757575758
2014-07-30,17.01,-0.66,-25.772727272727273
2014-07-31,17.11,-0.66,-25.924242424242422
2014-08-01,16.98,-0.66,-25.727272727272727
2014-08-04,17.21,-0.66,-26.075757575757574
2014-08-05,17.31,-0.66,-26.227272727272723
2014-08-06,17.44,-0.66,-26.424242424242426
2014-08-07,17.05,-0.66,-25.833333333333332
2014-08-08,17.33,-0.66,-26.257575757575754
2014-08-11,17.62,-0.66,-26.696969696969695
2014-08-12,17.57,-0.66,-26.62121212121212
2014-08-13,17.56,-0.66,-26.606060606060602
2014-08-14,17.62,-0.66,-26.696969696969695
2014-08-15,17.85,-0.66,-27.045454545454547
2014-08-18,17.92,-0.66,-27.151515151515152
2014-08-19,18.01,-0.66,-27.28787878787879
2014-08-20,17.96,-0.66,-27.21212121212121
2014-08-21,18.09,-0.66,-27.409090909090907
2014-08-22,18.35,-0.66,-27.803030303030305
2014-08-25,18.23,-0.66,-27.62121212121212
2014-08-26,18.02,-0.66,-27.3030303030303
2014-08-27,18.01,-0.66,-27.28787878787879
2014-08-28,17.39,-0.06,-289.83333333333337
2014-08-29,17.19,-0.06,-286.50000000000006
2014-09-02,17.22,-0.06,-287.0
2014-09-03,17.22,-0.06,-287.0
2014-09-04,17.19,-0.06,-286.50000000000006
2014-09-05,17.3,-0.06,-288.33333333333337
2014-09-08,17.26,-0.06,-287.6666666666667
2014-09-09,17.15,-0.06,-285.8333333333333
2014-09-10,17.32,-0.06,-288.6666666666667
2014-09-11,17.56,-0.06,-292.66666666666663
2014-09-12,17.56,-0.06,-292.66666666666663
2014-09-15,17.38,-0.06,-289.6666666666667
2014-09-16,17.23,-0.06,-287.1666666666667
2014-09-17,17.54,-0.06,-292.3333333333333
2014-09-18,17.7,-0.06,-295.0
2014-09-19,17.48,-0.06,-291.33333333333337
2014-09-22,17.33,-0.06,-288.8333333333333
2014-09-23,17.28,-0.06,-288.00000000000006
2014-09-24,17.34,-0.06,-289.0
2014-09-25,17.0,-0.06,-283.33333333333337
2014-09-26,17.12,-0.06,-285.33333333333337
2014-09-29,16.74,-0.06,-279.0
2014-09-30,16.55,-0.06,-275.83333333333337
2014-10-01,16.37,-0.06,-272.83333333333337
2014-10-02,16.04,-0.06,-267.3333333333333
2014-10-03,15.96,-0.06,-266.0
2014-10-06,15.94,-0.06,-265.6666666666667
2014-10-07,16.3,-0.06,-271.6666666666667
2014-10-08,16.42,-0.06,-273.6666666666667
2014-10-09,16.25,-0.06,-270.83333333333337
2014-10-10,16.26,-0.06,-271.00000000000006
2014-10-13,16.21,-0.06,-270.1666666666667
2014-10-14,16.41,-0.06,-273.5
2014-10-15,16.37,-0.06,-272.83333333333337
2014-10-16,16.55,-0.06,-275.83333333333337
2014-10-17,16.42,-0.06,-273.6666666666667
2014-10-20,16.41,-0.06,-273.5
2014-10-21,16.61,-0.06,-276.8333333333333
2014-10-22,16.59,-0.06,-276.5
2014-10-23,16.4,-0.06,-273.3333333333333
2014-10-24,16.32,-0.06,-272.0
2014-10-27,16.51,-0.06,-275.1666666666667
2014-10-28,16.59,-0.06,-276.5
2014-10-29,16.31,-0.06,-271.8333333333333
2014-10-30,16.22,-0.06,-270.3333333333333
2014-10-31,16.6,-0.06,-276.6666666666667
2014-11-03,17.11,-0.06,-285.1666666666667
2014-11-04,16.8,-0.06,-280.0
2014-11-05,17.23,-0.06,-287.1666666666667
2014-11-06,17.93,0.03,597.6666666666666
2014-11-07,18.36,0.03,612.0
2014-11-10,18.82,0.03,627.3333333333334
2014-11-11,18.7,0.03,623.3333333333334
2014-11-12,19.35,0.03,645.0000000000001
2014-11-13,19.45,0.03,648.3333333333334
2014-11-14,19.15,0.03,638.3333333333333
2014-11-17,18.98,0.03,632.6666666666667
2014-11-18,19.13,0.03,637.6666666666666
2014-11-19,19.44,0.03,648.0000000000001
2014-11-20,19.75,0.03,658.3333333333334
2014-11-21,19.89,0.03,663.0
2014-11-24,19.84,0.03,661.3333333333334
2014-11-25,20.14,0.03,671.3333333333334
2014-11-26,19.99,0.03,666.3333333333333
2014-11-28,20.24,0.03,674.6666666666666
2014-12-01,20.23,0.03,674.3333333333334
2014-12-02,20.09,0.03,669.6666666666667
2014-12-03,20.0,0.03,666.6666666666667
2014-12-04,19.95,0.03,665.0
2014-12-05,20.2,0.03,673.3333333333334
2014-12-08,19.96,0.03,665.3333333333334
2014-12-09,19.99,0.03,666.3333333333333
2014-12-10,19.92,0.03,664.0000000000001
2014-12-11,20.07,0.03,669.0
2014-12-12,19.76,0.03,658.6666666666667
2014-12-15,19.46,0.03,648.6666666666667
2014-12-16,19.11,0.03,637.0
2014-12-17,19.64,0.03,654.6666666666667
2014-12-18,20.04,0.03,668.0
2014-12-19,20.05,0.03,668.3333333333334
2014-12-22,20.06,0.03,668.6666666666666
2014-12-23,20.27,0.03,675.6666666666666
2014-12-24,20.67,0.03,689.0000000000001
2014-12-26,20.88,0.03,696.0
2014-12-29,20.88,0.03,696.0
2014-12-30,20.84,0.03,694.6666666666667
2014-12-31,20.66,0.03,688.6666666666667
2015-01-02,20.43,0.03,681.0
2015-01-05,20.37,0.03,679.0000000000001
2015-01-06,20.22,0.03,674.0
2015-01-07,20.29,0.03,676.3333333333334
2015-01-08,20.46,0.03,682.0
2015-01-09,19.86,0.03,662.0
2015-01-12,19.32,0.03,644.0
2015-01-13,19.02,0.03,634.0
2015-01-14,18.91,0.03,630.3333333333334
2015-01-15,18.93,0.03,631.0
2015-01-16,18.71,0.03,623.6666666666667
2015-01-20,18.72,0.03,624.0
2015-01-21,18.78,0.03,626.0000000000001
2015-01-22,19.13,0.03,637.6666666666666
2015-01-23,18.95,0.03,631.6666666666666
2015-01-26,19.35,0.03,645.0000000000001
2015-01-27,19.1,0.03,636.6666666666667
2015-01-28,18.72,0.03,624.0
2015-01-29,19.32,0.03,644.0
2015-01-30,19.02,0.03,634.0
2015-02-02,19.21,0.03,640.3333333333334
2015-02-03,19.6,0.03,653.3333333333334
2015-02-04,18.93,0.03,631.0
2015-02-05,21.24,0.35,60.68571428571428
2015-02-06,21.88,0.35,62.51428571428571
2015-02-09,22.15,0.35,63.285714285714285
2015-02-10,21.94,0.35,62.68571428571429
2015-02-11,21.95,0.35,62.714285714285715
2015-02-12,22.03,0.35,62.94285714285715
2015-02-13,22.03,0.35,62.94285714285715
2015-02-17,22.29,0.35,63.68571428571429
2015-02-18,22.3,0.35,63.71428571428572
2015-02-19,22.08,0.35,63.08571428571428
2015-02-20,22.23,0.35,63.51428571428572
2015-02-23,22.45,0.35,64.14285714285714
2015-02-24,22.31,0.35,63.74285714285714
2015-02-25,22.41,0.35,64.02857142857144
2015-02-26,22.18,0.35,63.371428571428574
2015-02-27,22.6,0.35,64.57142857142858
2015-03-02,23.04,0.35,65.82857142857144
2015-03-03,22.74,0.35,64.97142857142858
2015-03-04,22.69,0.35,64.82857142857144
2015-03-05,23.06,0.35,65.88571428571429
2015-03-06,22.55,0.35,64.42857142857143
2015-03-09,23.16,0.35,66.17142857142858
2015-03-10,22.18,0.35,63.371428571428574
2015-03-11,22.02,0.35,62.91428571428572
2015-03-12,22.48,0.35,64.22857142857143
2015-03-13,22.28,0.35,63.657142857142865
2015-03-16,22.39,0.35,63.971428571428575
2015-03-17,22.96,0.35,65.60000000000001
2015-03-18,23.24,0.35,66.4
2015-03-19,23.13,0.35,66.08571428571429
2015-03-20,23.64,0.35,67.54285714285714
2015-03-23,24.42,0.35,69.77142857142859
2015-03-24,24.48,0.35,69.94285714285715
2015-03-25,24.37,0.35,69.62857142857143
2015-03-26,23.96,0.35,68.45714285714287
2015-03-27,24.32,0.35,69.4857142857143
2015-03-30,24.18,0.35,69.08571428571429
2015-03-31,24.27,0.35,69.34285714285714
2015-04-01,24.21,0.35,69.17142857142858
2015-04-02,23.77,0.35,67.91428571428571
2015-04-06,24.01,0.35,68.60000000000001
2015-04-07,23.63,0.35,67.51428571428572
2015-04-08,23.64,0.35,67.54285714285714
2015-04-09,23.5,0.35,67.14285714285715
2015-04-10,23.33,0.35,66.65714285714286
2015-04-13,23.52,0.35,67.2
2015-04-14,24.78,0.35,70.80000000000001
2015-04-15,24.97,0.35,71.34285714285714
2015-04-16,25.06,0.35,71.6
2015-04-17,25.07,0.35,71.62857142857143
2015-04-20,25.2,0.35,72.0
2015-04-21,25.16,0.35,71.88571428571429
2015-04-22,24.96,0.35,71.31428571428572
2015-04-23,25.0,0.35,71.42857142857143
2015-04-24,24.78,0.35,70.80000000000001
2015-04-27,24.75,0.35,70.71428571428572
2015-04-28,24.5,0.35,70.0
2015-04-29,24.28,0.35,69.37142857142858
2015-04-30,23.91,0.35,68.31428571428572
2015-05-01,24.53,0.35,70.08571428571429
2015-05-04,24.75,0.35,70.71428571428572
2015-05-05,24.65,0.35,70.42857142857143
2015-05-06,24.22,0.35,69.2
2015-05-07,24.68,0.22,112.18181818181819
2015-05-08,23.87,0.22,108.5
2015-05-11,23.69,0.22,107.68181818181819
2015-05-12,23.6,0.22,107.27272727272728
2015-05-13,23.53,0.22,106.95454545454545
2015-05-14,23.94,0.22,108.81818181818183
2015-05-15,23.71,0.22,107.77272727272728
2015-05-18,24.07,0.22,109.4090909090909
2015-05-19,24.59,0.22,111.77272727272727
2015-05-20,24.45,0.22,111.13636363636363
2015-05-21,24.37,0.22,110.77272727272728
2015-05-22,24.29,0.22,110.4090909090909
2015-05-26,24.56,0.22,111.63636363636363
2015-05-27,24.87,0.22,113.04545454545455
2015-05-28,25.14,0.22,114.27272727272728
2015-05-29,24.93,0.22,113.31818181818181
2015-06-01,25.22,0.22,114.63636363636363
2015-06-02,25.46,0.22,115.72727272727273
2015-06-03,25.68,0.22,116.72727272727272
2015-06-04,25.65,0.22,116.59090909090908
2015-06-05,25.81,0.22,117.31818181818181
2015-06-08,25.51,0.22,115.95454545454547
2015-06-09,25.74,0.22,116.99999999999999
2015-06-10,26.19,0.22,119.04545454545455
2015-06-11,25.92,0.22,117.81818181818183
2015-06-12,26.27,0.22,119.4090909090909
2015-06-15,26.05,0.22,118.4090909090909
2015-06-16,31.08,0.22,141.27272727272725
2015-06-17,31.22,0.22,141.9090909090909
2015-06-18,30.91,0.22,140.5
2015-06-19,31.66,0.22,143.9090909090909
2015-06-22,31.44,0.22,142.9090909090909
2015-06-23,31.8,0.22,144.54545454545456
2015-06-24,31.95,0.22,145.22727272727272
2015-06-25,32.13,0.22,146.04545454545456
2015-06-26,32.45,0.22,147.5
2015-06-29,32.22,0.22,146.45454545454544
2015-06-30,31.97,0.22,145.3181818181818
2015-07-01,32.68,0.22,148.54545454545453
2015-07-02,32.36,0.22,147.0909090909091
2015-07-06,32.23,0.22,146.49999999999997
2015-07-07,32.14,0.22,146.0909090909091
2015-07-08,31.52,0.22,143.27272727272728
2015-07-09,30.04,0.22,136.54545454545453
2015-07-10,28.69,0.22,130.4090909090909
2015-07-13,27.97,0.22,127.13636363636363
2015-07-14,27.87,0.22,126.68181818181819
2015-07-15,27.9,0.22,126.81818181818181
2015-07-16,27.6,0.22,125.45454545454547
2015-07-17,27.48,0.22,124.9090909090909
2015-07-20,27.6,0.22,125.45454545454547
2015-07-21,27.02,0.22,122.81818181818181
2015-07-22,27.31,0.22,124.13636363636363
2015-07-23,27.21,0.22,123.68181818181819
2015-07-24,26.7,0.22,121.36363636363636
2015-07-27,26.51,0.22,120.5
2015-07-28,26.59,0.22,120.86363636363636
2015-07-29,26.84,0.22,122.0
2015-07-30,26.91,0.22,122.31818181818181
2015-07-31,26.73,0.22,121.5
2015-08-03,26.83,0.22,121.95454545454545
2015-08-04,27.49,0.22,124.95454545454545
2015-08-05,28.32,0.22,128.72727272727272
2015-08-06,27.98,0.22,127.18181818181819
2015-08-07,28.6,0.22,130.0
2015-08-10,29.21,0.22,132.77272727272728
2015-08-11,29.66,0.22,134.8181818181818
2015-08-12,28.72,0.22,130.54545454545453
2015-08-13,30.47,0.22,138.5
2015-08-14,29.61,0.22,134.5909090909091
2015-08-17,29.28,0.06,488.00000000000006
2015-08-18,29.29,0.06,488.1666666666667
2015-08-19,29.05,0.06,484.1666666666667
2015-08-20,28.7,0.06,478.3333333333333
2015-08-21,28.3,0.06,471.6666666666667
2015-08-24,27.75,0.06,462.5
2015-08-25,27.63,0.06,460.5
2015-08-26,28.32,0.06,472.0
2015-08-27,28.91,0.06,481.83333333333337
2015-08-28,30.14,0.06,502.33333333333337
2015-08-31,30.31,0.06,505.1666666666667
2015-09-01,28.35,0.06,472.50000000000006
2015-09-02,28.69,0.06,478.1666666666667
2015-09-03,28.86,0.06,481.0
2015-09-04,28.79,0.06,479.8333333333333
2015-09-08,28.73,0.06,478.83333333333337
2015-09-09,28.89,0.06,481.5
2015-09-10,28.43,0.06,473.83333333333337
2015-09-11,29.37,0.06,489.50000000000006
2015-09-14,28.16,0.06,469.33333333333337
2015-09-15,28.75,0.06,479.1666666666667
2015-09-16,28.8,0.06,480.00000000000006
2015-09-17,29.22,0.06,487.0
2015-09-18,28.31,0.06,471.8333333333333
2015-09-21,27.91,0.06,465.1666666666667
2015-09-22,27.19,0.06,453.1666666666667
2015-09-23,27.14,0.06,452.33333333333337
2015-09-24,26.91,0.06,448.5
2015-09-25,26.87,0.06,447.83333333333337
2015-09-28,25.78,0.06,429.6666666666667
2015-09-29,25.56,0.06,426.0
2015-09-30,27.06,0.06,451.0
2015-10-01,27.46,0.06,457.6666666666667
2015-10-02,26.89,0.06,448.1666666666667
2015-10-05,28.0,0.06,466.6666666666667
2015-10-06,27.24,0.06,454.0
2015-10-07,26.6,0.06,443.33333333333337
2015-10-08,27.37,0.06,456.1666666666667
2015-10-09,27.95,0.06,465.8333333333333
2015-10-12,28.56,0.06,476.0
2015-10-13,28.46,0.06,474.33333333333337
2015-10-14,27.69,0.06,461.50000000000006
2015-10-15,28.29,0.06,471.5
2015-10-16,28.51,0.06,475.1666666666667
2015-10-19,28.5,0.06,475.0
2015-10-20,28.92,0.06,482.00000000000006
2015-10-21,28.05,0.06,467.50000000000006
2015-10-22,28.08,0.06,468.0
2015-10-23,28.59,0.06,476.5
2015-10-26,28.58,0.06,476.3333333333333
2015-10-27,28.4,0.06,473.3333333333333
2015-10-28,28.72,0.06,478.6666666666667
2015-10-29,28.94,0.06,482.33333333333337
2015-10-30,28.95,0.06,482.5
2015-11-02,29.66,0.06,494.33333333333337
2015-11-03,29.61,0.06,493.5
2015-11-04,29.95,0.06,499.1666666666667
2015-11-05,28.22,0.35,80.62857142857143
2015-11-06,28.5,0.35,81.42857142857143
2015-11-09,28.44,0.35,81.25714285714287
2015-11-10,29.88,0.35,85.37142857142858
2015-11-11,30.36,0.35,86.74285714285715
2015-11-12,29.18,0.35,83.37142857142858
2015-11-13,28.67,0.35,81.91428571428573
2015-11-16,27.57,0.35,78.77142857142857
2015-11-17,26.5,0.35,75.71428571428572
2015-11-18,26.98,0.35,77.08571428571429
2015-11-19,26.82,0.35,76.62857142857143
2015-11-20,27.14,0.35,77.54285714285714
2015-11-23,27.93,0.35,79.8
2015-11-24,28.36,0.35,81.02857142857144
2015-11-25,28.92,0.35,82.62857142857143
2015-11-27,28.94,0.35,82.6857142857143
2015-11-30,27.78,0.35,79.37142857142858
2015-12-01,27.85,0.35,79.57142857142858
2015-12-02,27.41,0.35,78.31428571428572
2015-12-03,26.67,0.35,76.2
2015-12-04,26.88,0.35,76.8
2015-12-07,27.31,0.35,78.02857142857142
2015-12-08,27.41,0.35,78.31428571428572
2015-12-09,28.26,0.35,80.74285714285715
2015-12-10,27.89,0.35,79.6857142857143
2015-12-11,26.71,0.35,76.31428571428572
2015-12-14,26.6,0.35,76.00000000000001
2015-12-15,27.32,0.35,78.05714285714286
2015-12-16,27.86,0.35,79.60000000000001
2015-12-17,27.55,0.35,78.71428571428572
2015-12-18,26.81,0.35,76.6
2015-12-21,26.98,0.35,77.08571428571429
2015-12-22,26.3,0.35,75.14285714285715
2015-12-23,26.47,0.35,75.62857142857143
2015-12-24,26.4,0.35,75.42857142857143
2015-12-28,25.97,0.35,74.2
2015-12-29,25.88,0.35,73.94285714285715
2015-12-30,25.44,0.35,72.6857142857143
2015-12-31,25.63,0.35,73.22857142857143
2016-01-04,24.95,0.35,71.28571428571429
2016-01-05,24.94,0.35,71.25714285714287
2016-01-06,24.17,0.35,69.05714285714286
2016-01-07,23.47,0.35,67.05714285714286
2016-01-08,23.43,0.35,66.94285714285715
2016-01-11,22.75,0.35,65.0
2016-01-12,23.15,0.35,66.14285714285714
2016-01-13,22.57,0.35,64.4857142857143
2016-01-14,22.14,0.35,63.25714285714286
2016-01-15,21.79,0.35,62.25714285714286
2016-01-19,21.95,0.35,62.714285714285715
2016-01-20,22.95,0.35,65.57142857142857
2016-01-21,22.45,0.35,64.14285714285714
