date,CSX,CSX_EPS,PE Ratio
1991-01-30,2.99,,
1991-01-31,2.97,,
1991-02-01,2.96,,
1991-02-04,2.98,,
1991-02-05,3.04,,
1991-02-06,3.09,,
1991-02-07,3.1,,
1991-02-08,3.06,,
1991-02-11,3.07,,
1991-02-12,3.06,,
1991-02-13,3.0,,
1991-02-14,2.97,,
1991-02-15,3.05,,
1991-02-19,3.08,,
1991-02-20,3.04,,
1991-02-21,3.0,,
1991-02-22,3.0,,
1991-02-25,2.97,,
1991-02-26,2.95,,
1991-02-27,3.17,,
1991-02-28,3.16,,
1991-03-01,3.11,,
1991-03-04,3.16,,
1991-03-05,3.15,,
1991-03-06,3.1,,
1991-03-07,3.04,,
1991-03-08,3.03,,
1991-03-11,3.08,,
1991-03-12,3.08,,
1991-03-13,3.1,,
1991-03-14,3.06,,
1991-03-15,3.0,,
1991-03-18,3.0,,
1991-03-19,2.98,,
1991-03-20,3.08,,
1991-03-21,3.04,,
1991-03-22,3.03,,
1991-03-25,3.04,,
1991-03-26,3.06,,
1991-03-27,3.07,,
1991-03-28,3.07,,
1991-04-01,3.1,,
1991-04-02,3.13,,
1991-04-03,3.05,,
1991-04-04,3.1,,
1991-04-05,3.2,,
1991-04-08,3.24,,
1991-04-09,3.19,,
1991-04-10,3.23,,
1991-04-11,3.23,,
1991-04-12,3.21,,
1991-04-15,3.15,,
1991-04-16,3.26,,
1991-04-17,3.32,,
1991-04-18,3.41,,
1991-04-19,3.42,,
1991-04-22,3.42,,
1991-04-23,3.44,,
1991-04-24,3.43,,
1991-04-25,3.42,,
1991-04-26,3.36,,
1991-04-29,3.28,,
1991-04-30,3.33,,
1991-05-01,3.44,,
1991-05-02,3.46,,
1991-05-03,3.48,,
1991-05-06,3.48,,
1991-05-07,3.52,,
1991-05-08,3.53,,
1991-05-09,3.6,,
1991-05-10,3.57,,
1991-05-13,3.56,,
1991-05-14,3.49,,
1991-05-15,3.46,,
1991-05-16,3.48,,
1991-05-17,3.5,,
1991-05-20,3.5,,
1991-05-21,3.51,,
1991-05-22,3.52,,
1991-05-23,3.54,,
1991-05-24,3.56,,
1991-05-28,3.67,,
1991-05-29,3.75,,
1991-05-30,3.83,,
1991-05-31,3.9,,
1991-06-03,3.91,,
1991-06-04,3.9,,
1991-06-05,3.98,,
1991-06-06,3.9,,
1991-06-07,3.88,,
1991-06-10,3.86,,
1991-06-11,3.85,,
1991-06-12,3.81,,
1991-06-13,3.79,,
1991-06-14,3.9,,
1991-06-17,3.89,,
1991-06-18,3.89,,
1991-06-19,3.9,,
1991-06-20,3.85,,
1991-06-21,3.91,,
1991-06-24,3.86,,
1991-06-25,3.81,,
1991-06-26,3.74,,
1991-06-27,3.75,,
1991-06-28,3.78,,
1991-07-01,3.83,,
1991-07-02,3.84,,
1991-07-03,3.8,,
1991-07-05,3.8,,
1991-07-08,3.75,,
1991-07-09,3.74,,
1991-07-10,3.76,,
1991-07-11,3.75,,
1991-07-12,3.8,,
1991-07-15,3.8,,
1991-07-16,3.77,,
1991-07-17,3.8,,
1991-07-18,3.91,,
1991-07-19,3.92,,
1991-07-22,3.94,,
1991-07-23,3.96,,
1991-07-24,3.94,,
1991-07-25,4.01,,
1991-07-26,4.03,,
1991-07-29,4.07,,
1991-07-30,4.08,,
1991-07-31,3.96,,
1991-08-01,4.06,,
1991-08-02,4.08,,
1991-08-05,4.07,,
1991-08-06,4.04,,
1991-08-07,4.07,,
1991-08-08,4.07,,
1991-08-09,4.07,,
1991-08-12,4.06,,
1991-08-13,4.09,,
1991-08-14,4.1,,
1991-08-15,4.09,,
1991-08-16,4.04,,
1991-08-19,3.92,,
1991-08-20,3.99,,
1991-08-21,4.1,,
1991-08-22,4.14,,
1991-08-23,4.18,,
1991-08-26,4.19,,
1991-08-27,4.23,,
1991-08-28,4.26,,
1991-08-29,4.29,,
1991-08-30,4.33,,
1991-09-03,4.21,,
1991-09-04,4.18,,
1991-09-05,4.19,,
1991-09-06,4.18,,
1991-09-09,4.17,,
1991-09-10,4.17,,
1991-09-11,4.18,,
1991-09-12,4.15,,
1991-09-13,4.07,,
1991-09-16,4.06,,
1991-09-17,4.07,,
1991-09-18,4.06,,
1991-09-19,4.15,,
1991-09-20,4.17,,
1991-09-23,4.19,,
1991-09-24,4.18,,
1991-09-25,4.25,,
1991-09-26,4.33,,
1991-09-27,4.29,,
1991-09-30,4.39,,
1991-10-01,4.28,,
1991-10-02,4.4,,
1991-10-03,4.41,,
1991-10-04,4.38,,
1991-10-07,4.36,,
1991-10-08,4.35,,
1991-10-09,4.29,,
1991-10-10,4.38,,
1991-10-11,4.45,,
1991-10-14,4.51,,
1991-10-15,4.56,,
1991-10-16,4.56,,
1991-10-17,4.57,,
1991-10-18,4.59,,
1991-10-21,4.54,,
1991-10-22,4.56,,
1991-10-23,4.52,,
1991-10-24,4.4,,
1991-10-25,4.45,,
1991-10-28,4.53,,
1991-10-29,4.61,,
1991-10-30,4.63,,
1991-10-31,4.6,,
1991-11-01,4.69,,
1991-11-04,4.72,,
1991-11-05,4.7,,
1991-11-06,4.66,,
1991-11-07,4.6,,
1991-11-08,4.57,,
1991-11-11,4.56,,
1991-11-12,4.59,,
1991-11-13,4.59,,
1991-11-14,4.55,,
1991-11-15,4.52,,
1991-11-18,4.44,,
1991-11-19,4.2,,
1991-11-20,4.29,,
1991-11-21,4.34,,
1991-11-22,4.25,,
1991-11-25,4.16,,
1991-11-26,4.16,,
1991-11-27,4.05,,
1991-11-29,4.05,,
1991-12-02,4.17,,
1991-12-03,4.29,,
1991-12-04,4.42,,
1991-12-05,4.44,,
1991-12-06,4.34,,
1991-12-09,4.29,,
1991-12-10,4.14,,
1991-12-11,4.06,,
1991-12-12,4.23,,
1991-12-13,4.27,,
1991-12-16,4.28,,
1991-12-17,4.24,,
1991-12-18,4.21,,
1991-12-19,4.19,,
1991-12-20,4.21,,
1991-12-23,4.36,,
1991-12-24,4.5,,
1991-12-26,4.74,,
1991-12-27,4.68,,
1991-12-30,4.74,,
1991-12-31,4.82,,
1992-01-02,4.74,,
1992-01-03,4.71,,
1992-01-06,4.65,,
1992-01-07,4.64,,
1992-01-08,4.68,,
1992-01-09,4.78,,
1992-01-10,4.8,,
1992-01-13,4.78,,
1992-01-14,4.77,,
1992-01-15,4.91,,
1992-01-16,4.96,,
1992-01-17,4.89,,
1992-01-20,4.9,,
1992-01-21,4.89,,
1992-01-22,4.93,,
1992-01-23,4.86,,
1992-01-24,4.67,,
1992-01-27,4.72,,
1992-01-28,4.78,,
1992-01-29,4.79,,
1992-01-30,4.83,,
1992-01-31,4.75,,
1992-02-03,4.75,,
1992-02-04,4.71,,
1992-02-05,4.7,,
1992-02-06,4.69,,
1992-02-07,4.71,,
1992-02-10,4.75,,
1992-02-11,4.73,,
1992-02-12,4.79,,
1992-02-13,4.72,,
1992-02-14,4.8,,
1992-02-18,4.82,,
1992-02-19,4.9,,
1992-02-20,5.04,,
1992-02-21,5.01,,
1992-02-24,5.06,,
1992-02-25,5.05,,
1992-02-26,5.04,,
1992-02-27,5.0,,
1992-02-28,4.97,,
1992-03-02,4.92,,
1992-03-03,5.0,,
1992-03-04,4.85,,
1992-03-05,4.81,,
1992-03-06,4.78,,
1992-03-09,4.73,,
1992-03-10,4.71,,
1992-03-11,4.65,,
1992-03-12,4.64,,
1992-03-13,4.7,,
1992-03-16,4.67,,
1992-03-17,4.64,,
1992-03-18,4.71,,
1992-03-19,4.81,,
1992-03-20,5.15,,
1992-03-23,5.01,,
1992-03-24,4.86,,
1992-03-25,4.83,,
1992-03-26,4.95,,
1992-03-27,4.88,,
1992-03-30,4.85,,
1992-03-31,4.88,,
1992-04-01,4.88,,
1992-04-02,4.81,,
1992-04-03,4.79,,
1992-04-06,4.84,,
1992-04-07,4.78,,
1992-04-08,4.73,,
1992-04-09,4.81,,
1992-04-10,4.9,,
1992-04-13,4.84,,
1992-04-14,5.0,,
1992-04-15,5.07,,
1992-04-16,5.25,,
1992-04-20,5.18,,
1992-04-21,5.02,,
1992-04-22,5.0,,
1992-04-23,5.25,,
1992-04-24,5.15,,
1992-04-27,5.1,,
1992-04-28,5.16,,
1992-04-29,5.25,,
1992-04-30,5.23,,
1992-05-01,5.18,,
1992-05-04,5.32,,
1992-05-05,5.31,,
1992-05-06,5.35,,
1992-05-07,5.3,,
1992-05-08,5.44,,
1992-05-11,5.46,,
1992-05-12,5.48,,
1992-05-13,5.54,,
1992-05-14,5.4,,
1992-05-15,5.39,,
1992-05-18,5.36,,
1992-05-19,5.38,,
1992-05-20,5.23,,
1992-05-21,5.28,,
1992-05-22,5.33,,
1992-05-26,5.31,,
1992-05-27,5.33,,
1992-05-28,5.4,,
1992-05-29,5.55,,
1992-06-01,5.52,,
1992-06-02,5.51,,
1992-06-03,5.52,,
1992-06-04,5.58,,
1992-06-05,5.6,,
1992-06-08,5.47,,
1992-06-09,5.35,,
1992-06-10,5.08,,
1992-06-11,5.25,,
1992-06-12,5.26,,
1992-06-15,5.29,,
1992-06-16,5.29,,
1992-06-17,5.19,,
1992-06-18,5.04,,
1992-06-19,5.03,,
1992-06-22,4.99,,
1992-06-23,4.95,,
1992-06-24,5.08,,
1992-06-25,5.04,,
1992-06-26,5.09,,
1992-06-29,5.25,,
1992-06-30,5.28,,
1992-07-01,5.5,,
1992-07-02,5.46,,
1992-07-06,5.29,,
1992-07-07,5.19,,
1992-07-08,5.17,,
1992-07-09,5.33,,
1992-07-10,5.25,,
1992-07-13,5.21,,
1992-07-14,5.24,,
1992-07-15,5.29,,
1992-07-16,5.28,,
1992-07-17,5.22,,
1992-07-20,5.09,,
1992-07-21,5.08,,
1992-07-22,5.02,,
1992-07-23,5.03,,
1992-07-24,5.19,,
1992-07-27,5.21,,
1992-07-28,5.31,,
1992-07-29,5.46,,
1992-07-30,5.64,,
1992-07-31,5.61,,
1992-08-03,5.65,,
1992-08-04,5.58,,
1992-08-05,5.49,,
1992-08-06,5.46,,
1992-08-07,5.42,,
1992-08-10,5.35,,
1992-08-11,5.34,,
1992-08-12,5.26,,
1992-08-13,5.19,,
1992-08-14,5.19,,
1992-08-17,5.27,,
1992-08-18,5.33,,
1992-08-19,5.34,,
1992-08-20,5.32,,
1992-08-21,5.15,,
1992-08-24,5.0,,
1992-08-25,5.0,,
1992-08-26,4.88,,
1992-08-27,5.0,,
1992-08-28,4.95,,
1992-08-31,4.92,,
1992-09-01,4.86,,
1992-09-02,4.98,,
1992-09-03,4.97,,
1992-09-04,4.89,,
1992-09-08,4.74,,
1992-09-09,4.77,,
1992-09-10,4.86,,
1992-09-11,4.86,,
1992-09-14,5.11,,
1992-09-15,5.08,,
1992-09-16,4.99,,
1992-09-17,5.02,,
1992-09-18,5.02,,
1992-09-21,4.94,,
1992-09-22,4.93,,
1992-09-23,4.8,,
1992-09-24,4.81,,
1992-09-25,4.77,,
1992-09-28,4.83,,
1992-09-29,4.92,,
1992-09-30,4.92,,
1992-10-01,4.89,,
1992-10-02,4.71,,
1992-10-05,4.67,,
1992-10-06,4.75,,
1992-10-07,4.66,,
1992-10-08,4.69,,
1992-10-09,4.6,,
1992-10-12,4.71,,
1992-10-13,4.8,,
1992-10-14,4.9,,
1992-10-15,4.85,,
1992-10-16,4.86,,
1992-10-19,4.92,,
1992-10-20,4.99,,
1992-10-21,4.97,,
1992-10-22,5.08,,
1992-10-23,5.22,,
1992-10-26,5.32,,
1992-10-27,5.45,,
1992-10-28,5.52,,
1992-10-29,5.56,,
1992-10-30,5.46,,
1992-11-02,5.57,,
1992-11-03,5.52,,
1992-11-04,5.39,,
1992-11-05,5.4,,
1992-11-06,5.38,,
1992-11-09,5.45,,
1992-11-10,5.53,,
1992-11-11,5.47,,
1992-11-12,5.48,,
1992-11-13,5.42,,
1992-11-16,5.33,,
1992-11-17,5.34,,
1992-11-18,5.44,,
1992-11-19,5.41,,
1992-11-20,5.52,,
1992-11-23,5.55,,
1992-11-24,5.69,,
1992-11-25,5.69,,
1992-11-27,5.69,,
1992-11-30,5.73,,
1992-12-01,5.76,,
1992-12-02,5.67,,
1992-12-03,5.59,,
1992-12-04,5.63,,
1992-12-07,5.64,,
1992-12-08,5.58,,
1992-12-09,5.58,,
1992-12-10,5.61,,
1992-12-11,5.59,,
1992-12-14,5.6,,
1992-12-15,5.6,,
1992-12-16,5.67,,
1992-12-17,5.82,,
1992-12-18,6.06,,
1992-12-21,5.98,,
1992-12-22,5.83,,
1992-12-23,5.8,,
1992-12-24,5.75,,
1992-12-28,5.86,,
1992-12-29,5.81,,
1992-12-30,5.81,,
1992-12-31,5.73,,
1993-01-04,5.69,,
1993-01-05,5.85,,
1993-01-06,5.98,,
1993-01-07,6.09,,
1993-01-08,6.1,,
1993-01-11,6.06,,
1993-01-12,6.05,,
1993-01-13,6.06,,
1993-01-14,6.11,,
1993-01-15,6.27,,
1993-01-18,6.27,,
1993-01-19,6.13,,
1993-01-20,6.09,,
1993-01-21,6.16,,
1993-01-22,6.2,,
1993-01-25,6.1,,
1993-01-26,6.11,,
1993-01-27,6.1,,
1993-01-28,6.07,,
1993-01-29,6.15,,
1993-02-01,6.25,,
1993-02-02,6.36,,
1993-02-03,6.48,,
1993-02-04,6.65,,
1993-02-05,6.56,,
1993-02-08,6.47,,
1993-02-09,6.29,,
1993-02-10,6.23,,
1993-02-11,6.33,,
1993-02-12,6.32,,
1993-02-16,6.16,,
1993-02-17,6.08,,
1993-02-18,6.05,,
1993-02-19,6.06,,
1993-02-22,5.97,,
1993-02-23,5.93,,
1993-02-24,6.02,,
1993-02-25,6.13,,
1993-02-26,5.84,,
1993-03-01,5.85,,
1993-03-02,5.97,,
1993-03-03,6.01,,
1993-03-04,5.99,,
1993-03-05,6.11,,
1993-03-08,6.22,,
1993-03-09,6.24,,
1993-03-10,6.21,,
1993-03-11,6.05,,
1993-03-12,5.94,,
1993-03-15,5.85,,
1993-03-16,5.78,,
1993-03-17,5.71,,
1993-03-18,5.77,,
1993-03-19,5.66,,
1993-03-22,5.72,,
1993-03-23,5.85,,
1993-03-24,5.8,,
1993-03-25,5.77,,
1993-03-26,5.72,,
1993-03-29,5.71,,
1993-03-30,5.68,,
1993-03-31,5.63,,
1993-04-01,5.81,,
1993-04-02,5.78,,
1993-04-05,5.85,,
1993-04-06,5.93,,
1993-04-07,5.82,,
1993-04-08,5.83,,
1993-04-12,5.97,,
1993-04-13,6.04,,
1993-04-14,6.19,,
1993-04-15,6.5,,
1993-04-16,6.42,,
1993-04-19,6.35,,
1993-04-20,6.3,,
1993-04-21,6.26,,
1993-04-22,6.16,,
1993-04-23,6.22,,
1993-04-26,6.2,,
1993-04-27,6.05,,
1993-04-28,6.02,,
1993-04-29,6.1,,
1993-04-30,6.01,,
1993-05-03,6.1,,
1993-05-04,6.06,,
1993-05-05,6.06,,
1993-05-06,6.07,,
1993-05-07,6.1,,
1993-05-10,6.03,,
1993-05-11,6.09,,
1993-05-12,6.09,,
1993-05-13,6.08,,
1993-05-14,5.97,,
1993-05-17,5.94,,
1993-05-18,5.81,,
1993-05-19,6.03,,
1993-05-20,5.96,,
1993-05-21,5.93,,
1993-05-24,5.9,,
1993-05-25,5.84,,
1993-05-26,5.91,,
1993-05-27,5.99,,
1993-05-28,5.92,,
1993-06-01,6.04,,
1993-06-02,6.03,,
1993-06-03,5.92,,
1993-06-04,5.95,,
1993-06-07,5.93,,
1993-06-08,5.71,,
1993-06-09,5.64,,
1993-06-10,5.65,,
1993-06-11,5.69,,
1993-06-14,5.63,,
1993-06-15,5.57,,
1993-06-16,5.68,,
1993-06-17,5.73,,
1993-06-18,5.7,,
1993-06-21,5.79,,
1993-06-22,5.69,,
1993-06-23,5.71,,
1993-06-24,5.75,,
1993-06-25,5.73,,
1993-06-28,5.94,,
1993-06-29,5.93,,
1993-06-30,5.96,,
1993-07-01,6.02,,
1993-07-02,5.92,,
1993-07-06,5.81,,
1993-07-07,5.75,,
1993-07-08,5.74,,
1993-07-09,5.8,,
1993-07-12,5.72,,
1993-07-13,5.7,,
1993-07-14,5.73,,
1993-07-15,5.78,,
1993-07-16,5.84,,
1993-07-19,5.9,,
1993-07-20,6.03,,
1993-07-21,6.0,,
1993-07-22,6.1,,
1993-07-23,6.14,,
1993-07-26,6.23,,
1993-07-27,6.08,,
1993-07-28,6.19,,
1993-07-29,6.34,,
1993-07-30,6.33,,
1993-08-02,6.28,,
1993-08-03,6.38,,
1993-08-04,6.34,,
1993-08-05,6.31,,
1993-08-06,6.3,,
1993-08-09,6.38,,
1993-08-10,6.38,,
1993-08-11,6.34,,
1993-08-12,6.33,,
1993-08-13,6.31,,
1993-08-16,6.27,,
1993-08-17,6.31,,
1993-08-18,6.33,,
1993-08-19,6.38,,
1993-08-20,6.32,,
1993-08-23,6.3,,
1993-08-24,6.45,,
1993-08-25,6.47,,
1993-08-26,6.55,,
1993-08-27,6.5,,
1993-08-30,6.53,,
1993-08-31,6.63,,
1993-09-01,6.51,,
1993-09-02,6.43,,
1993-09-03,6.42,,
1993-09-07,6.31,,
1993-09-08,6.24,,
1993-09-09,6.28,,
1993-09-10,6.41,,
1993-09-13,6.54,,
1993-09-14,6.5,,
1993-09-15,6.53,,
1993-09-16,6.53,,
1993-09-17,6.5,,
1993-09-20,6.46,,
1993-09-21,6.38,,
1993-09-22,6.52,,
1993-09-23,6.48,,
1993-09-24,6.54,,
1993-09-27,6.64,,
1993-09-28,6.6,,
1993-09-29,6.57,,
1993-09-30,6.47,,
1993-10-01,6.47,,
1993-10-04,6.52,,
1993-10-05,6.52,,
1993-10-06,6.5,,
1993-10-07,6.41,,
1993-10-08,6.32,,
1993-10-11,6.38,,
1993-10-12,6.33,,
1993-10-13,6.33,,
1993-10-14,6.25,,
1993-10-15,6.32,,
1993-10-18,6.49,,
1993-10-19,6.42,,
1993-10-20,6.44,,
1993-10-21,6.42,,
1993-10-22,6.45,,
1993-10-25,6.53,,
1993-10-26,6.54,,
1993-10-27,6.59,,
1993-10-28,6.72,,
1993-10-29,6.75,,
1993-11-01,6.88,,
1993-11-02,6.85,,
1993-11-03,6.89,,
1993-11-04,6.89,,
1993-11-05,6.77,,
1993-11-08,6.78,,
1993-11-09,6.82,,
1993-11-10,6.99,,
1993-11-11,7.03,,
1993-11-12,7.01,,
1993-11-15,7.02,,
1993-11-16,7.03,,
1993-11-17,6.84,,
1993-11-18,6.84,,
1993-11-19,6.94,,
1993-11-22,6.82,,
1993-11-23,6.69,,
1993-11-24,6.83,,
1993-11-26,6.88,,
1993-11-29,6.95,,
1993-11-30,6.92,,
1993-12-01,7.01,,
1993-12-02,6.98,,
1993-12-03,6.9,,
1993-12-06,6.88,,
1993-12-07,6.94,,
1993-12-08,7.06,,
1993-12-09,7.07,,
1993-12-10,7.1,,
1993-12-13,7.13,,
1993-12-14,7.22,,
1993-12-15,7.19,,
1993-12-16,7.09,,
1993-12-17,7.13,,
1993-12-20,7.13,,
1993-12-21,7.13,,
1993-12-22,7.21,,
1993-12-23,7.17,,
1993-12-27,7.15,,
1993-12-28,7.09,,
1993-12-29,7.07,,
1993-12-30,6.92,,
1993-12-31,6.82,,
1994-01-03,6.72,,
1994-01-04,6.74,,
1994-01-05,7.0,,
1994-01-06,7.15,,
1994-01-07,7.1,,
1994-01-10,7.21,,
1994-01-11,7.19,,
1994-01-12,7.21,,
1994-01-13,7.21,,
1994-01-14,7.33,,
1994-01-17,7.26,,
1994-01-18,7.4,,
1994-01-19,7.41,,
1994-01-20,7.21,,
1994-01-21,7.26,,
1994-01-24,7.46,,
1994-01-25,7.34,,
1994-01-26,7.39,,
1994-01-27,7.41,,
1994-01-28,7.4,,
1994-01-31,7.65,,
1994-02-01,7.63,,
1994-02-02,7.65,,
1994-02-03,7.53,,
1994-02-04,7.47,,
1994-02-07,7.43,,
1994-02-08,7.54,,
1994-02-09,7.6,,
1994-02-10,7.38,,
1994-02-11,7.34,,
1994-02-14,7.27,,
1994-02-15,7.44,,
1994-02-16,7.48,,
1994-02-17,7.42,,
1994-02-18,7.48,,
1994-02-22,7.54,,
1994-02-23,7.52,,
1994-02-24,7.35,,
1994-02-25,7.34,,
1994-02-28,7.33,,
1994-03-01,7.29,,
1994-03-02,7.23,,
1994-03-03,7.25,,
1994-03-04,7.42,,
1994-03-07,7.46,,
1994-03-08,7.46,,
1994-03-09,7.4,,
1994-03-10,7.26,,
1994-03-11,7.24,,
1994-03-14,7.23,,
1994-03-15,7.19,,
1994-03-16,7.22,,
1994-03-17,7.4,,
1994-03-18,7.33,,
1994-03-21,7.21,,
1994-03-22,7.28,,
1994-03-23,7.31,,
1994-03-24,7.23,,
1994-03-25,7.15,,
1994-03-28,7.06,,
1994-03-29,6.81,,
1994-03-30,6.8,,
1994-03-31,6.83,,
1994-04-04,6.68,,
1994-04-05,6.85,,
1994-04-06,6.93,,
1994-04-07,6.91,,
1994-04-08,6.83,,
1994-04-11,6.83,,
1994-04-12,6.78,,
1994-04-13,6.75,,
1994-04-14,6.69,,
1994-04-15,6.61,,
1994-04-18,6.5,,
1994-04-19,6.35,,
1994-04-20,6.3,,
1994-04-21,6.43,,
1994-04-22,6.51,,
1994-04-25,6.56,,
1994-04-26,6.53,,
1994-04-28,6.42,,
1994-04-29,6.49,,
1994-05-02,6.35,,
1994-05-03,6.33,,
1994-05-04,6.36,,
1994-05-05,6.36,,
1994-05-06,6.26,,
1994-05-09,6.17,,
1994-05-10,6.22,,
1994-05-11,6.06,,
1994-05-12,6.13,,
1994-05-13,6.1,,
1994-05-16,5.95,,
1994-05-17,5.97,,
1994-05-18,6.09,,
1994-05-19,6.33,,
1994-05-20,6.1,,
1994-05-23,6.07,,
1994-05-24,6.08,,
1994-05-25,6.05,,
1994-05-26,6.17,,
1994-05-27,6.31,,
1994-05-31,6.38,,
1994-06-01,6.4,,
1994-06-02,6.38,,
1994-06-03,6.35,,
1994-06-06,6.46,,
1994-06-07,6.41,,
1994-06-08,6.41,,
1994-06-09,6.42,,
1994-06-10,6.4,,
1994-06-13,6.36,,
1994-06-14,6.61,,
1994-06-15,6.64,,
1994-06-16,6.58,,
1994-06-17,6.57,,
1994-06-20,6.49,,
1994-06-21,6.42,,
1994-06-22,6.41,,
1994-06-23,6.48,,
1994-06-24,6.41,,
1994-06-27,6.4,,
1994-06-28,6.25,,
1994-06-29,6.24,,
1994-06-30,6.29,,
1994-07-01,6.25,,
1994-07-05,6.22,,
1994-07-06,6.23,,
1994-07-07,6.13,,
1994-07-08,6.25,,
1994-07-11,6.23,,
1994-07-12,6.22,,
1994-07-13,6.2,,
1994-07-14,6.26,,
1994-07-15,6.22,,
1994-07-18,6.23,,
1994-07-19,6.21,,
1994-07-20,6.16,,
1994-07-21,6.13,,
1994-07-22,6.15,,
1994-07-25,6.19,,
1994-07-26,6.21,,
1994-07-27,6.23,,
1994-07-28,6.4,,
1994-07-29,6.47,,
1994-08-01,6.46,,
1994-08-02,6.47,,
1994-08-03,6.58,,
1994-08-04,6.51,,
1994-08-05,6.38,,
1994-08-08,6.33,,
1994-08-09,6.44,,
1994-08-10,6.42,,
1994-08-11,6.41,,
1994-08-12,6.43,,
1994-08-15,6.38,,
1994-08-16,6.3,,
1994-08-17,6.27,,
1994-08-18,6.2,,
1994-08-19,6.09,,
1994-08-22,6.16,,
1994-08-23,6.18,,
1994-08-24,6.23,,
1994-08-25,6.21,,
1994-08-26,6.26,,
1994-08-29,6.35,,
1994-08-30,6.42,,
1994-08-31,6.44,,
1994-09-01,6.4,,
1994-09-02,6.33,,
1994-09-06,6.3,,
1994-09-07,6.23,,
1994-09-08,6.19,,
1994-09-09,6.15,,
1994-09-12,6.0,,
1994-09-13,6.04,,
1994-09-14,6.06,,
1994-09-15,5.92,,
1994-09-16,5.89,,
1994-09-19,5.82,,
1994-09-20,5.69,,
1994-09-21,5.63,,
1994-09-22,5.6,,
1994-09-23,5.68,,
1994-09-26,5.67,,
1994-09-27,5.77,,
1994-09-28,5.79,,
1994-09-29,5.73,,
1994-09-30,5.71,,
1994-10-03,5.68,,
1994-10-04,5.61,,
1994-10-05,5.49,,
1994-10-06,5.55,,
1994-10-07,5.5,,
1994-10-10,5.56,,
1994-10-11,5.67,,
1994-10-12,5.74,,
1994-10-13,5.83,,
1994-10-14,5.84,,
1994-10-17,5.84,,
1994-10-18,5.82,,
1994-10-19,5.78,,
1994-10-20,5.74,,
1994-10-21,5.72,,
1994-10-24,5.78,,
1994-10-25,5.75,,
1994-10-26,5.77,,
1994-10-27,5.94,,
1994-10-28,6.16,,
1994-10-31,6.04,,
1994-11-01,5.93,,
1994-11-02,5.91,,
1994-11-03,5.89,,
1994-11-04,5.8,,
1994-11-07,5.85,,
1994-11-08,5.78,,
1994-11-09,5.8,,
1994-11-10,5.8,,
1994-11-11,5.73,,
1994-11-14,5.76,,
1994-11-15,5.73,,
1994-11-16,5.71,,
1994-11-17,5.64,,
1994-11-18,5.55,,
1994-11-21,5.51,,
1994-11-22,5.47,,
1994-11-23,5.58,,
1994-11-25,5.64,,
1994-11-28,5.66,,
1994-11-29,5.74,,
1994-11-30,5.79,,
1994-12-01,5.68,,
1994-12-02,5.7,,
1994-12-05,5.84,,
1994-12-06,5.77,,
1994-12-07,5.63,,
1994-12-08,5.44,,
1994-12-09,5.4,,
1994-12-12,5.43,,
1994-12-13,5.43,,
1994-12-14,5.49,,
1994-12-15,5.58,,
1994-12-16,5.64,,
1994-12-19,5.74,,
1994-12-20,5.69,,
1994-12-21,5.67,,
1994-12-22,5.74,,
1994-12-23,5.73,,
1994-12-27,5.75,,
1994-12-28,5.74,,
1994-12-29,5.72,,
1994-12-30,5.8,,
1995-01-03,5.9,,
1995-01-04,5.97,,
1995-01-05,6.03,,
1995-01-06,6.05,,
1995-01-09,6.18,,
1995-01-10,6.06,,
1995-01-11,6.0,,
1995-01-12,6.11,,
1995-01-13,6.04,,
1995-01-16,6.19,,
1995-01-17,6.29,,
1995-01-18,6.27,,
1995-01-19,6.19,,
1995-01-20,6.14,,
1995-01-23,6.21,,
1995-01-24,6.23,,
1995-01-25,6.19,,
1995-01-26,6.1,,
1995-01-27,6.13,,
1995-01-30,5.92,,
1995-01-31,5.97,,
1995-02-01,6.07,,
1995-02-02,6.08,,
1995-02-03,6.1,,
1995-02-06,5.96,,
1995-02-07,5.94,,
1995-02-08,5.85,,
1995-02-09,5.89,,
1995-02-10,6.1,,
1995-02-13,6.22,,
1995-02-14,6.25,,
1995-02-15,6.41,,
1995-02-16,6.42,,
1995-02-17,6.39,,
1995-02-21,6.39,,
1995-02-22,6.39,,
1995-02-23,6.41,,
1995-02-24,6.42,,
1995-02-27,6.3,,
1995-02-28,6.48,,
1995-03-01,6.33,,
1995-03-02,6.31,,
1995-03-03,6.25,,
1995-03-06,6.31,,
1995-03-07,6.22,,
1995-03-08,6.13,,
1995-03-09,6.04,,
1995-03-10,6.34,,
1995-03-13,6.39,,
1995-03-14,6.44,,
1995-03-15,6.42,,
1995-03-16,6.49,,
1995-03-17,6.54,,
1995-03-20,6.5,,
1995-03-21,6.44,,
1995-03-22,6.39,,
1995-03-23,6.42,,
1995-03-24,6.46,,
1995-03-27,6.58,,
1995-03-28,6.61,,
1995-03-29,6.55,,
1995-03-30,6.57,,
1995-03-31,6.56,,
1995-04-03,6.54,,
1995-04-04,6.56,,
1995-04-05,6.57,,
1995-04-06,6.58,,
1995-04-07,6.6,,
1995-04-10,6.64,,
1995-04-11,6.65,,
1995-04-12,6.67,,
1995-04-13,6.66,,
1995-04-17,6.7,,
1995-04-18,6.71,,
1995-04-19,6.69,,
1995-04-20,6.77,,
1995-04-21,6.72,,
1995-04-24,6.74,,
1995-04-25,6.73,,
1995-04-26,6.79,,
1995-04-27,6.77,,
1995-04-28,6.65,,
1995-05-01,6.6,,
