date,LLY,LLY_EPS,PE Ratio
1984-10-24,3.75,0.19,19.736842105263158
1984-10-25,3.75,0.19,19.736842105263158
1984-10-26,3.77,0.19,19.842105263157894
1984-10-29,3.76,0.19,19.789473684210524
1984-10-30,3.8,0.19,20.0
1984-10-31,3.79,0.19,19.94736842105263
1984-11-01,3.84,0.19,20.210526315789473
1984-11-02,3.88,0.19,20.421052631578945
1984-11-05,3.91,0.19,20.578947368421055
1984-11-06,3.94,0.19,20.736842105263158
1984-11-07,3.95,0.19,20.789473684210527
1984-11-08,3.93,0.19,20.68421052631579
1984-11-09,3.91,0.19,20.578947368421055
1984-11-12,3.92,0.19,20.63157894736842
1984-11-13,3.91,0.19,20.578947368421055
1984-11-14,3.91,0.19,20.578947368421055
1984-11-15,3.91,0.19,20.578947368421055
1984-11-16,3.9,0.19,20.526315789473685
1984-11-19,3.87,0.19,20.36842105263158
1984-11-20,3.86,0.19,20.31578947368421
1984-11-21,3.81,0.19,20.05263157894737
1984-11-23,3.87,0.19,20.36842105263158
1984-11-26,3.91,0.19,20.578947368421055
1984-11-27,3.92,0.19,20.63157894736842
1984-11-28,3.95,0.19,20.789473684210527
1984-11-29,3.94,0.19,20.736842105263158
1984-11-30,3.96,0.19,20.842105263157894
1984-12-03,3.95,0.19,20.789473684210527
1984-12-04,3.98,0.19,20.94736842105263
1984-12-05,3.97,0.19,20.894736842105264
1984-12-06,3.98,0.19,20.94736842105263
1984-12-07,3.98,0.19,20.94736842105263
1984-12-10,3.99,0.19,21.0
1984-12-11,4.02,0.19,21.157894736842103
1984-12-12,4.04,0.19,21.263157894736842
1984-12-13,4.04,0.19,21.263157894736842
1984-12-14,4.07,0.19,21.42105263157895
1984-12-17,4.13,0.19,21.736842105263158
1984-12-18,4.18,0.19,22.0
1984-12-19,4.15,0.19,21.842105263157897
1984-12-20,4.13,0.19,21.736842105263158
1984-12-21,4.09,0.19,21.526315789473685
1984-12-24,4.11,0.19,21.63157894736842
1984-12-26,4.11,0.19,21.63157894736842
1984-12-27,4.07,0.19,21.42105263157895
1984-12-28,4.06,0.19,21.368421052631575
1984-12-31,4.13,0.19,21.736842105263158
1985-01-02,4.05,0.19,21.31578947368421
1985-01-03,4.07,0.19,21.42105263157895
1985-01-04,4.06,0.19,21.368421052631575
1985-01-07,4.05,0.19,21.31578947368421
1985-01-08,4.07,0.19,21.42105263157895
1985-01-09,4.11,0.19,21.63157894736842
1985-01-10,4.11,0.19,21.63157894736842
1985-01-11,4.08,0.19,21.473684210526315
1985-01-14,4.16,0.19,21.894736842105264
1985-01-15,4.15,0.19,21.842105263157897
1985-01-16,4.18,0.19,22.0
1985-01-17,4.18,0.19,22.0
1985-01-18,4.2,0.19,22.105263157894736
1985-01-21,4.35,0.19,22.89473684210526
1985-01-22,4.34,0.19,22.842105263157894
1985-01-23,4.41,0.19,23.210526315789473
1985-01-24,4.34,0.19,22.842105263157894
1985-01-25,4.29,0.19,22.57894736842105
1985-01-28,4.32,0.19,22.736842105263158
1985-01-29,4.41,0.19,23.210526315789473
1985-01-30,4.38,0.19,23.052631578947366
1985-01-31,4.46,0.19,23.473684210526315
1985-02-01,4.5,0.19,23.684210526315788
1985-02-04,4.59,0.19,24.157894736842103
1985-02-05,4.63,0.19,24.36842105263158
1985-02-06,4.66,0.19,24.526315789473685
1985-02-07,4.59,0.19,24.157894736842103
1985-02-08,4.55,0.19,23.94736842105263
1985-02-11,4.56,0.19,23.999999999999996
1985-02-12,4.55,0.19,23.94736842105263
1985-02-13,4.59,0.19,24.157894736842103
1985-02-14,4.58,0.19,24.105263157894736
1985-02-15,4.53,0.19,23.842105263157897
1985-02-19,4.61,0.19,24.263157894736842
1985-02-20,4.68,0.19,24.631578947368418
1985-02-21,4.73,0.19,24.894736842105264
1985-02-22,4.75,0.19,25.0
1985-02-25,4.7,0.19,24.736842105263158
1985-02-26,4.72,0.19,24.842105263157894
1985-02-27,4.79,0.19,25.210526315789473
1985-02-28,4.83,0.19,25.42105263157895
1985-03-01,4.88,0.19,25.684210526315788
1985-03-04,4.87,0.19,25.63157894736842
1985-03-05,4.93,0.19,25.94736842105263
1985-03-06,4.88,0.19,25.684210526315788
1985-03-07,4.9,0.19,25.789473684210527
1985-03-08,4.88,0.19,25.684210526315788
1985-03-11,4.88,0.19,25.684210526315788
1985-03-12,4.91,0.19,25.842105263157894
1985-03-13,4.94,0.19,26.0
1985-03-14,4.94,0.19,26.0
1985-03-15,4.83,0.19,25.42105263157895
1985-03-18,4.82,0.19,25.36842105263158
1985-03-19,4.82,0.19,25.36842105263158
1985-03-20,4.8,0.19,25.263157894736842
1985-03-21,4.77,0.19,25.105263157894733
1985-03-22,4.77,0.19,25.105263157894733
1985-03-25,4.79,0.19,25.210526315789473
1985-03-26,4.77,0.19,25.105263157894733
1985-03-27,4.78,0.19,25.157894736842106
1985-03-28,4.83,0.19,25.42105263157895
1985-03-29,4.86,0.19,25.578947368421055
1985-04-01,4.88,0.19,25.684210526315788
1985-04-02,4.84,0.19,25.473684210526315
1985-04-03,4.83,0.19,25.42105263157895
1985-04-04,4.83,0.19,25.42105263157895
1985-04-08,4.82,0.19,25.36842105263158
1985-04-09,4.81,0.19,25.31578947368421
1985-04-10,4.84,0.19,25.473684210526315
1985-04-11,4.84,0.19,25.473684210526315
1985-04-12,4.87,0.19,25.63157894736842
1985-04-15,4.89,0.19,25.736842105263158
1985-04-16,4.89,0.19,25.736842105263158
1985-04-17,4.97,0.19,26.157894736842103
1985-04-18,4.96,0.19,26.105263157894736
1985-04-19,4.98,0.19,26.210526315789476
1985-04-22,4.84,0.19,25.473684210526315
1985-04-23,4.77,0.19,25.105263157894733
1985-04-24,4.82,0.19,25.36842105263158
1985-04-25,4.82,0.19,25.36842105263158
1985-04-26,4.87,0.19,25.63157894736842
1985-04-29,4.84,0.19,25.473684210526315
1985-04-30,4.78,0.19,25.157894736842106
1985-05-01,4.7,0.19,24.736842105263158
1985-05-02,4.72,0.19,24.842105263157894
1985-05-03,4.84,0.19,25.473684210526315
1985-05-06,4.86,0.19,25.578947368421055
1985-05-07,4.86,0.19,25.578947368421055
1985-05-08,4.89,0.19,25.736842105263158
1985-05-09,4.92,0.19,25.894736842105264
1985-05-10,4.91,0.19,25.842105263157894
1985-05-13,4.91,0.19,25.842105263157894
1985-05-14,4.92,0.19,25.894736842105264
1985-05-15,4.91,0.19,25.842105263157894
1985-05-16,4.92,0.19,25.894736842105264
1985-05-17,5.05,0.19,26.57894736842105
1985-05-20,5.13,0.19,27.0
1985-05-21,5.15,0.19,27.10526315789474
1985-05-22,5.13,0.19,27.0
1985-05-23,5.21,0.19,27.421052631578945
1985-05-24,5.27,0.19,27.736842105263154
1985-05-28,5.31,0.19,27.94736842105263
1985-05-29,5.3,0.19,27.89473684210526
1985-05-30,5.3,0.19,27.89473684210526
1985-05-31,5.34,0.19,28.105263157894736
1985-06-03,5.36,0.19,28.210526315789476
1985-06-04,5.43,0.19,28.57894736842105
1985-06-05,5.5,0.19,28.94736842105263
1985-06-06,5.6,0.19,29.473684210526315
1985-06-07,5.59,0.19,29.421052631578945
1985-06-10,5.52,0.19,29.052631578947366
1985-06-11,5.48,0.19,28.842105263157897
1985-06-12,5.44,0.19,28.63157894736842
1985-06-13,5.24,0.19,27.578947368421055
1985-06-14,5.28,0.19,27.789473684210527
1985-06-17,5.33,0.19,28.05263157894737
1985-06-18,5.42,0.19,28.526315789473685
1985-06-19,5.35,0.19,28.157894736842103
1985-06-20,5.38,0.19,28.31578947368421
1985-06-21,5.35,0.19,28.157894736842103
1985-06-24,5.36,0.19,28.210526315789476
1985-06-25,5.36,0.19,28.210526315789476
1985-06-26,5.34,0.19,28.105263157894736
1985-06-27,5.39,0.19,28.368421052631575
1985-06-28,5.41,0.19,28.473684210526315
1985-07-01,5.4,0.19,28.42105263157895
1985-07-02,5.39,0.19,28.368421052631575
1985-07-03,5.36,0.19,28.210526315789476
1985-07-05,5.38,0.19,28.31578947368421
1985-07-08,5.42,0.19,28.526315789473685
1985-07-09,5.42,0.19,28.526315789473685
1985-07-10,5.45,0.19,28.68421052631579
1985-07-11,5.57,0.19,29.315789473684212
1985-07-12,5.58,0.19,29.36842105263158
1985-07-15,5.58,0.19,29.36842105263158
1985-07-16,5.51,0.19,29.0
1985-07-17,5.48,0.19,28.842105263157897
1985-07-18,5.5,0.19,28.94736842105263
1985-07-19,5.52,0.19,29.052631578947366
1985-07-22,5.54,0.19,29.157894736842106
1985-07-23,5.51,0.19,29.0
1985-07-24,5.41,0.19,28.473684210526315
1985-07-25,5.43,0.19,28.57894736842105
1985-07-26,5.38,0.19,28.31578947368421
1985-07-29,5.27,0.19,27.736842105263154
1985-07-30,5.26,0.19,27.684210526315788
1985-07-31,5.3,0.19,27.89473684210526
1985-08-01,5.34,0.19,28.105263157894736
1985-08-02,5.3,0.19,27.89473684210526
1985-08-05,5.3,0.19,27.89473684210526
1985-08-06,5.26,0.19,27.684210526315788
1985-08-07,5.18,0.19,27.26315789473684
1985-08-08,5.12,0.19,26.94736842105263
1985-08-09,5.19,0.19,27.315789473684212
1985-08-12,5.2,0.19,27.36842105263158
1985-08-13,5.26,0.19,27.684210526315788
1985-08-14,5.31,0.19,27.94736842105263
1985-08-15,5.37,0.19,28.263157894736842
1985-08-16,5.4,0.19,28.42105263157895
1985-08-19,5.45,0.19,28.68421052631579
1985-08-20,5.45,0.19,28.68421052631579
1985-08-21,5.48,0.19,28.842105263157897
1985-08-22,5.4,0.19,28.42105263157895
1985-08-23,5.4,0.19,28.42105263157895
1985-08-26,5.36,0.19,28.210526315789476
1985-08-27,5.42,0.19,28.526315789473685
1985-08-28,5.45,0.19,28.68421052631579
1985-08-29,5.46,0.19,28.736842105263158
1985-08-30,5.41,0.19,28.473684210526315
1985-09-03,5.44,0.19,28.63157894736842
1985-09-04,5.44,0.19,28.63157894736842
1985-09-05,5.41,0.19,28.473684210526315
1985-09-06,5.42,0.19,28.526315789473685
1985-09-09,5.41,0.19,28.473684210526315
1985-09-10,5.38,0.19,28.31578947368421
1985-09-11,5.31,0.19,27.94736842105263
1985-09-12,5.21,0.19,27.421052631578945
1985-09-13,5.23,0.19,27.526315789473685
1985-09-16,5.25,0.19,27.63157894736842
1985-09-17,5.24,0.19,27.578947368421055
1985-09-18,5.31,0.19,27.94736842105263
1985-09-19,5.41,0.19,28.473684210526315
1985-09-20,5.37,0.19,28.263157894736842
1985-09-23,5.45,0.19,28.68421052631579
1985-09-24,5.46,0.19,28.736842105263158
1985-09-25,5.41,0.19,28.473684210526315
1985-09-26,5.39,0.19,28.368421052631575
1985-09-30,5.41,0.19,28.473684210526315
1985-10-01,5.54,0.19,29.157894736842106
1985-10-02,5.49,0.19,28.894736842105264
1985-10-03,5.56,0.19,29.26315789473684
1985-10-04,5.59,0.19,29.421052631578945
1985-10-07,5.53,0.19,29.105263157894736
1985-10-08,5.56,0.19,29.26315789473684
1985-10-09,5.52,0.19,29.052631578947366
1985-10-10,5.45,0.19,28.68421052631579
1985-10-11,5.53,0.19,29.105263157894736
1985-10-14,5.58,0.19,29.36842105263158
1985-10-15,5.62,0.19,29.57894736842105
1985-10-16,5.66,0.19,29.789473684210527
1985-10-17,5.62,0.19,29.57894736842105
1985-10-18,5.63,0.19,29.63157894736842
1985-10-21,5.62,0.19,29.57894736842105
1985-10-22,5.66,0.19,29.789473684210527
1985-10-23,5.8,0.19,30.52631578947368
1985-10-24,5.73,0.19,30.157894736842106
1985-10-25,5.74,0.19,30.210526315789476
1985-10-28,5.72,0.19,30.105263157894736
1985-10-29,5.79,0.19,30.473684210526315
1985-10-30,5.88,0.19,30.94736842105263
1985-10-31,5.86,0.19,30.842105263157897
1985-11-01,5.92,0.19,31.157894736842106
1985-11-04,5.88,0.19,30.94736842105263
1985-11-05,5.98,0.19,31.47368421052632
1985-11-06,5.97,0.19,31.421052631578945
1985-11-07,5.92,0.19,31.157894736842106
1985-11-08,5.95,0.19,31.315789473684212
1985-11-11,6.2,0.19,32.631578947368425
1985-11-12,6.22,0.19,32.73684210526316
1985-11-13,6.22,0.19,32.73684210526316
1985-11-14,6.2,0.19,32.631578947368425
1985-11-15,6.16,0.19,32.421052631578945
1985-11-18,6.18,0.19,32.526315789473685
1985-11-19,6.19,0.19,32.578947368421055
1985-11-20,6.14,0.19,32.315789473684205
1985-11-21,6.2,0.19,32.631578947368425
1985-11-22,6.2,0.19,32.631578947368425
1985-11-25,6.24,0.19,32.8421052631579
1985-11-26,6.29,0.19,33.10526315789474
1985-11-27,6.49,0.19,34.1578947368421
1985-11-29,6.48,0.19,34.10526315789474
1985-12-02,6.42,0.19,33.78947368421053
1985-12-03,6.43,0.19,33.84210526315789
1985-12-04,6.57,0.19,34.578947368421055
1985-12-05,6.41,0.19,33.73684210526316
1985-12-06,6.47,0.19,34.05263157894737
1985-12-09,6.59,0.19,34.68421052631579
1985-12-10,6.75,0.19,35.526315789473685
1985-12-11,6.74,0.19,35.473684210526315
1985-12-12,6.77,0.19,35.63157894736842
1985-12-13,6.8,0.19,35.78947368421053
1985-12-16,6.86,0.19,36.10526315789474
1985-12-17,6.69,0.19,35.21052631578947
1985-12-18,6.74,0.19,35.473684210526315
1985-12-19,6.8,0.19,35.78947368421053
1985-12-20,6.75,0.19,35.526315789473685
1985-12-23,6.72,0.19,35.368421052631575
1985-12-24,6.66,0.19,35.05263157894737
1985-12-26,6.73,0.19,35.42105263157895
1985-12-27,6.81,0.19,35.84210526315789
1985-12-30,6.94,0.19,36.526315789473685
1985-12-31,6.97,0.19,36.68421052631579
1986-01-02,6.86,0.19,36.10526315789474
1986-01-03,6.84,0.19,36.0
1986-01-06,6.95,0.19,36.578947368421055
1986-01-07,7.02,0.19,36.94736842105263
1986-01-08,6.81,0.19,35.84210526315789
1986-01-09,6.73,0.19,35.42105263157895
1986-01-10,6.7,0.19,35.26315789473684
1986-01-13,6.65,0.19,35.0
1986-01-14,6.64,0.19,34.94736842105263
1986-01-15,6.59,0.19,34.68421052631579
1986-01-16,6.56,0.19,34.526315789473685
1986-01-17,6.56,0.19,34.526315789473685
1986-01-20,6.53,0.19,34.36842105263158
1986-01-21,6.48,0.19,34.10526315789474
1986-01-22,6.36,0.19,33.473684210526315
1986-01-23,6.4,0.19,33.68421052631579
1986-01-24,6.47,0.19,34.05263157894737
1986-01-27,6.55,0.19,34.473684210526315
1986-01-28,6.63,0.19,34.89473684210526
1986-01-29,6.65,0.19,35.0
1986-01-30,6.63,0.19,34.89473684210526
1986-01-31,6.81,0.19,35.84210526315789
1986-02-03,7.13,0.19,37.526315789473685
1986-02-04,7.14,0.19,37.57894736842105
1986-02-05,7.06,0.19,37.1578947368421
1986-02-06,6.75,0.19,35.526315789473685
1986-02-07,6.83,0.19,35.94736842105263
1986-02-10,6.98,0.19,36.73684210526316
1986-02-11,7.09,0.19,37.31578947368421
1986-02-12,7.02,0.19,36.94736842105263
1986-02-13,7.0,0.19,36.8421052631579
1986-02-14,7.08,0.19,37.26315789473684
1986-02-18,7.19,0.19,37.8421052631579
1986-02-19,7.09,0.19,37.31578947368421
1986-02-20,7.09,0.19,37.31578947368421
1986-02-21,7.06,0.19,37.1578947368421
1986-02-24,7.06,0.19,37.1578947368421
1986-02-25,7.06,0.19,37.1578947368421
1986-02-26,7.25,0.19,38.1578947368421
1986-02-27,7.5,0.19,39.473684210526315
1986-02-28,7.5,0.19,39.473684210526315
1986-03-03,7.45,0.19,39.21052631578947
1986-03-04,7.22,0.19,38.0
1986-03-05,7.13,0.19,37.526315789473685
1986-03-06,7.03,0.19,37.0
1986-03-07,7.16,0.19,37.68421052631579
1986-03-10,7.13,0.19,37.526315789473685
1986-03-11,7.33,0.19,38.578947368421055
1986-03-12,7.42,0.19,39.05263157894737
1986-03-13,7.45,0.19,39.21052631578947
1986-03-14,7.48,0.19,39.36842105263158
1986-03-17,7.5,0.19,39.473684210526315
1986-03-18,7.41,0.19,39.0
1986-03-19,8.39,0.19,44.15789473684211
1986-03-20,8.72,0.19,45.89473684210527
1986-03-21,8.53,0.19,44.89473684210526
1986-03-24,8.84,0.19,46.526315789473685
1986-03-25,9.0,0.19,47.368421052631575
1986-03-26,9.3,0.19,48.94736842105264
1986-03-27,9.44,0.19,49.68421052631579
1986-03-31,9.31,0.19,49.0
1986-04-01,9.25,0.19,48.68421052631579
1986-04-02,9.14,0.19,48.10526315789474
1986-04-03,8.77,0.19,46.1578947368421
1986-04-04,8.7,0.19,45.78947368421052
1986-04-07,8.73,0.19,45.94736842105263
1986-04-08,8.81,0.19,46.36842105263158
1986-04-09,8.64,0.19,45.473684210526315
1986-04-10,8.75,0.19,46.05263157894737
1986-04-11,8.63,0.19,45.42105263157895
1986-04-14,8.73,0.19,45.94736842105263
1986-04-15,8.72,0.19,45.89473684210527
1986-04-16,9.28,0.19,48.84210526315789
1986-04-17,9.13,0.19,48.05263157894737
1986-04-18,9.13,0.19,48.05263157894737
1986-04-21,9.22,0.19,48.526315789473685
1986-04-22,9.06,0.19,47.684210526315795
1986-04-23,8.89,0.19,46.78947368421053
1986-04-24,8.81,0.19,46.36842105263158
1986-04-25,8.73,0.19,45.94736842105263
1986-04-28,8.67,0.19,45.63157894736842
1986-04-29,8.66,0.19,45.578947368421055
1986-04-30,8.42,0.19,44.31578947368421
1986-05-01,8.36,0.19,44.0
1986-05-02,8.5,0.19,44.73684210526316
1986-05-05,8.67,0.19,45.63157894736842
1986-05-06,8.61,0.19,45.315789473684205
1986-05-07,8.66,0.19,45.578947368421055
1986-05-08,8.89,0.19,46.78947368421053
1986-05-09,8.83,0.19,46.473684210526315
1986-05-12,8.67,0.19,45.63157894736842
1986-05-13,8.56,0.19,45.05263157894737
1986-05-14,8.56,0.19,45.05263157894737
1986-05-15,8.75,0.19,46.05263157894737
1986-05-16,8.73,0.19,45.94736842105263
1986-05-19,8.63,0.19,45.42105263157895
1986-05-20,8.72,0.19,45.89473684210527
1986-05-21,8.5,0.19,44.73684210526316
1986-05-22,8.73,0.19,45.94736842105263
1986-05-23,8.77,0.19,46.1578947368421
1986-05-27,9.13,0.19,48.05263157894737
1986-05-28,9.13,0.19,48.05263157894737
1986-05-29,9.63,0.19,50.684210526315795
1986-05-30,9.47,0.19,49.8421052631579
1986-06-02,9.38,0.19,49.36842105263158
1986-06-03,9.22,0.19,48.526315789473685
1986-06-04,9.22,0.19,48.526315789473685
1986-06-05,9.55,0.19,50.26315789473684
1986-06-06,9.64,0.19,50.73684210526316
1986-06-09,9.36,0.19,49.263157894736835
1986-06-10,9.42,0.19,49.578947368421055
1986-06-11,9.48,0.19,49.89473684210527
1986-06-12,9.81,0.19,51.631578947368425
1986-06-13,10.11,0.19,53.21052631578947
1986-06-16,9.95,0.19,52.368421052631575
1986-06-17,9.78,0.19,51.473684210526315
1986-06-18,9.88,0.19,52.0
1986-06-19,9.77,0.19,51.421052631578945
1986-06-20,9.78,0.19,51.473684210526315
1986-06-23,9.98,0.19,52.526315789473685
1986-06-24,9.97,0.19,52.473684210526315
1986-06-25,10.06,0.19,52.94736842105263
1986-06-26,9.98,0.19,52.526315789473685
1986-06-27,9.95,0.19,52.368421052631575
1986-06-30,10.11,0.19,53.21052631578947
1986-07-01,10.31,0.19,54.26315789473684
1986-07-02,10.3,0.19,54.21052631578948
1986-07-03,10.28,0.19,54.10526315789473
1986-07-07,9.92,0.19,52.21052631578947
1986-07-08,9.61,0.19,50.57894736842105
1986-07-09,9.69,0.19,51.0
1986-07-10,9.66,0.19,50.8421052631579
1986-07-11,9.59,0.19,50.473684210526315
1986-07-14,9.38,0.19,49.36842105263158
1986-07-15,9.14,0.19,48.10526315789474
1986-07-16,9.25,0.19,48.68421052631579
1986-07-17,9.52,0.19,50.10526315789473
1986-07-18,9.56,0.19,50.31578947368421
1986-07-21,9.56,0.19,50.31578947368421
1986-07-22,9.78,0.19,51.473684210526315
1986-07-23,9.91,0.19,52.1578947368421
1986-07-24,9.75,0.19,51.31578947368421
1986-07-25,9.67,0.19,50.89473684210526
1986-07-28,9.53,0.19,50.1578947368421
1986-07-29,9.36,0.19,49.263157894736835
1986-07-30,9.5,0.19,50.0
1986-07-31,9.41,0.19,49.526315789473685
1986-08-01,9.28,0.19,48.84210526315789
1986-08-04,9.34,0.19,49.1578947368421
1986-08-05,9.3,0.19,48.94736842105264
1986-08-06,9.28,0.19,48.84210526315789
1986-08-07,9.28,0.19,48.84210526315789
1986-08-08,9.34,0.19,49.1578947368421
1986-08-11,9.5,0.19,50.0
1986-08-12,9.59,0.19,50.473684210526315
1986-08-13,9.94,0.19,52.315789473684205
1986-08-14,10.09,0.19,53.10526315789473
1986-08-15,10.02,0.19,52.73684210526316
1986-08-18,10.05,0.19,52.89473684210527
1986-08-19,9.94,0.19,52.315789473684205
1986-08-20,10.3,0.19,54.21052631578948
1986-08-21,10.0,0.19,52.63157894736842
1986-08-22,10.03,0.19,52.78947368421052
1986-08-25,9.66,0.19,50.8421052631579
1986-08-26,9.97,0.19,52.473684210526315
1986-08-27,9.89,0.19,52.05263157894737
1986-08-28,9.75,0.19,51.31578947368421
1986-08-29,9.73,0.19,51.21052631578947
1986-09-02,9.45,0.19,49.73684210526315
1986-09-03,9.5,0.19,50.0
1986-09-04,9.55,0.19,50.26315789473684
1986-09-05,9.25,0.19,48.68421052631579
1986-09-08,8.98,0.19,47.26315789473684
1986-09-09,8.89,0.19,46.78947368421053
1986-09-10,8.83,0.19,46.473684210526315
1986-09-11,8.39,0.19,44.15789473684211
1986-09-12,8.08,0.19,42.526315789473685
1986-09-15,8.25,0.19,43.421052631578945
1986-09-16,8.33,0.19,43.8421052631579
1986-09-17,8.22,0.19,43.26315789473684
1986-09-18,8.27,0.19,43.526315789473685
1986-09-19,8.31,0.19,43.73684210526316
1986-09-22,8.56,0.19,45.05263157894737
1986-09-23,8.64,0.19,45.473684210526315
1986-09-24,8.63,0.19,45.42105263157895
1986-09-25,8.42,0.19,44.31578947368421
1986-09-26,8.3,0.19,43.684210526315795
1986-09-29,8.19,0.19,43.10526315789473
1986-09-30,8.17,0.19,43.0
1986-10-01,8.5,0.19,44.73684210526316
1986-10-02,8.59,0.19,45.21052631578947
1986-10-03,8.64,0.19,45.473684210526315
1986-10-06,8.69,0.19,45.73684210526316
1986-10-07,8.66,0.19,45.578947368421055
1986-10-08,8.75,0.19,46.05263157894737
1986-10-09,8.77,0.19,46.1578947368421
1986-10-10,8.58,0.19,45.1578947368421
1986-10-13,8.52,0.19,44.84210526315789
1986-10-14,8.59,0.19,45.21052631578947
1986-10-15,8.83,0.19,46.473684210526315
1986-10-16,8.75,0.19,46.05263157894737
1986-10-17,8.67,0.19,45.63157894736842
1986-10-20,8.63,0.19,45.42105263157895
1986-10-21,8.63,0.19,45.42105263157895
1986-10-22,8.58,0.19,45.1578947368421
1986-10-23,8.67,0.19,45.63157894736842
1986-10-24,8.75,0.19,46.05263157894737
1986-10-27,8.88,0.19,46.736842105263165
1986-10-28,8.88,0.19,46.736842105263165
1986-10-29,8.94,0.19,47.05263157894736
1986-10-30,9.16,0.19,48.21052631578947
1986-10-31,9.34,0.19,49.1578947368421
1986-11-03,9.33,0.19,49.10526315789474
1986-11-04,9.42,0.19,49.578947368421055
1986-11-05,9.25,0.19,48.68421052631579
1986-11-06,9.19,0.19,48.368421052631575
1986-11-07,9.33,0.19,49.10526315789474
1986-11-10,9.28,0.19,48.84210526315789
1986-11-11,9.38,0.19,49.36842105263158
1986-11-12,9.5,0.19,50.0
1986-11-13,9.14,0.19,48.10526315789474
1986-11-14,9.25,0.19,48.68421052631579
1986-11-17,9.25,0.19,48.68421052631579
1986-11-18,9.03,0.19,47.52631578947368
1986-11-19,9.19,0.19,48.368421052631575
1986-11-20,9.31,0.19,49.0
1986-11-21,9.41,0.19,49.526315789473685
1986-11-24,9.39,0.19,49.42105263157895
1986-11-25,9.41,0.19,49.526315789473685
1986-11-26,9.39,0.19,49.42105263157895
1986-11-28,9.39,0.19,49.42105263157895
1986-12-01,9.39,0.19,49.42105263157895
1986-12-02,9.53,0.19,50.1578947368421
1986-12-03,9.67,0.19,50.89473684210526
1986-12-04,9.63,0.19,50.684210526315795
1986-12-05,9.47,0.19,49.8421052631579
1986-12-08,9.42,0.19,49.578947368421055
1986-12-09,9.41,0.19,49.526315789473685
1986-12-10,9.55,0.19,50.26315789473684
1986-12-11,9.53,0.19,50.1578947368421
1986-12-12,9.47,0.19,49.8421052631579
1986-12-15,9.5,0.19,50.0
1986-12-16,9.41,0.19,49.526315789473685
1986-12-17,9.23,0.19,48.578947368421055
1986-12-18,9.28,0.19,48.84210526315789
1986-12-19,9.41,0.19,49.526315789473685
1986-12-22,9.28,0.19,48.84210526315789
1986-12-23,9.25,0.19,48.68421052631579
1986-12-24,9.38,0.19,49.36842105263158
1986-12-26,9.41,0.19,49.526315789473685
1986-12-29,9.38,0.19,49.36842105263158
1986-12-30,9.36,0.19,49.263157894736835
1986-12-31,9.28,0.19,48.84210526315789
1987-01-02,9.28,0.19,48.84210526315789
1987-01-05,9.5,0.19,50.0
1987-01-06,9.67,0.19,50.89473684210526
1987-01-07,9.81,0.19,51.631578947368425
1987-01-08,10.0,0.19,52.63157894736842
1987-01-09,10.0,0.19,52.63157894736842
1987-01-12,10.0,0.19,52.63157894736842
1987-01-13,10.02,0.19,52.73684210526316
1987-01-14,10.17,0.19,53.526315789473685
1987-01-15,10.16,0.19,53.473684210526315
1987-01-16,10.23,0.19,53.8421052631579
1987-01-19,10.31,0.19,54.26315789473684
1987-01-20,10.19,0.19,53.63157894736842
1987-01-21,10.16,0.19,53.473684210526315
1987-01-22,10.41,0.19,54.78947368421053
1987-01-23,10.42,0.19,54.84210526315789
1987-01-26,10.34,0.19,54.421052631578945
1987-01-27,10.58,0.19,55.68421052631579
1987-01-28,10.94,0.19,57.57894736842105
1987-01-29,10.88,0.19,57.26315789473684
1987-01-30,10.81,0.19,56.89473684210527
1987-02-02,10.91,0.19,57.421052631578945
1987-02-03,10.84,0.19,57.05263157894737
1987-02-04,10.98,0.19,57.78947368421053
1987-02-05,10.94,0.19,57.57894736842105
1987-02-06,10.81,0.19,56.89473684210527
1987-02-09,10.63,0.19,55.94736842105264
1987-02-10,10.44,0.19,54.94736842105263
1987-02-11,10.53,0.19,55.421052631578945
1987-02-12,10.63,0.19,55.94736842105264
1987-02-13,10.83,0.19,57.0
1987-02-17,11.09,0.19,58.368421052631575
1987-02-18,11.05,0.19,58.15789473684211
1987-02-19,11.0,0.19,57.89473684210526
1987-02-20,11.14,0.19,58.631578947368425
1987-02-23,11.23,0.19,59.10526315789474
1987-02-24,11.59,0.19,61.0
1987-02-25,11.75,0.19,61.8421052631579
1987-02-26,11.88,0.19,62.526315789473685
1987-02-27,11.8,0.19,62.10526315789474
1987-03-02,11.88,0.19,62.526315789473685
1987-03-03,12.23,0.19,64.36842105263158
1987-03-04,12.36,0.19,65.05263157894737
1987-03-05,12.48,0.19,65.6842105263158
1987-03-06,12.48,0.19,65.6842105263158
1987-03-09,12.16,0.19,64.0
1987-03-10,12.25,0.19,64.47368421052632
1987-03-11,12.13,0.19,63.8421052631579
1987-03-12,12.02,0.19,63.26315789473684
1987-03-13,11.77,0.19,61.94736842105263
1987-03-16,11.81,0.19,62.15789473684211
1987-03-17,11.98,0.19,63.05263157894737
1987-03-18,11.86,0.19,62.421052631578945
1987-03-19,11.98,0.19,63.05263157894737
1987-03-20,11.88,0.19,62.526315789473685
1987-03-23,12.16,0.19,64.0
1987-03-24,12.02,0.19,63.26315789473684
1987-03-25,12.13,0.19,63.8421052631579
1987-03-26,12.41,0.19,65.3157894736842
1987-03-27,11.88,0.19,62.526315789473685
1987-03-30,11.56,0.19,60.8421052631579
