date,MS,MS_EPS,PE Ratio
1993-09-03,9.84,0.45,21.866666666666667
1993-09-07,9.75,0.45,21.666666666666668
1993-09-08,9.56,0.45,21.244444444444444
1993-09-09,9.63,0.45,21.400000000000002
1993-09-10,9.75,0.45,21.666666666666668
1993-09-13,9.88,0.45,21.955555555555556
1993-09-14,9.69,0.45,21.53333333333333
1993-09-15,9.75,0.45,21.666666666666668
1993-09-16,10.13,0.45,22.511111111111113
1993-09-17,10.31,0.45,22.91111111111111
1993-09-20,10.69,0.45,23.755555555555553
1993-09-21,10.69,0.45,23.755555555555553
1993-09-22,11.16,0.45,24.8
1993-09-23,11.19,0.45,24.866666666666664
1993-09-24,11.03,0.45,24.51111111111111
1993-09-27,10.91,0.45,24.244444444444444
1993-09-28,10.97,0.45,24.37777777777778
1993-09-29,10.91,0.45,24.244444444444444
1993-09-30,11.0,0.45,24.444444444444443
1993-10-01,11.19,0.45,24.866666666666664
1993-10-04,11.25,0.45,25.0
1993-10-05,11.56,0.45,25.68888888888889
1993-10-06,11.44,0.45,25.42222222222222
1993-10-07,11.25,0.45,25.0
1993-10-08,11.06,0.45,24.57777777777778
1993-10-11,11.03,0.45,24.51111111111111
1993-10-12,11.19,0.45,24.866666666666664
1993-10-13,11.22,0.45,24.933333333333334
1993-10-14,11.09,0.45,24.644444444444442
1993-10-15,10.94,0.45,24.31111111111111
1993-10-18,10.5,0.45,23.333333333333332
1993-10-19,10.09,0.45,22.42222222222222
1993-10-20,9.91,0.45,22.022222222222222
1993-10-21,10.25,0.45,22.77777777777778
1993-10-22,10.34,0.45,22.977777777777778
1993-10-25,10.03,0.45,22.288888888888888
1993-10-26,9.97,0.45,22.155555555555555
1993-10-27,10.03,0.45,22.288888888888888
1993-10-28,10.16,0.45,22.57777777777778
1993-10-29,10.28,0.45,22.84444444444444
1993-11-01,10.09,0.45,22.42222222222222
1993-11-02,10.0,0.45,22.22222222222222
1993-11-03,9.69,0.45,21.53333333333333
1993-11-04,9.56,0.45,21.244444444444444
1993-11-05,9.5,0.45,21.11111111111111
1993-11-08,9.66,0.45,21.466666666666665
1993-11-09,9.84,0.45,21.866666666666667
1993-11-10,9.66,0.45,21.466666666666665
1993-11-11,9.69,0.45,21.53333333333333
1993-11-12,9.75,0.45,21.666666666666668
1993-11-15,9.56,0.45,21.244444444444444
1993-11-16,9.5,0.45,21.11111111111111
1993-11-17,9.56,0.45,21.244444444444444
1993-11-18,9.5,0.45,21.11111111111111
1993-11-19,9.09,0.45,20.2
1993-11-22,8.81,0.45,19.57777777777778
1993-11-23,9.38,0.45,20.844444444444445
1993-11-24,9.34,0.45,20.755555555555556
1993-11-26,9.31,0.45,20.68888888888889
1993-11-29,9.47,0.45,21.044444444444444
1993-11-30,9.5,0.45,21.11111111111111
1993-12-01,9.72,0.45,21.6
1993-12-02,9.59,0.45,21.31111111111111
1993-12-03,9.72,0.45,21.6
1993-12-06,9.75,0.45,21.666666666666668
1993-12-07,9.63,0.45,21.400000000000002
1993-12-08,9.53,0.45,21.177777777777777
1993-12-09,9.72,0.45,21.6
1993-12-10,9.69,0.45,21.53333333333333
1993-12-13,9.78,0.45,21.73333333333333
1993-12-14,9.69,0.45,21.53333333333333
1993-12-15,9.53,0.45,21.177777777777777
1993-12-16,9.44,0.45,20.977777777777778
1993-12-17,9.5,0.45,21.11111111111111
1993-12-20,9.5,0.45,21.11111111111111
1993-12-21,9.44,0.45,20.977777777777778
1993-12-22,9.53,0.45,21.177777777777777
1993-12-23,9.44,0.45,20.977777777777778
1993-12-27,9.25,0.45,20.555555555555554
1993-12-28,9.03,0.45,20.066666666666666
1993-12-29,8.84,0.45,19.644444444444442
1993-12-30,8.78,0.45,19.51111111111111
1993-12-31,8.66,0.45,19.244444444444444
1994-01-03,8.75,0.45,19.444444444444443
1994-01-04,8.78,0.45,19.51111111111111
1994-01-05,8.72,0.45,19.37777777777778
1994-01-06,8.72,0.45,19.37777777777778
1994-01-07,9.0,0.45,20.0
1994-01-10,9.06,0.45,20.133333333333333
1994-01-11,9.28,0.45,20.62222222222222
1994-01-12,9.53,0.45,21.177777777777777
1994-01-13,9.69,0.45,21.53333333333333
1994-01-14,9.88,0.45,21.955555555555556
1994-01-17,9.72,0.45,21.6
1994-01-18,9.75,0.45,21.666666666666668
1994-01-19,9.63,0.45,21.400000000000002
1994-01-20,9.75,0.45,21.666666666666668
1994-01-21,9.59,0.45,21.31111111111111
1994-01-24,9.59,0.45,21.31111111111111
1994-01-25,9.44,0.45,20.977777777777778
1994-01-26,9.53,0.45,21.177777777777777
1994-01-27,9.66,0.45,21.466666666666665
1994-01-28,9.66,0.45,21.466666666666665
1994-01-31,9.59,0.45,21.31111111111111
1994-02-01,9.63,0.45,21.400000000000002
1994-02-02,9.63,0.45,21.400000000000002
1994-02-03,9.59,0.45,21.31111111111111
1994-02-04,9.28,0.45,20.62222222222222
1994-02-07,9.03,0.45,20.066666666666666
1994-02-08,8.94,0.45,19.866666666666664
1994-02-09,9.06,0.45,20.133333333333333
1994-02-10,8.94,0.45,19.866666666666664
1994-02-11,8.97,0.45,19.933333333333334
1994-02-14,8.91,0.45,19.8
1994-02-15,8.69,0.45,19.31111111111111
1994-02-16,8.69,0.45,19.31111111111111
1994-02-17,8.78,0.45,19.51111111111111
1994-02-18,8.78,0.45,19.51111111111111
1994-02-22,8.69,0.45,19.31111111111111
1994-02-23,8.66,0.45,19.244444444444444
1994-02-24,8.66,0.45,19.244444444444444
1994-02-25,8.84,0.45,19.644444444444442
1994-02-28,9.0,0.45,20.0
1994-03-01,8.91,0.45,19.8
1994-03-02,8.81,0.45,19.57777777777778
1994-03-03,8.88,0.45,19.733333333333334
1994-03-04,8.56,0.45,19.022222222222222
1994-03-07,8.44,0.45,18.755555555555553
1994-03-08,8.5,0.45,18.88888888888889
1994-03-09,8.56,0.45,19.022222222222222
1994-03-10,8.53,0.45,18.955555555555552
1994-03-11,8.81,0.45,19.57777777777778
1994-03-14,9.0,0.45,20.0
1994-03-15,9.09,0.45,20.2
1994-03-16,9.0,0.45,20.0
1994-03-17,9.09,0.45,20.2
1994-03-18,8.94,0.45,19.866666666666664
1994-03-21,8.97,0.45,19.933333333333334
1994-03-22,8.97,0.45,19.933333333333334
1994-03-23,9.16,0.45,20.355555555555554
1994-03-24,9.0,0.45,20.0
1994-03-25,8.84,0.45,19.644444444444442
1994-03-28,8.5,0.45,18.88888888888889
1994-03-29,8.44,0.45,18.755555555555553
1994-03-30,8.09,0.45,17.977777777777778
1994-03-31,8.16,0.45,18.133333333333333
1994-04-04,8.06,0.45,17.91111111111111
1994-04-05,8.5,0.45,18.88888888888889
1994-04-06,8.59,0.45,19.08888888888889
1994-04-07,8.69,0.45,19.31111111111111
1994-04-08,8.72,0.45,19.37777777777778
1994-04-11,8.69,0.45,19.31111111111111
1994-04-12,8.59,0.45,19.08888888888889
1994-04-13,8.41,0.45,18.68888888888889
1994-04-14,8.41,0.45,18.68888888888889
1994-04-15,8.34,0.45,18.53333333333333
1994-04-18,8.53,0.45,18.955555555555552
1994-04-19,8.44,0.45,18.755555555555553
1994-04-20,8.94,0.45,19.866666666666664
1994-04-21,8.97,0.45,19.933333333333334
1994-04-22,9.34,0.45,20.755555555555556
1994-04-25,9.53,0.45,21.177777777777777
1994-04-26,9.31,0.45,20.68888888888889
1994-04-28,9.38,0.45,20.844444444444445
1994-04-29,9.41,0.45,20.91111111111111
1994-05-02,9.53,0.45,21.177777777777777
1994-05-03,9.78,0.45,21.73333333333333
1994-05-04,9.63,0.45,21.400000000000002
1994-05-05,9.63,0.45,21.400000000000002
1994-05-06,9.5,0.45,21.11111111111111
1994-05-09,9.38,0.45,20.844444444444445
1994-05-10,9.53,0.45,21.177777777777777
1994-05-11,9.31,0.45,20.68888888888889
1994-05-12,9.56,0.45,21.244444444444444
1994-05-13,9.81,0.45,21.8
1994-05-16,9.72,0.45,21.6
1994-05-17,9.69,0.45,21.53333333333333
1994-05-18,9.88,0.45,21.955555555555556
1994-05-19,9.91,0.45,22.022222222222222
1994-05-20,9.75,0.45,21.666666666666668
1994-05-23,9.88,0.45,21.955555555555556
1994-05-24,10.16,0.45,22.57777777777778
1994-05-25,10.03,0.45,22.288888888888888
1994-05-26,9.97,0.45,22.155555555555555
1994-05-27,10.0,0.45,22.22222222222222
1994-05-31,9.75,0.45,21.666666666666668
1994-06-01,9.81,0.45,21.8
1994-06-02,9.81,0.45,21.8
1994-06-03,9.81,0.45,21.8
1994-06-06,9.66,0.45,21.466666666666665
1994-06-07,9.63,0.45,21.400000000000002
1994-06-08,9.91,0.45,22.022222222222222
1994-06-09,9.88,0.45,21.955555555555556
1994-06-10,10.03,0.45,22.288888888888888
1994-06-13,9.94,0.45,22.08888888888889
1994-06-14,10.09,0.45,22.42222222222222
1994-06-15,10.19,0.45,22.644444444444442
1994-06-16,10.03,0.45,22.288888888888888
1994-06-17,9.91,0.45,22.022222222222222
1994-06-20,9.66,0.45,21.466666666666665
1994-06-21,9.38,0.45,20.844444444444445
1994-06-22,9.53,0.45,21.177777777777777
1994-06-23,9.25,0.45,20.555555555555554
1994-06-24,8.91,0.45,19.8
1994-06-27,9.34,0.45,20.755555555555556
1994-06-28,9.16,0.45,20.355555555555554
1994-06-29,9.38,0.45,20.844444444444445
1994-06-30,9.38,0.45,20.844444444444445
1994-07-01,9.56,0.45,21.244444444444444
1994-07-05,9.38,0.45,20.844444444444445
1994-07-06,9.25,0.45,20.555555555555554
1994-07-07,9.09,0.45,20.2
1994-07-08,9.31,0.45,20.68888888888889
1994-07-11,9.34,0.45,20.755555555555556
1994-07-12,9.25,0.45,20.555555555555554
1994-07-13,9.38,0.45,20.844444444444445
1994-07-14,9.59,0.45,21.31111111111111
1994-07-15,9.63,0.45,21.400000000000002
1994-07-18,9.75,0.45,21.666666666666668
1994-07-19,9.75,0.45,21.666666666666668
1994-07-20,9.59,0.45,21.31111111111111
1994-07-21,9.84,0.45,21.866666666666667
1994-07-22,9.97,0.45,22.155555555555555
1994-07-25,10.16,0.45,22.57777777777778
1994-07-26,10.06,0.45,22.355555555555558
1994-07-27,9.91,0.45,22.022222222222222
1994-07-28,9.88,0.45,21.955555555555556
1994-07-29,10.03,0.45,22.288888888888888
1994-08-01,10.16,0.45,22.57777777777778
1994-08-02,9.94,0.45,22.08888888888889
1994-08-03,9.94,0.45,22.08888888888889
1994-08-04,9.97,0.45,22.155555555555555
1994-08-05,9.88,0.45,21.955555555555556
1994-08-08,9.91,0.45,22.022222222222222
1994-08-09,10.03,0.45,22.288888888888888
1994-08-10,9.94,0.45,22.08888888888889
1994-08-11,10.03,0.45,22.288888888888888
1994-08-12,10.06,0.45,22.355555555555558
1994-08-15,10.0,0.45,22.22222222222222
1994-08-16,9.91,0.45,22.022222222222222
1994-08-17,9.94,0.45,22.08888888888889
1994-08-18,9.88,0.45,21.955555555555556
1994-08-19,9.84,0.45,21.866666666666667
1994-08-22,9.94,0.45,22.08888888888889
1994-08-23,10.03,0.45,22.288888888888888
1994-08-24,10.16,0.45,22.57777777777778
1994-08-25,10.03,0.45,22.288888888888888
1994-08-26,10.13,0.45,22.511111111111113
1994-08-29,10.34,0.45,22.977777777777778
1994-08-30,10.78,0.45,23.955555555555552
1994-08-31,10.66,0.45,23.68888888888889
1994-09-01,10.66,0.45,23.68888888888889
1994-09-02,10.59,0.45,23.53333333333333
1994-09-06,10.47,0.45,23.26666666666667
1994-09-07,10.41,0.45,23.133333333333333
1994-09-08,10.59,0.45,23.53333333333333
1994-09-09,10.47,0.45,23.26666666666667
1994-09-12,10.41,0.45,23.133333333333333
1994-09-13,10.53,0.45,23.4
1994-09-14,10.59,0.45,23.53333333333333
1994-09-15,10.69,0.45,23.755555555555553
1994-09-16,10.56,0.45,23.46666666666667
1994-09-19,10.63,0.45,23.622222222222224
1994-09-20,10.41,0.45,23.133333333333333
1994-09-21,10.13,0.45,22.511111111111113
1994-09-22,9.94,0.45,22.08888888888889
1994-09-23,9.63,0.45,21.400000000000002
1994-09-26,9.47,0.45,21.044444444444444
1994-09-27,9.56,0.45,21.244444444444444
1994-09-28,9.47,0.45,21.044444444444444
1994-09-29,9.53,0.45,21.177777777777777
1994-09-30,9.41,0.45,20.91111111111111
1994-10-03,9.22,0.45,20.48888888888889
1994-10-04,9.06,0.45,20.133333333333333
1994-10-05,8.84,0.45,19.644444444444442
1994-10-06,8.72,0.45,19.37777777777778
1994-10-07,8.72,0.45,19.37777777777778
1994-10-10,8.94,0.45,19.866666666666664
1994-10-11,8.84,0.45,19.644444444444442
1994-10-12,8.94,0.45,19.866666666666664
1994-10-13,9.03,0.45,20.066666666666666
1994-10-14,9.13,0.45,20.28888888888889
1994-10-17,9.16,0.45,20.355555555555554
1994-10-18,9.22,0.45,20.48888888888889
1994-10-19,9.31,0.45,20.68888888888889
1994-10-20,8.97,0.45,19.933333333333334
1994-10-21,8.88,0.45,19.733333333333334
1994-10-24,9.0,0.45,20.0
1994-10-25,8.84,0.45,19.644444444444442
1994-10-26,9.13,0.45,20.28888888888889
1994-10-27,9.44,0.45,20.977777777777778
1994-10-28,9.84,0.45,21.866666666666667
1994-10-31,9.66,0.45,21.466666666666665
1994-11-01,9.56,0.45,21.244444444444444
1994-11-02,9.44,0.45,20.977777777777778
1994-11-03,9.44,0.45,20.977777777777778
1994-11-04,9.13,0.45,20.28888888888889
1994-11-07,9.28,0.45,20.62222222222222
1994-11-08,9.34,0.45,20.755555555555556
1994-11-09,9.38,0.45,20.844444444444445
1994-11-10,9.28,0.45,20.62222222222222
1994-11-11,9.16,0.45,20.355555555555554
1994-11-14,9.41,0.45,20.91111111111111
1994-11-15,9.41,0.45,20.91111111111111
1994-11-16,9.16,0.45,20.355555555555554
1994-11-17,8.94,0.45,19.866666666666664
1994-11-18,8.81,0.45,19.57777777777778
1994-11-21,8.66,0.45,19.244444444444444
1994-11-22,8.5,0.45,18.88888888888889
1994-11-23,8.59,0.45,19.08888888888889
1994-11-25,8.66,0.45,19.244444444444444
1994-11-28,8.69,0.45,19.31111111111111
1994-11-29,8.59,0.45,19.08888888888889
1994-11-30,8.75,0.45,19.444444444444443
1994-12-01,8.72,0.45,19.37777777777778
1994-12-02,8.78,0.45,19.51111111111111
1994-12-05,8.63,0.45,19.17777777777778
1994-12-06,8.59,0.45,19.08888888888889
1994-12-07,8.22,0.45,18.26666666666667
1994-12-08,8.06,0.45,17.91111111111111
1994-12-09,8.09,0.45,17.977777777777778
1994-12-12,8.09,0.45,17.977777777777778
1994-12-13,8.19,0.45,18.2
1994-12-14,8.44,0.45,18.755555555555553
1994-12-15,8.41,0.45,18.68888888888889
1994-12-16,8.41,0.45,18.68888888888889
1994-12-19,8.38,0.45,18.622222222222224
1994-12-20,8.44,0.45,18.755555555555553
1994-12-21,8.5,0.45,18.88888888888889
1994-12-22,8.47,0.45,18.822222222222223
1994-12-23,8.47,0.45,18.822222222222223
1994-12-27,8.47,0.45,18.822222222222223
1994-12-28,8.41,0.45,18.68888888888889
1994-12-29,8.34,0.45,18.53333333333333
1994-12-30,8.47,0.45,18.822222222222223
1995-01-03,8.41,0.45,18.68888888888889
1995-01-04,8.72,0.45,19.37777777777778
1995-01-05,8.66,0.45,19.244444444444444
1995-01-06,8.59,0.45,19.08888888888889
1995-01-09,8.5,0.45,18.88888888888889
1995-01-10,8.69,0.45,19.31111111111111
1995-01-11,8.63,0.45,19.17777777777778
1995-01-12,8.53,0.45,18.955555555555552
1995-01-13,8.66,0.45,19.244444444444444
1995-01-16,9.06,0.45,20.133333333333333
1995-01-17,8.91,0.45,19.8
1995-01-18,8.91,0.45,19.8
1995-01-19,8.75,0.45,19.444444444444443
1995-01-20,8.78,0.45,19.51111111111111
1995-01-23,8.63,0.45,19.17777777777778
1995-01-24,9.03,0.45,20.066666666666666
1995-01-25,9.22,0.45,20.48888888888889
1995-01-26,9.25,0.45,20.555555555555554
1995-01-27,9.56,0.45,21.244444444444444
1995-01-30,9.28,0.45,20.62222222222222
1995-01-31,9.34,0.45,20.755555555555556
1995-02-01,9.56,0.45,21.244444444444444
1995-02-02,9.69,0.45,21.53333333333333
1995-02-03,10.25,0.45,22.77777777777778
1995-02-06,10.09,0.45,22.42222222222222
1995-02-07,10.0,0.45,22.22222222222222
1995-02-08,10.03,0.45,22.288888888888888
1995-02-09,10.22,0.45,22.711111111111112
1995-02-10,10.03,0.45,22.288888888888888
1995-02-13,9.91,0.45,22.022222222222222
1995-02-14,9.97,0.45,22.155555555555555
1995-02-15,10.25,0.45,22.77777777777778
1995-02-16,10.19,0.45,22.644444444444442
1995-02-17,10.09,0.45,22.42222222222222
1995-02-21,10.0,0.45,22.22222222222222
1995-02-22,10.09,0.45,22.42222222222222
1995-02-23,10.0,0.45,22.22222222222222
1995-02-24,10.16,0.45,22.57777777777778
1995-02-27,9.91,0.45,22.022222222222222
1995-02-28,10.03,0.45,22.288888888888888
1995-03-01,10.25,0.45,22.77777777777778
1995-03-02,10.25,0.45,22.77777777777778
1995-03-03,10.03,0.45,22.288888888888888
1995-03-06,9.91,0.45,22.022222222222222
1995-03-07,9.88,0.45,21.955555555555556
1995-03-08,9.97,0.45,22.155555555555555
1995-03-09,10.06,0.45,22.355555555555558
1995-03-10,10.5,0.45,23.333333333333332
1995-03-13,10.66,0.45,23.68888888888889
1995-03-14,10.63,0.45,23.622222222222224
1995-03-15,10.72,0.45,23.822222222222223
1995-03-16,10.75,0.45,23.88888888888889
1995-03-17,10.72,0.45,23.822222222222223
1995-03-20,10.66,0.45,23.68888888888889
1995-03-21,10.44,0.45,23.2
1995-03-22,10.28,0.45,22.84444444444444
1995-03-23,10.28,0.45,22.84444444444444
1995-03-24,10.41,0.45,23.133333333333333
1995-03-27,10.5,0.45,23.333333333333332
1995-03-28,10.34,0.45,22.977777777777778
1995-03-29,10.25,0.45,22.77777777777778
1995-03-30,10.06,0.45,22.355555555555558
1995-03-31,10.19,0.45,22.644444444444442
1995-04-03,10.13,0.45,22.511111111111113
1995-04-04,10.22,0.45,22.711111111111112
1995-04-05,10.34,0.45,22.977777777777778
1995-04-06,10.63,0.45,23.622222222222224
1995-04-07,10.72,0.45,23.822222222222223
1995-04-10,10.59,0.45,23.53333333333333
1995-04-11,10.53,0.45,23.4
1995-04-12,11.06,0.45,24.57777777777778
1995-04-13,11.0,0.45,24.444444444444443
1995-04-17,10.75,0.45,23.88888888888889
1995-04-18,10.69,0.45,23.755555555555553
1995-04-19,10.81,0.45,24.022222222222222
1995-04-20,10.97,0.45,24.37777777777778
1995-04-21,11.0,0.45,24.444444444444443
1995-04-24,11.25,0.45,25.0
1995-04-25,10.88,0.45,24.177777777777777
1995-04-26,10.81,0.45,24.022222222222222
1995-04-27,10.78,0.45,23.955555555555552
1995-04-28,10.59,0.45,23.53333333333333
1995-05-01,10.78,0.45,23.955555555555552
1995-05-02,10.84,0.45,24.08888888888889
1995-05-03,11.16,0.45,24.8
1995-05-04,11.25,0.45,25.0
1995-05-05,11.41,0.45,25.355555555555554
1995-05-08,11.72,0.45,26.044444444444444
1995-05-09,11.59,0.45,25.755555555555553
1995-05-10,11.5,0.45,25.555555555555554
1995-05-11,11.47,0.45,25.48888888888889
1995-05-12,11.69,0.45,25.977777777777774
1995-05-15,11.88,0.45,26.400000000000002
1995-05-16,11.88,0.45,26.400000000000002
1995-05-17,11.91,0.45,26.466666666666665
1995-05-18,11.69,0.45,25.977777777777774
1995-05-19,11.69,0.45,25.977777777777774
1995-05-22,11.69,0.45,25.977777777777774
1995-05-23,11.72,0.45,26.044444444444444
1995-05-24,12.0,0.45,26.666666666666664
1995-05-25,11.66,0.45,25.91111111111111
1995-05-26,11.53,0.45,25.62222222222222
1995-05-30,11.44,0.45,25.42222222222222
1995-05-31,11.88,0.45,26.400000000000002
1995-06-01,11.75,0.45,26.11111111111111
1995-06-02,11.91,0.45,26.466666666666665
1995-06-05,11.94,0.45,26.53333333333333
1995-06-06,11.97,0.45,26.6
1995-06-07,11.78,0.45,26.177777777777777
1995-06-08,11.59,0.45,25.755555555555553
1995-06-09,11.34,0.45,25.2
1995-06-12,11.44,0.45,25.42222222222222
1995-06-13,11.78,0.45,26.177777777777777
1995-06-14,11.72,0.45,26.044444444444444
1995-06-15,11.53,0.45,25.62222222222222
1995-06-16,11.56,0.45,25.68888888888889
1995-06-19,11.63,0.45,25.844444444444445
1995-06-20,11.97,0.45,26.6
1995-06-21,11.88,0.45,26.400000000000002
1995-06-22,11.97,0.45,26.6
1995-06-23,11.94,0.45,26.53333333333333
1995-06-26,12.03,0.45,26.73333333333333
1995-06-27,11.97,0.45,26.6
1995-06-28,11.63,0.45,25.844444444444445
1995-06-29,11.69,0.45,25.977777777777774
1995-06-30,11.75,0.45,26.11111111111111
1995-07-03,11.69,0.45,25.977777777777774
1995-07-05,11.91,0.45,26.466666666666665
1995-07-06,12.03,0.45,26.73333333333333
1995-07-07,12.47,0.45,27.711111111111112
1995-07-10,12.44,0.45,27.644444444444442
1995-07-11,12.31,0.45,27.355555555555554
1995-07-12,12.44,0.45,27.644444444444442
1995-07-13,12.38,0.45,27.511111111111113
1995-07-14,12.34,0.45,27.42222222222222
1995-07-17,12.31,0.45,27.355555555555554
1995-07-18,12.28,0.45,27.288888888888888
1995-07-19,12.09,0.45,26.866666666666667
1995-07-20,12.13,0.45,26.955555555555556
1995-07-21,11.91,0.45,26.466666666666665
1995-07-24,12.0,0.45,26.666666666666664
1995-07-25,12.31,0.45,27.355555555555554
1995-07-26,12.38,0.45,27.511111111111113
1995-07-27,12.66,0.45,28.133333333333333
1995-07-28,12.59,0.45,27.977777777777778
