date,EL,EL_EPS,PE Ratio
2001-02-09,19.67,0.25,78.68
2001-02-12,19.7,0.25,78.8
2001-02-13,19.37,0.25,77.48
2001-02-14,19.16,0.25,76.64
2001-02-15,19.56,0.25,78.24
2001-02-16,19.55,0.25,78.2
2001-02-20,19.92,0.25,79.68
2001-02-21,19.75,0.25,79.0
2001-02-22,19.5,0.25,78.0
2001-02-23,19.2,0.25,76.8
2001-02-26,19.64,0.25,78.56
2001-02-27,19.13,0.25,76.52
2001-02-28,19.32,0.25,77.28
2001-03-01,19.31,0.25,77.24
2001-03-02,19.83,0.25,79.32
2001-03-05,19.87,0.25,79.48
2001-03-06,20.25,0.25,81.0
2001-03-07,20.25,0.25,81.0
2001-03-08,20.73,0.25,82.92
2001-03-09,20.28,0.25,81.12
2001-03-12,20.0,0.25,80.0
2001-03-13,19.28,0.25,77.12
2001-03-14,18.9,0.25,75.6
2001-03-15,18.83,0.25,75.32
2001-03-16,18.38,0.25,73.52
2001-03-19,18.5,0.25,74.0
2001-03-20,18.33,0.25,73.32
2001-03-21,17.56,0.25,70.24
2001-03-22,17.22,0.25,68.88
2001-03-23,17.15,0.25,68.6
2001-03-26,17.25,0.25,69.0
2001-03-27,17.52,0.25,70.08
2001-03-28,17.75,0.25,71.0
2001-03-29,17.9,0.25,71.6
2001-03-30,18.21,0.25,72.84
2001-04-02,18.16,0.25,72.64
2001-04-03,18.03,0.25,72.12
2001-04-04,18.25,0.25,73.0
2001-04-05,18.65,0.25,74.6
2001-04-06,18.38,0.25,73.52
2001-04-09,18.48,0.25,73.92
2001-04-10,18.38,0.25,73.52
2001-04-11,18.34,0.25,73.36
2001-04-12,18.48,0.25,73.92
2001-04-16,18.61,0.25,74.44
2001-04-17,18.7,0.25,74.8
2001-04-18,18.86,0.25,75.44
2001-04-19,18.9,0.25,75.6
2001-04-20,19.0,0.25,76.0
2001-04-23,18.7,0.25,74.8
2001-04-24,19.48,0.12,162.33333333333334
2001-04-25,19.67,0.12,163.91666666666669
2001-04-26,19.75,0.12,164.58333333333334
2001-04-27,20.0,0.12,166.66666666666669
2001-04-30,19.88,0.12,165.66666666666666
2001-05-01,20.39,0.12,169.91666666666669
2001-05-02,20.51,0.12,170.91666666666669
2001-05-03,20.35,0.12,169.58333333333334
2001-05-04,20.43,0.12,170.25
2001-05-07,20.03,0.12,166.91666666666669
2001-05-08,20.06,0.12,167.16666666666666
2001-05-09,19.98,0.12,166.5
2001-05-10,20.09,0.12,167.41666666666669
2001-05-11,19.98,0.12,166.5
2001-05-14,20.17,0.12,168.08333333333334
2001-05-15,19.84,0.12,165.33333333333334
2001-05-16,20.51,0.12,170.91666666666669
2001-05-17,21.25,0.12,177.08333333333334
2001-05-18,20.66,0.12,172.16666666666669
2001-05-21,20.99,0.12,174.91666666666666
2001-05-22,20.96,0.12,174.66666666666669
2001-05-23,20.88,0.12,174.0
2001-05-24,21.01,0.12,175.08333333333334
2001-05-25,20.93,0.12,174.41666666666666
2001-05-29,20.8,0.12,173.33333333333334
2001-05-30,20.62,0.12,171.83333333333334
2001-05-31,20.3,0.12,169.16666666666669
2001-06-01,20.85,0.12,173.75000000000003
2001-06-04,20.94,0.12,174.50000000000003
2001-06-05,21.11,0.12,175.91666666666666
2001-06-06,21.01,0.12,175.08333333333334
2001-06-07,21.4,0.12,178.33333333333331
2001-06-08,21.25,0.12,177.08333333333334
2001-06-11,21.12,0.12,176.00000000000003
2001-06-12,21.18,0.12,176.5
2001-06-13,21.0,0.12,175.0
2001-06-14,20.6,0.12,171.66666666666669
2001-06-15,20.13,0.12,167.75
2001-06-18,20.98,0.12,174.83333333333334
2001-06-19,20.7,0.12,172.5
2001-06-20,21.0,0.12,175.0
2001-06-21,20.5,0.12,170.83333333333334
2001-06-22,20.3,0.12,169.16666666666669
2001-06-25,19.99,0.12,166.58333333333331
2001-06-26,20.41,0.12,170.08333333333334
2001-06-27,20.36,0.12,169.66666666666666
2001-06-28,21.73,0.12,181.08333333333334
2001-06-29,21.55,0.12,179.58333333333334
2001-07-02,21.55,0.12,179.58333333333334
2001-07-03,21.73,0.12,181.08333333333334
2001-07-05,21.11,0.12,175.91666666666666
2001-07-06,20.95,0.12,174.58333333333334
2001-07-09,20.7,0.12,172.5
2001-07-10,20.85,0.12,173.75000000000003
2001-07-11,20.96,0.12,174.66666666666669
2001-07-12,20.76,0.12,173.00000000000003
2001-07-13,20.73,0.12,172.75
2001-07-16,20.83,0.12,173.58333333333331
2001-07-17,21.17,0.12,176.41666666666669
2001-07-18,21.28,0.12,177.33333333333334
2001-07-19,21.29,0.12,177.41666666666666
2001-07-20,21.4,0.12,178.33333333333331
2001-07-23,21.15,0.12,176.25
2001-07-24,20.7,0.12,172.5
2001-07-25,20.65,0.12,172.08333333333331
2001-07-26,20.25,0.12,168.75
2001-07-27,19.63,0.12,163.58333333333334
2001-07-30,19.93,0.12,166.08333333333334
2001-07-31,19.78,0.12,164.83333333333334
2001-08-01,19.49,0.12,162.41666666666666
2001-08-02,19.8,0.12,165.0
2001-08-03,19.34,0.12,161.16666666666669
2001-08-06,19.67,0.12,163.91666666666669
2001-08-07,19.3,0.12,160.83333333333334
2001-08-08,19.21,0.12,160.08333333333334
2001-08-09,18.7,0.12,155.83333333333334
2001-08-10,19.24,0.12,160.33333333333331
2001-08-13,19.64,0.12,163.66666666666669
2001-08-14,19.25,0.12,160.41666666666669
2001-08-15,19.38,0.12,161.5
2001-08-16,19.92,0.12,166.00000000000003
2001-08-17,20.25,0.12,168.75
2001-08-20,19.65,0.12,163.75
2001-08-21,19.63,0.12,163.58333333333334
2001-08-22,20.12,0.12,167.66666666666669
2001-08-23,20.28,0.12,169.00000000000003
2001-08-24,20.12,0.12,167.66666666666669
2001-08-27,19.64,0.12,163.66666666666669
2001-08-28,19.63,0.12,163.58333333333334
2001-08-29,19.56,0.12,163.0
2001-08-30,19.76,0.12,164.66666666666669
2001-08-31,19.42,0.12,161.83333333333334
2001-09-04,19.43,0.12,161.91666666666666
2001-09-05,19.38,0.12,161.5
2001-09-06,18.85,0.12,157.08333333333334
2001-09-07,18.96,0.12,158.0
2001-09-10,19.15,0.12,159.58333333333331
2001-09-17,17.63,0.12,146.91666666666666
2001-09-18,17.2,0.12,143.33333333333334
2001-09-19,16.49,0.12,137.41666666666666
2001-09-20,17.0,0.12,141.66666666666669
2001-09-21,16.63,0.12,138.58333333333334
2001-09-24,16.65,0.12,138.75
2001-09-25,16.38,0.12,136.5
2001-09-26,15.98,0.12,133.16666666666669
2001-09-27,15.99,0.12,133.25
2001-09-28,16.58,0.12,138.16666666666666
2001-10-01,16.55,0.12,137.91666666666669
2001-10-02,16.03,0.12,133.58333333333334
2001-10-03,16.48,0.12,137.33333333333334
2001-10-04,16.25,0.12,135.41666666666669
2001-10-05,16.65,0.12,138.75
2001-10-08,16.82,0.12,140.16666666666669
2001-10-09,16.53,0.12,137.75000000000003
2001-10-10,16.95,0.12,141.25
2001-10-11,16.95,0.12,141.25
2001-10-12,16.61,0.12,138.41666666666666
2001-10-15,16.55,0.12,137.91666666666669
2001-10-16,16.75,0.12,139.58333333333334
2001-10-17,17.08,0.12,142.33333333333331
2001-10-18,17.15,0.12,142.91666666666666
2001-10-19,16.98,0.12,141.5
2001-10-22,17.2,0.12,143.33333333333334
2001-10-23,16.75,0.12,139.58333333333334
2001-10-24,16.7,0.12,139.16666666666666
2001-10-25,16.55,0.12,137.91666666666669
2001-10-26,16.86,0.19,88.73684210526315
2001-10-29,16.79,0.19,88.36842105263158
2001-10-30,16.38,0.19,86.21052631578947
2001-10-31,16.13,0.19,84.89473684210526
2001-11-01,16.58,0.19,87.26315789473684
2001-11-02,15.78,0.19,83.05263157894737
2001-11-05,15.6,0.19,82.10526315789474
2001-11-06,15.73,0.19,82.78947368421053
2001-11-07,16.15,0.19,84.99999999999999
2001-11-08,16.24,0.19,85.4736842105263
2001-11-09,16.15,0.19,84.99999999999999
2001-11-12,16.15,0.19,84.99999999999999
2001-11-13,16.37,0.19,86.15789473684211
2001-11-14,16.5,0.19,86.84210526315789
2001-11-15,16.65,0.19,87.63157894736841
2001-11-16,16.64,0.19,87.57894736842105
2001-11-19,16.75,0.19,88.15789473684211
2001-11-20,16.88,0.19,88.84210526315789
2001-11-21,16.9,0.19,88.94736842105263
2001-11-23,16.75,0.19,88.15789473684211
2001-11-26,16.69,0.19,87.8421052631579
2001-11-27,16.63,0.19,87.52631578947368
2001-11-28,16.51,0.19,86.89473684210527
2001-11-29,16.63,0.19,87.52631578947368
2001-11-30,16.68,0.19,87.78947368421052
2001-12-03,16.5,0.19,86.84210526315789
2001-12-04,16.65,0.19,87.63157894736841
2001-12-05,16.83,0.19,88.57894736842104
2001-12-06,16.48,0.19,86.73684210526316
2001-12-07,16.4,0.19,86.3157894736842
2001-12-10,16.45,0.19,86.57894736842105
2001-12-11,16.5,0.19,86.84210526315789
2001-12-12,16.25,0.19,85.52631578947368
2001-12-13,16.24,0.19,85.4736842105263
2001-12-14,16.06,0.19,84.52631578947367
2001-12-17,16.05,0.19,84.47368421052632
2001-12-18,15.9,0.19,83.6842105263158
2001-12-19,16.0,0.19,84.21052631578948
2001-12-20,15.5,0.19,81.57894736842105
2001-12-21,15.93,0.19,83.84210526315789
2001-12-24,16.17,0.19,85.10526315789474
2001-12-26,16.08,0.19,84.63157894736841
2001-12-27,15.95,0.19,83.94736842105263
2001-12-28,16.01,0.19,84.26315789473685
2001-12-31,16.03,0.19,84.36842105263159
2002-01-02,16.07,0.19,84.57894736842105
2002-01-03,16.19,0.19,85.21052631578948
2002-01-04,16.34,0.19,86.0
2002-01-07,16.42,0.19,86.42105263157896
2002-01-08,16.5,0.19,86.84210526315789
2002-01-09,16.55,0.19,87.10526315789474
2002-01-10,16.5,0.19,86.84210526315789
2002-01-11,16.53,0.19,87.0
2002-01-14,16.48,0.19,86.73684210526316
2002-01-15,16.6,0.19,87.36842105263159
2002-01-16,16.96,0.19,89.26315789473685
2002-01-17,17.46,0.19,91.89473684210526
2002-01-18,17.19,0.19,90.47368421052632
2002-01-22,17.0,0.19,89.47368421052632
2002-01-23,17.0,0.19,89.47368421052632
2002-01-24,17.1,0.19,90.0
2002-01-25,17.51,0.19,92.15789473684211
2002-01-28,17.48,0.19,92.0
2002-01-29,17.0,0.19,89.47368421052632
2002-01-30,16.8,0.19,88.42105263157895
2002-01-31,16.15,0.18,89.72222222222221
2002-02-01,16.2,0.18,90.0
2002-02-04,15.83,0.18,87.94444444444444
2002-02-05,15.79,0.18,87.72222222222221
2002-02-06,15.49,0.18,86.05555555555556
2002-02-07,15.15,0.18,84.16666666666667
2002-02-08,15.0,0.18,83.33333333333334
2002-02-11,15.22,0.18,84.55555555555556
2002-02-12,15.63,0.18,86.83333333333334
2002-02-13,15.25,0.18,84.72222222222223
2002-02-14,15.45,0.18,85.83333333333333
2002-02-15,15.17,0.18,84.27777777777779
2002-02-19,15.0,0.18,83.33333333333334
2002-02-20,14.89,0.18,82.72222222222223
2002-02-21,14.76,0.18,82.0
2002-02-22,15.0,0.18,83.33333333333334
2002-02-25,15.26,0.18,84.77777777777779
2002-02-26,15.42,0.18,85.66666666666667
2002-02-27,15.58,0.18,86.55555555555556
2002-02-28,15.6,0.18,86.66666666666667
2002-03-01,15.58,0.18,86.55555555555556
2002-03-04,15.75,0.18,87.5
2002-03-05,15.47,0.18,85.94444444444446
2002-03-06,15.98,0.18,88.77777777777779
2002-03-07,15.93,0.18,88.5
2002-03-08,15.99,0.18,88.83333333333334
2002-03-11,15.87,0.18,88.16666666666667
2002-03-12,16.0,0.18,88.88888888888889
2002-03-13,16.09,0.18,89.38888888888889
2002-03-14,15.99,0.18,88.83333333333334
2002-03-15,16.42,0.18,91.22222222222223
2002-03-18,16.44,0.18,91.33333333333334
2002-03-19,17.14,0.18,95.22222222222223
2002-03-20,17.18,0.18,95.44444444444444
2002-03-21,17.17,0.18,95.3888888888889
2002-03-22,17.51,0.18,97.27777777777779
2002-03-25,17.56,0.18,97.55555555555556
2002-03-26,17.08,0.18,94.88888888888889
2002-03-27,16.95,0.18,94.16666666666667
2002-03-28,17.08,0.18,94.88888888888889
2002-04-01,17.06,0.18,94.77777777777777
2002-04-02,17.03,0.18,94.61111111111111
2002-04-03,17.13,0.18,95.16666666666667
2002-04-04,17.9,0.18,99.44444444444444
2002-04-05,18.4,0.18,102.22222222222221
2002-04-08,18.6,0.18,103.33333333333334
2002-04-09,18.23,0.18,101.27777777777779
2002-04-10,18.76,0.18,104.22222222222223
2002-04-11,19.2,0.18,106.66666666666667
2002-04-12,18.88,0.18,104.88888888888889
2002-04-15,18.66,0.18,103.66666666666667
2002-04-16,18.11,0.18,100.61111111111111
2002-04-17,18.65,0.18,103.6111111111111
2002-04-18,18.3,0.18,101.66666666666667
2002-04-19,18.04,0.18,100.22222222222221
2002-04-22,17.92,0.18,99.55555555555557
2002-04-23,18.06,0.18,100.33333333333333
2002-04-24,18.1,0.18,100.55555555555557
2002-04-25,17.8,0.18,98.8888888888889
2002-04-26,17.8,0.18,98.8888888888889
2002-04-29,18.1,0.18,100.55555555555557
2002-04-30,18.08,0.18,100.44444444444444
2002-05-01,17.82,0.09,198.0
2002-05-02,18.42,0.09,204.66666666666669
2002-05-03,18.65,0.09,207.2222222222222
2002-05-06,18.45,0.09,205.0
2002-05-07,18.5,0.09,205.55555555555557
2002-05-08,18.23,0.09,202.55555555555557
2002-05-09,18.2,0.09,202.22222222222223
2002-05-10,18.25,0.09,202.77777777777777
2002-05-13,18.42,0.09,204.66666666666669
2002-05-14,18.62,0.09,206.8888888888889
2002-05-15,18.83,0.09,209.2222222222222
2002-05-16,18.67,0.09,207.44444444444446
2002-05-17,18.13,0.09,201.44444444444443
2002-05-20,18.36,0.09,204.0
2002-05-21,18.33,0.09,203.66666666666666
2002-05-22,18.13,0.09,201.44444444444443
2002-05-23,18.04,0.09,200.44444444444443
2002-05-24,18.0,0.09,200.0
2002-05-28,17.7,0.09,196.66666666666666
2002-05-29,17.68,0.09,196.44444444444446
2002-05-30,17.71,0.09,196.7777777777778
2002-05-31,18.38,0.09,204.22222222222223
2002-06-03,18.48,0.09,205.33333333333334
2002-06-04,18.13,0.09,201.44444444444443
2002-06-05,18.55,0.09,206.11111111111111
2002-06-06,18.23,0.09,202.55555555555557
2002-06-07,18.2,0.09,202.22222222222223
2002-06-10,18.25,0.09,202.77777777777777
2002-06-11,17.88,0.09,198.66666666666666
2002-06-12,18.55,0.09,206.11111111111111
2002-06-13,18.48,0.09,205.33333333333334
2002-06-14,18.12,0.09,201.33333333333334
2002-06-17,18.33,0.09,203.66666666666666
2002-06-18,18.63,0.09,207.0
2002-06-19,18.72,0.09,208.0
2002-06-20,18.9,0.09,210.0
2002-06-21,18.63,0.09,207.0
2002-06-24,18.25,0.09,202.77777777777777
2002-06-25,17.49,0.09,194.33333333333331
2002-06-26,17.63,0.09,195.88888888888889
2002-06-27,18.45,0.09,205.0
2002-06-28,17.6,0.09,195.55555555555557
2002-07-01,17.8,0.09,197.7777777777778
2002-07-02,16.25,0.09,180.55555555555557
2002-07-03,15.78,0.09,175.33333333333334
2002-07-05,16.41,0.09,182.33333333333334
2002-07-08,16.43,0.09,182.55555555555557
2002-07-09,16.3,0.09,181.11111111111111
2002-07-10,16.08,0.09,178.66666666666666
2002-07-11,16.01,0.09,177.8888888888889
2002-07-12,15.85,0.09,176.11111111111111
2002-07-15,15.45,0.09,171.66666666666666
2002-07-16,15.4,0.09,171.11111111111111
2002-07-17,15.4,0.09,171.11111111111111
2002-07-18,15.07,0.09,167.44444444444446
2002-07-19,14.73,0.09,163.66666666666669
2002-07-22,14.3,0.09,158.8888888888889
2002-07-23,14.29,0.09,158.77777777777777
2002-07-24,14.48,0.09,160.88888888888889
2002-07-25,14.26,0.09,158.44444444444446
2002-07-26,14.35,0.09,159.44444444444446
2002-07-29,14.85,0.09,165.0
2002-07-30,14.96,0.09,166.22222222222223
2002-07-31,15.16,0.09,168.44444444444446
2002-08-01,15.1,0.09,167.77777777777777
2002-08-02,14.15,0.09,157.22222222222223
2002-08-05,14.05,0.09,156.11111111111111
2002-08-06,14.04,0.09,156.0
2002-08-07,13.98,0.09,155.33333333333334
2002-08-08,13.84,0.09,153.77777777777777
2002-08-09,13.68,0.09,152.0
2002-08-12,13.08,0.09,145.33333333333334
2002-08-13,13.08,0.09,145.33333333333334
2002-08-14,13.83,0.09,153.66666666666669
2002-08-15,14.19,0.09,157.66666666666666
2002-08-16,14.69,0.09,163.22222222222223
2002-08-19,14.74,0.09,163.7777777777778
2002-08-20,14.9,0.09,165.55555555555557
2002-08-21,14.88,0.09,165.33333333333334
2002-08-22,15.27,0.09,169.66666666666666
2002-08-23,15.18,0.09,168.66666666666666
2002-08-26,15.15,0.09,168.33333333333334
2002-08-27,15.1,0.09,167.77777777777777
2002-08-28,15.08,0.09,167.55555555555557
2002-08-29,14.91,0.09,165.66666666666669
2002-08-30,14.98,0.09,166.44444444444446
2002-09-03,14.75,0.09,163.88888888888889
2002-09-04,15.34,0.09,170.44444444444446
2002-09-05,15.46,0.09,171.7777777777778
2002-09-06,15.45,0.09,171.66666666666666
2002-09-09,15.66,0.09,174.0
2002-09-10,16.0,0.09,177.77777777777777
2002-09-11,16.57,0.09,184.11111111111111
2002-09-12,15.75,0.09,175.0
2002-09-13,15.76,0.09,175.11111111111111
2002-09-16,16.05,0.09,178.33333333333334
2002-09-17,15.18,0.09,168.66666666666666
2002-09-18,14.65,0.09,162.7777777777778
2002-09-19,14.84,0.09,164.88888888888889
2002-09-20,15.15,0.09,168.33333333333334
2002-09-23,15.21,0.09,169.00000000000003
2002-09-24,14.9,0.09,165.55555555555557
2002-09-25,14.82,0.09,164.66666666666669
2002-09-26,15.38,0.09,170.8888888888889
2002-09-27,15.13,0.09,168.11111111111111
2002-09-30,14.37,0.09,159.66666666666666
2002-10-01,14.2,0.09,157.77777777777777
2002-10-02,14.12,0.09,156.88888888888889
2002-10-03,14.03,0.09,155.88888888888889
2002-10-04,13.81,0.09,153.44444444444446
2002-10-07,13.55,0.09,150.55555555555557
2002-10-08,13.78,0.09,153.11111111111111
2002-10-09,13.14,0.09,146.0
2002-10-10,13.41,0.09,149.0
2002-10-11,13.93,0.09,154.77777777777777
2002-10-14,14.12,0.09,156.88888888888889
2002-10-15,14.7,0.09,163.33333333333334
2002-10-16,13.7,0.09,152.22222222222223
2002-10-17,14.29,0.09,158.77777777777777
2002-10-18,14.28,0.09,158.66666666666666
2002-10-21,14.19,0.09,157.66666666666666
2002-10-22,13.9,0.09,154.44444444444446
2002-10-23,13.73,0.09,152.55555555555557
2002-10-24,13.35,0.09,148.33333333333334
2002-10-25,13.55,0.09,150.55555555555557
2002-10-28,13.68,0.09,152.0
2002-10-29,14.53,0.09,161.44444444444446
2002-10-30,14.66,0.14,104.71428571428571
2002-10-31,14.56,0.14,104.0
2002-11-01,14.34,0.14,102.42857142857142
2002-11-04,14.11,0.14,100.78571428571428
2002-11-05,14.09,0.14,100.64285714285714
2002-11-06,14.2,0.14,101.42857142857142
2002-11-07,14.55,0.14,103.92857142857143
2002-11-08,14.19,0.14,101.35714285714285
2002-11-11,14.02,0.14,100.14285714285712
2002-11-12,14.08,0.14,100.57142857142857
2002-11-13,13.62,0.14,97.28571428571428
2002-11-14,13.82,0.14,98.71428571428571
2002-11-15,14.35,0.14,102.49999999999999
2002-11-18,14.21,0.14,101.5
2002-11-19,14.34,0.14,102.42857142857142
2002-11-20,13.9,0.14,99.28571428571428
2002-11-21,13.71,0.14,97.92857142857143
2002-11-22,13.55,0.14,96.78571428571428
2002-11-25,13.32,0.14,95.14285714285714
2002-11-26,12.99,0.14,92.78571428571428
2002-11-27,13.64,0.14,97.42857142857142
2002-11-29,13.64,0.14,97.42857142857142
2002-12-02,13.94,0.14,99.57142857142856
2002-12-03,13.96,0.14,99.71428571428571
2002-12-04,13.82,0.14,98.71428571428571
2002-12-05,13.79,0.14,98.49999999999999
2002-12-06,13.84,0.14,98.85714285714285
2002-12-09,13.65,0.14,97.5
2002-12-10,13.75,0.14,98.21428571428571
2002-12-11,13.78,0.14,98.42857142857142
2002-12-12,13.86,0.14,98.99999999999999
2002-12-13,13.84,0.14,98.85714285714285
2002-12-16,13.57,0.14,96.92857142857142
2002-12-17,13.48,0.14,96.28571428571428
2002-12-18,13.4,0.14,95.71428571428571
2002-12-19,13.4,0.14,95.71428571428571
2002-12-20,13.25,0.14,94.64285714285714
2002-12-23,13.25,0.14,94.64285714285714
2002-12-24,13.13,0.14,93.78571428571428
2002-12-26,13.08,0.14,93.42857142857142
2002-12-27,12.88,0.14,92.0
2002-12-30,13.09,0.14,93.49999999999999
2002-12-31,13.2,0.14,94.28571428571428
2003-01-02,13.41,0.14,95.78571428571428
2003-01-03,13.58,0.14,96.99999999999999
2003-01-06,13.77,0.14,98.35714285714285
2003-01-07,13.43,0.14,95.92857142857142
2003-01-08,13.3,0.14,95.0
2003-01-09,13.35,0.14,95.35714285714285
2003-01-10,13.17,0.14,94.07142857142856
2003-01-13,13.0,0.14,92.85714285714285
2003-01-14,12.99,0.14,92.78571428571428
2003-01-15,12.99,0.14,92.78571428571428
2003-01-16,13.23,0.14,94.5
2003-01-17,13.2,0.14,94.28571428571428
2003-01-21,13.25,0.14,94.64285714285714
2003-01-22,13.13,0.14,93.78571428571428
2003-01-23,13.53,0.14,96.64285714285712
2003-01-24,13.23,0.14,94.5
2003-01-27,13.1,0.14,93.57142857142856
2003-01-28,13.25,0.14,94.64285714285714
2003-01-29,13.21,0.14,94.35714285714286
2003-01-30,14.95,0.22,67.95454545454545
2003-01-31,15.09,0.22,68.5909090909091
2003-02-03,15.07,0.22,68.5
2003-02-04,14.95,0.22,67.95454545454545
2003-02-05,14.9,0.22,67.72727272727273
2003-02-06,14.75,0.22,67.04545454545455
2003-02-07,14.69,0.22,66.77272727272727
2003-02-10,14.68,0.22,66.72727272727272
2003-02-11,14.56,0.22,66.18181818181819
2003-02-12,14.59,0.22,66.31818181818181
2003-02-13,14.55,0.22,66.13636363636364
2003-02-14,14.57,0.22,66.22727272727273
2003-02-18,14.55,0.22,66.13636363636364
2003-02-19,14.42,0.22,65.54545454545455
2003-02-20,14.36,0.22,65.27272727272727
2003-02-21,14.35,0.22,65.22727272727272
2003-02-24,14.43,0.22,65.5909090909091
2003-02-25,14.32,0.22,65.0909090909091
2003-02-26,14.33,0.22,65.13636363636364
2003-02-27,14.33,0.22,65.13636363636364
2003-02-28,14.03,0.22,63.772727272727266
2003-03-03,14.37,0.22,65.31818181818181
2003-03-04,14.1,0.22,64.0909090909091
2003-03-05,14.05,0.22,63.86363636363637
2003-03-06,13.85,0.22,62.95454545454545
2003-03-07,13.98,0.22,63.54545454545455
2003-03-10,13.78,0.22,62.63636363636363
2003-03-11,13.52,0.22,61.45454545454545
2003-03-12,13.74,0.22,62.45454545454545
2003-03-13,14.08,0.22,64.0
2003-03-14,14.21,0.22,64.5909090909091
2003-03-17,14.81,0.22,67.31818181818181
2003-03-18,14.8,0.22,67.27272727272728
2003-03-19,14.98,0.22,68.0909090909091
2003-03-20,15.1,0.22,68.63636363636364
2003-03-21,15.45,0.22,70.22727272727272
2003-03-24,15.03,0.22,68.31818181818181
2003-03-25,15.03,0.22,68.31818181818181
2003-03-26,15.18,0.22,69.0
2003-03-27,15.22,0.22,69.18181818181819
2003-03-28,15.5,0.22,70.45454545454545
2003-03-31,15.18,0.22,69.0
2003-04-01,14.75,0.22,67.04545454545455
2003-04-02,14.99,0.22,68.13636363636364
2003-04-03,14.74,0.22,67.0
2003-04-04,14.96,0.22,68.0
2003-04-07,14.78,0.22,67.18181818181817
2003-04-08,14.78,0.22,67.18181818181817
2003-04-09,14.57,0.22,66.22727272727273
2003-04-10,14.65,0.22,66.5909090909091
2003-04-11,14.77,0.22,67.13636363636364
2003-04-14,14.99,0.22,68.13636363636364
2003-04-15,14.95,0.22,67.95454545454545
2003-04-16,15.25,0.22,69.31818181818181
2003-04-17,15.25,0.22,69.31818181818181
2003-04-21,15.17,0.22,68.95454545454545
2003-04-22,15.38,0.22,69.9090909090909
2003-04-23,15.45,0.22,70.22727272727272
2003-04-24,15.2,0.22,69.0909090909091
2003-04-25,15.15,0.22,68.86363636363636
2003-04-28,14.95,0.22,67.95454545454545
2003-04-29,15.15,0.22,68.86363636363636
2003-04-30,16.25,0.22,73.86363636363636
2003-05-01,16.17,0.17,95.11764705882354
2003-05-02,16.89,0.17,99.35294117647058
2003-05-05,16.71,0.17,98.29411764705883
2003-05-06,16.82,0.17,98.94117647058823
2003-05-07,16.65,0.17,97.94117647058822
2003-05-08,16.58,0.17,97.52941176470587
2003-05-09,16.55,0.17,97.35294117647058
2003-05-12,16.56,0.17,97.41176470588233
2003-05-13,16.76,0.17,98.58823529411765
2003-05-14,16.71,0.17,98.29411764705883
2003-05-15,16.76,0.17,98.58823529411765
2003-05-16,16.87,0.17,99.23529411764706
2003-05-19,16.88,0.17,99.29411764705881
2003-05-20,17.02,0.17,100.11764705882352
2003-05-21,16.78,0.17,98.70588235294117
2003-05-22,17.1,0.17,100.58823529411765
2003-05-23,17.39,0.17,102.29411764705883
2003-05-27,17.17,0.17,101.0
2003-05-28,17.02,0.17,100.11764705882352
2003-05-29,16.61,0.17,97.70588235294116
2003-05-30,16.66,0.17,98.0
2003-06-02,16.53,0.17,97.23529411764706
2003-06-03,16.76,0.17,98.58823529411765
2003-06-04,16.83,0.17,98.99999999999999
2003-06-05,16.89,0.17,99.35294117647058
2003-06-06,16.81,0.17,98.88235294117645
2003-06-09,16.78,0.17,98.70588235294117
2003-06-10,16.64,0.17,97.88235294117646
2003-06-11,17.0,0.17,99.99999999999999
2003-06-12,17.39,0.17,102.29411764705883
2003-06-13,17.4,0.17,102.35294117647057
2003-06-16,17.69,0.17,104.05882352941177
2003-06-17,17.97,0.17,105.70588235294116
2003-06-18,17.86,0.17,105.05882352941175
2003-06-19,17.44,0.17,102.58823529411765
2003-06-20,17.33,0.17,101.94117647058822
2003-06-23,16.88,0.17,99.29411764705881
2003-06-24,17.0,0.17,99.99999999999999
2003-06-25,17.0,0.17,99.99999999999999
2003-06-26,16.97,0.17,99.8235294117647
2003-06-27,16.81,0.17,98.88235294117645
2003-06-30,16.76,0.17,98.58823529411765
2003-07-01,16.62,0.17,97.76470588235294
2003-07-02,16.9,0.17,99.41176470588233
2003-07-03,16.98,0.17,99.88235294117646
2003-07-07,17.08,0.17,100.4705882352941
2003-07-08,17.09,0.17,100.52941176470587
2003-07-09,16.81,0.17,98.88235294117645
2003-07-10,16.8,0.17,98.82352941176471
2003-07-11,16.88,0.17,99.29411764705881
2003-07-14,17.04,0.17,100.23529411764704
2003-07-15,17.08,0.17,100.4705882352941
2003-07-16,17.14,0.17,100.8235294117647
2003-07-17,17.12,0.17,100.70588235294117
2003-07-18,17.34,0.17,101.99999999999999
2003-07-21,17.43,0.17,102.52941176470587
2003-07-22,17.65,0.17,103.8235294117647
2003-07-23,17.58,0.17,103.41176470588233
2003-07-24,17.65,0.17,103.8235294117647
2003-07-25,17.56,0.17,103.29411764705881
2003-07-28,18.08,0.17,106.35294117647057
2003-07-29,18.5,0.17,108.8235294117647
2003-07-30,18.83,0.17,110.76470588235293
2003-07-31,18.67,0.17,109.82352941176471
2003-08-01,18.37,0.17,108.05882352941177
2003-08-04,18.25,0.17,107.35294117647058
2003-08-05,18.0,0.17,105.88235294117646
2003-08-06,18.03,0.17,106.05882352941177
2003-08-07,18.39,0.17,108.17647058823529
2003-08-08,18.94,0.17,111.41176470588235
2003-08-11,18.92,0.17,111.29411764705883
2003-08-12,18.89,0.17,111.11764705882352
2003-08-13,18.58,0.17,109.29411764705881
