date,STE,STE_EPS,PE Ratio
,,2.82,
1992-06-01,2.06,2.82,0.7304964539007093
1992-06-02,2.09,2.82,0.7411347517730497
1992-06-03,2.44,2.82,0.8652482269503546
1992-06-04,2.44,2.82,0.8652482269503546
1992-06-05,2.31,2.82,0.8191489361702128
1992-06-08,2.31,2.82,0.8191489361702128
1992-06-09,2.0,2.82,0.7092198581560284
1992-06-10,2.19,2.82,0.7765957446808511
1992-06-11,2.19,2.82,0.7765957446808511
1992-06-12,2.31,2.82,0.8191489361702128
1992-06-15,2.38,2.82,0.8439716312056738
1992-06-16,2.31,2.82,0.8191489361702128
1992-06-17,2.0,2.82,0.7092198581560284
1992-06-18,1.97,2.82,0.698581560283688
1992-06-19,2.13,2.82,0.7553191489361702
1992-06-22,2.0,2.82,0.7092198581560284
1992-06-23,2.13,2.82,0.7553191489361702
1992-06-24,2.0,2.82,0.7092198581560284
1992-06-25,2.13,2.82,0.7553191489361702
1992-06-26,2.19,2.82,0.7765957446808511
1992-06-29,2.31,2.82,0.8191489361702128
1992-06-30,2.31,2.82,0.8191489361702128
1992-07-01,2.31,2.82,0.8191489361702128
1992-07-02,2.06,2.82,0.7304964539007093
1992-07-06,2.13,2.82,0.7553191489361702
1992-07-07,1.94,2.82,0.6879432624113475
1992-07-08,2.0,2.82,0.7092198581560284
1992-07-09,2.06,2.82,0.7304964539007093
1992-07-10,2.19,2.82,0.7765957446808511
1992-07-13,2.19,2.82,0.7765957446808511
1992-07-14,2.19,2.82,0.7765957446808511
1992-07-15,2.19,2.82,0.7765957446808511
1992-07-16,2.19,2.82,0.7765957446808511
1992-07-17,2.31,2.82,0.8191489361702128
1992-07-20,2.31,2.82,0.8191489361702128
1992-07-21,2.44,2.82,0.8652482269503546
1992-07-22,2.25,2.82,0.797872340425532
1992-07-23,2.22,2.82,0.7872340425531916
1992-07-24,2.25,2.82,0.797872340425532
1992-07-27,2.19,2.82,0.7765957446808511
1992-07-28,2.44,2.82,0.8652482269503546
1992-07-29,2.5,2.82,0.8865248226950355
1992-07-30,2.56,2.82,0.9078014184397164
1992-07-31,2.56,2.82,0.9078014184397164
1992-08-03,2.63,2.82,0.9326241134751774
1992-08-04,2.5,2.82,0.8865248226950355
1992-08-05,2.69,2.82,0.9539007092198581
1992-08-06,2.63,2.82,0.9326241134751774
1992-08-07,2.66,2.82,0.9432624113475179
1992-08-10,2.69,2.82,0.9539007092198581
1992-08-11,2.63,2.82,0.9326241134751774
1992-08-12,2.56,2.82,0.9078014184397164
1992-08-13,2.63,2.82,0.9326241134751774
1992-08-14,2.56,2.82,0.9078014184397164
1992-08-17,2.69,2.82,0.9539007092198581
1992-08-18,2.75,2.82,0.975177304964539
1992-08-19,2.75,2.82,0.975177304964539
1992-08-20,2.69,2.82,0.9539007092198581
1992-08-21,2.63,2.82,0.9326241134751774
1992-08-24,2.56,2.82,0.9078014184397164
1992-08-25,2.63,2.82,0.9326241134751774
1992-08-26,2.5,2.82,0.8865248226950355
1992-08-27,2.63,2.82,0.9326241134751774
1992-08-28,2.81,2.82,0.9964539007092199
1992-08-31,2.81,2.82,0.9964539007092199
1992-09-01,2.88,2.82,1.0212765957446808
1992-09-02,2.81,2.82,0.9964539007092199
1992-09-03,3.0,2.82,1.0638297872340425
1992-09-04,3.25,2.82,1.1524822695035462
1992-09-08,3.19,2.82,1.1312056737588654
1992-09-09,3.13,2.82,1.1099290780141844
1992-09-10,3.0,2.82,1.0638297872340425
1992-09-11,3.0,2.82,1.0638297872340425
1992-09-14,3.06,2.82,1.0851063829787235
1992-09-15,3.13,2.82,1.1099290780141844
1992-09-16,3.25,2.82,1.1524822695035462
1992-09-17,3.44,2.82,1.2198581560283688
1992-09-18,3.19,2.82,1.1312056737588654
1992-09-21,3.38,2.82,1.198581560283688
1992-09-22,3.25,2.82,1.1524822695035462
1992-09-23,3.13,2.82,1.1099290780141844
1992-09-24,3.22,2.82,1.1418439716312059
1992-09-25,3.19,2.82,1.1312056737588654
1992-09-28,3.09,2.82,1.0957446808510638
1992-09-29,3.06,2.82,1.0851063829787235
1992-09-30,2.94,2.82,1.0425531914893618
1992-10-01,2.81,2.82,0.9964539007092199
1992-10-02,2.75,2.82,0.975177304964539
1992-10-05,2.69,2.82,0.9539007092198581
1992-10-06,2.81,2.82,0.9964539007092199
1992-10-07,2.94,2.82,1.0425531914893618
1992-10-08,3.06,2.82,1.0851063829787235
1992-10-09,3.13,2.82,1.1099290780141844
1992-10-12,3.13,2.82,1.1099290780141844
1992-10-13,3.06,2.82,1.0851063829787235
1992-10-14,3.06,2.82,1.0851063829787235
1992-10-15,3.25,2.82,1.1524822695035462
1992-10-16,3.25,2.82,1.1524822695035462
1992-10-19,3.38,2.82,1.198581560283688
1992-10-20,3.31,2.82,1.1737588652482271
1992-10-21,3.5,2.82,1.2411347517730498
1992-10-22,3.44,2.82,1.2198581560283688
1992-10-23,3.69,2.82,1.3085106382978724
