date,RE,RE_EPS,PE Ratio
2010-07-06,69.24,-0.38,-182.21052631578945
2010-07-07,71.06,-0.38,-187.0
2010-07-08,72.18,-0.38,-189.94736842105266
2010-07-09,73.22,-0.38,-192.68421052631578
2010-07-12,72.97,-0.38,-192.02631578947367
2010-07-13,74.41,-0.38,-195.8157894736842
2010-07-14,74.53,-0.38,-196.1315789473684
2010-07-15,73.77,-0.38,-194.1315789473684
2010-07-16,71.67,-0.38,-188.60526315789474
2010-07-19,71.74,-0.38,-188.78947368421052
2010-07-20,72.44,-0.38,-190.6315789473684
2010-07-21,71.28,-0.38,-187.57894736842104
2010-07-22,73.42,-0.38,-193.21052631578948
2010-07-23,73.9,-0.38,-194.47368421052633
2010-07-26,74.82,-0.38,-196.89473684210523
2010-07-27,74.24,-0.38,-195.36842105263156
2010-07-28,72.8,-0.38,-191.57894736842104
2010-07-29,76.9,-0.38,-202.3684210526316
2010-07-30,77.62,-0.38,-204.26315789473685
2010-08-02,78.42,-0.38,-206.3684210526316
2010-08-03,77.57,-0.38,-204.1315789473684
2010-08-04,78.2,-0.38,-205.78947368421052
2010-08-05,78.5,-0.38,-206.57894736842104
2010-08-06,79.59,-0.38,-209.44736842105263
2010-08-09,80.26,2.0,40.13
2010-08-10,79.96,2.0,39.98
2010-08-11,78.48,2.0,39.24
2010-08-12,78.94,2.0,39.47
2010-08-13,79.11,2.0,39.555
2010-08-16,79.31,2.0,39.655
2010-08-17,80.57,2.0,40.285
2010-08-18,80.7,2.0,40.35
2010-08-19,79.77,2.0,39.885
2010-08-20,80.59,2.0,40.295
2010-08-23,80.15,2.0,40.075
2010-08-24,80.3,2.0,40.15
2010-08-25,80.94,2.0,40.47
2010-08-26,78.95,2.0,39.475
2010-08-27,81.0,2.0,40.5
2010-08-30,79.88,2.0,39.94
2010-08-31,79.14,2.0,39.57
2010-09-01,80.5,2.0,40.25
2010-09-02,80.5,2.0,40.25
2010-09-03,82.58,2.0,41.29
2010-09-07,80.84,2.0,40.42
2010-09-08,82.13,2.0,41.065
2010-09-09,82.51,2.0,41.255
2010-09-10,82.12,2.0,41.06
2010-09-13,83.24,2.0,41.62
2010-09-14,83.39,2.0,41.695
2010-09-15,84.02,2.0,42.01
2010-09-16,84.68,2.0,42.34
2010-09-17,85.05,2.0,42.525
2010-09-20,84.81,2.0,42.405
2010-09-21,84.38,2.0,42.19
2010-09-22,84.11,2.0,42.055
2010-09-23,83.51,2.0,41.755
2010-09-24,84.66,2.0,42.33
2010-09-27,85.16,2.0,42.58
2010-09-28,86.13,2.0,43.065
2010-09-29,86.01,2.0,43.005
2010-09-30,86.47,2.0,43.235
2010-10-01,85.19,2.0,42.595
2010-10-04,85.18,2.0,42.59
2010-10-05,86.65,2.0,43.325
2010-10-06,85.32,2.0,42.66
2010-10-07,86.0,2.0,43.0
2010-10-08,86.0,2.0,43.0
2010-10-11,81.61,2.0,40.805
2010-10-12,82.72,2.0,41.36
2010-10-13,83.97,2.0,41.985
2010-10-14,84.76,2.0,42.38
2010-10-15,84.22,2.0,42.11
2010-10-18,84.71,2.0,42.355
2010-10-19,82.98,2.0,41.49
2010-10-20,84.43,2.0,42.215
2010-10-21,84.24,2.0,42.12
2010-10-22,84.06,2.0,42.03
2010-10-25,84.53,2.0,42.265
2010-10-26,84.81,2.0,42.405
2010-10-27,84.15,2.0,42.075
2010-10-28,83.56,2.0,41.78
2010-10-29,84.28,2.0,42.14
2010-11-01,84.56,2.0,42.28
2010-11-02,85.47,2.0,42.735
2010-11-03,86.13,2.0,43.065
2010-11-04,88.33,2.0,44.165
2010-11-05,88.82,2.0,44.41
2010-11-08,87.98,2.0,43.99
2010-11-09,87.69,3.06,28.65686274509804
2010-11-10,88.38,3.06,28.882352941176467
2010-11-11,87.95,3.06,28.741830065359476
2010-11-12,86.56,3.06,28.287581699346404
2010-11-15,86.31,3.06,28.205882352941178
2010-11-16,85.6,3.06,27.973856209150323
2010-11-17,85.01,3.06,27.78104575163399
2010-11-18,85.82,3.06,28.045751633986924
2010-11-19,84.81,3.06,27.715686274509803
2010-11-22,84.5,3.06,27.614379084967318
2010-11-23,84.2,3.06,27.516339869281047
2010-11-24,85.58,3.06,27.96732026143791
2010-11-26,84.69,3.06,27.676470588235293
2010-11-29,84.12,3.06,27.490196078431374
2010-11-30,83.49,3.06,27.284313725490193
2010-12-01,84.03,3.06,27.46078431372549
2010-12-02,84.19,3.06,27.513071895424837
2010-12-03,84.31,3.06,27.552287581699346
2010-12-06,84.35,3.06,27.56535947712418
2010-12-07,84.85,3.06,27.72875816993464
2010-12-08,84.79,3.06,27.70915032679739
2010-12-09,85.03,3.06,27.787581699346404
2010-12-10,85.81,3.06,28.04248366013072
2010-12-13,86.2,3.06,28.169934640522875
2010-12-14,86.03,3.06,28.11437908496732
2010-12-15,84.88,3.06,27.738562091503265
2010-12-16,85.0,3.06,27.77777777777778
2010-12-17,84.68,3.06,27.673202614379086
2010-12-20,84.36,3.06,27.56862745098039
2010-12-21,84.39,3.06,27.57843137254902
2010-12-22,85.27,3.06,27.866013071895424
2010-12-23,85.1,3.06,27.810457516339866
2010-12-27,85.54,3.06,27.954248366013072
2010-12-28,85.25,3.06,27.859477124183005
2010-12-29,85.05,3.06,27.794117647058822
2010-12-30,85.21,3.06,27.84640522875817
2010-12-31,84.82,3.06,27.71895424836601
2011-01-03,85.2,3.06,27.84313725490196
2011-01-04,84.03,3.06,27.46078431372549
2011-01-05,83.25,3.06,27.205882352941178
2011-01-06,83.29,3.06,27.218954248366014
2011-01-07,82.61,3.06,26.99673202614379
2011-01-10,82.55,3.06,26.977124183006534
2011-01-11,83.37,3.06,27.245098039215687
2011-01-12,84.29,3.06,27.545751633986928
2011-01-13,83.31,3.06,27.225490196078432
2011-01-14,83.4,3.06,27.254901960784316
2011-01-18,83.78,3.06,27.37908496732026
2011-01-19,83.19,3.06,27.18627450980392
2011-01-20,83.48,3.06,27.28104575163399
2011-01-21,83.27,3.06,27.212418300653592
2011-01-24,84.69,3.06,27.676470588235293
2011-01-25,85.75,3.06,28.022875816993462
2011-01-26,85.79,3.06,28.035947712418302
2011-01-27,86.31,3.06,28.205882352941178
2011-01-28,84.88,3.06,27.738562091503265
2011-01-31,84.28,3.06,27.54248366013072
2011-02-01,85.23,3.06,27.85294117647059
2011-02-02,84.91,3.06,27.748366013071895
2011-02-03,84.98,3.06,27.77124183006536
2011-02-04,85.39,3.06,27.905228758169933
2011-02-07,86.12,3.06,28.143790849673202
2011-02-08,86.58,3.06,28.294117647058822
2011-02-09,85.72,3.06,28.013071895424837
2011-02-10,86.41,3.06,28.238562091503265
2011-02-11,88.6,3.06,28.95424836601307
2011-02-14,87.79,3.06,28.689542483660134
2011-02-15,88.18,3.06,28.81699346405229
2011-02-16,88.45,3.06,28.905228758169937
2011-02-17,89.1,3.06,29.117647058823525
2011-02-18,90.58,3.06,29.60130718954248
2011-02-22,87.87,3.06,28.715686274509803
2011-02-23,86.96,3.06,28.41830065359477
2011-02-24,86.38,3.06,28.22875816993464
2011-02-25,88.23,3.06,28.833333333333336
2011-02-28,88.65,3.06,28.97058823529412
2011-03-01,87.58,5.38,16.278810408921935
2011-03-02,87.4,5.38,16.2453531598513
2011-03-03,88.28,5.38,16.4089219330855
2011-03-04,87.2,5.38,16.20817843866171
2011-03-07,86.58,5.38,16.092936802973977
2011-03-08,88.0,5.38,16.356877323420075
2011-03-09,87.69,5.38,16.299256505576206
2011-03-10,85.87,5.38,15.960966542750931
2011-03-11,83.52,5.38,15.524163568773234
2011-03-14,82.3,5.38,15.297397769516728
2011-03-15,82.08,5.38,15.256505576208179
2011-03-16,81.61,5.38,15.16914498141264
2011-03-17,81.83,5.38,15.21003717472119
2011-03-18,81.74,5.38,15.193308550185874
2011-03-21,82.98,5.38,15.42379182156134
2011-03-22,81.68,5.38,15.182156133828999
2011-03-23,82.03,5.38,15.24721189591078
2011-03-24,82.59,5.38,15.351301115241636
2011-03-25,82.95,5.38,15.4182156133829
2011-03-28,82.61,5.38,15.355018587360595
2011-03-29,83.0,5.38,15.427509293680298
2011-03-30,83.43,5.38,15.50743494423792
2011-03-31,88.18,5.38,16.39033457249071
2011-04-01,90.46,5.38,16.814126394052042
2011-04-04,92.45,5.38,17.184014869888475
2011-04-05,92.14,5.38,17.12639405204461
2011-04-06,93.76,5.38,17.4275092936803
2011-04-07,93.62,5.38,17.401486988847584
2011-04-08,92.58,5.38,17.20817843866171
2011-04-11,92.23,5.38,17.143122676579928
2011-04-12,91.14,5.38,16.940520446096656
2011-04-13,91.69,5.38,17.04275092936803
2011-04-14,91.21,5.38,16.95353159851301
2011-04-15,91.14,5.38,16.940520446096656
2011-04-18,89.92,5.38,16.71375464684015
2011-04-19,89.28,5.38,16.59479553903346
2011-04-20,89.53,5.38,16.641263940520446
2011-04-21,89.77,5.38,16.685873605947954
2011-04-25,90.16,5.38,16.75836431226766
2011-04-26,90.53,5.38,16.827137546468403
2011-04-27,91.72,5.38,17.04832713754647
2011-04-28,92.05,5.38,17.109665427509295
2011-04-29,91.12,5.38,16.936802973977695
2011-05-02,89.92,5.38,16.71375464684015
2011-05-03,91.83,5.38,17.068773234200744
2011-05-04,90.82,5.38,16.881040892193308
2011-05-05,89.78,5.38,16.687732342007436
2011-05-06,89.87,5.38,16.70446096654275
2011-05-09,90.26,5.38,16.776951672862456
2011-05-10,91.07,-5.81,-15.674698795180722
2011-05-11,89.76,-5.81,-15.44922547332186
2011-05-12,90.77,-5.81,-15.623063683304647
2011-05-13,90.13,-5.81,-15.512908777969018
2011-05-16,90.23,-5.81,-15.530120481927712
2011-05-17,89.86,-5.81,-15.466437177280552
2011-05-18,90.75,-5.81,-15.61962134251291
2011-05-19,89.91,-5.81,-15.475043029259897
2011-05-20,89.79,-5.81,-15.45438898450947
2011-05-23,88.47,-5.81,-15.227194492254734
2011-05-24,87.48,-5.81,-15.056798623063685
2011-05-25,87.99,-5.81,-15.144578313253012
2011-05-26,89.55,-5.81,-15.413080895008607
2011-05-27,89.25,-5.81,-15.361445783132531
2011-05-31,88.97,-5.81,-15.313253012048193
2011-06-01,87.39,-5.81,-15.04130808950086
2011-06-02,88.71,-5.81,-15.268502581755595
2011-06-03,87.56,-5.81,-15.070567986230639
2011-06-06,86.43,-5.81,-14.876075731497421
2011-06-07,85.99,-5.81,-14.800344234079175
2011-06-08,84.92,-5.81,-14.616179001721171
2011-06-09,84.13,-5.81,-14.480206540447504
2011-06-10,83.1,-5.81,-14.302925989672978
2011-06-13,83.41,-5.81,-14.356282271944924
2011-06-14,83.89,-5.81,-14.438898450946645
2011-06-15,82.34,-5.81,-14.17211703958692
2011-06-16,82.17,-5.81,-14.142857142857144
2011-06-17,81.83,-5.81,-14.084337349397591
2011-06-20,82.13,-5.81,-14.135972461273667
2011-06-21,81.53,-5.81,-14.032702237521516
2011-06-22,81.17,-5.81,-13.970740103270225
2011-06-23,80.68,-5.81,-13.886402753872636
2011-06-24,80.55,-5.81,-13.864027538726335
2011-06-27,81.84,-5.81,-14.086058519793461
2011-06-28,81.38,-5.81,-14.006884681583477
2011-06-29,82.46,-5.81,-14.19277108433735
2011-06-30,81.75,-5.81,-14.070567986230637
2011-07-01,81.8,-5.81,-14.079173838209984
2011-07-05,80.72,-5.81,-13.893287435456111
2011-07-06,81.92,-5.81,-14.099827882960414
2011-07-07,83.47,-5.81,-14.366609294320138
2011-07-08,82.98,-5.81,-14.282271944922549
2011-07-11,81.82,-5.81,-14.082616179001722
2011-07-12,82.72,-5.81,-14.237521514629949
2011-07-13,82.82,-5.81,-14.25473321858864
2011-07-14,82.33,-5.81,-14.17039586919105
2011-07-15,81.37,-5.81,-14.00516351118761
2011-07-18,80.39,-5.81,-13.836488812392428
2011-07-19,80.84,-5.81,-13.913941480206542
2011-07-20,80.55,-5.81,-13.864027538726335
2011-07-21,81.71,-5.81,-14.06368330464716
2011-07-22,81.5,-5.81,-14.027538726333908
2011-07-25,81.31,-5.81,-13.994836488812394
2011-07-26,82.17,-5.81,-14.142857142857144
2011-07-27,81.24,-5.81,-13.982788296041308
2011-07-28,83.32,-5.81,-14.3407917383821
2011-07-29,82.12,-5.81,-14.134251290877799
2011-08-01,82.19,-5.81,-14.146299483648882
2011-08-02,82.66,-5.81,-14.227194492254734
2011-08-03,83.39,-5.81,-14.352839931153186
2011-08-04,79.94,-5.81,-13.759036144578314
2011-08-05,78.1,-5.81,-13.442340791738381
2011-08-08,73.5,-5.81,-12.650602409638555
2011-08-09,78.91,2.41,32.74273858921161
2011-08-10,76.45,2.41,31.721991701244814
2011-08-11,80.81,2.41,33.531120331950206
2011-08-12,79.55,2.41,33.00829875518672
2011-08-15,82.55,2.41,34.253112033195016
2011-08-16,81.83,2.41,33.954356846473026
2011-08-17,82.36,2.41,34.17427385892116
2011-08-18,79.54,2.41,33.004149377593365
2011-08-19,78.64,2.41,32.63070539419087
2011-08-22,77.25,2.41,32.05394190871369
2011-08-23,77.91,2.41,32.327800829875514
2011-08-24,78.48,2.41,32.56431535269709
2011-08-25,75.96,2.41,31.51867219917012
2011-08-26,77.66,2.41,32.22406639004149
2011-08-29,81.01,2.41,33.614107883817425
2011-08-30,80.33,2.41,33.33195020746888
2011-08-31,80.7,2.41,33.48547717842324
2011-09-01,80.7,2.41,33.48547717842324
2011-09-02,78.38,2.41,32.522821576763484
2011-09-06,77.99,2.41,32.3609958506224
2011-09-07,81.56,2.41,33.84232365145228
2011-09-08,79.79,2.41,33.107883817427386
2011-09-09,78.25,2.41,32.46887966804979
2011-09-12,78.36,2.41,32.51452282157676
2011-09-13,79.08,2.41,32.81327800829875
2011-09-14,78.86,2.41,32.72199170124481
2011-09-15,79.78,2.41,33.10373443983402
2011-09-16,78.77,2.41,32.68464730290456
2011-09-19,78.12,2.41,32.4149377593361
2011-09-20,79.42,2.41,32.954356846473026
2011-09-21,78.14,2.41,32.42323651452282
2011-09-22,76.27,2.41,31.647302904564313
2011-09-23,76.96,2.41,31.93360995850622
2011-09-26,77.65,2.41,32.219917012448136
2011-09-27,79.07,2.41,32.80912863070539
2011-09-28,77.6,2.41,32.19917012448133
2011-09-29,79.26,2.41,32.88796680497925
2011-09-30,79.38,2.41,32.93775933609958
2011-10-03,77.75,2.41,32.26141078838174
2011-10-04,79.76,2.41,33.095435684647306
2011-10-05,79.71,2.41,33.07468879668049
2011-10-06,80.42,2.41,33.36929460580913
2011-10-07,78.42,2.41,32.53941908713693
2011-10-10,80.53,2.41,33.4149377593361
2011-10-11,80.1,2.41,33.23651452282157
2011-10-12,80.12,2.41,33.2448132780083
2011-10-13,78.15,2.41,32.427385892116185
2011-10-14,78.62,2.41,32.62240663900415
2011-10-17,76.63,2.41,31.79668049792531
2011-10-18,79.07,2.41,32.80912863070539
2011-10-19,80.78,2.41,33.518672199170126
2011-10-20,82.65,2.41,34.29460580912863
2011-10-21,85.08,2.41,35.30290456431535
2011-10-24,87.08,2.41,36.13278008298755
2011-10-25,85.99,2.41,35.6804979253112
2011-10-26,85.94,2.41,35.65975103734439
2011-10-27,90.83,2.41,37.68879668049792
2011-10-28,90.84,2.41,37.69294605809129
2011-10-31,89.92,2.41,37.31120331950207
2011-11-01,88.61,2.41,36.767634854771785
2011-11-02,90.35,2.41,37.489626556016596
2011-11-03,91.45,2.41,37.946058091286304
2011-11-04,91.51,2.41,37.97095435684647
2011-11-07,92.6,2.41,38.42323651452282
2011-11-08,92.59,2.41,38.41908713692946
2011-11-09,90.57,1.16,78.07758620689656
2011-11-10,89.55,1.16,77.19827586206897
2011-11-11,90.73,1.16,78.21551724137932
2011-11-14,88.54,1.16,76.32758620689657
2011-11-15,88.61,1.16,76.38793103448276
2011-11-16,86.96,1.16,74.96551724137932
2011-11-17,85.98,1.16,74.12068965517243
2011-11-18,87.69,1.16,75.5948275862069
2011-11-21,86.67,1.16,74.71551724137932
2011-11-22,85.21,1.16,73.45689655172414
2011-11-23,81.7,1.16,70.43103448275863
2011-11-25,83.93,1.16,72.35344827586208
2011-11-28,84.88,1.16,73.17241379310344
2011-11-29,84.82,1.16,73.12068965517241
2011-11-30,87.73,1.16,75.6293103448276
2011-12-01,85.38,1.16,73.60344827586206
2011-12-02,84.17,1.16,72.5603448275862
2011-12-05,84.18,1.16,72.5689655172414
2011-12-06,84.94,1.16,73.22413793103449
2011-12-07,84.77,1.16,73.07758620689656
2011-12-08,83.08,1.16,71.62068965517241
2011-12-09,83.24,1.16,71.75862068965517
2011-12-12,82.17,1.16,70.83620689655173
2011-12-13,80.93,1.16,69.76724137931035
2011-12-14,80.62,1.16,69.50000000000001
2011-12-15,79.84,1.16,68.82758620689656
2011-12-16,79.86,1.16,68.8448275862069
2011-12-19,78.49,1.16,67.66379310344827
2011-12-20,80.08,1.16,69.0344827586207
2011-12-21,81.91,1.16,70.61206896551724
2011-12-22,82.05,1.16,70.73275862068965
2011-12-23,85.91,1.16,74.0603448275862
2011-12-27,85.67,1.16,73.85344827586208
2011-12-28,84.95,1.16,73.23275862068967
2011-12-29,85.33,1.16,73.5603448275862
2011-12-30,84.09,1.16,72.49137931034484
2012-01-03,85.16,1.16,73.41379310344828
2012-01-04,83.35,1.16,71.85344827586206
2012-01-05,83.9,1.16,72.32758620689656
2012-01-06,84.04,1.16,72.44827586206898
2012-01-09,84.92,1.16,73.20689655172414
2012-01-10,86.47,1.16,74.54310344827587
2012-01-11,86.24,1.16,74.3448275862069
2012-01-12,85.83,1.16,73.99137931034483
2012-01-13,84.8,1.16,73.10344827586208
2012-01-17,84.32,1.16,72.6896551724138
2012-01-18,85.11,1.16,73.37068965517241
2012-01-19,85.24,1.16,73.48275862068965
2012-01-20,86.37,1.16,74.45689655172414
2012-01-23,85.54,1.16,73.74137931034484
2012-01-24,85.48,1.16,73.68965517241381
2012-01-25,85.46,1.16,73.67241379310344
2012-01-26,86.39,1.16,74.47413793103449
2012-01-27,85.15,1.16,73.40517241379311
2012-01-30,84.75,1.16,73.0603448275862
2012-01-31,85.4,1.16,73.62068965517243
2012-02-01,88.11,1.16,75.95689655172414
2012-02-02,87.61,1.16,75.52586206896552
2012-02-03,88.27,1.16,76.0948275862069
2012-02-06,87.75,1.16,75.64655172413794
2012-02-07,88.13,1.16,75.97413793103449
2012-02-08,88.06,1.16,75.91379310344828
2012-02-09,88.77,1.16,76.52586206896552
2012-02-10,87.18,1.16,75.15517241379311
2012-02-13,88.97,1.16,76.69827586206897
2012-02-14,88.68,1.16,76.44827586206898
2012-02-15,89.63,1.16,77.26724137931035
2012-02-16,89.65,1.16,77.2844827586207
2012-02-17,90.0,1.16,77.58620689655173
2012-02-21,90.61,1.16,78.11206896551725
2012-02-22,89.17,1.16,76.87068965517243
2012-02-23,89.36,1.16,77.0344827586207
2012-02-24,88.94,1.16,76.67241379310344
2012-02-27,88.21,1.16,76.04310344827586
2012-02-28,87.3,1.16,75.25862068965517
2012-02-29,87.85,0.75,117.13333333333333
2012-03-01,89.17,0.75,118.89333333333333
2012-03-02,89.66,0.75,119.54666666666667
2012-03-05,90.3,0.75,120.39999999999999
2012-03-06,88.54,0.75,118.05333333333334
2012-03-07,89.59,0.75,119.45333333333333
2012-03-08,90.35,0.75,120.46666666666665
2012-03-09,91.3,0.75,121.73333333333333
2012-03-12,91.19,0.75,121.58666666666666
2012-03-13,92.87,0.75,123.82666666666667
2012-03-14,92.94,0.75,123.92
2012-03-15,93.31,0.75,124.41333333333334
2012-03-16,92.58,0.75,123.44
2012-03-19,93.17,0.75,124.22666666666667
2012-03-20,93.54,0.75,124.72000000000001
2012-03-21,92.78,0.75,123.70666666666666
2012-03-22,92.25,0.75,123.0
2012-03-23,92.75,0.75,123.66666666666667
2012-03-26,93.87,0.75,125.16000000000001
2012-03-27,93.28,0.75,124.37333333333333
2012-03-28,93.86,0.75,125.14666666666666
2012-03-29,93.33,0.75,124.44
2012-03-30,92.52,0.75,123.36
2012-04-02,93.46,0.75,124.61333333333333
2012-04-03,94.04,0.75,125.38666666666667
2012-04-04,93.93,0.75,125.24000000000001
2012-04-05,93.94,0.75,125.25333333333333
2012-04-09,92.88,0.75,123.83999999999999
2012-04-10,92.45,0.75,123.26666666666667
2012-04-11,93.43,0.75,124.57333333333334
2012-04-12,94.29,0.75,125.72000000000001
2012-04-13,92.92,0.75,123.89333333333333
2012-04-16,93.17,0.75,124.22666666666667
2012-04-17,93.25,0.75,124.33333333333333
2012-04-18,92.97,0.75,123.96
2012-04-19,94.17,0.75,125.56
2012-04-20,95.4,0.75,127.2
2012-04-23,94.74,0.75,126.32
2012-04-24,94.61,0.75,126.14666666666666
2012-04-25,95.43,0.75,127.24000000000001
2012-04-26,99.74,0.75,132.98666666666665
2012-04-27,99.44,0.75,132.58666666666667
2012-04-30,99.1,0.75,132.13333333333333
2012-05-01,100.1,0.75,133.46666666666667
2012-05-02,99.41,0.75,132.54666666666665
2012-05-03,100.54,0.75,134.05333333333334
2012-05-04,100.7,0.75,134.26666666666668
2012-05-07,101.21,0.75,134.94666666666666
2012-05-08,102.29,0.75,136.38666666666668
2012-05-09,102.29,0.75,136.38666666666668
2012-05-10,102.43,5.7,17.970175438596492
2012-05-11,103.19,5.7,18.103508771929825
2012-05-14,102.37,5.7,17.95964912280702
2012-05-15,101.31,5.7,17.773684210526316
2012-05-16,100.24,5.7,17.5859649122807
2012-05-17,98.58,5.7,17.294736842105262
2012-05-18,98.38,5.7,17.259649122807016
2012-05-21,98.27,5.7,17.24035087719298
2012-05-22,99.28,5.7,17.417543859649122
2012-05-23,99.77,5.7,17.503508771929823
2012-05-24,101.69,5.7,17.840350877192982
2012-05-25,100.83,5.7,17.689473684210526
2012-05-29,101.19,5.7,17.75263157894737
2012-05-30,101.22,5.7,17.757894736842104
2012-05-31,102.12,5.7,17.91578947368421
2012-06-01,101.26,5.7,17.764912280701754
2012-06-04,100.94,5.7,17.70877192982456
2012-06-05,101.84,5.7,17.866666666666667
2012-06-06,103.52,5.7,18.16140350877193
2012-06-07,103.34,5.7,18.12982456140351
2012-06-08,102.15,5.7,17.92105263157895
2012-06-11,102.07,5.7,17.90701754385965
2012-06-12,103.13,5.7,18.092982456140348
2012-06-13,102.07,5.7,17.90701754385965
2012-06-14,103.51,5.7,18.159649122807018
2012-06-15,102.0,5.7,17.894736842105264
2012-06-18,103.25,5.7,18.114035087719298
2012-06-19,104.48,5.7,18.32982456140351
2012-06-20,104.48,5.7,18.32982456140351
2012-06-21,102.76,5.7,18.028070175438597
2012-06-22,103.35,5.7,18.13157894736842
2012-06-25,102.47,5.7,17.97719298245614
2012-06-26,103.48,5.7,18.15438596491228
2012-06-27,104.22,5.7,18.28421052631579
2012-06-28,105.13,5.7,18.443859649122807
2012-06-29,103.49,5.7,18.15614035087719
2012-07-02,104.98,5.7,18.417543859649122
2012-07-03,106.18,5.7,18.628070175438598
2012-07-05,104.93,5.7,18.408771929824564
2012-07-06,104.59,5.7,18.349122807017544
2012-07-09,104.33,5.7,18.303508771929824
2012-07-10,103.92,5.7,18.23157894736842
2012-07-11,102.98,5.7,18.066666666666666
2012-07-12,103.98,5.7,18.242105263157896
2012-07-13,104.33,5.7,18.303508771929824
2012-07-16,104.75,5.7,18.37719298245614
2012-07-17,105.4,5.7,18.49122807017544
2012-07-18,104.43,5.7,18.321052631578947
2012-07-19,103.13,5.7,18.092982456140348
2012-07-20,101.85,5.7,17.86842105263158
2012-07-23,101.54,5.7,17.814035087719297
2012-07-24,100.3,5.7,17.596491228070175
2012-07-25,102.08,5.7,17.90877192982456
2012-07-26,101.81,5.7,17.86140350877193
2012-07-27,103.34,5.7,18.12982456140351
2012-07-30,104.48,5.7,18.32982456140351
2012-07-31,101.7,5.7,17.842105263157894
2012-08-01,101.57,5.7,17.819298245614032
2012-08-02,102.79,5.7,18.033333333333335
2012-08-03,102.48,5.7,17.978947368421053
2012-08-06,102.08,5.7,17.90877192982456
2012-08-07,102.7,5.7,18.017543859649123
2012-08-08,104.0,5.7,18.24561403508772
2012-08-09,103.51,4.11,25.184914841849146
2012-08-10,103.6,4.11,25.206812652068123
2012-08-13,103.49,4.11,25.180048661800484
2012-08-14,103.98,4.11,25.299270072992698
2012-08-15,104.22,4.11,25.35766423357664
2012-08-16,104.9,4.11,25.523114355231144
2012-08-17,104.73,4.11,25.48175182481752
2012-08-20,104.74,4.11,25.484184914841848
2012-08-21,105.54,4.11,25.67883211678832
2012-08-22,103.62,4.11,25.21167883211679
2012-08-23,102.83,4.11,25.019464720194645
2012-08-24,103.4,4.11,25.158150851581507
2012-08-27,102.98,4.11,25.05596107055961
2012-08-28,103.85,4.11,25.267639902676397
2012-08-29,103.45,4.11,25.170316301703163
2012-08-30,103.27,4.11,25.126520681265205
2012-08-31,103.66,4.11,25.22141119221411
2012-09-04,106.48,4.11,25.907542579075425
2012-09-05,106.73,4.11,25.9683698296837
2012-09-06,108.69,4.11,26.44525547445255
2012-09-07,108.71,4.11,26.450121654501213
2012-09-10,108.52,4.11,26.403892944038926
2012-09-11,108.75,4.11,26.459854014598537
2012-09-12,109.13,4.11,26.552311435523112
2012-09-13,110.11,4.11,26.79075425790754
2012-09-14,110.89,4.11,26.980535279805352
2012-09-17,110.15,4.11,26.800486618004864
2012-09-18,109.87,4.11,26.7323600973236
2012-09-19,110.32,4.11,26.841849148418486
2012-09-20,109.54,4.11,26.652068126520682
2012-09-21,108.62,4.11,26.428223844282236
2012-09-24,108.93,4.11,26.503649635036496
2012-09-25,107.41,4.11,26.133819951338197
2012-09-26,107.09,4.11,26.055961070559608
2012-09-27,107.13,4.11,26.065693430656932
2012-09-28,106.96,4.11,26.024330900243307
2012-10-01,108.3,4.11,26.350364963503647
2012-10-02,108.21,4.11,26.328467153284667
2012-10-03,108.2,4.11,26.32603406326034
2012-10-04,109.07,4.11,26.537712895377126
2012-10-05,109.15,4.11,26.557177615571774
2012-10-08,109.6,4.11,26.666666666666664
2012-10-09,109.65,4.11,26.67883211678832
2012-10-10,109.51,4.11,26.644768856447687
2012-10-11,109.69,4.11,26.68856447688564
2012-10-12,109.24,4.11,26.57907542579075
2012-10-15,110.67,4.11,26.92700729927007
2012-10-16,112.32,4.11,27.328467153284667
2012-10-17,111.9,4.11,27.22627737226277
2012-10-18,112.78,4.11,27.44038929440389
2012-10-19,111.35,4.11,27.09245742092457
2012-10-22,111.42,4.11,27.10948905109489
2012-10-23,111.06,4.11,27.021897810218977
2012-10-24,111.42,4.11,27.10948905109489
2012-10-25,114.6,4.11,27.88321167883211
2012-10-26,113.54,4.11,27.625304136253042
2012-10-31,111.05,4.11,27.019464720194645
2012-11-01,109.7,4.11,26.690997566909974
2012-11-02,106.95,4.11,26.021897810218977
2012-11-05,107.0,4.11,26.03406326034063
2012-11-06,107.89,4.11,26.25060827250608
2012-11-07,106.54,4.11,25.92214111922141
2012-11-08,106.15,4.11,25.827250608272504
2012-11-09,105.48,4.85,21.748453608247424
2012-11-12,104.43,4.85,21.5319587628866
2012-11-13,103.47,4.85,21.334020618556703
2012-11-14,103.61,4.85,21.362886597938147
2012-11-15,101.72,4.85,20.97319587628866
2012-11-16,102.89,4.85,21.214432989690724
2012-11-19,103.83,4.85,21.408247422680414
2012-11-20,104.51,4.85,21.548453608247424
2012-11-21,104.72,4.85,21.59175257731959
2012-11-23,105.11,4.85,21.67216494845361
2012-11-26,104.83,4.85,21.614432989690723
2012-11-27,105.28,4.85,21.707216494845362
2012-11-28,107.61,4.85,22.187628865979384
2012-11-29,107.33,4.85,22.129896907216494
2012-11-30,108.47,4.85,22.36494845360825
2012-12-03,106.8,4.85,22.02061855670103
2012-12-04,107.37,4.85,22.13814432989691
2012-12-05,109.05,4.85,22.48453608247423
2012-12-06,109.07,4.85,22.488659793814435
2012-12-07,108.7,4.85,22.41237113402062
