date,DFS,DFS_EPS,PE Ratio
2010-02-01,13.32,2.42,5.5041322314049586
2010-02-02,13.8,2.42,5.702479338842975
2010-02-03,13.3,2.42,5.4958677685950414
2010-02-04,12.9,2.42,5.330578512396695
2010-02-05,13.01,2.42,5.37603305785124
2010-02-08,12.76,2.42,5.2727272727272725
2010-02-09,13.03,2.42,5.384297520661157
2010-02-10,12.92,2.42,5.338842975206612
2010-02-11,13.04,2.42,5.3884297520661155
2010-02-12,13.03,2.42,5.384297520661157
2010-02-16,13.55,2.42,5.599173553719009
2010-02-17,13.53,2.42,5.590909090909091
2010-02-18,13.56,2.42,5.603305785123967
2010-02-19,13.67,2.42,5.648760330578512
2010-02-22,13.84,2.42,5.71900826446281
2010-02-23,13.47,2.42,5.5661157024793395
2010-02-24,13.63,2.42,5.632231404958678
2010-02-25,13.46,2.42,5.561983471074381
2010-02-26,13.65,2.42,5.640495867768595
2010-03-01,13.61,2.42,5.62396694214876
2010-03-02,13.9,2.42,5.743801652892563
2010-03-03,13.78,2.42,5.694214876033057
2010-03-04,13.77,2.42,5.690082644628099
2010-03-05,14.17,2.42,5.855371900826446
2010-03-08,14.12,2.42,5.8347107438016526
2010-03-09,14.44,2.42,5.966942148760331
2010-03-10,14.38,2.42,5.942148760330579
2010-03-11,14.92,2.42,6.1652892561983474
2010-03-12,14.97,2.42,6.185950413223141
2010-03-15,15.2,2.42,6.28099173553719
2010-03-16,15.3,2.42,6.322314049586777
2010-03-17,15.24,2.42,6.297520661157025
2010-03-18,15.52,2.42,6.413223140495868
2010-03-19,15.24,2.42,6.297520661157025
2010-03-22,15.35,2.42,6.3429752066115705
2010-03-23,15.4,2.42,6.363636363636364
2010-03-24,15.4,2.42,6.363636363636364
2010-03-25,15.39,2.42,6.359504132231406
2010-03-26,15.39,2.42,6.359504132231406
2010-03-29,15.35,2.42,6.3429752066115705
2010-03-30,15.12,2.42,6.24793388429752
2010-03-31,14.9,2.42,6.15702479338843
2010-04-01,15.34,2.42,6.338842975206612
2010-04-05,15.58,2.42,6.43801652892562
2010-04-06,15.38,2.42,6.355371900826447
2010-04-07,15.17,2.42,6.268595041322314
2010-04-08,15.41,2.42,6.367768595041323
2010-04-09,15.5,-0.22,-70.45454545454545
2010-04-12,15.6,-0.22,-70.9090909090909
2010-04-13,15.6,-0.22,-70.9090909090909
2010-04-14,16.04,-0.22,-72.9090909090909
2010-04-15,16.12,-0.22,-73.27272727272728
2010-04-16,15.36,-0.22,-69.81818181818181
2010-04-19,15.67,-0.22,-71.22727272727272
2010-04-20,15.86,-0.22,-72.0909090909091
2010-04-21,15.66,-0.22,-71.18181818181819
2010-04-22,15.82,-0.22,-71.9090909090909
2010-04-23,16.26,-0.22,-73.90909090909092
2010-04-26,16.09,-0.22,-73.13636363636364
2010-04-27,15.37,-0.22,-69.86363636363636
2010-04-28,15.44,-0.22,-70.18181818181817
2010-04-29,16.04,-0.22,-72.9090909090909
2010-04-30,15.46,-0.22,-70.27272727272728
2010-05-03,16.1,-0.22,-73.18181818181819
2010-05-04,15.34,-0.22,-69.72727272727272
2010-05-05,14.94,-0.22,-67.9090909090909
2010-05-06,14.41,-0.22,-65.5
2010-05-07,14.08,-0.22,-64.0
2010-05-10,14.87,-0.22,-67.5909090909091
2010-05-11,14.9,-0.22,-67.72727272727273
2010-05-12,15.21,-0.22,-69.13636363636364
2010-05-13,14.79,-0.22,-67.22727272727272
2010-05-14,14.24,-0.22,-64.72727272727273
2010-05-17,14.21,-0.22,-64.5909090909091
2010-05-18,13.46,-0.22,-61.18181818181819
2010-05-19,13.6,-0.22,-61.81818181818181
2010-05-20,13.04,-0.22,-59.272727272727266
2010-05-21,13.53,-0.22,-61.5
2010-05-24,13.16,-0.22,-59.81818181818182
2010-05-25,13.19,-0.22,-59.95454545454545
2010-05-26,13.17,-0.22,-59.86363636363636
2010-05-27,13.7,-0.22,-62.272727272727266
2010-05-28,13.45,-0.22,-61.13636363636363
2010-06-01,13.18,-0.22,-59.90909090909091
2010-06-02,13.47,-0.22,-61.22727272727273
2010-06-03,13.52,-0.22,-61.45454545454545
2010-06-04,12.86,-0.22,-58.45454545454545
2010-06-07,12.43,-0.22,-56.5
2010-06-08,12.64,-0.22,-57.45454545454546
2010-06-09,12.57,-0.22,-57.13636363636364
2010-06-10,13.6,-0.22,-61.81818181818181
2010-06-11,13.66,-0.22,-62.09090909090909
2010-06-14,13.4,-0.22,-60.909090909090914
2010-06-15,13.92,-0.22,-63.27272727272727
2010-06-16,14.08,-0.22,-64.0
2010-06-17,14.04,-0.22,-63.81818181818181
2010-06-18,14.0,-0.22,-63.63636363636363
2010-06-21,13.99,-0.22,-63.59090909090909
2010-06-22,13.84,-0.22,-62.90909090909091
2010-06-23,14.01,-0.22,-63.68181818181818
2010-06-24,14.08,-0.22,-64.0
2010-06-25,14.52,-0.22,-66.0
2010-06-28,14.76,-0.22,-67.0909090909091
2010-06-29,13.8,-0.22,-62.727272727272734
2010-06-30,13.98,-0.22,-63.54545454545455
2010-07-01,13.92,-0.22,-63.27272727272727
2010-07-02,13.84,-0.22,-62.90909090909091
2010-07-06,13.9,-0.22,-63.18181818181818
2010-07-07,14.57,0.12,121.41666666666667
2010-07-08,14.63,0.12,121.91666666666667
2010-07-09,14.85,0.12,123.75
2010-07-12,14.65,0.12,122.08333333333334
2010-07-13,15.27,0.12,127.25
2010-07-14,15.18,0.12,126.5
2010-07-15,15.21,0.12,126.75000000000001
2010-07-16,14.5,0.12,120.83333333333334
2010-07-19,14.49,0.12,120.75
2010-07-20,14.83,0.12,123.58333333333334
2010-07-21,14.27,0.12,118.91666666666667
2010-07-22,14.99,0.12,124.91666666666667
2010-07-23,15.06,0.12,125.50000000000001
2010-07-26,15.49,0.12,129.08333333333334
2010-07-27,15.24,0.12,127.0
2010-07-28,15.04,0.12,125.33333333333333
2010-07-29,15.1,0.12,125.83333333333333
2010-07-30,15.27,0.12,127.25
2010-08-02,15.76,0.12,131.33333333333334
2010-08-03,15.54,0.12,129.5
2010-08-04,15.6,0.12,130.0
2010-08-05,15.43,0.12,128.58333333333334
2010-08-06,15.31,0.12,127.58333333333334
2010-08-09,15.57,0.12,129.75
2010-08-10,15.33,0.12,127.75
2010-08-11,14.75,0.12,122.91666666666667
2010-08-12,14.71,0.12,122.58333333333334
2010-08-13,14.68,0.12,122.33333333333333
2010-08-16,14.68,0.12,122.33333333333333
2010-08-17,14.79,0.12,123.25
2010-08-18,14.77,0.12,123.08333333333333
2010-08-19,14.4,0.12,120.00000000000001
2010-08-20,14.27,0.12,118.91666666666667
2010-08-23,14.27,0.12,118.91666666666667
2010-08-24,13.97,0.12,116.41666666666667
2010-08-25,13.91,0.12,115.91666666666667
2010-08-26,13.96,0.12,116.33333333333334
2010-08-27,14.77,0.12,123.08333333333333
2010-08-30,14.32,0.12,119.33333333333334
2010-08-31,14.51,0.12,120.91666666666667
2010-09-01,15.16,0.12,126.33333333333334
2010-09-02,15.54,0.12,129.5
2010-09-03,15.86,0.12,132.16666666666666
2010-09-07,15.31,0.12,127.58333333333334
2010-09-08,15.62,0.12,130.16666666666666
2010-09-09,15.71,0.12,130.91666666666669
2010-09-10,15.9,0.12,132.5
2010-09-13,16.06,0.12,133.83333333333331
2010-09-14,15.68,0.12,130.66666666666666
2010-09-15,15.79,0.12,131.58333333333334
2010-09-16,15.79,0.12,131.58333333333334
2010-09-17,15.57,0.12,129.75
2010-09-20,16.16,0.12,134.66666666666669
2010-09-21,15.96,0.12,133.0
2010-09-22,16.3,0.12,135.83333333333334
2010-09-23,16.5,0.12,137.5
2010-09-24,16.77,0.12,139.75
2010-09-27,16.49,0.12,137.41666666666666
2010-09-28,16.51,0.12,137.58333333333334
2010-09-29,16.58,0.12,138.16666666666666
2010-09-30,16.68,0.12,139.0
2010-10-01,16.58,0.12,138.16666666666666
2010-10-04,16.31,0.12,135.91666666666666
2010-10-05,16.88,0.12,140.66666666666666
2010-10-06,17.0,0.47,36.17021276595745
2010-10-07,16.78,0.47,35.70212765957447
2010-10-08,16.95,0.47,36.06382978723404
2010-10-11,16.94,0.47,36.04255319148937
2010-10-12,17.09,0.47,36.361702127659576
2010-10-13,17.68,0.47,37.61702127659574
2010-10-14,17.66,0.47,37.57446808510638
2010-10-15,17.1,0.47,36.38297872340426
2010-10-18,17.2,0.47,36.59574468085106
2010-10-19,17.32,0.47,36.851063829787236
2010-10-20,17.54,0.47,37.319148936170215
2010-10-21,17.55,0.47,37.340425531914896
2010-10-22,17.41,0.47,37.04255319148936
2010-10-25,17.52,0.47,37.276595744680854
2010-10-26,17.66,0.47,37.57446808510638
2010-10-27,17.51,0.47,37.255319148936174
2010-10-28,17.45,0.47,37.12765957446808
2010-10-29,17.65,0.47,37.5531914893617
2010-11-01,18.03,0.47,38.361702127659576
2010-11-02,18.04,0.47,38.38297872340426
2010-11-03,18.14,0.47,38.59574468085107
2010-11-04,18.74,0.47,39.87234042553192
2010-11-05,18.91,0.47,40.23404255319149
2010-11-08,18.94,0.47,40.297872340425535
2010-11-09,18.47,0.47,39.297872340425535
2010-11-10,18.72,0.47,39.829787234042556
2010-11-11,19.09,0.47,40.61702127659575
2010-11-12,18.6,0.47,39.57446808510639
2010-11-15,18.87,0.47,40.14893617021277
2010-11-16,18.1,0.47,38.51063829787235
2010-11-17,18.35,0.47,39.04255319148937
2010-11-18,18.38,0.47,39.1063829787234
2010-11-19,18.4,0.47,39.148936170212764
2010-11-22,18.43,0.47,39.21276595744681
2010-11-23,18.21,0.47,38.74468085106383
2010-11-24,18.6,0.47,39.57446808510639
2010-11-26,18.42,0.47,39.19148936170213
2010-11-29,18.42,0.47,39.19148936170213
2010-11-30,18.28,0.47,38.8936170212766
2010-12-01,18.86,0.47,40.12765957446808
2010-12-02,18.94,0.47,40.297872340425535
2010-12-03,18.84,0.47,40.08510638297872
2010-12-06,19.04,0.47,40.51063829787234
2010-12-07,18.47,0.47,39.297872340425535
2010-12-08,18.83,0.47,40.06382978723404
2010-12-09,18.77,0.47,39.93617021276596
2010-12-10,19.27,0.47,41.0
2010-12-13,19.1,0.47,40.63829787234043
2010-12-14,19.15,0.47,40.744680851063826
2010-12-15,19.13,0.47,40.702127659574465
2010-12-16,18.53,0.47,39.425531914893625
2010-12-17,18.02,0.47,38.340425531914896
2010-12-20,18.27,0.47,38.87234042553192
2010-12-21,18.23,0.47,38.787234042553195
2010-12-22,18.2,0.47,38.72340425531915
2010-12-23,18.46,0.47,39.276595744680854
2010-12-27,18.58,0.47,39.53191489361702
2010-12-28,18.56,0.47,39.48936170212766
2010-12-29,18.57,0.47,39.51063829787234
2010-12-30,18.17,0.47,38.65957446808511
2010-12-31,18.53,0.47,39.425531914893625
2011-01-03,18.83,0.47,40.06382978723404
2011-01-04,18.62,0.47,39.61702127659575
2011-01-05,19.17,0.47,40.787234042553195
2011-01-06,18.99,0.47,40.40425531914894
2011-01-07,18.9,0.47,40.212765957446805
2011-01-10,19.12,0.47,40.68085106382979
2011-01-11,19.24,0.47,40.93617021276596
2011-01-12,19.9,0.47,42.340425531914896
2011-01-13,20.04,0.47,42.638297872340424
2011-01-14,20.38,0.47,43.361702127659576
2011-01-18,20.74,0.47,44.12765957446808
2011-01-19,20.42,0.47,43.446808510638306
2011-01-20,20.34,0.47,43.276595744680854
2011-01-21,20.47,0.47,43.5531914893617
2011-01-24,20.42,0.47,43.446808510638306
2011-01-25,20.45,0.47,43.51063829787234
2011-01-26,20.73,0.64,32.390625
2011-01-27,21.04,0.64,32.875
2011-01-28,20.46,0.64,31.96875
2011-01-31,20.59,0.64,32.171875
2011-02-01,20.89,0.64,32.640625
2011-02-02,20.59,0.64,32.171875
2011-02-03,20.55,0.64,32.109375
2011-02-04,20.61,0.64,32.203125
2011-02-07,21.13,0.64,33.015625
2011-02-08,21.47,0.64,33.546875
2011-02-09,21.11,0.64,32.984375
2011-02-10,21.6,0.64,33.75
2011-02-11,21.72,0.64,33.9375
2011-02-14,21.8,0.64,34.0625
2011-02-15,21.62,0.64,33.78125
2011-02-16,21.98,0.64,34.34375
2011-02-17,21.99,0.64,34.359375
2011-02-18,21.86,0.64,34.15625
2011-02-22,21.1,0.64,32.96875
2011-02-23,21.0,0.64,32.8125
2011-02-24,21.61,0.64,33.765625
2011-02-25,21.82,0.64,34.09375
2011-02-28,21.75,0.64,33.984375
2011-03-01,21.12,0.64,33.0
2011-03-02,21.05,0.64,32.890625
2011-03-03,21.45,0.64,33.515625
2011-03-04,21.61,0.64,33.765625
2011-03-07,21.54,0.64,33.65625
2011-03-08,22.27,0.64,34.796875
2011-03-09,21.89,0.64,34.203125
2011-03-10,21.7,0.64,33.90625
2011-03-11,21.83,0.64,34.109375
2011-03-14,21.92,0.64,34.25
2011-03-15,21.73,0.64,33.953125
2011-03-16,21.17,0.64,33.078125
2011-03-17,21.62,0.64,33.78125
2011-03-18,22.0,0.64,34.375
2011-03-21,22.64,0.64,35.375
2011-03-22,22.25,0.64,34.765625
2011-03-23,23.44,0.64,36.625
2011-03-24,23.86,0.64,37.28125
2011-03-25,24.0,0.64,37.5
2011-03-28,24.36,0.64,38.0625
2011-03-29,24.49,0.64,38.265625
2011-03-30,24.98,0.64,39.03125
2011-03-31,24.12,0.64,37.6875
2011-04-01,24.15,0.64,37.734375
2011-04-04,24.64,0.64,38.5
2011-04-05,24.6,0.64,38.4375
2011-04-06,24.42,0.64,38.15625
2011-04-07,24.04,0.64,37.5625
2011-04-08,23.85,0.84,28.392857142857146
2011-04-11,24.12,0.84,28.714285714285715
2011-04-12,24.06,0.84,28.642857142857142
2011-04-13,24.23,0.84,28.8452380952381
2011-04-14,23.95,0.84,28.511904761904763
2011-04-15,24.28,0.84,28.90476190476191
2011-04-18,23.85,0.84,28.392857142857146
2011-04-19,24.37,0.84,29.011904761904763
2011-04-20,24.92,0.84,29.66666666666667
2011-04-21,24.76,0.84,29.476190476190478
2011-04-25,24.5,0.84,29.166666666666668
2011-04-26,24.74,0.84,29.452380952380953
2011-04-27,24.5,0.84,29.166666666666668
2011-04-28,24.67,0.84,29.36904761904762
2011-04-29,24.84,0.84,29.571428571428573
2011-05-02,24.67,0.84,29.36904761904762
2011-05-03,24.75,0.84,29.464285714285715
2011-05-04,24.05,0.84,28.630952380952383
2011-05-05,24.01,0.84,28.583333333333336
2011-05-06,24.29,0.84,28.916666666666668
2011-05-09,24.61,0.84,29.297619047619047
2011-05-10,24.58,0.84,29.26190476190476
2011-05-11,24.18,0.84,28.785714285714285
2011-05-12,24.2,0.84,28.80952380952381
2011-05-13,24.24,0.84,28.857142857142858
2011-05-16,25.07,0.84,29.8452380952381
2011-05-17,25.26,0.84,30.071428571428573
2011-05-18,25.33,0.84,30.154761904761905
2011-05-19,25.68,0.84,30.571428571428573
2011-05-20,24.92,0.84,29.66666666666667
2011-05-23,24.43,0.84,29.083333333333336
2011-05-24,23.55,0.84,28.03571428571429
2011-05-25,23.55,0.84,28.03571428571429
2011-05-26,23.8,0.84,28.333333333333336
2011-05-27,23.77,0.84,28.297619047619047
2011-05-31,23.84,0.84,28.380952380952383
2011-06-01,23.43,0.84,27.892857142857142
2011-06-02,23.41,0.84,27.86904761904762
2011-06-03,23.2,0.84,27.61904761904762
2011-06-06,22.43,0.84,26.702380952380953
2011-06-07,22.79,0.84,27.13095238095238
2011-06-08,22.66,0.84,26.976190476190478
2011-06-09,22.82,0.84,27.166666666666668
2011-06-10,22.52,0.84,26.80952380952381
2011-06-13,22.66,0.84,26.976190476190478
2011-06-14,23.18,0.84,27.595238095238095
2011-06-15,22.95,0.84,27.321428571428573
2011-06-16,23.27,0.84,27.702380952380953
2011-06-17,23.09,0.84,27.488095238095237
2011-06-20,23.62,0.84,28.11904761904762
2011-06-21,24.04,0.84,28.61904761904762
2011-06-22,23.59,0.84,28.083333333333336
2011-06-23,23.89,0.84,28.440476190476193
2011-06-24,24.79,0.84,29.511904761904763
2011-06-27,25.21,0.84,30.011904761904763
2011-06-28,26.14,0.84,31.11904761904762
2011-06-29,26.61,0.84,31.67857142857143
2011-06-30,26.75,0.84,31.845238095238095
2011-07-01,26.55,1.09,24.357798165137613
2011-07-05,26.81,1.09,24.596330275229356
2011-07-06,27.04,1.09,24.80733944954128
2011-07-07,27.52,1.09,25.247706422018346
2011-07-08,27.12,1.09,24.880733944954127
2011-07-11,26.7,1.09,24.495412844036696
2011-07-12,26.45,1.09,24.266055045871557
2011-07-13,26.14,1.09,23.981651376146786
2011-07-14,25.42,1.09,23.321100917431192
2011-07-15,25.43,1.09,23.330275229357795
2011-07-18,25.8,1.09,23.6697247706422
2011-07-19,25.81,1.09,23.678899082568805
2011-07-20,26.06,1.09,23.90825688073394
2011-07-21,26.48,1.09,24.293577981651374
2011-07-22,25.97,1.09,23.825688073394492
2011-07-25,26.17,1.09,24.009174311926607
2011-07-26,26.08,1.09,23.92660550458715
2011-07-27,25.51,1.09,23.40366972477064
2011-07-28,25.77,1.09,23.642201834862384
2011-07-29,25.61,1.09,23.495412844036696
2011-08-01,25.6,1.09,23.486238532110093
2011-08-02,24.69,1.09,22.65137614678899
2011-08-03,24.88,1.09,22.825688073394492
2011-08-04,23.44,1.09,21.504587155963304
2011-08-05,22.83,1.09,20.944954128440365
2011-08-08,20.73,1.09,19.01834862385321
2011-08-09,22.63,1.09,20.761467889908253
2011-08-10,21.88,1.09,20.073394495412842
2011-08-11,23.5,1.09,21.559633027522935
2011-08-12,23.33,1.09,21.40366972477064
2011-08-15,23.87,1.09,21.899082568807337
2011-08-16,23.7,1.09,21.743119266055043
2011-08-17,24.0,1.09,22.01834862385321
2011-08-18,22.82,1.09,20.93577981651376
2011-08-19,22.91,1.09,21.01834862385321
2011-08-22,23.25,1.09,21.330275229357795
2011-08-23,23.9,1.09,21.926605504587155
2011-08-24,24.83,1.09,22.779816513761464
2011-08-25,24.4,1.09,22.385321100917427
2011-08-26,24.79,1.09,22.743119266055043
2011-08-29,25.11,1.09,23.03669724770642
2011-08-30,24.92,1.09,22.862385321100916
2011-08-31,25.16,1.09,23.08256880733945
2011-09-01,24.84,1.09,22.78899082568807
2011-09-02,24.22,1.09,22.22018348623853
2011-09-06,23.89,1.09,21.917431192660548
2011-09-07,24.81,1.09,22.761467889908253
2011-09-08,24.48,1.09,22.458715596330276
2011-09-09,23.92,1.09,21.94495412844037
2011-09-12,25.03,1.09,22.96330275229358
2011-09-13,25.08,1.09,23.009174311926603
2011-09-14,25.8,1.09,23.6697247706422
2011-09-15,26.19,1.09,24.027522935779817
2011-09-16,26.47,1.09,24.284403669724767
2011-09-19,26.27,1.09,24.10091743119266
2011-09-20,26.79,1.09,24.577981651376145
2011-09-21,25.34,1.09,23.247706422018346
2011-09-22,25.25,1.09,23.165137614678898
2011-09-23,25.35,1.09,23.256880733944953
2011-09-26,26.03,1.09,23.880733944954127
2011-09-27,24.86,1.09,22.80733944954128
2011-09-28,23.88,1.18,20.23728813559322
2011-09-29,23.6,1.18,20.000000000000004
2011-09-30,22.94,1.18,19.440677966101696
2011-10-03,22.26,1.18,18.86440677966102
2011-10-04,22.86,1.18,19.372881355932204
2011-10-05,22.99,1.18,19.483050847457626
2011-10-06,23.99,1.18,20.33050847457627
2011-10-07,23.41,1.18,19.83898305084746
2011-10-10,24.52,1.18,20.779661016949152
2011-10-11,24.95,1.18,21.14406779661017
2011-10-12,25.43,1.18,21.55084745762712
2011-10-13,24.24,1.18,20.54237288135593
2011-10-14,24.13,1.18,20.449152542372882
2011-10-17,22.87,1.18,19.38135593220339
2011-10-18,23.05,1.18,19.533898305084747
2011-10-19,22.09,1.18,18.720338983050848
2011-10-20,22.47,1.18,19.04237288135593
2011-10-21,23.15,1.18,19.61864406779661
2011-10-24,24.45,1.18,20.720338983050848
2011-10-25,22.92,1.18,19.423728813559325
2011-10-26,23.3,1.18,19.74576271186441
2011-10-27,24.52,1.18,20.779661016949152
2011-10-28,24.48,1.18,20.74576271186441
2011-10-31,23.56,1.18,19.966101694915253
2011-11-01,22.84,1.18,19.35593220338983
2011-11-02,23.57,1.18,19.974576271186443
2011-11-03,24.61,1.18,20.85593220338983
2011-11-04,24.5,1.18,20.762711864406782
2011-11-07,24.72,1.18,20.949152542372882
2011-11-08,24.56,1.18,20.8135593220339
2011-11-09,23.65,1.18,20.04237288135593
2011-11-10,23.74,1.18,20.11864406779661
2011-11-11,24.77,1.18,20.991525423728813
2011-11-14,24.56,1.18,20.8135593220339
2011-11-15,24.91,1.18,21.110169491525426
2011-11-16,23.72,1.18,20.10169491525424
2011-11-17,22.69,1.18,19.228813559322035
2011-11-18,23.03,1.18,19.516949152542374
2011-11-21,22.86,1.18,19.372881355932204
2011-11-22,23.21,1.18,19.66949152542373
2011-11-23,22.91,1.18,19.41525423728814
2011-11-25,22.96,1.18,19.45762711864407
2011-11-28,23.16,1.18,19.6271186440678
2011-11-29,22.74,1.18,19.271186440677965
2011-11-30,23.82,1.18,20.186440677966104
2011-12-01,24.04,1.18,20.372881355932204
2011-12-02,24.21,1.18,20.516949152542374
2011-12-05,24.51,1.18,20.77118644067797
2011-12-06,24.38,1.18,20.661016949152543
2011-12-07,24.53,1.18,20.788135593220343
2011-12-08,23.97,1.18,20.3135593220339
2011-12-09,24.74,1.18,20.966101694915253
2011-12-12,24.21,1.18,20.516949152542374
2011-12-13,23.88,1.18,20.23728813559322
2011-12-14,23.82,1.18,20.186440677966104
2011-12-15,23.07,1.18,19.55084745762712
2011-12-16,24.23,1.18,20.533898305084747
2011-12-19,23.57,1.18,19.974576271186443
2011-12-20,24.22,1.18,20.52542372881356
2011-12-21,24.17,1.18,20.48305084745763
2011-12-22,24.3,1.18,20.593220338983052
2011-12-23,24.49,1.18,20.75423728813559
2011-12-27,24.19,1.18,20.500000000000004
2011-12-28,23.95,1.18,20.296610169491526
2011-12-29,24.14,1.18,20.45762711864407
2011-12-30,24.0,1.18,20.33898305084746
2012-01-03,24.21,1.18,20.516949152542374
2012-01-04,24.31,1.18,20.60169491525424
2012-01-05,24.52,1.18,20.779661016949152
2012-01-06,24.3,1.18,20.593220338983052
2012-01-09,24.4,1.18,20.677966101694913
2012-01-10,25.65,1.18,21.73728813559322
2012-01-11,25.86,1.18,21.915254237288135
2012-01-12,26.33,1.18,22.3135593220339
2012-01-13,26.51,1.18,22.466101694915256
2012-01-17,27.0,1.18,22.88135593220339
2012-01-18,26.92,1.18,22.8135593220339
2012-01-19,27.13,1.18,22.991525423728813
2012-01-20,27.39,1.18,23.211864406779664
2012-01-23,27.74,1.18,23.508474576271187
2012-01-24,27.83,1.18,23.584745762711865
2012-01-25,27.45,1.18,23.26271186440678
2012-01-26,27.96,0.95,29.431578947368422
2012-01-27,27.14,0.95,28.56842105263158
2012-01-30,27.29,0.95,28.726315789473684
2012-01-31,27.18,0.95,28.610526315789475
2012-02-01,27.72,0.95,29.178947368421053
2012-02-02,27.75,0.95,29.210526315789476
2012-02-03,28.22,0.95,29.705263157894738
2012-02-06,28.28,0.95,29.76842105263158
2012-02-07,28.94,0.95,30.463157894736845
2012-02-08,28.78,0.95,30.294736842105266
2012-02-09,28.89,0.95,30.410526315789475
2012-02-10,28.18,0.95,29.663157894736845
2012-02-13,28.68,0.95,30.189473684210526
2012-02-14,28.48,0.95,29.978947368421053
2012-02-15,29.01,0.95,30.536842105263162
2012-02-16,29.58,0.95,31.136842105263156
2012-02-17,29.54,0.95,31.094736842105263
2012-02-21,29.69,0.95,31.252631578947373
2012-02-22,29.72,0.95,31.28421052631579
2012-02-23,30.04,0.95,31.621052631578948
2012-02-24,30.19,0.95,31.778947368421054
2012-02-27,29.84,0.95,31.410526315789475
2012-02-28,30.37,0.95,31.96842105263158
2012-02-29,30.01,0.95,31.589473684210528
2012-03-01,30.67,0.95,32.284210526315796
2012-03-02,30.53,0.95,32.13684210526316
2012-03-05,30.49,0.95,32.09473684210526
2012-03-06,29.93,0.95,31.50526315789474
2012-03-07,30.39,0.95,31.989473684210527
2012-03-08,30.38,0.95,31.978947368421053
2012-03-09,30.61,0.95,32.22105263157895
2012-03-12,30.78,0.95,32.400000000000006
2012-03-13,32.02,0.95,33.70526315789474
2012-03-14,32.04,0.95,33.72631578947369
2012-03-15,32.02,0.95,33.70526315789474
2012-03-16,32.05,0.95,33.73684210526316
2012-03-19,32.48,0.95,34.189473684210526
2012-03-20,31.86,0.95,33.53684210526316
2012-03-21,31.64,0.95,33.305263157894736
2012-03-22,32.49,0.95,34.2
2012-03-23,33.83,0.95,35.61052631578947
2012-03-26,33.83,0.95,35.61052631578947
2012-03-27,33.81,0.95,35.58947368421053
2012-03-28,33.16,0.95,34.90526315789474
2012-03-29,32.95,0.95,34.684210526315795
2012-03-30,33.34,0.95,35.09473684210527
2012-04-02,33.7,0.95,35.47368421052632
2012-04-03,33.51,0.95,35.27368421052631
2012-04-04,33.0,1.18,27.966101694915256
2012-04-05,33.08,1.18,28.033898305084747
2012-04-09,32.65,1.18,27.66949152542373
2012-04-10,32.18,1.18,27.27118644067797
2012-04-11,32.68,1.18,27.69491525423729
2012-04-12,33.27,1.18,28.19491525423729
2012-04-13,32.89,1.18,27.872881355932204
2012-04-16,32.52,1.18,27.559322033898308
2012-04-17,32.83,1.18,27.822033898305083
2012-04-18,32.65,1.18,27.66949152542373
2012-04-19,32.77,1.18,27.77118644067797
2012-04-20,32.93,1.18,27.90677966101695
2012-04-23,32.77,1.18,27.77118644067797
2012-04-24,32.78,1.18,27.779661016949156
2012-04-25,33.54,1.18,28.423728813559322
2012-04-26,33.88,1.18,28.711864406779664
2012-04-27,34.09,1.18,28.88983050847458
2012-04-30,33.9,1.18,28.728813559322035
2012-05-01,34.39,1.18,29.144067796610173
2012-05-02,34.32,1.18,29.084745762711865
2012-05-03,33.76,1.18,28.610169491525422
2012-05-04,33.52,1.18,28.40677966101695
2012-05-07,33.5,1.18,28.389830508474578
2012-05-08,33.38,1.18,28.288135593220343
2012-05-09,33.38,1.18,28.288135593220343
2012-05-10,33.5,1.18,28.389830508474578
2012-05-11,34.12,1.18,28.915254237288135
2012-05-14,33.6,1.18,28.474576271186443
2012-05-15,33.4,1.18,28.305084745762713
2012-05-16,33.09,1.18,28.042372881355938
2012-05-17,31.49,1.18,26.6864406779661
2012-05-18,31.52,1.18,26.71186440677966
2012-05-21,32.51,1.18,27.550847457627118
2012-05-22,32.34,1.18,27.406779661016955
2012-05-23,32.35,1.18,27.41525423728814
2012-05-24,32.62,1.18,27.64406779661017
2012-05-25,32.73,1.18,27.737288135593218
2012-05-29,33.36,1.18,28.271186440677965
2012-05-30,33.27,1.18,28.19491525423729
2012-05-31,33.11,1.18,28.059322033898304
2012-06-01,30.72,1.18,26.033898305084747
2012-06-04,30.8,1.18,26.10169491525424
2012-06-05,31.05,1.18,26.3135593220339
2012-06-06,31.6,1.18,26.779661016949156
2012-06-07,32.26,1.18,27.338983050847457
2012-06-08,32.82,1.18,27.8135593220339
2012-06-11,32.4,1.18,27.45762711864407
2012-06-12,32.92,1.18,27.898305084745765
2012-06-13,32.12,1.18,27.220338983050848
2012-06-14,32.37,1.18,27.43220338983051
2012-06-15,32.99,1.18,27.95762711864407
2012-06-18,32.83,1.18,27.822033898305083
2012-06-19,33.57,1.18,28.449152542372882
2012-06-20,34.14,1.18,28.932203389830512
2012-06-21,33.45,1.18,28.347457627118647
2012-06-22,33.61,1.18,28.48305084745763
2012-06-25,33.6,1.18,28.474576271186443
2012-06-26,33.51,1.01,33.17821782178218
2012-06-27,33.67,1.01,33.336633663366335
2012-06-28,33.36,1.01,33.02970297029703
2012-06-29,34.58,1.01,34.23762376237624
2012-07-02,34.89,1.01,34.54455445544554
2012-07-03,35.45,1.01,35.099009900990104
2012-07-05,35.36,1.01,35.00990099009901
