date,CI,CI_EPS,PE Ratio
,,10.69,
1989-09-19,6.85,10.69,0.6407857811038353
1989-09-20,6.86,10.69,0.6417212347988775
1989-09-21,6.75,10.69,0.6314312441534145
1989-09-22,6.81,10.69,0.637043966323667
1989-09-25,6.74,10.69,0.6304957904583723
1989-09-26,6.76,10.69,0.6323666978484566
1989-09-27,6.69,10.69,0.6258185219831619
1989-09-28,6.83,10.69,0.6389148737137512
1989-09-29,6.94,10.69,0.6492048643592143
1989-10-02,7.07,10.69,0.6613657623947615
1989-10-03,7.11,10.69,0.6651075771749299
1989-10-04,7.1,10.69,0.6641721234798877
1989-10-05,7.1,10.69,0.6641721234798877
1989-10-06,7.07,10.69,0.6613657623947615
1989-10-09,7.06,10.69,0.6604303086997193
1989-10-10,7.08,10.69,0.6623012160898036
1989-10-11,7.08,10.69,0.6623012160898036
1989-10-12,7.08,10.69,0.6623012160898036
1989-10-13,6.75,10.69,0.6314312441534145
1989-10-16,6.86,10.69,0.6417212347988775
1989-10-17,6.85,10.69,0.6407857811038353
1989-10-18,6.94,10.69,0.6492048643592143
1989-10-19,7.03,10.69,0.6576239476145931
1989-10-20,7.07,10.69,0.6613657623947615
1989-10-23,7.1,10.69,0.6641721234798877
1989-10-24,7.1,10.69,0.6641721234798877
1989-10-25,7.19,10.69,0.6725912067352666
1989-10-26,7.26,10.69,0.6791393826005613
1989-10-27,7.1,10.69,0.6641721234798877
1989-10-30,7.06,10.69,0.6604303086997193
1989-10-31,7.1,10.69,0.6641721234798877
1989-11-01,7.15,10.69,0.6688493919550983
1989-11-02,7.14,10.69,0.6679139382600562
1989-11-03,7.14,10.69,0.6679139382600562
1989-11-06,7.06,10.69,0.6604303086997193
1989-11-07,7.11,10.69,0.6651075771749299
1989-11-08,7.14,10.69,0.6679139382600562
1989-11-09,7.07,10.69,0.6613657623947615
1989-11-10,7.18,10.69,0.6716557530402245
1989-11-13,7.14,10.69,0.6679139382600562
1989-11-14,7.18,10.69,0.6716557530402245
1989-11-15,7.26,10.69,0.6791393826005613
1989-11-16,7.31,10.69,0.6838166510757717
1989-11-17,7.42,10.69,0.6941066417212348
1989-11-20,7.33,10.69,0.6856875584658559
1989-11-21,7.32,10.69,0.6847521047708139
1989-11-22,7.18,10.69,0.6716557530402245
1989-11-24,7.24,10.69,0.6772684752104772
1989-11-27,7.21,10.69,0.6744621141253508
1989-11-28,7.18,10.69,0.6716557530402245
1989-11-29,7.11,10.69,0.6651075771749299
1989-11-30,7.15,10.69,0.6688493919550983
1989-12-01,7.21,10.69,0.6744621141253508
1989-12-04,7.15,10.69,0.6688493919550983
1989-12-05,7.04,10.69,0.6585594013096352
1989-12-06,7.03,10.69,0.6576239476145931
1989-12-07,6.97,10.69,0.6520112254443405
1989-12-08,6.96,10.69,0.6510757717492984
1989-12-11,6.97,10.69,0.6520112254443405
1989-12-12,7.01,10.69,0.6557530402245089
1989-12-13,6.97,10.69,0.6520112254443405
1989-12-14,7.0,10.69,0.6548175865294669
1989-12-15,6.86,10.69,0.6417212347988775
1989-12-18,6.65,10.69,0.6220767072029935
1989-12-19,6.53,10.69,0.6108512628624884
1989-12-20,6.56,10.69,0.6136576239476146
1989-12-21,6.6,10.69,0.617399438727783
1989-12-22,6.54,10.69,0.6117867165575305
1989-12-26,6.56,10.69,0.6136576239476146
1989-12-27,6.58,10.69,0.6155285313376988
1989-12-28,6.61,10.69,0.6183348924228251
1989-12-29,6.61,10.69,0.6183348924228251
1990-01-02,6.69,10.69,0.6258185219831619
1990-01-03,6.65,10.69,0.6220767072029935
1990-01-04,6.65,10.69,0.6220767072029935
1990-01-05,6.61,10.69,0.6183348924228251
1990-01-08,6.56,10.69,0.6136576239476146
1990-01-09,6.49,10.69,0.6071094480823199
1990-01-10,6.39,10.69,0.5977549111318989
1990-01-11,6.28,10.69,0.587464920486436
1990-01-12,6.18,10.69,0.578110383536015
1990-01-15,6.06,10.69,0.5668849391955099
1990-01-16,6.0,10.69,0.5612722170252573
1990-01-17,5.85,10.69,0.5472404115996258
1990-01-18,5.93,10.69,0.5547240411599625
1990-01-19,5.99,10.69,0.5603367633302152
1990-01-22,5.75,10.69,0.5378858746492049
1990-01-23,5.67,10.69,0.5304022450888681
1990-01-24,5.58,10.69,0.5219831618334893
1990-01-25,5.5,10.69,0.5144995322731525
1990-01-26,5.51,10.69,0.5154349859681946
1990-01-29,5.49,10.69,0.5135640785781104
1990-01-30,5.47,10.69,0.5116931711880262
1990-01-31,5.49,10.69,0.5135640785781104
1990-02-01,5.49,10.69,0.5135640785781104
1990-02-02,5.44,10.69,0.5088868101028999
1990-02-05,5.4,10.69,0.5051449953227316
1990-02-06,5.43,10.69,0.5079513564078578
1990-02-07,5.4,10.69,0.5051449953227316
1990-02-08,5.28,10.69,0.49391955098222645
1990-02-09,5.21,10.69,0.48737137511693174
1990-02-12,5.1,10.69,0.47708138447146864
1990-02-13,5.22,10.69,0.4883068288119738
1990-02-14,5.22,10.69,0.4883068288119738
1990-02-15,5.28,10.69,0.49391955098222645
1990-02-16,5.38,10.69,0.5032740879326474
1990-02-20,5.36,10.69,0.5014031805425632
1990-02-21,5.56,10.69,0.520112254443405
1990-02-22,5.53,10.69,0.5173058933582788
1990-02-23,5.5,10.69,0.5144995322731525
1990-02-26,5.61,10.69,0.5247895229186156
1990-02-27,5.58,10.69,0.5219831618334893
1990-02-28,5.65,10.69,0.528531337698784
1990-03-01,5.71,10.69,0.5341440598690365
1990-03-02,5.81,10.69,0.5434985968194574
1990-03-05,5.72,10.69,0.5350795135640786
1990-03-06,5.79,10.69,0.5416276894293732
1990-03-07,5.67,10.69,0.5304022450888681
1990-03-08,5.74,10.69,0.5369504209541628
1990-03-09,5.71,10.69,0.5341440598690365
1990-03-12,5.78,10.69,0.5406922357343312
1990-03-13,5.71,10.69,0.5341440598690365
1990-03-14,5.6,10.69,0.5238540692235735
1990-03-15,5.64,10.69,0.5275958840037418
1990-03-16,5.72,10.69,0.5350795135640786
1990-03-19,5.67,10.69,0.5304022450888681
1990-03-20,5.69,10.69,0.5322731524789523
1990-03-21,5.65,10.69,0.528531337698784
1990-03-22,5.53,10.69,0.5173058933582788
1990-03-23,5.53,10.69,0.5173058933582788
1990-03-26,5.51,10.69,0.5154349859681946
1990-03-27,5.54,10.69,0.5182413470533209
1990-03-28,5.65,10.69,0.528531337698784
1990-03-29,5.65,10.69,0.528531337698784
1990-03-30,5.63,10.69,0.5266604303086997
1990-04-02,5.6,10.69,0.5238540692235735
1990-04-03,5.65,10.69,0.528531337698784
1990-04-04,5.68,10.69,0.5313376987839102
1990-04-05,5.67,10.69,0.5304022450888681
1990-04-06,5.57,10.69,0.5210477081384473
1990-04-09,5.64,10.69,0.5275958840037418
1990-04-10,5.61,10.69,0.5247895229186156
1990-04-11,5.51,10.69,0.5154349859681946
1990-04-12,5.61,10.69,0.5247895229186156
1990-04-16,5.61,10.69,0.5247895229186156
1990-04-17,5.57,10.69,0.5210477081384473
1990-04-18,5.53,10.69,0.5173058933582788
1990-04-19,5.44,10.69,0.5088868101028999
1990-04-20,5.38,10.69,0.5032740879326474
1990-04-23,5.24,10.69,0.49017773620205807
1990-04-24,5.19,10.69,0.4855004677268476
1990-04-25,5.19,10.69,0.4855004677268476
1990-04-26,5.14,10.69,0.480823199251637
1990-04-27,5.11,10.69,0.4780168381665108
1990-04-30,5.11,10.69,0.4780168381665108
1990-05-01,5.08,10.69,0.4752104770813845
1990-05-02,5.07,10.69,0.4742750233863424
1990-05-03,5.13,10.69,0.47988774555659497
1990-05-04,5.13,10.69,0.47988774555659497
1990-05-07,5.14,10.69,0.480823199251637
1990-05-08,5.22,10.69,0.4883068288119738
1990-05-09,5.32,10.69,0.49766136576239484
1990-05-10,5.35,10.69,0.500467726847521
1990-05-11,5.44,10.69,0.5088868101028999
1990-05-14,5.67,10.69,0.5304022450888681
1990-05-15,5.63,10.69,0.5266604303086997
1990-05-16,5.67,10.69,0.5304022450888681
1990-05-17,5.69,10.69,0.5322731524789523
1990-05-18,5.63,10.69,0.5266604303086997
1990-05-21,5.69,10.69,0.5322731524789523
1990-05-22,5.74,10.69,0.5369504209541628
1990-05-23,5.76,10.69,0.538821328344247
1990-05-24,5.81,10.69,0.5434985968194574
1990-05-25,5.75,10.69,0.5378858746492049
1990-05-29,5.78,10.69,0.5406922357343312
1990-05-30,5.76,10.69,0.538821328344247
1990-05-31,5.78,10.69,0.5406922357343312
1990-06-01,5.86,10.69,0.548175865294668
1990-06-04,5.97,10.69,0.558465855940131
1990-06-05,6.14,10.69,0.5743685687558466
1990-06-06,6.11,10.69,0.5715622076707203
1990-06-07,6.07,10.69,0.567820392890552
1990-06-08,5.86,10.69,0.548175865294668
1990-06-11,6.01,10.69,0.5622076707202993
1990-06-12,5.96,10.69,0.5575304022450889
1990-06-13,5.94,10.69,0.5556594948550048
1990-06-14,5.86,10.69,0.548175865294668
1990-06-15,5.82,10.69,0.5444340505144996
1990-06-18,5.75,10.69,0.5378858746492049
1990-06-19,5.68,10.69,0.5313376987839102
1990-06-20,5.67,10.69,0.5304022450888681
1990-06-21,5.72,10.69,0.5350795135640786
1990-06-22,5.64,10.69,0.5275958840037418
1990-06-25,5.57,10.69,0.5210477081384473
1990-06-26,5.57,10.69,0.5210477081384473
1990-06-27,5.6,10.69,0.5238540692235735
1990-06-28,5.57,10.69,0.5210477081384473
1990-06-29,5.57,10.69,0.5210477081384473
1990-07-02,5.58,10.69,0.5219831618334893
1990-07-03,5.57,10.69,0.5210477081384473
1990-07-05,5.5,10.69,0.5144995322731525
1990-07-06,5.51,10.69,0.5154349859681946
1990-07-09,5.57,10.69,0.5210477081384473
1990-07-10,5.5,10.69,0.5144995322731525
1990-07-11,5.53,10.69,0.5173058933582788
1990-07-12,5.53,10.69,0.5173058933582788
1990-07-13,5.54,10.69,0.5182413470533209
1990-07-16,5.51,10.69,0.5154349859681946
1990-07-17,5.54,10.69,0.5182413470533209
1990-07-18,5.53,10.69,0.5173058933582788
1990-07-19,5.53,10.69,0.5173058933582788
1990-07-20,5.39,10.69,0.5042095416276894
1990-07-23,5.29,10.69,0.4948550046772685
1990-07-24,5.24,10.69,0.49017773620205807
1990-07-25,5.28,10.69,0.49391955098222645
1990-07-26,5.28,10.69,0.49391955098222645
1990-07-27,5.24,10.69,0.49017773620205807
1990-07-30,5.24,10.69,0.49017773620205807
1990-07-31,5.22,10.69,0.4883068288119738
1990-08-01,5.25,10.69,0.4911131898971001
1990-08-02,5.25,10.69,0.4911131898971001
1990-08-03,5.14,10.69,0.480823199251637
1990-08-06,5.01,10.69,0.4686623012160898
1990-08-07,5.07,10.69,0.4742750233863424
1990-08-08,5.06,10.69,0.47333956969130025
1990-08-09,5.04,10.69,0.4714686623012161
1990-08-10,5.03,10.69,0.47053320860617404
1990-08-13,5.0,10.69,0.4677268475210477
1990-08-14,5.01,10.69,0.4686623012160898
1990-08-15,5.06,10.69,0.47333956969130025
1990-08-16,4.9,10.69,0.45837231057062683
1990-08-17,4.85,10.69,0.4536950420954163
1990-08-20,4.86,10.69,0.45463049579045844
1990-08-21,4.76,10.69,0.4452759588400374
1990-08-22,4.79,10.69,0.44808231992516373
1990-08-23,4.71,10.69,0.44059869036482696
1990-08-24,4.67,10.69,0.4368568755846586
1990-08-27,4.68,10.69,0.43779232927970063
1990-08-28,4.67,10.69,0.4368568755846586
1990-08-29,4.67,10.69,0.4368568755846586
1990-08-30,4.63,10.69,0.4331150608044902
1990-08-31,4.69,10.69,0.4387277829747428
1990-09-04,4.71,10.69,0.44059869036482696
1990-09-05,4.72,10.69,0.441534144059869
1990-09-06,4.65,10.69,0.4349859681945744
1990-09-07,4.71,10.69,0.44059869036482696
1990-09-10,4.71,10.69,0.44059869036482696
1990-09-11,4.69,10.69,0.4387277829747428
1990-09-12,4.71,10.69,0.44059869036482696
1990-09-13,4.65,10.69,0.4349859681945744
1990-09-14,4.47,10.69,0.41814780168381666
1990-09-17,4.61,10.69,0.43124415341440603
1990-09-18,4.64,10.69,0.43405051449953225
1990-09-19,4.67,10.69,0.4368568755846586
1990-09-20,4.6,10.69,0.43030869971936386
1990-09-21,4.51,10.69,0.42188961646398504
1990-09-24,4.38,10.69,0.4097287184284378
1990-09-25,4.33,10.69,0.40505144995322734
1990-09-26,4.24,10.69,0.3966323666978485
1990-09-27,4.1,10.69,0.3835360149672591
1990-09-28,4.19,10.69,0.391955098222638
1990-10-01,4.39,10.69,0.4106641721234799
1990-10-02,4.39,10.69,0.4106641721234799
1990-10-03,4.31,10.69,0.4031805425631431
1990-10-04,4.32,10.69,0.4041159962581853
1990-10-05,4.01,10.69,0.37511693171188026
1990-10-08,3.92,10.69,0.36669784845650144
1990-10-09,3.79,10.69,0.3545369504209542
1990-10-10,3.74,10.69,0.34985968194574374
1990-10-11,3.81,10.69,0.3564078578110384
1990-10-12,3.96,10.69,0.3704396632366698
1990-10-15,4.0,10.69,0.3741814780168382
1990-10-16,4.0,10.69,0.3741814780168382
1990-10-17,4.03,10.69,0.3769878391019645
1990-10-18,4.08,10.69,0.381665107577175
1990-10-19,4.19,10.69,0.391955098222638
1990-10-22,4.25,10.69,0.39756782039289057
1990-10-23,4.24,10.69,0.3966323666978485
1990-10-24,4.17,10.69,0.3900841908325538
1990-10-25,4.1,10.69,0.3835360149672591
1990-10-26,3.96,10.69,0.3704396632366698
1990-10-29,3.81,10.69,0.3564078578110384
1990-10-30,3.81,10.69,0.3564078578110384
1990-10-31,3.76,10.69,0.35173058933582785
