date,HUM,HUM_EPS,PE Ratio
,,0.04,
1981-12-31,9.72,0.04,243.0
1982-01-04,10.07,0.04,251.75
1982-01-05,9.86,0.04,246.49999999999997
1982-01-06,9.79,0.04,244.74999999999997
1982-01-07,9.79,0.04,244.74999999999997
1982-01-08,9.86,0.04,246.49999999999997
1982-01-11,9.69,0.04,242.24999999999997
1982-01-12,9.62,0.04,240.49999999999997
1982-01-13,9.62,0.04,240.49999999999997
1982-01-14,9.48,0.04,237.0
1982-01-15,9.41,0.04,235.25
1982-01-18,9.27,0.04,231.74999999999997
1982-01-19,9.13,0.04,228.25000000000003
1982-01-20,9.1,0.04,227.5
1982-01-21,9.03,0.04,225.74999999999997
1982-01-22,8.96,0.04,224.00000000000003
1982-01-25,8.96,0.04,224.00000000000003
1982-01-26,8.75,0.04,218.75
1982-01-27,8.78,0.04,219.49999999999997
1982-01-28,9.51,0.04,237.75
1982-01-29,9.9,0.04,247.5
1982-02-01,9.48,0.04,237.0
1982-02-02,9.53,0.04,238.24999999999997
1982-02-03,9.74,0.04,243.5
1982-02-04,9.38,0.04,234.50000000000003
1982-02-05,9.79,0.04,244.74999999999997
1982-02-08,9.84,0.04,246.0
1982-02-09,9.64,0.04,241.0
1982-02-10,9.9,0.04,247.5
1982-02-11,9.84,0.04,246.0
1982-02-12,10.1,0.04,252.5
1982-02-16,9.95,0.04,248.74999999999997
1982-02-17,10.16,0.04,254.0
1982-02-18,10.42,0.04,260.5
1982-02-19,10.63,0.04,265.75
1982-02-22,10.21,0.04,255.25000000000003
1982-02-23,10.21,0.04,255.25000000000003
1982-02-24,10.42,0.04,260.5
1982-02-25,10.42,0.04,260.5
1982-02-26,10.21,0.04,255.25000000000003
1982-03-01,10.36,0.04,259.0
1982-03-02,10.31,0.04,257.75
1982-03-03,10.1,0.04,252.5
1982-03-04,9.9,0.04,247.5
1982-03-05,9.64,0.04,241.0
1982-03-08,9.01,0.04,225.25
1982-03-09,9.58,0.04,239.5
1982-03-10,9.38,0.04,234.50000000000003
1982-03-11,9.11,0.04,227.74999999999997
1982-03-12,8.7,0.04,217.49999999999997
1982-03-15,8.8,0.04,220.0
1982-03-16,8.91,0.04,222.75
1982-03-17,8.54,0.04,213.49999999999997
1982-03-18,8.8,0.04,220.0
1982-03-19,9.06,0.04,226.5
1982-03-22,9.48,0.04,237.0
1982-03-23,9.69,0.04,242.24999999999997
1982-03-24,10.0,0.04,250.0
1982-03-25,10.0,0.04,250.0
1982-03-26,9.79,0.04,244.74999999999997
1982-03-29,9.69,0.04,242.24999999999997
1982-03-30,9.79,0.04,244.74999999999997
1982-03-31,9.84,0.04,246.0
1982-04-01,9.79,0.04,244.74999999999997
1982-04-02,10.42,0.04,260.5
1982-04-05,10.31,0.04,257.75
1982-04-06,10.36,0.04,259.0
1982-04-07,10.47,0.04,261.75
1982-04-08,10.63,0.04,265.75
1982-04-12,10.47,0.04,261.75
1982-04-13,10.63,0.04,265.75
1982-04-14,10.42,0.04,260.5
1982-04-15,10.63,0.04,265.75
1982-04-16,11.04,0.04,276.0
1982-04-19,10.73,0.04,268.25
1982-04-20,10.57,0.04,264.25
1982-04-21,10.42,0.04,260.5
1982-04-22,10.52,0.04,263.0
1982-04-23,10.68,0.04,267.0
1982-04-26,11.09,0.04,277.25
1982-04-27,11.04,0.04,276.0
1982-04-28,10.99,0.04,274.75
1982-04-29,10.78,0.04,269.5
1982-04-30,10.78,0.04,269.5
1982-05-03,10.94,0.04,273.5
1982-05-04,10.89,0.04,272.25
1982-05-05,10.78,0.04,269.5
1982-05-06,10.78,0.04,269.5
1982-05-07,10.73,0.04,268.25
1982-05-10,10.57,0.04,264.25
1982-05-11,10.63,0.04,265.75
1982-05-12,10.52,0.04,263.0
1982-05-13,10.57,0.04,264.25
1982-05-14,10.42,0.04,260.5
1982-05-17,10.57,0.04,264.25
1982-05-18,10.36,0.04,259.0
1982-05-19,10.31,0.04,257.75
1982-05-20,10.21,0.04,255.25000000000003
1982-05-21,10.31,0.04,257.75
1982-05-24,10.1,0.04,252.5
1982-05-25,10.21,0.04,255.25000000000003
1982-05-26,10.05,0.04,251.25
1982-05-27,9.9,0.04,247.5
1982-05-28,9.79,0.04,244.74999999999997
1982-06-01,9.48,0.04,237.0
1982-06-02,9.43,0.04,235.75
1982-06-03,9.48,0.04,237.0
1982-06-04,9.27,0.04,231.74999999999997
1982-06-07,9.22,0.04,230.5
1982-06-08,9.17,0.04,229.25
1982-06-09,9.17,0.04,229.25
1982-06-10,9.27,0.04,231.74999999999997
1982-06-11,10.0,0.04,250.0
1982-06-14,9.9,0.04,247.5
1982-06-15,10.1,0.04,252.5
1982-06-16,9.84,0.04,246.0
1982-06-17,9.84,0.04,246.0
1982-06-18,9.79,0.04,244.74999999999997
1982-06-21,9.95,0.04,248.74999999999997
1982-06-22,10.1,0.04,252.5
1982-06-23,10.1,0.04,252.5
1982-06-24,10.16,0.04,254.0
1982-06-25,10.16,0.04,254.0
1982-06-28,10.26,0.04,256.5
1982-06-29,10.21,0.04,255.25000000000003
1982-06-30,10.42,0.04,260.5
1982-07-01,10.26,0.04,256.5
1982-07-02,10.16,0.04,254.0
1982-07-06,10.0,0.04,250.0
1982-07-07,9.9,0.04,247.5
1982-07-08,9.84,0.04,246.0
1982-07-09,9.95,0.04,248.74999999999997
1982-07-12,10.78,0.04,269.5
1982-07-13,10.89,0.04,272.25
1982-07-14,10.78,0.04,269.5
1982-07-15,10.73,0.04,268.25
1982-07-16,10.83,0.04,270.75
1982-07-19,11.25,0.04,281.25
1982-07-20,11.46,0.04,286.5
1982-07-21,11.46,0.04,286.5
1982-07-22,11.56,0.04,289.0
1982-07-23,11.51,0.04,287.75
1982-07-26,11.35,0.04,283.75
1982-07-27,11.15,0.04,278.75
1982-07-28,10.73,0.04,268.25
1982-07-29,11.25,0.04,281.25
1982-07-30,11.04,0.04,276.0
1982-08-02,11.25,0.04,281.25
1982-08-03,10.94,0.04,273.5
1982-08-04,10.73,0.04,268.25
1982-08-05,10.52,0.04,263.0
1982-08-06,10.42,0.04,260.5
1982-08-09,10.21,0.04,255.25000000000003
1982-08-10,10.31,0.04,257.75
1982-08-11,10.31,0.04,257.75
1982-08-12,10.63,0.04,265.75
1982-08-13,10.83,0.04,270.75
1982-08-16,10.89,0.04,272.25
1982-08-17,11.35,0.04,283.75
1982-08-18,11.46,0.04,286.5
1982-08-19,11.51,0.04,287.75
1982-08-20,11.88,0.04,297.0
1982-08-23,11.88,0.04,297.0
1982-08-24,12.08,0.04,302.0
1982-08-25,12.5,0.04,312.5
1982-08-26,12.76,0.04,319.0
1982-08-27,12.66,0.04,316.5
1982-08-30,12.76,0.04,319.0
1982-08-31,13.28,0.04,332.0
1982-09-01,13.02,0.04,325.5
1982-09-02,13.13,0.04,328.25
1982-09-03,13.44,0.04,336.0
1982-09-07,12.92,0.04,323.0
1982-09-08,12.81,0.04,320.25
1982-09-09,12.81,0.04,320.25
1982-09-10,12.6,0.04,315.0
1982-09-13,12.5,0.04,312.5
1982-09-14,12.66,0.04,316.5
1982-09-15,13.49,0.04,337.25
1982-09-16,13.44,0.04,336.0
1982-09-17,12.92,0.04,323.0
1982-09-20,12.92,0.04,323.0
1982-09-21,13.59,0.04,339.75
1982-09-22,13.44,0.04,336.0
1982-09-23,13.75,0.04,343.75
1982-09-24,13.7,0.04,342.5
1982-09-27,13.75,0.04,343.75
1982-09-28,13.59,0.04,339.75
1982-09-29,13.39,0.04,334.75
1982-09-30,13.33,0.04,333.25
1982-10-01,13.75,0.04,343.75
1982-10-04,13.7,0.04,342.5
1982-10-05,14.01,0.04,350.25
1982-10-06,14.79,0.04,369.74999999999994
1982-10-07,15.21,0.04,380.25
1982-10-08,15.89,0.04,397.25
1982-10-11,16.09,0.04,402.25
1982-10-12,15.99,0.04,399.75
1982-10-13,15.99,0.04,399.75
1982-10-14,16.04,0.04,400.99999999999994
1982-10-15,15.89,0.04,397.25
1982-10-18,16.51,0.04,412.75000000000006
1982-10-19,16.72,0.04,417.99999999999994
1982-10-20,16.35,0.04,408.75
1982-10-21,16.61,0.04,415.25
1982-10-22,16.67,0.04,416.75000000000006
1982-10-25,16.09,0.04,402.25
1982-10-26,15.99,0.04,399.75
1982-10-27,16.04,0.04,400.99999999999994
1982-10-28,16.04,0.04,400.99999999999994
1982-10-29,15.83,0.04,395.75
1982-11-01,15.89,0.04,397.25
1982-11-02,16.67,0.04,416.75000000000006
1982-11-03,17.81,0.04,445.24999999999994
1982-11-04,17.86,0.04,446.5
1982-11-05,17.08,0.04,426.99999999999994
1982-11-08,16.77,0.04,419.25
1982-11-09,17.03,0.04,425.75
1982-11-10,17.08,0.04,426.99999999999994
1982-11-11,17.71,0.04,442.75
1982-11-12,16.72,0.04,417.99999999999994
1982-11-15,16.77,0.04,419.25
1982-11-16,16.3,0.04,407.5
1982-11-17,16.41,0.04,410.25
1982-11-18,16.35,0.04,408.75
1982-11-19,16.41,0.04,410.25
1982-11-22,16.25,0.04,406.25
1982-11-23,16.35,0.04,408.75
1982-11-24,16.67,0.04,416.75000000000006
1982-11-26,17.08,0.04,426.99999999999994
1982-11-29,16.88,0.04,421.99999999999994
1982-11-30,17.76,0.04,444.00000000000006
1982-12-01,17.6,0.04,440.0
1982-12-02,17.81,0.04,445.24999999999994
1982-12-03,17.81,0.04,445.24999999999994
1982-12-06,18.18,0.04,454.5
1982-12-07,18.54,0.04,463.49999999999994
1982-12-08,18.8,0.04,470.0
1982-12-09,18.33,0.04,458.24999999999994
1982-12-10,18.28,0.04,457.0
1982-12-13,18.18,0.04,454.5
1982-12-14,17.29,0.04,432.24999999999994
1982-12-15,16.67,0.04,416.75000000000006
1982-12-16,16.98,0.04,424.5
1982-12-17,17.4,0.04,434.99999999999994
1982-12-20,17.5,0.04,437.5
1982-12-21,17.92,0.04,448.00000000000006
1982-12-22,18.23,0.04,455.75
1982-12-23,18.54,0.04,463.49999999999994
1982-12-27,18.59,0.04,464.75
1982-12-28,18.75,0.04,468.75
1982-12-29,18.75,0.04,468.75
1982-12-30,18.7,0.04,467.5
1982-12-31,18.75,0.04,468.75
1983-01-03,18.33,0.04,458.24999999999994
1983-01-04,17.81,0.04,445.24999999999994
1983-01-05,18.18,0.04,454.5
1983-01-06,19.27,0.04,481.75
1983-01-07,18.91,0.04,472.75
1983-01-10,18.8,0.04,470.0
1983-01-11,18.75,0.04,468.75
1983-01-12,19.11,0.04,477.75
1983-01-13,18.75,0.04,468.75
1983-01-14,18.54,0.04,463.49999999999994
1983-01-17,18.13,0.04,453.24999999999994
1983-01-18,17.6,0.04,440.0
1983-01-19,16.56,0.04,413.99999999999994
1983-01-20,16.46,0.04,411.5
1983-01-21,16.09,0.04,402.25
1983-01-24,15.26,0.04,381.5
1983-01-25,16.04,0.04,400.99999999999994
1983-01-26,16.25,0.04,406.25
1983-01-27,16.88,0.04,421.99999999999994
1983-01-28,16.88,0.04,421.99999999999994
1983-01-31,16.61,0.04,415.25
1983-02-01,16.46,0.04,411.5
1983-02-02,16.81,0.04,420.24999999999994
1983-02-03,16.39,0.04,409.75
1983-02-04,16.39,0.04,409.75
1983-02-07,16.88,0.04,421.99999999999994
1983-02-08,16.94,0.04,423.5
1983-02-09,17.08,0.04,426.99999999999994
1983-02-10,17.36,0.04,434.0
1983-02-11,17.71,0.04,442.75
1983-02-14,18.13,0.04,453.24999999999994
1983-02-15,18.26,0.04,456.50000000000006
1983-02-16,18.13,0.04,453.24999999999994
1983-02-17,17.99,0.04,449.74999999999994
1983-02-18,17.57,0.04,439.25
1983-02-22,17.43,0.04,435.75
1983-02-23,17.36,0.04,434.0
1983-02-24,17.71,0.04,442.75
1983-02-25,17.92,0.04,448.00000000000006
1983-02-28,17.78,0.04,444.5
1983-03-01,18.33,0.04,458.24999999999994
1983-03-02,17.99,0.04,449.74999999999994
1983-03-03,18.13,0.04,453.24999999999994
1983-03-04,18.4,0.04,459.99999999999994
1983-03-07,18.82,0.04,470.5
1983-03-08,19.1,0.04,477.5
1983-03-09,19.24,0.04,480.99999999999994
1983-03-10,19.31,0.04,482.74999999999994
1983-03-11,19.31,0.04,482.74999999999994
1983-03-14,19.38,0.04,484.49999999999994
1983-03-15,19.24,0.04,480.99999999999994
1983-03-16,19.17,0.04,479.25000000000006
1983-03-17,18.68,0.04,467.0
1983-03-18,18.96,0.04,474.0
1983-03-21,19.38,0.04,484.49999999999994
1983-03-22,18.89,0.04,472.25
1983-03-23,19.03,0.04,475.75
1983-03-24,19.44,0.04,486.0
1983-03-25,20.49,0.04,512.25
1983-03-28,20.76,0.04,519.0
1983-03-29,20.28,0.04,507.0
1983-03-30,20.83,0.04,520.75
1983-03-31,20.83,0.04,520.75
1983-04-04,20.83,0.04,520.75
1983-04-05,21.25,0.04,531.25
1983-04-06,21.11,0.04,527.75
1983-04-07,20.69,0.04,517.25
1983-04-08,20.49,0.04,512.25
1983-04-11,20.83,0.04,520.75
1983-04-12,20.97,0.04,524.25
1983-04-13,20.9,0.04,522.5
1983-04-14,20.9,0.04,522.5
1983-04-15,21.32,0.04,533.0
1983-04-18,21.67,0.04,541.75
1983-04-19,21.6,0.04,540.0
1983-04-20,21.67,0.04,541.75
1983-04-21,21.46,0.04,536.5
1983-04-22,21.6,0.04,540.0
1983-04-25,21.04,0.04,526.0
1983-04-26,21.6,0.04,540.0
1983-04-27,21.74,0.04,543.5
1983-04-28,22.01,0.04,550.25
1983-04-29,22.01,0.04,550.25
1983-05-02,22.08,0.04,552.0
1983-05-03,22.01,0.04,550.25
1983-05-04,21.53,0.04,538.25
1983-05-05,21.53,0.04,538.25
1983-05-06,21.39,0.04,534.75
1983-05-09,20.9,0.04,522.5
1983-05-10,21.25,0.04,531.25
1983-05-11,21.6,0.04,540.0
1983-05-12,21.11,0.04,527.75
1983-05-13,20.9,0.04,522.5
1983-05-16,20.28,0.04,507.0
1983-05-17,20.07,0.04,501.75
1983-05-18,19.65,0.04,491.24999999999994
1983-05-19,20.14,0.04,503.5
1983-05-20,20.14,0.04,503.5
1983-05-23,20.83,0.04,520.75
