date,HUM,HUM_EPS,PE Ratio
1983-05-24,21.39,0.04,534.75
1983-05-25,21.32,0.04,533.0
1983-05-26,20.69,0.04,517.25
1983-05-27,20.97,0.04,524.25
1983-05-31,20.97,0.04,524.25
1983-06-01,21.11,0.04,527.75
1983-06-02,20.69,0.04,517.25
1983-06-03,20.42,0.04,510.50000000000006
1983-06-06,20.28,0.04,507.0
1983-06-07,20.35,0.04,508.75
1983-06-08,20.35,0.04,508.75
1983-06-09,20.69,0.04,517.25
1983-06-10,20.35,0.04,508.75
1983-06-13,19.79,0.04,494.74999999999994
1983-06-14,20.69,0.04,517.25
1983-06-15,21.46,0.04,536.5
1983-06-16,21.88,0.04,547.0
1983-06-17,21.67,0.04,541.75
1983-06-20,21.25,0.04,531.25
1983-06-21,21.32,0.04,533.0
1983-06-22,21.74,0.04,543.5
1983-06-23,21.67,0.04,541.75
1983-06-24,21.6,0.04,540.0
1983-06-27,21.11,0.04,527.75
1983-06-28,20.83,0.04,520.75
1983-06-29,20.69,0.04,517.25
1983-06-30,20.56,0.04,514.0
1983-07-01,20.42,0.04,510.50000000000006
1983-07-05,20.14,0.04,503.5
1983-07-06,20.63,0.04,515.75
1983-07-07,20.21,0.04,505.25
1983-07-08,19.86,0.04,496.5
1983-07-11,19.93,0.04,498.25
1983-07-12,20.49,0.04,512.25
1983-07-13,20.14,0.04,503.5
1983-07-14,20.0,0.04,500.0
1983-07-15,19.93,0.04,498.25
1983-07-18,19.79,0.04,494.74999999999994
1983-07-19,19.58,0.04,489.49999999999994
1983-07-20,20.0,0.04,500.0
1983-07-21,19.51,0.04,487.75000000000006
1983-07-22,19.24,0.04,480.99999999999994
1983-07-25,19.24,0.04,480.99999999999994
1983-07-26,19.38,0.04,484.49999999999994
1983-07-27,18.61,0.04,465.25
1983-07-28,17.78,0.04,444.5
1983-07-29,17.08,0.04,426.99999999999994
1983-08-01,16.81,0.04,420.24999999999994
1983-08-02,17.08,0.04,426.99999999999994
1983-08-03,17.29,0.04,432.24999999999994
1983-08-04,17.5,0.04,437.5
1983-08-05,17.99,0.04,449.74999999999994
1983-08-08,17.5,0.04,437.5
1983-08-09,17.71,0.04,442.75
1983-08-10,18.19,0.04,454.75
1983-08-11,18.68,0.04,467.0
1983-08-12,18.06,0.04,451.49999999999994
1983-08-15,18.68,0.04,467.0
1983-08-16,17.64,0.04,441.0
1983-08-17,17.78,0.04,444.5
1983-08-18,17.85,0.04,446.25
1983-08-19,17.92,0.04,448.00000000000006
1983-08-22,17.43,0.04,435.75
1983-08-23,17.15,0.04,428.74999999999994
1983-08-24,16.74,0.04,418.49999999999994
1983-08-25,16.67,0.04,416.75000000000006
1983-08-26,17.01,0.04,425.25000000000006
1983-08-29,17.36,0.04,434.0
1983-08-30,18.4,0.04,459.99999999999994
1983-08-31,18.47,0.04,461.74999999999994
1983-09-01,19.1,0.04,477.5
1983-09-02,19.31,0.04,482.74999999999994
1983-09-06,19.24,0.04,480.99999999999994
1983-09-07,19.17,0.04,479.25000000000006
1983-09-08,18.89,0.04,472.25
1983-09-09,19.03,0.04,475.75
1983-09-12,18.47,0.04,461.74999999999994
1983-09-13,17.78,0.04,444.5
1983-09-14,17.71,0.04,442.75
1983-09-15,17.57,0.04,439.25
1983-09-16,18.13,0.04,453.24999999999994
1983-09-19,18.75,0.04,468.75
1983-09-20,19.31,0.04,482.74999999999994
1983-09-21,19.1,0.04,477.5
1983-09-22,18.96,0.04,474.0
1983-09-23,18.61,0.04,465.25
1983-09-26,17.99,0.04,449.74999999999994
1983-09-27,17.57,0.04,439.25
1983-09-28,17.5,0.04,437.5
1983-09-29,17.78,0.04,444.5
1983-09-30,17.64,0.04,441.0
1983-10-03,17.85,0.04,446.25
1983-10-04,18.06,0.04,451.49999999999994
1983-10-05,18.19,0.04,454.75
1983-10-06,18.89,0.04,472.25
1983-10-07,19.58,0.04,489.49999999999994
1983-10-10,19.1,0.04,477.5
1983-10-11,19.17,0.04,479.25000000000006
1983-10-12,19.03,0.04,475.75
1983-10-13,18.54,0.04,463.49999999999994
1983-10-14,18.47,0.04,461.74999999999994
1983-10-17,17.92,0.04,448.00000000000006
1983-10-18,17.43,0.04,435.75
1983-10-19,16.81,0.04,420.24999999999994
1983-10-20,16.6,0.04,415.0
1983-10-21,15.69,0.04,392.25
1983-10-24,15.9,0.04,397.5
1983-10-25,15.76,0.04,394.0
1983-10-26,15.07,0.04,376.75
1983-10-27,14.31,0.04,357.75
1983-10-28,14.72,0.04,368.0
1983-10-31,14.51,0.04,362.75
1983-11-01,14.44,0.04,361.0
1983-11-02,14.72,0.04,368.0
1983-11-03,15.21,0.04,380.25
1983-11-04,15.07,0.04,376.75
1983-11-07,15.0,0.04,375.0
1983-11-08,15.14,0.04,378.5
1983-11-09,15.21,0.04,380.25
1983-11-10,15.49,0.04,387.25
1983-11-11,15.76,0.04,394.0
1983-11-14,15.97,0.04,399.25
1983-11-15,15.9,0.04,397.5
1983-11-16,15.69,0.04,392.25
1983-11-17,15.21,0.04,380.25
1983-11-18,15.14,0.04,378.5
1983-11-21,14.72,0.04,368.0
1983-11-22,14.79,0.04,369.74999999999994
1983-11-23,14.72,0.04,368.0
1983-11-25,14.86,0.04,371.5
1983-11-28,14.93,0.04,373.25
1983-11-29,14.44,0.04,361.0
1983-11-30,14.03,0.04,350.75
1983-12-01,13.96,0.04,349.0
1983-12-02,13.19,0.04,329.75
1983-12-05,13.4,0.04,335.0
1983-12-06,13.89,0.04,347.25
1983-12-07,14.17,0.04,354.25
1983-12-08,14.1,0.04,352.5
1983-12-09,13.96,0.04,349.0
1983-12-12,14.1,0.04,352.5
1983-12-13,14.44,0.04,361.0
1983-12-14,14.31,0.04,357.75
1983-12-15,13.47,0.04,336.75
1983-12-16,13.89,0.04,347.25
1983-12-19,14.1,0.04,352.5
1983-12-20,14.38,0.04,359.5
1983-12-21,14.38,0.04,359.5
1983-12-22,14.24,0.04,356.0
1983-12-23,14.58,0.04,364.5
1983-12-27,14.44,0.04,361.0
1983-12-28,14.38,0.04,359.5
1983-12-29,14.51,0.04,362.75
1983-12-30,14.58,0.04,364.5
1984-01-03,15.14,0.04,378.5
1984-01-04,15.83,0.04,395.75
1984-01-05,16.11,0.04,402.75
1984-01-06,15.97,0.04,399.25
1984-01-09,15.9,0.04,397.5
1984-01-10,15.21,0.04,380.25
1984-01-11,15.42,0.04,385.5
1984-01-12,15.56,0.04,389.0
1984-01-13,15.63,0.04,390.75
1984-01-16,15.28,0.04,382.0
1984-01-17,15.76,0.04,394.0
1984-01-18,15.49,0.04,387.25
1984-01-19,15.83,0.04,395.75
1984-01-20,15.49,0.04,387.25
1984-01-23,15.35,0.04,383.75
1984-01-24,15.49,0.04,387.25
1984-01-25,15.56,0.04,389.0
1984-01-26,15.56,0.04,389.0
1984-01-27,15.83,0.04,395.75
1984-01-30,15.56,0.04,389.0
1984-01-31,15.83,0.04,395.75
1984-02-01,16.17,0.04,404.25000000000006
1984-02-02,16.33,0.04,408.24999999999994
1984-02-03,16.17,0.04,404.25000000000006
1984-02-06,15.5,0.04,387.5
1984-02-07,15.58,0.04,389.5
1984-02-08,15.58,0.04,389.5
1984-02-09,15.83,0.04,395.75
1984-02-10,16.25,0.04,406.25
1984-02-13,16.0,0.04,400.0
1984-02-14,16.25,0.04,406.25
1984-02-15,16.0,0.04,400.0
1984-02-16,16.08,0.04,401.99999999999994
1984-02-17,15.92,0.04,398.0
1984-02-21,15.67,0.04,391.75
1984-02-22,15.58,0.04,389.5
1984-02-23,15.5,0.04,387.5
1984-02-24,16.17,0.04,404.25000000000006
1984-02-27,16.42,0.04,410.50000000000006
1984-02-28,15.83,0.04,395.75
1984-02-29,15.75,0.04,393.75
1984-03-01,15.58,0.04,389.5
1984-03-02,15.83,0.04,395.75
1984-03-05,15.83,0.04,395.75
1984-03-06,15.42,0.04,385.5
1984-03-07,14.83,0.04,370.75
1984-03-08,14.92,0.04,373.0
1984-03-09,14.58,0.04,364.5
1984-03-12,15.08,0.04,377.0
1984-03-13,15.92,0.04,398.0
1984-03-14,15.92,0.04,398.0
1984-03-15,16.08,0.04,401.99999999999994
1984-03-16,16.33,0.04,408.24999999999994
1984-03-19,16.0,0.04,400.0
1984-03-20,16.17,0.04,404.25000000000006
1984-03-21,16.0,0.04,400.0
1984-03-22,15.5,0.04,387.5
1984-03-23,15.75,0.04,393.75
1984-03-26,16.08,0.04,401.99999999999994
1984-03-27,16.17,0.04,404.25000000000006
1984-03-28,16.5,0.04,412.5
1984-03-29,16.58,0.04,414.49999999999994
1984-03-30,16.58,0.04,414.49999999999994
1984-04-02,16.75,0.04,418.75
1984-04-03,16.25,0.04,406.25
1984-04-04,16.17,0.04,404.25000000000006
1984-04-05,15.67,0.04,391.75
1984-04-06,16.0,0.04,400.0
1984-04-09,16.08,0.04,401.99999999999994
1984-04-10,15.92,0.04,398.0
1984-04-11,15.83,0.04,395.75
1984-04-12,16.0,0.04,400.0
1984-04-13,16.33,0.04,408.24999999999994
1984-04-16,16.08,0.04,401.99999999999994
1984-04-17,16.33,0.04,408.24999999999994
1984-04-18,16.42,0.04,410.50000000000006
1984-04-19,16.58,0.04,414.49999999999994
1984-04-23,16.42,0.04,410.50000000000006
1984-04-24,17.5,0.04,437.5
1984-04-25,17.67,0.04,441.75000000000006
1984-04-26,18.08,0.04,451.99999999999994
1984-04-27,18.17,0.04,454.25000000000006
1984-04-30,18.33,0.04,458.24999999999994
1984-05-01,18.33,0.04,458.24999999999994
1984-05-02,18.08,0.04,451.99999999999994
1984-05-03,18.33,0.04,458.24999999999994
1984-05-04,18.08,0.04,451.99999999999994
1984-05-07,17.75,0.04,443.75
1984-05-08,18.5,0.04,462.5
1984-05-09,17.92,0.04,448.00000000000006
1984-05-10,17.92,0.04,448.00000000000006
1984-05-11,17.92,0.04,448.00000000000006
1984-05-14,17.58,0.04,439.49999999999994
1984-05-15,17.75,0.04,443.75
1984-05-16,17.5,0.04,437.5
1984-05-17,17.17,0.04,429.25000000000006
1984-05-18,17.25,0.04,431.25
1984-05-21,17.83,0.04,445.74999999999994
1984-05-22,17.33,0.04,433.24999999999994
1984-05-23,17.25,0.04,431.25
1984-05-24,17.0,0.04,425.0
1984-05-25,17.17,0.04,429.25000000000006
1984-05-29,16.92,0.04,423.00000000000006
1984-05-30,17.0,0.04,425.0
1984-05-31,17.25,0.04,431.25
1984-06-01,17.75,0.04,443.75
1984-06-04,18.25,0.04,456.25
1984-06-05,17.58,0.04,439.49999999999994
1984-06-06,17.83,0.04,445.74999999999994
1984-06-07,17.83,0.04,445.74999999999994
1984-06-08,17.58,0.04,439.49999999999994
1984-06-11,17.42,0.04,435.50000000000006
1984-06-12,17.5,0.04,437.5
1984-06-13,18.17,0.04,454.25000000000006
1984-06-14,17.83,0.04,445.74999999999994
1984-06-15,17.83,0.04,445.74999999999994
1984-06-18,18.58,0.04,464.49999999999994
1984-06-19,19.0,0.04,475.0
1984-06-20,19.08,0.04,476.99999999999994
1984-06-21,18.5,0.04,462.5
1984-06-22,18.08,0.04,451.99999999999994
1984-06-25,18.0,0.04,450.0
1984-06-26,18.0,0.04,450.0
1984-06-27,17.67,0.04,441.75000000000006
1984-06-28,17.75,0.04,443.75
1984-06-29,17.75,0.04,443.75
1984-07-02,17.67,0.04,441.75000000000006
1984-07-03,17.75,0.04,443.75
1984-07-05,17.75,0.04,443.75
1984-07-06,17.33,0.04,433.24999999999994
1984-07-09,17.25,0.04,431.25
1984-07-10,17.42,0.04,435.50000000000006
1984-07-11,17.58,0.04,439.49999999999994
1984-07-12,17.58,0.04,439.49999999999994
1984-07-13,17.58,0.04,439.49999999999994
1984-07-16,17.33,0.04,433.24999999999994
1984-07-17,17.92,0.04,448.00000000000006
1984-07-18,17.83,0.04,445.74999999999994
1984-07-19,17.83,0.04,445.74999999999994
1984-07-20,17.25,0.04,431.25
1984-07-23,17.42,0.04,435.50000000000006
1984-07-24,17.25,0.04,431.25
1984-07-25,17.67,0.04,441.75000000000006
1984-07-26,18.08,0.04,451.99999999999994
1984-07-27,18.25,0.04,456.25
1984-07-30,18.42,0.04,460.50000000000006
1984-07-31,18.42,0.04,460.50000000000006
1984-08-01,18.58,0.04,464.49999999999994
1984-08-02,19.25,0.04,481.25
1984-08-03,19.92,0.04,498.00000000000006
1984-08-06,20.75,0.04,518.75
1984-08-07,20.42,0.04,510.50000000000006
1984-08-08,20.0,0.04,500.0
1984-08-09,20.67,0.04,516.75
1984-08-10,21.25,0.04,531.25
1984-08-13,21.5,0.04,537.5
1984-08-14,21.25,0.04,531.25
1984-08-15,21.17,0.04,529.25
1984-08-16,21.33,0.04,533.25
1984-08-17,20.58,0.04,514.5
1984-08-20,21.17,0.04,529.25
1984-08-21,21.0,0.04,525.0
1984-08-22,20.92,0.04,523.0
1984-08-23,21.08,0.04,527.0
1984-08-24,21.0,0.04,525.0
1984-08-27,20.75,0.04,518.75
1984-08-28,21.0,0.04,525.0
1984-08-29,21.17,0.04,529.25
1984-08-30,20.92,0.04,523.0
1984-08-31,20.75,0.04,518.75
1984-09-04,19.42,0.04,485.50000000000006
1984-09-05,19.92,0.04,498.00000000000006
1984-09-06,19.67,0.04,491.75000000000006
1984-09-07,19.75,0.04,493.75
1984-09-10,19.42,0.04,485.50000000000006
1984-09-11,19.0,0.04,475.0
1984-09-12,18.33,0.04,458.24999999999994
1984-09-13,19.17,0.04,479.25000000000006
1984-09-14,19.33,0.04,483.24999999999994
1984-09-17,19.92,0.04,498.00000000000006
1984-09-18,18.67,0.04,466.75000000000006
1984-09-19,18.92,0.04,473.00000000000006
1984-09-20,18.33,0.04,458.24999999999994
