date,EXC,EXC_EPS,PE Ratio
1982-04-14,7.13,0.2,35.65
1982-04-15,7.19,0.2,35.95
1982-04-16,7.19,0.2,35.95
1982-04-19,7.19,0.2,35.95
1982-04-20,7.25,0.2,36.25
1982-04-21,7.25,0.2,36.25
1982-04-22,7.31,0.2,36.55
1982-04-23,7.25,0.2,36.25
1982-04-26,7.25,0.2,36.25
1982-04-27,7.25,0.2,36.25
1982-04-28,7.31,0.2,36.55
1982-04-29,7.31,0.2,36.55
1982-04-30,7.25,0.2,36.25
1982-05-03,7.25,0.2,36.25
1982-05-04,7.38,0.2,36.9
1982-05-05,7.38,0.2,36.9
1982-05-06,7.5,0.2,37.5
1982-05-07,7.44,0.2,37.2
1982-05-10,7.25,0.2,36.25
1982-05-11,7.5,0.2,37.5
1982-05-12,7.63,0.2,38.15
1982-05-13,7.56,0.2,37.8
1982-05-14,7.5,0.2,37.5
1982-05-17,7.5,0.2,37.5
1982-05-18,7.44,0.2,37.2
1982-05-19,7.44,0.2,37.2
1982-05-20,7.06,0.2,35.3
1982-05-21,7.19,0.2,35.95
1982-05-24,7.19,0.2,35.95
1982-05-25,7.19,0.2,35.95
1982-05-26,7.13,0.2,35.65
1982-05-27,7.13,0.2,35.65
1982-05-28,7.0,0.2,35.0
1982-06-01,7.06,0.2,35.3
1982-06-02,7.19,0.2,35.95
1982-06-03,7.19,0.2,35.95
1982-06-04,7.19,0.2,35.95
1982-06-07,7.13,0.2,35.65
1982-06-08,7.19,0.2,35.95
1982-06-09,7.13,0.2,35.65
1982-06-10,7.13,0.2,35.65
1982-06-11,7.13,0.2,35.65
1982-06-14,7.13,0.2,35.65
1982-06-15,7.06,0.2,35.3
1982-06-16,7.0,0.2,35.0
1982-06-17,7.0,0.2,35.0
1982-06-18,6.94,0.2,34.7
1982-06-21,6.94,0.2,34.7
1982-06-22,6.94,0.2,34.7
1982-06-23,6.94,0.2,34.7
1982-06-24,6.94,0.2,34.7
1982-06-25,7.0,0.2,35.0
1982-06-28,7.0,0.2,35.0
1982-06-29,7.0,0.2,35.0
1982-06-30,6.94,0.2,34.7
1982-07-01,6.94,0.2,34.7
1982-07-02,6.94,0.2,34.7
1982-07-06,6.94,0.2,34.7
1982-07-07,6.88,0.2,34.4
1982-07-08,6.81,0.2,34.05
1982-07-09,6.81,0.2,34.05
1982-07-12,7.06,0.2,35.3
1982-07-13,7.06,0.2,35.3
1982-07-14,7.0,0.2,35.0
1982-07-15,7.0,0.2,35.0
1982-07-16,6.94,0.2,34.7
1982-07-19,7.0,0.2,35.0
1982-07-20,7.0,0.2,35.0
1982-07-21,6.94,0.2,34.7
1982-07-22,6.94,0.2,34.7
1982-07-23,6.94,0.2,34.7
1982-07-26,7.0,0.2,35.0
1982-07-27,7.13,0.2,35.65
1982-07-28,7.0,0.2,35.0
1982-07-29,7.13,0.2,35.65
1982-07-30,7.06,0.2,35.3
1982-08-02,7.19,0.2,35.95
1982-08-03,7.31,0.2,36.55
1982-08-04,7.31,0.2,36.55
1982-08-05,7.31,0.2,36.55
1982-08-06,7.31,0.2,36.55
1982-08-09,7.38,0.2,36.9
1982-08-10,7.44,0.2,37.2
1982-08-11,7.38,0.2,36.9
1982-08-12,7.38,0.2,36.9
1982-08-13,7.5,0.2,37.5
1982-08-16,7.56,0.2,37.8
1982-08-17,8.06,0.2,40.3
1982-08-18,8.06,0.2,40.3
1982-08-19,7.63,0.2,38.15
1982-08-20,7.88,0.2,39.4
1982-08-23,7.75,0.2,38.75
1982-08-24,7.69,0.2,38.45
1982-08-25,7.81,0.2,39.05
1982-08-26,7.88,0.2,39.4
1982-08-27,7.88,0.2,39.4
1982-08-30,7.81,0.2,39.05
1982-08-31,7.94,0.2,39.7
1982-09-01,7.88,0.2,39.4
1982-09-02,7.81,0.2,39.05
1982-09-03,7.88,0.2,39.4
1982-09-07,7.88,0.2,39.4
1982-09-08,7.75,0.2,38.75
1982-09-09,7.75,0.2,38.75
1982-09-10,7.69,0.2,38.45
1982-09-13,7.75,0.2,38.75
1982-09-14,7.75,0.2,38.75
1982-09-15,7.81,0.2,39.05
1982-09-16,7.75,0.2,38.75
1982-09-17,7.75,0.2,38.75
1982-09-20,7.75,0.2,38.75
1982-09-21,7.81,0.2,39.05
1982-09-22,7.75,0.2,38.75
1982-09-23,7.81,0.2,39.05
1982-09-24,7.75,0.2,38.75
1982-09-27,7.81,0.2,39.05
1982-09-28,7.88,0.2,39.4
1982-09-29,7.88,0.2,39.4
1982-09-30,7.69,0.2,38.45
1982-10-01,7.81,0.2,39.05
1982-10-04,7.88,0.2,39.4
1982-10-05,7.81,0.2,39.05
1982-10-06,7.94,0.2,39.7
1982-10-07,8.0,0.2,40.0
1982-10-08,8.25,0.2,41.25
1982-10-11,8.38,0.2,41.9
1982-10-12,8.44,0.2,42.199999999999996
1982-10-13,8.5,0.2,42.5
1982-10-14,8.44,0.2,42.199999999999996
1982-10-15,8.44,0.2,42.199999999999996
1982-10-18,8.5,0.2,42.5
1982-10-19,8.56,0.2,42.8
1982-10-20,8.5,0.2,42.5
1982-10-21,8.44,0.2,42.199999999999996
1982-10-22,8.5,0.2,42.5
1982-10-25,8.38,0.2,41.9
1982-10-26,8.38,0.2,41.9
1982-10-27,8.5,0.2,42.5
1982-10-28,8.5,0.2,42.5
1982-10-29,8.5,0.2,42.5
1982-11-01,8.5,0.2,42.5
1982-11-02,8.56,0.2,42.8
1982-11-03,8.75,0.2,43.75
1982-11-04,8.5,0.2,42.5
1982-11-05,8.31,0.2,41.55
1982-11-08,8.38,0.2,41.9
1982-11-09,8.44,0.2,42.199999999999996
1982-11-10,8.44,0.2,42.199999999999996
1982-11-11,8.44,0.2,42.199999999999996
1982-11-12,8.38,0.2,41.9
1982-11-15,8.31,0.2,41.55
1982-11-16,8.19,0.2,40.949999999999996
1982-11-17,8.19,0.2,40.949999999999996
1982-11-18,8.25,0.2,41.25
1982-11-19,8.25,0.2,41.25
1982-11-22,8.19,0.2,40.949999999999996
1982-11-23,8.06,0.2,40.3
1982-11-24,8.06,0.2,40.3
1982-11-26,8.13,0.2,40.65
1982-11-29,8.13,0.2,40.65
1982-11-30,8.13,0.2,40.65
1982-12-01,8.13,0.2,40.65
1982-12-02,8.19,0.2,40.949999999999996
1982-12-03,8.19,0.2,40.949999999999996
1982-12-06,8.25,0.2,41.25
1982-12-07,8.25,0.2,41.25
1982-12-08,8.25,0.2,41.25
1982-12-09,8.38,0.2,41.9
1982-12-10,8.38,0.2,41.9
1982-12-13,8.38,0.2,41.9
1982-12-14,8.44,0.2,42.199999999999996
1982-12-15,8.44,0.2,42.199999999999996
1982-12-16,8.38,0.2,41.9
1982-12-17,8.44,0.2,42.199999999999996
