date,BAX,BAX_EPS,PE Ratio
1995-02-17,8.42,,
1995-02-21,8.45,,
1995-02-22,8.49,,
1995-02-23,8.56,,
1995-02-24,8.56,,
1995-02-27,8.42,,
1995-02-28,8.45,,
1995-03-01,8.35,,
1995-03-02,8.45,,
1995-03-03,8.49,,
1995-03-06,8.42,,
1995-03-07,8.39,,
1995-03-08,8.45,,
1995-03-09,8.42,,
1995-03-10,8.59,,
1995-03-13,8.93,,
1995-03-14,8.93,,
1995-03-15,9.0,,
1995-03-16,8.96,,
1995-03-17,9.06,,
1995-03-20,9.17,,
1995-03-21,9.23,,
1995-03-22,9.1,,
1995-03-23,9.06,,
1995-03-24,9.2,,
1995-03-27,9.4,,
1995-03-28,9.23,,
1995-03-29,8.96,,
1995-03-30,8.96,,
1995-03-31,8.89,,
1995-04-03,8.96,,
1995-04-04,9.03,,
1995-04-05,9.06,,
1995-04-06,9.06,,
1995-04-07,9.1,,
1995-04-10,9.23,,
1995-04-11,9.1,,
1995-04-12,9.1,,
1995-04-13,9.27,,
1995-04-17,9.44,,
1995-04-18,9.34,,
1995-04-19,8.96,,
1995-04-20,9.1,,
1995-04-21,9.2,,
1995-04-24,9.23,,
1995-04-25,9.13,,
1995-04-26,9.03,,
1995-04-27,8.93,,
1995-04-28,9.44,,
1995-05-01,9.3,,
1995-05-02,9.34,,
1995-05-03,9.3,,
1995-05-04,9.34,,
1995-05-05,9.44,,
1995-05-08,9.61,,
1995-05-09,9.57,,
1995-05-10,9.47,,
1995-05-11,9.54,,
1995-05-12,9.23,,
1995-05-15,9.1,,
1995-05-16,9.23,,
1995-05-17,9.23,,
1995-05-18,9.13,,
1995-05-19,9.13,,
1995-05-22,9.13,,
1995-05-23,9.23,,
1995-05-24,9.27,,
1995-05-25,9.4,,
1995-05-26,9.44,,
1995-05-30,9.37,,
1995-05-31,9.47,,
1995-06-01,9.44,,
1995-06-02,9.44,,
1995-06-05,9.51,,
1995-06-06,9.44,,
1995-06-07,9.34,,
1995-06-08,9.37,,
1995-06-09,9.34,,
1995-06-12,9.3,,
1995-06-13,9.37,,
1995-06-14,9.4,,
1995-06-15,9.3,,
1995-06-16,9.57,,
1995-06-19,9.51,,
1995-06-20,9.78,,
1995-06-21,9.95,,
1995-06-22,10.01,,
1995-06-23,9.85,,
1995-06-26,9.71,,
1995-06-27,9.78,,
1995-06-28,9.61,,
1995-06-29,9.68,,
1995-06-30,9.88,,
1995-07-03,9.79,,
1995-07-05,9.68,,
1995-07-06,9.64,,
1995-07-07,9.4,,
1995-07-10,9.34,,
1995-07-11,9.51,,
1995-07-12,9.47,,
1995-07-13,9.34,,
1995-07-14,9.23,,
1995-07-17,9.44,,
1995-07-18,9.71,,
1995-07-19,9.78,,
1995-07-20,9.64,,
1995-07-21,9.78,,
1995-07-24,9.71,,
1995-07-25,9.95,,
1995-07-26,9.95,,
1995-07-27,10.22,,
1995-07-28,10.25,,
1995-07-31,10.12,,
1995-08-01,10.12,,
1995-08-02,9.91,,
1995-08-03,10.05,,
1995-08-04,10.18,,
1995-08-07,10.18,,
1995-08-08,10.18,,
1995-08-09,10.12,,
1995-08-10,10.32,,
1995-08-11,10.15,,
1995-08-14,10.18,,
1995-08-15,10.15,,
1995-08-16,10.12,,
1995-08-17,10.08,,
1995-08-18,10.08,,
1995-08-21,10.12,,
1995-08-22,10.15,,
1995-08-23,10.18,,
1995-08-24,10.18,,
1995-08-25,10.32,,
1995-08-28,10.42,,
1995-08-29,10.56,,
1995-08-30,10.59,,
1995-08-31,10.59,,
1995-09-01,10.52,,
1995-09-05,10.52,,
1995-09-06,10.66,,
1995-09-07,10.69,,
1995-09-08,10.56,,
1995-09-11,10.35,,
1995-09-12,10.29,,
1995-09-13,10.32,,
1995-09-14,10.39,,
1995-09-15,10.46,,
1995-09-18,10.49,,
1995-09-19,10.46,,
1995-09-20,10.49,,
1995-09-21,10.52,,
1995-09-22,10.52,,
1995-09-25,10.66,,
1995-09-26,10.73,,
1995-09-27,10.83,,
1995-09-28,10.93,,
1995-09-29,11.17,,
1995-10-02,11.03,,
1995-10-03,11.1,,
1995-10-04,11.2,,
1995-10-05,11.1,,
1995-10-06,11.37,,
1995-10-09,11.0,,
1995-10-10,11.07,,
1995-10-11,10.97,,
1995-10-12,10.93,,
1995-10-13,10.86,,
1995-10-16,10.8,,
1995-10-17,10.9,,
1995-10-18,10.9,,
1995-10-19,11.03,,
1995-10-20,11.0,,
1995-10-23,10.93,,
1995-10-24,10.8,,
1995-10-25,10.69,,
1995-10-26,10.35,,
1995-10-27,10.39,,
1995-10-30,10.63,,
1995-10-31,10.49,,
1995-11-01,10.56,,
1995-11-02,10.29,,
1995-11-03,10.29,,
1995-11-06,10.25,,
1995-11-07,10.46,,
1995-11-08,10.42,,
1995-11-09,10.35,,
1995-11-10,10.42,,
1995-11-13,10.46,,
1995-11-14,10.49,,
1995-11-15,10.56,,
1995-11-16,10.66,,
1995-11-17,10.52,,
1995-11-20,10.22,,
1995-11-21,10.18,,
1995-11-22,10.08,,
1995-11-24,10.18,,
1995-11-27,10.46,,
1995-11-28,11.24,,
1995-11-29,11.41,,
1995-11-30,11.37,,
1995-12-01,11.44,,
1995-12-04,11.37,,
1995-12-05,11.37,,
1995-12-06,11.54,,
1995-12-07,11.47,,
1995-12-08,11.2,,
1995-12-11,11.14,,
1995-12-12,11.2,,
1995-12-13,11.44,,
1995-12-14,11.54,,
1995-12-15,11.37,,
1995-12-18,11.1,,
1995-12-19,11.41,,
1995-12-20,11.03,,
1995-12-21,11.24,,
1995-12-22,11.17,,
1995-12-26,11.14,,
1995-12-27,11.2,,
1995-12-28,11.34,,
1995-12-29,11.37,,
1996-01-02,11.3,,
1996-01-03,11.54,,
1996-01-04,11.68,,
1996-01-05,11.61,,
1996-01-08,11.71,,
1996-01-09,11.47,,
1996-01-10,10.86,,
1996-01-11,11.44,,
1996-01-12,11.3,,
1996-01-15,11.34,,
1996-01-16,11.37,,
1996-01-17,11.27,,
1996-01-18,11.37,,
1996-01-19,11.64,,
1996-01-22,11.78,,
1996-01-23,11.75,,
1996-01-24,11.95,,
1996-01-25,12.19,,
1996-01-26,12.19,,
1996-01-29,12.09,,
1996-01-30,12.49,,
1996-01-31,12.36,,
1996-02-01,12.22,,
1996-02-02,11.54,,
1996-02-05,11.14,,
1996-02-06,11.51,,
1996-02-07,11.68,,
1996-02-08,11.95,,
1996-02-09,11.78,,
1996-02-12,11.68,,
1996-02-13,11.71,,
1996-02-14,11.71,,
1996-02-15,11.51,,
1996-02-16,11.41,,
1996-02-20,11.24,,
1996-02-21,11.71,,
1996-02-22,11.92,,
1996-02-23,12.15,,
1996-02-26,12.29,,
1996-02-27,12.29,,
1996-02-28,12.49,,
1996-02-29,12.43,,
1996-03-01,12.49,,
1996-03-04,12.8,,
1996-03-05,12.56,,
1996-03-06,12.22,,
1996-03-07,12.73,,
1996-03-08,11.92,,
1996-03-11,12.39,,
1996-03-12,12.46,,
1996-03-13,12.39,,
1996-03-14,12.46,,
1996-03-15,12.36,,
1996-03-18,12.22,,
1996-03-19,12.15,,
1996-03-20,12.15,,
1996-03-21,12.29,,
1996-03-22,12.6,,
1996-03-25,12.53,,
1996-03-26,12.56,,
1996-03-27,12.56,,
1996-03-28,12.6,,
1996-03-29,12.29,,
1996-04-01,12.39,,
1996-04-02,12.46,,
1996-04-03,12.32,,
1996-04-04,12.15,,
1996-04-08,12.02,,
1996-04-09,12.02,,
1996-04-10,11.61,,
1996-04-11,11.34,,
1996-04-12,11.51,,
1996-04-15,11.88,,
1996-04-16,11.75,,
1996-04-17,11.64,,
1996-04-18,11.95,,
1996-04-19,11.92,,
1996-04-22,11.75,,
1996-04-23,11.78,,
1996-04-24,11.71,,
1996-04-25,11.78,,
1996-04-26,11.88,,
1996-04-29,11.88,,
1996-04-30,12.02,,
1996-05-01,12.09,,
1996-05-02,11.88,,
1996-05-03,11.51,,
1996-05-06,11.2,,
1996-05-07,11.3,,
1996-05-08,11.34,,
1996-05-09,11.37,,
1996-05-10,11.44,,
1996-05-13,11.68,,
1996-05-14,11.54,,
1996-05-15,11.64,,
1996-05-16,11.92,,
1996-05-17,11.92,,
1996-05-20,12.09,,
1996-05-21,12.15,,
1996-05-22,12.12,,
1996-05-23,11.95,,
1996-05-24,12.02,,
1996-05-28,12.05,,
1996-05-29,11.95,,
1996-05-30,11.95,,
1996-05-31,12.02,,
1996-06-03,12.05,,
1996-06-04,12.56,,
1996-06-05,12.7,,
1996-06-06,12.73,,
1996-06-07,12.6,,
1996-06-10,12.36,,
1996-06-11,12.7,,
1996-06-12,12.9,,
1996-06-13,12.7,,
1996-06-14,12.76,,
1996-06-17,12.73,,
1996-06-18,12.76,,
1996-06-19,12.83,,
1996-06-20,12.53,,
1996-06-21,12.56,,
1996-06-24,12.7,,
1996-06-25,12.97,,
1996-06-26,13.0,,
1996-06-27,12.97,,
1996-06-28,12.83,,
1996-07-01,12.97,,
1996-07-02,12.7,,
1996-07-03,12.73,,
1996-07-05,12.36,,
1996-07-08,12.22,,
1996-07-09,12.26,,
1996-07-10,12.22,,
1996-07-11,12.09,,
1996-07-12,12.15,,
1996-07-15,11.85,,
1996-07-16,11.92,,
1996-07-17,12.02,,
1996-07-18,12.36,,
1996-07-19,12.15,,
1996-07-22,11.85,,
1996-07-23,11.61,,
1996-07-24,11.47,,
1996-07-25,11.24,,
1996-07-26,11.71,,
1996-07-29,11.64,,
1996-07-30,11.44,,
1996-07-31,11.3,,
1996-08-01,11.68,,
1996-08-02,12.09,,
1996-08-05,11.88,,
1996-08-06,11.92,,
1996-08-07,11.75,,
1996-08-08,11.71,,
1996-08-09,11.61,,
1996-08-12,11.64,,
1996-08-13,11.71,,
1996-08-14,11.85,,
1996-08-15,11.68,,
1996-08-16,11.81,,
1996-08-19,11.88,,
1996-08-20,11.78,,
1996-08-21,11.68,,
1996-08-22,11.68,,
1996-08-23,11.44,,
1996-08-26,11.3,,
1996-08-27,11.58,,
1996-08-28,11.64,,
1996-08-29,12.32,,
1996-08-30,12.15,,
1996-09-03,11.85,,
1996-09-04,12.02,,
1996-09-05,11.81,,
1996-09-06,12.09,,
1996-09-09,12.22,,
1996-09-10,11.92,,
1996-09-11,12.15,,
1996-09-12,12.02,,
1996-09-13,12.32,,
1996-09-16,12.39,,
1996-09-17,12.26,,
1996-09-18,12.15,,
1996-09-19,11.88,,
1996-09-20,12.19,,
1996-09-23,12.12,,
1996-09-24,12.02,,
1996-09-25,12.19,,
1996-09-26,12.49,,
1996-09-27,12.56,,
1996-09-30,12.63,,
1996-10-01,12.09,,
1996-10-02,12.22,,
1996-10-03,12.29,,
1996-10-04,12.43,,
1996-10-07,12.56,,
1996-10-08,12.46,,
1996-10-09,12.36,,
1996-10-10,12.22,,
1996-10-11,12.22,,
1996-10-14,12.26,,
1996-10-15,12.22,,
1996-10-16,12.19,,
1996-10-17,12.02,,
1996-10-18,12.29,,
1996-10-21,12.36,,
1996-10-22,11.98,,
1996-10-23,11.68,,
1996-10-24,11.07,,
1996-10-25,11.3,,
1996-10-28,11.24,,
1996-10-29,11.2,,
1996-10-30,11.14,,
1996-10-31,11.3,,
1996-11-01,11.27,,
1996-11-04,11.2,,
1996-11-05,11.34,,
1996-11-06,11.47,,
1996-11-07,11.61,,
1996-11-08,11.78,,
1996-11-11,11.85,,
1996-11-12,11.75,,
1996-11-13,11.75,,
1996-11-14,11.68,,
1996-11-15,11.58,,
1996-11-18,11.54,,
1996-11-19,11.41,,
1996-11-20,11.24,,
1996-11-21,11.07,,
1996-11-22,11.1,,
1996-11-25,11.64,,
1996-11-26,11.61,,
1996-11-27,11.44,,
1996-11-29,11.54,,
1996-12-02,11.34,,
1996-12-03,11.14,,
1996-12-04,11.27,,
1996-12-05,11.2,,
1996-12-06,11.3,,
1996-12-09,11.34,,
1996-12-10,11.47,,
1996-12-11,11.41,,
1996-12-12,11.2,,
1996-12-13,11.03,,
1996-12-16,10.9,,
1996-12-17,11.07,,
1996-12-18,11.17,,
1996-12-19,11.37,,
1996-12-20,11.37,,
1996-12-23,11.3,,
1996-12-24,11.14,,
1996-12-26,11.14,,
1996-12-27,11.2,,
1996-12-30,11.34,,
1996-12-31,11.14,,
1997-01-02,11.03,,
1997-01-03,11.54,,
1997-01-06,11.51,,
1997-01-07,11.78,,
1997-01-08,11.68,,
1997-01-09,11.81,,
1997-01-10,11.78,,
1997-01-13,11.81,,
1997-01-14,11.88,,
1997-01-15,11.92,,
1997-01-16,11.95,,
1997-01-17,11.95,,
1997-01-20,11.85,,
1997-01-21,11.85,,
1997-01-22,11.78,,
1997-01-23,11.64,,
1997-01-24,11.61,,
1997-01-27,11.47,,
1997-01-28,11.47,,
1997-01-29,11.51,,
1997-01-30,12.49,,
1997-01-31,12.49,,
1997-02-03,12.36,,
1997-02-04,12.43,,
1997-02-05,12.43,,
1997-02-06,12.76,,
1997-02-07,12.76,,
1997-02-10,12.97,,
1997-02-11,12.93,,
1997-02-12,12.9,,
1997-02-13,13.04,,
1997-02-14,12.9,,
1997-02-18,12.97,,
1997-02-19,12.97,,
1997-02-20,12.93,,
1997-02-21,13.04,,
1997-02-24,12.97,,
1997-02-25,13.24,,
1997-02-26,13.17,,
1997-02-27,12.66,,
1997-02-28,12.49,,
1997-03-03,12.6,,
1997-03-04,12.7,,
1997-03-05,12.9,,
1997-03-06,12.73,,
1997-03-07,12.93,,
1997-03-10,13.0,,
1997-03-11,13.14,,
1997-03-12,12.87,,
1997-03-13,12.63,,
1997-03-14,12.63,,
1997-03-17,12.73,,
1997-03-18,12.66,,
1997-03-19,12.56,,
1997-03-20,12.39,,
1997-03-21,12.15,,
1997-03-24,12.43,,
1997-03-25,12.46,,
1997-03-26,12.43,,
1997-03-27,12.22,,
1997-03-31,11.71,,
1997-04-01,11.92,,
1997-04-02,11.88,,
1997-04-03,11.75,,
1997-04-04,12.05,,
1997-04-07,12.43,,
1997-04-08,12.19,,
1997-04-09,12.05,,
1997-04-10,12.09,,
1997-04-11,11.51,,
1997-04-14,11.68,,
1997-04-15,12.05,,
1997-04-16,12.39,,
1997-04-17,12.32,,
1997-04-18,12.56,,
1997-04-21,12.22,,
1997-04-22,12.73,,
1997-04-23,12.49,,
1997-04-24,12.63,,
1997-04-25,12.63,,
1997-04-28,12.6,,
1997-04-29,12.76,,
1997-04-30,13.0,,
1997-05-01,12.83,,
1997-05-02,13.04,,
1997-05-05,13.07,,
1997-05-06,13.14,,
1997-05-07,13.21,,
1997-05-08,12.87,,
1997-05-09,12.63,,
1997-05-12,13.21,,
1997-05-13,13.31,,
1997-05-14,13.48,,
1997-05-15,13.65,,
1997-05-16,13.48,,
1997-05-19,13.38,,
1997-05-20,13.58,,
1997-05-21,13.75,,
1997-05-22,13.58,,
1997-05-23,14.16,,
1997-05-27,14.16,,
1997-05-28,14.05,,
1997-05-29,14.12,,
1997-05-30,14.33,,
1997-06-02,13.92,,
1997-06-03,13.78,,
1997-06-04,13.85,,
1997-06-05,13.89,,
1997-06-06,14.46,,
1997-06-09,14.63,,
1997-06-10,14.6,,
1997-06-11,14.8,,
1997-06-12,14.7,,
1997-06-13,14.7,,
1997-06-16,14.77,,
1997-06-17,15.04,,
1997-06-18,14.46,,
1997-06-19,14.67,,
1997-06-20,14.9,,
1997-06-23,14.29,,
1997-06-24,14.94,,
1997-06-25,14.78,,
1997-06-26,14.89,,
1997-06-27,14.95,,
1997-06-30,14.21,,
1997-07-01,15.26,,
1997-07-02,15.58,,
1997-07-03,15.94,,
1997-07-07,15.55,,
1997-07-08,15.84,,
1997-07-09,15.57,,
1997-07-10,15.62,,
1997-07-11,15.75,,
1997-07-14,15.87,,
1997-07-15,15.8,,
1997-07-16,15.94,,
1997-07-17,16.31,,
1997-07-18,15.79,,
1997-07-21,15.57,,
1997-07-22,15.85,,
1997-07-23,15.62,,
1997-07-24,16.16,,
1997-07-25,15.74,,
1997-07-28,15.8,,
1997-07-29,15.48,,
1997-07-30,15.38,,
1997-07-31,15.68,,
1997-08-01,15.62,,
1997-08-04,15.53,,
1997-08-05,15.5,,
1997-08-06,15.46,,
1997-08-07,15.41,,
1997-08-08,15.18,,
1997-08-11,14.8,,
1997-08-12,14.8,,
1997-08-13,14.34,,
1997-08-14,14.58,,
1997-08-15,14.24,,
1997-08-18,14.36,,
1997-08-19,14.84,,
1997-08-20,14.97,,
1997-08-21,14.99,,
1997-08-22,15.06,,
1997-08-25,14.92,,
1997-08-26,14.7,,
1997-08-27,14.7,,
1997-08-28,14.68,,
1997-08-29,14.45,,
1997-09-02,14.94,,
1997-09-03,14.89,,
1997-09-04,14.94,,
1997-09-05,14.78,,
1997-09-08,14.78,,
1997-09-09,14.85,,
1997-09-10,14.5,,
1997-09-11,14.36,,
1997-09-12,14.62,,
1997-09-15,14.41,,
1997-09-16,14.7,,
1997-09-17,14.68,,
1997-09-18,14.77,,
1997-09-19,14.56,,
1997-09-22,14.89,,
1997-09-23,14.87,,
1997-09-24,14.46,,
1997-09-25,14.12,,
1997-09-26,14.55,,
1997-09-29,14.14,,
1997-09-30,14.19,,
1997-10-01,14.43,,
1997-10-02,14.5,,
1997-10-03,14.46,,
1997-10-06,14.78,,
1997-10-07,15.26,,
1997-10-08,15.23,,
1997-10-09,15.09,,
1997-10-10,14.78,,
1997-10-13,15.04,,
1997-10-14,15.07,,
1997-10-15,14.92,,
1997-10-16,14.67,,
1997-10-17,14.67,,
1997-10-20,14.82,,
1997-10-21,15.06,,
1997-10-22,15.18,,
1997-10-23,14.26,,
1997-10-24,13.43,,
1997-10-27,11.95,,
1997-10-28,12.7,,
1997-10-29,13.02,,
1997-10-30,12.66,,
1997-10-31,12.6,,
1997-11-03,12.87,,
1997-11-04,12.87,,
1997-11-05,12.93,,
1997-11-06,12.88,,
1997-11-07,12.73,,
1997-11-10,12.71,,
1997-11-11,12.49,,
1997-11-12,12.27,,
1997-11-13,12.56,,
1997-11-14,12.7,,
1997-11-17,12.78,,
1997-11-18,12.8,,
1997-11-19,12.95,,
1997-11-20,13.34,,
1997-11-21,13.8,,
1997-11-24,13.44,,
1997-11-25,13.66,,
1997-11-26,13.63,,
1997-11-28,13.75,,
1997-12-01,13.73,,
1997-12-02,14.02,,
1997-12-03,14.34,,
1997-12-04,14.12,,
1997-12-05,14.48,,
1997-12-08,13.94,,
1997-12-09,13.77,,
1997-12-10,14.07,,
1997-12-11,13.8,,
1997-12-12,13.72,,
1997-12-15,13.83,,
1997-12-16,13.82,,
1997-12-17,13.56,,
1997-12-18,13.31,,
1997-12-19,13.0,,
1997-12-22,12.95,,
1997-12-23,12.75,,
1997-12-24,12.75,,
1997-12-26,12.85,,
1997-12-29,13.14,,
1997-12-30,13.49,,
1997-12-31,13.7,,
1998-01-02,13.61,,
1998-01-05,13.82,,
1998-01-06,13.77,,
1998-01-07,13.83,,
1998-01-08,13.85,,
1998-01-09,13.58,,
1998-01-12,13.22,,
1998-01-13,13.22,,
1998-01-14,13.55,,
1998-01-15,13.63,,
1998-01-16,14.12,,
1998-01-20,13.95,,
1998-01-21,13.7,,
1998-01-22,13.61,,
1998-01-23,13.63,,
1998-01-26,13.9,,
1998-01-27,13.87,,
1998-01-28,14.11,,
1998-01-29,14.45,,
1998-01-30,15.12,,
1998-02-02,15.65,,
1998-02-03,15.57,,
1998-02-04,15.29,,
1998-02-05,15.19,,
1998-02-06,15.28,,
1998-02-09,15.07,,
1998-02-10,15.36,,
1998-02-11,15.48,,
1998-02-12,15.24,,
1998-02-13,15.21,,
1998-02-17,15.26,,
1998-02-18,15.43,,
1998-02-19,15.26,,
1998-02-20,15.11,,
1998-02-23,15.33,,
1998-02-24,15.14,,
1998-02-25,15.28,,
1998-02-26,15.19,,
1998-02-27,15.38,,
1998-03-02,15.41,,
1998-03-03,15.41,,
1998-03-04,15.16,,
1998-03-05,14.85,,
1998-03-06,15.04,,
1998-03-09,15.28,,
1998-03-10,15.36,,
1998-03-11,15.79,,
1998-03-12,15.67,,
1998-03-13,15.48,,
1998-03-16,15.55,,
1998-03-17,15.75,,
1998-03-18,16.11,,
1998-03-19,16.14,,
1998-03-20,16.69,,
1998-03-23,16.5,,
1998-03-24,16.75,,
1998-03-25,16.6,,
1998-03-26,15.94,,
1998-03-27,15.75,,
1998-03-30,15.41,,
1998-03-31,14.97,,
1998-04-01,14.95,,
1998-04-02,14.9,,
1998-04-03,15.48,,
1998-04-06,15.11,,
1998-04-07,15.19,,
1998-04-08,15.23,,
1998-04-09,15.18,,
1998-04-13,14.9,,
1998-04-14,14.62,,
1998-04-15,14.39,,
1998-04-16,14.36,,
1998-04-17,14.56,,
1998-04-20,14.53,,
1998-04-21,14.55,,
1998-04-22,14.39,,
1998-04-23,14.5,,
1998-04-24,14.8,,
1998-04-27,14.36,,
1998-04-28,14.55,,
1998-04-29,14.33,,
1998-04-30,15.06,,
1998-05-01,15.11,,
1998-05-04,14.82,,
1998-05-05,14.75,,
1998-05-06,14.56,,
1998-05-07,14.78,,
1998-05-08,14.95,,
1998-05-11,15.06,,
1998-05-12,15.04,,
1998-05-13,15.12,,
1998-05-14,15.14,,
1998-05-15,14.92,,
1998-05-18,15.19,,
1998-05-19,15.36,,
1998-05-20,15.74,,
1998-05-21,15.75,,
1998-05-22,15.68,,
1998-05-26,15.23,,
1998-05-27,15.34,,
1998-05-28,15.43,,
1998-05-29,15.53,,
1998-06-01,15.41,,
1998-06-02,14.9,,
1998-06-03,14.75,,
1998-06-04,14.62,,
1998-06-05,15.01,,
1998-06-08,14.94,,
1998-06-09,14.89,,
1998-06-10,14.95,,
1998-06-11,14.8,,
1998-06-12,14.65,,
1998-06-15,14.12,,
1998-06-16,14.19,,
1998-06-17,14.45,,
1998-06-18,14.34,,
1998-06-19,14.28,,
1998-06-22,14.17,,
1998-06-23,14.28,,
1998-06-24,14.39,,
1998-06-25,14.39,,
1998-06-26,14.53,,
1998-06-29,14.65,,
1998-06-30,14.62,,
1998-07-01,14.73,,
1998-07-02,14.77,,
1998-07-06,14.82,,
1998-07-07,14.7,,
1998-07-08,14.82,,
1998-07-09,15.04,,
1998-07-10,14.84,,
1998-07-13,14.62,,
1998-07-14,14.92,,
1998-07-15,15.02,,
1998-07-16,15.28,,
1998-07-17,15.38,,
1998-07-20,15.18,,
1998-07-21,14.97,,
1998-07-22,15.11,,
1998-07-23,15.4,,
1998-07-24,15.96,,
1998-07-27,15.89,,
1998-07-28,15.68,,
1998-07-29,16.24,,
1998-07-30,16.26,,
1998-07-31,16.23,,
1998-08-03,16.18,,
1998-08-04,15.77,,
1998-08-05,15.92,,
1998-08-06,15.55,,
1998-08-07,15.72,,
1998-08-10,15.6,,
1998-08-11,15.72,,
1998-08-12,15.89,,
1998-08-13,15.77,,
1998-08-14,15.48,,
1998-08-17,15.45,,
1998-08-18,15.53,,
1998-08-19,15.92,,
1998-08-20,16.55,,
1998-08-21,16.02,,
1998-08-24,16.02,,
1998-08-25,16.35,,
1998-08-26,16.55,,
1998-08-27,15.91,,
1998-08-28,15.29,,
1998-08-31,14.43,,
1998-09-01,15.18,,
1998-09-02,15.38,,
1998-09-03,15.33,,
1998-09-04,15.48,,
1998-09-08,16.02,,
1998-09-09,16.02,,
1998-09-10,15.87,,
1998-09-11,16.16,,
1998-09-14,16.77,,
1998-09-15,16.52,,
1998-09-16,16.55,,
1998-09-17,15.75,,
1998-09-18,15.67,,
1998-09-21,15.74,,
1998-09-22,15.94,,
1998-09-23,16.14,,
1998-09-24,16.36,,
1998-09-25,16.24,,
1998-09-28,16.36,,
1998-09-29,17.18,,
1998-09-30,16.21,,
1998-10-01,15.6,,
1998-10-02,15.68,,
1998-10-05,15.94,,
1998-10-06,15.87,,
1998-10-07,15.75,,
1998-10-08,16.01,,
1998-10-09,15.85,,
1998-10-12,16.16,,
1998-10-13,16.07,,
1998-10-14,16.19,,
1998-10-15,16.63,,
1998-10-16,16.82,,
1998-10-19,17.28,,
1998-10-20,17.62,,
1998-10-21,17.62,,
1998-10-22,15.48,,
1998-10-23,15.99,,
1998-10-26,15.62,,
1998-10-27,15.67,,
1998-10-28,15.77,,
1998-10-29,16.19,,
1998-10-30,16.28,,
1998-11-02,16.21,,
1998-11-03,16.23,,
1998-11-04,16.21,,
1998-11-05,15.96,,
1998-11-06,16.02,,
1998-11-09,15.74,,
1998-11-10,16.01,,
1998-11-11,15.97,,
1998-11-12,16.16,,
1998-11-13,16.65,,
1998-11-16,16.58,,
1998-11-17,16.84,,
1998-11-18,17.08,,
1998-11-19,16.89,,
1998-11-20,17.23,,
1998-11-23,17.53,,
1998-11-24,17.4,,
1998-11-25,17.74,,
1998-11-27,17.53,,
1998-11-30,17.26,,
1998-12-01,17.93,,
1998-12-02,17.81,,
1998-12-03,16.97,,
1998-12-04,17.25,,
1998-12-07,17.06,,
1998-12-08,17.04,,
1998-12-09,17.14,,
1998-12-10,17.13,,
1998-12-11,17.13,,
1998-12-14,16.99,,
1998-12-15,17.08,,
1998-12-16,16.87,,
1998-12-17,17.06,,
1998-12-18,17.28,,
1998-12-21,17.26,,
1998-12-22,17.21,,
1998-12-23,17.45,,
1998-12-24,17.36,,
1998-12-28,17.38,,
1998-12-29,17.36,,
1998-12-30,17.3,,
1998-12-31,17.47,,
1999-01-04,17.16,,
1999-01-05,17.13,,
1999-01-06,18.15,,
1999-01-07,17.81,,
1999-01-08,17.79,,
1999-01-11,17.74,,
1999-01-12,17.74,,
1999-01-13,17.5,,
1999-01-14,17.13,,
1999-01-15,17.42,,
1999-01-19,17.14,,
1999-01-20,17.14,,
1999-01-21,17.18,,
1999-01-22,16.99,,
1999-01-25,17.53,,
1999-01-26,17.6,,
1999-01-27,18.11,,
1999-01-28,18.96,,
1999-01-29,19.27,,
1999-02-01,19.28,,
1999-02-02,18.93,,
1999-02-03,19.23,,
1999-02-04,18.81,,
1999-02-05,18.94,,
1999-02-08,18.84,,
1999-02-09,18.4,,
1999-02-10,18.43,,
1999-02-11,18.4,,
1999-02-12,18.38,,
1999-02-16,18.62,,
1999-02-17,18.11,,
1999-02-18,18.15,,
1999-02-19,18.28,,
1999-02-22,18.86,,
1999-02-23,18.62,,
1999-02-24,19.03,,
1999-02-25,18.88,,
1999-02-26,19.11,,
1999-03-01,19.01,,
1999-03-02,18.65,,
1999-03-03,18.88,,
1999-03-04,19.28,,
1999-03-05,19.89,,
1999-03-08,19.83,,
1999-03-09,19.52,,
1999-03-10,19.83,,
1999-03-11,20.25,,
1999-03-12,20.47,,
1999-03-15,20.62,,
1999-03-16,20.08,,
1999-03-17,18.88,,
1999-03-18,19.28,,
1999-03-19,18.79,,
1999-03-22,18.2,,
1999-03-23,17.67,,
1999-03-24,18.43,,
1999-03-25,18.18,,
1999-03-26,18.04,,
1999-03-29,18.21,,
1999-03-30,17.91,,
1999-03-31,17.93,,
1999-04-01,18.01,,
1999-04-05,18.21,,
1999-04-06,17.99,,
1999-04-07,17.96,,
1999-04-08,17.69,,
1999-04-09,18.01,,
1999-04-12,17.86,,
1999-04-13,18.25,,
1999-04-14,18.03,,
1999-04-15,17.31,,
1999-04-16,16.7,,
1999-04-19,16.57,,
1999-04-20,16.55,,
1999-04-21,16.65,,
1999-04-22,18.47,,
1999-04-23,18.33,,
1999-04-26,18.35,,
1999-04-27,18.16,,
1999-04-28,17.79,,
1999-04-29,17.35,,
1999-04-30,17.11,,
1999-05-03,17.28,,
1999-05-04,17.64,,
1999-05-05,17.69,,
1999-05-06,18.04,,
1999-05-07,17.82,,
1999-05-10,17.55,,
1999-05-11,17.86,,
1999-05-12,18.09,,
1999-05-13,18.64,,
1999-05-14,17.79,,
1999-05-17,17.48,,
1999-05-18,17.3,,
1999-05-19,17.43,,
1999-05-20,17.47,,
1999-05-21,17.25,,
