date,CME,CME_EPS,PE Ratio
2003-05-29,12.05,0.15,80.33333333333334
2003-05-30,12.3,0.15,82.00000000000001
2003-06-02,12.41,0.15,82.73333333333333
2003-06-03,12.46,0.15,83.06666666666668
2003-06-04,12.64,0.15,84.26666666666668
2003-06-05,12.6,0.15,84.0
2003-06-06,12.2,0.15,81.33333333333333
2003-06-09,12.4,0.15,82.66666666666667
2003-06-10,12.44,0.15,82.93333333333334
2003-06-11,12.47,0.15,83.13333333333334
2003-06-12,12.83,0.15,85.53333333333333
2003-06-13,12.9,0.15,86.0
2003-06-16,13.12,0.15,87.46666666666667
2003-06-17,13.88,0.15,92.53333333333335
2003-06-18,13.92,0.15,92.8
2003-06-19,13.6,0.15,90.66666666666667
2003-06-20,13.25,0.15,88.33333333333334
2003-06-23,13.2,0.15,88.0
2003-06-24,13.69,0.15,91.26666666666667
2003-06-25,13.4,0.15,89.33333333333334
2003-06-26,13.83,0.15,92.2
2003-06-27,13.92,0.15,92.8
2003-06-30,13.93,0.15,92.86666666666667
2003-07-01,14.91,0.15,99.4
2003-07-02,14.93,0.15,99.53333333333333
2003-07-03,14.77,0.15,98.46666666666667
2003-07-07,14.85,0.15,99.0
2003-07-08,14.88,0.15,99.2
2003-07-09,15.3,0.15,102.00000000000001
2003-07-10,15.5,0.15,103.33333333333334
2003-07-11,15.14,0.15,100.93333333333334
2003-07-14,15.47,0.15,103.13333333333334
2003-07-15,15.57,0.15,103.80000000000001
2003-07-16,15.3,0.15,102.00000000000001
2003-07-17,14.89,0.15,99.26666666666668
2003-07-18,14.96,0.15,99.73333333333335
2003-07-21,14.72,0.15,98.13333333333334
2003-07-22,15.54,0.15,103.6
2003-07-23,15.8,0.15,105.33333333333334
2003-07-24,15.18,0.15,101.2
2003-07-25,15.7,0.15,104.66666666666667
2003-07-28,15.58,0.15,103.86666666666667
2003-07-29,15.27,0.15,101.8
2003-07-30,15.08,0.15,100.53333333333333
2003-07-31,14.73,0.15,98.2
2003-08-01,14.37,0.15,95.8
2003-08-04,14.63,0.15,97.53333333333335
2003-08-05,14.94,0.15,99.6
2003-08-06,15.0,0.15,100.0
2003-08-07,15.01,0.15,100.06666666666666
2003-08-08,15.01,0.15,100.06666666666666
2003-08-11,15.03,0.21,71.57142857142857
2003-08-12,15.1,0.21,71.90476190476191
2003-08-13,15.4,0.21,73.33333333333334
2003-08-14,15.64,0.21,74.47619047619048
2003-08-15,15.7,0.21,74.76190476190476
2003-08-18,15.58,0.21,74.19047619047619
2003-08-19,14.32,0.21,68.19047619047619
2003-08-20,14.68,0.21,69.90476190476191
2003-08-21,14.38,0.21,68.47619047619048
2003-08-22,13.65,0.21,65.0
2003-08-25,13.28,0.21,63.23809523809524
2003-08-26,14.06,0.21,66.95238095238096
2003-08-27,14.57,0.21,69.38095238095238
2003-08-28,14.29,0.21,68.04761904761905
2003-08-29,14.08,0.21,67.04761904761905
2003-09-02,13.92,0.21,66.28571428571429
2003-09-03,14.2,0.21,67.61904761904762
2003-09-04,14.19,0.21,67.57142857142857
2003-09-05,14.07,0.21,67.0
2003-09-08,14.43,0.21,68.71428571428572
2003-09-09,14.42,0.21,68.66666666666667
2003-09-10,14.32,0.21,68.19047619047619
2003-09-11,14.29,0.21,68.04761904761905
2003-09-12,14.32,0.21,68.19047619047619
2003-09-15,14.26,0.21,67.90476190476191
2003-09-16,14.3,0.21,68.0952380952381
2003-09-17,14.47,0.21,68.90476190476191
2003-09-18,14.75,0.21,70.23809523809524
2003-09-19,14.67,0.21,69.85714285714286
2003-09-22,14.5,0.21,69.04761904761905
2003-09-23,14.05,0.21,66.90476190476191
2003-09-24,13.94,0.21,66.38095238095238
2003-09-25,13.7,0.21,65.23809523809524
2003-09-26,13.3,0.21,63.333333333333336
2003-09-29,13.29,0.21,63.285714285714285
2003-09-30,13.76,0.21,65.52380952380952
2003-10-01,13.81,0.21,65.76190476190477
2003-10-02,14.2,0.21,67.61904761904762
2003-10-03,14.35,0.21,68.33333333333333
2003-10-06,14.58,0.21,69.42857142857143
2003-10-07,14.58,0.21,69.42857142857143
2003-10-08,14.67,0.21,69.85714285714286
2003-10-09,14.51,0.21,69.0952380952381
2003-10-10,14.52,0.21,69.14285714285714
2003-10-13,14.94,0.21,71.14285714285714
2003-10-14,14.91,0.21,71.0
2003-10-15,14.87,0.21,70.80952380952381
2003-10-16,14.69,0.21,69.95238095238095
2003-10-17,14.12,0.21,67.23809523809524
2003-10-20,13.78,0.21,65.61904761904762
2003-10-21,14.0,0.21,66.66666666666667
2003-10-22,13.44,0.21,64.0
2003-10-23,13.07,0.21,62.23809523809524
2003-10-24,13.55,0.21,64.52380952380953
2003-10-27,13.6,0.21,64.76190476190476
2003-10-28,13.6,0.21,64.76190476190476
2003-10-29,13.8,0.21,65.71428571428572
2003-10-30,13.47,0.21,64.14285714285715
2003-10-31,13.59,0.19,71.52631578947368
2003-11-03,13.6,0.19,71.57894736842105
2003-11-04,13.2,0.19,69.47368421052632
2003-11-05,13.26,0.19,69.78947368421052
2003-11-06,13.27,0.19,69.84210526315789
2003-11-07,13.48,0.19,70.94736842105263
2003-11-10,13.51,0.19,71.10526315789474
2003-11-11,13.65,0.19,71.84210526315789
2003-11-12,13.86,0.19,72.94736842105263
2003-11-13,13.45,0.19,70.78947368421052
2003-11-14,13.53,0.19,71.21052631578947
2003-11-17,13.17,0.19,69.3157894736842
2003-11-18,13.27,0.19,69.84210526315789
2003-11-19,13.64,0.19,71.78947368421053
2003-11-20,13.58,0.19,71.47368421052632
2003-11-21,13.58,0.19,71.47368421052632
2003-11-24,13.73,0.19,72.26315789473685
2003-11-25,13.69,0.19,72.05263157894737
2003-11-26,13.7,0.19,72.10526315789473
2003-11-28,13.69,0.19,72.05263157894737
2003-12-01,13.8,0.19,72.63157894736842
2003-12-02,13.86,0.19,72.94736842105263
2003-12-03,13.67,0.19,71.94736842105263
2003-12-04,13.8,0.19,72.63157894736842
2003-12-05,14.13,0.19,74.36842105263158
2003-12-08,14.0,0.19,73.6842105263158
2003-12-09,13.87,0.19,73.0
2003-12-10,13.57,0.19,71.42105263157895
2003-12-11,13.72,0.19,72.21052631578948
2003-12-12,13.65,0.19,71.84210526315789
2003-12-15,13.59,0.19,71.52631578947368
2003-12-16,13.73,0.19,72.26315789473685
2003-12-17,13.75,0.19,72.36842105263158
2003-12-18,14.07,0.19,74.05263157894737
2003-12-19,14.39,0.19,75.73684210526316
2003-12-22,14.44,0.19,76.0
2003-12-23,14.48,0.19,76.21052631578948
2003-12-24,14.39,0.19,75.73684210526316
2003-12-26,14.3,0.19,75.26315789473685
2003-12-29,14.48,0.19,76.21052631578948
2003-12-30,14.54,0.19,76.52631578947368
2003-12-31,14.47,0.19,76.15789473684211
2004-01-02,14.58,0.19,76.73684210526315
2004-01-05,15.62,0.19,82.21052631578947
2004-01-06,15.17,0.19,79.84210526315789
2004-01-07,15.0,0.19,78.94736842105263
2004-01-08,14.89,0.19,78.36842105263158
2004-01-09,15.06,0.19,79.26315789473685
2004-01-12,15.0,0.19,78.94736842105263
2004-01-13,14.8,0.19,77.89473684210526
2004-01-14,14.69,0.19,77.3157894736842
2004-01-15,14.98,0.19,78.84210526315789
2004-01-16,15.94,0.19,83.89473684210526
2004-01-20,16.4,0.19,86.3157894736842
2004-01-21,16.44,0.19,86.52631578947368
2004-01-22,17.36,0.19,91.36842105263158
2004-01-23,17.12,0.19,90.10526315789474
2004-01-26,17.09,0.19,89.94736842105263
2004-01-27,17.15,0.19,90.26315789473684
2004-01-28,17.0,0.19,89.47368421052632
2004-01-29,17.0,0.19,89.47368421052632
2004-01-30,17.48,0.19,92.0
2004-02-02,17.46,0.19,91.89473684210526
2004-02-03,17.2,0.19,90.52631578947368
2004-02-04,16.87,0.19,88.78947368421053
2004-02-05,17.03,0.19,89.63157894736842
2004-02-06,17.12,0.19,90.10526315789474
2004-02-09,17.3,0.19,91.05263157894737
2004-02-10,17.1,0.19,90.0
2004-02-11,17.0,0.19,89.47368421052632
2004-02-12,16.89,0.19,88.89473684210526
2004-02-13,16.62,0.19,87.47368421052632
2004-02-17,17.07,0.19,89.84210526315789
2004-02-18,17.06,0.19,89.78947368421052
2004-02-19,17.12,0.19,90.10526315789474
2004-02-20,17.0,0.19,89.47368421052632
2004-02-23,17.37,0.19,91.42105263157895
2004-02-24,17.3,0.19,91.05263157894737
2004-02-25,17.52,0.19,92.21052631578947
2004-02-26,18.29,0.19,96.26315789473684
2004-02-27,18.65,0.19,98.1578947368421
2004-03-01,18.97,0.19,99.84210526315789
2004-03-02,18.88,0.19,99.36842105263158
2004-03-03,18.65,0.19,98.1578947368421
2004-03-04,19.0,0.19,100.0
2004-03-05,19.44,0.19,102.31578947368422
2004-03-08,19.09,0.19,100.47368421052632
2004-03-09,19.39,0.19,102.05263157894737
2004-03-10,19.2,0.19,101.05263157894737
2004-03-11,18.85,0.17,110.88235294117646
2004-03-12,19.02,0.17,111.88235294117646
2004-03-15,18.7,0.17,109.99999999999999
2004-03-16,18.29,0.17,107.58823529411764
2004-03-17,18.82,0.17,110.70588235294117
2004-03-18,18.69,0.17,109.94117647058823
2004-03-19,18.75,0.17,110.29411764705881
2004-03-22,18.42,0.17,108.3529411764706
2004-03-23,18.58,0.17,109.29411764705881
2004-03-24,18.45,0.17,108.52941176470587
2004-03-25,18.61,0.17,109.4705882352941
2004-03-26,18.94,0.17,111.41176470588235
2004-03-29,19.33,0.17,113.70588235294116
2004-03-30,19.86,0.17,116.8235294117647
2004-03-31,19.35,0.17,113.82352941176471
2004-04-01,20.1,0.17,118.23529411764706
2004-04-02,20.6,0.17,121.17647058823529
2004-04-05,21.48,0.17,126.35294117647058
2004-04-06,21.6,0.17,127.05882352941177
2004-04-07,21.98,0.17,129.2941176470588
2004-04-08,21.91,0.17,128.88235294117646
2004-04-12,22.0,0.17,129.41176470588235
2004-04-13,21.07,0.17,123.94117647058823
2004-04-14,21.21,0.17,124.76470588235294
2004-04-15,21.76,0.17,128.0
2004-04-16,22.0,0.17,129.41176470588235
2004-04-19,22.95,0.17,135.0
2004-04-20,23.22,0.17,136.58823529411762
2004-04-21,22.9,0.17,134.70588235294116
2004-04-22,23.44,0.17,137.88235294117646
2004-04-23,23.77,0.17,139.8235294117647
2004-04-26,23.46,0.17,138.0
2004-04-27,24.2,0.17,142.35294117647058
2004-04-28,23.7,0.17,139.41176470588235
2004-04-29,23.4,0.17,137.6470588235294
2004-04-30,23.46,0.17,138.0
2004-05-03,23.66,0.17,139.17647058823528
2004-05-04,24.26,0.17,142.7058823529412
2004-05-05,24.47,0.27,90.62962962962962
2004-05-06,23.59,0.27,87.37037037037037
2004-05-07,23.3,0.27,86.29629629629629
2004-05-10,23.36,0.27,86.5185185185185
2004-05-11,23.56,0.27,87.25925925925925
2004-05-12,23.37,0.27,86.55555555555556
2004-05-13,23.58,0.27,87.33333333333331
2004-05-14,23.73,0.27,87.88888888888889
2004-05-17,23.39,0.27,86.62962962962962
2004-05-18,24.56,0.27,90.96296296296295
2004-05-19,24.81,0.27,91.88888888888887
2004-05-20,24.74,0.27,91.62962962962962
2004-05-21,24.91,0.27,92.25925925925925
2004-05-24,25.25,0.27,93.51851851851852
2004-05-25,25.53,0.27,94.55555555555556
2004-05-26,26.0,0.27,96.29629629629629
2004-05-27,26.06,0.27,96.5185185185185
2004-05-28,25.84,0.27,95.7037037037037
2004-06-01,24.4,0.27,90.37037037037035
2004-06-02,24.64,0.27,91.25925925925925
2004-06-03,23.69,0.27,87.74074074074073
2004-06-04,24.12,0.27,89.33333333333333
2004-06-07,24.87,0.27,92.11111111111111
2004-06-08,24.94,0.27,92.37037037037037
2004-06-09,24.42,0.27,90.44444444444444
2004-06-10,25.4,0.27,94.07407407407406
2004-06-14,25.36,0.27,93.92592592592592
2004-06-15,25.18,0.27,93.25925925925925
2004-06-16,25.46,0.27,94.29629629629629
2004-06-17,25.44,0.27,94.22222222222221
2004-06-18,25.81,0.27,95.59259259259258
2004-06-21,26.0,0.27,96.29629629629629
2004-06-22,25.8,0.27,95.55555555555556
2004-06-23,26.71,0.27,98.92592592592592
2004-06-24,27.0,0.27,100.0
2004-06-25,27.68,0.27,102.5185185185185
2004-06-28,28.19,0.27,104.4074074074074
2004-06-29,28.14,0.27,104.22222222222221
2004-06-30,28.87,0.27,106.92592592592592
2004-07-01,29.47,0.27,109.14814814814814
2004-07-02,28.65,0.27,106.1111111111111
2004-07-06,28.33,0.27,104.92592592592591
2004-07-07,28.83,0.27,106.77777777777777
2004-07-08,28.34,0.27,104.96296296296296
2004-07-09,27.75,0.27,102.77777777777777
2004-07-12,26.96,0.27,99.85185185185185
2004-07-13,26.76,0.27,99.11111111111111
2004-07-14,26.18,0.27,96.96296296296296
2004-07-15,24.53,0.27,90.85185185185185
2004-07-16,23.44,0.27,86.81481481481481
2004-07-19,23.85,0.27,88.33333333333333
2004-07-20,25.16,0.27,93.18518518518518
2004-07-21,24.16,0.27,89.48148148148148
2004-07-22,25.03,0.27,92.7037037037037
2004-07-23,24.85,0.27,92.03703703703704
2004-07-26,24.55,0.27,90.92592592592592
2004-07-27,25.02,0.27,92.66666666666666
2004-07-28,24.95,0.27,92.4074074074074
2004-07-29,25.29,0.27,93.66666666666666
2004-07-30,25.1,0.27,92.96296296296296
2004-08-02,25.08,0.27,92.88888888888887
2004-08-03,25.27,0.27,93.59259259259258
2004-08-04,25.04,0.27,92.74074074074073
2004-08-05,24.25,0.27,89.81481481481481
2004-08-06,25.98,0.33,78.72727272727272
2004-08-09,27.08,0.33,82.06060606060605
2004-08-10,27.5,0.33,83.33333333333333
2004-08-11,27.46,0.33,83.2121212121212
2004-08-12,26.64,0.33,80.72727272727272
2004-08-13,26.6,0.33,80.60606060606061
2004-08-16,27.0,0.33,81.81818181818181
2004-08-17,26.99,0.33,81.78787878787878
2004-08-18,26.98,0.33,81.75757575757575
2004-08-19,26.75,0.33,81.06060606060606
2004-08-20,26.99,0.33,81.78787878787878
2004-08-23,27.48,0.33,83.27272727272727
2004-08-24,27.28,0.33,82.66666666666667
2004-08-25,27.27,0.33,82.63636363636363
2004-08-26,27.65,0.33,83.78787878787878
2004-08-27,27.3,0.33,82.72727272727272
2004-08-30,26.63,0.33,80.69696969696969
2004-08-31,26.63,0.33,80.69696969696969
2004-09-01,26.46,0.33,80.18181818181819
2004-09-02,27.54,0.33,83.45454545454545
2004-09-03,27.4,0.33,83.03030303030302
2004-09-07,28.9,0.33,87.57575757575756
2004-09-08,28.71,0.33,87.0
2004-09-09,28.92,0.33,87.63636363636364
2004-09-10,28.83,0.33,87.36363636363636
2004-09-13,28.3,0.33,85.75757575757575
2004-09-14,28.78,0.33,87.21212121212122
2004-09-15,28.27,0.33,85.66666666666666
2004-09-16,28.16,0.33,85.33333333333333
2004-09-17,28.66,0.33,86.84848484848484
2004-09-20,29.22,0.33,88.54545454545453
2004-09-21,30.23,0.33,91.60606060606061
2004-09-22,30.41,0.33,92.15151515151514
2004-09-23,30.61,0.33,92.75757575757575
2004-09-24,31.52,0.33,95.51515151515152
2004-09-27,31.43,0.33,95.24242424242424
2004-09-28,31.86,0.33,96.54545454545453
2004-09-29,31.69,0.33,96.03030303030303
2004-09-30,32.26,0.33,97.75757575757575
2004-10-01,33.14,0.33,100.42424242424242
2004-10-04,33.69,0.33,102.09090909090908
2004-10-05,33.74,0.33,102.24242424242425
2004-10-06,33.72,0.33,102.18181818181817
2004-10-07,33.43,0.33,101.3030303030303
2004-10-08,33.18,0.33,100.54545454545455
2004-10-11,33.25,0.33,100.75757575757575
2004-10-12,33.03,0.33,100.0909090909091
2004-10-13,33.45,0.33,101.36363636363637
2004-10-14,34.34,0.33,104.06060606060606
2004-10-15,34.23,0.33,103.72727272727272
2004-10-18,34.14,0.33,103.45454545454545
2004-10-19,33.95,0.33,102.87878787878789
2004-10-20,33.4,0.33,101.2121212121212
2004-10-21,33.69,0.33,102.09090909090908
2004-10-22,33.62,0.33,101.87878787878786
2004-10-25,33.87,0.33,102.63636363636363
2004-10-26,33.14,0.33,100.42424242424242
2004-10-27,34.05,0.33,103.18181818181817
2004-10-28,34.75,0.33,105.3030303030303
2004-10-29,35.15,0.33,106.5151515151515
2004-11-01,35.16,0.33,106.54545454545453
2004-11-02,35.96,0.33,108.96969696969697
2004-11-03,37.4,0.33,113.33333333333333
2004-11-04,37.39,0.33,113.3030303030303
2004-11-05,36.07,0.33,109.3030303030303
2004-11-08,37.48,0.33,113.57575757575756
2004-11-09,38.22,0.34,112.41176470588235
2004-11-10,39.71,0.34,116.79411764705881
2004-11-11,39.88,0.34,117.29411764705883
2004-11-12,40.93,0.34,120.38235294117646
2004-11-15,42.08,0.34,123.76470588235293
2004-11-16,40.2,0.34,118.23529411764706
2004-11-17,40.51,0.34,119.14705882352939
2004-11-18,40.71,0.34,119.73529411764706
2004-11-19,40.2,0.34,118.23529411764706
2004-11-22,40.53,0.34,119.20588235294117
2004-11-23,41.02,0.34,120.6470588235294
2004-11-24,39.74,0.34,116.88235294117646
2004-11-26,39.57,0.34,116.38235294117646
2004-11-29,39.66,0.34,116.64705882352939
2004-11-30,39.14,0.34,115.11764705882352
2004-12-01,41.52,0.34,122.11764705882354
2004-12-02,41.94,0.34,123.35294117647057
2004-12-03,42.8,0.34,125.88235294117645
2004-12-06,43.3,0.34,127.35294117647057
2004-12-07,43.03,0.34,126.55882352941175
2004-12-08,43.04,0.34,126.58823529411764
2004-12-09,43.93,0.34,129.20588235294116
2004-12-10,44.48,0.34,130.8235294117647
2004-12-13,45.14,0.34,132.76470588235293
2004-12-14,44.8,0.34,131.76470588235293
2004-12-15,44.82,0.34,131.8235294117647
2004-12-16,44.5,0.34,130.88235294117646
2004-12-17,44.11,0.34,129.73529411764704
2004-12-20,43.56,0.34,128.11764705882354
2004-12-21,44.05,0.34,129.55882352941174
2004-12-22,44.26,0.34,130.17647058823528
2004-12-23,44.3,0.34,130.2941176470588
2004-12-27,43.72,0.34,128.58823529411762
2004-12-28,45.03,0.34,132.44117647058823
2004-12-29,45.58,0.34,134.05882352941174
2004-12-30,45.61,0.34,134.1470588235294
2004-12-31,45.74,0.34,134.52941176470588
2005-01-03,43.58,0.34,128.17647058823528
2005-01-04,42.9,0.34,126.17647058823528
2005-01-05,43.5,0.34,127.94117647058823
2005-01-06,44.3,0.34,130.2941176470588
2005-01-07,43.52,0.34,128.0
2005-01-10,43.09,0.34,126.73529411764706
2005-01-11,42.49,0.34,124.97058823529412
2005-01-12,41.42,0.34,121.8235294117647
2005-01-13,41.49,0.34,122.02941176470588
2005-01-14,41.55,0.34,122.20588235294116
2005-01-18,41.27,0.34,121.38235294117648
2005-01-19,40.85,0.34,120.1470588235294
2005-01-20,39.41,0.34,115.91176470588233
2005-01-21,38.45,0.34,113.08823529411765
2005-01-24,37.01,0.34,108.85294117647058
2005-01-25,37.15,0.34,109.26470588235293
2005-01-26,39.42,0.34,115.94117647058823
2005-01-27,41.98,0.34,123.4705882352941
2005-01-28,41.9,0.34,123.23529411764704
2005-01-31,42.9,0.34,126.17647058823528
2005-02-01,38.3,0.34,112.64705882352939
2005-02-02,38.87,0.34,114.3235294117647
2005-02-03,39.04,0.34,114.8235294117647
2005-02-04,40.99,0.34,120.55882352941177
2005-02-07,41.73,0.34,122.73529411764704
2005-02-08,42.08,0.34,123.76470588235293
2005-02-09,40.6,0.34,119.41176470588235
2005-02-10,41.24,0.34,121.29411764705883
2005-02-11,41.9,0.34,123.23529411764704
2005-02-14,42.25,0.34,124.26470588235293
2005-02-15,42.42,0.34,124.76470588235294
2005-02-16,43.22,0.34,127.11764705882352
2005-02-17,42.61,0.34,125.3235294117647
2005-02-18,42.9,0.34,126.17647058823528
2005-02-22,41.98,0.34,123.4705882352941
2005-02-23,41.57,0.34,122.26470588235293
2005-02-24,42.0,0.34,123.52941176470587
2005-02-25,42.23,0.34,124.20588235294116
2005-02-28,41.32,0.34,121.52941176470587
2005-03-01,44.0,0.34,129.41176470588235
2005-03-02,39.8,0.34,117.05882352941175
2005-03-03,38.73,0.34,113.91176470588233
2005-03-04,39.4,0.34,115.88235294117646
2005-03-07,38.95,0.34,114.55882352941177
2005-03-08,38.91,0.34,114.44117647058822
2005-03-09,38.36,0.34,112.8235294117647
2005-03-10,39.58,0.33,119.93939393939392
2005-03-11,39.46,0.33,119.57575757575758
2005-03-14,39.37,0.33,119.30303030303028
2005-03-15,39.7,0.33,120.30303030303031
2005-03-16,39.38,0.33,119.33333333333333
2005-03-17,38.76,0.33,117.45454545454544
2005-03-18,38.68,0.33,117.2121212121212
2005-03-21,39.72,0.33,120.36363636363636
2005-03-22,38.76,0.33,117.45454545454544
2005-03-23,38.11,0.33,115.48484848484848
2005-03-24,38.65,0.33,117.12121212121211
2005-03-28,39.0,0.33,118.18181818181817
2005-03-29,37.93,0.33,114.93939393939394
2005-03-30,38.71,0.33,117.3030303030303
2005-03-31,38.81,0.33,117.60606060606061
2005-04-01,36.7,0.33,111.21212121212122
2005-04-04,37.77,0.33,114.45454545454545
2005-04-05,37.76,0.33,114.42424242424241
2005-04-06,37.94,0.33,114.96969696969695
2005-04-07,37.58,0.33,113.87878787878788
2005-04-08,37.27,0.33,112.93939393939394
2005-04-11,37.04,0.33,112.24242424242424
2005-04-12,37.1,0.33,112.42424242424242
2005-04-13,37.15,0.33,112.57575757575756
2005-04-14,35.8,0.33,108.48484848484847
2005-04-15,34.21,0.33,103.66666666666667
2005-04-18,34.54,0.33,104.66666666666666
2005-04-19,34.97,0.33,105.96969696969695
2005-04-20,34.25,0.33,103.78787878787878
2005-04-21,33.99,0.33,103.0
2005-04-22,34.2,0.33,103.63636363636364
2005-04-25,35.6,0.33,107.87878787878788
2005-04-26,37.88,0.33,114.7878787878788
2005-04-27,39.62,0.33,120.06060606060605
2005-04-28,38.96,0.33,118.06060606060606
2005-04-29,39.1,0.33,118.48484848484848
2005-05-02,38.59,0.33,116.93939393939394
2005-05-03,38.35,0.33,116.2121212121212
2005-05-04,39.57,0.33,119.9090909090909
2005-05-05,39.58,0.42,94.23809523809524
2005-05-06,39.68,0.42,94.47619047619048
2005-05-09,39.86,0.42,94.90476190476191
2005-05-10,39.26,0.42,93.47619047619048
2005-05-11,39.05,0.42,92.97619047619047
2005-05-12,37.9,0.42,90.23809523809524
