date,GS,GS_EPS,PE Ratio
1999-11-09,71.88,2.07,34.72463768115942
1999-11-10,71.94,2.07,34.7536231884058
1999-11-11,73.31,2.07,35.415458937198075
1999-11-12,79.75,2.07,38.52657004830918
1999-11-15,78.0,2.07,37.68115942028986
1999-11-16,82.81,2.07,40.0048309178744
1999-11-17,79.56,2.07,38.434782608695656
1999-11-18,80.19,2.07,38.73913043478261
1999-11-19,79.94,2.07,38.61835748792271
1999-11-22,79.69,2.07,38.49758454106281
1999-11-23,77.75,2.07,37.56038647342996
1999-11-24,77.13,2.07,37.26086956521739
1999-11-26,77.31,2.07,37.34782608695652
1999-11-29,74.5,2.07,35.99033816425121
1999-11-30,75.13,2.07,36.29468599033817
1999-12-01,76.19,2.07,36.806763285024154
1999-12-02,77.5,2.07,37.43961352657005
1999-12-03,79.06,2.07,38.193236714975846
1999-12-06,77.0,2.07,37.19806763285025
1999-12-07,80.94,2.07,39.10144927536232
1999-12-08,80.0,2.07,38.64734299516908
1999-12-09,80.0,2.07,38.64734299516908
1999-12-10,82.0,2.07,39.613526570048315
1999-12-13,82.06,2.07,39.64251207729469
1999-12-14,78.75,2.07,38.04347826086957
1999-12-15,79.44,2.07,38.3768115942029
1999-12-16,78.56,2.07,37.951690821256044
1999-12-17,80.19,2.07,38.73913043478261
1999-12-20,81.88,2.07,39.55555555555556
1999-12-21,80.94,2.07,39.10144927536232
1999-12-22,79.69,2.07,38.49758454106281
1999-12-23,81.0,2.07,39.130434782608695
1999-12-27,82.06,2.07,39.64251207729469
1999-12-28,85.0,2.07,41.06280193236715
1999-12-29,88.0,2.07,42.512077294685994
1999-12-30,92.19,2.07,44.536231884057976
1999-12-31,94.19,2.07,45.5024154589372
2000-01-03,88.31,2.07,42.66183574879228
2000-01-04,82.75,2.07,39.975845410628025
2000-01-05,78.88,2.07,38.106280193236714
2000-01-06,82.25,2.07,39.734299516908216
2000-01-07,82.56,2.07,39.8840579710145
2000-01-10,84.38,2.07,40.76328502415459
2000-01-11,84.81,2.07,40.971014492753625
2000-01-12,84.38,2.07,40.76328502415459
2000-01-13,84.5,2.07,40.82125603864735
2000-01-14,85.63,2.07,41.367149758454104
2000-01-18,86.88,2.07,41.971014492753625
2000-01-19,87.56,2.07,42.29951690821257
2000-01-20,85.94,2.07,41.51690821256039
2000-01-21,85.69,2.07,41.39613526570049
2000-01-24,81.75,2.07,39.492753623188406
2000-01-25,83.88,2.07,40.52173913043478
2000-01-26,88.25,2.07,42.632850241545896
2000-01-27,89.0,2.07,42.99516908212561
2000-01-28,87.0,2.07,42.02898550724638
2000-01-31,91.63,2.07,44.26570048309179
2000-02-01,91.25,2.07,44.08212560386474
2000-02-02,91.13,2.07,44.02415458937198
2000-02-03,85.38,2.07,41.2463768115942
2000-02-04,84.69,2.07,40.913043478260875
2000-02-07,85.75,2.07,41.42512077294686
2000-02-08,89.44,2.07,43.207729468599034
2000-02-09,86.75,2.07,41.908212560386474
2000-02-10,86.63,2.07,41.850241545893724
2000-02-11,85.13,2.07,41.1256038647343
2000-02-14,86.5,2.07,41.78743961352657
2000-02-15,86.5,2.07,41.78743961352657
2000-02-16,82.94,2.07,40.067632850241544
2000-02-17,82.13,2.07,39.67632850241546
2000-02-18,80.81,2.07,39.038647342995176
2000-02-22,81.56,2.07,39.40096618357488
2000-02-23,85.75,2.07,41.42512077294686
2000-02-24,89.63,2.07,43.29951690821256
2000-02-25,89.25,2.07,43.11594202898551
2000-02-28,88.0,2.07,42.512077294685994
2000-02-29,92.5,2.07,44.68599033816425
2000-03-01,94.75,2.07,45.772946859903385
2000-03-02,96.25,2.07,46.49758454106281
2000-03-03,102.5,2.07,49.51690821256039
2000-03-06,103.69,2.07,50.091787439613526
2000-03-07,104.88,2.07,50.66666666666667
2000-03-08,101.75,2.07,49.15458937198068
2000-03-09,107.19,2.07,51.78260869565218
2000-03-10,112.25,2.07,54.22705314009662
2000-03-13,110.38,2.07,53.32367149758454
2000-03-14,104.75,2.07,50.60386473429952
2000-03-15,103.56,2.07,50.02898550724638
2000-03-16,103.31,2.07,49.90821256038648
2000-03-17,116.5,2.07,56.28019323671498
2000-03-20,113.44,2.07,54.80193236714976
2000-03-21,118.25,2.07,57.1256038647343
2000-03-22,117.16,2.07,56.59903381642513
2000-03-23,119.0,2.07,57.48792270531401
2000-03-24,121.31,2.07,58.60386473429952
2000-03-27,112.0,2.07,54.10628019323672
2000-03-28,113.25,2.07,54.710144927536234
2000-03-29,114.19,2.07,55.16425120772947
2000-03-30,106.88,2.07,51.632850241545896
2000-03-31,105.25,2.07,50.84541062801933
2000-04-03,105.5,2.07,50.96618357487923
2000-04-04,98.25,2.07,47.46376811594203
2000-04-05,97.44,2.07,47.072463768115945
2000-04-06,106.0,2.07,51.20772946859904
2000-04-07,102.5,1.77,57.909604519774014
2000-04-10,107.06,1.77,60.48587570621469
2000-04-11,104.81,1.77,59.21468926553673
2000-04-12,96.56,1.77,54.55367231638418
2000-04-13,95.25,1.77,53.813559322033896
2000-04-14,82.75,1.77,46.75141242937853
2000-04-17,87.5,1.77,49.43502824858757
2000-04-18,93.75,1.77,52.96610169491525
2000-04-19,92.06,1.77,52.01129943502825
2000-04-20,88.81,1.77,50.175141242937855
2000-04-24,86.88,1.77,49.08474576271186
2000-04-25,97.06,1.77,54.836158192090394
2000-04-26,94.5,1.77,53.389830508474574
2000-04-27,95.19,1.77,53.77966101694915
2000-04-28,93.25,1.77,52.68361581920904
2000-05-01,97.0,1.77,54.80225988700565
2000-05-02,93.0,1.77,52.54237288135593
2000-05-03,91.13,1.77,51.485875706214685
2000-05-04,90.19,1.77,50.954802259887
2000-05-05,89.88,1.77,50.77966101694915
2000-05-08,87.31,1.77,49.32768361581921
2000-05-09,85.63,1.77,48.378531073446325
2000-05-10,81.44,1.77,46.01129943502825
2000-05-11,80.88,1.77,45.69491525423729
2000-05-12,83.78,1.77,47.333333333333336
2000-05-15,87.06,1.77,49.186440677966104
2000-05-16,85.5,1.77,48.30508474576271
2000-05-17,84.69,1.77,47.847457627118644
2000-05-18,85.25,1.77,48.163841807909606
2000-05-19,84.56,1.77,47.77401129943503
2000-05-22,82.0,1.77,46.32768361581921
2000-05-23,82.81,1.77,46.78531073446328
2000-05-24,80.0,1.77,45.19774011299435
2000-05-25,73.0,1.77,41.24293785310734
2000-05-26,69.81,1.77,39.440677966101696
2000-05-30,72.0,1.77,40.67796610169491
2000-05-31,73.56,1.77,41.559322033898304
2000-06-01,76.38,1.77,43.152542372881356
2000-06-02,86.88,1.77,49.08474576271186
2000-06-05,84.5,1.77,47.740112994350284
2000-06-06,83.13,1.77,46.96610169491525
2000-06-07,86.69,1.77,48.9774011299435
2000-06-08,85.06,1.77,48.056497175141246
2000-06-09,83.25,1.77,47.03389830508475
2000-06-12,83.31,1.77,47.067796610169495
2000-06-13,85.13,1.77,48.09604519774011
2000-06-14,89.94,1.77,50.813559322033896
2000-06-15,90.25,1.77,50.98870056497175
2000-06-16,89.94,1.77,50.813559322033896
2000-06-19,91.63,1.77,51.7683615819209
2000-06-20,89.0,1.77,50.282485875706215
2000-06-21,86.63,1.77,48.943502824858754
2000-06-22,84.25,1.77,47.59887005649718
2000-06-23,86.0,1.77,48.58757062146893
2000-06-26,87.75,1.77,49.57627118644068
2000-06-27,88.31,1.77,49.89265536723164
2000-06-28,89.88,1.77,50.77966101694915
2000-06-29,92.63,1.77,52.33333333333333
2000-06-30,94.78,1.77,53.548022598870055
2000-07-03,94.94,1.77,53.63841807909604
2000-07-05,95.94,1.49,64.38926174496645
2000-07-06,93.19,1.49,62.54362416107382
2000-07-07,94.94,1.49,63.718120805369125
2000-07-10,97.69,1.49,65.56375838926175
2000-07-11,98.5,1.49,66.10738255033557
2000-07-12,101.94,1.49,68.41610738255034
2000-07-13,104.25,1.49,69.96644295302013
2000-07-14,104.19,1.49,69.9261744966443
2000-07-17,100.0,1.49,67.11409395973155
2000-07-18,103.88,1.49,69.71812080536913
2000-07-19,100.75,1.49,67.61744966442953
2000-07-20,103.69,1.49,69.59060402684564
2000-07-21,104.25,1.49,69.96644295302013
2000-07-24,105.38,1.49,70.7248322147651
2000-07-25,106.0,1.49,71.14093959731544
2000-07-26,105.94,1.49,71.1006711409396
2000-07-27,100.0,1.49,67.11409395973155
2000-07-28,98.5,1.49,66.10738255033557
2000-07-31,98.69,1.49,66.23489932885906
2000-08-01,100.63,1.49,67.53691275167785
2000-08-02,102.13,1.49,68.54362416107382
2000-08-03,105.63,1.49,70.89261744966443
2000-08-04,111.25,1.49,74.66442953020135
2000-08-07,114.06,1.49,76.5503355704698
2000-08-08,113.0,1.49,75.83892617449665
2000-08-09,114.94,1.49,77.14093959731544
2000-08-10,112.0,1.49,75.16778523489933
2000-08-11,119.88,1.49,80.45637583892618
2000-08-14,120.75,1.49,81.04026845637584
2000-08-15,118.19,1.49,79.32214765100672
2000-08-16,113.0,1.49,75.83892617449665
2000-08-17,118.63,1.49,79.61744966442953
2000-08-18,117.0,1.49,78.52348993288591
2000-08-21,117.81,1.49,79.06711409395973
2000-08-22,119.88,1.49,80.45637583892618
2000-08-23,119.0,1.49,79.86577181208054
2000-08-24,118.25,1.49,79.36241610738256
2000-08-25,119.38,1.49,80.12080536912751
2000-08-28,122.44,1.49,82.1744966442953
2000-08-29,127.44,1.49,85.53020134228188
2000-08-30,123.69,1.49,83.01342281879195
2000-08-31,129.5,1.49,86.91275167785236
2000-09-01,129.63,1.49,87.0
2000-09-05,128.81,1.49,86.4496644295302
2000-09-06,128.13,1.49,85.99328859060402
2000-09-07,128.69,1.49,86.36912751677852
2000-09-08,124.25,1.49,83.38926174496645
2000-09-11,132.0,1.49,88.59060402684564
2000-09-12,131.31,1.49,88.12751677852349
2000-09-13,128.5,1.49,86.24161073825503
2000-09-14,129.0,1.49,86.57718120805369
2000-09-15,124.88,1.49,83.81208053691275
2000-09-18,118.56,1.49,79.57046979865773
2000-09-19,119.94,1.49,80.49664429530202
2000-09-20,118.0,1.49,79.19463087248322
2000-09-21,113.25,1.49,76.00671140939598
2000-09-22,114.88,1.49,77.1006711409396
2000-09-25,116.5,1.49,78.18791946308725
2000-09-26,110.88,1.49,74.41610738255034
2000-09-27,107.06,1.49,71.85234899328859
2000-09-28,113.0,1.49,75.83892617449665
2000-09-29,114.06,1.49,76.5503355704698
2000-10-02,115.38,1.49,77.43624161073825
2000-10-03,113.88,1.49,76.42953020134227
2000-10-04,109.44,1.49,73.4496644295302
2000-10-05,114.88,1.49,77.1006711409396
2000-10-06,108.88,1.49,73.0738255033557
2000-10-09,105.25,1.49,70.63758389261746
2000-10-10,102.69,1.63,63.0
2000-10-11,104.0,1.63,63.80368098159509
2000-10-12,94.31,1.63,57.858895705521476
2000-10-13,101.5,1.63,62.269938650306756
2000-10-16,103.63,1.63,63.57668711656442
2000-10-17,99.25,1.63,60.88957055214724
2000-10-18,98.0,1.63,60.12269938650307
2000-10-19,100.56,1.63,61.693251533742334
2000-10-20,104.94,1.63,64.38036809815951
2000-10-23,102.44,1.63,62.84662576687117
2000-10-24,101.13,1.63,62.04294478527608
2000-10-25,96.19,1.63,59.012269938650306
2000-10-26,92.94,1.63,57.018404907975466
2000-10-27,93.0,1.63,57.05521472392638
2000-10-30,96.5,1.63,59.20245398773007
2000-10-31,99.81,1.63,61.23312883435583
2000-11-01,96.69,1.63,59.31901840490798
2000-11-02,99.25,1.63,60.88957055214724
2000-11-03,100.44,1.63,61.61963190184049
2000-11-06,96.06,1.63,58.93251533742332
2000-11-07,93.75,1.63,57.515337423312886
2000-11-08,92.44,1.63,56.71165644171779
2000-11-09,91.88,1.63,56.3680981595092
2000-11-10,89.19,1.63,54.717791411042946
2000-11-13,86.38,1.63,52.99386503067485
2000-11-14,88.88,1.63,54.52760736196319
2000-11-15,90.06,1.63,55.25153374233129
2000-11-16,91.44,1.63,56.09815950920245
2000-11-17,88.06,1.63,54.02453987730062
2000-11-20,83.0,1.63,50.92024539877301
2000-11-21,84.19,1.63,51.65030674846626
2000-11-22,79.94,1.63,49.04294478527608
2000-11-24,81.5,1.63,50.0
2000-11-27,82.5,1.63,50.61349693251534
2000-11-28,80.5,1.63,49.38650306748467
2000-11-29,82.88,1.63,50.84662576687116
2000-11-30,82.13,1.63,50.38650306748466
2000-12-01,82.0,1.63,50.30674846625767
2000-12-04,81.75,1.63,50.15337423312884
2000-12-05,88.75,1.63,54.4478527607362
2000-12-06,87.75,1.63,53.834355828220865
2000-12-07,85.88,1.63,52.68711656441718
2000-12-08,91.88,1.63,56.3680981595092
2000-12-11,96.0,1.63,58.895705521472394
2000-12-12,92.44,1.63,56.71165644171779
2000-12-13,94.06,1.63,57.70552147239264
2000-12-14,87.44,1.63,53.644171779141104
2000-12-15,86.69,1.63,53.1840490797546
2000-12-18,85.94,1.63,52.7239263803681
2000-12-19,89.38,1.63,54.83435582822086
2000-12-20,90.0,1.63,55.21472392638037
2000-12-21,93.81,1.63,57.55214723926381
2000-12-22,98.81,1.63,60.6196319018405
2000-12-26,101.81,1.63,62.46012269938651
2000-12-27,101.88,1.63,62.50306748466258
2000-12-28,107.13,1.63,65.7239263803681
2000-12-29,106.94,1.63,65.60736196319019
2001-01-02,100.25,1.63,61.50306748466258
2001-01-03,115.5,1.63,70.85889570552148
2001-01-04,112.75,1.63,69.1717791411043
2001-01-05,107.88,1.63,66.1840490797546
2001-01-08,106.38,1.63,65.2638036809816
2001-01-09,104.75,1.63,64.2638036809816
2001-01-10,108.5,1.63,66.56441717791411
2001-01-11,110.5,1.63,67.79141104294479
2001-01-12,108.75,1.63,66.71779141104295
2001-01-16,110.0,1.63,67.48466257668711
2001-01-17,110.0,1.63,67.48466257668711
2001-01-18,107.5,1.63,65.95092024539878
2001-01-19,110.94,1.63,68.06134969325154
2001-01-22,113.13,1.63,69.40490797546012
2001-01-23,116.0,1.63,71.16564417177915
2001-01-24,117.88,1.63,72.31901840490798
2001-01-25,113.56,1.63,69.66871165644173
2001-01-26,114.69,1.63,70.36196319018406
2001-01-29,115.91,1.63,71.11042944785277
2001-01-30,118.62,1.63,72.77300613496934
2001-01-31,113.75,1.63,69.78527607361964
2001-02-01,118.2,1.63,72.51533742331289
2001-02-02,113.96,1.63,69.91411042944786
2001-02-05,112.1,1.63,68.77300613496932
2001-02-06,108.95,1.63,66.84049079754602
2001-02-07,105.2,1.63,64.5398773006135
2001-02-08,105.95,1.63,65.0
2001-02-09,107.75,1.63,66.1042944785276
2001-02-12,109.5,1.63,67.17791411042946
2001-02-13,105.9,1.63,64.96932515337424
2001-02-14,104.25,1.63,63.95705521472393
2001-02-15,107.2,1.63,65.76687116564418
2001-02-16,101.5,1.63,62.269938650306756
2001-02-20,96.0,1.63,58.895705521472394
2001-02-21,94.4,1.63,57.91411042944786
2001-02-22,97.2,1.63,59.631901840490805
2001-02-23,96.04,1.63,58.92024539877301
2001-02-26,98.3,1.63,60.30674846625767
2001-02-27,98.34,1.63,60.331288343558285
2001-02-28,91.75,1.63,56.288343558282214
2001-03-01,91.61,1.63,56.20245398773007
2001-03-02,91.4,1.63,56.07361963190185
2001-03-05,92.15,1.63,56.53374233128835
2001-03-06,95.35,1.63,58.49693251533743
2001-03-07,94.95,1.63,58.2515337423313
2001-03-08,91.75,1.63,56.288343558282214
2001-03-09,87.0,1.63,53.37423312883436
2001-03-12,82.49,1.63,50.607361963190186
2001-03-13,87.51,1.63,53.68711656441718
2001-03-14,83.91,1.63,51.47852760736196
2001-03-15,87.95,1.63,53.95705521472393
2001-03-16,87.55,1.63,53.71165644171779
2001-03-19,90.94,1.63,55.79141104294479
2001-03-20,87.06,1.63,53.41104294478528
2001-03-21,85.0,1.63,52.147239263803684
2001-03-22,85.91,1.63,52.70552147239264
2001-03-23,89.81,1.63,55.09815950920246
2001-03-26,89.24,1.63,54.74846625766871
2001-03-27,93.5,1.63,57.361963190184056
2001-03-28,87.25,1.63,53.52760736196319
2001-03-29,88.1,1.63,54.04907975460123
2001-03-30,85.1,1.63,52.20858895705521
2001-04-02,84.16,1.63,51.6319018404908
2001-04-03,81.31,1.63,49.88343558282209
2001-04-04,77.53,1.63,47.564417177914116
2001-04-05,86.0,1.63,52.76073619631902
2001-04-06,84.2,1.63,51.65644171779142
2001-04-09,84.0,1.63,51.533742331288344
2001-04-10,87.81,1.63,53.87116564417178
2001-04-11,91.3,1.63,56.012269938650306
2001-04-12,94.0,1.63,57.66871165644172
2001-04-16,91.78,1.63,56.30674846625767
2001-04-17,93.1,1.63,57.11656441717791
2001-04-18,99.65,1.63,61.134969325153385
2001-04-19,97.69,1.63,59.93251533742332
2001-04-20,95.66,1.63,58.68711656441718
2001-04-23,92.96,1.63,57.030674846625764
2001-04-24,91.4,1.63,56.07361963190185
2001-04-25,92.82,1.63,56.94478527607362
2001-04-26,92.49,1.63,56.74233128834356
2001-04-27,92.94,1.63,57.018404907975466
2001-04-30,91.1,1.63,55.88957055214724
2001-05-01,92.65,1.63,56.84049079754602
2001-05-02,98.0,1.63,60.12269938650307
2001-05-03,96.0,1.63,58.895705521472394
2001-05-04,97.2,1.63,59.631901840490805
2001-05-07,96.01,1.63,58.901840490797554
2001-05-08,95.25,1.63,58.43558282208589
2001-05-09,94.66,1.63,58.07361963190184
2001-05-10,94.51,1.63,57.98159509202455
2001-05-11,92.85,1.63,56.96319018404908
2001-05-14,94.1,1.63,57.73006134969325
2001-05-15,94.85,1.63,58.190184049079754
2001-05-16,99.95,1.63,61.31901840490798
2001-05-17,97.95,1.63,60.09202453987731
2001-05-18,97.25,1.63,59.66257668711657
2001-05-21,101.9,1.63,62.51533742331289
2001-05-22,103.29,1.63,63.36809815950921
2001-05-23,99.3,1.63,60.920245398773005
2001-05-24,99.85,1.63,61.25766871165644
2001-05-25,97.96,1.63,60.09815950920245
2001-05-29,96.88,1.63,59.43558282208589
2001-05-30,94.76,1.63,58.13496932515338
2001-05-31,95.1,1.63,58.34355828220859
2001-06-01,96.7,1.63,59.32515337423313
2001-06-04,96.51,1.63,59.20858895705522
2001-06-05,97.35,1.63,59.7239263803681
2001-06-06,95.54,1.63,58.613496932515346
2001-06-07,96.9,1.63,59.447852760736204
2001-06-08,95.36,1.63,58.50306748466258
2001-06-11,92.01,1.63,56.447852760736204
2001-06-12,91.86,1.63,56.355828220858896
2001-06-13,89.16,1.63,54.69938650306749
2001-06-14,87.01,1.63,53.380368098159515
2001-06-15,89.29,1.63,54.77914110429449
2001-06-18,88.65,1.63,54.38650306748467
2001-06-19,88.18,1.63,54.09815950920246
2001-06-20,88.4,1.63,54.23312883435584
2001-06-21,93.0,1.63,57.05521472392638
2001-06-22,92.1,1.63,56.50306748466258
2001-06-25,90.95,1.63,55.79754601226995
2001-06-26,90.3,1.63,55.398773006134974
2001-06-27,87.5,1.63,53.68098159509203
2001-06-28,86.6,1.63,53.12883435582822
2001-06-29,85.8,1.63,52.63803680981595
2001-07-02,84.6,1.17,72.3076923076923
2001-07-03,84.0,1.17,71.7948717948718
2001-07-05,84.0,1.17,71.7948717948718
2001-07-06,83.1,1.17,71.02564102564102
2001-07-09,81.91,1.17,70.00854700854701
2001-07-10,81.6,1.17,69.74358974358974
2001-07-11,81.6,1.17,69.74358974358974
2001-07-12,86.55,1.17,73.97435897435898
2001-07-13,86.15,1.17,73.63247863247864
2001-07-16,83.4,1.17,71.28205128205128
2001-07-17,85.85,1.17,73.37606837606837
2001-07-18,84.0,1.17,71.7948717948718
2001-07-19,83.0,1.17,70.94017094017094
2001-07-20,82.95,1.17,70.8974358974359
2001-07-23,81.74,1.17,69.86324786324786
2001-07-24,81.85,1.17,69.95726495726495
2001-07-25,83.2,1.17,71.11111111111111
2001-07-26,84.64,1.17,72.34188034188034
2001-07-27,84.82,1.17,72.4957264957265
2001-07-30,82.69,1.17,70.67521367521368
2001-07-31,83.16,1.17,71.07692307692308
2001-08-01,85.35,1.17,72.94871794871794
2001-08-02,86.3,1.17,73.76068376068376
2001-08-03,85.5,1.17,73.07692307692308
2001-08-06,83.95,1.17,71.75213675213676
2001-08-07,83.54,1.17,71.40170940170941
2001-08-08,81.8,1.17,69.91452991452992
2001-08-09,80.05,1.17,68.41880341880342
2001-08-10,80.8,1.17,69.05982905982906
2001-08-13,82.2,1.17,70.25641025641026
2001-08-14,81.3,1.17,69.48717948717949
2001-08-15,81.85,1.17,69.95726495726495
2001-08-16,81.1,1.17,69.31623931623932
2001-08-17,77.25,1.17,66.02564102564104
2001-08-20,77.84,1.17,66.52991452991454
2001-08-21,75.4,1.17,64.44444444444446
2001-08-22,77.5,1.17,66.23931623931624
2001-08-23,77.7,1.17,66.41025641025642
2001-08-24,81.3,1.17,69.48717948717949
2001-08-27,81.9,1.17,70.00000000000001
2001-08-28,81.05,1.17,69.27350427350427
2001-08-29,80.8,1.17,69.05982905982906
2001-08-30,79.61,1.17,68.04273504273505
2001-08-31,80.1,1.17,68.46153846153847
2001-09-04,79.62,1.17,68.05128205128206
2001-09-05,78.55,1.17,67.13675213675214
2001-09-06,77.1,1.17,65.8974358974359
2001-09-07,74.48,1.17,63.658119658119666
2001-09-10,76.2,1.17,65.12820512820514
2001-09-17,69.4,1.17,59.316239316239326
2001-09-18,67.5,1.17,57.69230769230769
2001-09-19,67.51,1.17,57.700854700854705
2001-09-20,65.75,1.17,56.1965811965812
2001-09-21,67.69,1.17,57.85470085470086
2001-09-24,70.51,1.17,60.264957264957275
2001-09-25,70.03,1.17,59.85470085470086
2001-09-26,69.85,1.17,59.7008547008547
2001-09-27,68.9,1.17,58.8888888888889
2001-09-28,71.35,1.17,60.98290598290598
2001-10-01,73.5,1.17,62.820512820512825
2001-10-02,73.6,1.17,62.9059829059829
