date,ETFC,ETFC_EPS,PE Ratio
1997-05-30,44.06,0.73,60.35616438356165
1997-06-02,48.75,0.73,66.78082191780823
1997-06-03,46.88,0.73,64.21917808219179
1997-06-04,46.25,0.73,63.35616438356165
1997-06-05,48.75,0.73,66.78082191780823
1997-06-06,51.25,0.73,70.2054794520548
1997-06-09,52.5,0.73,71.91780821917808
1997-06-10,49.69,0.73,68.06849315068493
1997-06-11,47.5,0.73,65.06849315068493
1997-06-12,48.44,0.73,66.35616438356165
1997-06-13,47.81,0.73,65.4931506849315
1997-06-16,47.5,0.73,65.06849315068493
1997-06-17,46.88,0.73,64.21917808219179
1997-06-18,46.88,0.73,64.21917808219179
1997-06-19,49.38,0.73,67.64383561643837
1997-06-20,49.69,0.73,68.06849315068493
1997-06-23,49.06,0.73,67.2054794520548
1997-06-24,49.84,0.73,68.27397260273973
1997-06-25,49.84,0.73,68.27397260273973
1997-06-26,46.88,0.73,64.21917808219179
1997-06-27,45.94,0.73,62.93150684931507
1997-06-30,49.06,0.73,67.2054794520548
1997-07-01,45.78,0.73,62.71232876712329
1997-07-02,44.92,0.73,61.53424657534247
1997-07-03,45.31,0.73,62.06849315068494
1997-07-07,45.31,0.73,62.06849315068494
1997-07-08,50.31,0.73,68.91780821917808
1997-07-09,61.56,0.73,84.32876712328768
1997-07-10,64.06,0.73,87.75342465753425
1997-07-11,62.5,0.73,85.61643835616438
1997-07-14,61.56,0.73,84.32876712328768
1997-07-15,64.53,0.73,88.3972602739726
1997-07-16,67.97,0.73,93.10958904109589
1997-07-17,69.53,0.73,95.24657534246576
1997-07-18,67.34,0.73,92.24657534246576
1997-07-21,66.56,0.73,91.17808219178083
1997-07-22,65.78,0.73,90.10958904109589
1997-07-23,63.44,0.73,86.9041095890411
1997-07-24,66.25,0.73,90.75342465753425
1997-07-25,65.0,0.73,89.04109589041096
1997-07-28,64.69,0.73,88.61643835616438
1997-07-29,70.31,0.73,96.31506849315069
1997-07-30,73.44,0.73,100.6027397260274
1997-07-31,76.25,0.73,104.45205479452055
1997-08-01,74.38,0.73,101.89041095890411
1997-08-04,72.81,0.73,99.73972602739727
1997-08-05,74.69,0.73,102.31506849315069
1997-08-06,76.25,0.73,104.45205479452055
1997-08-07,75.94,0.73,104.02739726027397
1997-08-08,71.41,0.73,97.82191780821917
1997-08-11,70.31,0.73,96.31506849315069
1997-08-12,65.94,0.73,90.32876712328768
1997-08-13,67.97,0.73,93.10958904109589
1997-08-14,74.38,0.73,101.89041095890411
1997-08-15,71.88,0.73,98.46575342465754
1997-08-18,69.06,0.73,94.60273972602741
1997-08-19,69.06,0.73,94.60273972602741
1997-08-20,70.16,0.73,96.10958904109589
1997-08-21,69.69,0.73,95.46575342465754
1997-08-22,69.53,0.73,95.24657534246576
1997-08-25,70.94,0.73,97.17808219178082
1997-08-26,72.19,0.73,98.89041095890411
1997-08-27,77.5,0.73,106.16438356164385
1997-08-28,75.94,0.73,104.02739726027397
1997-08-29,80.31,0.73,110.01369863013699
1997-09-02,87.97,0.73,120.5068493150685
1997-09-03,91.25,0.73,125.0
1997-09-04,87.19,0.73,119.43835616438356
1997-09-05,86.56,0.73,118.57534246575344
1997-09-08,94.22,0.73,129.06849315068493
1997-09-09,91.88,0.73,125.86301369863014
1997-09-10,89.38,0.73,122.43835616438356
1997-09-11,91.56,0.73,125.42465753424658
1997-09-12,93.28,0.73,127.78082191780823
1997-09-15,93.44,0.73,128.0
1997-09-16,90.94,0.73,124.57534246575342
1997-09-17,93.59,0.73,128.2054794520548
1997-09-18,96.41,0.73,132.06849315068493
1997-09-19,101.88,0.73,139.56164383561642
1997-09-22,111.56,0.73,152.82191780821918
1997-09-23,108.44,0.73,148.54794520547946
1997-09-24,115.31,0.73,157.95890410958904
1997-09-25,111.25,0.73,152.39726027397262
1997-09-26,109.38,0.73,149.83561643835617
1997-09-29,110.94,0.73,151.97260273972603
1997-09-30,117.5,0.73,160.95890410958904
1997-10-01,114.69,0.73,157.1095890410959
1997-10-02,113.75,0.73,155.82191780821918
1997-10-03,117.19,0.73,160.53424657534248
1997-10-06,98.28,0.73,134.63013698630138
1997-10-07,85.0,0.73,116.43835616438356
1997-10-08,87.81,0.73,120.28767123287672
1997-10-09,91.88,0.73,125.86301369863014
1997-10-10,93.75,0.73,128.4246575342466
1997-10-13,91.25,0.73,125.0
1997-10-14,89.69,0.73,122.86301369863014
1997-10-15,82.81,0.73,113.43835616438356
1997-10-16,72.81,0.73,99.73972602739727
1997-10-17,75.31,0.73,103.16438356164385
1997-10-20,84.69,0.73,116.01369863013699
1997-10-21,94.84,0.73,129.91780821917808
1997-10-22,92.03,0.73,126.06849315068493
1997-10-23,86.88,0.73,119.01369863013699
1997-10-24,82.66,0.73,113.23287671232876
1997-10-27,73.44,0.73,100.6027397260274
1997-10-28,80.0,0.73,109.58904109589041
1997-10-29,82.5,0.73,113.01369863013699
1997-10-30,78.28,0.73,107.23287671232877
1997-10-31,77.19,0.73,105.73972602739725
1997-11-03,82.03,0.73,112.36986301369863
1997-11-04,81.72,0.73,111.94520547945206
1997-11-05,84.53,0.73,115.79452054794521
1997-11-06,85.0,0.73,116.43835616438356
1997-11-07,81.88,0.73,112.16438356164383
1997-11-10,73.13,0.73,100.17808219178082
1997-11-11,66.25,0.73,90.75342465753425
1997-11-12,63.13,0.73,86.47945205479452
1997-11-13,56.72,0.73,77.6986301369863
1997-11-14,61.25,0.73,83.9041095890411
1997-11-17,66.09,0.73,90.53424657534248
1997-11-18,64.69,0.73,88.61643835616438
1997-11-19,59.38,0.73,81.34246575342466
1997-11-20,62.27,0.73,85.3013698630137
1997-11-21,60.08,0.73,82.3013698630137
1997-11-24,60.31,0.73,82.6164383561644
1997-11-25,59.92,0.73,82.08219178082192
1997-11-26,59.84,0.73,81.97260273972603
1997-11-28,62.66,0.73,85.83561643835615
1997-12-01,66.41,0.73,90.97260273972603
1997-12-02,58.91,0.73,80.6986301369863
1997-12-03,53.13,0.73,72.78082191780823
1997-12-04,51.41,0.73,70.42465753424658
1997-12-05,50.78,0.73,69.56164383561644
1997-12-08,57.19,0.73,78.34246575342466
1997-12-09,57.81,0.73,79.19178082191782
1997-12-10,53.75,0.73,73.63013698630137
1997-12-11,55.31,0.73,75.76712328767124
1997-12-12,55.94,0.73,76.63013698630137
1997-12-15,50.0,0.73,68.4931506849315
1997-12-16,52.58,0.73,72.02739726027397
1997-12-17,50.31,0.73,68.91780821917808
1997-12-18,46.56,0.73,63.780821917808225
1997-12-19,46.48,0.73,63.671232876712324
1997-12-22,49.06,0.73,67.2054794520548
1997-12-23,48.75,0.73,66.78082191780823
1997-12-24,50.0,0.73,68.4931506849315
1997-12-26,48.75,0.73,66.78082191780823
1997-12-29,49.38,0.73,67.64383561643837
1997-12-30,55.31,0.73,75.76712328767124
1997-12-31,57.5,0.73,78.76712328767124
1998-01-02,57.34,0.73,78.54794520547946
1998-01-05,63.28,0.73,86.68493150684932
1998-01-06,61.48,0.73,84.21917808219177
1998-01-07,62.34,0.73,85.3972602739726
1998-01-08,61.09,0.73,83.68493150684932
1998-01-09,57.19,0.73,78.34246575342466
1998-01-12,56.56,0.73,77.47945205479452
1998-01-13,57.11,0.73,78.23287671232877
1998-01-14,56.88,0.73,77.91780821917808
1998-01-15,56.41,0.73,77.27397260273972
1998-01-16,57.19,0.73,78.34246575342466
1998-01-20,58.28,0.73,79.83561643835617
1998-01-21,59.84,0.73,81.97260273972603
1998-01-22,59.22,0.73,81.12328767123287
1998-01-23,55.0,0.73,75.34246575342466
1998-01-26,50.63,0.73,69.35616438356165
1998-01-27,49.77,0.73,68.17808219178083
1998-01-28,51.09,0.73,69.98630136986301
1998-01-29,50.47,0.73,69.13698630136986
1998-01-30,54.53,0.73,74.69863013698631
1998-02-02,59.53,0.73,81.54794520547945
1998-02-03,61.88,0.73,84.76712328767124
1998-02-04,61.41,0.73,84.12328767123287
1998-02-05,62.5,0.73,85.61643835616438
1998-02-06,57.97,0.73,79.41095890410959
1998-02-09,68.44,0.73,93.75342465753424
1998-02-10,66.88,0.73,91.61643835616438
1998-02-11,66.56,0.73,91.17808219178083
1998-02-12,69.38,0.73,95.04109589041096
1998-02-13,65.31,0.73,89.46575342465754
1998-02-17,65.0,0.73,89.04109589041096
1998-02-18,63.75,0.73,87.32876712328768
1998-02-19,65.0,0.73,89.04109589041096
1998-02-20,64.69,0.73,88.61643835616438
1998-02-23,65.7,0.73,90.0
1998-02-24,64.22,0.73,87.97260273972603
1998-02-25,62.03,0.73,84.97260273972603
1998-02-26,65.94,0.73,90.32876712328768
1998-02-27,66.88,0.73,91.61643835616438
1998-03-02,65.94,0.73,90.32876712328768
1998-03-03,65.47,0.73,89.68493150684931
1998-03-04,63.28,0.73,86.68493150684932
1998-03-05,57.03,0.73,78.12328767123287
1998-03-06,60.63,0.73,83.05479452054794
1998-03-09,62.19,0.73,85.1917808219178
1998-03-10,64.06,0.73,87.75342465753425
1998-03-11,61.88,0.73,84.76712328767124
1998-03-12,61.41,0.73,84.12328767123287
1998-03-13,53.44,0.73,73.20547945205479
1998-03-16,57.5,0.73,78.76712328767124
1998-03-17,55.63,0.73,76.2054794520548
1998-03-18,57.34,0.73,78.54794520547946
1998-03-19,59.06,0.73,80.9041095890411
1998-03-20,58.28,0.73,79.83561643835617
1998-03-23,59.06,0.73,80.9041095890411
1998-03-24,60.16,0.73,82.41095890410959
1998-03-25,60.47,0.73,82.83561643835617
1998-03-26,59.84,0.73,81.97260273972603
1998-03-27,60.94,0.73,83.47945205479452
1998-03-30,60.63,0.73,83.05479452054794
1998-03-31,62.34,0.73,85.3972602739726
1998-04-01,64.69,0.73,88.61643835616438
1998-04-02,65.31,0.73,89.46575342465754
1998-04-03,67.97,0.73,93.10958904109589
1998-04-06,64.38,0.73,88.1917808219178
1998-04-07,67.5,0.73,92.46575342465754
1998-04-08,58.91,0.73,80.6986301369863
1998-04-09,58.59,0.73,80.26027397260275
1998-04-13,56.72,0.73,77.6986301369863
1998-04-14,56.09,0.73,76.83561643835617
1998-04-15,54.22,0.73,74.27397260273973
1998-04-16,54.38,0.73,74.4931506849315
1998-04-17,56.41,0.73,77.27397260273972
1998-04-20,58.59,0.73,80.26027397260275
1998-04-21,57.03,0.73,78.12328767123287
1998-04-22,58.28,0.73,79.83561643835617
1998-04-23,56.41,0.73,77.27397260273972
1998-04-24,55.94,0.73,76.63013698630137
1998-04-27,52.81,0.73,72.34246575342466
1998-04-28,57.97,0.73,79.41095890410959
1998-04-29,60.31,0.73,82.6164383561644
1998-04-30,62.34,0.73,85.3972602739726
1998-05-01,60.63,0.73,83.05479452054794
1998-05-04,62.5,0.73,85.61643835616438
1998-05-05,62.5,0.73,85.61643835616438
1998-05-06,60.94,0.73,83.47945205479452
1998-05-07,59.53,0.73,81.54794520547945
1998-05-08,59.38,0.73,81.34246575342466
1998-05-11,59.38,0.73,81.34246575342466
1998-05-12,59.53,0.73,81.54794520547945
1998-05-13,59.84,0.73,81.97260273972603
1998-05-14,58.28,0.73,79.83561643835617
1998-05-15,57.81,0.73,79.19178082191782
1998-05-18,56.25,0.73,77.05479452054794
1998-05-19,57.5,0.73,78.76712328767124
1998-05-20,55.31,0.73,75.76712328767124
1998-05-21,55.63,0.73,76.2054794520548
1998-05-22,55.94,0.73,76.63013698630137
1998-05-26,53.75,0.73,73.63013698630137
1998-05-27,53.13,0.73,72.78082191780823
1998-05-28,55.78,0.73,76.41095890410959
1998-05-29,54.06,0.73,74.05479452054794
1998-06-01,51.56,0.73,70.63013698630138
1998-06-02,51.25,0.73,70.2054794520548
1998-06-03,50.31,0.73,68.91780821917808
1998-06-04,55.0,0.73,75.34246575342466
1998-06-05,55.78,0.73,76.41095890410959
1998-06-08,58.44,0.73,80.05479452054794
1998-06-09,58.59,0.73,80.26027397260275
1998-06-10,57.97,0.73,79.41095890410959
1998-06-11,55.16,0.73,75.56164383561644
1998-06-12,52.5,0.73,71.91780821917808
1998-06-15,50.63,0.73,69.35616438356165
1998-06-16,52.27,0.73,71.60273972602741
1998-06-17,55.47,0.73,75.98630136986301
1998-06-18,52.5,0.73,71.91780821917808
1998-06-19,52.03,0.73,71.27397260273973
1998-06-22,53.75,0.73,73.63013698630137
1998-06-23,52.81,0.73,72.34246575342466
1998-06-24,53.91,0.73,73.84931506849314
1998-06-25,55.63,0.73,76.2054794520548
1998-06-26,55.63,0.73,76.2054794520548
1998-06-29,56.25,0.73,77.05479452054794
1998-06-30,57.34,0.73,78.54794520547946
1998-07-01,57.81,0.73,79.19178082191782
1998-07-02,56.25,0.73,77.05479452054794
1998-07-06,55.63,0.73,76.2054794520548
1998-07-07,57.19,0.73,78.34246575342466
1998-07-08,57.81,0.73,79.19178082191782
1998-07-09,63.91,0.73,87.54794520547945
1998-07-10,61.25,0.73,83.9041095890411
1998-07-13,86.25,0.73,118.15068493150686
1998-07-14,76.41,0.73,104.67123287671232
1998-07-15,84.53,0.73,115.79452054794521
1998-07-16,84.22,0.73,115.36986301369863
1998-07-17,83.28,0.73,114.08219178082192
1998-07-20,80.63,0.73,110.45205479452055
1998-07-21,80.0,0.73,109.58904109589041
1998-07-22,71.88,0.73,98.46575342465754
1998-07-23,62.81,0.73,86.04109589041096
1998-07-24,67.81,0.73,92.89041095890411
1998-07-27,67.5,0.73,92.46575342465754
1998-07-28,67.81,0.73,92.89041095890411
1998-07-29,66.25,0.73,90.75342465753425
1998-07-30,68.44,0.73,93.75342465753424
1998-07-31,68.13,0.73,93.32876712328766
1998-08-03,64.69,0.73,88.61643835616438
1998-08-04,62.81,0.73,86.04109589041096
1998-08-05,61.25,0.73,83.9041095890411
1998-08-06,67.81,0.73,92.89041095890411
1998-08-07,71.72,0.73,98.24657534246576
1998-08-10,69.38,0.73,95.04109589041096
1998-08-11,70.0,0.73,95.89041095890411
1998-08-12,72.19,0.73,98.89041095890411
1998-08-13,67.34,0.73,92.24657534246576
1998-08-14,69.06,0.73,94.60273972602741
1998-08-17,68.44,0.73,93.75342465753424
1998-08-18,67.5,0.73,92.46575342465754
1998-08-19,65.31,0.73,89.46575342465754
1998-08-20,60.16,0.73,82.41095890410959
1998-08-21,64.38,0.73,88.1917808219178
1998-08-24,62.03,0.73,84.97260273972603
1998-08-25,63.28,0.73,86.68493150684932
1998-08-26,60.31,0.73,82.6164383561644
1998-08-27,55.63,0.73,76.2054794520548
1998-08-28,52.19,0.73,71.4931506849315
1998-08-31,41.56,0.73,56.93150684931507
1998-09-01,44.69,0.73,61.21917808219178
1998-09-02,47.19,0.73,64.64383561643835
1998-09-03,45.63,0.73,62.5068493150685
1998-09-04,43.91,0.73,60.150684931506845
1998-09-08,47.5,0.73,65.06849315068493
1998-09-09,47.97,0.73,65.71232876712328
1998-09-10,48.28,0.73,66.13698630136986
1998-09-11,47.81,0.73,65.4931506849315
1998-09-14,48.75,0.73,66.78082191780823
1998-09-15,47.81,0.73,65.4931506849315
1998-09-16,47.81,0.73,65.4931506849315
1998-09-17,46.41,0.73,63.57534246575342
1998-09-18,45.23,0.73,61.958904109589035
1998-09-21,46.88,0.73,64.21917808219179
1998-09-22,45.63,0.73,62.5068493150685
1998-09-23,47.81,0.73,65.4931506849315
1998-09-24,45.63,0.73,62.5068493150685
1998-09-25,46.25,0.73,63.35616438356165
1998-09-28,45.94,0.73,62.93150684931507
1998-09-29,45.16,0.73,61.863013698630134
1998-09-30,46.72,0.73,64.0
1998-10-01,43.91,0.73,60.150684931506845
1998-10-02,44.45,0.73,60.89041095890411
1998-10-05,42.34,0.73,58.00000000000001
1998-10-06,39.53,0.73,54.15068493150685
1998-10-07,32.34,0.73,44.301369863013704
1998-10-08,30.08,0.73,41.205479452054796
1998-10-09,32.27,0.73,44.2054794520548
1998-10-12,35.47,0.73,48.58904109589041
1998-10-13,32.5,0.73,44.52054794520548
1998-10-14,33.13,0.73,45.38356164383562
1998-10-15,35.47,0.73,48.58904109589041
1998-10-16,37.66,0.73,51.58904109589041
1998-10-19,39.53,0.73,54.15068493150685
1998-10-20,41.25,0.73,56.50684931506849
1998-10-21,43.28,0.73,59.28767123287672
1998-10-22,42.5,0.73,58.21917808219178
1998-10-23,40.47,0.73,55.43835616438356
1998-10-26,41.72,0.73,57.15068493150685
1998-10-27,44.69,0.73,61.21917808219178
1998-10-28,42.97,0.73,58.863013698630134
1998-10-29,43.75,0.73,59.93150684931507
1998-10-30,45.0,0.73,61.64383561643836
1998-11-02,48.91,0.73,67.0
1998-11-03,47.19,0.73,64.64383561643835
1998-11-04,49.22,0.73,67.42465753424658
1998-11-05,52.5,0.73,71.91780821917808
1998-11-06,57.81,0.73,79.19178082191782
1998-11-09,62.5,0.73,85.61643835616438
1998-11-10,56.88,0.73,77.91780821917808
1998-11-11,60.31,0.73,82.6164383561644
1998-11-12,55.31,0.73,75.76712328767124
1998-11-13,55.31,0.73,75.76712328767124
1998-11-16,54.84,0.73,75.12328767123289
1998-11-17,56.25,0.73,77.05479452054794
1998-11-18,57.5,0.73,78.76712328767124
1998-11-19,58.13,0.73,79.63013698630138
1998-11-20,59.69,0.73,81.76712328767123
1998-11-23,65.0,0.73,89.04109589041096
1998-11-24,66.88,0.73,91.61643835616438
1998-11-25,69.06,0.73,94.60273972602741
1998-11-27,72.97,0.73,99.95890410958904
1998-11-30,67.66,0.73,92.68493150684931
1998-12-01,63.59,0.73,87.1095890410959
1998-12-02,62.5,0.73,85.61643835616438
1998-12-03,57.97,0.73,79.41095890410959
1998-12-04,60.0,0.73,82.19178082191782
1998-12-07,64.06,0.73,87.75342465753425
1998-12-08,66.56,0.73,91.17808219178083
1998-12-09,68.59,0.73,93.95890410958904
1998-12-10,68.13,0.73,93.32876712328766
1998-12-11,67.03,0.73,91.82191780821918
1998-12-14,65.63,0.73,89.9041095890411
1998-12-15,67.5,0.73,92.46575342465754
1998-12-16,66.25,0.73,90.75342465753425
1998-12-17,67.34,0.73,92.24657534246576
1998-12-18,69.84,0.73,95.67123287671234
1998-12-21,80.31,0.73,110.01369863013699
1998-12-22,96.09,0.73,131.63013698630138
1998-12-23,111.88,0.73,153.26027397260273
1998-12-24,112.5,0.73,154.1095890410959
1998-12-28,141.88,0.73,194.35616438356163
1998-12-29,150.31,0.73,205.9041095890411
1998-12-30,127.03,0.73,174.013698630137
1998-12-31,116.95,0.73,160.2054794520548
1999-01-04,138.59,0.73,189.84931506849315
1999-01-05,135.16,0.73,185.15068493150685
1999-01-06,135.78,0.73,186.0
1999-01-07,160.16,0.73,219.3972602739726
1999-01-08,169.06,0.73,231.58904109589042
1999-01-11,221.25,0.73,303.0821917808219
1999-01-12,252.34,0.73,345.67123287671234
