date,EXPD,EXPD_EPS,PE Ratio
1994-05-25,1.05,0.01,105.0
1994-05-26,1.08,0.01,108.0
1994-05-27,1.11,0.01,111.00000000000001
1994-05-31,1.09,0.01,109.0
1994-06-01,1.09,0.01,109.0
1994-06-02,1.11,0.01,111.00000000000001
1994-06-03,1.19,0.01,118.99999999999999
1994-06-06,1.19,0.01,118.99999999999999
1994-06-07,1.2,0.01,120.0
1994-06-08,1.2,0.01,120.0
1994-06-09,1.19,0.01,118.99999999999999
1994-06-10,1.17,0.01,116.99999999999999
1994-06-13,1.2,0.01,120.0
1994-06-14,1.16,0.01,115.99999999999999
1994-06-15,1.2,0.01,120.0
1994-06-16,1.22,0.01,122.0
1994-06-17,1.19,0.01,118.99999999999999
1994-06-20,1.19,0.01,118.99999999999999
1994-06-21,1.16,0.01,115.99999999999999
1994-06-22,1.13,0.01,112.99999999999999
1994-06-23,1.16,0.01,115.99999999999999
1994-06-24,1.09,0.01,109.0
1994-06-27,1.03,0.01,103.0
1994-06-28,1.11,0.01,111.00000000000001
1994-06-29,1.09,0.01,109.0
1994-06-30,1.08,0.01,108.0
1994-07-01,1.08,0.01,108.0
1994-07-05,1.05,0.01,105.0
1994-07-06,1.06,0.01,106.0
1994-07-07,1.08,0.01,108.0
1994-07-08,1.09,0.01,109.0
1994-07-11,1.09,0.01,109.0
1994-07-12,1.1,0.01,110.0
1994-07-13,1.11,0.01,111.00000000000001
1994-07-14,1.13,0.01,112.99999999999999
1994-07-15,1.08,0.01,108.0
1994-07-18,1.13,0.01,112.99999999999999
1994-07-19,1.08,0.01,108.0
1994-07-20,1.08,0.01,108.0
1994-07-21,1.09,0.01,109.0
1994-07-22,1.11,0.01,111.00000000000001
1994-07-25,1.12,0.01,112.00000000000001
1994-07-26,1.13,0.01,112.99999999999999
1994-07-27,1.09,0.01,109.0
1994-07-28,1.11,0.01,111.00000000000001
1994-07-29,1.13,0.01,112.99999999999999
1994-08-01,1.2,0.01,120.0
1994-08-02,1.19,0.01,118.99999999999999
1994-08-03,1.19,0.01,118.99999999999999
1994-08-04,1.2,0.01,120.0
1994-08-05,1.19,0.01,118.99999999999999
1994-08-08,1.22,0.01,122.0
1994-08-09,1.22,0.01,122.0
1994-08-10,1.22,0.01,122.0
1994-08-11,1.22,0.01,122.0
1994-08-12,1.23,0.01,123.0
1994-08-15,1.28,0.01,128.0
1994-08-16,1.29,0.01,129.0
1994-08-17,1.33,0.01,133.0
1994-08-18,1.3,0.01,130.0
1994-08-19,1.33,0.01,133.0
1994-08-22,1.28,0.01,128.0
1994-08-23,1.32,0.01,132.0
1994-08-24,1.3,0.01,130.0
1994-08-25,1.33,0.01,133.0
1994-08-26,1.34,0.01,134.0
1994-08-29,1.3,0.01,130.0
1994-08-30,1.33,0.01,133.0
1994-08-31,1.27,0.01,127.0
1994-09-01,1.25,0.01,125.0
1994-09-02,1.27,0.01,127.0
1994-09-06,1.27,0.01,127.0
1994-09-07,1.27,0.01,127.0
1994-09-08,1.31,0.01,131.0
1994-09-09,1.33,0.01,133.0
1994-09-12,1.35,0.01,135.0
1994-09-13,1.34,0.01,134.0
1994-09-14,1.33,0.01,133.0
1994-09-15,1.36,0.01,136.0
1994-09-16,1.31,0.01,131.0
1994-09-19,1.3,0.01,130.0
1994-09-20,1.29,0.01,129.0
1994-09-21,1.3,0.01,130.0
1994-09-22,1.3,0.01,130.0
1994-09-23,1.3,0.01,130.0
1994-09-26,1.29,0.01,129.0
1994-09-27,1.31,0.01,131.0
1994-09-28,1.28,0.01,128.0
1994-09-29,1.25,0.01,125.0
1994-09-30,1.25,0.01,125.0
1994-10-03,1.2,0.01,120.0
1994-10-04,1.17,0.01,116.99999999999999
1994-10-05,1.16,0.01,115.99999999999999
1994-10-06,1.16,0.01,115.99999999999999
1994-10-07,1.19,0.01,118.99999999999999
1994-10-10,1.15,0.01,114.99999999999999
1994-10-11,1.16,0.01,115.99999999999999
1994-10-12,1.19,0.01,118.99999999999999
1994-10-13,1.22,0.01,122.0
1994-10-14,1.28,0.01,128.0
1994-10-17,1.31,0.01,131.0
1994-10-18,1.32,0.01,132.0
1994-10-19,1.32,0.01,132.0
1994-10-20,1.28,0.01,128.0
1994-10-21,1.31,0.01,131.0
1994-10-24,1.28,0.01,128.0
1994-10-25,1.23,0.01,123.0
1994-10-26,1.23,0.01,123.0
1994-10-27,1.23,0.01,123.0
1994-10-28,1.31,0.01,131.0
1994-10-31,1.3,0.01,130.0
1994-11-01,1.29,0.01,129.0
1994-11-02,1.3,0.01,130.0
1994-11-03,1.31,0.01,131.0
1994-11-04,1.34,0.01,134.0
1994-11-07,1.39,0.01,139.0
1994-11-08,1.42,0.01,142.0
1994-11-09,1.41,0.01,141.0
1994-11-10,1.42,0.01,142.0
1994-11-11,1.39,0.01,139.0
1994-11-14,1.39,0.01,139.0
1994-11-15,1.41,0.01,141.0
1994-11-16,1.41,0.01,141.0
1994-11-17,1.38,0.01,138.0
1994-11-18,1.36,0.01,136.0
1994-11-21,1.34,0.01,134.0
1994-11-22,1.32,0.01,132.0
1994-11-23,1.3,0.01,130.0
1994-11-25,1.33,0.01,133.0
1994-11-28,1.33,0.01,133.0
1994-11-29,1.33,0.01,133.0
1994-11-30,1.36,0.01,136.0
1994-12-01,1.37,0.01,137.0
1994-12-02,1.36,0.01,136.0
1994-12-05,1.35,0.01,135.0
1994-12-06,1.35,0.01,135.0
1994-12-07,1.35,0.01,135.0
1994-12-08,1.3,0.01,130.0
1994-12-09,1.2,0.01,120.0
1994-12-12,1.23,0.01,123.0
1994-12-13,1.2,0.01,120.0
1994-12-14,1.25,0.01,125.0
1994-12-15,1.25,0.01,125.0
1994-12-16,1.23,0.01,123.0
1994-12-19,1.22,0.01,122.0
1994-12-20,1.22,0.01,122.0
1994-12-21,1.25,0.01,125.0
1994-12-22,1.23,0.01,123.0
1994-12-23,1.23,0.01,123.0
1994-12-27,1.25,0.01,125.0
1994-12-28,1.31,0.01,131.0
1994-12-29,1.34,0.01,134.0
1994-12-30,1.36,0.01,136.0
1995-01-03,1.31,0.01,131.0
1995-01-04,1.33,0.01,133.0
1995-01-05,1.41,0.01,141.0
1995-01-06,1.43,0.01,143.0
1995-01-09,1.42,0.01,142.0
1995-01-10,1.36,0.01,136.0
1995-01-11,1.37,0.01,137.0
1995-01-12,1.37,0.01,137.0
1995-01-13,1.39,0.01,139.0
1995-01-16,1.34,0.01,134.0
1995-01-17,1.34,0.01,134.0
1995-01-18,1.38,0.01,138.0
1995-01-19,1.36,0.01,136.0
1995-01-20,1.38,0.01,138.0
1995-01-23,1.38,0.01,138.0
1995-01-24,1.36,0.01,136.0
1995-01-25,1.38,0.01,138.0
1995-01-26,1.39,0.01,139.0
1995-01-27,1.34,0.01,134.0
1995-01-30,1.34,0.01,134.0
1995-01-31,1.34,0.01,134.0
1995-02-01,1.28,0.01,128.0
1995-02-02,1.3,0.01,130.0
1995-02-03,1.3,0.01,130.0
1995-02-06,1.3,0.01,130.0
1995-02-07,1.28,0.01,128.0
1995-02-08,1.28,0.01,128.0
1995-02-09,1.31,0.01,131.0
1995-02-10,1.3,0.01,130.0
1995-02-13,1.33,0.01,133.0
1995-02-14,1.41,0.01,141.0
1995-02-15,1.42,0.01,142.0
1995-02-16,1.38,0.01,138.0
1995-02-17,1.41,0.01,141.0
1995-02-21,1.38,0.01,138.0
1995-02-22,1.36,0.01,136.0
1995-02-23,1.36,0.01,136.0
1995-02-24,1.36,0.01,136.0
1995-02-27,1.35,0.01,135.0
1995-02-28,1.38,0.01,138.0
1995-03-01,1.35,0.01,135.0
1995-03-02,1.39,0.01,139.0
1995-03-03,1.38,0.01,138.0
1995-03-06,1.36,0.01,136.0
1995-03-07,1.32,0.01,132.0
1995-03-08,1.3,0.01,130.0
1995-03-09,1.34,0.01,134.0
1995-03-10,1.34,0.01,134.0
1995-03-13,1.31,0.01,131.0
1995-03-14,1.33,0.01,133.0
1995-03-15,1.33,0.01,133.0
1995-03-16,1.31,0.01,131.0
1995-03-17,1.3,0.01,130.0
1995-03-20,1.32,0.01,132.0
1995-03-21,1.33,0.01,133.0
1995-03-22,1.34,0.01,134.0
1995-03-23,1.31,0.01,131.0
1995-03-24,1.33,0.01,133.0
1995-03-27,1.34,0.01,134.0
1995-03-28,1.33,0.01,133.0
1995-03-29,1.34,0.01,134.0
1995-03-30,1.33,0.01,133.0
1995-03-31,1.31,0.01,131.0
1995-04-03,1.36,0.01,136.0
1995-04-04,1.33,0.01,133.0
1995-04-05,1.31,0.01,131.0
1995-04-06,1.31,0.01,131.0
1995-04-07,1.33,0.01,133.0
1995-04-10,1.38,0.01,138.0
1995-04-11,1.38,0.01,138.0
1995-04-12,1.39,0.01,139.0
1995-04-13,1.45,0.01,145.0
1995-04-17,1.46,0.01,146.0
1995-04-18,1.48,0.01,148.0
1995-04-19,1.44,0.01,144.0
1995-04-20,1.42,0.01,142.0
1995-04-21,1.41,0.01,141.0
1995-04-24,1.41,0.01,141.0
1995-04-25,1.41,0.01,141.0
1995-04-26,1.41,0.01,141.0
1995-04-27,1.41,0.01,141.0
1995-04-28,1.44,0.01,144.0
1995-05-01,1.47,0.01,147.0
1995-05-02,1.52,0.01,152.0
1995-05-03,1.56,0.01,156.0
1995-05-04,1.54,0.01,154.0
1995-05-05,1.47,0.01,147.0
1995-05-08,1.44,0.01,144.0
1995-05-09,1.44,0.01,144.0
1995-05-10,1.45,0.01,145.0
1995-05-11,1.44,0.02,72.0
1995-05-12,1.44,0.02,72.0
1995-05-15,1.42,0.02,71.0
1995-05-16,1.42,0.02,71.0
1995-05-17,1.41,0.02,70.5
1995-05-18,1.42,0.02,71.0
1995-05-19,1.44,0.02,72.0
1995-05-22,1.41,0.02,70.5
1995-05-23,1.41,0.02,70.5
1995-05-24,1.44,0.02,72.0
1995-05-25,1.47,0.02,73.5
1995-05-26,1.47,0.02,73.5
1995-05-30,1.37,0.02,68.5
1995-05-31,1.39,0.02,69.5
1995-06-01,1.42,0.02,71.0
1995-06-02,1.39,0.02,69.5
1995-06-05,1.39,0.02,69.5
1995-06-06,1.39,0.02,69.5
1995-06-07,1.41,0.02,70.5
1995-06-08,1.42,0.02,71.0
1995-06-09,1.44,0.02,72.0
1995-06-12,1.39,0.02,69.5
1995-06-13,1.39,0.02,69.5
1995-06-14,1.39,0.02,69.5
1995-06-15,1.39,0.02,69.5
1995-06-16,1.39,0.02,69.5
1995-06-19,1.41,0.02,70.5
1995-06-20,1.39,0.02,69.5
1995-06-21,1.38,0.02,69.0
1995-06-22,1.39,0.02,69.5
1995-06-23,1.41,0.02,70.5
1995-06-26,1.38,0.02,69.0
1995-06-27,1.36,0.02,68.0
1995-06-28,1.34,0.02,67.0
1995-06-29,1.38,0.02,69.0
1995-06-30,1.41,0.02,70.5
1995-07-03,1.39,0.02,69.5
1995-07-05,1.38,0.02,69.0
1995-07-06,1.39,0.02,69.5
1995-07-07,1.39,0.02,69.5
1995-07-10,1.38,0.02,69.0
1995-07-11,1.33,0.02,66.5
1995-07-12,1.33,0.02,66.5
1995-07-13,1.33,0.02,66.5
1995-07-14,1.38,0.02,69.0
1995-07-17,1.37,0.02,68.5
1995-07-18,1.39,0.02,69.5
1995-07-19,1.38,0.02,69.0
1995-07-20,1.39,0.02,69.5
1995-07-21,1.47,0.02,73.5
1995-07-24,1.47,0.02,73.5
1995-07-25,1.48,0.02,74.0
1995-07-26,1.56,0.02,78.0
1995-07-27,1.54,0.02,77.0
1995-07-28,1.54,0.02,77.0
1995-07-31,1.53,0.02,76.5
1995-08-01,1.52,0.02,76.0
1995-08-02,1.52,0.02,76.0
1995-08-03,1.52,0.02,76.0
1995-08-04,1.54,0.02,77.0
1995-08-07,1.58,0.02,79.0
1995-08-08,1.58,0.02,79.0
1995-08-09,1.55,0.02,77.5
1995-08-10,1.56,0.02,78.0
1995-08-11,1.55,0.02,77.5
1995-08-14,1.52,0.02,76.0
1995-08-15,1.53,0.02,76.5
1995-08-16,1.55,0.02,77.5
1995-08-17,1.55,0.02,77.5
1995-08-18,1.52,0.02,76.0
1995-08-21,1.55,0.02,77.5
1995-08-22,1.5,0.02,75.0
1995-08-23,1.5,0.02,75.0
1995-08-24,1.47,0.02,73.5
1995-08-25,1.48,0.02,74.0
1995-08-28,1.52,0.02,76.0
1995-08-29,1.48,0.02,74.0
1995-08-30,1.48,0.02,74.0
1995-08-31,1.45,0.02,72.5
1995-09-01,1.47,0.02,73.5
1995-09-05,1.45,0.02,72.5
1995-09-06,1.55,0.02,77.5
1995-09-07,1.59,0.02,79.5
1995-09-08,1.59,0.02,79.5
1995-09-11,1.63,0.02,81.5
1995-09-12,1.68,0.02,84.0
1995-09-13,1.69,0.02,84.5
1995-09-14,1.69,0.02,84.5
1995-09-15,1.66,0.02,83.0
1995-09-18,1.67,0.02,83.5
1995-09-19,1.66,0.02,83.0
1995-09-20,1.66,0.02,83.0
1995-09-21,1.7,0.02,85.0
1995-09-22,1.75,0.02,87.5
1995-09-25,1.75,0.02,87.5
1995-09-26,1.72,0.02,86.0
1995-09-27,1.66,0.02,83.0
1995-09-28,1.7,0.02,85.0
1995-09-29,1.69,0.02,84.5
1995-10-02,1.69,0.02,84.5
1995-10-03,1.7,0.02,85.0
1995-10-04,1.73,0.02,86.5
1995-10-05,1.72,0.02,86.0
1995-10-06,1.72,0.02,86.0
1995-10-09,1.69,0.02,84.5
1995-10-10,1.67,0.02,83.5
1995-10-11,1.69,0.02,84.5
1995-10-12,1.67,0.02,83.5
1995-10-13,1.69,0.02,84.5
1995-10-16,1.69,0.02,84.5
1995-10-17,1.71,0.02,85.5
1995-10-18,1.71,0.02,85.5
1995-10-19,1.67,0.02,83.5
1995-10-20,1.68,0.02,84.0
1995-10-23,1.66,0.02,83.0
1995-10-24,1.66,0.02,83.0
1995-10-25,1.67,0.02,83.5
1995-10-26,1.66,0.02,83.0
1995-10-27,1.66,0.02,83.0
1995-10-30,1.66,0.02,83.0
1995-10-31,1.64,0.02,82.0
1995-11-01,1.76,0.02,88.0
1995-11-02,1.75,0.02,87.5
1995-11-03,1.72,0.02,86.0
1995-11-06,1.72,0.02,86.0
1995-11-07,1.71,0.02,85.5
1995-11-08,1.72,0.02,86.0
1995-11-09,1.7,0.02,85.0
1995-11-10,1.67,0.02,83.5
1995-11-13,1.69,0.02,84.5
1995-11-14,1.67,0.02,83.5
1995-11-15,1.67,0.02,83.5
1995-11-16,1.63,0.02,81.5
1995-11-17,1.61,0.02,80.5
1995-11-20,1.59,0.02,79.5
1995-11-21,1.53,0.02,76.5
1995-11-22,1.52,0.02,76.0
1995-11-24,1.52,0.02,76.0
1995-11-27,1.58,0.02,79.0
1995-11-28,1.56,0.02,78.0
1995-11-29,1.59,0.02,79.5
1995-11-30,1.59,0.02,79.5
1995-12-01,1.56,0.02,78.0
1995-12-04,1.56,0.02,78.0
1995-12-05,1.55,0.02,77.5
1995-12-06,1.55,0.02,77.5
1995-12-07,1.55,0.02,77.5
1995-12-08,1.52,0.02,76.0
1995-12-11,1.5,0.02,75.0
1995-12-12,1.48,0.02,74.0
1995-12-13,1.53,0.02,76.5
1995-12-14,1.55,0.02,77.5
1995-12-15,1.58,0.02,79.0
1995-12-18,1.58,0.02,79.0
1995-12-19,1.59,0.02,79.5
1995-12-20,1.61,0.02,80.5
1995-12-21,1.59,0.02,79.5
1995-12-22,1.61,0.02,80.5
1995-12-26,1.64,0.02,82.0
1995-12-27,1.65,0.02,82.5
1995-12-28,1.63,0.02,81.5
1995-12-29,1.63,0.02,81.5
1996-01-02,1.64,0.02,82.0
1996-01-03,1.63,0.02,81.5
1996-01-04,1.62,0.02,81.0
1996-01-05,1.63,0.02,81.5
1996-01-08,1.59,0.02,79.5
1996-01-09,1.53,0.02,76.5
1996-01-10,1.45,0.02,72.5
1996-01-11,1.47,0.02,73.5
1996-01-12,1.55,0.02,77.5
1996-01-15,1.56,0.02,78.0
1996-01-16,1.52,0.02,76.0
1996-01-17,1.5,0.02,75.0
1996-01-18,1.5,0.02,75.0
1996-01-19,1.51,0.02,75.5
1996-01-22,1.48,0.02,74.0
1996-01-23,1.48,0.02,74.0
1996-01-24,1.45,0.02,72.5
1996-01-25,1.48,0.02,74.0
1996-01-26,1.48,0.02,74.0
1996-01-29,1.45,0.02,72.5
1996-01-30,1.52,0.02,76.0
1996-01-31,1.48,0.02,74.0
1996-02-01,1.52,0.02,76.0
1996-02-02,1.56,0.02,78.0
1996-02-05,1.56,0.02,78.0
1996-02-06,1.55,0.02,77.5
1996-02-07,1.55,0.02,77.5
1996-02-08,1.58,0.02,79.0
1996-02-09,1.58,0.02,79.0
1996-02-12,1.59,0.02,79.5
1996-02-13,1.59,0.02,79.5
1996-02-14,1.64,0.02,82.0
1996-02-15,1.66,0.02,83.0
1996-02-16,1.67,0.02,83.5
1996-02-20,1.64,0.02,82.0
1996-02-21,1.7,0.02,85.0
1996-02-22,1.72,0.02,86.0
1996-02-23,1.75,0.02,87.5
1996-02-26,1.73,0.02,86.5
1996-02-27,1.81,0.02,90.5
1996-02-28,1.84,0.02,92.0
1996-02-29,1.83,0.02,91.5
1996-03-01,1.78,0.02,89.0
1996-03-04,1.76,0.02,88.0
1996-03-05,1.75,0.02,87.5
1996-03-06,1.72,0.02,86.0
1996-03-07,1.69,0.02,84.5
1996-03-08,1.69,0.02,84.5
1996-03-11,1.7,0.02,85.0
1996-03-12,1.72,0.02,86.0
1996-03-13,1.69,0.02,84.5
1996-03-14,1.72,0.02,86.0
1996-03-15,1.68,0.02,84.0
1996-03-18,1.72,0.02,86.0
1996-03-19,1.73,0.02,86.5
1996-03-20,1.73,0.02,86.5
1996-03-21,1.65,0.02,82.5
1996-03-22,1.61,0.02,80.5
1996-03-25,1.63,0.02,81.5
1996-03-26,1.65,0.02,82.5
1996-03-27,1.7,0.02,85.0
1996-03-28,1.66,0.02,83.0
1996-03-29,1.64,0.02,82.0
1996-04-01,1.64,0.02,82.0
1996-04-02,1.71,0.02,85.5
1996-04-03,1.7,0.02,85.0
1996-04-04,1.7,0.02,85.0
1996-04-08,1.68,0.02,84.0
1996-04-09,1.7,0.02,85.0
1996-04-10,1.69,0.02,84.5
1996-04-11,1.7,0.02,85.0
1996-04-12,1.7,0.02,85.0
1996-04-15,1.7,0.02,85.0
1996-04-16,1.74,0.02,87.0
1996-04-17,1.73,0.02,86.5
1996-04-18,1.75,0.02,87.5
1996-04-19,1.75,0.02,87.5
1996-04-22,1.84,0.02,92.0
1996-04-23,1.77,0.02,88.5
1996-04-24,1.84,0.02,92.0
1996-04-25,1.86,0.02,93.0
1996-04-26,1.81,0.02,90.5
1996-04-29,1.83,0.02,91.5
1996-04-30,1.86,0.02,93.0
1996-05-01,1.86,0.02,93.0
1996-05-02,1.82,0.02,91.0
1996-05-03,1.8,0.02,90.0
1996-05-06,1.83,0.02,91.5
1996-05-07,1.82,0.02,91.0
1996-05-08,1.82,0.02,91.0
1996-05-09,1.82,0.02,91.0
1996-05-10,1.84,0.02,92.0
1996-05-13,1.83,0.02,91.5
1996-05-14,1.83,0.02,91.5
1996-05-15,1.86,0.02,93.0
1996-05-16,1.86,0.02,93.0
1996-05-17,1.91,0.02,95.5
1996-05-20,1.91,0.02,95.5
1996-05-21,1.91,0.02,95.5
1996-05-22,1.89,0.02,94.5
1996-05-23,1.91,0.02,95.5
1996-05-24,1.91,0.02,95.5
1996-05-28,1.86,0.02,93.0
1996-05-29,1.88,0.02,93.99999999999999
1996-05-30,1.91,0.02,95.5
1996-05-31,1.93,0.02,96.5
1996-06-03,1.94,0.02,97.0
1996-06-04,1.95,0.02,97.5
1996-06-05,1.98,0.02,99.0
1996-06-06,1.92,0.02,96.0
1996-06-07,1.91,0.02,95.5
1996-06-10,1.89,0.02,94.5
1996-06-11,1.88,0.02,93.99999999999999
1996-06-12,1.86,0.02,93.0
1996-06-13,1.84,0.02,92.0
1996-06-14,1.83,0.02,91.5
1996-06-17,1.83,0.02,91.5
1996-06-18,1.85,0.02,92.5
1996-06-19,1.88,0.02,93.99999999999999
1996-06-20,1.92,0.02,96.0
1996-06-21,1.98,0.02,99.0
1996-06-24,2.02,0.02,101.0
1996-06-25,1.96,0.02,98.0
1996-06-26,1.91,0.02,95.5
1996-06-27,1.9,0.02,95.0
1996-06-28,1.94,0.02,97.0
1996-07-01,1.92,0.02,96.0
1996-07-02,1.91,0.02,95.5
1996-07-03,1.91,0.02,95.5
1996-07-05,1.91,0.02,95.5
1996-07-08,1.91,0.02,95.5
1996-07-09,1.93,0.02,96.5
1996-07-10,1.92,0.02,96.0
1996-07-11,1.89,0.02,94.5
1996-07-12,1.86,0.02,93.0
1996-07-15,1.83,0.02,91.5
1996-07-16,1.75,0.02,87.5
1996-07-17,1.84,0.02,92.0
1996-07-18,1.85,0.02,92.5
1996-07-19,1.83,0.02,91.5
1996-07-22,1.8,0.02,90.0
1996-07-23,1.77,0.02,88.5
1996-07-24,1.76,0.02,88.0
1996-07-25,1.74,0.02,87.0
1996-07-26,1.78,0.02,89.0
1996-07-29,1.77,0.02,88.5
1996-07-30,1.77,0.02,88.5
1996-07-31,1.8,0.02,90.0
1996-08-01,1.86,0.02,93.0
1996-08-02,1.92,0.02,96.0
1996-08-05,1.99,0.02,99.5
1996-08-06,2.0,0.02,100.0
1996-08-07,2.03,0.02,101.49999999999999
1996-08-08,2.0,0.02,100.0
1996-08-09,1.98,0.02,99.0
1996-08-12,1.98,0.02,99.0
1996-08-13,1.93,0.02,96.5
1996-08-14,1.94,0.03,64.66666666666667
1996-08-15,1.98,0.03,66.0
1996-08-16,2.05,0.03,68.33333333333333
1996-08-19,2.03,0.03,67.66666666666666
1996-08-20,1.97,0.03,65.66666666666667
1996-08-21,1.98,0.03,66.0
1996-08-22,1.97,0.03,65.66666666666667
1996-08-23,2.02,0.03,67.33333333333334
1996-08-26,2.02,0.03,67.33333333333334
1996-08-27,2.02,0.03,67.33333333333334
1996-08-28,1.99,0.03,66.33333333333333
1996-08-29,2.0,0.03,66.66666666666667
1996-08-30,2.05,0.03,68.33333333333333
1996-09-03,2.02,0.03,67.33333333333334
1996-09-04,2.05,0.03,68.33333333333333
1996-09-05,2.02,0.03,67.33333333333334
1996-09-06,2.05,0.03,68.33333333333333
1996-09-09,2.09,0.03,69.66666666666667
1996-09-10,2.09,0.03,69.66666666666667
1996-09-11,2.09,0.03,69.66666666666667
1996-09-12,2.05,0.03,68.33333333333333
1996-09-13,2.08,0.03,69.33333333333334
1996-09-16,2.08,0.03,69.33333333333334
1996-09-17,2.08,0.03,69.33333333333334
1996-09-18,2.08,0.03,69.33333333333334
1996-09-19,2.17,0.03,72.33333333333333
1996-09-20,2.23,0.03,74.33333333333333
1996-09-23,2.22,0.03,74.00000000000001
1996-09-24,2.22,0.03,74.00000000000001
1996-09-25,2.25,0.03,75.0
1996-09-26,2.2,0.03,73.33333333333334
1996-09-27,2.2,0.03,73.33333333333334
1996-09-30,2.2,0.03,73.33333333333334
1996-10-01,2.2,0.03,73.33333333333334
1996-10-02,2.2,0.03,73.33333333333334
1996-10-03,2.2,0.03,73.33333333333334
1996-10-04,2.26,0.03,75.33333333333333
1996-10-07,2.2,0.03,73.33333333333334
1996-10-08,2.5,0.03,83.33333333333334
1996-10-09,2.5,0.03,83.33333333333334
1996-10-10,2.52,0.03,84.0
1996-10-11,2.56,0.03,85.33333333333334
1996-10-14,2.63,0.03,87.66666666666667
1996-10-15,2.61,0.03,87.0
1996-10-16,2.63,0.03,87.66666666666667
1996-10-17,2.61,0.03,87.0
1996-10-18,2.61,0.03,87.0
1996-10-21,2.63,0.03,87.66666666666667
1996-10-22,2.63,0.03,87.66666666666667
1996-10-23,2.61,0.03,87.0
1996-10-24,2.62,0.03,87.33333333333334
1996-10-25,2.61,0.03,87.0
1996-10-28,2.61,0.03,87.0
1996-10-29,2.61,0.03,87.0
1996-10-30,2.63,0.03,87.66666666666667
1996-10-31,2.62,0.03,87.33333333333334
1996-11-01,2.61,0.03,87.0
1996-11-04,2.62,0.03,87.33333333333334
1996-11-05,2.63,0.03,87.66666666666667
1996-11-06,2.52,0.03,84.0
1996-11-07,2.56,0.03,85.33333333333334
1996-11-08,2.56,0.03,85.33333333333334
1996-11-11,2.56,0.03,85.33333333333334
1996-11-12,2.58,0.03,86.0
1996-11-13,2.55,0.03,85.0
1996-11-14,2.58,0.04,64.5
1996-11-15,2.63,0.04,65.75
1996-11-18,2.73,0.04,68.25
1996-11-19,2.77,0.04,69.25
1996-11-20,2.75,0.04,68.75
1996-11-21,2.72,0.04,68.0
1996-11-22,2.75,0.04,68.75
1996-11-25,2.83,0.04,70.75
1996-11-26,2.8,0.04,70.0
1996-11-27,2.81,0.04,70.25
1996-11-29,2.78,0.04,69.5
1996-12-02,2.81,0.04,70.25
1996-12-03,2.83,0.04,70.75
1996-12-04,2.79,0.04,69.75
1996-12-05,2.77,0.04,69.25
1996-12-06,2.73,0.04,68.25
1996-12-09,2.85,0.04,71.25
1996-12-10,2.83,0.04,70.75
1996-12-11,2.83,0.04,70.75
1996-12-12,2.79,0.04,69.75
1996-12-13,2.73,0.04,68.25
1996-12-16,2.69,0.04,67.25
1996-12-17,2.59,0.04,64.75
1996-12-18,2.63,0.04,65.75
1996-12-19,2.51,0.04,62.74999999999999
1996-12-20,2.67,0.04,66.75
1996-12-23,2.72,0.04,68.0
1996-12-24,2.72,0.04,68.0
1996-12-26,2.69,0.04,67.25
1996-12-27,2.69,0.04,67.25
1996-12-30,2.83,0.04,70.75
1996-12-31,2.88,0.04,72.0
1997-01-02,2.88,0.04,72.0
1997-01-03,2.86,0.04,71.5
1997-01-06,2.81,0.04,70.25
1997-01-07,2.72,0.04,68.0
1997-01-08,2.66,0.04,66.5
1997-01-09,2.66,0.04,66.5
1997-01-10,2.66,0.04,66.5
1997-01-13,2.65,0.04,66.25
1997-01-14,2.66,0.04,66.5
1997-01-15,2.7,0.04,67.5
1997-01-16,2.72,0.04,68.0
1997-01-17,2.69,0.04,67.25
1997-01-20,2.63,0.04,65.75
1997-01-21,2.66,0.04,66.5
1997-01-22,2.77,0.04,69.25
1997-01-23,2.69,0.04,67.25
1997-01-24,2.75,0.04,68.75
1997-01-27,2.75,0.04,68.75
1997-01-28,2.67,0.04,66.75
1997-01-29,2.7,0.04,67.5
1997-01-30,2.67,0.04,66.75
1997-01-31,2.7,0.04,67.5
1997-02-03,2.86,0.04,71.5
1997-02-04,2.88,0.04,72.0
1997-02-05,3.09,0.04,77.25
1997-02-06,3.13,0.04,78.25
1997-02-07,2.84,0.04,71.0
1997-02-10,2.78,0.04,69.5
1997-02-11,2.86,0.04,71.5
1997-02-12,2.97,0.04,74.25
1997-02-13,3.03,0.04,75.75
1997-02-14,2.94,0.04,73.5
1997-02-18,2.89,0.04,72.25
1997-02-19,2.88,0.04,72.0
1997-02-20,2.94,0.04,73.5
1997-02-21,2.92,0.04,73.0
1997-02-24,2.92,0.04,73.0
1997-02-25,2.94,0.04,73.5
1997-02-26,2.84,0.04,71.0
1997-02-27,2.97,0.04,74.25
1997-02-28,3.13,0.04,78.25
1997-03-03,3.09,0.04,77.25
1997-03-04,3.13,0.04,78.25
1997-03-05,3.19,0.04,79.75
1997-03-06,3.22,0.04,80.5
1997-03-07,3.3,0.04,82.5
1997-03-10,3.39,0.04,84.75
1997-03-11,3.59,0.04,89.75
1997-03-12,3.5,0.04,87.5
1997-03-13,3.47,0.04,86.75
1997-03-14,3.42,0.04,85.5
1997-03-17,3.36,0.04,84.0
1997-03-18,3.36,0.04,84.0
1997-03-19,3.36,0.04,84.0
1997-03-20,3.36,0.04,84.0
1997-03-21,3.34,0.04,83.5
1997-03-24,3.17,0.04,79.25
1997-03-25,3.16,0.04,79.0
