date,BIO,BIO_EPS,PE Ratio
1980-06-16,1.78,0.12,14.833333333333334
1980-06-17,1.78,0.12,14.833333333333334
1980-06-18,1.74,0.12,14.5
1980-06-19,1.74,0.12,14.5
1980-06-20,1.69,0.12,14.083333333333334
1980-06-23,1.67,0.12,13.916666666666666
1980-06-24,1.63,0.12,13.583333333333332
1980-06-25,1.61,0.12,13.416666666666668
1980-06-26,1.67,0.12,13.916666666666666
1980-06-27,1.63,0.12,13.583333333333332
1980-06-30,1.52,0.12,12.666666666666668
1980-07-01,1.69,0.12,14.083333333333334
1980-07-02,1.69,0.12,14.083333333333334
1980-07-03,1.69,0.12,14.083333333333334
1980-07-07,1.93,0.12,16.083333333333332
1980-07-08,1.87,0.12,15.583333333333334
1980-07-09,1.74,0.12,14.5
1980-07-10,1.69,0.12,14.083333333333334
1980-07-11,1.74,0.12,14.5
1980-07-14,1.81,0.12,15.083333333333334
1980-07-15,1.78,0.12,14.833333333333334
1980-07-16,1.8,0.12,15.000000000000002
1980-07-17,1.76,0.12,14.666666666666668
1980-07-18,1.81,0.12,15.083333333333334
1980-07-21,1.78,0.12,14.833333333333334
1980-07-22,1.78,0.12,14.833333333333334
1980-07-23,1.76,0.12,14.666666666666668
1980-07-24,1.8,0.12,15.000000000000002
1980-07-25,1.8,0.12,15.000000000000002
1980-07-28,1.76,0.12,14.666666666666668
1980-07-29,1.69,0.12,14.083333333333334
1980-07-30,1.78,0.12,14.833333333333334
1980-07-31,1.8,0.12,15.000000000000002
1980-08-01,1.7,0.12,14.166666666666666
1980-08-04,1.69,0.12,14.083333333333334
1980-08-05,1.69,0.12,14.083333333333334
1980-08-06,1.7,0.12,14.166666666666666
1980-08-07,1.69,0.12,14.083333333333334
1980-08-08,1.74,0.12,14.5
1980-08-11,1.78,0.12,14.833333333333334
1980-08-12,1.78,0.12,14.833333333333334
1980-08-13,1.76,0.12,14.666666666666668
1980-08-14,1.8,0.12,15.000000000000002
1980-08-15,1.78,0.12,14.833333333333334
1980-08-18,1.74,0.12,14.5
1980-08-19,1.69,0.12,14.083333333333334
1980-08-20,1.63,0.12,13.583333333333332
1980-08-21,1.63,0.12,13.583333333333332
1980-08-22,1.57,0.12,13.083333333333334
1980-08-25,1.63,0.12,13.583333333333332
1980-08-26,1.63,0.12,13.583333333333332
1980-08-27,1.63,0.12,13.583333333333332
1980-08-28,1.61,0.12,13.416666666666668
1980-08-29,1.56,0.12,13.000000000000002
1980-09-02,1.61,0.12,13.416666666666668
1980-09-03,1.63,0.12,13.583333333333332
1980-09-04,1.69,0.12,14.083333333333334
1980-09-05,1.76,0.12,14.666666666666668
1980-09-08,1.7,0.12,14.166666666666666
1980-09-09,1.83,0.12,15.250000000000002
1980-09-10,1.87,0.12,15.583333333333334
1980-09-11,1.89,0.12,15.75
1980-09-12,1.83,0.12,15.250000000000002
1980-09-15,2.04,0.12,17.0
1980-09-16,2.15,0.12,17.916666666666668
1980-09-17,2.24,0.12,18.666666666666668
1980-09-18,2.15,0.12,17.916666666666668
1980-09-19,2.15,0.12,17.916666666666668
1980-09-22,2.31,0.12,19.25
1980-09-23,2.37,0.12,19.75
1980-09-24,2.54,0.12,21.166666666666668
1980-09-25,2.41,0.12,20.083333333333336
1980-09-26,2.3,0.12,19.166666666666664
1980-09-29,2.19,0.12,18.25
1980-09-30,2.28,0.12,19.0
1980-10-01,2.37,0.12,19.75
1980-10-02,2.37,0.12,19.75
1980-10-03,2.5,0.12,20.833333333333336
1980-10-06,2.57,0.12,21.416666666666668
1980-10-07,2.52,0.12,21.0
1980-10-08,2.57,0.12,21.416666666666668
1980-10-09,2.52,0.12,21.0
1980-10-10,2.65,0.12,22.083333333333332
1980-10-13,2.65,0.12,22.083333333333332
1980-10-14,2.65,0.12,22.083333333333332
1980-10-15,2.65,0.12,22.083333333333332
1980-10-16,2.48,0.12,20.666666666666668
1980-10-17,2.52,0.12,21.0
1980-10-20,2.56,0.12,21.333333333333336
1980-10-21,2.63,0.12,21.916666666666668
1980-10-22,2.63,0.12,21.916666666666668
1980-10-23,2.52,0.12,21.0
1980-10-24,2.52,0.12,21.0
1980-10-27,2.44,0.12,20.333333333333332
1980-10-28,2.48,0.12,20.666666666666668
1980-10-29,2.48,0.12,20.666666666666668
1980-10-30,2.39,0.12,19.916666666666668
1980-10-31,2.41,0.12,20.083333333333336
1980-11-03,2.44,0.12,20.333333333333332
1980-11-05,2.37,0.12,19.75
1980-11-06,2.33,0.12,19.416666666666668
1980-11-07,2.3,0.12,19.166666666666664
1980-11-10,2.2,0.12,18.333333333333336
1980-11-11,2.19,0.12,18.25
1980-11-12,2.2,0.12,18.333333333333336
1980-11-13,2.2,0.12,18.333333333333336
1980-11-14,2.2,0.12,18.333333333333336
1980-11-17,2.13,0.12,17.75
1980-11-18,2.11,0.12,17.583333333333332
1980-11-19,2.06,0.12,17.166666666666668
1980-11-20,2.19,0.12,18.25
1980-11-21,2.26,0.12,18.833333333333332
1980-11-24,2.26,0.12,18.833333333333332
1980-11-25,2.31,0.12,19.25
1980-11-26,2.31,0.12,19.25
1980-11-28,2.39,0.12,19.916666666666668
1980-12-01,2.33,0.12,19.416666666666668
1980-12-02,2.31,0.12,19.25
1980-12-03,2.31,0.12,19.25
1980-12-04,2.31,0.12,19.25
1980-12-05,2.3,0.12,19.166666666666664
1980-12-08,2.13,0.12,17.75
1980-12-09,2.37,0.12,19.75
1980-12-10,2.26,0.12,18.833333333333332
1980-12-11,2.2,0.12,18.333333333333336
1980-12-12,2.28,0.12,19.0
1980-12-15,2.37,0.12,19.75
1980-12-16,2.7,0.12,22.500000000000004
1980-12-17,2.78,0.12,23.166666666666664
1980-12-18,2.78,0.12,23.166666666666664
1980-12-19,2.96,0.12,24.666666666666668
1980-12-22,2.74,0.12,22.833333333333336
1980-12-23,2.76,0.12,23.0
1980-12-24,2.78,0.12,23.166666666666664
1980-12-26,2.8,0.12,23.333333333333332
1980-12-29,2.74,0.12,22.833333333333336
1980-12-30,2.78,0.12,23.166666666666664
1980-12-31,2.96,0.12,24.666666666666668
1981-01-02,2.98,0.12,24.833333333333336
1981-01-05,3.11,0.12,25.916666666666668
1981-01-06,3.13,0.12,26.083333333333332
1981-01-07,2.96,0.12,24.666666666666668
1981-01-08,2.76,0.12,23.0
1981-01-09,2.8,0.12,23.333333333333332
1981-01-12,3.0,0.12,25.0
1981-01-13,3.11,0.12,25.916666666666668
1981-01-14,3.0,0.12,25.0
1981-01-15,3.04,0.12,25.333333333333336
1981-01-16,3.06,0.12,25.5
1981-01-19,3.07,0.12,25.583333333333332
1981-01-20,2.96,0.12,24.666666666666668
1981-01-21,3.07,0.12,25.583333333333332
1981-01-22,3.26,0.12,27.166666666666664
1981-01-23,3.67,0.12,30.583333333333332
1981-01-26,3.43,0.12,28.583333333333336
1981-01-27,3.39,0.12,28.250000000000004
1981-01-28,3.39,0.12,28.250000000000004
1981-01-29,3.52,0.12,29.333333333333336
1981-01-30,3.54,0.12,29.5
1981-02-02,3.31,0.12,27.583333333333336
1981-02-03,3.2,0.12,26.666666666666668
1981-02-04,3.28,0.12,27.333333333333332
1981-02-05,3.31,0.12,27.583333333333336
1981-02-06,3.26,0.12,27.166666666666664
1981-02-09,3.24,0.12,27.000000000000004
1981-02-10,3.28,0.12,27.333333333333332
1981-02-11,3.02,0.12,25.166666666666668
1981-02-12,3.07,0.12,25.583333333333332
1981-02-13,3.11,0.12,25.916666666666668
1981-02-17,3.13,0.12,26.083333333333332
1981-02-18,3.07,0.12,25.583333333333332
1981-02-19,3.07,0.12,25.583333333333332
1981-02-20,3.02,0.12,25.166666666666668
1981-02-23,2.91,0.12,24.250000000000004
1981-02-24,2.83,0.12,23.583333333333336
1981-02-25,2.78,0.12,23.166666666666664
1981-02-26,2.91,0.12,24.250000000000004
1981-02-27,2.96,0.12,24.666666666666668
1981-03-02,2.96,0.12,24.666666666666668
1981-03-03,2.87,0.12,23.916666666666668
1981-03-04,2.91,0.12,24.250000000000004
1981-03-05,2.87,0.12,23.916666666666668
1981-03-06,2.91,0.12,24.250000000000004
1981-03-09,2.91,0.12,24.250000000000004
1981-03-10,3.02,0.12,25.166666666666668
1981-03-11,3.04,0.12,25.333333333333336
1981-03-12,3.06,0.12,25.5
1981-03-13,3.26,0.12,27.166666666666664
1981-03-16,3.41,0.12,28.416666666666668
1981-03-17,3.2,0.12,26.666666666666668
1981-03-18,3.15,0.12,26.25
1981-03-19,3.13,0.12,26.083333333333332
1981-03-20,3.17,0.12,26.416666666666668
1981-03-23,3.15,0.12,26.25
1981-03-24,3.2,0.12,26.666666666666668
1981-03-25,3.2,0.12,26.666666666666668
1981-03-26,3.15,0.12,26.25
1981-03-27,3.15,0.12,26.25
1981-03-30,3.2,0.12,26.666666666666668
1981-03-31,3.15,0.12,26.25
1981-04-01,3.13,0.12,26.083333333333332
1981-04-02,3.02,0.12,25.166666666666668
1981-04-03,3.02,0.12,25.166666666666668
1981-04-06,3.04,0.12,25.333333333333336
1981-04-07,3.07,0.12,25.583333333333332
1981-04-08,3.06,0.12,25.5
1981-04-09,3.07,0.12,25.583333333333332
1981-04-10,3.11,0.12,25.916666666666668
1981-04-13,3.06,0.12,25.5
1981-04-14,3.07,0.12,25.583333333333332
1981-04-15,3.06,0.12,25.5
1981-04-16,3.17,0.12,26.416666666666668
1981-04-20,3.2,0.12,26.666666666666668
1981-04-21,3.15,0.12,26.25
1981-04-22,3.11,0.12,25.916666666666668
1981-04-23,2.96,0.12,24.666666666666668
1981-04-24,2.98,0.12,24.833333333333336
1981-04-27,2.96,0.12,24.666666666666668
1981-04-28,2.93,0.12,24.416666666666668
1981-04-29,2.87,0.12,23.916666666666668
1981-04-30,2.83,0.12,23.583333333333336
1981-05-01,2.78,0.12,23.166666666666664
1981-05-04,2.81,0.12,23.416666666666668
1981-05-05,2.93,0.12,24.416666666666668
1981-05-06,3.02,0.12,25.166666666666668
1981-05-07,2.98,0.12,24.833333333333336
1981-05-08,3.02,0.12,25.166666666666668
1981-05-11,3.06,0.12,25.5
1981-05-12,3.15,0.12,26.25
1981-05-13,3.07,0.12,25.583333333333332
1981-05-14,3.15,0.12,26.25
1981-05-15,3.17,0.12,26.416666666666668
1981-05-18,3.15,0.12,26.25
1981-05-19,3.11,0.12,25.916666666666668
1981-05-20,3.11,0.12,25.916666666666668
1981-05-21,3.07,0.12,25.583333333333332
1981-05-22,3.04,0.12,25.333333333333336
1981-05-26,3.06,0.12,25.5
1981-05-27,3.11,0.12,25.916666666666668
1981-05-28,3.06,0.12,25.5
1981-05-29,3.11,0.12,25.916666666666668
1981-06-01,3.11,0.12,25.916666666666668
1981-06-02,3.04,0.12,25.333333333333336
1981-06-03,3.04,0.12,25.333333333333336
1981-06-04,2.91,0.12,24.250000000000004
1981-06-05,2.98,0.12,24.833333333333336
1981-06-08,2.96,0.12,24.666666666666668
1981-06-09,2.93,0.12,24.416666666666668
1981-06-10,2.91,0.12,24.250000000000004
1981-06-11,2.89,0.12,24.083333333333336
1981-06-12,2.89,0.12,24.083333333333336
1981-06-15,2.78,0.12,23.166666666666664
1981-06-16,2.7,0.12,22.500000000000004
1981-06-17,2.57,0.12,21.416666666666668
1981-06-18,2.54,0.12,21.166666666666668
1981-06-19,2.54,0.12,21.166666666666668
1981-06-22,2.52,0.12,21.0
1981-06-23,2.5,0.12,20.833333333333336
1981-06-24,2.44,0.12,20.333333333333332
1981-06-25,2.33,0.12,19.416666666666668
1981-06-26,2.39,0.12,19.916666666666668
1981-06-29,2.41,0.12,20.083333333333336
1981-06-30,2.44,0.12,20.333333333333332
1981-07-01,2.48,0.12,20.666666666666668
1981-07-02,2.48,0.12,20.666666666666668
1981-07-06,2.48,0.12,20.666666666666668
1981-07-07,2.5,0.12,20.833333333333336
1981-07-08,2.48,0.12,20.666666666666668
1981-07-09,2.5,0.12,20.833333333333336
1981-07-10,2.52,0.12,21.0
1981-07-13,2.54,0.12,21.166666666666668
1981-07-14,2.48,0.12,20.666666666666668
1981-07-15,2.46,0.12,20.5
1981-07-16,2.52,0.12,21.0
1981-07-17,2.46,0.12,20.5
1981-07-20,2.44,0.12,20.333333333333332
1981-07-21,2.39,0.12,19.916666666666668
1981-07-22,2.44,0.12,20.333333333333332
1981-07-23,2.39,0.12,19.916666666666668
1981-07-24,2.39,0.12,19.916666666666668
1981-07-27,2.39,0.12,19.916666666666668
1981-07-28,2.46,0.12,20.5
1981-07-29,2.44,0.12,20.333333333333332
1981-07-30,2.44,0.12,20.333333333333332
1981-07-31,2.44,0.12,20.333333333333332
1981-08-03,2.46,0.12,20.5
1981-08-04,2.48,0.12,20.666666666666668
1981-08-05,2.44,0.12,20.333333333333332
1981-08-06,2.44,0.12,20.333333333333332
1981-08-07,2.44,0.12,20.333333333333332
1981-08-10,2.39,0.12,19.916666666666668
1981-08-11,2.37,0.12,19.75
1981-08-12,2.37,0.12,19.75
1981-08-13,2.44,0.12,20.333333333333332
1981-08-14,2.39,0.12,19.916666666666668
1981-08-17,2.41,0.12,20.083333333333336
1981-08-18,2.31,0.12,19.25
1981-08-19,2.31,0.12,19.25
1981-08-20,2.41,0.12,20.083333333333336
1981-08-21,2.37,0.12,19.75
1981-08-24,2.37,0.12,19.75
1981-08-25,2.37,0.12,19.75
1981-08-26,2.33,0.12,19.416666666666668
1981-08-27,2.31,0.12,19.25
1981-08-28,2.37,0.12,19.75
1981-08-31,2.31,0.12,19.25
1981-09-01,2.33,0.12,19.416666666666668
1981-09-02,2.37,0.12,19.75
1981-09-03,2.33,0.12,19.416666666666668
1981-09-04,2.31,0.12,19.25
1981-09-08,2.31,0.12,19.25
1981-09-09,2.28,0.12,19.0
1981-09-10,2.13,0.12,17.75
1981-09-11,2.15,0.12,17.916666666666668
1981-09-14,2.13,0.12,17.75
1981-09-15,2.13,0.12,17.75
1981-09-16,2.07,0.12,17.25
1981-09-17,2.0,0.12,16.666666666666668
1981-09-18,1.96,0.12,16.333333333333332
1981-09-21,1.93,0.12,16.083333333333332
1981-09-22,1.89,0.12,15.75
1981-09-23,1.8,0.12,15.000000000000002
1981-09-24,1.81,0.12,15.083333333333334
1981-09-25,1.7,0.12,14.166666666666666
1981-09-28,1.69,0.12,14.083333333333334
1981-09-29,1.8,0.12,15.000000000000002
1981-09-30,1.83,0.12,15.250000000000002
1981-10-01,1.78,0.12,14.833333333333334
1981-10-02,1.81,0.12,15.083333333333334
1981-10-05,1.78,0.12,14.833333333333334
1981-10-06,1.74,0.12,14.5
1981-10-07,1.78,0.12,14.833333333333334
1981-10-08,1.78,0.12,14.833333333333334
1981-10-09,1.78,0.12,14.833333333333334
1981-10-12,1.76,0.12,14.666666666666668
1981-10-13,1.8,0.12,15.000000000000002
1981-10-14,1.74,0.12,14.5
1981-10-15,1.69,0.12,14.083333333333334
1981-10-16,1.76,0.12,14.666666666666668
1981-10-19,1.69,0.12,14.083333333333334
1981-10-20,1.54,0.12,12.833333333333334
1981-10-21,1.63,0.12,13.583333333333332
1981-10-22,1.67,0.12,13.916666666666666
1981-10-23,1.67,0.12,13.916666666666666
1981-10-26,1.54,0.12,12.833333333333334
1981-10-27,1.57,0.12,13.083333333333334
1981-10-28,1.61,0.12,13.416666666666668
1981-10-29,1.57,0.12,13.083333333333334
1981-10-30,1.63,0.12,13.583333333333332
1981-11-02,1.69,0.12,14.083333333333334
1981-11-03,1.7,0.12,14.166666666666666
1981-11-04,1.69,0.12,14.083333333333334
1981-11-05,1.63,0.12,13.583333333333332
1981-11-06,1.63,0.12,13.583333333333332
1981-11-09,1.63,0.12,13.583333333333332
1981-11-10,1.63,0.12,13.583333333333332
1981-11-11,1.63,0.12,13.583333333333332
1981-11-12,1.56,0.12,13.000000000000002
1981-11-13,1.52,0.12,12.666666666666668
1981-11-16,1.54,0.12,12.833333333333334
1981-11-17,1.52,0.12,12.666666666666668
1981-11-18,1.46,0.12,12.166666666666666
1981-11-19,1.46,0.12,12.166666666666666
1981-11-20,1.5,0.12,12.5
1981-11-23,1.54,0.12,12.833333333333334
1981-11-24,1.52,0.12,12.666666666666668
1981-11-25,1.52,0.12,12.666666666666668
1981-11-27,1.46,0.12,12.166666666666666
1981-11-30,1.44,0.12,12.0
1981-12-01,1.46,0.12,12.166666666666666
1981-12-02,1.46,0.12,12.166666666666666
1981-12-03,1.46,0.12,12.166666666666666
1981-12-04,1.44,0.12,12.0
1981-12-07,1.43,0.12,11.916666666666666
1981-12-08,1.37,0.12,11.416666666666668
1981-12-09,1.43,0.12,11.916666666666666
1981-12-10,1.37,0.12,11.416666666666668
1981-12-11,1.39,0.12,11.583333333333332
1981-12-14,1.35,0.12,11.250000000000002
1981-12-15,1.35,0.12,11.250000000000002
1981-12-16,1.37,0.12,11.416666666666668
1981-12-17,1.33,0.12,11.083333333333334
1981-12-18,1.33,0.12,11.083333333333334
1981-12-21,1.3,0.12,10.833333333333334
1981-12-22,1.31,0.12,10.916666666666668
1981-12-23,1.3,0.12,10.833333333333334
1981-12-24,1.39,0.12,11.583333333333332
1981-12-28,1.37,0.12,11.416666666666668
1981-12-29,1.31,0.12,10.916666666666668
1981-12-30,1.37,0.12,11.416666666666668
1981-12-31,1.44,0.12,12.0
1982-01-04,1.54,0.12,12.833333333333334
1982-01-05,1.54,0.12,12.833333333333334
1982-01-06,1.46,0.12,12.166666666666666
1982-01-07,1.5,0.12,12.5
1982-01-08,1.5,0.12,12.5
1982-01-11,1.46,0.12,12.166666666666666
1982-01-12,1.46,0.12,12.166666666666666
1982-01-13,1.46,0.12,12.166666666666666
1982-01-14,1.46,0.12,12.166666666666666
1982-01-15,1.39,0.12,11.583333333333332
1982-01-18,1.37,0.12,11.416666666666668
1982-01-19,1.35,0.12,11.250000000000002
1982-01-20,1.35,0.12,11.250000000000002
1982-01-21,1.39,0.12,11.583333333333332
1982-01-22,1.35,0.12,11.250000000000002
1982-01-25,1.35,0.12,11.250000000000002
1982-01-26,1.39,0.12,11.583333333333332
1982-01-27,1.39,0.12,11.583333333333332
1982-01-28,1.44,0.12,12.0
1982-01-29,1.5,0.12,12.5
1982-02-01,1.46,0.12,12.166666666666666
1982-02-02,1.46,0.12,12.166666666666666
1982-02-03,1.52,0.12,12.666666666666668
1982-02-04,1.46,0.12,12.166666666666666
1982-02-05,1.54,0.12,12.833333333333334
1982-02-08,1.52,0.12,12.666666666666668
1982-02-09,1.46,0.12,12.166666666666666
1982-02-10,1.44,0.12,12.0
1982-02-11,1.37,0.12,11.416666666666668
1982-02-12,1.43,0.12,11.916666666666666
1982-02-16,1.43,0.12,11.916666666666666
1982-02-17,1.46,0.12,12.166666666666666
1982-02-18,1.61,0.12,13.416666666666668
1982-02-19,1.61,0.12,13.416666666666668
1982-02-22,1.52,0.12,12.666666666666668
1982-02-23,1.52,0.12,12.666666666666668
1982-02-24,1.56,0.12,13.000000000000002
1982-02-25,1.54,0.12,12.833333333333334
1982-02-26,1.52,0.12,12.666666666666668
1982-03-01,1.46,0.12,12.166666666666666
1982-03-02,1.46,0.12,12.166666666666666
1982-03-03,1.52,0.12,12.666666666666668
1982-03-04,1.5,0.12,12.5
1982-03-05,1.5,0.12,12.5
1982-03-08,1.46,0.12,12.166666666666666
1982-03-09,1.39,0.12,11.583333333333332
1982-03-10,1.37,0.12,11.416666666666668
1982-03-11,1.33,0.12,11.083333333333334
1982-03-12,1.33,0.12,11.083333333333334
1982-03-15,1.33,0.12,11.083333333333334
1982-03-16,1.33,0.12,11.083333333333334
1982-03-17,1.33,0.12,11.083333333333334
1982-03-18,1.33,0.12,11.083333333333334
1982-03-19,1.35,0.12,11.250000000000002
1982-03-22,1.43,0.12,11.916666666666666
1982-03-23,1.46,0.12,12.166666666666666
1982-03-24,1.44,0.12,12.0
1982-03-25,1.52,0.12,12.666666666666668
1982-03-26,1.52,0.12,12.666666666666668
1982-03-29,1.52,0.12,12.666666666666668
1982-03-30,1.52,0.12,12.666666666666668
1982-03-31,1.46,0.12,12.166666666666666
1982-04-01,1.54,0.12,12.833333333333334
1982-04-02,1.54,0.12,12.833333333333334
1982-04-05,1.54,0.12,12.833333333333334
1982-04-06,1.52,0.12,12.666666666666668
1982-04-07,1.52,0.12,12.666666666666668
1982-04-08,1.54,0.12,12.833333333333334
1982-04-12,1.54,0.12,12.833333333333334
1982-04-13,1.52,0.12,12.666666666666668
1982-04-14,1.52,0.12,12.666666666666668
1982-04-15,1.5,0.12,12.5
1982-04-16,1.52,0.12,12.666666666666668
1982-04-19,1.57,0.12,13.083333333333334
1982-04-20,1.57,0.12,13.083333333333334
1982-04-21,1.56,0.12,13.000000000000002
1982-04-22,1.56,0.12,13.000000000000002
1982-04-23,1.61,0.12,13.416666666666668
1982-04-26,1.61,0.12,13.416666666666668
1982-04-27,1.61,0.12,13.416666666666668
1982-04-28,1.57,0.12,13.083333333333334
1982-04-29,1.61,0.12,13.416666666666668
1982-04-30,1.56,0.12,13.000000000000002
1982-05-03,1.54,0.12,12.833333333333334
1982-05-04,1.52,0.12,12.666666666666668
1982-05-05,1.52,0.12,12.666666666666668
1982-05-06,1.5,0.12,12.5
1982-05-07,1.52,0.12,12.666666666666668
1982-05-10,1.52,0.12,12.666666666666668
1982-05-11,1.5,0.12,12.5
1982-05-12,1.46,0.12,12.166666666666666
1982-05-13,1.46,0.12,12.166666666666666
1982-05-14,1.43,0.12,11.916666666666666
1982-05-17,1.37,0.12,11.416666666666668
1982-05-18,1.31,0.12,10.916666666666668
1982-05-19,1.3,0.12,10.833333333333334
1982-05-20,1.3,0.12,10.833333333333334
1982-05-21,1.26,0.12,10.5
1982-05-24,1.3,0.12,10.833333333333334
1982-05-25,1.31,0.12,10.916666666666668
1982-05-26,1.31,0.12,10.916666666666668
1982-05-27,1.35,0.12,11.250000000000002
1982-05-28,1.35,0.12,11.250000000000002
1982-06-01,1.37,0.12,11.416666666666668
1982-06-02,1.37,0.12,11.416666666666668
1982-06-03,1.39,0.12,11.583333333333332
1982-06-04,1.37,0.12,11.416666666666668
1982-06-07,1.35,0.12,11.250000000000002
1982-06-08,1.31,0.12,10.916666666666668
1982-06-09,1.31,0.12,10.916666666666668
1982-06-10,1.3,0.12,10.833333333333334
1982-06-11,1.3,0.12,10.833333333333334
1982-06-14,1.3,0.12,10.833333333333334
1982-06-15,1.3,0.12,10.833333333333334
1982-06-16,1.31,0.12,10.916666666666668
1982-06-17,1.3,0.12,10.833333333333334
1982-06-18,1.3,0.12,10.833333333333334
1982-06-21,1.3,0.12,10.833333333333334
1982-06-22,1.3,0.12,10.833333333333334
1982-06-23,1.3,0.12,10.833333333333334
1982-06-24,1.3,0.12,10.833333333333334
1982-06-25,1.3,0.12,10.833333333333334
1982-06-28,1.3,0.12,10.833333333333334
1982-06-29,1.28,0.12,10.666666666666668
1982-06-30,1.24,0.12,10.333333333333334
1982-07-01,1.2,0.12,10.0
1982-07-02,1.19,0.12,9.916666666666666
1982-07-06,1.19,0.12,9.916666666666666
1982-07-07,1.17,0.12,9.75
1982-07-08,1.17,0.12,9.75
1982-07-09,1.19,0.12,9.916666666666666
1982-07-12,1.19,0.12,9.916666666666666
1982-07-13,1.19,0.12,9.916666666666666
1982-07-14,1.19,0.12,9.916666666666666
1982-07-15,1.19,0.12,9.916666666666666
1982-07-16,1.17,0.12,9.75
1982-07-19,1.17,0.12,9.75
1982-07-20,1.17,0.12,9.75
1982-07-21,1.13,0.12,9.416666666666666
1982-07-22,1.13,0.12,9.416666666666666
1982-07-23,1.13,0.12,9.416666666666666
1982-07-26,1.13,0.12,9.416666666666666
1982-07-27,1.11,0.12,9.250000000000002
1982-07-28,1.06,0.12,8.833333333333334
1982-07-29,1.06,0.12,8.833333333333334
1982-07-30,1.02,0.12,8.5
1982-08-02,1.02,0.12,8.5
1982-08-03,1.02,0.12,8.5
1982-08-04,1.02,0.12,8.5
1982-08-05,0.96,0.12,8.0
1982-08-06,0.96,0.12,8.0
1982-08-09,0.94,0.12,7.833333333333333
1982-08-10,0.94,0.12,7.833333333333333
1982-08-11,0.96,0.12,8.0
1982-08-12,0.96,0.12,8.0
1982-08-13,0.96,0.12,8.0
1982-08-16,0.94,0.12,7.833333333333333
1982-08-17,0.96,0.12,8.0
1982-08-18,0.93,0.12,7.750000000000001
1982-08-19,0.87,0.12,7.25
1982-08-20,0.87,0.12,7.25
