date,MRK,MRK_EPS,PE Ratio
1970-06-02,1.21,0.17,7.117647058823529
1970-06-03,1.23,0.17,7.235294117647058
1970-06-04,1.21,0.17,7.117647058823529
1970-06-05,1.2,0.17,7.058823529411764
1970-06-08,1.22,0.17,7.1764705882352935
1970-06-09,1.24,0.17,7.294117647058823
1970-06-10,1.23,0.17,7.235294117647058
1970-06-11,1.2,0.17,7.058823529411764
1970-06-12,1.2,0.17,7.058823529411764
1970-06-15,1.22,0.17,7.1764705882352935
1970-06-16,1.26,0.17,7.411764705882352
1970-06-17,1.26,0.17,7.411764705882352
1970-06-18,1.27,0.17,7.470588235294117
1970-06-19,1.28,0.17,7.529411764705882
1970-06-22,1.28,0.17,7.529411764705882
1970-06-23,1.23,0.17,7.235294117647058
1970-06-24,1.22,0.17,7.1764705882352935
1970-06-25,1.22,0.17,7.1764705882352935
1970-06-26,1.2,0.17,7.058823529411764
1970-06-29,1.19,0.17,6.999999999999999
1970-06-30,1.21,0.17,7.117647058823529
1970-07-01,1.22,0.17,7.1764705882352935
1970-07-02,1.21,0.17,7.117647058823529
1970-07-06,1.19,0.17,6.999999999999999
1970-07-07,1.2,0.17,7.058823529411764
1970-07-08,1.21,0.17,7.117647058823529
1970-07-09,1.22,0.17,7.1764705882352935
1970-07-10,1.23,0.17,7.235294117647058
1970-07-13,1.24,0.17,7.294117647058823
1970-07-14,1.24,0.17,7.294117647058823
1970-07-15,1.24,0.17,7.294117647058823
1970-07-16,1.25,0.17,7.352941176470588
1970-07-17,1.29,0.17,7.588235294117647
1970-07-20,1.29,0.17,7.588235294117647
1970-07-21,1.28,0.17,7.529411764705882
1970-07-22,1.27,0.17,7.470588235294117
1970-07-23,1.27,0.17,7.470588235294117
1970-07-24,1.28,0.17,7.529411764705882
1970-07-27,1.28,0.17,7.529411764705882
1970-07-28,1.27,0.17,7.470588235294117
1970-07-29,1.16,0.17,6.823529411764705
1970-07-30,1.14,0.17,6.705882352941176
1970-07-31,1.13,0.17,6.64705882352941
1970-08-03,1.11,0.17,6.529411764705882
1970-08-04,1.16,0.17,6.823529411764705
1970-08-05,1.16,0.17,6.823529411764705
1970-08-06,1.15,0.17,6.76470588235294
1970-08-07,1.13,0.17,6.64705882352941
1970-08-10,1.12,0.17,6.588235294117648
1970-08-11,1.1,0.17,6.470588235294118
1970-08-12,1.08,0.17,6.352941176470588
1970-08-13,1.03,0.17,6.0588235294117645
1970-08-14,1.04,0.17,6.117647058823529
1970-08-17,1.07,0.17,6.294117647058823
1970-08-18,1.09,0.17,6.411764705882353
1970-08-19,1.08,0.17,6.352941176470588
1970-08-20,1.08,0.17,6.352941176470588
1970-08-21,1.09,0.17,6.411764705882353
1970-08-24,1.1,0.17,6.470588235294118
1970-08-25,1.11,0.17,6.529411764705882
1970-08-26,1.11,0.17,6.529411764705882
1970-08-27,1.11,0.17,6.529411764705882
1970-08-28,1.1,0.17,6.470588235294118
1970-08-31,1.11,0.17,6.529411764705882
1970-09-01,1.1,0.17,6.470588235294118
1970-09-02,1.11,0.17,6.529411764705882
1970-09-03,1.15,0.17,6.76470588235294
1970-09-04,1.16,0.17,6.823529411764705
1970-09-08,1.16,0.17,6.823529411764705
1970-09-09,1.14,0.17,6.705882352941176
1970-09-10,1.15,0.17,6.76470588235294
1970-09-11,1.16,0.17,6.823529411764705
1970-09-14,1.16,0.17,6.823529411764705
1970-09-15,1.14,0.17,6.705882352941176
1970-09-16,1.17,0.17,6.88235294117647
1970-09-17,1.17,0.17,6.88235294117647
1970-09-18,1.18,0.17,6.941176470588235
1970-09-21,1.18,0.17,6.941176470588235
1970-09-22,1.19,0.17,6.999999999999999
1970-09-23,1.22,0.17,7.1764705882352935
1970-09-24,1.21,0.17,7.117647058823529
1970-09-25,1.21,0.17,7.117647058823529
1970-09-28,1.22,0.17,7.1764705882352935
1970-09-29,1.21,0.17,7.117647058823529
1970-09-30,1.23,0.17,7.235294117647058
1970-10-01,1.22,0.17,7.1764705882352935
1970-10-02,1.23,0.17,7.235294117647058
1970-10-05,1.24,0.17,7.294117647058823
1970-10-06,1.26,0.17,7.411764705882352
1970-10-07,1.26,0.17,7.411764705882352
1970-10-08,1.25,0.17,7.352941176470588
1970-10-09,1.25,0.17,7.352941176470588
1970-10-12,1.22,0.17,7.1764705882352935
1970-10-13,1.22,0.17,7.1764705882352935
1970-10-14,1.21,0.17,7.117647058823529
1970-10-15,1.21,0.17,7.117647058823529
1970-10-16,1.19,0.17,6.999999999999999
1970-10-19,1.2,0.17,7.058823529411764
1970-10-20,1.2,0.17,7.058823529411764
1970-10-21,1.23,0.17,7.235294117647058
1970-10-22,1.2,0.17,7.058823529411764
1970-10-23,1.22,0.17,7.1764705882352935
1970-10-26,1.21,0.17,7.117647058823529
1970-10-27,1.2,0.17,7.058823529411764
1970-10-28,1.2,0.17,7.058823529411764
1970-10-29,1.21,0.17,7.117647058823529
1970-10-30,1.22,0.17,7.1764705882352935
1970-11-02,1.22,0.17,7.1764705882352935
1970-11-03,1.24,0.17,7.294117647058823
1970-11-04,1.24,0.17,7.294117647058823
1970-11-05,1.25,0.17,7.352941176470588
1970-11-06,1.25,0.17,7.352941176470588
1970-11-09,1.26,0.17,7.411764705882352
1970-11-10,1.25,0.17,7.352941176470588
1970-11-11,1.24,0.17,7.294117647058823
1970-11-12,1.24,0.17,7.294117647058823
1970-11-13,1.23,0.17,7.235294117647058
1970-11-16,1.23,0.17,7.235294117647058
1970-11-17,1.23,0.17,7.235294117647058
1970-11-18,1.23,0.17,7.235294117647058
1970-11-19,1.23,0.17,7.235294117647058
1970-11-20,1.22,0.17,7.1764705882352935
1970-11-23,1.22,0.17,7.1764705882352935
1970-11-24,1.23,0.17,7.235294117647058
1970-11-25,1.22,0.17,7.1764705882352935
1970-11-27,1.22,0.17,7.1764705882352935
1970-11-30,1.23,0.17,7.235294117647058
1970-12-01,1.22,0.17,7.1764705882352935
1970-12-02,1.23,0.17,7.235294117647058
1970-12-03,1.26,0.17,7.411764705882352
1970-12-04,1.28,0.17,7.529411764705882
1970-12-07,1.27,0.17,7.470588235294117
1970-12-08,1.31,0.17,7.705882352941177
1970-12-09,1.31,0.17,7.705882352941177
1970-12-10,1.3,0.17,7.647058823529411
1970-12-11,1.31,0.17,7.705882352941177
1970-12-14,1.29,0.17,7.588235294117647
1970-12-15,1.29,0.17,7.588235294117647
1970-12-16,1.29,0.17,7.588235294117647
1970-12-17,1.3,0.17,7.647058823529411
1970-12-18,1.29,0.17,7.588235294117647
1970-12-21,1.29,0.17,7.588235294117647
1970-12-22,1.29,0.17,7.588235294117647
1970-12-23,1.29,0.17,7.588235294117647
1970-12-24,1.29,0.17,7.588235294117647
1970-12-28,1.3,0.17,7.647058823529411
1970-12-29,1.32,0.17,7.764705882352941
1970-12-30,1.35,0.17,7.9411764705882355
1970-12-31,1.38,0.17,8.117647058823529
1971-01-04,1.32,0.17,7.764705882352941
1971-01-05,1.32,0.17,7.764705882352941
1971-01-06,1.32,0.17,7.764705882352941
1971-01-07,1.32,0.17,7.764705882352941
1971-01-08,1.32,0.17,7.764705882352941
1971-01-11,1.32,0.17,7.764705882352941
1971-01-12,1.33,0.17,7.823529411764706
1971-01-13,1.33,0.17,7.823529411764706
1971-01-14,1.34,0.17,7.88235294117647
1971-01-15,1.35,0.17,7.9411764705882355
1971-01-18,1.34,0.17,7.88235294117647
1971-01-19,1.34,0.17,7.88235294117647
1971-01-20,1.35,0.17,7.9411764705882355
1971-01-21,1.36,0.17,8.0
1971-01-22,1.37,0.17,8.058823529411764
1971-01-25,1.36,0.17,8.0
1971-01-26,1.36,0.17,8.0
1971-01-27,1.34,0.17,7.88235294117647
1971-01-28,1.33,0.17,7.823529411764706
1971-01-29,1.32,0.17,7.764705882352941
1971-02-01,1.32,0.17,7.764705882352941
1971-02-02,1.34,0.17,7.88235294117647
1971-02-03,1.33,0.17,7.823529411764706
1971-02-04,1.35,0.17,7.9411764705882355
1971-02-05,1.36,0.17,8.0
1971-02-08,1.35,0.17,7.9411764705882355
1971-02-09,1.36,0.17,8.0
1971-02-10,1.39,0.17,8.176470588235293
1971-02-11,1.39,0.17,8.176470588235293
1971-02-12,1.38,0.17,8.117647058823529
1971-02-16,1.36,0.17,8.0
1971-02-17,1.36,0.17,8.0
1971-02-18,1.37,0.17,8.058823529411764
1971-02-19,1.35,0.17,7.9411764705882355
1971-02-22,1.32,0.17,7.764705882352941
1971-02-23,1.34,0.17,7.88235294117647
1971-02-24,1.32,0.17,7.764705882352941
1971-02-25,1.34,0.17,7.88235294117647
1971-02-26,1.34,0.17,7.88235294117647
1971-03-01,1.34,0.17,7.88235294117647
1971-03-02,1.33,0.17,7.823529411764706
1971-03-03,1.32,0.17,7.764705882352941
1971-03-04,1.33,0.17,7.823529411764706
1971-03-05,1.33,0.17,7.823529411764706
1971-03-08,1.32,0.17,7.764705882352941
1971-03-09,1.32,0.17,7.764705882352941
1971-03-10,1.32,0.17,7.764705882352941
1971-03-11,1.32,0.17,7.764705882352941
1971-03-12,1.33,0.17,7.823529411764706
1971-03-15,1.35,0.17,7.9411764705882355
1971-03-16,1.38,0.17,8.117647058823529
1971-03-17,1.38,0.17,8.117647058823529
1971-03-18,1.39,0.17,8.176470588235293
1971-03-19,1.38,0.17,8.117647058823529
1971-03-22,1.39,0.17,8.176470588235293
1971-03-23,1.39,0.17,8.176470588235293
1971-03-24,1.38,0.17,8.117647058823529
1971-03-25,1.37,0.17,8.058823529411764
1971-03-26,1.36,0.17,8.0
1971-03-29,1.37,0.17,8.058823529411764
1971-03-30,1.4,0.17,8.235294117647058
1971-03-31,1.39,0.17,8.176470588235293
1971-04-01,1.4,0.17,8.235294117647058
1971-04-02,1.41,0.17,8.294117647058822
1971-04-05,1.4,0.17,8.235294117647058
1971-04-06,1.41,0.17,8.294117647058822
1971-04-07,1.39,0.17,8.176470588235293
1971-04-08,1.38,0.17,8.117647058823529
1971-04-12,1.39,0.17,8.176470588235293
1971-04-13,1.4,0.17,8.235294117647058
1971-04-14,1.42,0.17,8.352941176470587
1971-04-15,1.4,0.17,8.235294117647058
1971-04-16,1.41,0.17,8.294117647058822
1971-04-19,1.42,0.17,8.352941176470587
1971-04-20,1.4,0.17,8.235294117647058
1971-04-21,1.4,0.17,8.235294117647058
1971-04-22,1.4,0.17,8.235294117647058
1971-04-23,1.39,0.17,8.176470588235293
1971-04-26,1.38,0.17,8.117647058823529
1971-04-27,1.41,0.17,8.294117647058822
1971-04-28,1.41,0.17,8.294117647058822
1971-04-29,1.43,0.17,8.411764705882351
1971-04-30,1.44,0.17,8.470588235294116
1971-05-03,1.47,0.17,8.647058823529411
1971-05-04,1.5,0.17,8.823529411764705
1971-05-05,1.5,0.17,8.823529411764705
1971-05-06,1.53,0.17,9.0
1971-05-07,1.52,0.17,8.941176470588236
1971-05-10,1.52,0.17,8.941176470588236
1971-05-11,1.53,0.17,9.0
1971-05-12,1.53,0.17,9.0
1971-05-13,1.52,0.17,8.941176470588236
1971-05-14,1.51,0.17,8.88235294117647
1971-05-17,1.48,0.17,8.705882352941176
1971-05-18,1.47,0.17,8.647058823529411
1971-05-19,1.49,0.17,8.76470588235294
1971-05-20,1.49,0.17,8.76470588235294
1971-05-21,1.48,0.17,8.705882352941176
1971-05-24,1.46,0.17,8.588235294117647
1971-05-25,1.44,0.17,8.470588235294116
1971-05-26,1.44,0.17,8.470588235294116
1971-05-27,1.44,0.17,8.470588235294116
1971-05-28,1.44,0.17,8.470588235294116
1971-06-01,1.44,0.17,8.470588235294116
1971-06-02,1.45,0.17,8.529411764705882
1971-06-03,1.47,0.17,8.647058823529411
1971-06-04,1.46,0.17,8.588235294117647
1971-06-07,1.47,0.17,8.647058823529411
1971-06-08,1.45,0.17,8.529411764705882
1971-06-09,1.45,0.17,8.529411764705882
1971-06-10,1.44,0.17,8.470588235294116
1971-06-11,1.43,0.17,8.411764705882351
1971-06-14,1.43,0.17,8.411764705882351
1971-06-15,1.43,0.17,8.411764705882351
1971-06-16,1.43,0.17,8.411764705882351
1971-06-17,1.42,0.17,8.352941176470587
1971-06-18,1.4,0.17,8.235294117647058
1971-06-21,1.4,0.17,8.235294117647058
1971-06-22,1.4,0.17,8.235294117647058
1971-06-23,1.42,0.17,8.352941176470587
1971-06-24,1.4,0.17,8.235294117647058
1971-06-25,1.41,0.17,8.294117647058822
1971-06-28,1.39,0.17,8.176470588235293
1971-06-29,1.4,0.17,8.235294117647058
1971-06-30,1.41,0.17,8.294117647058822
1971-07-01,1.41,0.17,8.294117647058822
1971-07-02,1.39,0.17,8.176470588235293
1971-07-06,1.38,0.17,8.117647058823529
1971-07-07,1.41,0.17,8.294117647058822
1971-07-08,1.41,0.17,8.294117647058822
1971-07-09,1.41,0.17,8.294117647058822
1971-07-12,1.41,0.17,8.294117647058822
1971-07-13,1.42,0.17,8.352941176470587
1971-07-14,1.42,0.17,8.352941176470587
1971-07-15,1.42,0.17,8.352941176470587
1971-07-16,1.43,0.17,8.411764705882351
1971-07-19,1.43,0.17,8.411764705882351
1971-07-20,1.44,0.17,8.470588235294116
1971-07-21,1.46,0.17,8.588235294117647
1971-07-22,1.45,0.17,8.529411764705882
1971-07-23,1.46,0.17,8.588235294117647
1971-07-26,1.46,0.17,8.588235294117647
1971-07-27,1.45,0.17,8.529411764705882
1971-07-28,1.45,0.17,8.529411764705882
1971-07-29,1.44,0.17,8.470588235294116
1971-07-30,1.43,0.17,8.411764705882351
1971-08-02,1.44,0.17,8.470588235294116
1971-08-03,1.41,0.17,8.294117647058822
1971-08-04,1.41,0.17,8.294117647058822
1971-08-05,1.42,0.17,8.352941176470587
1971-08-06,1.4,0.17,8.235294117647058
1971-08-09,1.4,0.17,8.235294117647058
1971-08-10,1.41,0.17,8.294117647058822
1971-08-11,1.4,0.17,8.235294117647058
1971-08-12,1.4,0.17,8.235294117647058
1971-08-13,1.39,0.17,8.176470588235293
1971-08-16,1.42,0.17,8.352941176470587
1971-08-17,1.43,0.17,8.411764705882351
1971-08-18,1.44,0.17,8.470588235294116
1971-08-19,1.44,0.17,8.470588235294116
1971-08-20,1.46,0.17,8.588235294117647
1971-08-23,1.5,0.17,8.823529411764705
1971-08-24,1.5,0.17,8.823529411764705
1971-08-25,1.52,0.17,8.941176470588236
1971-08-26,1.52,0.17,8.941176470588236
1971-08-27,1.53,0.17,9.0
1971-08-30,1.51,0.17,8.88235294117647
1971-08-31,1.49,0.17,8.76470588235294
1971-09-01,1.51,0.17,8.88235294117647
1971-09-02,1.53,0.17,9.0
1971-09-03,1.58,0.17,9.294117647058822
1971-09-07,1.56,0.17,9.176470588235293
1971-09-08,1.55,0.17,9.117647058823529
1971-09-09,1.54,0.17,9.058823529411764
1971-09-10,1.53,0.17,9.0
1971-09-13,1.52,0.17,8.941176470588236
1971-09-14,1.51,0.17,8.88235294117647
1971-09-15,1.52,0.17,8.941176470588236
1971-09-16,1.54,0.17,9.058823529411764
1971-09-17,1.56,0.17,9.176470588235293
1971-09-20,1.56,0.17,9.176470588235293
1971-09-21,1.56,0.17,9.176470588235293
1971-09-22,1.55,0.17,9.117647058823529
1971-09-23,1.55,0.17,9.117647058823529
1971-09-24,1.55,0.17,9.117647058823529
1971-09-27,1.53,0.17,9.0
1971-09-28,1.55,0.17,9.117647058823529
1971-09-29,1.54,0.17,9.058823529411764
1971-09-30,1.56,0.17,9.176470588235293
1971-10-01,1.56,0.17,9.176470588235293
1971-10-04,1.56,0.17,9.176470588235293
1971-10-05,1.56,0.17,9.176470588235293
1971-10-06,1.59,0.17,9.352941176470589
1971-10-07,1.59,0.17,9.352941176470589
1971-10-08,1.6,0.17,9.411764705882353
1971-10-11,1.6,0.17,9.411764705882353
1971-10-12,1.6,0.17,9.411764705882353
1971-10-13,1.62,0.17,9.529411764705882
1971-10-14,1.62,0.17,9.529411764705882
1971-10-15,1.6,0.17,9.411764705882353
1971-10-18,1.56,0.17,9.176470588235293
1971-10-19,1.58,0.17,9.294117647058822
1971-10-20,1.54,0.17,9.058823529411764
1971-10-21,1.55,0.17,9.117647058823529
1971-10-22,1.54,0.17,9.058823529411764
1971-10-25,1.54,0.17,9.058823529411764
1971-10-26,1.53,0.17,9.0
1971-10-27,1.53,0.17,9.0
1971-10-28,1.56,0.17,9.176470588235293
1971-10-29,1.6,0.17,9.411764705882353
1971-11-01,1.57,0.17,9.235294117647058
1971-11-02,1.57,0.17,9.235294117647058
1971-11-03,1.59,0.17,9.352941176470589
1971-11-04,1.59,0.17,9.352941176470589
1971-11-05,1.6,0.17,9.411764705882353
1971-11-08,1.6,0.17,9.411764705882353
1971-11-09,1.62,0.17,9.529411764705882
1971-11-10,1.64,0.17,9.647058823529411
1971-11-11,1.58,0.17,9.294117647058822
1971-11-12,1.55,0.17,9.117647058823529
1971-11-15,1.56,0.17,9.176470588235293
1971-11-16,1.55,0.17,9.117647058823529
1971-11-17,1.59,0.17,9.352941176470589
1971-11-18,1.6,0.17,9.411764705882353
1971-11-19,1.6,0.17,9.411764705882353
1971-11-22,1.56,0.17,9.176470588235293
1971-11-23,1.55,0.17,9.117647058823529
1971-11-24,1.54,0.17,9.058823529411764
1971-11-26,1.58,0.17,9.294117647058822
1971-11-29,1.61,0.17,9.470588235294118
1971-11-30,1.64,0.17,9.647058823529411
1971-12-01,1.64,0.17,9.647058823529411
1971-12-02,1.66,0.17,9.76470588235294
1971-12-03,1.68,0.17,9.88235294117647
1971-12-06,1.69,0.17,9.941176470588234
1971-12-07,1.69,0.17,9.941176470588234
1971-12-08,1.7,0.17,9.999999999999998
1971-12-09,1.68,0.17,9.88235294117647
1971-12-10,1.69,0.17,9.941176470588234
1971-12-13,1.69,0.17,9.941176470588234
1971-12-14,1.69,0.17,9.941176470588234
1971-12-15,1.71,0.17,10.058823529411764
1971-12-16,1.71,0.17,10.058823529411764
1971-12-17,1.76,0.17,10.352941176470587
1971-12-20,1.82,0.17,10.705882352941176
1971-12-21,1.81,0.17,10.647058823529411
1971-12-22,1.77,0.17,10.411764705882351
1971-12-23,1.74,0.17,10.235294117647058
1971-12-27,1.73,0.17,10.176470588235293
1971-12-28,1.72,0.17,10.117647058823529
1971-12-29,1.7,0.17,9.999999999999998
1971-12-30,1.71,0.17,10.058823529411764
1971-12-31,1.72,0.17,10.117647058823529
1972-01-03,1.74,0.17,10.235294117647058
1972-01-04,1.78,0.17,10.470588235294118
1972-01-05,1.8,0.17,10.588235294117647
1972-01-06,1.79,0.17,10.529411764705882
1972-01-07,1.8,0.17,10.588235294117647
1972-01-10,1.79,0.17,10.529411764705882
1972-01-11,1.8,0.17,10.588235294117647
1972-01-12,1.79,0.17,10.529411764705882
1972-01-13,1.77,0.17,10.411764705882351
1972-01-14,1.78,0.17,10.470588235294118
1972-01-17,1.78,0.17,10.470588235294118
1972-01-18,1.79,0.17,10.529411764705882
1972-01-19,1.78,0.17,10.470588235294118
1972-01-20,1.74,0.17,10.235294117647058
1972-01-21,1.74,0.17,10.235294117647058
1972-01-24,1.74,0.17,10.235294117647058
1972-01-25,1.77,0.17,10.411764705882351
1972-01-26,1.77,0.17,10.411764705882351
1972-01-27,1.8,0.17,10.588235294117647
1972-01-28,1.81,0.17,10.647058823529411
1972-01-31,1.81,0.17,10.647058823529411
1972-02-01,1.81,0.17,10.647058823529411
1972-02-02,1.86,0.17,10.941176470588236
1972-02-03,1.9,0.17,11.176470588235293
1972-02-04,1.91,0.17,11.235294117647058
1972-02-07,1.86,0.17,10.941176470588236
1972-02-08,1.87,0.17,11.0
1972-02-09,1.9,0.17,11.176470588235293
1972-02-10,1.88,0.17,11.058823529411763
1972-02-11,1.88,0.17,11.058823529411763
1972-02-14,1.86,0.17,10.941176470588236
1972-02-15,1.88,0.17,11.058823529411763
1972-02-16,1.87,0.17,11.0
1972-02-17,1.89,0.17,11.117647058823527
1972-02-18,1.88,0.17,11.058823529411763
1972-02-22,1.85,0.17,10.882352941176471
1972-02-23,1.85,0.17,10.882352941176471
1972-02-24,1.88,0.17,11.058823529411763
1972-02-25,1.87,0.17,11.0
1972-02-28,1.83,0.17,10.76470588235294
1972-02-29,1.85,0.17,10.882352941176471
1972-03-01,1.86,0.17,10.941176470588236
1972-03-02,1.87,0.17,11.0
1972-03-03,1.89,0.17,11.117647058823527
1972-03-06,1.91,0.17,11.235294117647058
1972-03-07,1.92,0.17,11.294117647058822
1972-03-08,1.91,0.17,11.235294117647058
1972-03-09,1.9,0.17,11.176470588235293
1972-03-10,1.9,0.17,11.176470588235293
1972-03-13,1.89,0.17,11.117647058823527
1972-03-14,1.91,0.17,11.235294117647058
1972-03-15,1.91,0.17,11.235294117647058
1972-03-16,1.9,0.17,11.176470588235293
1972-03-17,1.91,0.17,11.235294117647058
1972-03-20,1.93,0.17,11.352941176470587
1972-03-21,1.93,0.17,11.352941176470587
1972-03-22,1.95,0.17,11.470588235294116
1972-03-23,1.94,0.17,11.411764705882351
1972-03-24,1.93,0.17,11.352941176470587
1972-03-27,1.95,0.17,11.470588235294116
1972-03-28,1.95,0.17,11.470588235294116
1972-03-29,1.93,0.17,11.352941176470587
1972-03-30,1.93,0.17,11.352941176470587
1972-04-03,1.94,0.17,11.411764705882351
1972-04-04,1.95,0.17,11.470588235294116
1972-04-05,1.99,0.17,11.705882352941176
1972-04-06,2.01,0.17,11.823529411764703
1972-04-07,2.01,0.17,11.823529411764703
1972-04-10,2.01,0.17,11.823529411764703
1972-04-11,2.02,0.17,11.88235294117647
1972-04-12,2.03,0.17,11.941176470588234
1972-04-13,2.05,0.17,12.058823529411763
1972-04-14,2.04,0.17,12.0
1972-04-17,2.05,0.17,12.058823529411763
1972-04-18,2.07,0.17,12.176470588235292
1972-04-19,2.04,0.17,12.0
1972-04-20,2.03,0.17,11.941176470588234
1972-04-21,2.05,0.17,12.058823529411763
1972-04-24,2.04,0.17,12.0
1972-04-25,2.02,0.17,11.88235294117647
1972-04-26,2.01,0.17,11.823529411764703
1972-04-27,2.01,0.17,11.823529411764703
1972-04-28,2.02,0.17,11.88235294117647
1972-05-01,1.96,0.17,11.52941176470588
1972-05-02,1.97,0.17,11.588235294117647
1972-05-03,1.94,0.17,11.411764705882351
1972-05-04,1.93,0.17,11.352941176470587
1972-05-05,1.96,0.17,11.52941176470588
1972-05-08,1.94,0.17,11.411764705882351
1972-05-09,1.92,0.17,11.294117647058822
1972-05-10,1.93,0.17,11.352941176470587
1972-05-11,1.93,0.17,11.352941176470587
1972-05-12,1.92,0.17,11.294117647058822
1972-05-15,1.93,0.17,11.352941176470587
1972-05-16,1.92,0.17,11.294117647058822
1972-05-17,1.94,0.17,11.411764705882351
1972-05-18,1.96,0.17,11.52941176470588
1972-05-19,2.02,0.17,11.88235294117647
1972-05-22,2.03,0.17,11.941176470588234
1972-05-23,2.03,0.17,11.941176470588234
1972-05-24,2.05,0.17,12.058823529411763
1972-05-25,2.05,0.17,12.058823529411763
1972-05-26,2.03,0.17,11.941176470588234
1972-05-30,2.05,0.17,12.058823529411763
