date,SWKS,SWKS_EPS,PE Ratio
1998-12-01,7.13,,
1998-12-02,7.17,,
1998-12-03,7.85,,
1998-12-04,8.33,,
1998-12-07,8.71,,
1998-12-08,8.31,,
1998-12-09,8.38,,
1998-12-10,8.42,,
1998-12-11,8.25,,
1998-12-14,7.54,,
1998-12-15,7.69,,
1998-12-16,8.17,,
1998-12-17,8.33,,
1998-12-18,8.75,,
1998-12-21,9.69,,
1998-12-22,9.63,,
1998-12-23,11.21,,
1998-12-24,11.17,,
1998-12-28,11.5,,
1998-12-29,11.4,,
1998-12-30,12.13,,
1998-12-31,12.0,,
1999-01-04,11.5,,
1999-01-05,11.21,,
1999-01-06,12.13,,
1999-01-07,12.92,,
1999-01-08,12.67,,
1999-01-11,13.19,,
1999-01-12,13.25,,
1999-01-13,12.42,,
1999-01-14,12.33,,
1999-01-15,12.33,,
1999-01-19,12.92,,
1999-01-20,13.0,,
1999-01-21,12.75,,
1999-01-22,12.42,,
1999-01-25,12.0,,
1999-01-26,12.67,,
1999-01-27,12.96,,
1999-01-28,12.83,,
1999-01-29,13.33,,
1999-02-01,13.38,,
1999-02-02,13.17,,
1999-02-03,13.23,,
1999-02-04,12.49,,
1999-02-05,11.65,,
1999-02-08,11.25,,
1999-02-09,10.54,,
1999-02-10,9.96,,
1999-02-11,10.71,,
1999-02-12,10.67,,
1999-02-16,10.79,,
1999-02-17,9.88,,
1999-02-18,10.5,,
1999-02-19,10.78,,
1999-02-22,11.28,,
1999-02-23,11.13,,
1999-02-24,11.03,,
1999-02-25,10.73,,
1999-02-26,10.19,,
1999-03-01,8.69,,
1999-03-02,7.13,,
1999-03-03,9.13,,
1999-03-04,9.22,,
1999-03-05,9.25,,
1999-03-08,9.0,,
1999-03-09,9.03,,
1999-03-10,8.63,,
1999-03-11,8.81,,
1999-03-12,8.72,,
1999-03-15,9.0,,
1999-03-16,8.94,,
1999-03-17,8.97,,
1999-03-18,9.69,,
1999-03-19,9.25,,
1999-03-22,9.03,,
1999-03-23,8.72,,
1999-03-24,8.78,,
1999-03-25,8.88,,
1999-03-26,9.28,,
1999-03-29,9.0,,
1999-03-30,8.97,,
1999-03-31,9.19,,
1999-04-01,8.94,,
1999-04-05,9.38,,
1999-04-06,12.94,,
1999-04-07,11.56,,
1999-04-08,12.5,,
1999-04-09,14.0,,
1999-04-12,13.84,,
1999-04-13,14.41,,
1999-04-14,14.03,,
1999-04-15,13.16,,
1999-04-16,14.0,,
1999-04-19,12.5,,
1999-04-20,13.16,,
1999-04-21,15.69,,
1999-04-22,15.22,,
1999-04-23,14.38,,
1999-04-26,14.75,,
1999-04-27,16.36,,
1999-04-28,16.59,,
1999-04-29,16.81,,
1999-04-30,17.63,,
1999-05-03,17.03,,
1999-05-04,17.63,,
1999-05-05,17.19,,
1999-05-06,17.22,,
1999-05-07,16.88,,
1999-05-10,16.94,,
1999-05-11,17.75,,
1999-05-12,19.83,,
1999-05-13,20.75,,
1999-05-14,20.5,,
1999-05-17,21.06,,
1999-05-18,21.44,,
1999-05-19,22.19,,
1999-05-20,23.13,,
1999-05-21,21.63,,
1999-05-24,20.16,,
1999-05-25,20.0,,
1999-05-26,18.38,,
1999-05-27,17.16,,
1999-05-28,17.41,,
1999-06-01,17.02,,
1999-06-02,17.13,,
1999-06-03,17.25,,
1999-06-04,17.5,,
1999-06-07,19.48,,
1999-06-08,19.0,,
1999-06-09,20.06,,
1999-06-10,19.59,,
1999-06-11,19.48,,
1999-06-14,18.88,,
1999-06-15,18.88,,
1999-06-16,20.22,,
1999-06-17,20.25,,
1999-06-18,20.72,,
1999-06-21,20.94,,
1999-06-22,20.81,,
1999-06-23,21.03,,
1999-06-24,20.59,,
1999-06-25,19.56,,
1999-06-28,21.5,,
1999-06-29,21.53,,
1999-06-30,23.81,,
1999-07-01,22.25,,
1999-07-02,23.25,,
1999-07-06,23.53,,
1999-07-07,24.13,,
1999-07-08,24.91,,
1999-07-09,25.25,,
1999-07-12,25.56,,
1999-07-13,24.94,,
1999-07-14,27.97,,
1999-07-15,27.84,,
1999-07-16,27.78,,
1999-07-19,28.14,,
1999-07-20,26.44,,
1999-07-21,25.38,,
1999-07-22,25.03,,
1999-07-23,25.59,,
1999-07-26,24.88,,
1999-07-27,26.25,,
1999-07-28,26.13,,
1999-07-29,24.88,,
1999-07-30,25.5,,
1999-08-02,25.11,,
1999-08-03,23.78,,
1999-08-04,23.44,,
1999-08-05,22.81,,
1999-08-06,23.08,,
1999-08-09,23.25,,
1999-08-10,22.92,,
1999-08-11,24.56,,
1999-08-12,24.81,,
1999-08-13,27.31,,
1999-08-16,27.47,,
1999-08-17,26.44,,
1999-08-18,25.69,,
1999-08-19,26.86,,
1999-08-20,27.0,,
1999-08-23,26.94,,
1999-08-24,27.42,,
1999-08-25,27.0,,
1999-08-26,28.06,,
1999-08-27,27.91,,
1999-08-30,28.64,,
1999-08-31,28.47,,
1999-09-01,28.06,,
1999-09-02,27.66,,
1999-09-03,28.28,,
1999-09-07,28.38,,
1999-09-08,28.0,,
1999-09-09,28.91,,
1999-09-10,28.25,,
1999-09-13,27.28,,
1999-09-14,26.13,,
1999-09-15,25.13,,
1999-09-16,24.88,,
1999-09-17,27.16,,
1999-09-20,27.28,,
1999-09-21,27.63,,
1999-09-22,28.13,,
1999-09-23,28.34,,
1999-09-24,28.11,,
1999-09-27,28.09,,
1999-09-28,27.31,,
1999-09-29,27.13,,
1999-09-30,28.2,,
1999-10-01,27.0,,
1999-10-04,26.84,,
1999-10-05,27.72,,
1999-10-06,28.84,,
1999-10-07,27.77,,
1999-10-08,27.31,,
1999-10-11,28.47,,
1999-10-12,28.13,,
1999-10-13,24.81,,
1999-10-14,25.06,,
1999-10-15,25.5,,
1999-10-18,23.88,,
1999-10-19,25.59,,
1999-10-20,25.73,,
1999-10-21,25.88,,
1999-10-22,26.61,,
1999-10-25,27.0,,
1999-10-26,27.5,,
1999-10-27,26.38,,
1999-10-28,27.75,,
1999-10-29,27.63,,
1999-11-01,26.88,,
1999-11-02,27.09,,
1999-11-03,28.5,,
1999-11-04,29.5,,
1999-11-05,28.94,,
1999-11-08,30.09,,
1999-11-09,30.88,,
1999-11-10,31.59,,
1999-11-11,30.91,,
1999-11-12,31.03,,
1999-11-15,29.25,,
1999-11-16,31.88,,
1999-11-17,31.97,,
1999-11-18,32.28,,
1999-11-19,33.0,,
1999-11-22,33.13,,
1999-11-23,32.75,,
1999-11-24,31.47,,
1999-11-26,32.75,,
1999-11-29,32.0,,
1999-11-30,30.25,,
1999-12-01,30.19,,
1999-12-02,30.09,,
1999-12-03,30.94,,
1999-12-06,32.27,,
1999-12-07,32.5,,
1999-12-08,32.5,,
1999-12-09,31.63,,
1999-12-10,31.88,,
1999-12-13,31.19,,
1999-12-14,29.06,,
1999-12-15,28.03,,
1999-12-16,27.5,,
1999-12-17,27.63,,
1999-12-20,28.19,,
1999-12-21,28.03,,
1999-12-22,27.56,,
1999-12-23,27.06,,
1999-12-27,27.02,,
1999-12-28,27.69,,
1999-12-29,28.34,,
1999-12-30,28.42,,
1999-12-31,28.66,,
2000-01-03,31.41,,
2000-01-04,29.56,,
2000-01-05,30.33,,
2000-01-06,27.38,,
2000-01-07,30.19,,
2000-01-10,28.55,,
2000-01-11,28.53,,
2000-01-12,32.37,,
2000-01-13,34.5,,
2000-01-14,38.0,,
2000-01-18,39.56,,
2000-01-19,44.11,,
2000-01-20,45.25,,
2000-01-21,45.97,,
2000-01-24,44.39,,
2000-01-25,45.5,,
2000-01-26,43.31,,
2000-01-27,43.5,,
2000-01-28,43.75,,
2000-01-31,41.88,,
2000-02-01,44.0,,
2000-02-02,48.66,,
2000-02-03,51.84,,
2000-02-04,53.47,,
2000-02-07,55.83,,
2000-02-08,50.19,,
2000-02-09,50.09,,
2000-02-10,58.88,,
2000-02-11,57.91,,
2000-02-14,68.94,,
2000-02-15,67.73,,
2000-02-16,69.44,,
2000-02-17,70.23,,
2000-02-18,64.88,,
2000-02-22,68.05,,
2000-02-23,72.11,,
2000-02-24,73.38,,
2000-02-25,74.73,,
2000-02-28,74.42,,
2000-02-29,72.59,,
2000-03-01,72.97,,
2000-03-02,65.96,,
2000-03-03,71.69,,
2000-03-06,66.56,,
2000-03-07,68.06,,
2000-03-08,71.0,,
2000-03-09,71.94,,
2000-03-10,68.0,,
2000-03-13,65.75,,
2000-03-14,63.5,,
2000-03-15,62.75,,
2000-03-16,59.28,,
2000-03-17,58.08,,
2000-03-20,48.81,,
2000-03-21,59.92,,
2000-03-22,65.0,,
2000-03-23,59.16,,
2000-03-24,61.63,,
2000-03-27,60.78,,
2000-03-28,57.72,,
2000-03-29,55.72,,
2000-03-30,52.0,,
2000-03-31,47.5,,
2000-04-03,46.19,,
2000-04-04,48.03,,
2000-04-05,50.5,,
2000-04-06,53.5,,
2000-04-07,55.72,,
2000-04-10,51.91,,
2000-04-11,47.53,,
2000-04-12,44.0,,
2000-04-13,40.59,,
2000-04-14,35.0,,
2000-04-17,44.0,,
2000-04-18,50.43,,
2000-04-19,53.0,,
2000-04-20,49.5,,
2000-04-24,43.94,,
2000-04-25,50.5,,
2000-04-26,44.69,,
2000-04-27,51.94,,
2000-04-28,52.0,,
2000-05-01,52.56,,
2000-05-02,51.25,,
2000-05-03,50.25,,
2000-05-04,51.38,,
2000-05-05,57.44,,
2000-05-08,54.06,,
2000-05-09,47.75,,
2000-05-10,45.25,,
2000-05-11,50.94,,
2000-05-12,49.63,,
2000-05-15,51.75,,
2000-05-16,52.19,,
2000-05-17,50.06,,
2000-05-18,44.5,,
2000-05-19,43.13,,
2000-05-22,41.31,,
2000-05-23,40.06,,
2000-05-24,41.5,,
2000-05-25,39.5,,
2000-05-26,40.94,,
2000-05-30,49.94,,
2000-05-31,46.06,,
2000-06-01,55.63,,
2000-06-02,60.5,,
2000-06-05,60.25,,
2000-06-06,56.78,,
2000-06-07,54.75,,
2000-06-08,58.13,,
2000-06-09,60.88,,
2000-06-12,59.94,,
2000-06-13,58.63,,
2000-06-14,50.69,,
2000-06-15,53.75,,
2000-06-16,55.0,,
2000-06-19,57.94,,
2000-06-20,63.88,,
2000-06-21,61.25,,
2000-06-22,58.69,,
2000-06-23,60.19,,
2000-06-26,58.75,,
2000-06-27,49.19,,
2000-06-28,46.81,,
2000-06-29,41.88,,
2000-06-30,44.06,,
2000-07-03,43.63,,
2000-07-05,39.13,,
2000-07-06,35.63,,
2000-07-07,38.75,,
2000-07-10,37.69,,
2000-07-11,35.25,,
2000-07-12,38.38,,
2000-07-13,47.0,,
2000-07-14,44.81,,
2000-07-17,47.44,,
2000-07-18,41.19,,
2000-07-19,37.69,,
2000-07-20,40.88,,
2000-07-21,37.5,,
2000-07-24,36.75,,
2000-07-25,36.94,,
2000-07-26,36.19,,
2000-07-27,32.0,,
2000-07-28,32.75,,
2000-07-31,34.06,,
2000-08-01,32.63,,
2000-08-02,31.69,,
2000-08-03,34.88,,
2000-08-04,35.38,,
2000-08-07,39.63,,
2000-08-08,36.89,,
2000-08-09,39.88,,
2000-08-10,37.63,,
2000-08-11,37.31,,
2000-08-14,38.13,,
2000-08-15,37.75,,
2000-08-16,36.67,,
2000-08-17,38.44,,
2000-08-18,40.56,,
2000-08-21,39.63,,
2000-08-22,38.36,,
2000-08-23,40.5,,
2000-08-24,41.0,,
2000-08-25,40.13,,
2000-08-28,40.88,,
2000-08-29,43.38,,
2000-08-30,47.19,,
2000-08-31,50.44,,
2000-09-01,47.5,,
2000-09-05,42.56,,
2000-09-06,39.5,,
2000-09-07,41.56,,
2000-09-08,39.94,,
2000-09-11,41.13,,
2000-09-12,40.5,,
2000-09-13,41.38,,
2000-09-14,43.25,,
2000-09-15,39.5,,
2000-09-18,39.94,,
2000-09-19,38.94,,
2000-09-20,39.75,,
2000-09-21,37.06,,
2000-09-22,36.44,,
2000-09-25,33.25,,
2000-09-26,34.56,,
2000-09-27,33.31,,
2000-09-28,39.56,,
2000-09-29,34.06,,
2000-10-02,32.13,,
2000-10-03,31.25,,
2000-10-04,33.94,,
2000-10-05,30.75,,
2000-10-06,28.94,,
2000-10-09,27.81,,
2000-10-10,26.31,,
2000-10-11,26.38,,
2000-10-12,24.75,,
2000-10-13,28.0,,
2000-10-16,31.56,,
2000-10-17,28.88,,
2000-10-18,25.88,,
2000-10-19,35.13,,
2000-10-20,37.88,,
2000-10-23,39.0,,
2000-10-24,36.44,,
2000-10-25,33.81,,
2000-10-26,36.5,,
2000-10-27,38.63,,
2000-10-30,35.69,,
2000-10-31,39.88,,
2000-11-01,40.0,,
2000-11-02,43.13,,
2000-11-03,40.13,,
2000-11-06,41.19,,
2000-11-07,37.81,,
2000-11-08,35.0,,
2000-11-09,36.38,,
2000-11-10,33.69,,
2000-11-13,33.31,,
2000-11-14,35.31,,
2000-11-15,37.63,,
2000-11-16,34.94,,
2000-11-17,35.94,,
2000-11-20,35.0,,
2000-11-21,35.13,,
2000-11-22,34.63,,
2000-11-24,38.19,,
2000-11-27,38.88,,
2000-11-28,35.0,,
2000-11-29,35.25,,
2000-11-30,30.56,,
2000-12-01,35.5,,
2000-12-04,40.38,,
2000-12-05,53.06,,
2000-12-06,49.06,,
2000-12-07,48.0,,
2000-12-08,51.81,,
2000-12-11,54.0,,
2000-12-12,53.94,,
2000-12-13,51.06,,
2000-12-14,48.0,,
2000-12-15,50.88,,
2000-12-18,43.5,,
2000-12-19,42.25,,
2000-12-20,39.63,,
2000-12-21,33.94,,
2000-12-22,36.56,,
2000-12-26,37.94,,
2000-12-27,41.81,,
2000-12-28,41.75,,
2000-12-29,37.0,,
2001-01-02,32.19,,
2001-01-03,34.38,,
2001-01-04,31.69,,
2001-01-05,27.88,,
2001-01-08,28.5,,
2001-01-09,27.25,,
2001-01-10,28.56,,
2001-01-11,35.5,,
2001-01-12,35.94,,
2001-01-16,34.0,,
2001-01-17,30.56,,
2001-01-18,32.81,,
2001-01-19,33.19,,
2001-01-22,31.94,,
2001-01-23,33.06,,
2001-01-24,32.25,,
2001-01-25,30.5,,
2001-01-26,30.19,,
2001-01-29,30.5,,
2001-01-30,30.44,,
2001-01-31,30.0,,
2001-02-01,31.0,,
2001-02-02,30.88,,
2001-02-05,30.19,,
2001-02-06,29.69,,
2001-02-07,28.88,,
2001-02-08,27.25,,
2001-02-09,26.19,,
2001-02-12,26.0,,
2001-02-13,25.88,,
2001-02-14,26.88,,
2001-02-15,25.31,,
2001-02-16,22.69,,
2001-02-20,19.88,,
2001-02-21,18.5,,
2001-02-22,18.88,,
2001-02-23,18.0,,
2001-02-26,18.0,,
2001-02-27,16.63,,
2001-02-28,16.13,,
2001-03-01,14.06,,
2001-03-02,14.13,,
2001-03-05,15.13,,
2001-03-06,16.69,,
2001-03-07,15.81,,
2001-03-08,15.5,,
2001-03-09,15.19,,
2001-03-12,13.94,,
2001-03-13,15.48,,
2001-03-14,15.56,,
2001-03-15,15.06,,
2001-03-16,14.81,,
2001-03-19,14.81,,
2001-03-20,14.38,,
2001-03-21,15.25,,
2001-03-22,16.5,,
2001-03-23,17.88,,
2001-03-26,18.0,,
2001-03-27,17.94,,
2001-03-28,16.75,,
2001-03-29,15.94,,
2001-03-30,15.75,,
2001-04-02,15.13,,
2001-04-03,14.25,,
2001-04-04,13.56,,
2001-04-05,15.19,,
2001-04-06,15.81,,
2001-04-09,16.1,,
2001-04-10,17.65,,
2001-04-11,19.19,,
2001-04-12,21.21,,
2001-04-16,19.68,,
2001-04-17,19.2,,
2001-04-18,25.25,,
2001-04-19,25.32,,
2001-04-20,27.35,,
2001-04-23,25.73,,
2001-04-24,23.66,,
2001-04-25,25.19,,
2001-04-26,23.14,,
2001-04-27,24.36,,
2001-04-30,24.57,,
2001-05-01,24.79,,
2001-05-02,26.45,,
2001-05-03,26.01,,
2001-05-04,27.2,,
2001-05-07,27.37,,
2001-05-08,27.93,,
2001-05-09,27.54,,
2001-05-10,26.95,,
2001-05-11,27.37,,
2001-05-14,25.59,,
2001-05-15,25.42,,
2001-05-16,26.63,,
2001-05-17,28.52,,
2001-05-18,27.99,,
2001-05-21,29.7,,
2001-05-22,29.44,,
2001-05-23,27.49,,
2001-05-24,25.82,,
2001-05-25,25.28,,
2001-05-29,23.97,,
2001-05-30,21.95,,
2001-05-31,22.0,,
2001-06-01,23.51,,
2001-06-04,22.53,,
2001-06-05,23.9,,
2001-06-06,25.02,,
2001-06-07,27.14,,
2001-06-08,24.68,,
2001-06-11,23.66,,
2001-06-12,23.97,,
2001-06-13,22.13,,
2001-06-14,21.67,,
2001-06-15,21.5,,
2001-06-18,21.6,,
2001-06-19,21.07,,
2001-06-20,22.9,,
2001-06-21,24.21,,
2001-06-22,25.0,,
2001-06-25,25.57,,
2001-06-26,25.3,,
2001-06-27,25.15,,
2001-06-28,26.51,,
2001-06-29,29.55,,
2001-07-02,29.0,,
2001-07-03,28.74,,
2001-07-05,28.77,,
2001-07-06,25.86,,
2001-07-09,25.9,,
2001-07-10,24.7,,
2001-07-11,26.7,,
2001-07-12,32.97,,
2001-07-13,33.47,,
2001-07-16,31.54,,
2001-07-17,30.28,,
2001-07-18,31.75,,
2001-07-19,35.35,,
2001-07-20,34.8,,
2001-07-23,33.59,,
2001-07-24,36.0,,
2001-07-25,35.75,,
2001-07-26,38.9,,
2001-07-27,38.0,,
2001-07-30,37.2,,
2001-07-31,38.12,,
2001-08-01,39.08,,
2001-08-02,40.36,,
2001-08-03,39.75,,
2001-08-06,34.93,,
2001-08-07,35.59,,
2001-08-08,32.25,,
2001-08-09,33.51,,
2001-08-10,34.9,,
2001-08-13,34.88,,
2001-08-14,34.88,,
2001-08-15,31.95,,
2001-08-16,32.56,,
2001-08-17,31.7,,
2001-08-20,32.19,,
2001-08-21,29.12,,
2001-08-22,32.54,,
2001-08-23,31.67,,
2001-08-24,33.3,,
2001-08-27,33.92,,
2001-08-28,34.0,,
2001-08-29,32.16,,
2001-08-30,30.57,,
2001-08-31,31.76,,
2001-09-04,30.09,,
2001-09-05,25.17,,
2001-09-06,24.75,,
2001-09-07,24.78,,
2001-09-10,25.82,,
2001-09-17,25.76,,
2001-09-18,26.2,,
2001-09-19,27.58,,
2001-09-20,25.57,,
2001-09-21,23.95,,
2001-09-24,25.05,,
2001-09-25,22.74,,
2001-09-26,19.23,,
2001-09-27,18.72,,
2001-09-28,19.37,,
2001-10-01,17.43,,
2001-10-02,16.55,,
2001-10-03,18.87,,
2001-10-04,21.5,,
2001-10-05,19.92,,
2001-10-08,21.13,,
2001-10-09,18.84,,
2001-10-10,22.84,,
2001-10-11,23.55,,
2001-10-12,23.77,,
2001-10-15,22.72,,
2001-10-16,23.3,,
2001-10-17,20.34,,
2001-10-18,20.32,,
2001-10-19,19.94,,
2001-10-22,20.45,,
2001-10-23,22.01,,
2001-10-24,22.96,,
2001-10-25,26.46,,
2001-10-26,27.11,,
2001-10-29,24.34,,
2001-10-30,22.42,,
2001-10-31,23.28,,
2001-11-01,26.0,,
2001-11-02,25.86,,
2001-11-05,27.73,,
2001-11-06,29.2,,
2001-11-07,29.66,,
2001-11-08,30.05,,
2001-11-09,26.63,,
2001-11-12,27.95,,
2001-11-13,27.39,,
2001-11-14,27.69,,
2001-11-15,27.0,,
2001-11-16,27.68,,
2001-11-19,28.01,,
2001-11-20,25.97,,
2001-11-21,25.82,,
2001-11-23,25.65,,
2001-11-26,27.56,,
2001-11-27,26.2,,
2001-11-28,24.74,,
2001-11-29,24.31,,
2001-11-30,24.0,,
2001-12-03,24.15,,
2001-12-04,26.39,,
2001-12-05,28.52,,
2001-12-06,27.11,,
2001-12-07,25.92,,
2001-12-10,23.95,,
2001-12-11,23.55,,
2001-12-12,22.75,,
2001-12-13,21.58,,
2001-12-14,21.2,,
2001-12-17,26.35,,
2001-12-18,26.99,,
2001-12-19,25.05,,
2001-12-20,22.62,,
2001-12-21,22.94,,
2001-12-24,22.65,,
2001-12-26,23.43,,
2001-12-27,22.08,,
2001-12-28,22.77,,
2001-12-31,21.8,,
2002-01-02,22.09,,
2002-01-03,22.92,,
2002-01-04,21.95,,
2002-01-07,19.66,,
2002-01-08,19.24,,
2002-01-09,17.61,,
2002-01-10,19.03,,
2002-01-11,17.93,,
2002-01-14,18.66,,
2002-01-15,17.89,,
2002-01-16,18.5,,
2002-01-17,19.29,,
2002-01-18,18.95,,
2002-01-22,18.41,,
2002-01-23,18.0,,
2002-01-24,20.0,,
2002-01-25,20.07,,
2002-01-28,21.39,,
2002-01-29,20.94,,
2002-01-30,21.25,,
2002-01-31,21.06,,
2002-02-01,21.27,,
2002-02-04,20.28,,
2002-02-05,19.76,,
2002-02-06,19.87,,
2002-02-07,19.41,,
2002-02-08,20.4,,
2002-02-11,20.76,,
2002-02-12,20.77,,
2002-02-13,20.85,,
2002-02-14,19.43,,
2002-02-15,18.69,,
2002-02-19,17.25,,
2002-02-20,16.24,,
2002-02-21,15.58,,
2002-02-22,15.56,,
2002-02-25,16.05,,
2002-02-26,15.81,,
2002-02-27,15.45,,
2002-02-28,15.41,,
2002-03-01,16.24,,
2002-03-04,18.15,,
2002-03-05,18.9,,
2002-03-06,18.61,,
2002-03-07,18.76,,
2002-03-08,20.3,,
2002-03-11,21.51,,
2002-03-12,19.64,,
2002-03-13,17.51,,
2002-03-14,17.79,,
2002-03-15,18.03,,
2002-03-18,17.87,,
2002-03-19,17.75,,
2002-03-20,16.6,,
2002-03-21,16.71,,
2002-03-22,17.01,,
2002-03-25,16.99,,
2002-03-26,17.05,,
2002-03-27,17.15,,
2002-03-28,15.25,,
2002-04-01,15.29,,
2002-04-02,14.93,,
2002-04-03,14.8,,
2002-04-04,14.65,,
2002-04-05,14.21,,
2002-04-08,14.53,,
2002-04-09,13.65,,
2002-04-10,14.2,,
2002-04-11,13.61,,
2002-04-12,14.5,,
2002-04-15,14.7,,
2002-04-16,16.9,,
2002-04-17,16.97,,
2002-04-18,15.16,,
2002-04-19,15.15,,
2002-04-22,14.75,,
2002-04-23,13.68,,
2002-04-24,12.52,,
2002-04-25,12.65,,
2002-04-26,12.44,,
2002-04-29,11.79,,
2002-04-30,12.25,,
2002-05-01,12.03,,
2002-05-02,11.3,,
2002-05-03,10.72,,
2002-05-06,10.05,,
2002-05-07,9.9,,
2002-05-08,11.4,,
2002-05-09,10.78,,
2002-05-10,10.0,,
2002-05-13,10.11,,
2002-05-14,11.54,,
2002-05-15,11.09,,
2002-05-16,11.35,,
2002-05-17,11.14,,
2002-05-20,10.51,,
2002-05-21,10.54,,
2002-05-22,10.1,,
2002-05-23,11.52,,
2002-05-24,11.52,,
2002-05-28,11.21,,
2002-05-29,10.67,,
2002-05-30,10.47,,
2002-05-31,10.19,,
2002-06-03,9.25,,
2002-06-04,9.42,,
2002-06-05,9.01,,
2002-06-06,8.0,,
2002-06-07,6.33,,
2002-06-10,5.9,,
2002-06-11,6.75,,
2002-06-12,6.4,,
2002-06-13,6.52,,
2002-06-14,6.4,,
2002-06-17,6.68,,
2002-06-18,6.64,,
2002-06-19,5.9,,
2002-06-20,5.56,,
2002-06-21,5.98,,
2002-06-24,5.8,,
2002-06-25,6.15,,
2002-06-26,4.99,,
2002-06-27,5.7,,
2002-06-28,5.55,,
2002-07-01,5.9,,
2002-07-02,5.58,,
2002-07-03,5.41,,
2002-07-05,5.67,,
2002-07-08,4.95,,
2002-07-09,4.21,,
2002-07-10,3.56,,
2002-07-11,3.93,,
2002-07-12,4.26,,
2002-07-15,4.55,,
2002-07-16,4.81,,
2002-07-17,5.03,,
2002-07-18,4.76,,
2002-07-19,4.32,,
2002-07-22,4.14,,
2002-07-23,3.55,,
2002-07-24,3.6,,
2002-07-25,3.58,,
2002-07-26,3.45,,
2002-07-29,3.39,,
2002-07-30,3.13,,
2002-07-31,2.9,,
2002-08-01,3.45,,
2002-08-02,3.43,,
2002-08-05,3.25,,
2002-08-06,3.4,,
2002-08-07,3.73,,
2002-08-08,3.55,,
2002-08-09,3.54,,
2002-08-12,3.42,,
2002-08-13,3.31,,
2002-08-14,3.52,,
2002-08-15,4.04,,
2002-08-16,4.74,,
2002-08-19,5.01,,
2002-08-20,5.11,,
2002-08-21,5.0,,
2002-08-22,5.07,,
2002-08-23,4.62,,
2002-08-26,4.99,,
2002-08-27,5.09,,
2002-08-28,4.92,,
2002-08-29,4.7,,
2002-08-30,4.2,,
2002-09-03,4.0,,
2002-09-04,4.25,,
2002-09-05,4.06,,
2002-09-06,4.57,,
2002-09-09,4.91,,
2002-09-10,5.46,,
2002-09-11,5.31,,
2002-09-12,4.91,,
2002-09-13,5.26,,
2002-09-16,4.6,,
2002-09-17,4.44,,
2002-09-18,4.58,,
2002-09-19,4.27,,
2002-09-20,4.5,,
2002-09-23,4.49,,
2002-09-24,4.94,,
2002-09-25,5.41,,
2002-09-26,5.53,,
2002-09-27,4.77,,
2002-09-30,4.53,,
2002-10-01,5.04,,
2002-10-02,5.13,,
2002-10-03,4.9,,
2002-10-04,4.61,,
2002-10-07,4.53,,
2002-10-08,4.09,,
2002-10-09,4.16,,
2002-10-10,4.49,,
2002-10-11,4.8,,
2002-10-14,4.64,,
2002-10-15,5.43,,
2002-10-16,4.71,,
2002-10-17,5.15,,
2002-10-18,4.99,,
2002-10-21,5.15,,
2002-10-22,5.61,,
2002-10-23,5.89,,
2002-10-24,6.0,,
2002-10-25,5.8,,
2002-10-28,5.8,,
2002-10-29,5.76,,
2002-10-30,6.58,,
2002-10-31,7.1,,
2002-11-01,7.16,,
2002-11-04,8.12,,
2002-11-05,7.9,,
2002-11-06,8.24,,
2002-11-07,8.01,,
2002-11-08,8.14,,
2002-11-11,7.55,,
2002-11-12,8.22,,
2002-11-13,8.95,,
2002-11-14,8.64,,
2002-11-15,9.03,,
2002-11-18,9.59,,
2002-11-19,9.23,,
2002-11-20,10.34,,
2002-11-21,11.55,,
2002-11-22,11.57,,
2002-11-25,11.52,,
2002-11-26,11.63,,
2002-11-27,12.22,,
2002-11-29,12.05,,
2002-12-02,11.65,,
2002-12-03,10.78,,
2002-12-04,10.34,,
2002-12-05,9.75,,
2002-12-06,10.42,,
2002-12-09,9.81,,
2002-12-10,10.15,,
2002-12-11,9.97,,
2002-12-12,9.97,,
2002-12-13,9.79,,
2002-12-16,10.56,,
2002-12-17,9.88,,
2002-12-18,8.93,,
2002-12-19,8.48,,
2002-12-20,8.86,,
2002-12-23,9.29,,
2002-12-24,9.24,,
2002-12-26,8.79,,
2002-12-27,8.86,,
2002-12-30,8.75,,
2002-12-31,8.62,,
2003-01-02,9.25,,
2003-01-03,9.32,,
2003-01-06,8.91,,
2003-01-07,8.12,,
2003-01-08,7.82,,
2003-01-09,8.84,,
2003-01-10,8.87,,
2003-01-13,8.8,,
2003-01-14,9.41,,
2003-01-15,9.0,,
2003-01-16,8.4,,
2003-01-17,8.16,,
2003-01-21,8.35,,
2003-01-22,8.17,,
2003-01-23,7.51,,
2003-01-24,7.21,,
2003-01-27,7.02,,
2003-01-28,7.08,,
2003-01-29,7.38,,
2003-01-30,6.96,,
2003-01-31,6.96,,
2003-02-03,7.05,,
2003-02-04,7.03,,
2003-02-05,6.85,,
2003-02-06,6.6,,
2003-02-07,6.41,,
2003-02-10,6.63,,
2003-02-11,6.56,,
2003-02-12,6.46,,
2003-02-13,6.43,,
2003-02-14,6.55,,
2003-02-18,7.28,,
2003-02-19,7.05,,
2003-02-20,7.12,,
2003-02-21,7.02,,
2003-02-24,7.19,,
2003-02-25,7.11,,
2003-02-26,6.89,,
2003-02-27,7.05,,
2003-02-28,6.98,,
2003-03-03,6.81,,
2003-03-04,6.6,,
2003-03-05,6.5,,
2003-03-06,6.37,,
2003-03-07,6.49,,
2003-03-10,6.24,,
2003-03-11,6.13,,
2003-03-12,6.02,,
2003-03-13,6.41,,
