date,HBI,HBI_EPS,PE Ratio
2006-09-06,5.28,,
2006-09-07,5.53,,
2006-09-08,5.52,,
2006-09-11,5.44,,
2006-09-12,5.48,,
2006-09-13,5.64,,
2006-09-14,5.45,,
2006-09-15,5.32,,
2006-09-18,5.42,,
2006-09-19,5.35,,
2006-09-20,5.55,,
2006-09-21,5.44,,
2006-09-22,5.54,,
2006-09-25,5.57,,
2006-09-26,5.59,,
2006-09-27,5.65,,
2006-09-28,5.61,,
2006-09-29,5.63,,
2006-10-02,5.62,,
2006-10-03,5.63,,
2006-10-04,5.68,,
2006-10-05,5.79,,
2006-10-06,5.73,,
2006-10-09,5.75,,
2006-10-10,5.67,,
2006-10-11,5.66,,
2006-10-12,5.75,,
2006-10-13,5.84,,
2006-10-16,5.75,,
2006-10-17,5.7,,
2006-10-18,5.75,,
2006-10-19,5.75,,
2006-10-20,5.81,,
2006-10-23,5.89,,
2006-10-24,5.95,,
2006-10-25,5.95,,
2006-10-26,6.07,,
2006-10-27,6.11,,
2006-10-30,6.06,,
2006-10-31,5.9,,
2006-11-01,5.76,,
2006-11-02,5.89,,
2006-11-03,5.74,,
2006-11-06,5.7,,
2006-11-07,5.58,,
2006-11-08,5.53,,
2006-11-09,5.54,,
2006-11-10,5.63,,
2006-11-13,5.64,0.52,10.846153846153845
2006-11-14,5.87,0.52,11.288461538461538
2006-11-15,5.95,0.52,11.442307692307692
2006-11-16,6.01,0.52,11.557692307692307
2006-11-17,6.0,0.52,11.538461538461538
2006-11-20,6.07,0.52,11.673076923076923
2006-11-21,6.04,0.52,11.615384615384615
2006-11-22,6.12,0.52,11.769230769230768
2006-11-24,6.11,0.52,11.75
2006-11-27,6.01,0.52,11.557692307692307
2006-11-28,6.01,0.52,11.557692307692307
2006-11-29,6.0,0.52,11.538461538461538
2006-11-30,6.1,0.52,11.73076923076923
2006-12-01,6.18,0.52,11.884615384615383
2006-12-04,5.97,0.52,11.48076923076923
2006-12-05,6.02,0.52,11.576923076923075
2006-12-06,5.98,0.52,11.5
2006-12-07,5.96,0.52,11.461538461538462
2006-12-08,5.93,0.52,11.403846153846153
2006-12-11,5.99,0.52,11.51923076923077
2006-12-12,5.95,0.52,11.442307692307692
2006-12-13,6.01,0.52,11.557692307692307
2006-12-14,5.98,0.52,11.5
2006-12-15,5.93,0.52,11.403846153846153
2006-12-18,5.89,0.52,11.326923076923077
2006-12-19,5.79,0.52,11.134615384615385
2006-12-20,5.86,0.52,11.26923076923077
2006-12-21,5.74,0.52,11.038461538461538
2006-12-22,5.84,0.52,11.23076923076923
2006-12-26,5.9,0.52,11.346153846153847
2006-12-27,5.96,0.52,11.461538461538462
2006-12-28,6.0,0.52,11.538461538461538
2006-12-29,5.91,0.52,11.365384615384615
2007-01-03,6.01,0.52,11.557692307692307
2007-01-04,6.02,0.52,11.576923076923075
2007-01-05,6.06,0.52,11.653846153846153
2007-01-08,6.2,0.52,11.923076923076923
2007-01-09,6.17,0.52,11.865384615384615
2007-01-10,6.18,0.52,11.884615384615383
2007-01-11,6.23,0.52,11.980769230769232
2007-01-12,6.31,0.52,12.134615384615383
2007-01-16,6.43,0.52,12.365384615384615
2007-01-17,6.4,0.52,12.307692307692308
2007-01-18,6.41,0.52,12.326923076923077
2007-01-19,6.37,0.52,12.25
2007-01-22,6.37,0.52,12.25
2007-01-23,6.39,0.52,12.288461538461537
2007-01-24,6.49,0.52,12.48076923076923
2007-01-25,6.46,0.52,12.423076923076923
2007-01-26,6.47,0.52,12.442307692307692
2007-01-29,6.44,0.52,12.384615384615385
2007-01-30,6.44,0.52,12.384615384615385
2007-01-31,6.4,0.52,12.307692307692308
2007-02-01,6.29,0.52,12.096153846153845
2007-02-02,6.33,0.52,12.173076923076923
2007-02-05,6.28,0.52,12.076923076923077
2007-02-06,6.25,0.52,12.019230769230768
2007-02-07,6.28,0.52,12.076923076923077
2007-02-08,6.27,0.52,12.057692307692307
2007-02-09,6.3,0.52,12.115384615384615
2007-02-12,6.49,0.52,12.48076923076923
2007-02-13,6.58,0.52,12.653846153846153
2007-02-14,6.66,0.52,12.807692307692308
2007-02-15,6.69,0.52,12.865384615384615
2007-02-16,6.7,0.52,12.884615384615385
2007-02-20,6.68,0.52,12.846153846153845
2007-02-21,6.78,0.52,13.038461538461538
2007-02-22,6.76,0.77,8.779220779220779
2007-02-23,6.77,0.77,8.792207792207792
2007-02-26,6.86,0.77,8.90909090909091
2007-02-27,6.88,0.77,8.935064935064934
2007-02-28,7.15,0.77,9.285714285714286
2007-03-01,7.09,0.77,9.207792207792208
2007-03-02,7.0,0.77,9.09090909090909
2007-03-05,6.79,0.77,8.818181818181818
2007-03-06,6.94,0.77,9.012987012987013
2007-03-07,6.94,0.77,9.012987012987013
2007-03-08,7.03,0.77,9.12987012987013
2007-03-09,7.09,0.77,9.207792207792208
2007-03-12,7.11,0.77,9.233766233766234
2007-03-13,7.15,0.77,9.285714285714286
2007-03-14,6.96,0.77,9.03896103896104
2007-03-15,6.78,0.77,8.805194805194805
2007-03-16,6.75,0.77,8.766233766233766
2007-03-19,6.89,0.77,8.948051948051948
2007-03-20,7.0,0.77,9.09090909090909
2007-03-21,7.11,0.77,9.233766233766234
2007-03-22,7.18,0.77,9.324675324675324
2007-03-23,7.29,0.77,9.467532467532468
2007-03-26,7.25,0.77,9.415584415584416
2007-03-27,7.27,0.77,9.44155844155844
2007-03-28,7.31,0.77,9.493506493506493
2007-03-29,7.37,0.77,9.571428571428571
2007-03-30,7.35,0.77,9.545454545454545
2007-04-02,7.36,0.77,9.558441558441558
2007-04-03,7.37,0.77,9.571428571428571
2007-04-04,7.26,0.77,9.428571428571429
2007-04-05,7.24,0.77,9.402597402597403
2007-04-09,7.12,0.77,9.246753246753247
2007-04-10,7.11,0.77,9.233766233766234
2007-04-11,7.07,0.77,9.181818181818182
2007-04-12,7.12,0.77,9.246753246753247
2007-04-13,7.13,0.77,9.25974025974026
2007-04-16,7.09,0.77,9.207792207792208
2007-04-17,7.08,0.77,9.194805194805195
2007-04-18,7.07,0.77,9.181818181818182
2007-04-19,6.97,0.77,9.05194805194805
2007-04-20,7.12,0.77,9.246753246753247
2007-04-23,7.1,0.77,9.220779220779221
2007-04-24,7.07,0.77,9.181818181818182
2007-04-25,7.09,0.77,9.207792207792208
2007-04-26,6.75,0.77,8.766233766233766
2007-04-27,6.86,0.77,8.90909090909091
2007-04-30,6.65,0.77,8.636363636363637
2007-05-01,6.6,0.77,8.571428571428571
2007-05-02,6.72,0.77,8.727272727272727
2007-05-03,6.69,0.77,8.688311688311689
2007-05-04,6.7,0.77,8.701298701298702
2007-05-07,6.68,0.77,8.675324675324674
2007-05-08,6.56,0.77,8.519480519480519
2007-05-09,6.47,0.77,8.402597402597403
2007-05-10,6.36,0.77,8.25974025974026
2007-05-11,6.56,0.77,8.519480519480519
2007-05-14,6.59,0.12,54.916666666666664
2007-05-15,6.6,0.12,55.0
2007-05-16,6.6,0.12,55.0
2007-05-17,6.71,0.12,55.91666666666667
2007-05-18,6.66,0.12,55.5
2007-05-21,6.64,0.12,55.333333333333336
2007-05-22,6.67,0.12,55.583333333333336
2007-05-23,6.56,0.12,54.666666666666664
2007-05-24,6.47,0.12,53.916666666666664
2007-05-25,6.43,0.12,53.583333333333336
2007-05-29,6.41,0.12,53.41666666666667
2007-05-30,6.39,0.12,53.25
2007-05-31,6.53,0.12,54.41666666666667
2007-06-01,6.59,0.12,54.916666666666664
2007-06-04,6.77,0.12,56.416666666666664
2007-06-05,6.72,0.12,56.0
2007-06-06,6.76,0.12,56.333333333333336
2007-06-07,6.68,0.12,55.666666666666664
2007-06-08,6.73,0.12,56.083333333333336
2007-06-11,6.6,0.12,55.0
