date,SJM,SJM_EPS,PE Ratio
2003-10-22,42.75,1.57,27.229299363057322
2003-10-23,42.92,1.57,27.337579617834393
2003-10-24,42.93,1.57,27.343949044585987
2003-10-27,43.28,1.57,27.56687898089172
2003-10-28,43.6,1.57,27.770700636942674
2003-10-29,43.34,1.57,27.605095541401276
2003-10-30,43.47,1.57,27.687898089171973
2003-10-31,43.77,1.57,27.878980891719745
2003-11-03,44.01,1.57,28.03184713375796
2003-11-04,43.5,1.57,27.70700636942675
2003-11-05,43.72,1.57,27.84713375796178
2003-11-06,43.75,1.57,27.86624203821656
2003-11-07,43.74,1.57,27.85987261146497
2003-11-10,43.36,1.57,27.617834394904456
2003-11-11,43.5,1.57,27.70700636942675
2003-11-12,43.91,1.57,27.968152866242036
2003-11-13,44.58,1.57,28.394904458598724
2003-11-14,45.0,1.57,28.662420382165603
2003-11-17,44.95,1.57,28.630573248407643
2003-11-18,44.6,1.57,28.40764331210191
2003-11-19,44.37,1.57,28.261146496815282
2003-11-20,44.11,1.57,28.095541401273884
2003-11-21,44.79,1.57,28.528662420382165
2003-11-24,45.78,1.57,29.159235668789808
2003-11-25,45.98,1.57,29.286624203821653
2003-11-26,45.71,1.57,29.11464968152866
2003-11-28,45.93,1.57,29.254777070063692
2003-12-01,46.25,1.57,29.458598726114648
2003-12-02,46.37,1.57,29.535031847133755
2003-12-03,46.05,1.57,29.3312101910828
2003-12-04,46.02,1.57,29.312101910828027
2003-12-05,46.1,1.57,29.363057324840764
2003-12-08,46.08,1.57,29.350318471337577
2003-12-09,45.96,1.57,29.27388535031847
2003-12-10,45.58,1.57,29.03184713375796
2003-12-11,45.84,1.16,39.51724137931035
2003-12-12,46.0,1.16,39.6551724137931
2003-12-15,45.86,1.16,39.53448275862069
2003-12-16,45.41,1.16,39.14655172413793
2003-12-17,45.0,1.16,38.793103448275865
2003-12-18,44.78,1.16,38.60344827586207
2003-12-19,44.43,1.16,38.30172413793104
2003-12-22,44.81,1.16,38.629310344827594
2003-12-23,44.86,1.16,38.67241379310345
2003-12-24,44.84,1.16,38.65517241379311
2003-12-26,44.88,1.16,38.6896551724138
2003-12-29,45.39,1.16,39.12931034482759
2003-12-30,45.66,1.16,39.36206896551724
2003-12-31,45.29,1.16,39.043103448275865
2004-01-02,45.18,1.16,38.94827586206897
2004-01-05,45.26,1.16,39.01724137931035
2004-01-06,45.22,1.16,38.98275862068966
2004-01-07,45.15,1.16,38.92241379310345
2004-01-08,44.9,1.16,38.70689655172414
2004-01-09,45.33,1.16,39.077586206896555
2004-01-12,45.29,1.16,39.043103448275865
2004-01-13,45.35,1.16,39.094827586206904
2004-01-14,45.54,1.16,39.258620689655174
2004-01-15,45.51,1.16,39.23275862068966
2004-01-16,46.01,1.16,39.66379310344828
2004-01-20,46.54,1.16,40.12068965517241
2004-01-21,46.35,1.16,39.95689655172414
2004-01-22,46.48,1.16,40.06896551724138
2004-01-23,46.33,1.16,39.939655172413794
2004-01-26,47.17,1.16,40.66379310344828
2004-01-27,47.25,1.16,40.73275862068966
2004-01-28,47.09,1.16,40.594827586206904
2004-01-29,47.05,1.16,40.560344827586206
2004-01-30,46.59,1.16,40.163793103448285
2004-02-02,46.55,1.16,40.12931034482759
2004-02-03,46.44,1.16,40.03448275862069
2004-02-04,46.07,1.16,39.71551724137932
2004-02-05,46.39,1.16,39.99137931034483
2004-02-06,46.73,1.16,40.28448275862069
2004-02-09,46.95,1.16,40.47413793103449
2004-02-10,46.79,1.16,40.33620689655173
2004-02-11,47.49,1.16,40.9396551724138
2004-02-12,47.12,1.16,40.62068965517241
2004-02-13,47.22,1.16,40.70689655172414
2004-02-17,48.15,1.16,41.508620689655174
2004-02-18,48.81,1.16,42.077586206896555
2004-02-19,49.06,1.16,42.293103448275865
2004-02-20,48.97,1.16,42.21551724137931
2004-02-23,49.21,1.16,42.42241379310345
2004-02-24,49.95,1.16,43.06034482758621
2004-02-25,50.7,1.16,43.70689655172414
2004-02-26,50.5,1.16,43.53448275862069
2004-02-27,50.58,1.16,43.60344827586207
2004-03-01,51.67,1.16,44.543103448275865
2004-03-02,51.53,1.16,44.42241379310345
2004-03-03,51.82,1.16,44.67241379310345
2004-03-04,51.65,1.16,44.525862068965516
2004-03-05,51.93,1.16,44.76724137931035
2004-03-08,49.32,1.16,42.51724137931035
2004-03-09,50.95,1.16,43.92241379310345
2004-03-10,50.62,1.16,43.63793103448276
2004-03-11,50.81,1.79,28.385474860335197
2004-03-12,51.27,1.79,28.64245810055866
2004-03-15,50.7,1.79,28.324022346368714
2004-03-16,51.16,1.79,28.581005586592177
2004-03-17,52.06,1.79,29.083798882681563
2004-03-18,52.32,1.79,29.22905027932961
2004-03-19,51.89,1.79,28.988826815642458
2004-03-22,52.15,1.79,29.1340782122905
2004-03-23,52.12,1.79,29.11731843575419
2004-03-24,51.56,1.79,28.804469273743017
2004-03-25,52.07,1.79,29.089385474860336
2004-03-26,51.66,1.79,28.860335195530723
2004-03-29,51.92,1.79,29.005586592178773
2004-03-30,52.26,1.79,29.195530726256983
2004-03-31,52.78,1.79,29.48603351955307
2004-04-01,53.38,1.79,29.82122905027933
2004-04-02,52.01,1.79,29.055865921787706
2004-04-05,52.45,1.79,29.301675977653634
2004-04-06,52.43,1.79,29.29050279329609
2004-04-07,52.28,1.79,29.206703910614525
2004-04-08,52.0,1.79,29.050279329608937
2004-04-12,51.44,1.79,28.737430167597765
2004-04-13,50.97,1.79,28.47486033519553
2004-04-14,50.7,1.79,28.324022346368714
2004-04-15,51.3,1.79,28.65921787709497
2004-04-16,51.27,1.79,28.64245810055866
2004-04-19,51.74,1.79,28.905027932960895
2004-04-20,51.55,1.79,28.798882681564244
2004-04-21,52.33,1.79,29.23463687150838
2004-04-22,52.95,1.79,29.58100558659218
2004-04-23,53.15,1.79,29.692737430167597
2004-04-26,53.17,1.79,29.70391061452514
2004-04-27,52.75,1.79,29.46927374301676
2004-04-28,52.2,1.79,29.162011173184357
2004-04-29,52.11,1.79,29.111731843575416
2004-04-30,52.3,1.79,29.217877094972064
2004-05-03,52.75,1.79,29.46927374301676
2004-05-04,52.58,1.79,29.37430167597765
2004-05-05,53.09,1.79,29.659217877094974
2004-05-06,52.46,1.79,29.307262569832403
2004-05-07,51.52,1.79,28.782122905027933
2004-05-10,51.02,1.79,28.502793296089386
2004-05-11,51.01,1.79,28.497206703910614
2004-05-12,50.29,1.79,28.094972067039105
2004-05-13,49.88,1.79,27.8659217877095
2004-05-14,49.96,1.79,27.910614525139664
2004-05-17,49.26,1.79,27.519553072625698
2004-05-18,48.83,1.79,27.279329608938546
2004-05-19,48.55,1.79,27.12290502793296
2004-05-20,48.54,1.79,27.11731843575419
2004-05-21,48.27,1.79,26.966480446927374
2004-05-24,48.33,1.79,27.0
2004-05-25,48.89,1.79,27.312849162011172
2004-05-26,49.15,1.79,27.458100558659215
2004-05-27,49.2,1.79,27.486033519553075
2004-05-28,48.9,1.79,27.31843575418994
2004-06-01,48.75,1.79,27.23463687150838
2004-06-02,48.85,1.79,27.29050279329609
2004-06-03,49.15,1.79,27.458100558659215
2004-06-04,49.09,1.79,27.424581005586592
2004-06-07,49.05,1.79,27.402234636871505
2004-06-08,49.01,1.79,27.379888268156424
2004-06-09,48.95,1.79,27.3463687150838
2004-06-10,48.98,1.79,27.36312849162011
2004-06-14,49.02,1.79,27.385474860335197
2004-06-15,48.9,1.79,27.31843575418994
2004-06-16,48.65,1.79,27.17877094972067
2004-06-17,46.5,1.79,25.977653631284916
2004-06-18,46.51,1.79,25.983240223463685
2004-06-21,46.3,1.79,25.865921787709496
2004-06-22,45.78,1.79,25.575418994413408
2004-06-23,45.28,1.79,25.29608938547486
2004-06-24,45.95,1.79,25.670391061452516
2004-06-25,46.28,1.79,25.854748603351954
2004-06-28,45.87,1.79,25.625698324022345
2004-06-29,45.86,1.79,25.620111731843576
2004-06-30,45.91,1.79,25.64804469273743
2004-07-01,45.82,1.79,25.59776536312849
2004-07-02,45.77,1.79,25.56983240223464
2004-07-06,45.7,1.79,25.53072625698324
2004-07-07,45.9,1.79,25.64245810055866
2004-07-08,46.42,1.79,25.932960893854748
2004-07-09,46.5,1.79,25.977653631284916
2004-07-12,46.51,1.79,25.983240223463685
2004-07-13,46.51,1.79,25.983240223463685
2004-07-14,46.43,1.79,25.938547486033517
2004-07-15,46.56,1.79,26.011173184357542
2004-07-16,46.35,1.79,25.893854748603353
2004-07-19,45.7,1.79,25.53072625698324
2004-07-20,45.6,1.79,25.47486033519553
2004-07-21,44.73,1.79,24.988826815642454
2004-07-22,44.28,1.79,24.737430167597765
2004-07-23,43.21,1.79,24.139664804469273
2004-07-26,42.7,1.79,23.854748603351958
2004-07-27,42.56,1.79,23.776536312849164
2004-07-28,42.35,1.79,23.65921787709497
2004-07-29,41.28,1.79,23.06145251396648
2004-07-30,41.81,1.79,23.35754189944134
2004-08-02,42.6,1.79,23.798882681564248
2004-08-03,43.01,1.79,24.027932960893853
2004-08-04,43.5,1.79,24.30167597765363
2004-08-05,43.0,1.79,24.022346368715084
2004-08-06,43.62,1.79,24.368715083798882
2004-08-09,43.72,1.79,24.424581005586592
2004-08-10,44.21,1.79,24.69832402234637
2004-08-11,44.55,1.79,24.88826815642458
2004-08-12,44.83,1.79,25.044692737430164
2004-08-13,44.69,1.79,24.966480446927374
2004-08-16,44.68,1.79,24.9608938547486
2004-08-17,44.75,1.79,25.0
2004-08-18,45.14,1.79,25.217877094972067
2004-08-19,44.5,1.79,24.860335195530727
2004-08-20,44.6,1.79,24.916201117318437
2004-08-23,45.25,1.79,25.279329608938546
2004-08-24,45.56,1.79,25.45251396648045
2004-08-25,46.41,1.79,25.927374301675975
2004-08-26,46.57,1.79,26.01675977653631
2004-08-27,46.38,1.79,25.910614525139664
2004-08-30,45.33,1.79,25.324022346368714
2004-08-31,45.98,1.79,25.687150837988824
2004-09-01,46.24,1.79,25.832402234636874
2004-09-02,46.55,1.79,26.00558659217877
2004-09-03,46.41,1.79,25.927374301675975
2004-09-07,46.3,1.79,25.865921787709496
2004-09-08,45.93,1.79,25.65921787709497
2004-09-09,45.86,0.51,89.92156862745098
2004-09-10,45.86,0.51,89.92156862745098
2004-09-13,46.11,0.51,90.41176470588235
2004-09-14,46.4,0.51,90.98039215686273
2004-09-15,45.99,0.51,90.17647058823529
2004-09-16,45.86,0.51,89.92156862745098
2004-09-17,45.78,0.51,89.76470588235294
2004-09-20,45.02,0.51,88.27450980392157
2004-09-21,44.06,0.51,86.3921568627451
2004-09-22,43.55,0.51,85.3921568627451
2004-09-23,43.05,0.51,84.41176470588235
2004-09-24,43.19,0.51,84.68627450980392
2004-09-27,43.13,0.51,84.5686274509804
2004-09-28,43.29,0.51,84.88235294117646
2004-09-29,43.98,0.51,86.23529411764706
2004-09-30,44.41,0.51,87.078431372549
2004-10-01,44.27,0.51,86.80392156862746
2004-10-04,44.01,0.51,86.29411764705881
2004-10-05,44.51,0.51,87.27450980392156
2004-10-06,44.61,0.51,87.47058823529412
2004-10-07,44.38,0.51,87.01960784313727
2004-10-08,43.7,0.51,85.68627450980392
2004-10-11,43.73,0.51,85.74509803921568
2004-10-12,44.26,0.51,86.7843137254902
2004-10-13,43.87,0.51,86.01960784313725
2004-10-14,43.52,0.51,85.33333333333334
2004-10-15,43.47,0.51,85.23529411764706
2004-10-18,43.82,0.51,85.92156862745098
2004-10-19,43.64,0.51,85.56862745098039
2004-10-20,44.02,0.51,86.31372549019608
2004-10-21,44.2,0.51,86.66666666666667
2004-10-22,43.43,0.51,85.15686274509804
2004-10-25,43.67,0.51,85.62745098039215
2004-10-26,43.29,0.51,84.88235294117646
2004-10-27,44.46,0.51,87.17647058823529
2004-10-28,44.33,0.51,86.92156862745098
2004-10-29,44.5,0.51,87.25490196078431
2004-11-01,43.8,0.51,85.88235294117646
2004-11-02,43.51,0.51,85.31372549019608
2004-11-03,44.62,0.51,87.49019607843137
2004-11-04,45.83,0.51,89.86274509803921
2004-11-05,46.32,0.51,90.82352941176471
2004-11-08,46.87,0.51,91.90196078431372
2004-11-09,46.86,0.51,91.88235294117646
2004-11-10,47.07,0.51,92.29411764705883
2004-11-11,46.9,0.51,91.96078431372548
2004-11-12,47.45,0.51,93.03921568627452
2004-11-15,47.32,0.51,92.7843137254902
2004-11-16,47.17,0.51,92.49019607843137
2004-11-17,46.89,0.51,91.94117647058823
2004-11-18,46.38,0.51,90.94117647058823
2004-11-19,44.75,0.51,87.74509803921569
2004-11-22,44.05,0.51,86.37254901960783
2004-11-23,44.1,0.51,86.47058823529412
2004-11-24,44.58,0.51,87.41176470588235
2004-11-26,44.83,0.51,87.90196078431372
2004-11-29,45.37,0.51,88.96078431372548
2004-11-30,45.48,0.51,89.17647058823529
2004-12-01,45.92,0.51,90.03921568627452
2004-12-02,46.2,0.51,90.58823529411765
2004-12-03,46.06,0.51,90.31372549019608
2004-12-06,45.77,0.51,89.74509803921569
2004-12-07,45.78,0.51,89.76470588235294
2004-12-08,45.9,0.51,90.0
2004-12-09,45.99,1.22,37.696721311475414
2004-12-10,46.5,1.22,38.114754098360656
2004-12-13,46.64,1.22,38.22950819672131
2004-12-14,46.86,1.22,38.40983606557377
2004-12-15,47.15,1.22,38.647540983606554
2004-12-16,47.44,1.22,38.885245901639344
2004-12-17,47.48,1.22,38.91803278688524
2004-12-20,47.3,1.22,38.77049180327869
2004-12-21,46.8,1.22,38.36065573770492
2004-12-22,46.72,1.22,38.295081967213115
2004-12-23,46.45,1.22,38.07377049180328
2004-12-27,46.07,1.22,37.76229508196722
2004-12-28,46.45,1.22,38.07377049180328
2004-12-29,46.7,1.22,38.278688524590166
2004-12-30,46.97,1.22,38.5
2004-12-31,47.07,1.22,38.58196721311476
2005-01-03,46.84,1.22,38.39344262295082
2005-01-04,46.4,1.22,38.032786885245905
2005-01-05,46.54,1.22,38.14754098360656
2005-01-06,46.83,1.22,38.385245901639344
2005-01-07,46.75,1.22,38.31967213114754
2005-01-10,46.61,1.22,38.204918032786885
2005-01-11,46.41,1.22,38.040983606557376
2005-01-12,46.23,1.22,37.893442622950815
2005-01-13,46.0,1.22,37.704918032786885
2005-01-14,46.04,1.22,37.73770491803279
2005-01-18,46.5,1.22,38.114754098360656
2005-01-19,46.54,1.22,38.14754098360656
2005-01-20,46.81,1.22,38.368852459016395
2005-01-21,46.65,1.22,38.23770491803278
2005-01-24,46.33,1.22,37.97540983606557
2005-01-25,45.93,1.22,37.64754098360656
2005-01-26,45.82,1.22,37.55737704918033
2005-01-27,46.08,1.22,37.77049180327869
2005-01-28,46.22,1.22,37.885245901639344
2005-01-31,46.65,1.22,38.23770491803278
2005-02-01,46.9,1.22,38.44262295081967
2005-02-02,47.68,1.22,39.08196721311475
2005-02-03,47.73,1.22,39.12295081967213
2005-02-04,47.87,1.22,39.23770491803278
2005-02-07,48.99,1.22,40.15573770491804
2005-02-08,48.3,1.22,39.59016393442623
2005-02-09,47.81,1.22,39.18852459016394
2005-02-10,47.44,1.22,38.885245901639344
2005-02-11,47.44,1.22,38.885245901639344
2005-02-14,47.62,1.22,39.0327868852459
2005-02-15,47.95,1.22,39.30327868852459
2005-02-16,47.86,1.22,39.22950819672131
2005-02-17,48.31,1.22,39.59836065573771
2005-02-18,48.19,1.22,39.5
2005-02-22,47.71,1.22,39.106557377049185
2005-02-23,48.53,1.22,39.778688524590166
2005-02-24,48.75,1.22,39.959016393442624
2005-02-25,48.94,1.22,40.114754098360656
2005-02-28,49.16,1.22,40.295081967213115
2005-03-01,49.62,1.22,40.67213114754098
2005-03-02,49.98,1.22,40.967213114754095
2005-03-03,50.76,1.22,41.60655737704918
2005-03-04,51.5,1.22,42.21311475409836
2005-03-07,51.48,1.22,42.19672131147541
2005-03-08,51.1,1.22,41.885245901639344
2005-03-09,50.57,1.22,41.450819672131146
2005-03-10,51.03,1.22,41.82786885245902
2005-03-11,51.0,1.83,27.86885245901639
2005-03-14,51.6,1.83,28.19672131147541
2005-03-15,51.1,1.83,27.92349726775956
2005-03-16,50.2,1.83,27.43169398907104
2005-03-17,49.94,1.83,27.289617486338795
2005-03-18,49.38,1.83,26.98360655737705
2005-03-21,49.2,1.83,26.885245901639344
2005-03-22,48.65,1.83,26.58469945355191
2005-03-23,48.8,1.83,26.666666666666664
2005-03-24,48.95,1.83,26.748633879781423
2005-03-28,49.54,1.83,27.07103825136612
2005-03-29,49.77,1.83,27.19672131147541
2005-03-30,49.83,1.83,27.22950819672131
2005-03-31,50.3,1.83,27.486338797814206
2005-04-01,49.68,1.83,27.147540983606557
2005-04-04,49.86,1.83,27.24590163934426
2005-04-05,50.06,1.83,27.3551912568306
2005-04-06,49.78,1.83,27.202185792349727
2005-04-07,49.97,1.83,27.306010928961747
2005-04-08,49.67,1.83,27.14207650273224
2005-04-11,49.53,1.83,27.065573770491802
2005-04-12,50.07,1.83,27.360655737704917
2005-04-13,50.0,1.83,27.3224043715847
2005-04-14,50.12,1.83,27.3879781420765
2005-04-15,50.01,1.83,27.327868852459016
2005-04-18,50.21,1.83,27.437158469945356
2005-04-19,50.15,1.83,27.40437158469945
2005-04-20,49.69,1.83,27.153005464480874
2005-04-21,49.43,1.83,27.010928961748633
2005-04-22,48.8,1.83,26.666666666666664
2005-04-25,49.82,1.83,27.224043715846992
2005-04-26,49.64,1.83,27.12568306010929
2005-04-27,49.47,1.83,27.0327868852459
2005-04-28,49.08,1.83,26.819672131147538
2005-04-29,49.62,1.83,27.114754098360653
2005-05-02,49.58,1.83,27.092896174863387
2005-05-03,49.39,1.83,26.989071038251364
2005-05-04,49.36,1.83,26.972677595628415
2005-05-05,49.3,1.83,26.93989071038251
2005-05-06,49.2,1.83,26.885245901639344
2005-05-09,49.57,1.83,27.08743169398907
2005-05-10,49.89,1.83,27.262295081967213
2005-05-11,50.38,1.83,27.530054644808743
2005-05-12,50.11,1.83,27.382513661202186
2005-05-13,50.3,1.83,27.486338797814206
2005-05-16,50.67,1.83,27.688524590163933
2005-05-17,50.77,1.83,27.743169398907103
2005-05-18,50.87,1.83,27.79781420765027
2005-05-19,50.74,1.83,27.726775956284154
2005-05-20,50.51,1.83,27.601092896174862
2005-05-23,50.67,1.83,27.688524590163933
2005-05-24,50.45,1.83,27.56830601092896
2005-05-25,50.12,1.83,27.3879781420765
2005-05-26,50.1,1.83,27.37704918032787
2005-05-27,50.17,1.83,27.415300546448087
2005-05-31,49.81,1.83,27.218579234972676
2005-06-01,50.48,1.83,27.58469945355191
2005-06-02,50.32,1.83,27.497267759562842
2005-06-03,50.53,1.83,27.612021857923498
2005-06-06,50.11,1.83,27.382513661202186
2005-06-07,50.25,1.83,27.45901639344262
2005-06-08,49.64,1.83,27.12568306010929
2005-06-09,49.99,1.83,27.316939890710383
2005-06-10,50.13,1.83,27.39344262295082
2005-06-13,50.2,1.83,27.43169398907104
2005-06-14,50.4,1.83,27.540983606557376
2005-06-15,50.84,1.83,27.781420765027324
2005-06-16,50.33,1.83,27.502732240437158
2005-06-17,48.6,1.83,26.557377049180328
2005-06-20,48.36,1.83,26.42622950819672
2005-06-21,48.25,1.83,26.366120218579233
2005-06-22,48.27,1.83,26.37704918032787
2005-06-23,48.25,1.83,26.366120218579233
2005-06-24,47.69,1.83,26.060109289617483
2005-06-27,47.4,1.83,25.901639344262293
2005-06-28,47.2,1.83,25.792349726775956
2005-06-29,47.18,1.83,25.78142076502732
2005-06-30,46.94,1.83,25.650273224043712
2005-07-01,47.18,1.83,25.78142076502732
2005-07-05,47.05,1.83,25.710382513661198
2005-07-06,46.5,1.83,25.40983606557377
2005-07-07,46.35,1.83,25.327868852459016
2005-07-08,46.39,1.83,25.349726775956285
2005-07-11,46.4,1.83,25.3551912568306
2005-07-12,46.51,1.83,25.415300546448087
2005-07-13,46.31,1.83,25.306010928961747
2005-07-14,46.69,1.83,25.51366120218579
2005-07-15,46.81,1.83,25.579234972677597
2005-07-18,46.9,1.83,25.628415300546447
2005-07-19,47.23,1.83,25.808743169398905
2005-07-20,46.85,1.83,25.601092896174862
2005-07-21,46.96,1.83,25.661202185792348
2005-07-22,47.2,1.83,25.792349726775956
2005-07-25,46.72,1.83,25.530054644808743
2005-07-26,47.01,1.83,25.688524590163933
2005-07-27,47.4,1.83,25.901639344262293
2005-07-28,47.95,1.83,26.202185792349727
2005-07-29,47.57,1.83,25.994535519125684
2005-08-01,46.94,1.83,25.650273224043712
2005-08-02,47.53,1.83,25.972677595628415
2005-08-03,47.88,1.83,26.16393442622951
2005-08-04,48.08,1.83,26.273224043715846
2005-08-05,47.6,1.83,26.010928961748633
2005-08-08,47.53,1.83,25.972677595628415
2005-08-09,47.5,1.83,25.956284153005463
2005-08-10,47.25,1.83,25.81967213114754
2005-08-11,47.36,1.83,25.879781420765028
2005-08-12,47.08,1.83,25.72677595628415
2005-08-15,47.55,1.83,25.983606557377048
2005-08-16,46.87,1.83,25.612021857923494
2005-08-17,47.05,1.83,25.710382513661198
2005-08-18,47.93,1.83,26.19125683060109
2005-08-19,48.02,1.83,26.240437158469945
2005-08-22,46.01,1.83,25.142076502732237
2005-08-23,45.7,1.83,24.972677595628415
2005-08-24,46.0,1.83,25.13661202185792
2005-08-25,47.13,1.83,25.75409836065574
2005-08-26,46.99,1.83,25.6775956284153
2005-08-29,47.28,1.83,25.83606557377049
2005-08-30,47.46,1.83,25.934426229508198
2005-08-31,47.72,1.83,26.076502732240435
2005-09-01,47.95,1.83,26.202185792349727
2005-09-02,48.04,1.83,26.251366120218577
2005-09-06,48.01,1.83,26.234972677595625
2005-09-07,47.74,1.83,26.08743169398907
2005-09-08,47.56,0.51,93.25490196078432
2005-09-09,48.02,0.51,94.15686274509804
2005-09-12,48.1,0.51,94.31372549019608
2005-09-13,47.98,0.51,94.078431372549
2005-09-14,47.37,0.51,92.88235294117646
2005-09-15,48.1,0.51,94.31372549019608
2005-09-16,48.24,0.51,94.58823529411765
2005-09-19,47.98,0.51,94.078431372549
2005-09-20,47.86,0.51,93.84313725490196
2005-09-21,47.48,0.51,93.09803921568627
2005-09-22,46.86,0.51,91.88235294117646
2005-09-23,47.11,0.51,92.37254901960785
2005-09-26,47.45,0.51,93.03921568627452
2005-09-27,47.42,0.51,92.98039215686275
2005-09-28,47.74,0.51,93.6078431372549
2005-09-29,48.4,0.51,94.90196078431372
2005-09-30,48.54,0.51,95.17647058823529
2005-10-03,48.75,0.51,95.58823529411765
2005-10-04,49.2,0.51,96.47058823529412
2005-10-05,47.64,0.51,93.41176470588235
2005-10-06,47.04,0.51,92.23529411764706
2005-10-07,46.66,0.51,91.49019607843137
2005-10-10,46.85,0.51,91.86274509803921
2005-10-11,47.19,0.51,92.52941176470587
2005-10-12,46.7,0.51,91.5686274509804
2005-10-13,46.53,0.51,91.23529411764706
2005-10-14,46.1,0.51,90.3921568627451
2005-10-17,46.25,0.51,90.68627450980392
2005-10-18,46.1,0.51,90.3921568627451
2005-10-19,46.18,0.51,90.54901960784314
2005-10-20,45.7,0.51,89.6078431372549
2005-10-21,45.72,0.51,89.6470588235294
2005-10-24,45.75,0.51,89.70588235294117
2005-10-25,45.96,0.51,90.11764705882354
2005-10-26,45.64,0.51,89.49019607843137
2005-10-27,44.6,0.51,87.45098039215686
2005-10-28,45.61,0.51,89.4313725490196
2005-10-31,45.71,0.51,89.62745098039215
2005-11-01,45.69,0.51,89.58823529411764
2005-11-02,45.67,0.51,89.54901960784314
2005-11-03,45.68,0.51,89.56862745098039
2005-11-04,45.9,0.51,90.0
2005-11-07,45.68,0.51,89.56862745098039
2005-11-08,45.56,0.51,89.33333333333334
2005-11-09,46.01,0.51,90.21568627450979
2005-11-10,45.83,0.51,89.86274509803921
2005-11-11,45.7,0.51,89.6078431372549
2005-11-14,45.46,0.51,89.13725490196079
2005-11-15,45.79,0.51,89.7843137254902
2005-11-16,45.44,0.51,89.09803921568627
2005-11-17,45.75,0.51,89.70588235294117
2005-11-18,45.28,0.51,88.7843137254902
2005-11-21,45.07,0.51,88.37254901960785
2005-11-22,45.09,0.51,88.41176470588236
2005-11-23,45.3,0.51,88.8235294117647
2005-11-25,45.57,0.51,89.3529411764706
2005-11-28,45.01,0.51,88.25490196078431
2005-11-29,45.34,0.51,88.90196078431373
2005-11-30,45.35,0.51,88.92156862745098
2005-12-01,45.68,0.51,89.56862745098039
2005-12-02,45.5,0.51,89.2156862745098
2005-12-05,44.88,0.51,88.0
2005-12-06,44.88,0.51,88.0
2005-12-07,45.1,0.51,88.43137254901961
2005-12-08,45.11,0.51,88.45098039215686
2005-12-09,45.12,1.31,34.44274809160305
2005-12-12,45.09,1.31,34.41984732824427
2005-12-13,45.23,1.31,34.52671755725191
2005-12-14,44.59,1.31,34.0381679389313
2005-12-15,44.39,1.31,33.88549618320611
2005-12-16,44.26,1.31,33.78625954198473
2005-12-19,43.94,1.31,33.541984732824424
2005-12-20,43.99,1.31,33.58015267175573
2005-12-21,44.01,1.31,33.595419847328245
2005-12-22,44.14,1.31,33.69465648854962
2005-12-23,44.28,1.31,33.80152671755725
2005-12-27,44.3,1.31,33.81679389312977
2005-12-28,44.58,1.31,34.030534351145036
2005-12-29,44.35,1.31,33.85496183206107
2005-12-30,44.0,1.31,33.587786259541986
2006-01-03,45.38,1.31,34.6412213740458
2006-01-04,45.52,1.31,34.74809160305344
2006-01-05,46.21,1.31,35.274809160305345
2006-01-06,45.8,1.31,34.9618320610687
2006-01-09,46.0,1.31,35.11450381679389
2006-01-10,45.47,1.31,34.70992366412214
2006-01-11,45.48,1.31,34.717557251908396
2006-01-12,45.4,1.31,34.65648854961832
2006-01-13,45.09,1.31,34.41984732824427
2006-01-17,44.99,1.31,34.343511450381676
2006-01-18,44.99,1.31,34.343511450381676
2006-01-19,45.02,1.31,34.36641221374046
2006-01-20,44.35,1.31,33.85496183206107
2006-01-23,44.31,1.31,33.82442748091603
2006-01-24,43.99,1.31,33.58015267175573
2006-01-25,43.81,1.31,33.44274809160305
2006-01-26,43.85,1.31,33.47328244274809
2006-01-27,43.74,1.31,33.38931297709924
2006-01-30,43.69,1.31,33.351145038167935
2006-01-31,43.5,1.31,33.20610687022901
2006-02-01,43.9,1.31,33.51145038167939
2006-02-02,43.84,1.31,33.465648854961835
2006-02-03,43.5,1.31,33.20610687022901
2006-02-06,43.3,1.31,33.05343511450381
2006-02-07,43.16,1.31,32.94656488549618
2006-02-08,42.76,1.31,32.6412213740458
2006-02-09,41.86,1.31,31.954198473282442
2006-02-10,41.76,1.31,31.877862595419845
2006-02-13,41.6,1.31,31.755725190839694
2006-02-14,42.36,1.31,32.33587786259542
2006-02-15,42.49,1.31,32.43511450381679
2006-02-16,42.43,1.31,32.38931297709924
2006-02-17,38.25,1.31,29.198473282442748
2006-02-21,37.78,1.31,28.83969465648855
2006-02-22,38.87,1.31,29.671755725190838
2006-02-23,39.05,1.31,29.809160305343507
2006-02-24,39.55,1.31,30.190839694656486
2006-02-27,39.99,1.31,30.52671755725191
2006-02-28,39.52,1.31,30.167938931297712
2006-03-01,40.22,1.31,30.702290076335874
2006-03-02,40.28,1.31,30.748091603053435
2006-03-03,40.07,1.31,30.587786259541982
2006-03-06,40.26,1.31,30.732824427480914
2006-03-07,40.7,1.31,31.068702290076338
2006-03-08,40.34,1.31,30.793893129770993
2006-03-09,40.26,1.31,30.732824427480914
2006-03-10,40.25,1.85,21.756756756756754
2006-03-13,40.15,1.85,21.7027027027027
2006-03-14,40.13,1.85,21.691891891891892
2006-03-15,40.0,1.85,21.62162162162162
2006-03-16,40.0,1.85,21.62162162162162
2006-03-17,40.03,1.85,21.637837837837836
2006-03-20,39.91,1.85,21.57297297297297
2006-03-21,39.86,1.85,21.545945945945945
2006-03-22,39.98,1.85,21.610810810810808
2006-03-23,39.89,1.85,21.56216216216216
