date,CE,CE_EPS,PE Ratio
2005-11-03,17.92,0.35,51.20000000000001
2005-11-04,18.12,0.35,51.77142857142858
2005-11-07,18.3,0.35,52.28571428571429
2005-11-08,17.75,0.35,50.714285714285715
2005-11-09,16.57,0.35,47.34285714285715
2005-11-10,16.3,0.0,inf
2005-11-11,17.55,0.0,inf
2005-11-14,17.01,0.0,inf
2005-11-15,17.15,0.0,inf
2005-11-16,17.1,0.0,inf
2005-11-17,17.09,0.0,inf
2005-11-18,17.01,0.0,inf
2005-11-21,16.89,0.0,inf
2005-11-22,17.16,0.0,inf
2005-11-23,17.37,0.0,inf
2005-11-25,17.52,0.0,inf
2005-11-28,17.42,0.0,inf
2005-11-29,17.41,0.0,inf
2005-11-30,17.3,0.0,inf
2005-12-01,17.49,0.0,inf
2005-12-02,17.4,0.0,inf
2005-12-05,17.5,0.0,inf
2005-12-06,17.65,0.0,inf
2005-12-07,17.4,0.0,inf
2005-12-08,17.2,0.0,inf
2005-12-09,17.1,0.0,inf
2005-12-12,17.45,0.0,inf
2005-12-13,18.79,0.0,inf
2005-12-14,18.7,0.0,inf
2005-12-15,18.88,0.0,inf
2005-12-16,19.29,0.0,inf
2005-12-19,19.64,0.0,inf
2005-12-20,19.33,0.0,inf
2005-12-21,19.15,0.0,inf
2005-12-22,19.09,0.0,inf
2005-12-23,19.39,0.0,inf
2005-12-27,19.35,0.0,inf
2005-12-28,19.3,0.0,inf
2005-12-29,19.18,0.0,inf
2005-12-30,19.12,0.0,inf
2006-01-03,19.77,0.0,inf
2006-01-04,19.8,0.0,inf
2006-01-05,19.77,0.0,inf
2006-01-06,19.73,0.0,inf
2006-01-09,19.38,0.0,inf
2006-01-10,19.5,0.0,inf
2006-01-11,19.27,0.0,inf
2006-01-12,19.02,0.0,inf
2006-01-13,19.14,0.0,inf
2006-01-17,20.05,0.0,inf
2006-01-18,19.81,0.0,inf
2006-01-19,20.0,0.0,inf
2006-01-20,19.62,0.0,inf
2006-01-23,19.73,0.0,inf
2006-01-24,20.29,0.0,inf
2006-01-25,20.34,0.0,inf
2006-01-26,20.35,0.0,inf
2006-01-27,20.28,0.0,inf
2006-01-30,20.16,0.0,inf
2006-01-31,20.47,0.0,inf
2006-02-01,20.18,0.0,inf
2006-02-02,20.02,0.0,inf
2006-02-03,20.22,0.0,inf
2006-02-06,20.62,0.0,inf
2006-02-07,20.32,0.0,inf
2006-02-08,20.24,0.0,inf
2006-02-09,20.32,0.0,inf
2006-02-10,20.63,0.0,inf
2006-02-13,20.19,0.0,inf
2006-02-14,20.22,0.0,inf
2006-02-15,21.15,0.0,inf
2006-02-16,20.68,0.0,inf
2006-02-17,21.22,0.0,inf
2006-02-21,21.38,0.0,inf
2006-02-22,21.57,0.0,inf
2006-02-23,21.59,0.0,inf
2006-02-24,21.51,0.0,inf
2006-02-27,21.86,0.0,inf
2006-02-28,21.4,0.0,inf
2006-03-01,21.39,0.0,inf
2006-03-02,21.9,0.0,inf
2006-03-03,21.73,0.0,inf
2006-03-06,20.98,0.0,inf
2006-03-07,20.49,0.0,inf
2006-03-08,20.35,0.0,inf
2006-03-09,20.3,0.0,inf
2006-03-10,20.62,0.0,inf
2006-03-13,20.87,0.0,inf
2006-03-14,20.73,0.0,inf
2006-03-15,21.5,0.0,inf
2006-03-16,21.69,0.0,inf
2006-03-17,21.02,0.0,inf
2006-03-20,21.04,0.0,inf
2006-03-21,21.02,0.0,inf
2006-03-22,21.37,0.0,inf
2006-03-23,20.86,0.0,inf
2006-03-24,20.59,0.0,inf
2006-03-27,20.8,0.0,inf
2006-03-28,20.16,0.0,inf
2006-03-29,20.43,0.0,inf
2006-03-30,20.84,0.0,inf
2006-03-31,20.97,1.67,12.55688622754491
2006-04-03,20.58,1.67,12.323353293413174
2006-04-04,21.01,1.67,12.580838323353294
2006-04-05,20.54,1.67,12.29940119760479
2006-04-06,20.19,1.67,12.089820359281438
2006-04-07,20.03,1.67,11.994011976047906
2006-04-10,20.04,1.67,12.0
2006-04-11,19.94,1.67,11.940119760479043
2006-04-12,20.24,1.67,12.119760479041915
2006-04-13,20.24,1.67,12.119760479041915
2006-04-17,20.44,1.67,12.239520958083833
2006-04-18,20.88,1.67,12.502994011976048
2006-04-19,21.49,1.67,12.868263473053892
2006-04-20,21.5,1.67,12.87425149700599
2006-04-21,21.79,1.67,13.047904191616766
2006-04-24,21.98,1.67,13.161676646706587
2006-04-25,21.7,1.67,12.994011976047904
2006-04-26,21.81,1.67,13.059880239520957
2006-04-27,22.11,1.67,13.239520958083833
2006-04-28,21.95,1.67,13.1437125748503
2006-05-01,22.01,1.67,13.179640718562876
2006-05-02,22.08,1.67,13.221556886227544
2006-05-03,22.51,1.67,13.479041916167667
2006-05-04,22.44,1.67,13.437125748502995
2006-05-05,22.5,1.67,13.47305389221557
2006-05-08,22.73,1.67,13.610778443113773
2006-05-09,22.42,0.0,inf
2006-05-10,21.27,0.0,inf
2006-05-11,21.54,0.0,inf
2006-05-12,20.82,0.0,inf
2006-05-15,20.73,0.0,inf
2006-05-16,21.06,0.0,inf
2006-05-17,20.4,0.0,inf
2006-05-18,20.27,0.0,inf
2006-05-19,20.6,0.0,inf
2006-05-22,19.81,0.0,inf
2006-05-23,19.81,0.0,inf
2006-05-24,19.16,0.0,inf
2006-05-25,19.58,0.0,inf
2006-05-26,19.61,0.0,inf
2006-05-30,19.03,0.0,inf
2006-05-31,19.71,0.0,inf
2006-06-01,20.21,0.0,inf
2006-06-02,20.46,0.0,inf
2006-06-05,19.99,0.0,inf
2006-06-06,19.88,0.0,inf
2006-06-07,19.13,0.0,inf
2006-06-08,19.14,0.0,inf
2006-06-09,18.91,0.0,inf
2006-06-12,18.66,0.0,inf
2006-06-13,18.84,0.0,inf
2006-06-14,18.98,0.0,inf
2006-06-15,19.7,0.0,inf
2006-06-16,19.7,0.0,inf
2006-06-19,19.25,0.0,inf
2006-06-20,19.2,0.0,inf
2006-06-21,19.57,0.0,inf
2006-06-22,19.87,0.0,inf
2006-06-23,19.99,0.0,inf
2006-06-26,19.98,0.0,inf
2006-06-27,20.0,0.0,inf
2006-06-28,20.0,0.0,inf
2006-06-29,20.39,0.0,inf
2006-06-30,20.42,0.0,inf
2006-07-03,20.58,0.0,inf
2006-07-05,20.47,0.0,inf
2006-07-06,20.39,0.0,inf
2006-07-07,20.43,0.0,inf
2006-07-10,20.62,0.0,inf
2006-07-11,20.5,0.0,inf
2006-07-12,20.14,0.0,inf
2006-07-13,19.65,0.0,inf
2006-07-14,19.51,0.0,inf
2006-07-17,19.25,0.0,inf
2006-07-18,19.0,0.0,inf
2006-07-19,19.49,0.0,inf
2006-07-20,19.38,0.0,inf
2006-07-21,18.85,0.0,inf
2006-07-24,19.43,0.0,inf
2006-07-25,19.58,0.0,inf
2006-07-26,19.44,0.0,inf
2006-07-27,18.81,0.0,inf
2006-07-28,19.2,0.0,inf
2006-07-31,19.21,0.0,inf
2006-08-01,17.25,0.0,inf
2006-08-02,17.73,0.0,inf
2006-08-03,17.35,0.0,inf
2006-08-04,17.7,0.0,inf
2006-08-07,17.89,0.0,inf
2006-08-08,18.37,0.0,inf
2006-08-09,18.2,0.0,inf
2006-08-10,18.35,0.0,inf
2006-08-11,18.0,0.0,inf
2006-08-14,17.99,0.0,inf
2006-08-15,18.41,0.0,inf
2006-08-16,18.58,0.0,inf
2006-08-17,19.0,0.0,inf
2006-08-18,19.06,0.0,inf
2006-08-21,18.6,0.0,inf
2006-08-22,18.69,0.0,inf
2006-08-23,18.37,0.0,inf
2006-08-24,18.29,0.0,inf
2006-08-25,18.24,0.0,inf
2006-08-28,18.39,0.0,inf
2006-08-29,18.7,0.0,inf
2006-08-30,18.59,0.0,inf
2006-08-31,18.49,0.0,inf
2006-09-01,18.69,0.0,inf
2006-09-05,18.47,0.0,inf
2006-09-06,17.86,0.0,inf
2006-09-07,17.81,0.0,inf
2006-09-08,18.04,0.0,inf
2006-09-11,18.17,0.0,inf
2006-09-12,18.2,0.0,inf
2006-09-13,17.99,0.0,inf
2006-09-14,17.84,0.0,inf
2006-09-15,17.91,0.0,inf
2006-09-18,18.05,0.0,inf
2006-09-19,17.85,0.0,inf
2006-09-20,18.25,0.0,inf
2006-09-21,18.47,0.0,inf
2006-09-22,18.14,0.0,inf
2006-09-25,18.32,0.0,inf
2006-09-26,18.32,0.0,inf
2006-09-27,18.23,0.0,inf
2006-09-28,18.01,0.0,inf
2006-09-29,17.9,0.0,inf
2006-10-02,17.59,0.0,inf
2006-10-03,17.79,0.0,inf
2006-10-04,17.78,0.0,inf
2006-10-05,18.35,0.0,inf
2006-10-06,18.06,0.0,inf
2006-10-09,18.03,0.0,inf
2006-10-10,17.93,0.0,inf
2006-10-11,17.84,0.0,inf
2006-10-12,17.85,0.0,inf
2006-10-13,18.19,0.0,inf
2006-10-16,18.78,0.0,inf
2006-10-17,18.59,0.0,inf
2006-10-18,18.74,0.0,inf
2006-10-19,19.3,0.0,inf
2006-10-20,19.24,0.0,inf
2006-10-23,19.45,0.0,inf
2006-10-24,19.58,0.0,inf
2006-10-25,19.71,0.0,inf
2006-10-26,20.1,0.0,inf
2006-10-27,19.79,0.0,inf
2006-10-30,19.6,0.0,inf
2006-10-31,20.61,0.0,inf
2006-11-01,20.84,0.0,inf
2006-11-02,21.07,0.0,inf
2006-11-03,20.95,0.0,inf
2006-11-06,21.1,0.0,inf
2006-11-07,20.96,0.0,inf
2006-11-08,20.25,0.0,inf
2006-11-09,20.25,0.0,inf
2006-11-10,20.01,0.0,inf
2006-11-13,20.07,0.0,inf
2006-11-14,19.89,0.0,inf
2006-11-15,20.44,0.0,inf
2006-11-16,20.47,0.0,inf
2006-11-17,20.88,0.0,inf
2006-11-20,21.03,0.0,inf
2006-11-21,21.33,0.0,inf
2006-11-22,21.5,0.0,inf
2006-11-24,21.53,0.0,inf
2006-11-27,21.5,0.0,inf
2006-11-28,21.83,0.0,inf
2006-11-29,21.89,0.0,inf
2006-11-30,22.0,0.0,inf
2006-12-01,21.96,0.0,inf
2006-12-04,21.95,0.0,inf
2006-12-05,22.64,0.0,inf
2006-12-06,22.87,0.0,inf
2006-12-07,23.2,0.0,inf
2006-12-08,22.99,0.0,inf
2006-12-11,22.95,0.0,inf
2006-12-12,22.66,0.0,inf
2006-12-13,23.8,0.0,inf
2006-12-14,25.02,0.0,inf
2006-12-15,25.4,0.0,inf
2006-12-18,25.04,0.0,inf
2006-12-19,25.76,0.0,inf
2006-12-20,25.74,0.0,inf
2006-12-21,25.07,0.0,inf
2006-12-22,25.15,0.0,inf
2006-12-26,25.1,0.0,inf
2006-12-27,25.43,0.0,inf
2006-12-28,25.79,0.0,inf
2006-12-29,25.88,0.0,inf
2007-01-03,25.31,0.0,inf
2007-01-04,25.2,0.0,inf
2007-01-05,25.06,0.0,inf
2007-01-08,24.93,0.0,inf
2007-01-09,24.92,0.0,inf
2007-01-10,24.8,0.0,inf
2007-01-11,24.76,0.0,inf
2007-01-12,25.4,0.0,inf
2007-01-16,25.68,0.0,inf
2007-01-17,25.8,0.0,inf
2007-01-18,25.27,0.0,inf
2007-01-19,25.23,0.0,inf
2007-01-22,25.5,0.0,inf
2007-01-23,25.74,0.0,inf
2007-01-24,26.01,0.0,inf
2007-01-25,25.74,0.0,inf
2007-01-26,25.77,0.0,inf
2007-01-29,26.02,0.0,inf
2007-01-30,26.12,0.0,inf
2007-01-31,26.25,0.0,inf
2007-02-01,26.48,0.0,inf
2007-02-02,26.68,0.0,inf
2007-02-05,26.57,0.0,inf
2007-02-06,27.85,0.0,inf
2007-02-07,27.64,0.0,inf
2007-02-08,28.11,0.0,inf
2007-02-09,28.37,0.0,inf
2007-02-12,28.53,0.0,inf
2007-02-13,28.99,0.0,inf
2007-02-14,28.73,0.0,inf
2007-02-15,29.11,0.0,inf
2007-02-16,29.3,0.0,inf
2007-02-20,29.68,0.0,inf
2007-02-21,29.88,2.51,11.904382470119522
2007-02-22,29.19,2.51,11.629482071713149
2007-02-23,29.63,2.51,11.804780876494025
2007-02-26,29.78,2.51,11.864541832669325
2007-02-27,29.15,2.51,11.613545816733069
2007-02-28,28.58,2.51,11.386454183266933
2007-03-01,28.3,2.51,11.274900398406375
2007-03-02,28.33,2.51,11.286852589641434
2007-03-05,29.33,2.51,11.685258964143427
2007-03-06,30.11,2.51,11.996015936254981
2007-03-07,29.91,2.51,11.916334661354583
2007-03-08,30.18,2.51,12.023904382470121
2007-03-09,30.19,2.51,12.02788844621514
2007-03-12,30.62,2.51,12.199203187250998
2007-03-13,30.47,2.51,12.139442231075698
2007-03-14,30.4,2.51,12.111553784860558
2007-03-15,30.25,2.51,12.05179282868526
2007-03-16,30.12,2.51,12.000000000000002
2007-03-19,30.22,2.51,12.0398406374502
2007-03-20,30.48,2.51,12.143426294820719
2007-03-21,30.87,2.51,12.298804780876495
2007-03-22,31.27,2.51,12.458167330677291
2007-03-23,30.83,2.51,12.282868525896415
2007-03-26,30.8,2.51,12.270916334661356
2007-03-27,30.78,2.51,12.262948207171316
2007-03-28,30.81,2.51,12.274900398406375
2007-03-29,30.46,2.51,12.135458167330679
2007-03-30,30.84,2.51,12.286852589641436
2007-04-02,30.99,2.51,12.346613545816734
2007-04-03,31.67,2.51,12.61752988047809
2007-04-04,31.11,2.51,12.394422310756973
2007-04-05,31.56,2.51,12.57370517928287
2007-04-09,32.04,2.51,12.764940239043826
2007-04-10,31.89,2.51,12.705179282868528
2007-04-11,31.51,2.51,12.553784860557771
2007-04-12,31.95,2.51,12.729083665338646
2007-04-13,32.17,2.51,12.816733067729086
2007-04-16,31.87,2.51,12.697211155378488
2007-04-17,32.4,2.51,12.908366533864543
2007-04-18,33.39,2.51,13.302788844621515
2007-04-19,32.87,2.51,13.095617529880478
2007-04-20,32.77,2.51,13.05577689243028
2007-04-23,32.75,2.51,13.04780876494024
2007-04-24,32.36,2.51,12.892430278884463
2007-04-25,32.53,2.51,12.960159362549803
2007-04-26,32.61,2.51,12.99203187250996
2007-04-27,32.67,2.51,13.015936254980081
2007-04-30,33.17,2.51,13.215139442231077
2007-05-01,33.97,2.51,13.53386454183267
2007-05-02,34.69,2.51,13.820717131474105
2007-05-03,34.68,2.51,13.816733067729086
2007-05-04,34.8,2.51,13.864541832669323
2007-05-07,35.05,2.51,13.964143426294822
2007-05-08,35.14,2.51,14.000000000000002
2007-05-09,35.06,0.89,39.39325842696629
2007-05-10,35.03,0.89,39.359550561797754
2007-05-11,36.02,0.89,40.47191011235955
2007-05-14,36.36,0.89,40.853932584269664
2007-05-15,35.17,0.89,39.51685393258427
2007-05-16,35.41,0.89,39.78651685393258
2007-05-17,35.94,0.89,40.38202247191011
2007-05-18,36.0,0.89,40.449438202247194
2007-05-21,36.02,0.89,40.47191011235955
2007-05-22,35.98,0.89,40.42696629213483
2007-05-23,35.99,0.89,40.438202247191015
2007-05-24,35.63,0.89,40.033707865168545
2007-05-25,36.56,0.89,41.07865168539326
2007-05-29,36.2,0.89,40.67415730337079
2007-05-30,36.47,0.89,40.97752808988764
2007-05-31,36.39,0.89,40.8876404494382
2007-06-01,37.2,0.89,41.79775280898877
2007-06-04,36.96,0.89,41.52808988764045
2007-06-05,37.87,0.89,42.550561797752806
2007-06-06,37.63,0.89,42.2808988764045
2007-06-07,37.17,0.89,41.764044943820224
2007-06-08,37.01,0.89,41.58426966292134
2007-06-11,37.38,0.89,42.0
2007-06-12,37.3,0.89,41.91011235955056
2007-06-13,37.33,0.89,41.9438202247191
2007-06-14,37.44,0.89,42.067415730337075
2007-06-15,37.47,0.89,42.10112359550562
2007-06-18,37.3,0.89,41.91011235955056
2007-06-19,37.0,0.89,41.573033707865164
2007-06-20,36.62,0.89,41.146067415730336
2007-06-21,37.16,0.89,41.75280898876404
2007-06-22,37.89,0.89,42.57303370786517
2007-06-25,38.09,0.89,42.79775280898877
2007-06-26,38.74,0.89,43.52808988764045
2007-06-27,38.64,0.89,43.41573033707865
2007-06-28,38.7,0.89,43.48314606741573
2007-06-29,38.78,0.89,43.57303370786517
2007-07-02,39.39,0.89,44.258426966292134
2007-07-03,39.62,0.89,44.51685393258427
2007-07-05,40.43,0.89,45.42696629213483
2007-07-06,40.96,0.89,46.02247191011236
2007-07-09,40.53,0.89,45.53932584269663
2007-07-10,40.8,0.89,45.84269662921348
2007-07-11,40.66,0.89,45.68539325842696
2007-07-12,41.46,0.89,46.58426966292135
2007-07-13,41.98,0.89,47.168539325842694
2007-07-16,41.92,0.89,47.10112359550562
2007-07-17,41.29,0.89,46.39325842696629
2007-07-18,41.27,0.89,46.37078651685393
2007-07-19,38.3,0.89,43.03370786516854
2007-07-20,37.31,0.89,41.921348314606746
2007-07-23,38.02,0.89,42.71910112359551
2007-07-24,38.53,0.89,43.29213483146067
2007-07-25,39.99,0.89,44.932584269662925
2007-07-26,38.99,0.89,43.80898876404495
2007-07-27,36.34,-0.04,-908.5000000000001
2007-07-30,36.57,-0.04,-914.25
2007-07-31,37.5,-0.04,-937.5
2007-08-01,38.38,-0.04,-959.5
2007-08-02,37.12,-0.04,-927.9999999999999
2007-08-03,37.02,-0.04,-925.5000000000001
2007-08-06,36.07,-0.04,-901.75
2007-08-07,35.21,-0.04,-880.25
2007-08-08,36.5,-0.04,-912.5
2007-08-09,32.78,-0.04,-819.5
2007-08-10,33.52,-0.04,-838.0000000000001
2007-08-13,35.54,-0.04,-888.5
2007-08-14,34.11,-0.04,-852.75
2007-08-15,33.08,-0.04,-826.9999999999999
2007-08-16,32.37,-0.04,-809.2499999999999
2007-08-17,32.62,-0.04,-815.4999999999999
2007-08-20,33.73,-0.04,-843.2499999999999
2007-08-21,33.36,-0.04,-834.0
2007-08-22,34.0,-0.04,-850.0
2007-08-23,33.99,-0.04,-849.75
2007-08-24,35.19,-0.04,-879.7499999999999
2007-08-27,34.99,-0.04,-874.75
2007-08-28,33.8,-0.04,-844.9999999999999
2007-08-29,34.59,-0.04,-864.7500000000001
2007-08-30,34.95,-0.04,-873.75
2007-08-31,35.92,-0.04,-898.0
2007-09-04,36.39,-0.04,-909.75
2007-09-05,35.7,-0.04,-892.5
2007-09-06,36.0,-0.04,-900.0
2007-09-07,35.24,-0.04,-881.0
2007-09-10,35.0,-0.04,-875.0
2007-09-11,35.9,-0.04,-897.5
2007-09-12,35.13,-0.04,-878.25
2007-09-13,35.03,-0.04,-875.75
2007-09-14,35.62,-0.04,-890.4999999999999
2007-09-17,35.7,-0.04,-892.5
2007-09-18,36.81,-0.04,-920.25
2007-09-19,36.73,-0.04,-918.2499999999999
2007-09-20,36.6,-0.04,-915.0
2007-09-21,37.74,-0.04,-943.5
2007-09-24,37.36,-0.04,-934.0
2007-09-25,36.59,-0.04,-914.7500000000001
2007-09-26,38.41,-0.04,-960.2499999999999
2007-09-27,38.71,-0.04,-967.75
2007-09-28,38.98,-0.04,-974.4999999999999
2007-10-01,39.82,-0.04,-995.5
2007-10-02,39.47,-0.04,-986.75
2007-10-03,39.27,-0.04,-981.7500000000001
2007-10-04,39.88,-0.04,-997.0
2007-10-05,39.93,-0.04,-998.25
2007-10-08,39.98,-0.04,-999.4999999999999
2007-10-09,40.76,-0.04,-1018.9999999999999
2007-10-10,40.84,-0.04,-1021.0000000000001
2007-10-11,40.6,-0.04,-1015.0
2007-10-12,40.92,-0.04,-1023.0
2007-10-15,41.08,-0.04,-1027.0
2007-10-16,40.42,-0.04,-1010.5
2007-10-17,40.12,-0.04,-1002.9999999999999
2007-10-18,40.68,-0.04,-1017.0
2007-10-19,38.95,-0.04,-973.75
2007-10-22,39.12,-0.04,-977.9999999999999
2007-10-23,40.12,-0.04,-1002.9999999999999
2007-10-24,41.23,0.78,52.85897435897435
2007-10-25,41.4,0.78,53.07692307692307
2007-10-26,41.85,0.78,53.65384615384615
2007-10-29,41.95,0.78,53.782051282051285
2007-10-30,40.93,0.78,52.47435897435897
2007-10-31,41.96,0.78,53.794871794871796
2007-11-01,41.43,0.78,53.11538461538461
2007-11-02,41.77,0.78,53.55128205128205
2007-11-05,41.34,0.78,53.0
2007-11-06,42.17,0.78,54.06410256410256
2007-11-07,41.69,0.78,53.44871794871794
2007-11-08,41.29,0.78,52.93589743589743
2007-11-09,39.3,0.78,50.38461538461538
2007-11-12,37.72,0.78,48.35897435897436
2007-11-13,38.97,0.78,49.96153846153846
2007-11-14,39.05,0.78,50.06410256410256
