date,AMZN,AMZN_EPS,PE Ratio
2004-08-16,37.95,0.46,82.5
2004-08-17,38.23,0.46,83.1086956521739
2004-08-18,39.36,0.46,85.56521739130434
2004-08-19,38.63,0.46,83.97826086956522
2004-08-20,39.51,0.46,85.89130434782608
2004-08-23,39.45,0.46,85.76086956521739
2004-08-24,39.05,0.46,84.89130434782608
2004-08-25,40.3,0.46,87.6086956521739
2004-08-26,40.19,0.46,87.3695652173913
2004-08-27,39.9,0.46,86.7391304347826
2004-08-30,38.31,0.46,83.28260869565217
2004-08-31,38.14,0.46,82.91304347826086
2004-09-01,38.24,0.46,83.1304347826087
2004-09-02,39.18,0.46,85.17391304347825
2004-09-03,38.74,0.46,84.21739130434783
2004-09-07,38.51,0.46,83.71739130434781
2004-09-08,38.01,0.46,82.63043478260869
2004-09-09,38.07,0.46,82.76086956521739
2004-09-10,38.57,0.46,83.84782608695652
2004-09-13,40.01,0.46,86.9782608695652
2004-09-14,42.67,0.46,92.76086956521739
2004-09-15,42.21,0.46,91.76086956521739
2004-09-16,42.57,0.46,92.54347826086956
2004-09-17,42.96,0.46,93.39130434782608
2004-09-20,43.27,0.46,94.06521739130434
2004-09-21,43.29,0.46,94.1086956521739
2004-09-22,41.38,0.46,89.95652173913044
2004-09-23,41.83,0.46,90.93478260869564
2004-09-24,40.94,0.46,88.99999999999999
2004-09-27,39.93,0.46,86.80434782608695
2004-09-28,39.43,0.46,85.71739130434783
2004-09-29,40.84,0.46,88.78260869565217
2004-09-30,40.86,0.46,88.82608695652173
2004-10-01,40.47,0.46,87.9782608695652
2004-10-04,41.01,0.46,89.15217391304347
2004-10-05,40.96,0.46,89.04347826086956
2004-10-06,41.36,0.46,89.91304347826086
2004-10-07,41.15,0.46,89.45652173913042
2004-10-08,40.0,0.46,86.95652173913044
2004-10-11,40.15,0.46,87.28260869565217
2004-10-12,40.22,0.46,87.43478260869564
2004-10-13,39.98,0.46,86.91304347826086
2004-10-14,39.1,0.46,85.0
2004-10-15,38.55,0.46,83.80434782608695
2004-10-18,39.27,0.46,85.36956521739131
2004-10-19,38.33,0.46,83.32608695652173
2004-10-20,38.35,0.46,83.3695652173913
2004-10-21,39.47,0.46,85.80434782608695
2004-10-22,34.6,0.6,57.66666666666667
2004-10-25,33.97,0.6,56.61666666666667
2004-10-26,33.83,0.6,56.38333333333333
2004-10-27,34.23,0.6,57.05
2004-10-28,34.45,0.6,57.41666666666667
2004-10-29,34.13,0.6,56.88333333333334
2004-11-01,35.1,0.6,58.50000000000001
2004-11-02,36.24,0.6,60.400000000000006
2004-11-03,35.92,0.6,59.866666666666674
2004-11-04,36.91,0.6,61.516666666666666
2004-11-05,36.56,0.6,60.93333333333334
2004-11-08,37.32,0.6,62.2
2004-11-09,37.4,0.6,62.333333333333336
2004-11-10,38.09,0.6,63.48333333333334
2004-11-11,38.83,0.6,64.71666666666667
2004-11-12,40.46,0.6,67.43333333333334
2004-11-15,40.89,0.6,68.15
2004-11-16,40.07,0.6,66.78333333333333
2004-11-17,39.9,0.6,66.5
2004-11-18,40.37,0.6,67.28333333333333
2004-11-19,38.55,0.6,64.25
2004-11-22,38.05,0.6,63.416666666666664
2004-11-23,38.31,0.6,63.85000000000001
2004-11-24,38.75,0.6,64.58333333333334
2004-11-26,39.09,0.6,65.15
2004-11-29,38.94,0.6,64.9
2004-11-30,39.68,0.6,66.13333333333334
2004-12-01,39.98,0.6,66.63333333333333
2004-12-02,40.17,0.6,66.95
2004-12-03,40.09,0.6,66.81666666666668
2004-12-06,39.49,0.6,65.81666666666668
2004-12-07,38.2,0.6,63.66666666666667
2004-12-08,38.72,0.6,64.53333333333333
2004-12-09,39.82,0.6,66.36666666666667
2004-12-10,39.05,0.6,65.08333333333333
2004-12-13,39.83,0.6,66.38333333333334
2004-12-14,40.44,0.6,67.4
2004-12-15,41.0,0.6,68.33333333333334
2004-12-16,40.05,0.6,66.75
2004-12-17,40.01,0.6,66.68333333333334
2004-12-20,38.95,0.6,64.91666666666667
2004-12-21,39.39,0.6,65.65
2004-12-22,39.52,0.6,65.86666666666667
2004-12-23,38.93,0.6,64.88333333333334
2004-12-27,42.25,0.6,70.41666666666667
2004-12-28,44.63,0.6,74.38333333333334
2004-12-29,44.82,0.6,74.7
2004-12-30,44.97,0.6,74.95
2004-12-31,44.29,0.6,73.81666666666666
2005-01-03,44.52,0.6,74.2
2005-01-04,42.14,0.6,70.23333333333333
2005-01-05,41.77,0.6,69.61666666666667
2005-01-06,41.05,0.6,68.41666666666667
2005-01-07,42.32,0.6,70.53333333333333
2005-01-10,41.84,0.6,69.73333333333335
2005-01-11,41.64,0.6,69.4
2005-01-12,42.3,0.6,70.5
2005-01-13,42.6,0.6,71.0
2005-01-14,44.55,0.6,74.25
2005-01-18,44.58,0.6,74.3
2005-01-19,43.96,0.6,73.26666666666667
2005-01-20,42.36,0.6,70.60000000000001
2005-01-21,41.16,0.6,68.6
2005-01-24,40.38,0.6,67.30000000000001
2005-01-25,40.94,0.6,68.23333333333333
2005-01-26,41.34,0.6,68.9
2005-01-27,42.31,0.6,70.51666666666668
2005-01-28,42.22,0.6,70.36666666666667
2005-01-31,43.22,0.6,72.03333333333333
2005-02-01,42.48,0.6,70.8
2005-02-02,41.88,0.6,69.80000000000001
2005-02-03,35.75,0.6,59.583333333333336
2005-02-04,35.72,0.6,59.53333333333333
2005-02-07,35.69,0.6,59.483333333333334
2005-02-08,36.3,0.6,60.5
2005-02-09,35.89,0.6,59.81666666666667
2005-02-10,35.78,0.6,59.63333333333334
2005-02-11,35.78,0.6,59.63333333333334
2005-02-14,36.03,0.6,60.050000000000004
2005-02-15,36.14,0.6,60.233333333333334
2005-02-16,35.66,0.6,59.43333333333333
2005-02-17,35.69,0.6,59.483333333333334
2005-02-18,35.31,0.6,58.85000000000001
2005-02-22,34.72,0.6,57.86666666666667
2005-02-23,34.14,0.6,56.900000000000006
2005-02-24,34.69,0.6,57.81666666666666
2005-02-25,34.99,0.6,58.31666666666667
2005-02-28,35.18,0.6,58.63333333333333
2005-03-01,35.39,0.6,58.983333333333334
2005-03-02,35.5,0.6,59.16666666666667
2005-03-03,35.65,0.6,59.416666666666664
2005-03-04,35.85,0.6,59.75000000000001
2005-03-07,36.32,0.6,60.53333333333334
2005-03-08,35.83,0.6,59.71666666666667
2005-03-09,35.4,0.6,59.0
2005-03-10,34.91,0.6,58.18333333333333
2005-03-11,34.75,1.45,23.96551724137931
2005-03-14,34.6,1.45,23.862068965517242
2005-03-15,34.18,1.45,23.57241379310345
2005-03-16,33.87,1.45,23.358620689655172
2005-03-17,33.97,1.45,23.427586206896553
2005-03-18,34.16,1.45,23.55862068965517
2005-03-21,33.67,1.45,23.220689655172414
2005-03-22,33.15,1.45,22.862068965517242
2005-03-23,33.18,1.45,22.882758620689657
2005-03-24,32.88,1.45,22.675862068965518
2005-03-28,33.39,1.45,23.027586206896554
2005-03-29,33.43,1.45,23.055172413793105
2005-03-30,34.32,1.45,23.66896551724138
2005-03-31,34.27,1.45,23.634482758620692
2005-04-01,34.01,1.45,23.455172413793104
2005-04-04,35.0,1.45,24.137931034482758
2005-04-05,35.28,1.45,24.33103448275862
2005-04-06,34.82,1.45,24.013793103448275
2005-04-07,34.9,1.45,24.06896551724138
2005-04-08,34.6,1.45,23.862068965517242
2005-04-11,34.6,1.45,23.862068965517242
2005-04-12,34.63,1.45,23.882758620689657
2005-04-13,34.3,1.45,23.655172413793103
2005-04-14,33.97,1.45,23.427586206896553
2005-04-15,33.02,1.45,22.77241379310345
2005-04-18,33.0,1.45,22.758620689655174
2005-04-19,32.78,1.45,22.60689655172414
2005-04-20,33.25,1.45,22.931034482758623
2005-04-21,33.73,1.45,23.26206896551724
2005-04-22,33.04,1.45,22.786206896551725
2005-04-25,33.53,1.45,23.124137931034483
2005-04-26,32.71,1.45,22.558620689655175
2005-04-27,31.72,1.45,21.875862068965517
2005-04-28,32.52,0.13,250.15384615384616
2005-04-29,32.36,0.13,248.9230769230769
2005-05-02,33.1,0.13,254.6153846153846
2005-05-03,33.21,0.13,255.46153846153845
2005-05-04,33.96,0.13,261.2307692307692
2005-05-05,33.96,0.13,261.2307692307692
2005-05-06,34.52,0.13,265.53846153846155
2005-05-09,34.64,0.13,266.46153846153845
2005-05-10,34.23,0.13,263.30769230769226
2005-05-11,33.82,0.13,260.15384615384613
2005-05-12,33.85,0.13,260.38461538461536
2005-05-13,33.9,0.13,260.7692307692308
2005-05-16,34.54,0.13,265.6923076923077
2005-05-17,34.73,0.13,267.15384615384613
2005-05-18,35.33,0.13,271.7692307692308
2005-05-19,35.59,0.13,273.7692307692308
2005-05-20,35.5,0.13,273.0769230769231
2005-05-23,35.68,0.13,274.46153846153845
2005-05-24,35.54,0.13,273.38461538461536
2005-05-25,35.25,0.13,271.15384615384613
2005-05-26,35.45,0.13,272.6923076923077
2005-05-27,35.5,0.13,273.0769230769231
2005-05-31,35.51,0.13,273.15384615384613
2005-06-01,36.5,0.13,280.7692307692308
2005-06-02,36.41,0.13,280.07692307692304
2005-06-03,35.59,0.13,273.7692307692308
2005-06-06,35.77,0.13,275.1538461538462
2005-06-07,35.35,0.13,271.9230769230769
2005-06-08,34.83,0.13,267.9230769230769
2005-06-09,35.2,0.13,270.7692307692308
2005-06-10,34.95,0.13,268.84615384615387
2005-06-13,34.87,0.13,268.2307692307692
2005-06-14,35.04,0.13,269.53846153846155
2005-06-15,35.24,0.13,271.0769230769231
2005-06-16,35.58,0.13,273.6923076923077
2005-06-17,35.31,0.13,271.61538461538464
2005-06-20,35.69,0.13,274.5384615384615
2005-06-21,35.38,0.13,272.1538461538462
2005-06-22,35.22,0.13,270.9230769230769
2005-06-23,35.43,0.13,272.53846153846155
2005-06-24,35.02,0.13,269.3846153846154
2005-06-27,34.5,0.13,265.38461538461536
2005-06-28,33.71,0.13,259.3076923076923
2005-06-29,33.35,0.13,256.53846153846155
2005-06-30,33.09,0.13,254.53846153846155
2005-07-01,32.91,0.13,253.15384615384613
2005-07-05,34.08,0.13,262.15384615384613
2005-07-06,34.06,0.13,262.0
2005-07-07,33.96,0.13,261.2307692307692
2005-07-08,34.74,0.13,267.2307692307692
2005-07-11,35.59,0.13,273.7692307692308
2005-07-12,36.31,0.13,279.3076923076923
2005-07-13,36.51,0.13,280.8461538461538
2005-07-14,37.19,0.13,286.07692307692304
2005-07-15,37.15,0.13,285.7692307692308
2005-07-18,37.19,0.13,286.07692307692304
2005-07-19,38.17,0.13,293.61538461538464
2005-07-20,38.17,0.13,293.61538461538464
2005-07-21,37.95,0.13,291.92307692307696
2005-07-22,37.95,0.13,291.92307692307696
2005-07-25,37.95,0.13,291.92307692307696
2005-07-26,37.74,0.13,290.3076923076923
2005-07-27,43.65,0.13,335.7692307692308
2005-07-28,45.68,0.25,182.72
2005-07-29,45.15,0.25,180.6
2005-08-01,44.93,0.25,179.72
2005-08-02,46.51,0.25,186.04
2005-08-03,46.11,0.25,184.44
2005-08-04,45.46,0.25,181.84
2005-08-05,45.27,0.25,181.08
2005-08-08,45.66,0.25,182.64
2005-08-09,45.93,0.25,183.72
2005-08-10,44.76,0.25,179.04
2005-08-11,45.21,0.25,180.84
2005-08-12,44.2,0.25,176.8
2005-08-15,45.04,0.25,180.16
2005-08-16,44.27,0.25,177.08
2005-08-17,44.12,0.25,176.48
2005-08-18,43.73,0.25,174.92
2005-08-19,43.72,0.25,174.88
2005-08-22,43.77,0.25,175.08
2005-08-23,43.42,0.25,173.68
2005-08-24,42.37,0.25,169.48
2005-08-25,42.31,0.25,169.24
2005-08-26,42.37,0.25,169.48
2005-08-29,42.79,0.25,171.16
2005-08-30,42.49,0.25,169.96
2005-08-31,42.7,0.25,170.8
2005-09-01,41.84,0.25,167.36
2005-09-02,41.51,0.25,166.04
2005-09-06,43.62,0.25,174.48
2005-09-07,43.73,0.25,174.92
2005-09-08,42.96,0.25,171.84
2005-09-09,42.95,0.25,171.8
2005-09-12,44.5,0.25,178.0
2005-09-13,43.93,0.25,175.72
2005-09-14,43.1,0.25,172.4
2005-09-15,42.71,0.25,170.84
2005-09-16,42.8,0.25,171.2
2005-09-19,42.75,0.25,171.0
2005-09-20,41.87,0.25,167.48
2005-09-21,41.25,0.25,165.0
2005-09-22,42.08,0.25,168.32
2005-09-23,42.19,0.25,168.76
2005-09-26,43.34,0.25,173.36
2005-09-27,43.16,0.25,172.64
2005-09-28,43.37,0.25,173.48
2005-09-29,44.79,0.25,179.16
2005-09-30,45.3,0.25,181.2
2005-10-03,46.01,0.25,184.04
2005-10-04,44.93,0.25,179.72
2005-10-05,44.49,0.25,177.96
2005-10-06,44.01,0.25,176.04
2005-10-07,43.72,0.25,174.88
2005-10-10,43.76,0.25,175.04
2005-10-11,43.4,0.25,173.6
2005-10-12,42.55,0.25,170.2
2005-10-13,42.62,0.25,170.48
2005-10-14,43.79,0.25,175.16
2005-10-17,45.02,0.25,180.08
2005-10-18,44.65,0.25,178.6
2005-10-19,45.86,0.25,183.44
2005-10-20,45.01,0.25,180.04
2005-10-21,45.95,0.25,183.8
2005-10-24,46.93,0.25,187.72
2005-10-25,46.17,0.25,184.68
2005-10-26,39.75,0.25,159.0
2005-10-27,39.06,0.33,118.36363636363636
2005-10-28,38.95,0.33,118.03030303030303
2005-10-31,39.86,0.33,120.78787878787878
2005-11-01,40.37,0.33,122.33333333333331
2005-11-02,40.75,0.33,123.48484848484848
2005-11-03,41.56,0.33,125.93939393939394
2005-11-04,41.09,0.33,124.51515151515152
2005-11-07,41.39,0.33,125.42424242424242
2005-11-08,41.95,0.33,127.12121212121212
2005-11-09,41.4,0.33,125.45454545454544
2005-11-10,42.18,0.33,127.81818181818181
2005-11-11,42.68,0.33,129.33333333333331
2005-11-14,42.53,0.33,128.87878787878788
2005-11-15,44.45,0.33,134.6969696969697
2005-11-16,45.3,0.33,137.27272727272725
2005-11-17,46.74,0.33,141.63636363636363
2005-11-18,47.98,0.33,145.39393939393938
2005-11-21,47.99,0.33,145.42424242424244
2005-11-22,48.85,0.33,148.03030303030303
2005-11-23,48.24,0.33,146.1818181818182
2005-11-25,48.06,0.33,145.63636363636363
2005-11-28,48.35,0.33,146.5151515151515
2005-11-29,48.55,0.33,147.1212121212121
2005-11-30,48.46,0.33,146.84848484848484
2005-12-01,49.0,0.33,148.48484848484847
2005-12-02,49.06,0.33,148.66666666666666
2005-12-05,48.83,0.33,147.96969696969697
2005-12-06,49.26,0.33,149.27272727272725
2005-12-07,48.83,0.33,147.96969696969697
2005-12-08,48.35,0.33,146.5151515151515
2005-12-09,48.74,0.33,147.6969696969697
2005-12-12,49.07,0.33,148.6969696969697
2005-12-13,49.5,0.33,150.0
2005-12-14,49.41,0.33,149.72727272727272
2005-12-15,49.48,0.33,149.9393939393939
2005-12-16,49.21,0.33,149.12121212121212
2005-12-19,48.37,0.33,146.57575757575756
2005-12-20,48.14,0.33,145.87878787878788
2005-12-21,48.97,0.33,148.39393939393938
2005-12-22,49.22,0.33,149.15151515151513
2005-12-23,49.22,0.33,149.15151515151513
2005-12-27,48.56,0.33,147.15151515151516
2005-12-28,48.06,0.33,145.63636363636363
2005-12-29,47.99,0.33,145.42424242424244
2005-12-30,47.15,0.33,142.87878787878788
2006-01-03,47.58,0.33,144.18181818181816
2006-01-04,47.25,0.33,143.1818181818182
2006-01-05,47.65,0.33,144.39393939393938
2006-01-06,47.87,0.33,145.06060606060603
2006-01-09,47.08,0.33,142.66666666666666
2006-01-10,45.65,0.33,138.33333333333331
2006-01-11,44.93,0.33,136.15151515151516
2006-01-12,44.36,0.33,134.4242424242424
2006-01-13,44.4,0.33,134.54545454545453
2006-01-17,44.0,0.33,133.33333333333331
2006-01-18,44.32,0.33,134.3030303030303
2006-01-19,44.45,0.33,134.6969696969697
2006-01-20,43.92,0.33,133.0909090909091
2006-01-23,43.73,0.33,132.5151515151515
2006-01-24,44.02,0.33,133.3939393939394
2006-01-25,43.6,0.33,132.12121212121212
2006-01-26,44.68,0.33,135.39393939393938
2006-01-27,45.22,0.33,137.03030303030303
2006-01-30,44.96,0.33,136.24242424242425
2006-01-31,44.82,0.33,135.8181818181818
2006-02-01,43.98,0.33,133.27272727272725
2006-02-02,42.74,0.33,129.5151515151515
2006-02-03,38.33,0.33,116.15151515151514
2006-02-06,37.95,0.33,115.0
2006-02-07,37.52,0.33,113.6969696969697
2006-02-08,38.17,0.33,115.66666666666667
2006-02-09,37.99,0.33,115.12121212121212
2006-02-10,38.52,0.33,116.72727272727273
2006-02-13,37.86,0.33,114.72727272727272
2006-02-14,38.25,0.33,115.9090909090909
2006-02-15,39.26,0.33,118.96969696969695
2006-02-16,39.15,0.33,118.63636363636363
2006-02-17,39.19,0.81,48.38271604938271
2006-02-21,38.29,0.81,47.2716049382716
2006-02-22,38.72,0.81,47.80246913580246
2006-02-23,37.9,0.81,46.79012345679012
2006-02-24,38.35,0.81,47.34567901234568
2006-02-27,38.01,0.81,46.925925925925924
2006-02-28,37.44,0.81,46.222222222222214
2006-03-01,37.12,0.81,45.82716049382715
2006-03-02,36.88,0.81,45.53086419753087
2006-03-03,37.21,0.81,45.93827160493827
2006-03-06,36.86,0.81,45.50617283950617
2006-03-07,36.93,0.81,45.59259259259259
2006-03-08,36.81,0.81,45.44444444444444
2006-03-09,36.12,0.81,44.59259259259259
2006-03-10,36.22,0.81,44.716049382716044
2006-03-13,36.19,0.81,44.679012345679006
2006-03-14,36.91,0.81,45.56790123456789
2006-03-15,36.89,0.81,45.54320987654321
2006-03-16,36.77,0.81,45.39506172839506
2006-03-17,35.99,0.81,44.4320987654321
2006-03-20,36.23,0.81,44.728395061728385
2006-03-21,35.92,0.81,44.34567901234568
2006-03-22,36.0,0.81,44.44444444444444
2006-03-23,35.68,0.81,44.04938271604938
2006-03-24,35.47,0.81,43.79012345679012
2006-03-27,35.25,0.81,43.51851851851852
2006-03-28,35.69,0.81,44.06172839506172
2006-03-29,36.32,0.81,44.839506172839506
2006-03-30,36.67,0.81,45.2716049382716
2006-03-31,36.53,0.81,45.098765432098766
2006-04-03,36.14,0.81,44.617283950617285
2006-04-04,36.77,0.81,45.39506172839506
2006-04-05,37.34,0.81,46.098765432098766
2006-04-06,38.51,0.81,47.5432098765432
2006-04-07,37.09,0.81,45.79012345679013
2006-04-10,36.61,0.81,45.197530864197525
2006-04-11,36.06,0.81,44.51851851851852
2006-04-12,36.13,0.81,44.60493827160494
2006-04-13,36.62,0.81,45.20987654320987
2006-04-17,35.27,0.81,43.54320987654321
2006-04-18,36.28,0.81,44.79012345679012
2006-04-19,36.89,0.81,45.54320987654321
2006-04-20,36.34,0.81,44.864197530864196
2006-04-21,36.03,0.81,44.48148148148148
2006-04-24,35.79,0.81,44.18518518518518
2006-04-25,35.55,0.81,43.888888888888886
2006-04-26,35.79,0.81,44.18518518518518
2006-04-27,35.74,0.12,297.83333333333337
2006-04-28,35.21,0.12,293.4166666666667
2006-05-01,34.59,0.12,288.25000000000006
2006-05-02,34.38,0.12,286.50000000000006
2006-05-03,33.96,0.12,283.0
2006-05-04,34.47,0.12,287.25
2006-05-05,35.04,0.12,292.0
2006-05-08,34.69,0.12,289.0833333333333
2006-05-09,34.84,0.12,290.33333333333337
2006-05-10,34.16,0.12,284.66666666666663
2006-05-11,33.53,0.12,279.4166666666667
2006-05-12,32.73,0.12,272.75
2006-05-15,32.78,0.12,273.1666666666667
2006-05-16,32.76,0.12,273.0
2006-05-17,31.61,0.12,263.4166666666667
2006-05-18,32.61,0.12,271.75
2006-05-19,33.94,0.12,282.8333333333333
2006-05-22,34.83,0.12,290.25
2006-05-23,33.76,0.12,281.3333333333333
2006-05-24,35.19,0.12,293.25
2006-05-25,35.63,0.12,296.9166666666667
2006-05-26,36.07,0.12,300.58333333333337
2006-05-30,34.64,0.12,288.6666666666667
2006-05-31,34.61,0.12,288.4166666666667
2006-06-01,35.07,0.12,292.25
2006-06-02,34.76,0.12,289.6666666666667
2006-06-05,33.49,0.12,279.08333333333337
2006-06-06,33.41,0.12,278.41666666666663
2006-06-07,33.77,0.12,281.4166666666667
2006-06-08,33.55,0.12,279.5833333333333
2006-06-09,33.78,0.12,281.5
2006-06-12,33.6,0.12,280.0
2006-06-13,33.47,0.12,278.9166666666667
2006-06-14,33.68,0.12,280.6666666666667
2006-06-15,34.96,0.12,291.33333333333337
2006-06-16,35.09,0.12,292.4166666666667
2006-06-19,35.07,0.12,292.25
2006-06-20,35.48,0.12,295.66666666666663
2006-06-21,36.65,0.12,305.4166666666667
2006-06-22,36.37,0.12,303.0833333333333
2006-06-23,36.55,0.12,304.5833333333333
2006-06-26,36.77,0.12,306.4166666666667
2006-06-27,36.48,0.12,304.0
2006-06-28,36.7,0.12,305.83333333333337
2006-06-29,38.52,0.12,321.00000000000006
2006-06-30,38.68,0.12,322.33333333333337
2006-07-03,38.61,0.12,321.75
2006-07-05,37.11,0.12,309.25
2006-07-06,36.8,0.12,306.66666666666663
2006-07-07,36.11,0.12,300.9166666666667
2006-07-10,35.79,0.12,298.25
2006-07-11,35.66,0.12,297.16666666666663
2006-07-12,34.63,0.12,288.58333333333337
2006-07-13,33.73,0.12,281.0833333333333
2006-07-14,32.92,0.12,274.33333333333337
2006-07-17,33.67,0.12,280.58333333333337
2006-07-18,33.49,0.12,279.08333333333337
2006-07-19,34.48,0.12,287.3333333333333
2006-07-20,34.18,0.12,284.8333333333333
2006-07-21,33.19,0.12,276.5833333333333
2006-07-24,34.31,0.12,285.9166666666667
2006-07-25,33.59,0.12,279.9166666666667
2006-07-26,26.26,0.12,218.83333333333334
2006-07-27,26.56,0.18,147.55555555555554
2006-07-28,27.17,0.18,150.94444444444446
2006-07-31,26.89,0.18,149.38888888888889
2006-08-01,26.32,0.18,146.22222222222223
2006-08-02,26.09,0.18,144.94444444444446
2006-08-03,26.69,0.18,148.2777777777778
2006-08-04,27.29,0.18,151.61111111111111
2006-08-07,26.78,0.18,148.7777777777778
2006-08-08,26.36,0.18,146.44444444444446
2006-08-09,26.21,0.18,145.61111111111111
2006-08-10,26.49,0.18,147.16666666666666
2006-08-11,26.07,0.18,144.83333333333334
2006-08-14,26.53,0.18,147.3888888888889
2006-08-15,27.77,0.18,154.27777777777777
2006-08-16,27.95,0.18,155.27777777777777
2006-08-17,29.09,0.18,161.61111111111111
2006-08-18,29.12,0.18,161.7777777777778
2006-08-21,28.13,0.18,156.27777777777777
2006-08-22,28.37,0.18,157.61111111111111
2006-08-23,28.14,0.18,156.33333333333334
2006-08-24,27.97,0.18,155.38888888888889
2006-08-25,28.03,0.18,155.72222222222223
2006-08-28,28.91,0.18,160.61111111111111
2006-08-29,29.52,0.18,164.0
2006-08-30,30.67,0.18,170.3888888888889
2006-08-31,30.83,0.18,171.27777777777777
2006-09-01,31.76,0.18,176.44444444444446
2006-09-05,32.23,0.18,179.05555555555554
2006-09-06,30.8,0.18,171.11111111111111
2006-09-07,29.73,0.18,165.16666666666669
2006-09-08,30.51,0.18,169.50000000000003
2006-09-11,30.79,0.18,171.05555555555557
2006-09-12,31.72,0.18,176.22222222222223
2006-09-13,31.67,0.18,175.94444444444446
2006-09-14,31.65,0.18,175.83333333333334
2006-09-15,32.52,0.18,180.66666666666669
2006-09-18,32.08,0.18,178.22222222222223
2006-09-19,31.58,0.18,175.44444444444443
2006-09-20,32.12,0.18,178.44444444444443
2006-09-21,30.22,0.18,167.88888888888889
2006-09-22,30.84,0.18,171.33333333333334
2006-09-25,31.79,0.18,176.61111111111111
2006-09-26,32.5,0.18,180.55555555555557
2006-09-27,32.33,0.18,179.61111111111111
2006-09-28,31.84,0.18,176.88888888888889
2006-09-29,32.12,0.18,178.44444444444443
2006-10-02,30.87,0.18,171.5
2006-10-03,31.7,0.18,176.11111111111111
2006-10-04,32.76,0.18,182.0
2006-10-05,33.32,0.18,185.11111111111111
2006-10-06,32.59,0.18,181.05555555555557
2006-10-09,33.38,0.18,185.44444444444446
2006-10-10,32.62,0.18,181.22222222222223
2006-10-11,32.91,0.18,182.83333333333331
2006-10-12,33.55,0.18,186.38888888888889
2006-10-13,33.32,0.18,185.11111111111111
2006-10-16,32.6,0.18,181.11111111111111
2006-10-17,32.47,0.18,180.38888888888889
2006-10-18,32.31,0.18,179.50000000000003
2006-10-19,32.54,0.18,180.77777777777777
2006-10-20,32.57,0.18,180.94444444444446
2006-10-23,32.88,0.18,182.66666666666669
2006-10-24,33.63,0.18,186.83333333333334
2006-10-25,37.68,0.18,209.33333333333334
2006-10-26,38.3,0.22,174.09090909090907
2006-10-27,38.24,0.22,173.8181818181818
2006-10-30,38.15,0.22,173.4090909090909
2006-10-31,38.09,0.22,173.13636363636365
2006-11-01,37.56,0.22,170.72727272727275
2006-11-02,37.45,0.22,170.22727272727275
2006-11-03,37.46,0.22,170.27272727272728
2006-11-06,38.21,0.22,173.6818181818182
2006-11-07,38.77,0.22,176.22727272727275
2006-11-08,39.47,0.22,179.4090909090909
2006-11-09,38.84,0.22,176.54545454545456
2006-11-10,39.26,0.22,178.45454545454544
2006-11-13,39.99,0.22,181.77272727272728
2006-11-14,41.51,0.22,188.68181818181816
2006-11-15,42.6,0.22,193.63636363636365
2006-11-16,42.84,0.22,194.72727272727275
2006-11-17,42.55,0.22,193.4090909090909
2006-11-20,42.44,0.22,192.9090909090909
2006-11-21,42.54,0.22,193.36363636363635
2006-11-22,42.96,0.22,195.27272727272728
2006-11-24,42.41,0.22,192.77272727272725
2006-11-27,40.85,0.22,185.6818181818182
2006-11-28,40.92,0.22,186.0
2006-11-29,40.63,0.22,184.6818181818182
2006-11-30,40.34,0.22,183.36363636363637
2006-12-01,39.41,0.22,179.13636363636363
2006-12-04,39.1,0.22,177.72727272727272
2006-12-05,38.98,0.22,177.18181818181816
2006-12-06,38.9,0.22,176.8181818181818
2006-12-07,38.12,0.22,173.27272727272725
2006-12-08,38.46,0.22,174.8181818181818
2006-12-11,38.69,0.22,175.86363636363635
2006-12-12,38.46,0.22,174.8181818181818
2006-12-13,38.5,0.22,175.0
2006-12-14,39.02,0.22,177.36363636363637
2006-12-15,40.01,0.22,181.86363636363635
2006-12-18,39.26,0.22,178.45454545454544
2006-12-19,39.42,0.22,179.1818181818182
2006-12-20,40.01,0.22,181.86363636363635
2006-12-21,39.89,0.22,181.3181818181818
2006-12-22,40.24,0.22,182.9090909090909
2006-12-26,39.8,0.22,180.9090909090909
2006-12-27,40.29,0.22,183.13636363636363
2006-12-28,40.21,0.22,182.77272727272728
2006-12-29,39.46,0.22,179.36363636363637
2007-01-03,38.7,0.22,175.90909090909093
2007-01-04,38.9,0.22,176.8181818181818
2007-01-05,38.37,0.22,174.4090909090909
2007-01-08,37.5,0.22,170.45454545454547
2007-01-09,37.78,0.22,171.72727272727272
2007-01-10,37.15,0.22,168.86363636363635
2007-01-11,37.4,0.22,170.0
2007-01-12,38.2,0.22,173.63636363636365
2007-01-16,38.66,0.22,175.72727272727272
2007-01-17,37.88,0.22,172.1818181818182
2007-01-18,36.98,0.22,168.09090909090907
2007-01-19,37.02,0.22,168.27272727272728
2007-01-22,36.95,0.22,167.95454545454547
2007-01-23,36.43,0.22,165.5909090909091
2007-01-24,37.26,0.22,169.36363636363635
2007-01-25,37.08,0.22,168.54545454545453
2007-01-26,36.85,0.22,167.5
2007-01-29,37.43,0.22,170.13636363636363
2007-01-30,37.05,0.22,168.4090909090909
2007-01-31,37.67,0.22,171.22727272727275
2007-02-01,38.7,0.22,175.90909090909093
2007-02-02,37.39,0.22,169.95454545454547
2007-02-05,37.16,0.22,168.9090909090909
2007-02-06,38.27,0.22,173.95454545454547
2007-02-07,38.98,0.22,177.18181818181816
2007-02-08,39.1,0.22,177.72727272727272
2007-02-09,38.72,0.22,176.0
2007-02-12,38.85,0.22,176.5909090909091
