date,TFX,TFX_EPS,PE Ratio
,,0.22,
1980-03-17,1.53,0.22,6.954545454545455
1980-03-18,1.53,0.22,6.954545454545455
1980-03-19,1.53,0.22,6.954545454545455
1980-03-20,1.53,0.22,6.954545454545455
1980-03-21,1.28,0.22,5.818181818181818
1980-03-24,1.22,0.22,5.545454545454545
1980-03-25,1.17,0.22,5.3181818181818175
1980-03-26,1.15,0.22,5.227272727272727
1980-03-27,1.11,0.22,5.045454545454546
1980-03-28,1.23,0.22,5.590909090909091
1980-03-31,1.37,0.22,6.2272727272727275
1980-04-01,1.4,0.22,6.363636363636363
1980-04-02,1.42,0.22,6.454545454545454
1980-04-03,1.4,0.22,6.363636363636363
1980-04-07,1.32,0.22,6.0
1980-04-08,1.36,0.22,6.1818181818181825
1980-04-09,1.38,0.22,6.2727272727272725
1980-04-10,1.38,0.22,6.2727272727272725
1980-04-11,1.35,0.22,6.136363636363637
1980-04-14,1.33,0.22,6.045454545454546
1980-04-15,1.32,0.22,6.0
1980-04-16,1.3,0.22,5.909090909090909
1980-04-17,1.26,0.22,5.7272727272727275
1980-04-18,1.24,0.22,5.636363636363637
1980-04-21,1.17,0.22,5.3181818181818175
1980-04-22,1.28,0.22,5.818181818181818
1980-04-23,1.25,0.22,5.681818181818182
1980-04-24,1.31,0.22,5.954545454545455
1980-04-25,1.28,0.22,5.818181818181818
1980-04-28,1.31,0.22,5.954545454545455
1980-04-29,1.35,0.22,6.136363636363637
1980-04-30,1.36,0.22,6.1818181818181825
1980-05-01,1.34,0.22,6.090909090909091
1980-05-02,1.33,0.22,6.045454545454546
1980-05-05,1.3,0.22,5.909090909090909
1980-05-06,1.28,0.22,5.818181818181818
1980-05-07,1.28,0.22,5.818181818181818
1980-05-08,1.24,0.22,5.636363636363637
1980-05-09,1.24,0.22,5.636363636363637
1980-05-12,1.22,0.22,5.545454545454545
1980-05-13,1.24,0.22,5.636363636363637
1980-05-14,1.26,0.22,5.7272727272727275
1980-05-15,1.24,0.22,5.636363636363637
1980-05-16,1.24,0.22,5.636363636363637
1980-05-19,1.2,0.22,5.454545454545454
1980-05-20,1.22,0.22,5.545454545454545
1980-05-21,1.23,0.22,5.590909090909091
1980-05-22,1.28,0.22,5.818181818181818
1980-05-23,1.28,0.22,5.818181818181818
1980-05-27,1.36,0.22,6.1818181818181825
1980-05-28,1.46,0.22,6.636363636363636
1980-05-29,1.43,0.22,6.5
1980-05-30,1.42,0.22,6.454545454545454
1980-06-02,1.38,0.22,6.2727272727272725
1980-06-03,1.37,0.22,6.2272727272727275
1980-06-04,1.39,0.22,6.3181818181818175
1980-06-05,1.4,0.22,6.363636363636363
1980-06-06,1.42,0.22,6.454545454545454
1980-06-09,1.4,0.22,6.363636363636363
1980-06-10,1.4,0.22,6.363636363636363
1980-06-11,1.41,0.22,6.409090909090908
1980-06-12,1.41,0.22,6.409090909090908
1980-06-13,1.42,0.22,6.454545454545454
1980-06-16,1.43,0.22,6.5
1980-06-17,1.4,0.22,6.363636363636363
1980-06-18,1.38,0.22,6.2727272727272725
1980-06-19,1.38,0.22,6.2727272727272725
1980-06-20,1.35,0.22,6.136363636363637
1980-06-23,1.35,0.22,6.136363636363637
1980-06-24,1.35,0.22,6.136363636363637
1980-06-25,1.38,0.22,6.2727272727272725
1980-06-26,1.35,0.22,6.136363636363637
1980-06-27,1.38,0.22,6.2727272727272725
1980-06-30,1.37,0.22,6.2272727272727275
1980-07-01,1.38,0.22,6.2727272727272725
1980-07-02,1.36,0.22,6.1818181818181825
1980-07-03,1.4,0.22,6.363636363636363
1980-07-07,1.41,0.22,6.409090909090908
1980-07-08,1.4,0.22,6.363636363636363
1980-07-09,1.39,0.22,6.3181818181818175
1980-07-10,1.36,0.22,6.1818181818181825
1980-07-11,1.37,0.22,6.2272727272727275
1980-07-14,1.49,0.22,6.7727272727272725
1980-07-15,1.58,0.22,7.1818181818181825
1980-07-16,1.61,0.22,7.318181818181818
1980-07-17,1.63,0.22,7.409090909090908
1980-07-18,1.59,0.22,7.2272727272727275
1980-07-21,1.64,0.22,7.454545454545454
1980-07-22,1.65,0.22,7.5
1980-07-23,1.67,0.22,7.590909090909091
1980-07-24,1.68,0.22,7.636363636363636
1980-07-25,1.67,0.22,7.590909090909091
1980-07-28,1.67,0.22,7.590909090909091
1980-07-29,1.78,0.22,8.090909090909092
1980-07-30,1.89,0.22,8.59090909090909
1980-07-31,1.84,0.22,8.363636363636363
1980-08-01,1.88,0.22,8.545454545454545
1980-08-04,1.83,0.22,8.318181818181818
1980-08-05,1.8,0.22,8.181818181818182
1980-08-06,1.83,0.22,8.318181818181818
1980-08-07,1.9,0.22,8.636363636363637
1980-08-08,1.94,0.22,8.818181818181818
1980-08-11,1.97,0.22,8.954545454545455
1980-08-12,1.91,0.22,8.681818181818182
1980-08-13,1.91,0.22,8.681818181818182
1980-08-14,1.9,0.22,8.636363636363637
1980-08-15,1.86,0.22,8.454545454545455
1980-08-18,1.83,0.22,8.318181818181818
1980-08-19,1.79,0.22,8.136363636363637
1980-08-20,1.81,0.22,8.227272727272727
1980-08-21,1.91,0.22,8.681818181818182
1980-08-22,1.99,0.22,9.045454545454545
1980-08-25,1.97,0.22,8.954545454545455
1980-08-26,1.94,0.22,8.818181818181818
1980-08-27,1.94,0.22,8.818181818181818
1980-08-28,1.9,0.22,8.636363636363637
1980-08-29,1.91,0.22,8.681818181818182
1980-09-02,1.9,0.22,8.636363636363637
1980-09-03,1.93,0.22,8.772727272727272
1980-09-04,1.91,0.22,8.681818181818182
1980-09-05,1.91,0.22,8.681818181818182
1980-09-08,1.89,0.22,8.59090909090909
1980-09-09,1.91,0.22,8.681818181818182
1980-09-10,1.94,0.22,8.818181818181818
1980-09-11,1.96,0.22,8.909090909090908
1980-09-12,2.06,0.22,9.363636363636363
1980-09-15,2.07,0.22,9.409090909090908
1980-09-16,2.22,0.22,10.090909090909092
1980-09-17,2.42,0.22,11.0
1980-09-18,2.38,0.22,10.818181818181818
1980-09-19,2.38,0.22,10.818181818181818
1980-09-22,2.38,0.22,10.818181818181818
1980-09-23,2.31,0.22,10.5
1980-09-24,2.17,0.22,9.863636363636363
1980-09-25,2.19,0.22,9.954545454545455
1980-09-26,2.1,0.22,9.545454545454545
1980-09-29,2.03,0.22,9.227272727272727
1980-09-30,2.17,0.22,9.863636363636363
1980-10-01,2.19,0.22,9.954545454545455
1980-10-02,2.26,0.22,10.272727272727272
1980-10-03,2.22,0.22,10.090909090909092
1980-10-06,2.27,0.22,10.318181818181818
1980-10-07,2.3,0.22,10.454545454545453
1980-10-08,2.27,0.22,10.318181818181818
1980-10-09,2.24,0.22,10.181818181818183
1980-10-10,2.22,0.22,10.090909090909092
1980-10-13,2.23,0.22,10.136363636363637
1980-10-14,2.22,0.22,10.090909090909092
1980-10-15,2.28,0.22,10.363636363636363
1980-10-16,2.31,0.22,10.5
1980-10-17,2.29,0.22,10.40909090909091
1980-10-20,2.33,0.22,10.590909090909092
1980-10-21,2.37,0.22,10.772727272727273
1980-10-22,2.33,0.22,10.590909090909092
1980-10-23,2.33,0.22,10.590909090909092
1980-10-24,2.37,0.22,10.772727272727273
1980-10-27,2.45,0.22,11.136363636363637
1980-10-28,2.39,0.22,10.863636363636363
1980-10-29,2.4,0.22,10.909090909090908
1980-10-30,2.42,0.22,11.0
1980-10-31,2.44,0.22,11.09090909090909
1980-11-03,2.46,0.22,11.181818181818182
1980-11-05,2.47,0.22,11.227272727272728
1980-11-06,2.4,0.22,10.909090909090908
1980-11-07,2.39,0.22,10.863636363636363
1980-11-10,2.39,0.22,10.863636363636363
1980-11-11,2.48,0.22,11.272727272727273
1980-11-12,2.46,0.22,11.181818181818182
1980-11-13,2.44,0.22,11.09090909090909
1980-11-14,2.46,0.22,11.181818181818182
1980-11-17,2.48,0.22,11.272727272727273
1980-11-18,2.63,0.22,11.954545454545453
1980-11-19,2.6,0.22,11.818181818181818
1980-11-20,2.59,0.22,11.772727272727272
1980-11-21,2.6,0.22,11.818181818181818
1980-11-24,2.65,0.22,12.045454545454545
1980-11-25,2.63,0.22,11.954545454545453
1980-11-26,2.7,0.22,12.272727272727273
1980-11-28,2.74,0.22,12.454545454545455
1980-12-01,2.78,0.22,12.636363636363635
1980-12-02,2.78,0.22,12.636363636363635
1980-12-03,2.81,0.22,12.772727272727273
1980-12-04,2.81,0.22,12.772727272727273
1980-12-05,2.76,0.22,12.545454545454545
1980-12-08,2.66,0.22,12.090909090909092
1980-12-09,2.47,0.22,11.227272727272728
1980-12-10,2.45,0.22,11.136363636363637
1980-12-11,2.29,0.22,10.40909090909091
1980-12-12,2.4,0.22,10.909090909090908
1980-12-15,2.42,0.22,11.0
1980-12-16,2.47,0.22,11.227272727272728
1980-12-17,2.56,0.22,11.636363636363637
1980-12-18,2.64,0.22,12.0
1980-12-19,2.64,0.22,12.0
1980-12-22,2.61,0.22,11.863636363636363
1980-12-23,2.58,0.22,11.727272727272728
1980-12-24,2.53,0.22,11.499999999999998
1980-12-26,2.44,0.22,11.09090909090909
1980-12-29,2.42,0.22,11.0
1980-12-30,2.38,0.22,10.818181818181818
1980-12-31,2.46,0.22,11.181818181818182
1981-01-02,2.47,0.22,11.227272727272728
1981-01-05,2.64,0.22,12.0
1981-01-06,2.72,0.22,12.363636363636365
1981-01-07,2.46,0.22,11.181818181818182
1981-01-08,2.42,0.22,11.0
1981-01-09,2.39,0.22,10.863636363636363
1981-01-12,2.42,0.22,11.0
