date,TFX,TFX_EPS,PE Ratio
1981-01-13,2.43,0.22,11.045454545454547
1981-01-14,2.38,0.22,10.818181818181818
1981-01-15,2.39,0.22,10.863636363636363
1981-01-16,2.39,0.22,10.863636363636363
1981-01-19,2.4,0.22,10.909090909090908
1981-01-20,2.32,0.22,10.545454545454545
1981-01-21,2.31,0.22,10.5
1981-01-22,2.33,0.22,10.590909090909092
1981-01-23,2.46,0.22,11.181818181818182
1981-01-26,2.5,0.22,11.363636363636363
1981-01-27,2.57,0.22,11.681818181818182
1981-01-28,2.51,0.22,11.409090909090908
1981-01-29,2.58,0.22,11.727272727272728
1981-01-30,2.51,0.22,11.409090909090908
1981-02-02,2.43,0.22,11.045454545454547
1981-02-03,2.33,0.22,10.590909090909092
1981-02-04,2.32,0.22,10.545454545454545
1981-02-05,2.32,0.22,10.545454545454545
1981-02-06,2.29,0.22,10.40909090909091
1981-02-09,2.46,0.22,11.181818181818182
1981-02-10,2.5,0.22,11.363636363636363
1981-02-11,2.5,0.22,11.363636363636363
1981-02-12,2.36,0.22,10.727272727272727
1981-02-13,2.39,0.22,10.863636363636363
1981-02-17,2.38,0.22,10.818181818181818
1981-02-18,2.38,0.22,10.818181818181818
1981-02-19,2.38,0.22,10.818181818181818
1981-02-20,2.42,0.22,11.0
1981-02-23,2.51,0.22,11.409090909090908
1981-02-24,2.44,0.22,11.09090909090909
1981-02-25,2.46,0.22,11.181818181818182
1981-02-26,2.39,0.22,10.863636363636363
1981-02-27,2.46,0.22,11.181818181818182
1981-03-02,2.42,0.22,11.0
1981-03-03,2.42,0.22,11.0
1981-03-04,2.43,0.22,11.045454545454547
1981-03-05,2.78,0.22,12.636363636363635
1981-03-06,2.74,0.22,12.454545454545455
1981-03-09,2.85,0.22,12.954545454545455
1981-03-10,2.92,0.22,13.272727272727272
1981-03-11,2.85,0.22,12.954545454545455
1981-03-12,2.94,0.22,13.363636363636363
1981-03-13,3.04,0.22,13.818181818181818
1981-03-16,3.0,0.22,13.636363636363637
1981-03-17,3.01,0.22,13.681818181818182
1981-03-18,3.06,0.22,13.90909090909091
1981-03-19,3.21,0.22,14.59090909090909
1981-03-20,3.39,0.22,15.40909090909091
1981-03-23,3.57,0.22,16.227272727272727
1981-03-24,3.46,0.22,15.727272727272727
1981-03-25,3.56,0.22,16.181818181818183
1981-03-26,3.58,0.22,16.272727272727273
1981-03-27,3.39,0.22,15.40909090909091
1981-03-30,3.32,0.22,15.09090909090909
1981-03-31,3.42,0.22,15.545454545454545
1981-04-01,3.33,0.22,15.136363636363637
1981-04-02,3.38,0.22,15.363636363636363
1981-04-03,3.29,0.22,14.954545454545455
1981-04-06,3.26,0.22,14.818181818181817
1981-04-07,3.22,0.22,14.636363636363637
1981-04-08,3.36,0.22,15.272727272727272
1981-04-09,3.36,0.22,15.272727272727272
1981-04-10,3.43,0.22,15.590909090909092
1981-04-13,3.39,0.22,15.40909090909091
1981-04-14,3.44,0.22,15.636363636363637
1981-04-15,3.63,0.22,16.5
1981-04-16,3.69,0.22,16.772727272727273
1981-04-20,3.92,0.22,17.818181818181817
1981-04-21,3.83,0.22,17.40909090909091
1981-04-22,3.9,0.22,17.727272727272727
1981-04-23,4.08,0.22,18.545454545454547
1981-04-24,4.25,0.22,19.318181818181817
1981-04-27,4.04,0.22,18.363636363636363
1981-04-28,3.86,0.22,17.545454545454543
1981-04-29,3.72,0.22,16.90909090909091
1981-04-30,3.85,0.22,17.5
1981-05-01,3.94,0.22,17.90909090909091
1981-05-04,3.78,0.22,17.18181818181818
1981-05-05,3.75,0.22,17.045454545454547
1981-05-06,3.89,0.22,17.681818181818183
1981-05-07,3.88,0.22,17.636363636363637
1981-05-08,3.82,0.22,17.363636363636363
1981-05-11,3.75,0.22,17.045454545454547
1981-05-12,3.78,0.22,17.18181818181818
1981-05-13,3.94,0.22,17.90909090909091
1981-05-14,3.9,0.22,17.727272727272727
1981-05-15,3.92,0.22,17.818181818181817
1981-05-18,3.89,0.22,17.681818181818183
1981-05-19,3.89,0.22,17.681818181818183
1981-05-20,3.92,0.22,17.818181818181817
1981-05-21,3.94,0.22,17.90909090909091
1981-05-22,3.97,0.22,18.045454545454547
1981-05-26,4.18,0.22,19.0
1981-05-27,4.18,0.22,19.0
1981-05-28,4.11,0.22,18.681818181818183
1981-05-29,4.06,0.22,18.454545454545453
1981-06-01,4.08,0.22,18.545454545454547
1981-06-02,3.96,0.22,18.0
1981-06-03,3.96,0.22,18.0
1981-06-04,3.99,0.22,18.136363636363637
1981-06-05,4.0,0.22,18.181818181818183
1981-06-08,4.0,0.22,18.181818181818183
1981-06-09,3.92,0.22,17.818181818181817
1981-06-10,3.89,0.22,17.681818181818183
1981-06-11,3.9,0.22,17.727272727272727
1981-06-12,3.9,0.22,17.727272727272727
1981-06-15,3.81,0.22,17.318181818181817
1981-06-16,3.82,0.22,17.363636363636363
1981-06-17,3.74,0.22,17.0
1981-06-18,3.71,0.22,16.863636363636363
1981-06-19,3.72,0.22,16.90909090909091
1981-06-22,3.76,0.22,17.09090909090909
1981-06-23,3.79,0.22,17.227272727272727
1981-06-24,3.83,0.22,17.40909090909091
1981-06-25,3.76,0.22,17.09090909090909
1981-06-26,3.78,0.22,17.18181818181818
1981-06-29,3.85,0.22,17.5
1981-06-30,3.86,0.22,17.545454545454543
1981-07-01,3.92,0.22,17.818181818181817
1981-07-02,3.75,0.22,17.045454545454547
1981-07-06,3.64,0.22,16.545454545454547
1981-07-07,3.61,0.22,16.40909090909091
1981-07-08,3.51,0.22,15.954545454545453
1981-07-09,3.53,0.22,16.045454545454543
1981-07-10,3.49,0.22,15.863636363636365
1981-07-13,3.74,0.22,17.0
1981-07-14,3.69,0.22,16.772727272727273
1981-07-15,3.76,0.22,17.09090909090909
1981-07-16,3.88,0.22,17.636363636363637
1981-07-17,4.01,0.22,18.227272727272727
1981-07-20,3.89,0.22,17.681818181818183
1981-07-21,3.92,0.22,17.818181818181817
1981-07-22,3.93,0.22,17.863636363636363
1981-07-23,3.92,0.22,17.818181818181817
1981-07-24,3.99,0.22,18.136363636363637
1981-07-27,4.24,0.22,19.272727272727273
1981-07-28,4.17,0.22,18.954545454545453
1981-07-29,4.11,0.22,18.681818181818183
1981-07-30,4.11,0.22,18.681818181818183
1981-07-31,4.22,0.22,19.18181818181818
1981-08-03,4.18,0.22,19.0
1981-08-04,4.22,0.22,19.18181818181818
1981-08-05,4.17,0.22,18.954545454545453
1981-08-06,4.19,0.22,19.045454545454547
1981-08-07,4.24,0.22,19.272727272727273
1981-08-10,4.18,0.22,19.0
1981-08-11,4.13,0.22,18.772727272727273
1981-08-12,4.15,0.22,18.863636363636367
1981-08-13,4.18,0.22,19.0
1981-08-14,4.15,0.22,18.863636363636367
1981-08-17,4.13,0.22,18.772727272727273
1981-08-18,4.1,0.22,18.636363636363633
1981-08-19,4.0,0.22,18.181818181818183
1981-08-20,3.97,0.22,18.045454545454547
1981-08-21,3.78,0.22,17.18181818181818
1981-08-24,3.75,0.22,17.045454545454547
1981-08-25,3.69,0.22,16.772727272727273
1981-08-26,3.67,0.22,16.68181818181818
1981-08-27,3.61,0.22,16.40909090909091
1981-08-28,3.69,0.22,16.772727272727273
1981-08-31,3.72,0.22,16.90909090909091
1981-09-01,3.83,0.22,17.40909090909091
1981-09-02,3.97,0.22,18.045454545454547
1981-09-03,4.04,0.22,18.363636363636363
1981-09-04,3.93,0.22,17.863636363636363
1981-09-08,3.75,0.22,17.045454545454547
1981-09-09,3.58,0.22,16.272727272727273
1981-09-10,3.69,0.22,16.772727272727273
1981-09-11,3.83,0.22,17.40909090909091
1981-09-14,3.9,0.22,17.727272727272727
1981-09-15,3.83,0.22,17.40909090909091
1981-09-16,3.83,0.22,17.40909090909091
1981-09-17,3.81,0.22,17.318181818181817
1981-09-18,3.75,0.22,17.045454545454547
1981-09-21,3.52,0.22,16.0
1981-09-22,3.23,0.22,14.681818181818182
1981-09-23,3.0,0.22,13.636363636363637
1981-09-24,3.13,0.22,14.227272727272727
1981-09-25,3.08,0.22,14.0
1981-09-28,3.19,0.22,14.5
1981-09-29,3.31,0.22,15.045454545454545
1981-09-30,3.29,0.22,14.954545454545455
1981-10-01,3.23,0.22,14.681818181818182
1981-10-02,3.33,0.22,15.136363636363637
1981-10-05,3.44,0.22,15.636363636363637
1981-10-06,3.42,0.22,15.545454545454545
1981-10-07,3.46,0.22,15.727272727272727
1981-10-08,3.56,0.22,16.181818181818183
1981-10-09,3.58,0.22,16.272727272727273
1981-10-12,3.46,0.22,15.727272727272727
1981-10-13,3.46,0.22,15.727272727272727
1981-10-14,3.42,0.22,15.545454545454545
1981-10-15,3.56,0.22,16.181818181818183
1981-10-16,3.6,0.22,16.363636363636363
1981-10-19,3.58,0.22,16.272727272727273
1981-10-20,3.67,0.22,16.68181818181818
1981-10-21,3.73,0.22,16.954545454545453
1981-10-22,3.75,0.22,17.045454545454547
1981-10-23,3.75,0.22,17.045454545454547
1981-10-26,3.75,0.22,17.045454545454547
1981-10-27,3.71,0.22,16.863636363636363
1981-10-28,3.67,0.22,16.68181818181818
1981-10-29,3.67,0.22,16.68181818181818
1981-10-30,3.69,0.22,16.772727272727273
1981-11-02,3.69,0.22,16.772727272727273
1981-11-03,3.71,0.22,16.863636363636363
1981-11-04,3.71,0.22,16.863636363636363
1981-11-05,3.71,0.22,16.863636363636363
1981-11-06,3.83,0.22,17.40909090909091
1981-11-09,3.79,0.22,17.227272727272727
1981-11-10,3.83,0.22,17.40909090909091
1981-11-11,3.81,0.22,17.318181818181817
1981-11-12,3.77,0.22,17.136363636363637
1981-11-13,3.71,0.22,16.863636363636363
1981-11-16,3.58,0.22,16.272727272727273
1981-11-17,3.48,0.22,15.818181818181818
1981-11-18,3.46,0.22,15.727272727272727
1981-11-19,3.46,0.22,15.727272727272727
1981-11-20,3.5,0.22,15.909090909090908
1981-11-23,3.46,0.22,15.727272727272727
1981-11-24,3.46,0.22,15.727272727272727
1981-11-25,3.46,0.22,15.727272727272727
1981-11-27,3.42,0.22,15.545454545454545
1981-11-30,3.38,0.22,15.363636363636363
1981-12-01,3.35,0.22,15.227272727272728
1981-12-02,3.29,0.22,14.954545454545455
1981-12-03,3.17,0.22,14.409090909090908
1981-12-04,3.0,0.22,13.636363636363637
1981-12-07,3.13,0.22,14.227272727272727
1981-12-08,3.15,0.22,14.318181818181818
1981-12-09,3.25,0.22,14.772727272727273
1981-12-10,3.33,0.22,15.136363636363637
1981-12-11,3.21,0.22,14.59090909090909
1981-12-14,3.27,0.22,14.863636363636363
1981-12-15,3.46,0.22,15.727272727272727
1981-12-16,3.48,0.22,15.818181818181818
1981-12-17,3.27,0.22,14.863636363636363
1981-12-18,3.31,0.22,15.045454545454545
1981-12-21,3.13,0.22,14.227272727272727
1981-12-22,3.21,0.22,14.59090909090909
1981-12-23,3.13,0.22,14.227272727272727
1981-12-24,3.23,0.22,14.681818181818182
1981-12-28,3.23,0.22,14.681818181818182
1981-12-29,3.19,0.22,14.5
1981-12-30,3.27,0.22,14.863636363636363
1981-12-31,3.29,0.22,14.954545454545455
1982-01-04,3.38,0.22,15.363636363636363
1982-01-05,3.23,0.22,14.681818181818182
1982-01-06,3.19,0.22,14.5
1982-01-07,3.08,0.22,14.0
1982-01-08,3.13,0.22,14.227272727272727
1982-01-11,3.04,0.22,13.818181818181818
1982-01-12,3.0,0.22,13.636363636363637
1982-01-13,2.98,0.22,13.545454545454545
1982-01-14,2.98,0.22,13.545454545454545
1982-01-15,3.06,0.22,13.90909090909091
1982-01-18,3.0,0.22,13.636363636363637
1982-01-19,3.0,0.22,13.636363636363637
1982-01-20,3.02,0.22,13.727272727272727
1982-01-21,2.85,0.22,12.954545454545455
1982-01-22,2.83,0.22,12.863636363636363
1982-01-25,2.75,0.22,12.5
1982-01-26,2.58,0.22,11.727272727272728
1982-01-27,2.67,0.22,12.136363636363637
1982-01-28,2.9,0.22,13.181818181818182
1982-01-29,2.94,0.22,13.363636363636363
1982-02-01,2.83,0.22,12.863636363636363
1982-02-02,2.88,0.22,13.09090909090909
1982-02-03,2.88,0.22,13.09090909090909
1982-02-04,2.98,0.22,13.545454545454545
1982-02-05,3.17,0.22,14.409090909090908
1982-02-08,3.02,0.22,13.727272727272727
1982-02-09,2.92,0.22,13.272727272727272
1982-02-10,2.88,0.22,13.09090909090909
1982-02-11,2.73,0.22,12.409090909090908
1982-02-12,2.73,0.22,12.409090909090908
1982-02-16,2.71,0.22,12.318181818181818
1982-02-17,2.67,0.22,12.136363636363637
1982-02-18,2.69,0.22,12.227272727272727
1982-02-19,2.73,0.22,12.409090909090908
1982-02-22,2.69,0.22,12.227272727272727
1982-02-23,2.75,0.22,12.5
1982-02-24,2.96,0.22,13.454545454545455
1982-02-25,2.98,0.22,13.545454545454545
1982-02-26,3.04,0.22,13.818181818181818
1982-03-01,3.0,0.22,13.636363636363637
1982-03-02,3.0,0.22,13.636363636363637
1982-03-03,2.98,0.22,13.545454545454545
1982-03-04,2.94,0.22,13.363636363636363
1982-03-05,2.83,0.22,12.863636363636363
1982-03-08,2.81,0.22,12.772727272727273
1982-03-09,2.75,0.22,12.5
1982-03-10,2.75,0.22,12.5
1982-03-11,2.73,0.22,12.409090909090908
1982-03-12,2.67,0.22,12.136363636363637
1982-03-15,2.65,0.22,12.045454545454545
1982-03-16,2.69,0.22,12.227272727272727
1982-03-17,2.67,0.22,12.136363636363637
1982-03-18,2.83,0.22,12.863636363636363
1982-03-19,2.9,0.22,13.181818181818182
1982-03-22,3.06,0.22,13.90909090909091
1982-03-23,3.08,0.22,14.0
1982-03-24,3.13,0.22,14.227272727272727
1982-03-25,3.29,0.22,14.954545454545455
1982-03-26,3.21,0.22,14.59090909090909
1982-03-29,3.17,0.22,14.409090909090908
1982-03-30,3.15,0.22,14.318181818181818
1982-03-31,3.21,0.22,14.59090909090909
1982-04-01,3.33,0.22,15.136363636363637
1982-04-02,3.31,0.22,15.045454545454545
1982-04-05,3.29,0.22,14.954545454545455
1982-04-06,3.33,0.22,15.136363636363637
1982-04-07,3.33,0.22,15.136363636363637
1982-04-08,3.25,0.22,14.772727272727273
1982-04-12,3.33,0.22,15.136363636363637
1982-04-13,3.31,0.22,15.045454545454545
1982-04-14,3.35,0.22,15.227272727272728
1982-04-15,3.4,0.22,15.454545454545453
1982-04-16,3.52,0.22,16.0
1982-04-19,3.4,0.22,15.454545454545453
1982-04-20,3.44,0.22,15.636363636363637
1982-04-21,3.42,0.22,15.545454545454545
1982-04-22,3.42,0.22,15.545454545454545
1982-04-23,3.4,0.22,15.454545454545453
1982-04-26,3.33,0.22,15.136363636363637
1982-04-27,3.27,0.22,14.863636363636363
1982-04-28,3.27,0.22,14.863636363636363
1982-04-29,3.21,0.22,14.59090909090909
1982-04-30,3.27,0.22,14.863636363636363
1982-05-03,3.17,0.22,14.409090909090908
1982-05-04,3.21,0.22,14.59090909090909
1982-05-05,3.25,0.22,14.772727272727273
1982-05-06,3.23,0.22,14.681818181818182
1982-05-07,3.27,0.22,14.863636363636363
1982-05-10,3.23,0.22,14.681818181818182
1982-05-11,3.27,0.22,14.863636363636363
1982-05-12,3.29,0.22,14.954545454545455
1982-05-13,3.31,0.22,15.045454545454545
1982-05-14,3.38,0.22,15.363636363636363
1982-05-17,3.31,0.22,15.045454545454545
1982-05-18,3.35,0.22,15.227272727272728
1982-05-19,3.38,0.22,15.363636363636363
1982-05-20,3.33,0.22,15.136363636363637
1982-05-21,3.38,0.22,15.363636363636363
1982-05-24,3.33,0.22,15.136363636363637
1982-05-25,3.33,0.22,15.136363636363637
1982-05-26,3.35,0.22,15.227272727272728
1982-05-27,3.31,0.22,15.045454545454545
1982-05-28,3.27,0.22,14.863636363636363
1982-06-01,3.25,0.22,14.772727272727273
1982-06-02,3.21,0.22,14.59090909090909
1982-06-03,3.23,0.22,14.681818181818182
1982-06-04,3.17,0.22,14.409090909090908
1982-06-07,3.13,0.22,14.227272727272727
1982-06-08,3.08,0.22,14.0
1982-06-09,2.96,0.22,13.454545454545455
1982-06-10,2.9,0.22,13.181818181818182
1982-06-11,2.92,0.22,13.272727272727272
1982-06-14,2.94,0.22,13.363636363636363
1982-06-15,2.98,0.22,13.545454545454545
1982-06-16,2.96,0.22,13.454545454545455
1982-06-17,2.94,0.22,13.363636363636363
1982-06-18,2.92,0.22,13.272727272727272
1982-06-21,3.04,0.22,13.818181818181818
1982-06-22,3.06,0.22,13.90909090909091
1982-06-23,3.13,0.22,14.227272727272727
1982-06-24,3.13,0.22,14.227272727272727
1982-06-25,3.17,0.22,14.409090909090908
1982-06-28,3.17,0.22,14.409090909090908
1982-06-29,3.17,0.22,14.409090909090908
1982-06-30,3.17,0.22,14.409090909090908
1982-07-01,3.13,0.22,14.227272727272727
1982-07-02,3.15,0.22,14.318181818181818
1982-07-06,3.19,0.22,14.5
1982-07-07,3.13,0.22,14.227272727272727
1982-07-08,3.13,0.22,14.227272727272727
1982-07-09,3.1,0.22,14.090909090909092
1982-07-12,3.08,0.22,14.0
1982-07-13,3.08,0.22,14.0
1982-07-14,3.08,0.22,14.0
1982-07-15,3.1,0.22,14.090909090909092
1982-07-16,3.1,0.22,14.090909090909092
1982-07-19,3.08,0.22,14.0
1982-07-20,3.19,0.22,14.5
1982-07-21,3.23,0.22,14.681818181818182
1982-07-22,3.23,0.22,14.681818181818182
1982-07-23,3.21,0.22,14.59090909090909
1982-07-26,3.17,0.22,14.409090909090908
1982-07-27,3.19,0.22,14.5
1982-07-28,3.15,0.22,14.318181818181818
1982-07-29,3.04,0.22,13.818181818181818
1982-07-30,3.08,0.22,14.0
1982-08-02,3.08,0.22,14.0
1982-08-03,3.08,0.22,14.0
1982-08-04,3.04,0.22,13.818181818181818
1982-08-05,3.04,0.22,13.818181818181818
1982-08-06,3.0,0.22,13.636363636363637
1982-08-09,2.85,0.22,12.954545454545455
1982-08-10,2.83,0.22,12.863636363636363
1982-08-11,2.77,0.22,12.590909090909092
1982-08-12,2.79,0.22,12.681818181818182
1982-08-13,2.75,0.22,12.5
1982-08-16,2.75,0.22,12.5
1982-08-17,3.0,0.22,13.636363636363637
1982-08-18,3.06,0.22,13.90909090909091
1982-08-19,3.15,0.22,14.318181818181818
1982-08-20,3.21,0.22,14.59090909090909
