date,SYY,SYY_EPS,PE Ratio
2007-01-17,35.74,0.37,96.5945945945946
2007-01-18,36.05,0.37,97.43243243243242
2007-01-19,36.22,0.37,97.89189189189189
2007-01-22,36.11,0.37,97.5945945945946
2007-01-23,36.18,0.37,97.78378378378379
2007-01-24,36.72,0.37,99.24324324324324
2007-01-25,36.35,0.37,98.24324324324324
2007-01-26,36.1,0.37,97.56756756756758
2007-01-29,34.02,0.37,91.94594594594595
2007-01-30,34.34,0.37,92.81081081081082
2007-01-31,34.55,0.37,93.37837837837837
2007-02-01,34.77,0.37,93.97297297297298
2007-02-02,35.1,0.37,94.86486486486487
2007-02-05,34.78,0.37,94.0
2007-02-06,34.9,0.37,94.32432432432432
2007-02-07,34.36,0.37,92.86486486486487
2007-02-08,34.2,0.39,87.6923076923077
2007-02-09,33.98,0.39,87.12820512820512
2007-02-12,34.15,0.39,87.56410256410255
2007-02-13,34.24,0.39,87.7948717948718
2007-02-14,34.34,0.39,88.05128205128206
2007-02-15,34.43,0.39,88.28205128205128
2007-02-16,34.67,0.39,88.8974358974359
2007-02-20,35.07,0.39,89.92307692307692
2007-02-21,34.46,0.39,88.35897435897436
2007-02-22,33.77,0.39,86.58974358974359
2007-02-23,33.75,0.39,86.53846153846153
2007-02-26,33.58,0.39,86.1025641025641
2007-02-27,32.61,0.39,83.61538461538461
2007-02-28,32.96,0.39,84.51282051282051
2007-03-01,32.71,0.39,83.87179487179488
2007-03-02,32.0,0.39,82.05128205128204
2007-03-05,31.78,0.39,81.48717948717949
2007-03-06,31.68,0.39,81.23076923076923
2007-03-07,31.73,0.39,81.35897435897435
2007-03-08,31.99,0.39,82.02564102564102
2007-03-09,32.21,0.39,82.58974358974359
2007-03-12,32.25,0.39,82.6923076923077
2007-03-13,31.67,0.39,81.2051282051282
2007-03-14,32.2,0.39,82.56410256410257
2007-03-15,32.55,0.39,83.46153846153845
2007-03-16,32.44,0.39,83.17948717948717
2007-03-19,32.72,0.39,83.8974358974359
2007-03-20,32.57,0.39,83.51282051282051
2007-03-21,32.88,0.39,84.3076923076923
2007-03-22,32.66,0.39,83.74358974358974
2007-03-23,32.96,0.39,84.51282051282051
2007-03-26,33.67,0.39,86.33333333333333
2007-03-27,33.45,0.39,85.76923076923077
2007-03-28,33.47,0.39,85.82051282051282
2007-03-29,33.74,0.39,86.51282051282051
2007-03-30,33.83,0.39,86.74358974358974
2007-04-02,33.7,0.39,86.41025641025641
2007-04-03,33.81,0.39,86.6923076923077
2007-04-04,33.42,0.39,85.6923076923077
2007-04-05,33.25,0.39,85.25641025641025
2007-04-09,33.44,0.39,85.74358974358974
2007-04-10,34.1,0.39,87.43589743589743
2007-04-11,33.8,0.39,86.66666666666666
2007-04-12,33.97,0.39,87.1025641025641
2007-04-13,33.87,0.39,86.84615384615384
2007-04-16,33.83,0.39,86.74358974358974
2007-04-17,33.86,0.39,86.82051282051282
2007-04-18,33.46,0.39,85.7948717948718
2007-04-19,33.34,0.39,85.48717948717949
2007-04-20,33.69,0.39,86.38461538461537
2007-04-23,33.75,0.39,86.53846153846153
2007-04-24,33.4,0.39,85.64102564102564
2007-04-25,33.5,0.39,85.8974358974359
2007-04-26,34.69,0.39,88.94871794871794
2007-04-27,34.32,0.39,88.0
2007-04-30,32.74,0.39,83.94871794871796
2007-05-01,32.21,0.39,82.58974358974359
2007-05-02,33.14,0.39,84.97435897435898
2007-05-03,34.11,0.39,87.46153846153845
2007-05-04,33.65,0.39,86.28205128205127
2007-05-07,33.57,0.39,86.07692307692308
2007-05-08,33.48,0.39,85.84615384615384
2007-05-09,33.43,0.39,85.71794871794872
2007-05-10,32.85,0.35,93.85714285714286
2007-05-11,32.76,0.35,93.6
2007-05-14,33.28,0.35,95.08571428571429
2007-05-15,32.91,0.35,94.02857142857142
2007-05-16,33.74,0.35,96.4
2007-05-17,33.21,0.35,94.8857142857143
2007-05-18,33.56,0.35,95.8857142857143
2007-05-21,32.95,0.35,94.14285714285715
2007-05-22,32.9,0.35,94.0
2007-05-23,33.22,0.35,94.91428571428571
2007-05-24,33.17,0.35,94.77142857142859
2007-05-25,33.1,0.35,94.57142857142858
2007-05-29,33.05,0.35,94.42857142857143
2007-05-30,33.16,0.35,94.74285714285713
2007-05-31,33.12,0.35,94.62857142857143
2007-06-01,33.29,0.35,95.11428571428571
2007-06-04,33.5,0.35,95.71428571428572
2007-06-05,32.82,0.35,93.77142857142857
2007-06-06,32.65,0.35,93.28571428571429
2007-06-07,32.23,0.35,92.08571428571429
2007-06-08,32.82,0.35,93.77142857142857
2007-06-11,32.59,0.35,93.11428571428573
2007-06-12,31.83,0.35,90.94285714285715
2007-06-13,32.18,0.35,91.94285714285715
2007-06-14,32.46,0.35,92.74285714285715
2007-06-15,33.38,0.35,95.37142857142858
2007-06-18,34.0,0.35,97.14285714285715
2007-06-19,33.87,0.35,96.77142857142857
2007-06-20,33.77,0.35,96.4857142857143
2007-06-21,33.78,0.35,96.51428571428572
2007-06-22,33.67,0.35,96.20000000000002
2007-06-25,33.38,0.35,95.37142857142858
2007-06-26,33.14,0.35,94.6857142857143
2007-06-27,33.08,0.35,94.51428571428572
2007-06-28,32.95,0.35,94.14285714285715
2007-06-29,32.99,0.35,94.25714285714287
2007-07-02,33.33,0.35,95.22857142857143
2007-07-03,33.15,0.35,94.71428571428572
2007-07-05,33.1,0.35,94.57142857142858
2007-07-06,32.65,0.35,93.28571428571429
2007-07-09,32.58,0.35,93.08571428571429
2007-07-10,32.3,0.35,92.28571428571428
2007-07-11,32.09,0.35,91.6857142857143
2007-07-12,32.66,0.35,93.31428571428572
2007-07-13,32.87,0.35,93.91428571428571
2007-07-16,32.68,0.35,93.37142857142858
2007-07-17,32.2,0.35,92.00000000000001
2007-07-18,31.9,0.35,91.14285714285714
2007-07-19,32.54,0.35,92.97142857142858
2007-07-20,31.96,0.35,91.31428571428572
2007-07-23,32.0,0.35,91.42857142857143
2007-07-24,31.15,0.35,89.0
2007-07-25,31.11,0.35,88.88571428571429
2007-07-26,30.53,0.35,87.22857142857144
2007-07-27,30.3,0.35,86.57142857142858
2007-07-30,31.01,0.35,88.60000000000001
2007-07-31,31.88,0.35,91.08571428571429
2007-08-01,31.67,0.35,90.4857142857143
2007-08-02,31.92,0.35,91.20000000000002
2007-08-03,30.83,0.35,88.08571428571429
2007-08-06,32.27,0.35,92.20000000000002
2007-08-07,32.41,0.35,92.6
2007-08-08,32.74,0.35,93.54285714285716
2007-08-09,31.32,0.35,89.4857142857143
2007-08-10,32.4,0.35,92.57142857142857
2007-08-13,33.56,0.35,95.8857142857143
2007-08-14,32.19,0.35,91.97142857142858
2007-08-15,32.0,0.35,91.42857142857143
2007-08-16,32.07,0.35,91.62857142857143
2007-08-17,33.43,0.35,95.51428571428572
2007-08-20,33.69,0.35,96.25714285714285
2007-08-21,33.78,0.35,96.51428571428572
2007-08-22,33.82,0.35,96.62857142857143
2007-08-23,33.51,0.35,95.74285714285715
2007-08-24,33.75,0.35,96.42857142857143
2007-08-27,33.52,0.35,95.77142857142859
2007-08-28,32.74,0.49,66.81632653061224
2007-08-29,33.85,0.49,69.08163265306123
2007-08-30,33.33,0.49,68.0204081632653
2007-08-31,33.38,0.49,68.12244897959184
2007-09-04,33.74,0.49,68.85714285714286
2007-09-05,32.85,0.49,67.04081632653062
2007-09-06,33.09,0.49,67.53061224489797
2007-09-07,33.0,0.49,67.34693877551021
2007-09-10,33.0,0.49,67.34693877551021
2007-09-11,33.46,0.49,68.28571428571429
2007-09-12,33.26,0.49,67.87755102040816
2007-09-13,33.24,0.49,67.83673469387756
2007-09-14,33.32,0.49,68.0
2007-09-17,33.2,0.49,67.75510204081634
2007-09-18,33.95,0.49,69.28571428571429
2007-09-19,33.82,0.49,69.0204081632653
2007-09-20,34.25,0.49,69.89795918367346
2007-09-21,34.62,0.49,70.65306122448979
2007-09-24,34.41,0.49,70.22448979591836
2007-09-25,34.7,0.49,70.81632653061226
2007-09-26,35.0,0.49,71.42857142857143
2007-09-27,35.03,0.49,71.48979591836735
2007-09-28,35.59,0.49,72.6326530612245
2007-10-01,35.84,0.49,73.14285714285715
2007-10-02,34.99,0.49,71.40816326530613
2007-10-03,34.97,0.49,71.36734693877551
2007-10-04,34.74,0.49,70.89795918367348
2007-10-05,35.12,0.49,71.67346938775509
2007-10-08,34.75,0.49,70.91836734693878
2007-10-09,34.57,0.49,70.55102040816327
2007-10-10,34.13,0.49,69.6530612244898
2007-10-11,33.94,0.49,69.26530612244898
2007-10-12,34.06,0.49,69.51020408163266
2007-10-15,34.01,0.49,69.40816326530611
2007-10-16,34.13,0.49,69.6530612244898
2007-10-17,34.04,0.49,69.46938775510203
2007-10-18,33.95,0.49,69.28571428571429
2007-10-19,33.13,0.49,67.61224489795919
2007-10-22,33.08,0.49,67.51020408163265
2007-10-23,33.05,0.49,67.44897959183673
2007-10-24,33.02,0.49,67.38775510204083
2007-10-25,32.81,0.49,66.9591836734694
2007-10-26,32.88,0.49,67.10204081632654
2007-10-29,33.08,0.49,67.51020408163265
2007-10-30,33.81,0.49,69.0
2007-10-31,34.29,0.49,69.9795918367347
2007-11-01,33.68,0.49,68.73469387755102
2007-11-02,33.51,0.49,68.38775510204081
2007-11-05,34.3,0.49,70.0
2007-11-06,35.13,0.49,71.69387755102042
2007-11-07,34.24,0.49,69.87755102040816
2007-11-08,33.89,0.43,78.81395348837209
2007-11-09,33.51,0.43,77.93023255813954
2007-11-12,33.39,0.43,77.65116279069768
2007-11-13,33.62,0.43,78.18604651162791
2007-11-14,33.36,0.43,77.5813953488372
2007-11-15,33.0,0.43,76.74418604651163
2007-11-16,33.19,0.43,77.18604651162791
2007-11-19,32.38,0.43,75.30232558139535
2007-11-20,32.84,0.43,76.37209302325583
2007-11-21,31.81,0.43,73.9767441860465
2007-11-23,31.87,0.43,74.11627906976744
2007-11-26,31.23,0.43,72.62790697674419
2007-11-27,31.46,0.43,73.16279069767442
2007-11-28,31.86,0.43,74.09302325581395
2007-11-29,32.2,0.43,74.88372093023257
2007-11-30,32.51,0.43,75.60465116279069
2007-12-03,32.37,0.43,75.27906976744185
2007-12-04,32.93,0.43,76.5813953488372
2007-12-05,32.47,0.43,75.51162790697674
2007-12-06,32.89,0.43,76.48837209302326
2007-12-07,32.43,0.43,75.4186046511628
2007-12-10,32.79,0.43,76.25581395348837
2007-12-11,32.33,0.43,75.18604651162791
2007-12-12,32.59,0.43,75.79069767441861
2007-12-13,32.63,0.43,75.88372093023257
2007-12-14,31.56,0.43,73.3953488372093
2007-12-17,30.94,0.43,71.95348837209303
2007-12-18,31.6,0.43,73.48837209302326
2007-12-19,31.81,0.43,73.9767441860465
2007-12-20,31.53,0.43,73.32558139534883
2007-12-21,32.03,0.43,74.48837209302326
2007-12-24,32.2,0.43,74.88372093023257
2007-12-26,32.1,0.43,74.65116279069768
2007-12-27,31.47,0.43,73.18604651162791
2007-12-28,31.77,0.43,73.88372093023256
2007-12-31,31.21,0.43,72.58139534883722
2008-01-02,30.41,0.43,70.72093023255815
2008-01-03,30.48,0.43,70.88372093023256
2008-01-04,30.28,0.43,70.4186046511628
2008-01-07,30.45,0.43,70.81395348837209
2008-01-08,29.55,0.43,68.72093023255815
2008-01-09,28.78,0.43,66.93023255813954
2008-01-10,29.12,0.43,67.72093023255815
2008-01-11,28.4,0.43,66.04651162790698
2008-01-14,28.6,0.43,66.51162790697674
2008-01-15,27.83,0.43,64.72093023255813
2008-01-16,28.56,0.43,66.4186046511628
2008-01-17,27.8,0.43,64.65116279069768
2008-01-18,27.96,0.43,65.0232558139535
2008-01-22,27.48,0.43,63.906976744186046
2008-01-23,28.19,0.43,65.55813953488372
2008-01-24,27.54,0.43,64.04651162790698
2008-01-25,27.61,0.43,64.20930232558139
2008-01-28,28.33,0.43,65.88372093023256
2008-01-29,28.17,0.43,65.51162790697676
2008-01-30,27.79,0.43,64.62790697674419
2008-01-31,29.0,0.43,67.44186046511628
2008-02-01,29.83,0.43,69.37209302325581
2008-02-04,29.68,0.43,69.02325581395348
2008-02-05,29.36,0.43,68.27906976744185
2008-02-06,29.3,0.43,68.13953488372093
2008-02-07,29.62,0.43,68.88372093023256
2008-02-08,29.24,0.43,68.0
2008-02-11,29.57,0.43,68.76744186046511
2008-02-12,29.58,0.43,68.7906976744186
2008-02-13,30.05,0.43,69.88372093023256
2008-02-14,29.51,0.43,68.62790697674419
2008-02-15,29.88,0.43,69.48837209302326
2008-02-19,29.7,0.43,69.06976744186046
2008-02-20,29.89,0.43,69.51162790697674
2008-02-21,29.57,0.43,68.76744186046511
2008-02-22,29.95,0.43,69.65116279069767
2008-02-25,29.88,0.43,69.48837209302326
2008-02-26,30.0,0.43,69.76744186046511
2008-02-27,29.69,0.43,69.04651162790698
2008-02-28,29.02,0.43,67.48837209302326
2008-02-29,28.06,0.43,65.25581395348837
2008-03-03,28.24,0.43,65.67441860465117
2008-03-04,28.19,0.43,65.55813953488372
2008-03-05,28.48,0.43,66.23255813953489
2008-03-06,28.02,0.43,65.16279069767442
2008-03-07,27.82,0.43,64.69767441860465
2008-03-10,27.76,0.43,64.55813953488372
2008-03-11,28.31,0.43,65.83720930232558
2008-03-12,28.41,0.43,66.06976744186046
2008-03-13,28.04,0.43,65.20930232558139
2008-03-14,27.58,0.43,64.13953488372093
2008-03-17,28.09,0.43,65.32558139534883
2008-03-18,29.01,0.43,67.46511627906978
2008-03-19,28.85,0.43,67.09302325581396
2008-03-20,29.35,0.43,68.25581395348837
2008-03-24,29.68,0.43,69.02325581395348
2008-03-25,29.48,0.43,68.55813953488372
2008-03-26,29.38,0.43,68.32558139534883
2008-03-27,29.06,0.43,67.5813953488372
2008-03-28,28.93,0.43,67.27906976744185
2008-03-31,29.02,0.43,67.48837209302326
2008-04-01,29.94,0.43,69.62790697674419
2008-04-02,29.33,0.43,68.20930232558139
2008-04-03,29.13,0.43,67.74418604651163
2008-04-04,28.88,0.43,67.16279069767442
2008-04-07,28.96,0.43,67.34883720930233
2008-04-08,28.53,0.43,66.34883720930233
2008-04-09,28.31,0.43,65.83720930232558
2008-04-10,28.12,0.43,65.39534883720931
2008-04-11,27.93,0.43,64.95348837209302
2008-04-14,27.75,0.43,64.53488372093024
2008-04-15,27.84,0.43,64.74418604651163
2008-04-16,28.09,0.43,65.32558139534883
2008-04-17,28.02,0.43,65.16279069767442
2008-04-18,28.37,0.43,65.97674418604652
2008-04-21,28.39,0.43,66.0232558139535
2008-04-22,28.21,0.43,65.6046511627907
2008-04-23,28.51,0.43,66.30232558139535
2008-04-24,27.9,0.43,64.88372093023256
2008-04-25,28.12,0.43,65.39534883720931
2008-04-28,30.5,0.43,70.93023255813954
2008-04-29,30.68,0.43,71.34883720930233
2008-04-30,30.57,0.43,71.09302325581396
2008-05-01,31.42,0.43,73.06976744186046
2008-05-02,31.57,0.43,73.4186046511628
2008-05-05,31.31,0.43,72.81395348837209
2008-05-06,31.25,0.4,78.125
2008-05-07,30.81,0.4,77.02499999999999
2008-05-08,30.56,0.4,76.39999999999999
2008-05-09,30.44,0.4,76.1
2008-05-12,30.91,0.4,77.27499999999999
2008-05-13,30.84,0.4,77.1
2008-05-14,31.07,0.4,77.675
2008-05-15,31.46,0.4,78.64999999999999
2008-05-16,30.96,0.4,77.39999999999999
2008-05-19,31.06,0.4,77.64999999999999
2008-05-20,30.94,0.4,77.35
2008-05-21,30.62,0.4,76.55
2008-05-22,30.74,0.4,76.85
2008-05-23,30.45,0.4,76.125
2008-05-27,30.64,0.4,76.6
2008-05-28,30.89,0.4,77.225
2008-05-29,30.96,0.4,77.39999999999999
2008-05-30,30.86,0.4,77.14999999999999
2008-06-02,30.81,0.4,77.02499999999999
2008-06-03,31.06,0.4,77.64999999999999
2008-06-04,31.23,0.4,78.075
2008-06-05,31.74,0.4,79.35
2008-06-06,30.38,0.4,75.94999999999999
2008-06-09,30.49,0.4,76.225
2008-06-10,30.25,0.4,75.625
2008-06-11,29.77,0.4,74.425
2008-06-12,29.84,0.4,74.6
2008-06-13,30.15,0.4,75.37499999999999
2008-06-16,30.27,0.4,75.675
2008-06-17,29.66,0.4,74.14999999999999
2008-06-18,29.03,0.4,72.575
2008-06-19,29.41,0.4,73.52499999999999
2008-06-20,28.91,0.4,72.27499999999999
2008-06-23,28.87,0.4,72.175
2008-06-24,28.81,0.4,72.02499999999999
2008-06-25,28.98,0.4,72.45
2008-06-26,28.24,0.4,70.6
2008-06-27,28.22,0.4,70.55
2008-06-30,27.51,0.4,68.775
2008-07-01,27.5,0.4,68.75
2008-07-02,27.21,0.4,68.02499999999999
2008-07-03,27.08,0.4,67.69999999999999
2008-07-07,27.63,0.4,69.07499999999999
2008-07-08,28.65,0.4,71.62499999999999
2008-07-09,28.42,0.4,71.05
2008-07-10,28.59,0.4,71.475
2008-07-11,28.42,0.4,71.05
2008-07-14,28.4,0.4,70.99999999999999
2008-07-15,28.54,0.4,71.35
2008-07-16,29.28,0.4,73.2
2008-07-17,29.56,0.4,73.89999999999999
2008-07-18,29.5,0.4,73.75
2008-07-21,29.12,0.4,72.8
2008-07-22,29.53,0.4,73.825
2008-07-23,29.88,0.4,74.69999999999999
2008-07-24,29.19,0.4,72.975
2008-07-25,28.98,0.4,72.45
2008-07-28,28.36,0.4,70.89999999999999
2008-07-29,28.86,0.4,72.14999999999999
2008-07-30,28.7,0.4,71.75
2008-07-31,28.36,0.4,70.89999999999999
2008-08-01,28.43,0.4,71.07499999999999
2008-08-04,28.6,0.4,71.5
2008-08-05,29.45,0.4,73.625
2008-08-06,29.45,0.4,73.625
2008-08-07,28.56,0.4,71.39999999999999
2008-08-08,29.87,0.4,74.675
2008-08-11,31.15,0.4,77.87499999999999
2008-08-12,31.36,0.4,78.39999999999999
2008-08-13,31.53,0.4,78.825
2008-08-14,31.8,0.4,79.5
2008-08-15,32.32,0.4,80.8
2008-08-18,32.18,0.4,80.44999999999999
2008-08-19,31.48,0.4,78.7
2008-08-20,31.65,0.4,79.12499999999999
2008-08-21,31.68,0.4,79.19999999999999
2008-08-22,32.09,0.4,80.22500000000001
2008-08-25,31.47,0.4,78.675
2008-08-26,31.6,0.55,57.45454545454545
2008-08-27,31.97,0.55,58.12727272727272
2008-08-28,31.97,0.55,58.12727272727272
2008-08-29,31.83,0.55,57.87272727272727
2008-09-02,32.01,0.55,58.19999999999999
2008-09-03,32.28,0.55,58.69090909090909
2008-09-04,31.89,0.55,57.98181818181818
2008-09-05,32.12,0.55,58.39999999999999
2008-09-08,33.78,0.55,61.418181818181814
2008-09-09,33.5,0.55,60.90909090909091
2008-09-10,34.0,0.55,61.81818181818181
2008-09-11,34.8,0.55,63.27272727272726
2008-09-12,34.62,0.55,62.94545454545454
2008-09-15,34.16,0.55,62.109090909090895
2008-09-16,34.2,0.55,62.18181818181818
2008-09-17,32.88,0.55,59.78181818181818
2008-09-18,34.13,0.55,62.054545454545455
2008-09-19,33.43,0.55,60.781818181818174
2008-09-22,32.09,0.55,58.345454545454544
2008-09-23,32.51,0.55,59.1090909090909
2008-09-24,32.47,0.55,59.03636363636363
2008-09-25,33.17,0.55,60.309090909090905
2008-09-26,33.3,0.55,60.54545454545453
2008-09-29,31.19,0.55,56.709090909090904
2008-09-30,30.83,0.55,56.05454545454545
2008-10-01,31.16,0.55,56.65454545454545
2008-10-02,30.67,0.55,55.763636363636365
2008-10-03,29.72,0.55,54.03636363636363
2008-10-06,29.41,0.55,53.47272727272727
2008-10-07,28.61,0.55,52.018181818181816
2008-10-08,27.0,0.55,49.090909090909086
2008-10-09,25.58,0.55,46.5090909090909
2008-10-10,24.55,0.55,44.63636363636363
2008-10-13,26.41,0.55,48.018181818181816
2008-10-14,26.05,0.55,47.36363636363636
2008-10-15,24.27,0.55,44.127272727272725
2008-10-16,25.63,0.55,46.599999999999994
2008-10-17,25.78,0.55,46.87272727272727
2008-10-20,26.01,0.55,47.29090909090909
2008-10-21,25.17,0.55,45.763636363636365
2008-10-22,23.77,0.55,43.21818181818181
2008-10-23,24.05,0.55,43.72727272727273
2008-10-24,23.15,0.55,42.090909090909086
2008-10-27,23.33,0.55,42.418181818181814
2008-10-28,26.52,0.55,48.21818181818181
2008-10-29,24.86,0.55,45.199999999999996
2008-10-30,25.31,0.55,46.01818181818181
2008-10-31,26.2,0.55,47.63636363636363
2008-11-03,25.47,0.55,46.309090909090905
2008-11-04,25.59,0.46,55.630434782608695
2008-11-05,24.74,0.46,53.782608695652165
2008-11-06,24.62,0.46,53.52173913043478
2008-11-07,25.1,0.46,54.56521739130435
2008-11-10,24.99,0.46,54.326086956521735
2008-11-11,24.05,0.46,52.28260869565217
2008-11-12,22.74,0.46,49.43478260869565
2008-11-13,23.46,0.46,51.0
2008-11-14,22.68,0.46,49.30434782608695
2008-11-17,22.65,0.46,49.2391304347826
2008-11-18,23.04,0.46,50.086956521739125
2008-11-19,22.52,0.46,48.95652173913043
2008-11-20,21.69,0.46,47.15217391304348
2008-11-21,22.22,0.46,48.30434782608695
2008-11-24,22.6,0.46,49.130434782608695
2008-11-25,22.7,0.46,49.347826086956516
2008-11-26,22.35,0.46,48.58695652173913
2008-11-28,23.45,0.46,50.97826086956521
2008-12-01,21.27,0.46,46.2391304347826
2008-12-02,21.95,0.46,47.71739130434782
2008-12-03,21.9,0.46,47.60869565217391
2008-12-04,22.02,0.46,47.869565217391305
2008-12-05,22.31,0.46,48.49999999999999
2008-12-08,22.12,0.46,48.08695652173913
2008-12-09,22.22,0.46,48.30434782608695
2008-12-10,22.39,0.46,48.67391304347826
2008-12-11,22.21,0.46,48.28260869565217
2008-12-12,21.92,0.46,47.65217391304348
2008-12-15,22.26,0.46,48.391304347826086
2008-12-16,23.6,0.46,51.30434782608696
2008-12-17,23.87,0.46,51.891304347826086
2008-12-18,24.03,0.46,52.23913043478261
2008-12-19,24.07,0.46,52.326086956521735
2008-12-22,23.07,0.46,50.15217391304348
2008-12-23,23.03,0.46,50.06521739130435
2008-12-24,23.08,0.46,50.17391304347826
2008-12-26,23.07,0.46,50.15217391304348
2008-12-29,22.52,0.46,48.95652173913043
2008-12-30,22.69,0.46,49.32608695652174
2008-12-31,22.94,0.46,49.869565217391305
2009-01-02,23.95,0.46,52.065217391304344
2009-01-05,24.33,0.46,52.89130434782608
2009-01-06,24.57,0.46,53.41304347826087
2009-01-07,24.43,0.46,53.10869565217391
2009-01-08,24.17,0.46,52.54347826086957
2009-01-09,23.78,0.46,51.69565217391305
2009-01-12,23.7,0.46,51.52173913043478
2009-01-13,23.7,0.46,51.52173913043478
2009-01-14,23.53,0.46,51.15217391304348
2009-01-15,23.63,0.46,51.3695652173913
2009-01-16,23.74,0.46,51.60869565217391
2009-01-20,23.1,0.46,50.21739130434783
2009-01-21,23.6,0.46,51.30434782608696
2009-01-22,24.02,0.46,52.21739130434782
2009-01-23,23.32,0.46,50.69565217391304
2009-01-26,23.49,0.46,51.065217391304344
2009-01-27,23.46,0.46,51.0
2009-01-28,23.82,0.46,51.78260869565217
2009-01-29,23.24,0.46,50.521739130434774
2009-01-30,22.29,0.46,48.45652173913043
2009-02-02,23.54,0.46,51.17391304347826
2009-02-03,24.29,0.4,60.724999999999994
2009-02-04,23.97,0.4,59.925
2009-02-05,24.06,0.4,60.14999999999999
2009-02-06,24.67,0.4,61.675000000000004
2009-02-09,24.44,0.4,61.1
2009-02-10,23.36,0.4,58.4
2009-02-11,23.52,0.4,58.8
2009-02-12,23.69,0.4,59.225
2009-02-13,23.62,0.4,59.05
2009-02-17,23.01,0.4,57.525
2009-02-18,23.25,0.4,58.125
2009-02-19,23.2,0.4,57.99999999999999
2009-02-20,22.72,0.4,56.8
2009-02-23,22.04,0.4,55.099999999999994
2009-02-24,22.41,0.4,56.025
2009-02-25,22.26,0.4,55.65
2009-02-26,21.67,0.4,54.175000000000004
2009-02-27,21.5,0.4,53.75
2009-03-02,20.83,0.4,52.074999999999996
2009-03-03,20.36,0.4,50.9
2009-03-04,21.17,0.4,52.925000000000004
2009-03-05,20.31,0.4,50.77499999999999
2009-03-06,20.23,0.4,50.574999999999996
2009-03-09,19.45,0.4,48.62499999999999
2009-03-10,20.35,0.4,50.875
2009-03-11,19.82,0.4,49.55
2009-03-12,20.55,0.4,51.375
2009-03-13,21.65,0.4,54.12499999999999
2009-03-16,21.94,0.4,54.85
2009-03-17,22.63,0.4,56.574999999999996
2009-03-18,22.9,0.4,57.24999999999999
2009-03-19,22.95,0.4,57.37499999999999
2009-03-20,22.6,0.4,56.5
2009-03-23,23.28,0.4,58.2
2009-03-24,23.17,0.4,57.925000000000004
2009-03-25,23.64,0.4,59.1
2009-03-26,23.89,0.4,59.725
2009-03-27,23.58,0.4,58.949999999999996
2009-03-30,22.79,0.4,56.974999999999994
2009-03-31,22.8,0.4,57.0
2009-04-01,22.65,0.4,56.62499999999999
2009-04-02,23.36,0.4,58.4
2009-04-03,22.93,0.4,57.324999999999996
2009-04-06,22.79,0.4,56.974999999999994
2009-04-07,22.31,0.4,55.77499999999999
2009-04-08,22.58,0.4,56.449999999999996
2009-04-09,23.02,0.4,57.55
2009-04-13,23.37,0.4,58.425
2009-04-14,23.2,0.4,57.99999999999999
2009-04-15,22.16,0.4,55.4
2009-04-16,22.47,0.4,56.175
2009-04-17,22.92,0.4,57.300000000000004
2009-04-20,22.01,0.4,55.025
2009-04-21,22.07,0.4,55.175
2009-04-22,22.13,0.4,55.324999999999996
2009-04-23,22.21,0.4,55.525
2009-04-24,22.8,0.4,57.0
2009-04-27,22.59,0.4,56.474999999999994
2009-04-28,22.42,0.4,56.050000000000004
2009-04-29,22.98,0.4,57.449999999999996
2009-04-30,23.33,0.4,58.324999999999996
2009-05-01,24.35,0.4,60.875
2009-05-04,23.41,0.4,58.525
2009-05-05,23.28,0.38,61.26315789473684
2009-05-06,23.84,0.38,62.73684210526316
2009-05-07,23.57,0.38,62.026315789473685
2009-05-08,23.6,0.38,62.10526315789474
2009-05-11,23.49,0.38,61.815789473684205
2009-05-12,23.4,0.38,61.57894736842105
2009-05-13,23.08,0.38,60.73684210526315
2009-05-14,22.87,0.38,60.184210526315795
2009-05-15,22.82,0.38,60.05263157894737
2009-05-18,23.28,0.38,61.26315789473684
2009-05-19,23.37,0.38,61.5
2009-05-20,23.57,0.38,62.026315789473685
2009-05-21,23.11,0.38,60.815789473684205
2009-05-22,23.28,0.38,61.26315789473684
2009-05-26,23.61,0.38,62.13157894736842
2009-05-27,23.77,0.38,62.55263157894737
2009-05-28,23.74,0.38,62.47368421052631
2009-05-29,23.96,0.38,63.05263157894737
2009-06-01,24.55,0.38,64.60526315789474
2009-06-02,24.43,0.38,64.28947368421052
2009-06-03,24.35,0.38,64.07894736842105
2009-06-04,24.14,0.38,63.526315789473685
2009-06-05,23.92,0.38,62.94736842105264
2009-06-08,23.71,0.38,62.39473684210527
2009-06-09,23.82,0.38,62.68421052631579
2009-06-10,23.47,0.38,61.763157894736835
2009-06-11,23.7,0.38,62.368421052631575
2009-06-12,23.94,0.38,63.0
2009-06-15,22.82,0.38,60.05263157894737
2009-06-16,22.81,0.38,60.02631578947368
2009-06-17,23.29,0.38,61.28947368421052
2009-06-18,23.66,0.38,62.26315789473684
2009-06-19,23.68,0.38,62.31578947368421
2009-06-22,23.42,0.38,61.631578947368425
2009-06-23,22.76,0.38,59.89473684210527
2009-06-24,22.95,0.38,60.39473684210526
2009-06-25,23.13,0.38,60.868421052631575
2009-06-26,22.98,0.38,60.473684210526315
2009-06-29,22.71,0.38,59.76315789473684
2009-06-30,22.48,0.38,59.1578947368421
2009-07-01,22.6,0.38,59.47368421052632
2009-07-02,21.8,0.38,57.36842105263158
2009-07-06,22.19,0.38,58.39473684210527
2009-07-07,21.67,0.38,57.026315789473685
