date,APD,APD_EPS,PE Ratio
1995-07-14,26.31,,
1995-07-17,26.6,,
1995-07-18,26.25,,
1995-07-19,26.02,,
1995-07-20,25.67,,
1995-07-21,25.84,,
1995-07-24,25.73,,
1995-07-25,25.9,,
1995-07-26,25.79,,
1995-07-27,26.19,,
1995-07-28,26.13,,
1995-07-31,25.9,,
1995-08-01,25.73,,
1995-08-02,25.44,,
1995-08-03,25.5,,
1995-08-04,25.67,,
1995-08-07,25.84,,
1995-08-08,25.73,,
1995-08-09,24.57,,
1995-08-10,24.69,,
1995-08-11,24.46,,
1995-08-14,24.28,,
1995-08-15,23.82,,
1995-08-16,24.17,,
1995-08-17,24.4,,
1995-08-18,24.92,,
1995-08-21,24.92,,
1995-08-22,25.15,,
1995-08-23,25.03,,
1995-08-24,25.38,,
1995-08-25,25.32,,
1995-08-28,24.86,,
1995-08-29,24.75,,
1995-08-30,24.8,,
1995-08-31,24.8,,
1995-09-01,24.98,,
1995-09-05,25.03,,
1995-09-06,25.5,,
1995-09-07,25.15,,
1995-09-08,25.61,,
1995-09-11,25.79,,
1995-09-12,25.79,,
1995-09-13,25.84,,
1995-09-14,26.25,,
1995-09-15,25.56,,
1995-09-18,25.44,,
1995-09-19,25.84,,
1995-09-20,25.5,,
1995-09-21,24.92,,
1995-09-22,24.69,,
1995-09-25,24.57,,
1995-09-26,24.4,,
1995-09-27,24.17,,
1995-09-28,24.11,,
1995-09-29,24.11,,
1995-10-02,23.88,,
1995-10-03,23.76,,
1995-10-04,23.42,,
1995-10-05,23.7,,
1995-10-06,23.7,,
1995-10-09,23.47,,
1995-10-10,23.53,,
1995-10-11,23.47,,
1995-10-12,23.82,,
1995-10-13,24.11,,
1995-10-16,24.51,,
1995-10-17,24.4,,
1995-10-18,24.05,,
1995-10-19,23.88,,
1995-10-20,23.65,,
1995-10-23,23.3,,
1995-10-24,23.47,,
1995-10-25,24.05,,
1995-10-26,23.42,,
1995-10-27,23.99,,
1995-10-30,24.23,,
1995-10-31,23.88,,
1995-11-01,24.98,,
1995-11-02,25.09,,
1995-11-03,25.61,,
1995-11-06,25.27,,
1995-11-07,25.5,,
1995-11-08,25.73,,
1995-11-09,25.21,,
1995-11-10,25.15,,
1995-11-13,25.61,,
1995-11-14,26.19,,
1995-11-15,26.13,,
1995-11-16,26.54,,
1995-11-17,26.71,,
1995-11-20,27.17,,
1995-11-21,26.71,,
1995-11-22,26.83,,
1995-11-24,26.77,,
1995-11-27,26.77,,
1995-11-28,26.36,,
1995-11-29,25.84,,
1995-11-30,25.67,,
1995-12-01,25.38,,
1995-12-04,25.9,,
1995-12-05,25.96,,
1995-12-06,26.6,,
1995-12-07,26.13,,
1995-12-08,25.73,,
1995-12-11,25.73,,
1995-12-12,25.79,,
1995-12-13,25.84,,
1995-12-14,25.5,,
1995-12-15,25.21,,
1995-12-18,24.75,,
1995-12-19,24.8,,
1995-12-20,24.98,,
1995-12-21,24.11,,
1995-12-22,23.7,,
1995-12-26,24.23,,
1995-12-27,24.23,,
1995-12-28,24.46,,
1995-12-29,24.4,,
1996-01-02,24.86,,
1996-01-03,25.32,,
1996-01-04,25.32,,
1996-01-05,25.44,,
1996-01-08,25.44,,
1996-01-09,25.03,,
1996-01-10,24.92,,
1996-01-11,25.03,,
1996-01-12,25.03,,
1996-01-15,24.86,,
1996-01-16,24.46,,
1996-01-17,24.4,,
1996-01-18,23.82,,
1996-01-19,23.76,,
1996-01-22,24.4,,
1996-01-23,24.4,,
1996-01-24,23.7,,
1996-01-25,23.47,,
1996-01-26,23.88,,
1996-01-29,23.99,,
1996-01-30,24.4,,
1996-01-31,24.69,,
1996-02-01,24.63,,
1996-02-02,24.28,,
1996-02-05,24.34,,
1996-02-06,24.05,,
1996-02-07,23.99,,
1996-02-08,24.63,,
1996-02-09,24.75,,
1996-02-12,25.09,,
1996-02-13,24.98,,
1996-02-14,24.23,,
1996-02-15,24.46,,
1996-02-16,24.57,,
1996-02-20,24.34,,
1996-02-21,24.51,,
1996-02-22,24.69,,
1996-02-23,24.8,,
1996-02-26,24.92,,
1996-02-27,24.92,,
1996-02-28,24.63,,
1996-02-29,24.63,,
1996-03-01,24.98,,
1996-03-04,25.15,,
1996-03-05,24.98,,
1996-03-06,25.5,,
1996-03-07,25.56,,
1996-03-08,24.98,,
1996-03-11,25.44,,
1996-03-12,25.27,,
1996-03-13,26.08,,
1996-03-14,26.6,,
1996-03-15,26.54,,
1996-03-18,26.65,,
1996-03-19,26.71,,
1996-03-20,26.08,,
1996-03-21,25.9,,
1996-03-22,26.13,,
1996-03-25,26.13,,
1996-03-26,25.79,,
1996-03-27,24.98,,
1996-03-28,25.32,,
1996-03-29,25.27,,
1996-04-01,25.61,,
1996-04-02,25.67,,
1996-04-03,25.61,,
1996-04-04,25.56,,
1996-04-08,25.38,,
1996-04-09,25.32,,
1996-04-10,25.27,,
1996-04-11,26.13,,
1996-04-12,27.41,,
1996-04-15,27.35,,
1996-04-16,26.94,,
1996-04-17,26.88,,
1996-04-18,27.06,,
1996-04-19,26.77,,
1996-04-22,26.71,,
1996-04-23,26.08,,
1996-04-24,26.42,,
1996-04-25,26.42,,
1996-04-26,26.08,,
1996-04-29,26.36,,
1996-04-30,26.42,,
1996-05-01,26.36,,
1996-05-02,26.42,,
1996-05-03,26.48,,
1996-05-06,26.36,,
1996-05-07,26.36,,
1996-05-08,26.36,,
1996-05-09,26.31,,
1996-05-10,26.36,,
1996-05-13,26.71,,
1996-05-14,27.06,,
1996-05-15,27.17,,
1996-05-16,27.23,,
1996-05-17,27.06,,
1996-05-20,27.0,,
1996-05-21,26.77,,
1996-05-22,26.77,,
1996-05-23,26.6,,
1996-05-24,27.35,,
1996-05-28,27.46,,
1996-05-29,27.69,,
1996-05-30,27.75,,
1996-05-31,27.52,,
1996-06-03,27.52,,
1996-06-04,27.52,,
1996-06-05,27.46,,
1996-06-06,27.06,,
1996-06-07,27.06,,
1996-06-10,26.88,,
1996-06-11,26.88,,
1996-06-12,26.88,,
1996-06-13,26.83,,
1996-06-14,26.71,,
1996-06-17,26.65,,
1996-06-18,26.08,,
1996-06-19,25.9,,
1996-06-20,25.79,,
1996-06-21,25.79,,
1996-06-24,26.13,,
1996-06-25,26.19,,
1996-06-26,26.13,,
1996-06-27,26.02,,
1996-06-28,26.65,,
1996-07-01,26.83,,
1996-07-02,26.48,,
1996-07-03,26.65,,
1996-07-05,26.42,,
1996-07-08,25.79,,
1996-07-09,25.79,,
1996-07-10,26.02,,
1996-07-11,25.67,,
1996-07-12,25.67,,
1996-07-15,25.21,,
1996-07-16,25.03,,
1996-07-17,24.8,,
1996-07-18,24.98,,
1996-07-19,24.86,,
1996-07-22,24.86,,
1996-07-23,24.69,,
1996-07-24,24.28,,
1996-07-25,24.11,,
1996-07-26,24.17,,
1996-07-29,24.05,,
1996-07-30,24.23,,
1996-07-31,24.69,,
1996-08-01,25.15,,
1996-08-02,25.21,,
1996-08-05,24.92,,
1996-08-06,25.09,,
1996-08-07,25.21,,
1996-08-08,25.38,,
1996-08-09,25.32,,
1996-08-12,25.5,,
1996-08-13,25.03,,
1996-08-14,25.03,,
1996-08-15,25.21,,
1996-08-16,25.32,,
1996-08-19,25.5,,
1996-08-20,25.5,,
1996-08-21,25.5,,
1996-08-22,25.73,,
1996-08-23,25.67,,
1996-08-26,25.5,,
1996-08-27,25.5,,
1996-08-28,25.38,,
1996-08-29,25.32,,
1996-08-30,25.32,,
1996-09-03,24.92,,
1996-09-04,25.15,,
1996-09-05,24.98,,
1996-09-06,25.09,,
1996-09-09,25.61,,
1996-09-10,25.56,,
1996-09-11,25.96,,
1996-09-12,26.54,,
1996-09-13,26.65,,
1996-09-16,26.25,,
1996-09-17,26.42,,
1996-09-18,26.31,,
1996-09-19,26.54,,
1996-09-20,26.83,,
1996-09-23,26.83,,
1996-09-24,26.83,,
1996-09-25,26.77,,
1996-09-26,26.65,,
1996-09-27,26.65,,
1996-09-30,26.94,,
1996-10-01,26.94,,
1996-10-02,27.06,,
1996-10-03,27.17,,
1996-10-04,27.41,,
1996-10-07,27.64,,
1996-10-08,27.64,,
1996-10-09,27.64,,
1996-10-10,27.93,,
1996-10-11,28.16,,
1996-10-14,28.45,,
1996-10-15,27.98,,
1996-10-16,27.69,,
1996-10-17,27.81,,
1996-10-18,28.5,,
1996-10-21,28.68,,
1996-10-22,28.39,,
1996-10-23,28.04,,
1996-10-24,27.29,,
1996-10-25,27.29,,
1996-10-28,27.58,,
1996-10-29,27.52,,
1996-10-30,27.17,,
1996-10-31,27.75,,
1996-11-01,29.95,,
1996-11-04,29.95,,
1996-11-05,30.53,,
1996-11-06,30.82,,
1996-11-07,30.87,,
1996-11-08,30.99,,
1996-11-11,31.11,,
1996-11-12,31.45,,
1996-11-13,31.22,,
1996-11-14,31.91,,
1996-11-15,31.57,,
1996-11-18,31.45,,
1996-11-19,31.39,,
1996-11-20,31.57,,
1996-11-21,31.57,,
1996-11-22,31.8,,
1996-11-25,32.2,,
1996-11-26,32.03,,
1996-11-27,32.32,,
1996-11-29,32.15,,
1996-12-02,32.38,,
1996-12-03,32.15,,
1996-12-04,31.57,,
1996-12-05,31.8,,
1996-12-06,31.57,,
1996-12-09,31.74,,
1996-12-10,31.8,,
1996-12-11,31.8,,
1996-12-12,31.39,,
1996-12-13,31.11,,
1996-12-16,30.82,,
1996-12-17,30.87,,
1996-12-18,30.93,,
1996-12-19,31.57,,
1996-12-20,32.26,,
1996-12-23,31.68,,
1996-12-24,31.68,,
1996-12-26,32.26,,
1996-12-27,32.32,,
1996-12-30,32.26,,
1996-12-31,31.97,,
1997-01-02,31.51,,
1997-01-03,32.03,,
1997-01-06,32.2,,
1997-01-07,32.09,,
1997-01-08,32.26,,
1997-01-09,32.2,,
1997-01-10,32.09,,
1997-01-13,32.03,,
1997-01-14,32.44,,
1997-01-15,32.26,,
1997-01-16,32.9,,
1997-01-17,32.84,,
1997-01-20,32.49,,
1997-01-21,32.26,,
1997-01-22,31.63,,
1997-01-23,32.44,,
1997-01-24,33.01,,
1997-01-27,32.26,,
1997-01-28,32.03,,
1997-01-29,32.2,,
1997-01-30,33.3,,
1997-01-31,33.01,,
1997-02-03,33.36,,
1997-02-04,34.17,,
1997-02-05,34.05,,
1997-02-06,34.4,,
1997-02-07,35.33,,
1997-02-10,35.09,,
1997-02-11,34.75,,
1997-02-12,34.81,,
1997-02-13,35.33,,
1997-02-14,34.81,,
1997-02-18,34.63,,
1997-02-19,34.0,,
1997-02-20,34.05,,
1997-02-21,34.52,,
1997-02-24,34.81,,
1997-02-25,35.62,,
1997-02-26,35.62,,
1997-02-27,35.15,,
1997-02-28,34.29,,
1997-03-03,34.05,,
1997-03-04,33.94,,
1997-03-05,34.34,,
1997-03-06,34.23,,
1997-03-07,34.11,,
1997-03-10,34.11,,
1997-03-11,34.34,,
1997-03-12,34.34,,
1997-03-13,33.71,,
1997-03-14,33.94,,
1997-03-17,34.46,,
1997-03-18,34.23,,
1997-03-19,33.65,,
1997-03-20,33.07,,
1997-03-21,32.38,,
1997-03-24,32.03,,
1997-03-25,30.87,,
1997-03-26,31.68,,
1997-03-27,31.34,,
1997-03-31,31.39,,
1997-04-01,31.05,,
1997-04-02,30.82,,
1997-04-03,31.05,,
1997-04-04,30.93,,
1997-04-07,30.93,,
1997-04-08,31.45,,
1997-04-09,31.45,,
1997-04-10,31.57,,
1997-04-11,31.39,,
1997-04-14,31.45,,
1997-04-15,32.32,,
1997-04-16,32.2,,
1997-04-17,32.03,,
1997-04-18,32.38,,
1997-04-21,32.03,,
1997-04-22,32.26,,
1997-04-23,32.15,,
1997-04-24,31.39,,
1997-04-25,31.68,,
1997-04-28,32.2,,
1997-04-29,32.67,,
1997-04-30,33.19,,
1997-05-01,32.84,,
1997-05-02,33.3,,
1997-05-05,33.48,,
1997-05-06,34.23,,
1997-05-07,33.71,,
1997-05-08,33.94,,
1997-05-09,34.11,,
1997-05-12,34.57,,
1997-05-13,34.0,,
1997-05-14,34.23,,
1997-05-15,34.69,,
1997-05-16,34.57,,
1997-05-19,34.69,,
1997-05-20,34.92,,
1997-05-21,34.57,,
1997-05-22,34.17,,
1997-05-23,35.15,,
1997-05-27,35.5,,
1997-05-28,35.09,,
1997-05-29,35.62,,
1997-05-30,35.96,,
1997-06-02,36.83,,
1997-06-03,36.6,,
1997-06-04,35.67,,
1997-06-05,35.73,,
1997-06-06,36.42,,
1997-06-09,36.48,,
1997-06-10,37.12,,
1997-06-11,37.35,,
1997-06-12,37.99,,
1997-06-13,38.62,,
1997-06-16,38.22,,
1997-06-17,38.62,,
1997-06-18,38.8,,
1997-06-19,39.26,,
1997-06-20,39.03,,
1997-06-23,37.29,,
1997-06-24,39.32,,
1997-06-25,39.32,,
1997-06-26,39.2,,
1997-06-27,38.77,,
1997-06-30,37.58,,
1997-07-01,38.45,,
1997-07-02,39.2,,
1997-07-03,39.17,,
1997-07-07,38.91,,
1997-07-08,40.01,,
1997-07-09,39.23,,
1997-07-10,39.78,,
1997-07-11,40.1,,
1997-07-14,39.46,,
1997-07-15,39.72,,
1997-07-16,40.12,,
1997-07-17,39.6,,
1997-07-18,38.82,,
1997-07-21,38.8,,
1997-07-22,39.43,,
1997-07-23,39.26,,
1997-07-24,39.84,,
1997-07-25,39.69,,
1997-07-28,40.15,,
1997-07-29,39.46,,
1997-07-30,40.56,,
1997-07-31,40.79,,
1997-08-01,40.27,,
1997-08-04,39.89,,
1997-08-05,39.72,,
1997-08-06,40.36,,
1997-08-07,39.72,,
1997-08-08,38.8,,
1997-08-11,38.68,,
1997-08-12,37.93,,
1997-08-13,37.55,,
1997-08-14,38.27,,
1997-08-15,37.26,,
1997-08-18,37.73,,
1997-08-19,37.67,,
1997-08-20,38.33,,
1997-08-21,38.01,,
1997-08-22,37.64,,
1997-08-25,37.47,,
1997-08-26,37.55,,
1997-08-27,38.16,,
1997-08-28,37.84,,
1997-08-29,37.73,,
1997-09-02,38.94,,
1997-09-03,38.97,,
1997-09-04,38.42,,
1997-09-05,38.39,,
1997-09-08,38.45,,
1997-09-09,39.03,,
1997-09-10,38.82,,
1997-09-11,38.77,,
1997-09-12,39.49,,
1997-09-15,39.86,,
1997-09-16,39.92,,
1997-09-17,40.04,,
1997-09-18,40.36,,
1997-09-19,39.78,,
1997-09-22,39.17,,
1997-09-23,39.2,,
1997-09-24,39.08,,
1997-09-25,38.74,,
1997-09-26,38.51,,
1997-09-29,38.33,,
1997-09-30,38.36,,
1997-10-01,38.27,,
1997-10-02,37.93,,
1997-10-03,38.04,,
1997-10-06,38.04,,
1997-10-07,37.47,,
1997-10-08,36.6,,
1997-10-09,36.89,,
1997-10-10,36.71,,
1997-10-13,36.68,,
1997-10-14,36.66,,
1997-10-15,36.34,,
1997-10-16,36.08,,
1997-10-17,35.5,,
1997-10-20,34.57,,
1997-10-21,36.11,,
1997-10-22,35.96,,
1997-10-23,35.96,,
1997-10-24,34.69,,
1997-10-27,34.55,,
1997-10-28,34.23,,
1997-10-29,34.63,,
1997-10-30,34.69,,
1997-10-31,35.15,,
1997-11-03,35.7,,
1997-11-04,35.5,,
1997-11-05,36.22,,
1997-11-06,37.03,,
1997-11-07,36.86,,
1997-11-10,35.38,,
1997-11-11,35.7,,
1997-11-12,35.33,,
1997-11-13,34.69,,
1997-11-14,34.72,,
1997-11-17,34.69,,
1997-11-18,35.5,,
1997-11-19,35.21,,
1997-11-20,35.38,,
1997-11-21,35.27,,
1997-11-24,34.95,,
1997-11-25,34.6,,
1997-11-26,35.27,,
1997-11-28,35.47,,
1997-12-01,36.22,,
1997-12-02,36.6,,
1997-12-03,36.05,,
1997-12-04,36.19,,
1997-12-05,36.05,,
1997-12-08,36.05,,
1997-12-09,36.02,,
1997-12-10,36.11,,
1997-12-11,35.7,,
1997-12-12,35.27,,
1997-12-15,34.83,,
1997-12-16,35.62,,
1997-12-17,35.62,,
1997-12-18,35.64,,
1997-12-19,35.62,,
1997-12-22,35.79,,
1997-12-23,36.11,,
1997-12-24,36.19,,
1997-12-26,36.42,,
1997-12-29,36.74,,
1997-12-30,37.99,,
1997-12-31,38.04,,
1998-01-02,38.65,,
1998-01-05,38.68,,
1998-01-06,37.84,,
1998-01-07,37.41,,
1998-01-08,36.92,,
1998-01-09,35.47,,
1998-01-12,35.85,,
1998-01-13,35.53,,
1998-01-14,35.76,,
1998-01-15,35.93,,
1998-01-16,36.48,,
1998-01-20,36.54,,
1998-01-21,36.31,,
1998-01-22,36.4,,
1998-01-23,36.25,,
1998-01-26,36.6,,
1998-01-27,37.23,,
1998-01-28,36.92,,
1998-01-29,36.86,,
1998-01-30,37.09,,
1998-02-02,38.65,,
1998-02-03,38.94,,
1998-02-04,38.56,,
1998-02-05,38.82,,
1998-02-06,39.2,,
1998-02-09,38.33,,
1998-02-10,39.78,,
1998-02-11,39.26,,
1998-02-12,39.52,,
1998-02-13,39.78,,
1998-02-17,39.86,,
1998-02-18,40.18,,
1998-02-19,40.21,,
1998-02-20,40.5,,
1998-02-23,40.21,,
1998-02-24,39.23,,
1998-02-25,38.97,,
1998-02-26,38.97,,
1998-02-27,38.82,,
1998-03-02,38.71,,
1998-03-03,38.85,,
1998-03-04,38.62,,
1998-03-05,38.07,,
1998-03-06,37.96,,
1998-03-09,38.07,,
1998-03-10,38.07,,
1998-03-11,37.73,,
1998-03-12,38.07,,
1998-03-13,37.7,,
1998-03-16,38.1,,
1998-03-17,38.27,,
1998-03-18,38.51,,
1998-03-19,38.51,,
1998-03-20,38.27,,
1998-03-23,38.56,,
1998-03-24,38.71,,
1998-03-25,38.62,,
1998-03-26,38.22,,
1998-03-27,37.93,,
1998-03-30,37.78,,
1998-03-31,38.33,,
1998-04-01,38.16,,
1998-04-02,38.27,,
1998-04-03,38.33,,
1998-04-06,38.51,,
1998-04-07,38.33,,
1998-04-08,38.13,,
1998-04-09,38.33,,
1998-04-13,37.99,,
1998-04-14,38.77,,
1998-04-15,39.55,,
1998-04-16,39.4,,
1998-04-17,40.33,,
1998-04-20,40.18,,
1998-04-21,41.05,,
1998-04-22,40.67,,
1998-04-23,41.14,,
1998-04-24,41.19,,
1998-04-27,40.73,,
1998-04-28,40.33,,
1998-04-29,40.18,,
1998-04-30,40.21,,
1998-05-01,40.33,,
1998-05-04,41.11,,
1998-05-05,40.76,,
1998-05-06,40.62,,
1998-05-07,40.27,,
1998-05-08,40.56,,
1998-05-11,40.73,,
1998-05-12,41.63,,
1998-05-13,41.74,,
1998-05-14,41.63,,
1998-05-15,41.02,,
1998-05-18,40.67,,
1998-05-19,40.44,,
1998-05-20,40.91,,
1998-05-21,40.85,,
1998-05-22,40.7,,
1998-05-26,39.63,,
1998-05-27,39.55,,
1998-05-28,40.21,,
1998-05-29,40.24,,
1998-06-01,40.5,,
1998-06-02,40.53,,
1998-06-03,40.53,,
1998-06-04,40.44,,
1998-06-05,40.24,,
1998-06-08,40.62,,
1998-06-09,40.36,,
1998-06-10,40.41,,
1998-06-11,40.1,,
1998-06-12,39.4,,
1998-06-15,38.82,,
1998-06-16,39.89,,
1998-06-17,40.24,,
1998-06-18,40.07,,
1998-06-19,36.94,,
1998-06-22,36.89,,
1998-06-23,37.35,,
1998-06-24,37.52,,
1998-06-25,36.6,,
1998-06-26,36.42,,
1998-06-29,35.96,,
1998-06-30,37.0,,
1998-07-01,35.85,,
1998-07-02,35.27,,
1998-07-06,36.6,,
1998-07-07,36.66,,
1998-07-08,36.48,,
1998-07-09,35.62,,
1998-07-10,35.04,,
1998-07-13,34.86,,
1998-07-14,35.38,,
1998-07-15,35.21,,
1998-07-16,35.15,,
1998-07-17,35.38,,
1998-07-20,35.09,,
1998-07-21,34.81,,
1998-07-22,35.21,,
1998-07-23,34.46,,
1998-07-24,35.04,,
1998-07-27,35.15,,
1998-07-28,34.23,,
1998-07-29,34.4,,
1998-07-30,33.77,,
1998-07-31,32.38,,
1998-08-03,32.32,,
1998-08-04,30.82,,
1998-08-05,30.99,,
1998-08-06,30.53,,
1998-08-07,31.22,,
1998-08-10,31.68,,
1998-08-11,31.68,,
1998-08-12,32.32,,
1998-08-13,31.57,,
1998-08-14,31.34,,
1998-08-17,31.68,,
1998-08-18,32.32,,
1998-08-19,32.49,,
1998-08-20,32.78,,
1998-08-21,32.72,,
1998-08-24,32.15,,
1998-08-25,31.39,,
1998-08-26,30.82,,
1998-08-27,29.49,,
1998-08-28,29.54,,
1998-08-31,28.27,,
1998-09-01,29.43,,
1998-09-02,29.26,,
1998-09-03,29.72,,
1998-09-04,29.14,,
1998-09-08,30.06,,
1998-09-09,29.83,,
1998-09-10,28.68,,
1998-09-11,29.14,,
1998-09-14,29.54,,
1998-09-15,30.47,,
1998-09-16,30.82,,
1998-09-17,30.41,,
1998-09-18,30.24,,
1998-09-21,29.66,,
1998-09-22,28.91,,
1998-09-23,28.56,,
1998-09-24,28.56,,
1998-09-25,28.73,,
1998-09-28,28.5,,
1998-09-29,28.56,,
1998-09-30,27.52,,
1998-10-01,27.64,,
1998-10-02,27.87,,
1998-10-05,27.87,,
1998-10-06,29.08,,
1998-10-07,29.37,,
1998-10-08,27.75,,
1998-10-09,28.68,,
1998-10-12,30.06,,
1998-10-13,30.64,,
1998-10-14,32.32,,
1998-10-15,33.07,,
1998-10-16,34.4,,
1998-10-19,34.23,,
1998-10-20,34.23,,
1998-10-21,33.13,,
1998-10-22,34.81,,
1998-10-23,33.65,,
1998-10-26,34.46,,
1998-10-27,33.77,,
1998-10-28,33.48,,
1998-10-29,34.52,,
1998-10-30,34.92,,
1998-11-02,35.73,,
1998-11-03,37.0,,
1998-11-04,36.94,,
1998-11-05,37.81,,
1998-11-06,37.52,,
1998-11-09,37.18,,
1998-11-10,36.37,,
1998-11-11,35.21,,
1998-11-12,35.09,,
1998-11-13,37.0,,
1998-11-16,37.7,,
1998-11-17,37.87,,
1998-11-18,37.0,,
1998-11-19,36.54,,
1998-11-20,36.37,,
1998-11-23,37.81,,
1998-11-24,36.83,,
1998-11-25,37.41,,
1998-11-27,36.71,,
1998-11-30,35.27,,
1998-12-01,35.15,,
1998-12-02,34.23,,
1998-12-03,33.71,,
1998-12-04,34.11,,
1998-12-07,34.4,,
1998-12-08,33.24,,
1998-12-09,34.0,,
1998-12-10,34.11,,
1998-12-11,33.53,,
1998-12-14,34.0,,
1998-12-15,33.19,,
1998-12-16,32.84,,
1998-12-17,34.52,,
1998-12-18,33.77,,
1998-12-21,35.21,,
1998-12-22,35.27,,
1998-12-23,35.33,,
1998-12-24,35.67,,
1998-12-28,36.19,,
1998-12-29,35.96,,
1998-12-30,35.56,,
1998-12-31,37.0,,
1999-01-04,36.08,,
1999-01-05,36.25,,
1999-01-06,37.06,,
1999-01-07,36.14,,
1999-01-08,37.06,,
1999-01-11,37.93,,
1999-01-12,36.31,,
1999-01-13,36.6,,
1999-01-14,35.38,,
1999-01-15,36.42,,
1999-01-19,36.02,,
1999-01-20,34.34,,
1999-01-21,33.88,,
1999-01-22,33.19,,
1999-01-25,33.36,,
1999-01-26,32.84,,
1999-01-27,31.91,,
1999-01-28,31.39,,
1999-01-29,31.11,,
1999-02-01,30.87,,
1999-02-02,30.47,,
1999-02-03,29.6,,
1999-02-04,30.18,,
1999-02-05,29.83,,
1999-02-08,30.64,,
1999-02-09,30.64,,
1999-02-10,31.22,,
1999-02-11,31.97,,
1999-02-12,31.68,,
1999-02-16,31.05,,
1999-02-17,31.97,,
1999-02-18,30.64,,
1999-02-19,30.7,,
1999-02-22,31.39,,
1999-02-23,30.76,,
1999-02-24,29.37,,
1999-02-25,29.43,,
1999-02-26,29.72,,
1999-03-01,29.26,,
1999-03-02,28.33,,
1999-03-03,28.73,,
1999-03-04,29.6,,
1999-03-05,29.72,,
1999-03-08,29.43,,
1999-03-09,30.01,,
1999-03-10,29.72,,
1999-03-11,29.6,,
1999-03-12,29.43,,
1999-03-15,29.37,,
1999-03-16,29.02,,
1999-03-17,29.31,,
1999-03-18,29.72,,
1999-03-19,30.18,,
1999-03-22,30.93,,
1999-03-23,29.89,,
1999-03-24,30.59,,
1999-03-25,31.51,,
1999-03-26,31.51,,
1999-03-29,32.55,,
1999-03-30,32.61,,
1999-03-31,31.68,,
1999-04-01,31.63,,
1999-04-05,32.15,,
1999-04-06,31.28,,
1999-04-07,31.97,,
1999-04-08,32.15,,
1999-04-09,31.86,,
1999-04-12,32.44,,
1999-04-13,31.45,,
1999-04-14,34.34,,
1999-04-15,38.1,,
1999-04-16,40.24,,
1999-04-19,42.32,,
1999-04-20,41.63,,
1999-04-21,41.22,,
1999-04-22,40.47,,
1999-04-23,39.49,,
1999-04-26,38.8,,
1999-04-27,38.27,,
1999-04-28,40.65,,
1999-04-29,43.36,,
1999-04-30,43.48,,
1999-05-03,45.44,,
1999-05-04,44.81,,
1999-05-05,43.88,,
1999-05-06,43.42,,
1999-05-07,44.29,,
1999-05-10,44.0,,
1999-05-11,45.04,,
1999-05-12,43.42,,
1999-05-13,42.9,,
1999-05-14,42.67,,
1999-05-17,40.7,,
1999-05-18,39.37,,
1999-05-19,41.69,,
1999-05-20,40.99,,
1999-05-21,40.53,,
1999-05-24,39.95,,
1999-05-25,39.66,,
1999-05-26,39.66,,
1999-05-27,37.99,,
1999-05-28,37.93,,
1999-06-01,40.01,,
1999-06-02,39.08,,
1999-06-03,38.33,,
1999-06-04,39.49,,
1999-06-07,39.43,,
1999-06-08,38.62,,
1999-06-09,37.93,,
1999-06-10,37.93,,
1999-06-11,38.45,,
1999-06-14,40.18,,
1999-06-15,41.17,,
1999-06-16,40.76,,
1999-06-17,41.69,,
1999-06-18,42.09,,
1999-06-21,42.84,,
1999-06-22,41.74,,
1999-06-23,41.4,,
1999-06-24,37.93,,
1999-06-25,37.93,,
1999-06-28,38.1,,
1999-06-29,38.45,,
1999-06-30,37.23,,
1999-07-01,37.99,,
1999-07-02,39.72,,
1999-07-06,39.14,,
1999-07-07,39.2,,
1999-07-08,39.03,,
1999-07-09,39.78,,
1999-07-12,38.16,,
1999-07-13,38.39,,
1999-07-14,38.45,,
1999-07-15,38.22,,
1999-07-16,34.17,,
1999-07-19,33.24,,
1999-07-20,33.71,,
1999-07-21,32.96,,
1999-07-22,32.55,,
1999-07-23,32.9,,
1999-07-26,32.26,,
1999-07-27,32.09,,
1999-07-28,31.63,,
1999-07-29,30.76,,
1999-07-30,30.93,,
1999-08-02,32.61,,
1999-08-03,32.44,,
1999-08-04,31.51,,
1999-08-05,31.91,,
1999-08-06,31.86,,
1999-08-09,31.57,,
1999-08-10,31.45,,
1999-08-11,31.05,,
1999-08-12,30.41,,
1999-08-13,32.15,,
1999-08-16,32.15,,
1999-08-17,32.61,,
1999-08-18,32.55,,
1999-08-19,32.72,,
1999-08-20,33.88,,
1999-08-23,33.24,,
1999-08-24,33.19,,
1999-08-25,33.19,,
1999-08-26,33.3,,
1999-08-27,32.67,,
1999-08-30,31.86,,
1999-08-31,31.45,,
1999-09-01,31.86,,
1999-09-02,31.57,,
1999-09-03,31.86,,
1999-09-07,31.63,,
1999-09-08,31.45,,
1999-09-09,31.8,,
1999-09-10,32.09,,
1999-09-13,32.09,,
1999-09-14,30.99,,
1999-09-15,31.57,,
1999-09-16,30.59,,
1999-09-17,29.83,,
1999-09-20,30.3,,
1999-09-21,29.6,,
1999-09-22,28.39,,
1999-09-23,27.87,,
1999-09-24,27.98,,
1999-09-27,27.98,,
1999-09-28,27.41,,
1999-09-29,25.84,,
1999-09-30,27.06,,
1999-10-01,26.94,,
1999-10-04,27.93,,
1999-10-05,27.98,,
1999-10-06,28.27,,
1999-10-07,28.27,,
1999-10-08,29.26,,
1999-10-11,28.1,,
1999-10-12,26.88,,
1999-10-13,26.77,,
1999-10-14,26.83,,
