date,ABMD,ABMD_EPS,PE Ratio
1990-05-02,4.63,-0.05,-92.6
1990-05-03,4.69,-0.05,-93.8
1990-05-04,4.63,-0.05,-92.6
1990-05-07,4.56,-0.05,-91.19999999999999
1990-05-08,4.5,-0.05,-90.0
1990-05-09,4.5,-0.05,-90.0
1990-05-10,4.44,-0.05,-88.8
1990-05-11,4.5,-0.05,-90.0
1990-05-14,4.88,-0.05,-97.6
1990-05-15,4.75,-0.05,-95.0
1990-05-16,4.69,-0.05,-93.8
1990-05-17,5.19,-0.05,-103.8
1990-05-18,5.31,-0.05,-106.19999999999999
1990-05-21,5.0,-0.05,-100.0
1990-05-22,5.19,-0.05,-103.8
1990-05-23,5.25,-0.05,-105.0
1990-05-24,5.31,-0.05,-106.19999999999999
1990-05-25,6.06,-0.05,-121.19999999999999
1990-05-29,6.06,-0.05,-121.19999999999999
1990-05-30,5.81,-0.05,-116.19999999999999
1990-05-31,5.94,-0.05,-118.8
1990-06-01,5.88,-0.05,-117.6
1990-06-04,6.0,-0.05,-120.0
1990-06-05,5.88,-0.05,-117.6
1990-06-06,6.0,-0.05,-120.0
1990-06-07,6.0,-0.05,-120.0
1990-06-08,5.88,-0.05,-117.6
1990-06-11,6.0,-0.05,-120.0
1990-06-12,5.94,-0.05,-118.8
1990-06-13,5.69,-0.05,-113.8
1990-06-14,5.38,-0.05,-107.6
1990-06-15,5.56,-0.05,-111.19999999999999
1990-06-18,5.56,-0.05,-111.19999999999999
1990-06-19,5.38,-0.05,-107.6
1990-06-20,5.38,-0.05,-107.6
1990-06-21,5.38,-0.05,-107.6
1990-06-22,5.25,-0.05,-105.0
1990-06-25,5.19,-0.05,-103.8
1990-06-26,4.88,-0.05,-97.6
1990-06-27,4.94,-0.05,-98.8
1990-06-28,5.19,-0.05,-103.8
1990-06-29,5.56,-0.05,-111.19999999999999
1990-07-02,5.56,-0.05,-111.19999999999999
1990-07-03,5.31,-0.05,-106.19999999999999
1990-07-05,5.06,-0.05,-101.19999999999999
1990-07-06,4.94,-0.05,-98.8
1990-07-09,4.88,-0.05,-97.6
1990-07-10,4.88,-0.05,-97.6
1990-07-11,4.81,-0.05,-96.19999999999999
1990-07-12,4.88,-0.05,-97.6
1990-07-13,4.81,-0.05,-96.19999999999999
1990-07-16,4.88,-0.05,-97.6
1990-07-17,4.94,-0.05,-98.8
1990-07-18,4.88,-0.05,-97.6
1990-07-19,4.94,-0.05,-98.8
1990-07-20,5.06,-0.05,-101.19999999999999
1990-07-23,4.94,-0.05,-98.8
1990-07-24,4.94,-0.05,-98.8
1990-07-25,4.88,-0.05,-97.6
1990-07-26,4.94,-0.05,-98.8
1990-07-27,4.94,-0.05,-98.8
1990-07-30,4.88,-0.05,-97.6
1990-07-31,4.88,-0.05,-97.6
1990-08-01,4.94,-0.05,-98.8
1990-08-02,4.69,-0.05,-93.8
1990-08-03,4.38,-0.05,-87.6
1990-08-06,4.25,-0.05,-85.0
1990-08-07,4.13,-0.05,-82.6
1990-08-08,4.38,-0.05,-87.6
1990-08-09,4.63,-0.05,-92.6
1990-08-10,4.63,-0.05,-92.6
1990-08-13,4.69,-0.05,-93.8
1990-08-14,4.88,-0.05,-97.6
1990-08-15,4.81,-0.05,-96.19999999999999
1990-08-16,4.69,-0.05,-93.8
1990-08-17,4.75,-0.05,-95.0
1990-08-20,4.75,-0.05,-95.0
1990-08-21,4.56,-0.05,-91.19999999999999
1990-08-22,4.44,-0.05,-88.8
1990-08-23,4.31,-0.05,-86.19999999999999
1990-08-24,4.38,-0.05,-87.6
1990-08-27,4.31,-0.05,-86.19999999999999
1990-08-28,4.5,-0.05,-90.0
1990-08-29,4.44,-0.05,-88.8
1990-08-30,4.38,-0.05,-87.6
1990-08-31,4.44,-0.05,-88.8
1990-09-04,4.31,-0.05,-86.19999999999999
1990-09-05,4.31,-0.05,-86.19999999999999
1990-09-06,4.25,-0.05,-85.0
1990-09-07,4.44,-0.05,-88.8
1990-09-10,4.25,-0.05,-85.0
1990-09-11,4.19,-0.05,-83.8
1990-09-12,4.25,-0.05,-85.0
1990-09-13,4.13,-0.05,-82.6
1990-09-14,4.19,-0.05,-83.8
1990-09-17,4.06,-0.05,-81.19999999999999
1990-09-18,3.94,-0.05,-78.8
1990-09-19,3.88,-0.05,-77.6
1990-09-20,3.69,-0.05,-73.8
1990-09-21,3.56,-0.05,-71.2
1990-09-24,3.38,-0.05,-67.6
1990-09-25,3.5,-0.05,-70.0
1990-09-26,3.31,-0.05,-66.2
1990-09-27,3.44,-0.05,-68.8
1990-09-28,3.38,-0.05,-67.6
1990-10-01,3.38,-0.05,-67.6
1990-10-02,3.5,-0.05,-70.0
1990-10-03,3.38,-0.05,-67.6
1990-10-04,3.31,-0.05,-66.2
1990-10-05,3.44,-0.05,-68.8
1990-10-08,3.31,-0.05,-66.2
1990-10-09,3.13,-0.05,-62.599999999999994
1990-10-10,3.06,-0.05,-61.199999999999996
1990-10-11,2.63,-0.05,-52.599999999999994
1990-10-12,2.94,-0.05,-58.8
1990-10-15,3.25,-0.05,-65.0
1990-10-16,3.25,-0.05,-65.0
1990-10-17,3.38,-0.05,-67.6
1990-10-18,3.13,-0.05,-62.599999999999994
1990-10-19,2.94,-0.05,-58.8
1990-10-22,2.88,-0.05,-57.599999999999994
1990-10-23,3.06,-0.05,-61.199999999999996
1990-10-24,3.06,-0.05,-61.199999999999996
1990-10-25,2.88,-0.05,-57.599999999999994
1990-10-26,2.88,-0.05,-57.599999999999994
1990-10-29,2.75,-0.05,-55.0
1990-10-30,2.81,-0.05,-56.199999999999996
1990-10-31,3.13,-0.05,-62.599999999999994
1990-11-01,3.13,-0.05,-62.599999999999994
1990-11-02,3.13,-0.05,-62.599999999999994
1990-11-05,3.13,-0.05,-62.599999999999994
1990-11-06,3.0,-0.05,-60.0
1990-11-07,3.0,-0.05,-60.0
1990-11-08,3.06,-0.05,-61.199999999999996
1990-11-09,2.94,-0.05,-58.8
1990-11-12,2.88,-0.05,-57.599999999999994
1990-11-13,2.75,-0.05,-55.0
1990-11-14,2.94,-0.05,-58.8
1990-11-15,3.0,-0.05,-60.0
1990-11-16,3.0,-0.05,-60.0
1990-11-19,2.88,-0.05,-57.599999999999994
1990-11-20,3.0,-0.05,-60.0
1990-11-21,2.88,-0.05,-57.599999999999994
1990-11-23,3.0,-0.05,-60.0
1990-11-26,2.75,-0.05,-55.0
1990-11-27,2.88,-0.05,-57.599999999999994
1990-11-28,2.75,-0.05,-55.0
1990-11-29,3.38,-0.05,-67.6
1990-11-30,3.25,-0.05,-65.0
1990-12-03,3.13,-0.05,-62.599999999999994
1990-12-04,3.31,-0.05,-66.2
1990-12-05,3.19,-0.05,-63.8
1990-12-06,3.13,-0.05,-62.599999999999994
1990-12-07,3.06,-0.05,-61.199999999999996
1990-12-10,3.0,-0.05,-60.0
1990-12-11,3.13,-0.05,-62.599999999999994
1990-12-12,3.06,-0.05,-61.199999999999996
1990-12-13,3.0,-0.05,-60.0
1990-12-14,2.94,-0.05,-58.8
1990-12-17,2.88,-0.05,-57.599999999999994
1990-12-18,2.81,-0.05,-56.199999999999996
1990-12-19,3.0,-0.05,-60.0
1990-12-20,2.88,-0.05,-57.599999999999994
1990-12-21,2.75,-0.05,-55.0
1990-12-24,2.75,-0.05,-55.0
1990-12-26,2.81,-0.05,-56.199999999999996
1990-12-27,2.88,-0.05,-57.599999999999994
1990-12-28,3.06,-0.05,-61.199999999999996
1990-12-31,3.13,-0.05,-62.599999999999994
1991-01-02,3.0,-0.05,-60.0
1991-01-03,3.13,-0.05,-62.599999999999994
1991-01-04,3.13,-0.05,-62.599999999999994
1991-01-07,3.06,-0.05,-61.199999999999996
1991-01-08,3.0,-0.05,-60.0
1991-01-09,3.0,-0.05,-60.0
1991-01-10,3.0,-0.05,-60.0
1991-01-11,2.94,-0.05,-58.8
1991-01-14,2.81,-0.05,-56.199999999999996
1991-01-15,2.81,-0.05,-56.199999999999996
1991-01-16,2.88,-0.05,-57.599999999999994
1991-01-17,2.88,-0.05,-57.599999999999994
1991-01-18,2.75,-0.05,-55.0
1991-01-21,2.69,-0.05,-53.8
1991-01-22,2.75,-0.05,-55.0
1991-01-23,2.75,-0.05,-55.0
1991-01-24,3.06,-0.05,-61.199999999999996
1991-01-25,3.13,-0.05,-62.599999999999994
1991-01-28,3.13,-0.05,-62.599999999999994
1991-01-29,3.13,-0.05,-62.599999999999994
1991-01-30,3.5,-0.05,-70.0
1991-01-31,3.94,-0.05,-78.8
1991-02-01,3.81,-0.05,-76.2
1991-02-04,3.88,-0.05,-77.6
1991-02-05,3.94,-0.05,-78.8
1991-02-06,4.13,-0.05,-82.6
1991-02-07,3.94,-0.05,-78.8
1991-02-08,4.31,-0.05,-86.19999999999999
1991-02-11,4.25,-0.05,-85.0
1991-02-12,4.25,-0.05,-85.0
1991-02-13,4.13,-0.05,-82.6
1991-02-14,4.44,-0.05,-88.8
1991-02-15,4.63,-0.05,-92.6
1991-02-19,4.63,-0.05,-92.6
1991-02-20,4.44,-0.05,-88.8
1991-02-21,4.5,-0.05,-90.0
1991-02-22,4.38,-0.05,-87.6
1991-02-25,4.44,-0.05,-88.8
1991-02-26,4.38,-0.05,-87.6
1991-02-27,4.69,-0.05,-93.8
1991-02-28,4.63,-0.05,-92.6
1991-03-01,4.75,-0.05,-95.0
1991-03-04,5.13,-0.05,-102.6
1991-03-05,4.88,-0.05,-97.6
1991-03-06,4.69,-0.05,-93.8
1991-03-07,4.56,-0.05,-91.19999999999999
1991-03-08,4.5,-0.05,-90.0
1991-03-11,4.31,-0.05,-86.19999999999999
1991-03-12,4.19,-0.05,-83.8
1991-03-13,4.25,-0.05,-85.0
1991-03-14,4.38,-0.05,-87.6
1991-03-15,4.19,-0.05,-83.8
1991-03-18,4.31,-0.05,-86.19999999999999
1991-03-19,4.38,-0.05,-87.6
1991-03-20,4.38,-0.05,-87.6
1991-03-21,4.44,-0.05,-88.8
1991-03-22,4.38,-0.05,-87.6
1991-03-25,4.5,-0.05,-90.0
1991-03-26,4.56,-0.05,-91.19999999999999
1991-03-27,4.5,-0.05,-90.0
1991-03-28,4.44,-0.05,-88.8
1991-04-01,4.31,-0.05,-86.19999999999999
1991-04-02,4.25,-0.05,-85.0
1991-04-03,4.56,-0.05,-91.19999999999999
1991-04-04,4.38,-0.05,-87.6
1991-04-05,4.5,-0.05,-90.0
1991-04-08,4.44,-0.05,-88.8
1991-04-09,4.38,-0.05,-87.6
1991-04-10,4.25,-0.05,-85.0
1991-04-11,4.31,-0.05,-86.19999999999999
1991-04-12,4.38,-0.05,-87.6
1991-04-15,4.25,-0.05,-85.0
1991-04-16,4.25,-0.05,-85.0
1991-04-17,4.63,-0.05,-92.6
1991-04-18,4.81,-0.05,-96.19999999999999
1991-04-19,4.75,-0.05,-95.0
1991-04-22,4.75,-0.05,-95.0
1991-04-23,4.56,-0.05,-91.19999999999999
1991-04-24,4.56,-0.05,-91.19999999999999
1991-04-25,4.44,-0.05,-88.8
1991-04-26,4.44,-0.05,-88.8
1991-04-29,4.44,-0.05,-88.8
1991-04-30,4.31,-0.05,-86.19999999999999
1991-05-01,4.31,-0.05,-86.19999999999999
1991-05-02,4.25,-0.05,-85.0
1991-05-03,4.25,-0.05,-85.0
1991-05-06,4.25,-0.05,-85.0
1991-05-07,4.44,-0.05,-88.8
1991-05-08,4.5,-0.05,-90.0
1991-05-09,4.56,-0.05,-91.19999999999999
1991-05-10,4.38,-0.05,-87.6
1991-05-13,4.38,-0.05,-87.6
1991-05-14,4.25,-0.05,-85.0
1991-05-15,4.06,-0.05,-81.19999999999999
1991-05-16,4.19,-0.05,-83.8
1991-05-17,4.0,-0.05,-80.0
1991-05-20,4.25,-0.05,-85.0
1991-05-21,4.13,-0.05,-82.6
1991-05-22,4.13,-0.05,-82.6
1991-05-23,4.19,-0.05,-83.8
1991-05-24,4.19,-0.05,-83.8
1991-05-28,4.38,-0.05,-87.6
1991-05-29,4.25,-0.05,-85.0
1991-05-30,4.25,-0.05,-85.0
1991-05-31,4.31,-0.05,-86.19999999999999
1991-06-03,4.19,-0.05,-83.8
1991-06-04,4.19,-0.05,-83.8
1991-06-05,4.0,-0.05,-80.0
1991-06-06,4.06,-0.05,-81.19999999999999
1991-06-07,4.06,-0.05,-81.19999999999999
1991-06-10,3.81,-0.05,-76.2
1991-06-11,3.81,-0.05,-76.2
1991-06-12,3.75,-0.05,-75.0
1991-06-13,3.69,-0.05,-73.8
1991-06-14,3.94,-0.05,-78.8
1991-06-17,3.88,-0.05,-77.6
1991-06-18,3.94,-0.05,-78.8
1991-06-19,3.81,-0.05,-76.2
1991-06-20,3.81,-0.05,-76.2
1991-06-21,3.75,-0.05,-75.0
1991-06-24,3.69,-0.05,-73.8
1991-06-25,3.5,-0.05,-70.0
1991-06-26,3.5,-0.05,-70.0
1991-06-27,3.63,-0.05,-72.6
1991-06-28,3.5,-0.05,-70.0
1991-07-01,3.5,-0.05,-70.0
1991-07-02,3.44,-0.05,-68.8
1991-07-03,3.38,-0.05,-67.6
1991-07-05,3.44,-0.05,-68.8
1991-07-08,3.38,-0.05,-67.6
1991-07-09,3.38,-0.05,-67.6
1991-07-10,3.31,-0.05,-66.2
1991-07-11,3.25,-0.05,-65.0
1991-07-12,3.25,-0.05,-65.0
1991-07-15,3.19,-0.05,-63.8
1991-07-16,3.13,-0.05,-62.599999999999994
1991-07-17,3.13,-0.05,-62.599999999999994
1991-07-18,3.19,-0.05,-63.8
1991-07-19,3.25,-0.05,-65.0
1991-07-22,3.13,-0.05,-62.599999999999994
1991-07-23,3.06,-0.05,-61.199999999999996
1991-07-24,3.44,-0.05,-68.8
1991-07-25,3.5,-0.05,-70.0
1991-07-26,3.56,-0.05,-71.2
1991-07-29,3.5,-0.05,-70.0
1991-07-30,3.63,-0.05,-72.6
1991-07-31,3.56,-0.05,-71.2
1991-08-01,3.63,-0.05,-72.6
1991-08-02,3.56,-0.05,-71.2
1991-08-05,3.5,-0.05,-70.0
1991-08-06,3.56,-0.05,-71.2
1991-08-07,3.5,-0.05,-70.0
1991-08-08,3.5,-0.05,-70.0
1991-08-09,3.44,-0.05,-68.8
1991-08-12,3.44,-0.05,-68.8
1991-08-13,3.44,-0.05,-68.8
1991-08-14,3.44,-0.05,-68.8
1991-08-15,3.44,-0.05,-68.8
1991-08-16,3.31,-0.05,-66.2
1991-08-19,3.25,-0.05,-65.0
1991-08-20,3.31,-0.05,-66.2
1991-08-21,3.31,-0.05,-66.2
1991-08-22,3.38,-0.05,-67.6
1991-08-23,3.31,-0.05,-66.2
1991-08-26,3.44,-0.05,-68.8
1991-08-27,3.63,-0.05,-72.6
1991-08-28,3.69,-0.05,-73.8
1991-08-29,3.44,-0.05,-68.8
1991-08-30,3.5,-0.05,-70.0
1991-09-03,3.63,-0.05,-72.6
1991-09-04,3.63,-0.05,-72.6
1991-09-05,4.5,-0.05,-90.0
1991-09-06,4.81,-0.05,-96.19999999999999
1991-09-09,5.75,-0.05,-115.0
1991-09-10,6.06,-0.05,-121.19999999999999
1991-09-11,6.56,-0.05,-131.2
1991-09-12,7.38,-0.05,-147.6
1991-09-13,6.94,-0.05,-138.8
1991-09-16,6.56,-0.05,-131.2
1991-09-17,6.5,-0.05,-130.0
1991-09-18,7.0,-0.05,-140.0
1991-09-19,7.31,-0.05,-146.2
1991-09-20,7.38,-0.05,-147.6
1991-09-23,6.88,-0.05,-137.6
1991-09-24,7.13,-0.05,-142.6
1991-09-25,7.38,-0.05,-147.6
1991-09-26,7.13,-0.05,-142.6
1991-09-27,6.94,-0.05,-138.8
1991-09-30,7.0,-0.05,-140.0
1991-10-01,7.19,-0.05,-143.8
1991-10-02,7.0,-0.05,-140.0
1991-10-03,6.94,-0.05,-138.8
1991-10-04,7.0,-0.05,-140.0
1991-10-07,6.63,-0.05,-132.6
1991-10-08,6.5,-0.05,-130.0
1991-10-09,6.5,-0.05,-130.0
1991-10-10,6.44,-0.05,-128.8
1991-10-11,6.38,-0.05,-127.6
1991-10-14,6.44,-0.05,-128.8
1991-10-15,6.44,-0.05,-128.8
1991-10-16,6.44,-0.05,-128.8
1991-10-17,7.25,-0.05,-145.0
1991-10-18,7.13,-0.05,-142.6
1991-10-21,6.88,-0.05,-137.6
1991-10-22,6.63,-0.05,-132.6
1991-10-23,7.88,-0.05,-157.6
1991-10-24,7.94,-0.05,-158.8
1991-10-25,8.19,-0.05,-163.79999999999998
1991-10-28,8.19,-0.05,-163.79999999999998
1991-10-29,8.0,-0.05,-160.0
1991-10-30,7.56,-0.05,-151.2
1991-10-31,8.0,-0.05,-160.0
1991-11-01,8.5,-0.05,-170.0
1991-11-04,9.31,-0.05,-186.2
1991-11-05,9.44,-0.05,-188.79999999999998
1991-11-06,9.63,-0.05,-192.6
1991-11-07,9.44,-0.05,-188.79999999999998
1991-11-08,9.44,-0.05,-188.79999999999998
1991-11-11,9.38,-0.05,-187.6
1991-11-12,9.44,-0.05,-188.79999999999998
1991-11-13,9.19,-0.05,-183.79999999999998
1991-11-14,9.44,-0.05,-188.79999999999998
1991-11-15,8.13,-0.05,-162.6
1991-11-18,8.38,-0.05,-167.6
1991-11-19,8.19,-0.05,-163.79999999999998
1991-11-20,10.38,-0.05,-207.6
1991-11-21,10.13,-0.05,-202.6
1991-11-22,9.56,-0.05,-191.2
1991-11-25,10.5,-0.05,-210.0
1991-11-26,9.75,-0.05,-195.0
1991-11-27,9.38,-0.05,-187.6
1991-11-29,9.44,-0.05,-188.79999999999998
1991-12-02,9.31,-0.05,-186.2
1991-12-03,8.94,-0.05,-178.79999999999998
1991-12-04,8.81,-0.05,-176.2
1991-12-05,8.5,-0.05,-170.0
1991-12-06,8.56,-0.05,-171.2
1991-12-09,8.19,-0.05,-163.79999999999998
1991-12-10,8.38,-0.05,-167.6
1991-12-11,8.0,-0.05,-160.0
1991-12-12,8.25,-0.05,-165.0
1991-12-13,8.25,-0.05,-165.0
1991-12-16,8.31,-0.05,-166.2
1991-12-17,8.19,-0.05,-163.79999999999998
1991-12-18,8.13,-0.05,-162.6
1991-12-19,8.06,-0.05,-161.2
1991-12-20,8.13,-0.05,-162.6
1991-12-23,8.06,-0.05,-161.2
1991-12-24,8.06,-0.05,-161.2
1991-12-26,7.94,-0.05,-158.8
1991-12-27,8.19,-0.05,-163.79999999999998
1991-12-30,8.5,-0.05,-170.0
1991-12-31,8.44,-0.05,-168.79999999999998
1992-01-02,8.13,-0.05,-162.6
1992-01-03,8.0,-0.05,-160.0
1992-01-06,8.13,-0.05,-162.6
1992-01-07,8.88,-0.05,-177.6
1992-01-08,8.88,-0.05,-177.6
1992-01-09,8.94,-0.05,-178.79999999999998
1992-01-10,8.88,-0.05,-177.6
1992-01-13,9.19,-0.05,-183.79999999999998
1992-01-14,9.13,-0.05,-182.6
1992-01-15,8.88,-0.05,-177.6
1992-01-16,8.75,-0.05,-175.0
1992-01-17,8.63,-0.05,-172.6
1992-01-20,8.56,-0.05,-171.2
1992-01-21,7.69,-0.05,-153.8
1992-01-22,7.75,-0.05,-155.0
1992-01-23,7.88,-0.05,-157.6
1992-01-24,8.06,-0.05,-161.2
1992-01-27,8.31,-0.05,-166.2
1992-01-28,7.88,-0.05,-157.6
1992-01-29,7.81,-0.05,-156.2
1992-01-30,7.81,-0.05,-156.2
1992-01-31,7.75,-0.05,-155.0
1992-02-03,7.75,-0.05,-155.0
1992-02-04,8.25,-0.05,-165.0
1992-02-05,8.44,-0.05,-168.79999999999998
1992-02-06,8.5,-0.05,-170.0
1992-02-07,8.38,-0.05,-167.6
1992-02-10,8.31,-0.05,-166.2
1992-02-11,8.31,-0.05,-166.2
1992-02-12,8.31,-0.05,-166.2
1992-02-13,8.25,-0.05,-165.0
1992-02-14,8.13,-0.05,-162.6
1992-02-18,7.75,-0.05,-155.0
1992-02-19,7.44,-0.05,-148.8
1992-02-20,7.88,-0.05,-157.6
1992-02-21,7.44,-0.05,-148.8
1992-02-24,7.06,-0.05,-141.2
1992-02-25,6.75,-0.05,-135.0
1992-02-26,7.38,-0.05,-147.6
1992-02-27,6.94,-0.05,-138.8
1992-02-28,6.88,-0.05,-137.6
1992-03-02,7.0,-0.05,-140.0
1992-03-03,6.88,-0.05,-137.6
1992-03-04,7.0,-0.05,-140.0
1992-03-05,6.81,-0.05,-136.2
1992-03-06,6.81,-0.05,-136.2
1992-03-09,6.75,-0.05,-135.0
1992-03-10,6.56,-0.05,-131.2
1992-03-11,6.75,-0.05,-135.0
1992-03-12,6.56,-0.05,-131.2
1992-03-13,6.81,-0.05,-136.2
1992-03-16,6.69,-0.05,-133.8
1992-03-17,6.81,-0.05,-136.2
1992-03-18,6.81,-0.05,-136.2
1992-03-19,7.94,-0.05,-158.8
1992-03-20,7.5,-0.05,-150.0
1992-03-23,7.25,-0.05,-145.0
1992-03-24,7.19,-0.05,-143.8
1992-03-25,7.19,-0.05,-143.8
1992-03-26,7.13,-0.05,-142.6
