date,SBAC,SBAC_EPS,PE Ratio
2000-12-04,37.19,0.21,177.0952380952381
2000-12-05,38.06,0.21,181.23809523809527
2000-12-06,35.0,0.21,166.66666666666669
2000-12-07,35.56,0.21,169.33333333333334
2000-12-08,36.06,0.21,171.71428571428572
2000-12-11,35.81,0.21,170.52380952380955
2000-12-12,35.75,0.21,170.23809523809524
2000-12-13,35.94,0.21,171.14285714285714
2000-12-14,37.31,0.21,177.66666666666669
2000-12-15,37.0,0.21,176.1904761904762
2000-12-18,37.06,0.21,176.47619047619048
2000-12-19,36.88,0.21,175.61904761904765
2000-12-20,36.5,0.21,173.80952380952382
2000-12-21,36.38,0.21,173.23809523809527
2000-12-22,42.13,0.21,200.61904761904765
2000-12-26,42.5,0.21,202.38095238095238
2000-12-27,44.19,0.21,210.42857142857142
2000-12-28,45.94,0.21,218.76190476190476
2000-12-29,41.06,0.21,195.52380952380955
2001-01-02,39.31,0.21,187.1904761904762
2001-01-03,37.63,0.21,179.1904761904762
2001-01-04,36.69,0.21,174.71428571428572
2001-01-05,34.69,0.21,165.19047619047618
2001-01-08,35.25,0.21,167.85714285714286
2001-01-09,35.0,0.21,166.66666666666669
2001-01-10,36.44,0.21,173.52380952380952
2001-01-11,41.5,0.21,197.61904761904762
2001-01-12,40.81,0.21,194.33333333333334
2001-01-16,42.0,0.21,200.0
2001-01-17,42.13,0.21,200.61904761904765
2001-01-18,44.31,0.21,211.00000000000003
2001-01-19,44.63,0.21,212.52380952380955
2001-01-22,44.81,0.21,213.3809523809524
2001-01-23,46.0,0.21,219.04761904761907
2001-01-24,45.88,0.21,218.4761904761905
2001-01-25,42.88,0.21,204.1904761904762
2001-01-26,42.81,0.21,203.8571428571429
2001-01-29,43.19,0.21,205.66666666666666
2001-01-30,45.0,0.21,214.2857142857143
2001-01-31,45.31,0.21,215.7619047619048
2001-02-01,45.63,0.21,217.2857142857143
2001-02-02,44.5,0.21,211.90476190476193
2001-02-05,45.06,0.21,214.57142857142858
2001-02-06,44.75,0.21,213.0952380952381
2001-02-07,43.31,0.21,206.23809523809527
2001-02-08,40.81,0.21,194.33333333333334
2001-02-09,39.31,0.21,187.1904761904762
2001-02-12,40.44,0.21,192.57142857142856
2001-02-13,40.25,0.21,191.66666666666669
2001-02-14,40.38,0.21,192.2857142857143
2001-02-15,40.02,0.21,190.57142857142858
2001-02-16,38.25,0.21,182.14285714285714
2001-02-20,36.25,0.21,172.61904761904762
2001-02-21,35.38,0.21,168.47619047619048
2001-02-22,33.25,0.21,158.33333333333334
2001-02-23,31.25,0.21,148.80952380952382
2001-02-26,32.13,0.21,153.00000000000003
2001-02-27,33.5,0.21,159.52380952380952
2001-02-28,33.0,0.21,157.14285714285714
2001-03-01,34.13,0.21,162.52380952380955
2001-03-02,34.0,0.21,161.9047619047619
2001-03-05,33.63,0.21,160.14285714285717
2001-03-06,34.0,0.21,161.9047619047619
2001-03-07,33.94,0.21,161.61904761904762
2001-03-08,33.75,0.21,160.71428571428572
2001-03-09,31.5,0.21,150.0
2001-03-12,27.06,0.21,128.85714285714286
2001-03-13,25.75,0.21,122.61904761904762
2001-03-14,23.44,0.21,111.61904761904763
2001-03-15,22.75,0.21,108.33333333333334
2001-03-16,20.69,0.21,98.52380952380953
2001-03-19,21.06,0.21,100.28571428571428
2001-03-20,20.39,0.21,97.0952380952381
2001-03-21,18.75,0.21,89.28571428571429
2001-03-22,15.81,0.21,75.28571428571429
2001-03-23,18.75,0.21,89.28571428571429
2001-03-26,19.17,0.21,91.28571428571429
2001-03-27,19.88,0.21,94.66666666666667
2001-03-28,18.38,0.21,87.52380952380952
2001-03-29,18.13,0.21,86.33333333333333
2001-03-30,15.81,0.21,75.28571428571429
2001-04-02,16.38,0.21,78.0
2001-04-03,15.19,0.21,72.33333333333333
2001-04-04,13.0,0.21,61.904761904761905
2001-04-05,14.5,0.21,69.04761904761905
2001-04-06,13.94,0.21,66.38095238095238
2001-04-09,13.75,0.21,65.47619047619048
2001-04-10,14.45,0.21,68.80952380952381
2001-04-11,16.68,0.21,79.42857142857143
2001-04-12,20.0,0.21,95.23809523809524
2001-04-16,19.65,0.21,93.57142857142857
2001-04-17,21.49,0.21,102.33333333333333
2001-04-18,27.24,0.21,129.71428571428572
2001-04-19,28.0,0.21,133.33333333333334
2001-04-20,29.1,0.21,138.57142857142858
2001-04-23,28.47,0.21,135.57142857142858
2001-04-24,28.6,0.21,136.1904761904762
2001-04-25,30.68,0.21,146.0952380952381
2001-04-26,32.8,0.21,156.19047619047618
2001-04-27,33.07,0.21,157.47619047619048
2001-04-30,34.09,0.21,162.33333333333334
2001-05-01,33.05,0.21,157.38095238095238
2001-05-02,33.75,0.21,160.71428571428572
2001-05-03,33.35,0.21,158.80952380952382
2001-05-04,32.09,0.21,152.80952380952382
2001-05-07,32.45,0.21,154.52380952380955
2001-05-08,29.3,0.21,139.52380952380952
2001-05-09,29.88,0.21,142.28571428571428
2001-05-10,29.34,0.21,139.71428571428572
2001-05-11,28.64,0.21,136.38095238095238
2001-05-14,26.63,0.21,126.80952380952381
2001-05-15,26.94,0.21,128.2857142857143
2001-05-16,26.45,0.21,125.95238095238095
2001-05-17,26.99,0.21,128.52380952380952
2001-05-18,26.4,0.21,125.71428571428571
2001-05-21,27.06,0.21,128.85714285714286
2001-05-22,27.3,0.21,130.0
2001-05-23,26.09,0.21,124.23809523809524
2001-05-24,25.78,0.21,122.76190476190477
2001-05-25,25.42,0.21,121.04761904761907
2001-05-29,25.04,0.21,119.23809523809524
2001-05-30,23.1,0.21,110.00000000000001
2001-05-31,23.15,0.21,110.23809523809524
2001-06-01,24.05,0.21,114.52380952380953
2001-06-04,24.3,0.21,115.71428571428572
2001-06-05,24.54,0.21,116.85714285714286
2001-06-06,24.05,0.21,114.52380952380953
2001-06-07,23.86,0.21,113.61904761904762
2001-06-08,22.9,0.21,109.04761904761905
2001-06-11,21.4,0.21,101.9047619047619
2001-06-12,20.86,0.21,99.33333333333333
2001-06-13,20.73,0.21,98.71428571428572
2001-06-14,19.58,0.21,93.23809523809523
2001-06-15,19.05,0.21,90.71428571428572
2001-06-18,16.81,0.21,80.04761904761905
2001-06-19,17.55,0.21,83.57142857142858
2001-06-20,20.24,0.21,96.38095238095238
2001-06-21,20.04,0.21,95.42857142857143
2001-06-22,19.75,0.21,94.04761904761905
2001-06-25,19.89,0.21,94.71428571428572
2001-06-26,20.04,0.21,95.42857142857143
2001-06-27,20.35,0.21,96.90476190476191
2001-06-28,21.18,0.21,100.85714285714286
2001-06-29,24.75,0.21,117.85714285714286
2001-07-02,21.95,0.21,104.52380952380952
2001-07-03,22.68,0.21,108.0
2001-07-05,22.76,0.21,108.3809523809524
2001-07-06,21.97,0.21,104.61904761904762
2001-07-09,22.1,0.21,105.23809523809526
2001-07-10,22.2,0.21,105.71428571428571
2001-07-11,20.95,0.21,99.76190476190476
2001-07-12,22.01,0.21,104.80952380952382
2001-07-13,21.75,0.21,103.57142857142857
2001-07-16,20.44,0.21,97.33333333333334
2001-07-17,21.15,0.21,100.71428571428571
2001-07-18,19.7,0.21,93.80952380952381
2001-07-19,18.4,0.21,87.61904761904762
2001-07-20,18.54,0.21,88.28571428571429
2001-07-23,18.51,0.21,88.14285714285715
2001-07-24,18.39,0.21,87.57142857142858
2001-07-25,18.98,0.21,90.38095238095238
2001-07-26,19.44,0.21,92.57142857142858
2001-07-27,19.85,0.21,94.52380952380953
2001-07-30,19.0,0.21,90.47619047619048
2001-07-31,19.71,0.21,93.85714285714286
2001-08-01,19.32,0.21,92.0
2001-08-02,18.91,0.21,90.04761904761905
2001-08-03,18.87,0.21,89.85714285714286
2001-08-06,19.1,0.21,90.95238095238096
2001-08-07,19.0,0.21,90.47619047619048
2001-08-08,18.59,0.21,88.52380952380953
2001-08-09,19.24,0.21,91.61904761904762
2001-08-10,17.8,0.21,84.76190476190477
2001-08-13,18.19,0.21,86.61904761904763
2001-08-14,17.43,0.21,83.0
2001-08-15,14.92,0.21,71.04761904761905
2001-08-16,13.38,0.21,63.71428571428572
2001-08-17,13.9,0.21,66.19047619047619
2001-08-20,13.27,0.21,63.19047619047619
2001-08-21,13.1,0.21,62.38095238095238
2001-08-22,12.83,0.21,61.095238095238095
2001-08-23,12.23,0.21,58.23809523809524
2001-08-24,13.3,0.21,63.333333333333336
2001-08-27,13.83,0.21,65.85714285714286
2001-08-28,13.19,0.21,62.80952380952381
2001-08-29,13.5,0.21,64.28571428571429
2001-08-30,12.95,0.21,61.666666666666664
2001-08-31,13.32,0.21,63.42857142857143
2001-09-04,13.14,0.21,62.57142857142858
2001-09-05,12.0,0.21,57.142857142857146
2001-09-06,11.03,0.21,52.523809523809526
2001-09-07,11.02,0.21,52.476190476190474
2001-09-10,11.86,0.21,56.476190476190474
2001-09-17,12.0,0.21,57.142857142857146
2001-09-18,12.5,0.21,59.523809523809526
2001-09-19,12.65,0.21,60.23809523809524
2001-09-20,12.1,0.21,57.61904761904762
2001-09-21,12.85,0.21,61.19047619047619
2001-09-24,13.59,0.21,64.71428571428572
2001-09-25,13.55,0.21,64.52380952380953
2001-09-26,13.25,0.21,63.095238095238095
2001-09-27,12.73,0.21,60.61904761904762
2001-09-28,13.35,0.21,63.57142857142857
2001-10-01,13.19,0.21,62.80952380952381
2001-10-02,15.5,0.21,73.80952380952381
2001-10-03,15.04,0.21,71.61904761904762
2001-10-04,16.11,0.21,76.71428571428571
2001-10-05,15.0,0.21,71.42857142857143
2001-10-08,14.96,0.21,71.23809523809524
2001-10-09,14.7,0.21,70.0
2001-10-10,14.05,0.21,66.90476190476191
2001-10-11,14.33,0.21,68.23809523809524
2001-10-12,12.78,0.21,60.857142857142854
2001-10-15,12.45,0.21,59.285714285714285
2001-10-16,12.02,0.21,57.23809523809524
2001-10-17,11.47,0.21,54.61904761904763
2001-10-18,10.62,0.21,50.57142857142857
2001-10-19,9.97,0.21,47.47619047619048
2001-10-22,9.45,0.21,45.0
2001-10-23,9.3,0.21,44.28571428571429
2001-10-24,8.5,0.21,40.476190476190474
2001-10-25,10.0,0.21,47.61904761904762
2001-10-26,9.46,0.21,45.04761904761905
2001-10-29,9.45,0.21,45.0
2001-10-30,9.18,0.21,43.714285714285715
2001-10-31,8.2,0.21,39.047619047619044
2001-11-01,8.54,0.21,40.666666666666664
2001-11-02,8.83,0.21,42.04761904761905
2001-11-05,9.21,0.21,43.85714285714286
2001-11-06,7.8,0.21,37.142857142857146
2001-11-07,6.25,0.21,29.761904761904763
2001-11-08,6.95,0.21,33.095238095238095
2001-11-09,7.37,0.21,35.095238095238095
2001-11-12,7.86,0.21,37.42857142857143
2001-11-13,8.88,0.21,42.28571428571429
2001-11-14,10.17,0.21,48.42857142857143
2001-11-15,9.81,0.21,46.714285714285715
