date,SBAC,SBAC_EPS,PE Ratio
,,0.21,
1999-06-16,8.88,0.21,42.28571428571429
1999-06-17,8.69,0.21,41.38095238095238
1999-06-18,9.0,0.21,42.85714285714286
1999-06-21,9.25,0.21,44.04761904761905
1999-06-22,9.06,0.21,43.142857142857146
1999-06-23,9.38,0.21,44.66666666666667
1999-06-24,9.13,0.21,43.47619047619048
1999-06-25,9.19,0.21,43.76190476190476
1999-06-28,9.25,0.21,44.04761904761905
1999-06-29,9.38,0.21,44.66666666666667
1999-06-30,9.69,0.21,46.14285714285714
1999-07-01,9.94,0.21,47.333333333333336
1999-07-02,10.88,0.21,51.80952380952382
1999-07-06,10.69,0.21,50.904761904761905
1999-07-07,10.88,0.21,51.80952380952382
1999-07-08,12.25,0.21,58.333333333333336
1999-07-09,13.5,0.21,64.28571428571429
1999-07-12,14.81,0.21,70.52380952380953
1999-07-13,13.38,0.21,63.71428571428572
1999-07-14,13.38,0.21,63.71428571428572
1999-07-15,13.13,0.21,62.52380952380953
1999-07-16,14.0,0.21,66.66666666666667
1999-07-19,14.0,0.21,66.66666666666667
1999-07-20,12.94,0.21,61.61904761904762
1999-07-21,12.5,0.21,59.523809523809526
1999-07-22,12.0,0.21,57.142857142857146
1999-07-23,11.5,0.21,54.761904761904766
1999-07-26,10.38,0.21,49.42857142857143
1999-07-27,10.38,0.21,49.42857142857143
1999-07-28,11.25,0.21,53.57142857142858
1999-07-29,11.38,0.21,54.1904761904762
1999-07-30,11.13,0.21,53.00000000000001
1999-08-02,11.25,0.21,53.57142857142858
1999-08-03,12.13,0.21,57.761904761904766
1999-08-04,11.5,0.21,54.761904761904766
1999-08-05,11.63,0.21,55.38095238095239
1999-08-06,11.0,0.21,52.38095238095238
1999-08-09,10.0,0.21,47.61904761904762
1999-08-10,9.16,0.21,43.61904761904762
1999-08-11,9.88,0.21,47.04761904761905
1999-08-12,10.94,0.21,52.095238095238095
1999-08-13,11.0,0.21,52.38095238095238
1999-08-16,10.88,0.21,51.80952380952382
1999-08-17,11.5,0.21,54.761904761904766
1999-08-18,10.94,0.21,52.095238095238095
1999-08-19,11.13,0.21,53.00000000000001
1999-08-20,11.25,0.21,53.57142857142858
1999-08-23,10.94,0.21,52.095238095238095
1999-08-24,11.13,0.21,53.00000000000001
1999-08-25,11.0,0.21,52.38095238095238
1999-08-26,10.94,0.21,52.095238095238095
1999-08-27,10.94,0.21,52.095238095238095
1999-08-30,11.0,0.21,52.38095238095238
1999-08-31,11.44,0.21,54.476190476190474
1999-09-01,11.25,0.21,53.57142857142858
1999-09-02,11.06,0.21,52.66666666666667
1999-09-03,11.75,0.21,55.952380952380956
1999-09-07,11.31,0.21,53.85714285714286
1999-09-08,11.38,0.21,54.1904761904762
1999-09-09,12.5,0.21,59.523809523809526
1999-09-10,12.56,0.21,59.80952380952382
1999-09-13,12.44,0.21,59.23809523809524
1999-09-14,13.0,0.21,61.904761904761905
1999-09-15,13.38,0.21,63.71428571428572
1999-09-16,13.19,0.21,62.80952380952381
1999-09-17,13.75,0.21,65.47619047619048
1999-09-20,12.94,0.21,61.61904761904762
1999-09-21,12.63,0.21,60.142857142857146
1999-09-22,13.44,0.21,64.0
1999-09-23,12.81,0.21,61.00000000000001
1999-09-24,12.38,0.21,58.952380952380956
1999-09-27,12.69,0.21,60.42857142857143
1999-09-28,12.25,0.21,58.333333333333336
1999-09-29,11.25,0.21,53.57142857142858
1999-09-30,10.88,0.21,51.80952380952382
1999-10-01,10.94,0.21,52.095238095238095
1999-10-04,11.0,0.21,52.38095238095238
1999-10-05,10.31,0.21,49.0952380952381
1999-10-06,10.94,0.21,52.095238095238095
1999-10-07,10.63,0.21,50.61904761904763
1999-10-08,11.0,0.21,52.38095238095238
1999-10-11,10.75,0.21,51.19047619047619
1999-10-12,10.25,0.21,48.80952380952381
1999-10-13,10.0,0.21,47.61904761904762
1999-10-14,10.38,0.21,49.42857142857143
1999-10-15,10.0,0.21,47.61904761904762
1999-10-18,11.0,0.21,52.38095238095238
1999-10-19,10.44,0.21,49.714285714285715
1999-10-20,9.69,0.21,46.14285714285714
1999-10-21,10.13,0.21,48.23809523809524
1999-10-22,10.0,0.21,47.61904761904762
1999-10-25,9.75,0.21,46.42857142857143
1999-10-26,10.06,0.21,47.90476190476191
1999-10-27,10.0,0.21,47.61904761904762
1999-10-28,9.94,0.21,47.333333333333336
1999-10-29,9.75,0.21,46.42857142857143
1999-11-01,9.63,0.21,45.85714285714286
1999-11-02,9.63,0.21,45.85714285714286
1999-11-03,9.5,0.21,45.23809523809524
1999-11-04,9.88,0.21,47.04761904761905
1999-11-05,9.88,0.21,47.04761904761905
1999-11-08,10.63,0.21,50.61904761904763
1999-11-09,12.0,0.21,57.142857142857146
1999-11-10,13.25,0.21,63.095238095238095
1999-11-11,14.88,0.21,70.85714285714286
1999-11-12,12.25,0.21,58.333333333333336
1999-11-15,12.25,0.21,58.333333333333336
1999-11-16,11.88,0.21,56.57142857142858
1999-11-17,12.06,0.21,57.42857142857143
1999-11-18,12.0,0.21,57.142857142857146
1999-11-19,12.0,0.21,57.142857142857146
1999-11-22,12.06,0.21,57.42857142857143
1999-11-23,11.5,0.21,54.761904761904766
1999-11-24,11.19,0.21,53.285714285714285
1999-11-26,11.25,0.21,53.57142857142858
1999-11-29,11.25,0.21,53.57142857142858
1999-11-30,11.5,0.21,54.761904761904766
1999-12-01,11.44,0.21,54.476190476190474
1999-12-02,11.75,0.21,55.952380952380956
1999-12-03,12.94,0.21,61.61904761904762
1999-12-06,13.06,0.21,62.1904761904762
1999-12-07,13.63,0.21,64.90476190476191
1999-12-08,14.0,0.21,66.66666666666667
1999-12-09,14.13,0.21,67.28571428571429
1999-12-10,14.25,0.21,67.85714285714286
1999-12-13,14.19,0.21,67.57142857142857
1999-12-14,14.44,0.21,68.76190476190476
1999-12-15,13.75,0.21,65.47619047619048
1999-12-16,15.0,0.21,71.42857142857143
1999-12-17,15.88,0.21,75.61904761904762
1999-12-20,17.13,0.21,81.57142857142857
1999-12-21,16.25,0.21,77.38095238095238
1999-12-22,17.0,0.21,80.95238095238095
1999-12-23,16.88,0.21,80.38095238095238
1999-12-27,17.0,0.21,80.95238095238095
1999-12-28,17.5,0.21,83.33333333333334
1999-12-29,17.5,0.21,83.33333333333334
1999-12-30,18.0,0.21,85.71428571428572
1999-12-31,18.75,0.21,89.28571428571429
2000-01-03,18.0,0.21,85.71428571428572
2000-01-04,17.75,0.21,84.52380952380953
2000-01-05,17.0,0.21,80.95238095238095
2000-01-06,16.94,0.21,80.66666666666667
2000-01-07,18.38,0.21,87.52380952380952
2000-01-10,22.0,0.21,104.76190476190476
2000-01-11,25.88,0.21,123.23809523809524
2000-01-12,22.75,0.21,108.33333333333334
2000-01-13,25.44,0.21,121.14285714285715
2000-01-14,25.06,0.21,119.33333333333333
2000-01-18,27.94,0.21,133.04761904761907
2000-01-19,26.88,0.21,128.0
2000-01-20,26.88,0.21,128.0
2000-01-21,26.88,0.21,128.0
2000-01-24,28.38,0.21,135.14285714285714
2000-01-25,30.5,0.21,145.23809523809524
2000-01-26,31.5,0.21,150.0
2000-01-27,28.94,0.21,137.80952380952382
2000-01-28,30.25,0.21,144.04761904761907
2000-01-31,30.31,0.21,144.33333333333334
2000-02-01,33.13,0.21,157.7619047619048
2000-02-02,34.0,0.21,161.9047619047619
2000-02-03,35.0,0.21,166.66666666666669
2000-02-04,34.5,0.21,164.28571428571428
2000-02-07,35.38,0.21,168.47619047619048
2000-02-08,34.63,0.21,164.90476190476193
2000-02-09,33.75,0.21,160.71428571428572
2000-02-10,34.75,0.21,165.47619047619048
2000-02-11,34.88,0.21,166.0952380952381
2000-02-14,34.88,0.21,166.0952380952381
2000-02-15,35.06,0.21,166.95238095238096
2000-02-16,34.13,0.21,162.52380952380955
2000-02-17,31.63,0.21,150.61904761904762
2000-02-18,27.75,0.21,132.14285714285714
2000-02-22,30.13,0.21,143.47619047619048
2000-02-23,30.88,0.21,147.04761904761904
2000-02-24,33.25,0.21,158.33333333333334
2000-02-25,36.0,0.21,171.42857142857144
2000-02-28,36.0,0.21,171.42857142857144
2000-02-29,40.5,0.21,192.85714285714286
2000-03-01,43.38,0.21,206.57142857142858
2000-03-02,42.88,0.21,204.1904761904762
2000-03-03,44.13,0.21,210.14285714285717
2000-03-06,43.25,0.21,205.95238095238096
2000-03-07,44.75,0.21,213.0952380952381
2000-03-08,48.13,0.21,229.1904761904762
2000-03-09,47.38,0.21,225.61904761904765
2000-03-10,49.63,0.21,236.33333333333334
2000-03-13,53.75,0.21,255.95238095238096
2000-03-14,52.5,0.21,250.0
2000-03-15,48.94,0.21,233.04761904761904
2000-03-16,45.38,0.21,216.0952380952381
2000-03-17,50.06,0.21,238.3809523809524
2000-03-20,49.25,0.21,234.52380952380952
2000-03-21,47.19,0.21,224.71428571428572
2000-03-22,48.06,0.21,228.8571428571429
2000-03-23,48.63,0.21,231.57142857142858
2000-03-24,46.25,0.21,220.23809523809524
2000-03-27,49.06,0.21,233.61904761904765
2000-03-28,48.94,0.21,233.04761904761904
2000-03-29,45.5,0.21,216.66666666666669
2000-03-30,40.0,0.21,190.47619047619048
2000-03-31,44.0,0.21,209.52380952380952
2000-04-03,41.5,0.21,197.61904761904762
2000-04-04,38.63,0.21,183.95238095238096
2000-04-05,39.75,0.21,189.2857142857143
2000-04-06,42.69,0.21,203.28571428571428
2000-04-07,45.13,0.21,214.90476190476193
2000-04-10,43.13,0.21,205.3809523809524
2000-04-11,38.63,0.21,183.95238095238096
2000-04-12,39.88,0.21,189.90476190476193
2000-04-13,38.5,0.21,183.33333333333334
2000-04-14,35.88,0.21,170.8571428571429
2000-04-17,34.25,0.21,163.0952380952381
2000-04-18,40.13,0.21,191.0952380952381
2000-04-19,36.81,0.21,175.2857142857143
2000-04-20,37.25,0.21,177.38095238095238
2000-04-24,39.94,0.21,190.19047619047618
2000-04-25,37.25,0.21,177.38095238095238
2000-04-26,39.13,0.21,186.33333333333334
2000-04-27,42.75,0.21,203.57142857142858
2000-04-28,40.63,0.21,193.47619047619048
2000-05-01,41.13,0.21,195.8571428571429
2000-05-02,41.38,0.21,197.04761904761907
2000-05-03,42.0,0.21,200.0
2000-05-04,43.25,0.21,205.95238095238096
2000-05-05,44.75,0.21,213.0952380952381
2000-05-08,48.0,0.21,228.57142857142858
2000-05-09,46.38,0.21,220.8571428571429
2000-05-10,41.94,0.21,199.71428571428572
2000-05-11,43.63,0.21,207.7619047619048
2000-05-12,41.44,0.21,197.33333333333334
2000-05-15,40.75,0.21,194.04761904761907
2000-05-16,42.06,0.21,200.2857142857143
2000-05-17,42.88,0.21,204.1904761904762
2000-05-18,41.75,0.21,198.80952380952382
2000-05-19,40.0,0.21,190.47619047619048
2000-05-22,39.25,0.21,186.9047619047619
2000-05-23,39.0,0.21,185.71428571428572
2000-05-24,39.5,0.21,188.0952380952381
2000-05-25,37.63,0.21,179.1904761904762
2000-05-26,37.06,0.21,176.47619047619048
2000-05-30,38.5,0.21,183.33333333333334
2000-05-31,37.25,0.21,177.38095238095238
2000-06-01,37.19,0.21,177.0952380952381
2000-06-02,38.13,0.21,181.57142857142858
2000-06-05,38.13,0.21,181.57142857142858
2000-06-06,39.63,0.21,188.71428571428572
2000-06-07,42.13,0.21,200.61904761904765
2000-06-08,41.5,0.21,197.61904761904762
2000-06-09,43.38,0.21,206.57142857142858
2000-06-12,44.0,0.21,209.52380952380952
2000-06-13,44.25,0.21,210.71428571428572
2000-06-14,44.63,0.21,212.52380952380955
2000-06-15,46.06,0.21,219.33333333333334
2000-06-16,46.25,0.21,220.23809523809524
2000-06-19,46.88,0.21,223.23809523809527
2000-06-20,47.31,0.21,225.2857142857143
2000-06-21,47.09,0.21,224.23809523809527
2000-06-22,48.13,0.21,229.1904761904762
2000-06-23,47.88,0.21,228.00000000000003
2000-06-26,50.38,0.21,239.90476190476193
2000-06-27,52.13,0.21,248.23809523809527
2000-06-28,53.63,0.21,255.3809523809524
2000-06-29,56.63,0.21,269.6666666666667
2000-06-30,51.94,0.21,247.33333333333334
2000-07-03,50.25,0.21,239.2857142857143
2000-07-05,51.0,0.21,242.85714285714286
2000-07-06,50.88,0.21,242.2857142857143
2000-07-07,52.0,0.21,247.61904761904762
2000-07-10,50.63,0.21,241.09523809523813
2000-07-11,48.06,0.21,228.8571428571429
2000-07-12,51.75,0.21,246.42857142857144
2000-07-13,51.25,0.21,244.04761904761907
2000-07-14,51.5,0.21,245.23809523809524
2000-07-17,51.5,0.21,245.23809523809524
2000-07-18,52.25,0.21,248.80952380952382
2000-07-19,53.0,0.21,252.38095238095238
2000-07-20,55.63,0.21,264.9047619047619
2000-07-21,51.25,0.21,244.04761904761907
2000-07-24,50.66,0.21,241.23809523809524
2000-07-25,47.0,0.21,223.80952380952382
2000-07-26,47.0,0.21,223.80952380952382
2000-07-27,45.75,0.21,217.85714285714286
2000-07-28,43.63,0.21,207.7619047619048
2000-07-31,45.13,0.21,214.90476190476193
2000-08-01,43.38,0.21,206.57142857142858
2000-08-02,44.38,0.21,211.33333333333334
2000-08-03,45.5,0.21,216.66666666666669
2000-08-04,43.94,0.21,209.23809523809524
2000-08-07,44.5,0.21,211.90476190476193
2000-08-08,45.38,0.21,216.0952380952381
2000-08-09,45.25,0.21,215.47619047619048
2000-08-10,44.0,0.21,209.52380952380952
2000-08-11,45.0,0.21,214.2857142857143
2000-08-14,45.69,0.21,217.57142857142856
2000-08-15,44.88,0.21,213.71428571428572
2000-08-16,44.75,0.21,213.0952380952381
2000-08-17,45.44,0.21,216.38095238095238
2000-08-18,45.13,0.21,214.90476190476193
2000-08-21,45.44,0.21,216.38095238095238
2000-08-22,44.31,0.21,211.00000000000003
2000-08-23,45.0,0.21,214.2857142857143
2000-08-24,45.38,0.21,216.0952380952381
2000-08-25,45.25,0.21,215.47619047619048
2000-08-28,44.63,0.21,212.52380952380955
2000-08-29,44.13,0.21,210.14285714285717
2000-08-30,44.5,0.21,211.90476190476193
2000-08-31,44.63,0.21,212.52380952380955
2000-09-01,44.88,0.21,213.71428571428572
2000-09-05,41.06,0.21,195.52380952380955
2000-09-06,42.56,0.21,202.66666666666669
2000-09-07,42.81,0.21,203.8571428571429
2000-09-08,42.0,0.21,200.0
2000-09-11,42.13,0.21,200.61904761904765
2000-09-12,41.75,0.21,198.80952380952382
2000-09-13,41.0,0.21,195.23809523809524
2000-09-14,41.13,0.21,195.8571428571429
2000-09-15,40.63,0.21,193.47619047619048
2000-09-18,40.25,0.21,191.66666666666669
2000-09-19,40.5,0.21,192.85714285714286
2000-09-20,39.0,0.21,185.71428571428572
2000-09-21,38.56,0.21,183.61904761904765
2000-09-22,37.63,0.21,179.1904761904762
2000-09-25,37.56,0.21,178.85714285714286
2000-09-26,37.67,0.21,179.3809523809524
2000-09-27,37.63,0.21,179.1904761904762
2000-09-28,39.81,0.21,189.57142857142858
2000-09-29,41.94,0.21,199.71428571428572
2000-10-02,37.63,0.21,179.1904761904762
2000-10-03,38.19,0.21,181.85714285714286
2000-10-04,36.81,0.21,175.2857142857143
2000-10-05,35.52,0.21,169.14285714285717
2000-10-06,32.38,0.21,154.1904761904762
2000-10-09,32.0,0.21,152.38095238095238
2000-10-10,34.06,0.21,162.1904761904762
2000-10-11,34.86,0.21,166.0
2000-10-12,31.88,0.21,151.80952380952382
2000-10-13,34.25,0.21,163.0952380952381
2000-10-16,35.63,0.21,169.66666666666669
2000-10-17,36.75,0.21,175.0
2000-10-18,34.5,0.21,164.28571428571428
2000-10-19,35.44,0.21,168.76190476190476
2000-10-20,37.81,0.21,180.04761904761907
2000-10-23,38.75,0.21,184.52380952380952
2000-10-24,41.31,0.21,196.71428571428572
2000-10-25,40.81,0.21,194.33333333333334
2000-10-26,40.94,0.21,194.95238095238093
2000-10-27,44.0,0.21,209.52380952380952
2000-10-30,46.25,0.21,220.23809523809524
2000-10-31,50.13,0.21,238.71428571428572
2000-11-01,51.81,0.21,246.71428571428572
2000-11-02,55.13,0.21,262.5238095238095
2000-11-03,53.0,0.21,252.38095238095238
2000-11-06,51.02,0.21,242.95238095238096
2000-11-07,47.97,0.21,228.42857142857144
2000-11-08,47.5,0.21,226.1904761904762
2000-11-09,44.75,0.21,213.0952380952381
2000-11-10,41.88,0.21,199.42857142857144
2000-11-13,40.0,0.21,190.47619047619048
2000-11-14,43.31,0.21,206.23809523809527
2000-11-15,41.13,0.21,195.8571428571429
2000-11-16,37.58,0.21,178.95238095238096
2000-11-17,38.25,0.21,182.14285714285714
2000-11-20,37.19,0.21,177.0952380952381
2000-11-21,37.44,0.21,178.28571428571428
2000-11-22,35.0,0.21,166.66666666666669
2000-11-24,36.25,0.21,172.61904761904762
2000-11-27,38.0,0.21,180.95238095238096
2000-11-28,40.88,0.21,194.66666666666669
2000-11-29,39.38,0.21,187.52380952380955
2000-11-30,37.25,0.21,177.38095238095238
2000-12-01,39.63,0.21,188.71428571428572
