date,NWSA,NWSA_EPS,PE Ratio
2016-03-22,12.64,0.11,114.90909090909092
2016-03-23,12.54,0.11,113.99999999999999
2016-03-24,12.5,0.11,113.63636363636364
2016-03-28,12.85,0.11,116.81818181818181
2016-03-29,12.86,0.11,116.9090909090909
2016-03-30,12.75,0.11,115.9090909090909
2016-03-31,12.77,0.11,116.0909090909091
2016-04-01,13.03,0.11,118.45454545454545
2016-04-04,12.76,0.11,116.0
2016-04-05,12.61,0.11,114.63636363636363
2016-04-06,12.77,0.11,116.0909090909091
2016-04-07,12.59,0.11,114.45454545454545
2016-04-08,12.41,0.11,112.81818181818181
2016-04-11,12.29,0.11,111.72727272727272
2016-04-12,12.47,0.11,113.36363636363637
2016-04-13,12.7,0.11,115.45454545454545
2016-04-14,12.73,0.11,115.72727272727273
2016-04-15,12.7,0.11,115.45454545454545
2016-04-18,12.46,0.11,113.27272727272728
2016-04-19,12.54,0.11,113.99999999999999
2016-04-20,12.54,0.11,113.99999999999999
2016-04-21,12.74,0.11,115.81818181818181
2016-04-22,12.8,0.11,116.36363636363637
2016-04-25,12.62,0.11,114.72727272727272
2016-04-26,12.79,0.11,116.27272727272727
2016-04-27,12.67,0.11,115.18181818181819
2016-04-28,12.54,0.11,113.99999999999999
2016-04-29,12.42,0.11,112.9090909090909
2016-05-02,12.61,0.11,114.63636363636363
2016-05-03,12.23,0.11,111.18181818181819
2016-05-04,12.15,0.11,110.45454545454545
2016-05-05,12.17,0.11,110.63636363636364
2016-05-06,12.7,-0.26,-48.84615384615384
2016-05-09,12.28,-0.26,-47.230769230769226
2016-05-10,12.32,-0.26,-47.38461538461539
2016-05-11,12.2,-0.26,-46.92307692307692
2016-05-12,11.94,-0.26,-45.92307692307692
2016-05-13,11.65,-0.26,-44.80769230769231
2016-05-16,11.75,-0.26,-45.19230769230769
2016-05-17,11.69,-0.26,-44.96153846153846
2016-05-18,11.61,-0.26,-44.65384615384615
2016-05-19,11.52,-0.26,-44.30769230769231
2016-05-20,11.85,-0.26,-45.57692307692307
2016-05-23,11.7,-0.26,-44.99999999999999
2016-05-24,11.81,-0.26,-45.42307692307693
2016-05-25,12.03,-0.26,-46.26923076923077
2016-05-26,11.86,-0.26,-45.61538461538461
2016-05-27,11.91,-0.26,-45.80769230769231
2016-05-31,11.96,-0.26,-46.0
2016-06-01,12.02,-0.26,-46.230769230769226
2016-06-02,12.14,-0.26,-46.69230769230769
2016-06-03,11.97,-0.26,-46.03846153846154
2016-06-06,12.16,-0.26,-46.76923076923077
2016-06-07,11.87,-0.26,-45.653846153846146
2016-06-08,11.8,-0.26,-45.38461538461539
2016-06-09,11.69,-0.26,-44.96153846153846
2016-06-10,11.51,-0.26,-44.26923076923077
2016-06-13,11.55,-0.26,-44.42307692307693
2016-06-14,11.45,-0.26,-44.03846153846153
2016-06-15,11.67,-0.26,-44.88461538461538
2016-06-16,11.4,-0.26,-43.84615384615385
2016-06-17,11.28,-0.26,-43.38461538461538
2016-06-20,11.41,-0.26,-43.88461538461539
2016-06-21,11.55,-0.26,-44.42307692307693
2016-06-22,11.66,-0.26,-44.84615384615385
2016-06-23,11.86,-0.26,-45.61538461538461
2016-06-24,11.13,-0.26,-42.80769230769231
2016-06-27,10.62,-0.26,-40.84615384615384
2016-06-28,10.73,-0.26,-41.26923076923077
2016-06-29,11.23,-0.26,-43.19230769230769
2016-06-30,11.35,-0.26,-43.65384615384615
2016-07-01,11.48,-0.26,-44.15384615384615
2016-07-05,11.24,-0.26,-43.23076923076923
2016-07-06,11.23,-0.26,-43.19230769230769
2016-07-07,11.36,-0.26,-43.692307692307686
2016-07-08,11.67,-0.26,-44.88461538461538
2016-07-11,11.85,-0.26,-45.57692307692307
2016-07-12,12.13,-0.26,-46.65384615384615
2016-07-13,12.26,-0.26,-47.15384615384615
2016-07-14,12.33,-0.26,-47.42307692307692
2016-07-15,12.3,-0.26,-47.30769230769231
2016-07-18,12.44,-0.26,-47.84615384615384
2016-07-19,12.5,-0.26,-48.07692307692307
2016-07-20,12.48,-0.26,-48.0
2016-07-21,12.4,-0.26,-47.69230769230769
2016-07-22,12.62,-0.26,-48.53846153846153
2016-07-25,12.61,-0.26,-48.49999999999999
2016-07-26,12.8,-0.26,-49.23076923076923
2016-07-27,12.74,-0.26,-49.0
2016-07-28,12.78,-0.26,-49.153846153846146
2016-07-29,12.97,-0.26,-49.88461538461539
2016-08-01,12.86,-0.26,-49.46153846153846
2016-08-02,12.68,-0.26,-48.76923076923077
2016-08-03,12.66,-0.26,-48.69230769230769
2016-08-04,12.74,-0.26,-49.0
2016-08-05,12.83,-0.26,-49.34615384615385
2016-08-08,12.84,-0.26,-49.38461538461538
2016-08-09,13.32,-0.26,-51.23076923076923
2016-08-10,13.15,-0.26,-50.57692307692307
2016-08-11,13.39,-0.26,-51.5
2016-08-12,13.51,0.15,90.06666666666666
2016-08-15,13.65,0.15,91.0
2016-08-16,13.68,0.15,91.2
2016-08-17,13.76,0.15,91.73333333333333
2016-08-18,13.75,0.15,91.66666666666667
2016-08-19,13.74,0.15,91.60000000000001
2016-08-22,13.82,0.15,92.13333333333334
2016-08-23,13.85,0.15,92.33333333333333
2016-08-24,13.84,0.15,92.26666666666667
2016-08-25,13.89,0.15,92.60000000000001
2016-08-26,13.98,0.15,93.2
2016-08-29,14.04,0.15,93.6
2016-08-30,14.01,0.15,93.4
2016-08-31,14.06,0.15,93.73333333333333
2016-09-01,13.97,0.15,93.13333333333334
2016-09-02,13.94,0.15,92.93333333333334
2016-09-06,13.76,0.15,91.73333333333333
2016-09-07,13.78,0.15,91.86666666666666
2016-09-08,13.81,0.15,92.06666666666668
2016-09-09,13.36,0.15,89.06666666666666
2016-09-12,13.9,0.15,92.66666666666667
2016-09-13,13.64,0.15,90.93333333333334
2016-09-14,13.71,0.15,91.4
2016-09-15,13.64,0.15,90.93333333333334
2016-09-16,13.64,0.15,90.93333333333334
2016-09-19,13.62,0.15,90.8
2016-09-20,13.71,0.15,91.4
2016-09-21,13.93,0.15,92.86666666666667
2016-09-22,14.14,0.15,94.26666666666668
2016-09-23,14.05,0.15,93.66666666666667
2016-09-26,13.82,0.15,92.13333333333334
2016-09-27,13.96,0.15,93.06666666666668
2016-09-28,14.02,0.15,93.46666666666667
2016-09-29,13.89,0.15,92.60000000000001
2016-09-30,13.98,0.15,93.2
2016-10-03,14.43,0.15,96.2
2016-10-04,14.28,0.15,95.2
2016-10-05,14.62,0.15,97.46666666666667
2016-10-06,14.52,0.15,96.8
2016-10-07,14.11,0.15,94.06666666666666
2016-10-10,13.92,0.15,92.8
2016-10-11,13.67,0.15,91.13333333333334
2016-10-12,13.47,0.15,89.80000000000001
2016-10-13,13.54,0.15,90.26666666666667
2016-10-14,13.37,0.15,89.13333333333333
2016-10-17,13.38,0.15,89.2
2016-10-18,13.51,0.15,90.06666666666666
2016-10-19,13.65,0.15,91.0
2016-10-20,13.51,0.15,90.06666666666666
2016-10-21,13.41,0.15,89.4
2016-10-24,12.97,0.15,86.46666666666667
2016-10-25,12.65,0.15,84.33333333333334
2016-10-26,12.91,0.15,86.06666666666668
2016-10-27,12.22,0.15,81.46666666666667
2016-10-28,12.17,0.15,81.13333333333334
2016-10-31,12.12,0.15,80.8
2016-11-01,12.05,0.15,80.33333333333334
2016-11-02,11.84,0.15,78.93333333333334
2016-11-03,11.83,0.15,78.86666666666667
2016-11-04,11.89,0.15,79.26666666666668
2016-11-07,12.22,0.15,81.46666666666667
2016-11-08,11.65,-0.03,-388.33333333333337
2016-11-09,11.98,-0.03,-399.33333333333337
2016-11-10,11.95,-0.03,-398.3333333333333
2016-11-11,12.12,-0.03,-404.0
2016-11-14,12.17,-0.03,-405.6666666666667
2016-11-15,12.01,-0.03,-400.3333333333333
2016-11-16,12.02,-0.03,-400.6666666666667
2016-11-17,12.0,-0.03,-400.0
2016-11-18,11.87,-0.03,-395.66666666666663
2016-11-21,11.73,-0.03,-391.00000000000006
2016-11-22,11.68,-0.03,-389.3333333333333
2016-11-23,11.8,-0.03,-393.33333333333337
2016-11-25,11.8,-0.03,-393.33333333333337
2016-11-28,11.84,-0.03,-394.6666666666667
2016-11-29,11.54,-0.03,-384.66666666666663
2016-11-30,11.56,-0.03,-385.33333333333337
2016-12-01,11.76,-0.03,-392.0
2016-12-02,11.66,-0.03,-388.6666666666667
2016-12-05,11.81,-0.03,-393.6666666666667
2016-12-06,11.79,-0.03,-393.0
2016-12-07,11.83,-0.03,-394.33333333333337
2016-12-08,11.92,-0.03,-397.33333333333337
2016-12-09,12.05,-0.03,-401.6666666666667
2016-12-12,12.01,-0.03,-400.3333333333333
2016-12-13,11.88,-0.03,-396.00000000000006
2016-12-14,11.88,-0.03,-396.00000000000006
2016-12-15,11.69,-0.03,-389.6666666666667
2016-12-16,11.61,-0.03,-387.0
2016-12-19,11.73,-0.03,-391.00000000000006
2016-12-20,11.65,-0.03,-388.33333333333337
2016-12-21,11.72,-0.03,-390.6666666666667
2016-12-22,11.74,-0.03,-391.33333333333337
2016-12-23,11.73,-0.03,-391.00000000000006
2016-12-27,11.91,-0.03,-397.0
2016-12-28,11.69,-0.03,-389.6666666666667
2016-12-29,11.66,-0.03,-388.6666666666667
2016-12-30,11.46,-0.03,-382.00000000000006
2017-01-03,11.69,-0.03,-389.6666666666667
2017-01-04,11.87,-0.03,-395.66666666666663
2017-01-05,11.89,-0.03,-396.33333333333337
2017-01-06,11.93,-0.03,-397.6666666666667
2017-01-09,12.0,-0.03,-400.0
2017-01-10,12.0,-0.03,-400.0
2017-01-11,12.04,-0.03,-401.3333333333333
2017-01-12,12.02,-0.03,-400.6666666666667
2017-01-13,12.05,-0.03,-401.6666666666667
2017-01-17,12.23,-0.03,-407.6666666666667
2017-01-18,12.14,-0.03,-404.6666666666667
2017-01-19,12.04,-0.03,-401.3333333333333
2017-01-20,11.97,-0.03,-399.00000000000006
2017-01-23,11.96,-0.03,-398.6666666666667
2017-01-24,12.11,-0.03,-403.6666666666667
2017-01-25,12.31,-0.03,-410.33333333333337
2017-01-26,12.22,-0.03,-407.33333333333337
2017-01-27,12.36,-0.03,-412.0
2017-01-30,12.33,-0.03,-411.0
2017-01-31,12.29,-0.03,-409.66666666666663
2017-02-01,12.36,-0.03,-412.0
2017-02-02,12.22,-0.03,-407.33333333333337
2017-02-03,12.27,-0.03,-409.0
2017-02-06,12.22,-0.03,-407.33333333333337
2017-02-07,12.2,-0.03,-406.6666666666667
2017-02-08,12.16,-0.03,-405.33333333333337
2017-02-09,12.39,-0.03,-413.00000000000006
2017-02-10,13.29,-0.49,-27.122448979591834
2017-02-13,13.08,-0.49,-26.69387755102041
2017-02-14,13.08,-0.49,-26.69387755102041
2017-02-15,13.1,-0.49,-26.73469387755102
2017-02-16,13.05,-0.49,-26.63265306122449
2017-02-17,13.08,-0.49,-26.69387755102041
2017-02-21,13.33,-0.49,-27.20408163265306
2017-02-22,13.29,-0.49,-27.122448979591834
2017-02-23,13.24,-0.49,-27.02040816326531
2017-02-24,13.1,-0.49,-26.73469387755102
2017-02-27,13.06,-0.49,-26.653061224489797
2017-02-28,12.82,-0.49,-26.16326530612245
2017-03-01,13.09,-0.49,-26.714285714285715
2017-03-02,12.84,-0.49,-26.20408163265306
2017-03-03,12.9,-0.49,-26.3265306122449
2017-03-06,12.95,-0.49,-26.428571428571427
2017-03-07,12.66,-0.49,-25.836734693877553
2017-03-08,12.49,-0.49,-25.48979591836735
2017-03-09,12.41,-0.49,-25.3265306122449
2017-03-10,12.38,-0.49,-25.265306122448983
2017-03-13,12.28,-0.49,-25.06122448979592
2017-03-14,12.4,-0.49,-25.306122448979593
2017-03-15,12.6,-0.49,-25.714285714285715
2017-03-16,12.64,-0.49,-25.79591836734694
2017-03-17,12.65,-0.49,-25.816326530612248
2017-03-20,12.63,-0.49,-25.775510204081634
2017-03-21,12.52,-0.49,-25.551020408163264
2017-03-22,12.52,-0.49,-25.551020408163264
2017-03-23,12.55,-0.49,-25.612244897959187
2017-03-24,12.55,-0.49,-25.612244897959187
2017-03-27,12.58,-0.49,-25.6734693877551
2017-03-28,12.84,-0.49,-26.20408163265306
2017-03-29,13.0,-0.49,-26.53061224489796
2017-03-30,13.24,-0.49,-27.02040816326531
2017-03-31,13.0,-0.49,-26.53061224489796
2017-04-03,12.79,-0.49,-26.10204081632653
2017-04-04,12.77,-0.49,-26.06122448979592
2017-04-05,12.63,-0.49,-25.775510204081634
2017-04-06,12.57,-0.49,-25.653061224489797
2017-04-07,12.51,-0.49,-25.53061224489796
2017-04-10,12.53,-0.49,-25.57142857142857
2017-04-11,12.5,-0.49,-25.510204081632654
2017-04-12,12.49,-0.49,-25.48979591836735
2017-04-13,12.33,-0.49,-25.16326530612245
2017-04-17,12.41,-0.49,-25.3265306122449
2017-04-18,12.33,-0.49,-25.16326530612245
2017-04-19,12.43,-0.49,-25.36734693877551
2017-04-20,12.94,-0.49,-26.408163265306122
2017-04-21,12.89,-0.49,-26.306122448979593
2017-04-24,13.04,-0.49,-26.612244897959183
2017-04-25,13.07,-0.49,-26.6734693877551
2017-04-26,12.94,-0.49,-26.408163265306122
2017-04-27,12.96,-0.49,-26.448979591836736
2017-04-28,12.72,-0.49,-25.95918367346939
2017-05-01,12.74,-0.49,-26.0
2017-05-02,12.62,-0.49,-25.755102040816325
2017-05-03,12.57,-0.49,-25.653061224489797
2017-05-04,12.57,-0.49,-25.653061224489797
2017-05-05,12.69,-0.49,-25.897959183673468
2017-05-08,12.79,-0.49,-26.10204081632653
2017-05-09,13.11,-0.49,-26.755102040816325
2017-05-10,12.71,-0.01,-1271.0
2017-05-11,12.68,-0.01,-1268.0
2017-05-12,12.71,-0.01,-1271.0
2017-05-15,12.89,-0.01,-1289.0
2017-05-16,12.93,-0.01,-1293.0
2017-05-17,12.66,-0.01,-1266.0
2017-05-18,12.7,-0.01,-1270.0
2017-05-19,12.82,-0.01,-1282.0
2017-05-22,13.12,-0.01,-1312.0
2017-05-23,13.15,-0.01,-1315.0
2017-05-24,13.22,-0.01,-1322.0
2017-05-25,13.21,-0.01,-1321.0
2017-05-26,13.42,-0.01,-1342.0
2017-05-30,13.29,-0.01,-1329.0
2017-05-31,13.38,-0.01,-1338.0
2017-06-01,13.57,-0.01,-1357.0
2017-06-02,13.58,-0.01,-1358.0
2017-06-05,13.44,-0.01,-1344.0
2017-06-06,13.48,-0.01,-1348.0
2017-06-07,13.36,-0.01,-1336.0
2017-06-08,13.51,-0.01,-1351.0
2017-06-09,13.65,-0.01,-1365.0
2017-06-12,13.67,-0.01,-1367.0
2017-06-13,13.56,-0.01,-1356.0
2017-06-14,13.58,-0.01,-1358.0
2017-06-15,13.61,-0.01,-1361.0
2017-06-16,13.73,-0.01,-1373.0
2017-06-19,13.78,-0.01,-1378.0
2017-06-20,13.49,-0.01,-1349.0
2017-06-21,13.53,-0.01,-1353.0
2017-06-22,13.45,-0.01,-1345.0
2017-06-23,13.59,-0.01,-1359.0
2017-06-26,13.66,-0.01,-1366.0
2017-06-27,13.66,-0.01,-1366.0
2017-06-28,13.85,-0.01,-1385.0
2017-06-29,13.6,-0.01,-1360.0
2017-06-30,13.7,-0.01,-1370.0
2017-07-03,13.89,-0.01,-1389.0
2017-07-05,13.73,-0.01,-1373.0
2017-07-06,13.24,-0.01,-1324.0
2017-07-07,13.32,-0.01,-1332.0
2017-07-10,13.15,-0.01,-1315.0
2017-07-11,13.27,-0.01,-1327.0
2017-07-12,13.2,-0.01,-1320.0
2017-07-13,13.23,-0.01,-1323.0
2017-07-14,13.57,-0.01,-1357.0
2017-07-17,13.68,-0.01,-1368.0
2017-07-18,13.63,-0.01,-1363.0
2017-07-19,13.93,-0.01,-1393.0
2017-07-20,13.96,-0.01,-1396.0
2017-07-21,13.93,-0.01,-1393.0
2017-07-24,13.98,-0.01,-1398.0
2017-07-25,14.12,-0.01,-1412.0
2017-07-26,14.23,-0.01,-1423.0
2017-07-27,14.27,-0.01,-1427.0
2017-07-28,14.39,-0.01,-1439.0
2017-07-31,14.31,-0.01,-1431.0
2017-08-01,14.43,-0.01,-1443.0
2017-08-02,14.27,-0.01,-1427.0
2017-08-03,14.25,-0.01,-1425.0
2017-08-04,14.12,-0.01,-1412.0
2017-08-07,14.34,-0.01,-1434.0
2017-08-08,14.24,-0.01,-1424.0
2017-08-09,14.17,-0.01,-1417.0
2017-08-10,13.68,-0.01,-1368.0
2017-08-11,13.43,-0.01,-1343.0
2017-08-14,13.37,-0.74,-18.06756756756757
2017-08-15,13.31,-0.74,-17.986486486486488
2017-08-16,13.25,-0.74,-17.905405405405407
2017-08-17,13.23,-0.74,-17.87837837837838
2017-08-18,13.27,-0.74,-17.93243243243243
2017-08-21,13.31,-0.74,-17.986486486486488
2017-08-22,13.39,-0.74,-18.094594594594597
2017-08-23,13.18,-0.74,-17.81081081081081
2017-08-24,13.2,-0.74,-17.83783783783784
2017-08-25,13.42,-0.74,-18.135135135135137
2017-08-28,13.43,-0.74,-18.14864864864865
2017-08-29,13.36,-0.74,-18.054054054054053
2017-08-30,13.3,-0.74,-17.972972972972975
2017-08-31,13.37,-0.74,-18.06756756756757
2017-09-01,13.45,-0.74,-18.175675675675674
2017-09-05,13.28,-0.74,-17.945945945945944
2017-09-06,13.39,-0.74,-18.094594594594597
2017-09-07,13.53,-0.74,-18.283783783783782
2017-09-08,13.14,-0.74,-17.756756756756758
2017-09-11,13.34,-0.74,-18.027027027027028
2017-09-12,13.26,-0.74,-17.91891891891892
2017-09-13,13.0,-0.74,-17.56756756756757
2017-09-14,13.05,-0.74,-17.635135135135137
2017-09-15,13.09,-0.74,-17.68918918918919
2017-09-18,13.09,-0.74,-17.68918918918919
2017-09-19,13.05,-0.74,-17.635135135135137
2017-09-20,13.17,-0.74,-17.7972972972973
2017-09-21,13.08,-0.74,-17.675675675675677
2017-09-22,13.03,-0.74,-17.60810810810811
2017-09-25,13.2,-0.74,-17.83783783783784
2017-09-26,13.11,-0.74,-17.716216216216214
2017-09-27,13.26,-0.74,-17.91891891891892
2017-09-28,13.26,-0.74,-17.91891891891892
2017-09-29,13.26,-0.74,-17.91891891891892
2017-10-02,13.28,-0.74,-17.945945945945944
2017-10-03,13.37,-0.74,-18.06756756756757
2017-10-04,13.36,-0.74,-18.054054054054053
2017-10-05,13.43,-0.74,-18.14864864864865
2017-10-06,13.29,-0.74,-17.95945945945946
2017-10-09,13.18,-0.74,-17.81081081081081
2017-10-10,13.5,-0.74,-18.243243243243242
2017-10-11,13.48,-0.74,-18.216216216216218
2017-10-12,13.54,-0.74,-18.297297297297295
2017-10-13,13.68,-0.74,-18.486486486486488
2017-10-16,13.68,-0.74,-18.486486486486488
2017-10-17,13.62,-0.74,-18.405405405405403
2017-10-18,13.73,-0.74,-18.554054054054056
2017-10-19,13.62,-0.74,-18.405405405405403
2017-10-20,13.71,-0.74,-18.527027027027028
2017-10-23,13.75,-0.74,-18.58108108108108
2017-10-24,13.63,-0.74,-18.41891891891892
2017-10-25,13.66,-0.74,-18.45945945945946
2017-10-26,13.68,-0.74,-18.486486486486488
2017-10-27,13.69,-0.74,-18.5
2017-10-30,13.81,-0.74,-18.66216216216216
2017-10-31,13.66,-0.74,-18.45945945945946
2017-11-01,13.71,-0.74,-18.527027027027028
2017-11-02,13.8,-0.74,-18.64864864864865
2017-11-03,13.87,-0.74,-18.743243243243242
2017-11-06,14.28,-0.74,-19.2972972972973
2017-11-07,14.15,-0.74,-19.12162162162162
2017-11-08,14.14,-0.74,-19.10810810810811
2017-11-09,14.36,-0.74,-19.405405405405403
2017-11-10,15.1,-0.74,-20.405405405405403
2017-11-13,15.23,0.12,126.91666666666667
2017-11-14,15.27,0.12,127.25
2017-11-15,15.19,0.12,126.58333333333333
2017-11-16,15.72,0.12,131.0
2017-11-17,15.84,0.12,132.0
2017-11-20,15.67,0.12,130.58333333333334
2017-11-21,15.79,0.12,131.58333333333334
2017-11-22,15.77,0.12,131.41666666666666
2017-11-24,15.77,0.12,131.41666666666666
2017-11-27,15.74,0.12,131.16666666666669
2017-11-28,16.15,0.12,134.58333333333331
2017-11-29,16.35,0.12,136.25000000000003
2017-11-30,16.16,0.12,134.66666666666669
2017-12-01,16.2,0.12,135.0
2017-12-04,16.54,0.12,137.83333333333334
2017-12-05,16.4,0.12,136.66666666666666
2017-12-06,16.39,0.12,136.58333333333334
2017-12-07,16.36,0.12,136.33333333333334
2017-12-08,16.55,0.12,137.91666666666669
2017-12-11,16.59,0.12,138.25
2017-12-12,16.22,0.12,135.16666666666666
2017-12-13,16.28,0.12,135.66666666666669
2017-12-14,16.22,0.12,135.16666666666666
2017-12-15,16.02,0.12,133.5
2017-12-18,16.33,0.12,136.08333333333331
2017-12-19,16.27,0.12,135.58333333333334
2017-12-20,16.24,0.12,135.33333333333331
2017-12-21,16.34,0.12,136.16666666666666
2017-12-22,16.42,0.12,136.83333333333334
2017-12-26,16.31,0.12,135.91666666666666
2017-12-27,16.25,0.12,135.41666666666669
2017-12-28,16.33,0.12,136.08333333333331
2017-12-29,16.21,0.12,135.08333333333334
2018-01-02,16.43,0.12,136.91666666666666
2018-01-03,16.49,0.12,137.41666666666666
2018-01-04,16.59,0.12,138.25
2018-01-05,16.8,0.12,140.0
2018-01-08,16.83,0.12,140.25
2018-01-09,16.88,0.12,140.66666666666666
2018-01-10,16.85,0.12,140.41666666666669
2018-01-11,17.08,0.12,142.33333333333331
2018-01-12,17.15,0.12,142.91666666666666
2018-01-16,16.97,0.12,141.41666666666666
2018-01-17,17.21,0.12,143.41666666666669
2018-01-18,17.01,0.12,141.75000000000003
2018-01-19,17.22,0.12,143.5
2018-01-22,17.18,0.12,143.16666666666666
2018-01-23,17.07,0.12,142.25
2018-01-24,17.09,0.12,142.41666666666666
2018-01-25,17.04,0.12,142.0
2018-01-26,17.14,0.12,142.83333333333334
2018-01-29,17.06,0.12,142.16666666666666
2018-01-30,17.05,0.12,142.08333333333334
2018-01-31,17.11,0.12,142.58333333333334
2018-02-01,16.82,0.12,140.16666666666669
2018-02-02,16.41,0.12,136.75
2018-02-05,15.83,0.12,131.91666666666669
2018-02-06,16.29,0.12,135.75
2018-02-07,16.06,0.12,133.83333333333331
2018-02-08,15.65,0.12,130.41666666666669
2018-02-09,15.77,-0.15,-105.13333333333334
2018-02-12,15.75,-0.15,-105.0
2018-02-13,16.22,-0.15,-108.13333333333333
2018-02-14,16.34,-0.15,-108.93333333333334
2018-02-15,16.37,-0.15,-109.13333333333334
2018-02-16,16.26,-0.15,-108.40000000000002
2018-02-20,15.95,-0.15,-106.33333333333333
2018-02-21,16.01,-0.15,-106.73333333333335
2018-02-22,16.22,-0.15,-108.13333333333333
2018-02-23,16.5,-0.15,-110.0
2018-02-26,16.64,-0.15,-110.93333333333334
2018-02-27,16.38,-0.15,-109.2
2018-02-28,16.13,-0.15,-107.53333333333333
2018-03-01,15.75,-0.15,-105.0
2018-03-02,15.87,-0.15,-105.8
2018-03-05,16.15,-0.15,-107.66666666666666
2018-03-06,16.42,-0.15,-109.46666666666668
2018-03-07,16.3,-0.15,-108.66666666666667
2018-03-08,16.22,-0.15,-108.13333333333333
2018-03-09,16.47,-0.15,-109.8
2018-03-12,16.55,-0.15,-110.33333333333334
2018-03-13,16.37,-0.15,-109.13333333333334
2018-03-14,16.33,-0.15,-108.86666666666666
2018-03-15,16.42,-0.15,-109.46666666666668
2018-03-16,16.6,-0.15,-110.66666666666669
2018-03-19,16.34,-0.15,-108.93333333333334
2018-03-20,16.36,-0.15,-109.06666666666666
2018-03-21,16.51,-0.15,-110.06666666666668
2018-03-22,16.27,-0.15,-108.46666666666667
2018-03-23,15.56,-0.15,-103.73333333333333
2018-03-26,15.68,-0.15,-104.53333333333333
2018-03-27,15.58,-0.15,-103.86666666666667
2018-03-28,15.43,-0.15,-102.86666666666667
2018-03-29,15.8,-0.15,-105.33333333333334
2018-04-02,15.41,-0.15,-102.73333333333333
2018-04-03,15.64,-0.15,-104.26666666666668
2018-04-04,15.78,-0.15,-105.2
2018-04-05,15.75,-0.15,-105.0
2018-04-06,15.5,-0.15,-103.33333333333334
2018-04-09,15.65,-0.15,-104.33333333333334
2018-04-10,15.95,-0.15,-106.33333333333333
2018-04-11,15.8,-0.15,-105.33333333333334
2018-04-12,15.91,-0.15,-106.06666666666668
2018-04-13,15.72,-0.15,-104.80000000000001
2018-04-16,15.95,-0.15,-106.33333333333333
2018-04-17,16.1,-0.15,-107.33333333333334
2018-04-18,16.03,-0.15,-106.86666666666667
2018-04-19,16.19,-0.15,-107.93333333333335
2018-04-20,16.17,-0.15,-107.80000000000001
2018-04-23,16.18,-0.15,-107.86666666666667
2018-04-24,15.9,-0.15,-106.0
2018-04-25,15.88,-0.15,-105.86666666666667
2018-04-26,15.97,-0.15,-106.46666666666667
2018-04-27,16.01,-0.15,-106.73333333333335
2018-04-30,15.98,-0.15,-106.53333333333335
2018-05-01,16.01,-0.15,-106.73333333333335
2018-05-02,15.71,-0.15,-104.73333333333335
2018-05-03,15.88,-0.15,-105.86666666666667
2018-05-04,16.14,-0.15,-107.60000000000001
2018-05-07,16.39,-0.15,-109.26666666666668
2018-05-08,16.37,-0.15,-109.13333333333334
2018-05-09,16.51,-0.15,-110.06666666666668
2018-05-10,16.59,-0.15,-110.60000000000001
2018-05-11,15.18,-1.93,-7.865284974093265
2018-05-14,15.82,-1.93,-8.196891191709845
2018-05-15,15.79,-1.93,-8.181347150259068
2018-05-16,15.89,-1.93,-8.233160621761659
2018-05-17,15.74,-1.93,-8.155440414507773
2018-05-18,15.63,-1.93,-8.098445595854923
2018-05-21,15.7,-1.93,-8.134715025906736
2018-05-22,15.61,-1.93,-8.088082901554404
2018-05-23,15.48,-1.93,-8.020725388601036
2018-05-24,15.52,-1.93,-8.041450777202073
2018-05-25,15.58,-1.93,-8.072538860103627
2018-05-29,15.08,-1.93,-7.813471502590674
2018-05-30,15.4,-1.93,-7.9792746113989645
2018-05-31,15.03,-1.93,-7.787564766839378
2018-06-01,15.21,-1.93,-7.880829015544042
2018-06-04,15.29,-1.93,-7.922279792746114
2018-06-05,15.62,-1.93,-8.093264248704664
2018-06-06,15.7,-1.93,-8.134715025906736
2018-06-07,15.66,-1.93,-8.1139896373057
2018-06-08,15.82,-1.93,-8.196891191709845
2018-06-11,15.87,-1.93,-8.222797927461139
2018-06-12,16.0,-1.93,-8.290155440414509
2018-06-13,15.85,-1.93,-8.212435233160623
2018-06-14,16.02,-1.93,-8.300518134715025
2018-06-15,15.98,-1.93,-8.27979274611399
2018-06-18,16.06,-1.93,-8.321243523316062
2018-06-19,15.95,-1.93,-8.264248704663212
2018-06-20,16.01,-1.93,-8.295336787564768
2018-06-21,15.79,-1.93,-8.181347150259068
2018-06-22,15.82,-1.93,-8.196891191709845
2018-06-25,15.54,-1.93,-8.05181347150259
2018-06-26,15.52,-1.93,-8.041450777202073
2018-06-27,15.44,-1.93,-8.0
2018-06-28,15.53,-1.93,-8.046632124352332
2018-06-29,15.5,-1.93,-8.031088082901555
2018-07-02,15.15,-1.93,-7.849740932642487
2018-07-03,15.28,-1.93,-7.917098445595855
2018-07-05,15.28,-1.93,-7.917098445595855
2018-07-06,15.4,-1.93,-7.9792746113989645
2018-07-09,15.5,-1.93,-8.031088082901555
2018-07-10,15.77,-1.93,-8.17098445595855
2018-07-11,15.55,-1.93,-8.05699481865285
2018-07-12,15.56,-1.93,-8.062176165803109
2018-07-13,15.59,-1.93,-8.077720207253886
2018-07-16,15.41,-1.93,-7.984455958549223
2018-07-17,15.38,-1.93,-7.968911917098446
2018-07-18,15.55,-1.93,-8.05699481865285
2018-07-19,15.49,-1.93,-8.025906735751295
2018-07-20,15.28,-1.93,-7.917098445595855
