date,PHM,PHM_EPS,PE Ratio
1999-10-08,4.95,,
1999-10-11,5.02,,
1999-10-12,5.09,,
1999-10-13,5.17,,
1999-10-14,5.14,,
1999-10-15,5.05,,
1999-10-18,4.95,,
1999-10-19,4.73,,
1999-10-20,4.7,,
1999-10-21,4.48,,
1999-10-22,4.44,,
1999-10-25,4.25,,
1999-10-26,4.45,,
1999-10-27,4.5,,
1999-10-28,4.73,,
1999-10-29,5.03,,
1999-11-01,5.14,,
1999-11-02,5.3,,
1999-11-03,5.33,,
1999-11-04,5.36,,
1999-11-05,5.63,,
1999-11-08,5.59,,
1999-11-09,5.28,,
1999-11-10,5.39,,
1999-11-11,5.36,,
1999-11-12,5.34,,
1999-11-15,5.61,,
1999-11-16,5.75,,
1999-11-17,5.39,,
1999-11-18,5.33,,
1999-11-19,5.36,,
1999-11-22,5.27,,
1999-11-23,5.23,,
1999-11-24,4.98,,
1999-11-26,5.13,,
1999-11-29,5.05,,
1999-11-30,5.02,,
1999-12-01,4.95,,
1999-12-02,4.98,,
1999-12-03,5.08,,
1999-12-06,5.05,,
1999-12-07,5.02,,
1999-12-08,5.0,,
1999-12-09,4.89,,
1999-12-10,5.0,,
1999-12-13,4.89,,
1999-12-14,5.16,,
1999-12-15,5.03,,
1999-12-16,4.95,,
1999-12-17,5.02,,
1999-12-20,5.11,,
1999-12-21,5.25,,
1999-12-22,5.2,,
1999-12-23,5.22,,
1999-12-27,5.16,,
1999-12-28,5.22,,
1999-12-29,5.34,,
1999-12-30,5.52,,
1999-12-31,5.63,,
2000-01-03,5.28,,
2000-01-04,5.03,,
2000-01-05,4.94,,
2000-01-06,4.91,,
2000-01-07,4.98,,
2000-01-10,4.89,,
2000-01-11,4.69,,
2000-01-12,4.53,,
2000-01-13,4.75,,
2000-01-14,4.72,,
2000-01-18,4.67,,
2000-01-19,4.48,,
2000-01-20,4.53,,
2000-01-21,4.59,,
2000-01-24,4.47,,
2000-01-25,4.25,,
2000-01-26,4.36,,
2000-01-27,4.48,,
2000-01-28,4.44,,
2000-01-31,4.36,,
2000-02-01,4.3,,
2000-02-02,4.25,,
2000-02-03,4.31,,
2000-02-04,4.31,,
2000-02-07,4.14,,
2000-02-08,4.45,,
2000-02-09,4.42,,
2000-02-10,4.36,,
2000-02-11,4.41,,
2000-02-14,4.39,,
2000-02-15,4.63,,
2000-02-16,4.42,,
2000-02-17,4.42,,
2000-02-18,4.44,,
2000-02-22,4.33,,
2000-02-23,4.27,,
2000-02-24,4.2,,
2000-02-25,4.05,,
2000-02-28,4.09,,
2000-02-29,4.2,,
2000-03-01,4.27,,
2000-03-02,4.16,,
2000-03-03,4.13,,
2000-03-06,4.05,,
2000-03-07,3.98,,
2000-03-08,3.92,,
2000-03-09,4.05,,
2000-03-10,3.97,,
2000-03-13,4.05,,
2000-03-14,3.94,,
2000-03-15,4.28,,
2000-03-16,4.81,,
2000-03-17,4.7,,
2000-03-20,4.83,,
2000-03-21,4.81,,
2000-03-22,4.75,,
2000-03-23,4.88,,
2000-03-24,4.86,,
2000-03-27,4.83,,
2000-03-28,4.73,,
2000-03-29,4.95,,
2000-03-30,5.11,,
2000-03-31,5.22,,
2000-04-03,5.22,,
2000-04-04,5.11,,
2000-04-05,5.36,,
2000-04-06,5.36,,
2000-04-07,5.38,,
2000-04-10,5.31,,
2000-04-11,5.38,,
2000-04-12,5.66,,
2000-04-13,5.7,,
2000-04-14,5.34,,
2000-04-17,5.44,,
2000-04-18,5.39,,
2000-04-19,5.42,,
2000-04-20,5.52,,
2000-04-24,5.45,,
2000-04-25,5.5,,
2000-04-26,5.58,,
2000-04-27,5.45,,
2000-04-28,5.38,,
2000-05-01,5.42,,
2000-05-02,5.48,,
2000-05-03,5.41,,
2000-05-04,5.47,,
2000-05-05,5.5,,
2000-05-08,5.34,,
2000-05-09,5.5,,
2000-05-10,5.36,,
2000-05-11,5.64,,
2000-05-12,5.67,,
2000-05-15,5.58,,
2000-05-16,5.73,,
2000-05-17,5.47,,
2000-05-18,5.41,,
2000-05-19,5.34,,
2000-05-22,5.36,,
2000-05-23,5.38,,
2000-05-24,5.42,,
2000-05-25,5.39,,
2000-05-26,5.5,,
2000-05-30,5.45,,
2000-05-31,5.55,,
2000-06-01,5.44,,
2000-06-02,5.84,,
2000-06-05,5.63,,
2000-06-06,5.75,,
2000-06-07,5.55,,
2000-06-08,5.61,,
2000-06-09,5.67,,
2000-06-12,5.63,,
2000-06-13,5.64,,
2000-06-14,5.61,,
2000-06-15,5.63,,
2000-06-16,5.64,,
2000-06-19,5.53,,
2000-06-20,5.44,,
2000-06-21,5.38,,
2000-06-22,5.34,,
2000-06-23,5.3,,
2000-06-26,5.3,,
2000-06-27,5.42,,
2000-06-28,5.36,,
2000-06-29,5.44,,
2000-06-30,5.4,,
2000-07-03,5.47,,
2000-07-05,5.59,,
2000-07-06,5.59,,
2000-07-07,5.58,,
2000-07-10,5.48,,
2000-07-11,5.52,,
2000-07-12,5.52,,
2000-07-13,5.44,,
2000-07-14,5.44,,
2000-07-17,5.45,,
2000-07-18,5.38,,
2000-07-19,5.39,,
2000-07-20,5.52,,
2000-07-21,5.34,,
2000-07-24,5.23,,
2000-07-25,5.47,,
2000-07-26,5.52,,
2000-07-27,5.63,,
2000-07-28,5.47,,
2000-07-31,5.73,,
2000-08-01,5.83,,
2000-08-02,5.83,,
2000-08-03,6.16,,
2000-08-04,6.28,,
2000-08-07,7.05,,
2000-08-08,7.3,,
2000-08-09,7.23,,
2000-08-10,6.95,,
2000-08-11,7.25,,
2000-08-14,7.66,,
2000-08-15,7.39,,
2000-08-16,7.22,,
2000-08-17,7.23,,
2000-08-18,7.19,,
2000-08-21,7.41,,
2000-08-22,7.44,,
2000-08-23,7.28,,
2000-08-24,7.23,,
2000-08-25,7.17,,
2000-08-28,7.16,,
2000-08-29,7.52,,
2000-08-30,7.84,,
2000-08-31,8.24,,
2000-09-01,8.23,,
2000-09-05,8.45,,
2000-09-06,8.38,,
2000-09-07,8.5,,
2000-09-08,8.28,,
2000-09-11,8.45,,
2000-09-12,8.56,,
2000-09-13,8.55,,
2000-09-14,8.53,,
2000-09-15,8.25,,
2000-09-18,7.81,,
2000-09-19,8.02,,
2000-09-20,8.34,,
2000-09-21,8.17,,
2000-09-22,8.25,,
2000-09-25,8.09,,
2000-09-26,8.2,,
2000-09-27,8.38,,
2000-09-28,8.34,,
2000-09-29,8.25,,
2000-10-02,8.25,,
2000-10-03,8.39,,
2000-10-04,8.47,,
2000-10-05,8.45,,
2000-10-06,8.55,,
2000-10-09,8.67,,
2000-10-10,8.34,,
2000-10-11,7.98,,
2000-10-12,7.63,,
2000-10-13,7.52,,
2000-10-16,7.78,,
2000-10-17,7.63,,
2000-10-18,7.3,,
2000-10-19,7.44,,
2000-10-20,7.27,,
2000-10-23,7.02,,
2000-10-24,7.39,,
2000-10-25,7.36,,
2000-10-26,7.41,,
2000-10-27,7.53,,
2000-10-30,7.95,,
2000-10-31,8.33,,
2000-11-01,8.33,,
2000-11-02,8.63,,
2000-11-03,8.72,,
2000-11-06,8.63,,
2000-11-07,8.52,,
2000-11-08,9.03,,
2000-11-09,9.17,,
2000-11-10,9.16,,
2000-11-13,9.28,,
2000-11-14,9.34,,
2000-11-15,9.52,,
2000-11-16,9.47,,
2000-11-17,9.64,,
2000-11-20,9.42,,
2000-11-21,9.69,,
2000-11-22,9.72,,
2000-11-24,10.02,,
2000-11-27,10.38,,
2000-11-28,10.27,,
2000-11-29,9.89,,
2000-11-30,9.66,,
2000-12-01,9.92,,
2000-12-04,9.42,,
2000-12-05,10.94,,
2000-12-06,10.31,,
2000-12-07,10.48,,
2000-12-08,10.86,,
2000-12-11,10.94,,
2000-12-12,10.89,,
2000-12-13,10.64,,
2000-12-14,10.39,,
2000-12-15,10.52,,
2000-12-18,10.69,,
2000-12-19,10.36,,
2000-12-20,9.77,,
2000-12-21,9.91,,
2000-12-22,10.27,,
2000-12-26,10.81,,
2000-12-27,10.3,,
2000-12-28,10.64,,
2000-12-29,10.55,,
2001-01-02,10.08,,
2001-01-03,10.61,,
2001-01-04,10.66,,
2001-01-05,10.16,,
2001-01-08,9.52,,
2001-01-09,9.92,,
2001-01-10,10.05,,
2001-01-11,9.97,,
2001-01-12,9.91,,
2001-01-16,9.83,,
2001-01-17,9.92,,
2001-01-18,9.39,,
2001-01-19,8.75,,
2001-01-22,8.44,,
2001-01-23,8.88,,
2001-01-24,9.08,,
2001-01-25,9.06,,
2001-01-26,8.77,,
2001-01-29,8.77,,
2001-01-30,8.62,,
2001-01-31,8.63,,
2001-02-01,8.87,,
2001-02-02,8.67,,
2001-02-05,8.98,,
2001-02-06,9.36,,
2001-02-07,9.21,,
2001-02-08,8.88,,
2001-02-09,8.73,,
2001-02-12,8.95,,
2001-02-13,9.19,,
2001-02-14,9.08,,
2001-02-15,9.08,,
2001-02-16,9.03,,
2001-02-20,8.56,,
2001-02-21,8.42,,
2001-02-22,8.2,,
2001-02-23,8.21,,
2001-02-26,8.6,,
2001-02-27,8.49,,
2001-02-28,8.59,,
2001-03-01,8.28,,
2001-03-02,8.78,,
2001-03-05,8.67,,
2001-03-06,9.11,,
2001-03-07,9.05,,
2001-03-08,9.31,,
2001-03-09,8.91,,
2001-03-12,8.58,,
2001-03-13,8.51,,
2001-03-14,8.21,,
2001-03-15,8.53,,
2001-03-16,8.16,,
2001-03-19,8.56,,
2001-03-20,8.98,,
2001-03-21,9.4,,
2001-03-22,9.27,,
2001-03-23,9.46,,
2001-03-26,9.74,,
2001-03-27,9.72,,
2001-03-28,9.73,,
2001-03-29,10.34,,
2001-03-30,10.1,,
2001-04-02,9.99,,
2001-04-03,9.65,,
2001-04-04,9.82,,
2001-04-05,9.96,,
2001-04-06,9.39,,
2001-04-09,9.75,,
2001-04-10,10.19,,
2001-04-11,9.79,,
2001-04-12,10.0,,
2001-04-16,9.93,,
2001-04-17,9.9,,
2001-04-18,10.62,,
2001-04-19,10.66,,
2001-04-20,10.72,,
2001-04-23,10.6,,
2001-04-24,11.15,,
2001-04-25,11.75,,
2001-04-26,12.38,,
2001-04-27,12.39,,
2001-04-30,11.7,,
2001-05-01,10.63,,
2001-05-02,10.73,,
2001-05-03,10.65,,
2001-05-04,10.91,,
2001-05-07,11.25,,
2001-05-08,11.34,,
2001-05-09,11.23,,
2001-05-10,11.62,,
2001-05-11,11.15,,
2001-05-14,11.0,,
2001-05-15,11.29,,
2001-05-16,11.2,,
2001-05-17,11.39,,
2001-05-18,11.18,,
2001-05-21,10.63,,
2001-05-22,10.69,,
2001-05-23,10.58,,
2001-05-24,10.54,,
2001-05-25,10.02,,
2001-05-29,9.82,,
2001-05-30,10.01,,
2001-05-31,10.1,,
2001-06-01,10.29,,
2001-06-04,10.44,,
2001-06-05,10.56,,
2001-06-06,10.31,,
2001-06-07,10.43,,
2001-06-08,10.54,,
2001-06-11,10.22,,
2001-06-12,10.03,,
2001-06-13,10.17,,
2001-06-14,9.86,,
2001-06-15,9.77,,
2001-06-18,9.92,,
2001-06-19,9.94,,
2001-06-20,10.58,,
2001-06-21,10.62,,
2001-06-22,10.14,,
2001-06-25,10.4,,
2001-06-26,10.99,,
2001-06-27,11.03,,
2001-06-28,10.93,,
2001-06-29,10.66,,
2001-07-02,10.85,,
2001-07-03,10.92,,
2001-07-05,10.87,,
2001-07-06,10.62,,
2001-07-09,10.45,,
2001-07-10,10.64,,
2001-07-11,10.57,,
2001-07-12,10.99,,
2001-07-13,11.02,,
2001-07-16,10.77,,
2001-07-17,10.65,,
2001-07-18,11.25,,
2001-07-19,12.0,,
2001-07-20,11.33,,
2001-07-23,10.97,,
2001-07-24,10.43,,
2001-07-25,10.21,,
2001-07-26,10.5,,
2001-07-27,10.24,,
2001-07-30,10.4,,
2001-07-31,10.38,,
2001-08-01,10.12,,
2001-08-02,10.09,,
2001-08-03,9.75,,
2001-08-06,9.31,,
2001-08-07,9.05,,
2001-08-08,8.93,,
2001-08-09,8.95,,
2001-08-10,8.97,,
2001-08-13,8.53,,
2001-08-14,8.79,,
2001-08-15,8.78,,
2001-08-16,9.04,,
2001-08-17,9.01,,
2001-08-20,9.02,,
2001-08-21,8.95,,
2001-08-22,9.01,,
2001-08-23,9.25,,
2001-08-24,9.52,,
2001-08-27,9.34,,
2001-08-28,9.06,,
2001-08-29,9.23,,
2001-08-30,9.34,,
2001-08-31,9.46,,
2001-09-04,9.61,,
2001-09-05,9.23,,
2001-09-06,8.91,,
2001-09-07,8.3,,
2001-09-10,8.0,,
2001-09-17,7.44,,
2001-09-18,7.44,,
2001-09-19,7.13,,
2001-09-20,6.78,,
2001-09-21,6.75,,
2001-09-24,7.33,,
2001-09-25,7.54,,
2001-09-26,7.61,,
2001-09-27,7.49,,
2001-09-28,7.66,,
2001-10-01,7.57,,
2001-10-02,7.77,,
2001-10-03,8.49,,
2001-10-04,8.36,,
2001-10-05,8.35,,
2001-10-08,8.13,,
2001-10-09,8.21,,
2001-10-10,8.75,,
2001-10-11,9.5,,
2001-10-12,9.01,,
2001-10-15,8.75,,
2001-10-16,8.68,,
2001-10-17,8.32,,
2001-10-18,8.18,,
2001-10-19,8.34,,
2001-10-22,8.3,,
2001-10-23,8.25,,
2001-10-24,8.24,,
2001-10-25,8.17,,
2001-10-26,8.46,,
2001-10-29,8.06,,
2001-10-30,7.73,,
2001-10-31,8.13,,
2001-11-01,8.7,,
2001-11-02,8.68,,
2001-11-05,8.92,,
2001-11-06,8.79,,
2001-11-07,9.06,,
2001-11-08,8.93,,
2001-11-09,8.79,,
2001-11-12,9.22,,
2001-11-13,9.65,,
2001-11-14,9.59,,
2001-11-15,8.97,,
2001-11-16,9.23,,
2001-11-19,9.16,,
2001-11-20,8.9,,
2001-11-21,9.04,,
2001-11-23,9.22,,
2001-11-26,9.21,,
2001-11-27,9.06,,
2001-11-28,9.03,,
2001-11-29,9.35,,
2001-11-30,9.81,,
2001-12-03,9.79,,
2001-12-04,10.19,,
2001-12-05,10.73,,
2001-12-06,10.62,,
2001-12-07,10.63,,
2001-12-10,10.37,,
2001-12-11,10.43,,
2001-12-12,10.87,,
2001-12-13,10.96,,
2001-12-14,10.67,,
2001-12-17,10.83,,
2001-12-18,11.05,,
2001-12-19,11.21,,
2001-12-20,10.98,,
2001-12-21,10.81,,
2001-12-24,11.17,,
2001-12-26,11.45,,
2001-12-27,11.37,,
2001-12-28,11.49,,
2001-12-31,11.17,,
2002-01-02,11.06,,
2002-01-03,11.06,,
2002-01-04,11.06,,
2002-01-07,11.03,,
2002-01-08,10.74,,
2002-01-09,10.87,,
2002-01-10,10.73,,
2002-01-11,10.5,,
2002-01-14,10.6,,
2002-01-15,10.74,,
2002-01-16,10.56,,
2002-01-17,10.8,,
2002-01-18,10.69,,
2002-01-22,10.8,,
2002-01-23,10.86,,
2002-01-24,11.45,,
2002-01-25,11.56,,
2002-01-28,11.82,,
2002-01-29,11.66,,
2002-01-30,11.96,,
2002-01-31,11.79,,
2002-02-01,11.69,,
2002-02-04,11.92,,
2002-02-05,11.93,,
2002-02-06,11.71,,
2002-02-07,11.52,,
2002-02-08,11.43,,
2002-02-11,11.74,,
2002-02-12,11.93,,
2002-02-13,12.06,,
2002-02-14,12.19,,
2002-02-15,12.16,,
2002-02-19,12.14,,
2002-02-20,11.85,,
2002-02-21,11.86,,
2002-02-22,11.7,,
2002-02-25,12.23,,
2002-02-26,12.76,,
2002-02-27,12.85,,
2002-02-28,12.99,,
2002-03-01,13.3,,
2002-03-04,13.61,,
2002-03-05,13.1,,
2002-03-06,13.56,,
2002-03-07,13.26,,
2002-03-08,13.06,0.0,inf
2002-03-11,13.29,0.0,inf
2002-03-12,13.52,0.0,inf
2002-03-13,13.39,0.0,inf
2002-03-14,13.0,0.0,inf
2002-03-15,12.83,0.0,inf
2002-03-18,12.53,0.0,inf
2002-03-19,12.67,0.0,inf
2002-03-20,11.84,0.0,inf
2002-03-21,11.73,0.0,inf
2002-03-22,12.38,0.0,inf
2002-03-25,11.82,0.0,inf
2002-03-26,12.45,0.0,inf
2002-03-27,12.09,0.0,inf
2002-03-28,11.96,0.0,inf
2002-04-01,11.68,0.0,inf
2002-04-02,11.5,0.0,inf
2002-04-03,11.81,0.0,inf
2002-04-04,11.61,0.0,inf
2002-04-05,11.65,0.0,inf
2002-04-08,12.19,0.0,inf
2002-04-09,12.37,0.0,inf
2002-04-10,12.21,0.0,inf
2002-04-11,12.04,0.0,inf
2002-04-12,12.39,0.0,inf
2002-04-15,12.46,0.0,inf
2002-04-16,12.37,0.0,inf
2002-04-17,12.36,0.0,inf
2002-04-18,12.3,0.0,inf
2002-04-19,12.53,0.0,inf
2002-04-22,13.02,0.0,inf
2002-04-23,13.59,0.0,inf
2002-04-24,13.56,0.0,inf
2002-04-25,13.39,0.0,inf
2002-04-26,13.09,0.0,inf
2002-04-29,13.28,0.0,inf
2002-04-30,13.3,0.0,inf
2002-05-01,13.67,0.0,inf
2002-05-02,13.81,0.0,inf
2002-05-03,13.82,0.0,inf
2002-05-06,13.31,0.0,inf
2002-05-07,13.47,0.0,inf
2002-05-08,13.35,0.0,inf
2002-05-09,13.23,0.0,inf
2002-05-10,12.82,0.0,inf
2002-05-13,12.86,0.0,inf
2002-05-14,13.66,0.0,inf
2002-05-15,13.16,0.0,inf
2002-05-16,12.95,0.0,inf
2002-05-17,13.2,0.0,inf
2002-05-20,13.19,0.0,inf
2002-05-21,12.9,0.0,inf
2002-05-22,12.98,0.0,inf
2002-05-23,13.34,0.0,inf
2002-05-24,13.87,0.0,inf
2002-05-28,13.69,0.0,inf
2002-05-29,13.63,0.0,inf
2002-05-30,13.33,0.0,inf
2002-05-31,13.56,0.0,inf
2002-06-03,13.2,0.0,inf
2002-06-04,12.89,0.0,inf
2002-06-05,13.18,0.0,inf
2002-06-06,13.39,0.0,inf
2002-06-07,13.57,0.0,inf
2002-06-10,13.36,0.0,inf
2002-06-11,13.26,0.0,inf
2002-06-12,13.3,0.0,inf
2002-06-13,12.66,0.0,inf
2002-06-14,12.84,0.0,inf
2002-06-17,13.14,0.0,inf
2002-06-18,13.57,0.0,inf
2002-06-19,14.05,0.0,inf
2002-06-20,14.65,0.0,inf
2002-06-21,14.66,0.0,inf
2002-06-24,14.73,0.0,inf
2002-06-25,14.15,0.0,inf
2002-06-26,14.4,0.0,inf
2002-06-27,14.56,0.0,inf
2002-06-28,14.37,0.0,inf
2002-07-01,14.49,0.0,inf
2002-07-02,13.74,0.0,inf
2002-07-03,13.28,0.0,inf
2002-07-05,13.77,0.0,inf
2002-07-08,13.63,0.0,inf
2002-07-09,13.39,0.0,inf
2002-07-10,12.98,0.0,inf
2002-07-11,12.56,0.0,inf
2002-07-12,12.25,0.0,inf
2002-07-15,12.19,0.0,inf
2002-07-16,11.64,0.0,inf
2002-07-17,11.59,0.0,inf
2002-07-18,11.36,0.0,inf
2002-07-19,10.7,0.0,inf
2002-07-22,10.21,0.0,inf
2002-07-23,10.95,0.0,inf
2002-07-24,11.57,0.0,inf
2002-07-25,11.54,0.0,inf
2002-07-26,11.57,0.0,inf
2002-07-29,12.54,0.0,inf
2002-07-30,12.35,0.0,inf
2002-07-31,11.98,0.0,inf
2002-08-01,11.86,0.0,inf
2002-08-02,10.86,0.0,inf
2002-08-05,10.88,0.0,inf
2002-08-06,11.42,0.0,inf
2002-08-07,11.3,0.0,inf
2002-08-08,11.78,0.0,inf
2002-08-09,11.49,0.0,inf
2002-08-12,11.24,0.0,inf
2002-08-13,11.09,0.0,inf
2002-08-14,11.42,0.0,inf
2002-08-15,12.2,0.0,inf
2002-08-16,12.36,0.0,inf
2002-08-19,12.74,0.0,inf
2002-08-20,12.52,0.0,inf
2002-08-21,12.28,0.0,inf
2002-08-22,12.87,0.0,inf
2002-08-23,12.67,0.0,inf
2002-08-26,12.87,0.0,inf
2002-08-27,12.5,0.0,inf
2002-08-28,12.22,0.0,inf
2002-08-29,11.94,0.0,inf
2002-08-30,11.94,0.0,inf
2002-09-03,11.29,0.0,inf
2002-09-04,11.78,0.0,inf
2002-09-05,11.76,0.0,inf
2002-09-06,11.81,0.0,inf
2002-09-09,12.12,0.0,inf
2002-09-10,12.09,0.0,inf
2002-09-11,12.12,0.0,inf
2002-09-12,11.74,0.0,inf
2002-09-13,11.83,0.0,inf
2002-09-16,12.05,0.0,inf
2002-09-17,11.9,0.0,inf
2002-09-18,11.73,0.0,inf
2002-09-19,10.86,0.0,inf
2002-09-20,11.11,0.0,inf
2002-09-23,10.8,0.0,inf
2002-09-24,10.41,0.0,inf
2002-09-25,10.7,0.0,inf
2002-09-26,11.08,0.0,inf
2002-09-27,10.87,0.0,inf
2002-09-30,10.66,0.0,inf
2002-10-01,10.86,0.0,inf
2002-10-02,10.72,0.0,inf
2002-10-03,10.28,0.0,inf
2002-10-04,9.79,0.0,inf
2002-10-07,9.28,0.0,inf
2002-10-08,9.66,0.0,inf
2002-10-09,9.15,0.0,inf
2002-10-10,9.63,0.0,inf
2002-10-11,10.15,0.0,inf
2002-10-14,10.09,0.0,inf
2002-10-15,10.75,0.0,inf
2002-10-16,10.49,0.0,inf
2002-10-17,11.5,0.0,inf
2002-10-18,11.36,0.0,inf
2002-10-21,12.07,0.0,inf
2002-10-22,11.69,0.0,inf
2002-10-23,11.97,0.0,inf
2002-10-24,11.54,0.0,inf
2002-10-25,11.6,0.0,inf
2002-10-28,11.14,0.0,inf
2002-10-29,11.34,0.0,inf
2002-10-30,11.23,0.0,inf
2002-10-31,11.48,0.0,inf
2002-11-01,11.67,0.0,inf
2002-11-04,11.77,0.0,inf
2002-11-05,11.63,0.0,inf
2002-11-06,11.92,0.0,inf
2002-11-07,11.09,0.0,inf
2002-11-08,10.88,0.0,inf
2002-11-11,10.88,0.0,inf
2002-11-12,10.83,0.0,inf
2002-11-13,10.73,0.0,inf
2002-11-14,11.2,0.0,inf
2002-11-15,11.32,0.0,inf
2002-11-18,11.1,0.0,inf
2002-11-19,10.86,0.0,inf
2002-11-20,11.2,0.0,inf
2002-11-21,11.49,0.0,inf
2002-11-22,11.44,0.0,inf
2002-11-25,11.64,0.0,inf
2002-11-26,11.41,0.0,inf
2002-11-27,11.92,0.0,inf
2002-11-29,11.74,0.0,inf
2002-12-02,11.6,0.0,inf
2002-12-03,11.01,0.0,inf
2002-12-04,11.25,0.0,inf
2002-12-05,11.12,0.0,inf
2002-12-06,11.19,0.0,inf
2002-12-09,11.06,0.0,inf
2002-12-10,11.12,0.0,inf
2002-12-11,11.25,0.0,inf
2002-12-12,11.59,0.0,inf
2002-12-13,11.33,0.0,inf
2002-12-16,11.87,0.0,inf
2002-12-17,11.87,0.0,inf
2002-12-18,12.03,0.0,inf
2002-12-19,12.36,0.0,inf
2002-12-20,12.42,0.0,inf
2002-12-23,12.29,0.0,inf
2002-12-24,12.2,0.0,inf
2002-12-26,12.25,0.0,inf
2002-12-27,12.03,0.0,inf
2002-12-30,11.95,0.0,inf
2002-12-31,11.97,0.0,inf
2003-01-02,12.69,0.0,inf
2003-01-03,12.53,0.0,inf
2003-01-06,12.35,0.0,inf
2003-01-07,12.5,0.0,inf
2003-01-08,12.76,0.0,inf
2003-01-09,12.98,0.0,inf
2003-01-10,12.99,0.0,inf
2003-01-13,12.91,0.0,inf
2003-01-14,12.89,0.0,inf
2003-01-15,12.84,0.0,inf
2003-01-16,13.15,0.0,inf
2003-01-17,13.06,0.0,inf
2003-01-21,12.91,0.0,inf
2003-01-22,12.72,0.0,inf
2003-01-23,13.0,0.0,inf
2003-01-24,12.84,0.0,inf
2003-01-27,12.44,0.0,inf
2003-01-28,12.66,0.0,inf
2003-01-29,12.91,0.0,inf
2003-01-30,12.38,0.0,inf
2003-01-31,12.5,0.0,inf
2003-02-03,12.63,0.0,inf
2003-02-04,12.51,0.0,inf
2003-02-05,12.62,0.0,inf
2003-02-06,12.25,0.0,inf
2003-02-07,12.09,0.0,inf
2003-02-10,12.55,0.0,inf
2003-02-11,12.53,0.0,inf
2003-02-12,12.37,0.0,inf
2003-02-13,12.19,0.0,inf
2003-02-14,12.52,0.0,inf
2003-02-18,13.24,0.0,inf
2003-02-19,13.09,0.0,inf
2003-02-20,12.91,0.0,inf
2003-02-21,13.11,0.0,inf
2003-02-24,12.86,0.0,inf
2003-02-25,13.19,0.0,inf
2003-02-26,12.93,0.0,inf
2003-02-27,12.78,0.0,inf
2003-02-28,12.71,0.0,inf
2003-03-03,12.68,0.0,inf
2003-03-04,11.7,0.0,inf
2003-03-05,11.5,0.0,inf
2003-03-06,11.58,0.0,inf
2003-03-07,11.74,0.0,inf
2003-03-10,11.44,0.0,inf
2003-03-11,11.38,0.0,inf
2003-03-12,11.61,0.0,inf
2003-03-13,12.0,0.0,inf
2003-03-14,12.2,0.0,inf
2003-03-17,12.51,0.0,inf
2003-03-18,12.41,0.0,inf
2003-03-19,12.55,0.0,inf
2003-03-20,12.81,0.0,inf
2003-03-21,13.21,0.0,inf
2003-03-24,12.79,0.0,inf
2003-03-25,12.93,0.0,inf
2003-03-26,12.83,0.0,inf
2003-03-27,12.72,0.0,inf
2003-03-28,12.69,0.0,inf
2003-03-31,12.54,0.0,inf
2003-04-01,12.72,0.0,inf
2003-04-02,13.23,0.0,inf
2003-04-03,13.24,0.0,inf
2003-04-04,13.06,0.0,inf
2003-04-07,13.18,0.0,inf
2003-04-08,13.28,0.0,inf
2003-04-09,13.35,0.0,inf
2003-04-10,13.49,0.0,inf
2003-04-11,13.51,0.0,inf
2003-04-14,13.77,0.0,inf
2003-04-15,13.91,0.0,inf
2003-04-16,13.85,0.0,inf
2003-04-17,14.01,0.0,inf
2003-04-21,13.94,0.0,inf
2003-04-22,14.25,0.0,inf
2003-04-23,14.45,0.0,inf
2003-04-24,14.49,0.0,inf
2003-04-25,14.06,0.0,inf
2003-04-28,14.5,0.0,inf
2003-04-29,14.56,0.0,inf
2003-04-30,14.5,0.0,inf
2003-05-01,14.31,0.0,inf
2003-05-02,14.53,0.0,inf
2003-05-05,14.39,0.0,inf
2003-05-06,14.44,0.0,inf
2003-05-07,14.72,0.0,inf
2003-05-08,14.6,0.0,inf
2003-05-09,14.82,0.0,inf
2003-05-12,15.19,0.0,inf
2003-05-13,15.26,0.0,inf
2003-05-14,15.13,0.0,inf
2003-05-15,15.24,0.0,inf
2003-05-16,15.08,0.0,inf
2003-05-19,14.76,0.0,inf
2003-05-20,14.85,0.0,inf
2003-05-21,15.05,0.0,inf
2003-05-22,15.75,0.0,inf
2003-05-23,15.93,0.0,inf
2003-05-27,16.13,0.0,inf
2003-05-28,16.43,0.0,inf
2003-05-29,16.31,0.0,inf
2003-05-30,16.4,0.0,inf
2003-06-02,16.4,0.0,inf
2003-06-03,16.36,0.0,inf
2003-06-04,16.82,0.0,inf
2003-06-05,17.17,0.0,inf
2003-06-06,16.54,0.0,inf
2003-06-09,16.14,0.0,inf
2003-06-10,16.59,0.0,inf
2003-06-11,17.59,0.0,inf
2003-06-12,17.26,0.0,inf
2003-06-13,17.26,0.0,inf
2003-06-16,17.85,0.0,inf
2003-06-17,17.78,0.0,inf
2003-06-18,17.31,0.0,inf
2003-06-19,17.19,0.0,inf
2003-06-20,16.38,0.0,inf
2003-06-23,16.22,0.0,inf
2003-06-24,16.34,0.0,inf
2003-06-25,15.99,0.0,inf
2003-06-26,16.12,0.0,inf
2003-06-27,15.79,0.0,inf
2003-06-30,15.42,0.0,inf
2003-07-01,15.88,0.0,inf
2003-07-02,16.05,0.0,inf
2003-07-03,15.86,0.0,inf
2003-07-07,16.12,0.0,inf
2003-07-08,16.24,0.0,inf
2003-07-09,16.0,0.0,inf
2003-07-10,15.57,0.0,inf
2003-07-11,15.45,0.0,inf
2003-07-14,15.67,0.0,inf
