date,UAA,UAA_EPS,PE Ratio
2011-04-05,9.51,0.11,86.45454545454545
2011-04-06,9.24,0.11,84.0
2011-04-07,9.14,0.11,83.0909090909091
2011-04-08,8.93,0.11,81.18181818181817
2011-04-11,9.16,0.11,83.27272727272728
2011-04-12,9.25,0.11,84.0909090909091
2011-04-13,9.37,0.11,85.18181818181817
2011-04-14,9.18,0.11,83.45454545454545
2011-04-15,9.23,0.11,83.9090909090909
2011-04-18,9.26,0.11,84.18181818181817
2011-04-19,9.73,0.11,88.45454545454545
2011-04-20,9.81,0.11,89.18181818181819
2011-04-21,9.82,0.11,89.27272727272728
2011-04-25,9.81,0.11,89.18181818181819
2011-04-26,8.71,0.11,79.18181818181819
2011-04-27,8.76,0.11,79.63636363636364
2011-04-28,8.78,0.11,79.81818181818181
2011-04-29,8.56,0.11,77.81818181818183
2011-05-02,8.35,0.11,75.9090909090909
2011-05-03,8.09,0.11,73.54545454545455
2011-05-04,8.17,0.06,136.16666666666666
2011-05-05,8.14,0.06,135.66666666666669
2011-05-06,8.25,0.06,137.5
2011-05-09,8.21,0.06,136.83333333333334
2011-05-10,8.43,0.06,140.5
2011-05-11,8.59,0.06,143.16666666666666
2011-05-12,8.51,0.06,141.83333333333334
2011-05-13,8.37,0.06,139.5
2011-05-16,8.09,0.06,134.83333333333334
2011-05-17,8.01,0.06,133.5
2011-05-18,8.39,0.06,139.83333333333334
2011-05-19,8.36,0.06,139.33333333333334
2011-05-20,8.18,0.06,136.33333333333334
2011-05-23,8.13,0.06,135.50000000000003
2011-05-24,8.03,0.06,133.83333333333331
2011-05-25,8.01,0.06,133.5
2011-05-26,8.2,0.06,136.66666666666666
2011-05-27,8.17,0.06,136.16666666666666
2011-05-31,8.15,0.06,135.83333333333334
2011-06-01,8.33,0.06,138.83333333333334
2011-06-02,8.27,0.06,137.83333333333334
2011-06-03,8.32,0.06,138.66666666666669
2011-06-06,8.14,0.06,135.66666666666669
2011-06-07,8.08,0.06,134.66666666666669
2011-06-08,7.81,0.06,130.16666666666666
2011-06-09,8.16,0.06,136.0
2011-06-10,8.02,0.06,133.66666666666666
2011-06-13,8.5,0.06,141.66666666666669
2011-06-14,8.71,0.06,145.16666666666669
2011-06-15,8.51,0.06,141.83333333333334
2011-06-16,8.5,0.06,141.66666666666669
2011-06-17,8.51,0.06,141.83333333333334
2011-06-20,8.98,0.06,149.66666666666669
2011-06-21,9.2,0.06,153.33333333333331
2011-06-22,9.04,0.06,150.66666666666666
2011-06-23,9.2,0.06,153.33333333333331
2011-06-24,9.3,0.06,155.00000000000003
2011-06-27,9.29,0.06,154.83333333333331
2011-06-28,9.7,0.06,161.66666666666666
2011-06-29,9.64,0.06,160.66666666666669
2011-06-30,9.66,0.06,161.0
2011-07-01,9.9,0.06,165.0
2011-07-05,10.16,0.06,169.33333333333334
2011-07-06,9.96,0.06,166.00000000000003
2011-07-07,9.95,0.06,165.83333333333331
2011-07-08,9.94,0.06,165.66666666666666
2011-07-11,9.65,0.06,160.83333333333334
2011-07-12,9.78,0.06,163.0
2011-07-13,9.92,0.06,165.33333333333334
2011-07-14,9.78,0.06,163.0
2011-07-15,9.74,0.06,162.33333333333334
2011-07-18,9.71,0.06,161.83333333333334
2011-07-19,10.3,0.06,171.66666666666669
2011-07-20,10.15,0.06,169.16666666666669
2011-07-21,10.05,0.06,167.50000000000003
2011-07-22,9.96,0.06,166.00000000000003
2011-07-25,9.82,0.06,163.66666666666669
2011-07-26,9.43,0.06,157.16666666666666
2011-07-27,9.01,0.06,150.16666666666666
2011-07-28,9.31,0.06,155.16666666666669
2011-07-29,9.18,0.06,153.0
2011-08-01,9.11,0.06,151.83333333333334
2011-08-02,8.65,0.06,144.16666666666669
2011-08-03,8.77,0.06,146.16666666666666
2011-08-04,8.1,0.06,135.0
2011-08-05,7.83,0.03,261.0
2011-08-08,6.99,0.03,233.00000000000003
2011-08-09,7.66,0.03,255.33333333333334
2011-08-10,7.39,0.03,246.33333333333334
2011-08-11,7.87,0.03,262.33333333333337
2011-08-12,7.97,0.03,265.6666666666667
2011-08-15,8.25,0.03,275.0
2011-08-16,7.93,0.03,264.3333333333333
2011-08-17,7.39,0.03,246.33333333333334
2011-08-18,6.98,0.03,232.66666666666669
2011-08-19,6.6,0.03,220.0
2011-08-22,7.0,0.03,233.33333333333334
2011-08-23,7.83,0.03,261.0
2011-08-24,7.87,0.03,262.33333333333337
2011-08-25,7.45,0.03,248.33333333333334
2011-08-26,8.44,0.03,281.3333333333333
2011-08-29,8.76,0.03,292.0
2011-08-30,9.05,0.03,301.6666666666667
2011-08-31,8.86,0.03,295.3333333333333
2011-09-01,8.72,0.03,290.6666666666667
2011-09-02,8.42,0.03,280.6666666666667
2011-09-06,8.5,0.03,283.33333333333337
2011-09-07,8.9,0.03,296.6666666666667
2011-09-08,8.85,0.03,295.0
2011-09-09,8.44,0.03,281.3333333333333
2011-09-12,8.67,0.03,289.0
2011-09-13,8.9,0.03,296.6666666666667
2011-09-14,9.41,0.03,313.6666666666667
2011-09-15,9.6,0.03,320.0
2011-09-16,9.86,0.03,328.6666666666667
2011-09-19,9.82,0.03,327.33333333333337
2011-09-20,9.57,0.03,319.0
2011-09-21,9.21,0.03,307.00000000000006
2011-09-22,8.82,0.03,294.0
2011-09-23,9.08,0.03,302.6666666666667
2011-09-26,9.53,0.03,317.66666666666663
2011-09-27,9.44,0.03,314.6666666666667
2011-09-28,9.13,0.03,304.33333333333337
2011-09-29,8.81,0.03,293.6666666666667
2011-09-30,8.3,0.03,276.6666666666667
2011-10-03,8.07,0.03,269.0
2011-10-04,8.51,0.03,283.6666666666667
2011-10-05,8.66,0.03,288.6666666666667
2011-10-06,9.03,0.03,301.0
2011-10-07,8.75,0.03,291.6666666666667
2011-10-10,9.31,0.03,310.33333333333337
2011-10-11,9.41,0.03,313.6666666666667
2011-10-12,9.28,0.03,309.3333333333333
2011-10-13,9.19,0.03,306.3333333333333
2011-10-14,9.33,0.03,311.0
2011-10-17,9.06,0.03,302.0
2011-10-18,9.15,0.03,305.0
2011-10-19,8.91,0.03,297.0
2011-10-20,8.96,0.03,298.6666666666667
2011-10-21,9.14,0.03,304.6666666666667
2011-10-24,9.54,0.03,318.0
2011-10-25,10.02,0.03,334.0
2011-10-26,10.36,0.03,345.3333333333333
2011-10-27,10.75,0.03,358.33333333333337
2011-10-28,10.73,0.03,357.6666666666667
2011-10-31,10.55,0.03,351.6666666666667
2011-11-01,10.26,0.03,342.0
2011-11-02,10.48,0.03,349.33333333333337
2011-11-03,10.72,0.03,357.33333333333337
2011-11-04,10.54,0.22,47.90909090909091
2011-11-07,10.44,0.22,47.45454545454545
2011-11-08,10.47,0.22,47.59090909090909
2011-11-09,10.11,0.22,45.95454545454545
2011-11-10,10.13,0.22,46.04545454545455
2011-11-11,10.49,0.22,47.68181818181818
2011-11-14,10.37,0.22,47.13636363636363
2011-11-15,10.41,0.22,47.31818181818182
2011-11-16,10.11,0.22,45.95454545454545
2011-11-17,9.83,0.22,44.68181818181818
2011-11-18,9.61,0.22,43.68181818181818
2011-11-21,9.46,0.22,43.00000000000001
2011-11-22,9.38,0.22,42.63636363636364
2011-11-23,9.55,0.22,43.409090909090914
2011-11-25,9.34,0.22,42.45454545454545
2011-11-28,9.95,0.22,45.22727272727273
2011-11-29,9.79,0.22,44.49999999999999
2011-11-30,10.17,0.22,46.22727272727273
2011-12-01,10.23,0.22,46.5
2011-12-02,10.23,0.22,46.5
2011-12-05,10.51,0.22,47.77272727272727
2011-12-06,10.33,0.22,46.95454545454545
2011-12-07,10.28,0.22,46.72727272727273
2011-12-08,9.99,0.22,45.40909090909091
2011-12-09,10.34,0.22,47.0
2011-12-12,9.89,0.22,44.95454545454546
2011-12-13,9.31,0.22,42.31818181818182
2011-12-14,9.25,0.22,42.04545454545455
2011-12-15,9.27,0.22,42.13636363636363
2011-12-16,9.27,0.22,42.13636363636363
2011-12-19,9.0,0.22,40.90909090909091
2011-12-20,9.04,0.22,41.090909090909086
2011-12-21,8.89,0.22,40.409090909090914
2011-12-22,8.82,0.22,40.09090909090909
2011-12-23,9.15,0.22,41.59090909090909
2011-12-27,9.21,0.22,41.86363636363637
2011-12-28,9.07,0.22,41.22727272727273
2011-12-29,8.98,0.22,40.81818181818182
2011-12-30,8.97,0.22,40.77272727272727
2012-01-03,9.02,0.22,41.0
2012-01-04,9.08,0.22,41.27272727272727
2012-01-05,9.16,0.22,41.63636363636364
2012-01-06,9.27,0.22,42.13636363636363
2012-01-09,9.3,0.22,42.27272727272727
2012-01-10,9.39,0.22,42.68181818181819
2012-01-11,9.47,0.22,43.04545454545455
2012-01-12,9.71,0.22,44.13636363636364
2012-01-13,9.65,0.22,43.86363636363637
2012-01-17,9.53,0.22,43.31818181818181
2012-01-18,9.16,0.22,41.63636363636364
2012-01-19,9.12,0.22,41.45454545454545
2012-01-20,9.2,0.22,41.81818181818181
2012-01-23,9.47,0.22,43.04545454545455
2012-01-24,9.55,0.22,43.409090909090914
2012-01-25,9.69,0.22,44.04545454545454
2012-01-26,9.18,0.22,41.72727272727273
2012-01-27,9.62,0.22,43.72727272727273
2012-01-30,9.63,0.22,43.77272727272727
2012-01-31,9.95,0.22,45.22727272727273
2012-02-01,9.81,0.22,44.59090909090909
2012-02-02,9.7,0.22,44.090909090909086
2012-02-03,10.06,0.22,45.72727272727273
2012-02-06,10.1,0.22,45.90909090909091
2012-02-07,10.13,0.22,46.04545454545455
2012-02-08,10.2,0.22,46.36363636363636
2012-02-09,10.35,0.22,47.04545454545455
2012-02-10,10.26,0.22,46.63636363636363
2012-02-13,10.31,0.22,46.86363636363637
2012-02-14,10.59,0.22,48.13636363636363
2012-02-15,10.51,0.22,47.77272727272727
2012-02-16,10.7,0.22,48.63636363636363
2012-02-17,10.61,0.22,48.22727272727273
2012-02-21,10.32,0.22,46.909090909090914
2012-02-22,10.35,0.22,47.04545454545455
2012-02-23,10.3,0.22,46.81818181818182
2012-02-24,10.73,0.22,48.77272727272727
2012-02-27,10.9,0.16,68.125
2012-02-28,10.97,0.16,68.5625
2012-02-29,11.16,0.16,69.75
2012-03-01,11.52,0.16,72.0
2012-03-02,11.53,0.16,72.0625
2012-03-05,11.49,0.16,71.8125
2012-03-06,11.11,0.16,69.4375
2012-03-07,11.38,0.16,71.125
2012-03-08,11.61,0.16,72.5625
2012-03-09,11.87,0.16,74.1875
2012-03-12,11.92,0.16,74.5
2012-03-13,12.21,0.16,76.3125
2012-03-14,12.2,0.16,76.25
2012-03-15,12.0,0.16,75.0
2012-03-16,11.79,0.16,73.6875
2012-03-19,11.97,0.16,74.8125
2012-03-20,12.07,0.16,75.4375
2012-03-21,12.21,0.16,76.3125
2012-03-22,12.22,0.16,76.375
2012-03-23,12.14,0.16,75.875
2012-03-26,12.37,0.16,77.3125
2012-03-27,12.2,0.16,76.25
2012-03-28,11.99,0.16,74.9375
2012-03-29,11.76,0.16,73.5
2012-03-30,11.75,0.16,73.4375
2012-04-02,12.02,0.16,75.125
2012-04-03,12.26,0.16,76.625
2012-04-04,11.81,0.16,73.8125
2012-04-05,11.94,0.16,74.625
2012-04-09,11.91,0.16,74.4375
2012-04-10,11.53,0.16,72.0625
2012-04-11,11.78,0.16,73.625
2012-04-12,11.89,0.16,74.3125
2012-04-13,12.03,0.16,75.1875
2012-04-16,11.89,0.16,74.3125
2012-04-17,12.05,0.16,75.3125
2012-04-18,12.13,0.16,75.8125
2012-04-19,12.06,0.16,75.375
2012-04-20,12.69,0.16,79.3125
2012-04-23,12.56,0.16,78.5
2012-04-24,11.92,0.16,74.5
2012-04-25,12.08,0.16,75.5
2012-04-26,12.2,0.16,76.25
2012-04-27,12.36,0.16,77.25
2012-04-30,12.24,0.16,76.5
2012-05-01,12.29,0.16,76.8125
2012-05-02,12.64,0.16,79.0
2012-05-03,12.42,0.16,77.625
2012-05-04,12.07,0.07,172.42857142857142
2012-05-07,12.1,0.07,172.85714285714283
2012-05-08,11.59,0.07,165.57142857142856
2012-05-09,11.74,0.07,167.7142857142857
2012-05-10,11.73,0.07,167.57142857142856
2012-05-11,11.85,0.07,169.28571428571428
2012-05-14,11.76,0.07,167.99999999999997
2012-05-15,11.83,0.07,168.99999999999997
2012-05-16,11.84,0.07,169.14285714285714
2012-05-17,11.25,0.07,160.7142857142857
2012-05-18,11.13,0.07,159.0
2012-05-21,11.65,0.07,166.42857142857142
2012-05-22,11.8,0.07,168.57142857142856
2012-05-23,11.86,0.07,169.42857142857142
2012-05-24,12.16,0.07,173.7142857142857
2012-05-25,12.27,0.07,175.28571428571425
2012-05-29,12.6,0.07,179.99999999999997
2012-05-30,12.59,0.07,179.85714285714283
2012-05-31,12.59,0.07,179.85714285714283
2012-06-01,11.97,0.07,171.0
2012-06-04,12.16,0.07,173.7142857142857
2012-06-05,12.38,0.07,176.85714285714286
2012-06-06,12.67,0.07,180.99999999999997
2012-06-07,12.48,0.07,178.28571428571428
2012-06-08,12.91,0.07,184.42857142857142
2012-06-11,12.84,0.07,183.42857142857142
2012-06-12,13.23,0.07,189.0
2012-06-13,12.62,0.07,180.28571428571425
2012-06-14,12.71,0.07,181.57142857142856
2012-06-15,13.22,0.07,188.85714285714286
2012-06-18,13.26,0.07,189.42857142857142
2012-06-19,13.31,0.07,190.14285714285714
2012-06-20,13.15,0.07,187.85714285714283
2012-06-21,12.31,0.07,175.85714285714286
2012-06-22,12.47,0.07,178.14285714285714
2012-06-25,12.15,0.07,173.57142857142856
2012-06-26,12.07,0.07,172.42857142857142
2012-06-27,11.65,0.07,166.42857142857142
2012-06-28,11.31,0.07,161.57142857142856
2012-06-29,11.81,0.07,168.7142857142857
2012-07-02,11.47,0.07,163.85714285714286
2012-07-03,11.46,0.07,163.71428571428572
2012-07-05,11.74,0.07,167.7142857142857
2012-07-06,11.48,0.07,164.0
2012-07-09,11.54,0.07,164.85714285714283
2012-07-10,11.73,0.07,167.57142857142856
2012-07-11,11.37,0.07,162.4285714285714
2012-07-12,11.58,0.07,165.42857142857142
2012-07-13,11.85,0.07,169.28571428571428
2012-07-16,11.76,0.07,167.99999999999997
2012-07-17,12.16,0.07,173.7142857142857
2012-07-18,12.36,0.07,176.57142857142856
2012-07-19,12.63,0.07,180.42857142857142
2012-07-20,12.4,0.07,177.14285714285714
2012-07-23,12.1,0.07,172.85714285714283
2012-07-24,13.2,0.07,188.57142857142856
2012-07-25,13.48,0.07,192.57142857142856
2012-07-26,13.83,0.07,197.57142857142856
2012-07-27,13.79,0.07,196.99999999999997
2012-07-30,13.85,0.07,197.85714285714283
2012-07-31,13.61,0.07,194.4285714285714
2012-08-01,13.38,0.07,191.14285714285714
2012-08-02,13.53,0.07,193.28571428571425
2012-08-03,14.03,0.07,200.4285714285714
2012-08-06,14.42,0.03,480.6666666666667
2012-08-07,14.19,0.03,473.0
2012-08-08,14.17,0.03,472.33333333333337
2012-08-09,14.34,0.03,478.0
2012-08-10,14.19,0.03,473.0
2012-08-13,14.22,0.03,474.00000000000006
2012-08-14,14.11,0.03,470.3333333333333
2012-08-15,13.99,0.03,466.33333333333337
2012-08-16,14.13,0.03,471.00000000000006
2012-08-17,14.43,0.03,481.0
2012-08-20,14.19,0.03,473.0
2012-08-21,14.15,0.03,471.6666666666667
2012-08-22,14.21,0.03,473.6666666666667
2012-08-23,14.3,0.03,476.6666666666667
2012-08-24,13.97,0.03,465.6666666666667
2012-08-27,13.89,0.03,463.00000000000006
2012-08-28,14.35,0.03,478.3333333333333
2012-08-29,14.39,0.03,479.6666666666667
2012-08-30,14.42,0.03,480.6666666666667
2012-08-31,14.55,0.03,485.00000000000006
2012-09-04,14.68,0.03,489.3333333333333
2012-09-05,14.36,0.03,478.6666666666667
2012-09-06,14.83,0.03,494.33333333333337
2012-09-07,14.91,0.03,497.0
2012-09-10,14.9,0.03,496.6666666666667
2012-09-11,14.81,0.03,493.6666666666667
2012-09-12,14.88,0.03,496.00000000000006
2012-09-13,14.83,0.03,494.33333333333337
2012-09-14,15.01,0.03,500.33333333333337
2012-09-17,14.76,0.03,492.0
2012-09-18,14.49,0.03,483.0
2012-09-19,14.54,0.03,484.66666666666663
2012-09-20,14.26,0.03,475.33333333333337
2012-09-21,14.14,0.03,471.33333333333337
2012-09-24,14.11,0.03,470.3333333333333
2012-09-25,13.66,0.03,455.33333333333337
2012-09-26,13.67,0.03,455.6666666666667
2012-09-27,14.0,0.03,466.6666666666667
2012-09-28,13.96,0.03,465.33333333333337
2012-10-01,13.88,0.03,462.6666666666667
2012-10-02,13.97,0.03,465.6666666666667
2012-10-03,13.72,0.03,457.33333333333337
2012-10-04,14.1,0.03,470.0
2012-10-05,14.02,0.03,467.3333333333333
2012-10-08,13.9,0.03,463.33333333333337
2012-10-09,13.53,0.03,451.0
2012-10-10,13.58,0.03,452.6666666666667
2012-10-11,13.65,0.03,455.00000000000006
2012-10-12,13.64,0.03,454.6666666666667
2012-10-15,14.0,0.03,466.6666666666667
2012-10-16,14.52,0.03,484.0
2012-10-17,14.65,0.03,488.33333333333337
2012-10-18,14.82,0.03,494.0
2012-10-19,14.69,0.03,489.6666666666667
2012-10-22,14.44,0.03,481.3333333333333
2012-10-23,14.36,0.03,478.6666666666667
2012-10-24,14.16,0.03,472.0
2012-10-25,13.23,0.03,441.00000000000006
2012-10-26,13.04,0.03,434.66666666666663
2012-10-31,13.07,0.03,435.6666666666667
2012-11-01,13.28,0.03,442.6666666666667
2012-11-02,13.17,0.03,439.0
2012-11-05,13.25,0.03,441.6666666666667
2012-11-06,13.4,0.03,446.6666666666667
2012-11-07,13.22,0.03,440.6666666666667
2012-11-08,12.63,0.27,46.77777777777778
2012-11-09,12.47,0.27,46.18518518518518
2012-11-12,12.41,0.27,45.96296296296296
2012-11-13,12.79,0.27,47.37037037037037
2012-11-14,12.45,0.27,46.11111111111111
2012-11-15,12.54,0.27,46.444444444444436
2012-11-16,12.69,0.27,46.99999999999999
2012-11-19,12.82,0.27,47.48148148148148
2012-11-20,12.98,0.27,48.07407407407407
2012-11-21,13.09,0.27,48.48148148148148
2012-11-23,13.19,0.27,48.85185185185185
2012-11-26,13.41,0.27,49.666666666666664
2012-11-27,13.53,0.27,50.11111111111111
2012-11-28,13.69,0.27,50.703703703703695
2012-11-29,13.46,0.27,49.851851851851855
2012-11-30,12.96,0.27,48.0
2012-12-03,13.16,0.27,48.74074074074074
2012-12-04,13.03,0.27,48.25925925925925
2012-12-05,12.98,0.27,48.07407407407407
2012-12-06,13.18,0.27,48.81481481481481
2012-12-07,13.04,0.27,48.29629629629629
2012-12-10,12.53,0.27,46.407407407407405
2012-12-11,12.83,0.27,47.51851851851852
2012-12-12,12.64,0.27,46.81481481481482
2012-12-13,12.12,0.27,44.888888888888886
2012-12-14,12.05,0.27,44.629629629629626
2012-12-17,11.97,0.27,44.333333333333336
2012-12-18,12.47,0.27,46.18518518518518
2012-12-19,12.25,0.27,45.37037037037037
2012-12-20,11.87,0.27,43.962962962962955
2012-12-21,12.27,0.27,45.44444444444444
2012-12-24,12.31,0.27,45.59259259259259
2012-12-26,11.91,0.27,44.11111111111111
2012-12-27,12.01,0.27,44.48148148148148
2012-12-28,11.86,0.27,43.925925925925924
2012-12-31,12.13,0.27,44.925925925925924
2013-01-02,12.08,0.27,44.74074074074074
2013-01-03,12.42,0.27,46.0
2013-01-04,12.34,0.27,45.7037037037037
2013-01-07,12.11,0.27,44.85185185185185
2013-01-08,12.16,0.27,45.03703703703704
2013-01-09,11.66,0.27,43.18518518518518
2013-01-10,11.92,0.27,44.148148148148145
2013-01-11,12.02,0.27,44.51851851851851
2013-01-14,12.09,0.27,44.77777777777777
2013-01-15,11.86,0.27,43.925925925925924
2013-01-16,11.77,0.27,43.59259259259259
2013-01-17,11.74,0.27,43.48148148148148
2013-01-18,11.57,0.27,42.85185185185185
2013-01-22,11.86,0.27,43.925925925925924
2013-01-23,11.92,0.27,44.148148148148145
2013-01-24,11.47,0.27,42.48148148148148
2013-01-25,12.07,0.27,44.7037037037037
2013-01-28,11.98,0.27,44.37037037037037
2013-01-29,12.08,0.27,44.74074074074074
2013-01-30,12.03,0.27,44.55555555555555
2013-01-31,12.72,0.27,47.11111111111111
2013-02-01,12.63,0.27,46.77777777777778
2013-02-04,12.49,0.27,46.25925925925926
2013-02-05,12.62,0.27,46.74074074074073
2013-02-06,12.53,0.27,46.407407407407405
2013-02-07,12.49,0.27,46.25925925925926
2013-02-08,12.55,0.27,46.48148148148148
2013-02-11,12.46,0.27,46.148148148148145
2013-02-12,12.43,0.27,46.03703703703703
2013-02-13,12.18,0.27,45.11111111111111
2013-02-14,12.23,0.27,45.2962962962963
2013-02-15,12.39,0.27,45.888888888888886
2013-02-19,12.44,0.27,46.07407407407407
2013-02-20,12.19,0.27,45.148148148148145
2013-02-21,11.94,0.27,44.222222222222214
2013-02-22,11.81,0.27,43.74074074074074
2013-02-25,11.67,0.23,50.73913043478261
2013-02-26,11.88,0.23,51.65217391304348
2013-02-27,12.05,0.23,52.391304347826086
2013-02-28,12.32,0.23,53.565217391304344
2013-03-01,12.37,0.23,53.782608695652165
2013-03-04,12.49,0.23,54.30434782608695
2013-03-05,12.48,0.23,54.26086956521739
2013-03-06,12.55,0.23,54.56521739130435
2013-03-07,12.63,0.23,54.91304347826087
2013-03-08,12.29,0.23,53.43478260869565
2013-03-11,12.17,0.23,52.91304347826087
2013-03-12,12.13,0.23,52.73913043478261
2013-03-13,12.43,0.23,54.04347826086956
2013-03-14,12.77,0.23,55.52173913043478
2013-03-15,12.67,0.23,55.086956521739125
2013-03-18,12.55,0.23,54.56521739130435
2013-03-19,12.12,0.23,52.69565217391304
2013-03-20,12.4,0.23,53.91304347826087
2013-03-21,12.09,0.23,52.565217391304344
2013-03-22,12.65,0.23,55.0
2013-03-25,12.68,0.23,55.130434782608695
2013-03-26,12.66,0.23,55.04347826086956
2013-03-27,12.74,0.23,55.391304347826086
2013-03-28,12.8,0.23,55.65217391304348
2013-04-01,12.64,0.23,54.95652173913044
2013-04-02,12.91,0.23,56.130434782608695
2013-04-03,13.31,0.23,57.869565217391305
2013-04-04,13.31,0.23,57.869565217391305
2013-04-05,13.26,0.23,57.65217391304348
2013-04-08,13.51,0.23,58.7391304347826
2013-04-09,13.55,0.23,58.91304347826087
2013-04-10,13.74,0.23,59.73913043478261
2013-04-11,14.01,0.23,60.91304347826087
2013-04-12,14.25,0.23,61.95652173913043
2013-04-15,14.1,0.23,61.30434782608695
2013-04-16,14.19,0.23,61.69565217391304
2013-04-17,14.21,0.23,61.78260869565217
2013-04-18,13.92,0.23,60.52173913043478
2013-04-19,14.1,0.23,61.30434782608695
2013-04-22,13.82,0.23,60.08695652173913
2013-04-23,13.87,0.23,60.30434782608695
2013-04-24,13.99,0.23,60.826086956521735
2013-04-25,14.11,0.23,61.347826086956516
2013-04-26,13.94,0.23,60.60869565217391
2013-04-29,13.98,0.23,60.78260869565217
2013-04-30,14.27,0.23,62.04347826086956
2013-05-01,14.09,0.04,352.25
2013-05-02,14.24,0.04,356.0
2013-05-03,14.43,0.04,360.75
2013-05-06,14.41,0.04,360.25
2013-05-07,14.47,0.04,361.75
2013-05-08,14.55,0.04,363.75
2013-05-09,14.66,0.04,366.5
2013-05-10,14.96,0.04,374.0
2013-05-13,14.86,0.04,371.5
2013-05-14,15.15,0.04,378.75
2013-05-15,15.35,0.04,383.75
2013-05-16,15.35,0.04,383.75
2013-05-17,15.63,0.04,390.75
2013-05-20,15.52,0.04,388.0
2013-05-21,16.08,0.04,401.99999999999994
2013-05-22,15.89,0.04,397.25
2013-05-23,15.75,0.04,393.75
2013-05-24,15.64,0.04,391.0
2013-05-28,15.82,0.04,395.5
2013-05-29,15.69,0.04,392.25
2013-05-30,15.69,0.04,392.25
2013-05-31,15.5,0.04,387.5
2013-06-03,15.44,0.04,386.0
2013-06-04,15.39,0.04,384.75
2013-06-05,14.91,0.04,372.75
2013-06-06,14.86,0.04,371.5
2013-06-07,14.96,0.04,374.0
2013-06-10,15.01,0.04,375.25
2013-06-11,14.9,0.04,372.5
2013-06-12,14.76,0.04,369.0
2013-06-13,14.85,0.04,371.25
2013-06-14,14.8,0.04,370.0
2013-06-17,14.87,0.04,371.75
2013-06-18,15.02,0.04,375.5
2013-06-19,14.92,0.04,373.0
2013-06-20,14.43,0.04,360.75
2013-06-21,14.21,0.04,355.25
2013-06-24,14.17,0.04,354.25
2013-06-25,14.38,0.04,359.5
2013-06-26,14.44,0.04,361.0
2013-06-27,14.62,0.04,365.5
2013-06-28,14.93,0.04,373.25
2013-07-01,15.02,0.04,375.5
2013-07-02,15.01,0.04,375.25
2013-07-03,15.19,0.04,379.75
2013-07-05,15.31,0.04,382.75
2013-07-08,15.4,0.04,385.0
2013-07-09,15.42,0.04,385.5
2013-07-10,15.45,0.04,386.25
2013-07-11,15.09,0.04,377.25
2013-07-12,15.2,0.04,380.0
2013-07-15,15.22,0.04,380.5
2013-07-16,14.96,0.04,374.0
2013-07-17,15.09,0.04,377.25
2013-07-18,15.28,0.04,382.0
2013-07-19,15.38,0.04,384.5
2013-07-22,15.37,0.04,384.25
2013-07-23,15.48,0.04,387.0
2013-07-24,15.46,0.04,386.5
2013-07-25,17.34,0.04,433.5
2013-07-26,17.13,0.04,428.24999999999994
2013-07-29,16.92,0.04,423.00000000000006
2013-07-30,16.96,0.04,424.0
2013-07-31,16.78,0.04,419.5
2013-08-01,17.38,0.04,434.49999999999994
2013-08-02,17.28,0.04,432.0
2013-08-05,17.32,0.04,433.0
2013-08-06,17.51,0.08,218.87500000000003
2013-08-07,17.38,0.08,217.24999999999997
2013-08-08,18.0,0.08,225.0
2013-08-09,18.17,0.08,227.12500000000003
2013-08-12,18.48,0.08,231.0
2013-08-13,18.52,0.08,231.5
2013-08-14,18.33,0.08,229.12499999999997
2013-08-15,17.65,0.08,220.62499999999997
2013-08-16,17.23,0.08,215.375
2013-08-19,17.67,0.08,220.87500000000003
2013-08-20,17.88,0.08,223.49999999999997
2013-08-21,18.11,0.08,226.375
2013-08-22,18.05,0.08,225.625
2013-08-23,18.29,0.08,228.62499999999997
2013-08-26,18.47,0.08,230.87499999999997
2013-08-27,18.02,0.08,225.25
2013-08-28,18.09,0.08,226.125
2013-08-29,18.33,0.08,229.12499999999997
2013-08-30,18.16,0.08,227.0
2013-09-03,18.53,0.08,231.625
2013-09-04,18.7,0.08,233.75
2013-09-05,19.22,0.08,240.24999999999997
2013-09-06,19.3,0.08,241.25
2013-09-09,19.83,0.08,247.87499999999997
2013-09-10,20.01,0.08,250.12500000000003
2013-09-11,20.29,0.08,253.62499999999997
2013-09-12,20.15,0.08,251.87499999999997
2013-09-13,19.63,0.08,245.37499999999997
2013-09-16,18.86,0.08,235.75
2013-09-17,19.21,0.08,240.125
2013-09-18,19.49,0.08,243.62499999999997
2013-09-19,19.41,0.08,242.625
2013-09-20,19.47,0.08,243.37499999999997
2013-09-23,19.3,0.08,241.25
2013-09-24,19.4,0.08,242.49999999999997
2013-09-25,19.45,0.08,243.125
2013-09-26,19.78,0.08,247.25
2013-09-27,20.0,0.08,250.0
2013-09-30,19.86,0.08,248.25
2013-10-01,20.67,0.08,258.375
2013-10-02,20.6,0.08,257.5
2013-10-03,20.22,0.08,252.74999999999997
2013-10-04,20.28,0.08,253.5
2013-10-07,19.85,0.08,248.125
2013-10-08,19.09,0.08,238.625
2013-10-09,19.39,0.08,242.375
2013-10-10,19.75,0.08,246.875
2013-10-11,19.59,0.08,244.875
2013-10-14,19.82,0.08,247.75
2013-10-15,20.14,0.08,251.75
2013-10-16,20.56,0.08,257.0
2013-10-17,20.53,0.08,256.625
2013-10-18,21.32,0.08,266.5
2013-10-21,21.0,0.08,262.5
2013-10-22,20.81,0.08,260.125
