date,DXC,DXC_EPS,PE Ratio
,,0.14,
1989-09-19,4.31,0.14,30.78571428571428
1989-09-20,4.26,0.14,30.428571428571423
1989-09-21,4.22,0.14,30.14285714285714
1989-09-22,4.26,0.14,30.428571428571423
1989-09-25,4.24,0.14,30.285714285714285
1989-09-26,4.24,0.14,30.285714285714285
1989-09-27,4.22,0.14,30.14285714285714
1989-09-28,4.18,0.14,29.85714285714285
1989-09-29,4.24,0.14,30.285714285714285
1989-10-02,4.34,0.14,30.999999999999996
1989-10-03,4.36,0.14,31.142857142857142
1989-10-04,4.35,0.14,31.071428571428566
1989-10-05,4.42,0.14,31.57142857142857
1989-10-06,4.37,0.14,31.21428571428571
1989-10-09,4.36,0.14,31.142857142857142
1989-10-10,4.38,0.14,31.28571428571428
1989-10-11,4.35,0.14,31.071428571428566
1989-10-12,4.34,0.14,30.999999999999996
1989-10-13,4.16,0.14,29.71428571428571
1989-10-16,4.08,0.14,29.142857142857142
1989-10-17,4.09,0.14,29.21428571428571
1989-10-18,4.09,0.14,29.21428571428571
1989-10-19,4.13,0.14,29.499999999999996
1989-10-20,4.17,0.14,29.78571428571428
1989-10-23,4.18,0.14,29.85714285714285
1989-10-24,4.17,0.14,29.78571428571428
1989-10-25,4.16,0.14,29.71428571428571
1989-10-26,4.16,0.14,29.71428571428571
1989-10-27,4.24,0.14,30.285714285714285
1989-10-30,4.25,0.14,30.357142857142854
1989-10-31,4.34,0.14,30.999999999999996
1989-11-01,4.31,0.14,30.78571428571428
1989-11-02,4.31,0.14,30.78571428571428
1989-11-03,4.26,0.14,30.428571428571423
1989-11-06,4.22,0.14,30.14285714285714
1989-11-07,4.24,0.14,30.285714285714285
1989-11-08,4.26,0.14,30.428571428571423
1989-11-09,4.3,0.14,30.71428571428571
1989-11-10,4.33,0.14,30.928571428571427
1989-11-13,4.33,0.14,30.928571428571427
1989-11-14,4.39,0.14,31.35714285714285
1989-11-15,4.48,0.14,32.0
1989-11-16,4.56,0.14,32.57142857142856
1989-11-17,4.75,0.14,33.92857142857142
1989-11-20,4.62,0.14,33.0
1989-11-21,4.55,0.14,32.49999999999999
1989-11-22,4.6,0.14,32.857142857142854
1989-11-24,4.63,0.14,33.07142857142857
1989-11-27,4.65,0.14,33.214285714285715
1989-11-28,4.66,0.14,33.285714285714285
1989-11-29,4.64,0.14,33.14285714285714
1989-11-30,4.64,0.14,33.14285714285714
1989-12-01,4.63,0.14,33.07142857142857
1989-12-04,4.63,0.14,33.07142857142857
1989-12-05,4.6,0.14,32.857142857142854
1989-12-06,4.57,0.14,32.64285714285714
1989-12-07,4.6,0.14,32.857142857142854
1989-12-08,4.62,0.14,33.0
1989-12-11,4.64,0.14,33.14285714285714
1989-12-12,4.67,0.14,33.357142857142854
1989-12-13,4.69,0.14,33.5
1989-12-14,4.72,0.14,33.71428571428571
1989-12-15,4.8,0.14,34.285714285714285
1989-12-18,4.65,0.14,33.214285714285715
1989-12-19,4.68,0.14,33.42857142857142
1989-12-20,4.67,0.14,33.357142857142854
1989-12-21,4.72,0.14,33.71428571428571
1989-12-22,4.74,0.14,33.857142857142854
1989-12-26,4.74,0.14,33.857142857142854
1989-12-27,4.8,0.14,34.285714285714285
1989-12-28,4.78,0.14,34.14285714285714
1989-12-29,4.78,0.14,34.14285714285714
1990-01-02,4.77,0.14,34.07142857142856
1990-01-03,4.74,0.14,33.857142857142854
1990-01-04,4.66,0.14,33.285714285714285
1990-01-05,4.64,0.14,33.14285714285714
1990-01-08,4.71,0.14,33.64285714285714
1990-01-09,4.75,0.14,33.92857142857142
1990-01-10,4.78,0.14,34.14285714285714
1990-01-11,4.78,0.14,34.14285714285714
1990-01-12,4.5,0.14,32.14285714285714
1990-01-15,4.4,0.14,31.428571428571427
1990-01-16,4.45,0.14,31.785714285714285
1990-01-17,4.49,0.14,32.07142857142857
1990-01-18,4.46,0.14,31.857142857142854
1990-01-19,4.47,0.14,31.928571428571423
1990-01-22,4.37,0.14,31.21428571428571
1990-01-23,4.3,0.14,30.71428571428571
1990-01-24,4.29,0.14,30.64285714285714
1990-01-25,4.04,0.14,28.857142857142854
1990-01-26,4.06,0.14,28.999999999999993
1990-01-29,4.01,0.14,28.64285714285714
1990-01-30,3.97,0.14,28.357142857142854
1990-01-31,3.95,0.14,28.21428571428571
1990-02-01,3.87,0.14,27.642857142857142
1990-02-02,3.93,0.14,28.07142857142857
1990-02-05,3.96,0.14,28.28571428571428
1990-02-06,3.95,0.14,28.21428571428571
1990-02-07,4.07,0.14,29.07142857142857
1990-02-08,4.13,0.14,29.499999999999996
1990-02-09,4.15,0.14,29.642857142857142
1990-02-12,4.09,0.14,29.21428571428571
1990-02-13,4.09,0.14,29.21428571428571
1990-02-14,4.09,0.14,29.21428571428571
1990-02-15,4.1,0.14,29.28571428571428
1990-02-16,4.06,0.14,28.999999999999993
1990-02-20,3.97,0.14,28.357142857142854
1990-02-21,3.93,0.14,28.07142857142857
1990-02-22,3.82,0.14,27.28571428571428
1990-02-23,3.75,0.14,26.785714285714285
1990-02-26,3.68,0.14,26.285714285714285
1990-02-27,3.7,0.14,26.428571428571427
1990-02-28,3.7,0.14,26.428571428571427
1990-03-01,3.64,0.14,26.0
1990-03-02,3.64,0.14,26.0
1990-03-05,3.67,0.14,26.21428571428571
1990-03-06,3.73,0.14,26.64285714285714
1990-03-07,3.74,0.14,26.71428571428571
1990-03-08,3.78,0.14,26.999999999999996
1990-03-09,3.73,0.14,26.64285714285714
1990-03-12,3.62,0.14,25.857142857142854
1990-03-13,3.72,0.14,26.57142857142857
1990-03-14,3.81,0.14,27.21428571428571
1990-03-15,3.84,0.14,27.428571428571423
1990-03-16,3.87,0.14,27.642857142857142
1990-03-19,3.95,0.14,28.21428571428571
1990-03-20,4.01,0.14,28.64285714285714
1990-03-21,3.94,0.14,28.14285714285714
1990-03-22,3.88,0.14,27.71428571428571
1990-03-23,3.86,0.14,27.57142857142857
1990-03-26,3.85,0.14,27.499999999999996
1990-03-27,3.77,0.14,26.928571428571427
1990-03-28,3.79,0.14,27.07142857142857
1990-03-29,3.78,0.14,26.999999999999996
1990-03-30,3.77,0.14,26.928571428571427
1990-04-02,3.64,0.14,26.0
1990-04-03,3.65,0.14,26.07142857142857
1990-04-04,3.62,0.14,25.857142857142854
1990-04-05,3.6,0.14,25.71428571428571
1990-04-06,3.52,0.14,25.142857142857142
1990-04-09,3.55,0.14,25.357142857142854
1990-04-10,3.35,0.14,23.928571428571427
1990-04-11,3.47,0.14,24.785714285714285
1990-04-12,3.5,0.14,24.999999999999996
1990-04-16,3.46,0.14,24.71428571428571
1990-04-17,3.41,0.14,24.357142857142854
1990-04-18,3.44,0.14,24.57142857142857
1990-04-19,3.46,0.14,24.71428571428571
1990-04-20,3.49,0.14,24.928571428571427
1990-04-23,3.52,0.14,25.142857142857142
1990-04-24,3.49,0.14,24.928571428571427
1990-04-25,3.65,0.14,26.07142857142857
1990-04-26,3.57,0.14,25.499999999999996
1990-04-27,3.58,0.14,25.57142857142857
1990-04-30,3.68,0.14,26.285714285714285
1990-05-01,3.73,0.14,26.64285714285714
1990-05-02,3.77,0.14,26.928571428571427
1990-05-03,3.78,0.14,26.999999999999996
1990-05-04,3.75,0.14,26.785714285714285
1990-05-07,3.76,0.14,26.857142857142854
1990-05-08,3.76,0.14,26.857142857142854
1990-05-09,3.71,0.14,26.499999999999996
1990-05-10,3.68,0.14,26.285714285714285
1990-05-11,3.66,0.14,26.142857142857142
1990-05-14,3.73,0.14,26.64285714285714
1990-05-15,3.76,0.14,26.857142857142854
1990-05-16,3.75,0.14,26.785714285714285
1990-05-17,3.78,0.14,26.999999999999996
1990-05-18,3.8,0.14,27.14285714285714
1990-05-21,3.77,0.14,26.928571428571427
1990-05-22,3.76,0.14,26.857142857142854
1990-05-23,3.79,0.14,27.07142857142857
1990-05-24,3.88,0.14,27.71428571428571
1990-05-25,3.9,0.14,27.857142857142854
1990-05-29,4.08,0.14,29.142857142857142
1990-05-30,4.08,0.14,29.142857142857142
1990-05-31,4.07,0.14,29.07142857142857
1990-06-01,4.1,0.14,29.28571428571428
1990-06-04,4.11,0.14,29.357142857142858
1990-06-05,4.08,0.14,29.142857142857142
1990-06-06,4.04,0.14,28.857142857142854
1990-06-07,4.06,0.14,28.999999999999993
1990-06-08,4.06,0.14,28.999999999999993
1990-06-11,4.04,0.14,28.857142857142854
1990-06-12,3.97,0.14,28.357142857142854
1990-06-13,3.92,0.14,27.999999999999996
1990-06-14,3.96,0.14,28.28571428571428
1990-06-15,3.95,0.14,28.21428571428571
1990-06-18,3.94,0.14,28.14285714285714
1990-06-19,3.95,0.14,28.21428571428571
1990-06-20,3.94,0.14,28.14285714285714
1990-06-21,3.94,0.14,28.14285714285714
1990-06-22,3.94,0.14,28.14285714285714
1990-06-25,3.85,0.14,27.499999999999996
1990-06-26,3.79,0.14,27.07142857142857
1990-06-27,3.86,0.14,27.57142857142857
1990-06-28,3.89,0.14,27.785714285714285
1990-06-29,3.93,0.14,28.07142857142857
1990-07-02,3.84,0.14,27.428571428571423
1990-07-03,3.79,0.14,27.07142857142857
1990-07-05,3.77,0.14,26.928571428571427
1990-07-06,3.79,0.14,27.07142857142857
1990-07-09,3.73,0.14,26.64285714285714
1990-07-10,3.68,0.14,26.285714285714285
1990-07-11,3.71,0.14,26.499999999999996
1990-07-12,3.72,0.14,26.57142857142857
1990-07-13,3.76,0.14,26.857142857142854
1990-07-16,3.79,0.14,27.07142857142857
1990-07-17,3.75,0.14,26.785714285714285
1990-07-18,3.64,0.14,26.0
1990-07-19,3.65,0.14,26.07142857142857
1990-07-20,3.62,0.14,25.857142857142854
1990-07-23,3.6,0.14,25.71428571428571
1990-07-24,3.57,0.14,25.499999999999996
1990-07-25,3.6,0.14,25.71428571428571
1990-07-26,3.64,0.14,26.0
1990-07-27,3.66,0.14,26.142857142857142
1990-07-30,3.65,0.14,26.07142857142857
1990-07-31,3.63,0.14,25.928571428571427
1990-08-01,3.57,0.14,25.499999999999996
1990-08-02,3.56,0.14,25.428571428571427
1990-08-03,3.47,0.14,24.785714285714285
1990-08-06,3.41,0.14,24.357142857142854
1990-08-07,3.43,0.14,24.5
1990-08-08,3.45,0.14,24.642857142857142
1990-08-09,3.5,0.14,24.999999999999996
1990-08-10,3.45,0.14,24.642857142857142
1990-08-13,3.45,0.14,24.642857142857142
1990-08-14,3.44,0.14,24.57142857142857
1990-08-15,3.45,0.14,24.642857142857142
1990-08-16,3.39,0.14,24.21428571428571
1990-08-17,3.32,0.14,23.71428571428571
1990-08-20,3.31,0.14,23.642857142857142
1990-08-21,3.25,0.14,23.21428571428571
1990-08-22,3.26,0.14,23.28571428571428
1990-08-23,3.17,0.14,22.64285714285714
1990-08-24,3.14,0.14,22.428571428571427
1990-08-27,3.32,0.14,23.71428571428571
1990-08-28,3.3,0.14,23.57142857142857
1990-08-29,3.28,0.14,23.428571428571423
1990-08-30,3.27,0.14,23.357142857142854
1990-08-31,3.24,0.14,23.142857142857142
1990-09-04,3.27,0.14,23.357142857142854
1990-09-05,3.33,0.14,23.785714285714285
1990-09-06,3.28,0.14,23.428571428571423
1990-09-07,3.37,0.14,24.07142857142857
1990-09-10,3.35,0.14,23.928571428571427
1990-09-11,3.3,0.14,23.57142857142857
1990-09-12,3.29,0.14,23.499999999999996
1990-09-13,3.27,0.14,23.357142857142854
1990-09-14,3.18,0.14,22.71428571428571
1990-09-17,3.2,0.14,22.857142857142858
1990-09-18,3.18,0.14,22.71428571428571
1990-09-19,3.14,0.14,22.428571428571427
1990-09-20,3.16,0.14,22.57142857142857
1990-09-21,3.16,0.14,22.57142857142857
1990-09-24,3.05,0.14,21.78571428571428
1990-09-25,3.11,0.14,22.21428571428571
1990-09-26,3.13,0.14,22.357142857142854
1990-09-27,3.13,0.14,22.357142857142854
1990-09-28,3.17,0.14,22.64285714285714
1990-10-01,3.42,0.14,24.428571428571427
1990-10-02,3.36,0.14,23.999999999999996
1990-10-03,3.32,0.14,23.71428571428571
1990-10-04,3.37,0.14,24.07142857142857
1990-10-05,3.39,0.14,24.21428571428571
1990-10-08,3.42,0.14,24.428571428571427
1990-10-09,3.39,0.14,24.21428571428571
1990-10-10,3.35,0.14,23.928571428571427
1990-10-11,3.31,0.14,23.642857142857142
1990-10-12,3.32,0.14,23.71428571428571
1990-10-15,3.31,0.14,23.642857142857142
1990-10-16,3.23,0.14,23.07142857142857
1990-10-17,3.17,0.14,22.64285714285714
1990-10-18,3.3,0.14,23.57142857142857
1990-10-19,3.3,0.14,23.57142857142857
1990-10-22,3.3,0.14,23.57142857142857
1990-10-23,3.29,0.14,23.499999999999996
1990-10-24,3.35,0.14,23.928571428571427
1990-10-25,3.39,0.14,24.21428571428571
1990-10-26,3.33,0.14,23.785714285714285
1990-10-29,3.37,0.14,24.07142857142857
1990-10-30,3.49,0.14,24.928571428571427
1990-10-31,3.53,0.14,25.21428571428571
1990-11-01,3.51,0.14,25.071428571428566
1990-11-02,3.65,0.14,26.07142857142857
1990-11-05,3.62,0.14,25.857142857142854
1990-11-06,3.64,0.14,26.0
1990-11-07,3.64,0.14,26.0
1990-11-08,3.65,0.14,26.07142857142857
1990-11-09,3.71,0.14,26.499999999999996
1990-11-12,3.75,0.14,26.785714285714285
1990-11-13,3.78,0.14,26.999999999999996
1990-11-14,3.8,0.14,27.14285714285714
1990-11-15,3.8,0.14,27.14285714285714
1990-11-16,3.87,0.14,27.642857142857142
1990-11-19,3.87,0.14,27.642857142857142
1990-11-20,3.87,0.14,27.642857142857142
1990-11-21,3.93,0.14,28.07142857142857
1990-11-23,3.9,0.14,27.857142857142854
1990-11-26,3.85,0.14,27.499999999999996
1990-11-27,3.89,0.14,27.785714285714285
1990-11-28,3.93,0.14,28.07142857142857
1990-11-29,3.95,0.14,28.21428571428571
1990-11-30,4.06,0.14,28.999999999999993
1990-12-03,4.12,0.14,29.428571428571427
1990-12-04,4.09,0.14,29.21428571428571
1990-12-05,4.06,0.14,28.999999999999993
1990-12-06,4.06,0.14,28.999999999999993
1990-12-07,4.05,0.14,28.928571428571423
1990-12-10,3.97,0.14,28.357142857142854
1990-12-11,3.87,0.14,27.642857142857142
1990-12-12,3.89,0.14,27.785714285714285
1990-12-13,3.89,0.14,27.785714285714285
1990-12-14,3.89,0.14,27.785714285714285
1990-12-17,3.88,0.14,27.71428571428571
1990-12-18,3.97,0.14,28.357142857142854
1990-12-19,4.05,0.14,28.928571428571423
1990-12-20,4.09,0.14,29.21428571428571
1990-12-21,3.97,0.14,28.357142857142854
1990-12-24,3.97,0.14,28.357142857142854
1990-12-26,4.06,0.14,28.999999999999993
1990-12-27,4.1,0.14,29.28571428571428
1990-12-28,4.09,0.14,29.21428571428571
1990-12-31,4.05,0.14,28.928571428571423
1991-01-02,4.09,0.14,29.21428571428571
1991-01-03,4.08,0.14,29.142857142857142
1991-01-04,4.11,0.14,29.357142857142858
1991-01-07,4.09,0.14,29.21428571428571
1991-01-08,4.04,0.14,28.857142857142854
1991-01-09,4.05,0.14,28.928571428571423
1991-01-10,4.08,0.14,29.142857142857142
1991-01-11,4.11,0.14,29.357142857142858
1991-01-14,4.09,0.14,29.21428571428571
1991-01-15,4.15,0.14,29.642857142857142
1991-01-16,4.25,0.14,30.357142857142854
1991-01-17,4.33,0.14,30.928571428571427
1991-01-18,4.39,0.14,31.35714285714285
1991-01-21,4.38,0.14,31.28571428571428
1991-01-22,4.37,0.14,31.21428571428571
1991-01-23,4.24,0.14,30.285714285714285
1991-01-24,4.07,0.14,29.07142857142857
1991-01-25,4.09,0.14,29.21428571428571
1991-01-28,4.13,0.14,29.499999999999996
1991-01-29,4.13,0.14,29.499999999999996
1991-01-30,4.19,0.14,29.928571428571427
1991-01-31,4.35,0.14,31.071428571428566
1991-02-01,4.43,0.14,31.64285714285714
1991-02-04,4.62,0.14,33.0
1991-02-05,4.72,0.14,33.71428571428571
1991-02-06,4.76,0.14,33.99999999999999
1991-02-07,4.68,0.14,33.42857142857142
1991-02-08,4.7,0.14,33.57142857142857
1991-02-11,4.87,0.14,34.785714285714285
1991-02-12,4.76,0.14,33.99999999999999
1991-02-13,4.78,0.14,34.14285714285714
1991-02-14,4.85,0.14,34.64285714285714
1991-02-15,4.87,0.14,34.785714285714285
1991-02-19,4.87,0.14,34.785714285714285
1991-02-20,4.83,0.14,34.5
1991-02-21,4.85,0.14,34.64285714285714
1991-02-22,4.87,0.14,34.785714285714285
1991-02-25,5.01,0.14,35.78571428571428
1991-02-26,4.96,0.14,35.42857142857142
1991-02-27,4.99,0.14,35.64285714285714
1991-02-28,4.99,0.14,35.64285714285714
1991-03-01,4.99,0.14,35.64285714285714
1991-03-04,4.96,0.14,35.42857142857142
1991-03-05,5.12,0.14,36.57142857142857
1991-03-06,5.19,0.14,37.07142857142857
1991-03-07,5.24,0.14,37.42857142857142
1991-03-08,5.27,0.14,37.64285714285714
1991-03-11,5.22,0.14,37.28571428571428
1991-03-12,5.13,0.14,36.64285714285714
1991-03-13,5.13,0.14,36.64285714285714
1991-03-14,5.09,0.14,36.357142857142854
1991-03-15,5.1,0.14,36.42857142857142
1991-03-18,5.05,0.14,36.07142857142857
1991-03-19,5.05,0.14,36.07142857142857
1991-03-20,5.09,0.14,36.357142857142854
1991-03-21,5.01,0.14,35.78571428571428
1991-03-22,4.97,0.14,35.49999999999999
1991-03-25,5.05,0.14,36.07142857142857
1991-03-26,5.21,0.14,37.21428571428571
1991-03-27,5.36,0.14,38.285714285714285
1991-03-28,5.51,0.14,39.357142857142854
1991-04-01,5.51,0.14,39.357142857142854
1991-04-02,5.65,0.14,40.357142857142854
1991-04-03,5.66,0.14,40.42857142857142
1991-04-04,5.64,0.14,40.28571428571428
1991-04-05,5.49,0.14,39.214285714285715
1991-04-08,5.52,0.14,39.42857142857142
1991-04-09,5.51,0.14,39.357142857142854
1991-04-10,5.61,0.14,40.07142857142857
1991-04-11,5.8,0.14,41.42857142857142
1991-04-12,5.84,0.14,41.71428571428571
1991-04-15,5.84,0.14,41.71428571428571
1991-04-16,5.9,0.14,42.14285714285714
1991-04-17,6.07,0.14,43.357142857142854
1991-04-18,5.92,0.14,42.285714285714285
1991-04-19,5.85,0.14,41.78571428571428
1991-04-22,5.69,0.14,40.64285714285714
1991-04-23,5.51,0.14,39.357142857142854
1991-04-24,5.46,0.14,38.99999999999999
1991-04-25,5.45,0.14,38.92857142857142
1991-04-26,5.57,0.14,39.785714285714285
1991-04-29,5.46,0.14,38.99999999999999
1991-04-30,5.4,0.14,38.57142857142857
1991-05-01,5.46,0.14,38.99999999999999
1991-05-02,5.57,0.14,39.785714285714285
1991-05-03,5.72,0.14,40.857142857142854
1991-05-06,5.69,0.14,40.64285714285714
1991-05-07,5.69,0.14,40.64285714285714
1991-05-08,5.7,0.14,40.71428571428571
1991-05-09,5.75,0.14,41.07142857142857
1991-05-10,5.59,0.14,39.92857142857142
1991-05-13,5.51,0.14,39.357142857142854
1991-05-14,5.4,0.14,38.57142857142857
1991-05-15,5.29,0.14,37.785714285714285
1991-05-16,5.29,0.14,37.785714285714285
1991-05-17,5.24,0.14,37.42857142857142
1991-05-20,5.23,0.14,37.357142857142854
1991-05-21,5.38,0.14,38.42857142857142
1991-05-22,5.54,0.14,39.57142857142857
1991-05-23,5.59,0.14,39.92857142857142
1991-05-24,5.57,0.14,39.785714285714285
1991-05-28,5.41,0.14,38.64285714285714
1991-05-29,5.41,0.14,38.64285714285714
1991-05-30,5.38,0.14,38.42857142857142
1991-05-31,5.44,0.14,38.857142857142854
1991-06-03,5.51,0.14,39.357142857142854
1991-06-04,5.35,0.14,38.21428571428571
1991-06-05,5.39,0.14,38.49999999999999
1991-06-06,5.45,0.14,38.92857142857142
