date,DXC,DXC_EPS,PE Ratio
1991-06-07,5.44,0.14,38.857142857142854
1991-06-10,5.5,0.14,39.285714285714285
1991-06-11,5.61,0.14,40.07142857142857
1991-06-12,5.5,0.14,39.285714285714285
1991-06-13,5.61,0.14,40.07142857142857
1991-06-14,5.65,0.14,40.357142857142854
1991-06-17,5.58,0.14,39.857142857142854
1991-06-18,5.55,0.14,39.64285714285714
1991-06-19,5.53,0.14,39.5
1991-06-20,5.53,0.14,39.5
1991-06-21,5.58,0.14,39.857142857142854
1991-06-24,5.54,0.14,39.57142857142857
1991-06-25,5.51,0.14,39.357142857142854
1991-06-26,5.65,0.14,40.357142857142854
1991-06-27,5.74,0.14,41.0
1991-06-28,5.72,0.14,40.857142857142854
1991-07-01,5.84,0.14,41.71428571428571
1991-07-02,5.78,0.14,41.285714285714285
1991-07-03,5.68,0.14,40.57142857142856
1991-07-05,5.77,0.14,41.21428571428571
1991-07-08,5.73,0.14,40.92857142857143
1991-07-09,5.59,0.14,39.92857142857142
1991-07-10,5.63,0.14,40.21428571428571
1991-07-11,5.72,0.14,40.857142857142854
1991-07-12,5.7,0.14,40.71428571428571
1991-07-15,5.96,0.14,42.57142857142857
1991-07-16,5.85,0.14,41.78571428571428
1991-07-17,5.81,0.14,41.49999999999999
1991-07-18,5.8,0.14,41.42857142857142
1991-07-19,5.82,0.14,41.57142857142857
1991-07-22,5.71,0.14,40.785714285714285
1991-07-23,5.64,0.14,40.28571428571428
1991-07-24,5.68,0.14,40.57142857142856
1991-07-25,5.68,0.14,40.57142857142856
1991-07-26,5.64,0.14,40.28571428571428
1991-07-29,5.09,0.14,36.357142857142854
1991-07-30,4.72,0.14,33.71428571428571
1991-07-31,4.7,0.14,33.57142857142857
1991-08-01,4.71,0.14,33.64285714285714
1991-08-02,4.69,0.14,33.5
1991-08-05,4.45,0.14,31.785714285714285
1991-08-06,4.55,0.14,32.49999999999999
1991-08-07,4.42,0.14,31.57142857142857
1991-08-08,4.45,0.14,31.785714285714285
1991-08-09,4.6,0.14,32.857142857142854
1991-08-12,4.52,0.14,32.28571428571428
1991-08-13,4.45,0.14,31.785714285714285
1991-08-14,4.5,0.14,32.14285714285714
1991-08-15,4.5,0.14,32.14285714285714
1991-08-16,4.47,0.14,31.928571428571423
1991-08-19,4.39,0.14,31.35714285714285
1991-08-20,4.52,0.14,32.28571428571428
1991-08-21,4.68,0.14,33.42857142857142
1991-08-22,4.75,0.14,33.92857142857142
1991-08-23,4.74,0.14,33.857142857142854
1991-08-26,4.79,0.14,34.21428571428571
1991-08-27,4.76,0.14,33.99999999999999
1991-08-28,4.84,0.14,34.57142857142857
1991-08-29,4.9,0.14,35.0
1991-08-30,4.91,0.14,35.07142857142857
1991-09-03,4.84,0.14,34.57142857142857
1991-09-04,4.8,0.14,34.285714285714285
1991-09-05,4.76,0.14,33.99999999999999
1991-09-06,4.76,0.14,33.99999999999999
1991-09-09,4.8,0.14,34.285714285714285
1991-09-10,4.74,0.14,33.857142857142854
1991-09-11,4.83,0.14,34.5
1991-09-12,4.84,0.14,34.57142857142857
1991-09-13,4.84,0.14,34.57142857142857
1991-09-16,4.85,0.14,34.64285714285714
1991-09-17,4.86,0.14,34.714285714285715
1991-09-18,4.84,0.14,34.57142857142857
1991-09-19,4.87,0.14,34.785714285714285
1991-09-20,4.94,0.14,35.285714285714285
1991-09-23,5.14,0.14,36.71428571428571
1991-09-24,5.36,0.14,38.285714285714285
1991-09-25,5.35,0.14,38.21428571428571
1991-09-26,5.35,0.14,38.21428571428571
1991-09-27,5.36,0.14,38.285714285714285
1991-09-30,5.28,0.14,37.714285714285715
1991-10-01,5.38,0.14,38.42857142857142
1991-10-02,5.39,0.14,38.49999999999999
1991-10-03,5.45,0.14,38.92857142857142
1991-10-04,5.36,0.14,38.285714285714285
1991-10-07,5.32,0.14,38.0
1991-10-08,5.33,0.14,38.07142857142857
1991-10-09,5.26,0.14,37.57142857142857
1991-10-10,5.31,0.14,37.92857142857142
1991-10-11,5.3,0.14,37.857142857142854
1991-10-14,5.43,0.14,38.78571428571428
1991-10-15,5.58,0.14,39.857142857142854
1991-10-16,5.63,0.14,40.21428571428571
1991-10-17,5.6,0.14,39.99999999999999
1991-10-18,5.57,0.14,39.785714285714285
1991-10-21,5.54,0.14,39.57142857142857
1991-10-22,5.48,0.14,39.14285714285714
1991-10-23,5.52,0.14,39.42857142857142
1991-10-24,5.53,0.14,39.5
1991-10-25,5.55,0.14,39.64285714285714
1991-10-28,5.59,0.14,39.92857142857142
1991-10-29,5.6,0.14,39.99999999999999
1991-10-30,5.64,0.14,40.28571428571428
1991-10-31,5.63,0.14,40.21428571428571
1991-11-01,5.54,0.14,39.57142857142857
1991-11-04,5.48,0.14,39.14285714285714
1991-11-05,5.41,0.14,38.64285714285714
1991-11-06,5.53,0.14,39.5
1991-11-07,5.75,0.14,41.07142857142857
1991-11-08,5.78,0.14,41.285714285714285
1991-11-11,5.69,0.14,40.64285714285714
1991-11-12,5.72,0.14,40.857142857142854
1991-11-13,5.67,0.14,40.49999999999999
1991-11-14,5.67,0.14,40.49999999999999
1991-11-15,5.52,0.14,39.42857142857142
1991-11-18,5.57,0.14,39.785714285714285
1991-11-19,5.45,0.14,38.92857142857142
1991-11-20,5.57,0.14,39.785714285714285
1991-11-21,5.49,0.14,39.214285714285715
1991-11-22,5.41,0.14,38.64285714285714
1991-11-25,5.36,0.14,38.285714285714285
1991-11-26,5.42,0.14,38.71428571428571
1991-11-27,5.34,0.14,38.14285714285714
1991-11-29,5.33,0.14,38.07142857142857
1991-12-02,5.34,0.14,38.14285714285714
1991-12-03,5.28,0.14,37.714285714285715
1991-12-04,5.4,0.14,38.57142857142857
1991-12-05,5.36,0.14,38.285714285714285
1991-12-06,5.27,0.14,37.64285714285714
1991-12-09,5.25,0.14,37.49999999999999
1991-12-10,5.27,0.14,37.64285714285714
1991-12-11,5.28,0.14,37.714285714285715
1991-12-12,5.34,0.14,38.14285714285714
1991-12-13,5.43,0.14,38.78571428571428
1991-12-16,5.57,0.14,39.785714285714285
1991-12-17,5.63,0.14,40.21428571428571
1991-12-18,5.6,0.14,39.99999999999999
1991-12-19,5.63,0.14,40.21428571428571
1991-12-20,5.92,0.14,42.285714285714285
1991-12-23,5.95,0.14,42.5
1991-12-24,6.12,0.14,43.71428571428571
1991-12-26,6.32,0.14,45.14285714285714
1991-12-27,6.56,0.14,46.85714285714285
1991-12-30,6.54,0.14,46.71428571428571
1991-12-31,6.7,0.14,47.857142857142854
1992-01-02,6.51,0.14,46.49999999999999
1992-01-03,6.41,0.14,45.785714285714285
1992-01-06,6.48,0.14,46.285714285714285
1992-01-07,6.44,0.14,46.0
1992-01-08,6.52,0.14,46.57142857142856
1992-01-09,6.5,0.14,46.42857142857142
1992-01-10,6.54,0.14,46.71428571428571
1992-01-13,6.53,0.14,46.64285714285714
1992-01-14,6.51,0.14,46.49999999999999
1992-01-15,6.52,0.14,46.57142857142856
1992-01-16,6.64,0.14,47.42857142857142
1992-01-17,6.68,0.14,47.71428571428571
1992-01-20,6.58,0.14,46.99999999999999
1992-01-21,6.62,0.14,47.285714285714285
1992-01-22,6.71,0.14,47.92857142857142
1992-01-23,6.81,0.14,48.64285714285714
1992-01-24,6.79,0.14,48.49999999999999
1992-01-27,6.69,0.14,47.785714285714285
1992-01-28,6.64,0.14,47.42857142857142
1992-01-29,6.62,0.14,47.285714285714285
1992-01-30,6.57,0.14,46.92857142857142
1992-01-31,6.54,0.14,46.71428571428571
1992-02-03,6.52,0.14,46.57142857142856
1992-02-04,6.53,0.14,46.64285714285714
1992-02-05,6.54,0.14,46.71428571428571
1992-02-06,6.6,0.14,47.14285714285714
1992-02-07,6.6,0.14,47.14285714285714
1992-02-10,6.61,0.14,47.214285714285715
1992-02-11,6.62,0.14,47.285714285714285
1992-02-12,6.69,0.14,47.785714285714285
1992-02-13,7.03,0.14,50.21428571428571
1992-02-14,6.64,0.14,47.42857142857142
