date,IP,IP_EPS,PE Ratio
1962-03-30,8.94,0.81,11.037037037037036
1962-04-02,9.03,0.81,11.148148148148147
1962-04-03,8.91,0.81,11.0
1962-04-04,8.85,0.81,10.925925925925926
1962-04-05,8.79,0.81,10.85185185185185
1962-04-06,8.76,0.81,10.814814814814813
1962-04-09,8.67,0.81,10.703703703703702
1962-04-10,8.61,0.81,10.629629629629628
1962-04-11,8.61,0.81,10.629629629629628
1962-04-12,8.64,0.81,10.666666666666666
1962-04-13,8.58,0.81,10.592592592592592
1962-04-16,8.55,0.81,10.555555555555555
1962-04-17,8.52,0.81,10.518518518518517
1962-04-18,8.55,0.81,10.555555555555555
1962-04-19,8.58,0.81,10.592592592592592
1962-04-23,8.46,0.81,10.444444444444445
1962-04-24,8.34,0.81,10.296296296296296
1962-04-25,8.28,0.81,10.222222222222221
1962-04-26,8.16,0.81,10.074074074074074
1962-04-27,8.07,0.81,9.962962962962962
1962-04-30,7.92,0.81,9.777777777777777
1962-05-01,7.98,0.81,9.851851851851851
1962-05-02,7.92,0.81,9.777777777777777
1962-05-03,7.98,0.81,9.851851851851851
1962-05-04,7.95,0.81,9.814814814814815
1962-05-07,7.86,0.81,9.703703703703704
1962-05-08,7.73,0.81,9.54320987654321
1962-05-09,7.64,0.81,9.432098765432098
1962-05-10,7.55,0.81,9.320987654320987
1962-05-11,7.52,0.81,9.28395061728395
1962-05-14,7.64,0.81,9.432098765432098
1962-05-15,7.67,0.81,9.469135802469134
1962-05-16,7.52,0.81,9.28395061728395
1962-05-17,7.4,0.81,9.135802469135802
1962-05-18,7.46,0.81,9.209876543209877
1962-05-21,7.31,0.81,9.02469135802469
1962-05-22,7.22,0.81,8.913580246913579
1962-05-23,7.25,0.81,8.950617283950617
1962-05-24,7.25,0.81,8.950617283950617
1962-05-25,7.04,0.81,8.691358024691358
1962-05-28,6.77,0.81,8.358024691358024
1962-05-29,7.07,0.81,8.728395061728396
1962-05-31,7.13,0.81,8.802469135802468
1962-06-01,7.13,0.81,8.802469135802468
1962-06-04,7.01,0.81,8.65432098765432
1962-06-05,6.77,0.81,8.358024691358024
1962-06-06,6.83,0.81,8.432098765432098
1962-06-07,6.8,0.81,8.395061728395062
1962-06-08,6.77,0.81,8.358024691358024
1962-06-11,6.68,0.81,8.246913580246913
1962-06-12,6.5,0.81,8.024691358024691
1962-06-13,6.38,0.81,7.876543209876543
1962-06-14,6.31,0.81,7.7901234567901225
1962-06-15,6.53,0.81,8.061728395061728
1962-06-18,6.77,0.81,8.358024691358024
1962-06-19,6.74,0.81,8.320987654320987
1962-06-20,6.56,0.81,8.098765432098764
1962-06-21,6.34,0.81,7.82716049382716
1962-06-22,6.22,0.81,7.679012345679012
1962-06-25,6.25,0.81,7.716049382716049
1962-06-26,6.22,0.81,7.679012345679012
1962-06-27,6.1,0.81,7.530864197530863
1962-06-28,6.19,0.81,7.6419753086419755
1962-06-29,6.28,0.81,7.753086419753086
1962-07-02,6.34,0.81,7.82716049382716
1962-07-03,6.34,0.81,7.82716049382716
1962-07-05,6.47,0.81,7.987654320987653
1962-07-06,6.38,0.81,7.876543209876543
1962-07-09,6.5,0.81,8.024691358024691
1962-07-10,6.47,0.81,7.987654320987653
1962-07-11,6.44,0.81,7.950617283950617
1962-07-12,6.53,0.81,8.061728395061728
1962-07-13,6.53,0.81,8.061728395061728
1962-07-16,6.44,0.81,7.950617283950617
1962-07-17,6.28,0.81,7.753086419753086
1962-07-18,6.28,0.81,7.753086419753086
1962-07-19,6.19,0.81,7.6419753086419755
1962-07-20,6.28,0.81,7.753086419753086
1962-07-23,6.25,0.81,7.716049382716049
1962-07-24,6.22,0.81,7.679012345679012
1962-07-25,6.19,0.81,7.6419753086419755
1962-07-26,6.19,0.81,7.6419753086419755
1962-07-27,6.34,0.81,7.82716049382716
1962-07-30,6.68,0.81,8.246913580246913
1962-07-31,6.56,0.81,8.098765432098764
1962-08-01,6.34,0.81,7.82716049382716
1962-08-02,6.41,0.81,7.91358024691358
1962-08-03,6.53,0.81,8.061728395061728
1962-08-06,6.47,0.81,7.987654320987653
1962-08-07,6.44,0.81,7.950617283950617
1962-08-08,6.31,0.81,7.7901234567901225
1962-08-09,6.31,0.81,7.7901234567901225
1962-08-10,6.38,0.81,7.876543209876543
1962-08-13,6.28,0.81,7.753086419753086
1962-08-14,6.41,0.81,7.91358024691358
1962-08-15,6.41,0.81,7.91358024691358
1962-08-16,6.38,0.81,7.876543209876543
1962-08-17,6.31,0.81,7.7901234567901225
1962-08-20,6.47,0.81,7.987654320987653
1962-08-21,6.34,0.81,7.82716049382716
1962-08-22,6.53,0.81,8.061728395061728
1962-08-23,6.59,0.81,8.135802469135802
1962-08-24,6.62,0.81,8.172839506172838
1962-08-27,6.5,0.81,8.024691358024691
1962-08-28,6.44,0.81,7.950617283950617
1962-08-29,6.38,0.81,7.876543209876543
1962-08-30,6.41,0.81,7.91358024691358
1962-08-31,6.38,0.81,7.876543209876543
1962-09-04,6.25,0.81,7.716049382716049
1962-09-05,6.25,0.81,7.716049382716049
1962-09-06,6.25,0.81,7.716049382716049
1962-09-07,6.28,0.81,7.753086419753086
1962-09-10,6.38,0.81,7.876543209876543
1962-09-11,6.44,0.81,7.950617283950617
1962-09-12,6.44,0.81,7.950617283950617
1962-09-13,6.44,0.81,7.950617283950617
1962-09-14,6.5,0.81,8.024691358024691
1962-09-17,6.44,0.81,7.950617283950617
1962-09-18,6.34,0.81,7.82716049382716
1962-09-19,6.31,0.81,7.7901234567901225
1962-09-20,6.34,0.81,7.82716049382716
1962-09-21,6.31,0.81,7.7901234567901225
1962-09-24,6.31,0.81,7.7901234567901225
1962-09-25,6.28,0.81,7.753086419753086
1962-09-26,6.13,0.81,7.5679012345679
1962-09-27,6.07,0.81,7.493827160493827
1962-09-28,6.13,0.81,7.5679012345679
1962-10-01,6.1,0.81,7.530864197530863
1962-10-02,6.13,0.81,7.5679012345679
1962-10-03,6.1,0.81,7.530864197530863
1962-10-04,6.16,0.81,7.604938271604938
1962-10-05,6.22,0.81,7.679012345679012
1962-10-08,6.13,0.81,7.5679012345679
1962-10-09,6.19,0.81,7.6419753086419755
1962-10-10,6.19,0.81,7.6419753086419755
1962-10-11,6.1,0.81,7.530864197530863
1962-10-12,6.1,0.81,7.530864197530863
1962-10-15,6.07,0.81,7.493827160493827
1962-10-16,5.98,0.81,7.382716049382716
1962-10-17,5.89,0.81,7.271604938271604
1962-10-18,5.83,0.81,7.197530864197531
1962-10-19,5.8,0.81,7.160493827160493
1962-10-22,5.71,0.81,7.049382716049382
1962-10-23,5.62,0.81,6.938271604938271
1962-10-24,5.77,0.81,7.123456790123456
1962-10-25,5.71,0.81,7.049382716049382
1962-10-26,5.8,0.81,7.160493827160493
1962-10-29,6.22,0.81,7.679012345679012
1962-10-30,6.28,0.81,7.753086419753086
1962-10-31,6.25,0.81,7.716049382716049
1962-11-01,6.28,0.81,7.753086419753086
1962-11-02,6.38,0.81,7.876543209876543
1962-11-05,6.59,0.81,8.135802469135802
1962-11-07,6.65,0.81,8.209876543209877
1962-11-08,6.41,0.81,7.91358024691358
1962-11-09,6.68,0.81,8.246913580246913
1962-11-12,6.77,0.81,8.358024691358024
1962-11-13,6.65,0.81,8.209876543209877
1962-11-14,6.8,0.81,8.395061728395062
1962-11-15,6.77,0.81,8.358024691358024
1962-11-16,6.89,0.81,8.506172839506172
1962-11-19,6.9,0.81,8.518518518518519
1962-11-20,6.96,0.81,8.592592592592592
1962-11-21,6.9,0.81,8.518518518518519
1962-11-23,7.03,0.81,8.679012345679013
1962-11-26,6.93,0.81,8.555555555555555
1962-11-27,6.87,0.81,8.481481481481481
1962-11-28,6.93,0.81,8.555555555555555
1962-11-29,6.93,0.81,8.555555555555555
1962-11-30,6.9,0.81,8.518518518518519
1962-12-03,6.78,0.81,8.37037037037037
1962-12-04,6.9,0.81,8.518518518518519
1962-12-05,6.96,0.81,8.592592592592592
1962-12-06,7.03,0.81,8.679012345679013
1962-12-07,7.03,0.81,8.679012345679013
1962-12-10,7.0,0.81,8.641975308641975
1962-12-11,6.96,0.81,8.592592592592592
1962-12-12,6.96,0.81,8.592592592592592
1962-12-13,6.84,0.81,8.444444444444443
1962-12-14,6.78,0.81,8.37037037037037
1962-12-17,6.66,0.81,8.222222222222221
1962-12-18,6.56,0.81,8.098765432098764
1962-12-19,6.6,0.81,8.148148148148147
1962-12-20,6.66,0.81,8.222222222222221
1962-12-21,6.66,0.81,8.222222222222221
1962-12-24,6.66,0.81,8.222222222222221
1962-12-26,6.69,0.81,8.25925925925926
1962-12-27,6.63,0.81,8.185185185185185
1962-12-28,6.63,0.81,8.185185185185185
1962-12-31,6.63,0.81,8.185185185185185
1963-01-02,6.56,0.81,8.098765432098764
1963-01-03,6.78,0.81,8.37037037037037
1963-01-04,6.81,0.81,8.407407407407407
1963-01-07,6.78,0.81,8.37037037037037
1963-01-08,6.9,0.81,8.518518518518519
1963-01-09,7.0,0.81,8.641975308641975
1963-01-10,7.15,0.81,8.82716049382716
1963-01-11,7.18,0.81,8.864197530864196
1963-01-14,7.21,0.81,8.901234567901234
1963-01-15,7.18,0.81,8.864197530864196
1963-01-16,7.03,0.81,8.679012345679013
1963-01-17,7.09,0.81,8.753086419753085
1963-01-18,7.09,0.81,8.753086419753085
1963-01-21,7.06,0.81,8.716049382716049
1963-01-22,7.09,0.81,8.753086419753085
1963-01-23,7.12,0.81,8.790123456790123
1963-01-24,7.06,0.81,8.716049382716049
1963-01-25,7.18,0.81,8.864197530864196
1963-01-28,7.21,0.81,8.901234567901234
1963-01-29,7.18,0.81,8.864197530864196
1963-01-30,7.15,0.81,8.82716049382716
1963-01-31,7.15,0.81,8.82716049382716
1963-02-01,7.21,0.81,8.901234567901234
1963-02-04,7.15,0.81,8.82716049382716
1963-02-05,7.09,0.81,8.753086419753085
1963-02-06,7.06,0.81,8.716049382716049
1963-02-07,7.0,0.81,8.641975308641975
1963-02-08,7.15,0.81,8.82716049382716
1963-02-11,7.24,0.81,8.93827160493827
1963-02-12,7.18,0.81,8.864197530864196
1963-02-13,7.27,0.81,8.975308641975307
1963-02-14,7.33,0.81,9.049382716049383
1963-02-15,7.43,0.81,9.172839506172838
1963-02-18,7.46,0.81,9.209876543209877
1963-02-19,7.37,0.81,9.098765432098764
1963-02-20,7.3,0.81,9.012345679012345
1963-02-21,7.27,0.81,8.975308641975307
1963-02-25,7.21,0.81,8.901234567901234
1963-02-26,7.12,0.81,8.790123456790123
1963-02-27,7.0,0.81,8.641975308641975
1963-02-28,6.78,0.81,8.37037037037037
1963-03-01,6.66,0.81,8.222222222222221
1963-03-04,6.87,0.81,8.481481481481481
1963-03-05,6.84,0.81,8.444444444444443
1963-03-06,6.81,0.81,8.407407407407407
1963-03-07,6.96,0.81,8.592592592592592
1963-03-08,7.0,0.81,8.641975308641975
1963-03-11,6.9,0.81,8.518518518518519
1963-03-12,6.93,0.81,8.555555555555555
1963-03-13,6.96,0.81,8.592592592592592
1963-03-14,6.9,0.81,8.518518518518519
1963-03-15,6.84,0.81,8.444444444444443
1963-03-18,6.93,0.81,8.555555555555555
1963-03-19,6.93,0.81,8.555555555555555
1963-03-20,7.0,0.81,8.641975308641975
1963-03-21,6.9,0.81,8.518518518518519
1963-03-22,6.96,0.81,8.592592592592592
1963-03-25,7.03,0.81,8.679012345679013
1963-03-26,7.18,0.81,8.864197530864196
1963-03-27,7.37,0.81,9.098765432098764
1963-03-28,7.46,0.81,9.209876543209877
1963-03-29,7.52,0.81,9.28395061728395
1963-04-01,7.61,0.81,9.395061728395062
1963-04-02,7.67,0.81,9.469135802469134
1963-04-03,7.77,0.81,9.592592592592592
1963-04-04,7.86,0.81,9.703703703703704
1963-04-05,7.92,0.81,9.777777777777777
1963-04-08,7.95,0.81,9.814814814814815
1963-04-09,7.8,0.81,9.629629629629628
1963-04-10,7.74,0.81,9.555555555555555
1963-04-11,7.83,0.81,9.666666666666666
1963-04-15,7.89,0.81,9.74074074074074
1963-04-16,7.95,0.81,9.814814814814815
1963-04-17,7.77,0.81,9.592592592592592
1963-04-18,7.74,0.81,9.555555555555555
1963-04-19,7.77,0.81,9.592592592592592
1963-04-22,7.83,0.81,9.666666666666666
1963-04-23,7.86,0.81,9.703703703703704
1963-04-24,7.86,0.81,9.703703703703704
1963-04-25,7.8,0.81,9.629629629629628
1963-04-26,7.89,0.81,9.74074074074074
1963-04-29,7.8,0.81,9.629629629629628
1963-04-30,7.92,0.81,9.777777777777777
1963-05-01,7.89,0.81,9.74074074074074
1963-05-02,7.92,0.81,9.777777777777777
1963-05-03,7.8,0.81,9.629629629629628
1963-05-06,7.77,0.81,9.592592592592592
1963-05-07,7.64,0.81,9.432098765432098
1963-05-08,7.58,0.81,9.358024691358024
1963-05-09,7.52,0.81,9.28395061728395
1963-05-10,7.52,0.81,9.28395061728395
1963-05-13,7.67,0.81,9.469135802469134
1963-05-14,7.67,0.81,9.469135802469134
1963-05-15,7.67,0.81,9.469135802469134
1963-05-16,7.64,0.81,9.432098765432098
1963-05-17,7.89,0.81,9.74074074074074
1963-05-20,7.86,0.81,9.703703703703704
1963-05-21,7.8,0.81,9.629629629629628
1963-05-22,7.86,0.81,9.703703703703704
1963-05-23,7.86,0.81,9.703703703703704
1963-05-24,7.86,0.81,9.703703703703704
1963-05-27,7.92,0.81,9.777777777777777
1963-05-28,7.86,0.81,9.703703703703704
1963-05-29,7.89,0.81,9.74074074074074
1963-05-31,7.8,0.81,9.629629629629628
1963-06-03,7.74,0.81,9.555555555555555
1963-06-04,7.74,0.81,9.555555555555555
1963-06-05,7.7,0.81,9.506172839506172
1963-06-06,7.61,0.81,9.395061728395062
1963-06-07,7.52,0.81,9.28395061728395
1963-06-10,7.7,0.81,9.506172839506172
1963-06-11,7.67,0.81,9.469135802469134
1963-06-12,7.67,0.81,9.469135802469134
1963-06-13,7.77,0.81,9.592592592592592
1963-06-14,7.86,0.81,9.703703703703704
1963-06-17,7.89,0.81,9.74074074074074
1963-06-18,7.77,0.81,9.592592592592592
1963-06-19,7.7,0.81,9.506172839506172
1963-06-20,7.7,0.81,9.506172839506172
1963-06-21,7.74,0.81,9.555555555555555
1963-06-24,7.77,0.81,9.592592592592592
1963-06-25,7.74,0.81,9.555555555555555
1963-06-26,7.52,0.81,9.28395061728395
1963-06-27,7.52,0.81,9.28395061728395
1963-06-28,7.52,0.81,9.28395061728395
1963-07-01,7.43,0.81,9.172839506172838
1963-07-02,7.43,0.81,9.172839506172838
1963-07-03,7.43,0.81,9.172839506172838
1963-07-05,7.46,0.81,9.209876543209877
1963-07-08,7.4,0.81,9.135802469135802
1963-07-09,7.37,0.81,9.098765432098764
1963-07-10,7.3,0.81,9.012345679012345
1963-07-11,7.15,0.81,8.82716049382716
1963-07-12,7.12,0.81,8.790123456790123
1963-07-15,7.03,0.81,8.679012345679013
1963-07-16,7.06,0.81,8.716049382716049
1963-07-17,7.06,0.81,8.716049382716049
1963-07-18,7.12,0.81,8.790123456790123
1963-07-19,7.12,0.81,8.790123456790123
1963-07-22,7.09,0.81,8.753086419753085
1963-07-23,7.03,0.81,8.679012345679013
1963-07-24,7.06,0.81,8.716049382716049
1963-07-25,7.03,0.81,8.679012345679013
1963-07-26,7.06,0.81,8.716049382716049
1963-07-29,7.03,0.81,8.679012345679013
1963-07-30,7.06,0.81,8.716049382716049
1963-07-31,7.06,0.81,8.716049382716049
1963-08-01,7.09,0.81,8.753086419753085
1963-08-02,7.18,0.81,8.864197530864196
1963-08-05,7.21,0.81,8.901234567901234
1963-08-06,7.24,0.81,8.93827160493827
1963-08-07,7.15,0.81,8.82716049382716
1963-08-08,7.15,0.81,8.82716049382716
1963-08-09,7.18,0.81,8.864197530864196
1963-08-12,7.3,0.81,9.012345679012345
1963-08-13,7.33,0.81,9.049382716049383
1963-08-14,7.33,0.81,9.049382716049383
1963-08-15,7.46,0.81,9.209876543209877
1963-08-16,7.61,0.81,9.395061728395062
1963-08-19,7.64,0.81,9.432098765432098
1963-08-20,7.49,0.81,9.246913580246913
1963-08-21,7.37,0.81,9.098765432098764
1963-08-22,7.4,0.81,9.135802469135802
1963-08-23,7.52,0.81,9.28395061728395
1963-08-26,7.61,0.81,9.395061728395062
1963-08-27,7.52,0.81,9.28395061728395
1963-08-28,7.55,0.81,9.320987654320987
1963-08-29,7.67,0.81,9.469135802469134
1963-08-30,7.74,0.81,9.555555555555555
1963-09-03,7.8,0.81,9.629629629629628
1963-09-04,7.92,0.81,9.777777777777777
1963-09-05,8.11,0.81,10.012345679012345
1963-09-06,8.01,0.81,9.888888888888888
1963-09-09,8.17,0.81,10.08641975308642
1963-09-10,8.51,0.81,10.506172839506172
1963-09-11,8.6,0.81,10.617283950617283
1963-09-12,8.63,0.81,10.654320987654321
1963-09-13,8.63,0.81,10.654320987654321
1963-09-16,8.54,0.81,10.543209876543209
1963-09-17,8.57,0.81,10.580246913580247
1963-09-18,8.6,0.81,10.617283950617283
1963-09-19,8.69,0.81,10.728395061728394
1963-09-20,8.94,0.81,11.037037037037036
1963-09-23,8.88,0.81,10.962962962962964
1963-09-24,8.78,0.81,10.839506172839505
1963-09-25,8.72,0.81,10.765432098765432
1963-09-26,8.57,0.81,10.580246913580247
1963-09-27,8.6,0.81,10.617283950617283
1963-09-30,8.6,0.81,10.617283950617283
1963-10-01,8.75,0.81,10.802469135802468
1963-10-02,8.78,0.81,10.839506172839505
1963-10-03,8.84,0.81,10.913580246913579
1963-10-04,8.78,0.81,10.839506172839505
1963-10-07,8.75,0.81,10.802469135802468
1963-10-08,8.69,0.81,10.728395061728394
1963-10-09,8.66,0.81,10.691358024691358
1963-10-10,8.63,0.81,10.654320987654321
1963-10-11,8.57,0.81,10.580246913580247
1963-10-14,8.57,0.81,10.580246913580247
1963-10-15,8.54,0.81,10.543209876543209
1963-10-16,8.63,0.81,10.654320987654321
1963-10-17,8.6,0.81,10.617283950617283
1963-10-18,8.63,0.81,10.654320987654321
1963-10-21,8.69,0.81,10.728395061728394
1963-10-22,8.54,0.81,10.543209876543209
1963-10-23,8.32,0.81,10.271604938271604
1963-10-24,8.29,0.81,10.234567901234566
1963-10-25,8.38,0.81,10.345679012345679
1963-10-28,8.32,0.81,10.271604938271604
1963-10-29,8.26,0.81,10.19753086419753
1963-10-30,8.26,0.81,10.19753086419753
1963-10-31,8.35,0.81,10.30864197530864
1963-11-01,8.38,0.81,10.345679012345679
1963-11-04,8.38,0.81,10.345679012345679
1963-11-06,8.26,0.81,10.19753086419753
1963-11-07,8.2,0.81,10.123456790123456
1963-11-08,8.35,0.81,10.30864197530864
1963-11-11,8.35,0.81,10.30864197530864
1963-11-12,8.41,0.81,10.382716049382715
1963-11-13,8.48,0.81,10.469135802469136
1963-11-14,8.54,0.81,10.543209876543209
1963-11-15,8.44,0.81,10.419753086419751
1963-11-18,8.44,0.81,10.419753086419751
1963-11-19,8.07,0.81,9.962962962962962
1963-11-20,8.14,0.81,10.049382716049383
1963-11-21,7.95,0.81,9.814814814814815
1963-11-22,7.27,0.81,8.975308641975307
1963-11-26,7.83,0.81,9.666666666666666
1963-11-27,7.86,0.81,9.703703703703704
1963-11-29,7.98,0.81,9.851851851851851
1963-12-02,7.89,0.81,9.74074074074074
1963-12-03,7.83,0.81,9.666666666666666
1963-12-04,7.92,0.81,9.777777777777777
1963-12-05,8.14,0.81,10.049382716049383
1963-12-06,8.04,0.81,9.925925925925924
1963-12-09,8.04,0.81,9.925925925925924
1963-12-10,7.98,0.81,9.851851851851851
1963-12-11,8.04,0.81,9.925925925925924
1963-12-12,7.92,0.81,9.777777777777777
1963-12-13,7.98,0.81,9.851851851851851
1963-12-16,8.11,0.81,10.012345679012345
1963-12-17,7.92,0.81,9.777777777777777
1963-12-18,8.01,0.81,9.888888888888888
1963-12-19,7.89,0.81,9.74074074074074
1963-12-20,7.86,0.81,9.703703703703704
1963-12-23,7.77,0.81,9.592592592592592
1963-12-24,7.8,0.81,9.629629629629628
1963-12-26,7.86,0.81,9.703703703703704
1963-12-27,7.77,0.81,9.592592592592592
1963-12-30,7.8,0.81,9.629629629629628
1963-12-31,7.92,0.81,9.777777777777777
1964-01-02,7.98,0.81,9.851851851851851
1964-01-03,8.07,0.81,9.962962962962962
1964-01-06,8.07,0.81,9.962962962962962
1964-01-07,8.14,0.81,10.049382716049383
1964-01-08,8.17,0.81,10.08641975308642
1964-01-09,8.04,0.81,9.925925925925924
1964-01-10,7.95,0.81,9.814814814814815
1964-01-13,7.77,0.81,9.592592592592592
1964-01-14,7.77,0.81,9.592592592592592
1964-01-15,8.07,0.81,9.962962962962962
1964-01-16,8.14,0.81,10.049382716049383
1964-01-17,8.14,0.81,10.049382716049383
1964-01-20,8.11,0.81,10.012345679012345
1964-01-21,8.14,0.81,10.049382716049383
1964-01-22,8.14,0.81,10.049382716049383
1964-01-23,8.26,0.81,10.19753086419753
1964-01-24,8.17,0.81,10.08641975308642
1964-01-27,8.04,0.81,9.925925925925924
1964-01-28,7.8,0.81,9.629629629629628
1964-01-29,7.89,0.81,9.74074074074074
1964-01-30,7.83,0.81,9.666666666666666
1964-01-31,7.83,0.81,9.666666666666666
1964-02-03,7.83,0.81,9.666666666666666
1964-02-04,7.95,0.81,9.814814814814815
1964-02-05,7.92,0.81,9.777777777777777
1964-02-06,7.89,0.81,9.74074074074074
1964-02-07,7.83,0.81,9.666666666666666
1964-02-10,7.89,0.81,9.74074074074074
1964-02-11,7.83,0.81,9.666666666666666
1964-02-12,7.83,0.81,9.666666666666666
1964-02-13,7.8,0.81,9.629629629629628
1964-02-14,7.86,0.81,9.703703703703704
1964-02-17,7.89,0.81,9.74074074074074
1964-02-18,7.77,0.81,9.592592592592592
1964-02-19,7.8,0.81,9.629629629629628
1964-02-20,7.64,0.81,9.432098765432098
1964-02-24,7.58,0.81,9.358024691358024
1964-02-25,7.52,0.81,9.28395061728395
1964-02-26,7.61,0.81,9.395061728395062
1964-02-27,7.58,0.81,9.358024691358024
1964-02-28,7.64,0.81,9.432098765432098
1964-03-02,7.64,0.81,9.432098765432098
1964-03-03,7.64,0.81,9.432098765432098
1964-03-04,7.74,0.81,9.555555555555555
1964-03-05,7.67,0.81,9.469135802469134
1964-03-06,7.83,0.81,9.666666666666666
1964-03-09,7.7,0.81,9.506172839506172
1964-03-10,7.77,0.81,9.592592592592592
1964-03-11,7.89,0.81,9.74074074074074
1964-03-12,7.89,0.81,9.74074074074074
1964-03-13,7.86,0.81,9.703703703703704
1964-03-16,7.77,0.81,9.592592592592592
1964-03-17,7.7,0.81,9.506172839506172
1964-03-18,7.8,0.81,9.629629629629628
1964-03-19,7.89,0.81,9.74074074074074
1964-03-20,7.98,0.81,9.851851851851851
1964-03-23,7.98,0.81,9.851851851851851
1964-03-24,7.89,0.81,9.74074074074074
1964-03-25,7.83,0.81,9.666666666666666
1964-03-26,7.89,0.81,9.74074074074074
1964-03-30,7.89,0.81,9.74074074074074
1964-03-31,7.95,0.81,9.814814814814815
1964-04-01,8.01,0.81,9.888888888888888
1964-04-02,8.38,0.81,10.345679012345679
1964-04-03,8.54,0.81,10.543209876543209
1964-04-06,8.51,0.81,10.506172839506172
1964-04-07,8.41,0.81,10.382716049382715
1964-04-08,8.35,0.81,10.30864197530864
1964-04-09,8.35,0.81,10.30864197530864
1964-04-10,8.26,0.81,10.19753086419753
1964-04-13,8.35,0.81,10.30864197530864
1964-04-14,8.38,0.81,10.345679012345679
1964-04-15,8.35,0.81,10.30864197530864
1964-04-16,8.32,0.81,10.271604938271604
1964-04-17,8.26,0.81,10.19753086419753
1964-04-20,8.26,0.81,10.19753086419753
1964-04-21,8.26,0.81,10.19753086419753
1964-04-22,8.29,0.81,10.234567901234566
1964-04-23,8.38,0.81,10.345679012345679
1964-04-24,8.32,0.81,10.271604938271604
1964-04-27,8.2,0.81,10.123456790123456
1964-04-28,8.2,0.81,10.123456790123456
1964-04-29,8.2,0.81,10.123456790123456
1964-04-30,8.11,0.81,10.012345679012345
1964-05-01,8.01,0.81,9.888888888888888
1964-05-04,8.04,0.81,9.925925925925924
1964-05-05,7.98,0.81,9.851851851851851
1964-05-06,8.11,0.81,10.012345679012345
1964-05-07,8.17,0.81,10.08641975308642
1964-05-08,8.26,0.81,10.19753086419753
1964-05-11,8.2,0.81,10.123456790123456
1964-05-12,8.01,0.81,9.888888888888888
1964-05-13,8.14,0.81,10.049382716049383
1964-05-14,8.07,0.81,9.962962962962962
1964-05-15,8.07,0.81,9.962962962962962
1964-05-18,8.04,0.81,9.925925925925924
1964-05-19,8.01,0.81,9.888888888888888
1964-05-20,7.95,0.81,9.814814814814815
1964-05-21,7.89,0.81,9.74074074074074
1964-05-22,7.89,0.81,9.74074074074074
1964-05-25,7.89,0.81,9.74074074074074
1964-05-26,7.83,0.81,9.666666666666666
1964-05-27,7.92,0.81,9.777777777777777
