date,STZ,STZ_EPS,PE Ratio
1999-12-27,6.67,0.14,47.64285714285714
1999-12-28,6.71,0.14,47.92857142857142
1999-12-29,6.58,0.14,46.99999999999999
1999-12-30,6.48,0.14,46.285714285714285
1999-12-31,6.38,0.14,45.57142857142857
2000-01-03,6.23,0.14,44.5
2000-01-04,5.99,0.14,42.785714285714285
2000-01-05,6.2,0.14,44.285714285714285
2000-01-06,6.44,0.14,46.0
2000-01-07,6.63,0.14,47.357142857142854
2000-01-10,6.38,0.14,45.57142857142857
2000-01-11,6.3,0.14,44.99999999999999
2000-01-12,6.36,0.14,45.42857142857142
2000-01-13,6.43,0.14,45.92857142857142
2000-01-14,6.48,0.14,46.285714285714285
2000-01-18,6.53,0.14,46.64285714285714
2000-01-19,6.68,0.14,47.71428571428571
2000-01-20,6.71,0.14,47.92857142857142
2000-01-21,6.52,0.14,46.57142857142856
2000-01-24,6.34,0.14,45.28571428571428
2000-01-25,6.38,0.14,45.57142857142857
2000-01-26,6.5,0.14,46.42857142857142
2000-01-27,6.44,0.14,46.0
2000-01-28,6.37,0.14,45.49999999999999
2000-01-31,6.48,0.14,46.285714285714285
2000-02-01,6.59,0.14,47.07142857142857
2000-02-02,6.62,0.14,47.285714285714285
2000-02-03,6.61,0.14,47.214285714285715
2000-02-04,6.38,0.14,45.57142857142857
2000-02-07,6.58,0.14,46.99999999999999
2000-02-08,6.44,0.14,46.0
2000-02-09,6.58,0.14,46.99999999999999
2000-02-10,6.69,0.14,47.785714285714285
2000-02-11,6.57,0.14,46.92857142857142
2000-02-14,6.68,0.14,47.71428571428571
2000-02-15,6.65,0.14,47.5
2000-02-16,6.51,0.14,46.49999999999999
2000-02-17,6.46,0.14,46.14285714285714
2000-02-18,6.26,0.14,44.71428571428571
2000-02-22,6.52,0.14,46.57142857142856
2000-02-23,6.22,0.14,44.42857142857142
2000-02-24,6.2,0.14,44.285714285714285
2000-02-25,6.09,0.14,43.49999999999999
2000-02-28,6.14,0.14,43.857142857142854
2000-02-29,6.13,0.14,43.78571428571428
2000-03-01,6.21,0.14,44.357142857142854
2000-03-02,6.03,0.14,43.07142857142857
2000-03-03,6.23,0.14,44.5
2000-03-06,6.23,0.14,44.5
2000-03-07,5.84,0.14,41.71428571428571
2000-03-08,5.59,0.14,39.92857142857142
2000-03-09,5.57,0.14,39.785714285714285
2000-03-10,5.37,0.14,38.357142857142854
2000-03-13,5.52,0.14,39.42857142857142
2000-03-14,5.32,0.14,38.0
2000-03-15,5.7,0.14,40.71428571428571
2000-03-16,6.21,0.14,44.357142857142854
2000-03-17,5.84,0.14,41.71428571428571
2000-03-20,5.71,0.14,40.785714285714285
2000-03-21,5.89,0.14,42.07142857142856
2000-03-22,5.97,0.14,42.64285714285714
2000-03-23,6.16,0.14,44.0
2000-03-24,6.05,0.14,43.21428571428571
2000-03-27,6.03,0.14,43.07142857142857
2000-03-28,6.09,0.14,43.49999999999999
2000-03-29,5.99,0.14,42.785714285714285
2000-03-30,6.09,0.14,43.49999999999999
2000-03-31,6.38,0.14,45.57142857142857
2000-04-03,6.44,0.14,46.0
2000-04-04,6.35,0.14,45.35714285714285
2000-04-05,6.5,0.14,46.42857142857142
2000-04-06,6.44,0.14,46.0
2000-04-07,6.51,0.14,46.49999999999999
2000-04-10,6.27,0.14,44.78571428571428
2000-04-11,6.34,0.14,45.28571428571428
2000-04-12,6.76,0.14,48.28571428571428
2000-04-13,6.55,0.14,46.78571428571428
2000-04-14,6.16,0.14,44.0
2000-04-17,6.36,0.14,45.42857142857142
2000-04-18,6.48,0.14,46.285714285714285
2000-04-19,6.32,0.14,45.14285714285714
2000-04-20,6.33,0.14,45.21428571428571
2000-04-24,6.3,0.14,44.99999999999999
2000-04-25,6.3,0.14,44.99999999999999
2000-04-26,6.23,0.14,44.5
2000-04-27,6.13,0.14,43.78571428571428
2000-04-28,6.3,0.14,44.99999999999999
2000-05-01,6.32,0.14,45.14285714285714
2000-05-02,6.31,0.14,45.07142857142856
2000-05-03,6.46,0.14,46.14285714285714
2000-05-04,6.5,0.14,46.42857142857142
2000-05-05,6.34,0.14,45.28571428571428
2000-05-08,6.43,0.14,45.92857142857142
2000-05-09,6.59,0.14,47.07142857142857
2000-05-10,6.39,0.14,45.64285714285714
2000-05-11,6.69,0.14,47.785714285714285
2000-05-12,6.67,0.14,47.64285714285714
2000-05-15,6.67,0.14,47.64285714285714
2000-05-16,6.72,0.14,47.99999999999999
2000-05-17,6.46,0.14,46.14285714285714
2000-05-18,6.41,0.14,45.785714285714285
2000-05-19,6.49,0.14,46.357142857142854
2000-05-22,6.62,0.14,47.285714285714285
2000-05-23,6.63,0.14,47.357142857142854
2000-05-24,6.73,0.14,48.07142857142857
2000-05-25,6.56,0.14,46.85714285714285
2000-05-26,6.48,0.14,46.285714285714285
2000-05-30,6.47,0.14,46.21428571428571
2000-05-31,6.55,0.14,46.78571428571428
2000-06-01,6.58,0.14,46.99999999999999
2000-06-02,6.42,0.14,45.857142857142854
2000-06-05,6.36,0.14,45.42857142857142
2000-06-06,6.5,0.14,46.42857142857142
2000-06-07,6.63,0.14,47.357142857142854
2000-06-08,6.69,0.14,47.785714285714285
2000-06-09,6.84,0.14,48.857142857142854
2000-06-12,6.79,0.14,48.49999999999999
2000-06-13,6.73,0.14,48.07142857142857
2000-06-14,6.72,0.14,47.99999999999999
2000-06-15,6.84,0.14,48.857142857142854
2000-06-16,6.83,0.14,48.785714285714285
2000-06-19,6.8,0.14,48.57142857142856
2000-06-20,6.6,0.14,47.14285714285714
2000-06-21,6.75,0.14,48.21428571428571
2000-06-22,6.73,0.14,48.07142857142857
2000-06-23,6.49,0.14,46.357142857142854
2000-06-26,6.41,0.14,45.785714285714285
2000-06-27,6.24,0.14,44.57142857142857
2000-06-28,6.42,0.14,45.857142857142854
2000-06-29,6.28,0.14,44.857142857142854
2000-06-30,6.31,0.14,45.07142857142856
2000-07-03,6.47,0.14,46.21428571428571
2000-07-05,6.44,0.14,46.0
2000-07-06,6.52,0.14,46.57142857142856
2000-07-07,6.66,0.14,47.57142857142857
2000-07-10,6.52,0.14,46.57142857142856
2000-07-11,6.41,0.14,45.785714285714285
2000-07-12,6.38,0.14,45.57142857142857
2000-07-13,6.42,0.14,45.857142857142854
2000-07-14,6.27,0.12,52.25
2000-07-17,6.37,0.12,53.083333333333336
2000-07-18,6.47,0.12,53.916666666666664
2000-07-19,6.41,0.12,53.41666666666667
2000-07-20,6.36,0.12,53.00000000000001
2000-07-21,6.1,0.12,50.833333333333336
2000-07-24,6.05,0.12,50.416666666666664
2000-07-25,6.15,0.12,51.25000000000001
2000-07-26,6.12,0.12,51.0
2000-07-27,6.09,0.12,50.75
2000-07-28,5.97,0.12,49.75
2000-07-31,6.17,0.12,51.41666666666667
2000-08-01,6.14,0.12,51.166666666666664
2000-08-02,6.11,0.12,50.91666666666667
2000-08-03,6.23,0.12,51.91666666666667
2000-08-04,6.17,0.12,51.41666666666667
2000-08-07,6.08,0.12,50.66666666666667
2000-08-08,6.06,0.12,50.5
2000-08-09,6.11,0.12,50.91666666666667
2000-08-10,5.91,0.12,49.25
2000-08-11,5.69,0.12,47.41666666666667
2000-08-14,5.73,0.12,47.75000000000001
2000-08-15,6.06,0.12,50.5
2000-08-16,6.03,0.12,50.25000000000001
2000-08-17,6.07,0.12,50.583333333333336
2000-08-18,6.05,0.12,50.416666666666664
2000-08-21,6.13,0.12,51.083333333333336
2000-08-22,6.13,0.12,51.083333333333336
2000-08-23,6.2,0.12,51.66666666666667
2000-08-24,6.4,0.12,53.333333333333336
2000-08-25,6.59,0.12,54.916666666666664
2000-08-28,6.45,0.12,53.75
2000-08-29,6.73,0.12,56.083333333333336
2000-08-30,6.7,0.12,55.833333333333336
2000-08-31,6.73,0.12,56.083333333333336
2000-09-01,6.66,0.12,55.5
2000-09-05,6.59,0.12,54.916666666666664
2000-09-06,6.58,0.12,54.833333333333336
2000-09-07,6.72,0.12,56.0
2000-09-08,6.67,0.12,55.583333333333336
2000-09-11,6.66,0.12,55.5
2000-09-12,6.62,0.12,55.16666666666667
2000-09-13,6.82,0.12,56.833333333333336
2000-09-14,6.74,0.12,56.16666666666667
2000-09-15,6.7,0.12,55.833333333333336
2000-09-18,6.59,0.12,54.916666666666664
2000-09-19,6.78,0.12,56.50000000000001
2000-09-20,6.86,0.12,57.16666666666667
2000-09-21,6.89,0.12,57.416666666666664
2000-09-22,6.93,0.12,57.75
2000-09-25,6.84,0.12,57.0
2000-09-26,7.1,0.12,59.166666666666664
2000-09-27,7.17,0.12,59.75
2000-09-28,7.09,0.12,59.083333333333336
2000-09-29,6.79,0.12,56.583333333333336
2000-10-02,6.63,0.12,55.25
2000-10-03,6.52,0.12,54.33333333333333
2000-10-04,6.42,0.12,53.5
2000-10-05,6.34,0.12,52.833333333333336
2000-10-06,6.13,0.12,51.083333333333336
2000-10-09,6.19,0.12,51.583333333333336
2000-10-10,6.13,0.12,51.083333333333336
2000-10-11,6.03,0.12,50.25000000000001
2000-10-12,6.07,0.12,50.583333333333336
2000-10-13,6.09,0.17,35.8235294117647
2000-10-16,6.08,0.17,35.76470588235294
2000-10-17,6.08,0.17,35.76470588235294
2000-10-18,6.06,0.17,35.647058823529406
2000-10-19,6.0,0.17,35.29411764705882
2000-10-20,5.93,0.17,34.882352941176464
2000-10-23,6.03,0.17,35.470588235294116
2000-10-24,5.81,0.17,34.17647058823529
2000-10-25,5.87,0.17,34.529411764705884
2000-10-26,5.8,0.17,34.11764705882353
2000-10-27,5.84,0.17,34.35294117647059
2000-10-30,6.02,0.17,35.41176470588235
2000-10-31,6.09,0.17,35.8235294117647
2000-11-01,6.09,0.17,35.8235294117647
2000-11-02,6.13,0.17,36.05882352941176
2000-11-03,6.16,0.17,36.23529411764706
2000-11-06,6.25,0.17,36.76470588235294
2000-11-07,6.25,0.17,36.76470588235294
2000-11-08,6.25,0.17,36.76470588235294
2000-11-09,6.29,0.17,37.0
2000-11-10,6.35,0.17,37.35294117647059
2000-11-13,6.25,0.17,36.76470588235294
2000-11-14,6.42,0.17,37.764705882352935
2000-11-15,6.51,0.17,38.29411764705882
2000-11-16,6.48,0.17,38.11764705882353
2000-11-17,6.52,0.17,38.35294117647058
2000-11-20,6.39,0.17,37.588235294117645
2000-11-21,6.4,0.17,37.64705882352941
2000-11-22,6.22,0.17,36.588235294117645
2000-11-24,6.2,0.17,36.470588235294116
2000-11-27,6.19,0.17,36.411764705882355
2000-11-28,6.23,0.17,36.64705882352941
2000-11-29,6.13,0.17,36.05882352941176
2000-11-30,6.13,0.17,36.05882352941176
2000-12-01,6.09,0.17,35.8235294117647
2000-12-04,6.0,0.17,35.29411764705882
2000-12-05,6.09,0.17,35.8235294117647
2000-12-06,6.1,0.17,35.882352941176464
2000-12-07,6.34,0.17,37.29411764705882
2000-12-08,6.38,0.17,37.52941176470588
2000-12-11,6.52,0.17,38.35294117647058
2000-12-12,6.38,0.17,37.52941176470588
2000-12-13,6.49,0.17,38.17647058823529
2000-12-14,6.72,0.17,39.52941176470588
2000-12-15,6.73,0.17,39.588235294117645
2000-12-18,6.73,0.17,39.588235294117645
2000-12-19,6.71,0.17,39.470588235294116
2000-12-20,6.67,0.17,39.23529411764706
2000-12-21,6.75,0.17,39.705882352941174
2000-12-22,6.75,0.17,39.705882352941174
2000-12-26,6.91,0.17,40.64705882352941
2000-12-27,7.09,0.17,41.705882352941174
2000-12-28,7.31,0.17,42.99999999999999
2000-12-29,7.34,0.17,43.17647058823529
2001-01-02,7.13,0.17,41.94117647058823
2001-01-03,7.03,0.17,41.35294117647059
2001-01-04,6.71,0.17,39.470588235294116
2001-01-05,6.7,0.17,39.41176470588235
2001-01-08,7.12,0.17,41.88235294117647
2001-01-09,7.09,0.17,41.705882352941174
2001-01-10,7.33,0.17,43.11764705882353
2001-01-11,7.53,0.17,44.29411764705882
2001-01-12,7.52,0.17,44.23529411764705
2001-01-16,7.9,0.23,34.34782608695652
2001-01-17,7.95,0.23,34.565217391304344
2001-01-18,8.06,0.23,35.04347826086956
2001-01-19,7.92,0.23,34.43478260869565
2001-01-22,7.88,0.23,34.26086956521739
2001-01-23,8.05,0.23,35.0
2001-01-24,8.13,0.23,35.34782608695652
2001-01-25,8.19,0.23,35.60869565217391
2001-01-26,8.32,0.23,36.17391304347826
2001-01-29,8.39,0.23,36.47826086956522
2001-01-30,8.47,0.23,36.82608695652174
2001-01-31,8.43,0.23,36.65217391304348
2001-02-01,8.57,0.23,37.26086956521739
2001-02-02,8.43,0.23,36.65217391304348
2001-02-05,8.13,0.23,35.34782608695652
2001-02-06,7.9,0.23,34.34782608695652
2001-02-07,8.03,0.23,34.91304347826087
2001-02-08,7.96,0.23,34.608695652173914
2001-02-09,8.02,0.23,34.8695652173913
2001-02-12,8.22,0.23,35.73913043478261
2001-02-13,8.27,0.23,35.95652173913043
2001-02-14,8.26,0.23,35.91304347826087
2001-02-15,8.03,0.23,34.91304347826087
2001-02-16,8.09,0.23,35.17391304347826
2001-02-20,8.08,0.23,35.130434782608695
2001-02-21,7.93,0.23,34.47826086956521
2001-02-22,7.86,0.23,34.17391304347826
2001-02-23,7.8,0.23,33.91304347826087
2001-02-26,7.99,0.23,34.73913043478261
2001-02-27,7.93,0.23,34.47826086956521
2001-02-28,7.98,0.23,34.69565217391305
2001-03-01,7.95,0.23,34.565217391304344
2001-03-02,7.94,0.23,34.52173913043478
2001-03-05,8.1,0.23,35.21739130434782
2001-03-06,8.11,0.23,35.26086956521739
2001-03-07,8.14,0.23,35.391304347826086
2001-03-08,8.56,0.23,37.21739130434783
2001-03-09,8.72,0.23,37.91304347826087
2001-03-12,8.64,0.23,37.56521739130435
2001-03-13,8.68,0.23,37.73913043478261
2001-03-14,8.59,0.23,37.347826086956516
2001-03-15,8.66,0.23,37.65217391304348
2001-03-16,8.67,0.23,37.69565217391304
2001-03-19,8.51,0.23,37.0
2001-03-20,8.52,0.23,37.04347826086956
2001-03-21,8.46,0.23,36.78260869565218
2001-03-22,8.31,0.23,36.130434782608695
2001-03-23,8.31,0.23,36.130434782608695
2001-03-26,8.39,0.23,36.47826086956522
2001-03-27,8.48,0.23,36.869565217391305
2001-03-28,8.44,0.23,36.69565217391304
2001-03-29,8.62,0.23,37.47826086956521
2001-03-30,8.97,0.23,39.0
2001-04-02,8.95,0.23,38.91304347826087
2001-04-03,8.93,0.23,38.826086956521735
2001-04-04,9.06,0.23,39.391304347826086
2001-04-05,9.23,0.23,40.130434782608695
2001-04-06,9.19,0.23,39.95652173913043
2001-04-09,8.97,0.23,39.0
2001-04-10,8.87,0.23,38.565217391304344
2001-04-11,8.56,0.23,37.21739130434783
2001-04-12,8.46,0.23,36.78260869565218
2001-04-16,8.63,0.23,37.52173913043478
2001-04-17,8.61,0.23,37.43478260869565
2001-04-18,8.59,0.23,37.347826086956516
2001-04-19,8.53,0.23,37.086956521739125
2001-04-20,8.16,0.23,35.47826086956522
2001-04-23,8.1,0.23,35.21739130434782
2001-04-24,7.84,0.23,34.086956521739125
2001-04-25,8.01,0.23,34.826086956521735
2001-04-26,8.13,0.23,35.34782608695652
2001-04-27,8.21,0.23,35.69565217391305
2001-04-30,8.16,0.23,35.47826086956522
2001-05-01,8.36,0.23,36.347826086956516
2001-05-02,8.17,0.23,35.52173913043478
2001-05-03,8.41,0.23,36.565217391304344
2001-05-04,8.5,0.23,36.95652173913043
2001-05-07,8.54,0.23,37.13043478260869
2001-05-08,8.55,0.23,37.173913043478265
2001-05-09,8.43,0.23,36.65217391304348
2001-05-10,8.35,0.23,36.30434782608695
2001-05-11,8.4,0.23,36.52173913043478
2001-05-14,8.64,0.23,37.56521739130435
2001-05-15,8.79,0.23,38.21739130434782
2001-05-16,9.23,0.23,40.130434782608695
2001-05-17,9.48,0.23,41.21739130434783
2001-05-18,9.27,0.23,40.30434782608695
2001-05-21,9.75,0.23,42.391304347826086
2001-05-22,9.63,0.23,41.869565217391305
2001-05-23,9.55,0.23,41.52173913043478
2001-05-24,9.5,0.23,41.30434782608695
2001-05-25,9.56,0.23,41.56521739130435
2001-05-29,9.52,0.23,41.391304347826086
2001-05-30,9.88,0.23,42.95652173913044
2001-05-31,9.66,0.23,42.0
2001-06-01,9.96,0.23,43.30434782608696
2001-06-04,10.03,0.23,43.60869565217391
2001-06-05,10.0,0.23,43.47826086956522
2001-06-06,9.78,0.23,42.52173913043478
2001-06-07,9.99,0.23,43.43478260869565
2001-06-08,9.87,0.23,42.91304347826087
2001-06-11,9.42,0.23,40.95652173913043
2001-06-12,9.3,0.23,40.434782608695656
2001-06-13,9.53,0.23,41.43478260869565
2001-06-14,9.75,0.23,42.391304347826086
2001-06-15,9.93,0.23,43.17391304347826
2001-06-18,10.11,0.23,43.95652173913043
2001-06-19,10.19,0.23,44.30434782608695
2001-06-20,10.75,0.23,46.73913043478261
2001-06-21,9.78,0.23,42.52173913043478
2001-06-22,9.78,0.23,42.52173913043478
2001-06-25,9.78,0.23,42.52173913043478
2001-06-26,9.71,0.23,42.21739130434783
2001-06-27,9.38,0.23,40.78260869565217
2001-06-28,9.85,0.23,42.826086956521735
2001-06-29,10.25,0.23,44.565217391304344
2001-07-02,10.67,0.23,46.391304347826086
2001-07-03,10.69,0.23,46.47826086956521
2001-07-05,10.55,0.23,45.869565217391305
2001-07-06,10.4,0.23,45.21739130434783
2001-07-09,10.49,0.23,45.608695652173914
2001-07-10,10.25,0.23,44.565217391304344
2001-07-11,10.73,0.23,46.65217391304348
2001-07-12,10.43,0.23,45.347826086956516
2001-07-13,10.46,0.23,45.47826086956522
2001-07-16,10.76,0.14,76.85714285714285
2001-07-17,10.94,0.14,78.14285714285714
2001-07-18,10.9,0.14,77.85714285714285
2001-07-19,10.9,0.14,77.85714285714285
2001-07-20,10.8,0.14,77.14285714285714
2001-07-23,10.88,0.14,77.71428571428571
2001-07-24,10.69,0.14,76.35714285714285
2001-07-25,10.66,0.14,76.14285714285714
2001-07-26,10.31,0.14,73.64285714285714
2001-07-27,10.63,0.14,75.92857142857143
2001-07-30,10.64,0.14,76.0
2001-07-31,10.53,0.14,75.21428571428571
2001-08-01,10.7,0.14,76.42857142857142
2001-08-02,10.97,0.14,78.35714285714286
2001-08-03,10.89,0.14,77.78571428571428
2001-08-06,10.86,0.14,77.57142857142856
2001-08-07,10.69,0.14,76.35714285714285
2001-08-08,10.86,0.14,77.57142857142856
2001-08-09,10.87,0.14,77.64285714285712
2001-08-10,10.96,0.14,78.28571428571428
2001-08-13,10.85,0.14,77.49999999999999
2001-08-14,10.79,0.14,77.07142857142856
2001-08-15,11.0,0.14,78.57142857142857
2001-08-16,11.11,0.14,79.35714285714285
2001-08-17,11.29,0.14,80.64285714285712
2001-08-20,11.5,0.14,82.14285714285714
2001-08-21,11.42,0.14,81.57142857142857
2001-08-22,11.25,0.14,80.35714285714285
2001-08-23,11.19,0.14,79.92857142857142
2001-08-24,11.11,0.14,79.35714285714285
2001-08-27,10.5,0.14,74.99999999999999
2001-08-28,10.76,0.14,76.85714285714285
2001-08-29,10.63,0.14,75.92857142857143
2001-08-30,10.55,0.14,75.35714285714286
2001-08-31,10.59,0.14,75.64285714285714
2001-09-04,10.81,0.14,77.21428571428571
2001-09-05,10.38,0.14,74.14285714285714
2001-09-06,9.69,0.14,69.21428571428571
2001-09-07,9.65,0.14,68.92857142857143
2001-09-10,9.5,0.14,67.85714285714285
2001-09-17,9.81,0.14,70.07142857142857
2001-09-18,9.76,0.14,69.71428571428571
2001-09-19,9.62,0.14,68.71428571428571
2001-09-20,9.21,0.14,65.78571428571429
2001-09-21,9.05,0.14,64.64285714285714
2001-09-24,9.5,0.14,67.85714285714285
2001-09-25,9.78,0.14,69.85714285714285
2001-09-26,10.25,0.14,73.21428571428571
2001-09-27,10.46,0.14,74.71428571428571
2001-09-28,10.42,0.14,74.42857142857142
2001-10-01,10.26,0.14,73.28571428571428
2001-10-02,10.5,0.14,74.99999999999999
2001-10-03,11.25,0.14,80.35714285714285
2001-10-04,10.75,0.14,76.78571428571428
2001-10-05,10.55,0.14,75.35714285714286
2001-10-08,10.67,0.14,76.21428571428571
2001-10-09,10.73,0.14,76.64285714285714
2001-10-10,11.07,0.14,79.07142857142857
2001-10-11,10.85,0.14,77.49999999999999
2001-10-12,10.79,0.14,77.07142857142856
2001-10-15,11.08,0.2,55.4
2001-10-16,11.0,0.2,55.0
2001-10-17,10.85,0.2,54.24999999999999
2001-10-18,10.81,0.2,54.05
2001-10-19,10.98,0.2,54.9
2001-10-22,10.89,0.2,54.45
2001-10-23,10.68,0.2,53.4
2001-10-24,10.72,0.2,53.6
2001-10-25,10.74,0.2,53.699999999999996
2001-10-26,11.05,0.2,55.25
2001-10-29,10.73,0.2,53.65
2001-10-30,10.52,0.2,52.599999999999994
2001-10-31,10.26,0.2,51.3
2001-11-01,10.46,0.2,52.300000000000004
2001-11-02,10.58,0.2,52.9
2001-11-05,10.92,0.2,54.599999999999994
2001-11-06,10.86,0.2,54.3
2001-11-07,10.8,0.2,54.0
2001-11-08,10.61,0.2,53.05
2001-11-09,10.27,0.2,51.349999999999994
2001-11-12,10.23,0.2,51.15
2001-11-13,9.87,0.2,49.349999999999994
2001-11-14,9.56,0.2,47.8
2001-11-15,9.91,0.2,49.55
2001-11-16,9.94,0.2,49.699999999999996
2001-11-19,9.99,0.2,49.949999999999996
2001-11-20,9.98,0.2,49.9
2001-11-21,9.96,0.2,49.800000000000004
2001-11-23,10.05,0.2,50.25
2001-11-26,9.56,0.2,47.8
2001-11-27,9.25,0.2,46.25
2001-11-28,9.38,0.2,46.9
2001-11-29,9.28,0.2,46.39999999999999
2001-11-30,9.48,0.2,47.4
2001-12-03,9.61,0.2,48.05
2001-12-04,9.66,0.2,48.3
2001-12-05,9.69,0.2,48.449999999999996
2001-12-06,10.16,0.2,50.8
2001-12-07,9.76,0.2,48.8
2001-12-10,9.92,0.2,49.599999999999994
2001-12-11,9.8,0.2,49.0
2001-12-12,9.94,0.2,49.699999999999996
2001-12-13,10.09,0.2,50.449999999999996
2001-12-14,9.98,0.2,49.9
2001-12-17,9.75,0.2,48.75
2001-12-18,10.01,0.2,50.05
2001-12-19,10.43,0.2,52.15
2001-12-20,10.43,0.2,52.15
2001-12-21,10.75,0.2,53.75
2001-12-24,10.75,0.2,53.75
2001-12-26,10.48,0.2,52.4
2001-12-27,10.58,0.2,52.9
2001-12-28,10.51,0.2,52.55
2001-12-31,10.71,0.2,53.550000000000004
2002-01-02,10.69,0.2,53.449999999999996
2002-01-03,10.78,0.2,53.89999999999999
2002-01-04,11.01,0.2,55.05
2002-01-07,11.49,0.2,57.449999999999996
2002-01-08,11.83,0.2,59.15
2002-01-09,11.94,0.2,59.699999999999996
2002-01-10,11.98,0.2,59.9
2002-01-11,12.05,0.2,60.25
2002-01-14,11.57,0.28,41.32142857142857
2002-01-15,11.63,0.28,41.535714285714285
2002-01-16,11.75,0.28,41.96428571428571
2002-01-17,11.71,0.28,41.82142857142857
2002-01-18,11.98,0.28,42.785714285714285
2002-01-22,12.15,0.28,43.39285714285714
2002-01-23,12.09,0.28,43.17857142857142
2002-01-24,11.49,0.28,41.035714285714285
2002-01-25,11.75,0.28,41.96428571428571
2002-01-28,11.84,0.28,42.285714285714285
2002-01-29,11.81,0.28,42.17857142857142
2002-01-30,11.78,0.28,42.07142857142856
2002-01-31,11.97,0.28,42.75
2002-02-01,11.88,0.28,42.42857142857143
2002-02-04,11.86,0.28,42.357142857142854
2002-02-05,11.69,0.28,41.74999999999999
2002-02-06,12.0,0.28,42.857142857142854
2002-02-07,12.48,0.28,44.57142857142857
2002-02-08,12.53,0.28,44.74999999999999
2002-02-11,12.73,0.28,45.46428571428571
2002-02-12,12.75,0.28,45.535714285714285
2002-02-13,12.28,0.28,43.857142857142854
2002-02-14,12.15,0.28,43.39285714285714
2002-02-15,12.45,0.28,44.46428571428571
2002-02-19,12.44,0.28,44.42857142857142
2002-02-20,12.1,0.28,43.21428571428571
2002-02-21,12.51,0.28,44.67857142857142
2002-02-22,12.73,0.28,45.46428571428571
2002-02-25,12.96,0.28,46.285714285714285
2002-02-26,12.96,0.28,46.285714285714285
2002-02-27,13.45,0.28,48.03571428571428
2002-02-28,13.59,0.28,48.53571428571428
2002-03-01,12.94,0.28,46.21428571428571
2002-03-04,13.28,0.28,47.42857142857142
2002-03-05,13.25,0.28,47.32142857142857
2002-03-06,13.48,0.28,48.14285714285714
2002-03-07,13.07,0.28,46.67857142857142
2002-03-08,13.05,0.28,46.607142857142854
2002-03-11,13.1,0.28,46.78571428571428
2002-03-12,13.2,0.28,47.14285714285714
2002-03-13,13.23,0.28,47.25
2002-03-14,13.25,0.28,47.32142857142857
2002-03-15,13.33,0.28,47.607142857142854
2002-03-18,13.43,0.28,47.96428571428571
2002-03-19,13.29,0.28,47.46428571428571
2002-03-20,13.25,0.28,47.32142857142857
2002-03-21,13.12,0.28,46.85714285714285
2002-03-22,13.01,0.28,46.46428571428571
2002-03-25,12.93,0.28,46.17857142857142
2002-03-26,13.1,0.28,46.78571428571428
2002-03-27,13.46,0.28,48.07142857142857
2002-03-28,13.74,0.28,49.07142857142857
2002-04-01,13.69,0.28,48.89285714285714
2002-04-02,13.76,0.28,49.14285714285714
2002-04-03,13.42,0.28,47.92857142857142
2002-04-04,13.71,0.28,48.964285714285715
2002-04-05,13.47,0.28,48.107142857142854
2002-04-08,13.75,0.28,49.107142857142854
2002-04-09,13.66,0.28,48.785714285714285
2002-04-10,13.83,0.28,49.39285714285714
2002-04-11,13.66,0.28,48.785714285714285
2002-04-12,14.0,0.28,49.99999999999999
2002-04-15,14.11,0.28,50.39285714285714
2002-04-16,14.18,0.28,50.64285714285714
2002-04-17,14.13,0.28,50.464285714285715
2002-04-18,14.11,0.28,50.39285714285714
2002-04-19,14.5,0.28,51.78571428571428
2002-04-22,14.44,0.28,51.57142857142856
2002-04-23,14.36,0.28,51.28571428571428
2002-04-24,14.44,0.28,51.57142857142856
2002-04-25,14.36,0.28,51.28571428571428
2002-04-26,14.34,0.28,51.21428571428571
2002-04-29,14.44,0.28,51.57142857142856
2002-04-30,15.1,0.28,53.92857142857142
2002-05-01,15.44,0.28,55.14285714285714
2002-05-02,15.31,0.28,54.67857142857142
2002-05-03,15.3,0.28,54.64285714285714
2002-05-06,15.29,0.28,54.60714285714285
2002-05-07,15.48,0.28,55.285714285714285
2002-05-08,15.31,0.28,54.67857142857142
2002-05-09,15.25,0.28,54.46428571428571
2002-05-10,15.11,0.28,53.96428571428571
2002-05-13,15.08,0.28,53.857142857142854
2002-05-14,14.37,0.28,51.32142857142856
2002-05-15,14.24,0.28,50.857142857142854
2002-05-16,14.34,0.28,51.21428571428571
2002-05-17,13.93,0.28,49.74999999999999
2002-05-20,13.97,0.28,49.89285714285714
2002-05-21,13.7,0.28,48.92857142857142
2002-05-22,13.92,0.28,49.71428571428571
2002-05-23,13.85,0.28,49.46428571428571
2002-05-24,13.72,0.28,49.0
2002-05-28,13.69,0.28,48.89285714285714
2002-05-29,14.2,0.28,50.71428571428571
2002-05-30,14.5,0.28,51.78571428571428
2002-05-31,14.74,0.28,52.64285714285714
2002-06-03,14.42,0.28,51.49999999999999
2002-06-04,14.6,0.28,52.14285714285714
2002-06-05,14.7,0.28,52.49999999999999
2002-06-06,14.7,0.28,52.49999999999999
2002-06-07,14.86,0.28,53.07142857142856
2002-06-10,14.84,0.28,52.99999999999999
2002-06-11,14.09,0.28,50.32142857142857
2002-06-12,14.37,0.28,51.32142857142856
2002-06-13,14.21,0.28,50.75
2002-06-14,14.03,0.28,50.10714285714285
2002-06-17,14.36,0.28,51.28571428571428
2002-06-18,14.2,0.28,50.71428571428571
2002-06-19,13.73,0.28,49.035714285714285
