date,PAYC,PAYC_EPS,PE Ratio
2019-05-01,201.46,0.53974,373.25378886130363
2019-05-02,201.47,0.80986,248.77139258637294
2019-05-03,206.89,0.80986,255.46390734200972
2019-05-06,207.46,0.80986,256.1677326945398
2019-05-07,201.9,0.80986,249.30234855407107
2019-05-08,204.75,0.80986,252.8214753167214
2019-05-09,207.89,0.80986,256.6986886622379
2019-05-10,208.39,0.80986,257.316079322352
2019-05-13,197.25,0.80986,243.56061541501
2019-05-14,203.28,0.80986,251.00634677598597
2019-05-15,204.39,0.80986,252.37695404143923
2019-05-16,212.05,0.80986,261.8353789543872
2019-05-17,210.75,0.80986,260.23016323809054
2019-05-20,207.29,0.80986,255.957819870101
2019-05-21,213.55,0.80986,263.6875509347295
2019-05-22,213.07,0.80986,263.0948559010199
2019-05-23,206.77,0.80986,255.31573358358236
2019-05-24,208.23,0.80986,257.11851431111546
2019-05-28,208.19,0.80986,257.0691230583064
2019-05-29,206.05,0.80986,254.42669103301805
2019-05-30,209.14,0.80986,258.2421653125231
2019-05-31,212.1,0.80986,261.8971180203986
2019-06-03,197.34,0.80986,243.67174573383053
2019-06-04,209.02,0.80986,258.0939915540958
2019-06-05,216.77,0.80986,267.66354678586424
2019-06-06,219.21,0.80986,270.676413207221
2019-06-07,222.45,0.80986,274.6771046847603
2019-06-10,221.91,0.80986,274.0103227718371
2019-06-11,213.83,0.80986,264.0332897043934
2019-06-12,214.0,0.80986,264.2432025288321
2019-06-13,218.76,0.80986,270.1207616131183
2019-06-14,214.34,0.80986,264.66302817770975
2019-06-17,219.52,0.80986,271.0591954164917
2019-06-18,222.42,0.80986,274.64006124515345
2019-06-19,225.89,0.80986,278.92475242634526
2019-06-20,230.15,0.80986,284.18492085051736
2019-06-21,228.25,0.80986,281.8388363420838
2019-06-24,225.75,0.80986,278.75188304151334
2019-06-25,218.35,0.80986,269.61450127182474
2019-06-26,216.82,0.80986,267.72528585187564
2019-06-27,224.56,0.80986,277.2824932704418
2019-06-28,226.72,0.80986,279.94962092213467
2019-07-01,227.0,0.80986,280.2953596917986
2019-07-02,232.92,0.80986,287.6052651075494
2019-07-03,235.74,0.80986,291.08734843059295
2019-07-05,239.3,0.80986,295.4831699306053
2019-07-08,239.06,0.80986,295.1868224137505
2019-07-09,239.92,0.80986,296.24873434914673
2019-07-10,244.47,0.80986,301.866989356185
2019-07-11,243.87,0.80986,301.1261205640481
2019-07-12,243.64,0.80986,300.8421208603956
2019-07-15,243.38,0.80986,300.5210777171363
2019-07-16,239.97,0.80986,296.3104734151582
2019-07-17,242.41,0.80986,299.32333983651495
2019-07-18,242.05,0.80986,298.87881856123283
2019-07-19,232.81,0.80986,287.46943916232436
2019-07-22,233.93,0.80986,288.85239424097995
2019-07-23,231.89,0.80986,286.3334403477144
2019-07-24,235.13,0.80986,290.33413182525373
2019-07-25,235.12,0.80986,290.32178401205147
2019-07-26,235.2,0.80986,290.42056651766967
2019-07-29,229.61,0.80986,283.5181389375942
2019-07-30,228.62,0.80986,282.29570543056826
2019-07-31,240.75,0.80986,297.27360284493614
2019-08-01,237.88,1.64405,144.69146315501354
2019-08-02,236.52,1.64405,143.8642377056659
2019-08-05,221.17,1.64405,134.5275387001612
2019-08-06,225.31,1.64405,137.04571028861653
2019-08-07,231.2,1.64405,140.62832638910007
2019-08-08,240.47,1.64405,146.2668410328153
2019-08-09,240.62,1.64405,146.3580791338463
2019-08-12,239.1,1.64405,145.4335330433989
2019-08-13,243.58,1.64405,148.15851099419118
2019-08-14,232.3,1.64405,141.29740579666068
2019-08-15,235.14,1.64405,143.02484717618077
2019-08-16,241.42,1.64405,146.8446823393449
2019-08-19,243.66,1.64405,148.20717131474103
2019-08-20,246.97,1.64405,150.22049207749157
2019-08-21,251.9,1.64405,153.2191843313768
2019-08-22,248.6,1.64405,151.21194610869497
2019-08-23,248.91,1.64405,151.4005048508257
2019-08-26,252.68,1.64405,153.69362245673793
2019-08-27,255.1,1.64405,155.16559715337124
2019-08-28,253.23,1.64405,154.02816216051824
2019-08-29,254.1,1.64405,154.55734314649797
2019-08-30,250.12,1.64405,152.13649219914237
2019-09-03,244.27,1.64405,148.57820625893373
2019-09-04,247.88,1.64405,150.77400322374623
2019-09-05,252.69,1.64405,153.69970499680667
2019-09-06,249.62,1.64405,151.83236519570573
2019-09-09,228.72,1.64405,139.11985645205436
2019-09-10,211.32,1.64405,128.53623673245946
2019-09-11,206.7,1.64405,125.72610322070496
2019-09-12,212.51,1.64405,129.26005900063865
2019-09-13,209.66,1.64405,127.52653508104984
2019-09-16,211.29,1.64405,128.51798911225328
2019-09-17,215.47,1.64405,131.06049086098355
2019-09-18,216.07,1.64405,131.4254432651075
2019-09-19,219.32,1.64405,133.40226878744562
2019-09-20,215.96,1.64405,131.35853532435146
2019-09-23,217.44,1.64405,132.2587512545239
2019-09-24,208.93,1.64405,127.08250965603236
2019-09-25,211.26,1.64405,128.49974149204706
2019-09-26,212.3,1.64405,129.1323256591953
2019-09-27,206.4,1.64405,125.543627018643
2019-09-30,209.49,1.64405,127.4231318998814
2019-10-01,207.94,1.64405,126.48033818922782
2019-10-02,204.57,1.64405,124.43052218606489
2019-10-03,209.13,1.64405,127.20416045740701
2019-10-04,214.29,1.64405,130.34275113287308
2019-10-07,214.3,1.64405,130.34883367294182
2019-10-08,207.6,1.64405,126.2735318268909
2019-10-09,215.31,1.64405,130.96317021988384
2019-10-10,214.18,1.64405,130.27584319211704
2019-10-11,220.03,1.64405,133.83412913232567
2019-10-14,220.4,1.64405,134.05918311486877
2019-10-15,220.88,1.64405,134.35114503816794
2019-10-16,212.11,1.64405,129.01675739788936
2019-10-17,210.19,1.64405,127.84890970469267
2019-10-18,202.98,1.64405,123.46339831513639
2019-10-21,206.03,1.64405,125.31857303609988
2019-10-22,190.6,1.64405,115.93321371004531
2019-10-23,194.61,1.64405,118.37231227760714
2019-10-24,203.5,1.64405,123.7796903987105
2019-10-25,209.67,1.64405,127.53261762111858
2019-10-28,209.08,1.64405,127.17374775706335
2019-10-29,209.16,1.64405,127.22240807761321
2019-10-30,213.0,1.64405,129.55810346400656
2019-10-31,211.53,0.6703,315.5751156198717
2019-11-01,214.31,0.6703,319.7225123079218
2019-11-04,212.05,0.6703,316.3508876622408
2019-11-05,212.8,0.6703,317.469789646427
2019-11-06,213.56,0.6703,318.60361032373567
2019-11-07,213.0,0.6703,317.7681635088766
2019-11-08,218.42,0.6703,325.8540951812621
2019-11-11,220.16,0.6703,328.4499477845741
2019-11-12,222.0,0.6703,331.19498731911085
2019-11-13,226.62,0.6703,338.0874235416978
2019-11-14,230.8,0.6703,344.32343726689544
2019-11-15,232.75,0.6703,347.2325824257795
2019-11-18,235.26,0.6703,350.9771743995226
2019-11-19,239.49,0.6703,357.2877815903327
2019-11-20,260.93,0.6703,389.2734596449351
2019-11-21,261.46,0.6703,390.06415038042667
2019-11-22,263.31,0.6703,392.8241086080859
2019-11-25,267.24,0.6703,398.68715500522154
2019-11-26,274.1,0.6703,408.92137848724457
2019-11-27,279.66,0.6703,417.2161718633448
2019-11-29,276.81,0.6703,412.9643443234373
2019-12-02,269.04,0.6703,401.3725197672684
2019-12-03,270.43,0.6703,403.44621811129343
2019-12-04,269.91,0.6703,402.6704460689244
2019-12-05,268.53,0.6703,400.61166641802174
2019-12-06,268.79,0.6703,400.99955243920635
2019-12-09,268.8,0.6703,401.0144711323288
2019-12-10,265.5,0.6703,396.0913024019096
2019-12-11,262.07,0.6703,390.9741906608981
2019-12-12,254.48,0.6703,379.6509025809339
2019-12-13,256.99,0.6703,383.39549455467704
2019-12-16,259.48,0.6703,387.1102491421752
2019-12-17,256.51,0.6703,382.67939728479786
2019-12-18,259.34,0.6703,386.90138743846035
2019-12-19,261.76,0.6703,390.51171117410115
2019-12-20,263.54,0.6703,393.16723854990306
2019-12-23,265.02,0.6703,395.37520513203043
2019-12-24,264.64,0.6703,394.8082947933761
2019-12-26,268.72,0.6703,400.89512158734897
2019-12-27,268.89,0.6703,401.14873937043114
2019-12-30,262.42,0.6703,391.49634492018504
2019-12-31,264.76,0.6703,394.9873191108459
2020-01-02,271.8,0.6703,405.49007906907354
2020-01-03,272.71,0.6703,406.8476801432194
2020-01-06,278.09,0.6703,414.873937043115
2020-01-07,279.49,0.6703,416.9625540802626
2020-01-08,283.12,0.6703,422.3780396837237
2020-01-09,285.29,0.6703,425.61539609130244
2020-01-10,285.58,0.6703,426.04803819185435
2020-01-13,295.43,0.6703,440.7429509174996
2020-01-14,286.51,0.6703,427.43547665224526
2020-01-15,289.09,0.6703,431.2844994778457
2020-01-16,294.31,0.6703,439.0720572877816
2020-01-17,296.24,0.6703,441.9513650604207
2020-01-21,299.78,0.6703,447.23258242577947
2020-01-22,303.28,0.6703,452.4541250186483
2020-01-23,314.85,0.6703,469.71505296136064
2020-01-24,314.81,0.6703,469.65537818887066
2020-01-27,312.53,0.6703,466.2539161569446
2020-01-28,318.59,0.6703,475.294644189169
2020-01-29,322.05,0.6703,480.45651200954796
2020-01-30,325.62,0.6703,485.7824854542742
2020-01-31,318.16,0.6703,474.6531403849023
2020-02-03,323.47,0.6703,482.5749664329405
2020-02-04,337.74,0.6703,503.863941518723
2020-02-05,322.5,0.6703,481.1278532000597
2020-02-06,290.71,0.6703,433.70132776368786
2020-02-07,293.53,0.6703,437.90839922422794
2020-02-10,297.99,0.6703,444.56213635685515
2020-02-11,294.76,0.6703,439.7433984782933
2020-02-12,296.36,0.6703,442.13038937789054
2020-02-13,303.29,0.77712,390.2743463043031
2020-02-14,314.43,0.77712,404.60932674490425
2020-02-18,318.16,0.77712,409.40910026765494
2020-02-19,324.48,0.77712,417.54169240271773
2020-02-20,310.33,0.77712,399.33343627753754
2020-02-21,300.39,0.77712,386.54261890055585
2020-02-24,295.77,0.77712,380.5975911056207
2020-02-25,288.91,0.77712,371.7701255919292
2020-02-26,291.92,0.77712,375.64340127650814
2020-02-27,281.36,0.77712,362.05476631665636
2020-02-28,282.65,0.77712,363.7147416100473
2020-03-02,291.96,0.77712,375.69487337862876
2020-03-03,282.3,0.77712,363.26436071649164
2020-03-04,293.69,0.77712,377.9210417953469
2020-03-05,282.26,0.77712,363.21288861437097
2020-03-06,267.71,0.77712,344.4899114679843
2020-03-09,240.84,0.77712,309.9135268684373
2020-03-10,239.48,0.77712,308.1634753963352
2020-03-11,220.68,0.77712,283.9715873996294
2020-03-12,191.98,0.77712,247.04035412806257
2020-03-13,226.62,0.77712,291.615194564546
2020-03-16,196.27,0.77712,252.56073708050238
2020-03-17,216.75,0.77712,278.9144533662755
2020-03-18,192.39,0.77712,247.56794317479924
2020-03-19,197.55,0.77712,254.20784434836318
2020-03-20,192.81,0.77712,248.10840024706607
2020-03-23,178.94,0.77712,230.2604488367305
2020-03-24,201.62,0.77712,259.44513073913936
2020-03-25,210.65,0.77712,271.06495779287627
2020-03-26,229.21,0.77712,294.9480131768581
2020-03-27,208.94,0.77712,268.86452542721844
2020-03-30,213.12,0.77712,274.24336009882643
2020-03-31,202.01,0.77712,259.9469837348157
2020-04-01,187.44,0.77712,241.19827053736873
2020-04-02,181.26,0.77712,233.2458307597282
2020-04-03,165.01,0.77712,212.3352892732139
2020-04-06,181.85,0.77712,234.00504426600781
2020-04-07,186.02,0.77712,239.37101091208567
2020-04-08,202.58,0.77712,260.68046119003503
2020-04-09,221.99,0.77712,285.6572987440807
2020-04-13,216.35,0.77712,278.39973234506897
2020-04-14,228.51,0.77712,294.04725138974675
2020-04-15,226.4,0.77712,291.33209800288245
2020-04-16,206.71,0.77712,265.9949557339922
2020-04-17,224.99,0.77712,289.5177064031295
2020-04-20,222.36,0.77712,286.13341568869674
2020-04-21,208.2,0.77712,267.9122915379864
2020-04-22,217.74,0.77712,280.18838789376156
2020-04-23,211.67,0.77712,272.37749639695284
2020-04-24,211.8,0.77712,272.54478072884496
2020-04-27,226.1,0.77712,290.94605723697754
2020-04-28,236.69,0.77712,304.57329627341977
2020-04-29,270.0,0.77712,347.4366893143916
2020-04-30,261.02,1.07782,242.17401792507096
2020-05-01,241.66,1.07782,224.21183500027834
2020-05-04,248.12,1.07782,230.2054146332412
2020-05-05,256.98,1.07782,238.42571115770724
2020-05-06,255.04,1.07782,236.62578167040877
2020-05-07,268.82,1.07782,249.41084782245645
2020-05-08,272.03,1.07782,252.38908166484197
2020-05-11,274.29,1.07782,254.4859067376742
2020-05-12,263.45,1.07782,244.42856877771797
2020-05-13,243.31,1.07782,225.7427028631868
2020-05-14,252.81,1.07782,234.5567905587204
2020-05-15,261.68,1.07782,242.78636507023438
2020-05-18,283.9,1.07782,263.40205229073496
2020-05-19,279.69,1.07782,259.4960197435564
2020-05-20,273.47,1.07782,253.72511179974396
2020-05-21,274.28,1.07782,254.47662875062625
2020-05-22,269.35,1.07782,249.90258113599677
2020-05-26,280.3,1.07782,260.0619769534802
2020-05-27,287.06,1.07782,266.3338961978809
2020-05-28,287.21,1.07782,266.47306600359985
2020-05-29,297.23,1.07782,275.7696090256258
2020-06-01,305.61,1.07782,283.5445621717912
2020-06-02,306.84,1.07782,284.6857545786866
2020-06-03,306.98,1.07782,284.8156463973576
2020-06-04,303.17,1.07782,281.2807333320963
2020-06-05,329.78,1.07782,305.9694568666382
2020-06-08,331.02,1.07782,307.1199272605815
2020-06-09,327.6,1.07782,303.94685569018947
2020-06-10,331.5,1.07782,307.56527063888217
2020-06-11,295.68,1.07782,274.3315210331966
2020-06-12,302.8,1.07782,280.93744781132284
2020-06-15,307.720001,1.07782,285.5022183667032
2020-06-16,312.640015,1.07782,290.06700098346664
2020-06-17,309.019989,1.07782,286.70834554934964
2020-06-18,316.299988,1.07782,293.462719192444
2020-06-19,318.160004,1.07782,295.18843962813827
2020-06-22,322.660004,1.07782,299.36353379970683
2020-06-23,329.640015,1.07782,305.83957896494775
2020-06-24,312.570007,1.07782,290.00204765174146
2020-06-25,317.040009,1.07782,294.14930971776363
2020-06-26,306.369995,1.07782,284.24968454844037
2020-06-29,300.359985,1.07782,278.67360505464734
2020-06-30,309.730011,1.07782,287.3671030413241
2020-07-01,320.26001,1.07782,297.1368224749958
2020-07-02,321.5,1.07782,298.2872835909521
2020-07-06,321.410004,1.07782,298.2037854187156
2020-07-07,313.730011,1.07782,291.07829786049615
2020-07-08,319.140015,1.07782,296.0976925646212
2020-07-09,314.01001,1.07782,291.33808057003955
2020-07-10,309.0,1.07782,286.6897997810395
2020-07-13,290.25,1.07782,269.2935740661706
2020-07-14,286.440002,1.07782,265.75866285650665
2020-07-15,294.190002,1.07782,272.9491028186525
2020-07-16,290.299988,1.07782,269.3399528678258
2020-07-17,295.070007,1.07782,273.7655703178638
2020-07-20,302.799988,1.07782,280.9374366777384
2020-07-21,293.899994,1.07782,272.68003377187284
2020-07-22,298.059998,1.07782,276.5396800950066
2020-07-23,291.200012,1.07782,270.17499396930845
2020-07-24,286.970001,1.07782,266.25039524224826
2020-07-27,290.290009,1.07782,269.33069436455065
2020-07-28,286.790009,1.07782,266.0833988977751
2020-07-29,294.420013,1.07782,273.1625067265406
2020-07-30,286.529999,1.07782,265.8421619565419
2020-07-31,284.369995,1.07782,263.8381130429942
2020-08-03,288.079987,1.07782,267.2802388153866
2020-08-04,285.5,1.07782,264.88653021840383
2020-08-05,302.049988,1.07782,280.24158764914364
2020-08-06,298.660004,0.49068,608.6655335452841
2020-08-07,296.660004,0.49068,604.5895573489851
2020-08-10,289.440002,0.49068,589.8752792043695
2020-08-11,285.48999,0.49068,581.8252017608216
2020-08-12,287.700012,0.49068,586.3292002934703
2020-08-13,301.880005,0.49068,615.2278572593135
2020-08-14,303.070007,0.49068,617.6530671720876
2020-08-17,299.049988,0.49068,609.4603162957528
2020-08-18,292.309998,0.49068,595.7242968941061
2020-08-19,293.0,0.49068,597.1305127578055
2020-08-20,293.429993,0.49068,598.0068333740932
2020-08-21,287.209991,0.49068,585.330543327627
