date,NBL,NBL_EPS,PE Ratio
2007-06-19,32.24,1.24,26.000000000000004
2007-06-20,31.34,1.24,25.274193548387096
2007-06-21,32.26,1.24,26.016129032258064
2007-06-22,31.6,1.24,25.483870967741936
2007-06-25,31.49,1.24,25.39516129032258
2007-06-26,30.36,1.24,24.483870967741936
2007-06-27,30.56,1.24,24.64516129032258
2007-06-28,30.6,1.24,24.67741935483871
2007-06-29,31.2,1.24,25.161290322580644
2007-07-02,31.7,1.24,25.564516129032256
2007-07-03,31.64,1.24,25.516129032258064
2007-07-05,31.79,1.24,25.637096774193548
2007-07-06,31.83,1.24,25.669354838709676
2007-07-09,32.6,1.24,26.290322580645164
2007-07-10,32.27,1.24,26.0241935483871
2007-07-11,32.48,1.24,26.193548387096772
2007-07-12,32.81,1.24,26.45967741935484
2007-07-13,32.74,1.24,26.403225806451616
2007-07-16,32.06,1.24,25.85483870967742
2007-07-17,32.51,1.24,26.21774193548387
2007-07-18,33.4,1.24,26.93548387096774
2007-07-19,33.48,1.24,26.999999999999996
2007-07-20,32.86,1.24,26.5
2007-07-23,32.46,1.24,26.17741935483871
2007-07-24,31.49,1.24,25.39516129032258
2007-07-25,31.91,1.24,25.733870967741936
2007-07-26,31.17,1.24,25.13709677419355
2007-07-27,30.88,1.24,24.903225806451612
2007-07-30,30.95,1.24,24.95967741935484
2007-07-31,30.57,1.24,24.653225806451612
2007-08-01,31.74,1.24,25.596774193548384
2007-08-02,31.9,2.46,12.967479674796747
2007-08-03,30.51,2.46,12.402439024390246
2007-08-06,30.49,2.46,12.394308943089431
2007-08-07,30.68,2.46,12.471544715447154
2007-08-08,30.82,2.46,12.528455284552846
2007-08-09,29.87,2.46,12.142276422764228
2007-08-10,30.19,2.46,12.272357723577237
2007-08-13,31.01,2.46,12.60569105691057
2007-08-14,30.39,2.46,12.353658536585366
2007-08-15,29.82,2.46,12.121951219512196
2007-08-16,29.58,2.46,12.024390243902438
2007-08-17,30.55,2.46,12.418699186991871
2007-08-20,30.08,2.46,12.227642276422763
2007-08-21,29.08,2.46,11.821138211382113
2007-08-22,29.92,2.46,12.162601626016261
2007-08-23,30.14,2.46,12.252032520325203
2007-08-24,30.84,2.46,12.536585365853659
2007-08-27,30.08,2.46,12.227642276422763
2007-08-28,29.45,2.46,11.971544715447154
2007-08-29,30.55,2.46,12.418699186991871
2007-08-30,29.61,2.46,12.036585365853659
2007-08-31,30.04,2.46,12.211382113821138
2007-09-04,31.36,2.46,12.747967479674797
2007-09-05,31.47,2.46,12.792682926829269
2007-09-06,31.92,2.46,12.975609756097562
2007-09-07,31.45,2.46,12.784552845528456
2007-09-10,31.36,2.46,12.747967479674797
2007-09-11,31.92,2.46,12.975609756097562
2007-09-12,32.36,2.46,13.154471544715447
2007-09-13,31.96,2.46,12.991869918699187
2007-09-14,32.36,2.46,13.154471544715447
2007-09-17,31.98,2.46,13.0
2007-09-18,33.01,2.46,13.41869918699187
2007-09-19,33.08,2.46,13.447154471544716
2007-09-20,33.51,2.46,13.621951219512194
2007-09-21,33.51,2.46,13.621951219512194
2007-09-24,34.36,2.46,13.967479674796747
2007-09-25,34.06,2.46,13.845528455284555
2007-09-26,34.18,2.46,13.894308943089431
2007-09-27,35.28,2.46,14.341463414634147
2007-09-28,35.02,2.46,14.23577235772358
2007-10-01,35.74,2.46,14.528455284552846
2007-10-02,36.26,2.46,14.739837398373982
2007-10-03,35.71,2.46,14.516260162601627
2007-10-04,35.97,2.46,14.621951219512194
2007-10-05,35.88,2.46,14.585365853658537
2007-10-08,35.78,2.46,14.544715447154472
2007-10-09,36.3,2.46,14.75609756097561
2007-10-10,37.07,2.46,15.069105691056912
2007-10-11,37.05,2.46,15.060975609756097
2007-10-12,37.92,2.46,15.414634146341465
2007-10-15,38.22,2.46,15.536585365853659
2007-10-16,38.19,2.46,15.524390243902438
2007-10-17,37.97,2.46,15.434959349593496
2007-10-18,38.97,2.46,15.841463414634147
2007-10-19,37.07,2.46,15.069105691056912
2007-10-22,36.8,2.46,14.959349593495935
2007-10-23,37.0,2.46,15.040650406504065
2007-10-24,37.22,2.46,15.130081300813007
2007-10-25,36.88,2.46,14.991869918699189
2007-10-26,37.09,2.46,15.077235772357724
2007-10-29,37.53,2.46,15.256097560975611
2007-10-30,36.56,2.46,14.86178861788618
2007-10-31,38.27,3.76,10.178191489361703
2007-11-01,37.61,3.76,10.002659574468085
2007-11-02,38.06,3.76,10.122340425531917
2007-11-05,37.6,3.76,10.000000000000002
2007-11-06,37.5,3.76,9.97340425531915
2007-11-07,36.38,3.76,9.675531914893618
2007-11-08,36.86,3.76,9.803191489361703
2007-11-09,36.55,3.76,9.720744680851064
2007-11-12,34.85,3.76,9.268617021276597
2007-11-13,35.11,3.76,9.337765957446809
2007-11-14,35.37,3.76,9.40691489361702
2007-11-15,35.06,3.76,9.324468085106384
2007-11-16,35.87,3.76,9.539893617021276
2007-11-19,36.25,3.76,9.64095744680851
2007-11-20,36.79,3.76,9.784574468085106
2007-11-21,36.33,3.76,9.662234042553191
2007-11-23,37.04,3.76,9.851063829787234
2007-11-26,36.62,3.76,9.73936170212766
2007-11-27,35.61,3.76,9.470744680851064
2007-11-28,35.79,3.76,9.518617021276595
2007-11-29,35.96,3.76,9.563829787234043
2007-11-30,36.02,3.76,9.579787234042554
2007-12-03,36.5,3.76,9.707446808510639
2007-12-04,36.01,3.76,9.577127659574469
2007-12-05,37.09,3.76,9.864361702127662
2007-12-06,37.96,3.76,10.095744680851064
2007-12-07,38.03,3.76,10.11436170212766
2007-12-10,37.83,3.76,10.061170212765958
2007-12-11,37.42,3.76,9.952127659574469
2007-12-12,38.45,3.76,10.226063829787236
2007-12-13,38.63,3.76,10.273936170212767
2007-12-14,38.1,3.76,10.132978723404257
2007-12-17,37.86,3.76,10.069148936170214
2007-12-18,38.65,3.76,10.279255319148936
2007-12-19,38.99,3.76,10.369680851063832
2007-12-20,39.82,3.76,10.590425531914894
2007-12-21,40.82,3.76,10.856382978723405
2007-12-24,40.04,3.76,10.648936170212766
2007-12-26,39.87,3.76,10.60372340425532
2007-12-27,40.28,3.76,10.712765957446809
2007-12-28,40.33,3.76,10.726063829787234
2007-12-31,39.76,3.76,10.574468085106384
2008-01-02,39.9,3.76,10.611702127659575
2008-01-03,40.16,3.76,10.680851063829786
2008-01-04,39.42,3.76,10.48404255319149
2008-01-07,39.51,3.76,10.507978723404255
2008-01-08,38.81,3.76,10.321808510638299
2008-01-09,39.6,3.76,10.531914893617023
2008-01-10,39.45,3.76,10.492021276595747
2008-01-11,39.83,3.76,10.59308510638298
2008-01-14,40.63,3.76,10.805851063829788
2008-01-15,39.73,3.76,10.566489361702127
2008-01-16,38.13,3.76,10.140957446808512
2008-01-17,36.33,3.76,9.662234042553191
2008-01-18,36.17,3.76,9.619680851063832
2008-01-22,35.1,3.76,9.335106382978724
2008-01-23,34.59,3.76,9.199468085106384
2008-01-24,35.42,3.76,9.420212765957448
2008-01-25,34.71,3.76,9.231382978723405
2008-01-28,35.5,3.76,9.441489361702128
2008-01-29,36.03,3.76,9.582446808510639
2008-01-30,36.15,3.76,9.61436170212766
2008-01-31,36.29,3.76,9.65159574468085
2008-02-01,36.76,3.76,9.77659574468085
2008-02-04,37.58,3.76,9.99468085106383
2008-02-05,35.74,3.76,9.505319148936172
2008-02-06,35.15,3.76,9.34840425531915
2008-02-07,35.28,3.76,9.382978723404257
2008-02-08,36.35,3.76,9.667553191489363
2008-02-11,37.42,3.76,9.952127659574469
2008-02-12,37.29,3.76,9.917553191489363
2008-02-13,38.37,3.76,10.204787234042554
2008-02-14,38.22,3.76,10.164893617021276
2008-02-15,37.65,3.76,10.013297872340425
2008-02-19,38.67,3.76,10.284574468085108
2008-02-20,39.65,3.76,10.545212765957446
2008-02-21,38.72,3.76,10.297872340425533
2008-02-22,39.39,3.76,10.476063829787234
2008-02-25,40.49,3.76,10.768617021276597
2008-02-26,40.46,3.76,10.760638297872342
2008-02-27,40.54,5.52,7.344202898550725
2008-02-28,40.67,5.52,7.367753623188407
2008-02-29,38.7,5.52,7.0108695652173925
2008-03-03,40.44,5.52,7.326086956521739
2008-03-04,39.66,5.52,7.184782608695652
2008-03-05,40.36,5.52,7.311594202898551
2008-03-06,39.22,5.52,7.105072463768116
2008-03-07,38.29,5.52,6.936594202898551
2008-03-10,37.46,5.52,6.786231884057972
2008-03-11,39.05,5.52,7.074275362318841
2008-03-12,38.81,5.52,7.030797101449276
2008-03-13,39.01,5.52,7.067028985507246
2008-03-14,38.13,5.52,6.907608695652175
2008-03-17,36.01,5.52,6.523550724637682
2008-03-18,37.56,5.52,6.804347826086958
2008-03-19,34.97,5.52,6.335144927536232
2008-03-20,35.47,5.52,6.42572463768116
2008-03-24,36.15,5.52,6.548913043478261
2008-03-25,36.95,5.52,6.693840579710146
2008-03-26,37.04,5.52,6.710144927536232
2008-03-27,36.44,5.52,6.601449275362319
2008-03-28,36.44,5.52,6.601449275362319
2008-03-31,36.4,5.52,6.594202898550725
2008-04-01,37.9,5.52,6.865942028985508
2008-04-02,39.0,5.52,7.065217391304349
2008-04-03,39.0,5.52,7.065217391304349
2008-04-04,39.78,5.52,7.2065217391304355
2008-04-07,40.54,5.52,7.344202898550725
2008-04-08,40.47,5.52,7.3315217391304355
2008-04-09,41.43,5.52,7.505434782608696
2008-04-10,41.79,5.52,7.570652173913044
2008-04-11,41.38,5.52,7.496376811594204
2008-04-14,42.71,5.52,7.737318840579711
2008-04-15,43.1,5.52,7.807971014492755
2008-04-16,44.88,5.52,8.130434782608697
2008-04-17,44.24,5.52,8.01449275362319
2008-04-18,45.28,5.52,8.202898550724639
2008-04-21,45.45,5.52,8.233695652173914
2008-04-22,45.29,5.52,8.204710144927537
2008-04-23,43.99,5.52,7.9692028985507255
2008-04-24,43.22,5.52,7.829710144927537
2008-04-25,44.46,5.52,8.054347826086957
2008-04-28,44.37,5.52,8.03804347826087
2008-04-29,43.61,5.52,7.90036231884058
2008-04-30,43.5,5.52,7.880434782608696
2008-05-01,42.35,1.25,33.88
2008-05-02,43.38,1.25,34.704
2008-05-05,44.23,1.25,35.384
2008-05-06,47.72,1.25,38.176
2008-05-07,46.97,1.25,37.576
2008-05-08,48.44,1.25,38.751999999999995
2008-05-09,48.25,1.25,38.6
2008-05-12,48.41,1.25,38.727999999999994
2008-05-13,48.81,1.25,39.048
2008-05-14,48.42,1.25,38.736000000000004
2008-05-15,49.47,1.25,39.576
2008-05-16,50.77,1.25,40.616
2008-05-19,50.78,1.25,40.624
2008-05-20,51.92,1.25,41.536
2008-05-21,50.61,1.25,40.488
2008-05-22,50.19,1.25,40.152
2008-05-23,48.98,1.25,39.184
2008-05-27,48.81,1.25,39.048
2008-05-28,50.31,1.25,40.248000000000005
2008-05-29,48.29,1.25,38.632
2008-05-30,48.72,1.25,38.976
2008-06-02,49.73,1.25,39.784
2008-06-03,48.76,1.25,39.007999999999996
2008-06-04,48.35,1.25,38.68
2008-06-05,50.25,1.25,40.2
2008-06-06,50.01,1.25,40.007999999999996
2008-06-09,51.74,1.25,41.392
2008-06-10,49.63,1.25,39.704
2008-06-11,50.36,1.25,40.288
2008-06-12,49.47,1.25,39.576
2008-06-13,49.15,1.25,39.32
2008-06-16,49.0,1.25,39.2
2008-06-17,51.31,1.25,41.048
2008-06-18,50.75,1.25,40.6
2008-06-19,48.62,1.25,38.896
2008-06-20,47.61,1.25,38.088
2008-06-23,51.62,1.25,41.296
2008-06-24,50.47,1.25,40.376
2008-06-25,49.64,1.25,39.712
2008-06-26,48.42,1.25,38.736000000000004
2008-06-27,48.88,1.25,39.104
2008-06-30,50.28,1.25,40.224000000000004
2008-07-01,51.4,1.25,41.12
2008-07-02,47.92,1.25,38.336
2008-07-03,46.61,1.25,37.288
2008-07-07,45.73,1.25,36.583999999999996
2008-07-08,45.99,1.25,36.792
2008-07-09,44.04,1.25,35.232
2008-07-10,45.33,1.25,36.263999999999996
2008-07-11,44.96,1.25,35.968
2008-07-14,45.22,1.25,36.176
2008-07-15,43.04,1.25,34.432
2008-07-16,42.19,1.25,33.751999999999995
2008-07-17,40.42,1.25,32.336
2008-07-18,40.2,1.25,32.160000000000004
2008-07-21,41.28,1.25,33.024
2008-07-22,39.76,1.25,31.808
2008-07-23,38.17,1.25,30.536
2008-07-24,37.86,1.25,30.288
2008-07-25,38.01,1.25,30.407999999999998
2008-07-28,37.87,1.25,30.296
2008-07-29,37.31,1.25,29.848000000000003
2008-07-30,38.56,0.41,94.04878048780489
2008-07-31,36.94,0.41,90.09756097560975
2008-08-01,37.15,0.41,90.60975609756098
2008-08-04,34.5,0.41,84.14634146341464
2008-08-05,35.1,0.41,85.60975609756099
2008-08-06,34.81,0.41,84.90243902439026
2008-08-07,33.54,0.41,81.8048780487805
2008-08-08,33.29,0.41,81.19512195121952
2008-08-11,33.38,0.41,81.41463414634147
2008-08-12,33.87,0.41,82.60975609756098
2008-08-13,34.86,0.41,85.02439024390245
2008-08-14,33.95,0.41,82.8048780487805
2008-08-15,33.53,0.41,81.78048780487805
2008-08-18,32.97,0.41,80.41463414634147
2008-08-19,34.4,0.41,83.90243902439025
2008-08-20,36.15,0.41,88.17073170731707
2008-08-21,36.71,0.41,89.53658536585367
2008-08-22,35.58,0.41,86.78048780487805
2008-08-25,35.86,0.41,87.46341463414635
2008-08-26,37.37,0.41,91.14634146341463
2008-08-27,37.26,0.41,90.8780487804878
2008-08-28,36.42,0.41,88.82926829268294
2008-08-29,35.87,0.41,87.48780487804878
2008-09-02,33.57,0.41,81.87804878048782
2008-09-03,33.58,0.41,81.90243902439025
2008-09-04,34.1,0.41,83.17073170731709
2008-09-05,34.01,0.41,82.95121951219512
2008-09-08,32.47,0.41,79.19512195121952
2008-09-09,28.57,0.41,69.6829268292683
2008-09-10,29.61,0.41,72.21951219512195
2008-09-11,29.49,0.41,71.92682926829268
2008-09-12,30.72,0.41,74.92682926829268
2008-09-15,28.78,0.41,70.19512195121952
2008-09-16,29.42,0.41,71.75609756097562
2008-09-17,28.93,0.41,70.5609756097561
2008-09-18,29.01,0.41,70.75609756097562
2008-09-19,30.96,0.41,75.51219512195122
2008-09-22,30.66,0.41,74.78048780487805
2008-09-23,30.0,0.41,73.17073170731707
2008-09-24,30.0,0.41,73.17073170731707
2008-09-25,30.06,0.41,73.3170731707317
2008-09-26,29.76,0.41,72.58536585365854
2008-09-29,25.59,0.41,62.41463414634147
2008-09-30,27.8,0.41,67.8048780487805
2008-10-01,26.94,0.41,65.70731707317074
2008-10-02,23.96,0.41,58.43902439024391
2008-10-03,23.31,0.41,56.853658536585364
2008-10-06,21.38,0.41,52.146341463414636
2008-10-07,19.65,0.41,47.926829268292686
2008-10-08,19.89,0.41,48.51219512195122
2008-10-09,17.96,0.41,43.804878048780495
2008-10-10,16.58,0.41,40.4390243902439
2008-10-13,20.53,0.41,50.07317073170732
2008-10-14,23.21,0.41,56.60975609756098
2008-10-15,19.33,0.41,47.146341463414636
2008-10-16,21.75,0.41,53.04878048780488
2008-10-17,22.26,0.41,54.29268292682927
2008-10-20,24.87,0.41,60.65853658536586
2008-10-21,23.17,0.41,56.51219512195123
2008-10-22,20.47,0.41,49.926829268292686
2008-10-23,21.81,0.41,53.19512195121951
2008-10-24,21.0,0.41,51.21951219512196
2008-10-27,18.72,0.41,45.65853658536585
2008-10-28,21.46,0.41,52.34146341463415
2008-10-29,22.94,6.06,3.785478547854786
2008-10-30,24.45,6.06,4.034653465346535
2008-10-31,25.91,6.06,4.275577557755776
2008-11-03,24.92,6.06,4.112211221122113
2008-11-04,26.93,6.06,4.443894389438944
2008-11-05,25.75,6.06,4.249174917491749
2008-11-06,24.27,6.06,4.004950495049505
2008-11-07,24.68,6.06,4.072607260726073
2008-11-10,25.51,6.06,4.2095709570957105
2008-11-11,25.1,6.06,4.141914191419143
2008-11-12,23.0,6.06,3.795379537953796
2008-11-13,27.0,6.06,4.455445544554456
2008-11-14,25.31,6.06,4.176567656765677
2008-11-17,24.54,6.06,4.0495049504950495
2008-11-18,25.3,6.06,4.174917491749175
2008-11-19,23.05,6.06,3.803630363036304
2008-11-20,19.49,6.06,3.216171617161716
2008-11-21,22.24,6.06,3.66996699669967
2008-11-24,24.64,6.06,4.066006600660066
2008-11-25,24.68,6.06,4.072607260726073
2008-11-26,26.65,6.06,4.397689768976898
2008-11-28,26.14,6.06,4.313531353135314
2008-12-01,22.22,6.06,3.6666666666666665
2008-12-02,23.17,6.06,3.823432343234324
2008-12-03,23.59,6.06,3.892739273927393
2008-12-04,20.63,6.06,3.4042904290429044
2008-12-05,20.71,6.06,3.4174917491749177
2008-12-08,23.26,6.06,3.838283828382839
2008-12-09,23.43,6.06,3.8663366336633667
2008-12-10,26.5,6.06,4.372937293729374
2008-12-11,25.58,6.06,4.221122112211221
2008-12-12,24.9,6.06,4.108910891089109
2008-12-15,24.73,6.06,4.080858085808581
2008-12-16,25.07,6.06,4.136963696369637
2008-12-17,24.73,6.06,4.080858085808581
2008-12-18,22.9,6.06,3.778877887788779
2008-12-19,23.92,6.06,3.947194719471948
2008-12-22,22.67,6.06,3.7409240924092413
2008-12-23,22.8,6.06,3.7623762376237626
2008-12-24,22.61,6.06,3.7310231023102314
2008-12-26,23.01,6.06,3.7970297029702977
2008-12-29,23.85,6.06,3.935643564356436
2008-12-30,24.3,6.06,4.00990099009901
2008-12-31,24.61,6.06,4.061056105610561
2009-01-02,26.19,6.06,4.3217821782178225
2009-01-05,26.93,6.06,4.443894389438944
2009-01-06,27.58,6.06,4.551155115511551
2009-01-07,26.19,6.06,4.3217821782178225
2009-01-08,26.55,6.06,4.381188118811882
2009-01-09,25.05,6.06,4.133663366336634
2009-01-12,23.57,6.06,3.88943894389439
2009-01-13,24.46,6.06,4.036303630363037
2009-01-14,22.88,6.06,3.7755775577557755
2009-01-15,23.45,6.06,3.8696369636963697
2009-01-16,23.4,6.06,3.8613861386138613
2009-01-20,23.96,6.06,3.9537953795379543
2009-01-21,24.83,6.06,4.097359735973598
2009-01-22,24.0,6.06,3.960396039603961
2009-01-23,24.75,6.06,4.084158415841585
2009-01-26,25.72,6.06,4.244224422442245
2009-01-27,25.01,6.06,4.127062706270627
2009-01-28,25.91,6.06,4.275577557755776
2009-01-29,25.28,6.06,4.171617161716172
2009-01-30,24.47,6.06,4.037953795379538
2009-02-02,24.21,6.06,3.9950495049504955
2009-02-03,25.23,6.06,4.163366336633664
2009-02-04,25.99,6.06,4.288778877887789
2009-02-05,26.72,6.06,4.409240924092409
2009-02-06,27.5,6.06,4.537953795379538
2009-02-09,27.71,6.06,4.572607260726073
2009-02-10,27.25,6.06,4.496699669966997
2009-02-11,26.39,6.06,4.354785478547855
2009-02-12,26.74,6.06,4.412541254125412
2009-02-13,27.01,6.06,4.457095709570957
2009-02-17,24.71,6.06,4.077557755775578
2009-02-18,24.32,6.06,4.013201320132014
2009-02-19,24.97,7.83,3.1890166028097062
2009-02-20,24.01,7.83,3.066411238825032
2009-02-23,22.4,7.83,2.8607918263090677
2009-02-24,23.55,7.83,3.007662835249042
2009-02-25,23.31,7.83,2.9770114942528734
2009-02-26,23.53,7.83,3.005108556832695
2009-02-27,22.77,7.83,2.9080459770114944
2009-03-02,20.37,7.83,2.6015325670498086
2009-03-03,20.93,7.83,2.673052362707535
2009-03-04,21.97,7.83,2.805874840357599
2009-03-05,21.27,7.83,2.7164750957854404
2009-03-06,21.23,7.83,2.711366538952746
2009-03-09,21.4,7.83,2.7330779054916983
2009-03-10,22.87,7.83,2.920817369093231
2009-03-11,22.9,7.83,2.924648786717752
2009-03-12,23.99,7.83,3.0638569604086845
2009-03-13,23.9,7.83,3.052362707535121
2009-03-16,24.46,7.83,3.123882503192848
2009-03-17,25.51,7.83,3.2579821200510857
2009-03-18,26.05,7.83,3.326947637292465
2009-03-19,26.8,7.83,3.422733077905492
2009-03-20,25.99,7.83,3.3192848020434225
2009-03-23,28.65,7.83,3.6590038314176243
2009-03-24,27.58,7.83,3.5223499361430393
2009-03-25,27.24,7.83,3.4789272030651337
2009-03-26,27.86,7.83,3.5581098339719026
2009-03-27,26.77,7.83,3.4189016602809708
2009-03-30,26.11,7.83,3.334610472541507
2009-03-31,26.94,7.83,3.4406130268199235
2009-04-01,27.79,7.83,3.549169859514687
2009-04-02,29.2,7.83,3.7292464878671776
2009-04-03,29.93,7.83,3.822477650063857
2009-04-06,29.9,7.83,3.8186462324393355
2009-04-07,29.0,7.83,3.7037037037037037
2009-04-08,29.95,7.83,3.8250319284802043
2009-04-09,30.65,7.83,3.9144316730523623
2009-04-13,30.56,7.83,3.9029374201787994
2009-04-14,30.14,7.83,3.8492975734355044
2009-04-15,29.26,7.83,3.73690932311622
2009-04-16,30.08,7.83,3.841634738186462
2009-04-17,30.82,7.83,3.9361430395913155
2009-04-20,28.67,7.83,3.661558109833972
2009-04-21,29.41,7.83,3.756066411238825
2009-04-22,28.57,7.83,3.648786717752235
2009-04-23,29.39,7.83,3.7535121328224776
2009-04-24,30.34,7.83,3.8748403575989783
2009-04-27,29.29,7.83,3.7407407407407405
2009-04-28,29.08,7.83,3.713920817369093
2009-04-29,30.14,7.83,3.8492975734355044
2009-04-30,28.38,-1.09,-26.03669724770642
2009-05-01,29.42,-1.09,-26.990825688073393
2009-05-04,30.47,-1.09,-27.95412844036697
2009-05-05,29.3,-1.09,-26.880733944954127
2009-05-06,30.17,-1.09,-27.678899082568808
2009-05-07,29.36,-1.09,-26.935779816513758
2009-05-08,29.76,-1.09,-27.30275229357798
2009-05-11,28.83,-1.09,-26.449541284403665
2009-05-12,28.53,-1.09,-26.174311926605505
2009-05-13,26.87,-1.09,-24.65137614678899
2009-05-14,27.07,-1.09,-24.8348623853211
2009-05-15,25.99,-1.09,-23.844036697247702
2009-05-18,27.51,-1.09,-25.238532110091743
2009-05-19,28.58,-1.09,-26.22018348623853
2009-05-20,28.72,-1.09,-26.348623853211006
2009-05-21,27.68,-1.09,-25.394495412844034
2009-05-22,27.82,-1.09,-25.52293577981651
2009-05-26,28.58,-1.09,-26.22018348623853
2009-05-27,28.37,-1.09,-26.027522935779814
2009-05-28,29.36,-1.09,-26.935779816513758
2009-05-29,29.74,-1.09,-27.284403669724767
2009-06-01,31.58,-1.09,-28.97247706422018
2009-06-02,31.76,-1.09,-29.13761467889908
2009-06-03,30.39,-1.09,-27.880733944954127
2009-06-04,31.7,-1.09,-29.082568807339445
2009-06-05,31.98,-1.09,-29.339449541284402
2009-06-08,32.12,-1.09,-29.467889908256875
2009-06-09,33.05,-1.09,-30.32110091743119
2009-06-10,33.15,-1.09,-30.412844036697244
2009-06-11,33.83,-1.09,-31.036697247706417
2009-06-12,33.38,-1.09,-30.623853211009173
2009-06-15,32.69,-1.09,-29.99082568807339
2009-06-16,31.64,-1.09,-29.027522935779814
2009-06-17,31.09,-1.09,-28.52293577981651
2009-06-18,30.71,-1.09,-28.174311926605505
2009-06-19,30.08,-1.09,-27.596330275229356
2009-06-22,28.54,-1.09,-26.183486238532108
2009-06-23,28.42,-1.09,-26.073394495412845
2009-06-24,28.67,-1.09,-26.30275229357798
2009-06-25,29.37,-1.09,-26.944954128440365
2009-06-26,29.05,-1.09,-26.65137614678899
2009-06-29,29.66,-1.09,-27.211009174311926
2009-06-30,29.49,-1.09,-27.05504587155963
2009-07-01,29.9,-1.09,-27.431192660550455
2009-07-02,28.22,-1.09,-25.88990825688073
2009-07-06,27.47,-1.09,-25.20183486238532
2009-07-07,26.66,-1.09,-24.458715596330272
2009-07-08,26.38,-1.09,-24.20183486238532
2009-07-09,27.41,-1.09,-25.146788990825687
2009-07-10,27.32,-1.09,-25.06422018348624
2009-07-13,27.92,-1.09,-25.61467889908257
2009-07-14,28.17,-1.09,-25.844036697247706
2009-07-15,28.73,-1.09,-26.357798165137613
2009-07-16,29.12,-1.09,-26.71559633027523
2009-07-17,29.07,-1.09,-26.6697247706422
2009-07-20,29.84,-1.09,-27.376146788990823
2009-07-21,30.07,-1.09,-27.58715596330275
2009-07-22,29.33,-1.09,-26.90825688073394
2009-07-23,30.03,-1.09,-27.550458715596328
2009-07-24,30.0,-1.09,-27.52293577981651
2009-07-27,29.7,-1.09,-27.247706422018346
2009-07-28,29.3,-1.09,-26.880733944954127
2009-07-29,28.33,-1.09,-25.99082568807339
2009-07-30,30.0,-1.42,-21.126760563380284
2009-07-31,30.56,-1.42,-21.52112676056338
2009-08-03,31.99,-1.42,-22.528169014084508
2009-08-04,31.09,-1.42,-21.8943661971831
2009-08-05,30.33,-1.42,-21.359154929577464
2009-08-06,30.18,-1.42,-21.253521126760564
2009-08-07,30.21,-1.42,-21.274647887323944
2009-08-10,30.16,-1.42,-21.23943661971831
2009-08-11,29.73,-1.42,-20.93661971830986
2009-08-12,30.37,-1.42,-21.387323943661972
2009-08-13,30.5,-1.42,-21.47887323943662
2009-08-14,29.95,-1.42,-21.091549295774648
2009-08-17,29.1,-1.42,-20.492957746478876
2009-08-18,29.54,-1.42,-20.802816901408452
2009-08-19,30.07,-1.42,-21.17605633802817
2009-08-20,30.29,-1.42,-21.33098591549296
2009-08-21,30.8,-1.42,-21.690140845070424
2009-08-24,31.18,-1.42,-21.95774647887324
2009-08-25,30.59,-1.42,-21.54225352112676
2009-08-26,31.0,-1.42,-21.83098591549296
2009-08-27,30.75,-1.42,-21.654929577464788
2009-08-28,31.04,-1.42,-21.859154929577464
2009-08-31,30.23,-1.42,-21.2887323943662
2009-09-01,29.54,-1.42,-20.802816901408452
2009-09-02,29.79,-1.42,-20.97887323943662
2009-09-03,30.05,-1.42,-21.161971830985916
2009-09-04,30.54,-1.42,-21.507042253521128
2009-09-08,31.63,-1.42,-22.274647887323944
2009-09-09,32.47,-1.42,-22.866197183098592
2009-09-10,33.32,-1.42,-23.464788732394368
2009-09-11,33.06,-1.42,-23.281690140845072
2009-09-14,33.47,-1.42,-23.570422535211268
2009-09-15,34.33,-1.42,-24.176056338028168
2009-09-16,35.06,-1.42,-24.690140845070424
2009-09-17,34.79,-1.42,-24.5
2009-09-18,34.44,-1.42,-24.253521126760564
2009-09-21,34.0,-1.42,-23.943661971830988
2009-09-22,34.4,-1.42,-24.225352112676056
2009-09-23,33.61,-1.42,-23.669014084507044
2009-09-24,32.96,-1.42,-23.211267605633804
2009-09-25,32.9,-1.42,-23.169014084507044
2009-09-28,33.4,-1.42,-23.52112676056338
2009-09-29,33.23,-1.42,-23.401408450704224
2009-09-30,32.98,-1.42,-23.225352112676056
2009-10-01,31.72,-1.42,-22.338028169014084
2009-10-02,32.1,-1.42,-22.605633802816904
2009-10-05,32.96,-1.42,-23.211267605633804
2009-10-06,33.81,-1.42,-23.80985915492958
2009-10-07,33.92,-1.42,-23.887323943661976
2009-10-08,35.19,-1.42,-24.781690140845072
2009-10-09,35.33,-1.42,-24.880281690140844
2009-10-12,35.75,-1.42,-25.17605633802817
2009-10-13,35.56,-1.42,-25.042253521126764
2009-10-14,36.12,-1.42,-25.43661971830986
2009-10-15,36.71,-1.42,-25.85211267605634
2009-10-16,36.79,-1.42,-25.908450704225352
2009-10-19,36.83,-1.42,-25.93661971830986
2009-10-20,36.05,-1.42,-25.387323943661972
2009-10-21,35.09,-1.42,-24.711267605633807
2009-10-22,35.56,-1.42,-25.042253521126764
2009-10-23,34.74,-1.42,-24.464788732394368
2009-10-26,35.01,-1.42,-24.654929577464788
2009-10-27,35.17,-1.42,-24.76760563380282
2009-10-28,33.47,-1.42,-23.570422535211268
2009-10-29,34.26,-0.8,-42.824999999999996
2009-10-30,32.81,-0.8,-41.0125
2009-11-02,32.85,-0.8,-41.0625
2009-11-03,33.13,-0.8,-41.4125
2009-11-04,33.07,-0.8,-41.3375
2009-11-05,33.44,-0.8,-41.8
