date,ALK,ALK_EPS,PE Ratio
1995-03-06,3.59,,
1995-03-07,3.47,,
1995-03-08,3.47,,
1995-03-09,3.44,,
1995-03-10,3.47,,
1995-03-13,3.44,,
1995-03-14,3.5,,
1995-03-15,3.5,,
1995-03-16,3.5,,
1995-03-17,3.44,,
1995-03-20,3.69,,
1995-03-21,3.5,,
1995-03-22,3.59,,
1995-03-23,3.56,,
1995-03-24,3.69,,
1995-03-27,3.94,,
1995-03-28,4.0,,
1995-03-29,3.94,,
1995-03-30,4.0,,
1995-03-31,3.97,,
1995-04-03,3.91,,
1995-04-04,4.0,,
1995-04-05,3.97,,
1995-04-06,3.97,,
1995-04-07,4.09,,
1995-04-10,4.03,,
1995-04-11,3.84,,
1995-04-12,3.75,,
1995-04-13,3.78,,
1995-04-17,3.75,,
1995-04-18,3.72,,
1995-04-19,3.84,,
1995-04-20,4.0,,
1995-04-21,4.03,,
1995-04-24,4.06,,
1995-04-25,4.03,,
1995-04-26,4.09,,
1995-04-27,4.16,,
1995-04-28,4.28,,
1995-05-01,4.19,,
1995-05-02,4.19,,
1995-05-03,4.25,,
1995-05-04,4.22,,
1995-05-05,4.16,,
1995-05-08,4.16,,
1995-05-09,4.16,,
1995-05-10,4.13,,
1995-05-11,4.13,,
1995-05-12,4.16,,
1995-05-15,4.09,,
1995-05-16,4.19,,
1995-05-17,4.09,,
1995-05-18,4.16,,
1995-05-19,4.09,,
1995-05-22,4.09,,
1995-05-23,4.16,,
1995-05-24,4.09,,
1995-05-25,4.06,,
1995-05-26,4.09,,
1995-05-30,4.06,,
1995-05-31,4.16,,
1995-06-01,4.13,,
1995-06-02,4.0,,
1995-06-05,3.97,,
1995-06-06,4.0,,
1995-06-07,4.13,,
1995-06-08,4.03,,
1995-06-09,4.09,,
1995-06-12,4.09,,
1995-06-13,4.25,,
1995-06-14,4.22,,
1995-06-15,4.34,,
1995-06-16,4.34,,
1995-06-19,4.38,,
1995-06-20,4.41,,
1995-06-21,4.41,,
1995-06-22,4.59,,
1995-06-23,4.56,,
1995-06-26,4.5,,
1995-06-27,4.5,,
1995-06-28,4.47,,
1995-06-29,4.47,,
1995-06-30,4.56,,
1995-07-03,4.56,,
1995-07-05,4.69,,
1995-07-06,4.72,,
1995-07-07,4.72,,
1995-07-10,4.81,,
1995-07-11,4.75,,
1995-07-12,4.72,,
1995-07-13,4.91,,
1995-07-14,4.84,,
1995-07-17,4.84,,
1995-07-18,4.81,,
1995-07-19,4.63,,
1995-07-20,4.72,,
1995-07-21,4.88,,
1995-07-24,4.88,,
1995-07-25,5.0,,
1995-07-26,4.94,,
1995-07-27,4.97,,
1995-07-28,4.91,,
1995-07-31,4.81,,
1995-08-01,4.78,,
1995-08-02,4.63,,
1995-08-03,4.75,,
1995-08-04,4.78,,
1995-08-07,4.78,,
1995-08-08,4.75,,
1995-08-09,4.69,,
1995-08-10,4.56,,
1995-08-11,4.63,,
1995-08-14,4.59,,
1995-08-15,4.59,,
1995-08-16,4.69,,
1995-08-17,4.75,,
1995-08-18,4.72,,
1995-08-21,4.97,,
1995-08-22,4.94,,
1995-08-23,4.94,,
1995-08-24,4.94,,
1995-08-25,4.97,,
1995-08-28,4.94,,
1995-08-29,4.97,,
1995-08-30,4.94,,
1995-08-31,4.88,,
1995-09-01,4.91,,
1995-09-05,5.0,,
1995-09-06,5.19,,
1995-09-07,5.13,,
1995-09-08,4.97,,
1995-09-11,4.31,,
1995-09-12,4.22,,
1995-09-13,4.25,,
1995-09-14,4.19,,
1995-09-15,4.13,,
1995-09-18,4.09,,
1995-09-19,4.13,,
1995-09-20,4.0,,
1995-09-21,3.84,,
1995-09-22,3.84,,
1995-09-25,3.88,,
1995-09-26,3.81,,
1995-09-27,3.75,,
1995-09-28,3.88,,
1995-09-29,3.94,,
1995-10-02,3.84,,
1995-10-03,3.91,,
1995-10-04,3.88,,
1995-10-05,3.88,,
1995-10-06,3.88,,
1995-10-09,3.75,,
1995-10-10,3.69,,
1995-10-11,3.72,,
1995-10-12,3.81,,
1995-10-13,3.88,,
1995-10-16,3.75,,
1995-10-17,3.75,,
1995-10-18,3.63,,
1995-10-19,3.53,,
1995-10-20,3.47,,
1995-10-23,3.56,,
1995-10-24,3.59,,
1995-10-25,3.5,,
1995-10-26,3.44,,
1995-10-27,3.53,,
1995-10-30,3.63,,
1995-10-31,3.75,,
1995-11-01,3.69,,
1995-11-02,3.84,,
1995-11-03,3.91,,
1995-11-06,3.97,,
1995-11-07,3.91,,
1995-11-08,3.88,,
1995-11-09,3.88,,
1995-11-10,3.91,,
1995-11-13,3.97,,
1995-11-14,3.88,,
1995-11-15,3.94,,
1995-11-16,4.09,,
1995-11-17,4.22,,
1995-11-20,4.22,,
1995-11-21,4.5,,
1995-11-22,4.47,,
1995-11-24,4.47,,
1995-11-27,4.56,,
1995-11-28,4.47,,
1995-11-29,4.5,,
1995-11-30,4.53,,
1995-12-01,4.63,,
1995-12-04,4.63,,
1995-12-05,4.69,,
1995-12-06,4.66,,
1995-12-07,4.5,,
1995-12-08,4.44,,
1995-12-11,4.53,,
1995-12-12,4.47,,
1995-12-13,4.47,,
1995-12-14,4.5,,
1995-12-15,4.5,,
1995-12-18,4.31,,
1995-12-19,4.31,,
1995-12-20,4.44,,
1995-12-21,4.25,,
1995-12-22,4.28,,
1995-12-26,4.38,,
1995-12-27,4.13,,
1995-12-28,4.06,,
1995-12-29,4.06,,
1996-01-02,4.03,,
1996-01-03,4.28,,
1996-01-04,4.16,,
1996-01-05,4.28,,
1996-01-08,4.38,,
1996-01-09,4.34,,
1996-01-10,4.25,,
1996-01-11,4.25,,
1996-01-12,4.19,,
1996-01-15,4.19,,
1996-01-16,4.13,,
1996-01-17,4.22,,
1996-01-18,4.31,,
1996-01-19,4.28,,
1996-01-22,4.25,,
1996-01-23,4.38,,
1996-01-24,4.34,,
1996-01-25,4.44,,
1996-01-26,4.78,,
1996-01-29,4.75,,
1996-01-30,4.81,,
1996-01-31,4.94,,
1996-02-01,4.81,,
1996-02-02,5.03,,
1996-02-05,5.06,,
1996-02-06,5.13,,
1996-02-07,5.13,,
1996-02-08,5.0,,
1996-02-09,5.13,,
1996-02-12,5.06,,
1996-02-13,5.0,,
1996-02-14,5.13,,
1996-02-15,5.03,,
1996-02-16,5.0,,
1996-02-20,5.0,,
1996-02-21,5.22,,
1996-02-22,5.31,,
1996-02-23,5.28,,
1996-02-26,5.22,,
1996-02-27,5.38,,
1996-02-28,5.38,,
1996-02-29,5.56,,
1996-03-01,5.47,,
1996-03-04,5.5,,
1996-03-05,5.47,,
1996-03-06,5.75,,
1996-03-07,5.81,,
1996-03-08,5.63,,
1996-03-11,6.0,,
1996-03-12,6.06,,
1996-03-13,6.13,,
1996-03-14,6.38,,
1996-03-15,6.41,,
1996-03-18,6.5,,
1996-03-19,6.72,,
1996-03-20,6.75,,
1996-03-21,6.69,,
1996-03-22,6.69,,
1996-03-25,6.75,,
1996-03-26,6.78,,
1996-03-27,6.66,,
1996-03-28,6.69,,
1996-03-29,6.69,,
1996-04-01,6.94,,
1996-04-02,7.0,,
1996-04-03,7.44,,
1996-04-04,7.5,,
1996-04-08,7.28,,
1996-04-09,7.41,,
1996-04-10,7.22,,
1996-04-11,7.09,,
1996-04-12,7.13,,
1996-04-15,7.22,,
1996-04-16,7.25,,
1996-04-17,7.5,,
1996-04-18,7.44,,
1996-04-19,7.44,,
1996-04-22,7.0,,
1996-04-23,6.59,,
1996-04-24,6.5,,
1996-04-25,6.44,,
1996-04-26,6.47,,
1996-04-29,6.56,,
1996-04-30,6.38,,
1996-05-01,6.5,,
1996-05-02,6.38,,
1996-05-03,6.38,,
1996-05-06,6.44,,
1996-05-07,6.31,,
1996-05-08,6.25,,
1996-05-09,6.47,,
1996-05-10,6.81,,
1996-05-13,7.03,,
1996-05-14,7.03,,
1996-05-15,7.0,,
1996-05-16,7.03,,
1996-05-17,7.06,,
1996-05-20,7.03,,
1996-05-21,7.06,,
1996-05-22,7.0,,
1996-05-23,6.94,,
1996-05-24,6.94,,
1996-05-28,6.84,,
1996-05-29,6.84,,
1996-05-30,6.66,,
1996-05-31,6.5,,
1996-06-03,6.69,,
1996-06-04,6.91,,
1996-06-05,6.94,,
1996-06-06,7.03,,
1996-06-07,6.97,,
1996-06-10,7.0,,
1996-06-11,7.16,,
1996-06-12,7.19,,
1996-06-13,7.13,,
1996-06-14,7.0,,
1996-06-17,7.13,,
1996-06-18,7.03,,
1996-06-19,7.0,,
1996-06-20,6.97,,
1996-06-21,6.97,,
1996-06-24,7.03,,
1996-06-25,7.0,,
1996-06-26,7.0,,
1996-06-27,6.84,,
1996-06-28,6.84,,
1996-07-01,6.91,,
1996-07-02,6.94,,
1996-07-03,6.81,,
1996-07-05,6.72,,
1996-07-08,6.44,,
1996-07-09,6.59,,
1996-07-10,6.34,,
1996-07-11,6.19,,
1996-07-12,6.25,,
1996-07-15,6.16,,
1996-07-16,6.0,,
1996-07-17,6.22,,
1996-07-18,6.19,,
1996-07-19,5.97,,
1996-07-22,5.78,,
1996-07-23,5.91,,
1996-07-24,5.78,,
1996-07-25,5.78,,
1996-07-26,5.91,,
1996-07-29,5.69,,
1996-07-30,5.78,,
1996-07-31,6.0,,
1996-08-01,6.0,,
1996-08-02,6.19,,
1996-08-05,6.28,,
1996-08-06,6.09,,
1996-08-07,6.09,,
1996-08-08,6.13,,
1996-08-09,5.97,,
1996-08-12,5.88,,
1996-08-13,5.78,,
1996-08-14,5.75,,
1996-08-15,5.72,,
1996-08-16,5.66,,
1996-08-19,5.69,,
1996-08-20,5.66,,
1996-08-21,5.53,,
1996-08-22,5.38,,
1996-08-23,5.47,,
1996-08-26,5.38,,
1996-08-27,5.38,,
1996-08-28,5.34,,
1996-08-29,5.41,,
1996-08-30,5.28,,
1996-09-03,5.19,,
1996-09-04,5.13,,
1996-09-05,5.06,,
1996-09-06,5.25,,
1996-09-09,5.28,,
1996-09-10,5.34,,
1996-09-11,5.22,,
1996-09-12,4.91,,
1996-09-13,4.88,,
1996-09-16,4.88,,
1996-09-17,4.81,,
1996-09-18,4.84,,
1996-09-19,4.94,,
1996-09-20,5.03,,
1996-09-23,5.16,,
1996-09-24,5.19,,
1996-09-25,5.25,,
1996-09-26,5.16,,
1996-09-27,5.16,,
1996-09-30,5.34,,
1996-10-01,5.31,,
1996-10-02,5.31,,
1996-10-03,5.34,,
1996-10-04,5.44,,
1996-10-07,5.38,,
1996-10-08,5.22,,
1996-10-09,5.19,,
1996-10-10,5.38,,
1996-10-11,5.34,,
1996-10-14,5.38,,
1996-10-15,5.31,,
1996-10-16,5.28,,
1996-10-17,5.28,,
1996-10-18,5.19,,
1996-10-21,5.22,,
1996-10-22,5.5,,
1996-10-23,5.53,,
1996-10-24,5.47,,
1996-10-25,5.38,,
1996-10-28,5.25,,
1996-10-29,5.25,,
1996-10-30,5.34,,
1996-10-31,5.5,,
1996-11-01,5.44,,
1996-11-04,5.47,,
1996-11-05,5.5,,
1996-11-06,5.59,,
1996-11-07,5.72,,
1996-11-08,5.63,,
1996-11-11,5.75,,
1996-11-12,5.91,,
1996-11-13,5.88,,
1996-11-14,5.94,,
1996-11-15,5.72,,
1996-11-18,5.88,,
1996-11-19,5.94,,
1996-11-20,6.06,,
1996-11-21,6.06,,
1996-11-22,6.13,,
1996-11-25,6.09,,
1996-11-26,5.94,,
1996-11-27,5.94,,
1996-11-29,6.03,,
1996-12-02,6.06,,
1996-12-03,6.06,,
1996-12-04,6.06,,
1996-12-05,6.13,,
1996-12-06,6.03,,
1996-12-09,6.06,,
1996-12-10,6.06,,
1996-12-11,5.94,,
1996-12-12,5.88,,
1996-12-13,5.69,,
1996-12-16,5.59,,
1996-12-17,5.69,,
1996-12-18,5.59,,
1996-12-19,5.72,,
1996-12-20,5.63,,
1996-12-23,5.56,,
1996-12-24,5.66,,
1996-12-26,5.66,,
1996-12-27,5.53,,
1996-12-30,5.34,,
1996-12-31,5.25,,
1997-01-02,5.28,,
1997-01-03,5.31,,
1997-01-06,5.28,,
1997-01-07,5.38,,
1997-01-08,5.34,,
1997-01-09,5.38,,
1997-01-10,5.31,,
1997-01-13,5.22,,
1997-01-14,5.22,,
1997-01-15,5.31,,
1997-01-16,5.44,,
1997-01-17,5.5,,
1997-01-20,5.59,,
1997-01-21,5.53,,
1997-01-22,5.41,,
1997-01-23,5.34,,
1997-01-24,5.41,,
1997-01-27,5.34,,
1997-01-28,5.28,,
1997-01-29,5.44,,
1997-01-30,5.31,,
1997-01-31,5.41,,
1997-02-03,5.59,,
1997-02-04,5.63,,
1997-02-05,5.47,,
1997-02-06,5.59,,
1997-02-07,5.56,,
1997-02-10,5.5,,
1997-02-11,5.63,,
1997-02-12,5.81,,
1997-02-13,6.0,,
1997-02-14,5.91,,
1997-02-18,5.81,,
1997-02-19,5.94,,
1997-02-20,5.94,,
1997-02-21,6.06,,
1997-02-24,6.22,,
1997-02-25,6.22,,
1997-02-26,6.19,,
1997-02-27,6.06,,
1997-02-28,5.94,,
1997-03-03,5.84,,
1997-03-04,6.03,,
1997-03-05,6.25,,
1997-03-06,6.22,,
1997-03-07,6.19,,
1997-03-10,6.22,,
1997-03-11,6.56,,
1997-03-12,6.72,,
1997-03-13,6.53,,
1997-03-14,6.63,,
1997-03-17,6.59,,
1997-03-18,6.59,,
1997-03-19,6.81,,
1997-03-20,6.72,,
1997-03-21,6.75,,
1997-03-24,6.66,,
1997-03-25,6.47,,
1997-03-26,6.78,,
1997-03-27,6.41,,
1997-03-31,6.41,,
1997-04-01,6.28,,
1997-04-02,5.88,,
1997-04-03,6.09,,
1997-04-04,6.31,,
1997-04-07,6.28,,
1997-04-08,6.16,,
1997-04-09,6.22,,
1997-04-10,6.13,,
1997-04-11,5.88,,
1997-04-14,6.0,,
1997-04-15,6.22,,
1997-04-16,6.19,,
1997-04-17,6.19,,
1997-04-18,6.22,,
1997-04-21,6.13,,
1997-04-22,6.25,,
1997-04-23,6.41,,
1997-04-24,6.5,,
1997-04-25,6.19,,
1997-04-28,6.22,,
1997-04-29,6.34,,
1997-04-30,6.22,,
1997-05-01,6.09,,
1997-05-02,6.31,,
1997-05-05,6.28,,
1997-05-06,6.13,,
1997-05-07,6.16,,
1997-05-08,6.22,,
1997-05-09,6.16,,
1997-05-12,6.09,,
1997-05-13,5.94,,
1997-05-14,6.0,,
1997-05-15,6.0,,
1997-05-16,6.03,,
1997-05-19,6.16,,
1997-05-20,6.25,,
1997-05-21,6.28,,
1997-05-22,6.22,,
1997-05-23,6.31,,
1997-05-27,6.34,,
1997-05-28,6.25,,
1997-05-29,6.22,,
1997-05-30,6.22,,
1997-06-02,6.13,,
1997-06-03,6.16,,
1997-06-04,6.16,,
1997-06-05,6.38,,
1997-06-06,6.38,,
1997-06-09,6.28,,
1997-06-10,6.19,,
1997-06-11,6.06,,
1997-06-12,5.97,,
1997-06-13,6.06,,
1997-06-16,6.06,,
1997-06-17,5.94,,
1997-06-18,6.16,,
1997-06-19,6.25,,
1997-06-20,6.28,,
1997-06-23,6.31,,
1997-06-24,6.31,,
1997-06-25,6.33,,
1997-06-26,6.31,,
1997-06-27,6.39,,
1997-06-30,6.41,,
1997-07-01,6.34,,
1997-07-02,6.48,,
1997-07-03,6.56,,
1997-07-07,6.5,,
1997-07-08,6.44,,
1997-07-09,6.39,,
1997-07-10,6.34,,
1997-07-11,6.53,,
1997-07-14,6.5,,
1997-07-15,6.63,,
1997-07-16,6.69,,
1997-07-17,6.47,,
1997-07-18,6.56,,
1997-07-21,6.61,,
1997-07-22,6.7,,
1997-07-23,6.88,,
1997-07-24,6.91,,
1997-07-25,7.16,,
1997-07-28,7.16,,
1997-07-29,7.11,,
1997-07-30,7.23,,
1997-07-31,7.39,,
1997-08-01,7.31,,
1997-08-04,7.39,,
1997-08-05,7.3,,
1997-08-06,7.3,,
1997-08-07,7.27,,
1997-08-08,7.11,,
1997-08-11,7.17,,
1997-08-12,6.95,,
1997-08-13,7.02,,
1997-08-14,7.03,,
1997-08-15,6.84,,
1997-08-18,6.81,,
1997-08-19,6.86,,
1997-08-20,6.91,,
1997-08-21,7.0,,
1997-08-22,6.91,,
1997-08-25,7.0,,
1997-08-26,6.92,,
1997-08-27,6.89,,
1997-08-28,6.78,,
1997-08-29,6.86,,
1997-09-02,6.89,,
1997-09-03,7.02,,
1997-09-04,7.08,,
1997-09-05,7.2,,
1997-09-08,7.5,,
1997-09-09,7.45,,
1997-09-10,7.56,,
1997-09-11,7.69,,
1997-09-12,7.63,,
1997-09-15,7.66,,
1997-09-16,7.59,,
1997-09-17,7.63,,
1997-09-18,7.63,,
1997-09-19,8.0,,
1997-09-22,8.02,,
1997-09-23,7.75,,
1997-09-24,7.88,,
1997-09-25,7.88,,
1997-09-26,7.94,,
1997-09-29,8.23,,
1997-09-30,8.22,,
1997-10-01,7.97,,
1997-10-02,7.92,,
1997-10-03,7.69,,
1997-10-06,7.8,,
1997-10-07,7.83,,
1997-10-08,7.89,,
1997-10-09,7.97,,
1997-10-10,7.97,,
1997-10-13,7.91,,
1997-10-14,7.91,,
1997-10-15,8.14,,
1997-10-16,7.94,,
1997-10-17,7.97,,
1997-10-20,8.14,,
1997-10-21,8.41,,
1997-10-22,8.55,,
1997-10-23,8.63,,
1997-10-24,8.38,,
1997-10-27,7.75,,
1997-10-28,7.97,,
1997-10-29,8.2,,
1997-10-30,8.11,,
1997-10-31,8.34,,
1997-11-03,8.58,,
1997-11-04,8.53,,
1997-11-05,8.66,,
1997-11-06,8.77,,
1997-11-07,8.72,,
1997-11-10,8.58,,
1997-11-11,8.53,,
1997-11-12,8.48,,
1997-11-13,8.47,,
1997-11-14,8.88,,
1997-11-17,8.97,,
1997-11-18,8.78,,
1997-11-19,8.52,,
1997-11-20,8.94,,
1997-11-21,9.22,,
1997-11-24,9.03,,
1997-11-25,9.05,,
1997-11-26,9.19,,
1997-11-28,9.34,,
1997-12-01,9.44,,
1997-12-02,9.75,,
1997-12-03,10.0,,
1997-12-04,10.02,,
1997-12-05,9.63,,
1997-12-08,9.7,,
1997-12-09,9.55,,
1997-12-10,9.47,,
1997-12-11,9.69,,
1997-12-12,9.72,,
1997-12-15,9.67,,
1997-12-16,9.39,,
1997-12-17,9.39,,
1997-12-18,9.13,,
1997-12-19,8.81,,
1997-12-22,9.05,,
1997-12-23,9.09,,
1997-12-24,9.11,,
1997-12-26,9.19,,
1997-12-29,9.22,,
1997-12-30,9.38,,
1997-12-31,9.69,,
1998-01-02,9.59,,
1998-01-05,9.75,,
1998-01-06,10.0,,
1998-01-07,10.14,,
1998-01-08,9.84,,
1998-01-09,10.03,,
1998-01-12,10.25,,
1998-01-13,10.47,,
1998-01-14,10.52,,
1998-01-15,10.69,,
1998-01-16,11.13,,
1998-01-20,11.45,,
1998-01-21,11.69,,
1998-01-22,11.45,,
1998-01-23,11.14,,
1998-01-26,11.13,,
1998-01-27,10.97,,
1998-01-28,12.5,,
1998-01-29,12.3,,
1998-01-30,12.14,,
1998-02-02,12.22,,
1998-02-03,12.41,,
1998-02-04,12.03,,
1998-02-05,12.05,,
1998-02-06,12.16,,
1998-02-09,12.69,,
1998-02-10,13.19,,
1998-02-11,13.47,,
1998-02-12,14.36,,
1998-02-13,14.23,,
1998-02-17,14.3,,
1998-02-18,13.84,,
1998-02-19,13.59,,
1998-02-20,13.06,,
1998-02-23,13.97,,
1998-02-24,13.25,,
1998-02-25,13.77,,
1998-02-26,14.05,,
1998-02-27,13.77,,
1998-03-02,13.8,,
1998-03-03,13.95,,
1998-03-04,13.73,,
1998-03-05,13.3,,
1998-03-06,13.77,,
1998-03-09,13.95,,
1998-03-10,14.25,,
1998-03-11,14.25,,
1998-03-12,14.56,,
1998-03-13,14.33,,
1998-03-16,14.66,,
1998-03-17,14.45,,
1998-03-18,14.28,,
1998-03-19,14.47,,
1998-03-20,14.23,,
1998-03-23,13.2,,
1998-03-24,13.44,,
1998-03-25,13.53,,
1998-03-26,13.36,,
1998-03-27,13.34,,
1998-03-30,13.16,,
1998-03-31,13.55,,
1998-04-01,13.33,,
1998-04-02,13.67,,
1998-04-03,14.14,,
1998-04-06,14.03,,
1998-04-07,13.77,,
1998-04-08,14.0,,
1998-04-09,14.14,,
1998-04-13,14.52,,
1998-04-14,14.64,,
1998-04-15,15.06,,
1998-04-16,15.14,,
1998-04-17,14.97,,
1998-04-20,14.97,,
1998-04-21,15.59,,
1998-04-22,15.63,,
1998-04-23,14.91,,
1998-04-24,14.69,,
1998-04-27,13.8,,
1998-04-28,13.86,,
1998-04-29,13.94,,
1998-04-30,14.05,,
1998-05-01,13.64,,
1998-05-04,13.19,,
1998-05-05,12.97,,
1998-05-06,11.98,,
1998-05-07,11.78,,
1998-05-08,12.0,,
1998-05-11,11.97,,
1998-05-12,11.73,,
1998-05-13,11.75,,
1998-05-14,11.81,,
1998-05-15,11.78,,
1998-05-18,11.47,,
1998-05-19,10.88,,
1998-05-20,11.56,,
1998-05-21,11.75,,
1998-05-22,12.19,,
1998-05-26,11.91,,
1998-05-27,11.58,,
1998-05-28,11.47,,
1998-05-29,11.58,,
1998-06-01,11.61,,
1998-06-02,11.69,,
1998-06-03,11.91,,
1998-06-04,11.97,,
1998-06-05,11.98,,
1998-06-08,12.23,,
1998-06-09,13.16,,
1998-06-10,13.27,,
1998-06-11,13.17,,
1998-06-12,13.16,,
1998-06-15,12.97,,
1998-06-16,13.05,,
1998-06-17,12.92,,
1998-06-18,12.48,,
1998-06-19,12.55,,
1998-06-22,12.97,,
1998-06-23,12.66,,
1998-06-24,13.34,,
1998-06-25,13.14,,
1998-06-26,13.33,,
1998-06-29,13.67,,
1998-06-30,13.64,,
1998-07-01,13.91,,
1998-07-02,13.67,,
1998-07-06,14.13,,
1998-07-07,14.8,,
1998-07-08,15.0,,
1998-07-09,14.97,,
1998-07-10,14.73,,
1998-07-13,14.98,,
1998-07-14,15.16,,
1998-07-15,14.58,,
1998-07-16,14.25,,
1998-07-17,14.31,,
1998-07-20,14.17,,
1998-07-21,14.0,,
1998-07-22,14.08,,
1998-07-23,13.25,,
1998-07-24,12.52,,
1998-07-27,12.83,,
1998-07-28,12.39,,
1998-07-29,11.44,,
1998-07-30,11.59,,
1998-07-31,10.53,,
1998-08-03,10.5,,
1998-08-04,10.14,,
1998-08-05,9.98,,
1998-08-06,10.22,,
1998-08-07,10.77,,
1998-08-10,11.02,,
1998-08-11,10.69,,
1998-08-12,10.83,,
1998-08-13,10.66,,
1998-08-14,10.66,,
1998-08-17,10.94,,
1998-08-18,11.84,,
1998-08-19,11.52,,
1998-08-20,11.22,,
1998-08-21,10.78,,
1998-08-24,10.83,,
1998-08-25,11.09,,
1998-08-26,10.84,,
1998-08-27,10.33,,
1998-08-28,10.38,,
1998-08-31,9.73,,
1998-09-01,9.53,,
1998-09-02,9.33,,
1998-09-03,8.33,,
1998-09-04,8.48,,
1998-09-08,9.09,,
1998-09-09,8.63,,
1998-09-10,8.61,,
1998-09-11,8.78,,
1998-09-14,9.47,,
1998-09-15,9.59,,
1998-09-16,9.88,,
1998-09-17,9.58,,
1998-09-18,9.58,,
1998-09-21,10.06,,
1998-09-22,10.42,,
1998-09-23,10.61,,
1998-09-24,10.22,,
1998-09-25,9.88,,
1998-09-28,9.58,,
1998-09-29,8.81,,
1998-09-30,8.52,,
1998-10-01,8.42,,
1998-10-02,8.5,,
1998-10-05,7.97,,
1998-10-06,8.16,,
1998-10-07,7.78,,
1998-10-08,7.08,,
1998-10-09,7.13,,
1998-10-12,7.38,,
1998-10-13,7.0,,
1998-10-14,7.23,,
1998-10-15,7.69,,
1998-10-16,8.23,,
1998-10-19,8.38,,
1998-10-20,8.08,,
1998-10-21,8.17,,
1998-10-22,8.44,,
1998-10-23,8.42,,
1998-10-26,8.45,,
1998-10-27,8.66,,
1998-10-28,8.59,,
1998-10-29,8.77,,
1998-10-30,8.98,,
1998-11-02,9.56,,
1998-11-03,9.36,,
1998-11-04,9.19,,
1998-11-05,9.39,,
1998-11-06,9.5,,
1998-11-09,9.14,,
1998-11-10,8.81,,
1998-11-11,8.91,,
1998-11-12,8.67,,
1998-11-13,8.78,,
1998-11-16,8.66,,
1998-11-17,8.75,,
1998-11-18,8.88,,
1998-11-19,8.47,,
1998-11-20,8.31,,
1998-11-23,8.83,,
1998-11-24,9.27,,
1998-11-25,9.41,,
1998-11-27,9.56,,
1998-11-30,9.36,,
1998-12-01,9.78,,
1998-12-02,9.91,,
1998-12-03,9.75,,
1998-12-04,9.55,,
1998-12-07,10.08,,
1998-12-08,9.73,,
1998-12-09,9.73,,
1998-12-10,9.55,,
1998-12-11,9.3,,
1998-12-14,9.06,,
1998-12-15,9.48,,
1998-12-16,9.47,,
1998-12-17,10.0,,
1998-12-18,10.31,,
1998-12-21,10.53,,
1998-12-22,10.34,,
1998-12-23,10.28,,
1998-12-24,10.22,,
1998-12-28,10.14,,
1998-12-29,10.45,,
1998-12-30,10.92,,
1998-12-31,11.06,,
1999-01-04,10.86,,
1999-01-05,11.72,,
1999-01-06,11.97,,
1999-01-07,12.25,,
1999-01-08,12.5,,
1999-01-11,11.89,,
1999-01-12,11.89,,
1999-01-13,11.84,,
1999-01-14,11.75,,
1999-01-15,12.33,,
1999-01-19,13.06,,
1999-01-20,12.47,,
1999-01-21,12.45,,
1999-01-22,12.53,,
1999-01-25,12.45,,
1999-01-26,12.25,,
1999-01-27,11.7,,
1999-01-28,11.41,,
1999-01-29,12.59,,
1999-02-01,13.39,,
1999-02-02,13.48,,
1999-02-03,13.34,,
1999-02-04,13.3,,
1999-02-05,13.27,,
1999-02-08,13.17,,
1999-02-09,12.95,,
1999-02-10,12.86,,
1999-02-11,12.61,,
1999-02-12,12.48,,
1999-02-16,12.13,,
1999-02-17,12.23,,
1999-02-18,12.2,,
1999-02-19,12.53,,
1999-02-22,12.98,,
1999-02-23,12.94,,
1999-02-24,12.72,,
1999-02-25,12.69,,
1999-02-26,12.67,,
1999-03-01,12.7,,
1999-03-02,13.27,,
1999-03-03,13.23,,
1999-03-04,13.02,,
1999-03-05,13.02,,
1999-03-08,12.95,,
1999-03-09,12.94,,
1999-03-10,12.45,,
1999-03-11,12.28,,
1999-03-12,12.44,,
1999-03-15,13.28,,
1999-03-16,12.84,,
1999-03-17,12.83,,
1999-03-18,13.27,,
1999-03-19,12.75,,
1999-03-22,12.28,,
1999-03-23,11.72,,
1999-03-24,11.84,,
1999-03-25,11.92,,
1999-03-26,12.05,,
1999-03-29,11.78,,
1999-03-30,11.91,,
1999-03-31,11.88,,
1999-04-01,11.91,,
1999-04-05,11.8,,
1999-04-06,11.47,,
1999-04-07,11.39,,
1999-04-08,11.59,,
1999-04-09,12.03,,
1999-04-12,11.94,,
1999-04-13,11.63,,
1999-04-14,12.33,,
1999-04-15,11.98,,
1999-04-16,12.55,,
1999-04-19,11.95,,
1999-04-20,12.05,,
1999-04-21,12.47,,
1999-04-22,12.53,,
1999-04-23,12.0,,
1999-04-26,11.66,,
1999-04-27,11.58,,
1999-04-28,11.59,,
1999-04-29,11.5,,
1999-04-30,11.02,,
1999-05-03,11.0,,
1999-05-04,11.2,,
1999-05-05,11.39,,
1999-05-06,11.48,,
1999-05-07,11.34,,
1999-05-10,11.16,,
1999-05-11,11.11,,
1999-05-12,11.2,,
1999-05-13,11.05,,
1999-05-14,10.95,,
1999-05-17,11.08,,
1999-05-18,11.16,,
1999-05-19,10.48,,
1999-05-20,10.42,,
1999-05-21,10.06,,
1999-05-24,9.53,,
1999-05-25,9.92,,
1999-05-26,10.42,,
1999-05-27,10.19,,
1999-05-28,10.38,,
1999-06-01,10.48,,
1999-06-02,10.28,,
1999-06-03,10.48,,
1999-06-04,10.41,,
1999-06-07,10.63,,
