date,LNC,LNC_EPS,PE Ratio
1980-09-17,10.69,0.31,34.483870967741936
1980-09-18,10.53,0.31,33.96774193548387
1980-09-19,10.5,0.31,33.87096774193549
1980-09-22,10.5,0.31,33.87096774193549
1980-09-23,10.63,0.31,34.29032258064517
1980-09-24,10.56,0.31,34.06451612903226
1980-09-25,10.5,0.31,33.87096774193549
1980-09-26,10.31,0.31,33.25806451612903
1980-09-29,10.31,0.31,33.25806451612903
1980-09-30,10.34,0.31,33.354838709677416
1980-10-01,10.31,0.31,33.25806451612903
1980-10-02,10.31,0.31,33.25806451612903
1980-10-03,10.47,0.31,33.774193548387096
1980-10-06,10.53,0.31,33.96774193548387
1980-10-07,10.59,0.31,34.16129032258065
1980-10-08,10.41,0.31,33.58064516129032
1980-10-09,10.5,0.31,33.87096774193549
1980-10-10,10.34,0.31,33.354838709677416
1980-10-13,10.25,0.31,33.064516129032256
1980-10-14,10.34,0.31,33.354838709677416
1980-10-15,10.28,0.31,33.16129032258064
1980-10-16,10.16,0.31,32.774193548387096
1980-10-17,9.91,0.31,31.967741935483872
1980-10-20,9.91,0.31,31.967741935483872
1980-10-21,9.81,0.31,31.645161290322584
1980-10-22,9.88,0.31,31.870967741935488
1980-10-23,9.88,0.31,31.870967741935488
1980-10-24,9.81,0.31,31.645161290322584
1980-10-27,9.81,0.31,31.645161290322584
1980-10-28,9.88,0.31,31.870967741935488
1980-10-29,9.91,0.31,31.967741935483872
1980-10-30,9.91,0.31,31.967741935483872
1980-10-31,9.91,0.31,31.967741935483872
1980-11-03,10.19,0.31,32.87096774193548
1980-11-05,9.81,0.31,31.645161290322584
1980-11-06,9.84,0.31,31.741935483870968
1980-11-07,10.0,0.31,32.25806451612903
1980-11-10,10.0,0.31,32.25806451612903
1980-11-11,9.97,0.31,32.16129032258065
1980-11-12,10.06,0.31,32.45161290322581
1980-11-13,10.06,0.31,32.45161290322581
1980-11-14,10.06,0.31,32.45161290322581
1980-11-17,9.97,0.31,32.16129032258065
1980-11-18,9.88,0.31,31.870967741935488
1980-11-19,9.97,0.31,32.16129032258065
1980-11-20,9.88,0.31,31.870967741935488
1980-11-21,9.81,0.31,31.645161290322584
1980-11-24,9.53,0.31,30.741935483870964
1980-11-25,9.38,0.31,30.258064516129036
1980-11-26,9.25,0.31,29.838709677419356
1980-11-28,9.41,0.31,30.35483870967742
1980-12-01,9.41,0.31,30.35483870967742
1980-12-02,9.38,0.31,30.258064516129036
1980-12-03,9.47,0.31,30.548387096774196
1980-12-04,9.78,0.31,31.548387096774192
1980-12-05,9.69,0.31,31.258064516129032
1980-12-08,9.81,0.31,31.645161290322584
1980-12-09,9.5,0.31,30.64516129032258
1980-12-10,9.34,0.31,30.129032258064516
1980-12-11,9.34,0.31,30.129032258064516
1980-12-12,9.38,0.31,30.258064516129036
1980-12-15,9.28,0.31,29.93548387096774
1980-12-16,9.16,0.31,29.548387096774196
1980-12-17,9.16,0.31,29.548387096774196
1980-12-18,9.31,0.31,30.03225806451613
1980-12-19,9.69,0.31,31.258064516129032
1980-12-22,9.88,0.31,31.870967741935488
1980-12-23,9.78,0.31,31.548387096774192
1980-12-24,9.63,0.31,31.06451612903226
1980-12-26,9.97,0.31,32.16129032258065
1980-12-29,9.75,0.31,31.451612903225808
1980-12-30,9.81,0.31,31.645161290322584
1980-12-31,10.0,0.31,32.25806451612903
1981-01-02,10.06,0.31,32.45161290322581
1981-01-05,10.13,0.31,32.67741935483871
1981-01-06,10.44,0.31,33.67741935483871
1981-01-07,10.0,0.31,32.25806451612903
1981-01-08,9.94,0.31,32.064516129032256
1981-01-09,9.94,0.31,32.064516129032256
1981-01-12,10.06,0.31,32.45161290322581
1981-01-13,10.0,0.31,32.25806451612903
1981-01-14,10.09,0.31,32.54838709677419
1981-01-15,10.19,0.31,32.87096774193548
1981-01-16,10.06,0.31,32.45161290322581
1981-01-19,10.03,0.31,32.354838709677416
1981-01-20,10.0,0.31,32.25806451612903
1981-01-21,10.0,0.31,32.25806451612903
1981-01-22,9.75,0.31,31.451612903225808
1981-01-23,9.81,0.31,31.645161290322584
1981-01-26,9.81,0.31,31.645161290322584
1981-01-27,9.88,0.31,31.870967741935488
1981-01-28,9.75,0.31,31.451612903225808
1981-01-29,9.88,0.31,31.870967741935488
1981-01-30,9.88,0.31,31.870967741935488
1981-02-02,9.78,0.31,31.548387096774192
1981-02-03,9.81,0.31,31.645161290322584
1981-02-04,9.88,0.31,31.870967741935488
1981-02-05,9.81,0.31,31.645161290322584
1981-02-06,9.75,0.31,31.451612903225808
1981-02-09,9.75,0.31,31.451612903225808
1981-02-10,9.78,0.31,31.548387096774192
1981-02-11,9.78,0.31,31.548387096774192
1981-02-12,9.63,0.31,31.06451612903226
1981-02-13,9.5,0.31,30.64516129032258
1981-02-17,9.38,0.31,30.258064516129036
1981-02-18,9.5,0.31,30.64516129032258
1981-02-19,9.38,0.31,30.258064516129036
1981-02-20,9.5,0.31,30.64516129032258
1981-02-23,9.5,0.31,30.64516129032258
1981-02-24,9.53,0.31,30.741935483870964
1981-02-25,9.66,0.31,31.161290322580644
1981-02-26,9.5,0.31,30.64516129032258
1981-02-27,9.69,0.31,31.258064516129032
1981-03-02,9.72,0.31,31.35483870967742
1981-03-03,9.59,0.31,30.93548387096774
1981-03-04,9.69,0.31,31.258064516129032
1981-03-05,9.75,0.31,31.451612903225808
1981-03-06,9.75,0.31,31.451612903225808
1981-03-09,9.94,0.31,32.064516129032256
1981-03-10,10.22,0.31,32.96774193548387
1981-03-11,10.19,0.31,32.87096774193548
1981-03-12,10.25,0.31,33.064516129032256
1981-03-13,10.56,0.31,34.06451612903226
1981-03-16,10.81,0.31,34.87096774193549
1981-03-17,10.69,0.31,34.483870967741936
1981-03-18,10.75,0.31,34.67741935483871
1981-03-19,10.88,0.31,35.09677419354839
1981-03-20,11.06,0.31,35.67741935483871
1981-03-23,11.03,0.31,35.58064516129032
1981-03-24,11.06,0.31,35.67741935483871
1981-03-25,11.03,0.31,35.58064516129032
1981-03-26,10.72,0.31,34.58064516129033
1981-03-27,10.59,0.31,34.16129032258065
1981-03-30,10.84,0.31,34.96774193548387
1981-03-31,11.06,0.31,35.67741935483871
1981-04-01,11.19,0.31,36.096774193548384
1981-04-02,11.03,0.31,35.58064516129032
1981-04-03,10.81,0.31,34.87096774193549
1981-04-06,10.44,0.31,33.67741935483871
1981-04-07,10.44,0.31,33.67741935483871
1981-04-08,10.56,0.31,34.06451612903226
1981-04-09,10.5,0.31,33.87096774193549
1981-04-10,10.5,0.31,33.87096774193549
1981-04-13,10.38,0.31,33.483870967741936
1981-04-14,10.38,0.31,33.483870967741936
1981-04-15,10.47,0.31,33.774193548387096
1981-04-16,10.56,0.31,34.06451612903226
1981-04-20,10.72,0.31,34.58064516129033
1981-04-21,10.63,0.31,34.29032258064517
1981-04-22,10.53,0.31,33.96774193548387
1981-04-23,10.63,0.31,34.29032258064517
1981-04-24,10.66,0.31,34.38709677419355
1981-04-27,10.69,0.31,34.483870967741936
1981-04-28,10.66,0.31,34.38709677419355
1981-04-29,10.56,0.31,34.06451612903226
1981-04-30,10.56,0.31,34.06451612903226
1981-05-01,10.56,0.31,34.06451612903226
1981-05-04,10.44,0.31,33.67741935483871
1981-05-05,10.47,0.31,33.774193548387096
1981-05-06,10.44,0.31,33.67741935483871
1981-05-07,10.44,0.31,33.67741935483871
1981-05-08,10.41,0.31,33.58064516129032
1981-05-11,10.41,0.31,33.58064516129032
1981-05-12,10.38,0.31,33.483870967741936
1981-05-13,10.44,0.31,33.67741935483871
1981-05-14,10.56,0.31,34.06451612903226
1981-05-15,10.5,0.31,33.87096774193549
1981-05-18,10.38,0.31,33.483870967741936
1981-05-19,10.34,0.31,33.354838709677416
1981-05-20,10.06,0.31,32.45161290322581
1981-05-21,10.25,0.31,33.064516129032256
1981-05-22,10.0,0.31,32.25806451612903
1981-05-26,10.06,0.31,32.45161290322581
1981-05-27,10.5,0.31,33.87096774193549
1981-05-28,10.66,0.31,34.38709677419355
1981-05-29,11.0,0.31,35.483870967741936
1981-06-01,11.19,0.31,36.096774193548384
1981-06-02,11.13,0.31,35.903225806451616
1981-06-03,11.0,0.31,35.483870967741936
1981-06-04,11.06,0.31,35.67741935483871
1981-06-05,11.13,0.31,35.903225806451616
1981-06-08,10.88,0.31,35.09677419354839
1981-06-09,11.03,0.31,35.58064516129032
1981-06-10,10.94,0.31,35.29032258064516
1981-06-11,10.91,0.31,35.193548387096776
1981-06-12,10.94,0.31,35.29032258064516
1981-06-15,11.16,0.31,36.0
1981-06-16,11.22,0.31,36.193548387096776
1981-06-17,11.28,0.31,36.387096774193544
1981-06-18,11.22,0.31,36.193548387096776
1981-06-19,11.16,0.31,36.0
1981-06-22,11.31,0.31,36.483870967741936
1981-06-23,11.5,0.31,37.096774193548384
1981-06-24,11.16,0.31,36.0
1981-06-25,11.13,0.31,35.903225806451616
1981-06-26,10.88,0.31,35.09677419354839
1981-06-29,10.88,0.31,35.09677419354839
1981-06-30,10.69,0.31,34.483870967741936
1981-07-01,10.47,0.31,33.774193548387096
1981-07-02,10.25,0.31,33.064516129032256
1981-07-06,10.25,0.31,33.064516129032256
1981-07-07,10.38,0.31,33.483870967741936
1981-07-08,10.38,0.31,33.483870967741936
1981-07-09,10.5,0.31,33.87096774193549
1981-07-10,10.5,0.31,33.87096774193549
1981-07-13,10.63,0.31,34.29032258064517
1981-07-14,10.63,0.31,34.29032258064517
1981-07-15,10.41,0.31,33.58064516129032
1981-07-16,10.34,0.31,33.354838709677416
1981-07-17,10.63,0.31,34.29032258064517
1981-07-20,10.53,0.31,33.96774193548387
1981-07-21,10.47,0.31,33.774193548387096
1981-07-22,10.25,0.31,33.064516129032256
1981-07-23,10.28,0.31,33.16129032258064
1981-07-24,10.34,0.31,33.354838709677416
1981-07-27,10.41,0.31,33.58064516129032
1981-07-28,10.34,0.31,33.354838709677416
1981-07-29,10.38,0.31,33.483870967741936
1981-07-30,10.38,0.31,33.483870967741936
1981-07-31,10.56,0.31,34.06451612903226
1981-08-03,10.63,0.31,34.29032258064517
1981-08-04,10.56,0.31,34.06451612903226
1981-08-05,10.53,0.31,33.96774193548387
1981-08-06,10.44,0.31,33.67741935483871
1981-08-07,10.38,0.31,33.483870967741936
1981-08-10,10.38,0.31,33.483870967741936
1981-08-11,10.5,0.31,33.87096774193549
1981-08-12,10.53,0.31,33.96774193548387
1981-08-13,10.38,0.31,33.483870967741936
1981-08-14,10.31,0.31,33.25806451612903
1981-08-17,10.13,0.31,32.67741935483871
1981-08-18,9.97,0.31,32.16129032258065
1981-08-19,10.0,0.31,32.25806451612903
1981-08-20,10.0,0.31,32.25806451612903
1981-08-21,9.94,0.31,32.064516129032256
1981-08-24,9.75,0.31,31.451612903225808
1981-08-25,9.63,0.31,31.06451612903226
1981-08-26,9.63,0.31,31.06451612903226
1981-08-27,9.69,0.31,31.258064516129032
1981-08-28,9.59,0.31,30.93548387096774
1981-08-31,9.25,0.31,29.838709677419356
1981-09-01,9.16,0.31,29.548387096774196
1981-09-02,9.41,0.31,30.35483870967742
1981-09-03,9.44,0.31,30.451612903225804
1981-09-04,9.38,0.31,30.258064516129036
1981-09-08,9.06,0.31,29.225806451612904
1981-09-09,9.03,0.31,29.129032258064516
1981-09-10,9.22,0.31,29.74193548387097
1981-09-11,9.31,0.31,30.03225806451613
1981-09-14,9.16,0.31,29.548387096774196
1981-09-15,9.19,0.31,29.64516129032258
1981-09-16,9.16,0.31,29.548387096774196
1981-09-17,9.19,0.31,29.64516129032258
1981-09-18,9.16,0.31,29.548387096774196
1981-09-21,9.06,0.31,29.225806451612904
1981-09-22,8.88,0.31,28.645161290322584
1981-09-23,8.75,0.31,28.225806451612904
1981-09-24,8.97,0.31,28.935483870967744
1981-09-25,9.06,0.31,29.225806451612904
1981-09-28,9.19,0.31,29.64516129032258
1981-09-29,9.34,0.31,30.129032258064516
1981-09-30,9.31,0.31,30.03225806451613
1981-10-01,9.38,0.31,30.258064516129036
1981-10-02,9.47,0.31,30.548387096774196
1981-10-05,9.38,0.31,30.258064516129036
1981-10-06,9.25,0.31,29.838709677419356
1981-10-07,9.47,0.31,30.548387096774196
1981-10-08,9.5,0.31,30.64516129032258
1981-10-09,9.56,0.31,30.838709677419356
1981-10-12,9.53,0.31,30.741935483870964
1981-10-13,9.75,0.31,31.451612903225808
1981-10-14,9.66,0.31,31.161290322580644
1981-10-15,9.63,0.31,31.06451612903226
1981-10-16,9.66,0.31,31.161290322580644
1981-10-19,9.69,0.31,31.258064516129032
1981-10-20,9.78,0.31,31.548387096774192
1981-10-21,9.69,0.31,31.258064516129032
1981-10-22,9.72,0.31,31.35483870967742
1981-10-23,9.75,0.31,31.451612903225808
1981-10-26,9.88,0.31,31.870967741935488
1981-10-27,10.0,0.31,32.25806451612903
1981-10-28,10.0,0.31,32.25806451612903
1981-10-29,10.0,0.31,32.25806451612903
1981-10-30,10.0,0.31,32.25806451612903
1981-11-02,10.06,0.31,32.45161290322581
1981-11-03,10.19,0.31,32.87096774193548
1981-11-04,10.13,0.31,32.67741935483871
1981-11-05,10.13,0.31,32.67741935483871
1981-11-06,10.19,0.31,32.87096774193548
1981-11-09,10.16,0.31,32.774193548387096
1981-11-10,10.13,0.31,32.67741935483871
1981-11-11,10.13,0.31,32.67741935483871
1981-11-12,10.41,0.31,33.58064516129032
1981-11-13,10.5,0.31,33.87096774193549
1981-11-16,10.5,0.31,33.87096774193549
1981-11-17,10.63,0.31,34.29032258064517
1981-11-18,10.63,0.31,34.29032258064517
1981-11-19,10.75,0.31,34.67741935483871
1981-11-20,10.56,0.31,34.06451612903226
1981-11-23,10.5,0.31,33.87096774193549
1981-11-24,10.69,0.31,34.483870967741936
1981-11-25,10.75,0.31,34.67741935483871
1981-11-27,10.91,0.31,35.193548387096776
1981-11-30,10.88,0.31,35.09677419354839
1981-12-01,11.0,0.31,35.483870967741936
1981-12-02,10.97,0.31,35.38709677419355
1981-12-03,10.94,0.31,35.29032258064516
1981-12-04,10.88,0.31,35.09677419354839
1981-12-07,10.78,0.31,34.774193548387096
1981-12-08,10.63,0.31,34.29032258064517
1981-12-09,10.31,0.31,33.25806451612903
1981-12-10,10.41,0.31,33.58064516129032
1981-12-11,10.44,0.31,33.67741935483871
1981-12-14,10.28,0.31,33.16129032258064
1981-12-15,10.16,0.31,32.774193548387096
1981-12-16,10.0,0.31,32.25806451612903
1981-12-17,10.16,0.31,32.774193548387096
1981-12-18,10.22,0.31,32.96774193548387
1981-12-21,10.34,0.31,33.354838709677416
1981-12-22,10.19,0.31,32.87096774193548
1981-12-23,10.06,0.31,32.45161290322581
1981-12-24,10.0,0.31,32.25806451612903
1981-12-28,10.0,0.31,32.25806451612903
1981-12-29,10.03,0.31,32.354838709677416
1981-12-30,10.13,0.31,32.67741935483871
1981-12-31,10.16,0.31,32.774193548387096
1982-01-04,10.31,0.31,33.25806451612903
1982-01-05,10.0,0.31,32.25806451612903
1982-01-06,10.06,0.31,32.45161290322581
1982-01-07,10.0,0.31,32.25806451612903
1982-01-08,10.13,0.31,32.67741935483871
1982-01-11,10.06,0.31,32.45161290322581
1982-01-12,10.06,0.31,32.45161290322581
1982-01-13,10.06,0.31,32.45161290322581
1982-01-14,10.13,0.31,32.67741935483871
1982-01-15,10.19,0.31,32.87096774193548
1982-01-18,10.22,0.31,32.96774193548387
1982-01-19,10.16,0.31,32.774193548387096
1982-01-20,10.19,0.31,32.87096774193548
1982-01-21,10.19,0.31,32.87096774193548
1982-01-22,10.03,0.31,32.354838709677416
1982-01-25,10.09,0.31,32.54838709677419
1982-01-26,9.94,0.31,32.064516129032256
1982-01-27,10.06,0.31,32.45161290322581
1982-01-28,10.13,0.31,32.67741935483871
1982-01-29,10.44,0.31,33.67741935483871
1982-02-01,10.66,0.31,34.38709677419355
1982-02-02,10.41,0.31,33.58064516129032
1982-02-03,10.44,0.31,33.67741935483871
1982-02-04,10.38,0.31,33.483870967741936
1982-02-05,10.63,0.31,34.29032258064517
1982-02-08,10.59,0.31,34.16129032258065
1982-02-09,10.5,0.31,33.87096774193549
1982-02-10,10.56,0.31,34.06451612903226
1982-02-11,10.28,0.31,33.16129032258064
1982-02-12,10.22,0.31,32.96774193548387
1982-02-16,10.06,0.31,32.45161290322581
1982-02-17,9.81,0.31,31.645161290322584
1982-02-18,9.88,0.31,31.870967741935488
1982-02-19,9.81,0.31,31.645161290322584
1982-02-22,9.94,0.31,32.064516129032256
1982-02-23,9.81,0.31,31.645161290322584
1982-02-24,9.94,0.31,32.064516129032256
1982-02-25,10.22,0.31,32.96774193548387
1982-02-26,10.34,0.31,33.354838709677416
1982-03-01,10.34,0.31,33.354838709677416
1982-03-02,10.44,0.31,33.67741935483871
1982-03-03,10.34,0.31,33.354838709677416
1982-03-04,10.41,0.31,33.58064516129032
1982-03-05,10.56,0.31,34.06451612903226
1982-03-08,10.5,0.31,33.87096774193549
1982-03-09,10.41,0.31,33.58064516129032
1982-03-10,10.22,0.31,32.96774193548387
1982-03-11,10.09,0.31,32.54838709677419
1982-03-12,10.19,0.31,32.87096774193548
1982-03-15,10.25,0.31,33.064516129032256
1982-03-16,10.13,0.31,32.67741935483871
1982-03-17,10.06,0.31,32.45161290322581
1982-03-18,10.03,0.31,32.354838709677416
1982-03-19,9.94,0.31,32.064516129032256
1982-03-22,10.19,0.31,32.87096774193548
1982-03-23,10.16,0.31,32.774193548387096
1982-03-24,9.97,0.31,32.16129032258065
1982-03-25,10.03,0.31,32.354838709677416
1982-03-26,9.97,0.31,32.16129032258065
1982-03-29,9.91,0.31,31.967741935483872
1982-03-30,9.78,0.31,31.548387096774192
1982-03-31,9.69,0.31,31.258064516129032
1982-04-01,10.0,0.31,32.25806451612903
1982-04-02,10.0,0.31,32.25806451612903
1982-04-05,9.78,0.31,31.548387096774192
1982-04-06,9.81,0.31,31.645161290322584
1982-04-07,9.94,0.31,32.064516129032256
1982-04-08,10.0,0.31,32.25806451612903
1982-04-12,9.94,0.31,32.064516129032256
1982-04-13,9.97,0.31,32.16129032258065
1982-04-14,10.06,0.31,32.45161290322581
1982-04-15,10.13,0.31,32.67741935483871
1982-04-16,10.0,0.31,32.25806451612903
1982-04-19,10.13,0.31,32.67741935483871
1982-04-20,10.22,0.31,32.96774193548387
1982-04-21,10.47,0.31,33.774193548387096
1982-04-22,10.31,0.31,33.25806451612903
1982-04-23,10.44,0.31,33.67741935483871
1982-04-26,10.56,0.31,34.06451612903226
1982-04-27,10.63,0.31,34.29032258064517
1982-04-28,10.69,0.31,34.483870967741936
1982-04-29,10.66,0.31,34.38709677419355
1982-04-30,10.69,0.31,34.483870967741936
1982-05-03,10.66,0.31,34.38709677419355
1982-05-04,10.63,0.31,34.29032258064517
1982-05-05,10.84,0.31,34.96774193548387
1982-05-06,10.97,0.31,35.38709677419355
1982-05-07,11.13,0.31,35.903225806451616
1982-05-10,11.0,0.31,35.483870967741936
1982-05-11,11.0,0.31,35.483870967741936
1982-05-12,11.09,0.31,35.774193548387096
1982-05-13,10.97,0.31,35.38709677419355
1982-05-14,10.81,0.31,34.87096774193549
1982-05-17,10.81,0.31,34.87096774193549
1982-05-18,10.75,0.31,34.67741935483871
1982-05-19,10.84,0.31,34.96774193548387
1982-05-20,10.66,0.31,34.38709677419355
1982-05-21,10.69,0.31,34.483870967741936
1982-05-24,10.69,0.31,34.483870967741936
1982-05-25,10.69,0.31,34.483870967741936
1982-05-26,10.69,0.31,34.483870967741936
1982-05-27,10.59,0.31,34.16129032258065
1982-05-28,10.5,0.31,33.87096774193549
1982-06-01,10.53,0.31,33.96774193548387
1982-06-02,10.5,0.31,33.87096774193549
1982-06-03,10.63,0.31,34.29032258064517
1982-06-04,10.19,0.31,32.87096774193548
1982-06-07,10.19,0.31,32.87096774193548
1982-06-08,10.13,0.31,32.67741935483871
1982-06-09,9.94,0.31,32.064516129032256
1982-06-10,9.88,0.31,31.870967741935488
1982-06-11,9.97,0.31,32.16129032258065
1982-06-14,9.91,0.31,31.967741935483872
1982-06-15,9.78,0.31,31.548387096774192
1982-06-16,9.88,0.31,31.870967741935488
1982-06-17,9.75,0.31,31.451612903225808
1982-06-18,9.53,0.31,30.741935483870964
1982-06-21,9.56,0.31,30.838709677419356
1982-06-22,9.5,0.31,30.64516129032258
1982-06-23,9.5,0.31,30.64516129032258
1982-06-24,9.47,0.31,30.548387096774196
1982-06-25,9.44,0.31,30.451612903225804
1982-06-28,9.53,0.31,30.741935483870964
1982-06-29,9.56,0.31,30.838709677419356
1982-06-30,9.5,0.31,30.64516129032258
1982-07-01,9.56,0.31,30.838709677419356
1982-07-02,9.44,0.31,30.451612903225804
1982-07-06,9.41,0.31,30.35483870967742
1982-07-07,9.22,0.31,29.74193548387097
1982-07-08,9.25,0.31,29.838709677419356
1982-07-09,9.19,0.31,29.64516129032258
1982-07-12,9.28,0.31,29.93548387096774
1982-07-13,9.31,0.31,30.03225806451613
1982-07-14,9.34,0.31,30.129032258064516
1982-07-15,9.44,0.31,30.451612903225804
1982-07-16,9.53,0.31,30.741935483870964
1982-07-19,9.63,0.31,31.06451612903226
1982-07-20,9.72,0.31,31.35483870967742
1982-07-21,9.69,0.31,31.258064516129032
1982-07-22,9.78,0.31,31.548387096774192
1982-07-23,9.75,0.31,31.451612903225808
1982-07-26,9.81,0.31,31.645161290322584
1982-07-27,9.69,0.31,31.258064516129032
1982-07-28,9.38,0.31,30.258064516129036
1982-07-29,9.31,0.31,30.03225806451613
1982-07-30,9.31,0.31,30.03225806451613
1982-08-02,9.5,0.31,30.64516129032258
1982-08-03,9.34,0.31,30.129032258064516
1982-08-04,9.34,0.31,30.129032258064516
1982-08-05,9.28,0.31,29.93548387096774
1982-08-06,9.25,0.31,29.838709677419356
1982-08-09,8.81,0.31,28.41935483870968
1982-08-10,8.75,0.31,28.225806451612904
