date,FANG,FANG_EPS,PE Ratio
2015-05-21,80.62,0.1,806.2
2015-05-22,81.38,0.1,813.8
2015-05-26,79.23,0.1,792.3
2015-05-27,79.18,0.1,791.8000000000001
2015-05-28,77.53,0.1,775.3
2015-05-29,77.81,0.1,778.1
2015-06-01,78.96,0.1,789.5999999999999
2015-06-02,79.03,0.1,790.3
2015-06-03,77.66,0.1,776.5999999999999
2015-06-04,76.46,0.1,764.5999999999999
2015-06-05,78.26,0.1,782.6
2015-06-08,78.83,0.1,788.3
2015-06-09,79.99,0.1,799.8999999999999
2015-06-10,81.43,0.1,814.3000000000001
2015-06-11,81.04,0.1,810.4
2015-06-12,80.65,0.1,806.5
2015-06-15,79.89,0.1,798.9
2015-06-16,80.75,0.1,807.5
2015-06-17,79.39,0.1,793.9
2015-06-18,78.57,0.1,785.6999999999999
2015-06-19,76.62,0.1,766.2
2015-06-22,78.81,0.1,788.1
2015-06-23,79.89,0.1,798.9
2015-06-24,77.96,0.1,779.5999999999999
2015-06-25,76.39,0.1,763.9
2015-06-26,75.25,0.1,752.5
2015-06-29,75.16,0.1,751.5999999999999
2015-06-30,75.38,0.1,753.8
2015-07-01,72.82,0.1,728.1999999999999
2015-07-02,73.13,0.1,731.3
2015-07-06,70.21,0.1,702.0999999999999
2015-07-07,71.06,0.1,710.6
2015-07-08,69.29,0.1,692.9
2015-07-09,70.86,0.1,708.5999999999999
2015-07-10,70.89,0.1,708.9
2015-07-13,71.31,0.1,713.1
2015-07-14,73.34,0.1,733.4
2015-07-15,70.69,0.1,706.9
2015-07-16,69.19,0.1,691.9
2015-07-17,66.27,0.1,662.6999999999999
2015-07-20,64.83,0.1,648.3
2015-07-21,65.97,0.1,659.6999999999999
2015-07-22,66.24,0.1,662.3999999999999
2015-07-23,66.29,0.1,662.9
2015-07-24,63.9,0.1,639.0
2015-07-27,63.3,0.1,632.9999999999999
2015-07-28,64.99,0.1,649.8999999999999
2015-07-29,67.65,0.1,676.5
2015-07-30,67.68,0.1,676.8000000000001
2015-07-31,67.3,0.1,672.9999999999999
2015-08-03,66.82,0.1,668.1999999999999
2015-08-04,67.99,0.1,679.8999999999999
2015-08-05,68.37,0.1,683.7
2015-08-06,70.48,0.1,704.8
2015-08-07,68.84,0.1,688.4
2015-08-10,70.19,-3.54,-19.827683615819208
2015-08-11,70.87,-3.54,-20.019774011299436
2015-08-12,72.48,-3.54,-20.474576271186443
2015-08-13,71.67,-3.54,-20.24576271186441
2015-08-14,73.9,-3.54,-20.875706214689266
2015-08-17,72.21,-3.54,-20.39830508474576
2015-08-18,73.38,-3.54,-20.72881355932203
2015-08-19,71.84,-3.54,-20.293785310734464
2015-08-20,70.23,-3.54,-19.83898305084746
2015-08-21,66.55,-3.54,-18.79943502824859
2015-08-24,61.75,-3.54,-17.443502824858758
2015-08-25,60.82,-3.54,-17.180790960451976
2015-08-26,62.09,-3.54,-17.539548022598872
2015-08-27,65.7,-3.54,-18.559322033898304
2015-08-28,66.56,-3.54,-18.80225988700565
2015-08-31,68.29,-3.54,-19.2909604519774
2015-09-01,64.52,-3.54,-18.22598870056497
2015-09-02,67.45,-3.54,-19.05367231638418
2015-09-03,66.98,-3.54,-18.92090395480226
2015-09-04,66.0,-3.54,-18.64406779661017
2015-09-08,67.31,-3.54,-19.01412429378531
2015-09-09,65.05,-3.54,-18.375706214689263
2015-09-10,66.88,-3.54,-18.892655367231637
2015-09-11,66.31,-3.54,-18.731638418079097
2015-09-14,65.72,-3.54,-18.56497175141243
2015-09-15,66.7,-3.54,-18.84180790960452
2015-09-16,69.89,-3.54,-19.742937853107346
2015-09-17,69.81,-3.54,-19.720338983050848
2015-09-18,69.0,-3.54,-19.491525423728813
2015-09-21,69.42,-3.54,-19.610169491525426
2015-09-22,69.18,-3.54,-19.542372881355934
2015-09-23,66.49,-3.54,-18.782485875706215
2015-09-24,66.67,-3.54,-18.833333333333332
2015-09-25,66.01,-3.54,-18.646892655367232
2015-09-28,62.63,-3.54,-17.692090395480225
2015-09-29,63.0,-3.54,-17.796610169491526
2015-09-30,64.6,-3.54,-18.248587570621467
2015-10-01,65.56,-3.54,-18.519774011299436
2015-10-02,69.36,-3.54,-19.593220338983052
2015-10-05,72.21,-3.54,-20.39830508474576
2015-10-06,72.58,-3.54,-20.502824858757062
2015-10-07,73.65,-3.54,-20.805084745762713
2015-10-08,76.22,-3.54,-21.53107344632768
2015-10-09,76.95,-3.54,-21.73728813559322
2015-10-12,76.91,-3.54,-21.725988700564972
2015-10-13,76.17,-3.54,-21.516949152542374
2015-10-14,76.43,-3.54,-21.59039548022599
2015-10-15,75.68,-3.54,-21.37853107344633
2015-10-16,77.18,-3.54,-21.80225988700565
2015-10-19,73.31,-3.54,-20.7090395480226
2015-10-20,73.36,-3.54,-20.72316384180791
2015-10-21,71.27,-3.54,-20.13276836158192
2015-10-22,72.35,-3.54,-20.43785310734463
2015-10-23,71.92,-3.54,-20.316384180790962
2015-10-26,72.88,-3.54,-20.587570621468924
2015-10-27,72.56,-3.54,-20.497175141242938
2015-10-28,75.5,-3.54,-21.327683615819208
2015-10-29,75.4,-3.54,-21.29943502824859
2015-10-30,73.84,-3.54,-20.858757062146893
2015-11-02,73.41,-3.54,-20.737288135593218
2015-11-03,77.26,-3.54,-21.82485875706215
2015-11-04,76.08,-3.54,-21.491525423728813
2015-11-05,77.09,-3.54,-21.77683615819209
2015-11-06,77.79,-2.44,-31.88114754098361
2015-11-09,79.62,-2.44,-32.63114754098361
2015-11-10,79.6,-2.44,-32.62295081967213
2015-11-11,79.83,-2.44,-32.717213114754095
2015-11-12,78.09,-2.44,-32.00409836065574
2015-11-13,76.72,-2.44,-31.442622950819672
2015-11-16,79.66,-2.44,-32.647540983606554
2015-11-17,79.61,-2.44,-32.627049180327866
2015-11-18,81.42,-2.44,-33.368852459016395
2015-11-19,77.06,-2.44,-31.581967213114755
2015-11-20,77.47,-2.44,-31.75
2015-11-23,79.74,-2.44,-32.68032786885246
2015-11-24,79.94,-2.44,-32.76229508196721
2015-11-25,78.7,-2.44,-32.25409836065574
2015-11-27,77.52,-2.44,-31.770491803278688
2015-11-30,78.02,-2.44,-31.975409836065573
2015-12-01,78.2,-2.44,-32.049180327868854
2015-12-02,76.79,-2.44,-31.471311475409838
2015-12-03,76.75,-2.44,-31.454918032786885
2015-12-04,76.31,-2.44,-31.274590163934427
2015-12-07,73.85,-2.44,-30.26639344262295
2015-12-08,74.94,-2.44,-30.71311475409836
2015-12-09,77.02,-2.44,-31.565573770491802
2015-12-10,79.09,-2.44,-32.41393442622951
2015-12-11,76.56,-2.44,-31.37704918032787
2015-12-14,75.61,-2.44,-30.987704918032787
2015-12-15,76.51,-2.44,-31.35655737704918
2015-12-16,72.36,-2.44,-29.65573770491803
2015-12-17,68.75,-2.44,-28.176229508196723
2015-12-18,66.16,-2.44,-27.114754098360656
2015-12-21,62.2,-2.44,-25.491803278688526
2015-12-22,63.35,-2.44,-25.963114754098363
2015-12-23,67.46,-2.44,-27.647540983606554
2015-12-24,67.92,-2.44,-27.836065573770494
2015-12-28,65.43,-2.44,-26.815573770491806
2015-12-29,66.44,-2.44,-27.229508196721312
2015-12-30,66.02,-2.44,-27.057377049180328
2015-12-31,66.9,-2.44,-27.41803278688525
2016-01-04,66.11,-2.44,-27.09426229508197
2016-01-05,65.19,-2.44,-26.7172131147541
2016-01-06,62.2,-2.44,-25.491803278688526
2016-01-07,60.4,-2.44,-24.75409836065574
2016-01-08,60.76,-2.44,-24.901639344262296
2016-01-11,57.6,-2.44,-23.60655737704918
2016-01-12,58.52,-2.44,-23.98360655737705
2016-01-13,59.51,-2.44,-24.389344262295083
2016-01-14,62.68,-2.44,-25.688524590163937
2016-01-15,63.16,-2.44,-25.885245901639344
2016-01-19,60.48,-2.44,-24.78688524590164
2016-01-20,60.91,-2.44,-24.96311475409836
2016-01-21,64.1,-2.44,-26.270491803278688
2016-01-22,66.17,-2.44,-27.118852459016395
2016-01-25,62.08,-2.44,-25.442622950819672
2016-01-26,66.53,-2.44,-27.266393442622952
2016-01-27,68.27,-2.44,-27.979508196721312
2016-01-28,72.79,-2.44,-29.83196721311476
2016-01-29,75.55,-2.44,-30.96311475409836
2016-02-01,72.6,-2.44,-29.754098360655735
2016-02-02,71.25,-2.44,-29.20081967213115
2016-02-03,74.88,-2.44,-30.688524590163933
2016-02-04,72.0,-2.44,-29.508196721311474
2016-02-05,67.31,-2.44,-27.586065573770494
2016-02-08,69.95,-2.44,-28.66803278688525
2016-02-09,67.06,-2.44,-27.48360655737705
2016-02-10,67.33,-2.44,-27.59426229508197
2016-02-11,67.9,-2.44,-27.82786885245902
2016-02-12,69.13,-2.44,-28.33196721311475
2016-02-16,67.97,-2.44,-27.85655737704918
2016-02-17,70.44,-2.44,-28.86885245901639
2016-02-18,70.25,-2.44,-28.79098360655738
2016-02-19,72.08,-2.86,-25.202797202797203
2016-02-22,73.7,-2.86,-25.76923076923077
2016-02-23,69.99,-2.86,-24.47202797202797
2016-02-24,71.72,-2.86,-25.076923076923077
2016-02-25,71.56,-2.86,-25.020979020979023
2016-02-26,72.6,-2.86,-25.384615384615383
2016-02-29,71.25,-2.86,-24.912587412587413
2016-03-01,72.49,-2.86,-25.346153846153847
2016-03-02,74.0,-2.86,-25.874125874125877
2016-03-03,72.51,-2.86,-25.353146853146857
2016-03-04,75.99,-2.86,-26.56993006993007
2016-03-07,76.24,-2.86,-26.657342657342657
2016-03-08,74.39,-2.86,-26.010489510489514
2016-03-09,74.7,-2.86,-26.11888111888112
2016-03-10,75.08,-2.86,-26.251748251748253
2016-03-11,78.43,-2.86,-27.423076923076927
2016-03-14,76.01,-2.86,-26.57692307692308
2016-03-15,76.98,-2.86,-26.91608391608392
2016-03-16,77.11,-2.86,-26.961538461538463
2016-03-17,77.49,-2.86,-27.094405594405593
2016-03-18,77.62,-2.86,-27.139860139860144
2016-03-21,78.05,-2.86,-27.29020979020979
2016-03-22,78.02,-2.86,-27.27972027972028
2016-03-23,76.7,-2.86,-26.81818181818182
2016-03-24,77.43,-2.86,-27.073426573426577
2016-03-28,76.46,-2.86,-26.734265734265733
2016-03-29,77.16,-2.86,-26.97902097902098
2016-03-30,79.03,-2.86,-27.632867132867133
2016-03-31,77.18,-2.86,-26.98601398601399
2016-04-01,76.77,-2.86,-26.842657342657343
2016-04-04,74.51,-2.86,-26.052447552447557
2016-04-05,73.8,-2.86,-25.804195804195803
2016-04-06,76.69,-2.86,-26.814685314685317
2016-04-07,79.07,-2.86,-27.646853146853147
2016-04-08,81.05,-2.86,-28.33916083916084
2016-04-11,80.58,-2.86,-28.174825174825177
2016-04-12,82.05,-2.86,-28.68881118881119
2016-04-13,81.4,-2.86,-28.461538461538463
2016-04-14,81.73,-2.86,-28.57692307692308
2016-04-15,80.11,-2.86,-28.01048951048951
2016-04-18,81.82,-2.86,-28.608391608391607
2016-04-19,82.3,-2.86,-28.776223776223777
2016-04-20,83.45,-2.86,-29.17832167832168
2016-04-21,82.55,-2.86,-28.863636363636363
2016-04-22,83.68,-2.86,-29.258741258741264
2016-04-25,84.48,-2.86,-29.53846153846154
2016-04-26,86.51,-2.86,-30.24825174825175
2016-04-27,88.43,-2.86,-30.919580419580424
2016-04-28,86.88,-2.86,-30.377622377622377
2016-04-29,86.58,-2.86,-30.272727272727273
2016-05-02,87.61,-2.86,-30.632867132867133
2016-05-03,84.9,-2.86,-29.68531468531469
2016-05-04,84.17,-2.86,-29.430069930069934
2016-05-05,87.68,-0.46,-190.6086956521739
2016-05-06,85.46,-0.46,-185.78260869565216
2016-05-09,85.73,-0.46,-186.3695652173913
2016-05-10,87.41,-0.46,-190.02173913043475
2016-05-11,86.49,-0.46,-188.02173913043475
2016-05-12,87.14,-0.46,-189.43478260869566
2016-05-13,85.49,-0.46,-185.8478260869565
2016-05-16,86.58,-0.46,-188.2173913043478
2016-05-17,86.94,-0.46,-189.0
2016-05-18,86.93,-0.46,-188.97826086956522
2016-05-19,86.93,-0.46,-188.97826086956522
2016-05-20,87.02,-0.46,-189.17391304347825
2016-05-23,86.84,-0.46,-188.7826086956522
2016-05-24,87.97,-0.46,-191.2391304347826
2016-05-25,89.74,-0.46,-195.0869565217391
2016-05-26,91.91,-0.46,-199.80434782608694
2016-05-27,92.86,-0.46,-201.86956521739128
2016-05-31,90.95,-0.46,-197.7173913043478
2016-06-01,91.53,-0.46,-198.97826086956522
2016-06-02,92.42,-0.46,-200.91304347826087
2016-06-03,90.11,-0.46,-195.89130434782606
2016-06-06,90.87,-0.46,-197.54347826086956
2016-06-07,94.59,-0.46,-205.6304347826087
2016-06-08,93.13,-0.46,-202.4565217391304
2016-06-09,92.18,-0.46,-200.3913043478261
2016-06-10,89.34,-0.46,-194.2173913043478
2016-06-13,88.76,-0.46,-192.95652173913044
2016-06-14,89.86,-0.46,-195.3478260869565
2016-06-15,89.13,-0.46,-193.76086956521738
2016-06-16,87.25,-0.46,-189.67391304347825
2016-06-17,87.51,-0.46,-190.23913043478262
2016-06-20,89.01,-0.46,-193.5
2016-06-21,90.92,-0.46,-197.65217391304347
2016-06-22,90.79,-0.46,-197.3695652173913
2016-06-23,91.41,-0.46,-198.7173913043478
2016-06-24,87.28,-0.46,-189.7391304347826
2016-06-27,83.77,-0.46,-182.1086956521739
2016-06-28,88.61,-0.46,-192.6304347826087
2016-06-29,90.79,-0.46,-197.3695652173913
2016-06-30,91.21,-0.46,-198.28260869565216
2016-07-01,90.54,-0.46,-196.82608695652175
2016-07-05,89.53,-0.46,-194.6304347826087
2016-07-06,90.5,-0.46,-196.7391304347826
2016-07-07,88.59,-0.46,-192.58695652173913
2016-07-08,89.16,-0.46,-193.82608695652172
2016-07-11,89.7,-0.46,-195.0
2016-07-12,91.96,-0.46,-199.91304347826085
2016-07-13,91.04,-0.46,-197.91304347826087
2016-07-14,92.23,-0.46,-200.5
2016-07-15,90.93,-0.46,-197.67391304347828
2016-07-18,90.57,-0.46,-196.89130434782606
2016-07-19,89.42,-0.46,-194.3913043478261
2016-07-20,89.48,-0.46,-194.52173913043478
2016-07-21,88.18,-0.46,-191.69565217391306
2016-07-22,88.23,-0.46,-191.80434782608697
2016-07-25,85.35,-0.46,-185.54347826086953
2016-07-26,85.89,-0.46,-186.7173913043478
2016-07-27,85.36,-0.46,-185.56521739130434
2016-07-28,85.93,-0.46,-186.80434782608697
2016-07-29,87.79,-0.46,-190.84782608695653
2016-08-01,85.95,-0.46,-186.84782608695653
2016-08-02,85.85,-0.46,-186.6304347826087
2016-08-03,87.34,-0.46,-189.8695652173913
2016-08-04,88.91,-0.46,-193.28260869565216
2016-08-05,92.95,-0.46,-202.06521739130434
2016-08-08,93.7,-0.46,-203.69565217391303
2016-08-09,94.28,-2.18,-43.24770642201835
2016-08-10,93.29,-2.18,-42.793577981651374
2016-08-11,94.16,-2.18,-43.19266055045871
2016-08-12,94.58,-2.18,-43.38532110091743
2016-08-15,96.45,-2.18,-44.24311926605505
2016-08-16,95.01,-2.18,-43.58256880733945
2016-08-17,95.3,-2.18,-43.715596330275226
2016-08-18,98.55,-2.18,-45.20642201834862
2016-08-19,98.59,-2.18,-45.22477064220183
2016-08-22,96.49,-2.18,-44.26146788990825
2016-08-23,96.59,-2.18,-44.30733944954128
2016-08-24,96.19,-2.18,-44.12385321100917
2016-08-25,96.26,-2.18,-44.15596330275229
2016-08-26,96.33,-2.18,-44.18807339449541
2016-08-29,97.36,-2.18,-44.66055045871559
2016-08-30,96.5,-2.18,-44.26605504587155
2016-08-31,95.25,-2.18,-43.69266055045871
2016-09-01,95.27,-2.18,-43.70183486238532
2016-09-02,96.38,-2.18,-44.21100917431192
2016-09-06,97.15,-2.18,-44.564220183486235
2016-09-07,98.56,-2.18,-45.211009174311926
2016-09-08,98.34,-2.18,-45.11009174311926
2016-09-09,96.05,-2.18,-44.05963302752293
2016-09-12,95.63,-2.18,-43.866972477064216
2016-09-13,90.9,-2.18,-41.69724770642202
2016-09-14,88.56,-2.18,-40.62385321100917
2016-09-15,89.88,-2.18,-41.22935779816513
2016-09-16,89.69,-2.18,-41.142201834862384
2016-09-19,89.29,-2.18,-40.95871559633027
2016-09-20,88.35,-2.18,-40.527522935779814
2016-09-21,89.39,-2.18,-41.0045871559633
2016-09-22,91.0,-2.18,-41.74311926605504
2016-09-23,88.92,-2.18,-40.788990825688074
2016-09-26,90.31,-2.18,-41.42660550458715
2016-09-27,88.53,-2.18,-40.61009174311926
2016-09-28,93.38,-2.18,-42.834862385321095
2016-09-29,95.53,-2.18,-43.82110091743119
2016-09-30,96.54,-2.18,-44.28440366972477
2016-10-03,92.53,-2.18,-42.444954128440365
2016-10-04,91.59,-2.18,-42.01376146788991
2016-10-05,94.7,-2.18,-43.440366972477065
2016-10-06,95.04,-2.18,-43.596330275229356
2016-10-07,94.7,-2.18,-43.440366972477065
2016-10-10,105.21,-2.18,-48.26146788990825
2016-10-11,104.84,-2.18,-48.091743119266056
2016-10-12,104.54,-2.18,-47.95412844036697
2016-10-13,103.53,-2.18,-47.49082568807339
2016-10-14,100.9,-2.18,-46.28440366972477
2016-10-17,100.47,-2.18,-46.08715596330275
2016-10-18,99.71,-2.18,-45.73853211009174
2016-10-19,103.2,-2.18,-47.3394495412844
2016-10-20,102.25,-2.18,-46.90366972477064
2016-10-21,102.24,-2.18,-46.89908256880734
2016-10-24,99.6,-2.18,-45.688073394495405
2016-10-25,97.44,-2.18,-44.69724770642201
2016-10-26,96.05,-2.18,-44.05963302752293
2016-10-27,96.78,-2.18,-44.39449541284404
2016-10-28,93.99,-2.18,-43.11467889908256
2016-10-31,91.29,-2.18,-41.87614678899082
2016-11-01,91.81,-2.18,-42.11467889908257
2016-11-02,91.28,-2.18,-41.87155963302752
2016-11-03,92.56,-2.18,-42.45871559633027
2016-11-04,91.69,-2.18,-42.059633027522935
2016-11-07,93.96,-2.18,-43.100917431192656
2016-11-08,93.74,0.04,2343.5
2016-11-09,98.16,0.04,2454.0
2016-11-10,97.37,0.04,2434.25
2016-11-11,95.49,0.04,2387.25
2016-11-14,94.32,0.04,2358.0
2016-11-15,96.66,0.04,2416.5
2016-11-16,97.59,0.04,2439.75
2016-11-17,97.92,0.04,2448.0
2016-11-18,97.1,0.04,2427.5
2016-11-21,100.46,0.04,2511.5
2016-11-22,99.2,0.04,2480.0
2016-11-23,100.77,0.04,2519.25
2016-11-25,99.44,0.04,2486.0
2016-11-28,96.75,0.04,2418.75
2016-11-29,95.4,0.04,2385.0
2016-11-30,107.85,0.04,2696.25
2016-12-01,110.0,0.04,2750.0
2016-12-02,108.14,0.04,2703.5
2016-12-05,106.93,0.04,2673.25
2016-12-06,106.29,0.04,2657.25
2016-12-07,105.39,0.04,2634.75
2016-12-08,107.26,0.04,2681.5
2016-12-09,106.04,0.04,2651.0
2016-12-12,104.99,0.04,2624.75
2016-12-13,105.28,0.04,2632.0
2016-12-14,101.51,0.04,2537.75
2016-12-15,101.18,0.04,2529.5
2016-12-16,101.95,0.04,2548.75
2016-12-19,105.25,0.04,2631.25
2016-12-20,102.66,0.04,2566.5
2016-12-21,101.45,0.04,2536.25
2016-12-22,102.73,0.04,2568.25
2016-12-23,102.93,0.04,2573.25
2016-12-27,103.85,0.04,2596.25
2016-12-28,102.94,0.04,2573.5
2016-12-29,102.05,0.04,2551.25
2016-12-30,101.06,0.04,2526.5
2017-01-03,103.25,0.04,2581.25
2017-01-04,103.57,0.04,2589.25
2017-01-05,103.67,0.04,2591.75
2017-01-06,103.66,0.04,2591.5
2017-01-09,101.43,0.04,2535.75
2017-01-10,102.71,0.04,2567.75
2017-01-11,103.91,0.04,2597.75
2017-01-12,103.57,0.04,2589.25
2017-01-13,101.36,0.04,2534.0
2017-01-17,100.44,0.04,2511.0
2017-01-18,100.52,0.04,2513.0
2017-01-19,102.26,0.04,2556.5
2017-01-20,103.11,0.04,2577.75
2017-01-23,102.19,0.04,2554.75
2017-01-24,103.74,0.04,2593.5
2017-01-25,105.12,0.04,2628.0
2017-01-26,106.7,0.04,2667.5
2017-01-27,106.68,0.04,2667.0
2017-01-30,102.5,0.04,2562.5
2017-01-31,105.17,0.04,2629.25
2017-02-01,105.76,0.04,2644.0
2017-02-02,104.63,0.04,2615.75
2017-02-03,104.42,0.04,2610.5
2017-02-06,105.44,0.04,2636.0
2017-02-07,100.12,0.04,2503.0
2017-02-08,100.56,0.04,2514.0
2017-02-09,103.93,0.04,2598.25
2017-02-10,104.79,0.04,2619.75
2017-02-13,104.3,0.04,2607.5
2017-02-14,107.68,0.04,2692.0
2017-02-15,111.84,0.4,279.59999999999997
2017-02-16,109.01,0.4,272.525
2017-02-17,107.63,0.4,269.075
2017-02-21,106.84,0.4,267.09999999999997
2017-02-22,102.03,0.4,255.075
2017-02-23,100.96,0.4,252.39999999999998
2017-02-24,100.41,0.4,251.02499999999998
2017-02-27,101.65,0.4,254.125
2017-02-28,100.86,0.4,252.14999999999998
2017-03-01,105.71,0.4,264.275
2017-03-02,103.82,0.4,259.54999999999995
2017-03-03,103.58,0.4,258.95
2017-03-06,103.96,0.4,259.9
2017-03-07,104.58,0.4,261.45
2017-03-08,99.76,0.4,249.4
2017-03-09,101.48,0.4,253.7
2017-03-10,101.46,0.4,253.64999999999998
2017-03-13,101.26,0.4,253.15
2017-03-14,98.35,0.4,245.87499999999997
2017-03-15,102.92,0.4,257.3
2017-03-16,103.44,0.4,258.59999999999997
2017-03-17,104.69,0.4,261.72499999999997
2017-03-20,103.71,0.4,259.275
2017-03-21,102.12,0.4,255.3
2017-03-22,101.17,0.4,252.92499999999998
2017-03-23,99.6,0.4,248.99999999999997
2017-03-24,99.73,0.4,249.325
2017-03-27,98.94,0.4,247.35
2017-03-28,101.23,0.4,253.075
2017-03-29,103.16,0.4,257.9
2017-03-30,102.67,0.4,256.675
2017-03-31,103.72,0.4,259.29999999999995
2017-04-03,104.08,0.4,260.2
2017-04-04,106.77,0.4,266.92499999999995
2017-04-05,102.94,0.4,257.34999999999997
2017-04-06,104.67,0.4,261.675
2017-04-07,104.38,0.4,260.95
2017-04-10,104.62,0.4,261.55
2017-04-11,105.96,0.4,264.9
2017-04-12,106.32,0.4,265.79999999999995
2017-04-13,105.04,0.4,262.6
2017-04-17,105.14,0.4,262.84999999999997
2017-04-18,103.16,0.4,257.9
2017-04-19,100.55,0.4,251.37499999999997
2017-04-20,100.27,0.4,250.67499999999998
2017-04-21,101.27,0.4,253.17499999999998
2017-04-24,101.76,0.4,254.4
2017-04-25,103.97,0.4,259.92499999999995
2017-04-26,103.21,0.4,258.025
2017-04-27,100.45,0.4,251.125
2017-04-28,99.84,0.4,249.6
2017-05-01,98.96,0.4,247.39999999999998
2017-05-02,98.38,0.4,245.95
2017-05-03,100.28,0.4,250.7
2017-05-04,95.21,1.46,65.21232876712328
2017-05-05,99.65,1.46,68.25342465753425
2017-05-08,100.62,1.46,68.91780821917808
2017-05-09,99.62,1.46,68.23287671232877
2017-05-10,102.38,1.46,70.12328767123287
2017-05-11,101.38,1.46,69.43835616438356
2017-05-12,101.9,1.46,69.79452054794521
2017-05-15,103.28,1.46,70.73972602739727
2017-05-16,103.96,1.46,71.20547945205479
2017-05-17,101.79,1.46,69.71917808219179
2017-05-18,101.62,1.46,69.60273972602741
2017-05-19,103.12,1.46,70.63013698630138
2017-05-22,102.25,1.46,70.03424657534246
2017-05-23,100.65,1.46,68.93835616438356
2017-05-24,99.37,1.46,68.06164383561644
2017-05-25,99.63,1.46,68.23972602739725
2017-05-26,98.41,1.46,67.4041095890411
2017-05-30,94.28,1.46,64.57534246575342
2017-05-31,92.76,1.46,63.53424657534247
2017-06-01,93.97,1.46,64.36301369863014
2017-06-02,91.84,1.46,62.9041095890411
2017-06-05,90.65,1.46,62.089041095890416
2017-06-06,92.76,1.46,63.53424657534247
2017-06-07,88.6,1.46,60.68493150684931
2017-06-08,87.82,1.46,60.150684931506845
2017-06-09,90.15,1.46,61.74657534246576
2017-06-12,90.66,1.46,62.0958904109589
2017-06-13,92.44,1.46,63.31506849315068
2017-06-14,89.4,1.46,61.232876712328775
2017-06-15,85.87,1.46,58.81506849315069
2017-06-16,84.87,1.46,58.13013698630137
2017-06-19,85.89,1.46,58.828767123287676
2017-06-20,87.04,1.46,59.61643835616439
2017-06-21,86.75,1.46,59.417808219178085
2017-06-22,85.98,1.46,58.89041095890411
2017-06-23,88.4,1.46,60.54794520547946
2017-06-26,87.3,1.46,59.794520547945204
2017-06-27,87.99,1.46,60.26712328767123
2017-06-28,86.6,1.46,59.31506849315068
2017-06-29,87.29,1.46,59.78767123287672
2017-06-30,88.81,1.46,60.828767123287676
2017-07-03,90.35,1.46,61.88356164383561
2017-07-05,88.49,1.46,60.60958904109589
2017-07-06,85.96,1.46,58.87671232876712
2017-07-07,86.09,1.46,58.965753424657535
2017-07-10,88.03,1.46,60.294520547945204
2017-07-11,88.62,1.46,60.6986301369863
2017-07-12,88.11,1.46,60.349315068493155
2017-07-13,89.42,1.46,61.24657534246575
2017-07-14,90.48,1.46,61.97260273972603
2017-07-17,90.47,1.46,61.965753424657535
2017-07-18,90.41,1.46,61.92465753424658
2017-07-19,93.93,1.46,64.33561643835617
2017-07-20,92.38,1.46,63.273972602739725
2017-07-21,91.99,1.46,63.00684931506849
2017-07-24,93.21,1.46,63.842465753424655
2017-07-25,95.72,1.46,65.56164383561644
2017-07-26,96.48,1.46,66.08219178082192
2017-07-27,96.57,1.46,66.14383561643835
2017-07-28,96.65,1.46,66.19863013698631
2017-07-31,95.88,1.46,65.67123287671232
2017-08-01,95.35,1.46,65.30821917808218
2017-08-02,95.84,1.62,59.160493827160494
2017-08-03,89.69,1.62,55.36419753086419
2017-08-04,95.21,1.62,58.771604938271594
2017-08-07,96.04,1.62,59.28395061728395
2017-08-08,94.98,1.62,58.629629629629626
2017-08-09,94.58,1.62,58.38271604938271
2017-08-10,92.06,1.62,56.82716049382716
2017-08-11,92.87,1.62,57.32716049382716
2017-08-14,90.75,1.62,56.01851851851851
2017-08-15,88.02,1.62,54.33333333333333
2017-08-16,88.06,1.62,54.358024691358025
2017-08-17,86.1,1.62,53.14814814814814
2017-08-18,87.26,1.62,53.864197530864196
2017-08-21,87.08,1.62,53.75308641975308
2017-08-22,87.43,1.62,53.96913580246914
2017-08-23,88.86,1.62,54.85185185185185
2017-08-24,89.12,1.62,55.01234567901235
2017-08-25,88.74,1.62,54.77777777777777
2017-08-28,88.03,1.62,54.339506172839506
2017-08-29,88.17,1.62,54.425925925925924
2017-08-30,88.47,1.62,54.61111111111111
2017-08-31,90.79,1.62,56.04320987654321
2017-09-01,91.92,1.62,56.74074074074074
2017-09-05,91.74,1.62,56.629629629629626
2017-09-06,92.66,1.62,57.197530864197525
2017-09-07,91.62,1.62,56.55555555555556
2017-09-08,88.9,1.62,54.876543209876544
2017-09-11,89.45,1.62,55.21604938271605
2017-09-12,90.41,1.62,55.80864197530864
2017-09-13,93.49,1.62,57.70987654320987
2017-09-14,93.81,1.62,57.907407407407405
2017-09-15,93.97,1.62,58.00617283950617
2017-09-18,95.15,1.62,58.73456790123457
2017-09-19,94.28,1.62,58.197530864197525
2017-09-20,97.32,1.62,60.07407407407407
2017-09-21,97.36,1.62,60.09876543209876
2017-09-22,95.74,1.62,59.09876543209876
2017-09-25,96.78,1.62,59.74074074074074
2017-09-26,97.15,1.62,59.96913580246913
2017-09-27,96.88,1.62,59.80246913580246
2017-09-28,97.14,1.62,59.96296296296296
2017-09-29,97.96,1.62,60.469135802469125
2017-10-02,100.0,1.62,61.72839506172839
2017-10-03,100.08,1.62,61.77777777777777
2017-10-04,100.75,1.62,62.191358024691354
2017-10-05,99.75,1.62,61.57407407407407
2017-10-06,99.09,1.62,61.166666666666664
