date,YUM,YUM_EPS,PE Ratio
,,0.05,
1997-09-17,5.23,0.05,104.60000000000001
1997-09-18,5.41,0.05,108.2
1997-09-19,5.44,0.05,108.8
1997-09-22,5.39,0.05,107.79999999999998
1997-09-23,5.39,0.05,107.79999999999998
1997-09-24,5.39,0.05,107.79999999999998
1997-09-25,5.47,0.05,109.39999999999999
1997-09-26,5.61,0.05,112.2
1997-09-29,5.68,0.05,113.6
1997-09-30,5.82,0.05,116.4
1997-10-01,5.57,0.05,111.4
1997-10-02,5.55,0.05,110.99999999999999
1997-10-03,5.63,0.05,112.6
1997-10-06,5.75,0.05,115.0
1997-10-07,5.59,0.05,111.8
1997-10-08,5.52,0.05,110.39999999999999
1997-10-09,5.74,0.05,114.8
1997-10-10,5.67,0.05,113.39999999999999
1997-10-13,5.76,0.05,115.19999999999999
1997-10-14,5.73,0.05,114.60000000000001
1997-10-15,5.71,0.05,114.19999999999999
1997-10-16,5.71,0.05,114.19999999999999
1997-10-17,5.61,0.05,112.2
1997-10-20,5.8,0.05,115.99999999999999
1997-10-21,6.03,0.09,67.0
1997-10-22,5.93,0.09,65.88888888888889
1997-10-23,5.93,0.09,65.88888888888889
1997-10-24,5.93,0.09,65.88888888888889
1997-10-27,5.59,0.09,62.111111111111114
1997-10-28,5.56,0.09,61.77777777777778
1997-10-29,5.45,0.09,60.55555555555556
1997-10-30,5.3,0.09,58.888888888888886
1997-10-31,5.45,0.09,60.55555555555556
1997-11-03,5.48,0.09,60.88888888888889
1997-11-04,5.41,0.09,60.111111111111114
1997-11-05,5.43,0.09,60.333333333333336
1997-11-06,5.68,0.09,63.11111111111111
1997-11-07,5.75,0.09,63.88888888888889
1997-11-10,6.08,0.09,67.55555555555556
1997-11-11,6.02,0.09,66.88888888888889
1997-11-12,5.9,0.09,65.55555555555556
1997-11-13,6.02,0.09,66.88888888888889
1997-11-14,6.34,0.09,70.44444444444444
1997-11-17,6.35,0.09,70.55555555555556
1997-11-18,6.08,0.09,67.55555555555556
1997-11-19,6.11,0.09,67.8888888888889
1997-11-20,6.13,0.09,68.11111111111111
1997-11-21,6.2,0.09,68.8888888888889
1997-11-24,6.02,0.09,66.88888888888889
1997-11-25,5.89,0.09,65.44444444444444
1997-11-26,5.96,0.09,66.22222222222223
1997-11-28,6.08,0.09,67.55555555555556
1997-12-01,6.11,0.09,67.8888888888889
1997-12-02,6.12,0.09,68.0
1997-12-03,6.23,0.09,69.22222222222223
1997-12-04,6.26,0.09,69.55555555555556
1997-12-05,6.22,0.09,69.11111111111111
1997-12-08,6.2,0.09,68.8888888888889
1997-12-09,6.14,0.09,68.22222222222221
1997-12-10,5.8,0.09,64.44444444444444
1997-12-11,5.59,0.09,62.111111111111114
1997-12-12,5.46,0.09,60.66666666666667
1997-12-15,5.43,0.09,60.333333333333336
1997-12-16,5.53,0.09,61.44444444444445
1997-12-17,5.46,0.09,60.66666666666667
1997-12-18,5.37,0.09,59.66666666666667
1997-12-19,5.36,0.09,59.555555555555564
1997-12-22,5.36,0.09,59.555555555555564
1997-12-23,5.1,0.09,56.666666666666664
1997-12-24,5.17,0.09,57.44444444444444
1997-12-26,5.09,0.09,56.55555555555556
1997-12-29,5.1,0.09,56.666666666666664
1997-12-30,5.27,0.09,58.55555555555555
1997-12-31,5.22,0.09,58.0
1998-01-02,5.23,0.09,58.11111111111112
1998-01-05,5.08,0.09,56.44444444444445
1998-01-06,4.86,0.09,54.00000000000001
1998-01-07,4.85,0.09,53.888888888888886
1998-01-08,4.66,0.09,51.77777777777778
1998-01-09,4.67,0.09,51.88888888888889
1998-01-12,4.7,0.09,52.22222222222223
1998-01-13,4.7,0.09,52.22222222222223
1998-01-14,4.7,0.09,52.22222222222223
1998-01-15,4.81,0.09,53.44444444444444
1998-01-16,4.84,0.09,53.77777777777778
1998-01-20,4.99,0.09,55.44444444444445
1998-01-21,4.92,0.09,54.66666666666667
1998-01-22,4.88,0.09,54.22222222222222
1998-01-23,4.81,0.09,53.44444444444444
1998-01-26,4.79,0.09,53.22222222222222
1998-01-27,4.77,0.09,53.0
1998-01-28,4.92,0.09,54.66666666666667
1998-01-29,4.93,0.09,54.77777777777778
1998-01-30,4.91,0.09,54.55555555555556
1998-02-02,5.01,0.09,55.666666666666664
1998-02-03,4.96,0.09,55.111111111111114
1998-02-04,5.1,0.09,56.666666666666664
1998-02-05,5.03,0.09,55.88888888888889
1998-02-06,5.16,0.09,57.333333333333336
1998-02-09,5.08,0.09,56.44444444444445
1998-02-10,5.11,0.09,56.777777777777786
1998-02-11,5.07,0.09,56.333333333333336
1998-02-12,4.94,0.09,54.88888888888889
1998-02-13,4.9,0.09,54.44444444444445
1998-02-17,4.8,0.09,53.333333333333336
1998-02-18,4.7,0.09,52.22222222222223
1998-02-19,4.86,0.09,54.00000000000001
1998-02-20,4.81,0.09,53.44444444444444
1998-02-23,4.79,0.09,53.22222222222222
1998-02-24,4.88,0.09,54.22222222222222
1998-02-25,4.85,0.09,53.888888888888886
1998-02-26,5.02,0.09,55.77777777777778
1998-02-27,5.12,0.09,56.88888888888889
1998-03-02,5.29,0.09,58.77777777777778
1998-03-03,5.3,0.09,58.888888888888886
1998-03-04,5.39,0.09,59.888888888888886
1998-03-05,5.39,0.09,59.888888888888886
1998-03-06,5.3,0.09,58.888888888888886
1998-03-09,5.17,0.09,57.44444444444444
1998-03-10,5.25,0.09,58.333333333333336
1998-03-11,5.34,0.09,59.333333333333336
1998-03-12,5.35,0.09,59.44444444444444
1998-03-13,5.34,0.09,59.333333333333336
1998-03-16,5.36,0.09,59.555555555555564
1998-03-17,5.37,0.09,59.66666666666667
1998-03-18,5.25,0.09,58.333333333333336
1998-03-19,5.31,0.09,59.0
1998-03-20,5.5,0.09,61.111111111111114
1998-03-23,5.37,0.09,59.66666666666667
1998-03-24,5.5,0.09,61.111111111111114
1998-03-25,5.49,0.09,61.00000000000001
1998-03-26,5.4,0.09,60.00000000000001
1998-03-27,5.4,0.09,60.00000000000001
1998-03-30,5.31,0.09,59.0
1998-03-31,5.4,0.09,60.00000000000001
1998-04-01,5.66,0.09,62.88888888888889
1998-04-02,5.65,0.09,62.777777777777786
1998-04-03,5.8,0.09,64.44444444444444
1998-04-06,5.65,0.09,62.777777777777786
1998-04-07,5.46,0.09,60.66666666666667
1998-04-08,5.4,0.09,60.00000000000001
1998-04-09,5.53,0.09,61.44444444444445
1998-04-13,5.5,0.09,61.111111111111114
1998-04-14,5.5,0.09,61.111111111111114
1998-04-15,5.7,0.09,63.333333333333336
1998-04-16,5.64,0.09,62.666666666666664
1998-04-17,5.65,0.09,62.777777777777786
1998-04-20,5.68,0.09,63.11111111111111
1998-04-21,5.65,0.09,62.777777777777786
1998-04-22,5.9,0.09,65.55555555555556
1998-04-23,5.89,0.09,65.44444444444444
1998-04-24,5.82,0.09,64.66666666666667
1998-04-27,5.61,0.09,62.333333333333336
1998-04-28,5.57,0.09,61.88888888888889
1998-04-29,5.64,0.09,62.666666666666664
1998-04-30,5.71,0.09,63.44444444444444
1998-05-01,5.64,0.06,94.0
1998-05-04,5.57,0.06,92.83333333333334
1998-05-05,5.59,0.06,93.16666666666667
1998-05-06,5.55,0.06,92.5
1998-05-07,5.41,0.06,90.16666666666667
1998-05-08,5.44,0.06,90.66666666666667
1998-05-11,5.45,0.06,90.83333333333334
1998-05-12,5.55,0.06,92.5
1998-05-13,5.57,0.06,92.83333333333334
1998-05-14,5.62,0.06,93.66666666666667
1998-05-15,5.67,0.06,94.5
1998-05-18,5.72,0.06,95.33333333333333
1998-05-19,5.76,0.06,96.0
1998-05-20,5.68,0.06,94.66666666666667
1998-05-21,5.61,0.06,93.50000000000001
1998-05-22,5.58,0.06,93.0
1998-05-26,5.55,0.06,92.5
1998-05-27,5.43,0.06,90.5
1998-05-28,5.56,0.06,92.66666666666666
1998-05-29,5.58,0.06,93.0
1998-06-01,5.78,0.06,96.33333333333334
1998-06-02,5.89,0.06,98.16666666666667
1998-06-03,5.82,0.06,97.00000000000001
1998-06-04,5.8,0.06,96.66666666666667
1998-06-05,5.83,0.06,97.16666666666667
1998-06-08,5.86,0.06,97.66666666666667
1998-06-09,5.95,0.06,99.16666666666667
1998-06-10,5.8,0.06,96.66666666666667
1998-06-11,5.57,0.06,92.83333333333334
1998-06-12,5.56,0.06,92.66666666666666
1998-06-15,5.39,0.06,89.83333333333333
1998-06-16,5.38,0.06,89.66666666666667
1998-06-17,5.59,0.06,93.16666666666667
1998-06-18,5.59,0.06,93.16666666666667
1998-06-19,5.61,0.06,93.50000000000001
1998-06-22,5.66,0.06,94.33333333333334
1998-06-23,5.72,0.06,95.33333333333333
1998-06-24,6.02,0.06,100.33333333333333
1998-06-25,6.05,0.06,100.83333333333333
1998-06-26,5.84,0.06,97.33333333333333
1998-06-29,6.0,0.06,100.0
1998-06-30,5.7,0.06,95.0
1998-07-01,5.86,0.06,97.66666666666667
1998-07-02,5.83,0.06,97.16666666666667
1998-07-06,6.03,0.06,100.50000000000001
1998-07-07,5.87,0.06,97.83333333333334
1998-07-08,5.95,0.06,99.16666666666667
1998-07-09,5.91,0.06,98.5
1998-07-10,5.94,0.06,99.00000000000001
1998-07-13,5.93,0.06,98.83333333333333
1998-07-14,6.02,0.06,100.33333333333333
1998-07-15,6.1,0.06,101.66666666666667
1998-07-16,6.34,0.06,105.66666666666667
1998-07-17,6.36,0.06,106.00000000000001
1998-07-20,6.45,0.06,107.5
1998-07-21,6.32,0.06,105.33333333333334
1998-07-22,6.34,0.06,105.66666666666667
1998-07-23,6.27,0.06,104.5
1998-07-24,6.29,0.06,104.83333333333334
1998-07-27,6.59,0.11,59.90909090909091
1998-07-28,6.48,0.11,58.909090909090914
1998-07-29,6.45,0.11,58.63636363636364
1998-07-30,6.56,0.11,59.63636363636363
1998-07-31,6.36,0.11,57.81818181818182
1998-08-03,6.38,0.11,58.0
1998-08-04,6.2,0.11,56.36363636363637
1998-08-05,6.18,0.11,56.18181818181818
