date,OKE,OKE_EPS,PE Ratio
1980-12-04,4.54,0.06,75.66666666666667
1980-12-05,4.51,0.06,75.16666666666667
1980-12-08,4.34,0.06,72.33333333333333
1980-12-09,4.24,0.06,70.66666666666667
1980-12-10,4.13,0.06,68.83333333333333
1980-12-11,3.91,0.06,65.16666666666667
1980-12-12,3.93,0.06,65.5
1980-12-15,4.19,0.06,69.83333333333334
1980-12-16,4.08,0.06,68.0
1980-12-17,4.12,0.06,68.66666666666667
1980-12-18,4.17,0.06,69.5
1980-12-19,4.2,0.06,70.0
1980-12-22,4.19,0.06,69.83333333333334
1980-12-23,4.17,0.06,69.5
1980-12-24,4.13,0.06,68.83333333333333
1980-12-26,4.1,0.06,68.33333333333333
1980-12-29,4.14,0.06,69.0
1980-12-30,4.13,0.06,68.83333333333333
1980-12-31,4.13,0.06,68.83333333333333
1981-01-02,4.19,0.06,69.83333333333334
1981-01-05,4.35,0.06,72.5
1981-01-06,4.45,0.06,74.16666666666667
1981-01-07,4.31,0.06,71.83333333333333
1981-01-08,4.28,0.06,71.33333333333334
1981-01-09,4.34,0.06,72.33333333333333
1981-01-12,4.42,0.06,73.66666666666667
1981-01-13,4.34,0.06,72.33333333333333
1981-01-14,4.31,0.06,71.83333333333333
1981-01-15,4.31,0.06,71.83333333333333
1981-01-16,4.34,0.06,72.33333333333333
1981-01-19,4.3,0.06,71.66666666666667
1981-01-20,4.28,0.06,71.33333333333334
1981-01-21,4.23,0.06,70.50000000000001
1981-01-22,4.16,0.06,69.33333333333334
1981-01-23,4.13,0.06,68.83333333333333
1981-01-26,4.09,0.06,68.16666666666667
1981-01-27,4.2,0.06,70.0
1981-01-28,4.19,0.06,69.83333333333334
1981-01-29,4.2,0.06,70.0
1981-01-30,4.27,0.06,71.16666666666666
1981-02-02,4.16,0.06,69.33333333333334
1981-02-03,4.14,0.06,69.0
1981-02-04,4.04,0.06,67.33333333333334
1981-02-05,4.06,0.06,67.66666666666666
1981-02-06,4.13,0.06,68.83333333333333
1981-02-09,4.14,0.06,69.0
1981-02-10,4.08,0.06,68.0
1981-02-11,3.94,0.06,65.66666666666667
1981-02-12,3.86,0.06,64.33333333333333
1981-02-13,3.82,0.06,63.666666666666664
1981-02-17,3.82,0.06,63.666666666666664
1981-02-18,3.8,0.06,63.333333333333336
1981-02-19,3.8,0.06,63.333333333333336
1981-02-20,3.78,0.06,63.0
1981-02-23,3.72,0.06,62.00000000000001
1981-02-24,3.73,0.06,62.16666666666667
1981-02-25,3.71,0.06,61.833333333333336
1981-02-26,3.69,0.06,61.5
1981-02-27,3.71,0.06,61.833333333333336
1981-03-02,3.8,0.06,63.333333333333336
1981-03-03,3.89,0.06,64.83333333333334
1981-03-04,3.89,0.06,64.83333333333334
1981-03-05,3.79,0.06,63.16666666666667
1981-03-06,3.72,0.06,62.00000000000001
1981-03-09,3.69,0.06,61.5
1981-03-10,3.73,0.06,62.16666666666667
1981-03-11,3.58,0.06,59.66666666666667
1981-03-12,3.94,0.06,65.66666666666667
1981-03-13,3.95,0.06,65.83333333333334
1981-03-16,3.91,0.06,65.16666666666667
1981-03-17,3.97,0.06,66.16666666666667
1981-03-18,3.9,0.06,65.0
1981-03-19,3.89,0.06,64.83333333333334
1981-03-20,3.87,0.06,64.5
1981-03-23,3.84,0.06,64.0
1981-03-24,3.76,0.06,62.666666666666664
1981-03-25,3.71,0.06,61.833333333333336
1981-03-26,3.57,0.06,59.5
1981-03-27,3.73,0.06,62.16666666666667
1981-03-30,3.78,0.06,63.0
1981-03-31,3.83,0.06,63.833333333333336
1981-04-01,4.01,0.06,66.83333333333333
1981-04-02,4.02,0.06,67.0
1981-04-03,3.97,0.06,66.16666666666667
1981-04-06,3.93,0.06,65.5
1981-04-07,3.94,0.06,65.66666666666667
1981-04-08,3.98,0.06,66.33333333333333
1981-04-09,3.98,0.06,66.33333333333333
1981-04-10,3.95,0.06,65.83333333333334
1981-04-13,3.97,0.06,66.16666666666667
1981-04-14,3.93,0.06,65.5
1981-04-15,3.89,0.06,64.83333333333334
1981-04-16,3.83,0.06,63.833333333333336
1981-04-20,3.79,0.06,63.16666666666667
1981-04-21,3.64,0.06,60.66666666666667
1981-04-22,3.65,0.06,60.833333333333336
1981-04-23,3.65,0.06,60.833333333333336
1981-04-24,3.6,0.06,60.00000000000001
1981-04-27,3.6,0.06,60.00000000000001
1981-04-28,3.58,0.06,59.66666666666667
1981-04-29,3.54,0.06,59.0
1981-04-30,3.58,0.06,59.66666666666667
1981-05-01,3.57,0.06,59.5
1981-05-04,3.58,0.06,59.66666666666667
1981-05-05,3.56,0.06,59.333333333333336
1981-05-06,3.56,0.06,59.333333333333336
1981-05-07,3.54,0.06,59.0
1981-05-08,3.6,0.06,60.00000000000001
1981-05-11,3.54,0.06,59.0
1981-05-12,3.54,0.06,59.0
1981-05-13,3.58,0.06,59.66666666666667
1981-05-14,3.6,0.06,60.00000000000001
1981-05-15,3.67,0.06,61.166666666666664
1981-05-18,3.63,0.06,60.5
1981-05-19,3.67,0.06,61.166666666666664
1981-05-20,3.57,0.06,59.5
1981-05-21,3.64,0.06,60.66666666666667
1981-05-22,3.67,0.06,61.166666666666664
1981-05-26,3.67,0.06,61.166666666666664
1981-05-27,3.61,0.06,60.166666666666664
1981-05-28,3.56,0.06,59.333333333333336
1981-05-29,3.57,0.06,59.5
1981-06-01,3.47,0.06,57.833333333333336
1981-06-02,3.28,0.06,54.666666666666664
1981-06-03,3.27,0.06,54.5
1981-06-04,3.34,0.06,55.666666666666664
1981-06-05,3.31,0.06,55.16666666666667
1981-06-08,3.23,0.06,53.833333333333336
1981-06-09,3.32,0.06,55.333333333333336
1981-06-10,3.38,0.06,56.333333333333336
1981-06-11,3.46,0.06,57.66666666666667
1981-06-12,3.42,0.06,57.0
1981-06-15,3.46,0.06,57.66666666666667
1981-06-16,3.45,0.06,57.50000000000001
1981-06-17,3.49,0.06,58.16666666666667
1981-06-18,3.61,0.06,60.166666666666664
1981-06-19,3.5,0.06,58.333333333333336
1981-06-22,3.5,0.06,58.333333333333336
1981-06-23,3.53,0.06,58.833333333333336
1981-06-24,3.5,0.06,58.333333333333336
1981-06-25,3.41,0.06,56.833333333333336
1981-06-26,3.45,0.06,57.50000000000001
1981-06-29,3.35,0.06,55.833333333333336
1981-06-30,3.31,0.06,55.16666666666667
1981-07-01,3.24,0.06,54.00000000000001
1981-07-02,3.3,0.06,55.0
1981-07-06,3.17,0.06,52.833333333333336
1981-07-07,3.17,0.06,52.833333333333336
1981-07-08,3.27,0.06,54.5
1981-07-09,3.38,0.06,56.333333333333336
1981-07-10,3.53,0.06,58.833333333333336
1981-07-13,3.53,0.06,58.833333333333336
1981-07-14,3.5,0.06,58.333333333333336
1981-07-15,3.54,0.06,59.0
1981-07-16,3.63,0.06,60.5
1981-07-17,3.64,0.06,60.66666666666667
1981-07-20,3.64,0.06,60.66666666666667
1981-07-21,3.72,0.06,62.00000000000001
1981-07-22,3.79,0.06,63.16666666666667
1981-07-23,3.78,0.06,63.0
1981-07-24,3.75,0.06,62.5
1981-07-27,3.72,0.06,62.00000000000001
1981-07-28,3.69,0.06,61.5
1981-07-29,3.63,0.06,60.5
1981-07-30,3.68,0.06,61.333333333333336
1981-07-31,3.71,0.06,61.833333333333336
1981-08-03,3.76,0.06,62.666666666666664
1981-08-04,3.72,0.06,62.00000000000001
1981-08-05,3.75,0.06,62.5
1981-08-06,3.78,0.06,63.0
1981-08-07,3.79,0.06,63.16666666666667
1981-08-10,3.8,0.06,63.333333333333336
1981-08-11,4.01,0.06,66.83333333333333
1981-08-12,4.05,0.06,67.5
1981-08-13,4.13,0.06,68.83333333333333
1981-08-14,4.24,0.06,70.66666666666667
1981-08-17,4.23,0.06,70.50000000000001
1981-08-18,4.14,0.06,69.0
1981-08-19,3.98,0.06,66.33333333333333
1981-08-20,3.97,0.06,66.16666666666667
1981-08-21,3.84,0.06,64.0
1981-08-24,3.89,0.06,64.83333333333334
1981-08-25,3.72,0.06,62.00000000000001
1981-08-26,3.67,0.06,61.166666666666664
1981-08-27,3.6,0.06,60.00000000000001
1981-08-28,3.65,0.06,60.833333333333336
1981-08-31,3.71,0.06,61.833333333333336
1981-09-01,3.67,0.06,61.166666666666664
1981-09-02,3.64,0.06,60.66666666666667
1981-09-03,3.64,0.06,60.66666666666667
1981-09-04,3.56,0.06,59.333333333333336
1981-09-08,3.47,0.06,57.833333333333336
1981-09-09,3.45,0.06,57.50000000000001
1981-09-10,3.5,0.06,58.333333333333336
1981-09-11,3.61,0.06,60.166666666666664
1981-09-14,3.64,0.06,60.66666666666667
1981-09-15,3.52,0.06,58.66666666666667
1981-09-16,3.45,0.06,57.50000000000001
1981-09-17,3.42,0.06,57.0
1981-09-18,3.41,0.06,56.833333333333336
1981-09-21,3.32,0.06,55.333333333333336
1981-09-22,3.27,0.06,54.5
1981-09-23,3.13,0.06,52.166666666666664
1981-09-24,3.15,0.06,52.5
1981-09-25,3.15,0.06,52.5
1981-09-28,3.13,0.06,52.166666666666664
1981-09-29,3.24,0.06,54.00000000000001
1981-09-30,3.23,0.06,53.833333333333336
1981-10-01,3.2,0.06,53.333333333333336
1981-10-02,3.26,0.06,54.33333333333333
1981-10-05,3.19,0.06,53.166666666666664
1981-10-06,3.2,0.06,53.333333333333336
1981-10-07,3.28,0.06,54.666666666666664
1981-10-08,3.31,0.06,55.16666666666667
1981-10-09,3.3,0.06,55.0
1981-10-12,3.32,0.06,55.333333333333336
1981-10-13,3.32,0.06,55.333333333333336
1981-10-14,3.32,0.06,55.333333333333336
1981-10-15,3.32,0.06,55.333333333333336
1981-10-16,3.28,0.06,54.666666666666664
1981-10-19,3.28,0.06,54.666666666666664
1981-10-20,3.3,0.06,55.0
1981-10-21,3.26,0.06,54.33333333333333
1981-10-22,3.23,0.06,53.833333333333336
1981-10-23,3.23,0.06,53.833333333333336
1981-10-26,3.13,0.06,52.166666666666664
1981-10-27,3.09,0.06,51.5
1981-10-28,3.15,0.06,52.5
1981-10-29,3.11,0.06,51.833333333333336
1981-10-30,3.26,0.06,54.33333333333333
1981-11-02,3.37,0.06,56.16666666666667
1981-11-03,3.5,0.06,58.333333333333336
1981-11-04,3.46,0.06,57.66666666666667
1981-11-05,3.34,0.06,55.666666666666664
1981-11-06,3.32,0.06,55.333333333333336
1981-11-09,3.28,0.06,54.666666666666664
1981-11-10,3.27,0.06,54.5
1981-11-11,3.24,0.06,54.00000000000001
1981-11-12,3.26,0.06,54.33333333333333
1981-11-13,3.15,0.06,52.5
1981-11-16,3.12,0.06,52.00000000000001
1981-11-17,3.11,0.06,51.833333333333336
1981-11-18,3.15,0.06,52.5
1981-11-19,3.21,0.06,53.5
1981-11-20,3.23,0.06,53.833333333333336
1981-11-23,3.2,0.06,53.333333333333336
1981-11-24,3.19,0.06,53.166666666666664
1981-11-25,3.2,0.06,53.333333333333336
1981-11-27,3.2,0.06,53.333333333333336
1981-11-30,3.19,0.06,53.166666666666664
1981-12-01,3.2,0.06,53.333333333333336
1981-12-02,3.15,0.06,52.5
1981-12-03,3.2,0.06,53.333333333333336
1981-12-04,3.19,0.06,53.166666666666664
1981-12-07,3.16,0.06,52.66666666666667
1981-12-08,3.16,0.06,52.66666666666667
1981-12-09,3.13,0.06,52.166666666666664
1981-12-10,3.17,0.06,52.833333333333336
1981-12-11,3.2,0.06,53.333333333333336
1981-12-14,3.17,0.06,52.833333333333336
1981-12-15,3.13,0.06,52.166666666666664
1981-12-16,3.19,0.06,53.166666666666664
1981-12-17,3.17,0.06,52.833333333333336
1981-12-18,3.12,0.06,52.00000000000001
1981-12-21,3.11,0.06,51.833333333333336
1981-12-22,3.06,0.06,51.0
1981-12-23,3.08,0.06,51.333333333333336
1981-12-24,3.09,0.06,51.5
1981-12-28,3.05,0.06,50.833333333333336
1981-12-29,3.04,0.06,50.66666666666667
1981-12-30,3.01,0.06,50.166666666666664
1981-12-31,3.02,0.06,50.333333333333336
1982-01-04,3.11,0.06,51.833333333333336
1982-01-05,3.05,0.06,50.833333333333336
1982-01-06,3.08,0.06,51.333333333333336
1982-01-07,3.11,0.06,51.833333333333336
1982-01-08,3.08,0.06,51.333333333333336
1982-01-11,3.06,0.06,51.0
1982-01-12,3.01,0.06,50.166666666666664
1982-01-13,3.04,0.06,50.66666666666667
1982-01-14,3.05,0.06,50.833333333333336
1982-01-15,3.11,0.06,51.833333333333336
1982-01-18,3.13,0.06,52.166666666666664
1982-01-19,3.12,0.06,52.00000000000001
1982-01-20,3.15,0.06,52.5
1982-01-21,3.15,0.06,52.5
1982-01-22,3.12,0.06,52.00000000000001
1982-01-25,3.05,0.06,50.833333333333336
1982-01-26,3.01,0.06,50.166666666666664
1982-01-27,2.98,0.06,49.66666666666667
1982-01-28,3.04,0.06,50.66666666666667
1982-01-29,3.06,0.06,51.0
1982-02-01,3.06,0.06,51.0
1982-02-02,3.06,0.06,51.0
1982-02-03,3.05,0.06,50.833333333333336
1982-02-04,3.02,0.06,50.333333333333336
1982-02-05,3.05,0.06,50.833333333333336
1982-02-08,3.04,0.06,50.66666666666667
1982-02-09,2.97,0.06,49.50000000000001
1982-02-10,2.91,0.06,48.50000000000001
1982-02-11,2.9,0.06,48.333333333333336
1982-02-12,2.93,0.06,48.833333333333336
1982-02-16,2.93,0.06,48.833333333333336
1982-02-17,2.9,0.06,48.333333333333336
1982-02-18,3.01,0.06,50.166666666666664
1982-02-19,2.98,0.06,49.66666666666667
1982-02-22,3.04,0.06,50.66666666666667
1982-02-23,3.01,0.06,50.166666666666664
1982-02-24,3.08,0.06,51.333333333333336
1982-02-25,3.06,0.06,51.0
1982-02-26,3.09,0.06,51.5
1982-03-01,3.09,0.06,51.5
1982-03-02,3.05,0.06,50.833333333333336
1982-03-03,3.04,0.06,50.66666666666667
1982-03-04,2.95,0.06,49.16666666666667
1982-03-05,2.91,0.06,48.50000000000001
1982-03-08,2.93,0.06,48.833333333333336
1982-03-09,2.89,0.06,48.16666666666667
1982-03-10,2.94,0.06,49.0
1982-03-11,2.9,0.06,48.333333333333336
1982-03-12,2.93,0.06,48.833333333333336
1982-03-15,2.98,0.06,49.66666666666667
1982-03-16,2.94,0.06,49.0
1982-03-17,2.87,0.06,47.833333333333336
1982-03-18,2.86,0.06,47.666666666666664
1982-03-19,2.91,0.06,48.50000000000001
1982-03-22,2.93,0.06,48.833333333333336
1982-03-23,2.85,0.06,47.5
1982-03-24,2.86,0.06,47.666666666666664
1982-03-25,2.91,0.06,48.50000000000001
1982-03-26,2.94,0.06,49.0
1982-03-29,2.9,0.06,48.333333333333336
1982-03-30,2.97,0.06,49.50000000000001
1982-03-31,2.91,0.06,48.50000000000001
1982-04-01,2.97,0.06,49.50000000000001
1982-04-02,3.05,0.06,50.833333333333336
1982-04-05,3.11,0.06,51.833333333333336
1982-04-06,3.08,0.06,51.333333333333336
1982-04-07,3.15,0.06,52.5
1982-04-08,3.04,0.06,50.66666666666667
1982-04-12,3.08,0.06,51.333333333333336
1982-04-13,3.12,0.06,52.00000000000001
1982-04-14,3.02,0.06,50.333333333333336
1982-04-15,3.06,0.06,51.0
1982-04-16,3.05,0.06,50.833333333333336
1982-04-19,3.09,0.06,51.5
1982-04-20,3.04,0.06,50.66666666666667
1982-04-21,3.09,0.06,51.5
1982-04-22,3.09,0.06,51.5
1982-04-23,3.11,0.06,51.833333333333336
1982-04-26,3.11,0.06,51.833333333333336
1982-04-27,3.09,0.06,51.5
1982-04-28,3.11,0.06,51.833333333333336
1982-04-29,3.12,0.06,52.00000000000001
1982-04-30,3.08,0.06,51.333333333333336
1982-05-03,3.09,0.06,51.5
1982-05-04,3.12,0.06,52.00000000000001
1982-05-05,3.11,0.06,51.833333333333336
1982-05-06,3.15,0.06,52.5
1982-05-07,3.23,0.06,53.833333333333336
1982-05-10,3.28,0.06,54.666666666666664
1982-05-11,3.26,0.06,54.33333333333333
1982-05-12,3.23,0.06,53.833333333333336
1982-05-13,3.24,0.06,54.00000000000001
1982-05-14,3.26,0.06,54.33333333333333
1982-05-17,3.27,0.06,54.5
1982-05-18,3.19,0.06,53.166666666666664
1982-05-19,3.27,0.06,54.5
1982-05-20,3.24,0.06,54.00000000000001
1982-05-21,3.23,0.06,53.833333333333336
1982-05-24,3.24,0.06,54.00000000000001
1982-05-25,3.21,0.06,53.5
1982-05-26,3.17,0.06,52.833333333333336
1982-05-27,3.2,0.06,53.333333333333336
1982-05-28,3.17,0.06,52.833333333333336
1982-06-01,3.19,0.06,53.166666666666664
1982-06-02,3.19,0.06,53.166666666666664
1982-06-03,3.2,0.06,53.333333333333336
1982-06-04,3.19,0.06,53.166666666666664
1982-06-07,3.15,0.06,52.5
1982-06-08,3.17,0.06,52.833333333333336
1982-06-09,3.04,0.06,50.66666666666667
1982-06-10,3.06,0.06,51.0
1982-06-11,3.06,0.06,51.0
1982-06-14,3.05,0.06,50.833333333333336
1982-06-15,3.0,0.06,50.0
1982-06-16,2.97,0.06,49.50000000000001
1982-06-17,3.0,0.06,50.0
1982-06-18,2.93,0.06,48.833333333333336
1982-06-21,2.93,0.06,48.833333333333336
1982-06-22,2.9,0.06,48.333333333333336
1982-06-23,2.85,0.06,47.5
1982-06-24,2.87,0.06,47.833333333333336
1982-06-25,2.89,0.06,48.16666666666667
1982-06-28,3.04,0.06,50.66666666666667
1982-06-29,3.19,0.06,53.166666666666664
1982-06-30,3.13,0.06,52.166666666666664
1982-07-01,3.17,0.06,52.833333333333336
1982-07-02,3.2,0.06,53.333333333333336
1982-07-06,3.16,0.06,52.66666666666667
1982-07-07,2.98,0.06,49.66666666666667
1982-07-08,2.95,0.06,49.16666666666667
1982-07-09,2.9,0.06,48.333333333333336
1982-07-12,2.93,0.06,48.833333333333336
1982-07-13,2.91,0.06,48.50000000000001
1982-07-14,2.91,0.06,48.50000000000001
1982-07-15,2.95,0.06,49.16666666666667
1982-07-16,2.95,0.06,49.16666666666667
1982-07-19,2.98,0.06,49.66666666666667
1982-07-20,2.97,0.06,49.50000000000001
1982-07-21,2.93,0.06,48.833333333333336
1982-07-22,2.94,0.06,49.0
1982-07-23,2.89,0.06,48.16666666666667
1982-07-26,2.79,0.06,46.5
1982-07-27,2.83,0.06,47.16666666666667
1982-07-28,2.78,0.06,46.33333333333333
1982-07-29,2.74,0.06,45.66666666666667
1982-07-30,2.69,0.06,44.833333333333336
1982-08-02,2.72,0.06,45.333333333333336
1982-08-03,2.74,0.06,45.66666666666667
1982-08-04,2.65,0.06,44.166666666666664
1982-08-05,2.65,0.06,44.166666666666664
1982-08-06,2.67,0.06,44.5
1982-08-09,2.68,0.06,44.66666666666667
1982-08-10,2.71,0.06,45.166666666666664
1982-08-11,2.75,0.06,45.833333333333336
1982-08-12,2.78,0.06,46.33333333333333
1982-08-13,2.8,0.06,46.666666666666664
1982-08-16,2.86,0.06,47.666666666666664
1982-08-17,2.94,0.06,49.0
1982-08-18,2.9,0.06,48.333333333333336
1982-08-19,2.82,0.06,47.0
1982-08-20,2.75,0.06,45.833333333333336
1982-08-23,2.71,0.06,45.166666666666664
1982-08-24,2.68,0.06,44.66666666666667
1982-08-25,2.74,0.06,45.66666666666667
1982-08-26,2.94,0.06,49.0
1982-08-27,2.94,0.06,49.0
1982-08-30,2.93,0.06,48.833333333333336
1982-08-31,2.93,0.06,48.833333333333336
1982-09-01,2.91,0.06,48.50000000000001
1982-09-02,2.87,0.06,47.833333333333336
1982-09-03,2.85,0.06,47.5
1982-09-07,2.83,0.06,47.16666666666667
1982-09-08,2.93,0.06,48.833333333333336
1982-09-09,2.95,0.06,49.16666666666667
1982-09-10,2.98,0.06,49.66666666666667
1982-09-13,3.0,0.06,50.0
1982-09-14,2.97,0.06,49.50000000000001
1982-09-15,2.91,0.06,48.50000000000001
1982-09-16,2.93,0.06,48.833333333333336
1982-09-17,2.89,0.06,48.16666666666667
1982-09-20,2.9,0.06,48.333333333333336
1982-09-21,2.93,0.06,48.833333333333336
1982-09-22,2.93,0.06,48.833333333333336
1982-09-23,2.86,0.06,47.666666666666664
1982-09-24,2.9,0.06,48.333333333333336
1982-09-27,2.86,0.06,47.666666666666664
1982-09-28,2.86,0.06,47.666666666666664
1982-09-29,2.86,0.06,47.666666666666664
1982-09-30,2.83,0.06,47.16666666666667
1982-10-01,2.79,0.06,46.5
1982-10-04,2.8,0.06,46.666666666666664
1982-10-05,2.82,0.06,47.0
1982-10-06,2.76,0.06,46.0
1982-10-07,2.8,0.06,46.666666666666664
1982-10-08,2.85,0.06,47.5
1982-10-11,2.91,0.06,48.50000000000001
1982-10-12,2.95,0.06,49.16666666666667
1982-10-13,2.98,0.06,49.66666666666667
1982-10-14,2.98,0.06,49.66666666666667
1982-10-15,3.01,0.06,50.166666666666664
1982-10-18,3.12,0.06,52.00000000000001
1982-10-19,3.23,0.06,53.833333333333336
1982-10-20,3.11,0.06,51.833333333333336
1982-10-21,3.12,0.06,52.00000000000001
1982-10-22,3.23,0.06,53.833333333333336
1982-10-25,3.06,0.06,51.0
1982-10-26,2.95,0.06,49.16666666666667
1982-10-27,3.04,0.06,50.66666666666667
1982-10-28,3.06,0.06,51.0
1982-10-29,3.05,0.06,50.833333333333336
1982-11-01,3.01,0.06,50.166666666666664
1982-11-02,2.89,0.06,48.16666666666667
1982-11-03,2.91,0.06,48.50000000000001
1982-11-04,2.98,0.06,49.66666666666667
1982-11-05,3.01,0.06,50.166666666666664
1982-11-08,3.05,0.06,50.833333333333336
1982-11-09,3.02,0.06,50.333333333333336
1982-11-10,3.05,0.06,50.833333333333336
1982-11-11,3.06,0.06,51.0
1982-11-12,3.13,0.06,52.166666666666664
1982-11-15,3.15,0.06,52.5
1982-11-16,3.15,0.06,52.5
1982-11-17,3.09,0.06,51.5
1982-11-18,3.12,0.06,52.00000000000001
1982-11-19,3.13,0.06,52.166666666666664
1982-11-22,3.11,0.06,51.833333333333336
1982-11-23,3.08,0.06,51.333333333333336
1982-11-24,3.02,0.06,50.333333333333336
1982-11-26,3.01,0.06,50.166666666666664
1982-11-29,3.05,0.06,50.833333333333336
1982-11-30,3.06,0.06,51.0
1982-12-01,3.02,0.06,50.333333333333336
1982-12-02,2.97,0.06,49.50000000000001
1982-12-03,2.94,0.06,49.0
1982-12-06,2.91,0.06,48.50000000000001
1982-12-07,2.87,0.06,47.833333333333336
1982-12-08,2.83,0.06,47.16666666666667
1982-12-09,2.82,0.06,47.0
1982-12-10,2.82,0.06,47.0
1982-12-13,2.82,0.06,47.0
1982-12-14,2.78,0.06,46.33333333333333
1982-12-15,2.76,0.06,46.0
1982-12-16,2.78,0.06,46.33333333333333
1982-12-17,2.76,0.06,46.0
1982-12-20,2.74,0.06,45.66666666666667
1982-12-21,2.85,0.06,47.5
1982-12-22,2.86,0.06,47.666666666666664
1982-12-23,2.97,0.06,49.50000000000001
1982-12-27,2.93,0.06,48.833333333333336
1982-12-28,2.95,0.06,49.16666666666667
1982-12-29,2.9,0.06,48.333333333333336
1982-12-30,2.93,0.06,48.833333333333336
1982-12-31,2.91,0.06,48.50000000000001
1983-01-03,2.95,0.06,49.16666666666667
1983-01-04,3.05,0.06,50.833333333333336
1983-01-05,2.86,0.06,47.666666666666664
1983-01-06,2.93,0.06,48.833333333333336
1983-01-07,2.95,0.06,49.16666666666667
1983-01-10,3.0,0.06,50.0
1983-01-11,2.97,0.06,49.50000000000001
1983-01-12,2.98,0.06,49.66666666666667
1983-01-13,3.0,0.06,50.0
1983-01-14,2.98,0.06,49.66666666666667
1983-01-17,3.0,0.06,50.0
1983-01-18,3.02,0.06,50.333333333333336
1983-01-19,3.05,0.06,50.833333333333336
1983-01-20,3.08,0.06,51.333333333333336
1983-01-21,3.09,0.06,51.5
1983-01-24,2.98,0.06,49.66666666666667
1983-01-25,2.85,0.06,47.5
1983-01-26,2.87,0.06,47.833333333333336
1983-01-27,2.86,0.06,47.666666666666664
1983-01-28,2.69,0.06,44.833333333333336
1983-01-31,2.76,0.06,46.0
1983-02-01,2.72,0.06,45.333333333333336
1983-02-02,2.75,0.06,45.833333333333336
1983-02-03,2.72,0.06,45.333333333333336
1983-02-04,2.71,0.06,45.166666666666664
1983-02-07,2.74,0.06,45.66666666666667
1983-02-08,2.74,0.06,45.66666666666667
1983-02-09,2.74,0.06,45.66666666666667
1983-02-10,2.74,0.06,45.66666666666667
1983-02-11,2.74,0.06,45.66666666666667
1983-02-14,2.76,0.06,46.0
1983-02-15,2.78,0.06,46.33333333333333
1983-02-16,2.75,0.06,45.833333333333336
1983-02-17,2.79,0.06,46.5
1983-02-18,2.75,0.06,45.833333333333336
1983-02-22,2.74,0.06,45.66666666666667
1983-02-23,2.76,0.06,46.0
1983-02-24,2.76,0.06,46.0
1983-02-25,2.78,0.06,46.33333333333333
1983-02-28,2.78,0.06,46.33333333333333
1983-03-01,2.8,0.06,46.666666666666664
1983-03-02,2.9,0.06,48.333333333333336
1983-03-03,2.87,0.06,47.833333333333336
1983-03-04,2.85,0.06,47.5
1983-03-07,2.85,0.06,47.5
1983-03-08,2.79,0.06,46.5
1983-03-09,2.76,0.06,46.0
1983-03-10,2.72,0.06,45.333333333333336
1983-03-11,2.76,0.06,46.0
1983-03-14,2.75,0.06,45.833333333333336
1983-03-15,2.79,0.06,46.5
1983-03-16,2.74,0.06,45.66666666666667
1983-03-17,2.75,0.06,45.833333333333336
1983-03-18,2.72,0.06,45.333333333333336
1983-03-21,2.72,0.06,45.333333333333336
1983-03-22,2.75,0.06,45.833333333333336
1983-03-23,2.75,0.06,45.833333333333336
1983-03-24,2.72,0.06,45.333333333333336
1983-03-25,2.69,0.06,44.833333333333336
1983-03-28,2.64,0.06,44.00000000000001
1983-03-29,2.65,0.06,44.166666666666664
1983-03-30,2.67,0.06,44.5
