date,DTE,DTE_EPS,PE Ratio
1984-12-13,15.13,,
1984-12-14,15.13,,
1984-12-17,15.25,,
1984-12-18,16.13,,
1984-12-19,15.88,,
1984-12-20,15.38,,
1984-12-21,15.38,,
1984-12-24,15.25,,
1984-12-26,15.25,,
1984-12-27,15.13,,
1984-12-28,15.5,,
1984-12-31,16.0,,
1985-01-02,15.5,,
1985-01-03,15.38,,
1985-01-04,15.25,,
1985-01-07,15.38,,
1985-01-08,15.25,,
1985-01-09,15.38,,
1985-01-10,15.5,,
1985-01-11,15.25,,
1985-01-14,15.5,,
1985-01-15,15.5,,
1985-01-16,15.63,,
1985-01-17,15.38,,
1985-01-18,15.38,,
1985-01-21,15.25,,
1985-01-22,15.25,,
1985-01-23,15.5,,
1985-01-24,15.25,,
1985-01-25,15.25,,
1985-01-28,15.25,,
1985-01-29,15.13,,
1985-01-30,15.25,,
1985-01-31,15.25,,
1985-02-01,15.25,,
1985-02-04,15.5,,
1985-02-05,15.38,,
1985-02-06,15.38,,
1985-02-07,15.38,,
1985-02-08,15.38,,
1985-02-11,15.25,,
1985-02-12,15.63,,
1985-02-13,15.75,,
1985-02-14,15.75,,
1985-02-15,15.75,,
1985-02-19,15.88,,
1985-02-20,15.63,,
1985-02-21,15.63,,
1985-02-22,15.75,,
1985-02-25,15.63,,
1985-02-26,15.75,,
1985-02-27,15.88,,
1985-02-28,15.88,,
1985-03-01,15.88,,
1985-03-04,15.88,,
1985-03-05,15.75,,
1985-03-06,15.75,,
1985-03-07,15.88,,
1985-03-08,15.5,,
1985-03-11,15.75,,
1985-03-12,15.63,,
1985-03-13,15.75,,
1985-03-14,15.75,,
1985-03-15,15.38,,
1985-03-18,15.13,,
1985-03-19,15.38,,
1985-03-20,15.63,,
1985-03-21,15.63,,
1985-03-22,15.75,,
1985-03-25,15.63,,
1985-03-26,15.63,,
1985-03-27,15.88,,
1985-03-28,15.88,,
1985-03-29,16.5,,
1985-04-01,16.75,,
1985-04-02,16.5,,
1985-04-03,16.75,,
1985-04-04,16.88,,
1985-04-08,16.75,,
1985-04-09,16.63,,
1985-04-10,16.5,,
1985-04-11,16.63,,
1985-04-12,16.63,,
1985-04-15,16.63,,
1985-04-16,16.63,,
1985-04-17,16.75,,
1985-04-18,16.75,,
1985-04-19,16.63,,
1985-04-22,16.5,,
1985-04-23,16.63,,
1985-04-24,16.63,,
1985-04-25,16.5,,
1985-04-26,16.63,,
1985-04-29,16.38,,
1985-04-30,16.5,,
1985-05-01,16.13,,
1985-05-02,16.13,,
1985-05-03,16.25,,
1985-05-06,16.38,,
1985-05-07,16.75,,
1985-05-08,16.63,,
1985-05-09,16.63,,
1985-05-10,16.63,,
1985-05-13,16.75,,
1985-05-14,16.63,,
1985-05-15,16.63,,
1985-05-16,16.75,,
1985-05-17,16.88,,
1985-05-20,17.13,,
1985-05-21,16.88,,
1985-05-22,16.63,,
1985-05-23,16.38,,
1985-05-24,16.38,,
1985-05-28,16.5,,
1985-05-29,16.63,,
1985-05-30,16.38,,
1985-05-31,16.63,,
1985-06-03,16.75,,
1985-06-04,17.13,,
1985-06-05,17.38,,
1985-06-06,17.63,,
1985-06-07,17.38,,
1985-06-10,17.38,,
1985-06-11,17.5,,
1985-06-12,17.75,,
1985-06-13,17.5,,
1985-06-14,17.25,,
1985-06-17,17.25,,
1985-06-18,17.38,,
1985-06-19,17.38,,
1985-06-20,17.5,,
1985-06-21,17.5,,
1985-06-24,17.25,,
1985-06-25,17.13,,
1985-06-26,17.0,,
1985-06-27,17.0,,
1985-06-28,17.13,,
1985-07-01,17.0,,
1985-07-02,17.25,,
1985-07-03,17.25,,
1985-07-05,17.25,,
1985-07-08,17.0,,
1985-07-09,17.13,,
1985-07-10,17.38,,
1985-07-11,17.75,,
1985-07-12,17.75,,
1985-07-15,17.75,,
1985-07-16,17.63,,
1985-07-17,17.63,,
1985-07-18,17.5,,
1985-07-19,17.38,,
1985-07-22,16.88,,
1985-07-23,16.0,,
1985-07-24,16.38,,
1985-07-25,16.38,,
1985-07-26,16.38,,
1985-07-29,16.13,,
1985-07-30,16.13,,
1985-07-31,16.0,,
1985-08-01,16.13,,
1985-08-02,16.25,,
1985-08-05,16.0,,
1985-08-06,15.75,,
1985-08-07,15.38,,
1985-08-08,15.75,,
1985-08-09,15.88,,
1985-08-12,15.75,,
1985-08-13,15.75,,
1985-08-14,15.88,,
1985-08-15,16.13,,
1985-08-16,16.0,,
1985-08-19,16.0,,
1985-08-20,16.13,,
1985-08-21,16.38,,
1985-08-22,16.38,,
1985-08-23,16.25,,
1985-08-26,16.5,,
1985-08-27,16.5,,
1985-08-28,16.63,,
1985-08-29,16.63,,
1985-08-30,16.5,,
1985-09-03,16.38,,
1985-09-04,16.5,,
1985-09-05,16.5,,
1985-09-06,16.38,,
1985-09-09,16.25,,
1985-09-10,15.63,,
1985-09-11,15.5,,
1985-09-12,15.25,,
1985-09-13,15.38,,
1985-09-16,15.63,,
1985-09-17,15.63,,
1985-09-18,15.13,,
1985-09-19,15.25,,
1985-09-20,14.75,,
1985-09-23,14.63,,
1985-09-24,14.63,,
1985-09-25,14.5,,
1985-09-26,14.13,,
1985-09-30,14.38,,
1985-10-01,14.63,,
1985-10-02,14.63,,
1985-10-03,14.5,,
1985-10-04,14.5,,
1985-10-07,14.38,,
1985-10-08,14.38,,
1985-10-09,14.63,,
1985-10-10,14.75,,
1985-10-11,14.63,,
1985-10-14,14.75,,
1985-10-15,14.63,,
1985-10-16,14.88,,
1985-10-17,15.13,,
1985-10-18,14.88,,
1985-10-21,14.88,,
1985-10-22,15.0,,
1985-10-23,15.13,,
1985-10-24,15.13,,
1985-10-25,15.13,,
1985-10-28,15.25,,
1985-10-29,15.38,,
1985-10-30,15.13,,
1985-10-31,15.0,,
1985-11-01,15.0,,
1985-11-04,14.88,,
1985-11-05,15.25,,
1985-11-06,15.38,,
1985-11-07,15.13,,
1985-11-08,15.13,,
1985-11-11,15.38,,
1985-11-12,15.38,,
1985-11-13,15.25,,
1985-11-14,15.75,,
1985-11-15,15.5,,
1985-11-18,15.63,,
1985-11-19,15.63,,
1985-11-20,15.63,,
1985-11-21,15.63,,
1985-11-22,15.63,,
1985-11-25,15.63,,
1985-11-26,15.5,,
1985-11-27,15.63,,
1985-11-29,15.25,,
1985-12-02,15.25,,
1985-12-03,15.25,,
1985-12-04,15.38,,
1985-12-05,15.38,,
1985-12-06,15.25,,
1985-12-09,15.38,,
1985-12-10,15.5,,
1985-12-11,15.88,,
1985-12-12,15.5,,
1985-12-13,15.63,,
1985-12-16,15.5,,
1985-12-17,15.75,,
1985-12-18,15.88,,
1985-12-19,16.13,,
1985-12-20,16.38,,
1985-12-23,16.13,,
1985-12-24,15.88,,
1985-12-26,15.75,,
1985-12-27,15.88,,
1985-12-30,15.75,,
1985-12-31,15.88,,
1986-01-02,15.75,,
1986-01-03,15.88,,
1986-01-06,15.75,,
1986-01-07,16.38,,
1986-01-08,16.0,,
1986-01-09,15.75,,
1986-01-10,15.75,,
1986-01-13,15.63,,
1986-01-14,15.75,,
1986-01-15,15.75,,
1986-01-16,16.0,,
1986-01-17,16.13,,
1986-01-20,16.0,,
1986-01-21,16.13,,
1986-01-22,16.13,,
1986-01-23,16.38,,
1986-01-24,16.5,,
1986-01-27,16.88,,
1986-01-28,17.13,,
1986-01-29,17.0,,
1986-01-30,17.38,,
1986-01-31,17.5,,
1986-02-03,17.38,,
1986-02-04,17.25,,
1986-02-05,17.13,,
1986-02-06,17.38,,
1986-02-07,17.25,,
1986-02-10,17.38,,
1986-02-11,17.25,,
1986-02-12,17.0,,
1986-02-13,17.13,,
1986-02-14,17.25,,
1986-02-18,17.5,,
1986-02-19,17.25,,
1986-02-20,17.38,,
1986-02-21,17.38,,
1986-02-24,17.5,,
1986-02-25,17.75,,
1986-02-26,17.63,,
1986-02-27,18.5,,
1986-02-28,19.0,,
1986-03-03,18.63,,
1986-03-04,18.63,,
1986-03-05,18.13,,
1986-03-06,18.5,,
1986-03-07,18.5,,
1986-03-10,18.63,,
1986-03-11,19.0,,
1986-03-12,19.0,,
1986-03-13,18.75,,
1986-03-14,19.0,,
1986-03-17,18.75,,
1986-03-18,18.75,,
1986-03-19,18.75,,
1986-03-20,18.0,,
1986-03-21,17.63,,
1986-03-24,17.5,,
1986-03-25,17.88,,
1986-03-26,18.0,,
1986-03-27,18.13,,
1986-03-31,18.5,,
1986-04-01,17.88,,
1986-04-02,17.0,,
1986-04-03,17.75,,
1986-04-04,18.0,,
1986-04-07,17.88,,
1986-04-08,18.38,,
1986-04-09,18.88,,
1986-04-10,18.88,,
1986-04-11,18.88,,
1986-04-14,18.75,,
1986-04-15,18.88,,
1986-04-16,18.75,,
1986-04-17,18.88,,
1986-04-18,18.88,,
1986-04-21,18.63,,
1986-04-22,18.13,,
1986-04-23,18.0,,
1986-04-24,17.88,,
1986-04-25,18.0,,
1986-04-28,17.75,,
1986-04-29,17.5,,
1986-04-30,17.0,,
1986-05-01,17.38,,
1986-05-02,17.5,,
1986-05-05,17.5,,
1986-05-06,17.25,,
1986-05-07,16.88,,
1986-05-08,16.63,,
1986-05-09,16.88,,
1986-05-12,16.75,,
1986-05-13,16.88,,
1986-05-14,17.0,,
1986-05-15,17.0,,
1986-05-16,17.0,,
1986-05-19,17.0,,
1986-05-20,17.0,,
1986-05-21,16.38,,
1986-05-22,16.88,,
1986-05-23,16.75,,
1986-05-27,17.0,,
1986-05-28,17.13,,
1986-05-29,17.0,,
1986-05-30,17.0,,
1986-06-02,16.5,,
1986-06-03,16.88,,
1986-06-04,16.63,,
1986-06-05,16.5,,
1986-06-06,16.88,,
1986-06-09,16.63,,
1986-06-10,16.75,,
1986-06-11,16.63,,
1986-06-12,16.38,,
1986-06-13,16.38,,
1986-06-16,16.5,,
1986-06-17,16.5,,
1986-06-18,16.38,,
1986-06-19,16.0,,
1986-06-20,16.25,,
1986-06-23,16.0,,
1986-06-24,16.25,,
1986-06-25,16.0,,
1986-06-26,16.13,,
1986-06-27,16.25,,
1986-06-30,16.5,,
1986-07-01,16.63,,
1986-07-02,16.63,,
1986-07-03,16.38,,
1986-07-07,16.5,,
1986-07-08,16.38,,
1986-07-09,16.5,,
1986-07-10,16.75,,
1986-07-11,17.0,,
1986-07-14,17.38,,
1986-07-15,16.88,,
1986-07-16,16.5,,
1986-07-17,16.75,,
1986-07-18,16.38,,
1986-07-21,16.75,,
1986-07-22,16.88,,
1986-07-23,17.25,,
1986-07-24,17.25,,
1986-07-25,17.5,,
1986-07-28,17.38,,
1986-07-29,17.13,,
1986-07-30,17.13,,
1986-07-31,16.75,,
1986-08-01,16.75,,
1986-08-04,16.63,,
1986-08-05,16.63,,
1986-08-06,16.75,,
1986-08-07,17.25,,
1986-08-08,17.0,,
1986-08-11,17.13,,
1986-08-12,17.38,,
1986-08-13,17.38,,
1986-08-14,17.5,,
1986-08-15,17.88,,
1986-08-18,17.75,,
1986-08-19,17.88,,
1986-08-20,18.38,,
1986-08-21,18.25,,
1986-08-22,18.25,,
1986-08-25,18.0,,
1986-08-26,17.5,,
1986-08-27,17.63,,
1986-08-28,17.75,,
1986-08-29,18.0,,
1986-09-02,18.0,,
1986-09-03,18.0,,
1986-09-04,18.5,,
1986-09-05,18.0,,
1986-09-08,18.0,,
1986-09-09,18.0,,
1986-09-10,18.0,,
1986-09-11,17.5,,
1986-09-12,17.5,,
1986-09-15,17.38,,
1986-09-16,17.5,,
1986-09-17,16.88,,
1986-09-18,16.63,,
1986-09-19,16.75,,
1986-09-22,16.75,,
1986-09-23,16.75,,
1986-09-24,17.0,,
1986-09-25,16.75,,
1986-09-26,16.63,,
1986-09-29,16.5,,
1986-09-30,16.5,,
1986-10-01,16.63,,
1986-10-02,16.38,,
1986-10-03,16.38,,
1986-10-06,16.5,,
1986-10-07,16.88,,
1986-10-08,16.88,,
1986-10-09,17.0,,
1986-10-10,16.75,,
1986-10-13,16.75,,
1986-10-14,16.75,,
1986-10-15,16.75,,
1986-10-16,16.88,,
1986-10-17,16.88,,
1986-10-20,16.88,,
1986-10-21,17.0,,
1986-10-22,16.88,,
1986-10-23,17.25,,
1986-10-24,17.25,,
1986-10-27,17.25,,
1986-10-28,17.25,,
1986-10-29,17.5,,
1986-10-30,18.0,,
1986-10-31,17.88,,
1986-11-03,17.63,,
1986-11-04,17.63,,
1986-11-05,17.75,,
1986-11-06,17.63,,
1986-11-07,17.5,,
1986-11-10,17.38,,
1986-11-11,17.25,,
1986-11-12,17.38,,
1986-11-13,17.5,,
1986-11-14,17.5,,
1986-11-17,17.5,,
1986-11-18,17.25,,
1986-11-19,17.5,,
1986-11-20,17.63,,
1986-11-21,17.88,,
1986-11-24,18.0,,
1986-11-25,17.75,,
1986-11-26,18.0,,
1986-11-28,18.13,,
1986-12-01,18.0,,
1986-12-02,18.5,,
1986-12-03,18.5,,
1986-12-04,18.5,,
1986-12-05,18.25,,
1986-12-08,18.13,,
1986-12-09,18.13,,
1986-12-10,17.75,,
1986-12-11,17.63,,
1986-12-12,17.5,,
1986-12-15,17.5,,
1986-12-16,17.5,,
1986-12-17,17.38,,
1986-12-18,17.5,,
1986-12-19,17.25,,
1986-12-22,17.13,,
1986-12-23,16.75,,
1986-12-24,16.75,,
1986-12-26,16.75,,
1986-12-29,16.75,,
1986-12-30,16.75,,
1986-12-31,16.5,,
1987-01-02,17.25,,
1987-01-05,17.5,,
1987-01-06,17.63,,
1987-01-07,17.63,,
1987-01-08,18.0,,
1987-01-09,18.38,,
1987-01-12,18.38,,
1987-01-13,18.38,,
1987-01-14,18.0,,
1987-01-15,18.0,,
1987-01-16,18.13,,
1987-01-19,18.38,,
1987-01-20,18.5,,
1987-01-21,18.38,,
1987-01-22,18.63,,
1987-01-23,18.5,,
1987-01-26,18.38,,
1987-01-27,18.38,,
1987-01-28,18.5,,
1987-01-29,18.38,,
1987-01-30,18.25,,
1987-02-02,18.25,,
1987-02-03,18.25,,
1987-02-04,18.25,,
1987-02-05,18.38,,
1987-02-06,18.25,,
1987-02-09,18.13,,
1987-02-10,18.0,,
1987-02-11,18.25,,
1987-02-12,18.25,,
1987-02-13,18.38,,
1987-02-17,18.63,,
1987-02-18,18.5,,
1987-02-19,18.5,,
1987-02-20,18.75,,
1987-02-23,18.63,,
1987-02-24,18.88,,
1987-02-25,18.88,,
1987-02-26,18.63,,
1987-02-27,18.75,,
1987-03-02,18.5,,
1987-03-03,18.5,,
1987-03-04,18.63,,
1987-03-05,18.5,,
1987-03-06,18.13,,
1987-03-09,18.0,,
1987-03-10,17.38,,
1987-03-11,17.25,,
1987-03-12,17.38,,
1987-03-13,17.5,,
1987-03-16,17.5,,
1987-03-17,17.5,,
1987-03-18,17.5,,
1987-03-19,17.63,,
1987-03-20,17.63,,
1987-03-23,17.5,,
1987-03-24,17.63,,
1987-03-25,17.75,,
1987-03-26,17.75,,
1987-03-27,17.75,,
1987-03-30,17.38,,
1987-03-31,17.38,,
1987-04-01,17.38,,
1987-04-02,17.5,,
1987-04-03,17.75,,
1987-04-06,17.63,,
1987-04-07,17.25,,
1987-04-08,17.13,,
1987-04-09,17.0,,
1987-04-10,17.13,,
1987-04-13,16.88,,
1987-04-14,16.0,,
1987-04-15,16.63,,
1987-04-16,16.75,,
1987-04-20,17.0,,
1987-04-21,17.0,,
1987-04-22,16.75,,
1987-04-23,16.63,,
1987-04-24,16.5,,
1987-04-27,16.25,,
1987-04-28,16.25,,
1987-04-29,16.63,,
1987-04-30,17.0,,
1987-05-01,16.88,,
1987-05-04,16.88,,
1987-05-05,16.88,,
1987-05-06,17.25,,
1987-05-07,17.0,,
1987-05-08,16.88,,
1987-05-11,17.0,,
1987-05-12,16.75,,
1987-05-13,16.88,,
1987-05-14,17.0,,
1987-05-15,16.38,,
1987-05-18,16.63,,
1987-05-19,16.0,,
1987-05-20,15.88,,
1987-05-21,16.0,,
1987-05-22,16.0,,
1987-05-26,16.13,,
1987-05-27,16.13,,
1987-05-28,16.5,,
1987-05-29,16.88,,
1987-06-01,16.63,,
1987-06-02,16.88,,
1987-06-03,17.0,,
1987-06-04,17.0,,
1987-06-05,17.0,,
1987-06-08,17.13,,
1987-06-09,17.13,,
1987-06-10,16.25,,
1987-06-11,16.38,,
1987-06-12,16.5,,
1987-06-15,16.25,,
1987-06-16,16.38,,
1987-06-17,16.13,,
1987-06-18,16.38,,
1987-06-19,16.13,,
1987-06-22,16.13,,
1987-06-23,16.25,,
1987-06-24,16.25,,
1987-06-25,16.38,,
1987-06-26,16.13,,
1987-06-29,16.38,,
1987-06-30,16.25,,
1987-07-01,16.25,,
1987-07-02,16.38,,
1987-07-06,16.25,,
1987-07-07,16.13,,
1987-07-08,16.38,,
1987-07-09,16.38,,
1987-07-10,16.5,,
1987-07-13,16.38,,
1987-07-14,16.13,,
1987-07-15,16.13,,
1987-07-16,16.38,,
1987-07-17,16.13,,
1987-07-20,15.75,,
1987-07-21,15.75,,
1987-07-22,15.38,,
1987-07-23,15.25,,
1987-07-24,15.38,,
1987-07-27,15.38,,
1987-07-28,15.25,,
1987-07-29,15.25,,
1987-07-30,15.13,,
1987-07-31,15.25,,
1987-08-03,15.13,,
1987-08-04,15.25,,
1987-08-05,15.5,,
1987-08-06,15.5,,
1987-08-07,15.13,,
1987-08-10,15.25,,
1987-08-11,15.38,,
1987-08-12,15.5,,
1987-08-13,15.88,,
1987-08-14,16.0,,
1987-08-17,16.0,,
1987-08-18,15.88,,
1987-08-19,15.88,,
1987-08-20,16.0,,
1987-08-21,15.75,,
1987-08-24,16.0,,
1987-08-25,15.88,,
1987-08-26,15.88,,
1987-08-27,15.88,,
1987-08-28,15.5,,
1987-08-31,15.5,,
1987-09-01,15.25,,
1987-09-02,15.13,,
1987-09-03,15.25,,
1987-09-04,15.13,,
1987-09-08,15.25,,
1987-09-09,15.25,,
1987-09-10,15.13,,
1987-09-11,15.25,,
1987-09-14,15.5,,
1987-09-15,15.5,,
1987-09-16,15.25,,
1987-09-17,14.75,,
1987-09-18,14.75,,
1987-09-21,14.63,,
1987-09-22,14.88,,
1987-09-23,15.0,,
1987-09-24,14.75,,
1987-09-25,14.75,,
1987-09-28,14.88,,
1987-09-29,14.63,,
1987-09-30,14.5,,
1987-10-01,14.5,,
1987-10-02,14.75,,
1987-10-05,14.5,,
1987-10-06,14.5,,
1987-10-07,14.5,,
1987-10-08,14.63,,
1987-10-09,14.5,,
1987-10-12,14.5,,
1987-10-13,14.88,,
1987-10-14,14.75,,
1987-10-15,14.63,,
1987-10-16,14.0,,
1987-10-19,13.25,,
1987-10-20,13.75,,
1987-10-21,14.63,,
1987-10-22,14.25,,
1987-10-23,14.5,,
1987-10-26,14.13,,
1987-10-27,14.25,,
1987-10-28,14.13,,
1987-10-29,14.38,,
1987-10-30,14.13,,
1987-11-02,14.25,,
1987-11-03,14.38,,
1987-11-04,14.5,,
1987-11-05,14.38,,
1987-11-06,14.63,,
1987-11-09,14.25,,
1987-11-10,14.0,,
1987-11-11,14.0,,
1987-11-12,14.25,,
1987-11-13,14.0,,
1987-11-16,14.25,,
1987-11-17,14.25,,
1987-11-18,14.0,,
1987-11-19,13.88,,
1987-11-20,13.88,,
1987-11-23,14.0,,
1987-11-24,14.13,,
1987-11-25,14.13,,
1987-11-27,14.13,,
1987-11-30,13.88,,
1987-12-01,14.13,,
1987-12-02,14.13,,
1987-12-03,13.88,,
1987-12-04,14.0,,
1987-12-07,14.13,,
1987-12-08,14.13,,
1987-12-09,14.13,,
1987-12-10,13.38,,
1987-12-11,13.5,,
1987-12-14,13.5,,
1987-12-15,13.75,,
1987-12-16,14.0,,
1987-12-17,13.75,,
1987-12-18,13.75,,
1987-12-21,13.88,,
1987-12-22,14.0,,
1987-12-23,14.0,,
1987-12-24,13.75,,
1987-12-28,13.75,,
1987-12-29,13.5,,
1987-12-30,13.25,,
1987-12-31,13.38,,
1988-01-04,13.88,,
1988-01-05,14.38,,
1988-01-06,14.38,,
1988-01-07,14.38,,
1988-01-08,14.0,,
1988-01-11,13.75,,
1988-01-12,13.88,,
1988-01-13,14.0,,
1988-01-14,14.13,,
1988-01-15,14.25,,
1988-01-18,14.25,,
1988-01-19,14.25,,
1988-01-20,14.25,,
1988-01-21,14.5,,
1988-01-22,14.5,,
1988-01-25,14.63,,
1988-01-26,14.5,,
1988-01-27,14.5,,
1988-01-28,14.88,,
1988-01-29,15.25,,
1988-02-01,15.13,,
1988-02-02,15.0,,
1988-02-03,14.75,,
1988-02-04,14.63,,
1988-02-05,14.63,,
1988-02-08,14.63,,
1988-02-09,14.38,,
1988-02-10,14.5,,
1988-02-11,14.25,,
1988-02-12,14.0,,
1988-02-16,14.13,,
1988-02-17,14.0,,
1988-02-18,14.13,,
1988-02-19,14.38,,
1988-02-22,14.13,,
1988-02-23,14.38,,
1988-02-24,14.38,,
1988-02-25,14.25,,
1988-02-26,14.38,,
1988-02-29,14.5,,
1988-03-01,14.38,,
1988-03-02,14.5,,
1988-03-03,14.63,,
1988-03-04,14.5,,
1988-03-07,14.25,,
1988-03-08,14.13,,
1988-03-09,14.13,,
1988-03-10,13.5,,
1988-03-11,13.75,,
1988-03-14,13.75,,
1988-03-15,13.88,,
1988-03-16,13.88,,
1988-03-17,14.0,,
1988-03-18,14.0,,
1988-03-21,13.63,,
1988-03-22,13.75,,
1988-03-23,13.75,,
1988-03-24,13.63,,
1988-03-25,13.5,,
1988-03-28,13.5,,
1988-03-29,13.5,,
1988-03-30,13.5,,
1988-03-31,13.63,,
1988-04-04,13.63,,
1988-04-05,13.63,,
1988-04-06,13.63,,
1988-04-07,13.5,,
1988-04-08,13.63,,
1988-04-11,13.88,,
1988-04-12,13.75,,
1988-04-13,13.63,,
1988-04-14,13.5,,
1988-04-15,13.38,,
1988-04-18,13.25,,
1988-04-19,13.13,,
1988-04-20,13.25,,
1988-04-21,13.25,,
1988-04-22,13.38,,
1988-04-25,13.13,,
1988-04-26,13.25,,
1988-04-27,13.25,,
1988-04-28,13.25,,
1988-04-29,13.13,,
1988-05-02,13.0,,
1988-05-03,12.75,,
1988-05-04,12.5,,
1988-05-05,12.5,,
1988-05-06,12.5,,
1988-05-09,12.13,,
1988-05-10,12.13,,
1988-05-11,12.13,,
1988-05-12,12.38,,
1988-05-13,12.5,,
1988-05-16,12.75,,
1988-05-17,12.63,,
1988-05-18,12.5,,
1988-05-19,12.5,,
1988-05-20,12.75,,
1988-05-23,12.75,,
1988-05-24,13.13,,
1988-05-25,13.25,,
1988-05-26,13.5,,
1988-05-27,13.5,,
1988-05-31,13.75,,
1988-06-01,13.88,,
1988-06-02,13.88,,
1988-06-03,13.88,,
1988-06-06,14.0,,
1988-06-07,13.88,,
1988-06-08,14.0,,
1988-06-09,13.88,,
1988-06-10,13.0,,
1988-06-13,13.13,,
1988-06-14,13.25,,
1988-06-15,13.38,,
1988-06-16,13.25,,
1988-06-17,13.38,,
1988-06-20,13.38,,
1988-06-21,13.38,,
1988-06-22,13.5,,
1988-06-23,13.38,,
1988-06-24,13.5,,
1988-06-27,13.88,,
1988-06-28,14.0,,
1988-06-29,14.13,,
1988-06-30,14.13,,
1988-07-01,14.25,,
1988-07-05,14.38,,
1988-07-06,14.38,,
1988-07-07,14.5,,
1988-07-08,14.5,,
1988-07-11,14.5,,
1988-07-12,14.38,,
1988-07-13,14.63,,
1988-07-14,14.63,,
1988-07-15,14.5,,
1988-07-18,14.38,,
1988-07-19,14.13,,
1988-07-20,14.13,,
1988-07-21,13.88,,
1988-07-22,13.63,,
1988-07-25,13.63,,
1988-07-26,13.75,,
1988-07-27,13.75,,
1988-07-28,14.0,,
1988-07-29,14.13,,
1988-08-01,14.0,,
1988-08-02,14.13,,
1988-08-03,14.25,,
1988-08-04,14.5,,
1988-08-05,14.5,,
1988-08-08,14.5,,
1988-08-09,14.25,,
1988-08-10,14.13,,
1988-08-11,14.25,,
1988-08-12,14.25,,
1988-08-15,14.13,,
1988-08-16,14.13,,
1988-08-17,14.38,,
1988-08-18,14.25,,
1988-08-19,14.38,,
1988-08-22,14.38,,
1988-08-23,14.38,,
1988-08-24,14.63,,
1988-08-25,14.75,,
1988-08-26,14.88,,
1988-08-29,14.75,,
1988-08-30,15.0,,
1988-08-31,14.88,,
1988-09-01,14.88,,
1988-09-02,15.25,,
1988-09-06,15.13,,
1988-09-07,15.25,,
1988-09-08,15.38,,
1988-09-09,15.38,,
1988-09-12,15.38,,
1988-09-13,15.5,,
1988-09-14,15.0,,
1988-09-15,14.75,,
1988-09-16,14.88,,
1988-09-19,14.63,,
1988-09-20,14.75,,
1988-09-21,15.0,,
1988-09-22,14.88,,
1988-09-23,14.63,,
1988-09-26,14.75,,
1988-09-27,14.75,,
1988-09-28,14.75,,
1988-09-29,14.63,,
1988-09-30,14.5,,
1988-10-03,14.5,,
1988-10-04,15.38,,
1988-10-05,15.5,,
1988-10-06,15.88,,
1988-10-07,16.25,,
1988-10-10,16.0,,
1988-10-11,16.13,,
1988-10-12,15.75,,
1988-10-13,15.88,,
1988-10-14,15.75,,
1988-10-17,15.88,,
1988-10-18,16.0,,
1988-10-19,15.88,,
1988-10-20,16.13,,
1988-10-21,16.13,,
1988-10-24,16.13,,
1988-10-25,16.0,,
1988-10-26,16.38,,
1988-10-27,16.25,,
1988-10-28,16.38,,
1988-10-31,16.63,,
1988-11-01,16.75,,
1988-11-02,16.63,,
1988-11-03,16.63,,
1988-11-04,16.75,,
1988-11-07,16.5,,
1988-11-08,16.5,,
1988-11-09,16.5,,
1988-11-10,16.5,,
1988-11-11,16.5,,
1988-11-14,16.38,,
1988-11-15,16.5,,
1988-11-16,16.38,,
1988-11-17,16.25,,
1988-11-18,16.0,,
1988-11-21,15.88,,
1988-11-22,16.0,,
1988-11-23,16.0,,
1988-11-25,15.88,,
1988-11-28,16.0,,
1988-11-29,16.0,,
1988-11-30,16.38,,
1988-12-01,16.25,,
1988-12-02,16.25,,
1988-12-05,16.38,,
1988-12-06,16.5,,
1988-12-07,16.63,,
1988-12-08,16.5,,
1988-12-09,16.5,,
1988-12-12,16.63,,
1988-12-13,16.88,,
1988-12-14,16.25,,
1988-12-15,16.25,,
1988-12-16,16.25,,
1988-12-19,16.13,,
1988-12-20,16.25,,
1988-12-21,16.0,,
1988-12-22,17.13,,
1988-12-23,17.25,,
1988-12-27,17.25,,
1988-12-28,17.38,,
1988-12-29,17.38,,
1988-12-30,17.38,,
1989-01-03,17.38,,
1989-01-04,17.5,,
1989-01-05,17.5,,
1989-01-06,17.75,,
1989-01-09,18.0,,
1989-01-10,17.88,,
1989-01-11,17.88,,
1989-01-12,17.75,,
1989-01-13,17.75,,
1989-01-16,17.63,,
1989-01-17,17.75,,
1989-01-18,18.0,,
1989-01-19,18.0,,
1989-01-20,17.88,,
1989-01-23,18.0,,
1989-01-24,18.0,,
1989-01-25,17.88,,
1989-01-26,18.0,,
1989-01-27,18.0,,
1989-01-30,18.25,,
1989-01-31,18.25,,
1989-02-01,18.13,,
1989-02-02,18.13,,
1989-02-03,18.13,,
1989-02-06,18.25,,
1989-02-07,18.5,,
1989-02-08,18.25,,
1989-02-09,18.13,,
1989-02-10,17.88,,
1989-02-13,17.88,,
1989-02-14,17.88,,
1989-02-15,18.0,,
1989-02-16,18.0,,
1989-02-17,18.0,,
1989-02-21,18.0,,
1989-02-22,17.75,,
1989-02-23,17.88,,
1989-02-24,17.75,,
1989-02-27,17.75,,
1989-02-28,17.75,,
1989-03-01,17.63,,
1989-03-02,17.63,,
1989-03-03,17.75,,
1989-03-06,18.0,,
1989-03-07,17.88,,
1989-03-08,17.88,,
1989-03-09,18.13,,
1989-03-10,17.63,,
1989-03-13,17.63,,
1989-03-14,17.75,,
1989-03-15,17.63,,
1989-03-16,17.75,,
