date,UA,UA_EPS,PE Ratio
2017-11-22,11.67,0.12,97.25
2017-11-24,11.59,0.12,96.58333333333334
2017-11-27,11.35,0.12,94.58333333333333
2017-11-28,11.51,0.12,95.91666666666667
2017-11-29,12.18,0.12,101.5
2017-11-30,11.93,0.12,99.41666666666667
2017-12-01,11.73,0.12,97.75000000000001
2017-12-04,11.98,0.12,99.83333333333334
2017-12-05,11.72,0.12,97.66666666666667
2017-12-06,11.55,0.12,96.25000000000001
2017-12-07,11.93,0.12,99.41666666666667
2017-12-08,12.19,0.12,101.58333333333333
2017-12-11,12.18,0.12,101.5
2017-12-12,12.38,0.12,103.16666666666667
2017-12-13,12.36,0.12,103.0
2017-12-14,12.45,0.12,103.75
2017-12-15,13.62,0.12,113.5
2017-12-18,14.24,0.12,118.66666666666667
2017-12-19,14.1,0.12,117.5
2017-12-20,13.72,0.12,114.33333333333334
2017-12-21,13.95,0.12,116.25
2017-12-22,13.8,0.12,115.00000000000001
2017-12-26,14.07,0.12,117.25
2017-12-27,14.23,0.12,118.58333333333334
2017-12-28,14.14,0.12,117.83333333333334
2017-12-29,13.32,0.12,111.0
2018-01-02,13.97,0.12,116.41666666666667
2018-01-03,14.4,0.12,120.00000000000001
2018-01-04,14.75,0.12,122.91666666666667
2018-01-05,14.73,0.12,122.75000000000001
2018-01-08,14.78,0.12,123.16666666666667
2018-01-09,14.1,0.12,117.5
2018-01-10,13.94,0.12,116.16666666666667
2018-01-11,14.13,0.12,117.75000000000001
2018-01-12,14.14,0.12,117.83333333333334
2018-01-16,12.48,0.12,104.00000000000001
2018-01-17,12.39,0.12,103.25000000000001
2018-01-18,12.37,0.12,103.08333333333333
2018-01-19,12.85,0.12,107.08333333333333
2018-01-22,13.28,0.12,110.66666666666667
2018-01-23,13.59,0.12,113.25
2018-01-24,13.61,0.12,113.41666666666667
2018-01-25,13.31,0.12,110.91666666666667
2018-01-26,13.27,0.12,110.58333333333333
2018-01-29,13.18,0.12,109.83333333333333
2018-01-30,12.99,0.12,108.25
2018-01-31,12.85,0.12,107.08333333333333
2018-02-01,12.7,0.12,105.83333333333333
2018-02-02,12.41,0.12,103.41666666666667
2018-02-05,11.87,0.12,98.91666666666666
2018-02-06,12.05,0.12,100.41666666666667
2018-02-07,12.15,0.12,101.25
2018-02-08,11.95,0.12,99.58333333333333
2018-02-09,12.46,0.12,103.83333333333334
2018-02-12,13.18,0.12,109.83333333333333
2018-02-13,15.29,0.12,127.41666666666666
2018-02-14,16.14,0.12,134.5
2018-02-15,16.54,0.12,137.83333333333334
2018-02-16,15.78,0.12,131.5
2018-02-20,15.41,0.12,128.41666666666669
2018-02-21,15.32,0.12,127.66666666666667
2018-02-22,14.97,0.12,124.75000000000001
2018-02-23,15.3,0.12,127.50000000000001
2018-02-26,15.42,0.12,128.5
2018-02-27,15.09,0.12,125.75
2018-02-28,15.05,-0.2,-75.25
2018-03-01,14.39,-0.2,-71.95
2018-03-02,15.23,-0.2,-76.14999999999999
2018-03-05,15.56,-0.2,-77.8
2018-03-06,15.73,-0.2,-78.64999999999999
2018-03-07,15.5,-0.2,-77.5
2018-03-08,15.29,-0.2,-76.44999999999999
2018-03-09,15.18,-0.2,-75.89999999999999
2018-03-12,15.24,-0.2,-76.2
2018-03-13,14.58,-0.2,-72.89999999999999
2018-03-14,14.02,-0.2,-70.1
2018-03-15,13.83,-0.2,-69.14999999999999
2018-03-16,14.08,-0.2,-70.39999999999999
2018-03-19,14.07,-0.2,-70.35
2018-03-20,14.01,-0.2,-70.05
2018-03-21,14.07,-0.2,-70.35
2018-03-22,13.71,-0.2,-68.55
2018-03-23,13.72,-0.2,-68.6
2018-03-26,14.46,-0.2,-72.3
2018-03-27,14.32,-0.2,-71.6
2018-03-28,14.19,-0.2,-70.94999999999999
2018-03-29,14.35,-0.2,-71.75
2018-04-02,13.99,-0.2,-69.95
2018-04-03,14.73,-0.2,-73.64999999999999
2018-04-04,15.64,-0.2,-78.2
2018-04-05,15.19,-0.2,-75.94999999999999
2018-04-06,14.75,-0.2,-73.75
2018-04-09,14.4,-0.2,-72.0
2018-04-10,14.58,-0.2,-72.89999999999999
2018-04-11,14.71,-0.2,-73.55
2018-04-12,14.99,-0.2,-74.95
2018-04-13,14.34,-0.2,-71.69999999999999
2018-04-16,14.35,-0.2,-71.75
2018-04-17,14.2,-0.2,-70.99999999999999
2018-04-18,14.02,-0.2,-70.1
2018-04-19,14.01,-0.2,-70.05
2018-04-20,13.99,-0.2,-69.95
2018-04-23,14.61,-0.2,-73.05
2018-04-24,14.81,-0.2,-74.05
2018-04-25,14.32,-0.2,-71.6
2018-04-26,14.69,-0.2,-73.44999999999999
2018-04-27,15.37,-0.2,-76.85
2018-04-30,15.35,-0.2,-76.75
2018-05-01,16.15,-0.2,-80.74999999999999
2018-05-02,16.37,-0.2,-81.85
2018-05-03,15.57,-0.2,-77.85
2018-05-04,15.73,-0.2,-78.64999999999999
2018-05-07,16.25,-0.2,-81.25
2018-05-08,16.51,-0.2,-82.55
2018-05-09,16.51,-0.2,-82.55
2018-05-10,16.64,-0.07,-237.7142857142857
2018-05-11,16.9,-0.07,-241.4285714285714
2018-05-14,16.66,-0.07,-237.99999999999997
2018-05-15,17.13,-0.07,-244.71428571428567
2018-05-16,18.31,-0.07,-261.57142857142856
2018-05-17,17.84,-0.07,-254.85714285714283
2018-05-18,18.0,-0.07,-257.1428571428571
2018-05-21,17.97,-0.07,-256.71428571428567
2018-05-22,17.81,-0.07,-254.4285714285714
2018-05-23,17.89,-0.07,-255.57142857142856
2018-05-24,18.39,-0.07,-262.7142857142857
2018-05-25,18.88,-0.07,-269.71428571428567
2018-05-29,18.57,-0.07,-265.2857142857143
2018-05-30,19.2,-0.07,-274.2857142857143
2018-05-31,18.92,-0.07,-270.2857142857143
2018-06-01,19.33,-0.07,-276.1428571428571
2018-06-04,20.47,-0.07,-292.4285714285714
2018-06-05,21.3,-0.07,-304.2857142857143
2018-06-06,22.1,-0.07,-315.7142857142857
2018-06-07,21.65,-0.07,-309.2857142857142
2018-06-08,22.4,-0.07,-319.99999999999994
2018-06-11,22.17,-0.07,-316.7142857142857
2018-06-12,22.13,-0.07,-316.1428571428571
2018-06-13,21.77,-0.07,-310.99999999999994
2018-06-14,21.73,-0.07,-310.4285714285714
2018-06-15,21.47,-0.07,-306.71428571428567
2018-06-18,21.56,-0.07,-307.99999999999994
2018-06-19,20.86,-0.07,-297.99999999999994
2018-06-20,21.36,-0.07,-305.1428571428571
2018-06-21,21.08,-0.07,-301.1428571428571
2018-06-22,20.79,-0.07,-296.99999999999994
2018-06-25,20.76,-0.07,-296.57142857142856
2018-06-26,21.08,-0.07,-301.1428571428571
2018-06-27,21.22,-0.07,-303.1428571428571
2018-06-28,21.84,-0.07,-311.99999999999994
2018-06-29,21.08,-0.07,-301.1428571428571
2018-07-02,21.15,-0.07,-302.1428571428571
2018-07-03,21.1,-0.07,-301.42857142857144
2018-07-05,20.75,-0.07,-296.4285714285714
2018-07-06,20.87,-0.07,-298.1428571428571
2018-07-09,20.8,-0.07,-297.1428571428571
2018-07-10,21.15,-0.07,-302.1428571428571
2018-07-11,20.84,-0.07,-297.71428571428567
2018-07-12,20.5,-0.07,-292.85714285714283
2018-07-13,20.23,-0.07,-289.0
2018-07-16,20.11,-0.07,-287.2857142857143
2018-07-17,20.01,-0.07,-285.85714285714283
2018-07-18,20.02,-0.07,-285.99999999999994
2018-07-19,20.19,-0.07,-288.42857142857144
2018-07-20,20.02,-0.07,-285.99999999999994
2018-07-23,19.83,-0.07,-283.2857142857142
2018-07-24,19.24,-0.07,-274.85714285714283
2018-07-25,19.74,-0.07,-281.99999999999994
2018-07-26,20.55,-0.07,-293.57142857142856
2018-07-27,19.28,-0.07,-275.42857142857144
2018-07-30,18.68,-0.07,-266.85714285714283
2018-07-31,18.74,-0.07,-267.71428571428567
2018-08-01,17.77,-0.07,-253.85714285714283
2018-08-02,18.17,-0.07,-259.57142857142856
2018-08-03,18.38,-0.21,-87.52380952380952
2018-08-06,18.37,-0.21,-87.47619047619048
2018-08-07,18.49,-0.21,-88.04761904761904
2018-08-08,18.76,-0.21,-89.33333333333334
2018-08-09,19.15,-0.21,-91.19047619047619
2018-08-10,19.14,-0.21,-91.14285714285715
2018-08-13,19.21,-0.21,-91.47619047619048
2018-08-14,19.79,-0.21,-94.23809523809524
2018-08-15,19.02,-0.21,-90.57142857142857
2018-08-16,19.22,-0.21,-91.52380952380952
2018-08-17,18.92,-0.21,-90.0952380952381
2018-08-20,19.45,-0.21,-92.61904761904762
2018-08-21,19.86,-0.21,-94.57142857142857
2018-08-22,19.82,-0.21,-94.38095238095238
2018-08-23,19.94,-0.21,-94.95238095238096
2018-08-24,19.71,-0.21,-93.85714285714286
2018-08-27,19.03,-0.21,-90.61904761904763
2018-08-28,19.29,-0.21,-91.85714285714286
2018-08-29,19.3,-0.21,-91.90476190476191
2018-08-30,19.04,-0.21,-90.66666666666667
2018-08-31,18.97,-0.21,-90.33333333333333
2018-09-04,19.31,-0.21,-91.95238095238095
2018-09-05,19.19,-0.21,-91.3809523809524
2018-09-06,19.18,-0.21,-91.33333333333333
2018-09-07,18.42,-0.21,-87.71428571428572
2018-09-10,18.72,-0.21,-89.14285714285714
2018-09-11,18.76,-0.21,-89.33333333333334
2018-09-12,18.64,-0.21,-88.76190476190477
2018-09-13,18.35,-0.21,-87.3809523809524
2018-09-14,17.74,-0.21,-84.47619047619047
2018-09-17,17.67,-0.21,-84.14285714285715
2018-09-18,17.46,-0.21,-83.14285714285715
2018-09-19,17.28,-0.21,-82.28571428571429
2018-09-20,18.15,-0.21,-86.42857142857143
2018-09-21,18.7,-0.21,-89.04761904761905
2018-09-24,18.84,-0.21,-89.71428571428572
2018-09-25,18.74,-0.21,-89.23809523809524
2018-09-26,19.27,-0.21,-91.76190476190476
2018-09-27,19.24,-0.21,-91.61904761904762
2018-09-28,19.46,-0.21,-92.66666666666667
2018-10-01,19.34,-0.21,-92.0952380952381
2018-10-02,18.52,-0.21,-88.19047619047619
2018-10-03,18.85,-0.21,-89.76190476190477
2018-10-04,18.29,-0.21,-87.09523809523809
2018-10-05,17.81,-0.21,-84.80952380952381
2018-10-08,17.68,-0.21,-84.19047619047619
2018-10-09,17.72,-0.21,-84.38095238095238
2018-10-10,16.81,-0.21,-80.04761904761905
2018-10-11,16.82,-0.21,-80.0952380952381
2018-10-12,17.27,-0.21,-82.23809523809524
2018-10-15,17.31,-0.21,-82.42857142857143
2018-10-16,17.91,-0.21,-85.28571428571429
2018-10-17,17.56,-0.21,-83.61904761904762
2018-10-18,17.14,-0.21,-81.61904761904762
2018-10-19,16.8,-0.21,-80.0
2018-10-22,17.04,-0.21,-81.14285714285714
2018-10-23,16.94,-0.21,-80.66666666666667
2018-10-24,16.74,-0.21,-79.71428571428571
2018-10-25,17.03,-0.21,-81.0952380952381
2018-10-26,16.55,-0.21,-78.80952380952381
2018-10-29,16.81,-0.21,-80.04761904761905
2018-10-30,20.97,-0.21,-99.85714285714286
2018-10-31,19.83,-0.21,-94.42857142857143
2018-11-01,21.11,-0.21,-100.52380952380952
2018-11-02,21.42,-0.21,-102.00000000000001
2018-11-05,21.46,0.17,126.23529411764706
2018-11-06,20.91,0.17,122.99999999999999
2018-11-07,20.66,0.17,121.52941176470587
2018-11-08,20.74,0.17,121.99999999999999
2018-11-09,20.74,0.17,121.99999999999999
2018-11-12,20.82,0.17,122.47058823529412
2018-11-13,21.11,0.17,124.17647058823528
2018-11-14,20.95,0.17,123.23529411764704
2018-11-15,20.9,0.17,122.94117647058822
2018-11-16,20.21,0.17,118.88235294117646
2018-11-19,19.42,0.17,114.23529411764706
2018-11-20,19.38,0.17,113.99999999999999
2018-11-21,20.03,0.17,117.82352941176471
2018-11-23,20.08,0.17,118.11764705882351
2018-11-26,20.66,0.17,121.52941176470587
2018-11-27,20.4,0.17,119.99999999999999
2018-11-28,21.57,0.17,126.88235294117646
2018-11-29,21.75,0.17,127.94117647058823
2018-11-30,22.33,0.17,131.35294117647058
2018-12-03,22.53,0.17,132.52941176470588
2018-12-04,21.97,0.17,129.23529411764704
2018-12-06,22.58,0.17,132.8235294117647
2018-12-07,22.07,0.17,129.8235294117647
2018-12-10,21.01,0.17,123.58823529411765
2018-12-11,20.87,0.17,122.76470588235294
2018-12-12,19.01,0.17,111.82352941176471
2018-12-13,17.81,0.17,104.76470588235293
2018-12-14,17.73,0.17,104.29411764705881
2018-12-17,17.02,0.17,100.11764705882352
2018-12-18,17.4,0.17,102.35294117647057
2018-12-19,16.64,0.17,97.88235294117646
2018-12-20,16.08,0.17,94.58823529411762
2018-12-21,15.41,0.17,90.6470588235294
2018-12-24,15.19,0.17,89.35294117647058
2018-12-26,16.23,0.17,95.47058823529412
2018-12-27,16.25,0.17,95.58823529411764
2018-12-28,15.99,0.17,94.05882352941175
2018-12-31,16.17,0.17,95.11764705882354
2019-01-02,16.45,0.17,96.76470588235293
2019-01-03,15.96,0.17,93.88235294117646
2019-01-04,16.6,0.17,97.64705882352942
2019-01-07,17.11,0.17,100.6470588235294
2019-01-08,17.24,0.17,101.41176470588233
2019-01-09,17.62,0.17,103.6470588235294
2019-01-10,17.55,0.17,103.23529411764706
2019-01-11,17.86,0.17,105.05882352941175
2019-01-14,17.88,0.17,105.17647058823528
2019-01-15,17.92,0.17,105.41176470588236
2019-01-16,17.77,0.17,104.52941176470587
2019-01-17,18.15,0.17,106.76470588235293
2019-01-18,18.55,0.17,109.11764705882352
2019-01-22,18.59,0.17,109.35294117647058
2019-01-23,18.4,0.17,108.23529411764704
2019-01-24,18.86,0.17,110.94117647058822
2019-01-25,19.49,0.17,114.64705882352939
2019-01-28,19.37,0.17,113.94117647058823
2019-01-29,18.93,0.17,111.35294117647058
2019-01-30,19.01,0.17,111.82352941176471
2019-01-31,18.94,0.17,111.41176470588235
2019-02-01,18.86,0.17,110.94117647058822
2019-02-04,18.93,0.17,111.35294117647058
2019-02-05,19.1,0.17,112.3529411764706
2019-02-06,18.93,0.17,111.35294117647058
2019-02-07,18.63,0.17,109.58823529411764
2019-02-08,19.04,0.17,111.99999999999999
2019-02-11,19.15,0.17,112.64705882352939
2019-02-12,20.01,0.17,117.70588235294117
2019-02-13,19.88,0.17,116.94117647058822
2019-02-14,19.78,0.17,116.35294117647058
2019-02-15,19.04,0.17,111.99999999999999
2019-02-19,19.39,0.17,114.05882352941175
2019-02-20,19.18,0.17,112.8235294117647
2019-02-21,19.41,0.17,114.17647058823529
2019-02-22,19.66,0.17,115.6470588235294
2019-02-25,19.63,0.01,1962.9999999999998
2019-02-26,19.37,0.01,1937.0
2019-02-27,20.08,0.01,2007.9999999999998
2019-02-28,20.08,0.01,2007.9999999999998
2019-03-01,20.41,0.01,2041.0
2019-03-04,19.85,0.01,1985.0
2019-03-05,19.83,0.01,1982.9999999999998
2019-03-06,19.43,0.01,1943.0
2019-03-07,19.36,0.01,1936.0
2019-03-08,19.11,0.01,1911.0
2019-03-11,19.69,0.01,1969.0
2019-03-12,19.69,0.01,1969.0
2019-03-13,19.7,0.01,1970.0
2019-03-14,19.9,0.01,1989.9999999999998
2019-03-15,19.8,0.01,1980.0
2019-03-18,19.85,0.01,1985.0
2019-03-19,19.73,0.01,1973.0
2019-03-20,19.0,0.01,1900.0
2019-03-21,19.28,0.01,1928.0
2019-03-22,18.41,0.01,1841.0
2019-03-25,18.58,0.01,1857.9999999999998
2019-03-26,18.59,0.01,1859.0
2019-03-27,18.72,0.01,1871.9999999999998
2019-03-28,18.95,0.01,1895.0
2019-03-29,18.87,0.01,1887.0
2019-04-01,18.84,0.01,1884.0
2019-04-02,19.03,0.01,1903.0
2019-04-03,19.14,0.01,1914.0
2019-04-04,19.77,0.01,1977.0
2019-04-05,19.64,0.01,1964.0
2019-04-08,19.5,0.01,1950.0
2019-04-09,18.71,0.01,1871.0
2019-04-10,19.32,0.01,1932.0
2019-04-11,19.34,0.01,1934.0
2019-04-12,19.69,0.01,1969.0
2019-04-15,19.77,0.01,1977.0
2019-04-16,19.5,0.01,1950.0
2019-04-17,19.66,0.01,1966.0
2019-04-18,19.74,0.01,1973.9999999999998
2019-04-22,19.54,0.01,1953.9999999999998
2019-04-23,19.94,0.01,1994.0
2019-04-24,20.3,0.01,2030.0
2019-04-25,20.1,0.01,2010.0
2019-04-26,20.4,0.01,2039.9999999999998
2019-04-29,20.56,0.01,2056.0
2019-04-30,20.72,0.01,2072.0
2019-05-01,19.68,0.01,1968.0
2019-05-02,20.39,0.01,2039.0
2019-05-03,20.24,0.01,2023.9999999999998
2019-05-06,19.86,0.01,1986.0
2019-05-07,19.51,0.01,1951.0000000000002
2019-05-08,19.8,0.01,1980.0
2019-05-09,19.61,0.05,392.2
2019-05-10,19.23,0.05,384.59999999999997
2019-05-13,18.53,0.05,370.6
2019-05-14,19.13,0.05,382.59999999999997
2019-05-15,18.95,0.05,378.99999999999994
2019-05-16,19.36,0.05,387.2
2019-05-17,20.7,0.05,413.99999999999994
2019-05-20,20.86,0.05,417.2
2019-05-21,21.16,0.05,423.2
2019-05-22,21.37,0.05,427.4
2019-05-23,20.85,0.05,417.0
2019-05-24,20.91,0.05,418.2
2019-05-28,20.96,0.05,419.2
2019-05-29,20.32,0.05,406.4
2019-05-30,20.44,0.05,408.8
2019-05-31,20.23,0.05,404.59999999999997
2019-06-03,20.72,0.05,414.4
2019-06-04,21.7,0.05,433.99999999999994
2019-06-05,22.6,0.05,452.0
2019-06-06,22.53,0.05,450.6
2019-06-07,22.89,0.05,457.8
2019-06-10,22.69,0.05,453.8
2019-06-11,23.1,0.05,462.0
2019-06-12,22.92,0.05,458.40000000000003
2019-06-13,23.49,0.05,469.79999999999995
2019-06-14,23.85,0.05,477.0
2019-06-17,23.52,0.05,470.4
2019-06-18,24.0,0.05,480.0
2019-06-19,23.75,0.05,475.0
2019-06-20,23.49,0.05,469.79999999999995
2019-06-21,23.1,0.05,462.0
2019-06-24,22.45,0.05,448.99999999999994
2019-06-25,21.86,0.05,437.2
2019-06-26,22.07,0.05,441.4
2019-06-27,22.15,0.05,442.99999999999994
2019-06-28,22.2,0.05,443.99999999999994
2019-07-01,22.07,0.05,441.4
2019-07-02,22.33,0.05,446.59999999999997
2019-07-03,22.7,0.05,453.99999999999994
2019-07-05,22.65,0.05,452.99999999999994
2019-07-08,23.13,0.05,462.59999999999997
2019-07-09,23.21,0.05,464.2
2019-07-10,23.02,0.05,460.4
2019-07-11,23.22,0.05,464.4
2019-07-12,23.98,0.05,479.59999999999997
2019-07-15,24.3,0.05,486.0
2019-07-16,24.26,0.05,485.2
2019-07-17,23.83,0.05,476.59999999999997
2019-07-18,23.91,0.05,478.2
2019-07-19,23.95,0.05,478.99999999999994
2019-07-22,23.61,0.05,472.2
2019-07-23,24.16,0.05,483.2
2019-07-24,24.23,0.05,484.59999999999997
2019-07-25,24.14,0.05,482.8
2019-07-26,24.17,0.05,483.40000000000003
2019-07-29,24.39,0.05,487.8
2019-07-30,21.05,0.05,421.0
2019-07-31,20.34,0.05,406.79999999999995
2019-08-01,19.12,-0.04,-478.0
2019-08-02,19.19,-0.04,-479.75
2019-08-05,18.4,-0.04,-459.99999999999994
2019-08-06,18.97,-0.04,-474.24999999999994
2019-08-07,18.84,-0.04,-471.0
2019-08-08,18.8,-0.04,-470.0
2019-08-09,18.15,-0.04,-453.74999999999994
2019-08-12,17.7,-0.04,-442.5
2019-08-13,17.83,-0.04,-445.74999999999994
2019-08-14,16.96,-0.04,-424.0
2019-08-15,16.5,-0.04,-412.5
2019-08-16,16.79,-0.04,-419.74999999999994
2019-08-19,16.85,-0.04,-421.25
2019-08-20,16.74,-0.04,-418.49999999999994
2019-08-21,16.92,-0.04,-423.00000000000006
2019-08-22,17.14,-0.04,-428.5
2019-08-23,16.15,-0.04,-403.74999999999994
2019-08-26,16.31,-0.04,-407.74999999999994
2019-08-27,16.12,-0.04,-403.0
2019-08-28,16.5,-0.04,-412.5
2019-08-29,16.96,-0.04,-424.0
2019-08-30,16.92,-0.04,-423.00000000000006
2019-09-03,16.88,-0.04,-421.99999999999994
2019-09-04,17.24,-0.04,-430.99999999999994
2019-09-05,17.91,-0.04,-447.75
2019-09-06,17.78,-0.04,-444.5
2019-09-09,18.32,-0.04,-458.0
2019-09-10,18.6,-0.04,-465.0
2019-09-11,19.14,-0.04,-478.5
2019-09-12,19.23,-0.04,-480.75
2019-09-13,19.07,-0.04,-476.75
2019-09-16,19.02,-0.04,-475.5
2019-09-17,19.02,-0.04,-475.5
2019-09-18,18.89,-0.04,-472.25
2019-09-19,18.42,-0.04,-460.50000000000006
2019-09-20,17.98,-0.04,-449.5
2019-09-23,17.99,-0.04,-449.74999999999994
2019-09-24,17.66,-0.04,-441.5
2019-09-25,17.85,-0.04,-446.25
2019-09-26,17.97,-0.04,-449.24999999999994
2019-09-27,17.79,-0.04,-444.74999999999994
2019-09-30,18.13,-0.04,-453.24999999999994
2019-10-01,18.01,-0.04,-450.25000000000006
2019-10-02,17.52,-0.04,-438.0
2019-10-03,17.5,-0.04,-437.5
2019-10-04,17.59,-0.04,-439.75
2019-10-07,17.47,-0.04,-436.74999999999994
2019-10-08,17.35,-0.04,-433.75
2019-10-09,17.75,-0.04,-443.75
2019-10-10,17.85,-0.04,-446.25
2019-10-11,18.26,-0.04,-456.50000000000006
2019-10-14,18.23,-0.04,-455.75
2019-10-15,18.46,-0.04,-461.5
2019-10-16,18.36,-0.04,-459.0
2019-10-17,18.46,-0.04,-461.5
2019-10-18,17.81,-0.04,-445.24999999999994
2019-10-21,18.17,-0.04,-454.25000000000006
2019-10-22,19.42,-0.04,-485.50000000000006
2019-10-23,19.01,-0.04,-475.25000000000006
2019-10-24,19.01,-0.04,-475.25000000000006
2019-10-25,19.06,-0.04,-476.49999999999994
2019-10-28,19.04,-0.04,-475.99999999999994
2019-10-29,18.72,-0.04,-467.99999999999994
2019-10-30,18.62,-0.04,-465.5
2019-10-31,18.5,-0.04,-462.5
2019-11-01,18.91,-0.04,-472.75
2019-11-04,15.44,-0.04,-386.0
2019-11-05,16.31,-0.04,-407.74999999999994
2019-11-06,16.51,-0.04,-412.75000000000006
2019-11-07,16.08,-0.04,-401.99999999999994
2019-11-08,15.88,0.23,69.04347826086956
2019-11-11,15.96,0.23,69.3913043478261
2019-11-12,15.58,0.23,67.73913043478261
2019-11-13,15.67,0.23,68.13043478260869
2019-11-14,15.56,0.23,67.65217391304348
2019-11-15,15.97,0.23,69.43478260869566
2019-11-18,15.72,0.23,68.34782608695652
2019-11-19,15.61,0.23,67.8695652173913
2019-11-20,15.43,0.23,67.08695652173913
2019-11-21,15.24,0.23,66.26086956521739
2019-11-22,15.66,0.23,68.08695652173913
2019-11-25,15.67,0.23,68.13043478260869
2019-11-26,16.47,0.23,71.6086956521739
2019-11-27,17.49,0.23,76.04347826086955
2019-11-29,17.3,0.23,75.21739130434783
2019-12-02,16.87,0.23,73.34782608695652
2019-12-03,16.63,0.23,72.30434782608695
2019-12-04,17.01,0.23,73.95652173913044
2019-12-05,17.2,0.23,74.78260869565217
2019-12-06,17.44,0.23,75.82608695652173
2019-12-09,17.69,0.23,76.91304347826087
2019-12-10,17.69,0.23,76.91304347826087
2019-12-11,17.51,0.23,76.1304347826087
2019-12-12,17.51,0.23,76.1304347826087
2019-12-13,17.78,0.23,77.30434782608695
2019-12-16,18.59,0.23,80.82608695652173
2019-12-17,18.69,0.23,81.26086956521739
2019-12-18,19.03,0.23,82.73913043478261
2019-12-19,19.01,0.23,82.65217391304348
2019-12-20,19.3,0.23,83.91304347826087
2019-12-23,19.37,0.23,84.21739130434783
2019-12-24,19.4,0.23,84.34782608695652
2019-12-26,19.55,0.23,85.0
2019-12-27,19.25,0.23,83.69565217391305
2019-12-30,18.99,0.23,82.56521739130434
2019-12-31,19.18,0.23,83.39130434782608
2020-01-02,19.24,0.23,83.65217391304347
2020-01-03,19.27,0.23,83.78260869565217
2020-01-06,18.37,0.23,79.86956521739131
2020-01-07,18.59,0.23,80.82608695652173
2020-01-08,18.16,0.23,78.95652173913044
2020-01-09,17.78,0.23,77.30434782608695
2020-01-10,17.77,0.23,77.26086956521739
2020-01-13,18.04,0.23,78.43478260869564
2020-01-14,18.76,0.23,81.56521739130434
2020-01-15,18.9,0.23,82.17391304347825
2020-01-16,19.02,0.23,82.69565217391303
2020-01-17,18.37,0.23,79.86956521739131
2020-01-21,18.09,0.23,78.65217391304347
2020-01-22,18.31,0.23,79.6086956521739
2020-01-23,18.78,0.23,81.65217391304348
2020-01-24,18.61,0.23,80.91304347826086
2020-01-27,18.45,0.23,80.21739130434781
2020-01-28,18.68,0.23,81.21739130434783
2020-01-29,18.68,0.23,81.21739130434783
2020-01-30,18.55,0.23,80.65217391304348
2020-01-31,17.96,0.23,78.08695652173913
2020-02-03,17.98,0.23,78.17391304347827
2020-02-04,18.42,0.23,80.08695652173914
2020-02-05,18.5,0.23,80.43478260869564
2020-02-06,18.4,0.23,79.99999999999999
2020-02-07,17.97,0.23,78.13043478260869
2020-02-10,18.15,0.23,78.91304347826086
2020-02-11,15.12,0.23,65.73913043478261
2020-02-12,15.45,0.23,67.17391304347825
2020-02-13,15.13,0.23,65.78260869565217
2020-02-14,15.45,0.23,67.17391304347825
2020-02-18,15.0,0.23,65.21739130434783
2020-02-19,14.96,0.23,65.04347826086956
2020-02-20,14.94,0.23,64.95652173913042
2020-02-21,14.57,0.23,63.34782608695652
2020-02-24,14.14,0.23,61.47826086956522
2020-02-25,13.46,0.23,58.52173913043478
2020-02-26,13.04,0.2,65.19999999999999
2020-02-27,12.55,0.2,62.75
2020-02-28,12.48,0.2,62.4
2020-03-02,12.49,0.2,62.449999999999996
2020-03-03,12.2,0.2,60.99999999999999
2020-03-04,12.39,0.2,61.95
2020-03-05,11.73,0.2,58.65
2020-03-06,11.14,0.2,55.7
2020-03-09,9.91,0.2,49.55
2020-03-10,10.29,0.2,51.449999999999996
2020-03-11,9.99,0.2,49.949999999999996
2020-03-12,8.75,0.2,43.75
2020-03-13,9.48,0.2,47.4
2020-03-16,8.33,0.2,41.65
2020-03-17,8.96,0.2,44.800000000000004
2020-03-18,7.39,0.2,36.949999999999996
2020-03-19,8.01,0.2,40.05
2020-03-20,7.23,0.2,36.15
2020-03-23,7.14,0.2,35.699999999999996
2020-03-24,8.01,0.2,40.05
2020-03-25,8.24,0.2,41.199999999999996
2020-03-26,8.76,0.2,43.8
2020-03-27,8.32,0.2,41.6
2020-03-30,8.41,0.2,42.05
2020-03-31,8.06,0.2,40.3
2020-04-01,7.45,0.2,37.25
2020-04-02,6.89,0.2,34.449999999999996
2020-04-03,7.48,0.2,37.4
2020-04-06,8.0,0.2,40.0
2020-04-07,8.39,0.2,41.95
2020-04-08,8.64,0.2,43.2
2020-04-09,9.35,0.2,46.74999999999999
2020-04-13,8.73,0.2,43.65
2020-04-14,8.97,0.2,44.85
2020-04-15,8.65,0.2,43.25
2020-04-16,8.36,0.2,41.8
2020-04-17,8.89,0.2,44.45
2020-04-20,8.64,0.2,43.2
2020-04-21,8.52,0.2,42.599999999999994
2020-04-22,8.56,0.2,42.8
2020-04-23,8.74,0.2,43.699999999999996
2020-04-24,8.97,0.2,44.85
2020-04-27,9.35,0.2,46.74999999999999
2020-04-28,9.64,0.2,48.2
2020-04-29,9.79,0.2,48.949999999999996
2020-04-30,9.27,0.2,46.349999999999994
2020-05-01,8.76,0.2,43.8
2020-05-04,8.71,0.2,43.550000000000004
2020-05-05,8.46,0.2,42.300000000000004
2020-05-06,8.23,0.2,41.15
2020-05-07,8.61,0.2,43.05
2020-05-08,8.94,0.2,44.699999999999996
2020-05-11,8.0,0.2,40.0
2020-05-12,7.68,0.2,38.4
