date,COO,COO_EPS,PE Ratio
2000-04-17,15.91,,
2000-04-18,15.94,,
2000-04-19,15.5,,
2000-04-20,15.69,,
2000-04-24,15.63,,
2000-04-25,15.59,,
2000-04-26,15.5,,
2000-04-27,15.81,,
2000-04-28,16.81,,
2000-05-01,17.0,,
2000-05-02,17.03,,
2000-05-03,16.44,,
2000-05-04,16.56,,
2000-05-05,16.78,,
2000-05-08,16.75,,
2000-05-09,17.09,,
2000-05-10,17.06,,
2000-05-11,17.25,,
2000-05-12,17.41,,
2000-05-15,17.41,,
2000-05-16,17.59,,
2000-05-17,17.31,,
2000-05-18,17.03,,
2000-05-19,16.69,,
2000-05-22,16.53,,
2000-05-23,16.63,,
2000-05-24,16.5,,
2000-05-25,16.63,,
2000-05-26,16.69,,
2000-05-30,17.47,,
2000-05-31,17.25,,
2000-06-01,17.25,,
2000-06-02,17.47,,
2000-06-05,17.66,,
2000-06-06,17.72,,
2000-06-07,17.91,,
2000-06-08,18.16,,
2000-06-09,18.81,,
2000-06-12,18.63,,
2000-06-13,18.47,,
2000-06-14,18.5,,
2000-06-15,18.5,,
2000-06-16,18.13,,
2000-06-19,18.5,,
2000-06-20,18.53,,
2000-06-21,18.53,,
2000-06-22,18.13,,
2000-06-23,18.16,,
2000-06-26,18.13,,
2000-06-27,18.03,,
2000-06-28,18.44,,
2000-06-29,18.31,,
2000-06-30,18.19,,
2000-07-03,18.59,,
2000-07-05,18.75,,
2000-07-06,19.06,,
2000-07-07,18.94,,
2000-07-10,18.91,,
2000-07-11,18.63,,
2000-07-12,18.63,,
2000-07-13,18.72,,
2000-07-14,18.69,,
2000-07-17,18.13,,
2000-07-18,18.41,,
2000-07-19,18.19,,
2000-07-20,18.22,,
2000-07-21,18.09,,
2000-07-24,18.0,,
2000-07-25,17.75,,
2000-07-26,17.47,,
2000-07-27,17.28,,
2000-07-28,17.16,,
2000-07-31,17.56,,
2000-08-01,18.03,,
2000-08-02,17.94,,
2000-08-03,17.66,,
2000-08-04,17.78,,
2000-08-07,18.0,,
2000-08-08,17.84,,
2000-08-09,18.09,,
2000-08-10,18.09,,
2000-08-11,17.84,,
2000-08-14,17.47,,
2000-08-15,17.16,,
2000-08-16,17.19,,
2000-08-17,17.0,,
2000-08-18,16.5,,
2000-08-21,16.0,,
2000-08-22,16.44,,
2000-08-23,16.38,,
2000-08-24,14.63,,
2000-08-25,13.69,,
2000-08-28,13.69,,
2000-08-29,14.5,,
2000-08-30,16.28,,
2000-08-31,16.44,,
2000-09-01,16.59,,
2000-09-05,16.72,,
2000-09-06,16.81,,
2000-09-07,16.81,,
2000-09-08,16.88,,
2000-09-11,17.25,,
2000-09-12,17.19,,
2000-09-13,17.22,,
2000-09-14,16.5,,
2000-09-15,16.81,,
2000-09-18,16.47,,
2000-09-19,16.09,,
2000-09-20,16.19,,
2000-09-21,16.22,,
2000-09-22,16.44,,
2000-09-25,16.22,,
2000-09-26,16.03,,
2000-09-27,16.09,,
2000-09-28,16.81,,
2000-09-29,17.69,,
2000-10-02,17.31,,
2000-10-03,16.97,,
2000-10-04,16.69,,
2000-10-05,17.0,,
2000-10-06,17.09,,
2000-10-09,17.25,,
2000-10-10,17.25,,
2000-10-11,17.03,,
2000-10-12,17.0,,
2000-10-13,17.47,,
2000-10-16,17.38,,
2000-10-17,17.38,,
2000-10-18,17.38,,
2000-10-19,17.5,,
2000-10-20,17.44,,
2000-10-23,17.66,,
2000-10-24,17.59,,
2000-10-25,17.63,,
2000-10-26,17.5,,
2000-10-27,17.69,,
2000-10-30,17.75,,
2000-10-31,17.88,,
2000-11-01,17.59,,
2000-11-02,17.63,,
2000-11-03,17.84,,
2000-11-06,17.81,,
2000-11-07,17.66,,
2000-11-08,17.66,,
2000-11-09,17.03,,
2000-11-10,16.72,,
2000-11-13,16.63,,
2000-11-14,16.88,,
2000-11-15,17.19,,
2000-11-16,17.16,,
2000-11-17,17.25,,
2000-11-20,17.03,,
2000-11-21,16.94,,
2000-11-22,16.59,,
2000-11-24,16.59,,
2000-11-27,16.69,,
2000-11-28,16.38,,
2000-11-29,16.44,,
2000-11-30,16.28,,
2000-12-01,16.38,,
2000-12-04,16.06,,
2000-12-05,16.34,,
2000-12-06,16.34,,
2000-12-07,15.97,,
2000-12-08,15.34,,
2000-12-11,15.47,,
2000-12-12,15.97,,
2000-12-13,16.13,,
2000-12-14,15.72,,
2000-12-15,17.81,,
2000-12-18,17.47,,
2000-12-19,17.59,,
2000-12-20,17.28,,
2000-12-21,17.47,,
2000-12-22,18.03,,
2000-12-26,18.25,,
2000-12-27,19.38,,
2000-12-28,19.72,,
2000-12-29,19.94,,
2001-01-02,19.97,,
2001-01-03,19.94,,
2001-01-04,19.03,,
2001-01-05,18.5,,
2001-01-08,18.25,,
2001-01-09,18.72,,
2001-01-10,19.5,,
2001-01-11,19.25,,
2001-01-12,19.75,,
2001-01-16,19.72,,
2001-01-17,18.59,,
2001-01-18,19.09,,
2001-01-19,18.94,,
2001-01-22,19.28,,
2001-01-23,19.25,,
2001-01-24,19.69,,
2001-01-25,19.88,,
2001-01-26,19.88,,
2001-01-29,19.98,,
2001-01-30,20.1,,
2001-01-31,19.3,,
2001-02-01,19.3,,
2001-02-02,18.87,,
2001-02-05,18.83,,
2001-02-06,18.98,,
2001-02-07,19.61,,
2001-02-08,19.35,,
2001-02-09,19.25,,
2001-02-12,18.9,,
2001-02-13,18.13,,
2001-02-14,17.64,,
2001-02-15,17.87,,
2001-02-16,18.5,,
2001-02-20,19.2,,
2001-02-21,18.8,,
2001-02-22,19.08,,
2001-02-23,19.13,,
2001-02-26,19.55,,
2001-02-27,19.15,,
2001-02-28,20.45,,
2001-03-01,20.5,,
2001-03-02,20.7,,
2001-03-05,22.3,,
2001-03-06,21.58,,
2001-03-07,22.0,,
2001-03-08,22.13,,
2001-03-09,21.8,,
2001-03-12,21.78,,
2001-03-13,20.88,,
2001-03-14,20.75,,
2001-03-15,20.5,,
2001-03-16,20.75,,
2001-03-19,20.92,,
2001-03-20,21.48,,
2001-03-21,21.15,,
2001-03-22,21.13,,
2001-03-23,21.13,,
2001-03-26,21.98,,
2001-03-27,22.46,,
2001-03-28,22.35,,
2001-03-29,23.15,,
2001-03-30,23.67,,
2001-04-02,23.15,,
2001-04-03,22.65,,
2001-04-04,22.64,,
2001-04-05,23.5,,
2001-04-06,24.3,,
2001-04-09,24.53,,
2001-04-10,22.1,,
2001-04-11,21.95,,
2001-04-12,22.15,,
2001-04-16,21.8,,
2001-04-17,22.42,,
2001-04-18,22.48,,
2001-04-19,22.16,,
2001-04-20,21.73,,
2001-04-23,20.9,,
2001-04-24,21.35,,
2001-04-25,22.03,,
2001-04-26,22.45,,
2001-04-27,22.8,,
2001-04-30,22.2,,
2001-05-01,21.78,,
2001-05-02,21.87,,
2001-05-03,21.45,,
2001-05-04,21.0,,
2001-05-07,20.57,,
2001-05-08,21.01,,
2001-05-09,20.9,,
2001-05-10,20.65,,
2001-05-11,20.75,,
2001-05-14,20.98,,
2001-05-15,21.05,,
2001-05-16,21.67,,
2001-05-17,21.83,,
2001-05-18,21.69,,
2001-05-21,21.28,,
2001-05-22,21.3,,
2001-05-23,21.17,,
2001-05-24,21.38,,
2001-05-25,22.05,,
2001-05-29,22.7,,
2001-05-30,22.95,,
2001-05-31,22.85,,
2001-06-01,23.25,,
2001-06-04,23.64,,
2001-06-05,23.96,,
2001-06-06,23.83,,
2001-06-07,23.8,,
2001-06-08,23.54,,
2001-06-11,23.65,,
2001-06-12,24.1,,
2001-06-13,23.17,,
2001-06-14,23.39,,
2001-06-15,23.71,,
2001-06-18,23.43,,
2001-06-19,23.4,,
2001-06-20,23.28,,
2001-06-21,23.64,,
2001-06-22,23.35,,
2001-06-25,23.65,,
2001-06-26,24.29,,
2001-06-27,24.6,,
2001-06-28,25.4,,
2001-06-29,25.7,,
2001-07-02,24.98,,
2001-07-03,24.25,,
2001-07-05,23.98,,
2001-07-06,24.7,,
2001-07-09,24.58,,
2001-07-10,24.3,,
2001-07-11,24.43,,
2001-07-12,24.9,,
2001-07-13,24.75,,
2001-07-16,24.85,,
2001-07-17,24.75,,
2001-07-18,24.47,,
2001-07-19,23.03,,
2001-07-20,24.38,,
2001-07-23,24.0,,
2001-07-24,23.28,,
2001-07-25,23.2,,
2001-07-26,23.65,,
2001-07-27,24.15,,
2001-07-30,24.35,,
2001-07-31,24.15,,
2001-08-01,24.15,,
2001-08-02,24.48,,
2001-08-03,24.5,,
2001-08-06,24.76,,
2001-08-07,25.3,,
2001-08-08,25.58,,
2001-08-09,26.08,,
2001-08-10,26.03,,
2001-08-13,26.56,,
2001-08-14,26.83,,
2001-08-15,26.87,,
2001-08-16,26.83,,
2001-08-17,26.4,,
2001-08-20,26.38,,
2001-08-21,26.26,,
2001-08-22,27.2,,
2001-08-23,27.53,,
2001-08-24,27.42,,
2001-08-27,27.48,,
2001-08-28,27.49,,
2001-08-29,24.25,,
2001-08-30,24.58,,
2001-08-31,25.5,,
2001-09-04,25.4,,
2001-09-05,25.5,,
2001-09-06,25.29,,
2001-09-07,24.99,,
2001-09-10,25.0,,
2001-09-17,24.25,,
2001-09-18,23.75,,
2001-09-19,23.48,,
2001-09-20,22.85,,
2001-09-21,21.35,,
2001-09-24,21.42,,
2001-09-25,22.98,,
2001-09-26,23.2,,
2001-09-27,23.45,,
2001-09-28,23.45,,
2001-10-01,23.58,,
2001-10-02,24.48,,
2001-10-03,24.65,,
2001-10-04,24.31,,
2001-10-05,24.27,,
2001-10-08,24.15,,
2001-10-09,24.5,,
2001-10-10,25.69,,
2001-10-11,25.25,,
2001-10-12,24.65,,
2001-10-15,24.82,,
2001-10-16,26.06,,
2001-10-17,25.34,,
2001-10-18,25.2,,
2001-10-19,25.56,,
2001-10-22,25.85,,
2001-10-23,25.51,,
2001-10-24,25.17,,
2001-10-25,26.28,,
2001-10-26,25.58,,
2001-10-29,24.65,,
2001-10-30,24.26,,
2001-10-31,24.0,,
2001-11-01,24.72,,
2001-11-02,24.3,,
2001-11-05,24.42,,
2001-11-06,23.95,,
2001-11-07,23.84,,
2001-11-08,23.06,,
2001-11-09,22.98,,
2001-11-12,22.49,,
2001-11-13,21.25,,
2001-11-14,22.73,,
2001-11-15,22.64,,
2001-11-16,22.82,,
2001-11-19,23.14,,
2001-11-20,23.5,,
2001-11-21,23.45,,
2001-11-23,23.36,,
2001-11-26,23.33,,
2001-11-27,23.2,,
2001-11-28,22.87,,
2001-11-29,21.65,,
2001-11-30,22.05,,
2001-12-03,22.35,,
2001-12-04,23.25,,
2001-12-05,22.38,,
2001-12-06,22.23,,
2001-12-07,22.2,,
2001-12-10,22.7,,
2001-12-11,22.74,,
2001-12-12,23.85,,
2001-12-13,23.66,,
2001-12-14,23.46,,
2001-12-17,23.49,,
2001-12-18,23.0,,
2001-12-19,23.7,,
2001-12-20,23.63,,
2001-12-21,24.28,,
2001-12-24,24.41,,
2001-12-26,24.5,,
2001-12-27,24.85,,
2001-12-28,24.78,,
2001-12-31,24.99,,
2002-01-02,24.4,,
2002-01-03,23.67,,
2002-01-04,23.23,,
2002-01-07,23.84,,
2002-01-08,24.03,,
2002-01-09,24.35,,
2002-01-10,24.2,,
2002-01-11,24.33,,
2002-01-14,24.58,,
2002-01-15,23.92,,
2002-01-16,23.3,,
2002-01-17,23.7,,
2002-01-18,23.53,,
2002-01-22,23.57,,
2002-01-23,24.05,,
2002-01-24,23.63,,
2002-01-25,23.67,,
2002-01-28,23.73,,
2002-01-29,23.63,,
2002-01-30,23.58,,
2002-01-31,23.42,,
2002-02-01,23.65,,
2002-02-04,23.54,,
2002-02-05,23.63,,
2002-02-06,22.99,,
2002-02-07,22.49,,
2002-02-08,22.1,,
2002-02-11,21.71,,
2002-02-12,22.08,,
2002-02-13,22.35,,
2002-02-14,22.12,,
2002-02-15,21.67,,
2002-02-19,21.22,,
2002-02-20,22.43,,
2002-02-21,22.28,,
2002-02-22,23.08,,
2002-02-25,22.67,,
2002-02-26,22.81,,
2002-02-27,23.51,,
2002-02-28,23.65,,
2002-03-01,25.0,,
2002-03-04,25.01,,
2002-03-05,24.4,,
2002-03-06,24.56,,
2002-03-07,24.65,,
2002-03-08,24.65,,
2002-03-11,23.45,,
2002-03-12,23.35,,
2002-03-13,23.23,,
2002-03-14,23.25,,
2002-03-15,23.23,,
2002-03-18,23.5,,
2002-03-19,23.37,,
2002-03-20,23.06,,
2002-03-21,23.05,,
2002-03-22,23.05,,
2002-03-25,22.25,,
2002-03-26,22.43,,
2002-03-27,23.35,,
2002-03-28,23.7,,
2002-04-01,23.58,,
2002-04-02,23.78,,
2002-04-03,23.83,,
2002-04-04,23.83,,
2002-04-05,23.75,,
2002-04-08,23.9,,
2002-04-09,24.17,,
2002-04-10,24.93,,
2002-04-11,24.89,,
2002-04-12,25.16,,
2002-04-15,25.08,,
2002-04-16,25.38,,
2002-04-17,25.72,,
2002-04-18,25.82,,
2002-04-19,26.01,,
2002-04-22,26.21,,
2002-04-23,26.36,,
2002-04-24,26.5,,
2002-04-25,26.27,,
2002-04-26,26.06,,
2002-04-29,25.92,,
2002-04-30,26.5,,
2002-05-01,27.19,,
2002-05-02,27.19,,
2002-05-03,27.2,,
2002-05-06,27.3,,
2002-05-07,26.3,,
2002-05-08,26.49,,
2002-05-09,26.2,,
2002-05-10,25.74,,
2002-05-13,25.5,,
2002-05-14,26.6,,
2002-05-15,26.28,,
2002-05-16,25.55,,
2002-05-17,25.45,,
2002-05-20,25.14,,
2002-05-21,25.03,,
2002-05-22,24.79,,
2002-05-23,24.92,,
2002-05-24,24.91,,
2002-05-28,24.88,,
2002-05-29,24.8,,
2002-05-30,25.05,,
2002-05-31,25.0,,
2002-06-03,24.25,,
2002-06-04,23.48,,
2002-06-05,25.38,,
2002-06-06,26.0,,
2002-06-07,26.55,,
2002-06-10,26.33,,
2002-06-11,26.53,,
2002-06-12,25.33,,
2002-06-13,24.25,,
2002-06-14,23.76,,
2002-06-17,24.32,,
2002-06-18,24.78,,
2002-06-19,24.12,,
2002-06-20,23.7,,
2002-06-21,23.88,,
2002-06-24,23.5,,
2002-06-25,23.2,,
2002-06-26,23.46,,
2002-06-27,23.3,,
2002-06-28,23.55,,
2002-07-01,22.95,,
2002-07-02,21.9,,
2002-07-03,20.87,,
2002-07-05,21.28,,
2002-07-08,21.25,,
2002-07-09,20.79,,
2002-07-10,20.09,,
2002-07-11,20.58,,
2002-07-12,21.05,,
2002-07-15,20.76,,
2002-07-16,20.26,,
2002-07-17,21.15,,
2002-07-18,20.59,,
2002-07-19,20.25,,
2002-07-22,19.63,,
2002-07-23,19.53,,
2002-07-24,20.8,,
2002-07-25,21.58,,
2002-07-26,21.65,,
2002-07-29,23.03,,
2002-07-30,21.62,,
2002-07-31,21.95,,
2002-08-01,21.67,,
2002-08-02,21.68,,
2002-08-05,21.25,,
2002-08-06,21.11,,
2002-08-07,21.5,,
2002-08-08,22.04,,
2002-08-09,21.54,,
2002-08-12,21.34,,
2002-08-13,20.82,,
2002-08-14,21.19,,
2002-08-15,21.48,,
2002-08-16,21.26,,
2002-08-19,21.7,,
2002-08-20,21.95,,
2002-08-21,22.6,,
2002-08-22,22.88,,
2002-08-23,22.92,,
2002-08-26,23.38,,
2002-08-27,22.75,,
2002-08-28,23.05,,
2002-08-29,22.5,,
2002-08-30,22.7,,
2002-09-03,21.89,,
2002-09-04,22.0,,
2002-09-05,25.13,,
2002-09-06,24.53,,
2002-09-09,25.0,,
2002-09-10,25.09,,
2002-09-11,25.85,,
2002-09-12,26.14,,
2002-09-13,26.04,,
2002-09-16,26.12,,
2002-09-17,26.42,,
2002-09-18,26.13,,
2002-09-19,25.64,,
2002-09-20,26.3,,
2002-09-23,25.75,,
2002-09-24,25.85,,
2002-09-25,25.98,,
2002-09-26,26.9,,
2002-09-27,26.3,,
2002-09-30,26.25,,
2002-10-01,26.63,,
2002-10-02,26.75,,
2002-10-03,27.7,,
2002-10-04,27.23,,
2002-10-07,27.08,,
2002-10-08,26.34,,
2002-10-09,26.32,,
2002-10-10,27.55,,
2002-10-11,27.89,,
2002-10-14,27.78,,
2002-10-15,28.49,,
2002-10-16,27.0,,
2002-10-17,27.67,,
2002-10-18,27.92,,
2002-10-21,26.8,,
2002-10-22,27.03,,
2002-10-23,26.5,,
2002-10-24,26.45,,
2002-10-25,26.73,,
2002-10-28,26.07,,
2002-10-29,26.28,,
2002-10-30,26.75,,
2002-10-31,26.5,,
2002-11-01,26.42,,
2002-11-04,26.38,,
2002-11-05,26.47,,
2002-11-06,26.99,,
2002-11-07,27.5,,
2002-11-08,28.45,,
2002-11-11,27.96,,
2002-11-12,28.12,,
2002-11-13,28.17,,
2002-11-14,28.6,,
2002-11-15,29.21,,
2002-11-18,28.92,,
2002-11-19,28.35,,
2002-11-20,28.83,,
2002-11-21,29.28,,
2002-11-22,29.45,,
2002-11-25,29.0,,
2002-11-26,28.55,,
2002-11-27,28.96,,
2002-11-29,28.1,,
2002-12-02,28.62,,
2002-12-03,29.1,,
2002-12-04,29.61,,
2002-12-05,30.0,,
2002-12-06,30.1,,
2002-12-09,30.65,,
2002-12-10,29.94,,
2002-12-11,30.0,,
2002-12-12,30.6,,
2002-12-13,25.05,,
2002-12-16,26.08,,
2002-12-17,25.95,,
2002-12-18,25.55,,
2002-12-19,24.95,,
2002-12-20,24.86,,
2002-12-23,24.87,,
2002-12-24,25.05,,
2002-12-26,24.82,,
2002-12-27,24.62,,
2002-12-30,24.78,,
2002-12-31,25.02,,
2003-01-02,25.68,,
2003-01-03,26.0,,
2003-01-06,26.5,,
2003-01-07,26.85,,
2003-01-08,26.58,,
2003-01-09,26.98,,
2003-01-10,26.1,,
2003-01-13,25.84,,
2003-01-14,25.4,,
2003-01-15,25.39,,
2003-01-16,25.15,,
2003-01-17,25.4,,
2003-01-21,25.01,,
2003-01-22,24.21,,
2003-01-23,24.06,,
2003-01-24,24.01,,
2003-01-27,24.01,,
2003-01-28,23.73,,
2003-01-29,24.17,,
2003-01-30,25.5,,
2003-01-31,25.61,,
2003-02-03,26.21,,
2003-02-04,26.08,,
2003-02-05,25.95,,
2003-02-06,25.98,,
2003-02-07,25.45,,
2003-02-10,25.78,,
2003-02-11,25.5,,
2003-02-12,25.23,,
2003-02-13,25.8,,
2003-02-14,25.73,,
2003-02-18,26.0,,
2003-02-19,25.85,,
2003-02-20,27.3,,
2003-02-21,28.35,,
2003-02-24,27.61,,
2003-02-25,27.83,,
2003-02-26,27.28,,
2003-02-27,28.34,,
2003-02-28,29.05,,
2003-03-03,28.82,,
2003-03-04,28.71,,
2003-03-05,29.35,,
2003-03-06,28.3,,
2003-03-07,29.14,,
2003-03-10,28.43,,
2003-03-11,28.74,,
2003-03-12,27.44,,
2003-03-13,27.88,,
2003-03-14,27.85,,
2003-03-17,28.26,,
2003-03-18,29.01,,
2003-03-19,29.2,,
2003-03-20,28.86,,
2003-03-21,29.68,,
2003-03-24,29.26,,
2003-03-25,29.5,,
2003-03-26,29.8,,
2003-03-27,30.2,,
2003-03-28,30.24,,
2003-03-31,29.9,,
2003-04-01,30.25,,
2003-04-02,30.49,,
2003-04-03,30.35,,
2003-04-04,29.99,,
2003-04-07,29.72,,
2003-04-08,29.8,,
2003-04-09,29.88,,
2003-04-10,29.75,,
2003-04-11,28.92,,
2003-04-14,29.0,,
2003-04-15,29.54,,
2003-04-16,28.3,,
2003-04-17,28.81,,
2003-04-21,27.18,,
2003-04-22,26.86,,
2003-04-23,28.65,,
2003-04-24,27.62,,
2003-04-25,27.96,,
2003-04-28,28.1,,
2003-04-29,28.2,,
2003-04-30,27.9,,
2003-05-01,28.26,,
2003-05-02,28.16,,
2003-05-05,28.28,,
2003-05-06,28.4,,
2003-05-07,29.16,,
2003-05-08,29.41,,
2003-05-09,30.2,,
2003-05-12,30.75,,
2003-05-13,31.9,,
2003-05-14,32.33,,
2003-05-15,32.89,,
2003-05-16,32.94,,
2003-05-19,32.05,,
2003-05-20,31.57,,
2003-05-21,31.5,,
2003-05-22,32.55,,
2003-05-23,32.36,,
2003-05-27,32.83,,
2003-05-28,33.26,,
2003-05-29,33.41,,
2003-05-30,34.52,,
2003-06-02,34.37,,
2003-06-03,34.68,,
2003-06-04,36.07,,
2003-06-05,34.07,,
2003-06-06,33.15,,
2003-06-09,32.5,,
2003-06-10,33.28,,
2003-06-11,34.33,,
2003-06-12,34.13,,
2003-06-13,33.54,,
2003-06-16,34.39,,
2003-06-17,34.47,,
2003-06-18,34.44,,
2003-06-19,33.64,,
2003-06-20,32.75,,
2003-06-23,32.47,,
2003-06-24,32.3,,
2003-06-25,33.15,,
2003-06-26,34.56,,
2003-06-27,34.56,,
2003-06-30,34.77,,
2003-07-01,35.09,,
2003-07-02,35.5,,
2003-07-03,35.45,,
2003-07-07,35.69,,
2003-07-08,35.64,,
2003-07-09,35.78,,
2003-07-10,35.45,,
2003-07-11,35.74,,
2003-07-14,36.03,,
2003-07-15,35.79,,
2003-07-16,35.44,,
2003-07-17,34.91,,
2003-07-18,35.02,,
2003-07-21,34.67,,
2003-07-22,35.66,,
2003-07-23,35.0,,
2003-07-24,34.62,,
2003-07-25,35.01,,
2003-07-28,34.82,,
2003-07-29,35.58,,
2003-07-30,34.97,,
2003-07-31,35.05,,
2003-08-01,35.1,,
2003-08-04,33.97,,
2003-08-05,33.28,,
2003-08-06,33.28,,
2003-08-07,32.89,,
2003-08-08,33.96,,
2003-08-11,34.62,,
2003-08-12,35.06,,
2003-08-13,35.1,,
2003-08-14,35.13,,
2003-08-15,34.98,,
2003-08-18,35.46,,
2003-08-19,36.74,,
2003-08-20,36.44,,
2003-08-21,36.97,,
2003-08-22,36.17,,
2003-08-25,36.0,,
2003-08-26,36.63,,
2003-08-27,36.41,,
2003-08-28,36.41,,
2003-08-29,37.09,,
2003-09-02,39.5,,
2003-09-03,38.19,,
2003-09-04,44.38,,
2003-09-05,43.83,,
2003-09-08,44.1,,
2003-09-09,44.11,,
2003-09-10,43.04,,
2003-09-11,43.2,,
2003-09-12,42.94,,
2003-09-15,42.88,,
2003-09-16,42.19,,
2003-09-17,42.29,,
2003-09-18,42.35,,
2003-09-19,42.94,,
2003-09-22,42.28,,
2003-09-23,42.49,,
2003-09-24,41.6,,
2003-09-25,40.82,,
2003-09-26,40.19,,
2003-09-29,39.75,,
2003-09-30,40.75,,
2003-10-01,40.65,,
2003-10-02,40.95,,
2003-10-03,40.87,,
2003-10-06,40.14,,
2003-10-07,40.55,,
2003-10-08,39.68,,
2003-10-09,40.85,,
2003-10-10,41.4,,
2003-10-13,41.74,,
2003-10-14,42.06,,
2003-10-15,42.52,,
2003-10-16,42.9,,
2003-10-17,42.05,,
2003-10-20,42.12,,
2003-10-21,41.49,,
2003-10-22,40.59,,
2003-10-23,40.93,,
2003-10-24,40.76,,
2003-10-27,41.44,,
2003-10-28,42.74,,
2003-10-29,43.56,,
2003-10-30,43.4,,
2003-10-31,43.45,,
2003-11-03,44.07,,
2003-11-04,43.62,,
2003-11-05,43.75,,
2003-11-06,43.95,,
2003-11-07,43.55,,
2003-11-10,42.17,,
2003-11-11,41.65,,
2003-11-12,42.57,,
2003-11-13,43.2,,
2003-11-14,42.85,,
2003-11-17,43.1,,
2003-11-18,43.34,,
2003-11-19,43.25,,
2003-11-20,43.0,,
2003-11-21,43.2,,
2003-11-24,43.99,,
2003-11-25,44.65,,
2003-11-26,44.88,,
2003-11-28,45.65,,
2003-12-01,46.2,,
2003-12-02,46.36,,
2003-12-03,46.2,,
2003-12-04,46.14,,
2003-12-05,45.95,,
2003-12-08,46.2,,
2003-12-09,45.15,,
2003-12-10,44.39,,
2003-12-11,44.93,,
2003-12-12,45.75,,
2003-12-15,44.81,,
2003-12-16,45.48,,
2003-12-17,46.44,,
2003-12-18,47.05,,
2003-12-19,47.2,,
2003-12-22,47.17,,
2003-12-23,46.81,,
2003-12-24,46.73,,
2003-12-26,47.13,,
2003-12-29,48.15,,
2003-12-30,48.0,,
2003-12-31,47.13,,
2004-01-02,47.23,,
2004-01-05,46.4,,
2004-01-06,46.9,,
2004-01-07,46.55,,
2004-01-08,47.25,,
2004-01-09,46.65,,
2004-01-12,47.12,,
2004-01-13,48.04,,
2004-01-14,48.25,,
2004-01-15,48.4,,
2004-01-16,48.65,,
2004-01-20,48.03,,
2004-01-21,48.17,,
2004-01-22,48.25,,
2004-01-23,48.84,,
2004-01-26,49.06,,
2004-01-27,48.0,,
2004-01-28,47.1,,
2004-01-29,48.01,,
2004-01-30,48.4,,
2004-02-02,48.6,,
2004-02-03,48.08,,
2004-02-04,47.03,,
2004-02-05,46.85,,
2004-02-06,48.87,,
2004-02-09,47.65,,
2004-02-10,48.99,,
2004-02-11,48.74,,
2004-02-12,48.31,,
2004-02-13,47.69,,
2004-02-17,48.53,,
2004-02-18,48.32,,
2004-02-19,47.35,,
2004-02-20,47.38,,
2004-02-23,46.5,,
2004-02-24,46.9,,
2004-02-25,47.53,,
2004-02-26,47.44,,
2004-02-27,47.31,,
2004-03-01,47.23,,
2004-03-02,48.75,,
2004-03-03,53.48,,
2004-03-04,54.42,,
2004-03-05,54.31,,
2004-03-08,55.19,,
2004-03-09,54.27,,
2004-03-10,53.68,,
2004-03-11,52.74,,
2004-03-12,53.24,,
2004-03-15,52.24,,
2004-03-16,52.55,,
2004-03-17,53.33,,
2004-03-18,52.17,,
2004-03-19,51.55,,
2004-03-22,50.25,,
2004-03-23,50.98,,
2004-03-24,50.29,,
2004-03-25,51.62,,
2004-03-26,51.9,,
2004-03-29,52.6,,
2004-03-30,53.48,,
2004-03-31,54.0,,
2004-04-01,53.48,,
2004-04-02,53.97,,
2004-04-05,54.4,,
2004-04-06,53.6,,
2004-04-07,54.19,,
2004-04-08,53.27,,
2004-04-12,54.32,,
2004-04-13,52.73,,
2004-04-14,53.0,,
2004-04-15,52.6,,
2004-04-16,53.0,,
2004-04-19,53.05,,
2004-04-20,53.0,,
2004-04-21,53.85,,
2004-04-22,54.9,,
2004-04-23,54.05,,
2004-04-26,53.91,,
2004-04-27,54.45,,
2004-04-28,53.51,,
2004-04-29,53.95,,
2004-04-30,54.0,,
2004-05-03,54.18,,
2004-05-04,55.64,,
2004-05-05,56.92,,
2004-05-06,56.11,,
2004-05-07,54.95,,
2004-05-10,54.0,,
2004-05-11,54.32,,
2004-05-12,54.57,,
2004-05-13,55.51,,
2004-05-14,55.07,,
2004-05-17,54.67,,
2004-05-18,54.58,,
2004-05-19,53.7,,
2004-05-20,53.59,,
2004-05-21,54.05,,
2004-05-24,53.83,,
2004-05-25,54.7,,
2004-05-26,54.87,,
2004-05-27,55.0,,
2004-05-28,55.2,,
2004-06-01,56.5,,
2004-06-02,56.2,,
2004-06-03,55.45,,
2004-06-04,55.28,,
2004-06-07,57.38,,
2004-06-08,57.01,,
2004-06-09,56.75,,
2004-06-10,56.58,,
2004-06-14,55.2,,
2004-06-15,55.7,,
2004-06-16,56.0,,
2004-06-17,56.89,,
2004-06-18,57.06,,
2004-06-21,57.0,,
2004-06-22,56.06,,
2004-06-23,56.54,,
2004-06-24,57.18,,
2004-06-25,58.5,,
2004-06-28,61.07,,
2004-06-29,62.5,,
2004-06-30,63.17,,
2004-07-01,60.92,,
2004-07-02,60.97,,
2004-07-06,60.65,,
2004-07-07,60.91,,
2004-07-08,59.8,,
2004-07-09,59.13,,
2004-07-12,57.44,,
2004-07-13,57.5,,
2004-07-14,57.26,,
2004-07-15,57.28,,
2004-07-16,56.77,,
2004-07-19,57.11,,
2004-07-20,57.32,,
2004-07-21,57.0,,
2004-07-22,56.65,,
2004-07-23,55.82,,
2004-07-26,55.07,,
2004-07-27,56.9,,
2004-07-28,56.53,,
2004-07-29,57.3,,
