date,MSI,MSI_EPS,PE Ratio
1993-09-29,61.28,,
1993-09-30,60.9,,
1993-10-01,60.3,,
1993-10-04,60.83,,
1993-10-05,59.55,,
1993-10-06,59.4,,
1993-10-07,58.34,,
1993-10-08,60.6,,
1993-10-11,59.4,,
1993-10-12,62.41,,
1993-10-13,61.96,,
1993-10-14,62.94,,
1993-10-15,63.92,,
1993-10-18,63.84,,
1993-10-19,61.21,,
1993-10-20,61.51,,
1993-10-21,62.19,,
1993-10-22,62.11,,
1993-10-25,61.58,,
1993-10-26,62.26,,
1993-10-27,63.69,,
1993-10-28,63.01,,
1993-10-29,63.16,,
1993-11-01,63.01,,
1993-11-02,62.26,,
1993-11-03,59.92,,
1993-11-04,58.49,,
1993-11-05,59.7,,
1993-11-08,59.55,,
1993-11-09,60.15,,
1993-11-10,62.03,,
1993-11-11,62.71,,
1993-11-12,62.11,,
1993-11-15,60.83,,
1993-11-16,61.43,,
1993-11-17,60.15,,
1993-11-18,57.66,,
1993-11-19,57.89,,
1993-11-22,56.38,,
1993-11-23,57.81,,
1993-11-24,58.11,,
1993-11-26,57.96,,
1993-11-29,56.23,,
1993-11-30,56.53,,
1993-12-01,56.76,,
1993-12-02,57.74,,
1993-12-03,57.96,,
1993-12-06,56.76,,
1993-12-07,56.76,,
1993-12-08,56.68,,
1993-12-09,54.87,,
1993-12-10,53.59,,
1993-12-13,54.12,,
1993-12-14,54.2,,
1993-12-15,54.12,,
1993-12-16,53.82,,
1993-12-17,52.76,,
1993-12-20,51.26,,
1993-12-21,52.16,,
1993-12-22,53.67,,
1993-12-23,54.42,,
1993-12-27,55.1,,
1993-12-28,55.4,,
1993-12-29,55.4,,
1993-12-30,55.85,,
1993-12-31,55.63,,
1994-01-03,53.44,,
1994-01-04,53.22,,
1994-01-05,54.35,,
1994-01-06,54.04,,
1994-01-07,54.04,,
1994-01-10,54.57,,
1994-01-11,55.63,,
1994-01-12,57.13,,
1994-01-13,59.09,,
1994-01-14,59.7,,
1994-01-17,59.7,,
1994-01-18,60.75,,
1994-01-19,61.28,,
1994-01-20,61.88,,
1994-01-21,61.05,,
1994-01-24,61.36,,
1994-01-25,61.36,,
1994-01-26,61.21,,
1994-01-27,60.98,,
1994-01-28,60.38,,
1994-01-31,59.4,,
1994-02-01,60.9,,
1994-02-02,60.98,,
1994-02-03,59.85,,
1994-02-04,57.44,,
1994-02-07,58.04,,
1994-02-08,60.45,,
1994-02-09,60.38,,
1994-02-10,59.85,,
1994-02-11,59.4,,
1994-02-14,59.85,,
1994-02-15,61.13,,
1994-02-16,63.01,,
1994-02-17,62.19,,
1994-02-18,62.56,,
1994-02-22,64.52,,
1994-02-23,63.84,,
1994-02-24,62.11,,
1994-02-25,62.26,,
1994-02-28,61.58,,
1994-03-01,62.34,,
1994-03-02,63.92,,
1994-03-03,63.32,,
1994-03-04,63.16,,
1994-03-07,63.24,,
1994-03-08,64.3,,
1994-03-09,65.35,,
1994-03-10,63.84,,
1994-03-11,63.69,,
1994-03-14,64.52,,
1994-03-15,65.5,,
1994-03-16,65.95,,
1994-03-17,66.03,,
1994-03-18,65.28,,
1994-03-21,65.05,,
1994-03-22,64.75,,
1994-03-23,64.22,,
1994-03-24,63.39,,
1994-03-25,61.36,,
1994-03-28,62.49,,
1994-03-29,60.53,,
1994-03-30,59.17,,
1994-03-31,61.05,,
1994-04-04,60.9,,
1994-04-05,63.09,,
1994-04-06,64.14,,
1994-04-07,64.3,,
1994-04-08,63.92,,
1994-04-11,59.85,,
1994-04-12,57.59,,
1994-04-13,57.59,,
1994-04-14,55.25,,
1994-04-15,54.2,,
1994-04-18,54.27,,
1994-04-19,52.91,,
1994-04-20,52.46,,
1994-04-21,55.63,,
1994-04-22,55.48,,
1994-04-25,56.08,,
1994-04-26,55.48,,
1994-04-28,53.82,,
1994-04-29,53.67,,
1994-05-02,52.91,,
1994-05-03,52.91,,
1994-05-04,53.52,,
1994-05-05,53.06,,
1994-05-06,53.22,,
1994-05-09,52.61,,
1994-05-10,53.52,,
1994-05-11,53.22,,
1994-05-12,54.12,,
1994-05-13,53.97,,
1994-05-16,53.06,,
1994-05-17,54.12,,
1994-05-18,55.63,,
1994-05-19,56.83,,
1994-05-20,57.13,,
1994-05-23,56.83,,
1994-05-24,56.98,,
1994-05-25,57.74,,
1994-05-26,57.29,,
1994-05-27,56.68,,
1994-05-31,56.38,,
1994-06-01,58.34,,
1994-06-02,57.59,,
1994-06-03,57.44,,
1994-06-06,56.23,,
1994-06-07,55.33,,
1994-06-08,54.57,,
1994-06-09,53.97,,
1994-06-10,55.48,,
1994-06-13,55.63,,
1994-06-14,57.29,,
1994-06-15,57.89,,
1994-06-16,57.29,,
1994-06-17,56.83,,
1994-06-20,55.63,,
1994-06-21,55.18,,
1994-06-22,55.93,,
1994-06-23,54.72,,
1994-06-24,54.12,,
1994-06-27,56.23,,
1994-06-28,55.33,,
1994-06-29,54.87,,
1994-06-30,53.82,,
1994-07-01,54.12,,
1994-07-05,53.67,,
1994-07-06,53.06,,
1994-07-07,53.52,,
1994-07-08,54.12,,
1994-07-11,53.97,,
1994-07-12,60.3,,
1994-07-13,59.09,,
1994-07-14,60.6,,
1994-07-15,58.94,,
1994-07-18,60.3,,
1994-07-19,59.7,,
1994-07-20,59.55,,
1994-07-21,58.94,,
1994-07-22,59.7,,
1994-07-25,60.15,,
1994-07-26,60.15,,
1994-07-27,61.51,,
1994-07-28,62.56,,
1994-07-29,64.07,,
1994-08-01,62.56,,
1994-08-02,63.16,,
1994-08-03,63.92,,
1994-08-04,63.32,,
1994-08-05,63.47,,
1994-08-08,64.37,,
1994-08-09,64.52,,
1994-08-10,65.12,,
1994-08-11,64.82,,
1994-08-12,64.37,,
1994-08-15,63.62,,
1994-08-16,63.92,,
1994-08-17,64.07,,
1994-08-18,63.47,,
1994-08-19,63.47,,
1994-08-22,63.62,,
1994-08-23,63.77,,
1994-08-24,63.92,,
1994-08-25,65.28,,
1994-08-26,66.78,,
1994-08-29,65.58,,
1994-08-30,66.93,,
1994-08-31,65.12,,
1994-09-01,63.62,,
1994-09-02,62.41,,
1994-09-06,64.22,,
1994-09-07,64.82,,
1994-09-08,64.52,,
1994-09-09,63.01,,
1994-09-12,63.16,,
1994-09-13,64.07,,
1994-09-14,64.22,,
1994-09-15,65.88,,
1994-09-16,65.73,,
1994-09-19,65.73,,
1994-09-20,64.52,,
1994-09-21,63.62,,
1994-09-22,63.77,,
1994-09-23,63.47,,
1994-09-26,63.32,,
1994-09-27,63.16,,
1994-09-28,62.71,,
1994-09-29,63.92,,
1994-09-30,63.62,,
1994-10-03,63.47,,
1994-10-04,61.51,,
1994-10-05,60.3,,
1994-10-06,59.25,,
1994-10-07,61.21,,
1994-10-10,63.62,,
1994-10-11,65.28,,
1994-10-12,65.12,,
1994-10-13,65.43,,
1994-10-14,65.12,,
1994-10-17,65.12,,
1994-10-18,65.73,,
1994-10-19,67.69,,
1994-10-20,67.69,,
1994-10-21,67.84,,
1994-10-24,67.24,,
1994-10-25,67.39,,
1994-10-26,68.74,,
1994-10-27,67.99,,
1994-10-28,70.7,,
1994-10-31,71.0,,
1994-11-01,71.61,,
1994-11-02,71.76,,
1994-11-03,72.21,,
1994-11-04,70.55,,
1994-11-07,68.14,,
1994-11-08,69.4,,
1994-11-09,69.5,,
1994-11-10,68.74,,
1994-11-11,69.65,,
1994-11-14,71.46,,
1994-11-15,71.91,,
1994-11-16,72.66,,
1994-11-17,73.57,,
1994-11-18,72.66,,
1994-11-21,71.15,,
1994-11-22,68.74,,
1994-11-23,67.54,,
1994-11-25,68.29,,
1994-11-28,68.44,,
1994-11-29,68.74,,
1994-11-30,68.29,,
1994-12-01,67.69,,
1994-12-02,69.04,,
1994-12-05,68.89,,
1994-12-06,68.29,,
1994-12-07,67.54,,
1994-12-08,64.97,,
1994-12-09,66.63,,
1994-12-12,67.39,,
1994-12-13,66.78,,
1994-12-14,67.54,,
1994-12-15,67.69,,
1994-12-16,67.84,,
1994-12-19,67.08,,
1994-12-20,68.14,,
1994-12-21,69.5,,
1994-12-22,69.8,,
1994-12-23,69.8,,
1994-12-27,70.55,,
1994-12-28,70.4,,
1994-12-29,71.0,,
1994-12-30,69.95,,
1995-01-03,68.74,,
1995-01-04,68.52,,
1995-01-05,69.19,,
1995-01-06,69.95,,
1995-01-09,71.0,,
1995-01-10,74.47,,
1995-01-11,73.27,,
1995-01-12,74.92,,
1995-01-13,74.92,,
1995-01-16,75.53,,
1995-01-17,75.38,,
1995-01-18,75.38,,
1995-01-19,75.07,,
1995-01-20,73.72,,
1995-01-23,73.72,,
1995-01-24,74.92,,
1995-01-25,73.27,,
1995-01-26,72.36,,
1995-01-27,72.81,,
1995-01-30,71.15,,
1995-01-31,71.46,,
1995-02-01,73.27,,
1995-02-02,73.11,,
1995-02-03,73.87,,
1995-02-06,74.62,,
1995-02-07,74.17,,
1995-02-08,73.27,,
1995-02-09,74.17,,
1995-02-10,75.07,,
1995-02-13,74.32,,
1995-02-14,74.17,,
1995-02-15,74.47,,
1995-02-16,77.49,,
1995-02-17,69.8,,
1995-02-21,71.0,,
1995-02-22,69.95,,
1995-02-23,68.14,,
1995-02-24,67.39,,
1995-02-27,66.93,,
1995-02-28,69.35,,
1995-03-01,70.1,,
1995-03-02,69.95,,
1995-03-03,70.7,,
1995-03-06,69.5,,
1995-03-07,68.44,,
1995-03-08,68.14,,
1995-03-09,67.54,,
1995-03-10,67.99,,
1995-03-13,69.8,,
1995-03-14,70.7,,
1995-03-15,68.59,,
1995-03-16,67.99,,
1995-03-17,66.78,,
1995-03-20,65.28,,
1995-03-21,64.37,,
1995-03-22,65.58,,
1995-03-23,65.28,,
1995-03-24,66.78,,
1995-03-27,68.29,,
1995-03-28,68.44,,
1995-03-29,69.19,,
1995-03-30,66.63,,
1995-03-31,65.88,,
1995-04-03,64.97,,
1995-04-04,64.37,,
1995-04-05,65.58,,
1995-04-06,66.63,,
1995-04-07,67.08,,
1995-04-10,68.14,,
1995-04-11,65.88,,
1995-04-12,65.73,,
1995-04-13,66.18,,
1995-04-17,64.07,,
1995-04-18,63.62,,
1995-04-19,64.67,,
1995-04-20,63.16,,
1995-04-21,63.01,,
1995-04-24,65.43,,
1995-04-25,67.39,,
1995-04-26,69.5,,
1995-04-27,68.89,,
1995-04-28,68.59,,
1995-05-01,67.99,,
1995-05-02,68.44,,
1995-05-03,69.65,,
1995-05-04,70.1,,
1995-05-05,69.95,,
1995-05-08,70.4,,
1995-05-09,69.8,,
1995-05-10,70.55,,
1995-05-11,71.15,,
1995-05-12,71.15,,
1995-05-15,73.57,,
1995-05-16,73.72,,
1995-05-17,72.51,,
1995-05-18,71.15,,
1995-05-19,70.7,,
1995-05-22,72.06,,
1995-05-23,74.77,,
1995-05-24,75.23,,
1995-05-25,74.47,,
1995-05-26,73.11,,
1995-05-30,71.0,,
1995-05-31,72.21,,
1995-06-01,73.72,,
1995-06-02,72.36,,
1995-06-05,72.21,,
1995-06-06,72.36,,
1995-06-07,71.76,,
1995-06-08,73.11,,
1995-06-09,72.96,,
1995-06-12,72.96,,
1995-06-13,73.57,,
1995-06-14,73.11,,
1995-06-15,72.96,,
1995-06-16,73.11,,
1995-06-19,77.79,,
1995-06-20,78.09,,
1995-06-21,78.69,,
1995-06-22,80.65,,
1995-06-23,81.1,,
1995-06-26,79.75,,
1995-06-27,78.99,,
1995-06-28,77.49,,
1995-06-29,79.9,,
1995-06-30,80.95,,
1995-07-03,82.61,,
1995-07-05,83.21,,
1995-07-06,84.72,,
1995-07-07,85.02,,
1995-07-10,84.57,,
1995-07-11,85.02,,
1995-07-12,91.2,,
1995-07-13,90.75,,
1995-07-14,91.36,,
1995-07-17,93.62,,
1995-07-18,91.05,,
1995-07-19,87.89,,
1995-07-20,88.34,,
1995-07-21,91.66,,
1995-07-24,94.22,,
1995-07-25,94.82,,
1995-07-26,95.27,,
1995-07-27,95.12,,
1995-07-28,93.92,,
1995-07-31,92.26,,
1995-08-01,90.3,,
1995-08-02,89.09,,
1995-08-03,90.15,,
1995-08-04,90.6,,
1995-08-07,90.6,,
1995-08-08,91.66,,
1995-08-09,92.56,,
1995-08-10,90.9,,
1995-08-11,92.56,,
1995-08-14,94.07,,
1995-08-15,94.07,,
1995-08-16,94.52,,
1995-08-17,93.16,,
1995-08-18,92.71,,
1995-08-21,89.24,,
1995-08-22,91.05,,
1995-08-23,90.75,,
1995-08-24,90.3,,
1995-08-25,87.74,,
1995-08-28,85.48,,
1995-08-29,87.89,,
1995-08-30,87.74,,
1995-08-31,90.0,,
1995-09-01,89.85,,
1995-09-05,93.77,,
1995-09-06,94.07,,
1995-09-07,94.52,,
1995-09-08,96.03,,
1995-09-11,95.58,,
1995-09-12,94.52,,
1995-09-13,96.33,,
1995-09-14,96.48,,
1995-09-15,94.97,,
1995-09-18,98.59,,
1995-09-19,97.99,,
1995-09-20,97.08,,
1995-09-21,94.67,,
1995-09-22,94.97,,
1995-09-25,93.77,,
1995-09-26,92.86,,
1995-09-27,92.11,,
1995-09-28,93.77,,
1995-09-29,92.11,,
1995-10-02,92.11,,
1995-10-03,90.3,,
1995-10-04,86.83,,
1995-10-05,86.68,,
1995-10-06,82.91,,
1995-10-09,83.21,,
1995-10-10,77.18,,
1995-10-11,77.64,,
1995-10-12,77.18,,
1995-10-13,76.28,,
1995-10-16,77.64,,
1995-10-17,80.95,,
1995-10-18,81.41,,
1995-10-19,78.39,,
1995-10-20,77.64,,
1995-10-23,78.84,,
1995-10-24,78.99,,
1995-10-25,77.34,,
1995-10-26,78.09,,
1995-10-27,79.45,,
1995-10-30,78.84,,
1995-10-31,79.3,,
1995-11-01,78.39,,
1995-11-02,81.1,,
1995-11-03,82.46,,
1995-11-06,80.35,,
1995-11-07,79.9,,
1995-11-08,78.09,,
1995-11-09,81.56,,
1995-11-10,81.71,,
1995-11-13,79.6,,
1995-11-14,77.34,,
1995-11-15,77.03,,
1995-11-16,76.58,,
1995-11-17,76.73,,
1995-11-20,75.38,,
1995-11-21,73.72,,
1995-11-22,72.21,,
1995-11-24,74.77,,
1995-11-27,74.02,,
1995-11-28,77.94,,
1995-11-29,73.72,,
1995-11-30,74.17,,
1995-12-01,72.81,,
1995-12-04,73.27,,
1995-12-05,73.27,,
1995-12-06,72.51,,
1995-12-07,73.57,,
1995-12-08,74.02,,
1995-12-11,74.77,,
1995-12-12,74.17,,
1995-12-13,72.21,,
1995-12-14,69.19,,
1995-12-15,69.04,,
1995-12-18,67.84,,
1995-12-19,70.25,,
1995-12-20,70.1,,
1995-12-21,69.04,,
1995-12-22,69.35,,
1995-12-26,69.65,,
1995-12-27,69.19,,
1995-12-28,68.59,,
1995-12-29,68.74,,
1996-01-02,71.15,,
1996-01-03,69.65,,
1996-01-04,70.85,,
1996-01-05,68.74,,
1996-01-08,67.84,,
1996-01-09,55.02,,
1996-01-10,60.15,,
1996-01-11,60.45,,
1996-01-12,59.55,,
1996-01-15,58.34,,
1996-01-16,58.64,,
1996-01-17,59.7,,
1996-01-18,60.75,,
1996-01-19,61.51,,
1996-01-22,64.07,,
1996-01-23,63.92,,
1996-01-24,64.82,,
1996-01-25,63.77,,
1996-01-26,64.22,,
1996-01-29,63.92,,
1996-01-30,65.12,,
1996-01-31,65.12,,
1996-02-01,67.54,,
1996-02-02,67.24,,
1996-02-05,69.8,,
1996-02-06,71.15,,
1996-02-07,69.5,,
1996-02-08,68.74,,
1996-02-09,67.54,,
1996-02-12,67.99,,
1996-02-13,67.39,,
1996-02-14,67.24,,
1996-02-15,66.18,,
1996-02-16,66.63,,
1996-02-20,67.69,,
1996-02-21,69.04,,
1996-02-22,70.55,,
1996-02-23,70.4,,
1996-02-26,69.65,,
1996-02-27,68.44,,
1996-02-28,67.08,,
1996-02-29,65.43,,
1996-03-01,64.37,,
1996-03-04,63.92,,
1996-03-05,65.73,,
1996-03-06,63.77,,
1996-03-07,63.16,,
1996-03-08,63.92,,
1996-03-11,64.37,,
1996-03-12,64.97,,
1996-03-13,64.07,,
1996-03-14,64.97,,
1996-03-15,67.08,,
1996-03-18,67.54,,
1996-03-19,67.99,,
1996-03-20,66.33,,
1996-03-21,65.73,,
1996-03-22,65.88,,
1996-03-25,65.28,,
1996-03-26,65.12,,
1996-03-27,65.58,,
1996-03-28,64.37,,
1996-03-29,63.92,,
1996-04-01,63.16,,
1996-04-02,62.86,,
1996-04-03,62.86,,
1996-04-04,62.41,,
1996-04-08,63.01,,
1996-04-09,63.32,,
1996-04-10,67.84,,
1996-04-11,66.93,,
1996-04-12,66.48,,
1996-04-15,68.74,,
1996-04-16,70.1,,
1996-04-17,69.35,,
1996-04-18,72.51,,
1996-04-19,72.21,,
1996-04-22,71.76,,
1996-04-23,74.47,,
1996-04-24,76.28,,
1996-04-25,77.03,,
1996-04-26,75.53,,
1996-04-29,74.47,,
1996-04-30,73.87,,
1996-05-01,74.32,,
1996-05-02,73.11,,
1996-05-03,75.53,,
1996-05-06,75.68,,
1996-05-07,74.25,,
1996-05-08,73.87,,
1996-05-09,72.81,,
1996-05-10,73.11,,
1996-05-13,76.13,,
1996-05-14,76.58,,
1996-05-15,76.43,,
1996-05-16,76.73,,
1996-05-17,77.79,,
1996-05-20,79.3,,
1996-05-21,79.14,,
1996-05-22,78.84,,
1996-05-23,78.24,,
1996-05-24,78.54,,
1996-05-28,78.69,,
1996-05-29,77.79,,
1996-05-30,79.14,,
1996-05-31,80.5,,
1996-06-03,78.84,,
1996-06-04,78.99,,
1996-06-05,78.99,,
1996-06-06,77.34,,
1996-06-07,79.6,,
1996-06-10,78.84,,
1996-06-11,78.24,,
1996-06-12,79.3,,
1996-06-13,78.24,,
1996-06-14,77.94,,
1996-06-17,77.49,,
1996-06-18,75.23,,
1996-06-19,75.53,,
1996-06-20,76.73,,
1996-06-21,77.18,,
1996-06-24,76.43,,
1996-06-25,75.23,,
1996-06-26,73.87,,
1996-06-27,75.38,,
1996-06-28,75.68,,
1996-07-01,77.79,,
1996-07-02,78.09,,
1996-07-03,79.3,,
1996-07-05,79.45,,
1996-07-08,81.71,,
1996-07-09,80.2,,
1996-07-10,69.8,,
1996-07-11,67.39,,
1996-07-12,67.24,,
1996-07-15,64.37,,
1996-07-16,63.16,,
1996-07-17,65.88,,
1996-07-18,66.63,,
1996-07-19,65.73,,
1996-07-22,64.67,,
1996-07-23,63.77,,
1996-07-24,63.32,,
1996-07-25,64.07,,
1996-07-26,66.03,,
1996-07-29,63.77,,
1996-07-30,65.28,,
1996-07-31,65.12,,
1996-08-01,65.58,,
1996-08-02,68.29,,
1996-08-05,66.63,,
1996-08-06,66.93,,
1996-08-07,69.04,,
1996-08-08,69.8,,
1996-08-09,67.84,,
1996-08-12,67.84,,
1996-08-13,66.18,,
1996-08-14,66.26,,
1996-08-15,67.24,,
1996-08-16,65.12,,
1996-08-19,65.88,,
1996-08-20,65.88,,
1996-08-21,66.03,,
1996-08-22,66.48,,
1996-08-23,65.88,,
1996-08-26,65.43,,
1996-08-27,65.43,,
1996-08-28,65.28,,
1996-08-29,65.12,,
1996-08-30,64.37,,
1996-09-03,64.37,,
1996-09-04,63.62,,
1996-09-05,62.41,,
1996-09-06,62.26,,
1996-09-09,61.05,,
1996-09-10,61.21,,
1996-09-11,59.4,,
1996-09-12,57.59,,
1996-09-13,58.64,,
1996-09-16,60.9,,
1996-09-17,62.11,,
1996-09-18,61.96,,
1996-09-19,62.41,,
1996-09-20,62.26,,
1996-09-23,61.66,,
1996-09-24,63.77,,
1996-09-25,63.01,,
1996-09-26,62.86,,
1996-09-27,62.41,,
1996-09-30,62.11,,
1996-10-01,61.36,,
1996-10-02,61.36,,
1996-10-03,59.85,,
1996-10-04,58.19,,
1996-10-07,60.0,,
1996-10-08,58.79,,
1996-10-09,59.09,,
1996-10-10,58.19,,
1996-10-11,58.79,,
1996-10-14,59.09,,
1996-10-15,57.74,,
1996-10-16,59.25,,
1996-10-17,57.89,,
1996-10-18,58.79,,
1996-10-21,58.19,,
1996-10-22,58.19,,
1996-10-23,57.89,,
1996-10-24,57.89,,
1996-10-25,57.29,,
1996-10-28,56.08,,
1996-10-29,55.18,,
1996-10-30,55.33,,
1996-10-31,55.48,,
1996-11-01,54.42,,
1996-11-04,53.97,,
1996-11-05,55.93,,
1996-11-06,56.53,,
1996-11-07,58.19,,
1996-11-08,58.49,,
1996-11-11,60.3,,
1996-11-12,62.71,,
1996-11-13,62.56,,
1996-11-14,65.88,,
1996-11-15,64.82,,
1996-11-18,64.52,,
1996-11-19,66.48,,
1996-11-20,66.18,,
1996-11-21,64.97,,
1996-11-22,66.18,,
1996-11-25,66.18,,
1996-11-26,64.97,,
1996-11-27,67.24,,
1996-11-29,66.78,,
1996-12-02,67.84,,
1996-12-03,66.63,,
1996-12-04,66.18,,
1996-12-05,64.67,,
1996-12-06,64.67,,
1996-12-09,66.03,,
1996-12-10,66.63,,
1996-12-11,64.82,,
1996-12-12,64.67,,
1996-12-13,64.82,,
1996-12-16,64.97,,
1996-12-17,64.52,,
1996-12-18,67.99,,
1996-12-19,69.35,,
1996-12-20,69.5,,
1996-12-23,71.0,,
1996-12-24,72.81,,
1996-12-26,76.43,,
1996-12-27,74.32,,
1996-12-30,74.62,,
1996-12-31,73.87,,
1997-01-02,72.21,,
1997-01-03,74.62,,
1997-01-06,74.47,,
1997-01-07,74.17,,
1997-01-08,76.73,,
1997-01-09,78.39,,
1997-01-10,80.05,,
1997-01-13,79.3,,
1997-01-14,80.8,,
1997-01-15,80.95,,
1997-01-16,82.76,,
1997-01-17,83.37,,
1997-01-20,81.41,,
1997-01-21,82.31,,
1997-01-22,83.67,,
1997-01-23,81.86,,
1997-01-24,79.9,,
1997-01-27,78.09,,
1997-01-28,80.65,,
1997-01-29,79.6,,
1997-01-30,80.35,,
1997-01-31,82.31,,
1997-02-03,80.5,,
1997-02-04,81.56,,
1997-02-05,77.49,,
1997-02-06,80.05,,
1997-02-07,80.65,,
1997-02-10,81.41,,
1997-02-11,76.58,,
1997-02-12,76.88,,
1997-02-13,75.98,,
1997-02-14,76.28,,
1997-02-18,74.92,,
1997-02-19,75.53,,
1997-02-20,72.06,,
1997-02-21,71.31,,
1997-02-24,70.85,,
1997-02-25,69.19,,
1997-02-26,70.55,,
1997-02-27,66.93,,
1997-02-28,67.54,,
1997-03-03,67.24,,
1997-03-04,68.89,,
1997-03-05,69.5,,
1997-03-06,70.85,,
1997-03-07,71.61,,
1997-03-10,69.65,,
1997-03-11,69.8,,
1997-03-12,68.89,,
1997-03-13,67.24,,
1997-03-14,66.63,,
1997-03-17,66.63,,
1997-03-18,67.54,,
1997-03-19,66.18,,
1997-03-20,68.29,,
1997-03-21,67.69,,
1997-03-24,69.19,,
1997-03-25,70.4,,
1997-03-26,73.04,,
1997-03-27,73.27,,
1997-03-31,72.96,,
1997-04-01,71.91,,
1997-04-02,71.0,,
1997-04-03,71.76,,
1997-04-04,72.06,,
1997-04-07,73.72,,
1997-04-08,71.76,,
1997-04-09,71.15,,
1997-04-10,72.21,,
1997-04-11,70.4,,
1997-04-14,70.85,,
1997-04-15,70.7,,
1997-04-16,71.31,,
1997-04-17,70.1,,
1997-04-18,68.29,,
1997-04-21,67.69,,
1997-04-22,69.5,,
1997-04-23,70.1,,
1997-04-24,69.95,,
1997-04-25,66.78,,
1997-04-28,66.78,,
1997-04-29,68.59,,
1997-04-30,68.89,,
1997-05-01,68.74,,
1997-05-02,72.51,,
1997-05-05,76.13,,
1997-05-06,73.57,,
1997-05-07,74.02,,
1997-05-08,72.66,,
1997-05-09,74.77,,
1997-05-12,76.73,,
1997-05-13,75.23,,
1997-05-14,76.73,,
1997-05-15,77.49,,
1997-05-16,75.68,,
1997-05-19,75.23,,
1997-05-20,76.58,,
1997-05-21,77.64,,
1997-05-22,76.58,,
1997-05-23,78.69,,
1997-05-27,80.35,,
1997-05-28,81.41,,
1997-05-29,80.2,,
1997-05-30,80.05,,
1997-06-02,80.5,,
1997-06-03,78.84,,
1997-06-04,78.84,,
1997-06-05,79.14,,
1997-06-06,80.5,,
1997-06-09,80.8,,
1997-06-10,80.2,,
1997-06-11,82.76,,
1997-06-12,83.37,,
1997-06-13,84.42,,
1997-06-16,84.12,,
1997-06-17,85.63,,
1997-06-18,87.29,,
1997-06-19,85.48,,
1997-06-20,86.68,,
1997-06-23,85.02,,
1997-06-24,86.08,,
1997-06-25,90.45,,
1997-06-26,92.56,,
1997-06-27,92.71,,
1997-06-30,91.81,,
1997-07-01,91.96,,
1997-07-02,95.05,,
1997-07-03,97.01,,
1997-07-07,96.93,,
1997-07-08,99.5,,
1997-07-09,103.72,,
1997-07-10,102.36,,
1997-07-11,102.66,,
1997-07-14,102.51,,
1997-07-15,105.07,,
1997-07-16,108.47,,
1997-07-17,107.34,,
1997-07-18,98.89,,
1997-07-21,95.12,,
1997-07-22,96.93,,
1997-07-23,95.58,,
1997-07-24,96.03,,
1997-07-25,95.58,,
1997-07-28,94.6,,
1997-07-29,92.41,,
1997-07-30,97.54,,
1997-07-31,96.93,,
1997-08-01,97.39,,
1997-08-04,100.55,,
1997-08-05,100.85,,
1997-08-06,99.12,,
1997-08-07,98.06,,
1997-08-08,96.71,,
1997-08-11,96.41,,
1997-08-12,96.48,,
1997-08-13,96.93,,
1997-08-14,99.5,,
1997-08-15,96.56,,
1997-08-18,96.41,,
1997-08-19,96.18,,
1997-08-20,95.58,,
1997-08-21,96.48,,
1997-08-22,95.73,,
1997-08-25,95.95,,
1997-08-26,93.54,,
1997-08-27,91.66,,
1997-08-28,90.0,,
1997-08-29,88.49,,
1997-09-02,92.41,,
1997-09-03,90.75,,
1997-09-04,90.38,,
1997-09-05,92.41,,
1997-09-08,93.01,,
1997-09-09,92.64,,
1997-09-10,89.7,,
1997-09-11,79.6,,
1997-09-12,83.44,,
1997-09-15,80.8,,
1997-09-16,82.84,,
1997-09-17,79.6,,
1997-09-18,80.12,,
1997-09-19,80.28,,
1997-09-22,81.33,,
1997-09-23,82.23,,
1997-09-24,83.52,,
1997-09-25,82.99,,
1997-09-26,82.61,,
1997-09-29,85.25,,
1997-09-30,86.68,,
1997-10-01,86.38,,
1997-10-02,84.19,,
1997-10-03,87.06,,
1997-10-06,85.63,,
1997-10-07,88.27,,
1997-10-08,89.7,,
1997-10-09,90.07,,
1997-10-10,89.24,,
1997-10-13,89.55,,
1997-10-14,87.51,,
1997-10-15,85.02,,
1997-10-16,84.27,,
1997-10-17,82.91,,
1997-10-20,84.04,,
1997-10-21,82.76,,
1997-10-22,82.16,,
1997-10-23,78.84,,
1997-10-24,76.88,,
1997-10-27,71.15,,
1997-10-28,75.3,,
1997-10-29,74.25,,
1997-10-30,70.17,,
1997-10-31,74.77,,
1997-11-03,76.73,,
1997-11-04,78.01,,
1997-11-05,77.86,,
1997-11-06,76.05,,
1997-11-07,75.07,,
1997-11-10,74.4,,
1997-11-11,75.38,,
1997-11-12,73.94,,
1997-11-13,75.68,,
1997-11-14,77.86,,
1997-11-17,79.9,,
1997-11-18,77.11,,
1997-11-19,76.51,,
1997-11-20,79.3,,
1997-11-21,80.95,,
1997-11-24,77.41,,
1997-11-25,78.16,,
1997-11-26,76.51,,
1997-11-28,75.83,,
1997-12-01,80.05,,
1997-12-02,76.73,,
1997-12-03,78.09,,
1997-12-04,75.0,,
1997-12-05,75.23,,
1997-12-08,76.2,,
1997-12-09,74.92,,
1997-12-10,72.21,,
1997-12-11,67.91,,
1997-12-12,67.39,,
1997-12-15,69.87,,
1997-12-16,67.84,,
1997-12-17,65.35,,
1997-12-18,67.31,,
1997-12-19,70.25,,
1997-12-22,69.87,,
1997-12-23,67.39,,
1997-12-24,66.93,,
1997-12-26,67.54,,
1997-12-29,67.61,,
